#                                                                                                              --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                          accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                  ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
25500at50557_13686_0:0020f5|STRG.12295.1:163-1968|+    -            602 25500at50557         -            513  1.6e-291  966.3   7.4   1   1    2e-290  8.5e-289  957.4   7.4     1   513     6   599     6   599 0.91 -
40115at50557_108931_0:001d6b|STRG.17037.1:531-1466|+   -            312 25500at50557         -            513   3.4e-11   41.5   3.2   3   3    0.0047       0.2    9.2   0.0   195   247   257   307   252   312 0.67 -
13553at50557_34720_0:0020c1|STRG.15687.2:95-1969|+     -            625 25500at50557         -            513   5.5e-11   40.8   0.3   1   3    0.0013     0.055   11.1   0.1   201   347    40   185    22   205 0.74 -
13553at50557_34720_0:0020c1|STRG.15687.2:95-1969|+     -            625 25500at50557         -            513   5.5e-11   40.8   0.3   2   3     0.014       0.6    7.7   0.0   448   511   233   297   223   299 0.82 -
13553at50557_34720_0:0020c1|STRG.15687.2:95-1969|+     -            625 25500at50557         -            513   5.5e-11   40.8   0.3   3   3   9.5e-06    0.0004   18.2   0.0   220   334   474   595   424   599 0.80 -
80377at50557_38123_0:002ff9|STRG.2736.3:333-1727|+     -            465 25500at50557         -            513   7.4e-11   40.3   1.5   1   3   0.00013    0.0055   14.4   0.0   296   355    23    82    12    85 0.93 -
80377at50557_38123_0:002ff9|STRG.2736.3:333-1727|+     -            465 25500at50557         -            513   7.4e-11   40.3   1.5   2   3   9.4e-05    0.0039   14.9   0.2   454   512    86   143    80   144 0.82 -
80377at50557_38123_0:002ff9|STRG.2736.3:333-1727|+     -            465 25500at50557         -            513   7.4e-11   40.3   1.5   3   3     0.011      0.48    8.0   0.0   217   260   360   403   342   461 0.75 -
40115at50557_1629725_0:001335|STRG.8342.1:1526-2329|+  -            268 25500at50557         -            513   7.6e-11   40.3   2.5   1   2   1.2e-05   0.00051   17.8   0.3   292   375    18   105     2   124 0.70 -
40115at50557_1629725_0:001335|STRG.8342.1:1526-2329|+  -            268 25500at50557         -            513   7.6e-11   40.3   2.5   2   2   5.6e-07   2.3e-05   22.2   0.1   233   333   120   220   110   230 0.80 -
48053at50557_104421_0:0017a2|STRG.1421.1:6-1523|+      -            506 25500at50557         -            513     9e-11   40.1   0.4   1   1   1.3e-09   5.3e-08   30.9   0.4   199   466   243   501   236   506 0.69 -
43553at50557_136037_0:001d49|STRG.1233.4:37-933|+      -            299 25500at50557         -            513   9.7e-11   40.0   0.9   1   3      0.77        32    1.9   0.0   455   478    27    50    15    77 0.74 -
43553at50557_136037_0:001d49|STRG.1233.4:37-933|+      -            299 25500at50557         -            513   9.7e-11   40.0   0.9   2   3    0.0063      0.27    8.8   0.1   191   256    66   135    29   141 0.66 -
43553at50557_136037_0:001d49|STRG.1233.4:37-933|+      -            299 25500at50557         -            513   9.7e-11   40.0   0.9   3   3   2.4e-08     1e-06   26.7   0.1   222   354   142   280   136   299 0.82 -
40115at50557_103372_0:0021d6|STRG.8786.5:187-996|+     -            270 25500at50557         -            513   1.3e-10   39.5   0.7   1   2   1.1e-05   0.00045   18.0   0.0   439   479   118   158    93   165 0.88 -
40115at50557_103372_0:0021d6|STRG.8786.5:187-996|+     -            270 25500at50557         -            513   1.3e-10   39.5   0.7   2   2   1.7e-08     7e-07   27.2   0.2   222   350   118   256   112   262 0.79 -
40115at50557_144034_0:000898|STRG.19187.1:1281-2150|+  -            290 25500at50557         -            513   1.6e-10   39.2   1.4   1   2    0.0014     0.059   11.0   0.1   193   259    61   129    47   141 0.73 -
40115at50557_144034_0:000898|STRG.19187.1:1281-2150|+  -            290 25500at50557         -            513   1.6e-10   39.2   1.4   2   2   5.6e-06   0.00024   18.9   0.0   194   331   149   290   134   290 0.74 -
13553at50557_64793_0:0003df|STRG.15687.1:95-2738|+     -            851 25500at50557         -            513     2e-10   39.0   0.4   1   3    0.0022      0.09   10.4   0.1   202   347    41   185    22   205 0.74 -
13553at50557_64793_0:0003df|STRG.15687.1:95-2738|+     -            851 25500at50557         -            513     2e-10   39.0   0.4   2   3     0.018      0.76    7.3   0.0   447   511   232   297   204   299 0.84 -
13553at50557_64793_0:0003df|STRG.15687.1:95-2738|+     -            851 25500at50557         -            513     2e-10   39.0   0.4   3   3   1.4e-05   0.00058   17.6   0.0   220   334   474   592   426   596 0.80 -
13553at50557_64793_0:0003df|STRG.15687.3:95-2661|+     -            854 25500at50557         -            513   2.4e-10   38.7   0.4   1   3    0.0022     0.091   10.4   0.1   202   347    41   185    22   205 0.74 -
13553at50557_64793_0:0003df|STRG.15687.3:95-2661|+     -            854 25500at50557         -            513   2.4e-10   38.7   0.4   2   3     0.018      0.76    7.3   0.0   447   511   232   297   204   299 0.84 -
13553at50557_64793_0:0003df|STRG.15687.3:95-2661|+     -            854 25500at50557         -            513   2.4e-10   38.7   0.4   3   3   1.6e-05   0.00068   17.4   0.0   220   334   474   595   426   599 0.80 -
14512at50557_56086_0:000590|STRG.6400.1:621-1088|+     -            156 25500at50557         -            513   2.4e-10   38.7   0.3   1   2   2.4e-07     1e-05   23.4   0.0   272   349    12    88     5    91 0.90 -
14512at50557_56086_0:000590|STRG.6400.1:621-1088|+     -            156 25500at50557         -            513   2.4e-10   38.7   0.3   2   2    0.0002    0.0084   13.8   0.2   445   511    89   155    82   156 0.79 -
14512at50557_56086_0:000590|STRG.6400.2:1384-1851|+    -            156 25500at50557         -            513   2.4e-10   38.7   0.3   1   2   2.4e-07     1e-05   23.4   0.0   272   349    12    88     5    91 0.90 -
14512at50557_56086_0:000590|STRG.6400.2:1384-1851|+    -            156 25500at50557         -            513   2.4e-10   38.7   0.3   2   2    0.0002    0.0084   13.8   0.2   445   511    89   155    82   156 0.79 -
14512at50557_56086_0:000590|STRG.6400.3:489-956|+      -            156 25500at50557         -            513   2.4e-10   38.7   0.3   1   2   2.4e-07     1e-05   23.4   0.0   272   349    12    88     5    91 0.90 -
14512at50557_56086_0:000590|STRG.6400.3:489-956|+      -            156 25500at50557         -            513   2.4e-10   38.7   0.3   2   2    0.0002    0.0084   13.8   0.2   445   511    89   155    82   156 0.79 -
13553at50557_34720_0:0020c1|STRG.15687.4:0-2663|+      -            888 25500at50557         -            513   2.8e-10   38.4   0.4   1   3    0.0023     0.097   10.3   0.1   202   347    41   185    22   205 0.74 -
13553at50557_34720_0:0020c1|STRG.15687.4:0-2663|+      -            888 25500at50557         -            513   2.8e-10   38.4   0.4   2   3     0.023      0.94    7.0   0.0   448   511   233   297   223   299 0.82 -
13553at50557_34720_0:0020c1|STRG.15687.4:0-2663|+      -            888 25500at50557         -            513   2.8e-10   38.4   0.4   3   3   1.7e-05   0.00072   17.3   0.0   220   334   474   595   426   599 0.80 -
80377at50557_77166_0:002f29|STRG.16282.1:593-1507|+    -            305 25500at50557         -            513   3.4e-10   38.2   0.7   1   2   0.00025      0.01   13.5   0.1   221   354    19   157     9   167 0.56 -
80377at50557_77166_0:002f29|STRG.16282.1:593-1507|+    -            305 25500at50557         -            513   3.4e-10   38.2   0.7   2   2   1.1e-06   4.5e-05   21.3   0.1   405   499   191   293   171   304 0.75 -
56099at50557_34720_0:001a91|STRG.12890.2:0-1331|+      -            444 25500at50557         -            513   3.7e-10   38.0   0.5   1   4       1.1        45    1.5   0.0   300   353    62   116    54   118 0.76 -
56099at50557_34720_0:001a91|STRG.12890.2:0-1331|+      -            444 25500at50557         -            513   3.7e-10   38.0   0.5   2   4     0.032       1.3    6.5   0.0   222   251   107   137    84   154 0.83 -
56099at50557_34720_0:001a91|STRG.12890.2:0-1331|+      -            444 25500at50557         -            513   3.7e-10   38.0   0.5   3   4      0.25        10    3.6   0.0   407   436   197   227   185   268 0.82 -
56099at50557_34720_0:001a91|STRG.12890.2:0-1331|+      -            444 25500at50557         -            513   3.7e-10   38.0   0.5   4   4   4.2e-07   1.8e-05   22.6   0.1   399   480   275   363   259   375 0.85 -
40115at50557_597456_0:00265e|STRG.5511.1:2298-3167|+   -            290 25500at50557         -            513   1.4e-09   36.1   4.8   1   2   0.00031     0.013   13.2   0.8   269   341    56   127     1   131 0.77 -
40115at50557_597456_0:00265e|STRG.5511.1:2298-3167|+   -            290 25500at50557         -            513   1.4e-09   36.1   4.8   2   2   1.1e-07   4.5e-06   24.6   0.2   181   331   140   289   127   290 0.87 -
40115at50557_597456_0:00265e|STRG.5511.2:2245-3114|+   -            290 25500at50557         -            513   1.4e-09   36.1   4.8   1   2   0.00031     0.013   13.2   0.8   269   341    56   127     1   131 0.77 -
40115at50557_597456_0:00265e|STRG.5511.2:2245-3114|+   -            290 25500at50557         -            513   1.4e-09   36.1   4.8   2   2   1.1e-07   4.5e-06   24.6   0.2   181   331   140   289   127   290 0.87 -
40115at50557_597456_0:00265e|STRG.5511.5:1791-2660|+   -            290 25500at50557         -            513   1.4e-09   36.1   4.8   1   2   0.00031     0.013   13.2   0.8   269   341    56   127     1   131 0.77 -
40115at50557_597456_0:00265e|STRG.5511.5:1791-2660|+   -            290 25500at50557         -            513   1.4e-09   36.1   4.8   2   2   1.1e-07   4.5e-06   24.6   0.2   181   331   140   289   127   290 0.87 -
55830at50557_103372_0:000f54|STRG.9057.1:83-1477|+     -            465 25500at50557         -            513   2.6e-09   35.2   1.2   1   4   0.00013    0.0056   14.4   0.0   300   338   138   176    82   194 0.83 -
55830at50557_103372_0:000f54|STRG.9057.1:83-1477|+     -            465 25500at50557         -            513   2.6e-09   35.2   1.2   2   4     0.047         2    5.9   0.1   292   351   222   281   192   286 0.71 -
55830at50557_103372_0:000f54|STRG.9057.1:83-1477|+     -            465 25500at50557         -            513   2.6e-09   35.2   1.2   3   4     0.001     0.042   11.5   0.0   438   511   273   345   266   347 0.84 -
55830at50557_103372_0:000f54|STRG.9057.1:83-1477|+     -            465 25500at50557         -            513   2.6e-09   35.2   1.2   4   4       2.1        88    0.5   0.0   451   475   379   403   372   445 0.57 -
80377at50557_454923_0:001015|STRG.3236.1:148-927|+     -            260 25500at50557         -            513     3e-09   35.1   0.2   1   3      0.99        41    1.6   0.0   458   474    23    39     3    82 0.42 -
80377at50557_454923_0:001015|STRG.3236.1:148-927|+     -            260 25500at50557         -            513     3e-09   35.1   0.2   2   3   8.6e-07   3.6e-05   21.6   0.1   407   512    55   168    48   169 0.73 -
80377at50557_454923_0:001015|STRG.3236.1:148-927|+     -            260 25500at50557         -            513     3e-09   35.1   0.2   3   3   0.00012    0.0052   14.5   0.0   142   256   140   255   135   259 0.68 -
56099at50557_56086_0:002294|STRG.12890.1:102-1414|+    -            411 25500at50557         -            513   3.1e-09   35.0   0.1   1   2    0.0048       0.2    9.2   0.0   300   436    61   198    47   230 0.77 -
56099at50557_56086_0:002294|STRG.12890.1:102-1414|+    -            411 25500at50557         -            513   3.1e-09   35.0   0.1   2   2   3.1e-07   1.3e-05   23.0   0.1   399   481   246   335   225   350 0.85 -
40115at50557_104421_0:0011ee|STRG.19716.1:1025-1888|+  -            288 25500at50557         -            513   3.8e-09   34.7   3.6   1   2   1.1e-07   4.5e-06   24.6   0.4   200   340    18   160     2   166 0.78 -
40115at50557_104421_0:0011ee|STRG.19716.1:1025-1888|+  -            288 25500at50557         -            513   3.8e-09   34.7   3.6   2   2    0.0011     0.046   11.3   0.2   222   331   170   287   164   288 0.76 -
55830at50557_103372_0:000f54|STRG.9057.2:83-1559|+     -            465 25500at50557         -            513   4.7e-09   34.4   1.3   1   4   0.00013    0.0056   14.4   0.0   300   338   138   176    82   194 0.83 -
55830at50557_103372_0:000f54|STRG.9057.2:83-1559|+     -            465 25500at50557         -            513   4.7e-09   34.4   1.3   2   4     0.047         2    5.9   0.1   292   351   222   281   192   286 0.71 -
55830at50557_103372_0:000f54|STRG.9057.2:83-1559|+     -            465 25500at50557         -            513   4.7e-09   34.4   1.3   3   4     0.001     0.042   11.5   0.0   438   511   273   345   266   347 0.84 -
55830at50557_103372_0:000f54|STRG.9057.2:83-1559|+     -            465 25500at50557         -            513   4.7e-09   34.4   1.3   4   4       3.9   1.6e+02   -0.4   0.0    69   111   385   429   374   451 0.52 -
40115at50557_103372_0:0021d6|STRG.3637.1:4073-5059|+   -            329 25500at50557         -            513   6.3e-09   34.0   0.4   1   3   0.00033     0.014   13.1   0.0   297   356    18    75     9    84 0.86 -
40115at50557_103372_0:0021d6|STRG.3637.1:4073-5059|+   -            329 25500at50557         -            513   6.3e-09   34.0   0.4   2   3    0.0012     0.052   11.2   0.0   221   335   126   242   117   271 0.82 -
40115at50557_103372_0:0021d6|STRG.3637.1:4073-5059|+   -            329 25500at50557         -            513   6.3e-09   34.0   0.4   3   3     0.038       1.6    6.3   0.1   305   333   300   328   280   329 0.82 -
80377at50557_7070_0:0023da|STRG.16498.3:1643-2374|+    -            244 25500at50557         -            513   7.9e-09   33.7   0.5   1   1   2.7e-10   1.1e-08   33.2   0.5   193   350    61   221    34   232 0.85 -
77772at50557_103372_0:001ea3|STRG.11847.1:0-944|+      -            315 25500at50557         -            513   8.2e-09   33.6   0.2   1   3     0.016      0.66    7.5   0.1   406   440    22    56     6   100 0.60 -
77772at50557_103372_0:001ea3|STRG.11847.1:0-944|+      -            315 25500at50557         -            513   8.2e-09   33.6   0.2   2   3    0.0066      0.27    8.8   0.0   439   480   105   146    64   154 0.80 -
77772at50557_103372_0:001ea3|STRG.11847.1:0-944|+      -            315 25500at50557         -            513   8.2e-09   33.6   0.2   3   3   0.00025      0.01   13.5   0.0   295   338   227   273   191   291 0.66 -
43553at50557_136037_0:001d49|STRG.1233.2:37-822|+      -            262 25500at50557         -            513   9.2e-09   33.4   0.8   1   3      0.81        34    1.9   0.0   455   478    27    50    17    62 0.71 -
43553at50557_136037_0:001d49|STRG.1233.2:37-822|+      -            262 25500at50557         -            513   9.2e-09   33.4   0.8   2   3     0.007      0.29    8.7   0.0   193   256    68   135    53   141 0.64 -
43553at50557_136037_0:001d49|STRG.1233.2:37-822|+      -            262 25500at50557         -            513   9.2e-09   33.4   0.8   3   3   8.3e-06   0.00035   18.3   0.1   222   333   142   259   136   261 0.81 -
80377at50557_30019_0:0008bb|STRG.9047.4:293-883|+      -            197 25500at50557         -            513   1.7e-08   32.6   0.2   1   1     7e-10   2.9e-08   31.8   0.2   140   331     2   197     1   197 0.81 -
71739at50557_103372_0:00145d|STRG.17862.2:112-1044|+   -            311 25500at50557         -            513   1.7e-08   32.6   1.4   1   1   2.7e-09   1.1e-07   29.8   1.7   216   363    46   204     5   238 0.71 -
58729at50557_103372_0:00194e|STRG.5987.4:152-1699|+    -            516 25500at50557         -            513   1.8e-08   32.5   0.1   1   2       5.8   2.4e+02   -0.9   0.0   403   472    36   111    32   127 0.71 -
58729at50557_103372_0:00194e|STRG.5987.4:152-1699|+    -            516 25500at50557         -            513   1.8e-08   32.5   0.1   2   2   1.4e-09   5.8e-08   30.8   0.1   137   332   119   317    91   331 0.78 -
58729at50557_103372_0:00194e|STRG.5987.2:0-1571|+      -            524 25500at50557         -            513   1.9e-08   32.4   0.2   1   2       4.5   1.9e+02   -0.6   0.0   403   474    36   113    32   135 0.71 -
58729at50557_103372_0:00194e|STRG.5987.2:0-1571|+      -            524 25500at50557         -            513   1.9e-08   32.4   0.2   2   2   1.4e-09   5.7e-08   30.8   0.1   136   332   118   317    89   331 0.78 -
71739at50557_103372_0:00145d|STRG.17862.1:0-965|+      -            322 25500at50557         -            513   1.9e-08   32.4   2.0   1   2   2.8e-09   1.2e-07   29.8   1.6   218   363    44   200     2   234 0.72 -
71739at50557_103372_0:00145d|STRG.17862.1:0-965|+      -            322 25500at50557         -            513   1.9e-08   32.4   2.0   2   2       4.6   1.9e+02   -0.6   0.0   300   329   278   307   260   320 0.60 -
40115at50557_110193_0:00292f|STRG.19716.2:1136-1870|+  -            245 25500at50557         -            513   2.7e-08   31.9   3.6   1   2   1.1e-06   4.7e-05   21.2   0.4   228   340     2   117     1   122 0.81 -
40115at50557_110193_0:00292f|STRG.19716.2:1136-1870|+  -            245 25500at50557         -            513   2.7e-08   31.9   3.6   2   2   0.00078     0.033   11.8   0.2   222   331   127   244   122   245 0.76 -
40115at50557_110193_0:00292f|STRG.19716.3:1387-2121|+  -            245 25500at50557         -            513   2.7e-08   31.9   3.6   1   2   1.1e-06   4.7e-05   21.2   0.4   228   340     2   117     1   122 0.81 -
40115at50557_110193_0:00292f|STRG.19716.3:1387-2121|+  -            245 25500at50557         -            513   2.7e-08   31.9   3.6   2   2   0.00078     0.033   11.8   0.2   222   331   127   244   122   245 0.76 -
40115at50557_110193_0:00292f|STRG.19716.4:789-1523|+   -            245 25500at50557         -            513   2.7e-08   31.9   3.6   1   2   1.1e-06   4.7e-05   21.2   0.4   228   340     2   117     1   122 0.81 -
40115at50557_110193_0:00292f|STRG.19716.4:789-1523|+   -            245 25500at50557         -            513   2.7e-08   31.9   3.6   2   2   0.00078     0.033   11.8   0.2   222   331   127   244   122   245 0.76 -
80377at50557_568069_0:004eea|STRG.1411.1:60-914|+      -            285 25500at50557         -            513   2.8e-08   31.8   0.0   1   2   3.6e-07   1.5e-05   22.8   0.3   179   329     4   160     2   166 0.80 -
80377at50557_568069_0:004eea|STRG.1411.1:60-914|+      -            285 25500at50557         -            513   2.8e-08   31.8   0.0   2   2    0.0084      0.35    8.4   0.0    27   116   150   239   144   258 0.80 -
58729at50557_103372_0:00194e|STRG.5987.3:96-1487|+     -            464 25500at50557         -            513   2.8e-08   31.8   0.1   1   1   9.9e-10   4.1e-08   31.3   0.1   136   332    58   257    28   274 0.78 -
40115at50557_103372_0:0021d6|STRG.8786.6:187-1020|+    -            278 25500at50557         -            513   3.5e-08   31.5   0.5   1   2   1.3e-05   0.00055   17.7   0.0   438   479   117   158    91   162 0.88 -
40115at50557_103372_0:0021d6|STRG.8786.6:187-1020|+    -            278 25500at50557         -            513   3.5e-08   31.5   0.5   2   2    0.0065      0.27    8.8   0.3   223   325   161   273   157   277 0.52 -
71739at50557_66420_0:0008cd|STRG.10582.1:798-1385|+    -            196 25500at50557         -            513   4.1e-08   31.3   0.2   1   1   7.1e-09     3e-07   28.5   0.1   190   335    14   163    12   176 0.80 -
69548at50557_609295_0:0005e7|STRG.6727.1:246-1070|+    -            275 25500at50557         -            513   4.1e-08   31.3   0.1   1   4    0.0032      0.13    9.8   0.0   222   253     2    34     1    42 0.90 -
69548at50557_609295_0:0005e7|STRG.6727.1:246-1070|+    -            275 25500at50557         -            513   4.1e-08   31.3   0.1   2   4     0.047         2    6.0   0.0   295   335    39    80    32    86 0.73 -
69548at50557_609295_0:0005e7|STRG.6727.1:246-1070|+    -            275 25500at50557         -            513   4.1e-08   31.3   0.1   3   4      0.15       6.1    4.3   0.0   308   335    53    80    44   146 0.71 -
69548at50557_609295_0:0005e7|STRG.6727.1:246-1070|+    -            275 25500at50557         -            513   4.1e-08   31.3   0.1   4   4    0.0015     0.061   10.9   0.0   436   495   210   268   173   275 0.79 -
69548at50557_609295_0:0005e7|STRG.6727.2:338-1162|+    -            275 25500at50557         -            513   4.1e-08   31.3   0.1   1   4    0.0032      0.13    9.8   0.0   222   253     2    34     1    42 0.90 -
69548at50557_609295_0:0005e7|STRG.6727.2:338-1162|+    -            275 25500at50557         -            513   4.1e-08   31.3   0.1   2   4     0.047         2    6.0   0.0   295   335    39    80    32    86 0.73 -
69548at50557_609295_0:0005e7|STRG.6727.2:338-1162|+    -            275 25500at50557         -            513   4.1e-08   31.3   0.1   3   4      0.15       6.1    4.3   0.0   308   335    53    80    44   146 0.71 -
69548at50557_609295_0:0005e7|STRG.6727.2:338-1162|+    -            275 25500at50557         -            513   4.1e-08   31.3   0.1   4   4    0.0015     0.061   10.9   0.0   436   495   210   268   173   275 0.79 -
69548at50557_609295_0:0005e7|STRG.6727.3:337-1161|+    -            275 25500at50557         -            513   4.1e-08   31.3   0.1   1   4    0.0032      0.13    9.8   0.0   222   253     2    34     1    42 0.90 -
69548at50557_609295_0:0005e7|STRG.6727.3:337-1161|+    -            275 25500at50557         -            513   4.1e-08   31.3   0.1   2   4     0.047         2    6.0   0.0   295   335    39    80    32    86 0.73 -
69548at50557_609295_0:0005e7|STRG.6727.3:337-1161|+    -            275 25500at50557         -            513   4.1e-08   31.3   0.1   3   4      0.15       6.1    4.3   0.0   308   335    53    80    44   146 0.71 -
69548at50557_609295_0:0005e7|STRG.6727.3:337-1161|+    -            275 25500at50557         -            513   4.1e-08   31.3   0.1   4   4    0.0015     0.061   10.9   0.0   436   495   210   268   173   275 0.79 -
57752at50557_69319_0:000ee5|STRG.10430.1:187-990|+     -            268 25500at50557         -            513   4.7e-08   31.1   0.2   1   2   3.2e-08   1.3e-06   26.3   0.2   125   333    15   231     7   236 0.78 -
57752at50557_69319_0:000ee5|STRG.10430.1:187-990|+     -            268 25500at50557         -            513   4.7e-08   31.1   0.2   2   2    0.0029      0.12   10.0   0.0   119   176   181   237   174   262 0.83 -
57752at50557_69319_0:000ee5|STRG.10430.2:78-881|+      -            268 25500at50557         -            513   4.7e-08   31.1   0.2   1   2   3.2e-08   1.3e-06   26.3   0.2   125   333    15   231     7   236 0.78 -
57752at50557_69319_0:000ee5|STRG.10430.2:78-881|+      -            268 25500at50557         -            513   4.7e-08   31.1   0.2   2   2    0.0029      0.12   10.0   0.0   119   176   181   237   174   262 0.83 -
33043at50557_103372_0:000263|STRG.15997.1:192-2582|+   -            797 25500at50557         -            513   4.8e-08   31.1   9.0   1   5     0.059       2.4    5.6   0.0   445   511   112   177    99   181 0.68 -
33043at50557_103372_0:000263|STRG.15997.1:192-2582|+   -            797 25500at50557         -            513   4.8e-08   31.1   9.0   2   5      0.53        22    2.5   0.0   403   434   192   223   180   240 0.83 -
33043at50557_103372_0:000263|STRG.15997.1:192-2582|+   -            797 25500at50557         -            513   4.8e-08   31.1   9.0   3   5       1.3        54    1.2   0.0   285   337   229   281   203   288 0.65 -
33043at50557_103372_0:000263|STRG.15997.1:192-2582|+   -            797 25500at50557         -            513   4.8e-08   31.1   9.0   4   5     0.092       3.9    5.0   0.1   220   250   479   510   347   515 0.67 -
33043at50557_103372_0:000263|STRG.15997.1:192-2582|+   -            797 25500at50557         -            513   4.8e-08   31.1   9.0   5   5   1.6e-06   6.6e-05   20.7   0.6   179   344   479   649   473   722 0.80 -
14512at50557_103372_0:0005b9|STRG.10595.3:359-2671|+   -            771 25500at50557         -            513   5.7e-08   30.8   0.2   1   2   0.00023    0.0095   13.6   0.1   222   350    16   149    12   149 0.81 -
14512at50557_103372_0:0005b9|STRG.10595.3:359-2671|+   -            771 25500at50557         -            513   5.7e-08   30.8   0.2   2   2   0.00041     0.017   12.7   0.0    49    81   141   174   135   182 0.90 -
33043at50557_103372_0:000263|STRG.15997.2:192-2916|+   -            797 25500at50557         -            513   6.9e-08   30.5   9.4   1   5     0.059       2.4    5.6   0.0   445   511   112   177    99   181 0.68 -
33043at50557_103372_0:000263|STRG.15997.2:192-2916|+   -            797 25500at50557         -            513   6.9e-08   30.5   9.4   2   5      0.53        22    2.5   0.0   403   434   192   223   180   240 0.83 -
33043at50557_103372_0:000263|STRG.15997.2:192-2916|+   -            797 25500at50557         -            513   6.9e-08   30.5   9.4   3   5       1.3        54    1.2   0.0   285   337   229   281   203   288 0.65 -
33043at50557_103372_0:000263|STRG.15997.2:192-2916|+   -            797 25500at50557         -            513   6.9e-08   30.5   9.4   4   5     0.086       3.6    5.1   0.2   220   250   479   510   342   516 0.66 -
33043at50557_103372_0:000263|STRG.15997.2:192-2916|+   -            797 25500at50557         -            513   6.9e-08   30.5   9.4   5   5   1.9e-06   7.8e-05   20.5   0.7   177   342   477   647   467   679 0.82 -
33043at50557_103372_0:000263|STRG.15997.3:192-2943|+   -            797 25500at50557         -            513   6.9e-08   30.5   9.4   1   5     0.059       2.4    5.6   0.0   445   511   112   177    99   181 0.68 -
33043at50557_103372_0:000263|STRG.15997.3:192-2943|+   -            797 25500at50557         -            513   6.9e-08   30.5   9.4   2   5      0.53        22    2.5   0.0   403   434   192   223   180   240 0.83 -
33043at50557_103372_0:000263|STRG.15997.3:192-2943|+   -            797 25500at50557         -            513   6.9e-08   30.5   9.4   3   5       1.3        54    1.2   0.0   285   337   229   281   203   288 0.65 -
33043at50557_103372_0:000263|STRG.15997.3:192-2943|+   -            797 25500at50557         -            513   6.9e-08   30.5   9.4   4   5     0.086       3.6    5.1   0.2   220   250   479   510   342   516 0.66 -
33043at50557_103372_0:000263|STRG.15997.3:192-2943|+   -            797 25500at50557         -            513   6.9e-08   30.5   9.4   5   5   1.9e-06   7.8e-05   20.5   0.7   177   342   477   647   467   679 0.82 -
22030at50557_411798_0:00363d|STRG.11535.2:636-2860|+   -            705 25500at50557         -            513   7.2e-08   30.5   3.3   1   3      0.24       9.9    3.6   0.0   299   357    25    85    14    89 0.79 -
22030at50557_411798_0:00363d|STRG.11535.2:636-2860|+   -            705 25500at50557         -            513   7.2e-08   30.5   3.3   2   3   0.00038     0.016   12.9   0.1   156   247    89   190    86   205 0.68 -
22030at50557_411798_0:00363d|STRG.11535.2:636-2860|+   -            705 25500at50557         -            513   7.2e-08   30.5   3.3   3   3   0.00035     0.015   13.0   0.2   223   336   208   325   203   338 0.82 -
22030at50557_77166_0:00007a|STRG.17287.1:348-833|+     -            162 25500at50557         -            513   7.3e-08   30.5   0.1   1   1   2.2e-09   9.3e-08   30.1   0.1   222   356     4   144     2   150 0.87 -
14512at50557_103372_0:0005b9|STRG.10595.1:359-2938|+   -            860 25500at50557         -            513   7.3e-08   30.5   0.4   1   2   0.00016    0.0068   14.1   0.1   222   350    16   149    11   150 0.82 -
14512at50557_103372_0:0005b9|STRG.10595.1:359-2938|+   -            860 25500at50557         -            513   7.3e-08   30.5   0.4   2   2   0.00046     0.019   12.6   0.0    49    81   141   174   136   184 0.90 -
22030at50557_411798_0:00363d|STRG.11535.1:636-2879|+   -            709 25500at50557         -            513   7.5e-08   30.4   3.3   1   3      0.22       9.3    3.7   0.0   299   357    25    85    14    90 0.79 -
22030at50557_411798_0:00363d|STRG.11535.1:636-2879|+   -            709 25500at50557         -            513   7.5e-08   30.4   3.3   2   3   0.00038     0.016   12.8   0.1   156   247    89   190    86   205 0.68 -
22030at50557_411798_0:00363d|STRG.11535.1:636-2879|+   -            709 25500at50557         -            513   7.5e-08   30.4   3.3   3   3   0.00035     0.015   13.0   0.2   223   336   208   325   203   338 0.82 -
76755at50557_64793_0:0021c2|STRG.15954.2:0-959|+       -            320 25500at50557         -            513   7.9e-08   30.4   1.1   1   3    0.0012      0.05   11.2   0.2   156   333    14   198     3   205 0.69 -
76755at50557_64793_0:0021c2|STRG.15954.2:0-959|+       -            320 25500at50557         -            513   7.9e-08   30.4   1.1   2   3         2        82    0.6   0.0   226   468   221   246   209   269 0.54 -
76755at50557_64793_0:0021c2|STRG.15954.2:0-959|+       -            320 25500at50557         -            513   7.9e-08   30.4   1.1   3   3   5.8e-05    0.0024   15.5   0.0   298   354   255   312   247   318 0.82 -
56099at50557_34720_0:001a91|STRG.12890.1:560-1426|+    -            289 25500at50557         -            513     8e-08   30.3   0.1   1   2       0.2       8.2    3.9   0.0   407   435    42    71    33    85 0.81 -
56099at50557_34720_0:001a91|STRG.12890.1:560-1426|+    -            289 25500at50557         -            513     8e-08   30.3   0.1   2   2   1.7e-07   7.2e-06   23.9   0.1   399   481   120   209   104   224 0.85 -
14512at50557_103372_0:0005b9|STRG.10595.2:359-2995|+   -            879 25500at50557         -            513     8e-08   30.3   0.4   1   2   3.8e-05    0.0016   16.2   0.1   222   354    16   153    12   154 0.83 -
