#                                                                                                              --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                          accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                  ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
34006at50557_34720_0:00248d|STRG.17583.1:0-1976|+      -            659 34006at50557         -            414  5.2e-229  758.9   4.6   1   1  5.9e-230  2.3e-228  756.8   4.6     1   414   178   643   178   643 0.93 -
69548at50557_609295_0:0005e7|STRG.6727.2:338-1162|+    -            275 34006at50557         -            414   1.1e-10   39.8   0.4   1   2   6.9e-07   2.6e-05   22.1   0.1   119   202    12   101     3   112 0.68 -
69548at50557_609295_0:0005e7|STRG.6727.2:338-1162|+    -            275 34006at50557         -            414   1.1e-10   39.8   0.4   2   2   7.9e-05     0.003   15.3   0.0   157   207   119   171   107   188 0.79 -
69548at50557_609295_0:0005e7|STRG.6727.3:337-1161|+    -            275 34006at50557         -            414   1.1e-10   39.8   0.4   1   2   6.9e-07   2.6e-05   22.1   0.1   119   202    12   101     3   112 0.68 -
69548at50557_609295_0:0005e7|STRG.6727.3:337-1161|+    -            275 34006at50557         -            414   1.1e-10   39.8   0.4   2   2   7.9e-05     0.003   15.3   0.0   157   207   119   171   107   188 0.79 -
40115at50557_103372_0:0021d6|STRG.8786.4:187-1578|+    -            464 34006at50557         -            414   1.3e-10   39.6   6.0   1   4    0.0012     0.047   11.4   0.0    11    42   118   149   109   155 0.86 -
40115at50557_103372_0:0021d6|STRG.8786.4:187-1578|+    -            464 34006at50557         -            414   1.3e-10   39.6   6.0   2   4      0.39        15    3.1   0.0   154   183   163   192   156   203 0.81 -
40115at50557_103372_0:0021d6|STRG.8786.4:187-1578|+    -            464 34006at50557         -            414   1.3e-10   39.6   6.0   3   4    0.0013      0.05   11.3   1.0   118   181   212   279   194   290 0.61 -
40115at50557_103372_0:0021d6|STRG.8786.4:187-1578|+    -            464 34006at50557         -            414   1.3e-10   39.6   6.0   4   4   0.00034     0.013   13.2   0.0   119   187   332   402   327   435 0.79 -
33043at50557_454923_0:001231|STRG.5794.1:3409-4779|+   -            457 34006at50557         -            414   2.2e-10   38.8   5.5   1   4    0.0016     0.062   11.0   0.1    16    43     5    32     2   215 0.89 -
33043at50557_454923_0:001231|STRG.5794.1:3409-4779|+   -            457 34006at50557         -            414   2.2e-10   38.8   5.5   2   4   2.8e-05    0.0011   16.8   0.1   109   182   216   290   210   301 0.91 -
33043at50557_454923_0:001231|STRG.5794.1:3409-4779|+   -            457 34006at50557         -            414   2.2e-10   38.8   5.5   3   4      0.16       6.1    4.4   0.0     9    45   339   374   331   380 0.82 -
33043at50557_454923_0:001231|STRG.5794.1:3409-4779|+   -            457 34006at50557         -            414   2.2e-10   38.8   5.5   4   4      0.25       9.7    3.8   0.1   111   182   382   456   377   457 0.77 -
33043at50557_454923_0:001231|STRG.5794.2:2369-3739|+   -            457 34006at50557         -            414   2.2e-10   38.8   5.5   1   4    0.0016     0.062   11.0   0.1    16    43     5    32     2   215 0.89 -
33043at50557_454923_0:001231|STRG.5794.2:2369-3739|+   -            457 34006at50557         -            414   2.2e-10   38.8   5.5   2   4   2.8e-05    0.0011   16.8   0.1   109   182   216   290   210   301 0.91 -
33043at50557_454923_0:001231|STRG.5794.2:2369-3739|+   -            457 34006at50557         -            414   2.2e-10   38.8   5.5   3   4      0.16       6.1    4.4   0.0     9    45   339   374   331   380 0.82 -
33043at50557_454923_0:001231|STRG.5794.2:2369-3739|+   -            457 34006at50557         -            414   2.2e-10   38.8   5.5   4   4      0.25       9.7    3.8   0.1   111   182   382   456   377   457 0.77 -
40115at50557_108931_0:001d6b|STRG.17037.1:531-1466|+   -            312 34006at50557         -            414   2.5e-10   38.6   5.5   1   3   0.00026    0.0098   13.6   0.5   107   216     6   137     2   151 0.65 -
40115at50557_108931_0:001d6b|STRG.17037.1:531-1466|+   -            312 34006at50557         -            414   2.5e-10   38.6   5.5   2   3   0.00086     0.033   11.9   0.3   121   186   158   224   143   245 0.83 -
40115at50557_108931_0:001d6b|STRG.17037.1:531-1466|+   -            312 34006at50557         -            414   2.5e-10   38.6   5.5   3   3   0.00018    0.0068   14.2   0.0   117   180   247   311   236   312 0.88 -
69548at50557_103372_0:0010c7|STRG.4281.1:0-1325|+      -            442 34006at50557         -            414   3.3e-10   38.3   5.7   1   2   0.00019    0.0071   14.1   0.8   124   183   183   247   163   271 0.78 -
69548at50557_103372_0:0010c7|STRG.4281.1:0-1325|+      -            442 34006at50557         -            414   3.3e-10   38.3   5.7   2   2   3.8e-08   1.4e-06   26.2   0.3   107   226   275   405   252   440 0.77 -
76755at50557_315563_0:0012ae|STRG.18490.1:448-3182|+   -            236 34006at50557         -            414   1.1e-09   36.5   0.5   1   3   4.4e-05    0.0017   16.1   0.2   117   188    45   116    36   122 0.83 -
76755at50557_315563_0:0012ae|STRG.18490.1:448-3182|+   -            236 34006at50557         -            414   1.1e-09   36.5   0.5   2   3      0.39        15    3.1   0.0   164   182   109   127   108   136 0.86 -
76755at50557_315563_0:0012ae|STRG.18490.1:448-3182|+   -            236 34006at50557         -            414   1.1e-09   36.5   0.5   3   3   2.6e-05     0.001   16.9   0.0   116   188   152   229   141   234 0.80 -
80377at50557_7070_0:0023da|STRG.16498.3:1643-2374|+    -            244 34006at50557         -            414   1.1e-09   36.5   3.1   1   2   1.1e-06   4.1e-05   21.5   1.7   117   223    53   169    11   172 0.78 -
80377at50557_7070_0:0023da|STRG.16498.3:1643-2374|+    -            244 34006at50557         -            414   1.1e-09   36.5   3.1   2   2   0.00024    0.0094   13.7   0.0   110   179   173   243   169   244 0.89 -
14512at50557_56086_0:000590|STRG.6400.1:621-1088|+     -            156 34006at50557         -            414   1.2e-09   36.4   0.0   1   2   6.2e-07   2.4e-05   22.2   0.0   158   218     6    74     2    78 0.78 -
14512at50557_56086_0:000590|STRG.6400.1:621-1088|+     -            156 34006at50557         -            414   1.2e-09   36.4   0.0   2   2   0.00063     0.024   12.3   0.0   111   180    83   155    74   156 0.64 -
14512at50557_56086_0:000590|STRG.6400.2:1384-1851|+    -            156 34006at50557         -            414   1.2e-09   36.4   0.0   1   2   6.2e-07   2.4e-05   22.2   0.0   158   218     6    74     2    78 0.78 -
14512at50557_56086_0:000590|STRG.6400.2:1384-1851|+    -            156 34006at50557         -            414   1.2e-09   36.4   0.0   2   2   0.00063     0.024   12.3   0.0   111   180    83   155    74   156 0.64 -
14512at50557_56086_0:000590|STRG.6400.3:489-956|+      -            156 34006at50557         -            414   1.2e-09   36.4   0.0   1   2   6.2e-07   2.4e-05   22.2   0.0   158   218     6    74     2    78 0.78 -
14512at50557_56086_0:000590|STRG.6400.3:489-956|+      -            156 34006at50557         -            414   1.2e-09   36.4   0.0   2   2   0.00063     0.024   12.3   0.0   111   180    83   155    74   156 0.64 -
80377at50557_38123_0:002ff9|STRG.2736.1:333-1874|+     -            514 34006at50557         -            414   1.2e-09   36.3   1.6   1   5     0.057       2.2    5.9   0.0   127   182     4    60     1    66 0.88 -
80377at50557_38123_0:002ff9|STRG.2736.1:333-1874|+     -            514 34006at50557         -            414   1.2e-09   36.3   1.6   2   5   0.00045     0.017   12.8   0.0     6    43    65   103    60   110 0.84 -
80377at50557_38123_0:002ff9|STRG.2736.1:333-1874|+     -            514 34006at50557         -            414   1.2e-09   36.3   1.6   3   5     0.037       1.4    6.5   0.1   150   216   112   186   108   193 0.56 -
80377at50557_38123_0:002ff9|STRG.2736.1:333-1874|+     -            514 34006at50557         -            414   1.2e-09   36.3   1.6   4   5      0.43        17    3.0   0.0   110   148   154   193   145   211 0.82 -
80377at50557_38123_0:002ff9|STRG.2736.1:333-1874|+     -            514 34006at50557         -            414   1.2e-09   36.3   1.6   5   5     0.074       2.8    5.5   0.0   124   220   379   481   355   485 0.61 -
80377at50557_38123_0:002ff9|STRG.2736.2:325-1866|+     -            514 34006at50557         -            414   1.2e-09   36.3   1.6   1   5     0.057       2.2    5.9   0.0   127   182     4    60     1    66 0.88 -
80377at50557_38123_0:002ff9|STRG.2736.2:325-1866|+     -            514 34006at50557         -            414   1.2e-09   36.3   1.6   2   5   0.00045     0.017   12.8   0.0     6    43    65   103    60   110 0.84 -
80377at50557_38123_0:002ff9|STRG.2736.2:325-1866|+     -            514 34006at50557         -            414   1.2e-09   36.3   1.6   3   5     0.037       1.4    6.5   0.1   150   216   112   186   108   193 0.56 -
80377at50557_38123_0:002ff9|STRG.2736.2:325-1866|+     -            514 34006at50557         -            414   1.2e-09   36.3   1.6   4   5      0.43        17    3.0   0.0   110   148   154   193   145   211 0.82 -
80377at50557_38123_0:002ff9|STRG.2736.2:325-1866|+     -            514 34006at50557         -            414   1.2e-09   36.3   1.6   5   5     0.074       2.8    5.5   0.0   124   220   379   481   355   485 0.61 -
80377at50557_38123_0:002ff9|STRG.2736.4:102-1643|+     -            514 34006at50557         -            414   1.2e-09   36.3   1.6   1   5     0.057       2.2    5.9   0.0   127   182     4    60     1    66 0.88 -
80377at50557_38123_0:002ff9|STRG.2736.4:102-1643|+     -            514 34006at50557         -            414   1.2e-09   36.3   1.6   2   5   0.00045     0.017   12.8   0.0     6    43    65   103    60   110 0.84 -
80377at50557_38123_0:002ff9|STRG.2736.4:102-1643|+     -            514 34006at50557         -            414   1.2e-09   36.3   1.6   3   5     0.037       1.4    6.5   0.1   150   216   112   186   108   193 0.56 -
80377at50557_38123_0:002ff9|STRG.2736.4:102-1643|+     -            514 34006at50557         -            414   1.2e-09   36.3   1.6   4   5      0.43        17    3.0   0.0   110   148   154   193   145   211 0.82 -
80377at50557_38123_0:002ff9|STRG.2736.4:102-1643|+     -            514 34006at50557         -            414   1.2e-09   36.3   1.6   5   5     0.074       2.8    5.5   0.0   124   220   379   481   355   485 0.61 -
80377at50557_38123_0:002ff9|STRG.2736.5:246-1787|+     -            514 34006at50557         -            414   1.2e-09   36.3   1.6   1   5     0.057       2.2    5.9   0.0   127   182     4    60     1    66 0.88 -
80377at50557_38123_0:002ff9|STRG.2736.5:246-1787|+     -            514 34006at50557         -            414   1.2e-09   36.3   1.6   2   5   0.00045     0.017   12.8   0.0     6    43    65   103    60   110 0.84 -
80377at50557_38123_0:002ff9|STRG.2736.5:246-1787|+     -            514 34006at50557         -            414   1.2e-09   36.3   1.6   3   5     0.037       1.4    6.5   0.1   150   216   112   186   108   193 0.56 -
80377at50557_38123_0:002ff9|STRG.2736.5:246-1787|+     -            514 34006at50557         -            414   1.2e-09   36.3   1.6   4   5      0.43        17    3.0   0.0   110   148   154   193   145   211 0.82 -
80377at50557_38123_0:002ff9|STRG.2736.5:246-1787|+     -            514 34006at50557         -            414   1.2e-09   36.3   1.6   5   5     0.074       2.8    5.5   0.0   124   220   379   481   355   485 0.61 -
74508at50557_7394_0:0023c7|STRG.14314.2:0-980|+        -            327 34006at50557         -            414   1.3e-09   36.3   0.4   1   2   1.2e-08   4.7e-07   27.8   0.1   121   227    40   159    28   189 0.72 -
74508at50557_7394_0:0023c7|STRG.14314.2:0-980|+        -            327 34006at50557         -            414   1.3e-09   36.3   0.4   2   2     0.031       1.2    6.8   0.0   120   172   269   321   262   326 0.84 -
78072at50557_7070_0:002a52|STRG.2231.1:617-1459|+      -            281 34006at50557         -            414   2.2e-09   35.5   1.0   1   2   1.3e-08   5.1e-07   27.7   0.4    19   227     4   207     1   227 0.60 -
78072at50557_7070_0:002a52|STRG.2231.1:617-1459|+      -            281 34006at50557         -            414   2.2e-09   35.5   1.0   2   2      0.33        13    3.4   0.1   114   142   213   241   200   281 0.62 -
57752at50557_69319_0:000ee5|STRG.10430.1:187-990|+     -            268 34006at50557         -            414   6.2e-09   34.1   0.8   1   2   0.00062     0.024   12.3   0.3   128   218    88   191    66   196 0.56 -
57752at50557_69319_0:000ee5|STRG.10430.1:187-990|+     -            268 34006at50557         -            414   6.2e-09   34.1   0.8   2   2   7.8e-07     3e-05   21.9   0.0    62   177   160   268   155   268 0.75 -
57752at50557_69319_0:000ee5|STRG.10430.2:78-881|+      -            268 34006at50557         -            414   6.2e-09   34.1   0.8   1   2   0.00062     0.024   12.3   0.3   128   218    88   191    66   196 0.56 -
57752at50557_69319_0:000ee5|STRG.10430.2:78-881|+      -            268 34006at50557         -            414   6.2e-09   34.1   0.8   2   2   7.8e-07     3e-05   21.9   0.0    62   177   160   268   155   268 0.75 -
80377at50557_38123_0:002ff9|STRG.2736.3:333-1727|+     -            465 34006at50557         -            414     9e-09   33.5   1.3   1   4     0.051         2    6.0   0.0   127   182     4    60     1    65 0.88 -
80377at50557_38123_0:002ff9|STRG.2736.3:333-1727|+     -            465 34006at50557         -            414     9e-09   33.5   1.3   2   4   0.00038     0.015   13.1   0.0     6    43    65   103    60   111 0.84 -
80377at50557_38123_0:002ff9|STRG.2736.3:333-1727|+     -            465 34006at50557         -            414     9e-09   33.5   1.3   3   4     0.024      0.91    7.1   0.0   150   216   112   186   106   199 0.55 -
80377at50557_38123_0:002ff9|STRG.2736.3:333-1727|+     -            465 34006at50557         -            414     9e-09   33.5   1.3   4   4      0.66        25    2.4   0.0   188   244   366   423   353   438 0.63 -
80377at50557_116153_0:0002e6|STRG.1233.3:226-885|+     -            220 34006at50557         -            414   9.1e-09   33.5   0.9   1   1   6.4e-08   2.4e-06   25.5   0.9   117   214   113   220     1   220 0.61 -
33043at50557_103372_0:000263|STRG.15997.1:192-2582|+   -            797 34006at50557         -            414   9.8e-09   33.4   4.5   1   5     0.005      0.19    9.4   0.1   127   243    80   210    65   234 0.56 -
33043at50557_103372_0:000263|STRG.15997.1:192-2582|+   -            797 34006at50557         -            414   9.8e-09   33.4   4.5   2   5     0.012      0.45    8.2   0.0   131   237   127   244   107   289 0.57 -
33043at50557_103372_0:000263|STRG.15997.1:192-2582|+   -            797 34006at50557         -            414   9.8e-09   33.4   4.5   3   5       1.1        41    1.7   0.1   161   267   307   423   293   432 0.61 -
33043at50557_103372_0:000263|STRG.15997.1:192-2582|+   -            797 34006at50557         -            414   9.8e-09   33.4   4.5   4   5    0.0043      0.16    9.6   0.2   183   254   424   509   385   517 0.57 -
33043at50557_103372_0:000263|STRG.15997.1:192-2582|+   -            797 34006at50557         -            414   9.8e-09   33.4   4.5   5   5   2.9e-05    0.0011   16.8   0.0   185   291   479   594   466   614 0.73 -
33043at50557_103372_0:000263|STRG.15997.2:192-2916|+   -            797 34006at50557         -            414   9.8e-09   33.4   4.5   1   5     0.005      0.19    9.4   0.1   127   243    80   210    65   234 0.56 -
33043at50557_103372_0:000263|STRG.15997.2:192-2916|+   -            797 34006at50557         -            414   9.8e-09   33.4   4.5   2   5     0.012      0.45    8.2   0.0   131   237   127   244   107   289 0.57 -
33043at50557_103372_0:000263|STRG.15997.2:192-2916|+   -            797 34006at50557         -            414   9.8e-09   33.4   4.5   3   5       1.1        41    1.7   0.1   161   267   307   423   293   432 0.61 -
33043at50557_103372_0:000263|STRG.15997.2:192-2916|+   -            797 34006at50557         -            414   9.8e-09   33.4   4.5   4   5    0.0043      0.16    9.6   0.2   183   254   424   509   385   517 0.57 -
33043at50557_103372_0:000263|STRG.15997.2:192-2916|+   -            797 34006at50557         -            414   9.8e-09   33.4   4.5   5   5   2.9e-05    0.0011   16.8   0.0   185   291   479   594   466   614 0.73 -
33043at50557_103372_0:000263|STRG.15997.3:192-2943|+   -            797 34006at50557         -            414   9.8e-09   33.4   4.5   1   5     0.005      0.19    9.4   0.1   127   243    80   210    65   234 0.56 -
33043at50557_103372_0:000263|STRG.15997.3:192-2943|+   -            797 34006at50557         -            414   9.8e-09   33.4   4.5   2   5     0.012      0.45    8.2   0.0   131   237   127   244   107   289 0.57 -
33043at50557_103372_0:000263|STRG.15997.3:192-2943|+   -            797 34006at50557         -            414   9.8e-09   33.4   4.5   3   5       1.1        41    1.7   0.1   161   267   307   423   293   432 0.61 -
33043at50557_103372_0:000263|STRG.15997.3:192-2943|+   -            797 34006at50557         -            414   9.8e-09   33.4   4.5   4   5    0.0043      0.16    9.6   0.2   183   254   424   509   385   517 0.57 -
33043at50557_103372_0:000263|STRG.15997.3:192-2943|+   -            797 34006at50557         -            414   9.8e-09   33.4   4.5   5   5   2.9e-05    0.0011   16.8   0.0   185   291   479   594   466   614 0.73 -
57752at50557_103372_0:000c5a|STRG.11653.2:0-1298|+     -            433 34006at50557         -            414   1.5e-08   32.8   1.3   1   2   0.00086     0.033   11.9   0.1   123   218   134   238   118   244 0.54 -
57752at50557_103372_0:000c5a|STRG.11653.2:0-1298|+     -            433 34006at50557         -            414   1.5e-08   32.8   1.3   2   2   1.1e-05   0.00043   18.1   0.2   110   260   246   411   238   427 0.66 -
22030at50557_411798_0:00363d|STRG.11535.1:636-2879|+   -            709 34006at50557         -            414   1.7e-08   32.6   3.7   1   3      0.11       4.4    4.9   0.0   190   233    31    76     5    83 0.79 -
22030at50557_411798_0:00363d|STRG.11535.1:636-2879|+   -            709 34006at50557         -            414   1.7e-08   32.6   3.7   2   3   2.4e-05   0.00091   17.0   0.4   126   198    88   161    83   167 0.80 -
22030at50557_411798_0:00363d|STRG.11535.1:636-2879|+   -            709 34006at50557         -            414   1.7e-08   32.6   3.7   3   3      0.01      0.38    8.4   0.1   129   184   184   240   176   251 0.79 -
57752at50557_103372_0:000c5a|STRG.11653.1:397-1758|+   -            454 34006at50557         -            414   1.7e-08   32.6   1.2   1   2   0.00067     0.026   12.2   0.1   123   218   155   259   135   272 0.56 -
57752at50557_103372_0:000c5a|STRG.11653.1:397-1758|+   -            454 34006at50557         -            414   1.7e-08   32.6   1.2   2   2   1.2e-05   0.00048   18.0   0.2   110   260   267   432   258   448 0.66 -
22030at50557_411798_0:00363d|STRG.11535.2:636-2860|+   -            705 34006at50557         -            414   1.8e-08   32.5   3.8   1   3     0.096       3.7    5.1   0.0   190   233    31    76     5    89 0.80 -
22030at50557_411798_0:00363d|STRG.11535.2:636-2860|+   -            705 34006at50557         -            414   1.8e-08   32.5   3.8   2   3   2.5e-05   0.00096   17.0   0.4   126   198    88   161    83   165 0.80 -
22030at50557_411798_0:00363d|STRG.11535.2:636-2860|+   -            705 34006at50557         -            414   1.8e-08   32.5   3.8   3   3     0.011      0.43    8.2   0.1   130   184   185   240   180   251 0.80 -
77772at50557_103372_0:001ea3|STRG.11847.1:0-944|+      -            315 34006at50557         -            414   3.3e-08   31.6   0.0   1   3      0.03       1.2    6.8   0.1    46   107     5    69     2    90 0.77 -
77772at50557_103372_0:001ea3|STRG.11847.1:0-944|+      -            315 34006at50557         -            414   3.3e-08   31.6   0.0   2   3   9.1e-05    0.0035   15.1   0.0   121   184   117   178    93   190 0.85 -
77772at50557_103372_0:001ea3|STRG.11847.1:0-944|+      -            315 34006at50557         -            414   3.3e-08   31.6   0.0   3   3       0.1       3.9    5.0   0.0   153   204   239   299   207   309 0.68 -
12735at50557_34720_0:000d5c|STRG.6436.1:206-3091|+     -            962 34006at50557         -            414   3.4e-08   31.6   1.8   1   3      0.88        34    2.0   0.0   193   250   549   610   542   626 0.78 -
12735at50557_34720_0:000d5c|STRG.6436.1:206-3091|+     -            962 34006at50557         -            414   3.4e-08   31.6   1.8   2   3      0.28        11    3.6   0.1   110   142   637   669   620   678 0.82 -
12735at50557_34720_0:000d5c|STRG.6436.1:206-3091|+     -            962 34006at50557         -            414   3.4e-08   31.6   1.8   3   3   5.2e-07     2e-05   22.5   0.1   118   247   687   839   678   859 0.73 -
12735at50557_34720_0:000d5c|STRG.6436.2:0-3008|+       -           1003 34006at50557         -            414     4e-08   31.4   1.8   1   3      0.93        36    1.9   0.0   193   250   590   651   583   667 0.78 -
12735at50557_34720_0:000d5c|STRG.6436.2:0-3008|+       -           1003 34006at50557         -            414     4e-08   31.4   1.8   2   3      0.33        13    3.4   0.1   110   142   678   710   672   719 0.79 -
12735at50557_34720_0:000d5c|STRG.6436.2:0-3008|+       -           1003 34006at50557         -            414     4e-08   31.4   1.8   3   3   5.6e-07   2.1e-05   22.4   0.1   118   247   728   880   719   900 0.73 -
78072at50557_7038_0:0021a3|STRG.10589.1:379-1227|+     -            283 34006at50557         -            414   4.9e-08   31.1   0.1   1   2   3.7e-09   1.4e-07   29.6   0.0   110   261    44   213    18   229 0.69 -
78072at50557_7038_0:0021a3|STRG.10589.1:379-1227|+     -            283 34006at50557         -            414   4.9e-08   31.1   0.1   2   2       9.2   3.5e+02   -1.4   0.0   126   223   244   266   233   279 0.57 -
78072at50557_7038_0:0021a3|STRG.10589.2:180-1028|+     -            283 34006at50557         -            414   4.9e-08   31.1   0.1   1   2   3.7e-09   1.4e-07   29.6   0.0   110   261    44   213    18   229 0.69 -
78072at50557_7038_0:0021a3|STRG.10589.2:180-1028|+     -            283 34006at50557         -            414   4.9e-08   31.1   0.1   2   2       9.2   3.5e+02   -1.4   0.0   126   223   244   266   233   279 0.57 -
71739at50557_30019_0:000544|STRG.11291.1:21-878|+      -            286 34006at50557         -            414     5e-08   31.1   0.3   1   1   1.8e-08   6.8e-07   27.3   0.3    14   195    54   224    46   280 0.74 -
40115at50557_103372_0:0021d6|STRG.8786.6:187-1020|+    -            278 34006at50557         -            414   5.3e-08   31.0   1.3   1   3    0.0006     0.023   12.4   0.0    11    42   118   149   109   156 0.86 -
40115at50557_103372_0:0021d6|STRG.8786.6:187-1020|+    -            278 34006at50557         -            414   5.3e-08   31.0   1.3   2   3      0.18         7    4.2   0.0   153   183   162   192   153   204 0.82 -
40115at50557_103372_0:0021d6|STRG.8786.6:187-1020|+    -            278 34006at50557         -            414   5.3e-08   31.0   1.3   3   3   0.00061     0.023   12.4   0.1   113   178   208   277   192   278 0.77 -
76755at50557_64793_0:0021c2|STRG.15954.2:0-959|+       -            320 34006at50557         -            414   8.6e-08   30.3   1.1   1   3      0.38        15    3.2   0.0   126   184    13    71     3    79 0.74 -
76755at50557_64793_0:0021c2|STRG.15954.2:0-959|+       -            320 34006at50557         -            414   8.6e-08   30.3   1.1   2   3   0.00043     0.017   12.9   0.0   150   222    81   162    73   188 0.73 -
76755at50557_64793_0:0021c2|STRG.15954.2:0-959|+       -            320 34006at50557         -            414   8.6e-08   30.3   1.1   3   3    0.0012     0.045   11.4   0.1   124   186   231   295   214   314 0.76 -
80377at50557_39758_0:001a6c|STRG.6066.1:2679-3449|+    -            257 34006at50557         -            414   8.6e-08   30.3   1.1   1   2   7.2e-07   2.8e-05   22.0   0.1   132   221    39   139    31   152 0.75 -
80377at50557_39758_0:001a6c|STRG.6066.1:2679-3449|+    -            257 34006at50557         -            414   8.6e-08   30.3   1.1   2   2   0.00016    0.0062   14.3   0.2   110   250   102   251    99   256 0.81 -
80377at50557_39758_0:001a6c|STRG.6066.4:2673-3443|+    -            257 34006at50557         -            414   8.6e-08   30.3   1.1   1   2   7.2e-07   2.8e-05   22.0   0.1   132   221    39   139    31   152 0.75 -
80377at50557_39758_0:001a6c|STRG.6066.4:2673-3443|+    -            257 34006at50557         -            414   8.6e-08   30.3   1.1   2   2   0.00016    0.0062   14.3   0.2   110   250   102   251    99   256 0.81 -
80377at50557_39758_0:001a6c|STRG.6066.5:1581-2351|+    -            257 34006at50557         -            414   8.6e-08   30.3   1.1   1   2   7.2e-07   2.8e-05   22.0   0.1   132   221    39   139    31   152 0.75 -
80377at50557_39758_0:001a6c|STRG.6066.5:1581-2351|+    -            257 34006at50557         -            414   8.6e-08   30.3   1.1   2   2   0.00016    0.0062   14.3   0.2   110   250   102   251    99   256 0.81 -
80377at50557_39758_0:001a6c|STRG.6031.1:705-1466|+     -            254 34006at50557         -            414     1e-07   30.0   1.5   1   2     8e-07   3.1e-05   21.9   0.1   133   221    37   136    28   149 0.75 -
80377at50557_39758_0:001a6c|STRG.6031.1:705-1466|+     -            254 34006at50557         -            414     1e-07   30.0   1.5   2   2   0.00014    0.0054   14.5   0.2   110   250    99   248    97   253 0.81 -
80377at50557_39758_0:001a6c|STRG.6031.2:513-1274|+     -            254 34006at50557         -            414     1e-07   30.0   1.5   1   2     8e-07   3.1e-05   21.9   0.1   133   221    37   136    28   149 0.75 -
80377at50557_39758_0:001a6c|STRG.6031.2:513-1274|+     -            254 34006at50557         -            414     1e-07   30.0   1.5   2   2   0.00014    0.0054   14.5   0.2   110   250    99   248    97   253 0.81 -
80377at50557_39758_0:001a6c|STRG.6031.4:1032-1793|+    -            254 34006at50557         -            414     1e-07   30.0   1.5   1   2     8e-07   3.1e-05   21.9   0.1   133   221    37   136    28   149 0.75 -
80377at50557_39758_0:001a6c|STRG.6031.4:1032-1793|+    -            254 34006at50557         -            414     1e-07   30.0   1.5   2   2   0.00014    0.0054   14.5   0.2   110   250    99   248    97   253 0.81 -
80377at50557_39758_0:001a6c|STRG.6031.5:816-1577|+     -            254 34006at50557         -            414     1e-07   30.0   1.5   1   2     8e-07   3.1e-05   21.9   0.1   133   221    37   136    28   149 0.75 -
80377at50557_39758_0:001a6c|STRG.6031.5:816-1577|+     -            254 34006at50557         -            414     1e-07   30.0   1.5   2   2   0.00014    0.0054   14.5   0.2   110   250    99   248    97   253 0.81 -
80377at50557_39758_0:001a6c|STRG.6031.6:758-1519|+     -            254 34006at50557         -            414     1e-07   30.0   1.5   1   2     8e-07   3.1e-05   21.9   0.1   133   221    37   136    28   149 0.75 -
80377at50557_39758_0:001a6c|STRG.6031.6:758-1519|+     -            254 34006at50557         -            414     1e-07   30.0   1.5   2   2   0.00014    0.0054   14.5   0.2   110   250    99   248    97   253 0.81 -
80377at50557_454923_0:001015|STRG.3236.1:148-927|+     -            260 34006at50557         -            414   1.2e-07   29.8   2.8   1   2   4.1e-06   0.00016   19.5   0.7   118   223    12   132     2   151 0.71 -
80377at50557_454923_0:001015|STRG.3236.1:148-927|+     -            260 34006at50557         -            414   1.2e-07   29.8   2.8   2   2    0.0011     0.044   11.5   0.2   110   217   135   252   128   257 0.71 -
25500at50557_13686_0:0020f5|STRG.12295.1:163-1968|+    -            602 34006at50557         -            414   1.5e-07   29.5   0.1   1   5   6.7e-06   0.00026   18.8   0.0    16   218    61   264    48   278 0.70 -
25500at50557_13686_0:0020f5|STRG.12295.1:163-1968|+    -            602 34006at50557         -            414   1.5e-07   29.5   0.1   2   5       3.8   1.5e+02   -0.1   0.0   157   216   323   389   310   406 0.62 -
25500at50557_13686_0:0020f5|STRG.12295.1:163-1968|+    -            602 34006at50557         -            414   1.5e-07   29.5   0.1   3   5       7.2   2.8e+02   -1.0   0.0    15    36   420   441   411   448 0.87 -
25500at50557_13686_0:0020f5|STRG.12295.1:163-1968|+    -            602 34006at50557         -            414   1.5e-07   29.5   0.1   4   5       1.8        68    1.0   0.0   229   270   485   523   445   553 0.63 -
25500at50557_13686_0:0020f5|STRG.12295.1:163-1968|+    -            602 34006at50557         -            414   1.5e-07   29.5   0.1   5   5      0.74        28    2.2   0.0   155   183   529   557   514   602 0.57 -
80377at50557_104452_0:001b3f|STRG.11985.6:1226-1735|+  -            170 34006at50557         -            414   1.9e-07   29.2   1.7   1   3     0.014      0.55    7.9   0.0   191   215     9    33     3    44 0.86 -
80377at50557_104452_0:001b3f|STRG.11985.6:1226-1735|+  -            170 34006at50557         -            414   1.9e-07   29.2   1.7   2   3      0.91        35    1.9   0.0    21    41    53    73    43    82 0.64 -
80377at50557_104452_0:001b3f|STRG.11985.6:1226-1735|+  -            170 34006at50557         -            414   1.9e-07   29.2   1.7   3   3   1.9e-05   0.00074   17.3   0.2   110   184    84   156    78   165 0.79 -
69548at50557_116153_0:002191|STRG.14901.1:410-1108|+   -            233 34006at50557         -            414   2.3e-07   28.9   0.0   1   1   8.1e-09   3.1e-07   28.4   0.0   110   249    62   227    56   233 0.65 -
