#                                                                                                             --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                         accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                 ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
84764at50557_286306_0:001d5c|STRG.15388.1:0-1013|+    -            338 84764at50557         -            287  8.6e-160  529.3   4.4   1   1  4.7e-160  8.1e-159  526.2   4.4     1   286     7   324     7   325 0.93 -
125117at50557_54969_0:0029cc|STRG.17329.1:685-1833|+  -            383 84764at50557         -            287   7.9e-21   73.3   0.0   1   1   6.3e-22   1.1e-20   72.9   0.0     4   211    12   225     9   234 0.84 -
57980at50557_104421_0:00216f|STRG.19298.2:667-1404|+  -            246 84764at50557         -            287   9.9e-21   73.0   0.0   1   1   6.2e-22   1.1e-20   72.9   0.0    41   228    24   214     1   234 0.82 -
17813at50557_7397_0:001703|STRG.3402.1:1887-2786|+    -            300 84764at50557         -            287   1.3e-20   72.6   0.0   1   1   9.5e-22   1.6e-20   72.3   0.0     1   230    27   256    27   282 0.80 -
17813at50557_7397_0:001703|STRG.3402.2:1067-1966|+    -            300 84764at50557         -            287   1.3e-20   72.6   0.0   1   1   9.5e-22   1.6e-20   72.3   0.0     1   230    27   256    27   282 0.80 -
17813at50557_7397_0:001703|STRG.3402.3:753-1652|+     -            300 84764at50557         -            287   1.3e-20   72.6   0.0   1   1   9.5e-22   1.6e-20   72.3   0.0     1   230    27   256    27   282 0.80 -
63962at50557_441921_0:002083|STRG.15073.1:285-1454|+  -            390 84764at50557         -            287   2.5e-20   71.7   0.0   1   1     2e-21   3.4e-20   71.2   0.0     7   198    10   207     5   238 0.81 -
63962at50557_441921_0:002083|STRG.15073.2:456-1625|+  -            390 84764at50557         -            287   2.5e-20   71.7   0.0   1   1     2e-21   3.4e-20   71.2   0.0     7   198    10   207     5   238 0.81 -
63962at50557_116153_0:001347|STRG.3527.1:416-1135|+   -            240 84764at50557         -            287   4.5e-20   70.9   0.0   1   1   3.7e-21   6.4e-20   70.3   0.0     8   199    14   208     9   219 0.82 -
63962at50557_116153_0:001347|STRG.3527.4:162-908|+    -            249 84764at50557         -            287   4.7e-20   70.8   0.0   1   1     4e-21   6.8e-20   70.2   0.0     8   200    14   209     9   225 0.83 -
57980at50557_286706_0:000fec|STRG.14164.2:327-1178|+  -            284 84764at50557         -            287   5.2e-20   70.6   0.0   1   1   3.5e-21   6.1e-20   70.4   0.0    20   193    19   188     1   207 0.83 -
57980at50557_286706_0:000fec|STRG.14164.3:646-1497|+  -            284 84764at50557         -            287   5.2e-20   70.6   0.0   1   1   3.5e-21   6.1e-20   70.4   0.0    20   193    19   188     1   207 0.83 -
57980at50557_286706_0:000fec|STRG.14164.4:418-1269|+  -            284 84764at50557         -            287   5.2e-20   70.6   0.0   1   1   3.5e-21   6.1e-20   70.4   0.0    20   193    19   188     1   207 0.83 -
57980at50557_286706_0:000fec|STRG.14164.5:261-1112|+  -            284 84764at50557         -            287   5.2e-20   70.6   0.0   1   1   3.5e-21   6.1e-20   70.4   0.0    20   193    19   188     1   207 0.83 -
57980at50557_286706_0:000fec|STRG.14164.6:946-1797|+  -            284 84764at50557         -            287   5.2e-20   70.6   0.0   1   1   3.5e-21   6.1e-20   70.4   0.0    20   193    19   188     1   207 0.83 -
125117at50557_54969_0:0029cc|STRG.18306.1:503-1405|+  -            301 84764at50557         -            287   6.3e-20   70.4   0.0   1   1   4.6e-21   7.9e-20   70.0   0.0     6   191    24   218    19   242 0.82 -
125117at50557_54969_0:0029cc|STRG.18306.2:503-1405|+  -            301 84764at50557         -            287   6.3e-20   70.4   0.0   1   1   4.6e-21   7.9e-20   70.0   0.0     6   191    24   218    19   242 0.82 -
125117at50557_54969_0:0029cc|STRG.3623.1:180-1112|+   -            311 84764at50557         -            287   8.3e-20   70.0   0.0   1   1     6e-21     1e-19   69.7   0.0     2   221    10   233     9   254 0.82 -
125117at50557_54969_0:0029cc|STRG.4664.1:2525-3451|+  -            309 84764at50557         -            287   1.2e-19   69.5   0.0   1   1   8.9e-21   1.5e-19   69.1   0.0     5   204     9   212     5   221 0.78 -
125117at50557_54969_0:0029cc|STRG.19606.1:433-1518|+  -            362 84764at50557         -            287   1.5e-19   69.1   0.0   1   1   1.2e-20   2.1e-19   68.7   0.0     2   200    38   239    37   248 0.87 -
125117at50557_54969_0:0029cc|STRG.19606.2:522-1681|+  -            362 84764at50557         -            287   1.5e-19   69.1   0.0   1   1   1.2e-20   2.1e-19   68.7   0.0     2   200    38   239    37   248 0.87 -
57980at50557_7038_0:000334|STRG.16287.2:1160-2083|+   -            308 84764at50557         -            287   2.7e-19   68.3   0.0   1   1   1.8e-20   3.2e-19   68.1   0.0     2   199    12   221    11   266 0.81 -
57980at50557_7176_0:003728|STRG.18443.2:451-891|+     -            147 84764at50557         -            287   8.1e-19   66.7   0.0   1   1   5.4e-20   9.3e-19   66.5   0.0   107   197     2    91     1   109 0.91 -
125117at50557_54969_0:0029cc|STRG.3259.1:78-1136|+    -            353 84764at50557         -            287   8.6e-19   66.6   0.0   1   1     7e-20   1.2e-18   66.2   0.0     5   211    47   259    43   276 0.82 -
57980at50557_28612_0:0052c4|STRG.3979.1:2074-2820|+   -            249 84764at50557         -            287   8.7e-19   66.6   0.0   1   1   8.4e-20   1.4e-18   65.9   0.0     7   192     6   192     1   208 0.87 -
57980at50557_28612_0:0052c4|STRG.3979.2:2074-2820|+   -            249 84764at50557         -            287   8.7e-19   66.6   0.0   1   1   8.4e-20   1.4e-18   65.9   0.0     7   192     6   192     1   208 0.87 -
17813at50557_378494_0:006207|STRG.13765.4:301-759|+   -            153 84764at50557         -            287   1.2e-18   66.1   0.1   1   1   8.5e-20   1.5e-18   65.9   0.1    47   192     1   148     1   152 0.83 -
84269at50557_7217_0:001194|STRG.2007.1:1901-2671|+    -            257 84764at50557         -            287   1.3e-18   66.0   0.0   1   1   9.7e-20   1.7e-18   65.7   0.0     6   192    20   207    17   226 0.85 -
84269at50557_7217_0:001194|STRG.2007.2:1725-2495|+    -            257 84764at50557         -            287   1.3e-18   66.0   0.0   1   1   9.7e-20   1.7e-18   65.7   0.0     6   192    20   207    17   226 0.85 -
8547at50557_74869_0:0028a5|STRG.2007.1:1928-2722|+    -            265 84764at50557         -            287   1.3e-18   66.0   0.0   1   1   9.7e-20   1.7e-18   65.7   0.0     6   192    11   198     8   231 0.86 -
8547at50557_74869_0:0028a5|STRG.2007.2:1752-2546|+    -            265 84764at50557         -            287   1.3e-18   66.0   0.0   1   1   9.7e-20   1.7e-18   65.7   0.0     6   192    11   198     8   231 0.86 -
8547at50557_74869_0:0028a5|STRG.14821.1:1543-2337|+   -            265 84764at50557         -            287   1.9e-18   65.5   0.2   1   2   2.3e-15     4e-14   51.3   0.3     8   150     2   144     1   159 0.85 -
8547at50557_74869_0:0028a5|STRG.14821.1:1543-2337|+   -            265 84764at50557         -            287   1.9e-18   65.5   0.2   2   2    0.0016     0.027   12.5   0.0   145   211   161   231   152   245 0.77 -
8547at50557_74869_0:0028a5|STRG.14821.2:1134-1928|+   -            265 84764at50557         -            287   1.9e-18   65.5   0.2   1   2   2.3e-15     4e-14   51.3   0.3     8   150     2   144     1   159 0.85 -
8547at50557_74869_0:0028a5|STRG.14821.2:1134-1928|+   -            265 84764at50557         -            287   1.9e-18   65.5   0.2   2   2    0.0016     0.027   12.5   0.0   145   211   161   231   152   245 0.77 -
8547at50557_74869_0:0028a5|STRG.14821.3:1292-2086|+   -            265 84764at50557         -            287   1.9e-18   65.5   0.2   1   2   2.3e-15     4e-14   51.3   0.3     8   150     2   144     1   159 0.85 -
8547at50557_74869_0:0028a5|STRG.14821.3:1292-2086|+   -            265 84764at50557         -            287   1.9e-18   65.5   0.2   2   2    0.0016     0.027   12.5   0.0   145   211   161   231   152   245 0.77 -
8547at50557_74869_0:0028a5|STRG.14821.4:1450-2244|+   -            265 84764at50557         -            287   1.9e-18   65.5   0.2   1   2   2.3e-15     4e-14   51.3   0.3     8   150     2   144     1   159 0.85 -
8547at50557_74869_0:0028a5|STRG.14821.4:1450-2244|+   -            265 84764at50557         -            287   1.9e-18   65.5   0.2   2   2    0.0016     0.027   12.5   0.0   145   211   161   231   152   245 0.77 -
125117at50557_54969_0:0029cc|STRG.10252.1:981-2033|+  -            351 84764at50557         -            287   3.3e-18   64.7   0.0   1   1   2.4e-19   4.2e-18   64.4   0.0     2   201    28   232    27   252 0.82 -
125117at50557_54969_0:0029cc|STRG.10252.2:690-1742|+  -            351 84764at50557         -            287   3.3e-18   64.7   0.0   1   1   2.4e-19   4.2e-18   64.4   0.0     2   201    28   232    27   252 0.82 -
57980at50557_69004_0:0023c9|STRG.8854.1:15-1085|+     -            357 84764at50557         -            287   3.4e-18   64.7   0.1   1   1   2.8e-19   4.9e-18   64.2   0.1     7   208    11   213     6   250 0.80 -
17813at50557_103372_0:00172b|STRG.13178.1:0-2690|+    -            897 84764at50557         -            287   4.1e-18   64.4   0.0   1   1   4.1e-19   7.1e-18   63.6   0.0     4   232    30   260    27   269 0.85 -
63962at50557_286706_0:0004e9|STRG.5264.1:108-956|+    -            283 84764at50557         -            287   5.5e-18   64.0   0.0   1   1   4.1e-19     7e-18   63.6   0.0     2   196    10   203     9   238 0.82 -
58206at50557_103372_0:002486|STRG.5716.4:655-1404|+   -            250 84764at50557         -            287   7.6e-18   63.5   0.0   1   1   5.1e-19   8.8e-18   63.3   0.0     2   163    85   246    84   250 0.81 -
84764at50557_286706_0:000034|STRG.8807.1:594-1556|+   -            321 84764at50557         -            287     1e-17   63.1   0.3   1   1   9.4e-18   1.6e-16   59.2   0.3     1   220     1   241     1   256 0.72 -
84764at50557_286706_0:000034|STRG.8807.2:989-1951|+   -            321 84764at50557         -            287     1e-17   63.1   0.3   1   1   9.4e-18   1.6e-16   59.2   0.3     1   220     1   241     1   256 0.72 -
84764at50557_286706_0:000034|STRG.8807.3:927-1889|+   -            321 84764at50557         -            287     1e-17   63.1   0.3   1   1   9.4e-18   1.6e-16   59.2   0.3     1   220     1   241     1   256 0.72 -
47at50557_1629725_0:001606|STRG.594.1:1291-2727|+     -            479 84764at50557         -            287     2e-17   62.1   0.0   1   1   1.5e-18   2.6e-17   61.8   0.0     1   231   223   454   223   474 0.80 -
47at50557_1629725_0:001606|STRG.594.2:1291-2727|+     -            479 84764at50557         -            287     2e-17   62.1   0.0   1   1   1.5e-18   2.6e-17   61.8   0.0     1   231   223   454   223   474 0.80 -
84269at50557_108931_0:00068a|STRG.17624.1:295-897|+   -            201 84764at50557         -            287   2.2e-17   62.0   0.2   1   1   1.4e-18   2.5e-17   61.9   0.2     2   191     9   199     8   201 0.85 -
84269at50557_108931_0:00068a|STRG.17624.2:261-863|+   -            201 84764at50557         -            287   2.2e-17   62.0   0.2   1   1   1.4e-18   2.5e-17   61.9   0.2     2   191     9   199     8   201 0.85 -
57980at50557_224129_0:002c37|STRG.10895.2:75-620|+    -            182 84764at50557         -            287   2.3e-17   62.0   0.0   1   1   1.5e-18   2.6e-17   61.8   0.0     6   182     5   182     1   182 0.89 -
57980at50557_224129_0:002c37|STRG.3404.2:520-1089|+   -            190 84764at50557         -            287   2.4e-17   61.9   0.0   1   1   2.2e-18   3.8e-17   61.2   0.0     8   192     2   188     1   189 0.72 -
84269at50557_108931_0:00068a|STRG.18472.3:63-926|+    -            288 84764at50557         -            287   2.5e-17   61.8   0.1   1   1   4.1e-18     7e-17   60.4   0.0    56   213    86   245    82   278 0.82 -
125117at50557_54969_0:0029cc|STRG.17047.1:1371-2357|+ -            329 84764at50557         -            287   2.9e-17   61.6   0.0   1   1   2.2e-18   3.8e-17   61.2   0.0     3   206    12   220    10   234 0.80 -
125117at50557_54969_0:0029cc|STRG.199.1:1028-2014|+   -            329 84764at50557         -            287   2.9e-17   61.6   0.0   1   1   2.2e-18   3.8e-17   61.2   0.0     3   206    12   220    10   234 0.80 -
57980at50557_7237_0:0026c2|STRG.6223.2:3508-4329|+    -            274 84764at50557         -            287   3.2e-17   61.5   0.0   1   1   2.3e-18   3.9e-17   61.2   0.0     8   192     2   209     1   244 0.76 -
57980at50557_7237_0:0026c2|STRG.6223.3:3526-4347|+    -            274 84764at50557         -            287   3.2e-17   61.5   0.0   1   1   2.3e-18   3.9e-17   61.2   0.0     8   192     2   209     1   244 0.76 -
57980at50557_7237_0:0026c2|STRG.6223.4:2272-3093|+    -            274 84764at50557         -            287   3.2e-17   61.5   0.0   1   1   2.3e-18   3.9e-17   61.2   0.0     8   192     2   209     1   244 0.76 -
57980at50557_7237_0:0026c2|STRG.6223.5:1385-2206|+    -            274 84764at50557         -            287   3.2e-17   61.5   0.0   1   1   2.3e-18   3.9e-17   61.2   0.0     8   192     2   209     1   244 0.76 -
57980at50557_7237_0:0026c2|STRG.6223.6:1311-2132|+    -            274 84764at50557         -            287   3.2e-17   61.5   0.0   1   1   2.3e-18   3.9e-17   61.2   0.0     8   192     2   209     1   244 0.76 -
57980at50557_7237_0:0026c2|STRG.6223.7:969-1790|+     -            274 84764at50557         -            287   3.2e-17   61.5   0.0   1   1   2.3e-18   3.9e-17   61.2   0.0     8   192     2   209     1   244 0.76 -
84764at50557_286706_0:000034|STRG.8807.6:1384-2343|+  -            320 84764at50557         -            287   3.4e-17   61.4   0.3   1   1   3.1e-17   5.4e-16   57.5   0.3     2   220     1   240     1   255 0.72 -
57980at50557_224129_0:002c37|STRG.3404.1:520-1281|+   -            254 84764at50557         -            287   4.6e-17   61.0   0.0   1   1   4.2e-18   7.3e-17   60.3   0.0     8   192     2   188     1   196 0.72 -
57980at50557_34740_0:00324b|STRG.3974.3:461-1228|+    -            256 84764at50557         -            287   5.7e-17   60.7   0.0   1   1     4e-18   6.9e-17   60.4   0.0     8   192     1   195     1   215 0.85 -
57980at50557_28612_0:0052c4|STRG.12946.1:153-1061|+   -            303 84764at50557         -            287   5.9e-17   60.6   0.0   1   1   4.5e-18   7.8e-17   60.2   0.0     6   196     9   203     4   218 0.75 -
57980at50557_28612_0:0052c4|STRG.12946.4:153-1061|+   -            303 84764at50557         -            287   5.9e-17   60.6   0.0   1   1   4.5e-18   7.8e-17   60.2   0.0     6   196     9   203     4   218 0.75 -
57980at50557_28612_0:0052c4|STRG.12946.3:153-1079|+   -            309 84764at50557         -            287   6.2e-17   60.5   0.0   1   1   4.8e-18   8.3e-17   60.1   0.0     6   196     9   203     4   218 0.75 -
57980at50557_28612_0:0052c4|STRG.12946.5:153-1079|+   -            309 84764at50557         -            287   6.2e-17   60.5   0.0   1   1   4.8e-18   8.3e-17   60.1   0.0     6   196     9   203     4   218 0.75 -
57980at50557_28612_0:0052c4|STRG.12946.9:153-1079|+   -            309 84764at50557         -            287   6.2e-17   60.5   0.0   1   1   4.8e-18   8.3e-17   60.1   0.0     6   196     9   203     4   218 0.75 -
57980at50557_7038_0:000334|STRG.16287.1:1160-2092|+   -            311 84764at50557         -            287   6.5e-17   60.5   0.0   1   2   4.3e-16   7.3e-15   53.7   0.0     2   165    12   186    11   196 0.82 -
57980at50557_7038_0:000334|STRG.16287.1:1160-2092|+   -            311 84764at50557         -            287   6.5e-17   60.5   0.0   2   2      0.33       5.6    4.9   0.0   163   199   209   245   199   289 0.80 -
57980at50557_7038_0:000334|STRG.16287.3:1160-2242|+   -            361 84764at50557         -            287   6.8e-17   60.4   0.0   1   2   6.7e-16   1.1e-14   53.1   0.0     2   165    12   186    11   193 0.81 -
57980at50557_7038_0:000334|STRG.16287.3:1160-2242|+   -            361 84764at50557         -            287   6.8e-17   60.4   0.0   2   2      0.22       3.7    5.5   0.0   159   199   234   274   203   318 0.80 -
84764at50557_7260_0:00114a|STRG.7947.1:1978-2514|+    -            179 84764at50557         -            287   7.9e-17   60.2   0.0   1   1   6.1e-18     1e-16   59.8   0.0     7   175     5   178     1   179 0.79 -
84764at50557_7260_0:00114a|STRG.7947.3:1866-2402|+    -            179 84764at50557         -            287   7.9e-17   60.2   0.0   1   1   6.1e-18     1e-16   59.8   0.0     7   175     5   178     1   179 0.79 -
125117at50557_54969_0:0029cc|STRG.19026.3:60-989|+    -            310 84764at50557         -            287     8e-17   60.2   0.0   1   1     7e-18   1.2e-16   59.6   0.0    47   196    47   195     5   211 0.84 -
125117at50557_54969_0:0029cc|STRG.19514.1:3025-3948|+ -            308 84764at50557         -            287   8.5e-17   60.1   0.1   1   1   1.6e-17   2.7e-16   58.4   0.1     2   200     2   217     1   243 0.74 -
125117at50557_54969_0:0029cc|STRG.19514.2:3025-3948|+ -            308 84764at50557         -            287   8.5e-17   60.1   0.1   1   1   1.6e-17   2.7e-16   58.4   0.1     2   200     2   217     1   243 0.74 -
125117at50557_54969_0:0029cc|STRG.19514.3:1428-2351|+ -            308 84764at50557         -            287   8.5e-17   60.1   0.1   1   1   1.6e-17   2.7e-16   58.4   0.1     2   200     2   217     1   243 0.74 -
57980at50557_7536_0:003723|STRG.7988.2:18-689|+       -            224 84764at50557         -            287   9.6e-17   59.9   0.0   1   1   7.5e-18   1.3e-16   59.5   0.0    49   199     1   157     1   163 0.88 -
125117at50557_54969_0:0029cc|STRG.7276.6:884-1843|+   -            320 84764at50557         -            287   9.8e-17   59.9   0.0   1   1   7.4e-18   1.3e-16   59.5   0.0     6   204    10   211     5   230 0.83 -
8547at50557_45779_0:000864|STRG.16462.1:1540-2370|+   -            277 84764at50557         -            287   9.8e-17   59.9   0.0   1   1   1.9e-17   3.3e-16   58.2   0.0     7   191    14   218     9   221 0.72 -
8547at50557_45779_0:000864|STRG.16462.2:2862-3692|+   -            277 84764at50557         -            287   9.8e-17   59.9   0.0   1   1   1.9e-17   3.3e-16   58.2   0.0     7   191    14   218     9   221 0.72 -
8547at50557_45779_0:000864|STRG.16462.3:1989-2819|+   -            277 84764at50557         -            287   9.8e-17   59.9   0.0   1   1   1.9e-17   3.3e-16   58.2   0.0     7   191    14   218     9   221 0.72 -
8547at50557_45779_0:000864|STRG.16462.4:2243-3073|+   -            277 84764at50557         -            287   9.8e-17   59.9   0.0   1   1   1.9e-17   3.3e-16   58.2   0.0     7   191    14   218     9   221 0.72 -
17813at50557_378494_0:006207|STRG.19837.1:884-1465|+  -            194 84764at50557         -            287   1.1e-16   59.7   0.0   1   1   2.2e-17   3.8e-16   57.9   0.0     4   192    12   189     9   193 0.88 -
17813at50557_378494_0:006207|STRG.19837.2:730-1311|+  -            194 84764at50557         -            287   1.1e-16   59.7   0.0   1   1   2.2e-17   3.8e-16   57.9   0.0     4   192    12   189     9   193 0.88 -
17813at50557_378494_0:006207|STRG.19837.3:427-1008|+  -            194 84764at50557         -            287   1.1e-16   59.7   0.0   1   1   2.2e-17   3.8e-16   57.9   0.0     4   192    12   189     9   193 0.88 -
17813at50557_378494_0:006207|STRG.19837.4:1161-1742|+ -            194 84764at50557         -            287   1.1e-16   59.7   0.0   1   1   2.2e-17   3.8e-16   57.9   0.0     4   192    12   189     9   193 0.88 -
125117at50557_54969_0:0029cc|STRG.7276.1:2181-3254|+  -            358 84764at50557         -            287   1.3e-16   59.5   0.0   1   1     1e-17   1.8e-16   59.0   0.0     6   204    48   249    43   268 0.83 -
125117at50557_54969_0:0029cc|STRG.7276.2:1128-2201|+  -            358 84764at50557         -            287   1.3e-16   59.5   0.0   1   1     1e-17   1.8e-16   59.0   0.0     6   204    48   249    43   268 0.83 -
125117at50557_54969_0:0029cc|STRG.7276.3:1131-2204|+  -            358 84764at50557         -            287   1.3e-16   59.5   0.0   1   1     1e-17   1.8e-16   59.0   0.0     6   204    48   249    43   268 0.83 -
125117at50557_54969_0:0029cc|STRG.7276.5:1019-2092|+  -            358 84764at50557         -            287   1.3e-16   59.5   0.0   1   1     1e-17   1.8e-16   59.0   0.0     6   204    48   249    43   268 0.83 -
57980at50557_7176_0:003728|STRG.10977.10:191-585|+    -            107 84764at50557         -            287     2e-16   58.9   0.0   1   1   1.2e-17   2.1e-16   58.8   0.0   109   193     6    90     1    99 0.93 -
125117at50557_54969_0:0029cc|STRG.10328.1:1025-1936|+ -            304 84764at50557         -            287   2.3e-16   58.6   0.0   1   1   1.9e-17   3.2e-16   58.2   0.0     5   197    11   207     7   215 0.80 -
125117at50557_54969_0:0029cc|STRG.10328.3:4779-5690|+ -            304 84764at50557         -            287   2.3e-16   58.6   0.0   1   1   1.9e-17   3.2e-16   58.2   0.0     5   197    11   207     7   215 0.80 -
125117at50557_54969_0:0029cc|STRG.10328.4:655-1566|+  -            304 84764at50557         -            287   2.3e-16   58.6   0.0   1   1   1.9e-17   3.2e-16   58.2   0.0     5   197    11   207     7   215 0.80 -
125117at50557_54969_0:0029cc|STRG.10328.5:4305-5216|+ -            304 84764at50557         -            287   2.3e-16   58.6   0.0   1   1   1.9e-17   3.2e-16   58.2   0.0     5   197    11   207     7   215 0.80 -
63962at50557_116153_0:001347|STRG.16906.2:337-1059|+  -            241 84764at50557         -            287   2.4e-16   58.6   0.0   1   1   1.7e-17   2.9e-16   58.4   0.0     7   197     6   204     1   221 0.80 -
84764at50557_286706_0:000034|STRG.8807.4:667-1608|+   -            314 84764at50557         -            287   2.5e-16   58.6   0.2   1   1   2.3e-16     4e-15   54.6   0.2     8   220     1   234     1   249 0.72 -
84764at50557_286706_0:000034|STRG.8807.5:1524-2480|+  -            319 84764at50557         -            287   2.6e-16   58.5   0.2   1   1     5e-15   8.5e-14   50.2   0.2     8   220     1   239     1   254 0.70 -
57980at50557_7493_0:0030d1|STRG.3974.2:5728-6495|+    -            256 84764at50557         -            287   4.1e-16   57.9   0.0   1   1   2.9e-17   4.9e-16   57.6   0.0    11   192     2   193     1   213 0.84 -
57980at50557_7237_0:0026c2|STRG.3979.3:438-1103|+     -            222 84764at50557         -            287   4.3e-16   57.8   0.0   1   1   4.2e-17   7.3e-16   57.0   0.0    44   192    16   165     1   181 0.84 -
63962at50557_116153_0:001347|STRG.16906.1:337-1218|+  -            294 84764at50557         -            287   4.3e-16   57.8   0.0   1   1   3.1e-17   5.2e-16   57.5   0.0     7   197     6   204     1   234 0.81 -
63962at50557_520822_0:001ab6|STRG.15830.2:0-1649|+    -            550 84764at50557         -            287     5e-16   57.6   0.3   1   1   1.6e-16   2.8e-15   55.1   0.2     7   211    49   272    46   280 0.73 -
63962at50557_520822_0:001ab6|STRG.15830.1:143-1861|+  -            573 84764at50557         -            287   5.5e-16   57.4   0.2   1   1   1.7e-16     3e-15   55.0   0.2     7   211    72   295    69   303 0.73 -
8547at50557_74869_0:0028a5|STRG.17985.1:1804-2586|+   -            261 84764at50557         -            287     7e-16   57.1   0.0   1   1   5.8e-17     1e-15   56.6   0.0     5   191    13   200    10   208 0.77 -
8547at50557_74869_0:0028a5|STRG.17985.2:1789-2571|+   -            261 84764at50557         -            287     7e-16   57.1   0.0   1   1   5.8e-17     1e-15   56.6   0.0     5   191    13   200    10   208 0.77 -
8547at50557_74869_0:0028a5|STRG.17985.3:1658-2440|+   -            261 84764at50557         -            287     7e-16   57.1   0.0   1   1   5.8e-17     1e-15   56.6   0.0     5   191    13   200    10   208 0.77 -
8547at50557_74869_0:0028a5|STRG.17985.4:1734-2516|+   -            261 84764at50557         -            287     7e-16   57.1   0.0   1   1   5.8e-17     1e-15   56.6   0.0     5   191    13   200    10   208 0.77 -
8547at50557_74869_0:0028a5|STRG.17985.5:2141-2923|+   -            261 84764at50557         -            287     7e-16   57.1   0.0   1   1   5.8e-17     1e-15   56.6   0.0     5   191    13   200    10   208 0.77 -
58206at50557_103372_0:002486|STRG.5716.1:176-967|+    -            264 84764at50557         -            287   8.4e-16   56.8   0.0   1   1   6.5e-17   1.1e-15   56.4   0.0    74   194     5   125     2   143 0.81 -
57980at50557_286706_0:000fec|STRG.3527.3:250-885|+    -            212 84764at50557         -            287   9.6e-16   56.6   0.0   1   1   7.4e-17   1.3e-15   56.2   0.0    46   200     8   164     2   195 0.85 -
58206at50557_166361_0:001c4c|STRG.12776.1:601-1392|+  -            264 84764at50557         -            287     1e-15   56.5   0.0   1   1   7.4e-17   1.3e-15   56.2   0.0     7   212     7   219     2   248 0.83 -
58206at50557_166361_0:001c4c|STRG.12776.2:601-1392|+  -            264 84764at50557         -            287     1e-15   56.5   0.0   1   1   7.4e-17   1.3e-15   56.2   0.0     7   212     7   219     2   248 0.83 -
8547at50557_74869_0:0028a5|STRG.17630.1:1091-1882|+   -            264 84764at50557         -            287     1e-15   56.5   0.0   1   1   8.1e-17   1.4e-15   56.1   0.0     8   191    16   200    11   210 0.79 -
8547at50557_74869_0:0028a5|STRG.17630.2:1091-1882|+   -            264 84764at50557         -            287     1e-15   56.5   0.0   1   1   8.1e-17   1.4e-15   56.1   0.0     8   191    16   200    11   210 0.79 -
8547at50557_74869_0:0028a5|STRG.17630.3:1091-1882|+   -            264 84764at50557         -            287     1e-15   56.5   0.0   1   1   8.1e-17   1.4e-15   56.1   0.0     8   191    16   200    11   210 0.79 -
8547at50557_74869_0:0028a5|STRG.17630.4:1091-1882|+   -            264 84764at50557         -            287     1e-15   56.5   0.0   1   1   8.1e-17   1.4e-15   56.1   0.0     8   191    16   200    11   210 0.79 -
17813at50557_378494_0:006207|STRG.19335.1:1329-1922|+ -            198 84764at50557         -            287     1e-15   56.5   0.0   1   1   7.1e-17   1.2e-15   56.3   0.0     8   190    17   197    10   198 0.82 -
17813at50557_378494_0:006207|STRG.19335.2:1374-1967|+ -            198 84764at50557         -            287     1e-15   56.5   0.0   1   1   7.1e-17   1.2e-15   56.3   0.0     8   190    17   197    10   198 0.82 -
17813at50557_378494_0:006207|STRG.19335.3:1167-1760|+ -            198 84764at50557         -            287     1e-15   56.5   0.0   1   1   7.1e-17   1.2e-15   56.3   0.0     8   190    17   197    10   198 0.82 -
125117at50557_54969_0:0029cc|STRG.20048.1:2060-2956|+ -            299 84764at50557         -            287   1.4e-15   56.1   0.0   1   1   1.1e-16   1.9e-15   55.7   0.0    11   206    20   214     9   226 0.84 -
125117at50557_54969_0:0029cc|STRG.20048.2:2445-3341|+ -            299 84764at50557         -            287   1.4e-15   56.1   0.0   1   1   1.1e-16   1.9e-15   55.7   0.0    11   206    20   214     9   226 0.84 -
17813at50557_378494_0:006207|STRG.14739.1:230-838|+   -            203 84764at50557         -            287   1.5e-15   56.0   0.0   1   1   1.1e-16   1.8e-15   55.7   0.0     2   191     6   197     5   202 0.85 -
17813at50557_378494_0:006207|STRG.14739.2:230-838|+   -            203 84764at50557         -            287   1.5e-15   56.0   0.0   1   1   1.1e-16   1.8e-15   55.7   0.0     2   191     6   197     5   202 0.85 -
8547at50557_74869_0:0028a5|STRG.17062.1:2293-3144|+   -            284 84764at50557         -            287   1.7e-15   55.8   0.0   1   2      0.55       9.5    4.1   0.0     8    79    11    86     6    93 0.66 -
8547at50557_74869_0:0028a5|STRG.17062.1:2293-3144|+   -            284 84764at50557         -            287   1.7e-15   55.8   0.0   2   2   7.5e-15   1.3e-13   49.7   0.0    96   192   120   219   113   250 0.81 -
8547at50557_74869_0:0028a5|STRG.17062.2:1572-2423|+   -            284 84764at50557         -            287   1.7e-15   55.8   0.0   1   2      0.55       9.5    4.1   0.0     8    79    11    86     6    93 0.66 -
8547at50557_74869_0:0028a5|STRG.17062.2:1572-2423|+   -            284 84764at50557         -            287   1.7e-15   55.8   0.0   2   2   7.5e-15   1.3e-13   49.7   0.0    96   192   120   219   113   250 0.81 -
8547at50557_74869_0:0028a5|STRG.17062.3:705-1556|+    -            284 84764at50557         -            287   1.7e-15   55.8   0.0   1   2      0.55       9.5    4.1   0.0     8    79    11    86     6    93 0.66 -
