#                                                                                                              --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                          accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                  ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
83902at50557_13686_0:0017a1|STRG.14905.1:0-851|+       -            284 83902at50557         -            211  3.2e-106  352.4  11.3   1   1  1.9e-107  1.4e-105  350.3  11.3     1   211    15   256    15   256 0.93 -
25718at50557_34720_0:000a06|STRG.4682.1:282-4847|+     -           1522 83902at50557         -            211   1.1e-24   86.0  43.6   1   6     0.038       2.8    6.2   2.3    32   172    99   254    79   260 0.67 -
25718at50557_34720_0:000a06|STRG.4682.1:282-4847|+     -           1522 83902at50557         -            211   1.1e-24   86.0  43.6   2   6   0.00067     0.048   12.0   0.7    69   178   267   386   217   386 0.66 -
25718at50557_34720_0:000a06|STRG.4682.1:282-4847|+     -           1522 83902at50557         -            211   1.1e-24   86.0  43.6   3   6   3.9e-09   2.9e-07   29.1   4.8    41   181   357   509   343   521 0.82 -
25718at50557_34720_0:000a06|STRG.4682.1:282-4847|+     -           1522 83902at50557         -            211   1.1e-24   86.0  43.6   4   6   6.3e-07   4.6e-05   21.9   2.8    41   183   498   654   495   662 0.81 -
25718at50557_34720_0:000a06|STRG.4682.1:282-4847|+     -           1522 83902at50557         -            211   1.1e-24   86.0  43.6   5   6     2e-06   0.00015   20.2   7.9    30   155   678   816   655   839 0.59 -
25718at50557_34720_0:000a06|STRG.4682.1:282-4847|+     -           1522 83902at50557         -            211   1.1e-24   86.0  43.6   6   6   4.9e-08   3.5e-06   25.5   1.0    35   191   778   947   765   957 0.74 -
25718at50557_54969_0:001d6b|STRG.18732.1:45-2495|+     -            817 83902at50557         -            211   2.4e-24   84.9  30.1   1   6   1.2e-10     9e-09   34.0   1.4    82   181    39   143     1   157 0.78 -
25718at50557_54969_0:001d6b|STRG.18732.1:45-2495|+     -            817 83902at50557         -            211   2.4e-24   84.9  30.1   2   6   1.6e-05    0.0011   17.3   0.2    91   179   170   263   163   267 0.87 -
25718at50557_54969_0:001d6b|STRG.18732.1:45-2495|+     -            817 83902at50557         -            211   2.4e-24   84.9  30.1   3   6   4.4e-05    0.0032   15.8   1.3    31   105   268   351   265   353 0.83 -
25718at50557_54969_0:001d6b|STRG.18732.1:45-2495|+     -            817 83902at50557         -            211   2.4e-24   84.9  30.1   4   6   0.00045     0.033   12.5   0.5    35   129   319   398   312   427 0.60 -
25718at50557_54969_0:001d6b|STRG.18732.1:45-2495|+     -            817 83902at50557         -            211   2.4e-24   84.9  30.1   5   6      0.25        18    3.6   0.4    26    74   449   499   438   525 0.71 -
25718at50557_54969_0:001d6b|STRG.18732.1:45-2495|+     -            817 83902at50557         -            211   2.4e-24   84.9  30.1   6   6   5.2e-05    0.0038   15.6   0.3    88   154   676   746   659   757 0.84 -
8280at50557_30069_0:0032d2|STRG.18765.1:267-2753|+     -            829 83902at50557         -            211     3e-24   84.5  33.8   1   6   1.2e-10   8.7e-09   34.0   0.6    32   181    64   209    53   216 0.82 -
8280at50557_30069_0:0032d2|STRG.18765.1:267-2753|+     -            829 83902at50557         -            211     3e-24   84.5  33.8   2   6   6.1e-06   0.00044   18.6   2.1    94   177   213   303   208   304 0.82 -
8280at50557_30069_0:0032d2|STRG.18765.1:267-2753|+     -            829 83902at50557         -            211     3e-24   84.5  33.8   3   6     2e-11   1.5e-09   36.5   5.1    32   184   287   453   283   463 0.84 -
8280at50557_30069_0:0032d2|STRG.18765.1:267-2753|+     -            829 83902at50557         -            211     3e-24   84.5  33.8   4   6      0.37        27    3.0   0.5    34   125   455   553   445   571 0.52 -
8280at50557_30069_0:0032d2|STRG.18765.1:267-2753|+     -            829 83902at50557         -            211     3e-24   84.5  33.8   5   6   0.00013    0.0095   14.3   0.4   105   177   711   788   703   795 0.84 -
8280at50557_30069_0:0032d2|STRG.18765.1:267-2753|+     -            829 83902at50557         -            211     3e-24   84.5  33.8   6   6    0.0047      0.34    9.2   2.2   123   177   729   788   727   815 0.48 -
25718at50557_133901_0:003073|STRG.8360.1:104-1729|+    -            542 83902at50557         -            211   3.1e-24   84.5  29.4   1   4   1.1e-06   7.6e-05   21.1   1.6    91   176    34   124    22   129 0.83 -
25718at50557_133901_0:003073|STRG.8360.1:104-1729|+    -            542 83902at50557         -            211   3.1e-24   84.5  29.4   2   4    0.0025      0.18   10.1   1.2   117   180   155   223   128   228 0.76 -
25718at50557_133901_0:003073|STRG.8360.1:104-1729|+    -            542 83902at50557         -            211   3.1e-24   84.5  29.4   3   4   5.9e-10   4.3e-08   31.8   2.5    34   177   230   391   224   395 0.74 -
25718at50557_133901_0:003073|STRG.8360.1:104-1729|+    -            542 83902at50557         -            211   3.1e-24   84.5  29.4   4   4   1.7e-10   1.2e-08   33.5   2.1    38   156   405   536   398   540 0.80 -
25718at50557_7165_0:00202e|STRG.16166.2:1507-3573|+    -            689 83902at50557         -            211   2.6e-21   74.9  43.8   1   7     0.016       1.1    7.5   0.0    97   132     1    36     1    42 0.80 -
25718at50557_7165_0:00202e|STRG.16166.2:1507-3573|+    -            689 83902at50557         -            211   2.6e-21   74.9  43.8   2   7   0.00029     0.021   13.2   0.3    27    71    88   133    70   140 0.82 -
25718at50557_7165_0:00202e|STRG.16166.2:1507-3573|+    -            689 83902at50557         -            211   2.6e-21   74.9  43.8   3   7   1.9e-07   1.4e-05   23.5   5.7    26   174   159   273   141   297 0.49 -
25718at50557_7165_0:00202e|STRG.16166.2:1507-3573|+    -            689 83902at50557         -            211   2.6e-21   74.9  43.8   4   7     7e-07   5.1e-05   21.7   2.4    66   175   274   392   259   396 0.83 -
25718at50557_7165_0:00202e|STRG.16166.2:1507-3573|+    -            689 83902at50557         -            211   2.6e-21   74.9  43.8   5   7    0.0012     0.087   11.2   2.4    87   141   395   449   388   472 0.83 -
25718at50557_7165_0:00202e|STRG.16166.2:1507-3573|+    -            689 83902at50557         -            211   2.6e-21   74.9  43.8   6   7    0.0026      0.19   10.0   0.1    33    72   506   546   484   556 0.79 -
25718at50557_7165_0:00202e|STRG.16166.2:1507-3573|+    -            689 83902at50557         -            211   2.6e-21   74.9  43.8   7   7    0.0034      0.24    9.7   1.0    21    68   546   591   543   600 0.81 -
83902at50557_43151_0:00286a|STRG.4939.1:242-730|+      -            163 83902at50557         -            211     9e-21   73.2   3.8   1   2   0.00016     0.012   14.0   0.0   135   184     4    54     2    62 0.88 -
83902at50557_43151_0:00286a|STRG.4939.1:242-730|+      -            163 83902at50557         -            211     9e-21   73.2   3.8   2   2   3.1e-18   2.2e-16   58.8   2.2    82   178    65   163    55   163 0.92 -
83902at50557_7165_0:002695|STRG.4939.3:358-846|+       -            163 83902at50557         -            211     9e-21   73.2   3.8   1   2   0.00016     0.012   14.0   0.0   135   184     4    54     2    62 0.88 -
83902at50557_7165_0:002695|STRG.4939.3:358-846|+       -            163 83902at50557         -            211     9e-21   73.2   3.8   2   2   3.1e-18   2.2e-16   58.8   2.2    82   178    65   163    55   163 0.92 -
25718at50557_2015173_0:002260|STRG.14751.1:420-2975|+  -            852 83902at50557         -            211   3.9e-19   67.8  41.4   1   7     3e-07   2.2e-05   22.9   1.4    37   180    70   215    60   221 0.81 -
25718at50557_2015173_0:002260|STRG.14751.1:420-2975|+  -            852 83902at50557         -            211   3.9e-19   67.8  41.4   2   7   8.2e-09   5.9e-07   28.0   6.5    37   184   201   365   198   367 0.79 -
25718at50557_2015173_0:002260|STRG.14751.1:420-2975|+  -            852 83902at50557         -            211   3.9e-19   67.8  41.4   3   7   4.7e-10   3.4e-08   32.1   4.8    30   175   292   451   288   454 0.86 -
25718at50557_2015173_0:002260|STRG.14751.1:420-2975|+  -            852 83902at50557         -            211   3.9e-19   67.8  41.4   4   7     0.075       5.4    5.3   1.3    97   179   440   524   434   561 0.71 -
25718at50557_2015173_0:002260|STRG.14751.1:420-2975|+  -            852 83902at50557         -            211   3.9e-19   67.8  41.4   5   7      0.82        59    1.9   0.3    26    72   521   569   506   590 0.52 -
25718at50557_2015173_0:002260|STRG.14751.1:420-2975|+  -            852 83902at50557         -            211   3.9e-19   67.8  41.4   6   7   3.9e-06   0.00028   19.3   2.4   105   175   716   791   705   801 0.84 -
25718at50557_2015173_0:002260|STRG.14751.1:420-2975|+  -            852 83902at50557         -            211   3.9e-19   67.8  41.4   7   7   3.8e-05    0.0028   16.1   1.5    89   172   748   836   748   848 0.78 -
25718at50557_34720_0:000a06|STRG.4682.4:191-3458|+     -           1078 83902at50557         -            211   7.5e-18   63.6  21.8   1   4    0.0017      0.12   10.7   0.4    88   179    15   108     4   117 0.73 -
25718at50557_34720_0:000a06|STRG.4682.4:191-3458|+     -           1078 83902at50557         -            211   7.5e-18   63.6  21.8   2   4   1.1e-07   8.3e-06   24.3   2.0    38   183    51   210    44   217 0.82 -
25718at50557_34720_0:000a06|STRG.4682.4:191-3458|+     -           1078 83902at50557         -            211   7.5e-18   63.6  21.8   3   4     7e-06   0.00051   18.4   1.0    97   175   215   297   209   303 0.81 -
25718at50557_34720_0:000a06|STRG.4682.4:191-3458|+     -           1078 83902at50557         -            211   7.5e-18   63.6  21.8   4   4   4.2e-08     3e-06   25.7   1.7    34   191   333   503   316   513 0.73 -
7376at50557_64793_0:000e0b|STRG.16440.1:1351-5874|+    -           1508 83902at50557         -            211   2.1e-17   62.2  37.6   1   7   6.2e-06   0.00045   18.6   2.4    84   179    82   182    75   183 0.80 -
7376at50557_64793_0:000e0b|STRG.16440.1:1351-5874|+    -           1508 83902at50557         -            211   2.1e-17   62.2  37.6   2   7   6.9e-07     5e-05   21.7  10.8    52   174   113   249    98   254 0.69 -
7376at50557_64793_0:000e0b|STRG.16440.1:1351-5874|+    -           1508 83902at50557         -            211   2.1e-17   62.2  37.6   3   7       2.8     2e+02    0.2   0.0   143   180   322   357   319   361 0.88 -
7376at50557_64793_0:000e0b|STRG.16440.1:1351-5874|+    -           1508 83902at50557         -            211   2.1e-17   62.2  37.6   4   7   4.9e-06   0.00035   19.0   4.0    33   131   363   471   330   483 0.73 -
7376at50557_64793_0:000e0b|STRG.16440.1:1351-5874|+    -           1508 83902at50557         -            211   2.1e-17   62.2  37.6   5   7    0.0034      0.24    9.7   0.3    38   128   569   670   547   676 0.53 -
7376at50557_64793_0:000e0b|STRG.16440.1:1351-5874|+    -           1508 83902at50557         -            211   2.1e-17   62.2  37.6   6   7      0.24        17    3.6   0.3    36    73   762   800   752   812 0.55 -
7376at50557_64793_0:000e0b|STRG.16440.1:1351-5874|+    -           1508 83902at50557         -            211   2.1e-17   62.2  37.6   7   7   0.00011    0.0081   14.5   0.7    18    73   788   848   783   864 0.72 -
7376at50557_64793_0:000e0b|STRG.16440.2:1351-5891|+    -           1507 83902at50557         -            211   2.6e-17   61.9  38.0   1   7   5.8e-06   0.00042   18.7   2.6    84   179    82   182    75   184 0.82 -
7376at50557_64793_0:000e0b|STRG.16440.2:1351-5891|+    -           1507 83902at50557         -            211   2.6e-17   61.9  38.0   2   7   5.5e-07     4e-05   22.1   8.9    32   174   116   249   115   254 0.77 -
7376at50557_64793_0:000e0b|STRG.16440.2:1351-5891|+    -           1507 83902at50557         -            211   2.6e-17   61.9  38.0   3   7       2.8     2e+02    0.2   0.0   143   180   322   357   319   361 0.88 -
7376at50557_64793_0:000e0b|STRG.16440.2:1351-5891|+    -           1507 83902at50557         -            211   2.6e-17   61.9  38.0   4   7   4.9e-06   0.00035   19.0   4.0    33   131   363   471   330   483 0.73 -
7376at50557_64793_0:000e0b|STRG.16440.2:1351-5891|+    -           1507 83902at50557         -            211   2.6e-17   61.9  38.0   5   7    0.0034      0.24    9.7   0.3    38   128   569   670   547   676 0.53 -
7376at50557_64793_0:000e0b|STRG.16440.2:1351-5891|+    -           1507 83902at50557         -            211   2.6e-17   61.9  38.0   6   7      0.24        17    3.6   0.3    36    73   762   800   752   812 0.55 -
7376at50557_64793_0:000e0b|STRG.16440.2:1351-5891|+    -           1507 83902at50557         -            211   2.6e-17   61.9  38.0   7   7   0.00011    0.0081   14.5   0.7    18    73   788   848   783   864 0.72 -
83902at50557_39758_0:004660|STRG.14779.2:1555-2079|+   -            175 83902at50557         -            211   2.8e-17   61.7   3.6   1   1   1.2e-18   8.4e-17   60.2   3.6    44   184     9   160     3   169 0.87 -
83902at50557_39758_0:004660|STRG.14779.3:1555-2079|+   -            175 83902at50557         -            211   2.8e-17   61.7   3.6   1   1   1.2e-18   8.4e-17   60.2   3.6    44   184     9   160     3   169 0.87 -
83902at50557_69319_0:00175e|STRG.14466.1:550-1008|+    -            153 83902at50557         -            211   4.7e-17   61.0   4.6   1   1     2e-17   1.5e-15   56.1   4.6    38   176     4   153     1   153 0.88 -
109776at50557_7176_0:003c1e|STRG.16399.2:270-896|+     -            209 83902at50557         -            211   6.8e-17   60.5   4.8   1   2   4.6e-14   3.3e-12   45.2   0.7    79   184    41   146    29   151 0.90 -
109776at50557_7176_0:003c1e|STRG.16399.2:270-896|+     -            209 83902at50557         -            211   6.8e-17   60.5   4.8   2   2   1.9e-05    0.0014   17.0   0.3   138   184   146   191   145   202 0.89 -
109776at50557_7176_0:003c1e|STRG.16399.5:270-896|+     -            209 83902at50557         -            211   6.8e-17   60.5   4.8   1   2   4.6e-14   3.3e-12   45.2   0.7    79   184    41   146    29   151 0.90 -
109776at50557_7176_0:003c1e|STRG.16399.5:270-896|+     -            209 83902at50557         -            211   6.8e-17   60.5   4.8   2   2   1.9e-05    0.0014   17.0   0.3   138   184   146   191   145   202 0.89 -
109776at50557_7176_0:003c1e|STRG.16399.6:270-896|+     -            209 83902at50557         -            211   6.8e-17   60.5   4.8   1   2   4.6e-14   3.3e-12   45.2   0.7    79   184    41   146    29   151 0.90 -
109776at50557_7176_0:003c1e|STRG.16399.6:270-896|+     -            209 83902at50557         -            211   6.8e-17   60.5   4.8   2   2   1.9e-05    0.0014   17.0   0.3   138   184   146   191   145   202 0.89 -
7376at50557_38123_0:000ed3|STRG.5286.1:261-1358|+      -            366 83902at50557         -            211   3.4e-16   58.2   8.8   1   4       0.2        14    3.9   0.0    34    72    31    70    17    75 0.82 -
7376at50557_38123_0:000ed3|STRG.5286.1:261-1358|+      -            366 83902at50557         -            211   3.4e-16   58.2   8.8   2   4   1.3e-09   9.2e-08   30.7   0.4    75   136   101   167    73   180 0.71 -
7376at50557_38123_0:000ed3|STRG.5286.1:261-1358|+      -            366 83902at50557         -            211   3.4e-16   58.2   8.8   3   4     6e-05    0.0044   15.4   0.1    82   174   184   282   172   287 0.76 -
7376at50557_38123_0:000ed3|STRG.5286.1:261-1358|+      -            366 83902at50557         -            211   3.4e-16   58.2   8.8   4   4     0.017       1.3    7.4   0.1    97   175   272   356   264   362 0.61 -
109776at50557_197043_0:000d7d|STRG.14466.3:297-707|+   -            137 83902at50557         -            211   4.1e-16   58.0   2.8   1   1   1.9e-16   1.3e-14   53.0   2.8    52   172     8   137     2   137 0.88 -
25718at50557_197043_0:00510d|STRG.9878.1:204-1469|+    -            422 83902at50557         -            211   4.8e-16   57.7  35.3   1   6     0.015       1.1    7.6   0.2   138   179    24    66     8    71 0.76 -
25718at50557_197043_0:00510d|STRG.9878.1:204-1469|+    -            422 83902at50557         -            211   4.8e-16   57.7  35.3   2   6   9.6e-05    0.0069   14.7   2.5    32    72    70   111    67   135 0.82 -
25718at50557_197043_0:00510d|STRG.9878.1:204-1469|+    -            422 83902at50557         -            211   4.8e-16   57.7  35.3   3   6    0.0092      0.66    8.3   1.9    33    78   119   165   108   169 0.82 -
25718at50557_197043_0:00510d|STRG.9878.1:204-1469|+    -            422 83902at50557         -            211   4.8e-16   57.7  35.3   4   6   2.4e-06   0.00017   20.0  10.6    25   140   134   259   128   277 0.80 -
25718at50557_197043_0:00510d|STRG.9878.1:204-1469|+    -            422 83902at50557         -            211   4.8e-16   57.7  35.3   5   6     5e-05    0.0036   15.7   0.2    25    71   277   325   259   339 0.71 -
25718at50557_197043_0:00510d|STRG.9878.1:204-1469|+    -            422 83902at50557         -            211   4.8e-16   57.7  35.3   6   6   0.00046     0.034   12.5   0.6    34    82   338   391   327   397 0.77 -
8280at50557_74869_0:001375|STRG.6071.1:387-1631|+      -            415 83902at50557         -            211   5.8e-16   57.5  16.4   1   5   0.00094     0.068   11.5   0.5    94   180    44   132     1   136 0.53 -
8280at50557_74869_0:001375|STRG.6071.1:387-1631|+      -            415 83902at50557         -            211   5.8e-16   57.5  16.4   2   5   3.7e-05    0.0027   16.1   0.3   134   178   133   177   119   183 0.88 -
8280at50557_74869_0:001375|STRG.6071.1:387-1631|+      -            415 83902at50557         -            211   5.8e-16   57.5  16.4   3   5    0.0032      0.23    9.7   0.8    97   134   186   223   181   226 0.92 -
8280at50557_74869_0:001375|STRG.6071.1:387-1631|+      -            415 83902at50557         -            211   5.8e-16   57.5  16.4   4   5    0.0099      0.72    8.2   0.1    35    71   242   279   234   290 0.85 -
8280at50557_74869_0:001375|STRG.6071.1:387-1631|+      -            415 83902at50557         -            211   5.8e-16   57.5  16.4   5   5   2.7e-06    0.0002   19.8   0.0    30   112   321   414   296   415 0.76 -
109776at50557_199890_0:001686|STRG.13212.1:138-638|+   -            167 83902at50557         -            211   9.8e-16   56.7   5.1   1   3   3.1e-10   2.3e-08   32.7   0.9    38   134     1   102     1   104 0.83 -
109776at50557_199890_0:001686|STRG.13212.1:138-638|+   -            167 83902at50557         -            211   9.8e-16   56.7   5.1   2   3   0.00019     0.014   13.8   0.2   140   184    88   133    81   134 0.77 -
109776at50557_199890_0:001686|STRG.13212.1:138-638|+   -            167 83902at50557         -            211   9.8e-16   56.7   5.1   3   3   8.4e-07   6.1e-05   21.5   0.2    31    84   109   162   104   167 0.90 -
109776at50557_103372_0:0011f7|STRG.20088.1:0-713|+     -            238 83902at50557         -            211     1e-15   56.7   6.0   1   3     8e-08   5.8e-06   24.8   0.0   131   185    26    84     4    87 0.79 -
109776at50557_103372_0:0011f7|STRG.20088.1:0-713|+     -            238 83902at50557         -            211     1e-15   56.7   6.0   2   3   1.6e-06   0.00012   20.6   0.3    37    84    88   135    82   136 0.89 -
109776at50557_103372_0:0011f7|STRG.20088.1:0-713|+     -            238 83902at50557         -            211     1e-15   56.7   6.0   3   3   6.4e-05    0.0046   15.3   0.4    37    85   134   181   129   233 0.75 -
109776at50557_103372_0:0011f7|STRG.20088.2:249-962|+   -            238 83902at50557         -            211     1e-15   56.7   6.0   1   3     8e-08   5.8e-06   24.8   0.0   131   185    26    84     4    87 0.79 -
109776at50557_103372_0:0011f7|STRG.20088.2:249-962|+   -            238 83902at50557         -            211     1e-15   56.7   6.0   2   3   1.6e-06   0.00012   20.6   0.3    37    84    88   135    82   136 0.89 -
109776at50557_103372_0:0011f7|STRG.20088.2:249-962|+   -            238 83902at50557         -            211     1e-15   56.7   6.0   3   3   6.4e-05    0.0046   15.3   0.4    37    85   134   181   129   233 0.75 -
8280at50557_113334_0:00096f|STRG.5327.1:483-2069|+     -            529 83902at50557         -            211   2.4e-15   55.4  26.9   1   5      0.17        12    4.2   0.1   139   178     8    46     3    55 0.84 -
8280at50557_113334_0:00096f|STRG.5327.1:483-2069|+     -            529 83902at50557         -            211   2.4e-15   55.4  26.9   2   5   7.7e-07   5.6e-05   21.6   2.7    89   181   119   217    61   238 0.83 -
8280at50557_113334_0:00096f|STRG.5327.1:483-2069|+     -            529 83902at50557         -            211   2.4e-15   55.4  26.9   3   5   1.3e-06   9.6e-05   20.8   0.7    29   111   244   337   237   347 0.78 -
8280at50557_113334_0:00096f|STRG.5327.1:483-2069|+     -            529 83902at50557         -            211   2.4e-15   55.4  26.9   4   5   5.5e-05     0.004   15.5   0.3    95   201   345   461   340   469 0.71 -
8280at50557_113334_0:00096f|STRG.5327.1:483-2069|+     -            529 83902at50557         -            211   2.4e-15   55.4  26.9   5   5     0.026       1.9    6.8   1.9    32    74   469   514   449   527 0.74 -
8280at50557_113334_0:00096f|STRG.5327.2:488-2074|+     -            529 83902at50557         -            211   2.4e-15   55.4  26.9   1   5      0.17        12    4.2   0.1   139   178     8    46     3    55 0.84 -
8280at50557_113334_0:00096f|STRG.5327.2:488-2074|+     -            529 83902at50557         -            211   2.4e-15   55.4  26.9   2   5   7.7e-07   5.6e-05   21.6   2.7    89   181   119   217    61   238 0.83 -
8280at50557_113334_0:00096f|STRG.5327.2:488-2074|+     -            529 83902at50557         -            211   2.4e-15   55.4  26.9   3   5   1.3e-06   9.6e-05   20.8   0.7    29   111   244   337   237   347 0.78 -
8280at50557_113334_0:00096f|STRG.5327.2:488-2074|+     -            529 83902at50557         -            211   2.4e-15   55.4  26.9   4   5   5.5e-05     0.004   15.5   0.3    95   201   345   461   340   469 0.71 -
8280at50557_113334_0:00096f|STRG.5327.2:488-2074|+     -            529 83902at50557         -            211   2.4e-15   55.4  26.9   5   5     0.026       1.9    6.8   1.9    32    74   469   514   449   527 0.74 -
8280at50557_113334_0:00096f|STRG.5327.3:159-1745|+     -            529 83902at50557         -            211   2.4e-15   55.4  26.9   1   5      0.17        12    4.2   0.1   139   178     8    46     3    55 0.84 -
8280at50557_113334_0:00096f|STRG.5327.3:159-1745|+     -            529 83902at50557         -            211   2.4e-15   55.4  26.9   2   5   7.7e-07   5.6e-05   21.6   2.7    89   181   119   217    61   238 0.83 -
8280at50557_113334_0:00096f|STRG.5327.3:159-1745|+     -            529 83902at50557         -            211   2.4e-15   55.4  26.9   3   5   1.3e-06   9.6e-05   20.8   0.7    29   111   244   337   237   347 0.78 -
8280at50557_113334_0:00096f|STRG.5327.3:159-1745|+     -            529 83902at50557         -            211   2.4e-15   55.4  26.9   4   5   5.5e-05     0.004   15.5   0.3    95   201   345   461   340   469 0.71 -
8280at50557_113334_0:00096f|STRG.5327.3:159-1745|+     -            529 83902at50557         -            211   2.4e-15   55.4  26.9   5   5     0.026       1.9    6.8   1.9    32    74   469   514   449   527 0.74 -
8280at50557_7160_0:00112a|STRG.14298.1:1312-2496|+     -            395 83902at50557         -            211   3.9e-15   54.8  13.5   1   3   1.4e-08     1e-06   27.3   0.3    91   179    21   114     9   118 0.85 -
8280at50557_7160_0:00112a|STRG.14298.1:1312-2496|+     -            395 83902at50557         -            211   3.9e-15   54.8  13.5   2   3   6.3e-05    0.0046   15.3   0.3   115   181    69   140    69   145 0.83 -
8280at50557_7160_0:00112a|STRG.14298.1:1312-2496|+     -            395 83902at50557         -            211   3.9e-15   54.8  13.5   3   3     2e-09   1.4e-07   30.0   7.8    36   186   124   289   118   304 0.75 -
8280at50557_74869_0:001108|STRG.7431.1:184-1329|+      -            382 83902at50557         -            211   7.6e-15   53.8  21.9   1   3       4.3   3.1e+02   -0.5   0.4    46    69    39    62     5    66 0.68 -
8280at50557_74869_0:001108|STRG.7431.1:184-1329|+      -            382 83902at50557         -            211   7.6e-15   53.8  21.9   2   3   2.8e-07     2e-05   23.0  11.4    31   178    69   219    37   220 0.82 -
8280at50557_74869_0:001108|STRG.7431.1:184-1329|+      -            382 83902at50557         -            211   7.6e-15   53.8  21.9   3   3   3.3e-11   2.4e-09   35.9   4.0    33   178   203   343   200   380 0.76 -
8280at50557_121225_0:0005bf|STRG.17811.1:72-1883|+     -            604 83902at50557         -            211     4e-14   51.5  29.9   1   4   0.00026     0.019   13.3   4.2    69   156    24   112     3   138 0.70 -
8280at50557_121225_0:0005bf|STRG.17811.1:72-1883|+     -            604 83902at50557         -            211     4e-14   51.5  29.9   2   4   9.7e-05    0.0071   14.7   5.3    51   180   253   386   231   389 0.83 -
8280at50557_121225_0:0005bf|STRG.17811.1:72-1883|+     -            604 83902at50557         -            211     4e-14   51.5  29.9   3   4   4.4e-07   3.2e-05   22.4   2.4    66   175   337   453   326   456 0.86 -
8280at50557_121225_0:0005bf|STRG.17811.1:72-1883|+     -            604 83902at50557         -            211     4e-14   51.5  29.9   4   4   5.5e-10     4e-08   31.9   2.8    32   175   415   569   405   572 0.79 -
8280at50557_121225_0:0005bf|STRG.17811.2:211-2022|+    -            604 83902at50557         -            211     4e-14   51.5  29.9   1   4   0.00026     0.019   13.3   4.2    69   156    24   112     3   138 0.70 -
8280at50557_121225_0:0005bf|STRG.17811.2:211-2022|+    -            604 83902at50557         -            211     4e-14   51.5  29.9   2   4   9.7e-05    0.0071   14.7   5.3    51   180   253   386   231   389 0.83 -
8280at50557_121225_0:0005bf|STRG.17811.2:211-2022|+    -            604 83902at50557         -            211     4e-14   51.5  29.9   3   4   4.4e-07   3.2e-05   22.4   2.4    66   175   337   453   326   456 0.86 -
8280at50557_121225_0:0005bf|STRG.17811.2:211-2022|+    -            604 83902at50557         -            211     4e-14   51.5  29.9   4   4   5.5e-10     4e-08   31.9   2.8    32   175   415   569   405   572 0.79 -
966at50557_456900_0:00249f|STRG.15751.1:96-7550|+      -           2485 83902at50557         -            211   1.9e-13   49.3  17.8   1   4   1.5e-05    0.0011   17.3   0.2    28    72   568   612   553   623 0.87 -
966at50557_456900_0:00249f|STRG.15751.1:96-7550|+      -           2485 83902at50557         -            211   1.9e-13   49.3  17.8   2   4     6e-06   0.00044   18.7   0.6    38   169   629   677   622   694 0.61 -
966at50557_456900_0:00249f|STRG.15751.1:96-7550|+      -           2485 83902at50557         -            211   1.9e-13   49.3  17.8   3   4      0.13       9.7    4.5   0.1    27    70   783   825   753   848 0.54 -
966at50557_456900_0:00249f|STRG.15751.1:96-7550|+      -           2485 83902at50557         -            211   1.9e-13   49.3  17.8   4   4   9.7e-06    0.0007   18.0   0.3    33    86   939   993   925   997 0.87 -
966at50557_456900_0:00249f|STRG.15751.3:3-7457|+       -           2485 83902at50557         -            211   1.9e-13   49.3  17.8   1   4   1.5e-05    0.0011   17.3   0.2    28    72   568   612   553   623 0.87 -
966at50557_456900_0:00249f|STRG.15751.3:3-7457|+       -           2485 83902at50557         -            211   1.9e-13   49.3  17.8   2   4     6e-06   0.00044   18.7   0.6    38   169   629   677   622   694 0.61 -
966at50557_456900_0:00249f|STRG.15751.3:3-7457|+       -           2485 83902at50557         -            211   1.9e-13   49.3  17.8   3   4      0.13       9.7    4.5   0.1    27    70   783   825   753   848 0.54 -
966at50557_456900_0:00249f|STRG.15751.3:3-7457|+       -           2485 83902at50557         -            211   1.9e-13   49.3  17.8   4   4   9.7e-06    0.0007   18.0   0.3    33    86   939   993   925   997 0.87 -
7376at50557_56086_0:0026c8|STRG.12663.1:268-1005|+     -            246 83902at50557         -            211   2.4e-13   48.9  14.5   1   3   7.1e-06   0.00051   18.4   0.5    54   126    11    84     2    85 0.91 -
7376at50557_56086_0:0026c8|STRG.12663.1:268-1005|+     -            246 83902at50557         -            211   2.4e-13   48.9  14.5   2   3   6.4e-10   4.7e-08   31.6   0.7    91   181    73   167    71   176 0.86 -
7376at50557_56086_0:0026c8|STRG.12663.1:268-1005|+     -            246 83902at50557         -            211   2.4e-13   48.9  14.5   3   3    0.0011     0.079   11.3   2.9    97   154   174   235   168   246 0.78 -
8280at50557_74869_0:001375|STRG.12645.1:51-1124|+      -            358 83902at50557         -            211   2.5e-13   48.9  16.3   1   3    0.0015      0.11   10.8   0.5    35    71   107   144    94   150 0.89 -
8280at50557_74869_0:001375|STRG.12645.1:51-1124|+      -            358 83902at50557         -            211   2.5e-13   48.9  16.3   2   3   4.1e-13   2.9e-11   42.1   4.2    36   180   156   318   144   321 0.82 -
8280at50557_74869_0:001375|STRG.12645.1:51-1124|+      -            358 83902at50557         -            211   2.5e-13   48.9  16.3   3   3      0.31        23    3.2   0.1    34    65   326   358   324   358 0.84 -
