#                                                                                                              --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                          accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                  ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
31374at50557_103372_0:0017b9|STRG.19481.1:100-2055|+   -            652 31374at50557         -            569  3.8e-290  962.0  17.0   1   1  3.4e-290  9.2e-289  957.5  17.0     1   569     4   647     4   647 0.94 -
80377at50557_454923_0:001015|STRG.3236.1:148-927|+     -            260 31374at50557         -            569   1.1e-32  112.0   7.1   1   2     1e-18   2.8e-17   61.2   0.5   343   462     1   126     1   132 0.89 -
80377at50557_454923_0:001015|STRG.3236.1:148-927|+     -            260 31374at50557         -            569   1.1e-32  112.0   7.1   2   2   8.4e-19   2.3e-17   61.4   1.2   339   502    87   260    84   260 0.86 -
78072at50557_34720_0:000cf9|STRG.6360.3:144-1058|+     -            305 31374at50557         -            569   3.5e-31  107.1  15.6   1   4   4.3e-14   1.2e-12   45.9   0.4   341   420    12    94     7    97 0.91 -
78072at50557_34720_0:000cf9|STRG.6360.3:144-1058|+     -            305 31374at50557         -            569   3.5e-31  107.1  15.6   2   4   5.2e-14   1.4e-12   45.6   0.3   379   460    97   180    94   186 0.93 -
78072at50557_34720_0:000cf9|STRG.6360.3:144-1058|+     -            305 31374at50557         -            569   3.5e-31  107.1  15.6   3   4   2.2e-06     6e-05   20.4   0.7   379   418   187   226   181   230 0.95 -
78072at50557_34720_0:000cf9|STRG.6360.3:144-1058|+     -            305 31374at50557         -            569   3.5e-31  107.1  15.6   4   4      0.14       3.7    4.6   0.1   378   420   243   286   241   298 0.90 -
43553at50557_136037_0:001d49|STRG.1233.4:37-933|+      -            299 31374at50557         -            569   4.5e-31  106.7   1.2   1   2   0.00078     0.021   12.0   0.0   486   539    35    90    12    95 0.77 -
43553at50557_136037_0:001d49|STRG.1233.4:37-933|+      -            299 31374at50557         -            569   4.5e-31  106.7   1.2   2   2   2.7e-28   7.4e-27   92.8   0.4   341   531    97   299    91   299 0.89 -
43553at50557_79782_0:002ee3|STRG.1233.1:273-1064|+     -            264 31374at50557         -            569   1.5e-30  105.0   1.7   1   3   1.1e-06     3e-05   21.5   0.2   425   488     9    77     4    86 0.70 -
43553at50557_79782_0:002ee3|STRG.1233.1:273-1064|+     -            264 31374at50557         -            569   1.5e-30  105.0   1.7   2   3   8.9e-05    0.0024   15.1   0.0   392   461    60   134    55   139 0.84 -
43553at50557_79782_0:002ee3|STRG.1233.1:273-1064|+     -            264 31374at50557         -            569   1.5e-30  105.0   1.7   3   3   1.8e-21     5e-20   70.2   0.1   337   462   136   263   134   264 0.94 -
13625at50557_34720_0:001854|STRG.11388.1:116-2269|+    -            718 31374at50557         -            569     3e-30  104.0  10.0   1   5   1.8e-05   0.00048   17.5   0.0   355   470   100   221    94   231 0.79 -
13625at50557_34720_0:001854|STRG.11388.1:116-2269|+    -            718 31374at50557         -            569     3e-30  104.0  10.0   2   5   0.00024    0.0066   13.7   1.0   387   459   180   254   176   258 0.43 -
13625at50557_34720_0:001854|STRG.11388.1:116-2269|+    -            718 31374at50557         -            569     3e-30  104.0  10.0   3   5      0.19       5.1    4.2   0.7   211   304   288   378   275   390 0.72 -
13625at50557_34720_0:001854|STRG.11388.1:116-2269|+    -            718 31374at50557         -            569     3e-30  104.0  10.0   4   5   1.4e-15   3.7e-14   50.8   0.6   361   473   406   518   393   544 0.86 -
13625at50557_34720_0:001854|STRG.11388.1:116-2269|+    -            718 31374at50557         -            569     3e-30  104.0  10.0   5   5   3.6e-10   9.7e-09   33.0   0.0   361   533   533   697   523   712 0.82 -
14512at50557_29053_0:0002b6|STRG.2402.1:12-722|+       -            237 31374at50557         -            569   3.3e-30  103.9   5.7   1   2   7.5e-23     2e-21   74.8   1.5   344   461     5   122     2   130 0.96 -
14512at50557_29053_0:0002b6|STRG.2402.1:12-722|+       -            237 31374at50557         -            569   3.3e-30  103.9   5.7   2   2   1.3e-09   3.5e-08   31.1   0.1   404   460   179   237   154   237 0.84 -
40115at50557_144034_0:000898|STRG.19187.1:1281-2150|+  -            290 31374at50557         -            569   4.5e-30  103.4   6.6   1   3   7.8e-11   2.1e-09   35.1   1.7   343   465     2   127     1   130 0.83 -
40115at50557_144034_0:000898|STRG.19187.1:1281-2150|+  -            290 31374at50557         -            569   4.5e-30  103.4   6.6   2   3   1.1e-20     3e-19   67.7   0.1   341   474   129   264   127   267 0.93 -
40115at50557_144034_0:000898|STRG.19187.1:1281-2150|+  -            290 31374at50557         -            569   4.5e-30  103.4   6.6   3   3   3.4e-05   0.00093   16.5   0.1   391   458   223   290   213   290 0.94 -
25500at50557_13686_0:0020f5|STRG.12295.1:163-1968|+    -            602 31374at50557         -            569   1.8e-29  101.4   0.3   1   5   1.9e-05   0.00052   17.4   0.0   384   422    53    91    47   118 0.89 -
25500at50557_13686_0:0020f5|STRG.12295.1:163-1968|+    -            602 31374at50557         -            569   1.8e-29  101.4   0.3   2   5   6.4e-05    0.0017   15.6   0.0   335   413   134   213   124   222 0.88 -
25500at50557_13686_0:0020f5|STRG.12295.1:163-1968|+    -            602 31374at50557         -            569   1.8e-29  101.4   0.3   3   5   5.6e-11   1.5e-09   35.6   0.0   346   473   232   362   219   391 0.84 -
25500at50557_13686_0:0020f5|STRG.12295.1:163-1968|+    -            602 31374at50557         -            569   1.8e-29  101.4   0.3   4   5   7.5e-08   2.1e-06   25.3   0.1   388   468   482   564   480   576 0.88 -
25500at50557_13686_0:0020f5|STRG.12295.1:163-1968|+    -            602 31374at50557         -            569   1.8e-29  101.4   0.3   5   5       4.5   1.2e+02   -0.4   0.0   498   534   564   600   558   601 0.67 -
71739at50557_30019_0:000544|STRG.11291.1:21-878|+      -            286 31374at50557         -            569   2.2e-28   97.8   0.7   1   3   1.4e-09   3.7e-08   31.0   0.0   386   468     5    90     2    95 0.93 -
71739at50557_30019_0:000544|STRG.11291.1:21-878|+      -            286 31374at50557         -            569   2.2e-28   97.8   0.7   2   3   9.7e-13   2.7e-11   41.4   0.2   388   534    93   248    89   252 0.82 -
71739at50557_30019_0:000544|STRG.11291.1:21-878|+      -            286 31374at50557         -            569   2.2e-28   97.8   0.7   3   3     8e-09   2.2e-07   28.5   0.0   350   415   221   286   205   286 0.95 -
57752at50557_69319_0:000ee5|STRG.10430.1:187-990|+     -            268 31374at50557         -            569   2.4e-28   97.7   7.0   1   3   0.00017    0.0047   14.2   0.1   414   472    13    71     5    74 0.88 -
57752at50557_69319_0:000ee5|STRG.10430.1:187-990|+     -            268 31374at50557         -            569   2.4e-28   97.7   7.0   2   3   3.2e-22   8.7e-21   72.7   2.6   343   474    68   203    63   205 0.91 -
57752at50557_69319_0:000ee5|STRG.10430.1:187-990|+     -            268 31374at50557         -            569   2.4e-28   97.7   7.0   3   3   6.3e-06   0.00017   18.9   0.0   341   375   196   230   190   237 0.87 -
57752at50557_69319_0:000ee5|STRG.10430.2:78-881|+      -            268 31374at50557         -            569   2.4e-28   97.7   7.0   1   3   0.00017    0.0047   14.2   0.1   414   472    13    71     5    74 0.88 -
57752at50557_69319_0:000ee5|STRG.10430.2:78-881|+      -            268 31374at50557         -            569   2.4e-28   97.7   7.0   2   3   3.2e-22   8.7e-21   72.7   2.6   343   474    68   203    63   205 0.91 -
57752at50557_69319_0:000ee5|STRG.10430.2:78-881|+      -            268 31374at50557         -            569   2.4e-28   97.7   7.0   3   3   6.3e-06   0.00017   18.9   0.0   341   375   196   230   190   237 0.87 -
78072at50557_7070_0:002a52|STRG.2231.1:617-1459|+      -            281 31374at50557         -            569   6.3e-28   96.3   8.8   1   4   8.1e-05    0.0022   15.3   0.3   393   476     2    84     1    86 0.94 -
78072at50557_7070_0:002a52|STRG.2231.1:617-1459|+      -            281 31374at50557         -            569   6.3e-28   96.3   8.8   2   4     7e-21   1.9e-19   68.3   1.3   343   476    36   170    31   171 0.94 -
78072at50557_7070_0:002a52|STRG.2231.1:617-1459|+      -            281 31374at50557         -            569   6.3e-28   96.3   8.8   3   4   1.1e-09   3.1e-08   31.3   0.1   371   464   149   244   149   249 0.90 -
78072at50557_7070_0:002a52|STRG.2231.1:617-1459|+      -            281 31374at50557         -            569   6.3e-28   96.3   8.8   4   4     0.011      0.29    8.3   0.2   387   416   252   281   248   281 0.90 -
80377at50557_77166_0:002f29|STRG.16282.1:593-1507|+    -            305 31374at50557         -            569   1.1e-27   95.6   4.7   1   2   3.6e-16   9.9e-15   52.7   0.1   340   461    15   138    11   148 0.93 -
80377at50557_77166_0:002f29|STRG.16282.1:593-1507|+    -            305 31374at50557         -            569   1.1e-27   95.6   4.7   2   2   1.5e-13     4e-12   44.1   1.0   330   455   174   303   164   305 0.90 -
40115at50557_103372_0:0021d6|STRG.8786.6:187-1020|+    -            278 31374at50557         -            569   1.2e-27   95.4   6.7   1   2   2.6e-22   7.1e-21   73.0   3.3   340   474   113   253   103   256 0.89 -
40115at50557_103372_0:0021d6|STRG.8786.6:187-1020|+    -            278 31374at50557         -            569   1.2e-27   95.4   6.7   2   2   1.4e-09   3.8e-08   31.0   0.1   399   457   220   278   216   278 0.95 -
80377at50557_38123_0:002ff9|STRG.2736.1:333-1874|+     -            514 31374at50557         -            569   3.2e-25   87.4   2.6   1   3   1.4e-06   3.9e-05   21.1   0.1   372   462    14   104     5   108 0.74 -
80377at50557_38123_0:002ff9|STRG.2736.1:333-1874|+     -            514 31374at50557         -            569   3.2e-25   87.4   2.6   2   3   4.5e-12   1.2e-10   39.2   0.1   340   417   108   185   104   194 0.95 -
80377at50557_38123_0:002ff9|STRG.2736.1:333-1874|+     -            514 31374at50557         -            569   3.2e-25   87.4   2.6   3   3   9.3e-08   2.5e-06   25.0   0.0   427   535   363   479   345   503 0.82 -
80377at50557_38123_0:002ff9|STRG.2736.2:325-1866|+     -            514 31374at50557         -            569   3.2e-25   87.4   2.6   1   3   1.4e-06   3.9e-05   21.1   0.1   372   462    14   104     5   108 0.74 -
80377at50557_38123_0:002ff9|STRG.2736.2:325-1866|+     -            514 31374at50557         -            569   3.2e-25   87.4   2.6   2   3   4.5e-12   1.2e-10   39.2   0.1   340   417   108   185   104   194 0.95 -
80377at50557_38123_0:002ff9|STRG.2736.2:325-1866|+     -            514 31374at50557         -            569   3.2e-25   87.4   2.6   3   3   9.3e-08   2.5e-06   25.0   0.0   427   535   363   479   345   503 0.82 -
80377at50557_38123_0:002ff9|STRG.2736.4:102-1643|+     -            514 31374at50557         -            569   3.2e-25   87.4   2.6   1   3   1.4e-06   3.9e-05   21.1   0.1   372   462    14   104     5   108 0.74 -
80377at50557_38123_0:002ff9|STRG.2736.4:102-1643|+     -            514 31374at50557         -            569   3.2e-25   87.4   2.6   2   3   4.5e-12   1.2e-10   39.2   0.1   340   417   108   185   104   194 0.95 -
80377at50557_38123_0:002ff9|STRG.2736.4:102-1643|+     -            514 31374at50557         -            569   3.2e-25   87.4   2.6   3   3   9.3e-08   2.5e-06   25.0   0.0   427   535   363   479   345   503 0.82 -
80377at50557_38123_0:002ff9|STRG.2736.5:246-1787|+     -            514 31374at50557         -            569   3.2e-25   87.4   2.6   1   3   1.4e-06   3.9e-05   21.1   0.1   372   462    14   104     5   108 0.74 -
80377at50557_38123_0:002ff9|STRG.2736.5:246-1787|+     -            514 31374at50557         -            569   3.2e-25   87.4   2.6   2   3   4.5e-12   1.2e-10   39.2   0.1   340   417   108   185   104   194 0.95 -
80377at50557_38123_0:002ff9|STRG.2736.5:246-1787|+     -            514 31374at50557         -            569   3.2e-25   87.4   2.6   3   3   9.3e-08   2.5e-06   25.0   0.0   427   535   363   479   345   503 0.82 -
14512at50557_56086_0:000590|STRG.6400.1:621-1088|+     -            156 31374at50557         -            569   6.1e-25   86.4   0.1   1   2   0.00027    0.0074   13.5   0.0   437   472     7    42     5    44 0.94 -
14512at50557_56086_0:000590|STRG.6400.1:621-1088|+     -            156 31374at50557         -            569   6.1e-25   86.4   0.1   2   2   1.5e-23   4.2e-22   77.1   0.1   343   459    39   156    36   156 0.96 -
14512at50557_56086_0:000590|STRG.6400.2:1384-1851|+    -            156 31374at50557         -            569   6.1e-25   86.4   0.1   1   2   0.00027    0.0074   13.5   0.0   437   472     7    42     5    44 0.94 -
14512at50557_56086_0:000590|STRG.6400.2:1384-1851|+    -            156 31374at50557         -            569   6.1e-25   86.4   0.1   2   2   1.5e-23   4.2e-22   77.1   0.1   343   459    39   156    36   156 0.96 -
14512at50557_56086_0:000590|STRG.6400.3:489-956|+      -            156 31374at50557         -            569   6.1e-25   86.4   0.1   1   2   0.00027    0.0074   13.5   0.0   437   472     7    42     5    44 0.94 -
14512at50557_56086_0:000590|STRG.6400.3:489-956|+      -            156 31374at50557         -            569   6.1e-25   86.4   0.1   2   2   1.5e-23   4.2e-22   77.1   0.1   343   459    39   156    36   156 0.96 -
76755at50557_64793_0:0021c2|STRG.15954.2:0-959|+       -            320 31374at50557         -            569   1.3e-24   85.4   4.4   1   3    0.0026     0.071   10.3   0.1   402   462    12    71     3    75 0.87 -
76755at50557_64793_0:0021c2|STRG.15954.2:0-959|+       -            320 31374at50557         -            569   1.3e-24   85.4   4.4   2   3     3e-09   8.3e-08   29.9   0.0   382   469    77   165    74   201 0.87 -
76755at50557_64793_0:0021c2|STRG.15954.2:0-959|+       -            320 31374at50557         -            569   1.3e-24   85.4   4.4   3   3   5.5e-14   1.5e-12   45.5   0.4   341   440   213   313   207   317 0.90 -
80377at50557_7539_0:001b71|STRG.19187.2:1251-1778|+    -            176 31374at50557         -            569   3.7e-24   83.9   1.3   1   2   1.4e-21   3.8e-20   70.6   0.1   339   474    12   149     4   151 0.92 -
80377at50557_7539_0:001b71|STRG.19187.2:1251-1778|+    -            176 31374at50557         -            569   3.7e-24   83.9   1.3   2   2   6.2e-06   0.00017   19.0   0.1   391   459   108   176   101   176 0.95 -
80377at50557_7539_0:001b71|STRG.19187.3:1676-2203|+    -            176 31374at50557         -            569   3.7e-24   83.9   1.3   1   2   1.4e-21   3.8e-20   70.6   0.1   339   474    12   149     4   151 0.92 -
80377at50557_7539_0:001b71|STRG.19187.3:1676-2203|+    -            176 31374at50557         -            569   3.7e-24   83.9   1.3   2   2   6.2e-06   0.00017   19.0   0.1   391   459   108   176   101   176 0.95 -
80377at50557_7539_0:001b71|STRG.19187.4:1886-2413|+    -            176 31374at50557         -            569   3.7e-24   83.9   1.3   1   2   1.4e-21   3.8e-20   70.6   0.1   339   474    12   149     4   151 0.92 -
80377at50557_7539_0:001b71|STRG.19187.4:1886-2413|+    -            176 31374at50557         -            569   3.7e-24   83.9   1.3   2   2   6.2e-06   0.00017   19.0   0.1   391   459   108   176   101   176 0.95 -
43553at50557_13686_0:000241|STRG.17850.1:141-1607|+    -            489 31374at50557         -            569   4.8e-24   83.5   5.0   1   3     7e-15   1.9e-13   48.5   0.1   385   461   174   251   165   273 0.93 -
43553at50557_13686_0:000241|STRG.17850.1:141-1607|+    -            489 31374at50557         -            569   4.8e-24   83.5   5.0   2   3   0.00086     0.024   11.9   0.0   422   478   294   350   291   357 0.92 -
43553at50557_13686_0:000241|STRG.17850.1:141-1607|+    -            489 31374at50557         -            569   4.8e-24   83.5   5.0   3   3   7.9e-09   2.2e-07   28.5   1.3   342   462   340   459   338   481 0.77 -
78072at50557_110193_0:0018f8|STRG.6816.1:15-788|+      -            258 31374at50557         -            569   9.6e-24   82.5   4.0   1   3     1e-06   2.8e-05   21.5   0.0   405   477    26   107     6   113 0.77 -
78072at50557_110193_0:0018f8|STRG.6816.1:15-788|+      -            258 31374at50557         -            569   9.6e-24   82.5   4.0   2   3   1.6e-05   0.00043   17.6   0.4   387   459   101   173    98   178 0.87 -
78072at50557_110193_0:0018f8|STRG.6816.1:15-788|+      -            258 31374at50557         -            569   9.6e-24   82.5   4.0   3   3   2.9e-14   7.8e-13   46.5   0.1   341   418   180   256   175   258 0.91 -
56099at50557_34720_0:001a91|STRG.12890.2:0-1331|+      -            444 31374at50557         -            569     3e-23   80.9   0.8   1   3   3.5e-08   9.7e-07   26.4   0.0   343   418    62   138    56   175 0.87 -
56099at50557_34720_0:001a91|STRG.12890.2:0-1331|+      -            444 31374at50557         -            569     3e-23   80.9   0.8   2   3    0.0036     0.098    9.8   0.0   404   462   169   227   162   241 0.78 -
56099at50557_34720_0:001a91|STRG.12890.2:0-1331|+      -            444 31374at50557         -            569     3e-23   80.9   0.8   3   3   5.5e-13   1.5e-11   42.2   0.1   352   471   242   364   237   375 0.88 -
71739at50557_103372_0:00145d|STRG.17862.1:0-965|+      -            322 31374at50557         -            569   6.7e-23   79.7   0.0   1   3   9.3e-13   2.6e-11   41.5   0.1   386   502     3   119     1   151 0.89 -
71739at50557_103372_0:00145d|STRG.17862.1:0-965|+      -            322 31374at50557         -            569   6.7e-23   79.7   0.0   2   3   5.6e-08   1.5e-06   25.7   0.0   360   426   156   222   142   228 0.90 -
71739at50557_103372_0:00145d|STRG.17862.1:0-965|+      -            322 31374at50557         -            569   6.7e-23   79.7   0.0   3   3    0.0066      0.18    9.0   0.0   338   373   273   308   270   313 0.82 -
33043at50557_7038_0:0032a9|STRG.16108.1:78-1970|+      -            631 31374at50557         -            569   8.2e-23   79.4  13.2   1   5     0.015       0.4    7.8   0.1   465   537    22   112    13   130 0.58 -
33043at50557_7038_0:0032a9|STRG.16108.1:78-1970|+      -            631 31374at50557         -            569   8.2e-23   79.4  13.2   2   5    0.0074       0.2    8.8   0.1   488   542   325   379   301   400 0.74 -
33043at50557_7038_0:0032a9|STRG.16108.1:78-1970|+      -            631 31374at50557         -            569   8.2e-23   79.4  13.2   3   5   2.6e-08   7.1e-07   26.8   0.5   335   464   371   503   369   511 0.90 -
33043at50557_7038_0:0032a9|STRG.16108.1:78-1970|+      -            631 31374at50557         -            569   8.2e-23   79.4  13.2   4   5   1.2e-06   3.4e-05   21.3   0.0   343   430   466   552   460   561 0.87 -
33043at50557_7038_0:0032a9|STRG.16108.1:78-1970|+      -            631 31374at50557         -            569   8.2e-23   79.4  13.2   5   5     4e-12   1.1e-10   39.4   0.4   355   459   519   624   517   628 0.94 -
71739at50557_103372_0:00145d|STRG.17862.2:112-1044|+   -            311 31374at50557         -            569   1.1e-22   79.0   0.1   1   3   6.9e-13   1.9e-11   41.9   0.1   385   502     6   123     4   155 0.89 -
71739at50557_103372_0:00145d|STRG.17862.2:112-1044|+   -            311 31374at50557         -            569   1.1e-22   79.0   0.1   2   3   5.3e-08   1.4e-06   25.8   0.0   360   426   160   226   146   232 0.90 -
71739at50557_103372_0:00145d|STRG.17862.2:112-1044|+   -            311 31374at50557         -            569   1.1e-22   79.0   0.1   3   3     0.015      0.41    7.8   0.0   338   369   277   308   274   311 0.80 -
14512at50557_197043_0:0050fb|STRG.8781.1:32-376|-      -            115 31374at50557         -            569   1.5e-22   78.5   1.3   1   1   6.3e-24   1.7e-22   78.4   1.3   343   456     1   115     1   115 0.98 -
40115at50557_7224_0:0020c8|STRG.6816.2:332-1069|+      -            246 31374at50557         -            569   1.8e-22   78.3   3.6   1   2   3.1e-07   8.5e-06   23.3   0.7   343   459     4   125     2   130 0.83 -
40115at50557_7224_0:0020c8|STRG.6816.2:332-1069|+      -            246 31374at50557         -            569   1.8e-22   78.3   3.6   2   2   5.2e-17   1.4e-15   55.5   0.1   341   458   132   245   126   246 0.90 -
12735at50557_34720_0:000d5c|STRG.6436.1:206-3091|+     -            962 31374at50557         -            569   8.9e-22   76.0   4.8   1   3     1e-05   0.00028   18.2   0.0   388   417   544   573   534   583 0.93 -
12735at50557_34720_0:000d5c|STRG.6436.1:206-3091|+     -            962 31374at50557         -            569   8.9e-22   76.0   4.8   2   3   8.3e-12   2.3e-10   38.3   1.4   343   452   636   746   631   773 0.55 -
12735at50557_34720_0:000d5c|STRG.6436.1:206-3091|+     -            962 31374at50557         -            569   8.9e-22   76.0   4.8   3   3   7.7e-06   0.00021   18.6   0.0   361   421   789   851   778   886 0.87 -
80377at50557_166361_0:002fc1|STRG.2287.1:501-1214|+    -            238 31374at50557         -            569   9.2e-22   76.0   1.0   1   3    0.0099      0.27    8.4   0.0   503   535     4    36     1    46 0.87 -
80377at50557_166361_0:002fc1|STRG.2287.1:501-1214|+    -            238 31374at50557         -            569   9.2e-22   76.0   1.0   2   3   9.6e-06   0.00026   18.3   0.0   423   465    57    99    50   109 0.67 -
80377at50557_166361_0:002fc1|STRG.2287.1:501-1214|+    -            238 31374at50557         -            569   9.2e-22   76.0   1.0   3   3   7.5e-14   2.1e-12   45.1   0.8   348   464   110   231   100   238 0.88 -
12735at50557_34720_0:000d5c|STRG.6436.2:0-3008|+       -           1003 31374at50557         -            569   9.6e-22   75.9   4.8   1   3   1.1e-05    0.0003   18.1   0.0   388   417   585   614   575   624 0.93 -
12735at50557_34720_0:000d5c|STRG.6436.2:0-3008|+       -           1003 31374at50557         -            569   9.6e-22   75.9   4.8   2   3   8.8e-12   2.4e-10   38.3   1.4   343   452   677   787   672   814 0.55 -
12735at50557_34720_0:000d5c|STRG.6436.2:0-3008|+       -           1003 31374at50557         -            569   9.6e-22   75.9   4.8   3   3   8.2e-06   0.00022   18.6   0.0   361   421   830   892   819   927 0.87 -
80377at50557_38123_0:002ff9|STRG.2736.3:333-1727|+     -            465 31374at50557         -            569   9.9e-22   75.9   1.9   1   3   1.2e-06   3.3e-05   21.3   0.1   372   462    14   104     5   108 0.74 -
80377at50557_38123_0:002ff9|STRG.2736.3:333-1727|+     -            465 31374at50557         -            569   9.9e-22   75.9   1.9   2   3   3.9e-12   1.1e-10   39.4   0.1   340   417   108   185   104   194 0.95 -
80377at50557_38123_0:002ff9|STRG.2736.3:333-1727|+     -            465 31374at50557         -            569   9.9e-22   75.9   1.9   3   3   0.00068     0.018   12.2   0.0   386   476   364   451   334   457 0.74 -
40115at50557_110193_0:00292f|STRG.19716.2:1136-1870|+  -            245 31374at50557         -            569   5.9e-21   73.3   6.9   1   2   1.2e-08   3.2e-07   28.0   0.3   445   531    12   108     1   108 0.80 -
40115at50557_110193_0:00292f|STRG.19716.2:1136-1870|+  -            245 31374at50557         -            569   5.9e-21   73.3   6.9   2   2   6.1e-17   1.7e-15   55.3   1.7   386   531    78   244    72   245 0.79 -
40115at50557_110193_0:00292f|STRG.19716.3:1387-2121|+  -            245 31374at50557         -            569   5.9e-21   73.3   6.9   1   2   1.2e-08   3.2e-07   28.0   0.3   445   531    12   108     1   108 0.80 -
40115at50557_110193_0:00292f|STRG.19716.3:1387-2121|+  -            245 31374at50557         -            569   5.9e-21   73.3   6.9   2   2   6.1e-17   1.7e-15   55.3   1.7   386   531    78   244    72   245 0.79 -
40115at50557_110193_0:00292f|STRG.19716.4:789-1523|+   -            245 31374at50557         -            569   5.9e-21   73.3   6.9   1   2   1.2e-08   3.2e-07   28.0   0.3   445   531    12   108     1   108 0.80 -
40115at50557_110193_0:00292f|STRG.19716.4:789-1523|+   -            245 31374at50557         -            569   5.9e-21   73.3   6.9   2   2   6.1e-17   1.7e-15   55.3   1.7   386   531    78   244    72   245 0.79 -
40115at50557_103372_0:0021d6|STRG.8786.5:187-996|+     -            270 31374at50557         -            569     7e-21   73.0   4.1   1   1   3.5e-22   9.6e-21   72.6   4.1   340   475   113   254   103   260 0.89 -
31374at50557_51655_0:001ead|STRG.10435.3:340-1263|+    -            308 31374at50557         -            569   1.2e-20   72.3   4.9   1   2   3.9e-12   1.1e-10   39.4   1.4    53   163     1   125     1   149 0.86 -
31374at50557_51655_0:001ead|STRG.10435.3:340-1263|+    -            308 31374at50557         -            569   1.2e-20   72.3   4.9   2   2   1.6e-10   4.4e-09   34.1   0.1   254   386   166   308   154   308 0.73 -
80377at50557_30019_0:0008bb|STRG.11728.1:369-1136|+    -            256 31374at50557         -            569     3e-20   71.0   3.1   1   2   2.9e-21     8e-20   69.6   0.8   347   533     6   201     2   208 0.90 -
80377at50557_30019_0:0008bb|STRG.11728.1:369-1136|+    -            256 31374at50557         -            569     3e-20   71.0   3.1   2   2       1.1        30    1.6   0.0   519   537   231   249   202   256 0.53 -
80377at50557_30019_0:0008bb|STRG.11728.2:216-983|+     -            256 31374at50557         -            569     3e-20   71.0   3.1   1   2   2.9e-21     8e-20   69.6   0.8   347   533     6   201     2   208 0.90 -
80377at50557_30019_0:0008bb|STRG.11728.2:216-983|+     -            256 31374at50557         -            569     3e-20   71.0   3.1   2   2       1.1        30    1.6   0.0   519   537   231   249   202   256 0.53 -
80377at50557_30019_0:0008bb|STRG.11728.3:180-947|+     -            256 31374at50557         -            569     3e-20   71.0   3.1   1   2   2.9e-21     8e-20   69.6   0.8   347   533     6   201     2   208 0.90 -
80377at50557_30019_0:0008bb|STRG.11728.3:180-947|+     -            256 31374at50557         -            569     3e-20   71.0   3.1   2   2       1.1        30    1.6   0.0   519   537   231   249   202   256 0.53 -
80377at50557_30019_0:0008bb|STRG.11728.4:27-794|+      -            256 31374at50557         -            569     3e-20   71.0   3.1   1   2   2.9e-21     8e-20   69.6   0.8   347   533     6   201     2   208 0.90 -
80377at50557_30019_0:0008bb|STRG.11728.4:27-794|+      -            256 31374at50557         -            569     3e-20   71.0   3.1   2   2       1.1        30    1.6   0.0   519   537   231   249   202   256 0.53 -
76755at50557_64793_0:0021c2|STRG.15954.3:716-1396|+    -            227 31374at50557         -            569   3.5e-20   70.7   1.4   1   2     3e-07   8.1e-06   23.3   0.0   401   469     3    72     1   108 0.85 -
76755at50557_64793_0:0021c2|STRG.15954.3:716-1396|+    -            227 31374at50557         -            569   3.5e-20   70.7   1.4   2   2   2.6e-14   7.2e-13   46.6   0.4   341   440   120   220   114   224 0.90 -
77772at50557_103372_0:001ea3|STRG.11847.1:0-944|+      -            315 31374at50557         -            569   6.5e-20   69.9   0.2   1   3   7.2e-05     0.002   15.4   0.0   422   473    12    63     7    70 0.90 -
77772at50557_103372_0:001ea3|STRG.11847.1:0-944|+      -            315 31374at50557         -            569   6.5e-20   69.9   0.2   2   3   1.4e-06   3.9e-05   21.0   0.0   367   459    85   175    65   187 0.61 -
77772at50557_103372_0:001ea3|STRG.11847.1:0-944|+      -            315 31374at50557         -            569   6.5e-20   69.9   0.2   3   3   3.2e-09   8.8e-08   29.8   0.0   395   484   200   296   186   307 0.84 -
80377at50557_568069_0:004eea|STRG.1411.1:60-914|+      -            285 31374at50557         -            569   8.7e-20   69.4   0.5   1   2     3e-10   8.2e-09   33.2   0.2   386   463     5    85     3   103 0.89 -
80377at50557_568069_0:004eea|STRG.1411.1:60-914|+      -            285 31374at50557         -            569   8.7e-20   69.4   0.5   2   2   1.1e-10     3e-09   34.6   0.0   352   466   140   254   108   267 0.85 -
13553at50557_34720_0:0020c1|STRG.15687.2:95-1969|+     -            625 31374at50557         -            569   1.2e-19   68.9   0.0   1   4    0.0013     0.036   11.3   0.0   385   541    95   264    93   269 0.76 -
13553at50557_34720_0:0020c1|STRG.15687.2:95-1969|+     -            625 31374at50557         -            569   1.2e-19   68.9   0.0   2   4   1.4e-05   0.00037   17.8   0.0   344   419   267   347   258   355 0.80 -
13553at50557_34720_0:0020c1|STRG.15687.2:95-1969|+     -            625 31374at50557         -            569   1.2e-19   68.9   0.0   3   4     0.014      0.37    7.9   0.0   503   540   477   515   459   526 0.83 -
13553at50557_34720_0:0020c1|STRG.15687.2:95-1969|+     -            625 31374at50557         -            569   1.2e-19   68.9   0.0   4   4   2.4e-08   6.6e-07   26.9   0.0   320   400   539   617   530   624 0.70 -
