#                                                                                                              --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                          accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                  ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
43121at50557_103372_0:001d6c|STRG.17025.1:106-1101|+   -            332 43121at50557         -            432  2.9e-163  542.8   2.1   1   1  4.3e-164  1.6e-162  540.3   2.1     1   290     1   332     1   332 0.92 -
33043at50557_7038_0:0032a9|STRG.16108.1:78-1970|+      -            631 43121at50557         -            432   2.1e-19   68.8   8.9   3   5   6.2e-11   2.3e-09   35.7   0.3   260   345   421   511   416   517 0.91 -
33043at50557_7038_0:0032a9|STRG.16108.1:78-1970|+      -            631 43121at50557         -            432   2.1e-19   68.8   8.9   4   5   2.7e-05     0.001   17.1   0.0   271   335   517   585   514   592 0.84 -
33043at50557_7038_0:0032a9|STRG.16108.1:78-1970|+      -            631 43121at50557         -            432   2.1e-19   68.8   8.9   5   5     0.021      0.78    7.6   0.1   190   217   597   624   582   630 0.69 -
80377at50557_30019_0:0008bb|STRG.9047.4:293-883|+      -            197 43121at50557         -            432   2.7e-19   68.4   0.2   1   3   3.3e-10   1.3e-08   33.3   0.0   264   334     1    74     1    77 0.91 -
80377at50557_30019_0:0008bb|STRG.9047.4:293-883|+      -            197 43121at50557         -            432   2.7e-19   68.4   0.2   2   3   3.8e-09   1.4e-07   29.8   0.0   268   341    47   124    44   129 0.86 -
80377at50557_30019_0:0008bb|STRG.9047.4:293-883|+      -            197 43121at50557         -            432   2.7e-19   68.4   0.2   3   3   0.00011    0.0042   15.1   0.0   191   252   130   189   123   197 0.79 -
43553at50557_79782_0:002ee3|STRG.1233.1:273-1064|+     -            264 43121at50557         -            432   2.3e-18   65.3   1.7   1   2   1.4e-11   5.2e-10   37.8   0.1   183   336     9   178     2   182 0.76 -
43553at50557_79782_0:002ee3|STRG.1233.1:273-1064|+     -            264 43121at50557         -            432   2.3e-18   65.3   1.7   2   2   1.8e-10   6.8e-09   34.1   0.1   195   336    63   220    59   226 0.79 -
40115at50557_7213_0:0002de|STRG.12299.1:403-1941|+     -            513 43121at50557         -            432   3.8e-18   64.6   5.2   1   5   4.2e-07   1.6e-05   23.1   0.0   186   288    57   158    54   174 0.70 -
40115at50557_7213_0:0002de|STRG.12299.1:403-1941|+     -            513 43121at50557         -            432   3.8e-18   64.6   5.2   2   5   0.00055     0.021   12.8   0.0   191   283   105   194    95   246 0.75 -
40115at50557_7213_0:0002de|STRG.12299.1:403-1941|+     -            513 43121at50557         -            432   3.8e-18   64.6   5.2   3   5   8.9e-08   3.4e-06   25.3   0.2   248   334   249   337   234   342 0.88 -
40115at50557_7213_0:0002de|STRG.12299.1:403-1941|+     -            513 43121at50557         -            432   3.8e-18   64.6   5.2   4   5     0.075       2.8    5.7   0.1   300   339   383   424   367   435 0.80 -
40115at50557_7213_0:0002de|STRG.12299.1:403-1941|+     -            513 43121at50557         -            432   3.8e-18   64.6   5.2   5   5     0.025      0.95    7.3   0.0   191   224   445   478   429   486 0.89 -
80377at50557_454923_0:001015|STRG.3236.1:148-927|+     -            260 43121at50557         -            432   4.1e-17   61.2   1.2   1   3      0.36        14    3.5   0.0   304   337     2    39     1    49 0.76 -
80377at50557_454923_0:001015|STRG.3236.1:148-927|+     -            260 43121at50557         -            432   4.1e-17   61.2   1.2   2   3   2.2e-09   8.2e-08   30.6   0.3   263   333    51   124    46   130 0.89 -
80377at50557_454923_0:001015|STRG.3236.1:148-927|+     -            260 43121at50557         -            432   4.1e-17   61.2   1.2   3   3   2.3e-07   8.7e-06   23.9   0.1   258   337   131   215   127   232 0.85 -
40115at50557_103372_0:0021d6|STRG.8786.4:187-1578|+    -            464 43121at50557         -            432   1.3e-16   59.6   0.5   1   4    0.0062      0.23    9.3   0.0   187   220   118   151   112   155 0.74 -
40115at50557_103372_0:0021d6|STRG.8786.4:187-1578|+    -            464 43121at50557         -            432   1.3e-16   59.6   0.5   2   4     2e-05   0.00076   17.5   0.0   255   312   243   298   160   308 0.57 -
40115at50557_103372_0:0021d6|STRG.8786.4:187-1578|+    -            464 43121at50557         -            432   1.3e-16   59.6   0.5   3   4   8.6e-07   3.2e-05   22.0   0.1   263   328   366   434   360   442 0.88 -
40115at50557_103372_0:0021d6|STRG.8786.4:187-1578|+    -            464 43121at50557         -            432   1.3e-16   59.6   0.5   4   4       7.1   2.7e+02   -0.8   0.0   238   260   441   463   438   464 0.88 -
80377at50557_104452_0:001b3f|STRG.11985.6:1226-1735|+  -            170 43121at50557         -            432   1.7e-16   59.2   2.0   1   2   1.3e-11     5e-10   37.9   1.6   265   360     7   100     1   102 0.85 -
80377at50557_104452_0:001b3f|STRG.11985.6:1226-1735|+  -            170 43121at50557         -            432   1.7e-16   59.2   2.0   2   2   2.8e-07   1.1e-05   23.6   0.0   264   334    86   155    82   169 0.87 -
31374at50557_103372_0:0017b9|STRG.19481.1:100-2055|+   -            652 43121at50557         -            432   2.6e-16   58.6   0.1   1   3    0.0016     0.059   11.3   0.0   241   335   332   428   321   435 0.70 -
31374at50557_103372_0:0017b9|STRG.19481.1:100-2055|+   -            652 43121at50557         -            432   2.6e-16   58.6   0.1   2   3   7.6e-08   2.9e-06   25.5   0.0   260   338   434   515   427   523 0.87 -
31374at50557_103372_0:0017b9|STRG.19481.1:100-2055|+   -            652 43121at50557         -            432   2.6e-16   58.6   0.1   3   3   3.5e-05    0.0013   16.7   0.0   263   333   521   594   516   628 0.79 -
40115at50557_108931_0:001d6b|STRG.17037.2:480-1517|+   -            346 43121at50557         -            432   2.9e-16   58.4   2.7   1   4      0.98        37    2.1   0.0   303   336     8    44     3    59 0.63 -
40115at50557_108931_0:001d6b|STRG.17037.2:480-1517|+   -            346 43121at50557         -            432   2.9e-16   58.4   2.7   2   4     0.023      0.89    7.4   0.0   265   334    67   138    61   150 0.80 -
40115at50557_108931_0:001d6b|STRG.17037.2:480-1517|+   -            346 43121at50557         -            432   2.9e-16   58.4   2.7   3   4   5.9e-08   2.2e-06   25.8   0.1   277   336   161   223   153   239 0.87 -
40115at50557_108931_0:001d6b|STRG.17037.2:480-1517|+   -            346 43121at50557         -            432   2.9e-16   58.4   2.7   4   4   6.7e-06   0.00025   19.1   0.1   278   335   255   315   230   321 0.87 -
14512at50557_103372_0:0005b9|STRG.10595.3:359-2671|+   -            771 43121at50557         -            432     4e-16   58.0   0.1   1   3     0.021      0.79    7.6   0.0   257   334     9    91     3    95 0.77 -
14512at50557_103372_0:0005b9|STRG.10595.3:359-2671|+   -            771 43121at50557         -            432     4e-16   58.0   0.1   2   3   1.9e-13   7.3e-12   43.9   0.0   187   334    59   217    58   221 0.81 -
14512at50557_103372_0:0005b9|STRG.10595.3:359-2671|+   -            771 43121at50557         -            432     4e-16   58.0   0.1   3   3      0.11       4.1    5.2   0.0   260   318   225   282   217   298 0.77 -
14512at50557_56086_0:000590|STRG.6400.1:621-1088|+     -            156 43121at50557         -            432   6.4e-16   57.3   0.1   1   1   2.3e-16   8.9e-15   53.5   0.1   196   328     8   152     3   155 0.81 -
14512at50557_56086_0:000590|STRG.6400.2:1384-1851|+    -            156 43121at50557         -            432   6.4e-16   57.3   0.1   1   1   2.3e-16   8.9e-15   53.5   0.1   196   328     8   152     3   155 0.81 -
14512at50557_56086_0:000590|STRG.6400.3:489-956|+      -            156 43121at50557         -            432   6.4e-16   57.3   0.1   1   1   2.3e-16   8.9e-15   53.5   0.1   196   328     8   152     3   155 0.81 -
14512at50557_103372_0:0005b9|STRG.10595.1:359-2938|+   -            860 43121at50557         -            432   6.7e-16   57.2   0.1   1   3      0.02      0.77    7.6   0.0   257   334     9    91     3    99 0.76 -
14512at50557_103372_0:0005b9|STRG.10595.1:359-2938|+   -            860 43121at50557         -            432   6.7e-16   57.2   0.1   2   3   2.1e-13   8.1e-12   43.8   0.0   187   334    59   217    57   221 0.81 -
14512at50557_103372_0:0005b9|STRG.10595.1:359-2938|+   -            860 43121at50557         -            432   6.7e-16   57.2   0.1   3   3      0.12       4.7    5.0   0.0   260   318   225   282   217   299 0.77 -
14512at50557_103372_0:0005b9|STRG.10595.2:359-2995|+   -            879 43121at50557         -            432   7.5e-16   57.1   0.1   1   3     0.027         1    7.2   0.0   262   334    15    91     6    95 0.77 -
14512at50557_103372_0:0005b9|STRG.10595.2:359-2995|+   -            879 43121at50557         -            432   7.5e-16   57.1   0.1   2   3   2.4e-13     9e-12   43.6   0.0   187   334    59   217    58   221 0.81 -
14512at50557_103372_0:0005b9|STRG.10595.2:359-2995|+   -            879 43121at50557         -            432   7.5e-16   57.1   0.1   3   3      0.13       5.1    4.9   0.0   260   318   225   282   218   298 0.77 -
40115at50557_108931_0:001d6b|STRG.17037.1:531-1466|+   -            312 43121at50557         -            432   1.1e-15   56.6   2.5   1   4      0.84        32    2.3   0.0   303   336     8    44     3    60 0.63 -
40115at50557_108931_0:001d6b|STRG.17037.1:531-1466|+   -            312 43121at50557         -            432   1.1e-15   56.6   2.5   2   4      0.26       9.8    4.0   0.0   265   308   108   151   104   159 0.85 -
40115at50557_108931_0:001d6b|STRG.17037.1:531-1466|+   -            312 43121at50557         -            432   1.1e-15   56.6   2.5   3   4     5e-08   1.9e-06   26.1   0.1   277   336   161   223   153   239 0.87 -
40115at50557_108931_0:001d6b|STRG.17037.1:531-1466|+   -            312 43121at50557         -            432   1.1e-15   56.6   2.5   4   4   3.2e-05    0.0012   16.8   0.0   278   332   255   312   230   312 0.88 -
43553at50557_136037_0:001d49|STRG.1233.4:37-933|+      -            299 43121at50557         -            432   2.5e-15   55.3   5.8   1   3   9.6e-08   3.6e-06   25.2   0.1   203   336    27   176    22   179 0.74 -
43553at50557_136037_0:001d49|STRG.1233.4:37-933|+      -            299 43121at50557         -            432   2.5e-15   55.3   5.8   2   3     2e-10   7.8e-09   34.0   0.1   194   336    60   218    56   230 0.79 -
43553at50557_136037_0:001d49|STRG.1233.4:37-933|+      -            299 43121at50557         -            432   2.5e-15   55.3   5.8   3   3   0.00076     0.029   12.3   0.2   182   291   179   298   176   299 0.64 -
33043at50557_103372_0:000263|STRG.15997.1:192-2582|+   -            797 43121at50557         -            432   2.8e-15   55.2  14.2   1   7    0.0054      0.21    9.5   0.4   257   340    56   144    43   156 0.78 -
33043at50557_103372_0:000263|STRG.15997.1:192-2582|+   -            797 43121at50557         -            432   2.8e-15   55.2  14.2   2   7     0.005      0.19    9.6   0.0   178   263   183   278   179   287 0.72 -
33043at50557_103372_0:000263|STRG.15997.1:192-2582|+   -            797 43121at50557         -            432   2.8e-15   55.2  14.2   3   7      0.78        29    2.4   0.1   198   306   308   425   301   468 0.68 -
33043at50557_103372_0:000263|STRG.15997.1:192-2582|+   -            797 43121at50557         -            432   2.8e-15   55.2  14.2   4   7      0.58        22    2.8   0.0   262   292   480   510   473   524 0.83 -
33043at50557_103372_0:000263|STRG.15997.1:192-2582|+   -            797 43121at50557         -            432   2.8e-15   55.2  14.2   5   7   9.9e-10   3.7e-08   31.7   0.0   262   336   522   599   512   607 0.90 -
33043at50557_103372_0:000263|STRG.15997.1:192-2582|+   -            797 43121at50557         -            432   2.8e-15   55.2  14.2   6   7       1.6        60    1.4   0.0   188   237   608   658   600   672 0.70 -
33043at50557_103372_0:000263|STRG.15997.1:192-2582|+   -            797 43121at50557         -            432   2.8e-15   55.2  14.2   7   7       9.4   3.5e+02   -1.2   0.1    15    80   671   738   662   785 0.71 -
33043at50557_103372_0:000263|STRG.15997.2:192-2916|+   -            797 43121at50557         -            432   2.9e-15   55.2  15.6   1   7    0.0054      0.21    9.5   0.4   257   340    56   144    43   156 0.78 -
33043at50557_103372_0:000263|STRG.15997.2:192-2916|+   -            797 43121at50557         -            432   2.9e-15   55.2  15.6   2   7     0.005      0.19    9.6   0.0   178   263   183   278   179   287 0.72 -
33043at50557_103372_0:000263|STRG.15997.2:192-2916|+   -            797 43121at50557         -            432   2.9e-15   55.2  15.6   3   7      0.78        29    2.4   0.1   198   306   308   425   301   468 0.68 -
33043at50557_103372_0:000263|STRG.15997.2:192-2916|+   -            797 43121at50557         -            432   2.9e-15   55.2  15.6   4   7      0.58        22    2.8   0.0   262   292   480   510   473   524 0.83 -
33043at50557_103372_0:000263|STRG.15997.2:192-2916|+   -            797 43121at50557         -            432   2.9e-15   55.2  15.6   5   7     1e-09     4e-08   31.6   0.0   262   336   522   599   512   604 0.90 -
33043at50557_103372_0:000263|STRG.15997.2:192-2916|+   -            797 43121at50557         -            432   2.9e-15   55.2  15.6   6   7       1.7        64    1.3   0.0   188   237   608   658   601   670 0.70 -
33043at50557_103372_0:000263|STRG.15997.2:192-2916|+   -            797 43121at50557         -            432   2.9e-15   55.2  15.6   7   7       2.5        95    0.7   0.1    15    80   671   738   662   785 0.73 -
33043at50557_103372_0:000263|STRG.15997.3:192-2943|+   -            797 43121at50557         -            432   2.9e-15   55.2  15.6   1   7    0.0054      0.21    9.5   0.4   257   340    56   144    43   156 0.78 -
33043at50557_103372_0:000263|STRG.15997.3:192-2943|+   -            797 43121at50557         -            432   2.9e-15   55.2  15.6   2   7     0.005      0.19    9.6   0.0   178   263   183   278   179   287 0.72 -
33043at50557_103372_0:000263|STRG.15997.3:192-2943|+   -            797 43121at50557         -            432   2.9e-15   55.2  15.6   3   7      0.78        29    2.4   0.1   198   306   308   425   301   468 0.68 -
33043at50557_103372_0:000263|STRG.15997.3:192-2943|+   -            797 43121at50557         -            432   2.9e-15   55.2  15.6   4   7      0.58        22    2.8   0.0   262   292   480   510   473   524 0.83 -
33043at50557_103372_0:000263|STRG.15997.3:192-2943|+   -            797 43121at50557         -            432   2.9e-15   55.2  15.6   5   7     1e-09     4e-08   31.6   0.0   262   336   522   599   512   604 0.90 -
33043at50557_103372_0:000263|STRG.15997.3:192-2943|+   -            797 43121at50557         -            432   2.9e-15   55.2  15.6   6   7       1.7        64    1.3   0.0   188   237   608   658   601   670 0.70 -
33043at50557_103372_0:000263|STRG.15997.3:192-2943|+   -            797 43121at50557         -            432   2.9e-15   55.2  15.6   7   7       2.5        95    0.7   0.1    15    80   671   738   662   785 0.73 -
43553at50557_136037_0:001d49|STRG.1233.2:37-822|+      -            262 43121at50557         -            432   6.1e-15   54.1   1.3   1   2   6.7e-08   2.5e-06   25.7   0.1   203   336    27   176    22   179 0.74 -
43553at50557_136037_0:001d49|STRG.1233.2:37-822|+      -            262 43121at50557         -            432   6.1e-15   54.1   1.3   2   2   1.3e-10   4.8e-09   34.6   0.1   193   336    59   218    54   225 0.79 -
49370at50557_456900_0:00265d|STRG.19222.2:0-1568|+     -            523 43121at50557         -            432   6.3e-15   54.0   0.1   1   4      0.11       4.2    5.2   0.0   185   227   220   262   179   273 0.72 -
49370at50557_456900_0:00265d|STRG.19222.2:0-1568|+     -            523 43121at50557         -            432   6.3e-15   54.0   0.1   2   4       3.7   1.4e+02    0.2   0.0   319   332   295   308   281   313 0.82 -
49370at50557_456900_0:00265d|STRG.19222.2:0-1568|+     -            523 43121at50557         -            432   6.3e-15   54.0   0.1   3   4   3.2e-08   1.2e-06   26.7   0.1   261   337   362   441   355   451 0.87 -
49370at50557_456900_0:00265d|STRG.19222.2:0-1568|+     -            523 43121at50557         -            432   6.3e-15   54.0   0.1   4   4   4.3e-05    0.0016   16.4   0.0   263   332   448   521   443   523 0.81 -
49370at50557_456900_0:00265d|STRG.19222.1:235-1800|+   -            522 43121at50557         -            432     7e-15   53.9   0.1   1   4      0.11       4.2    5.2   0.0   185   227   220   262   179   273 0.72 -
49370at50557_456900_0:00265d|STRG.19222.1:235-1800|+   -            522 43121at50557         -            432     7e-15   53.9   0.1   2   4       3.7   1.4e+02    0.2   0.0   319   332   295   308   281   313 0.82 -
49370at50557_456900_0:00265d|STRG.19222.1:235-1800|+   -            522 43121at50557         -            432     7e-15   53.9   0.1   3   4   2.9e-08   1.1e-06   26.9   0.0   261   337   362   441   355   453 0.87 -
49370at50557_456900_0:00265d|STRG.19222.1:235-1800|+   -            522 43121at50557         -            432     7e-15   53.9   0.1   4   4   5.3e-05     0.002   16.1   0.0   263   332   448   521   446   522 0.80 -
48053at50557_104421_0:0017a2|STRG.1421.1:6-1523|+      -            506 43121at50557         -            432     7e-15   53.9   0.2   1   3   2.1e-05    0.0008   17.4   0.0   262   335   220   297   217   303 0.86 -
48053at50557_104421_0:0017a2|STRG.1421.1:6-1523|+      -            506 43121at50557         -            432     7e-15   53.9   0.2   2   3   0.00054      0.02   12.8   0.0   259   337   302   384   298   389 0.84 -
48053at50557_104421_0:0017a2|STRG.1421.1:6-1523|+      -            506 43121at50557         -            432     7e-15   53.9   0.2   3   3   2.8e-06   0.00011   20.3   0.0   192   294   396   505   386   506 0.82 -
57752at50557_103372_0:000c5a|STRG.11653.2:0-1298|+     -            433 43121at50557         -            432   1.1e-14   53.2   0.4   1   4      0.01      0.38    8.6   0.0   186   227   120   161   103   165 0.83 -
57752at50557_103372_0:000c5a|STRG.11653.2:0-1298|+     -            433 43121at50557         -            432   1.1e-14   53.2   0.4   2   4   6.4e-08   2.4e-06   25.7   0.1   263   352   163   254   158   261 0.84 -
57752at50557_103372_0:000c5a|STRG.11653.2:0-1298|+     -            433 43121at50557         -            432   1.1e-14   53.2   0.4   3   4    0.0042      0.16    9.9   0.0   264   331   248   317   247   320 0.73 -
57752at50557_103372_0:000c5a|STRG.11653.2:0-1298|+     -            433 43121at50557         -            432   1.1e-14   53.2   0.4   4   4     0.003      0.11   10.4   0.0   263   334   289   361   284   367 0.82 -
57752at50557_103372_0:000c5a|STRG.11653.1:397-1758|+   -            454 43121at50557         -            432   1.5e-14   52.8   0.4   1   4     0.011      0.41    8.5   0.0   186   227   141   182   124   186 0.83 -
57752at50557_103372_0:000c5a|STRG.11653.1:397-1758|+   -            454 43121at50557         -            432   1.5e-14   52.8   0.4   2   4   6.9e-08   2.6e-06   25.6   0.1   263   352   184   275   179   282 0.84 -
57752at50557_103372_0:000c5a|STRG.11653.1:397-1758|+   -            454 43121at50557         -            432   1.5e-14   52.8   0.4   3   4    0.0045      0.17    9.8   0.0   264   331   269   338   268   341 0.73 -
57752at50557_103372_0:000c5a|STRG.11653.1:397-1758|+   -            454 43121at50557         -            432   1.5e-14   52.8   0.4   4   4    0.0032      0.12   10.2   0.0   263   334   310   382   305   388 0.82 -
80377at50557_37344_0:0017d3|STRG.18292.1:868-1827|+    -            320 43121at50557         -            432   2.4e-14   52.1   1.8   1   3     0.029       1.1    7.1   0.1   313   343    24    54     7    60 0.84 -
80377at50557_37344_0:0017d3|STRG.18292.1:868-1827|+    -            320 43121at50557         -            432   2.4e-14   52.1   1.8   2   3   0.00018    0.0067   14.4   0.1   268   336    72   146    63   154 0.82 -
80377at50557_37344_0:0017d3|STRG.18292.1:868-1827|+    -            320 43121at50557         -            432   2.4e-14   52.1   1.8   3   3   3.2e-08   1.2e-06   26.7   0.0   267   337   174   248   167   263 0.82 -
80377at50557_37344_0:0017d3|STRG.18292.2:868-1827|+    -            320 43121at50557         -            432   2.4e-14   52.1   1.8   1   3     0.029       1.1    7.1   0.1   313   343    24    54     7    60 0.84 -
80377at50557_37344_0:0017d3|STRG.18292.2:868-1827|+    -            320 43121at50557         -            432   2.4e-14   52.1   1.8   2   3   0.00018    0.0067   14.4   0.1   268   336    72   146    63   154 0.82 -
80377at50557_37344_0:0017d3|STRG.18292.2:868-1827|+    -            320 43121at50557         -            432   2.4e-14   52.1   1.8   3   3   3.2e-08   1.2e-06   26.7   0.0   267   337   174   248   167   263 0.82 -
80377at50557_37344_0:0017d3|STRG.18292.3:991-1950|+    -            320 43121at50557         -            432   2.4e-14   52.1   1.8   1   3     0.029       1.1    7.1   0.1   313   343    24    54     7    60 0.84 -
80377at50557_37344_0:0017d3|STRG.18292.3:991-1950|+    -            320 43121at50557         -            432   2.4e-14   52.1   1.8   2   3   0.00018    0.0067   14.4   0.1   268   336    72   146    63   154 0.82 -
80377at50557_37344_0:0017d3|STRG.18292.3:991-1950|+    -            320 43121at50557         -            432   2.4e-14   52.1   1.8   3   3   3.2e-08   1.2e-06   26.7   0.0   267   337   174   248   167   263 0.82 -
57752at50557_69319_0:000ee5|STRG.10430.1:187-990|+     -            268 43121at50557         -            432   5.5e-14   50.9   0.0   1   3      0.29        11    3.8   0.0   192   220    33    61    16    67 0.87 -
57752at50557_69319_0:000ee5|STRG.10430.1:187-990|+     -            268 43121at50557         -            432   5.5e-14   50.9   0.0   2   3   1.4e-07   5.2e-06   24.6   0.0   262   335    69   147    63   154 0.86 -
57752at50557_69319_0:000ee5|STRG.10430.1:187-990|+     -            268 43121at50557         -            432   5.5e-14   50.9   0.0   3   3   6.2e-06   0.00024   19.2   0.0   262   332   155   230   150   256 0.86 -
57752at50557_69319_0:000ee5|STRG.10430.2:78-881|+      -            268 43121at50557         -            432   5.5e-14   50.9   0.0   1   3      0.29        11    3.8   0.0   192   220    33    61    16    67 0.87 -
57752at50557_69319_0:000ee5|STRG.10430.2:78-881|+      -            268 43121at50557         -            432   5.5e-14   50.9   0.0   2   3   1.4e-07   5.2e-06   24.6   0.0   262   335    69   147    63   154 0.86 -
57752at50557_69319_0:000ee5|STRG.10430.2:78-881|+      -            268 43121at50557         -            432   5.5e-14   50.9   0.0   3   3   6.2e-06   0.00024   19.2   0.0   262   332   155   230   150   256 0.86 -
80377at50557_77166_0:002f29|STRG.16282.1:593-1507|+    -            305 43121at50557         -            432   8.9e-14   50.2   3.8   1   3   3.6e-07   1.4e-05   23.3   0.7   191   335    24   181     7   192 0.51 -
80377at50557_77166_0:002f29|STRG.16282.1:593-1507|+    -            305 43121at50557         -            432   8.9e-14   50.2   3.8   2   3     0.012      0.45    8.4   0.0   268   304   194   230   189   239 0.90 -
80377at50557_77166_0:002f29|STRG.16282.1:593-1507|+    -            305 43121at50557         -            432   8.9e-14   50.2   3.8   3   3     4e-05    0.0015   16.5   0.0   194   231   242   279   234   303 0.89 -
40115at50557_144034_0:000898|STRG.19187.1:1281-2150|+  -            290 43121at50557         -            432   1.4e-13   49.5   0.4   1   2   2.1e-08     8e-07   27.3   0.4   192   335     9   166     4   173 0.68 -
40115at50557_144034_0:000898|STRG.19187.1:1281-2150|+  -            290 43121at50557         -            432   1.4e-13   49.5   0.4   2   2   6.7e-05    0.0025   15.8   0.0   185   291   173   289   168   290 0.86 -
25500at50557_13686_0:0020f5|STRG.12295.1:163-1968|+    -            602 43121at50557         -            432   1.7e-13   49.3   0.0   1   4      0.33        13    3.6   0.0   191   225    60    95    51   132 0.79 -
25500at50557_13686_0:0020f5|STRG.12295.1:163-1968|+    -            602 43121at50557         -            432   1.7e-13   49.3   0.0   2   4   7.8e-05     0.003   15.6   0.0   188   308   145   276   142   313 0.69 -
25500at50557_13686_0:0020f5|STRG.12295.1:163-1968|+    -            602 43121at50557         -            432   1.7e-13   49.3   0.0   3   4    0.0025     0.096   10.6   0.0   262   330   316   386   309   401 0.76 -
25500at50557_13686_0:0020f5|STRG.12295.1:163-1968|+    -            602 43121at50557         -            432   1.7e-13   49.3   0.0   4   4    0.0014     0.051   11.5   0.0   177   265   471   562   410   575 0.79 -
13625at50557_34720_0:001854|STRG.11388.1:116-2269|+    -            718 43121at50557         -            432     7e-13   47.3   0.4   1   4      0.26       9.7    4.0   0.1   236   333   185   211    97   227 0.59 -
13625at50557_34720_0:001854|STRG.11388.1:116-2269|+    -            718 43121at50557         -            432     7e-13   47.3   0.4   2   4      0.13       4.8    5.0   0.1   266   331   183   253   172   262 0.58 -
13625at50557_34720_0:001854|STRG.11388.1:116-2269|+    -            718 43121at50557         -            432     7e-13   47.3   0.4   3   4   8.3e-11   3.1e-09   35.2   0.0   185   342   430   602   419   650 0.75 -
13625at50557_34720_0:001854|STRG.11388.1:116-2269|+    -            718 43121at50557         -            432     7e-13   47.3   0.4   4   4       1.5        56    1.5   0.0   261   303   664   706   643   711 0.81 -
22030at50557_1629725_0:000db0|STRG.11985.7:1433-1834|+ -            134 43121at50557         -            432   7.2e-13   47.2   1.7   1   2   1.1e-08   4.3e-07   28.2   0.3   264   343     7    85     2    87 0.87 -
22030at50557_1629725_0:000db0|STRG.11985.7:1433-1834|+ -            134 43121at50557         -            432   7.2e-13   47.2   1.7   2   2   1.4e-07   5.2e-06   24.6   0.1   264   335    47   117    44   133 0.86 -
80377at50557_166361_0:002fc1|STRG.2287.1:501-1214|+    -            238 43121at50557         -            432   1.7e-12   46.0   0.1   1   4     0.011      0.43    8.4   0.0   188   218     4    34     2    42 0.85 -
80377at50557_166361_0:002fc1|STRG.2287.1:501-1214|+    -            238 43121at50557         -            432   1.7e-12   46.0   0.1   2   4     0.018      0.68    7.8   0.0   188   228    64   104    50   109 0.69 -
80377at50557_166361_0:002fc1|STRG.2287.1:501-1214|+    -            238 43121at50557         -            432   1.7e-12   46.0   0.1   3   4      0.27        10    3.9   0.0   189   222   109   142   104   145 0.90 -
80377at50557_166361_0:002fc1|STRG.2287.1:501-1214|+    -            238 43121at50557         -            432   1.7e-12   46.0   0.1   4   4     1e-06   3.8e-05   21.8   0.1   256   334   145   228   139   233 0.86 -
77772at50557_103372_0:001ea3|STRG.11847.1:0-944|+      -            315 43121at50557         -            432   3.4e-12   45.0   2.2   1   4      0.13       4.8    5.0   0.0   189   223    21    55     3    69 0.53 -
77772at50557_103372_0:001ea3|STRG.11847.1:0-944|+      -            315 43121at50557         -            432   3.4e-12   45.0   2.2   2   4   5.3e-05     0.002   16.1   0.1   264   339    62   142    55   155 0.79 -
77772at50557_103372_0:001ea3|STRG.11847.1:0-944|+      -            315 43121at50557         -            432   3.4e-12   45.0   2.2   3   4   2.4e-06   9.2e-05   20.5   0.1   268   333   197   268   185   270 0.82 -
77772at50557_103372_0:001ea3|STRG.11847.1:0-944|+      -            315 43121at50557         -            432   3.4e-12   45.0   2.2   4   4   0.00035     0.013   13.4   0.0   193   221   243   271   236   279 0.87 -
71739at50557_103372_0:00145d|STRG.17862.1:0-965|+      -            322 43121at50557         -            432   5.1e-12   44.4   0.4   1   2   6.5e-07   2.5e-05   22.4   0.0   262   334     3    78     1    91 0.88 -
71739at50557_103372_0:00145d|STRG.17862.1:0-965|+      -            322 43121at50557         -            432   5.1e-12   44.4   0.4   2   2   6.7e-06   0.00026   19.1   0.1   278   332   156   213   142   219 0.87 -
71739at50557_103372_0:00145d|STRG.17862.2:112-1044|+   -            311 43121at50557         -            432   6.5e-12   44.1   0.3   1   2   4.2e-07   1.6e-05   23.0   0.0   262   334     7    82     2    96 0.87 -
71739at50557_103372_0:00145d|STRG.17862.2:112-1044|+   -            311 43121at50557         -            432   6.5e-12   44.1   0.3   2   2   6.4e-06   0.00024   19.1   0.1   278   332   160   217   146   223 0.87 -
14512at50557_29053_0:0002b6|STRG.2402.1:12-722|+       -            237 43121at50557         -            432   2.3e-11   42.3   0.1   1   2   3.4e-09   1.3e-07   29.9   0.0   241   334    16   122    11   130 0.77 -
14512at50557_29053_0:0002b6|STRG.2402.1:12-722|+       -            237 43121at50557         -            432   2.3e-11   42.3   0.1   2   2    0.0029      0.11   10.4   0.0   256   332   155   236   148   237 0.83 -
14512at50557_197043_0:0050fb|STRG.8781.1:32-376|-      -            115 43121at50557         -            432   3.1e-11   41.9   2.5   1   2   4.4e-08   1.7e-06   26.3   0.6   262   334     2    78     1    84 0.88 -
14512at50557_197043_0:0050fb|STRG.8781.1:32-376|-      -            115 43121at50557         -            432   3.1e-11   41.9   2.5   2   2   1.3e-06   4.8e-05   21.4   0.0   262   329    45   115    39   115 0.85 -
