#                                                                                                              --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                          accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                  ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
96662at50557_286306_0:0043a3|STRG.16235.1:278-2271|+   -            461 96662at50557         -            445  1.2e-179  596.8   0.2   1   1  2.9e-181  1.3e-179  596.7   0.2     1   411    22   460    22   461 0.97 -
2648at50557_7536_0:00180e|STRG.15663.1:159-1571|+      -            471 96662at50557         -            445   5.1e-40  136.6   8.0   2   6   2.8e-07   1.3e-05   23.3   0.1   365   444   118   198   104   199 0.85 -
2648at50557_7536_0:00180e|STRG.15663.1:159-1571|+      -            471 96662at50557         -            445   5.1e-40  136.6   8.0   3   6   3.2e-05    0.0015   16.5   0.0   370   429   189   248   184   251 0.91 -
2648at50557_7536_0:00180e|STRG.15663.1:159-1571|+      -            471 96662at50557         -            445   5.1e-40  136.6   8.0   4   6   9.2e-08   4.2e-06   24.8   0.0   368   429   253   314   249   319 0.94 -
2648at50557_7536_0:00180e|STRG.15663.1:159-1571|+      -            471 96662at50557         -            445   5.1e-40  136.6   8.0   5   6   2.6e-05    0.0012   16.7   0.0   370   429   321   380   315   382 0.90 -
2648at50557_7536_0:00180e|STRG.15663.1:159-1571|+      -            471 96662at50557         -            445   5.1e-40  136.6   8.0   6   6     2e-07   9.1e-06   23.7   0.1   372   444   389   462   382   463 0.89 -
2648at50557_456900_0:000bce|STRG.3068.1:2-2740|+       -            905 96662at50557         -            445   8.6e-40  135.9  12.0   1   9   0.00079     0.037   11.9   0.0   327   422    23   119     3   131 0.77 -
2648at50557_456900_0:000bce|STRG.3068.1:2-2740|+       -            905 96662at50557         -            445   8.6e-40  135.9  12.0   2   9   0.00064      0.03   12.2   0.0   368   444   140   219   123   220 0.85 -
2648at50557_456900_0:000bce|STRG.3068.1:2-2740|+       -            905 96662at50557         -            445   8.6e-40  135.9  12.0   3   9      0.16       7.5    4.2   0.1   364   425   267   338   239   350 0.67 -
2648at50557_456900_0:000bce|STRG.3068.1:2-2740|+       -            905 96662at50557         -            445   8.6e-40  135.9  12.0   4   9   1.5e-08   7.1e-07   27.4   0.1   342   430   361   449   346   457 0.89 -
2648at50557_456900_0:000bce|STRG.3068.1:2-2740|+       -            905 96662at50557         -            445   8.6e-40  135.9  12.0   5   9   3.6e-07   1.7e-05   22.9   0.2   374   442   459   529   453   532 0.86 -
2648at50557_456900_0:000bce|STRG.3068.1:2-2740|+       -            905 96662at50557         -            445   8.6e-40  135.9  12.0   6   9   0.00037     0.017   12.9   0.2   370   444   522   600   517   601 0.82 -
2648at50557_456900_0:000bce|STRG.3068.1:2-2740|+       -            905 96662at50557         -            445   8.6e-40  135.9  12.0   7   9      0.18       8.2    4.1   0.0   369   426   590   647   586   659 0.82 -
2648at50557_456900_0:000bce|STRG.3068.1:2-2740|+       -            905 96662at50557         -            445   8.6e-40  135.9  12.0   8   9   0.00016    0.0075   14.1   0.0   369   436   669   738   661   740 0.90 -
2648at50557_456900_0:000bce|STRG.3068.1:2-2740|+       -            905 96662at50557         -            445   8.6e-40  135.9  12.0   9   9   1.7e-10   7.8e-09   33.8   0.0   357   441   726   811   723   815 0.91 -
12555at50557_51655_0:003c27|STRG.12468.1:239-1258|+    -            340 96662at50557         -            445     1e-38  132.4   9.2   1   4   2.8e-16   1.3e-14   52.9   0.1   344   434     3    92     1   102 0.89 -
12555at50557_51655_0:003c27|STRG.12468.1:239-1258|+    -            340 96662at50557         -            445     1e-38  132.4   9.2   2   4     0.014      0.65    7.7   0.2   378   426   102   152    91   160 0.71 -
12555at50557_51655_0:003c27|STRG.12468.1:239-1258|+    -            340 96662at50557         -            445     1e-38  132.4   9.2   3   4   2.9e-13   1.3e-11   43.0   0.2   362   444   155   238   145   239 0.91 -
12555at50557_51655_0:003c27|STRG.12468.1:239-1258|+    -            340 96662at50557         -            445     1e-38  132.4   9.2   4   4   1.2e-10   5.7e-09   34.3   0.1   360   444   252   337   238   338 0.89 -
2648at50557_7536_0:00180e|STRG.15663.3:684-1922|+      -            413 96662at50557         -            445   4.6e-37  126.9   2.5   1   5   1.7e-09     8e-08   30.5   0.1   376   444     1    70     1    71 0.97 -
2648at50557_7536_0:00180e|STRG.15663.3:684-1922|+      -            413 96662at50557         -            445   4.6e-37  126.9   2.5   2   5   1.7e-07   7.7e-06   24.0   0.1   365   444   118   198   100   199 0.83 -
2648at50557_7536_0:00180e|STRG.15663.3:684-1922|+      -            413 96662at50557         -            445   4.6e-37  126.9   2.5   3   5   2.4e-05    0.0011   16.8   0.0   370   429   189   248   184   252 0.91 -
2648at50557_7536_0:00180e|STRG.15663.3:684-1922|+      -            413 96662at50557         -            445   4.6e-37  126.9   2.5   4   5   6.9e-09   3.2e-07   28.5   0.0   367   444   252   330   245   331 0.91 -
2648at50557_7536_0:00180e|STRG.15663.3:684-1922|+      -            413 96662at50557         -            445   4.6e-37  126.9   2.5   5   5   2.2e-07     1e-05   23.6   0.0   348   429   332   413   326   413 0.93 -
966at50557_1218281_0:0025fb|STRG.11323.1:858-1976|-    -            373 96662at50557         -            445   5.1e-33  113.6   3.5   1   5   1.6e-08   7.4e-07   27.3   0.1   365   442    14    93     3    96 0.85 -
966at50557_1218281_0:0025fb|STRG.11323.1:858-1976|-    -            373 96662at50557         -            445   5.1e-33  113.6   3.5   2   5   2.8e-09   1.3e-07   29.8   0.1   367   441    83   158    81   161 0.91 -
966at50557_1218281_0:0025fb|STRG.11323.1:858-1976|-    -            373 96662at50557         -            445   5.1e-33  113.6   3.5   3   5   4.2e-10   1.9e-08   32.5   0.0   367   441   149   224   146   228 0.93 -
966at50557_1218281_0:0025fb|STRG.11323.1:858-1976|-    -            373 96662at50557         -            445   5.1e-33  113.6   3.5   4   5   2.1e-08   9.8e-07   26.9   0.1   371   441   219   290   217   294 0.89 -
966at50557_1218281_0:0025fb|STRG.11323.1:858-1976|-    -            373 96662at50557         -            445   5.1e-33  113.6   3.5   5   5   0.00037     0.017   12.9   0.0   367   431   281   346   279   361 0.87 -
2648at50557_67767_0:000c37|STRG.12990.1:342-1991|+     -            550 96662at50557         -            445   1.3e-32  112.2   7.5   1   6   3.5e-08   1.6e-06   26.2   0.0   319   441    48   171    34   175 0.87 -
2648at50557_67767_0:000c37|STRG.12990.1:342-1991|+     -            550 96662at50557         -            445   1.3e-32  112.2   7.5   2   6   1.7e-05   0.00078   17.4   0.0   371   434   166   229   161   241 0.85 -
2648at50557_67767_0:000c37|STRG.12990.1:342-1991|+     -            550 96662at50557         -            445   1.3e-32  112.2   7.5   3   6   6.4e-08     3e-06   25.3   0.0   345   442   241   338   231   341 0.84 -
2648at50557_67767_0:000c37|STRG.12990.1:342-1991|+     -            550 96662at50557         -            445   1.3e-32  112.2   7.5   4   6   1.2e-06   5.3e-05   21.2   0.0   357   431   318   393   309   402 0.88 -
2648at50557_67767_0:000c37|STRG.12990.1:342-1991|+     -            550 96662at50557         -            445   1.3e-32  112.2   7.5   5   6   2.7e-08   1.3e-06   26.6   0.1   376   441   401   467   396   471 0.88 -
2648at50557_67767_0:000c37|STRG.12990.1:342-1991|+     -            550 96662at50557         -            445   1.3e-32  112.2   7.5   6   6     0.054       2.5    5.8   0.0   369   435   460   530   457   537 0.76 -
2648at50557_67767_0:000c37|STRG.12990.2:244-1893|+     -            550 96662at50557         -            445   1.3e-32  112.2   7.5   1   6   3.5e-08   1.6e-06   26.2   0.0   319   441    48   171    34   175 0.87 -
2648at50557_67767_0:000c37|STRG.12990.2:244-1893|+     -            550 96662at50557         -            445   1.3e-32  112.2   7.5   2   6   1.7e-05   0.00078   17.4   0.0   371   434   166   229   161   241 0.85 -
2648at50557_67767_0:000c37|STRG.12990.2:244-1893|+     -            550 96662at50557         -            445   1.3e-32  112.2   7.5   3   6   6.4e-08     3e-06   25.3   0.0   345   442   241   338   231   341 0.84 -
2648at50557_67767_0:000c37|STRG.12990.2:244-1893|+     -            550 96662at50557         -            445   1.3e-32  112.2   7.5   4   6   1.2e-06   5.3e-05   21.2   0.0   357   431   318   393   309   402 0.88 -
2648at50557_67767_0:000c37|STRG.12990.2:244-1893|+     -            550 96662at50557         -            445   1.3e-32  112.2   7.5   5   6   2.7e-08   1.3e-06   26.6   0.1   376   441   401   467   396   471 0.88 -
2648at50557_67767_0:000c37|STRG.12990.2:244-1893|+     -            550 96662at50557         -            445   1.3e-32  112.2   7.5   6   6     0.054       2.5    5.8   0.0   369   435   460   530   457   537 0.76 -
2648at50557_1155016_0:001301|STRG.9796.1:1801-4296|+   -            832 96662at50557         -            445   1.6e-30  105.3  19.2   1   9      0.16       7.3    4.3   0.0   365   426     7    68     1    74 0.74 -
2648at50557_1155016_0:001301|STRG.9796.1:1801-4296|+   -            832 96662at50557         -            445   1.6e-30  105.3  19.2   2   9    0.0048      0.22    9.3   0.1   361   441    89   174    69   178 0.70 -
2648at50557_1155016_0:001301|STRG.9796.1:1801-4296|+   -            832 96662at50557         -            445   1.6e-30  105.3  19.2   3   9   5.5e-05    0.0025   15.7   0.0   341   444   208   317   197   318 0.79 -
2648at50557_1155016_0:001301|STRG.9796.1:1801-4296|+   -            832 96662at50557         -            445   1.6e-30  105.3  19.2   4   9   2.2e-06    0.0001   20.3   0.1   357   429   332   403   323   407 0.83 -
2648at50557_1155016_0:001301|STRG.9796.1:1801-4296|+   -            832 96662at50557         -            445   1.6e-30  105.3  19.2   5   9     0.024       1.1    7.0   0.0   379   431   414   470   403   476 0.83 -
2648at50557_1155016_0:001301|STRG.9796.1:1801-4296|+   -            832 96662at50557         -            445   1.6e-30  105.3  19.2   6   9   5.9e-05    0.0027   15.6   0.0   371   441   488   560   482   564 0.79 -
2648at50557_1155016_0:001301|STRG.9796.1:1801-4296|+   -            832 96662at50557         -            445   1.6e-30  105.3  19.2   7   9   3.9e-07   1.8e-05   22.7   0.1   353   443   571   664   562   665 0.84 -
2648at50557_1155016_0:001301|STRG.9796.1:1801-4296|+   -            832 96662at50557         -            445   1.6e-30  105.3  19.2   8   9   2.1e-05   0.00098   17.0   0.8   366   426   652   712   650   719 0.92 -
2648at50557_1155016_0:001301|STRG.9796.1:1801-4296|+   -            832 96662at50557         -            445   1.6e-30  105.3  19.2   9   9      0.83        38    1.9   0.0   379   439   735   798   718   806 0.70 -
2648at50557_1155016_0:001301|STRG.9796.2:1801-3936|+   -            712 96662at50557         -            445   4.3e-30  103.9  17.7   1   8      0.13         6    4.5   0.0   365   426     7    68     1    74 0.74 -
2648at50557_1155016_0:001301|STRG.9796.2:1801-3936|+   -            712 96662at50557         -            445   4.3e-30  103.9  17.7   2   8    0.0039      0.18    9.6   0.1   361   441    89   174    69   178 0.70 -
2648at50557_1155016_0:001301|STRG.9796.2:1801-3936|+   -            712 96662at50557         -            445   4.3e-30  103.9  17.7   3   8   4.4e-05     0.002   16.0   0.0   341   444   208   317   197   318 0.79 -
2648at50557_1155016_0:001301|STRG.9796.2:1801-3936|+   -            712 96662at50557         -            445   4.3e-30  103.9  17.7   4   8   1.8e-06   8.2e-05   20.6   0.1   357   429   332   403   323   407 0.83 -
2648at50557_1155016_0:001301|STRG.9796.2:1801-3936|+   -            712 96662at50557         -            445   4.3e-30  103.9  17.7   5   8      0.02      0.92    7.2   0.0   379   431   414   470   403   476 0.83 -
2648at50557_1155016_0:001301|STRG.9796.2:1801-3936|+   -            712 96662at50557         -            445   4.3e-30  103.9  17.7   6   8   4.7e-05    0.0022   15.9   0.1   371   441   488   560   481   564 0.79 -
2648at50557_1155016_0:001301|STRG.9796.2:1801-3936|+   -            712 96662at50557         -            445   4.3e-30  103.9  17.7   7   8   1.4e-06   6.5e-05   20.9   0.0   352   433   570   653   554   658 0.85 -
2648at50557_1155016_0:001301|STRG.9796.2:1801-3936|+   -            712 96662at50557         -            445   4.3e-30  103.9  17.7   8   8   3.2e-05    0.0015   16.4   0.7   366   425   652   711   649   712 0.93 -
2648at50557_1155016_0:001301|STRG.9796.4:685-2802|+    -            706 96662at50557         -            445   7.8e-30  103.1  17.6   1   8      0.26        12    3.6   0.0   371   426     7    62     1    71 0.75 -
2648at50557_1155016_0:001301|STRG.9796.4:685-2802|+    -            706 96662at50557         -            445   7.8e-30  103.1  17.6   2   8    0.0039      0.18    9.6   0.1   361   441    83   168    64   172 0.70 -
2648at50557_1155016_0:001301|STRG.9796.4:685-2802|+    -            706 96662at50557         -            445   7.8e-30  103.1  17.6   3   8   4.3e-05     0.002   16.0   0.0   341   444   202   311   191   312 0.79 -
2648at50557_1155016_0:001301|STRG.9796.4:685-2802|+    -            706 96662at50557         -            445   7.8e-30  103.1  17.6   4   8   1.8e-06   8.1e-05   20.6   0.1   357   429   326   397   317   401 0.83 -
2648at50557_1155016_0:001301|STRG.9796.4:685-2802|+    -            706 96662at50557         -            445   7.8e-30  103.1  17.6   5   8      0.02      0.91    7.3   0.0   379   431   408   464   397   470 0.83 -
2648at50557_1155016_0:001301|STRG.9796.4:685-2802|+    -            706 96662at50557         -            445   7.8e-30  103.1  17.6   6   8   4.7e-05    0.0021   15.9   0.1   371   441   482   554   475   558 0.79 -
2648at50557_1155016_0:001301|STRG.9796.4:685-2802|+    -            706 96662at50557         -            445   7.8e-30  103.1  17.6   7   8   1.4e-06   6.4e-05   20.9   0.0   352   433   564   647   548   652 0.85 -
2648at50557_1155016_0:001301|STRG.9796.4:685-2802|+    -            706 96662at50557         -            445   7.8e-30  103.1  17.6   8   8   3.2e-05    0.0015   16.4   0.7   366   425   646   705   643   706 0.93 -
28503at50557_69004_0:0020b1|STRG.9796.3:12-3365|+      -           1118 96662at50557         -            445     2e-29  101.7  19.8   1   9     0.076       3.5    5.3   0.0   359   426   233   300   202   308 0.75 -
28503at50557_69004_0:0020b1|STRG.9796.3:12-3365|+      -           1118 96662at50557         -            445     2e-29  101.7  19.8   2   9    0.0059      0.27    9.0   0.1   360   441   320   406   295   410 0.69 -
28503at50557_69004_0:0020b1|STRG.9796.3:12-3365|+      -           1118 96662at50557         -            445     2e-29  101.7  19.8   3   9   8.2e-05    0.0038   15.1   0.0   341   444   440   549   429   550 0.79 -
28503at50557_69004_0:0020b1|STRG.9796.3:12-3365|+      -           1118 96662at50557         -            445     2e-29  101.7  19.8   4   9   3.2e-06   0.00015   19.8   0.1   357   429   564   635   555   639 0.83 -
28503at50557_69004_0:0020b1|STRG.9796.3:12-3365|+      -           1118 96662at50557         -            445     2e-29  101.7  19.8   5   9     0.035       1.6    6.4   0.0   379   431   646   702   635   708 0.83 -
28503at50557_69004_0:0020b1|STRG.9796.3:12-3365|+      -           1118 96662at50557         -            445     2e-29  101.7  19.8   6   9   8.8e-05    0.0041   15.0   0.0   371   441   720   792   715   796 0.79 -
28503at50557_69004_0:0020b1|STRG.9796.3:12-3365|+      -           1118 96662at50557         -            445     2e-29  101.7  19.8   7   9   2.3e-06   0.00011   20.2   0.0   353   434   803   886   794   892 0.85 -
28503at50557_69004_0:0020b1|STRG.9796.3:12-3365|+      -           1118 96662at50557         -            445     2e-29  101.7  19.8   8   9   2.2e-05     0.001   17.0   0.6   366   427   884   945   882   961 0.91 -
28503at50557_69004_0:0020b1|STRG.9796.3:12-3365|+      -           1118 96662at50557         -            445     2e-29  101.7  19.8   9   9       1.2        55    1.4   0.0   380   439   968  1030   950  1038 0.70 -
12555at50557_51655_0:003c27|STRG.15663.1:612-1556|+    -            315 96662at50557         -            445   3.2e-29  101.0   0.9   1   4   5.8e-08   2.7e-06   25.5   0.0   369   444     4    80     1    81 0.95 -
12555at50557_51655_0:003c27|STRG.15663.1:612-1556|+    -            315 96662at50557         -            445   3.2e-29  101.0   0.9   2   4   4.2e-09   1.9e-07   29.2   0.1   350   429    85   163    79   165 0.85 -
12555at50557_51655_0:003c27|STRG.15663.1:612-1556|+    -            315 96662at50557         -            445   3.2e-29  101.0   0.9   3   4   1.4e-05   0.00063   17.7   0.0   370   429   170   229   164   233 0.90 -
12555at50557_51655_0:003c27|STRG.15663.1:612-1556|+    -            315 96662at50557         -            445   3.2e-29  101.0   0.9   4   4   8.9e-08   4.1e-06   24.9   0.1   372   444   238   311   225   312 0.88 -
12555at50557_51655_0:003c27|STRG.16105.1:1338-2507|+   -            390 96662at50557         -            445   3.9e-26   90.9   3.4   1   4   5.2e-11   2.4e-09   35.5   0.1   368   444     1    78     1    79 0.96 -
12555at50557_51655_0:003c27|STRG.16105.1:1338-2507|+   -            390 96662at50557         -            445   3.9e-26   90.9   3.4   2   4   2.1e-07   9.5e-06   23.7   0.0   367   443    66   149    56   151 0.78 -
12555at50557_51655_0:003c27|STRG.16105.1:1338-2507|+   -            390 96662at50557         -            445   3.9e-26   90.9   3.4   3   4   3.3e-05    0.0015   16.4   0.0   395   444   280   331   260   332 0.88 -
12555at50557_51655_0:003c27|STRG.16105.1:1338-2507|+   -            390 96662at50557         -            445   3.9e-26   90.9   3.4   4   4   2.9e-08   1.3e-06   26.5   0.1   371   430   323   383   319   388 0.93 -
12555at50557_51655_0:003c27|STRG.16105.2:1453-2622|+   -            390 96662at50557         -            445   3.9e-26   90.9   3.4   1   4   5.2e-11   2.4e-09   35.5   0.1   368   444     1    78     1    79 0.96 -
12555at50557_51655_0:003c27|STRG.16105.2:1453-2622|+   -            390 96662at50557         -            445   3.9e-26   90.9   3.4   2   4   2.1e-07   9.5e-06   23.7   0.0   367   443    66   149    56   151 0.78 -
12555at50557_51655_0:003c27|STRG.16105.2:1453-2622|+   -            390 96662at50557         -            445   3.9e-26   90.9   3.4   3   4   3.3e-05    0.0015   16.4   0.0   395   444   280   331   260   332 0.88 -
12555at50557_51655_0:003c27|STRG.16105.2:1453-2622|+   -            390 96662at50557         -            445   3.9e-26   90.9   3.4   4   4   2.9e-08   1.3e-06   26.5   0.1   371   430   323   383   319   388 0.93 -
12555at50557_93721_0:0043db|STRG.9129.1:13-846|+       -            278 96662at50557         -            445   1.9e-24   85.3   2.1   1   4   7.4e-05    0.0034   15.2   0.0   388   444     3    61     1    62 0.89 -
12555at50557_93721_0:0043db|STRG.9129.1:13-846|+       -            278 96662at50557         -            445   1.9e-24   85.3   2.1   2   4   1.9e-06   8.8e-05   20.5   0.0   353   431    69   145    61   156 0.83 -
12555at50557_93721_0:0043db|STRG.9129.1:13-846|+       -            278 96662at50557         -            445   1.9e-24   85.3   2.1   3   4   7.2e-11   3.3e-09   35.1   0.1   374   444   155   226   148   229 0.93 -
12555at50557_93721_0:0043db|STRG.9129.1:13-846|+       -            278 96662at50557         -            445   1.9e-24   85.3   2.1   4   4   4.4e-06    0.0002   19.3   0.0   366   429   213   278   212   278 0.89 -
12555at50557_166423_0:002c53|STRG.17915.1:1-822|+      -            274 96662at50557         -            445   2.1e-24   85.2   2.8   1   4   3.8e-07   1.7e-05   22.8   0.0   342   434     8    99     3   102 0.89 -
12555at50557_166423_0:002c53|STRG.17915.1:1-822|+      -            274 96662at50557         -            445   2.1e-24   85.2   2.8   2   4   6.6e-06   0.00031   18.7   0.0   366   421    96   151    94   162 0.89 -
12555at50557_166423_0:002c53|STRG.17915.1:1-822|+      -            274 96662at50557         -            445   2.1e-24   85.2   2.8   3   4   0.00086      0.04   11.7   0.0   385   429   162   206   157   211 0.90 -
12555at50557_166423_0:002c53|STRG.17915.1:1-822|+      -            274 96662at50557         -            445   2.1e-24   85.2   2.8   4   4   6.2e-10   2.9e-08   32.0   0.3   367   428   212   274   207   274 0.94 -
12555at50557_29031_0:000522|STRG.15663.3:1101-1892|+   -            264 96662at50557         -            445   9.5e-24   83.0   0.1   1   3   3.1e-09   1.4e-07   29.7   0.0   356   444     3    92     1    93 0.95 -
12555at50557_29031_0:000522|STRG.15663.3:1101-1892|+   -            264 96662at50557         -            445   9.5e-24   83.0   0.1   2   3   2.5e-10   1.1e-08   33.3   0.0   347   444    94   191    89   192 0.84 -
12555at50557_29031_0:000522|STRG.15663.3:1101-1892|+   -            264 96662at50557         -            445   9.5e-24   83.0   0.1   3   3     2e-06   9.3e-05   20.4   0.0   368   444   180   257   173   258 0.86 -
12555at50557_93721_0:0043db|STRG.4756.2:258-1298|+     -            347 96662at50557         -            445   1.9e-23   82.0   8.7   1   4   2.5e-10   1.2e-08   33.3   0.4   327   432    51   156    26   161 0.89 -
12555at50557_93721_0:0043db|STRG.4756.2:258-1298|+     -            347 96662at50557         -            445   1.9e-23   82.0   8.7   2   4   5.5e-06   0.00025   19.0   0.0   367   432   157   223   154   229 0.92 -
12555at50557_93721_0:0043db|STRG.4756.2:258-1298|+     -            347 96662at50557         -            445   1.9e-23   82.0   8.7   3   4   1.2e-08   5.6e-07   27.7   0.2   369   444   225   301   221   302 0.94 -
12555at50557_93721_0:0043db|STRG.4756.2:258-1298|+     -            347 96662at50557         -            445   1.9e-23   82.0   8.7   4   4   2.1e-05   0.00097   17.0   0.1   356   422   278   344   276   347 0.80 -
12555at50557_121225_0:000df9|STRG.13817.1:1509-2261|+  -            251 96662at50557         -            445     4e-23   80.9   3.2   1   3   3.2e-11   1.5e-09   36.2   0.0   344   442     4   103     1   106 0.86 -
12555at50557_121225_0:000df9|STRG.13817.1:1509-2261|+  -            251 96662at50557         -            445     4e-23   80.9   3.2   2   3    0.0021     0.095   10.5   0.0   368   425    94   151    91   154 0.90 -
12555at50557_121225_0:000df9|STRG.13817.1:1509-2261|+  -            251 96662at50557         -            445     4e-23   80.9   3.2   3   3   1.6e-12   7.3e-11   40.5   0.2   362   442   157   239   144   242 0.88 -
12555at50557_121225_0:000df9|STRG.4722.1:1087-1755|+   -            223 96662at50557         -            445   1.4e-22   79.2   2.4   1   2   5.9e-14   2.7e-12   45.2   0.2   354   444    10   100     2   101 0.85 -
12555at50557_121225_0:000df9|STRG.4722.1:1087-1755|+   -            223 96662at50557         -            445   1.4e-22   79.2   2.4   2   2   1.2e-10   5.4e-09   34.4   0.1   358   439   139   221   106   223 0.86 -
12555at50557_121225_0:000df9|STRG.4722.2:1087-1755|+   -            223 96662at50557         -            445   1.4e-22   79.2   2.4   1   2   5.9e-14   2.7e-12   45.2   0.2   354   444    10   100     2   101 0.85 -
12555at50557_121225_0:000df9|STRG.4722.2:1087-1755|+   -            223 96662at50557         -            445   1.4e-22   79.2   2.4   2   2   1.2e-10   5.4e-09   34.4   0.1   358   439   139   221   106   223 0.86 -
12555at50557_121225_0:000df9|STRG.4722.3:1087-1755|+   -            223 96662at50557         -            445   1.4e-22   79.2   2.4   1   2   5.9e-14   2.7e-12   45.2   0.2   354   444    10   100     2   101 0.85 -
12555at50557_121225_0:000df9|STRG.4722.3:1087-1755|+   -            223 96662at50557         -            445   1.4e-22   79.2   2.4   2   2   1.2e-10   5.4e-09   34.4   0.1   358   439   139   221   106   223 0.86 -
2648at50557_38123_0:000f4f|STRG.9340.1:1639-2502|+     -            288 96662at50557         -            445   3.1e-22   78.0   2.6   1   3   9.2e-08   4.2e-06   24.8   0.0   339   435     9   108     4   112 0.86 -
2648at50557_38123_0:000f4f|STRG.9340.1:1639-2502|+     -            288 96662at50557         -            445   3.1e-22   78.0   2.6   2   3   7.9e-06   0.00037   18.4   0.4   371   421   110   160   104   169 0.86 -
2648at50557_38123_0:000f4f|STRG.9340.1:1639-2502|+     -            288 96662at50557         -            445   3.1e-22   78.0   2.6   3   3   1.4e-10   6.3e-09   34.1   0.3   344   443   184   287   161   288 0.83 -
2648at50557_38123_0:000f4f|STRG.9340.2:1326-2189|+     -            288 96662at50557         -            445   3.1e-22   78.0   2.6   1   3   9.2e-08   4.2e-06   24.8   0.0   339   435     9   108     4   112 0.86 -
2648at50557_38123_0:000f4f|STRG.9340.2:1326-2189|+     -            288 96662at50557         -            445   3.1e-22   78.0   2.6   2   3   7.9e-06   0.00037   18.4   0.4   371   421   110   160   104   169 0.86 -
2648at50557_38123_0:000f4f|STRG.9340.2:1326-2189|+     -            288 96662at50557         -            445   3.1e-22   78.0   2.6   3   3   1.4e-10   6.3e-09   34.1   0.3   344   443   184   287   161   288 0.83 -
2648at50557_6973_0:005209|STRG.12990.1:4587-5486|+     -            300 96662at50557         -            445   6.4e-21   73.7   0.1   1   4   6.1e-06   0.00028   18.8   0.0   388   444     7    65     2    66 0.84 -
2648at50557_6973_0:005209|STRG.12990.1:4587-5486|+     -            300 96662at50557         -            445   6.4e-21   73.7   0.1   2   4   2.1e-05   0.00095   17.1   0.0   353   434    72   155    62   168 0.84 -
2648at50557_6973_0:005209|STRG.12990.1:4587-5486|+     -            300 96662at50557         -            445   6.4e-21   73.7   0.1   3   4   1.2e-06   5.6e-05   21.1   0.0   344   431   132   219   127   226 0.93 -
2648at50557_6973_0:005209|STRG.12990.1:4587-5486|+     -            300 96662at50557         -            445   6.4e-21   73.7   0.1   4   4   9.6e-06   0.00044   18.2   0.0   374   436   230   293   224   299 0.90 -
2648at50557_6973_0:005209|STRG.12990.2:4489-5388|+     -            300 96662at50557         -            445   6.4e-21   73.7   0.1   1   4   6.1e-06   0.00028   18.8   0.0   388   444     7    65     2    66 0.84 -
2648at50557_6973_0:005209|STRG.12990.2:4489-5388|+     -            300 96662at50557         -            445   6.4e-21   73.7   0.1   2   4   2.1e-05   0.00095   17.1   0.0   353   434    72   155    62   168 0.84 -
2648at50557_6973_0:005209|STRG.12990.2:4489-5388|+     -            300 96662at50557         -            445   6.4e-21   73.7   0.1   3   4   1.2e-06   5.6e-05   21.1   0.0   344   431   132   219   127   226 0.93 -
2648at50557_6973_0:005209|STRG.12990.2:4489-5388|+     -            300 96662at50557         -            445   6.4e-21   73.7   0.1   4   4   9.6e-06   0.00044   18.2   0.0   374   436   230   293   224   299 0.90 -
2648at50557_123851_0:000d02|STRG.4756.1:663-1550|+     -            296 96662at50557         -            445   6.4e-21   73.7   5.7   1   4   8.4e-08   3.9e-06   25.0   0.0   345   435     1    91     1    95 0.91 -
2648at50557_123851_0:000d02|STRG.4756.1:663-1550|+     -            296 96662at50557         -            445   6.4e-21   73.7   5.7   2   4     9e-09   4.1e-07   28.2   0.2   369   444    90   166    86   167 0.94 -
2648at50557_123851_0:000d02|STRG.4756.1:663-1550|+     -            296 96662at50557         -            445   6.4e-21   73.7   5.7   3   4   5.2e-07   2.4e-05   22.3   0.3   358   440   145   228   143   235 0.86 -
2648at50557_123851_0:000d02|STRG.4756.1:663-1550|+     -            296 96662at50557         -            445   6.4e-21   73.7   5.7   4   4   6.6e-05     0.003   15.4   0.1   343   439   197   293   196   296 0.85 -
2648at50557_123851_0:000d02|STRG.4756.3:663-1550|+     -            296 96662at50557         -            445   6.4e-21   73.7   5.7   1   4   8.4e-08   3.9e-06   25.0   0.0   345   435     1    91     1    95 0.91 -
2648at50557_123851_0:000d02|STRG.4756.3:663-1550|+     -            296 96662at50557         -            445   6.4e-21   73.7   5.7   2   4     9e-09   4.1e-07   28.2   0.2   369   444    90   166    86   167 0.94 -
2648at50557_123851_0:000d02|STRG.4756.3:663-1550|+     -            296 96662at50557         -            445   6.4e-21   73.7   5.7   3   4   5.2e-07   2.4e-05   22.3   0.3   358   440   145   228   143   235 0.86 -
2648at50557_123851_0:000d02|STRG.4756.3:663-1550|+     -            296 96662at50557         -            445   6.4e-21   73.7   5.7   4   4   6.6e-05     0.003   15.4   0.1   343   439   197   293   196   296 0.85 -
12555at50557_7004_0:002cc8|STRG.12777.1:2514-3080|+    -            189 96662at50557         -            445   1.5e-17   62.5   1.9   1   3   2.4e-05    0.0011   16.8   0.0   391   439     2    51     1    51 0.95 -
