#                                                                                                              --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                          accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                  ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
42371at50557_144034_0:001692|STRG.1519.1:0-863|+       -            288 42371at50557         -            451  7.8e-133  442.5   2.4   1   1  3.2e-134  9.1e-133  442.2   2.4   213   451     4   259     2   259 0.95 -
57752at50557_103372_0:000c5a|STRG.11653.2:0-1298|+     -            433 42371at50557         -            451   5.4e-18   63.9   7.8   3   4   3.4e-05   0.00095   17.0   0.0   394   449   305   358   284   360 0.93 -
57752at50557_103372_0:000c5a|STRG.11653.2:0-1298|+     -            433 42371at50557         -            451   5.4e-18   63.9   7.8   4   4       7.4   2.1e+02   -0.6   0.0   188   224   384   420   378   427 0.84 -
40115at50557_103372_0:0021d6|STRG.8786.5:187-996|+     -            270 42371at50557         -            451   5.9e-18   63.8   3.9   1   3   8.2e-11   2.3e-09   35.5   0.2   181   245   116   183   107   192 0.86 -
40115at50557_103372_0:0021d6|STRG.8786.5:187-996|+     -            270 42371at50557         -            451   5.9e-18   63.8   3.9   2   3   4.3e-05    0.0012   16.6   0.2   401   450   184   238   177   239 0.80 -
40115at50557_103372_0:0021d6|STRG.8786.5:187-996|+     -            270 42371at50557         -            451   5.9e-18   63.8   3.9   3   3   0.00048     0.014   13.2   0.0   175   200   242   267   238   270 0.90 -
31374at50557_1155016_0:001371|STRG.10435.2:398-1852|+  -            485 42371at50557         -            451   6.6e-18   63.6   3.3   1   4       9.8   2.8e+02   -1.0   0.1    75   119    38    84    20   128 0.69 -
31374at50557_1155016_0:001371|STRG.10435.2:398-1852|+  -            485 42371at50557         -            451   6.6e-18   63.6   3.3   2   4    0.0012     0.034   11.8   0.1   284   449   149   303   145   305 0.77 -
31374at50557_1155016_0:001371|STRG.10435.2:398-1852|+  -            485 42371at50557         -            451   6.6e-18   63.6   3.3   3   4   8.5e-08   2.4e-06   25.5   0.1   351   450   291   388   287   389 0.83 -
31374at50557_1155016_0:001371|STRG.10435.2:398-1852|+  -            485 42371at50557         -            451   6.6e-18   63.6   3.3   4   4   7.8e-10   2.2e-08   32.3   0.1   356   449   381   471   380   473 0.88 -
31374at50557_103372_0:0017b9|STRG.19481.1:100-2055|+   -            652 42371at50557         -            451   6.8e-18   63.6   1.3   1   3     0.019      0.55    7.9   0.0   405   450   381   425   294   426 0.84 -
31374at50557_103372_0:0017b9|STRG.19481.1:100-2055|+   -            652 42371at50557         -            451   6.8e-18   63.6   1.3   2   3   1.1e-07     3e-06   25.2   0.2   182   250   436   507   427   510 0.80 -
31374at50557_103372_0:0017b9|STRG.19481.1:100-2055|+   -            652 42371at50557         -            451   6.8e-18   63.6   1.3   3   3   3.3e-08   9.4e-07   26.9   0.1   358   449   504   592   500   594 0.80 -
14512at50557_29053_0:0002b6|STRG.2402.1:12-722|+       -            237 42371at50557         -            451   6.9e-18   63.6   3.9   1   3   7.1e-08     2e-06   25.8   0.0   386   450    15    78    11    79 0.92 -
14512at50557_29053_0:0002b6|STRG.2402.1:12-722|+       -            237 42371at50557         -            451   6.9e-18   63.6   3.9   2   3   4.4e-05    0.0012   16.6   0.2   411   449    82   119    78   121 0.91 -
14512at50557_29053_0:0002b6|STRG.2402.1:12-722|+       -            237 42371at50557         -            451   6.9e-18   63.6   3.9   3   3   1.5e-06   4.2e-05   21.4   0.2   384   450   169   236   154   237 0.84 -
57752at50557_103372_0:000c5a|STRG.11653.1:397-1758|+   -            454 42371at50557         -            451   7.6e-18   63.4   7.9   1   4   4.9e-06   0.00014   19.7   0.0   173   245   132   207   122   210 0.89 -
57752at50557_103372_0:000c5a|STRG.11653.1:397-1758|+   -            454 42371at50557         -            451   7.6e-18   63.4   7.9   2   4   5.5e-09   1.6e-07   29.5   0.7   358   449   209   297   206   299 0.90 -
57752at50557_103372_0:000c5a|STRG.11653.1:397-1758|+   -            454 42371at50557         -            451   7.6e-18   63.4   7.9   3   4   3.6e-05     0.001   16.9   0.0   395   449   327   379   306   381 0.93 -
57752at50557_103372_0:000c5a|STRG.11653.1:397-1758|+   -            454 42371at50557         -            451   7.6e-18   63.4   7.9   4   4       7.9   2.2e+02   -0.7   0.0   188   224   405   441   399   448 0.84 -
43553at50557_79782_0:002ee3|STRG.1233.1:273-1064|+     -            264 42371at50557         -            451   9.4e-18   63.1   5.4   1   4   1.5e-06   4.1e-05   21.5   0.1   176   249     6    82     2    89 0.81 -
43553at50557_79782_0:002ee3|STRG.1233.1:273-1064|+     -            264 42371at50557         -            451   9.4e-18   63.1   5.4   2   4     0.022      0.63    7.7   0.0   177   219    49    91    44   107 0.86 -
43553at50557_79782_0:002ee3|STRG.1233.1:273-1064|+     -            264 42371at50557         -            451   9.4e-18   63.1   5.4   3   4   3.7e-06    0.0001   20.1   0.1   191   238   111   160   104   162 0.85 -
43553at50557_79782_0:002ee3|STRG.1233.1:273-1064|+     -            264 42371at50557         -            451   9.4e-18   63.1   5.4   4   4   2.1e-09     6e-08   30.8   0.2   183   281   144   250   141   263 0.81 -
33043at50557_103372_0:000263|STRG.15997.1:192-2582|+   -            797 42371at50557         -            451   9.7e-18   63.1  10.5   1   5   5.7e-07   1.6e-05   22.8   0.2   336   449   109   221   103   223 0.87 -
33043at50557_103372_0:000263|STRG.15997.1:192-2582|+   -            797 42371at50557         -            451   9.7e-18   63.1  10.5   2   5     0.074       2.1    6.0   0.0   384   449   346   411   321   413 0.83 -
33043at50557_103372_0:000263|STRG.15997.1:192-2582|+   -            797 42371at50557         -            451   9.7e-18   63.1  10.5   3   5     0.067       1.9    6.1   0.1   390   449   352   411   342   461 0.58 -
33043at50557_103372_0:000263|STRG.15997.1:192-2582|+   -            797 42371at50557         -            451   9.7e-18   63.1  10.5   4   5   6.3e-08   1.8e-06   26.0   0.3   383   450   486   553   413   554 0.73 -
33043at50557_103372_0:000263|STRG.15997.1:192-2582|+   -            797 42371at50557         -            451   9.7e-18   63.1  10.5   5   5    0.0027     0.078   10.7   0.1   181   253   563   636   555   662 0.66 -
33043at50557_103372_0:000263|STRG.15997.2:192-2916|+   -            797 42371at50557         -            451   9.7e-18   63.1  10.5   1   5   5.7e-07   1.6e-05   22.8   0.2   336   449   109   221   103   223 0.87 -
33043at50557_103372_0:000263|STRG.15997.2:192-2916|+   -            797 42371at50557         -            451   9.7e-18   63.1  10.5   2   5     0.074       2.1    6.0   0.0   384   449   346   411   321   413 0.83 -
33043at50557_103372_0:000263|STRG.15997.2:192-2916|+   -            797 42371at50557         -            451   9.7e-18   63.1  10.5   3   5     0.067       1.9    6.1   0.1   390   449   352   411   342   461 0.58 -
33043at50557_103372_0:000263|STRG.15997.2:192-2916|+   -            797 42371at50557         -            451   9.7e-18   63.1  10.5   4   5   6.3e-08   1.8e-06   26.0   0.3   383   450   486   553   413   554 0.73 -
33043at50557_103372_0:000263|STRG.15997.2:192-2916|+   -            797 42371at50557         -            451   9.7e-18   63.1  10.5   5   5    0.0027     0.078   10.7   0.1   181   253   563   636   555   662 0.66 -
33043at50557_103372_0:000263|STRG.15997.3:192-2943|+   -            797 42371at50557         -            451   9.7e-18   63.1  10.5   1   5   5.7e-07   1.6e-05   22.8   0.2   336   449   109   221   103   223 0.87 -
33043at50557_103372_0:000263|STRG.15997.3:192-2943|+   -            797 42371at50557         -            451   9.7e-18   63.1  10.5   2   5     0.074       2.1    6.0   0.0   384   449   346   411   321   413 0.83 -
33043at50557_103372_0:000263|STRG.15997.3:192-2943|+   -            797 42371at50557         -            451   9.7e-18   63.1  10.5   3   5     0.067       1.9    6.1   0.1   390   449   352   411   342   461 0.58 -
33043at50557_103372_0:000263|STRG.15997.3:192-2943|+   -            797 42371at50557         -            451   9.7e-18   63.1  10.5   4   5   6.3e-08   1.8e-06   26.0   0.3   383   450   486   553   413   554 0.73 -
33043at50557_103372_0:000263|STRG.15997.3:192-2943|+   -            797 42371at50557         -            451   9.7e-18   63.1  10.5   5   5    0.0027     0.078   10.7   0.1   181   253   563   636   555   662 0.66 -
69548at50557_116153_0:002191|STRG.14901.1:410-1108|+   -            233 42371at50557         -            451   1.4e-17   62.6   1.0   1   3   6.3e-05    0.0018   16.1   0.0   415   449    59    93    53    95 0.92 -
69548at50557_116153_0:002191|STRG.14901.1:410-1108|+   -            233 42371at50557         -            451   1.4e-17   62.6   1.0   2   3   3.3e-05   0.00095   17.0   0.1   416   450   110   144   101   145 0.93 -
69548at50557_116153_0:002191|STRG.14901.1:410-1108|+   -            233 42371at50557         -            451   1.4e-17   62.6   1.0   3   3   1.4e-07   3.9e-06   24.9   0.1   180   246   156   227   147   233 0.79 -
69548at50557_116153_0:002191|STRG.14901.2:585-1283|+   -            233 42371at50557         -            451   1.4e-17   62.6   1.0   1   3   6.3e-05    0.0018   16.1   0.0   415   449    59    93    53    95 0.92 -
69548at50557_116153_0:002191|STRG.14901.2:585-1283|+   -            233 42371at50557         -            451   1.4e-17   62.6   1.0   2   3   3.3e-05   0.00095   17.0   0.1   416   450   110   144   101   145 0.93 -
69548at50557_116153_0:002191|STRG.14901.2:585-1283|+   -            233 42371at50557         -            451   1.4e-17   62.6   1.0   3   3   1.4e-07   3.9e-06   24.9   0.1   180   246   156   227   147   233 0.79 -
49370at50557_456900_0:00265d|STRG.19222.2:0-1568|+     -            523 42371at50557         -            451   4.6e-17   60.9   3.8   1   4   0.00014     0.004   14.9   0.0   159   237   200   279   154   292 0.81 -
49370at50557_456900_0:00265d|STRG.19222.2:0-1568|+     -            523 42371at50557         -            451   4.6e-17   60.9   3.8   2   4   0.00065     0.018   12.7   0.1   200   284   295   387   288   396 0.78 -
49370at50557_456900_0:00265d|STRG.19222.2:0-1568|+     -            523 42371at50557         -            451   4.6e-17   60.9   3.8   3   4     1e-06     3e-05   21.9   0.1   178   251   401   478   397   478 0.84 -
49370at50557_456900_0:00265d|STRG.19222.2:0-1568|+     -            523 42371at50557         -            451   4.6e-17   60.9   3.8   4   4   0.00061     0.017   12.8   0.1   394   451   466   522   459   522 0.73 -
49370at50557_456900_0:00265d|STRG.19222.1:235-1800|+   -            522 42371at50557         -            451   4.6e-17   60.9   3.8   1   4   0.00014    0.0039   14.9   0.0   159   237   200   279   154   292 0.81 -
49370at50557_456900_0:00265d|STRG.19222.1:235-1800|+   -            522 42371at50557         -            451   4.6e-17   60.9   3.8   2   4   0.00064     0.018   12.7   0.1   200   284   295   387   288   396 0.78 -
49370at50557_456900_0:00265d|STRG.19222.1:235-1800|+   -            522 42371at50557         -            451   4.6e-17   60.9   3.8   3   4     1e-06     3e-05   21.9   0.1   178   251   401   478   397   478 0.84 -
49370at50557_456900_0:00265d|STRG.19222.1:235-1800|+   -            522 42371at50557         -            451   4.6e-17   60.9   3.8   4   4   0.00061     0.017   12.8   0.1   394   451   466   522   459   522 0.73 -
33043at50557_7038_0:0032a9|STRG.16108.1:78-1970|+      -            631 42371at50557         -            451   4.9e-17   60.8  11.5   1   6     9e-06   0.00026   18.9   0.2   177   258    22   111    13   165 0.78 -
33043at50557_7038_0:0032a9|STRG.16108.1:78-1970|+      -            631 42371at50557         -            451   4.9e-17   60.8  11.5   2   6       1.7        47    1.5   0.0   381   447   342   408   311   412 0.67 -
33043at50557_7038_0:0032a9|STRG.16108.1:78-1970|+      -            631 42371at50557         -            451   4.9e-17   60.8  11.5   3   6      0.48        14    3.3   0.0   221   257   423   457   418   462 0.62 -
33043at50557_7038_0:0032a9|STRG.16108.1:78-1970|+      -            631 42371at50557         -            451   4.9e-17   60.8  11.5   4   6     1e-06   2.9e-05   22.0   0.0   176   281   461   572   457   574 0.79 -
33043at50557_7038_0:0032a9|STRG.16108.1:78-1970|+      -            631 42371at50557         -            451   4.9e-17   60.8  11.5   5   6     0.064       1.8    6.2   0.1   192   216   561   585   554   591 0.89 -
33043at50557_7038_0:0032a9|STRG.16108.1:78-1970|+      -            631 42371at50557         -            451   4.9e-17   60.8  11.5   6   6   7.2e-05    0.0021   15.9   0.1   180   213   591   624   585   630 0.88 -
43553at50557_136037_0:001d49|STRG.1233.4:37-933|+      -            299 42371at50557         -            451   5.8e-17   60.5   8.0   1   4    0.0087      0.25    9.0   0.0   170   218    40    88    18    98 0.72 -
43553at50557_136037_0:001d49|STRG.1233.4:37-933|+      -            299 42371at50557         -            451   5.8e-17   60.5   8.0   2   4   2.4e-07   6.8e-06   24.0   0.3   191   251   109   171   101   171 0.86 -
43553at50557_136037_0:001d49|STRG.1233.4:37-933|+      -            299 42371at50557         -            451   5.8e-17   60.5   8.0   3   4   9.7e-09   2.8e-07   28.6   0.0   183   260   142   222   139   242 0.88 -
43553at50557_136037_0:001d49|STRG.1233.4:37-933|+      -            299 42371at50557         -            451   5.8e-17   60.5   8.0   4   4   0.00013    0.0037   15.0   0.5   387   449   237   299   229   299 0.83 -
80377at50557_38123_0:002ff9|STRG.2736.1:333-1874|+     -            514 42371at50557         -            451   6.2e-16   57.1   5.3   1   5     0.035      0.98    7.0   0.0   394   441     4    51     1    59 0.66 -
80377at50557_38123_0:002ff9|STRG.2736.1:333-1874|+     -            514 42371at50557         -            451   6.2e-16   57.1   5.3   2   5   1.7e-07   4.7e-06   24.6   0.2   176   254    64   145    55   151 0.84 -
80377at50557_38123_0:002ff9|STRG.2736.1:333-1874|+     -            514 42371at50557         -            451   6.2e-16   57.1   5.3   3   5   0.00076     0.022   12.5   0.3   192   257   122   188   107   252 0.65 -
80377at50557_38123_0:002ff9|STRG.2736.1:333-1874|+     -            514 42371at50557         -            451   6.2e-16   57.1   5.3   4   5   0.00065     0.018   12.7   0.0   159   243   339   425   335   433 0.85 -
80377at50557_38123_0:002ff9|STRG.2736.1:333-1874|+     -            514 42371at50557         -            451   6.2e-16   57.1   5.3   5   5     0.011      0.31    8.7   0.0   191   254   412   478   404   492 0.85 -
80377at50557_38123_0:002ff9|STRG.2736.2:325-1866|+     -            514 42371at50557         -            451   6.2e-16   57.1   5.3   1   5     0.035      0.98    7.0   0.0   394   441     4    51     1    59 0.66 -
80377at50557_38123_0:002ff9|STRG.2736.2:325-1866|+     -            514 42371at50557         -            451   6.2e-16   57.1   5.3   2   5   1.7e-07   4.7e-06   24.6   0.2   176   254    64   145    55   151 0.84 -
80377at50557_38123_0:002ff9|STRG.2736.2:325-1866|+     -            514 42371at50557         -            451   6.2e-16   57.1   5.3   3   5   0.00076     0.022   12.5   0.3   192   257   122   188   107   252 0.65 -
80377at50557_38123_0:002ff9|STRG.2736.2:325-1866|+     -            514 42371at50557         -            451   6.2e-16   57.1   5.3   4   5   0.00065     0.018   12.7   0.0   159   243   339   425   335   433 0.85 -
80377at50557_38123_0:002ff9|STRG.2736.2:325-1866|+     -            514 42371at50557         -            451   6.2e-16   57.1   5.3   5   5     0.011      0.31    8.7   0.0   191   254   412   478   404   492 0.85 -
80377at50557_38123_0:002ff9|STRG.2736.4:102-1643|+     -            514 42371at50557         -            451   6.2e-16   57.1   5.3   1   5     0.035      0.98    7.0   0.0   394   441     4    51     1    59 0.66 -
80377at50557_38123_0:002ff9|STRG.2736.4:102-1643|+     -            514 42371at50557         -            451   6.2e-16   57.1   5.3   2   5   1.7e-07   4.7e-06   24.6   0.2   176   254    64   145    55   151 0.84 -
80377at50557_38123_0:002ff9|STRG.2736.4:102-1643|+     -            514 42371at50557         -            451   6.2e-16   57.1   5.3   3   5   0.00076     0.022   12.5   0.3   192   257   122   188   107   252 0.65 -
80377at50557_38123_0:002ff9|STRG.2736.4:102-1643|+     -            514 42371at50557         -            451   6.2e-16   57.1   5.3   4   5   0.00065     0.018   12.7   0.0   159   243   339   425   335   433 0.85 -
80377at50557_38123_0:002ff9|STRG.2736.4:102-1643|+     -            514 42371at50557         -            451   6.2e-16   57.1   5.3   5   5     0.011      0.31    8.7   0.0   191   254   412   478   404   492 0.85 -
80377at50557_38123_0:002ff9|STRG.2736.5:246-1787|+     -            514 42371at50557         -            451   6.2e-16   57.1   5.3   1   5     0.035      0.98    7.0   0.0   394   441     4    51     1    59 0.66 -
80377at50557_38123_0:002ff9|STRG.2736.5:246-1787|+     -            514 42371at50557         -            451   6.2e-16   57.1   5.3   2   5   1.7e-07   4.7e-06   24.6   0.2   176   254    64   145    55   151 0.84 -
80377at50557_38123_0:002ff9|STRG.2736.5:246-1787|+     -            514 42371at50557         -            451   6.2e-16   57.1   5.3   3   5   0.00076     0.022   12.5   0.3   192   257   122   188   107   252 0.65 -
80377at50557_38123_0:002ff9|STRG.2736.5:246-1787|+     -            514 42371at50557         -            451   6.2e-16   57.1   5.3   4   5   0.00065     0.018   12.7   0.0   159   243   339   425   335   433 0.85 -
80377at50557_38123_0:002ff9|STRG.2736.5:246-1787|+     -            514 42371at50557         -            451   6.2e-16   57.1   5.3   5   5     0.011      0.31    8.7   0.0   191   254   412   478   404   492 0.85 -
14512at50557_103372_0:0005b9|STRG.10595.3:359-2671|+   -            771 42371at50557         -            451   1.1e-15   56.3   0.2   1   3   0.00031    0.0087   13.8   0.0   394   449    34    88    21    90 0.87 -
14512at50557_103372_0:0005b9|STRG.10595.3:359-2671|+   -            771 42371at50557         -            451   1.1e-15   56.3   0.2   2   3     1e-08   2.9e-07   28.5   0.0   179   251    97   172    91   181 0.88 -
14512at50557_103372_0:0005b9|STRG.10595.3:359-2671|+   -            771 42371at50557         -            451   1.1e-15   56.3   0.2   3   3    0.0045      0.13   10.0   0.0   182   254   184   259   178   267 0.78 -
77772at50557_103372_0:001ea3|STRG.11847.1:0-944|+      -            315 42371at50557         -            451   1.1e-15   56.3   0.1   1   3   2.9e-07   8.3e-06   23.8   0.1   167   234     3    73     1    88 0.87 -
77772at50557_103372_0:001ea3|STRG.11847.1:0-944|+      -            315 42371at50557         -            451   1.1e-15   56.3   0.1   2   3     0.022      0.62    7.7   0.0   399   449    85   134    70   136 0.83 -
77772at50557_103372_0:001ea3|STRG.11847.1:0-944|+      -            315 42371at50557         -            451   1.1e-15   56.3   0.1   3   3     1e-06   2.9e-05   22.0   0.0   344   444   203   304   154   309 0.82 -
80377at50557_454923_0:001015|STRG.3236.1:148-927|+     -            260 42371at50557         -            451   1.6e-15   55.8   9.0   1   3   0.00093     0.026   12.2   0.0   417   449     1    33     1    35 0.95 -
80377at50557_454923_0:001015|STRG.3236.1:148-927|+     -            260 42371at50557         -            451   1.6e-15   55.8   9.0   2   3   1.3e-07   3.8e-06   24.9   0.8   177   263    87   180    83   184 0.82 -
80377at50557_454923_0:001015|STRG.3236.1:148-927|+     -            260 42371at50557         -            451   1.6e-15   55.8   9.0   3   3   4.4e-06   0.00013   19.9   0.2   189   258   186   254   171   259 0.81 -
14512at50557_103372_0:0005b9|STRG.10595.1:359-2938|+   -            860 42371at50557         -            451   1.7e-15   55.7   0.1   1   2   0.00034    0.0098   13.6   0.0   394   449    34    88    20    90 0.87 -
14512at50557_103372_0:0005b9|STRG.10595.1:359-2938|+   -            860 42371at50557         -            451   1.7e-15   55.7   0.1   2   2     8e-11   2.3e-09   35.5   0.0   179   329    97   257    90   259 0.82 -
14512at50557_103372_0:0005b9|STRG.10595.2:359-2995|+   -            879 42371at50557         -            451   1.8e-15   55.6   0.1   1   2   0.00035      0.01   13.6   0.0   394   449    34    88    20    90 0.87 -
14512at50557_103372_0:0005b9|STRG.10595.2:359-2995|+   -            879 42371at50557         -            451   1.8e-15   55.6   0.1   2   2   8.3e-11   2.4e-09   35.5   0.1   179   329    97   257    90   259 0.82 -
80377at50557_38123_0:002ff9|STRG.2736.3:333-1727|+     -            465 42371at50557         -            451     2e-15   55.4   4.2   1   4     0.029      0.83    7.3   0.0   394   441     4    51     1    60 0.66 -
80377at50557_38123_0:002ff9|STRG.2736.3:333-1727|+     -            465 42371at50557         -            451     2e-15   55.4   4.2   2   4   2.3e-07   6.5e-06   24.1   0.2   176   251    64   142    55   147 0.83 -
80377at50557_38123_0:002ff9|STRG.2736.3:333-1727|+     -            465 42371at50557         -            451     2e-15   55.4   4.2   3   4   0.00061     0.017   12.8   0.3   191   257   121   188   106   252 0.64 -
80377at50557_38123_0:002ff9|STRG.2736.3:333-1727|+     -            465 42371at50557         -            451     2e-15   55.4   4.2   4   4   0.00036      0.01   13.6   0.0   159   246   339   427   332   456 0.85 -
40115at50557_1629725_0:001335|STRG.8342.1:1526-2329|+  -            268 42371at50557         -            451   5.8e-15   53.9   7.8   1   6   4.3e-05    0.0012   16.6   0.1   395   450     3    56     1    57 0.86 -
40115at50557_1629725_0:001335|STRG.8342.1:1526-2329|+  -            268 42371at50557         -            451   5.8e-15   53.9   7.8   2   6   0.00043     0.012   13.3   0.0   177   228    62   117    59   122 0.73 -
40115at50557_1629725_0:001335|STRG.8342.1:1526-2329|+  -            268 42371at50557         -            451   5.8e-15   53.9   7.8   3   6   1.8e-06   5.2e-05   21.1   0.1   390   449   121   178   111   180 0.90 -
40115at50557_1629725_0:001335|STRG.8342.1:1526-2329|+  -            268 42371at50557         -            451   5.8e-15   53.9   7.8   4   6   0.00082     0.023   12.4   0.1   393   449   164   218   161   220 0.83 -
40115at50557_1629725_0:001335|STRG.8342.1:1526-2329|+  -            268 42371at50557         -            451   5.8e-15   53.9   7.8   5   6       2.3        66    1.0   0.0   178   214   186   220   182   233 0.65 -
40115at50557_1629725_0:001335|STRG.8342.1:1526-2329|+  -            268 42371at50557         -            451   5.8e-15   53.9   7.8   6   6         1        28    2.2   0.0   178   213   235   268   229   268 0.87 -
40115at50557_104421_0:0011ee|STRG.19716.1:1025-1888|+  -            288 42371at50557         -            451   6.6e-15   53.7   3.2   1   3      0.03      0.85    7.2   0.1   185   234    41    93    26   111 0.75 -
40115at50557_104421_0:0011ee|STRG.19716.1:1025-1888|+  -            288 42371at50557         -            451   6.6e-15   53.7   3.2   2   3   3.6e-10     1e-08   33.3   0.4   176   263   115   214   101   239 0.72 -
40115at50557_104421_0:0011ee|STRG.19716.1:1025-1888|+  -            288 42371at50557         -            451   6.6e-15   53.7   3.2   3   3   0.00047     0.013   13.2   0.0   203   251   236   287   207   288 0.68 -
40115at50557_110193_0:00292f|STRG.19716.2:1136-1870|+  -            245 42371at50557         -            451   7.6e-15   53.6   2.7   1   3     0.088       2.5    5.7   0.1   197   430    10    49     1    63 0.56 -
40115at50557_110193_0:00292f|STRG.19716.2:1136-1870|+  -            245 42371at50557         -            451   7.6e-15   53.6   2.7   2   3   2.6e-10   7.3e-09   33.8   0.4   176   264    72   172    60   196 0.72 -
40115at50557_110193_0:00292f|STRG.19716.2:1136-1870|+  -            245 42371at50557         -            451   7.6e-15   53.6   2.7   3   3   0.00036      0.01   13.6   0.0   203   251   193   244   165   245 0.68 -
40115at50557_110193_0:00292f|STRG.19716.3:1387-2121|+  -            245 42371at50557         -            451   7.6e-15   53.6   2.7   1   3     0.088       2.5    5.7   0.1   197   430    10    49     1    63 0.56 -
40115at50557_110193_0:00292f|STRG.19716.3:1387-2121|+  -            245 42371at50557         -            451   7.6e-15   53.6   2.7   2   3   2.6e-10   7.3e-09   33.8   0.4   176   264    72   172    60   196 0.72 -
40115at50557_110193_0:00292f|STRG.19716.3:1387-2121|+  -            245 42371at50557         -            451   7.6e-15   53.6   2.7   3   3   0.00036      0.01   13.6   0.0   203   251   193   244   165   245 0.68 -
40115at50557_110193_0:00292f|STRG.19716.4:789-1523|+   -            245 42371at50557         -            451   7.6e-15   53.6   2.7   1   3     0.088       2.5    5.7   0.1   197   430    10    49     1    63 0.56 -
40115at50557_110193_0:00292f|STRG.19716.4:789-1523|+   -            245 42371at50557         -            451   7.6e-15   53.6   2.7   2   3   2.6e-10   7.3e-09   33.8   0.4   176   264    72   172    60   196 0.72 -
40115at50557_110193_0:00292f|STRG.19716.4:789-1523|+   -            245 42371at50557         -            451   7.6e-15   53.6   2.7   3   3   0.00036      0.01   13.6   0.0   203   251   193   244   165   245 0.68 -
43121at50557_103372_0:001d6c|STRG.17025.1:106-1101|+   -            332 42371at50557         -            451   8.1e-15   53.5   0.9   1   2   4.8e-10   1.3e-08   33.0   0.7     5   219     7   248     3   258 0.71 -
43121at50557_103372_0:001d6c|STRG.17025.1:106-1101|+   -            332 42371at50557         -            451   8.1e-15   53.5   0.9   2   2   0.00018     0.005   14.6   0.0   188   243   267   326   261   331 0.86 -
31374at50557_133901_0:001035|STRG.10435.1:150-1769|+   -            540 42371at50557         -            451   8.2e-15   53.4   4.1   1   3      0.32         9    3.9   0.0   408   449   283   323   225   325 0.80 -
31374at50557_133901_0:001035|STRG.10435.1:150-1769|+   -            540 42371at50557         -            451   8.2e-15   53.4   4.1   2   3   1.3e-07   3.8e-06   24.9   0.1   352   450   312   408   310   409 0.82 -
31374at50557_133901_0:001035|STRG.10435.1:150-1769|+   -            540 42371at50557         -            451   8.2e-15   53.4   4.1   3   3   6.8e-10   1.9e-08   32.4   0.1   355   449   400   491   398   493 0.88 -
48053at50557_104421_0:0017a2|STRG.1421.1:6-1523|+      -            506 42371at50557         -            451   1.1e-14   53.0   0.6   1   3     1e-06   2.9e-05   22.0   0.1   394   450   239   294   228   295 0.87 -
48053at50557_104421_0:0017a2|STRG.1421.1:6-1523|+      -            506 42371at50557         -            451   1.1e-14   53.0   0.6   2   3   7.8e-08   2.2e-06   25.7   0.0   191   290   357   463   344   465 0.82 -
48053at50557_104421_0:0017a2|STRG.1421.1:6-1523|+      -            506 42371at50557         -            451   1.1e-14   53.0   0.6   3   3       2.9        83    0.7   0.0   176   212   467   503   464   505 0.81 -
43553at50557_136037_0:001d49|STRG.1233.2:37-822|+      -            262 42371at50557         -            451   2.6e-14   51.8   3.5   1   3    0.0098      0.28    8.8   0.0   171   219    41    89    32   104 0.85 -
43553at50557_136037_0:001d49|STRG.1233.2:37-822|+      -            262 42371at50557         -            451   2.6e-14   51.8   3.5   2   3   3.6e-06    0.0001   20.2   0.1   191   238   109   158   102   160 0.85 -
43553at50557_136037_0:001d49|STRG.1233.2:37-822|+      -            262 42371at50557         -            451   2.6e-14   51.8   3.5   3   3     2e-09   5.6e-08   30.9   0.2   182   281   141   248   136   259 0.82 -
56099at50557_34720_0:001a91|STRG.12890.2:0-1331|+      -            444 42371at50557         -            451   7.7e-14   50.2   0.2   1   4    0.0004     0.011   13.4   0.1   178   282    59   173    48   181 0.74 -
56099at50557_34720_0:001a91|STRG.12890.2:0-1331|+      -            444 42371at50557         -            451   7.7e-14   50.2   0.2   2   4     0.015      0.42    8.2   0.0   390   449   165   223   150   225 0.88 -
56099at50557_34720_0:001a91|STRG.12890.2:0-1331|+      -            444 42371at50557         -            451   7.7e-14   50.2   0.2   3   4    0.0057      0.16    9.6   0.0   390   446   206   262   179   267 0.72 -
56099at50557_34720_0:001a91|STRG.12890.2:0-1331|+      -            444 42371at50557         -            451   7.7e-14   50.2   0.2   4   4   1.4e-06     4e-05   21.5   0.0   177   254   273   352   266   360 0.79 -
40115at50557_144034_0:000898|STRG.19187.1:1281-2150|+  -            290 42371at50557         -            451   9.2e-14   50.0   4.0   1   3   0.00025    0.0072   14.1   0.2   181   251     2    75     1    89 0.81 -
40115at50557_144034_0:000898|STRG.19187.1:1281-2150|+  -            290 42371at50557         -            451   9.2e-14   50.0   4.0   2   3   7.2e-05     0.002   15.9   0.1   183   251    92   162    83   170 0.84 -
40115at50557_144034_0:000898|STRG.19187.1:1281-2150|+  -            290 42371at50557         -            451   9.2e-14   50.0   4.0   3   3   4.6e-05    0.0013   16.5   0.0   180   251   172   248   163   282 0.75 -
