#                                                                                                              --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                          accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                  ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
28600at50557_520822_0:000c07|STRG.6896.1:438-1517|+    -            360 28600at50557         -            507  1.7e-163  543.9   0.5   1   1  3.7e-165  2.1e-163  543.6   0.5     1   307    10   345    10   355 0.92 -
105221at50557_121845_0:0034ac|STRG.12679.1:526-1059|+  -            178 28600at50557         -            507    0.0011   16.6   0.2   1   2      0.12       6.9    4.2   0.0     3    37     7    41     4    97 0.86 -
105221at50557_121845_0:0034ac|STRG.12679.1:526-1059|+  -            178 28600at50557         -            507    0.0011   16.6   0.2   2   2   0.00092     0.052   11.2   0.4    97   147   124   176    81   178 0.77 -
105221at50557_121845_0:0034ac|STRG.12679.2:691-1224|+  -            178 28600at50557         -            507    0.0011   16.6   0.2   1   2      0.12       6.9    4.2   0.0     3    37     7    41     4    97 0.86 -
105221at50557_121845_0:0034ac|STRG.12679.2:691-1224|+  -            178 28600at50557         -            507    0.0011   16.6   0.2   2   2   0.00092     0.052   11.2   0.4    97   147   124   176    81   178 0.77 -
105221at50557_121845_0:0034ac|STRG.12679.3:228-761|+   -            178 28600at50557         -            507    0.0011   16.6   0.2   1   2      0.12       6.9    4.2   0.0     3    37     7    41     4    97 0.86 -
105221at50557_121845_0:0034ac|STRG.12679.3:228-761|+   -            178 28600at50557         -            507    0.0011   16.6   0.2   2   2   0.00092     0.052   11.2   0.4    97   147   124   176    81   178 0.77 -
119324at50557_516756_0:001c87|STRG.3262.2:3285-3647|+  -            121 28600at50557         -            507    0.0013   16.4   1.4   1   2     0.015      0.83    7.2   0.0   278   305    18    45     7    53 0.86 -
119324at50557_516756_0:001c87|STRG.3262.2:3285-3647|+  -            121 28600at50557         -            507    0.0013   16.4   1.4   2   2     0.005      0.28    8.7   0.2   165   192    54    81    48   107 0.84 -
119324at50557_516756_0:001c87|STRG.3262.3:3154-3516|+  -            121 28600at50557         -            507    0.0013   16.4   1.4   1   2     0.015      0.83    7.2   0.0   278   305    18    45     7    53 0.86 -
119324at50557_516756_0:001c87|STRG.3262.3:3154-3516|+  -            121 28600at50557         -            507    0.0013   16.4   1.4   2   2     0.005      0.28    8.7   0.2   165   192    54    81    48   107 0.84 -
119324at50557_516756_0:001c87|STRG.3262.4:2170-2532|+  -            121 28600at50557         -            507    0.0013   16.4   1.4   1   2     0.015      0.83    7.2   0.0   278   305    18    45     7    53 0.86 -
119324at50557_516756_0:001c87|STRG.3262.4:2170-2532|+  -            121 28600at50557         -            507    0.0013   16.4   1.4   2   2     0.005      0.28    8.7   0.2   165   192    54    81    48   107 0.84 -
119324at50557_516756_0:001c87|STRG.3262.5:2439-2801|+  -            121 28600at50557         -            507    0.0013   16.4   1.4   1   2     0.015      0.83    7.2   0.0   278   305    18    45     7    53 0.86 -
119324at50557_516756_0:001c87|STRG.3262.5:2439-2801|+  -            121 28600at50557         -            507    0.0013   16.4   1.4   2   2     0.005      0.28    8.7   0.2   165   192    54    81    48   107 0.84 -
119324at50557_516756_0:001c87|STRG.3262.6:870-1232|+   -            121 28600at50557         -            507    0.0013   16.4   1.4   1   2     0.015      0.83    7.2   0.0   278   305    18    45     7    53 0.86 -
119324at50557_516756_0:001c87|STRG.3262.6:870-1232|+   -            121 28600at50557         -            507    0.0013   16.4   1.4   2   2     0.005      0.28    8.7   0.2   165   192    54    81    48   107 0.84 -
104262at50557_610380_0:000ef5|STRG.8367.3:3-623|+      -            207 28600at50557         -            507    0.0024   15.5   0.0   1   1   5.5e-05    0.0031   15.2   0.0     3   145     6   164     4   181 0.71 -
119324at50557_319348_0:001162|STRG.9966.1:2477-2902|+  -            142 28600at50557         -            507    0.0061   14.2   0.0   1   1   0.00021     0.012   13.2   0.0   277   303    16    42     9    56 0.89 -
107216at50557_37001_0:0036b4|STRG.11774.1:273-662|+    -            130 28600at50557         -            507    0.0095   13.6   1.0   1   2       1.6        91    0.5   0.1   430   446     6    22     1    37 0.60 -
107216at50557_37001_0:0036b4|STRG.11774.1:273-662|+    -            130 28600at50557         -            507    0.0095   13.6   1.0   2   2   0.00045     0.025   12.2   0.3    76   155    25   112    17   117 0.74 -
109573at50557_136037_0:001d92|STRG.11774.2:757-1092|+  -            112 28600at50557         -            507      0.01   13.4   1.2   1   2       2.2   1.2e+02    0.0   0.1   426   445     2    21     1    31 0.79 -
109573at50557_136037_0:001d92|STRG.11774.2:757-1092|+  -            112 28600at50557         -            507      0.01   13.4   1.2   2   2    0.0005     0.028   12.0   0.3    75   153    24   110    17   112 0.73 -
118237at50557_13164_0:001264|STRG.8138.1:39-512|+      -            158 28600at50557         -            507     0.011   13.4   0.0   1   1   0.00021     0.012   13.3   0.0     1   113     3   120     3   155 0.61 -
104262at50557_378494_0:000a18|STRG.9147.2:291-425|+    -             45 28600at50557         -            507     0.012   13.3   0.1   1   1   0.00021     0.012   13.2   0.1   105   146     1    45     1    45 0.78 -
108271at50557_7460_0:001bde|STRG.2411.2:729-1201|+     -            119 28600at50557         -            507     0.013   13.1   0.0   1   1   0.00023     0.013   13.1   0.0    73   119    29    80     2   115 0.73 -
104262at50557_13164_0:00360e|STRG.831.6:471-983|+      -            171 28600at50557         -            507     0.016   12.9   0.0   1   1   0.00032     0.018   12.7   0.0    63   119    54   117    36   155 0.73 -
104262at50557_411798_0:001745|STRG.1308.1:128-718|+    -            197 28600at50557         -            507     0.018   12.6   0.0   1   1   0.00036      0.02   12.5   0.0    49   153    36   149     1   159 0.60 -
119324at50557_29053_0:0019d1|STRG.10143.4:490-768|+    -             93 28600at50557         -            507     0.021   12.5   0.0   1   2      0.02       1.1    6.8   0.0   163   189    14    40     4    64 0.68 -
119324at50557_29053_0:0019d1|STRG.10143.4:490-768|+    -             93 28600at50557         -            507     0.021   12.5   0.0   2   2     0.052       2.9    5.4   0.0   148   188    52    89    38    93 0.63 -
119324at50557_29053_0:0019d1|STRG.10143.6:366-644|+    -             93 28600at50557         -            507     0.021   12.5   0.0   1   2      0.02       1.1    6.8   0.0   163   189    14    40     4    64 0.68 -
119324at50557_29053_0:0019d1|STRG.10143.6:366-644|+    -             93 28600at50557         -            507     0.021   12.5   0.0   2   2     0.052       2.9    5.4   0.0   148   188    52    89    38    93 0.63 -
104262at50557_6973_0:00268c|STRG.8367.2:649-1164|+     -            162 28600at50557         -            507     0.024   12.3   0.0   1   2      0.43        24    2.4   0.0     3    22     6    25     4    36 0.83 -
104262at50557_6973_0:00268c|STRG.8367.2:649-1164|+     -            162 28600at50557         -            507     0.024   12.3   0.0   2   2    0.0076      0.43    8.1   0.0    76   145    48   119    45   137 0.69 -
119324at50557_454923_0:001f56|STRG.10143.5:188-487|+   -            100 28600at50557         -            507     0.025   12.2   0.0   1   2     0.027       1.5    6.3   0.0   163   188    21    46    10    66 0.68 -
119324at50557_454923_0:001f56|STRG.10143.5:188-487|+   -            100 28600at50557         -            507     0.025   12.2   0.0   2   2     0.065       3.6    5.1   0.0   148   188    59    96    46   100 0.62 -
119324at50557_609295_0:001eaf|STRG.13757.1:147-656|+   -            170 28600at50557         -            507      0.04   11.5   1.0   1   2       2.1   1.2e+02    0.1   0.0   282   307    25    50    16    63 0.83 -
119324at50557_609295_0:001eaf|STRG.13757.1:147-656|+   -            170 28600at50557         -            507      0.04   11.5   1.0   2   2    0.0037      0.21    9.2   0.3   167   210    92   137    73   158 0.69 -
104262at50557_6973_0:00268c|STRG.8367.1:397-902|+      -            163 28600at50557         -            507     0.057   11.0   0.0   1   2      0.42        24    2.4   0.0     3    23     6    26     4    37 0.83 -
104262at50557_6973_0:00268c|STRG.8367.1:397-902|+      -            163 28600at50557         -            507     0.057   11.0   0.0   2   2     0.018      0.99    6.9   0.0    98   145    72   120    46   138 0.71 -
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /data/projet1/projet_tutore/busco_downloads/lineages/insecta_odb10/hmms/28600at50557.hmm
# Target file:     annotation_analysis/annotation_gca/T_septentrionalis/busco_output/run_insecta_odb10/metaeuk_output/initial_results/assembled_transcripts.fasta.modified.fas
# Option settings: hmmsearch --domtblout annotation_analysis/annotation_gca/T_septentrionalis/busco_output/run_insecta_odb10/hmmer_output/initial_run_results/28600at50557.out --cpu 1 /data/projet1/projet_tutore/busco_downloads/lineages/insecta_odb10/hmms/28600at50557.hmm annotation_analysis/annotation_gca/T_septentrionalis/busco_output/run_insecta_odb10/metaeuk_output/initial_results/assembled_transcripts.fasta.modified.fas 
# Current dir:     /data/projet1/projet_tutore
# Date:            Sun Oct 13 13:54:13 2024
# [ok]
