#                                                                                                              --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                          accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                  ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
129956at50557_34720_0:00189a|STRG.11550.1:2-490|+      -            136 129956at50557        -            110     1e-60  201.4   0.3   1   1   2.3e-62   1.2e-60  201.2   0.3     5   108     2   109     1   114 0.94 -
129956at50557_7536_0:0043e4|STRG.2649.3:125-478|+      -            118 129956at50557        -            110   4.1e-08   32.0   0.0   1   1   1.3e-09   6.8e-08   31.3   0.0    32   103     1    73     1    79 0.90 -
129956at50557_7536_0:0043e4|STRG.2649.8:125-478|+      -            118 129956at50557        -            110   4.1e-08   32.0   0.0   1   1   1.3e-09   6.8e-08   31.3   0.0    32   103     1    73     1    79 0.90 -
129956at50557_411798_0:003661|STRG.19897.1:102-350|+   -             83 129956at50557        -            110   4.1e-08   32.0   0.1   1   1   9.2e-10   4.7e-08   31.8   0.1    27   104     1    78     1    81 0.96 -
117816at50557_7397_0:002a90|STRG.16228.1:16-174|-      -             53 129956at50557        -            110   7.3e-08   31.2   0.0   1   1   1.5e-09   7.5e-08   31.2   0.0    32    81     1    49     1    53 0.93 -
129956at50557_7176_0:003daf|STRG.11548.1:1538-1861|+   -            108 129956at50557        -            110   8.4e-08   31.0   0.1   1   1   1.9e-09   9.8e-08   30.8   0.1    27   103    33   108     5   108 0.90 -
129956at50557_88501_0:00036a|STRG.4283.8:417-665|+     -             83 129956at50557        -            110   1.1e-07   30.7   0.0   1   1   2.3e-09   1.2e-07   30.5   0.0    22    94     8    79     4    83 0.90 -
129956at50557_88501_0:00036a|STRG.4283.9:417-665|+     -             83 129956at50557        -            110   1.1e-07   30.7   0.0   1   1   2.3e-09   1.2e-07   30.5   0.0    22    94     8    79     4    83 0.90 -
129956at50557_13686_0:0011f5|STRG.4283.10:411-632|+    -             74 129956at50557        -            110   2.5e-07   29.5   0.0   1   1   4.9e-09   2.5e-07   29.5   0.0    27    94     4    70     1    74 0.90 -
129956at50557_38123_0:0017f4|STRG.10503.2:321-482|+    -             54 129956at50557        -            110   2.8e-07   29.3   0.0   1   1   5.5e-09   2.8e-07   29.3   0.0    33    82     2    51     1    54 0.91 -
129956at50557_307658_0:002521|STRG.4283.2:420-638|+    -             73 129956at50557        -            110   2.9e-07   29.3   0.0   1   1   5.7e-09   2.9e-07   29.2   0.0    27    94     3    69     1    73 0.90 -
129956at50557_307658_0:002521|STRG.4283.3:387-605|+    -             73 129956at50557        -            110   2.9e-07   29.3   0.0   1   1   5.7e-09   2.9e-07   29.2   0.0    27    94     3    69     1    73 0.90 -
129956at50557_307658_0:002521|STRG.4283.4:420-638|+    -             73 129956at50557        -            110   2.9e-07   29.3   0.0   1   1   5.7e-09   2.9e-07   29.2   0.0    27    94     3    69     1    73 0.90 -
129956at50557_307658_0:002521|STRG.4283.5:387-605|+    -             73 129956at50557        -            110   2.9e-07   29.3   0.0   1   1   5.7e-09   2.9e-07   29.2   0.0    27    94     3    69     1    73 0.90 -
129956at50557_307658_0:002521|STRG.4283.6:420-638|+    -             73 129956at50557        -            110   2.9e-07   29.3   0.0   1   1   5.7e-09   2.9e-07   29.2   0.0    27    94     3    69     1    73 0.90 -
129956at50557_121225_0:0029b4|STRG.6784.1:305-547|+    -             81 129956at50557        -            110   3.3e-07   29.1   0.1   1   1   6.7e-09   3.4e-07   29.0   0.1    33   103     1    70     1    77 0.82 -
129956at50557_121225_0:0029b4|STRG.6784.2:93-335|+     -             81 129956at50557        -            110   3.3e-07   29.1   0.1   1   1   6.7e-09   3.4e-07   29.0   0.1    33   103     1    70     1    77 0.82 -
129956at50557_121225_0:0029b4|STRG.6784.3:74-316|+     -             81 129956at50557        -            110   3.3e-07   29.1   0.1   1   1   6.7e-09   3.4e-07   29.0   0.1    33   103     1    70     1    77 0.82 -
104832at50557_315563_0:002a5b|STRG.3804.1:1238-1861|+  -            208 129956at50557        -            110   1.1e-06   27.5   0.0   1   2   1.1e-05   0.00059   18.6   0.0    28   102    52   123    41   131 0.85 -
104832at50557_315563_0:002a5b|STRG.3804.1:1238-1861|+  -            208 129956at50557        -            110   1.1e-06   27.5   0.0   2   2     0.047       2.4    7.0   0.0    32   105   135   202   127   206 0.79 -
104832at50557_315563_0:002a5b|STRG.3804.3:1238-1861|+  -            208 129956at50557        -            110   1.1e-06   27.5   0.0   1   2   1.1e-05   0.00059   18.6   0.0    28   102    52   123    41   131 0.85 -
104832at50557_315563_0:002a5b|STRG.3804.3:1238-1861|+  -            208 129956at50557        -            110   1.1e-06   27.5   0.0   2   2     0.047       2.4    7.0   0.0    32   105   135   202   127   206 0.79 -
104832at50557_315563_0:002a5b|STRG.3804.4:1238-1861|+  -            208 129956at50557        -            110   1.1e-06   27.5   0.0   1   2   1.1e-05   0.00059   18.6   0.0    28   102    52   123    41   131 0.85 -
104832at50557_315563_0:002a5b|STRG.3804.4:1238-1861|+  -            208 129956at50557        -            110   1.1e-06   27.5   0.0   2   2     0.047       2.4    7.0   0.0    32   105   135   202   127   206 0.79 -
104832at50557_315563_0:002a5b|STRG.3804.5:1290-1913|+  -            208 129956at50557        -            110   1.1e-06   27.5   0.0   1   2   1.1e-05   0.00059   18.6   0.0    28   102    52   123    41   131 0.85 -
104832at50557_315563_0:002a5b|STRG.3804.5:1290-1913|+  -            208 129956at50557        -            110   1.1e-06   27.5   0.0   2   2     0.047       2.4    7.0   0.0    32   105   135   202   127   206 0.79 -
129956at50557_7160_0:003f5c|STRG.10572.1:349-630|+     -             94 129956at50557        -            110   1.1e-06   27.4   0.0   1   1   2.5e-08   1.3e-06   27.2   0.0    42   103     2    65     1    71 0.87 -
129956at50557_7160_0:003f5c|STRG.10572.2:102-383|+     -             94 129956at50557        -            110   1.1e-06   27.4   0.0   1   1   2.5e-08   1.3e-06   27.2   0.0    42   103     2    65     1    71 0.87 -
129956at50557_7160_0:003f5c|STRG.10572.3:102-383|+     -             94 129956at50557        -            110   1.1e-06   27.4   0.0   1   1   2.5e-08   1.3e-06   27.2   0.0    42   103     2    65     1    71 0.87 -
129956at50557_7160_0:003f5c|STRG.10572.4:102-383|+     -             94 129956at50557        -            110   1.1e-06   27.4   0.0   1   1   2.5e-08   1.3e-06   27.2   0.0    42   103     2    65     1    71 0.87 -
117816at50557_13249_0:002086|STRG.10503.1:349-888|+    -            180 129956at50557        -            110   1.2e-06   27.3   0.0   1   1   3.3e-08   1.7e-06   26.8   0.0    31    83   118   170    83   177 0.85 -
129956at50557_441921_0:0017da|STRG.6134.2:155-397|+    -             81 129956at50557        -            110   8.6e-06   24.5   0.0   1   1   2.1e-07   1.1e-05   24.2   0.0    23   104     5    81     1    81 0.91 -
129956at50557_441921_0:0017da|STRG.6134.3:155-397|+    -             81 129956at50557        -            110   8.6e-06   24.5   0.0   1   1   2.1e-07   1.1e-05   24.2   0.0    23   104     5    81     1    81 0.91 -
129956at50557_441921_0:0017da|STRG.6134.4:155-397|+    -             81 129956at50557        -            110   8.6e-06   24.5   0.0   1   1   2.1e-07   1.1e-05   24.2   0.0    23   104     5    81     1    81 0.91 -
129956at50557_441921_0:0017da|STRG.6134.5:155-397|+    -             81 129956at50557        -            110   8.6e-06   24.5   0.0   1   1   2.1e-07   1.1e-05   24.2   0.0    23   104     5    81     1    81 0.91 -
129956at50557_441921_0:0017da|STRG.6134.6:155-397|+    -             81 129956at50557        -            110   8.6e-06   24.5   0.0   1   1   2.1e-07   1.1e-05   24.2   0.0    23   104     5    81     1    81 0.91 -
129956at50557_441921_0:0017da|STRG.6134.8:155-397|+    -             81 129956at50557        -            110   8.6e-06   24.5   0.0   1   1   2.1e-07   1.1e-05   24.2   0.0    23   104     5    81     1    81 0.91 -
129956at50557_441921_0:0017da|STRG.6134.9:155-397|+    -             81 129956at50557        -            110   8.6e-06   24.5   0.0   1   1   2.1e-07   1.1e-05   24.2   0.0    23   104     5    81     1    81 0.91 -
134150at50557_166423_0:002eec|STRG.6720.2:223-1447|+   -            391 129956at50557        -            110   1.3e-05   23.9   0.0   1   1   4.8e-07   2.5e-05   23.0   0.0    32   105   142   223   135   228 0.82 -
135254at50557_103372_0:002a85|STRG.8903.1:1111-1314|+  -             68 129956at50557        -            110   1.4e-05   23.8   0.0   1   1     3e-07   1.5e-05   23.7   0.0    33    95     2    67     1    68 0.89 -
135254at50557_103372_0:002a85|STRG.8903.2:1111-1314|+  -             68 129956at50557        -            110   1.4e-05   23.8   0.0   1   1     3e-07   1.5e-05   23.7   0.0    33    95     2    67     1    68 0.89 -
135254at50557_103372_0:002a85|STRG.8903.4:681-884|+    -             68 129956at50557        -            110   1.4e-05   23.8   0.0   1   1     3e-07   1.5e-05   23.7   0.0    33    95     2    67     1    68 0.89 -
135254at50557_103372_0:002a85|STRG.8903.5:1201-1404|+  -             68 129956at50557        -            110   1.4e-05   23.8   0.0   1   1     3e-07   1.5e-05   23.7   0.0    33    95     2    67     1    68 0.89 -
134150at50557_166423_0:002eec|STRG.6720.3:223-1476|+   -            418 129956at50557        -            110   1.5e-05   23.8   0.0   1   1   5.4e-07   2.8e-05   22.9   0.0    32   105   169   250   162   255 0.82 -
134150at50557_166423_0:002eec|STRG.6720.1:223-1479|+   -            419 129956at50557        -            110   1.5e-05   23.8   0.0   1   1   5.4e-07   2.8e-05   22.9   0.0    32   105   170   251   163   256 0.82 -
129956at50557_7176_0:003daf|STRG.19297.1:259-501|+     -             81 129956at50557        -            110   1.7e-05   23.6   0.1   1   1   4.7e-07   2.4e-05   23.1   0.1    32    81     1    50     1    74 0.81 -
129956at50557_91411_0:002117|STRG.5582.1:528-824|+     -             99 129956at50557        -            110   1.9e-05   23.4   0.0   1   1   4.3e-07   2.2e-05   23.2   0.0    32   102     1    72     1    81 0.82 -
105919at50557_88501_0:001ba1|STRG.16882.1:96-1928|+    -            611 129956at50557        -            110     3e-05   22.8   0.0   1   1   1.2e-06   6.1e-05   21.8   0.0    24    85   444   514   435   523 0.76 -
129956at50557_222816_0:00218d|STRG.11745.1:1216-1431|+ -             72 129956at50557        -            110   3.6e-05   22.5   0.0   1   1   7.4e-07   3.8e-05   22.5   0.0    33   104     2    71     1    72 0.93 -
129956at50557_222816_0:00218d|STRG.11745.2:1216-1431|+ -             72 129956at50557        -            110   3.6e-05   22.5   0.0   1   1   7.4e-07   3.8e-05   22.5   0.0    33   104     2    71     1    72 0.93 -
129956at50557_222816_0:00218d|STRG.11745.3:586-801|+   -             72 129956at50557        -            110   3.6e-05   22.5   0.0   1   1   7.4e-07   3.8e-05   22.5   0.0    33   104     2    71     1    72 0.93 -
53033at50557_34720_0:00179b|STRG.11526.1:78-2579|+     -            834 129956at50557        -            110   4.1e-05   22.3   0.0   1   1   4.3e-06   0.00022   20.0   0.0    28    86   134   192   125   205 0.89 -
53033at50557_34720_0:00179b|STRG.11526.2:0-2580|+      -            834 129956at50557        -            110   4.1e-05   22.3   0.0   1   1   4.3e-06   0.00022   20.0   0.0    28    86   134   192   125   205 0.89 -
53033at50557_34720_0:00179b|STRG.11526.3:78-2658|+     -            834 129956at50557        -            110   4.1e-05   22.3   0.0   1   1   4.3e-06   0.00022   20.0   0.0    28    86   134   192   125   205 0.89 -
53033at50557_34720_0:00179b|STRG.11526.4:54-2634|+     -            834 129956at50557        -            110   4.1e-05   22.3   0.0   1   1   4.3e-06   0.00022   20.0   0.0    28    86   134   192   125   205 0.89 -
53033at50557_34720_0:00179b|STRG.11526.5:0-2501|+      -            834 129956at50557        -            110   4.1e-05   22.3   0.0   1   1   4.3e-06   0.00022   20.0   0.0    28    86   134   192   125   205 0.89 -
81462at50557_568069_0:002a34|STRG.2592.1:0-1934|+      -            645 129956at50557        -            110   9.9e-05   21.1   0.0   1   1   4.2e-06   0.00021   20.0   0.0    11   107   275   372   268   375 0.89 -
129956at50557_315563_0:002b41|STRG.2649.1:293-628|+    -            112 129956at50557        -            110   0.00019   20.2   0.0   1   1   4.1e-06   0.00021   20.0   0.0    31   104    25   102     4   108 0.80 -
129956at50557_315563_0:002b41|STRG.2649.2:293-628|+    -            112 129956at50557        -            110   0.00019   20.2   0.0   1   1   4.1e-06   0.00021   20.0   0.0    31   104    25   102     4   108 0.80 -
129956at50557_315563_0:002b41|STRG.2649.4:293-628|+    -            112 129956at50557        -            110   0.00019   20.2   0.0   1   1   4.1e-06   0.00021   20.0   0.0    31   104    25   102     4   108 0.80 -
129956at50557_315563_0:002b41|STRG.2649.5:293-628|+    -            112 129956at50557        -            110   0.00019   20.2   0.0   1   1   4.1e-06   0.00021   20.0   0.0    31   104    25   102     4   108 0.80 -
129956at50557_315563_0:002b41|STRG.2649.6:293-628|+    -            112 129956at50557        -            110   0.00019   20.2   0.0   1   1   4.1e-06   0.00021   20.0   0.0    31   104    25   102     4   108 0.80 -
129956at50557_315563_0:002b41|STRG.2649.7:293-628|+    -            112 129956at50557        -            110   0.00019   20.2   0.0   1   1   4.1e-06   0.00021   20.0   0.0    31   104    25   102     4   108 0.80 -
129956at50557_38123_0:0017f4|STRG.11988.1:897-1067|+   -             57 129956at50557        -            110    0.0003   19.5   0.0   1   1   6.1e-06   0.00031   19.5   0.0    32    64     1    33     1    50 0.93 -
129956at50557_37344_0:0029cb|STRG.14384.1:201-419|+    -             73 129956at50557        -            110    0.0013   17.5   0.0   1   1   2.6e-05    0.0013   17.5   0.0    29    78    21    72     6    73 0.77 -
129956at50557_37344_0:0029cb|STRG.14384.2:289-507|+    -             73 129956at50557        -            110    0.0013   17.5   0.0   1   1   2.6e-05    0.0013   17.5   0.0    29    78    21    72     6    73 0.77 -
129956at50557_37344_0:0029cb|STRG.14384.3:262-480|+    -             73 129956at50557        -            110    0.0013   17.5   0.0   1   1   2.6e-05    0.0013   17.5   0.0    29    78    21    72     6    73 0.77 -
129956at50557_441921_0:0017da|STRG.8491.1:15-239|+     -             75 129956at50557        -            110    0.0017   17.1   0.0   1   1     4e-05    0.0021   16.9   0.0    29   104     5    75     1    75 0.90 -
30467at50557_144034_0:0022a4|STRG.11077.1:36-2123|+    -            696 129956at50557        -            110    0.0024   16.7   0.1   1   1   0.00013    0.0065   15.3   0.1    48   103   114   170   105   177 0.86 -
125548at50557_103372_0:000e1a|STRG.11309.1:26-870|+    -            246 129956at50557        -            110    0.0037   16.0   0.0   1   1   0.00013    0.0066   15.2   0.0    28    89   116   179   102   197 0.78 -
125548at50557_103372_0:000e1a|STRG.11309.2:0-683|+     -            228 129956at50557        -            110    0.0038   16.0   0.0   1   1   0.00011    0.0056   15.5   0.0    28    89    98   161    84   179 0.78 -
129956at50557_7160_0:003f5c|STRG.6848.1:617-817|+      -             67 129956at50557        -            110    0.0046   15.7   0.0   1   1   0.00014    0.0071   15.1   0.0    33   103     2    66     1    67 0.82 -
129956at50557_7160_0:003f5c|STRG.6848.2:617-817|+      -             67 129956at50557        -            110    0.0046   15.7   0.0   1   1   0.00014    0.0071   15.1   0.0    33   103     2    66     1    67 0.82 -
129956at50557_7160_0:003f5c|STRG.6848.3:617-817|+      -             67 129956at50557        -            110    0.0046   15.7   0.0   1   1   0.00014    0.0071   15.1   0.0    33   103     2    66     1    67 0.82 -
129956at50557_7160_0:003f5c|STRG.6848.4:617-817|+      -             67 129956at50557        -            110    0.0046   15.7   0.0   1   1   0.00014    0.0071   15.1   0.0    33   103     2    66     1    67 0.82 -
129956at50557_74873_0:002c71|STRG.8384.1:0-236|+       -             79 129956at50557        -            110    0.0066   15.2   0.0   1   1   0.00015    0.0076   15.0   0.0    28   102     7    77     3    79 0.83 -
135254at50557_13249_0:000902|STRG.5674.1:138-353|+     -             72 129956at50557        -            110     0.025   13.4   0.0   1   1    0.0016     0.085   11.7   0.0    27    93    13    72     5    72 0.82 -
135254at50557_13249_0:000902|STRG.5674.3:138-353|+     -             72 129956at50557        -            110     0.025   13.4   0.0   1   1    0.0016     0.085   11.7   0.0    27    93    13    72     5    72 0.82 -
135254at50557_13249_0:000902|STRG.5674.4:138-353|+     -             72 129956at50557        -            110     0.025   13.4   0.0   1   1    0.0016     0.085   11.7   0.0    27    93    13    72     5    72 0.82 -
24138at50557_7004_0:0051ca|STRG.18160.1:228-560|+      -            111 129956at50557        -            110     0.038   12.8   0.0   1   1     0.001     0.054   12.3   0.0    32   103    28    98    23   104 0.89 -
83433at50557_1507135_0:0010eb|STRG.16193.2:359-1096|-  -            246 129956at50557        -            110     0.064   12.1   0.0   1   2       3.1   1.6e+02    1.1   0.0    81   108     5    32     2    34 0.79 -
83433at50557_1507135_0:0010eb|STRG.16193.2:359-1096|-  -            246 129956at50557        -            110     0.064   12.1   0.0   2   2     0.016      0.83    8.5   0.0    31    75    42    78    36   111 0.77 -
83433at50557_1507135_0:0010eb|STRG.16193.4:365-1105|-  -            247 129956at50557        -            110     0.065   12.0   0.0   1   2       3.2   1.6e+02    1.1   0.0    81   108     5    32     2    34 0.79 -
83433at50557_1507135_0:0010eb|STRG.16193.4:365-1105|-  -            247 129956at50557        -            110     0.065   12.0   0.0   2   2     0.016      0.84    8.5   0.0    31    75    42    78    36   111 0.77 -
83433at50557_1507135_0:0010eb|STRG.16193.3:698-1441|-  -            248 129956at50557        -            110     0.066   12.0   0.0   1   2       3.2   1.6e+02    1.1   0.0    81   108     5    32     2    34 0.79 -
83433at50557_1507135_0:0010eb|STRG.16193.3:698-1441|-  -            248 129956at50557        -            110     0.066   12.0   0.0   2   2     0.016      0.84    8.5   0.0    31    75    42    78    36   111 0.77 -
83433at50557_156304_0:001c1d|STRG.16193.5:2673-3434|-  -            254 129956at50557        -            110     0.071   11.9   0.0   1   2       3.3   1.7e+02    1.0   0.0    81   108     5    32     2    34 0.79 -
83433at50557_156304_0:001c1d|STRG.16193.5:2673-3434|-  -            254 129956at50557        -            110     0.071   11.9   0.0   2   2     0.017      0.88    8.4   0.0    31    75    42    78    36   111 0.77 -
49780at50557_13686_0:001eb7|STRG.10742.1:0-2315|+      -            772 129956at50557        -            110     0.081   11.7   0.0   1   1    0.0053      0.27   10.0   0.0    32    78   310   355   298   368 0.85 -
83433at50557_156304_0:001c1d|STRG.16193.1:2355-3164|-  -            270 129956at50557        -            110     0.083   11.7   0.0   1   2       3.6   1.8e+02    0.9   0.0    81   108     5    32     2    34 0.79 -
83433at50557_156304_0:001c1d|STRG.16193.1:2355-3164|-  -            270 129956at50557        -            110     0.083   11.7   0.0   2   2     0.019      0.97    8.3   0.0    31    75    42    78    36   111 0.77 -
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /data/projet1/projet_tutore/busco_downloads/lineages/insecta_odb10/hmms/129956at50557.hmm
# Target file:     annotation_analysis/annotation_gca/T_septentrionalis/busco_output/run_insecta_odb10/metaeuk_output/initial_results/assembled_transcripts.fasta.modified.fas
# Option settings: hmmsearch --domtblout annotation_analysis/annotation_gca/T_septentrionalis/busco_output/run_insecta_odb10/hmmer_output/initial_run_results/129956at50557.out --cpu 1 /data/projet1/projet_tutore/busco_downloads/lineages/insecta_odb10/hmms/129956at50557.hmm annotation_analysis/annotation_gca/T_septentrionalis/busco_output/run_insecta_odb10/metaeuk_output/initial_results/assembled_transcripts.fasta.modified.fas 
# Current dir:     /data/projet1/projet_tutore
# Date:            Sun Oct 13 13:52:50 2024
# [ok]
