#                                                                                                              --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                          accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                  ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
54603at50557_103372_0:00290d|STRG.14974.1:0-1844|+     -            615 54603at50557         -            483  1.7e-232  771.0  24.8   1   1  3.4e-234  2.2e-232  770.7  24.8     1   481    96   613    96   615 0.95 -
7376at50557_64793_0:000e0b|STRG.16440.1:1351-5874|+    -           1508 54603at50557         -            483   1.8e-29  101.5  33.9   4   4   1.4e-08     9e-07   26.7   0.7   339   429   764   857   737   868 0.80 -
7376at50557_64793_0:000e0b|STRG.16440.2:1351-5891|+    -           1507 54603at50557         -            483   1.9e-29  101.5  34.0   1   4   2.1e-08   1.4e-06   26.1   7.2   332   435   139   248   136   256 0.80 -
7376at50557_64793_0:000e0b|STRG.16440.2:1351-5891|+    -           1507 54603at50557         -            483   1.9e-29  101.5  34.0   2   4   1.6e-12   1.1e-10   39.6   0.3    35   171   317   469   312   473 0.84 -
7376at50557_64793_0:000e0b|STRG.16440.2:1351-5891|+    -           1507 54603at50557         -            483   1.9e-29  101.5  34.0   3   4   2.2e-06   0.00014   19.4   0.8   327   415   555   651   547   674 0.69 -
7376at50557_64793_0:000e0b|STRG.16440.2:1351-5891|+    -           1507 54603at50557         -            483   1.9e-29  101.5  34.0   4   4   1.4e-08     9e-07   26.7   0.7   339   429   764   857   737   868 0.80 -
83902at50557_13686_0:0017a1|STRG.14905.1:0-851|+       -            284 54603at50557         -            483   2.3e-25   88.0  19.9   1   2   1.3e-09   8.3e-08   30.1   3.0    38   141    30   137    11   140 0.63 -
83902at50557_13686_0:0017a1|STRG.14905.1:0-851|+       -            284 54603at50557         -            483   2.3e-25   88.0  19.9   2   2   4.9e-22   3.2e-20   71.0   9.2   265   425    49   217    42   226 0.89 -
25718at50557_34720_0:000a06|STRG.4682.4:191-3458|+     -           1078 54603at50557         -            483   1.3e-24   85.5  20.3   1   4   0.00014    0.0093   13.4   0.1   340   417     4    87     1    96 0.81 -
25718at50557_34720_0:000a06|STRG.4682.4:191-3458|+     -           1078 54603at50557         -            483   1.3e-24   85.5  20.3   2   4   1.2e-09   7.8e-08   30.2   0.4    59   178    93   230    85   235 0.81 -
25718at50557_34720_0:000a06|STRG.4682.4:191-3458|+     -           1078 54603at50557         -            483   1.3e-24   85.5  20.3   3   4   9.5e-09   6.3e-07   27.2   2.6    81   139   238   297   231   328 0.86 -
25718at50557_34720_0:000a06|STRG.4682.4:191-3458|+     -           1078 54603at50557         -            483   1.3e-24   85.5  20.3   4   4     1e-07   6.7e-06   23.8   2.0   270   413   333   489   311   492 0.74 -
83902at50557_43151_0:00286a|STRG.4939.1:242-730|+      -            163 54603at50557         -            483   1.9e-24   85.0  10.4   1   2   1.6e-14   1.1e-12   46.2   0.8    57   138    32   113    25   114 0.96 -
83902at50557_43151_0:00286a|STRG.4939.1:242-730|+      -            163 54603at50557         -            483   1.9e-24   85.0  10.4   2   2   1.3e-15   8.4e-14   49.9   3.0   356   435    78   158    77   162 0.95 -
83902at50557_7165_0:002695|STRG.4939.3:358-846|+       -            163 54603at50557         -            483   1.9e-24   85.0  10.4   1   2   1.6e-14   1.1e-12   46.2   0.8    57   138    32   113    25   114 0.96 -
83902at50557_7165_0:002695|STRG.4939.3:358-846|+       -            163 54603at50557         -            483   1.9e-24   85.0  10.4   2   2   1.3e-15   8.4e-14   49.9   3.0   356   435    78   158    77   162 0.95 -
109776at50557_199890_0:001686|STRG.13212.1:138-638|+   -            167 54603at50557         -            483   3.7e-24   84.0   5.4   1   2   1.3e-09   8.7e-08   30.0   0.1   368   423     8    64     1    70 0.69 -
109776at50557_199890_0:001686|STRG.13212.1:138-638|+   -            167 54603at50557         -            483   3.7e-24   84.0   5.4   2   2   3.6e-18   2.3e-16   58.3   1.3   330   434    61   167    59   167 0.94 -
8280at50557_7160_0:00112a|STRG.14298.1:1312-2496|+     -            395 54603at50557         -            483   7.6e-24   83.0   3.2   1   3   3.3e-15   2.2e-13   48.5   0.0   275   418     7   162     2   164 0.85 -
8280at50557_7160_0:00112a|STRG.14298.1:1312-2496|+     -            395 54603at50557         -            483   7.6e-24   83.0   3.2   2   3   7.2e-06   0.00048   17.7   0.1    58   110   122   176   115   177 0.72 -
8280at50557_7160_0:00112a|STRG.14298.1:1312-2496|+     -            395 54603at50557         -            483   7.6e-24   83.0   3.2   3   3   7.1e-10   4.7e-08   30.9   1.4   268   389   168   299   165   307 0.84 -
25718at50557_7536_0:0032ee|STRG.18760.1:1379-3124|+    -            582 54603at50557         -            483   3.3e-23   80.9  28.9   1   3    0.0024      0.16    9.4   0.1    59   155     8   114     3   122 0.59 -
25718at50557_7536_0:0032ee|STRG.18760.1:1379-3124|+    -            582 54603at50557         -            483   3.3e-23   80.9  28.9   2   3   6.8e-09   4.5e-07   27.7   1.0   162   312    61   201    31   210 0.61 -
25718at50557_7536_0:0032ee|STRG.18760.1:1379-3124|+    -            582 54603at50557         -            483   3.3e-23   80.9  28.9   3   3   1.2e-17   7.8e-16   56.5  21.9    39   391   185   574   183   580 0.79 -
25718at50557_7536_0:0032ee|STRG.18760.2:315-2060|+     -            582 54603at50557         -            483   3.3e-23   80.9  28.9   1   3    0.0024      0.16    9.4   0.1    59   155     8   114     3   122 0.59 -
25718at50557_7536_0:0032ee|STRG.18760.2:315-2060|+     -            582 54603at50557         -            483   3.3e-23   80.9  28.9   2   3   6.8e-09   4.5e-07   27.7   1.0   162   312    61   201    31   210 0.61 -
25718at50557_7536_0:0032ee|STRG.18760.2:315-2060|+     -            582 54603at50557         -            483   3.3e-23   80.9  28.9   3   3   1.2e-17   7.8e-16   56.5  21.9    39   391   185   574   183   580 0.79 -
109776at50557_7176_0:003c1e|STRG.16399.2:270-896|+     -            209 54603at50557         -            483     2e-22   78.3   7.4   1   3   7.4e-05    0.0049   14.3   0.0   162   206    34    78    23    80 0.83 -
109776at50557_7176_0:003c1e|STRG.16399.2:270-896|+     -            209 54603at50557         -            483     2e-22   78.3   7.4   2   3   1.5e-16   9.6e-15   53.0   0.5   336   429    58   152    58   152 0.95 -
109776at50557_7176_0:003c1e|STRG.16399.2:270-896|+     -            209 54603at50557         -            483     2e-22   78.3   7.4   3   3   8.9e-09   5.8e-07   27.3   0.2   350   415   141   206   141   209 0.95 -
109776at50557_7176_0:003c1e|STRG.16399.5:270-896|+     -            209 54603at50557         -            483     2e-22   78.3   7.4   1   3   7.4e-05    0.0049   14.3   0.0   162   206    34    78    23    80 0.83 -
109776at50557_7176_0:003c1e|STRG.16399.5:270-896|+     -            209 54603at50557         -            483     2e-22   78.3   7.4   2   3   1.5e-16   9.6e-15   53.0   0.5   336   429    58   152    58   152 0.95 -
109776at50557_7176_0:003c1e|STRG.16399.5:270-896|+     -            209 54603at50557         -            483     2e-22   78.3   7.4   3   3   8.9e-09   5.8e-07   27.3   0.2   350   415   141   206   141   209 0.95 -
109776at50557_7176_0:003c1e|STRG.16399.6:270-896|+     -            209 54603at50557         -            483     2e-22   78.3   7.4   1   3   7.4e-05    0.0049   14.3   0.0   162   206    34    78    23    80 0.83 -
109776at50557_7176_0:003c1e|STRG.16399.6:270-896|+     -            209 54603at50557         -            483     2e-22   78.3   7.4   2   3   1.5e-16   9.6e-15   53.0   0.5   336   429    58   152    58   152 0.95 -
109776at50557_7176_0:003c1e|STRG.16399.6:270-896|+     -            209 54603at50557         -            483     2e-22   78.3   7.4   3   3   8.9e-09   5.8e-07   27.3   0.2   350   415   141   206   141   209 0.95 -
83902at50557_69319_0:00175e|STRG.14466.1:550-1008|+    -            153 54603at50557         -            483   4.8e-21   73.7   5.5   1   1   3.1e-22     2e-20   71.7   5.5   295   435     1   150     1   152 0.92 -
8280at50557_74869_0:001108|STRG.7431.1:184-1329|+      -            382 54603at50557         -            483   1.5e-20   72.1  26.1   1   4   0.00078     0.051   11.0   6.7   336   435     4   103     1   114 0.48 -
8280at50557_74869_0:001108|STRG.7431.1:184-1329|+      -            382 54603at50557         -            483   1.5e-20   72.1  26.1   2   4   2.9e-05    0.0019   15.7   0.5   142   201   113   174    89   179 0.68 -
8280at50557_74869_0:001108|STRG.7431.1:184-1329|+      -            382 54603at50557         -            483   1.5e-20   72.1  26.1   3   4   9.4e-12   6.2e-10   37.1   1.3   335   461   158   298   152   302 0.82 -
8280at50557_74869_0:001108|STRG.7431.1:184-1329|+      -            382 54603at50557         -            483   1.5e-20   72.1  26.1   4   4   2.2e-08   1.5e-06   26.0   0.6    58   119   305   365   300   379 0.80 -
8280at50557_121225_0:0005bf|STRG.15499.1:938-2797|+    -            620 54603at50557         -            483   2.9e-20   71.2  42.7   1   5     0.025       1.7    6.0   0.6   380   416     2    39     1    44 0.81 -
8280at50557_121225_0:0005bf|STRG.15499.1:938-2797|+    -            620 54603at50557         -            483   2.9e-20   71.2  42.7   2   5   4.6e-13     3e-11   41.4  13.7   270   430    48   223    39   225 0.84 -
8280at50557_121225_0:0005bf|STRG.15499.1:938-2797|+    -            620 54603at50557         -            483   2.9e-20   71.2  42.7   3   5   1.2e-08   8.1e-07   26.8   5.9   248   346   196   301   191   305 0.86 -
8280at50557_121225_0:0005bf|STRG.15499.1:938-2797|+    -            620 54603at50557         -            483   2.9e-20   71.2  42.7   4   5    0.0021      0.14    9.6   0.1    52   117   319   386   315   396 0.57 -
8280at50557_121225_0:0005bf|STRG.15499.1:938-2797|+    -            620 54603at50557         -            483   2.9e-20   71.2  42.7   5   5   0.00023     0.015   12.7   0.8   302   387   498   596   493   601 0.70 -
8280at50557_121225_0:0005bf|STRG.15499.2:420-2279|+    -            620 54603at50557         -            483   2.9e-20   71.2  42.7   1   5     0.025       1.7    6.0   0.6   380   416     2    39     1    44 0.81 -
8280at50557_121225_0:0005bf|STRG.15499.2:420-2279|+    -            620 54603at50557         -            483   2.9e-20   71.2  42.7   2   5   4.6e-13     3e-11   41.4  13.7   270   430    48   223    39   225 0.84 -
8280at50557_121225_0:0005bf|STRG.15499.2:420-2279|+    -            620 54603at50557         -            483   2.9e-20   71.2  42.7   3   5   1.2e-08   8.1e-07   26.8   5.9   248   346   196   301   191   305 0.86 -
8280at50557_121225_0:0005bf|STRG.15499.2:420-2279|+    -            620 54603at50557         -            483   2.9e-20   71.2  42.7   4   5    0.0021      0.14    9.6   0.1    52   117   319   386   315   396 0.57 -
8280at50557_121225_0:0005bf|STRG.15499.2:420-2279|+    -            620 54603at50557         -            483   2.9e-20   71.2  42.7   5   5   0.00023     0.015   12.7   0.8   302   387   498   596   493   601 0.70 -
109776at50557_197043_0:000d7d|STRG.14466.3:297-707|+   -            137 54603at50557         -            483     3e-20   71.1   4.0   1   2   1.8e-05    0.0012   16.4   0.0    96   139     5    48     2    53 0.73 -
109776at50557_197043_0:000d7d|STRG.14466.3:297-707|+   -            137 54603at50557         -            483     3e-20   71.1   4.0   2   2   4.7e-17   3.1e-15   54.6   1.9   351   434    53   137    49   137 0.95 -
8280at50557_74869_0:001375|STRG.6071.1:387-1631|+      -            415 54603at50557         -            483   3.7e-20   70.8  20.1   1   4   4.8e-08   3.2e-06   24.9   0.8   339   435    26   125    22   133 0.85 -
8280at50557_74869_0:001375|STRG.6071.1:387-1631|+      -            415 54603at50557         -            483   3.7e-20   70.8  20.1   2   4   2.9e-09   1.9e-07   28.9   1.8    58   120   139   201   131   224 0.86 -
8280at50557_74869_0:001375|STRG.6071.1:387-1631|+      -            415 54603at50557         -            483   3.7e-20   70.8  20.1   3   4   4.3e-05    0.0028   15.1   3.7    97   195   234   335   206   336 0.49 -
8280at50557_74869_0:001375|STRG.6071.1:387-1631|+      -            415 54603at50557         -            483   3.7e-20   70.8  20.1   4   4   1.3e-05   0.00088   16.8   0.3    59   138   302   385   300   392 0.80 -
25718at50557_197043_0:00510d|STRG.9878.1:204-1469|+    -            422 54603at50557         -            483   6.7e-20   70.0  37.5   1   2   1.4e-06   9.5e-05   20.0   7.3    50   141    42   134    13   141 0.78 -
25718at50557_197043_0:00510d|STRG.9878.1:204-1469|+    -            422 54603at50557         -            483   6.7e-20   70.0  37.5   2   2   1.5e-13     1e-11   43.0  24.5    59   308   121   376   119   382 0.82 -
8280at50557_113334_0:00096f|STRG.1920.1:899-2212|+     -            438 54603at50557         -            483   7.2e-20   69.9  23.3   1   5      0.35        23    2.2   0.1   163   198    38    74     8    90 0.47 -
8280at50557_113334_0:00096f|STRG.1920.1:899-2212|+     -            438 54603at50557         -            483   7.2e-20   69.9  23.3   2   5   3.8e-15   2.5e-13   48.3   8.3   271   437    90   265    86   271 0.84 -
8280at50557_113334_0:00096f|STRG.1920.1:899-2212|+     -            438 54603at50557         -            483   7.2e-20   69.9  23.3   3   5    0.0039      0.26    8.7   0.0   274   309   286   321   275   325 0.83 -
8280at50557_113334_0:00096f|STRG.1920.1:899-2212|+     -            438 54603at50557         -            483   7.2e-20   69.9  23.3   4   5    0.0003     0.019   12.4   0.6   353   416   326   392   323   396 0.85 -
8280at50557_113334_0:00096f|STRG.1920.1:899-2212|+     -            438 54603at50557         -            483   7.2e-20   69.9  23.3   5   5      0.14       9.4    3.5   0.0   136   173   396   437   392   438 0.78 -
8280at50557_113334_0:00096f|STRG.1920.2:761-2074|+     -            438 54603at50557         -            483   7.2e-20   69.9  23.3   1   5      0.35        23    2.2   0.1   163   198    38    74     8    90 0.47 -
8280at50557_113334_0:00096f|STRG.1920.2:761-2074|+     -            438 54603at50557         -            483   7.2e-20   69.9  23.3   2   5   3.8e-15   2.5e-13   48.3   8.3   271   437    90   265    86   271 0.84 -
8280at50557_113334_0:00096f|STRG.1920.2:761-2074|+     -            438 54603at50557         -            483   7.2e-20   69.9  23.3   3   5    0.0039      0.26    8.7   0.0   274   309   286   321   275   325 0.83 -
8280at50557_113334_0:00096f|STRG.1920.2:761-2074|+     -            438 54603at50557         -            483   7.2e-20   69.9  23.3   4   5    0.0003     0.019   12.4   0.6   353   416   326   392   323   396 0.85 -
8280at50557_113334_0:00096f|STRG.1920.2:761-2074|+     -            438 54603at50557         -            483   7.2e-20   69.9  23.3   5   5      0.14       9.4    3.5   0.0   136   173   396   437   392   438 0.78 -
8280at50557_113334_0:00096f|STRG.1920.3:776-2089|+     -            438 54603at50557         -            483   7.2e-20   69.9  23.3   1   5      0.35        23    2.2   0.1   163   198    38    74     8    90 0.47 -
8280at50557_113334_0:00096f|STRG.1920.3:776-2089|+     -            438 54603at50557         -            483   7.2e-20   69.9  23.3   2   5   3.8e-15   2.5e-13   48.3   8.3   271   437    90   265    86   271 0.84 -
8280at50557_113334_0:00096f|STRG.1920.3:776-2089|+     -            438 54603at50557         -            483   7.2e-20   69.9  23.3   3   5    0.0039      0.26    8.7   0.0   274   309   286   321   275   325 0.83 -
8280at50557_113334_0:00096f|STRG.1920.3:776-2089|+     -            438 54603at50557         -            483   7.2e-20   69.9  23.3   4   5    0.0003     0.019   12.4   0.6   353   416   326   392   323   396 0.85 -
8280at50557_113334_0:00096f|STRG.1920.3:776-2089|+     -            438 54603at50557         -            483   7.2e-20   69.9  23.3   5   5      0.14       9.4    3.5   0.0   136   173   396   437   392   438 0.78 -
8280at50557_113334_0:00096f|STRG.1920.4:621-1934|+     -            438 54603at50557         -            483   7.2e-20   69.9  23.3   1   5      0.35        23    2.2   0.1   163   198    38    74     8    90 0.47 -
8280at50557_113334_0:00096f|STRG.1920.4:621-1934|+     -            438 54603at50557         -            483   7.2e-20   69.9  23.3   2   5   3.8e-15   2.5e-13   48.3   8.3   271   437    90   265    86   271 0.84 -
8280at50557_113334_0:00096f|STRG.1920.4:621-1934|+     -            438 54603at50557         -            483   7.2e-20   69.9  23.3   3   5    0.0039      0.26    8.7   0.0   274   309   286   321   275   325 0.83 -
8280at50557_113334_0:00096f|STRG.1920.4:621-1934|+     -            438 54603at50557         -            483   7.2e-20   69.9  23.3   4   5    0.0003     0.019   12.4   0.6   353   416   326   392   323   396 0.85 -
8280at50557_113334_0:00096f|STRG.1920.4:621-1934|+     -            438 54603at50557         -            483   7.2e-20   69.9  23.3   5   5      0.14       9.4    3.5   0.0   136   173   396   437   392   438 0.78 -
8280at50557_121225_0:0005bf|STRG.17811.1:72-1883|+     -            604 54603at50557         -            483   9.2e-20   69.5  36.0   1   4   1.7e-06   0.00011   19.8   6.5   341   439     9   110     3   123 0.72 -
8280at50557_121225_0:0005bf|STRG.17811.1:72-1883|+     -            604 54603at50557         -            483   9.2e-20   69.5  36.0   2   4   7.3e-08   4.8e-06   24.3   7.2   162   307   251   406   247   409 0.82 -
8280at50557_121225_0:0005bf|STRG.17811.1:72-1883|+     -            604 54603at50557         -            483   9.2e-20   69.5  36.0   3   4   1.5e-07     1e-05   23.2   0.8    82   146   394   460   390   463 0.84 -
8280at50557_121225_0:0005bf|STRG.17811.1:72-1883|+     -            604 54603at50557         -            483   9.2e-20   69.5  36.0   4   4   1.2e-05   0.00078   17.0   1.3   107   185   489   580   464   601 0.66 -
8280at50557_121225_0:0005bf|STRG.17811.2:211-2022|+    -            604 54603at50557         -            483   9.2e-20   69.5  36.0   1   4   1.7e-06   0.00011   19.8   6.5   341   439     9   110     3   123 0.72 -
8280at50557_121225_0:0005bf|STRG.17811.2:211-2022|+    -            604 54603at50557         -            483   9.2e-20   69.5  36.0   2   4   7.3e-08   4.8e-06   24.3   7.2   162   307   251   406   247   409 0.82 -
8280at50557_121225_0:0005bf|STRG.17811.2:211-2022|+    -            604 54603at50557         -            483   9.2e-20   69.5  36.0   3   4   1.5e-07     1e-05   23.2   0.8    82   146   394   460   390   463 0.84 -
8280at50557_121225_0:0005bf|STRG.17811.2:211-2022|+    -            604 54603at50557         -            483   9.2e-20   69.5  36.0   4   4   1.2e-05   0.00078   17.0   1.3   107   185   489   580   464   601 0.66 -
7376at50557_38123_0:000ed3|STRG.5286.1:261-1358|+      -            366 54603at50557         -            483     1e-19   69.3   5.8   1   3   3.8e-09   2.5e-07   28.5   0.8   217   326    20   136    17   136 0.83 -
7376at50557_38123_0:000ed3|STRG.5286.1:261-1358|+      -            366 54603at50557         -            483     1e-19   69.3   5.8   2   3   1.6e-12   1.1e-10   39.6   0.1   268   438   125   309   118   317 0.82 -
7376at50557_38123_0:000ed3|STRG.5286.1:261-1358|+      -            366 54603at50557         -            483     1e-19   69.3   5.8   3   3    0.0057      0.38    8.1   0.8    57   115   295   355   293   361 0.71 -
109776at50557_224129_0:0012db|STRG.13212.2:231-731|+   -            167 54603at50557         -            483   1.2e-19   69.1   5.1   1   2   3.3e-10   2.1e-08   32.0   0.5   358   427     2    72     1    76 0.81 -
109776at50557_224129_0:0012db|STRG.13212.2:231-731|+   -            167 54603at50557         -            483   1.2e-19   69.1   5.1   2   2   4.2e-13   2.8e-11   41.6   0.7   330   413    65   150    63   161 0.91 -
109776at50557_103372_0:0011f7|STRG.20088.1:0-713|+     -            238 54603at50557         -            483   1.6e-19   68.8   8.2   1   2   9.5e-16   6.2e-14   50.3   1.2   339   444    19   127    13   129 0.87 -
109776at50557_103372_0:0011f7|STRG.20088.1:0-713|+     -            238 54603at50557         -            483   1.6e-19   68.8   8.2   2   2   2.6e-07   1.7e-05   22.4   0.9   355   415   129   189   127   207 0.76 -
109776at50557_103372_0:0011f7|STRG.20088.2:249-962|+   -            238 54603at50557         -            483   1.6e-19   68.8   8.2   1   2   9.5e-16   6.2e-14   50.3   1.2   339   444    19   127    13   129 0.87 -
109776at50557_103372_0:0011f7|STRG.20088.2:249-962|+   -            238 54603at50557         -            483   1.6e-19   68.8   8.2   2   2   2.6e-07   1.7e-05   22.4   0.9   355   415   129   189   127   207 0.76 -
8280at50557_1218281_0:0023d1|STRG.3641.1:473-1369|+    -            299 54603at50557         -            483   4.4e-19   67.3  23.7   1   4      0.18        12    3.2   0.1    31    56    20    45    10    49 0.61 -
8280at50557_1218281_0:0023d1|STRG.3641.1:473-1369|+    -            299 54603at50557         -            483   4.4e-19   67.3  23.7   2   4   1.7e-13   1.1e-11   42.9  11.2   332   469    47   193    25   200 0.81 -
8280at50557_1218281_0:0023d1|STRG.3641.1:473-1369|+    -            299 54603at50557         -            483   4.4e-19   67.3  23.7   3   4   1.5e-05   0.00096   16.7   3.2   336   393   193   252   192   253 0.83 -
8280at50557_1218281_0:0023d1|STRG.3641.1:473-1369|+    -            299 54603at50557         -            483   4.4e-19   67.3  23.7   4   4   1.7e-05    0.0011   16.4   0.6   336   386   239   293   233   297 0.76 -
8280at50557_1218281_0:0023d1|STRG.3641.2:473-1369|+    -            299 54603at50557         -            483   4.4e-19   67.3  23.7   1   4      0.18        12    3.2   0.1    31    56    20    45    10    49 0.61 -
8280at50557_1218281_0:0023d1|STRG.3641.2:473-1369|+    -            299 54603at50557         -            483   4.4e-19   67.3  23.7   2   4   1.7e-13   1.1e-11   42.9  11.2   332   469    47   193    25   200 0.81 -
8280at50557_1218281_0:0023d1|STRG.3641.2:473-1369|+    -            299 54603at50557         -            483   4.4e-19   67.3  23.7   3   4   1.5e-05   0.00096   16.7   3.2   336   393   193   252   192   253 0.83 -
8280at50557_1218281_0:0023d1|STRG.3641.2:473-1369|+    -            299 54603at50557         -            483   4.4e-19   67.3  23.7   4   4   1.7e-05    0.0011   16.4   0.6   336   386   239   293   233   297 0.76 -
25718at50557_13249_0:001bb5|STRG.1916.1:192-1400|+     -            403 54603at50557         -            483   4.5e-19   67.2  29.9   1   3   4.7e-11   3.1e-09   34.8   5.4    62   200     4   131     1   151 0.66 -
25718at50557_13249_0:001bb5|STRG.1916.1:192-1400|+     -            403 54603at50557         -            483   4.5e-19   67.2  29.9   2   3     0.034       2.2    5.6   0.3   335   403   116   185   100   198 0.60 -
25718at50557_13249_0:001bb5|STRG.1916.1:192-1400|+     -            403 54603at50557         -            483   4.5e-19   67.2  29.9   3   3   2.3e-11   1.5e-09   35.8  15.5    37   220   186   382   179   394 0.84 -
83902at50557_39758_0:004660|STRG.14779.2:1555-2079|+   -            175 54603at50557         -            483   1.6e-18   65.5   8.9   1   2   1.3e-12   8.5e-11   39.9   4.0   346   438    10   103     6   109 0.86 -
83902at50557_39758_0:004660|STRG.14779.2:1555-2079|+   -            175 54603at50557         -            483   1.6e-18   65.5   8.9   2   2   1.2e-08   7.6e-07   26.9   0.1   352   411   111   171   107   174 0.44 -
83902at50557_39758_0:004660|STRG.14779.3:1555-2079|+   -            175 54603at50557         -            483   1.6e-18   65.5   8.9   1   2   1.3e-12   8.5e-11   39.9   4.0   346   438    10   103     6   109 0.86 -
83902at50557_39758_0:004660|STRG.14779.3:1555-2079|+   -            175 54603at50557         -            483   1.6e-18   65.5   8.9   2   2   1.2e-08   7.6e-07   26.9   0.1   352   411   111   171   107   174 0.44 -
7376at50557_1507135_0:001a56|STRG.1103.1:267-2663|+    -            799 54603at50557         -            483   1.7e-17   62.1   0.8   1   4      0.36        23    2.2   0.0    78   118    67   108    13   130 0.62 -
7376at50557_1507135_0:001a56|STRG.1103.1:267-2663|+    -            799 54603at50557         -            483   1.7e-17   62.1   0.8   2   4   0.00013    0.0086   13.5   0.0   353   435   255   342   202   346 0.80 -
7376at50557_1507135_0:001a56|STRG.1103.1:267-2663|+    -            799 54603at50557         -            483   1.7e-17   62.1   0.8   3   4   4.3e-09   2.8e-07   28.3   0.6   325   434   450   564   442   577 0.80 -
7376at50557_1507135_0:001a56|STRG.1103.1:267-2663|+    -            799 54603at50557         -            483   1.7e-17   62.1   0.8   4   4   0.00029     0.019   12.4   0.0   332   414   712   798   696   799 0.75 -
7376at50557_1507135_0:001a56|STRG.1103.2:162-2558|+    -            799 54603at50557         -            483   1.7e-17   62.1   0.8   1   4      0.36        23    2.2   0.0    78   118    67   108    13   130 0.62 -
7376at50557_1507135_0:001a56|STRG.1103.2:162-2558|+    -            799 54603at50557         -            483   1.7e-17   62.1   0.8   2   4   0.00013    0.0086   13.5   0.0   353   435   255   342   202   346 0.80 -
7376at50557_1507135_0:001a56|STRG.1103.2:162-2558|+    -            799 54603at50557         -            483   1.7e-17   62.1   0.8   3   4   4.3e-09   2.8e-07   28.3   0.6   325   434   450   564   442   577 0.80 -
7376at50557_1507135_0:001a56|STRG.1103.2:162-2558|+    -            799 54603at50557         -            483   1.7e-17   62.1   0.8   4   4   0.00029     0.019   12.4   0.0   332   414   712   798   696   799 0.75 -
109776at50557_83485_0:00245b|STRG.17986.1:0-1013|+     -            338 54603at50557         -            483   4.9e-17   60.5  11.2   1   2   6.4e-07   4.2e-05   21.2   0.1    34   140    49   160    20   170 0.82 -
109776at50557_83485_0:00245b|STRG.17986.1:0-1013|+     -            338 54603at50557         -            483   4.9e-17   60.5  11.2   2   2   2.5e-12   1.7e-10   39.0   6.9   272   422   174   336   164   337 0.84 -
8280at50557_74869_0:001375|STRG.12645.1:51-1124|+      -            358 54603at50557         -            483   6.2e-17   60.2  14.8   1   3   5.7e-07   3.8e-05   21.3   1.2    80   141   105   168    79   178 0.83 -
8280at50557_74869_0:001375|STRG.12645.1:51-1124|+      -            358 54603at50557         -            483   6.2e-17   60.2  14.8   2   3   3.6e-08   2.3e-06   25.3   0.4    58   139   180   264   174   269 0.71 -
8280at50557_74869_0:001375|STRG.12645.1:51-1124|+      -            358 54603at50557         -            483   6.2e-17   60.2  14.8   3   3   2.2e-08   1.4e-06   26.0   2.0    56   140   250   339   248   358 0.84 -
8280at50557_113334_0:00096f|STRG.5327.1:483-2069|+     -            529 54603at50557         -            483   6.3e-17   60.2  27.9   1   6   9.1e-11     6e-09   33.8   3.3   269   435     8   184     4   196 0.84 -
8280at50557_113334_0:00096f|STRG.5327.1:483-2069|+     -            529 54603at50557         -            483   6.3e-17   60.2  27.9   2   6    0.0018      0.12    9.8   1.2    37   115   199   285   192   300 0.73 -
8280at50557_113334_0:00096f|STRG.5327.1:483-2069|+     -            529 54603at50557         -            483   6.3e-17   60.2  27.9   3   6   0.00018     0.012   13.1   0.3    55   118   271   336   269   354 0.78 -
8280at50557_113334_0:00096f|STRG.5327.1:483-2069|+     -            529 54603at50557         -            483   6.3e-17   60.2  27.9   4   6    0.0077       0.5    7.7   0.1   266   332   366   436   357   441 0.71 -
8280at50557_113334_0:00096f|STRG.5327.1:483-2069|+     -            529 54603at50557         -            483   6.3e-17   60.2  27.9   5   6   0.00087     0.057   10.8   0.2   265   306   442   483   426   485 0.91 -
8280at50557_113334_0:00096f|STRG.5327.1:483-2069|+     -            529 54603at50557         -            483   6.3e-17   60.2  27.9   6   6      0.62        41    1.4   0.1   349   374   488   513   483   525 0.69 -
8280at50557_113334_0:00096f|STRG.5327.2:488-2074|+     -            529 54603at50557         -            483   6.3e-17   60.2  27.9   1   6   9.1e-11     6e-09   33.8   3.3   269   435     8   184     4   196 0.84 -
8280at50557_113334_0:00096f|STRG.5327.2:488-2074|+     -            529 54603at50557         -            483   6.3e-17   60.2  27.9   2   6    0.0018      0.12    9.8   1.2    37   115   199   285   192   300 0.73 -
8280at50557_113334_0:00096f|STRG.5327.2:488-2074|+     -            529 54603at50557         -            483   6.3e-17   60.2  27.9   3   6   0.00018     0.012   13.1   0.3    55   118   271   336   269   354 0.78 -
8280at50557_113334_0:00096f|STRG.5327.2:488-2074|+     -            529 54603at50557         -            483   6.3e-17   60.2  27.9   4   6    0.0077       0.5    7.7   0.1   266   332   366   436   357   441 0.71 -
8280at50557_113334_0:00096f|STRG.5327.2:488-2074|+     -            529 54603at50557         -            483   6.3e-17   60.2  27.9   5   6   0.00087     0.057   10.8   0.2   265   306   442   483   426   485 0.91 -
