#                                                                                                              --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                          accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                  ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
30640at50557_103372_0:0017a1|STRG.12227.1:0-2381|+     -            794 30640at50557         -            649         0 1182.7   6.5   1   1         0         0 1175.3   6.5    15   649    48   794    41   794 0.91 -
98332at50557_37001_0:001c0d|STRG.10689.3:2230-2502|+   -             91 30640at50557         -            649     0.028   11.6   0.0   1   2     0.026         2    5.5   0.0   434   456     3    25     1    40 0.85 -
98332at50557_37001_0:001c0d|STRG.10689.3:2230-2502|+   -             91 30640at50557         -            649     0.028   11.6   0.0   2   2      0.04       3.1    4.9   0.0   403   452    43    91    33    91 0.88 -
98332at50557_37001_0:001c0d|STRG.10689.4:1639-1911|+   -             91 30640at50557         -            649     0.028   11.6   0.0   1   2     0.026         2    5.5   0.0   434   456     3    25     1    40 0.85 -
98332at50557_37001_0:001c0d|STRG.10689.4:1639-1911|+   -             91 30640at50557         -            649     0.028   11.6   0.0   2   2      0.04       3.1    4.9   0.0   403   452    43    91    33    91 0.88 -
98332at50557_37001_0:001c0d|STRG.10689.5:1019-1291|+   -             91 30640at50557         -            649     0.028   11.6   0.0   1   2     0.026         2    5.5   0.0   434   456     3    25     1    40 0.85 -
98332at50557_37001_0:001c0d|STRG.10689.5:1019-1291|+   -             91 30640at50557         -            649     0.028   11.6   0.0   2   2      0.04       3.1    4.9   0.0   403   452    43    91    33    91 0.88 -
98332at50557_37001_0:001c0d|STRG.10689.6:7484-7756|+   -             91 30640at50557         -            649     0.028   11.6   0.0   1   2     0.026         2    5.5   0.0   434   456     3    25     1    40 0.85 -
98332at50557_37001_0:001c0d|STRG.10689.6:7484-7756|+   -             91 30640at50557         -            649     0.028   11.6   0.0   2   2      0.04       3.1    4.9   0.0   403   452    43    91    33    91 0.88 -
98332at50557_37001_0:001c0d|STRG.10689.7:1571-1843|+   -             91 30640at50557         -            649     0.028   11.6   0.0   1   2     0.026         2    5.5   0.0   434   456     3    25     1    40 0.85 -
98332at50557_37001_0:001c0d|STRG.10689.7:1571-1843|+   -             91 30640at50557         -            649     0.028   11.6   0.0   2   2      0.04       3.1    4.9   0.0   403   452    43    91    33    91 0.88 -
98332at50557_37001_0:001c0d|STRG.10689.8:925-1197|+    -             91 30640at50557         -            649     0.028   11.6   0.0   1   2     0.026         2    5.5   0.0   434   456     3    25     1    40 0.85 -
98332at50557_37001_0:001c0d|STRG.10689.8:925-1197|+    -             91 30640at50557         -            649     0.028   11.6   0.0   2   2      0.04       3.1    4.9   0.0   403   452    43    91    33    91 0.88 -
98332at50557_37001_0:001c0d|STRG.10689.9:7343-7615|+   -             91 30640at50557         -            649     0.028   11.6   0.0   1   2     0.026         2    5.5   0.0   434   456     3    25     1    40 0.85 -
98332at50557_37001_0:001c0d|STRG.10689.9:7343-7615|+   -             91 30640at50557         -            649     0.028   11.6   0.0   2   2      0.04       3.1    4.9   0.0   403   452    43    91    33    91 0.88 -
68581at50557_166423_0:000f4f|STRG.19683.1:577-1671|+   -            365 30640at50557         -            649     0.031   11.5   0.1   1   3      0.73        57    0.7   0.0   407   453    14    60    10    80 0.81 -
68581at50557_166423_0:000f4f|STRG.19683.1:577-1671|+   -            365 30640at50557         -            649     0.031   11.5   0.1   2   3    0.0049      0.38    7.9   0.0   408   453   118   163   112   191 0.82 -
68581at50557_166423_0:000f4f|STRG.19683.1:577-1671|+   -            365 30640at50557         -            649     0.031   11.5   0.1   3   3       6.2   4.8e+02   -2.4   0.0   408   430   190   212   176   242 0.81 -
68581at50557_166423_0:000f4f|STRG.19683.3:3-1157|+     -            385 30640at50557         -            649     0.036   11.2   0.1   1   3      0.79        61    0.6   0.0   407   453    14    60    10    80 0.81 -
68581at50557_166423_0:000f4f|STRG.19683.3:3-1157|+     -            385 30640at50557         -            649     0.036   11.2   0.1   2   3    0.0054      0.42    7.8   0.0   408   453   118   163   112   190 0.82 -
68581at50557_166423_0:000f4f|STRG.19683.3:3-1157|+     -            385 30640at50557         -            649     0.036   11.2   0.1   3   3       7.9   6.1e+02   -2.7   0.0   408   430   190   212   186   242 0.80 -
68581at50557_166423_0:000f4f|STRG.19683.2:154-1495|+   -            401 30640at50557         -            649     0.039   11.2   0.1   1   3      0.78        60    0.6   0.0   407   453    30    76    21    96 0.82 -
68581at50557_166423_0:000f4f|STRG.19683.2:154-1495|+   -            401 30640at50557         -            649     0.039   11.2   0.1   2   3    0.0057      0.44    7.7   0.0   408   453   134   179   128   206 0.82 -
68581at50557_166423_0:000f4f|STRG.19683.2:154-1495|+   -            401 30640at50557         -            649     0.039   11.2   0.1   3   3       8.3   6.4e+02   -2.8   0.0   408   430   206   228   202   258 0.80 -
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /data/projet1/projet_tutore/busco_downloads/lineages/insecta_odb10/hmms/30640at50557.hmm
# Target file:     annotation_analysis/annotation_gca/T_septentrionalis/busco_output/run_insecta_odb10/metaeuk_output/initial_results/assembled_transcripts.fasta.modified.fas
# Option settings: hmmsearch --domtblout annotation_analysis/annotation_gca/T_septentrionalis/busco_output/run_insecta_odb10/hmmer_output/initial_run_results/30640at50557.out --cpu 1 /data/projet1/projet_tutore/busco_downloads/lineages/insecta_odb10/hmms/30640at50557.hmm annotation_analysis/annotation_gca/T_septentrionalis/busco_output/run_insecta_odb10/metaeuk_output/initial_results/assembled_transcripts.fasta.modified.fas 
# Current dir:     /data/projet1/projet_tutore
# Date:            Sun Oct 13 13:54:18 2024
# [ok]
