#                                                                                                              --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                          accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                  ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
30640at50557_103372_0:0017a1|STRG.10238.1:0-2381|+     -            794 30640at50557         -            649         0 1181.5   6.4   1   1         0         0 1175.6   6.4    15   649    48   794    41   794 0.91 -
98332at50557_37001_0:001c0d|STRG.11369.2:8178-8450|+   -             91 30640at50557         -            649     0.039   11.2   0.0   1   2     0.026       2.1    5.5   0.0   434   456     3    25     1    40 0.85 -
98332at50557_37001_0:001c0d|STRG.11369.2:8178-8450|+   -             91 30640at50557         -            649     0.039   11.2   0.0   2   2     0.056       4.4    4.4   0.0   403   452    43    91    33    91 0.88 -
98332at50557_37001_0:001c0d|STRG.11369.3:1700-1972|+   -             91 30640at50557         -            649     0.039   11.2   0.0   1   2     0.026       2.1    5.5   0.0   434   456     3    25     1    40 0.85 -
98332at50557_37001_0:001c0d|STRG.11369.3:1700-1972|+   -             91 30640at50557         -            649     0.039   11.2   0.0   2   2     0.056       4.4    4.4   0.0   403   452    43    91    33    91 0.88 -
98332at50557_37001_0:001c0d|STRG.11369.4:2744-3016|+   -             91 30640at50557         -            649     0.039   11.2   0.0   1   2     0.026       2.1    5.5   0.0   434   456     3    25     1    40 0.85 -
98332at50557_37001_0:001c0d|STRG.11369.4:2744-3016|+   -             91 30640at50557         -            649     0.039   11.2   0.0   2   2     0.056       4.4    4.4   0.0   403   452    43    91    33    91 0.88 -
98332at50557_37001_0:001c0d|STRG.11369.5:1066-1338|+   -             91 30640at50557         -            649     0.039   11.2   0.0   1   2     0.026       2.1    5.5   0.0   434   456     3    25     1    40 0.85 -
98332at50557_37001_0:001c0d|STRG.11369.5:1066-1338|+   -             91 30640at50557         -            649     0.039   11.2   0.0   2   2     0.056       4.4    4.4   0.0   403   452    43    91    33    91 0.88 -
98332at50557_37001_0:001c0d|STRG.11369.6:7862-8134|+   -             91 30640at50557         -            649     0.039   11.2   0.0   1   2     0.026       2.1    5.5   0.0   434   456     3    25     1    40 0.85 -
98332at50557_37001_0:001c0d|STRG.11369.6:7862-8134|+   -             91 30640at50557         -            649     0.039   11.2   0.0   2   2     0.056       4.4    4.4   0.0   403   452    43    91    33    91 0.88 -
98332at50557_37001_0:001c0d|STRG.11369.7:7830-8102|+   -             91 30640at50557         -            649     0.039   11.2   0.0   1   2     0.026       2.1    5.5   0.0   434   456     3    25     1    40 0.85 -
98332at50557_37001_0:001c0d|STRG.11369.7:7830-8102|+   -             91 30640at50557         -            649     0.039   11.2   0.0   2   2     0.056       4.4    4.4   0.0   403   452    43    91    33    91 0.88 -
98332at50557_37001_0:001c0d|STRG.11369.8:2370-2642|+   -             91 30640at50557         -            649     0.039   11.2   0.0   1   2     0.026       2.1    5.5   0.0   434   456     3    25     1    40 0.85 -
98332at50557_37001_0:001c0d|STRG.11369.8:2370-2642|+   -             91 30640at50557         -            649     0.039   11.2   0.0   2   2     0.056       4.4    4.4   0.0   403   452    43    91    33    91 0.88 -
98332at50557_37001_0:001c0d|STRG.11369.9:2405-2677|+   -             91 30640at50557         -            649     0.039   11.2   0.0   1   2     0.026       2.1    5.5   0.0   434   456     3    25     1    40 0.85 -
98332at50557_37001_0:001c0d|STRG.11369.9:2405-2677|+   -             91 30640at50557         -            649     0.039   11.2   0.0   2   2     0.056       4.4    4.4   0.0   403   452    43    91    33    91 0.88 -
68581at50557_166423_0:000f4f|STRG.6438.1:669-2008|+    -            401 30640at50557         -            649      0.04   11.2   0.1   1   3      0.79        63    0.6   0.0   407   453    30    76    21    96 0.82 -
68581at50557_166423_0:000f4f|STRG.6438.1:669-2008|+    -            401 30640at50557         -            649      0.04   11.2   0.1   2   3    0.0058      0.46    7.7   0.0   408   453   134   179   128   206 0.82 -
68581at50557_166423_0:000f4f|STRG.6438.1:669-2008|+    -            401 30640at50557         -            649      0.04   11.2   0.1   3   3       8.4   6.6e+02   -2.8   0.0   408   430   206   228   202   258 0.80 -
98332at50557_1155016_0:002d21|STRG.9656.1:1229-1372|+  -             48 30640at50557         -            649     0.073   10.3   0.0   1   1   0.00092     0.073   10.3   0.0   409   452     5    48     1    48 0.87 -
98332at50557_1155016_0:002d21|STRG.9656.2:1229-1372|+  -             48 30640at50557         -            649     0.073   10.3   0.0   1   1   0.00092     0.073   10.3   0.0   409   452     5    48     1    48 0.87 -
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /data/projet1/projet_tutore/busco_downloads/lineages/insecta_odb10/hmms/30640at50557.hmm
# Target file:     annotation_analysis/annotation_gcf/T_zeteki/busco_output/run_insecta_odb10/metaeuk_output/initial_results/assembled_transcripts.fasta.modified.fas
# Option settings: hmmsearch --domtblout annotation_analysis/annotation_gcf/T_zeteki/busco_output/run_insecta_odb10/hmmer_output/initial_run_results/30640at50557.out --cpu 1 /data/projet1/projet_tutore/busco_downloads/lineages/insecta_odb10/hmms/30640at50557.hmm annotation_analysis/annotation_gcf/T_zeteki/busco_output/run_insecta_odb10/metaeuk_output/initial_results/assembled_transcripts.fasta.modified.fas 
# Current dir:     /data/projet1/projet_tutore
# Date:            Sun Dec  1 20:25:35 2024
# [ok]
