#                                                                                                              --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                          accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                  ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
10915at50557_286306_0:002151|STRG.8366.1:1-3787|+      -           1042 10915at50557         -            974  1.9e-233  776.4   2.9   1   1  2.4e-234  1.1e-232  773.9   2.9   309   913     1   721     1   738 0.87 -
40115at50557_123851_0:00295a|STRG.10159.1:1958-2926|+  -            323 10915at50557         -            974   1.5e-12   45.3   0.0   1   3   0.00013    0.0059   13.5   0.0    45    79    58    92    51   104 0.86 -
40115at50557_123851_0:00295a|STRG.10159.1:1958-2926|+  -            323 10915at50557         -            974   1.5e-12   45.3   0.0   2   3   4.6e-06   0.00021   18.3   0.0    13    86   113   192   106   202 0.79 -
40115at50557_123851_0:00295a|STRG.10159.1:1958-2926|+  -            323 10915at50557         -            974   1.5e-12   45.3   0.0   3   3    0.0024      0.11    9.3   0.0    10   114   206   317   204   323 0.74 -
40115at50557_123851_0:00295a|STRG.10159.2:588-1556|+   -            323 10915at50557         -            974   1.5e-12   45.3   0.0   1   3   0.00013    0.0059   13.5   0.0    45    79    58    92    51   104 0.86 -
40115at50557_123851_0:00295a|STRG.10159.2:588-1556|+   -            323 10915at50557         -            974   1.5e-12   45.3   0.0   2   3   4.6e-06   0.00021   18.3   0.0    13    86   113   192   106   202 0.79 -
40115at50557_123851_0:00295a|STRG.10159.2:588-1556|+   -            323 10915at50557         -            974   1.5e-12   45.3   0.0   3   3    0.0024      0.11    9.3   0.0    10   114   206   317   204   323 0.74 -
40115at50557_123851_0:00295a|STRG.10159.3:1807-2775|+  -            323 10915at50557         -            974   1.5e-12   45.3   0.0   1   3   0.00013    0.0059   13.5   0.0    45    79    58    92    51   104 0.86 -
40115at50557_123851_0:00295a|STRG.10159.3:1807-2775|+  -            323 10915at50557         -            974   1.5e-12   45.3   0.0   2   3   4.6e-06   0.00021   18.3   0.0    13    86   113   192   106   202 0.79 -
40115at50557_123851_0:00295a|STRG.10159.3:1807-2775|+  -            323 10915at50557         -            974   1.5e-12   45.3   0.0   3   3    0.0024      0.11    9.3   0.0    10   114   206   317   204   323 0.74 -
40115at50557_123851_0:00295a|STRG.10159.4:103-1071|+   -            323 10915at50557         -            974   1.5e-12   45.3   0.0   1   3   0.00013    0.0059   13.5   0.0    45    79    58    92    51   104 0.86 -
40115at50557_123851_0:00295a|STRG.10159.4:103-1071|+   -            323 10915at50557         -            974   1.5e-12   45.3   0.0   2   3   4.6e-06   0.00021   18.3   0.0    13    86   113   192   106   202 0.79 -
40115at50557_123851_0:00295a|STRG.10159.4:103-1071|+   -            323 10915at50557         -            974   1.5e-12   45.3   0.0   3   3    0.0024      0.11    9.3   0.0    10   114   206   317   204   323 0.74 -
40115at50557_123851_0:00295a|STRG.10159.5:803-1771|+   -            323 10915at50557         -            974   1.5e-12   45.3   0.0   1   3   0.00013    0.0059   13.5   0.0    45    79    58    92    51   104 0.86 -
40115at50557_123851_0:00295a|STRG.10159.5:803-1771|+   -            323 10915at50557         -            974   1.5e-12   45.3   0.0   2   3   4.6e-06   0.00021   18.3   0.0    13    86   113   192   106   202 0.79 -
40115at50557_123851_0:00295a|STRG.10159.5:803-1771|+   -            323 10915at50557         -            974   1.5e-12   45.3   0.0   3   3    0.0024      0.11    9.3   0.0    10   114   206   317   204   323 0.74 -
40115at50557_123851_0:00295a|STRG.10159.6:292-1278|+   -            329 10915at50557         -            974   2.4e-12   44.6   0.0   1   3   0.00011     0.005   13.7   0.0    44    79    57    92    19   104 0.90 -
40115at50557_123851_0:00295a|STRG.10159.6:292-1278|+   -            329 10915at50557         -            974   2.4e-12   44.6   0.0   2   3   4.9e-06   0.00022   18.2   0.0    13    86   113   192   107   202 0.79 -
40115at50557_123851_0:00295a|STRG.10159.6:292-1278|+   -            329 10915at50557         -            974   2.4e-12   44.6   0.0   3   3    0.0035      0.16    8.8   0.0    12   114   214   323   210   329 0.74 -
80377at50557_30019_0:0008bb|STRG.3220.1:1374-2234|+    -            287 10915at50557         -            974   2.9e-12   44.3   2.2   1   3   5.9e-05    0.0027   14.6   0.1    14   101    16   104     6   106 0.85 -
80377at50557_30019_0:0008bb|STRG.3220.1:1374-2234|+    -            287 10915at50557         -            974   2.9e-12   44.3   2.2   2   3   4.4e-08     2e-06   25.0   0.1    19   123   101   205   100   209 0.84 -
80377at50557_30019_0:0008bb|STRG.3220.1:1374-2234|+    -            287 10915at50557         -            974   2.9e-12   44.3   2.2   3   3   0.00027     0.012   12.5   0.1    13   104   177   270   172   286 0.79 -
80377at50557_30019_0:0008bb|STRG.3220.2:1148-2008|+    -            287 10915at50557         -            974   2.9e-12   44.3   2.2   1   3   5.9e-05    0.0027   14.6   0.1    14   101    16   104     6   106 0.85 -
80377at50557_30019_0:0008bb|STRG.3220.2:1148-2008|+    -            287 10915at50557         -            974   2.9e-12   44.3   2.2   2   3   4.4e-08     2e-06   25.0   0.1    19   123   101   205   100   209 0.84 -
80377at50557_30019_0:0008bb|STRG.3220.2:1148-2008|+    -            287 10915at50557         -            974   2.9e-12   44.3   2.2   3   3   0.00027     0.012   12.5   0.1    13   104   177   270   172   286 0.79 -
80377at50557_30019_0:0008bb|STRG.3220.3:1374-2234|+    -            287 10915at50557         -            974   2.9e-12   44.3   2.2   1   3   5.9e-05    0.0027   14.6   0.1    14   101    16   104     6   106 0.85 -
80377at50557_30019_0:0008bb|STRG.3220.3:1374-2234|+    -            287 10915at50557         -            974   2.9e-12   44.3   2.2   2   3   4.4e-08     2e-06   25.0   0.1    19   123   101   205   100   209 0.84 -
80377at50557_30019_0:0008bb|STRG.3220.3:1374-2234|+    -            287 10915at50557         -            974   2.9e-12   44.3   2.2   3   3   0.00027     0.012   12.5   0.1    13   104   177   270   172   286 0.79 -
31374at50557_133901_0:001035|STRG.14278.2:1079-2605|+  -            509 10915at50557         -            974   6.5e-12   43.1   0.0   1   3       4.9   2.2e+02   -1.7   0.0    49   100   261   314   254   339 0.71 -
31374at50557_133901_0:001035|STRG.14278.2:1079-2605|+  -            509 10915at50557         -            974   6.5e-12   43.1   0.0   2   3    0.0071      0.32    7.7   0.0    50    88   346   384   339   390 0.87 -
31374at50557_133901_0:001035|STRG.14278.2:1079-2605|+  -            509 10915at50557         -            974   6.5e-12   43.1   0.0   3   3   2.4e-10   1.1e-08   32.4   0.0    11    82   390   462   384   478 0.89 -
31374at50557_133901_0:001035|STRG.14278.1:1137-2681|+  -            515 10915at50557         -            974   6.7e-12   43.1   0.0   1   3         5   2.2e+02   -1.7   0.0    49   100   267   320   260   345 0.71 -
31374at50557_133901_0:001035|STRG.14278.1:1137-2681|+  -            515 10915at50557         -            974   6.7e-12   43.1   0.0   2   3    0.0072      0.32    7.7   0.0    50    88   352   390   345   396 0.87 -
31374at50557_133901_0:001035|STRG.14278.1:1137-2681|+  -            515 10915at50557         -            974   6.7e-12   43.1   0.0   3   3   2.5e-10   1.1e-08   32.4   0.0    11    82   396   468   390   484 0.89 -
31374at50557_133901_0:001035|STRG.14278.3:356-1900|+   -            515 10915at50557         -            974   6.7e-12   43.1   0.0   1   3         5   2.2e+02   -1.7   0.0    49   100   267   320   260   345 0.71 -
31374at50557_133901_0:001035|STRG.14278.3:356-1900|+   -            515 10915at50557         -            974   6.7e-12   43.1   0.0   2   3    0.0072      0.32    7.7   0.0    50    88   352   390   345   396 0.87 -
31374at50557_133901_0:001035|STRG.14278.3:356-1900|+   -            515 10915at50557         -            974   6.7e-12   43.1   0.0   3   3   2.5e-10   1.1e-08   32.4   0.0    11    82   396   468   390   484 0.89 -
80377at50557_454923_0:001015|STRG.13365.1:148-927|+    -            260 10915at50557         -            974   7.2e-12   43.0   0.0   1   2   2.5e-07   1.1e-05   22.5   0.0    15   104    56   149    49   161 0.88 -
80377at50557_454923_0:001015|STRG.13365.1:148-927|+    -            260 10915at50557         -            974   7.2e-12   43.0   0.0   2   2   5.5e-07   2.5e-05   21.3   0.0    15   124   141   254   138   258 0.84 -
14512at50557_103372_0:0005b9|STRG.15079.1:353-2929|+   -            859 10915at50557         -            974   9.9e-12   42.5   0.0   1   3      0.54        24    1.5   0.0    46   103    11    71     4    83 0.77 -
14512at50557_103372_0:0005b9|STRG.15079.1:353-2929|+   -            859 10915at50557         -            974   9.9e-12   42.5   0.0   2   3   3.3e-07   1.5e-05   22.1   0.0    28   109    75   161    64   162 0.82 -
14512at50557_103372_0:0005b9|STRG.15079.1:353-2929|+   -            859 10915at50557         -            974   9.9e-12   42.5   0.0   3   3   7.3e-08   3.3e-06   24.2   0.0     9   103   141   240   134   259 0.81 -
14512at50557_103372_0:0005b9|STRG.15079.2:353-2986|+   -            878 10915at50557         -            974   1.1e-11   42.4   0.0   1   3      0.56        25    1.5   0.0    46   103    11    71     4    83 0.77 -
14512at50557_103372_0:0005b9|STRG.15079.2:353-2986|+   -            878 10915at50557         -            974   1.1e-11   42.4   0.0   2   3   3.4e-07   1.5e-05   22.0   0.0    28   109    75   161    64   162 0.82 -
14512at50557_103372_0:0005b9|STRG.15079.2:353-2986|+   -            878 10915at50557         -            974   1.1e-11   42.4   0.0   3   3   7.5e-08   3.4e-06   24.2   0.0     9   103   141   240   134   259 0.81 -
43553at50557_79782_0:002ee3|STRG.2177.1:267-1127|+     -            287 10915at50557         -            974   1.1e-11   42.4   0.4   1   2   4.7e-05    0.0021   14.9   0.0    47   103     9    67     5    87 0.72 -
43553at50557_79782_0:002ee3|STRG.2177.1:267-1127|+     -            287 10915at50557         -            974   1.1e-11   42.4   0.4   2   2   6.1e-08   2.7e-06   24.5   0.0    21   160   113   260   104   269 0.77 -
78072at50557_34720_0:000cf9|STRG.13119.3:196-1209|+    -            338 10915at50557         -            974   2.4e-11   41.2   6.1   1   4   1.1e-06   4.8e-05   20.4   0.0    45   121    10    92     5    98 0.84 -
78072at50557_34720_0:000cf9|STRG.13119.3:196-1209|+    -            338 10915at50557         -            974   2.4e-11   41.2   6.1   2   4   1.8e-07   7.9e-06   23.0   0.6    12   115    62   173    50   187 0.79 -
78072at50557_34720_0:000cf9|STRG.13119.3:196-1209|+    -            338 10915at50557         -            974   2.4e-11   41.2   6.1   3   4     0.035       1.6    5.4   0.1    42    82   186   226   176   233 0.90 -
78072at50557_34720_0:000cf9|STRG.13119.3:196-1209|+    -            338 10915at50557         -            974   2.4e-11   41.2   6.1   4   4       3.1   1.4e+02   -1.0   0.1    91   470   304   329   296   337 0.48 -
78072at50557_34720_0:000cf9|STRG.13119.4:229-1245|+    -            339 10915at50557         -            974   2.5e-11   41.2   6.1   1   4   1.1e-06   4.8e-05   20.4   0.0    45   121    11    93     6    99 0.84 -
78072at50557_34720_0:000cf9|STRG.13119.4:229-1245|+    -            339 10915at50557         -            974   2.5e-11   41.2   6.1   2   4   1.8e-07     8e-06   23.0   0.6    12   115    63   174    51   188 0.79 -
78072at50557_34720_0:000cf9|STRG.13119.4:229-1245|+    -            339 10915at50557         -            974   2.5e-11   41.2   6.1   3   4     0.035       1.6    5.4   0.1    42    82   187   227   177   234 0.90 -
78072at50557_34720_0:000cf9|STRG.13119.4:229-1245|+    -            339 10915at50557         -            974   2.5e-11   41.2   6.1   4   4       3.1   1.4e+02   -1.0   0.1    91   470   305   330   297   338 0.48 -
80377at50557_7222_0:00003c|STRG.3282.1:5-457|+         -            151 10915at50557         -            974   3.1e-11   40.9   0.1   1   3      0.26        12    2.6   0.0    37    80    10    53     1    67 0.67 -
80377at50557_7222_0:00003c|STRG.3282.1:5-457|+         -            151 10915at50557         -            974   3.1e-11   40.9   0.1   2   3   1.2e-06   5.5e-05   20.2   0.0    19    83    33    98    24   102 0.83 -
80377at50557_7222_0:00003c|STRG.3282.1:5-457|+         -            151 10915at50557         -            974   3.1e-11   40.9   0.1   3   3     4e-08   1.8e-06   25.1   0.0    14    88    70   145    65   148 0.92 -
40115at50557_77166_0:00051d|STRG.8742.2:0-308|+        -            103 10915at50557         -            974   5.1e-11   40.2   0.0   1   1   1.3e-12   5.7e-11   40.0   0.0    10    81    30   103    21   103 0.92 -
57752at50557_103372_0:000c5a|STRG.2346.1:163-1527|+    -            455 10915at50557         -            974   5.2e-11   40.1   0.2   1   3   0.00029     0.013   12.3   0.0    46   129   138   224   135   229 0.81 -
57752at50557_103372_0:000c5a|STRG.2346.1:163-1527|+    -            455 10915at50557         -            974   5.2e-11   40.1   0.2   2   3   7.2e-08   3.2e-06   24.3   0.0    14   173   231   395   225   402 0.81 -
57752at50557_103372_0:000c5a|STRG.2346.1:163-1527|+    -            455 10915at50557         -            974   5.2e-11   40.1   0.2   3   3       1.9        87   -0.3   0.0    14    44   404   436   398   440 0.79 -
57752at50557_103372_0:000c5a|STRG.2346.3:163-1527|+    -            455 10915at50557         -            974   5.2e-11   40.1   0.2   1   3   0.00029     0.013   12.3   0.0    46   129   138   224   135   229 0.81 -
57752at50557_103372_0:000c5a|STRG.2346.3:163-1527|+    -            455 10915at50557         -            974   5.2e-11   40.1   0.2   2   3   7.2e-08   3.2e-06   24.3   0.0    14   173   231   395   225   402 0.81 -
57752at50557_103372_0:000c5a|STRG.2346.3:163-1527|+    -            455 10915at50557         -            974   5.2e-11   40.1   0.2   3   3       1.9        87   -0.3   0.0    14    44   404   436   398   440 0.79 -
78072at50557_286306_0:00290a|STRG.13119.1:313-2259|+   -            605 10915at50557         -            974   1.8e-10   38.3   5.8   1   4   2.7e-06   0.00012   19.0   0.0    45   121     8    90     4    97 0.84 -
78072at50557_286306_0:00290a|STRG.13119.1:313-2259|+   -            605 10915at50557         -            974   1.8e-10   38.3   5.8   2   4     5e-07   2.2e-05   21.5   0.5    12   115    60   171    48   182 0.79 -
78072at50557_286306_0:00290a|STRG.13119.1:313-2259|+   -            605 10915at50557         -            974   1.8e-10   38.3   5.8   3   4     0.076       3.4    4.3   0.1    42    82   184   224   171   229 0.89 -
78072at50557_286306_0:00290a|STRG.13119.1:313-2259|+   -            605 10915at50557         -            974   1.8e-10   38.3   5.8   4   4       2.1        93   -0.4   0.1   442   488   299   345   295   366 0.76 -
13625at50557_103372_0:00203b|STRG.1696.1:4-2655|+      -            884 10915at50557         -            974   2.4e-10   37.9   1.9   1   5     0.026       1.2    5.9   0.0    17    90    56   137    43   171 0.73 -
13625at50557_103372_0:00203b|STRG.1696.1:4-2655|+      -            884 10915at50557         -            974   2.4e-10   37.9   1.9   2   5       6.7     3e+02   -2.1   0.0   125   155   260   290   253   295 0.87 -
13625at50557_103372_0:00203b|STRG.1696.1:4-2655|+      -            884 10915at50557         -            974   2.4e-10   37.9   1.9   3   5   9.8e-06   0.00044   17.2   0.0    13   113   310   414   299   421 0.85 -
13625at50557_103372_0:00203b|STRG.1696.1:4-2655|+      -            884 10915at50557         -            974   2.4e-10   37.9   1.9   4   5     0.019      0.86    6.3   0.0    68   154   452   546   417   564 0.57 -
13625at50557_103372_0:00203b|STRG.1696.1:4-2655|+      -            884 10915at50557         -            974   2.4e-10   37.9   1.9   5   5      0.22       9.9    2.8   0.0    12    48   585   623   576   637 0.75 -
71739at50557_103372_0:00145d|STRG.6295.1:109-1086|+    -            326 10915at50557         -            974   3.4e-10   37.4   0.0   1   2   7.7e-06   0.00034   17.6   0.0    13   140    10   101     3   117 0.52 -
71739at50557_103372_0:00145d|STRG.6295.1:109-1086|+    -            326 10915at50557         -            974   3.4e-10   37.4   0.0   2   2   8.3e-06   0.00037   17.4   0.0    34   109   170   246   149   263 0.86 -
31374at50557_217634_0:002f47|STRG.3281.1:31-246|+      -             72 10915at50557         -            974   5.3e-10   36.8   0.0   1   1   1.4e-11   6.1e-10   36.6   0.0    13    80     4    72     2    72 0.93 -
48053at50557_13249_0:0016bb|STRG.3351.1:750-1724|+     -            325 10915at50557         -            974   5.4e-10   36.8   0.0   1   2     2e-05   0.00091   16.2   0.0    41   103   102   165    67   174 0.80 -
48053at50557_13249_0:0016bb|STRG.3351.1:750-1724|+     -            325 10915at50557         -            974   5.4e-10   36.8   0.0   2   2   1.1e-06     5e-05   20.3   0.0    21   131   166   278   159   318 0.77 -
49370at50557_79782_0:001886|STRG.4583.1:1568-2554|+    -            329 10915at50557         -            974   1.6e-09   35.2   0.2   1   3    0.0003     0.014   12.3   0.0    91   148    41   102     4   107 0.73 -
49370at50557_79782_0:001886|STRG.4583.1:1568-2554|+    -            329 10915at50557         -            974   1.6e-09   35.2   0.2   2   3    0.0014     0.064   10.0   0.0    19    71    93   146    86   200 0.72 -
49370at50557_79782_0:001886|STRG.4583.1:1568-2554|+    -            329 10915at50557         -            974   1.6e-09   35.2   0.2   3   3   1.9e-05   0.00085   16.3   0.0    29    81   272   324   247   328 0.84 -
56099at50557_103372_0:001a7e|STRG.15538.1:74-1405|+    -            444 10915at50557         -            974   4.1e-09   33.9   0.2   1   3   0.00021    0.0093   12.8   0.0    12    84    66   140    61   181 0.83 -
56099at50557_103372_0:001a7e|STRG.15538.1:74-1405|+    -            444 10915at50557         -            974   4.1e-09   33.9   0.2   2   3     0.044         2    5.1   0.0    68   124   211   268   188   275 0.83 -
56099at50557_103372_0:001a7e|STRG.15538.1:74-1405|+    -            444 10915at50557         -            974   4.1e-09   33.9   0.2   3   3   8.2e-05    0.0036   14.2   0.1    34    84   261   312   240   354 0.75 -
90358at50557_108931_0:000131|STRG.628.1:641-1267|+     -            209 10915at50557         -            974   4.2e-09   33.8   0.1   1   2   4.1e-08   1.8e-06   25.1   0.0    28    81     2    55     1    63 0.95 -
90358at50557_108931_0:000131|STRG.628.1:641-1267|+     -            209 10915at50557         -            974   4.2e-09   33.8   0.1   2   2     0.013      0.56    6.9   0.1    48    88   168   208   153   209 0.84 -
43121at50557_103372_0:001d6c|STRG.7934.1:0-1529|+      -            510 10915at50557         -            974   4.3e-09   33.8   0.1   1   2     0.031       1.4    5.6   0.0   128   161   210   243   201   253 0.87 -
43121at50557_103372_0:001d6c|STRG.7934.1:0-1529|+      -            510 10915at50557         -            974   4.3e-09   33.8   0.1   2   2   7.9e-08   3.5e-06   24.1   0.0     9    90   303   387   297   399 0.87 -
80377at50557_37344_0:0017d3|STRG.13748.1:892-1851|+    -            320 10915at50557         -            974   4.7e-09   33.7   0.1   1   3      0.31        14    2.3   0.0    18    80    31    96     5   102 0.67 -
80377at50557_37344_0:0017d3|STRG.13748.1:892-1851|+    -            320 10915at50557         -            974   4.7e-09   33.7   0.1   2   3   1.2e-05   0.00051   17.0   0.0    15    85    72   146    56   153 0.78 -
80377at50557_37344_0:0017d3|STRG.13748.1:892-1851|+    -            320 10915at50557         -            974   4.7e-09   33.7   0.1   3   3   0.00012    0.0052   13.7   0.0    12    82   172   244   163   289 0.85 -
80377at50557_37344_0:0017d3|STRG.13748.2:892-1851|+    -            320 10915at50557         -            974   4.7e-09   33.7   0.1   1   3      0.31        14    2.3   0.0    18    80    31    96     5   102 0.67 -
80377at50557_37344_0:0017d3|STRG.13748.2:892-1851|+    -            320 10915at50557         -            974   4.7e-09   33.7   0.1   2   3   1.2e-05   0.00051   17.0   0.0    15    85    72   146    56   153 0.78 -
80377at50557_37344_0:0017d3|STRG.13748.2:892-1851|+    -            320 10915at50557         -            974   4.7e-09   33.7   0.1   3   3   0.00012    0.0052   13.7   0.0    12    82   172   244   163   289 0.85 -
80377at50557_37344_0:0017d3|STRG.13748.3:892-1851|+    -            320 10915at50557         -            974   4.7e-09   33.7   0.1   1   3      0.31        14    2.3   0.0    18    80    31    96     5   102 0.67 -
80377at50557_37344_0:0017d3|STRG.13748.3:892-1851|+    -            320 10915at50557         -            974   4.7e-09   33.7   0.1   2   3   1.2e-05   0.00051   17.0   0.0    15    85    72   146    56   153 0.78 -
80377at50557_37344_0:0017d3|STRG.13748.3:892-1851|+    -            320 10915at50557         -            974   4.7e-09   33.7   0.1   3   3   0.00012    0.0052   13.7   0.0    12    82   172   244   163   289 0.85 -
40115at50557_597456_0:00265e|STRG.4355.1:1850-2719|+   -            290 10915at50557         -            974   1.1e-08   32.4   2.6   1   3   4.4e-06    0.0002   18.4   0.0    27    84    63   121    50   130 0.84 -
40115at50557_597456_0:00265e|STRG.4355.1:1850-2719|+   -            290 10915at50557         -            974   1.1e-08   32.4   2.6   2   3    0.0012     0.055   10.3   0.3    51   158   137   246   127   250 0.80 -
40115at50557_597456_0:00265e|STRG.4355.1:1850-2719|+   -            290 10915at50557         -            974   1.1e-08   32.4   2.6   3   3     0.096       4.3    4.0   0.0    35    81   244   290   233   290 0.90 -
55830at50557_103372_0:000f54|STRG.11664.1:261-1655|+   -            465 10915at50557         -            974   1.7e-08   31.8   0.3   1   4     0.017      0.76    6.5   0.1    48    89   137   178   120   184 0.84 -
55830at50557_103372_0:000f54|STRG.11664.1:261-1655|+   -            465 10915at50557         -            974   1.7e-08   31.8   0.3   2   4     1e-06   4.6e-05   20.5   0.0    14    96   193   279   187   286 0.82 -
55830at50557_103372_0:000f54|STRG.11664.1:261-1655|+   -            465 10915at50557         -            974   1.7e-08   31.8   0.3   3   4     0.067         3    4.5   0.0    34    93   257   316   256   325 0.89 -
55830at50557_103372_0:000f54|STRG.11664.1:261-1655|+   -            465 10915at50557         -            974   1.7e-08   31.8   0.3   4   4       1.9        87   -0.3   0.0    11    33   413   435   405   437 0.78 -
40115at50557_121225_0:000dac|STRG.2084.1:749-1819|+    -            357 10915at50557         -            974   2.6e-08   31.2   0.0   1   3     0.013      0.58    6.9   0.0    94   205     1   120     1   134 0.68 -
40115at50557_121225_0:000dac|STRG.2084.1:749-1819|+    -            357 10915at50557         -            974   2.6e-08   31.2   0.0   2   3   1.7e-05   0.00075   16.4   0.0     4    80   207   284   142   285 0.88 -
40115at50557_121225_0:000dac|STRG.2084.1:749-1819|+    -            357 10915at50557         -            974   2.6e-08   31.2   0.0   3   3   1.1e-06   4.8e-05   20.4   0.0     4    92   207   295   204   314 0.88 -
40115at50557_121225_0:000dac|STRG.2084.2:1730-2800|+   -            357 10915at50557         -            974   2.6e-08   31.2   0.0   1   3     0.013      0.58    6.9   0.0    94   205     1   120     1   134 0.68 -
40115at50557_121225_0:000dac|STRG.2084.2:1730-2800|+   -            357 10915at50557         -            974   2.6e-08   31.2   0.0   2   3   1.7e-05   0.00075   16.4   0.0     4    80   207   284   142   285 0.88 -
40115at50557_121225_0:000dac|STRG.2084.2:1730-2800|+   -            357 10915at50557         -            974   2.6e-08   31.2   0.0   3   3   1.1e-06   4.8e-05   20.4   0.0     4    92   207   295   204   314 0.88 -
40115at50557_121225_0:000dac|STRG.2084.3:1865-2935|+   -            357 10915at50557         -            974   2.6e-08   31.2   0.0   1   3     0.013      0.58    6.9   0.0    94   205     1   120     1   134 0.68 -
40115at50557_121225_0:000dac|STRG.2084.3:1865-2935|+   -            357 10915at50557         -            974   2.6e-08   31.2   0.0   2   3   1.7e-05   0.00075   16.4   0.0     4    80   207   284   142   285 0.88 -
40115at50557_121225_0:000dac|STRG.2084.3:1865-2935|+   -            357 10915at50557         -            974   2.6e-08   31.2   0.0   3   3   1.1e-06   4.8e-05   20.4   0.0     4    92   207   295   204   314 0.88 -
40115at50557_121225_0:000dac|STRG.2084.4:1798-2868|+   -            357 10915at50557         -            974   2.6e-08   31.2   0.0   1   3     0.013      0.58    6.9   0.0    94   205     1   120     1   134 0.68 -
40115at50557_121225_0:000dac|STRG.2084.4:1798-2868|+   -            357 10915at50557         -            974   2.6e-08   31.2   0.0   2   3   1.7e-05   0.00075   16.4   0.0     4    80   207   284   142   285 0.88 -
40115at50557_121225_0:000dac|STRG.2084.4:1798-2868|+   -            357 10915at50557         -            974   2.6e-08   31.2   0.0   3   3   1.1e-06   4.8e-05   20.4   0.0     4    92   207   295   204   314 0.88 -
40115at50557_121225_0:000dac|STRG.2084.5:1864-2934|+   -            357 10915at50557         -            974   2.6e-08   31.2   0.0   1   3     0.013      0.58    6.9   0.0    94   205     1   120     1   134 0.68 -
40115at50557_121225_0:000dac|STRG.2084.5:1864-2934|+   -            357 10915at50557         -            974   2.6e-08   31.2   0.0   2   3   1.7e-05   0.00075   16.4   0.0     4    80   207   284   142   285 0.88 -
40115at50557_121225_0:000dac|STRG.2084.5:1864-2934|+   -            357 10915at50557         -            974   2.6e-08   31.2   0.0   3   3   1.1e-06   4.8e-05   20.4   0.0     4    92   207   295   204   314 0.88 -
40115at50557_121225_0:000dac|STRG.2084.7:1676-2746|+   -            357 10915at50557         -            974   2.6e-08   31.2   0.0   1   3     0.013      0.58    6.9   0.0    94   205     1   120     1   134 0.68 -
40115at50557_121225_0:000dac|STRG.2084.7:1676-2746|+   -            357 10915at50557         -            974   2.6e-08   31.2   0.0   2   3   1.7e-05   0.00075   16.4   0.0     4    80   207   284   142   285 0.88 -
40115at50557_121225_0:000dac|STRG.2084.7:1676-2746|+   -            357 10915at50557         -            974   2.6e-08   31.2   0.0   3   3   1.1e-06   4.8e-05   20.4   0.0     4    92   207   295   204   314 0.88 -
40115at50557_121225_0:000dac|STRG.2084.9:1508-2578|+   -            357 10915at50557         -            974   2.6e-08   31.2   0.0   1   3     0.013      0.58    6.9   0.0    94   205     1   120     1   134 0.68 -
40115at50557_121225_0:000dac|STRG.2084.9:1508-2578|+   -            357 10915at50557         -            974   2.6e-08   31.2   0.0   2   3   1.7e-05   0.00075   16.4   0.0     4    80   207   284   142   285 0.88 -
40115at50557_121225_0:000dac|STRG.2084.9:1508-2578|+   -            357 10915at50557         -            974   2.6e-08   31.2   0.0   3   3   1.1e-06   4.8e-05   20.4   0.0     4    92   207   295   204   314 0.88 -
80377at50557_39758_0:001a6c|STRG.909.5:1512-2213|+     -            234 10915at50557         -            974   5.8e-08   30.0   0.6   1   2   3.6e-06   0.00016   18.6   0.0    15    82    43   111    36   120 0.88 -
80377at50557_39758_0:001a6c|STRG.909.5:1512-2213|+     -            234 10915at50557         -            974   5.8e-08   30.0   0.6   2   2    0.0014     0.063   10.1   0.2    53   150   123   223   111   231 0.82 -
40115at50557_116153_0:000cbb|STRG.7509.1:174-1070|+    -            299 10915at50557         -            974   5.9e-08   30.0   0.0   1   3    0.0051      0.23    8.2   0.0    52   116     1    72     1    80 0.83 -
40115at50557_116153_0:000cbb|STRG.7509.1:174-1070|+    -            299 10915at50557         -            974   5.9e-08   30.0   0.0   2   3     2e-05    0.0009   16.2   0.0    12   109    89   193    83   198 0.87 -
40115at50557_116153_0:000cbb|STRG.7509.1:174-1070|+    -            299 10915at50557         -            974   5.9e-08   30.0   0.0   3   3      0.32        14    2.3   0.0    47    80   266   299   222   299 0.78 -
80377at50557_77166_0:002f29|STRG.8999.1:1027-1941|+    -            305 10915at50557         -            974   6.8e-08   29.8   0.3   1   3       0.2       9.1    2.9   0.0    49    83    18    52    12    62 0.89 -
80377at50557_77166_0:002f29|STRG.8999.1:1027-1941|+    -            305 10915at50557         -            974   6.8e-08   29.8   0.3   2   3   0.00023      0.01   12.7   0.0    15   147    69   206    62   224 0.72 -
80377at50557_77166_0:002f29|STRG.8999.1:1027-1941|+    -            305 10915at50557         -            974   6.8e-08   29.8   0.3   3   3   0.00072     0.032   11.0   0.0    60   111   244   297   236   304 0.79 -
78072at50557_123851_0:000487|STRG.4718.1:423-1310|+    -            296 10915at50557         -            974   7.4e-08   29.7   0.0   1   2     0.014      0.64    6.7   0.0    44    81     9    45     3    53 0.86 -
78072at50557_123851_0:000487|STRG.4718.1:423-1310|+    -            296 10915at50557         -            974   7.4e-08   29.7   0.0   2   2     1e-06   4.6e-05   20.4   0.0    45   148    66   181    60   200 0.76 -
