#                                                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
72085at50557_520822_0:002380|STRG.10311.2:126-1661|+ -            512 72085at50557         -            399  4.3e-167  554.8   0.0   1   1  8.3e-169  7.1e-167  554.1   0.0     1   399    35   505    35   505 0.91 -
138762at50557_13249_0:0030f7|STRG.14592.1:124-1467|+ -            448 72085at50557         -            399   3.6e-17   61.1   0.1   2   2   3.8e-18   3.2e-16   58.0   0.0   220   380   271   446   225   448 0.83 -
138762at50557_13249_0:0030f7|STRG.14592.2:108-1451|+ -            448 72085at50557         -            399   3.6e-17   61.1   0.1   1   2      0.87        74    0.8   0.0   113   154   131   171    54   190 0.62 -
138762at50557_13249_0:0030f7|STRG.14592.2:108-1451|+ -            448 72085at50557         -            399   3.6e-17   61.1   0.1   2   2   3.8e-18   3.2e-16   58.0   0.0   220   380   271   446   225   448 0.83 -
138762at50557_13249_0:0030f7|STRG.998.1:352-1791|+   -            480 72085at50557         -            399   4.9e-17   60.7   0.0   1   2      0.63        53    1.3   0.0   115   157   142   184   103   195 0.83 -
138762at50557_13249_0:0030f7|STRG.998.1:352-1791|+   -            480 72085at50557         -            399   4.9e-17   60.7   0.0   2   2   7.7e-18   6.6e-16   57.0   0.0   220   385   268   451   244   459 0.82 -
138762at50557_13249_0:0030f7|STRG.12857.1:73-1542|+  -            490 72085at50557         -            399   8.5e-17   59.9   0.0   1   2      0.48        40    1.7   0.0   126   157   154   185   140   189 0.88 -
138762at50557_13249_0:0030f7|STRG.12857.1:73-1542|+  -            490 72085at50557         -            399   8.5e-17   59.9   0.0   2   2   1.7e-17   1.4e-15   55.9   0.0   221   385   277   457   240   466 0.81 -
72085at50557_7227_0:001699|STRG.5388.1:615-1361|+    -            249 72085at50557         -            399   1.8e-16   58.8   0.0   1   1   2.3e-18     2e-16   58.7   0.0   215   384    38   221     1   230 0.75 -
96248at50557_74873_0:000ac6|STRG.9979.1:263-1642|+   -            460 72085at50557         -            399   1.8e-16   58.8   0.1   1   2      0.18        16    3.0   0.0     7   121    21   136    16   158 0.68 -
96248at50557_74873_0:000ac6|STRG.9979.1:263-1642|+   -            460 72085at50557         -            399   1.8e-16   58.8   0.1   2   2   7.9e-17   6.7e-15   53.6   0.0   228   384   286   456   265   457 0.83 -
96248at50557_74873_0:000ac6|STRG.9979.2:289-1668|+   -            460 72085at50557         -            399   1.8e-16   58.8   0.1   1   2      0.18        16    3.0   0.0     7   121    21   136    16   158 0.68 -
96248at50557_74873_0:000ac6|STRG.9979.2:289-1668|+   -            460 72085at50557         -            399   1.8e-16   58.8   0.1   2   2   7.9e-17   6.7e-15   53.6   0.0   228   384   286   456   265   457 0.83 -
96248at50557_74873_0:000ac6|STRG.9979.3:361-1740|+   -            460 72085at50557         -            399   1.8e-16   58.8   0.1   1   2      0.18        16    3.0   0.0     7   121    21   136    16   158 0.68 -
96248at50557_74873_0:000ac6|STRG.9979.3:361-1740|+   -            460 72085at50557         -            399   1.8e-16   58.8   0.1   2   2   7.9e-17   6.7e-15   53.6   0.0   228   384   286   456   265   457 0.83 -
72085at50557_64793_0:002c2e|STRG.11305.1:719-1450|+  -            244 72085at50557         -            399   2.9e-16   58.1   0.0   1   1     5e-18   4.2e-16   57.6   0.0   218   379    63   243    29   244 0.80 -
72085at50557_166423_0:000771|STRG.12857.2:61-603|+   -            181 72085at50557         -            399   3.3e-16   58.0   0.0   1   1   4.7e-18     4e-16   57.7   0.0   225   385     3   179     1   180 0.78 -
94143at50557_1218281_0:001751|STRG.10889.1:11-214|+  -             68 72085at50557         -            399   4.3e-16   57.6   0.0   1   1   5.4e-18   4.6e-16   57.5   0.0   280   344     2    68     1    68 0.92 -
72085at50557_7227_0:001699|STRG.5388.2:615-1358|+    -            248 72085at50557         -            399   1.1e-15   56.2   0.0   1   1   1.5e-17   1.3e-15   56.0   0.0   226   384    48   220     2   229 0.79 -
72085at50557_64793_0:002c2e|STRG.15444.1:734-1585|+  -            284 72085at50557         -            399   1.6e-15   55.7   0.0   1   2       2.6   2.2e+02   -0.8   0.0   113   137    65    89    34   105 0.82 -
72085at50557_64793_0:002c2e|STRG.15444.1:734-1585|+  -            284 72085at50557         -            399   1.6e-15   55.7   0.0   2   2   6.3e-17   5.3e-15   54.0   0.0   232   385   110   279    94   282 0.80 -
138762at50557_13249_0:0030f7|STRG.996.1:118-1533|+   -            472 72085at50557         -            399   1.7e-15   55.6   0.0   1   2     0.044       3.7    5.1   0.0   113   157   132   176   118   190 0.91 -
138762at50557_13249_0:0030f7|STRG.996.1:118-1533|+   -            472 72085at50557         -            399   1.7e-15   55.6   0.0   2   2   3.4e-15   2.9e-13   48.3   0.0   222   380   262   438   230   446 0.82 -
138762at50557_13249_0:0030f7|STRG.5133.1:197-1582|+  -            462 72085at50557         -            399   5.5e-15   53.9   0.0   1   1   1.5e-16   1.3e-14   52.7   0.0   221   378   284   461   280   462 0.80 -
138762at50557_13249_0:0030f7|STRG.995.1:130-1542|+   -            471 72085at50557         -            399   1.2e-14   52.9   0.0   1   2       2.4   2.1e+02   -0.7   0.0   127   157   146   176    96   186 0.82 -
138762at50557_13249_0:0030f7|STRG.995.1:130-1542|+   -            471 72085at50557         -            399   1.2e-14   52.9   0.0   2   2   7.6e-16   6.4e-14   50.4   0.0   220   380   259   437   240   445 0.82 -
72085at50557_64793_0:002c2e|STRG.12117.1:829-1539|+  -            237 72085at50557         -            399   1.2e-14   52.8   0.1   1   1   1.8e-16   1.5e-14   52.5   0.1   231   386    46   217     9   226 0.77 -
72085at50557_64793_0:002c2e|STRG.12117.2:591-1301|+  -            237 72085at50557         -            399   1.2e-14   52.8   0.1   1   1   1.8e-16   1.5e-14   52.5   0.1   231   386    46   217     9   226 0.77 -
72085at50557_64793_0:002c2e|STRG.12117.3:853-1563|+  -            237 72085at50557         -            399   1.2e-14   52.8   0.1   1   1   1.8e-16   1.5e-14   52.5   0.1   231   386    46   217     9   226 0.77 -
96248at50557_74873_0:000ac6|STRG.9980.4:341-1720|+   -            460 72085at50557         -            399   1.3e-14   52.7   0.0   1   2      0.58        50    1.4   0.0     7   113     7   115     1   160 0.56 -
96248at50557_74873_0:000ac6|STRG.9980.4:341-1720|+   -            460 72085at50557         -            399   1.3e-14   52.7   0.0   2   2   1.6e-15   1.4e-13   49.3   0.0   222   394   247   433   195   435 0.81 -
96248at50557_74873_0:000ac6|STRG.9980.3:341-1753|+   -            471 72085at50557         -            399   1.4e-14   52.5   0.0   1   2      0.64        54    1.3   0.0     7   112     7   114     1   159 0.56 -
96248at50557_74873_0:000ac6|STRG.9980.3:341-1753|+   -            471 72085at50557         -            399   1.4e-14   52.5   0.0   2   2   1.8e-15   1.5e-13   49.2   0.0   222   394   258   444   207   446 0.81 -
96248at50557_74873_0:000ac6|STRG.9980.1:341-1774|+   -            478 72085at50557         -            399   1.5e-14   52.5   0.0   1   2      0.65        55    1.2   0.0     7   112     7   114     1   159 0.56 -
96248at50557_74873_0:000ac6|STRG.9980.1:341-1774|+   -            478 72085at50557         -            399   1.5e-14   52.5   0.0   2   2   1.8e-15   1.5e-13   49.2   0.0   222   394   265   451   214   453 0.81 -
96248at50557_74873_0:000ac6|STRG.9980.2:571-2004|+   -            478 72085at50557         -            399   1.5e-14   52.5   0.0   1   2      0.65        55    1.2   0.0     7   112     7   114     1   159 0.56 -
96248at50557_74873_0:000ac6|STRG.9980.2:571-2004|+   -            478 72085at50557         -            399   1.5e-14   52.5   0.0   2   2   1.8e-15   1.5e-13   49.2   0.0   222   394   265   451   214   453 0.81 -
96248at50557_74873_0:000ac6|STRG.9980.5:322-1755|+   -            478 72085at50557         -            399   1.5e-14   52.5   0.0   1   2      0.65        55    1.2   0.0     7   112     7   114     1   159 0.56 -
96248at50557_74873_0:000ac6|STRG.9980.5:322-1755|+   -            478 72085at50557         -            399   1.5e-14   52.5   0.0   2   2   1.8e-15   1.5e-13   49.2   0.0   222   394   265   451   214   453 0.81 -
94143at50557_199890_0:0027cf|STRG.5663.1:73-1044|+   -            324 72085at50557         -            399   7.4e-14   50.2   0.0   1   1   1.1e-15   9.6e-14   49.8   0.0   155   385    68   310    41   318 0.80 -
72085at50557_7460_0:00258b|STRG.2313.1:226-1227|+    -            334 72085at50557         -            399   9.8e-14   49.8   0.2   1   2     0.065       5.5    4.5   0.1   121   158    43    82    24   158 0.86 -
72085at50557_7460_0:00258b|STRG.2313.1:226-1227|+    -            334 72085at50557         -            399   9.8e-14   49.8   0.2   2   2   8.3e-14     7e-12   43.7   0.0   230   364   177   327   163   334 0.79 -
96248at50557_74873_0:000ac6|STRG.5007.1:161-1636|+   -            492 72085at50557         -            399   2.4e-13   48.5   0.1   1   2     0.098       8.3    3.9   0.0     7   121    19   133    13   152 0.75 -
96248at50557_74873_0:000ac6|STRG.5007.1:161-1636|+   -            492 72085at50557         -            399   2.4e-13   48.5   0.1   2   2   1.8e-13   1.5e-11   42.6   0.0   227   384   291   461   242   465 0.71 -
96248at50557_74873_0:000ac6|STRG.11702.1:585-2027|+  -            481 72085at50557         -            399   2.9e-13   48.2   0.0   1   2      0.45        38    1.8   0.0     7   106    18   110    13   152 0.69 -
96248at50557_74873_0:000ac6|STRG.11702.1:585-2027|+  -            481 72085at50557         -            399   2.9e-13   48.2   0.0   2   2   5.2e-14   4.4e-12   44.4   0.0   227   384   279   450   176   454 0.80 -
72085at50557_456900_0:0000eb|STRG.15133.1:381-686|+  -            102 72085at50557         -            399   1.2e-10   39.6   0.0   1   1   1.5e-12   1.3e-10   39.6   0.0   278   367     2    98     1   102 0.85 -
94143at50557_133901_0:0040c8|STRG.1520.1:590-1882|+  -            431 72085at50557         -            399     4e-10   37.9   0.0   1   2      0.57        49    1.4   0.0     7    44     3    33     1    61 0.80 -
94143at50557_133901_0:0040c8|STRG.1520.1:590-1882|+  -            431 72085at50557         -            399     4e-10   37.9   0.0   2   2   6.4e-11   5.4e-09   34.2   0.0   273   382   315   429   293   431 0.77 -
94143at50557_7038_0:001312|STRG.9996.2:648-1535|+    -            296 72085at50557         -            399   4.9e-08   31.0   2.6   1   1   6.8e-08   5.8e-06   24.2   2.6     5   200     3   206     1   295 0.76 -
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /data/projet1/projet_tutore/busco_downloads/lineages/insecta_odb10/hmms/72085at50557.hmm
# Target file:     annotation_analysis/annotation_gcf/T_zeteki/busco_output/run_insecta_odb10/metaeuk_output/initial_results/assembled_transcripts.fasta.modified.fas
# Option settings: hmmsearch --domtblout annotation_analysis/annotation_gcf/T_zeteki/busco_output/run_insecta_odb10/hmmer_output/initial_run_results/72085at50557.out --cpu 1 /data/projet1/projet_tutore/busco_downloads/lineages/insecta_odb10/hmms/72085at50557.hmm annotation_analysis/annotation_gcf/T_zeteki/busco_output/run_insecta_odb10/metaeuk_output/initial_results/assembled_transcripts.fasta.modified.fas 
# Current dir:     /data/projet1/projet_tutore
# Date:            Sun Dec  1 20:29:51 2024
# [ok]
