#                                                                                                               --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                           accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                   ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
56099at50557_103372_0:001a7e|STRG.15538.1:74-1405|+     -            444 56099at50557         -            397  3.7e-204  676.8   2.3   1   1  1.2e-205  4.5e-204  676.6   2.3     1   397     1   440     1   440 0.95 -
40115at50557_123851_0:00295a|STRG.10159.4:103-1071|+    -            323 56099at50557         -            397   1.9e-13   48.9   0.0   2   5       1.1        43    1.6   0.0    95   112   108   125   102   134 0.83 -
40115at50557_123851_0:00295a|STRG.10159.4:103-1071|+    -            323 56099at50557         -            397   1.9e-13   48.9   0.0   3   5   0.00051     0.019   12.7   0.0   223   270   137   185   126   192 0.84 -
40115at50557_123851_0:00295a|STRG.10159.4:103-1071|+    -            323 56099at50557         -            397   1.9e-13   48.9   0.0   4   5     0.012      0.46    8.1   0.0   221   268   225   274   212   283 0.87 -
40115at50557_123851_0:00295a|STRG.10159.4:103-1071|+    -            323 56099at50557         -            397   1.9e-13   48.9   0.0   5   5       1.2        44    1.6   0.0   236   267   288   319   282   322 0.86 -
40115at50557_123851_0:00295a|STRG.10159.5:803-1771|+    -            323 56099at50557         -            397   1.9e-13   48.9   0.0   1   5   2.2e-05   0.00083   17.1   0.0   241   315     8    98     2   106 0.72 -
40115at50557_123851_0:00295a|STRG.10159.5:803-1771|+    -            323 56099at50557         -            397   1.9e-13   48.9   0.0   2   5       1.1        43    1.6   0.0    95   112   108   125   102   134 0.83 -
40115at50557_123851_0:00295a|STRG.10159.5:803-1771|+    -            323 56099at50557         -            397   1.9e-13   48.9   0.0   3   5   0.00051     0.019   12.7   0.0   223   270   137   185   126   192 0.84 -
40115at50557_123851_0:00295a|STRG.10159.5:803-1771|+    -            323 56099at50557         -            397   1.9e-13   48.9   0.0   4   5     0.012      0.46    8.1   0.0   221   268   225   274   212   283 0.87 -
40115at50557_123851_0:00295a|STRG.10159.5:803-1771|+    -            323 56099at50557         -            397   1.9e-13   48.9   0.0   5   5       1.2        44    1.6   0.0   236   267   288   319   282   322 0.86 -
40115at50557_123851_0:00295a|STRG.10159.6:292-1278|+    -            329 56099at50557         -            397   2.1e-13   48.7   0.0   1   5   2.3e-05   0.00086   17.1   0.0   241   315     8    98     2   106 0.72 -
40115at50557_123851_0:00295a|STRG.10159.6:292-1278|+    -            329 56099at50557         -            397   2.1e-13   48.7   0.0   2   5       1.2        44    1.6   0.0    95   112   108   125   102   134 0.83 -
40115at50557_123851_0:00295a|STRG.10159.6:292-1278|+    -            329 56099at50557         -            397   2.1e-13   48.7   0.0   3   5   0.00052     0.019   12.6   0.0   223   270   137   185   126   192 0.84 -
40115at50557_123851_0:00295a|STRG.10159.6:292-1278|+    -            329 56099at50557         -            397   2.1e-13   48.7   0.0   4   5     0.013      0.48    8.0   0.0   221   268   231   280   218   289 0.87 -
40115at50557_123851_0:00295a|STRG.10159.6:292-1278|+    -            329 56099at50557         -            397   2.1e-13   48.7   0.0   5   5       1.2        45    1.5   0.0   236   267   294   325   288   328 0.86 -
33043at50557_568069_0:003d26|STRG.4583.2:312-2402|+     -            697 56099at50557         -            397   2.5e-13   48.5   4.1   1   6     0.009      0.34    8.5   0.0    60    99    28    66    22   139 0.74 -
33043at50557_568069_0:003d26|STRG.4583.2:312-2402|+     -            697 56099at50557         -            397   2.5e-13   48.5   4.1   2   6       3.2   1.2e+02    0.1   0.0    80   104    90   113    71   166 0.66 -
33043at50557_568069_0:003d26|STRG.4583.2:312-2402|+     -            697 56099at50557         -            397   2.5e-13   48.5   4.1   3   6       3.9   1.5e+02   -0.1   0.0   106   126   196   216   152   229 0.72 -
33043at50557_568069_0:003d26|STRG.4583.2:312-2402|+     -            697 56099at50557         -            397   2.5e-13   48.5   4.1   4   6    0.0023     0.087   10.5   0.0   238   310   233   308   226   313 0.79 -
33043at50557_568069_0:003d26|STRG.4583.2:312-2402|+     -            697 56099at50557         -            397   2.5e-13   48.5   4.1   5   6     0.076       2.8    5.5   0.0   250   311   466   530   451   543 0.74 -
33043at50557_568069_0:003d26|STRG.4583.2:312-2402|+     -            697 56099at50557         -            397   2.5e-13   48.5   4.1   6   6      0.15       5.5    4.5   0.0   240   310   623   697   615   697 0.67 -
33043at50557_568069_0:003d26|STRG.4583.1:401-2536|+     -            712 56099at50557         -            397   2.9e-13   48.3   5.0   1   9       9.5   3.6e+02   -1.4   0.0    81   103    16    38     4    46 0.74 -
33043at50557_568069_0:003d26|STRG.4583.1:401-2536|+     -            712 56099at50557         -            397   2.9e-13   48.3   5.0   2   9    0.0086      0.32    8.6   0.0    60    99    43    81    36   156 0.73 -
33043at50557_568069_0:003d26|STRG.4583.1:401-2536|+     -            712 56099at50557         -            397   2.9e-13   48.3   5.0   3   9       3.6   1.3e+02   -0.0   0.0    81   104   106   128    92   181 0.64 -
33043at50557_568069_0:003d26|STRG.4583.1:401-2536|+     -            712 56099at50557         -            397   2.9e-13   48.3   5.0   4   9       4.1   1.5e+02   -0.2   0.0   106   126   211   231   181   251 0.73 -
33043at50557_568069_0:003d26|STRG.4583.1:401-2536|+     -            712 56099at50557         -            397   2.9e-13   48.3   5.0   5   9    0.0023     0.084   10.5   0.0   238   310   248   323   240   330 0.79 -
33043at50557_568069_0:003d26|STRG.4583.1:401-2536|+     -            712 56099at50557         -            397   2.9e-13   48.3   5.0   6   9     0.059       2.2    5.8   0.0    87   125   365   409   351   415 0.66 -
33043at50557_568069_0:003d26|STRG.4583.1:401-2536|+     -            712 56099at50557         -            397   2.9e-13   48.3   5.0   7   9     0.023      0.85    7.2   0.0   242   320   430   512   422   516 0.73 -
33043at50557_568069_0:003d26|STRG.4583.1:401-2536|+     -            712 56099at50557         -            397   2.9e-13   48.3   5.0   8   9     0.076       2.8    5.5   0.0   249   311   480   545   463   558 0.74 -
33043at50557_568069_0:003d26|STRG.4583.1:401-2536|+     -            712 56099at50557         -            397   2.9e-13   48.3   5.0   9   9      0.15       5.6    4.5   0.0   240   310   638   712   630   712 0.67 -
40115at50557_144034_0:000898|STRG.1523.1:1234-2103|+    -            290 56099at50557         -            397   4.9e-13   47.5   0.3   1   5    0.0074      0.28    8.8   0.1   284   324     7    47     3    55 0.89 -
40115at50557_144034_0:000898|STRG.1523.1:1234-2103|+    -            290 56099at50557         -            397   4.9e-13   47.5   0.3   2   5      0.61        23    2.5   0.0   247   314    51   124    47   129 0.64 -
40115at50557_144034_0:000898|STRG.1523.1:1234-2103|+    -            290 56099at50557         -            397   4.9e-13   47.5   0.3   3   5     0.015      0.55    7.8   0.0   222   269   111   160   100   166 0.73 -
40115at50557_144034_0:000898|STRG.1523.1:1234-2103|+    -            290 56099at50557         -            397   4.9e-13   47.5   0.3   4   5   3.5e-08   1.3e-06   26.4   0.0   218   323   149   261   140   266 0.80 -
40115at50557_144034_0:000898|STRG.1523.1:1234-2103|+    -            290 56099at50557         -            397   4.9e-13   47.5   0.3   5   5       0.5        18    2.8   0.0    60    94   257   290   255   290 0.81 -
40115at50557_144034_0:000898|STRG.1523.2:1420-2289|+    -            290 56099at50557         -            397   4.9e-13   47.5   0.3   1   5    0.0074      0.28    8.8   0.1   284   324     7    47     3    55 0.89 -
40115at50557_144034_0:000898|STRG.1523.2:1420-2289|+    -            290 56099at50557         -            397   4.9e-13   47.5   0.3   2   5      0.61        23    2.5   0.0   247   314    51   124    47   129 0.64 -
40115at50557_144034_0:000898|STRG.1523.2:1420-2289|+    -            290 56099at50557         -            397   4.9e-13   47.5   0.3   3   5     0.015      0.55    7.8   0.0   222   269   111   160   100   166 0.73 -
40115at50557_144034_0:000898|STRG.1523.2:1420-2289|+    -            290 56099at50557         -            397   4.9e-13   47.5   0.3   4   5   3.5e-08   1.3e-06   26.4   0.0   218   323   149   261   140   266 0.80 -
40115at50557_144034_0:000898|STRG.1523.2:1420-2289|+    -            290 56099at50557         -            397   4.9e-13   47.5   0.3   5   5       0.5        18    2.8   0.0    60    94   257   290   255   290 0.81 -
78072at50557_7070_0:002a52|STRG.16420.1:1014-1856|+     -            281 56099at50557         -            397   5.4e-13   47.4   0.2   1   5       5.9   2.2e+02   -0.7   0.0    71    95     3    26     1    48 0.57 -
78072at50557_7070_0:002a52|STRG.16420.1:1014-1856|+     -            281 56099at50557         -            397   5.4e-13   47.4   0.2   2   5   3.6e-09   1.3e-07   29.6   0.0   208   327    45   169    41   176 0.85 -
78072at50557_7070_0:002a52|STRG.16420.1:1014-1856|+     -            281 56099at50557         -            397   5.4e-13   47.4   0.2   3   5      0.42        16    3.0   0.0   237   269   160   192   155   205 0.81 -
78072at50557_7070_0:002a52|STRG.16420.1:1014-1856|+     -            281 56099at50557         -            397   5.4e-13   47.4   0.2   4   5    0.0017     0.062   11.0   0.1    60    99   204   243   201   250 0.90 -
78072at50557_7070_0:002a52|STRG.16420.1:1014-1856|+     -            281 56099at50557         -            397   5.4e-13   47.4   0.2   5   5         2        75    0.8   0.0   239   267   249   277   244   280 0.86 -
78072at50557_7070_0:002a52|STRG.16420.2:1143-1985|+     -            281 56099at50557         -            397   5.4e-13   47.4   0.2   1   5       5.9   2.2e+02   -0.7   0.0    71    95     3    26     1    48 0.57 -
78072at50557_7070_0:002a52|STRG.16420.2:1143-1985|+     -            281 56099at50557         -            397   5.4e-13   47.4   0.2   2   5   3.6e-09   1.3e-07   29.6   0.0   208   327    45   169    41   176 0.85 -
78072at50557_7070_0:002a52|STRG.16420.2:1143-1985|+     -            281 56099at50557         -            397   5.4e-13   47.4   0.2   3   5      0.42        16    3.0   0.0   237   269   160   192   155   205 0.81 -
78072at50557_7070_0:002a52|STRG.16420.2:1143-1985|+     -            281 56099at50557         -            397   5.4e-13   47.4   0.2   4   5    0.0017     0.062   11.0   0.1    60    99   204   243   201   250 0.90 -
78072at50557_7070_0:002a52|STRG.16420.2:1143-1985|+     -            281 56099at50557         -            397   5.4e-13   47.4   0.2   5   5         2        75    0.8   0.0   239   267   249   277   244   280 0.86 -
33043at50557_103372_0:000263|STRG.1342.1:112-2508|+     -            799 56099at50557         -            397   5.5e-13   47.4   3.1   1   2    0.0022     0.084   10.5   0.2   145   267    89   217    56   287 0.70 -
33043at50557_103372_0:000263|STRG.1342.1:112-2508|+     -            799 56099at50557         -            397   5.5e-13   47.4   3.1   2   2   2.2e-08   8.2e-07   27.0   0.2    62   328   379   653   371   707 0.71 -
14512at50557_56086_0:000590|STRG.6561.1:586-1053|+      -            156 56099at50557         -            397   1.2e-12   46.2   0.3   1   3   0.00018    0.0069   14.1   0.0   248   320     5    80     2    83 0.84 -
14512at50557_56086_0:000590|STRG.6561.1:586-1053|+      -            156 56099at50557         -            397   1.2e-12   46.2   0.3   2   3   8.4e-08   3.1e-06   25.1   0.0   205   283    46   125    27   127 0.78 -
14512at50557_56086_0:000590|STRG.6561.1:586-1053|+      -            156 56099at50557         -            397   1.2e-12   46.2   0.3   3   3   4.8e-05    0.0018   16.0   0.1   144   191   108   156   107   156 0.93 -
80377at50557_37344_0:0017d3|STRG.13748.1:892-1851|+     -            320 56099at50557         -            397   1.3e-12   46.1   2.3   1   4     0.016      0.59    7.7   0.0   235   310     2    96     1    98 0.72 -
80377at50557_37344_0:0017d3|STRG.13748.1:892-1851|+     -            320 56099at50557         -            397   1.3e-12   46.1   2.3   2   4     0.077       2.9    5.5   0.0    63   273   111   143    84   158 0.67 -
80377at50557_37344_0:0017d3|STRG.13748.1:892-1851|+     -            320 56099at50557         -            397   1.3e-12   46.1   2.3   3   4   0.00015    0.0056   14.4   0.1   280   322   169   211   165   212 0.92 -
80377at50557_37344_0:0017d3|STRG.13748.1:892-1851|+     -            320 56099at50557         -            397   1.3e-12   46.1   2.3   4   4   2.4e-05   0.00091   17.0   0.0    61   102   209   250   205   259 0.90 -
80377at50557_37344_0:0017d3|STRG.13748.2:892-1851|+     -            320 56099at50557         -            397   1.3e-12   46.1   2.3   1   4     0.016      0.59    7.7   0.0   235   310     2    96     1    98 0.72 -
80377at50557_37344_0:0017d3|STRG.13748.2:892-1851|+     -            320 56099at50557         -            397   1.3e-12   46.1   2.3   2   4     0.077       2.9    5.5   0.0    63   273   111   143    84   158 0.67 -
80377at50557_37344_0:0017d3|STRG.13748.2:892-1851|+     -            320 56099at50557         -            397   1.3e-12   46.1   2.3   3   4   0.00015    0.0056   14.4   0.1   280   322   169   211   165   212 0.92 -
80377at50557_37344_0:0017d3|STRG.13748.2:892-1851|+     -            320 56099at50557         -            397   1.3e-12   46.1   2.3   4   4   2.4e-05   0.00091   17.0   0.0    61   102   209   250   205   259 0.90 -
80377at50557_37344_0:0017d3|STRG.13748.3:892-1851|+     -            320 56099at50557         -            397   1.3e-12   46.1   2.3   1   4     0.016      0.59    7.7   0.0   235   310     2    96     1    98 0.72 -
80377at50557_37344_0:0017d3|STRG.13748.3:892-1851|+     -            320 56099at50557         -            397   1.3e-12   46.1   2.3   2   4     0.077       2.9    5.5   0.0    63   273   111   143    84   158 0.67 -
80377at50557_37344_0:0017d3|STRG.13748.3:892-1851|+     -            320 56099at50557         -            397   1.3e-12   46.1   2.3   3   4   0.00015    0.0056   14.4   0.1   280   322   169   211   165   212 0.92 -
80377at50557_37344_0:0017d3|STRG.13748.3:892-1851|+     -            320 56099at50557         -            397   1.3e-12   46.1   2.3   4   4   2.4e-05   0.00091   17.0   0.0    61   102   209   250   205   259 0.90 -
31374at50557_103372_0:0017b9|STRG.7093.1:92-2047|+      -            652 56099at50557         -            397   1.3e-12   46.1   1.2   1   4     0.063       2.4    5.7   0.0    61   102   391   431   388   433 0.84 -
31374at50557_103372_0:0017b9|STRG.7093.1:92-2047|+      -            652 56099at50557         -            397   1.3e-12   46.1   1.2   2   4   1.8e-09   6.6e-08   30.6   0.1   222   319   414   516   401   523 0.79 -
31374at50557_103372_0:0017b9|STRG.7093.1:92-2047|+      -            652 56099at50557         -            397   1.3e-12   46.1   1.2   3   4       1.7        65    1.0   0.0    61   102   517   556   513   562 0.79 -
31374at50557_103372_0:0017b9|STRG.7093.1:92-2047|+      -            652 56099at50557         -            397   1.3e-12   46.1   1.2   4   4     0.017      0.62    7.7   0.0    59    96   557   593   552   607 0.83 -
48053at50557_13249_0:0016bb|STRG.3351.1:750-1724|+      -            325 56099at50557         -            397   2.2e-12   45.4   3.1   1   4   9.5e-05    0.0036   15.0   0.0    56   104    60   108    54   109 0.90 -
48053at50557_13249_0:0016bb|STRG.3351.1:750-1724|+      -            325 56099at50557         -            397   2.2e-12   45.4   3.1   2   4   0.00057     0.021   12.5   0.0   231   270   101   140   100   151 0.91 -
48053at50557_13249_0:0016bb|STRG.3351.1:750-1724|+      -            325 56099at50557         -            397   2.2e-12   45.4   3.1   3   4   2.2e-05   0.00083   17.1   0.2   217   317   171   277   161   287 0.81 -
48053at50557_13249_0:0016bb|STRG.3351.1:750-1724|+      -            325 56099at50557         -            397   2.2e-12   45.4   3.1   4   4       1.3        49    1.4   0.0    76    97   299   320   271   323 0.66 -
48053at50557_104421_0:0017a2|STRG.3533.1:31-1551|+      -            507 56099at50557         -            397   2.9e-12   45.0   0.1   1   2   0.00018    0.0069   14.1   0.1   222   271   243   292   230   299 0.81 -
48053at50557_104421_0:0017a2|STRG.3533.1:31-1551|+      -            507 56099at50557         -            397   2.9e-12   45.0   0.1   2   2   1.7e-08   6.3e-07   27.4   0.0   140   271   371   504   355   507 0.85 -
49370at50557_456900_0:00265d|STRG.6693.1:222-1790|+     -            523 56099at50557         -            397   7.8e-12   43.6   0.1   1   3       7.2   2.7e+02   -1.0   0.0    79    94   292   307   258   314 0.63 -
49370at50557_456900_0:00265d|STRG.6693.1:222-1790|+     -            523 56099at50557         -            397   7.8e-12   43.6   0.1   2   3    0.0045      0.17    9.5   0.0   245   317   325   400   313   407 0.81 -
49370at50557_456900_0:00265d|STRG.6693.1:222-1790|+     -            523 56099at50557         -            397   7.8e-12   43.6   0.1   3   3     4e-09   1.5e-07   29.5   0.1   211   311   416   521   407   523 0.81 -
80377at50557_123851_0:001311|STRG.4282.1:494-1288|+     -            265 56099at50557         -            397   2.2e-11   42.1   0.1   1   3       7.9     3e+02   -1.2   0.0   254   271    15    32     7    39 0.59 -
80377at50557_123851_0:001311|STRG.4282.1:494-1288|+     -            265 56099at50557         -            397   2.2e-11   42.1   0.1   2   3   0.00052      0.02   12.6   0.0    57   120    56   114    54   128 0.80 -
80377at50557_123851_0:001311|STRG.4282.1:494-1288|+     -            265 56099at50557         -            397   2.2e-11   42.1   0.1   3   3     4e-08   1.5e-06   26.1   0.0   240   319   150   234   112   250 0.77 -
43121at50557_103372_0:001d6c|STRG.7934.1:0-1529|+       -            510 56099at50557         -            397   2.8e-11   41.7   0.1   1   3    0.0014     0.051   11.2   0.0   225   319   195   300   184   305 0.71 -
43121at50557_103372_0:001d6c|STRG.7934.1:0-1529|+       -            510 56099at50557         -            397   2.8e-11   41.7   0.1   2   3   5.5e-08   2.1e-06   25.7   0.0   240   323   303   389   299   401 0.85 -
43121at50557_103372_0:001d6c|STRG.7934.1:0-1529|+       -            510 56099at50557         -            397   2.8e-11   41.7   0.1   3   3       2.1        78    0.7   0.0    61    94   476   508   474   509 0.93 -
57752at50557_103372_0:000c5a|STRG.2346.1:163-1527|+     -            455 56099at50557         -            397   5.8e-11   40.7   3.5   1   4    0.0015     0.055   11.1   0.0    62   124   141   217   138   225 0.78 -
57752at50557_103372_0:000c5a|STRG.2346.1:163-1527|+     -            455 56099at50557         -            397   5.8e-11   40.7   3.5   2   4     0.011      0.39    8.3   0.1    56    98   261   302   254   344 0.63 -
57752at50557_103372_0:000c5a|STRG.2346.1:163-1527|+     -            455 56099at50557         -            397   5.8e-11   40.7   3.5   3   4    0.0018     0.068   10.8   0.0    58    96   346   382   340   390 0.92 -
57752at50557_103372_0:000c5a|STRG.2346.1:163-1527|+     -            455 56099at50557         -            397   5.8e-11   40.7   3.5   4   4      0.72        27    2.3   0.0   240   272   399   431   383   438 0.79 -
57752at50557_103372_0:000c5a|STRG.2346.3:163-1527|+     -            455 56099at50557         -            397   5.8e-11   40.7   3.5   1   4    0.0015     0.055   11.1   0.0    62   124   141   217   138   225 0.78 -
57752at50557_103372_0:000c5a|STRG.2346.3:163-1527|+     -            455 56099at50557         -            397   5.8e-11   40.7   3.5   2   4     0.011      0.39    8.3   0.1    56    98   261   302   254   344 0.63 -
57752at50557_103372_0:000c5a|STRG.2346.3:163-1527|+     -            455 56099at50557         -            397   5.8e-11   40.7   3.5   3   4    0.0018     0.068   10.8   0.0    58    96   346   382   340   390 0.92 -
57752at50557_103372_0:000c5a|STRG.2346.3:163-1527|+     -            455 56099at50557         -            397   5.8e-11   40.7   3.5   4   4      0.72        27    2.3   0.0   240   272   399   431   383   438 0.79 -
78072at50557_34720_0:000cf9|STRG.13119.4:229-1245|+     -            339 56099at50557         -            397   1.1e-10   39.7   3.3   1   4    0.0005     0.019   12.7   0.0   241   314    16    95    10   102 0.79 -
78072at50557_34720_0:000cf9|STRG.13119.4:229-1245|+     -            339 56099at50557         -            397   1.1e-10   39.7   3.3   2   4   6.7e-08   2.5e-06   25.4   0.1   178   316    34   185    30   186 0.84 -
78072at50557_34720_0:000cf9|STRG.13119.4:229-1245|+     -            339 56099at50557         -            397   1.1e-10   39.7   3.3   3   4   9.5e-05    0.0036   15.0   0.8   237   313   145   228   138   247 0.71 -
78072at50557_34720_0:000cf9|STRG.13119.4:229-1245|+     -            339 56099at50557         -            397   1.1e-10   39.7   3.3   4   4      0.38        14    3.2   0.0    63    94   304   335   296   338 0.78 -
78072at50557_34720_0:000cf9|STRG.13119.3:196-1209|+     -            338 56099at50557         -            397   1.2e-10   39.7   3.3   1   4    0.0005     0.019   12.7   0.0   241   314    15    94     9   101 0.79 -
78072at50557_34720_0:000cf9|STRG.13119.3:196-1209|+     -            338 56099at50557         -            397   1.2e-10   39.7   3.3   2   4   6.7e-08   2.5e-06   25.4   0.1   178   316    33   184    29   185 0.84 -
78072at50557_34720_0:000cf9|STRG.13119.3:196-1209|+     -            338 56099at50557         -            397   1.2e-10   39.7   3.3   3   4   9.5e-05    0.0035   15.0   0.8   237   313   144   227   137   246 0.71 -
78072at50557_34720_0:000cf9|STRG.13119.3:196-1209|+     -            338 56099at50557         -            397   1.2e-10   39.7   3.3   4   4      0.38        14    3.2   0.0    63    94   303   334   295   337 0.78 -
80377at50557_568069_0:004eea|STRG.3544.1:64-918|+       -            285 56099at50557         -            397     4e-10   37.9   0.0   1   2    0.0089      0.33    8.6   0.0   244   308     8    33     2    40 0.55 -
80377at50557_568069_0:004eea|STRG.3544.1:64-918|+       -            285 56099at50557         -            397     4e-10   37.9   0.0   2   2   3.7e-08   1.4e-06   26.3   0.0   139   320    71   256    54   267 0.84 -
77772at50557_121845_0:003bba|STRG.11923.5:1653-2559|-   -            300 56099at50557         -            397   4.4e-10   37.8   0.0   1   3     0.012      0.45    8.1   0.0   237   270    13    46     6    53 0.88 -
77772at50557_121845_0:003bba|STRG.11923.5:1653-2559|-   -            300 56099at50557         -            397   4.4e-10   37.8   0.0   2   3   0.00014    0.0051   14.5   0.0   145   314    44   211    42   221 0.73 -
77772at50557_121845_0:003bba|STRG.11923.5:1653-2559|-   -            300 56099at50557         -            397   4.4e-10   37.8   0.0   3   3   0.00078     0.029   12.0   0.0   290   323   232   265   221   284 0.89 -
77772at50557_121845_0:003bba|STRG.11925.1:3-909|+       -            300 56099at50557         -            397   4.4e-10   37.8   0.0   1   3     0.012      0.45    8.1   0.0   237   270    13    46     6    53 0.88 -
77772at50557_121845_0:003bba|STRG.11925.1:3-909|+       -            300 56099at50557         -            397   4.4e-10   37.8   0.0   2   3   0.00014    0.0051   14.5   0.0   145   314    44   211    42   221 0.73 -
77772at50557_121845_0:003bba|STRG.11925.1:3-909|+       -            300 56099at50557         -            397   4.4e-10   37.8   0.0   3   3   0.00078     0.029   12.0   0.0   290   323   232   265   221   284 0.89 -
14512at50557_103372_0:0005b9|STRG.15079.1:353-2929|+    -            859 56099at50557         -            397   4.4e-10   37.8   0.1   1   4       3.6   1.3e+02   -0.0   0.0    64    96    16    48    11    54 0.78 -
14512at50557_103372_0:0005b9|STRG.15079.1:353-2929|+    -            859 56099at50557         -            397   4.4e-10   37.8   0.1   2   4      0.24         9    3.8   0.0    59    99    54    92    41   100 0.83 -
14512at50557_103372_0:0005b9|STRG.15079.1:353-2929|+    -            859 56099at50557         -            397   4.4e-10   37.8   0.1   3   4   3.5e-07   1.3e-05   23.1   0.0   240   320    99   182    94   186 0.83 -
14512at50557_103372_0:0005b9|STRG.15079.1:353-2929|+    -            859 56099at50557         -            397   4.4e-10   37.8   0.1   4   4     0.086       3.2    5.3   0.0    62   100   183   220   180   225 0.88 -
14512at50557_103372_0:0005b9|STRG.15079.2:353-2986|+    -            878 56099at50557         -            397   4.9e-10   37.6   0.1   1   4       3.7   1.4e+02   -0.0   0.0    64    96    16    48    11    54 0.78 -
14512at50557_103372_0:0005b9|STRG.15079.2:353-2986|+    -            878 56099at50557         -            397   4.9e-10   37.6   0.1   2   4      0.26       9.5    3.8   0.0    59    99    54    92    42   100 0.83 -
14512at50557_103372_0:0005b9|STRG.15079.2:353-2986|+    -            878 56099at50557         -            397   4.9e-10   37.6   0.1   3   4   3.6e-07   1.3e-05   23.0   0.0   240   320    99   182    94   186 0.83 -
14512at50557_103372_0:0005b9|STRG.15079.2:353-2986|+    -            878 56099at50557         -            397   4.9e-10   37.6   0.1   4   4     0.088       3.3    5.3   0.0    62   100   183   220   180   225 0.88 -
40115at50557_77166_0:00051d|STRG.8742.2:0-308|+         -            103 56099at50557         -            397     6e-10   37.4   0.1   1   1   1.9e-11     7e-10   37.1   0.1   218   311     5   103     2   103 0.84 -
71739at50557_103372_0:00145d|STRG.6295.1:109-1086|+     -            326 56099at50557         -            397     1e-09   36.6   0.0   1   3   2.5e-05   0.00095   16.9   0.0   237   324     4    93     1   109 0.80 -
71739at50557_103372_0:00145d|STRG.6295.1:109-1086|+     -            326 56099at50557         -            397     1e-09   36.6   0.0   2   3   0.00056     0.021   12.5   0.0   208   309   152   258   136   268 0.68 -
71739at50557_103372_0:00145d|STRG.6295.1:109-1086|+     -            326 56099at50557         -            397     1e-09   36.6   0.0   3   3      0.46        17    2.9   0.0   240   274   282   316   265   323 0.81 -
13625at50557_103372_0:00203b|STRG.1696.1:4-2655|+       -            884 56099at50557         -            397   1.4e-09   36.2   0.8   1   5       1.8        67    1.0   0.0   248   298    14    66     4    72 0.85 -
13625at50557_103372_0:00203b|STRG.1696.1:4-2655|+       -            884 56099at50557         -            397   1.4e-09   36.2   0.8   2   5      0.16       5.8    4.5   0.0   285   311   102   128    94   140 0.88 -
13625at50557_103372_0:00203b|STRG.1696.1:4-2655|+       -            884 56099at50557         -            397   1.4e-09   36.2   0.8   3   5    0.0014     0.052   11.2   0.0   275   312   341   381   282   387 0.76 -
13625at50557_103372_0:00203b|STRG.1696.1:4-2655|+       -            884 56099at50557         -            397   1.4e-09   36.2   0.8   4   5      0.54        20    2.7   0.0    64    99   392   426   385   435 0.66 -
13625at50557_103372_0:00203b|STRG.1696.1:4-2655|+       -            884 56099at50557         -            397   1.4e-09   36.2   0.8   5   5    0.0092      0.34    8.5   0.0   236   273   472   511   441   568 0.62 -
76755at50557_64793_0:0021c2|STRG.1211.2:14-848|+        -            273 56099at50557         -            397   1.6e-09   35.9   1.3   1   3     0.005      0.19    9.4   0.0   259   315    18    69     8    76 0.85 -
76755at50557_64793_0:0021c2|STRG.1211.2:14-848|+        -            273 56099at50557         -            397   1.6e-09   35.9   1.3   2   3     0.075       2.8    5.5   0.0    69    98    83   111    73   118 0.85 -
76755at50557_64793_0:0021c2|STRG.1211.2:14-848|+        -            273 56099at50557         -            397   1.6e-09   35.9   1.3   3   3   9.7e-06   0.00036   18.3   0.1   248   316   176   248   162   269 0.77 -
25500at50557_121845_0:000041|STRG.12145.1:349-1062|+    -            238 56099at50557         -            397     2e-09   35.6   0.3   1   1   9.4e-11   3.5e-09   34.8   0.3   137   311    13   202     6   206 0.80 -
76755at50557_64793_0:0021c2|STRG.1211.1:129-1100|+      -            324 56099at50557         -            397   2.5e-09   35.3   1.2   1   4     0.052       1.9    6.0   0.0   259   310    18    71     7    85 0.68 -
76755at50557_64793_0:0021c2|STRG.1211.1:129-1100|+      -            324 56099at50557         -            397   2.5e-09   35.3   1.2   2   4      0.93        35    1.9   0.0   284   315    89   120    81   131 0.85 -
76755at50557_64793_0:0021c2|STRG.1211.1:129-1100|+      -            324 56099at50557         -            397   2.5e-09   35.3   1.2   3   4       0.1       3.8    5.1   0.0    69    98   134   162   130   170 0.84 -
76755at50557_64793_0:0021c2|STRG.1211.1:129-1100|+      -            324 56099at50557         -            397   2.5e-09   35.3   1.2   4   4   1.1e-05    0.0004   18.2   0.1   248   316   227   299   174   320 0.83 -
40115at50557_597456_0:00265e|STRG.4355.1:1850-2719|+    -            290 56099at50557         -            397   2.7e-09   35.2   5.9   1   2      0.16       5.9    4.5   0.0    65    98     1    34     1    45 0.88 -
40115at50557_597456_0:00265e|STRG.4355.1:1850-2719|+    -            290 56099at50557         -            397   2.7e-09   35.2   5.9   2   2   1.3e-08   4.9e-07   27.8   2.3    59   241    83   257    81   288 0.71 -
22030at50557_2015173_0:001d52|STRG.9561.1:514-1719|+    -            402 56099at50557         -            397   3.2e-09   34.9   3.6   1   3     1e-06   3.8e-05   21.5   0.4    16   129    23   151    15   162 0.70 -
