#                                                                                                               --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                           accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                   ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
31374at50557_103372_0:0017b9|STRG.7093.1:92-2047|+      -            652 31374at50557         -            569  2.2e-291  966.2  18.7   1   1  6.7e-291    2e-289  959.7  18.7     1   569     4   646     4   646 0.94 -
78072at50557_7070_0:002a52|STRG.16420.1:1014-1856|+     -            281 31374at50557         -            569   6.6e-28   96.3   8.8   1   4   7.7e-05    0.0023   15.3   0.3   393   476     2    84     1    86 0.94 -
78072at50557_7070_0:002a52|STRG.16420.1:1014-1856|+     -            281 31374at50557         -            569   6.6e-28   96.3   8.8   2   4   6.6e-21     2e-19   68.3   1.3   343   476    36   170    31   171 0.94 -
78072at50557_7070_0:002a52|STRG.16420.1:1014-1856|+     -            281 31374at50557         -            569   6.6e-28   96.3   8.8   3   4   1.1e-09   3.2e-08   31.3   0.1   371   464   149   244   149   249 0.90 -
78072at50557_7070_0:002a52|STRG.16420.1:1014-1856|+     -            281 31374at50557         -            569   6.6e-28   96.3   8.8   4   4      0.01       0.3    8.3   0.2   387   416   252   281   248   281 0.90 -
78072at50557_7070_0:002a52|STRG.16420.2:1143-1985|+     -            281 31374at50557         -            569   6.6e-28   96.3   8.8   1   4   7.7e-05    0.0023   15.3   0.3   393   476     2    84     1    86 0.94 -
78072at50557_7070_0:002a52|STRG.16420.2:1143-1985|+     -            281 31374at50557         -            569   6.6e-28   96.3   8.8   2   4   6.6e-21     2e-19   68.3   1.3   343   476    36   170    31   171 0.94 -
78072at50557_7070_0:002a52|STRG.16420.2:1143-1985|+     -            281 31374at50557         -            569   6.6e-28   96.3   8.8   3   4   1.1e-09   3.2e-08   31.3   0.1   371   464   149   244   149   249 0.90 -
78072at50557_7070_0:002a52|STRG.16420.2:1143-1985|+     -            281 31374at50557         -            569   6.6e-28   96.3   8.8   4   4      0.01       0.3    8.3   0.2   387   416   252   281   248   281 0.90 -
71739at50557_7213_0:002b67|STRG.12964.1:279-1157|+      -            293 31374at50557         -            569   2.5e-27   94.4   0.9   1   3   1.5e-09   4.5e-08   30.8   0.0   386   468    12    97     7   102 0.93 -
71739at50557_7213_0:002b67|STRG.12964.1:279-1157|+      -            293 31374at50557         -            569   2.5e-27   94.4   0.9   2   3   2.4e-12   7.1e-11   40.1   0.1   388   535   100   256    95   262 0.82 -
71739at50557_7213_0:002b67|STRG.12964.1:279-1157|+      -            293 31374at50557         -            569   2.5e-27   94.4   0.9   3   3   8.3e-08   2.5e-06   25.1   0.0   350   415   228   293   225   293 0.87 -
13625at50557_103372_0:00203b|STRG.1696.1:4-2655|+       -            884 31374at50557         -            569   6.4e-27   93.0  17.9   1   5   1.4e-05   0.00043   17.7   0.0   355   459    18   128    13   132 0.81 -
13625at50557_103372_0:00203b|STRG.1696.1:4-2655|+       -            884 31374at50557         -            569   6.4e-27   93.0  17.9   2   5   0.00017    0.0052   14.1   1.5   343   416    96   171    91   176 0.78 -
13625at50557_103372_0:00203b|STRG.1696.1:4-2655|+       -            884 31374at50557         -            569   6.4e-27   93.0  17.9   3   5       1.1        34    1.5   0.8   205   304   200   296   192   308 0.67 -
13625at50557_103372_0:00203b|STRG.1696.1:4-2655|+       -            884 31374at50557         -            569   6.4e-27   93.0  17.9   4   5   1.5e-15   4.4e-14   50.7   0.8   361   488   324   457   311   463 0.85 -
13625at50557_103372_0:00203b|STRG.1696.1:4-2655|+       -            884 31374at50557         -            569   6.4e-27   93.0  17.9   5   5   4.9e-09   1.4e-07   29.1   0.0   361   532   451   614   441   631 0.79 -
31374at50557_217634_0:001dc6|STRG.14278.4:255-656|+     -            134 31374at50557         -            569   7.6e-27   92.8   0.1   1   2   7.3e-15   2.2e-13   48.4   0.0   427   472     1    46     1    50 0.93 -
31374at50557_217634_0:001dc6|STRG.14278.4:255-656|+     -            134 31374at50557         -            569   7.6e-27   92.8   0.1   2   2     2e-13   5.9e-12   43.6   0.0   348   420    48   120    43   131 0.93 -
80377at50557_38123_0:002ff9|STRG.10661.1:126-1727|+     -            534 31374at50557         -            569     5e-26   90.1   2.3   1   3   9.4e-07   2.8e-05   21.6   0.1   372   462    34   124    24   128 0.62 -
80377at50557_38123_0:002ff9|STRG.10661.1:126-1727|+     -            534 31374at50557         -            569     5e-26   90.1   2.3   2   3   4.3e-12   1.3e-10   39.2   0.1   340   417   128   205   123   214 0.95 -
80377at50557_38123_0:002ff9|STRG.10661.1:126-1727|+     -            534 31374at50557         -            569     5e-26   90.1   2.3   3   3   4.2e-08   1.2e-06   26.1   0.0   422   540   376   504   366   525 0.80 -
80377at50557_38123_0:002ff9|STRG.10661.2:120-1721|+     -            534 31374at50557         -            569     5e-26   90.1   2.3   1   3   9.4e-07   2.8e-05   21.6   0.1   372   462    34   124    24   128 0.62 -
80377at50557_38123_0:002ff9|STRG.10661.2:120-1721|+     -            534 31374at50557         -            569     5e-26   90.1   2.3   2   3   4.3e-12   1.3e-10   39.2   0.1   340   417   128   205   123   214 0.95 -
80377at50557_38123_0:002ff9|STRG.10661.2:120-1721|+     -            534 31374at50557         -            569     5e-26   90.1   2.3   3   3   4.2e-08   1.2e-06   26.1   0.0   422   540   376   504   366   525 0.80 -
80377at50557_38123_0:002ff9|STRG.10661.3:243-1844|+     -            534 31374at50557         -            569     5e-26   90.1   2.3   1   3   9.4e-07   2.8e-05   21.6   0.1   372   462    34   124    24   128 0.62 -
80377at50557_38123_0:002ff9|STRG.10661.3:243-1844|+     -            534 31374at50557         -            569     5e-26   90.1   2.3   2   3   4.3e-12   1.3e-10   39.2   0.1   340   417   128   205   123   214 0.95 -
80377at50557_38123_0:002ff9|STRG.10661.3:243-1844|+     -            534 31374at50557         -            569     5e-26   90.1   2.3   3   3   4.2e-08   1.2e-06   26.1   0.0   422   540   376   504   366   525 0.80 -
80377at50557_38123_0:002ff9|STRG.10661.4:125-1726|+     -            534 31374at50557         -            569     5e-26   90.1   2.3   1   3   9.4e-07   2.8e-05   21.6   0.1   372   462    34   124    24   128 0.62 -
80377at50557_38123_0:002ff9|STRG.10661.4:125-1726|+     -            534 31374at50557         -            569     5e-26   90.1   2.3   2   3   4.3e-12   1.3e-10   39.2   0.1   340   417   128   205   123   214 0.95 -
80377at50557_38123_0:002ff9|STRG.10661.4:125-1726|+     -            534 31374at50557         -            569     5e-26   90.1   2.3   3   3   4.2e-08   1.2e-06   26.1   0.0   422   540   376   504   366   525 0.80 -
14512at50557_56086_0:000590|STRG.6561.1:586-1053|+      -            156 31374at50557         -            569   6.4e-25   86.4   0.1   1   2   0.00026    0.0077   13.5   0.0   437   472     7    42     5    44 0.94 -
14512at50557_56086_0:000590|STRG.6561.1:586-1053|+      -            156 31374at50557         -            569   6.4e-25   86.4   0.1   2   2   1.5e-23   4.4e-22   77.1   0.1   343   459    39   156    36   156 0.96 -
71739at50557_103372_0:00145d|STRG.6295.1:109-1086|+     -            326 31374at50557         -            569   2.3e-24   84.6   0.0   1   3   7.4e-13   2.2e-11   41.8   0.1   385   502     6   123     4   155 0.89 -
71739at50557_103372_0:00145d|STRG.6295.1:109-1086|+     -            326 31374at50557         -            569   2.3e-24   84.6   0.0   2   3   2.3e-09   6.9e-08   30.2   0.0   360   426   160   226   146   232 0.90 -
71739at50557_103372_0:00145d|STRG.6295.1:109-1086|+     -            326 31374at50557         -            569   2.3e-24   84.6   0.0   3   3    0.0064      0.19    8.9   0.0   338   373   277   312   274   317 0.82 -
76755at50557_64793_0:0021c2|STRG.1211.1:129-1100|+      -            324 31374at50557         -            569   2.4e-24   84.5   5.5   1   3    0.0023     0.069   10.4   0.1   400   462    14    75     5    79 0.87 -
76755at50557_64793_0:0021c2|STRG.1211.1:129-1100|+      -            324 31374at50557         -            569   2.4e-24   84.5   5.5   2   3   3.4e-09     1e-07   29.7   0.0   382   469    81   169    77   205 0.87 -
76755at50557_64793_0:0021c2|STRG.1211.1:129-1100|+      -            324 31374at50557         -            569   2.4e-24   84.5   5.5   3   3   4.3e-14   1.3e-12   45.8   0.6   341   440   217   317   211   321 0.89 -
78072at50557_110193_0:0018f8|STRG.14525.1:144-914|+     -            257 31374at50557         -            569   2.4e-24   84.5   5.0   1   3     7e-06   0.00021   18.7   0.1   404   477    25   106     5   110 0.74 -
78072at50557_110193_0:0018f8|STRG.14525.1:144-914|+     -            257 31374at50557         -            569   2.4e-24   84.5   5.0   2   3   2.6e-07   7.9e-06   23.4   0.7   387   473   100   185    95   188 0.81 -
78072at50557_110193_0:0018f8|STRG.14525.1:144-914|+     -            257 31374at50557         -            569   2.4e-24   84.5   5.0   3   3     1e-14     3e-13   47.9   0.1   341   418   179   255   173   257 0.91 -
43121at50557_103372_0:001d6c|STRG.7934.1:0-1529|+       -            510 31374at50557         -            569     9e-24   82.7   1.3   1   2   1.7e-05   0.00051   17.4   0.0   425   534   208   294   197   308 0.70 -
43121at50557_103372_0:001d6c|STRG.7934.1:0-1529|+       -            510 31374at50557         -            569     9e-24   82.7   1.3   2   2   1.1e-15   3.4e-14   51.0   0.6   346   531   306   508   300   509 0.79 -
22030at50557_2015173_0:001d52|STRG.9561.1:514-1719|+    -            402 31374at50557         -            569   1.1e-23   82.3  12.3   1   3   3.2e-11   9.6e-10   36.3   2.8   386   532    27   195    19   199 0.75 -
22030at50557_2015173_0:001d52|STRG.9561.1:514-1719|+    -            402 31374at50557         -            569   1.1e-23   82.3  12.3   2   3   5.6e-11   1.7e-09   35.5   0.3   337   459   157   279   148   292 0.87 -
22030at50557_2015173_0:001d52|STRG.9561.1:514-1719|+    -            402 31374at50557         -            569   1.1e-23   82.3  12.3   3   3   1.2e-09   3.7e-08   31.1   0.1   340   411   202   273   195   324 0.87 -
43553at50557_103372_0:0013d1|STRG.6288.1:355-1868|+     -            494 31374at50557         -            569   1.2e-23   82.2   5.4   1   3     5e-15   1.5e-13   48.9   0.1   384   460   156   233   147   247 0.92 -
43553at50557_103372_0:0013d1|STRG.6288.1:355-1868|+     -            494 31374at50557         -            569   1.2e-23   82.2   5.4   2   3   0.00097     0.029   11.6   0.0   422   478   277   333   274   337 0.93 -
43553at50557_103372_0:0013d1|STRG.6288.1:355-1868|+     -            494 31374at50557         -            569   1.2e-23   82.2   5.4   3   3   8.1e-09   2.4e-07   28.4   1.0   342   468   323   448   321   483 0.78 -
43553at50557_103372_0:0013d1|STRG.6288.2:735-2248|+     -            494 31374at50557         -            569   1.2e-23   82.2   5.4   1   3     5e-15   1.5e-13   48.9   0.1   384   460   156   233   147   247 0.92 -
43553at50557_103372_0:0013d1|STRG.6288.2:735-2248|+     -            494 31374at50557         -            569   1.2e-23   82.2   5.4   2   3   0.00097     0.029   11.6   0.0   422   478   277   333   274   337 0.93 -
43553at50557_103372_0:0013d1|STRG.6288.2:735-2248|+     -            494 31374at50557         -            569   1.2e-23   82.2   5.4   3   3   8.1e-09   2.4e-07   28.4   1.0   342   468   323   448   321   483 0.78 -
56099at50557_103372_0:001a7e|STRG.15538.1:74-1405|+     -            444 31374at50557         -            569   5.4e-23   80.1   0.8   1   3     2e-08   5.9e-07   27.1   0.0   343   418    62   138    56   174 0.88 -
56099at50557_103372_0:001a7e|STRG.15538.1:74-1405|+     -            444 31374at50557         -            569   5.4e-23   80.1   0.8   2   3    0.0013     0.038   11.3   0.0   404   469   169   235   165   245 0.77 -
56099at50557_103372_0:001a7e|STRG.15538.1:74-1405|+     -            444 31374at50557         -            569   5.4e-23   80.1   0.8   3   3   4.5e-12   1.3e-10   39.2   0.1   352   472   242   365   239   374 0.86 -
40115at50557_123851_0:00295a|STRG.10159.1:1958-2926|+   -            323 31374at50557         -            569   2.7e-22   77.8   5.1   1   5      0.32       9.6    3.3   0.0   434   459    14    39     6    53 0.68 -
40115at50557_123851_0:00295a|STRG.10159.1:1958-2926|+   -            323 31374at50557         -            569   2.7e-22   77.8   5.1   2   5   6.6e-05     0.002   15.5   0.0   501   541    63   103    53   118 0.70 -
40115at50557_123851_0:00295a|STRG.10159.1:1958-2926|+   -            323 31374at50557         -            569   2.7e-22   77.8   5.1   3   5       3.6   1.1e+02   -0.1   0.0   501   534   110   148    95   155 0.66 -
40115at50557_123851_0:00295a|STRG.10159.1:1958-2926|+   -            323 31374at50557         -            569   2.7e-22   77.8   5.1   4   5   9.1e-06   0.00027   18.3   0.2   341   384   154   196   133   208 0.84 -
40115at50557_123851_0:00295a|STRG.10159.1:1958-2926|+   -            323 31374at50557         -            569   2.7e-22   77.8   5.1   5   5   1.9e-11   5.6e-10   37.1   0.2   349   458   210   323   202   323 0.89 -
40115at50557_123851_0:00295a|STRG.10159.2:588-1556|+    -            323 31374at50557         -            569   2.7e-22   77.8   5.1   1   5      0.32       9.6    3.3   0.0   434   459    14    39     6    53 0.68 -
40115at50557_123851_0:00295a|STRG.10159.2:588-1556|+    -            323 31374at50557         -            569   2.7e-22   77.8   5.1   2   5   6.6e-05     0.002   15.5   0.0   501   541    63   103    53   118 0.70 -
40115at50557_123851_0:00295a|STRG.10159.2:588-1556|+    -            323 31374at50557         -            569   2.7e-22   77.8   5.1   3   5       3.6   1.1e+02   -0.1   0.0   501   534   110   148    95   155 0.66 -
40115at50557_123851_0:00295a|STRG.10159.2:588-1556|+    -            323 31374at50557         -            569   2.7e-22   77.8   5.1   4   5   9.1e-06   0.00027   18.3   0.2   341   384   154   196   133   208 0.84 -
40115at50557_123851_0:00295a|STRG.10159.2:588-1556|+    -            323 31374at50557         -            569   2.7e-22   77.8   5.1   5   5   1.9e-11   5.6e-10   37.1   0.2   349   458   210   323   202   323 0.89 -
40115at50557_123851_0:00295a|STRG.10159.3:1807-2775|+   -            323 31374at50557         -            569   2.7e-22   77.8   5.1   1   5      0.32       9.6    3.3   0.0   434   459    14    39     6    53 0.68 -
40115at50557_123851_0:00295a|STRG.10159.3:1807-2775|+   -            323 31374at50557         -            569   2.7e-22   77.8   5.1   2   5   6.6e-05     0.002   15.5   0.0   501   541    63   103    53   118 0.70 -
40115at50557_123851_0:00295a|STRG.10159.3:1807-2775|+   -            323 31374at50557         -            569   2.7e-22   77.8   5.1   3   5       3.6   1.1e+02   -0.1   0.0   501   534   110   148    95   155 0.66 -
40115at50557_123851_0:00295a|STRG.10159.3:1807-2775|+   -            323 31374at50557         -            569   2.7e-22   77.8   5.1   4   5   9.1e-06   0.00027   18.3   0.2   341   384   154   196   133   208 0.84 -
40115at50557_123851_0:00295a|STRG.10159.3:1807-2775|+   -            323 31374at50557         -            569   2.7e-22   77.8   5.1   5   5   1.9e-11   5.6e-10   37.1   0.2   349   458   210   323   202   323 0.89 -
40115at50557_123851_0:00295a|STRG.10159.4:103-1071|+    -            323 31374at50557         -            569   2.7e-22   77.8   5.1   1   5      0.32       9.6    3.3   0.0   434   459    14    39     6    53 0.68 -
40115at50557_123851_0:00295a|STRG.10159.4:103-1071|+    -            323 31374at50557         -            569   2.7e-22   77.8   5.1   2   5   6.6e-05     0.002   15.5   0.0   501   541    63   103    53   118 0.70 -
40115at50557_123851_0:00295a|STRG.10159.4:103-1071|+    -            323 31374at50557         -            569   2.7e-22   77.8   5.1   3   5       3.6   1.1e+02   -0.1   0.0   501   534   110   148    95   155 0.66 -
40115at50557_123851_0:00295a|STRG.10159.4:103-1071|+    -            323 31374at50557         -            569   2.7e-22   77.8   5.1   4   5   9.1e-06   0.00027   18.3   0.2   341   384   154   196   133   208 0.84 -
40115at50557_123851_0:00295a|STRG.10159.4:103-1071|+    -            323 31374at50557         -            569   2.7e-22   77.8   5.1   5   5   1.9e-11   5.6e-10   37.1   0.2   349   458   210   323   202   323 0.89 -
40115at50557_123851_0:00295a|STRG.10159.5:803-1771|+    -            323 31374at50557         -            569   2.7e-22   77.8   5.1   1   5      0.32       9.6    3.3   0.0   434   459    14    39     6    53 0.68 -
40115at50557_123851_0:00295a|STRG.10159.5:803-1771|+    -            323 31374at50557         -            569   2.7e-22   77.8   5.1   2   5   6.6e-05     0.002   15.5   0.0   501   541    63   103    53   118 0.70 -
40115at50557_123851_0:00295a|STRG.10159.5:803-1771|+    -            323 31374at50557         -            569   2.7e-22   77.8   5.1   3   5       3.6   1.1e+02   -0.1   0.0   501   534   110   148    95   155 0.66 -
40115at50557_123851_0:00295a|STRG.10159.5:803-1771|+    -            323 31374at50557         -            569   2.7e-22   77.8   5.1   4   5   9.1e-06   0.00027   18.3   0.2   341   384   154   196   133   208 0.84 -
40115at50557_123851_0:00295a|STRG.10159.5:803-1771|+    -            323 31374at50557         -            569   2.7e-22   77.8   5.1   5   5   1.9e-11   5.6e-10   37.1   0.2   349   458   210   323   202   323 0.89 -
40115at50557_123851_0:00295a|STRG.10159.6:292-1278|+    -            329 31374at50557         -            569   2.8e-22   77.7   4.8   1   5      0.31       9.1    3.4   0.0   434   459    14    39     6    59 0.70 -
40115at50557_123851_0:00295a|STRG.10159.6:292-1278|+    -            329 31374at50557         -            569   2.8e-22   77.7   4.8   2   5   7.4e-05    0.0022   15.3   0.0   501   542    63   104    59   121 0.70 -
40115at50557_123851_0:00295a|STRG.10159.6:292-1278|+    -            329 31374at50557         -            569   2.8e-22   77.7   4.8   3   5         4   1.2e+02   -0.3   0.0   501   534   110   148    97   153 0.65 -
40115at50557_123851_0:00295a|STRG.10159.6:292-1278|+    -            329 31374at50557         -            569   2.8e-22   77.7   4.8   4   5   1.1e-05   0.00032   18.1   0.2   341   384   154   196   132   204 0.84 -
40115at50557_123851_0:00295a|STRG.10159.6:292-1278|+    -            329 31374at50557         -            569   2.8e-22   77.7   4.8   5   5   2.1e-11   6.2e-10   37.0   0.2   349   458   216   329   212   329 0.88 -
80377at50557_123851_0:001311|STRG.4282.1:494-1288|+     -            265 31374at50557         -            569   5.6e-22   76.7   0.9   1   3     0.011      0.34    8.1   0.0   503   535     4    36     1    46 0.87 -
80377at50557_123851_0:001311|STRG.4282.1:494-1288|+     -            265 31374at50557         -            569   5.6e-22   76.7   0.9   2   3   1.2e-05   0.00037   17.9   0.0   424   465    58    99    50   109 0.61 -
80377at50557_123851_0:001311|STRG.4282.1:494-1288|+     -            265 31374at50557         -            569   5.6e-22   76.7   0.9   3   3   1.7e-14   5.2e-13   47.1   0.6   348   466   110   233    99   242 0.87 -
12735at50557_34720_0:000d5c|STRG.12078.3:192-3116|+     -            975 31374at50557         -            569   8.3e-22   76.2   4.8   1   3     1e-05    0.0003   18.2   0.0   388   417   557   586   547   596 0.93 -
12735at50557_34720_0:000d5c|STRG.12078.3:192-3116|+     -            975 31374at50557         -            569   8.3e-22   76.2   4.8   2   3   8.1e-12   2.4e-10   38.3   1.4   343   452   649   759   644   786 0.55 -
12735at50557_34720_0:000d5c|STRG.12078.3:192-3116|+     -            975 31374at50557         -            569   8.3e-22   76.2   4.8   3   3   7.5e-06   0.00022   18.6   0.0   361   421   802   864   791   899 0.87 -
12735at50557_34720_0:000d5c|STRG.12078.2:192-3080|+     -            963 31374at50557         -            569   8.7e-22   76.1   4.8   1   3   9.9e-06    0.0003   18.2   0.0   388   417   545   574   535   584 0.93 -
12735at50557_34720_0:000d5c|STRG.12078.2:192-3080|+     -            963 31374at50557         -            569   8.7e-22   76.1   4.8   2   3     8e-12   2.4e-10   38.3   1.4   343   452   637   747   632   774 0.55 -
12735at50557_34720_0:000d5c|STRG.12078.2:192-3080|+     -            963 31374at50557         -            569   8.7e-22   76.1   4.8   3   3   7.4e-06   0.00022   18.6   0.0   361   421   790   852   779   887 0.87 -
12735at50557_34720_0:000d5c|STRG.12078.1:192-3203|+     -           1004 31374at50557         -            569   9.4e-22   76.0   4.8   1   3     1e-05   0.00031   18.1   0.0   388   417   586   615   576   625 0.93 -
12735at50557_34720_0:000d5c|STRG.12078.1:192-3203|+     -           1004 31374at50557         -            569   9.4e-22   76.0   4.8   2   3   8.4e-12   2.5e-10   38.3   1.4   343   452   678   788   673   815 0.55 -
12735at50557_34720_0:000d5c|STRG.12078.1:192-3203|+     -           1004 31374at50557         -            569   9.4e-22   76.0   4.8   3   3   7.8e-06   0.00023   18.6   0.0   361   421   831   893   820   928 0.87 -
76755at50557_64793_0:0021c2|STRG.1211.2:14-848|+        -            273 31374at50557         -            569   2.7e-21   74.5   3.7   1   2     7e-09   2.1e-07   28.6   0.1   353   469     9   118     5   154 0.84 -
76755at50557_64793_0:0021c2|STRG.1211.2:14-848|+        -            273 31374at50557         -            569   2.7e-21   74.5   3.7   2   2     3e-14     9e-13   46.3   0.6   341   440   166   266   160   270 0.89 -
80377at50557_568069_0:004eea|STRG.3544.1:64-918|+       -            285 31374at50557         -            569   2.5e-20   71.3   0.5   1   2   7.6e-11   2.3e-09   35.1   0.1   386   463     5    85     3   104 0.89 -
80377at50557_568069_0:004eea|STRG.3544.1:64-918|+       -            285 31374at50557         -            569   2.5e-20   71.3   0.5   2   2   9.5e-11   2.8e-09   34.8   0.0   352   466   140   254   107   277 0.86 -
77772at50557_121845_0:003bba|STRG.11923.5:1653-2559|-   -            300 31374at50557         -            569     5e-20   70.3   0.3   1   3   6.2e-05    0.0018   15.6   0.0   422   473    11    62     6    70 0.90 -
77772at50557_121845_0:003bba|STRG.11923.5:1653-2559|-   -            300 31374at50557         -            569     5e-20   70.3   0.3   2   3   9.6e-07   2.9e-05   21.6   0.0   364   460    81   175    63   183 0.71 -
77772at50557_121845_0:003bba|STRG.11923.5:1653-2559|-   -            300 31374at50557         -            569     5e-20   70.3   0.3   3   3   3.2e-09   9.5e-08   29.7   0.0   395   484   186   282   181   292 0.83 -
77772at50557_121845_0:003bba|STRG.11925.1:3-909|+       -            300 31374at50557         -            569     5e-20   70.3   0.3   1   3   6.2e-05    0.0018   15.6   0.0   422   473    11    62     6    70 0.90 -
77772at50557_121845_0:003bba|STRG.11925.1:3-909|+       -            300 31374at50557         -            569     5e-20   70.3   0.3   2   3   9.6e-07   2.9e-05   21.6   0.0   364   460    81   175    63   183 0.71 -
77772at50557_121845_0:003bba|STRG.11925.1:3-909|+       -            300 31374at50557         -            569     5e-20   70.3   0.3   3   3   3.2e-09   9.5e-08   29.7   0.0   395   484   186   282   181   292 0.83 -
80377at50557_116153_0:0002e6|STRG.5952.1:180-1013|+     -            278 31374at50557         -            569   7.3e-20   69.7   2.9   1   2   5.6e-20   1.7e-18   65.3   1.3   347   532     1   195     1   201 0.89 -
80377at50557_116153_0:0002e6|STRG.5952.1:180-1013|+     -            278 31374at50557         -            569   7.3e-20   69.7   2.9   2   2     0.029      0.85    6.8   0.0   410   473   188   253   185   262 0.65 -
48053at50557_13249_0:0016bb|STRG.3351.1:750-1724|+      -            325 31374at50557         -            569   1.3e-19   68.9   7.3   1   3   1.5e-16   4.4e-15   53.9   1.0   344   464    67   191    59   194 0.85 -
48053at50557_13249_0:0016bb|STRG.3351.1:750-1724|+      -            325 31374at50557         -            569   1.3e-19   68.9   7.3   2   3   5.6e-07   1.7e-05   22.3   0.2   354   472   162   287   158   295 0.83 -
48053at50557_13249_0:0016bb|STRG.3351.1:750-1724|+      -            325 31374at50557         -            569   1.3e-19   68.9   7.3   3   3      0.55        16    2.5   0.0   510   535   296   321   285   324 0.70 -
13553at50557_34720_0:0020c1|STRG.5042.1:97-2760|+       -            888 31374at50557         -            569     2e-19   68.3   0.0   1   4    0.0029     0.087   10.1   0.0   384   540    94   263    93   269 0.75 -
13553at50557_34720_0:0020c1|STRG.5042.1:97-2760|+       -            888 31374at50557         -            569     2e-19   68.3   0.0   2   4   9.5e-08   2.8e-06   24.9   0.0   343   462   222   348   214   355 0.80 -
13553at50557_34720_0:0020c1|STRG.5042.1:97-2760|+       -            888 31374at50557         -            569     2e-19   68.3   0.0   3   4      0.11       3.3    4.9   0.0   503   535   477   509   464   530 0.85 -
13553at50557_34720_0:0020c1|STRG.5042.1:97-2760|+       -            888 31374at50557         -            569     2e-19   68.3   0.0   4   4   6.5e-09   1.9e-07   28.7   0.1   319   416   538   634   525   645 0.78 -
80377at50557_30019_0:0008bb|STRG.5952.2:190-957|+       -            256 31374at50557         -            569   2.3e-19   68.1   4.0   1   2   2.2e-20   6.6e-19   66.6   1.4   347   533     6   201     2   207 0.89 -
80377at50557_30019_0:0008bb|STRG.5952.2:190-957|+       -            256 31374at50557         -            569   2.3e-19   68.1   4.0   2   2     0.077       2.3    5.4   0.1   410   464   193   249   188   256 0.42 -
69548at50557_116153_0:002191|STRG.4014.1:466-1164|+     -            233 31374at50557         -            569   1.4e-18   65.5   0.7   1   2   5.8e-19   1.7e-17   61.9   0.2   341   462    59   193    54   208 0.83 -
69548at50557_116153_0:002191|STRG.4014.1:466-1164|+     -            233 31374at50557         -            569   1.4e-18   65.5   0.7   2   2      0.54        16    2.6   0.0   385   416   201   233   196   233 0.65 -
69548at50557_116153_0:002191|STRG.4014.2:493-1191|+     -            233 31374at50557         -            569   1.4e-18   65.5   0.7   1   2   5.8e-19   1.7e-17   61.9   0.2   341   462    59   193    54   208 0.83 -
69548at50557_116153_0:002191|STRG.4014.2:493-1191|+     -            233 31374at50557         -            569   1.4e-18   65.5   0.7   2   2      0.54        16    2.6   0.0   385   416   201   233   196   233 0.65 -
69548at50557_116153_0:002191|STRG.4014.3:640-1338|+     -            233 31374at50557         -            569   1.4e-18   65.5   0.7   1   2   5.8e-19   1.7e-17   61.9   0.2   341   462    59   193    54   208 0.83 -
69548at50557_116153_0:002191|STRG.4014.3:640-1338|+     -            233 31374at50557         -            569   1.4e-18   65.5   0.7   2   2      0.54        16    2.6   0.0   385   416   201   233   196   233 0.65 -
69548at50557_116153_0:002191|STRG.4014.4:703-1401|+     -            233 31374at50557         -            569   1.4e-18   65.5   0.7   1   2   5.8e-19   1.7e-17   61.9   0.2   341   462    59   193    54   208 0.83 -
69548at50557_116153_0:002191|STRG.4014.4:703-1401|+     -            233 31374at50557         -            569   1.4e-18   65.5   0.7   2   2      0.54        16    2.6   0.0   385   416   201   233   196   233 0.65 -
40115at50557_110193_0:00292f|STRG.6409.1:914-1648|+     -            245 31374at50557         -            569   1.6e-18   65.3   5.5   1   2    0.0036      0.11    9.8   0.2   445   486    12    56     1    78 0.69 -
40115at50557_110193_0:00292f|STRG.6409.1:914-1648|+     -            245 31374at50557         -            569   1.6e-18   65.3   5.5   2   2   3.5e-17     1e-15   56.0   1.4   386   531    78   244    72   245 0.79 -
40115at50557_110193_0:00292f|STRG.6409.2:791-1525|+     -            245 31374at50557         -            569   1.6e-18   65.3   5.5   1   2    0.0036      0.11    9.8   0.2   445   486    12    56     1    78 0.69 -
40115at50557_110193_0:00292f|STRG.6409.2:791-1525|+     -            245 31374at50557         -            569   1.6e-18   65.3   5.5   2   2   3.5e-17     1e-15   56.0   1.4   386   531    78   244    72   245 0.79 -
80377at50557_7222_0:00003c|STRG.3282.1:5-457|+          -            151 31374at50557         -            569   1.9e-18   65.1   1.9   1   2   3.4e-17     1e-15   56.0   0.4   366   477     3   114     1   120 0.97 -
80377at50557_7222_0:00003c|STRG.3282.1:5-457|+          -            151 31374at50557         -            569   1.9e-18   65.1   1.9   2   2   9.2e-05    0.0027   15.0   0.1   339   388   102   151    98   151 0.90 -
78072at50557_123851_0:000487|STRG.4718.1:423-1310|+     -            296 31374at50557         -            569   7.6e-18   63.1  10.3   1   4     0.075       2.2    5.4   0.0   387   431    16    59     7    62 0.72 -
78072at50557_123851_0:000487|STRG.4718.1:423-1310|+     -            296 31374at50557         -            569   7.6e-18   63.1  10.3   2   4   6.7e-14     2e-12   45.2   2.4   375   462    60   148    58   157 0.91 -
