#                                                                                                              --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                          accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                  ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
23620at50557_34720_0:0012cc|STRG.5639.1:52-2658|+      -            869 23620at50557         -            502    5e-245  812.9  10.2   1   1    3e-245  1.4e-243  808.2  10.2     1   501   245   852   245   853 0.90 -
14512at50557_103372_0:0005b9|STRG.15079.2:353-2986|+   -            878 23620at50557         -            502   2.1e-14   52.2   0.0   4   6     3e-06   0.00014   19.8   0.0   236   278   140   183   137   187 0.92 -
14512at50557_103372_0:0005b9|STRG.15079.2:353-2986|+   -            878 23620at50557         -            502   2.1e-14   52.2   0.0   5   6       6.5     3e+02   -1.1   0.0   252   271   199   218   183   225 0.59 -
14512at50557_103372_0:0005b9|STRG.15079.2:353-2986|+   -            878 23620at50557         -            502   2.1e-14   52.2   0.0   6   6      0.76        35    2.0   0.0   236   286   225   273   215   289 0.78 -
80377at50557_456900_0:000374|STRG.2144.1:90-1136|+     -            349 23620at50557         -            502   2.5e-14   51.9   0.1   1   6     0.058       2.7    5.7   0.0   237   270    53    87    13    93 0.83 -
80377at50557_456900_0:000374|STRG.2144.1:90-1136|+     -            349 23620at50557         -            502   2.5e-14   51.9   0.1   2   6     0.012      0.54    8.0   0.0   237   277    96   137    89   139 0.85 -
80377at50557_456900_0:000374|STRG.2144.1:90-1136|+     -            349 23620at50557         -            502   2.5e-14   51.9   0.1   3   6   0.00094     0.043   11.6   0.0   237   270   138   173   135   190 0.79 -
80377at50557_456900_0:000374|STRG.2144.1:90-1136|+     -            349 23620at50557         -            502   2.5e-14   51.9   0.1   4   6       1.7        77    0.8   0.0   246   272   190   216   172   222 0.78 -
80377at50557_456900_0:000374|STRG.2144.1:90-1136|+     -            349 23620at50557         -            502   2.5e-14   51.9   0.1   5   6   7.7e-05    0.0036   15.1   0.0   237   278   222   268   214   273 0.82 -
80377at50557_456900_0:000374|STRG.2144.1:90-1136|+     -            349 23620at50557         -            502   2.5e-14   51.9   0.1   6   6      0.18       8.1    4.1   0.0   241   276   277   312   269   344 0.86 -
57752at50557_69319_0:000ee5|STRG.14283.1:195-998|+     -            268 23620at50557         -            502   4.3e-14   51.2   0.3   1   5      0.11         5    4.8   0.0   249   275    39    65    23    68 0.81 -
57752at50557_69319_0:000ee5|STRG.14283.1:195-998|+     -            268 23620at50557         -            502   4.3e-14   51.2   0.3   2   5   4.9e-05    0.0023   15.8   0.0   234   272    65   104    60   112 0.83 -
57752at50557_69319_0:000ee5|STRG.14283.1:195-998|+     -            268 23620at50557         -            502   4.3e-14   51.2   0.3   3   5     0.041       1.9    6.2   0.0   236   270   110   146   106   151 0.79 -
57752at50557_69319_0:000ee5|STRG.14283.1:195-998|+     -            268 23620at50557         -            502   4.3e-14   51.2   0.3   4   5   5.4e-05    0.0025   15.7   0.0   236   278   153   198   149   203 0.86 -
57752at50557_69319_0:000ee5|STRG.14283.1:195-998|+     -            268 23620at50557         -            502   4.3e-14   51.2   0.3   5   5      0.15       6.9    4.3   0.0   243   414   204   239   198   267 0.52 -
80377at50557_123851_0:001311|STRG.4282.1:494-1288|+    -            265 23620at50557         -            502     1e-13   49.9   0.2   1   4       1.1        53    1.4   0.0   247   270    12    35     2    40 0.81 -
80377at50557_123851_0:001311|STRG.4282.1:494-1288|+    -            265 23620at50557         -            502     1e-13   49.9   0.2   2   4   4.2e-05    0.0019   16.0   0.0   381   448    68   139    60   143 0.79 -
80377at50557_123851_0:001311|STRG.4282.1:494-1288|+    -            265 23620at50557         -            502     1e-13   49.9   0.2   3   4     0.007      0.32    8.7   0.0   240   280   153   194   146   198 0.81 -
80377at50557_123851_0:001311|STRG.4282.1:494-1288|+    -            265 23620at50557         -            502     1e-13   49.9   0.2   4   4   8.3e-06   0.00038   18.3   0.0   245   275   203   233   193   239 0.86 -
33043at50557_454923_0:001231|STRG.11504.1:3494-4864|+  -            457 23620at50557         -            502   1.2e-13   49.7   7.3   1   7     0.043         2    6.1   0.0   248   302    10    68     1    78 0.70 -
33043at50557_454923_0:001231|STRG.11504.1:3494-4864|+  -            457 23620at50557         -            502   1.2e-13   49.7   7.3   2   7       2.1        98    0.5   0.0   236   279    80   124    73   150 0.68 -
33043at50557_454923_0:001231|STRG.11504.1:3494-4864|+  -            457 23620at50557         -            502   1.2e-13   49.7   7.3   3   7      0.93        43    1.7   0.0   233   277   170   215   160   216 0.81 -
33043at50557_454923_0:001231|STRG.11504.1:3494-4864|+  -            457 23620at50557         -            502   1.2e-13   49.7   7.3   4   7   0.00035     0.016   13.0   0.0   235   279   214   259   211   271 0.82 -
33043at50557_454923_0:001231|STRG.11504.1:3494-4864|+  -            457 23620at50557         -            502   1.2e-13   49.7   7.3   5   7       3.6   1.6e+02   -0.2   0.0   249   279   270   300   255   328 0.79 -
33043at50557_454923_0:001231|STRG.11504.1:3494-4864|+  -            457 23620at50557         -            502   1.2e-13   49.7   7.3   6   7   0.00041     0.019   12.8   0.0   241   277   342   379   337   381 0.77 -
33043at50557_454923_0:001231|STRG.11504.1:3494-4864|+  -            457 23620at50557         -            502   1.2e-13   49.7   7.3   7   7   0.00048     0.022   12.5   0.6   238   290   381   435   378   457 0.79 -
43121at50557_103372_0:001d6c|STRG.7934.1:0-1529|+      -            510 23620at50557         -            502   2.3e-13   48.7   0.2   1   4    0.0043       0.2    9.4   0.0   247   276   221   250   201   257 0.81 -
43121at50557_103372_0:001d6c|STRG.7934.1:0-1529|+      -            510 23620at50557         -            502   2.3e-13   48.7   0.2   2   4     0.006      0.28    8.9   0.0   247   278   271   302   249   315 0.85 -
43121at50557_103372_0:001d6c|STRG.7934.1:0-1529|+      -            510 23620at50557         -            502   2.3e-13   48.7   0.2   3   4   1.4e-06   6.6e-05   20.9   0.0   235   277   343   386   326   428 0.83 -
43121at50557_103372_0:001d6c|STRG.7934.1:0-1529|+      -            510 23620at50557         -            502   2.3e-13   48.7   0.2   4   4      0.14       6.3    4.4   0.0   242   278   441   477   429   497 0.90 -
14512at50557_56086_0:000590|STRG.6561.1:586-1053|+     -            156 23620at50557         -            502   5.1e-13   47.6   0.0   1   3   0.00058     0.027   12.3   0.0   248   292     9    59     4    62 0.80 -
14512at50557_56086_0:000590|STRG.6561.1:586-1053|+     -            156 23620at50557         -            502   5.1e-13   47.6   0.0   2   3    0.0013     0.058   11.1   0.0   236   279    38    82    35    87 0.84 -
14512at50557_56086_0:000590|STRG.6561.1:586-1053|+     -            156 23620at50557         -            502   5.1e-13   47.6   0.0   3   3   3.9e-09   1.8e-07   29.3   0.0   225   301    69   152    68   156 0.80 -
78072at50557_34720_0:000cf9|STRG.13119.3:196-1209|+    -            338 23620at50557         -            502   1.9e-12   45.8   3.1   1   5      0.18       8.1    4.1   0.0   237   276    14    54     8    59 0.78 -
78072at50557_34720_0:000cf9|STRG.13119.3:196-1209|+    -            338 23620at50557         -            502   1.9e-12   45.8   3.1   2   5    0.0055      0.25    9.0   0.0   237   272    59    95    47    99 0.85 -
78072at50557_34720_0:000cf9|STRG.13119.3:196-1209|+    -            338 23620at50557         -            502   1.9e-12   45.8   3.1   3   5   4.5e-05     0.002   15.9   0.1   235   291   101   166    94   187 0.74 -
78072at50557_34720_0:000cf9|STRG.13119.3:196-1209|+    -            338 23620at50557         -            502   1.9e-12   45.8   3.1   4   5    0.0023      0.11   10.3   0.1   235   268   191   225   182   234 0.87 -
78072at50557_34720_0:000cf9|STRG.13119.3:196-1209|+    -            338 23620at50557         -            502   1.9e-12   45.8   3.1   5   5       0.4        19    2.9   0.0   254   268   321   335   301   338 0.80 -
78072at50557_34720_0:000cf9|STRG.13119.4:229-1245|+    -            339 23620at50557         -            502     2e-12   45.7   3.2   1   5      0.18       8.1    4.1   0.0   237   276    15    55     9    60 0.78 -
78072at50557_34720_0:000cf9|STRG.13119.4:229-1245|+    -            339 23620at50557         -            502     2e-12   45.7   3.2   2   5    0.0055      0.25    9.0   0.0   237   272    60    96    48   100 0.85 -
78072at50557_34720_0:000cf9|STRG.13119.4:229-1245|+    -            339 23620at50557         -            502     2e-12   45.7   3.2   3   5   4.8e-05    0.0022   15.8   0.1   235   291   102   167    97   188 0.74 -
78072at50557_34720_0:000cf9|STRG.13119.4:229-1245|+    -            339 23620at50557         -            502     2e-12   45.7   3.2   4   5    0.0024      0.11   10.3   0.1   235   268   192   226   183   235 0.87 -
78072at50557_34720_0:000cf9|STRG.13119.4:229-1245|+    -            339 23620at50557         -            502     2e-12   45.7   3.2   5   5      0.41        19    2.9   0.0   254   268   322   336   302   339 0.80 -
22030at50557_2015173_0:001d52|STRG.9561.1:514-1719|+   -            402 23620at50557         -            502   4.7e-12   44.4   1.1   1   4   5.3e-05    0.0025   15.7   0.0   236   278    69   112    49   115 0.84 -
22030at50557_2015173_0:001d52|STRG.9561.1:514-1719|+   -            402 23620at50557         -            502   4.7e-12   44.4   1.1   2   4      0.16       7.3    4.2   0.0   236   279   111   155   109   165 0.82 -
22030at50557_2015173_0:001d52|STRG.9561.1:514-1719|+   -            402 23620at50557         -            502   4.7e-12   44.4   1.1   3   4      0.76        35    2.0   0.0   238   268   164   195   157   205 0.81 -
22030at50557_2015173_0:001d52|STRG.9561.1:514-1719|+   -            402 23620at50557         -            502   4.7e-12   44.4   1.1   4   4   1.5e-06   6.8e-05   20.8   0.1   227   279   195   248   182   279 0.80 -
80377at50557_454923_0:001015|STRG.13365.1:148-927|+    -            260 23620at50557         -            502   8.2e-12   43.6   0.1   1   6       2.5   1.2e+02    0.3   0.0   238   270     2    36     1    41 0.76 -
80377at50557_454923_0:001015|STRG.13365.1:148-927|+    -            260 23620at50557         -            502   8.2e-12   43.6   0.1   2   6   4.8e-05    0.0022   15.8   0.0   237   277    49    90    40   103 0.86 -
80377at50557_454923_0:001015|STRG.13365.1:148-927|+    -            260 23620at50557         -            502   8.2e-12   43.6   0.1   3   6     0.054       2.5    5.8   0.0   237   270    91   125    89   134 0.74 -
80377at50557_454923_0:001015|STRG.13365.1:148-927|+    -            260 23620at50557         -            502   8.2e-12   43.6   0.1   4   6      0.11         5    4.8   0.0   238   273   135   173   128   177 0.81 -
80377at50557_454923_0:001015|STRG.13365.1:148-927|+    -            260 23620at50557         -            502   8.2e-12   43.6   0.1   5   6    0.0051      0.23    9.2   0.0   237   278   178   220   175   235 0.86 -
80377at50557_454923_0:001015|STRG.13365.1:148-927|+    -            260 23620at50557         -            502   8.2e-12   43.6   0.1   6   6       1.6        76    0.9   0.0   380   415   225   260   220   260 0.86 -
80377at50557_568069_0:004eea|STRG.3544.1:64-918|+      -            285 23620at50557         -            502     1e-11   43.3   0.0   1   4      0.57        26    2.4   0.0   240   273     7    41     1    46 0.74 -
80377at50557_568069_0:004eea|STRG.3544.1:64-918|+      -            285 23620at50557         -            502     1e-11   43.3   0.0   2   4   9.2e-05    0.0042   14.9   0.0   230   296    41   112    37   132 0.70 -
80377at50557_568069_0:004eea|STRG.3544.1:64-918|+      -            285 23620at50557         -            502     1e-11   43.3   0.0   3   4    0.0004     0.018   12.8   0.0   240   284   176   220   161   227 0.80 -
80377at50557_568069_0:004eea|STRG.3544.1:64-918|+      -            285 23620at50557         -            502     1e-11   43.3   0.0   4   4    0.0071      0.33    8.7   0.0   244   291   222   275   220   283 0.75 -
33043at50557_568069_0:003d26|STRG.4583.1:401-2536|+    -            712 23620at50557         -            502   1.9e-11   42.4   3.7   1   7      0.15       6.9    4.3   0.0   235   280    43    89    38   108 0.89 -
33043at50557_568069_0:003d26|STRG.4583.1:401-2536|+    -            712 23620at50557         -            502   1.9e-11   42.4   3.7   2   7   0.00089     0.041   11.6   0.1   224   285   237   302   195   321 0.74 -
33043at50557_568069_0:003d26|STRG.4583.1:401-2536|+    -            712 23620at50557         -            502   1.9e-11   42.4   3.7   3   7      0.51        23    2.6   0.0   238   271   293   327   290   333 0.83 -
33043at50557_568069_0:003d26|STRG.4583.1:401-2536|+    -            712 23620at50557         -            502   1.9e-11   42.4   3.7   4   7      0.49        23    2.6   0.0   237   272   375   410   350   420 0.85 -
33043at50557_568069_0:003d26|STRG.4583.1:401-2536|+    -            712 23620at50557         -            502   1.9e-11   42.4   3.7   5   7      0.78        36    1.9   0.0   238   277   429   469   420   510 0.64 -
33043at50557_568069_0:003d26|STRG.4583.1:401-2536|+    -            712 23620at50557         -            502   1.9e-11   42.4   3.7   6   7       2.5   1.1e+02    0.3   0.0   234   269   510   546   499   551 0.82 -
33043at50557_568069_0:003d26|STRG.4583.1:401-2536|+    -            712 23620at50557         -            502   1.9e-11   42.4   3.7   7   7      0.11         5    4.7   0.0   237   278   638   681   589   711 0.77 -
33043at50557_568069_0:003d26|STRG.4583.2:312-2402|+    -            697 23620at50557         -            502     2e-11   42.3   2.6   1   8      0.17         8    4.1   0.1   235   280    28    74    25    84 0.89 -
33043at50557_568069_0:003d26|STRG.4583.2:312-2402|+    -            697 23620at50557         -            502     2e-11   42.3   2.6   2   8     0.097       4.5    4.9   0.0   354   433    95   174    88   196 0.72 -
33043at50557_568069_0:003d26|STRG.4583.2:312-2402|+    -            697 23620at50557         -            502     2e-11   42.3   2.6   3   8   0.00083     0.038   11.7   0.1   225   285   223   287   183   307 0.74 -
33043at50557_568069_0:003d26|STRG.4583.2:312-2402|+    -            697 23620at50557         -            502     2e-11   42.3   2.6   4   8      0.43        20    2.8   0.0   238   271   278   312   275   324 0.83 -
33043at50557_568069_0:003d26|STRG.4583.2:312-2402|+    -            697 23620at50557         -            502     2e-11   42.3   2.6   5   8      0.46        21    2.7   0.0   237   272   360   395   335   407 0.85 -
33043at50557_568069_0:003d26|STRG.4583.2:312-2402|+    -            697 23620at50557         -            502     2e-11   42.3   2.6   6   8       1.1        52    1.4   0.0   237   277   413   454   406   487 0.73 -
33043at50557_568069_0:003d26|STRG.4583.2:312-2402|+    -            697 23620at50557         -            502     2e-11   42.3   2.6   7   8       2.4   1.1e+02    0.3   0.0   234   269   495   531   484   536 0.82 -
33043at50557_568069_0:003d26|STRG.4583.2:312-2402|+    -            697 23620at50557         -            502     2e-11   42.3   2.6   8   8      0.11       4.9    4.8   0.0   237   278   623   666   574   696 0.77 -
40115at50557_123851_0:00295a|STRG.10159.6:292-1278|+   -            329 23620at50557         -            502   6.1e-11   40.8   0.0   1   3      0.14       6.2    4.4   0.0   234   270    59    96    39   135 0.81 -
40115at50557_123851_0:00295a|STRG.10159.6:292-1278|+   -            329 23620at50557         -            502   6.1e-11   40.8   0.0   2   3   4.5e-07   2.1e-05   22.5   0.0   232   279   151   198   143   209 0.93 -
40115at50557_123851_0:00295a|STRG.10159.6:292-1278|+   -            329 23620at50557         -            502   6.1e-11   40.8   0.0   3   3     0.003      0.14    9.9   0.0   246   304   220   283   200   299 0.80 -
40115at50557_123851_0:00295a|STRG.10159.1:1958-2926|+  -            323 23620at50557         -            502   6.7e-11   40.6   0.0   1   3      0.13         6    4.5   0.0   234   270    59    96    39   135 0.81 -
40115at50557_123851_0:00295a|STRG.10159.1:1958-2926|+  -            323 23620at50557         -            502   6.7e-11   40.6   0.0   2   3   4.9e-07   2.3e-05   22.4   0.0   232   279   151   198   143   203 0.93 -
40115at50557_123851_0:00295a|STRG.10159.1:1958-2926|+  -            323 23620at50557         -            502   6.7e-11   40.6   0.0   3   3    0.0037      0.17    9.6   0.0   247   304   215   277   203   287 0.79 -
40115at50557_123851_0:00295a|STRG.10159.2:588-1556|+   -            323 23620at50557         -            502   6.7e-11   40.6   0.0   1   3      0.13         6    4.5   0.0   234   270    59    96    39   135 0.81 -
40115at50557_123851_0:00295a|STRG.10159.2:588-1556|+   -            323 23620at50557         -            502   6.7e-11   40.6   0.0   2   3   4.9e-07   2.3e-05   22.4   0.0   232   279   151   198   143   203 0.93 -
40115at50557_123851_0:00295a|STRG.10159.2:588-1556|+   -            323 23620at50557         -            502   6.7e-11   40.6   0.0   3   3    0.0037      0.17    9.6   0.0   247   304   215   277   203   287 0.79 -
40115at50557_123851_0:00295a|STRG.10159.3:1807-2775|+  -            323 23620at50557         -            502   6.7e-11   40.6   0.0   1   3      0.13         6    4.5   0.0   234   270    59    96    39   135 0.81 -
40115at50557_123851_0:00295a|STRG.10159.3:1807-2775|+  -            323 23620at50557         -            502   6.7e-11   40.6   0.0   2   3   4.9e-07   2.3e-05   22.4   0.0   232   279   151   198   143   203 0.93 -
40115at50557_123851_0:00295a|STRG.10159.3:1807-2775|+  -            323 23620at50557         -            502   6.7e-11   40.6   0.0   3   3    0.0037      0.17    9.6   0.0   247   304   215   277   203   287 0.79 -
40115at50557_123851_0:00295a|STRG.10159.4:103-1071|+   -            323 23620at50557         -            502   6.7e-11   40.6   0.0   1   3      0.13         6    4.5   0.0   234   270    59    96    39   135 0.81 -
40115at50557_123851_0:00295a|STRG.10159.4:103-1071|+   -            323 23620at50557         -            502   6.7e-11   40.6   0.0   2   3   4.9e-07   2.3e-05   22.4   0.0   232   279   151   198   143   203 0.93 -
40115at50557_123851_0:00295a|STRG.10159.4:103-1071|+   -            323 23620at50557         -            502   6.7e-11   40.6   0.0   3   3    0.0037      0.17    9.6   0.0   247   304   215   277   203   287 0.79 -
40115at50557_123851_0:00295a|STRG.10159.5:803-1771|+   -            323 23620at50557         -            502   6.7e-11   40.6   0.0   1   3      0.13         6    4.5   0.0   234   270    59    96    39   135 0.81 -
40115at50557_123851_0:00295a|STRG.10159.5:803-1771|+   -            323 23620at50557         -            502   6.7e-11   40.6   0.0   2   3   4.9e-07   2.3e-05   22.4   0.0   232   279   151   198   143   203 0.93 -
40115at50557_123851_0:00295a|STRG.10159.5:803-1771|+   -            323 23620at50557         -            502   6.7e-11   40.6   0.0   3   3    0.0037      0.17    9.6   0.0   247   304   215   277   203   287 0.79 -
43553at50557_103372_0:0013d1|STRG.6288.1:355-1868|+    -            494 23620at50557         -            502     1e-10   40.0   0.4   1   3   0.00018    0.0084   13.9   0.0   235   293   155   221   124   230 0.72 -
43553at50557_103372_0:0013d1|STRG.6288.1:355-1868|+    -            494 23620at50557         -            502     1e-10   40.0   0.4   2   3      0.42        19    2.8   0.0   233   279   278   325   250   347 0.78 -
43553at50557_103372_0:0013d1|STRG.6288.1:355-1868|+    -            494 23620at50557         -            502     1e-10   40.0   0.4   3   3   5.5e-06   0.00025   18.9   0.1   235   274   365   404   353   437 0.83 -
43553at50557_103372_0:0013d1|STRG.6288.2:735-2248|+    -            494 23620at50557         -            502     1e-10   40.0   0.4   1   3   0.00018    0.0084   13.9   0.0   235   293   155   221   124   230 0.72 -
43553at50557_103372_0:0013d1|STRG.6288.2:735-2248|+    -            494 23620at50557         -            502     1e-10   40.0   0.4   2   3      0.42        19    2.8   0.0   233   279   278   325   250   347 0.78 -
43553at50557_103372_0:0013d1|STRG.6288.2:735-2248|+    -            494 23620at50557         -            502     1e-10   40.0   0.4   3   3   5.5e-06   0.00025   18.9   0.1   235   274   365   404   353   437 0.83 -
12735at50557_34720_0:000d5c|STRG.12078.2:192-3080|+    -            963 23620at50557         -            502   2.5e-10   38.8   0.1   1   3   1.6e-05   0.00073   17.4   0.0   232   276   632   676   622   685 0.89 -
12735at50557_34720_0:000d5c|STRG.12078.2:192-3080|+    -            963 23620at50557         -            502   2.5e-10   38.8   0.1   2   3       1.1        51    1.4   0.0   240   273   680   715   677   767 0.67 -
12735at50557_34720_0:000d5c|STRG.12078.2:192-3080|+    -            963 23620at50557         -            502   2.5e-10   38.8   0.1   3   3    0.0001    0.0047   14.7   0.0   217   271   794   851   783   878 0.84 -
12735at50557_34720_0:000d5c|STRG.12078.3:192-3116|+    -            975 23620at50557         -            502   2.6e-10   38.7   0.1   1   3   1.6e-05   0.00074   17.4   0.0   232   276   644   688   634   697 0.89 -
12735at50557_34720_0:000d5c|STRG.12078.3:192-3116|+    -            975 23620at50557         -            502   2.6e-10   38.7   0.1   2   3       1.1        51    1.4   0.0   240   273   692   727   689   779 0.67 -
12735at50557_34720_0:000d5c|STRG.12078.3:192-3116|+    -            975 23620at50557         -            502   2.6e-10   38.7   0.1   3   3   0.00011    0.0048   14.7   0.0   217   271   806   863   795   889 0.84 -
12735at50557_34720_0:000d5c|STRG.12078.1:192-3203|+    -           1004 23620at50557         -            502   2.9e-10   38.5   0.1   1   3   1.7e-05   0.00076   17.4   0.0   232   276   673   717   665   728 0.89 -
12735at50557_34720_0:000d5c|STRG.12078.1:192-3203|+    -           1004 23620at50557         -            502   2.9e-10   38.5   0.1   2   3       1.1        52    1.4   0.0   240   273   721   756   717   805 0.68 -
12735at50557_34720_0:000d5c|STRG.12078.1:192-3203|+    -           1004 23620at50557         -            502   2.9e-10   38.5   0.1   3   3   0.00011     0.005   14.7   0.0   217   271   835   892   824   918 0.84 -
37700at50557_34720_0:0020a5|STRG.7708.1:497-2713|+     -            739 23620at50557         -            502   6.4e-10   37.4   0.0   1   4    0.0043       0.2    9.4   0.0   236   270   427   462   419   469 0.87 -
37700at50557_34720_0:0020a5|STRG.7708.1:497-2713|+     -            739 23620at50557         -            502   6.4e-10   37.4   0.0   2   4      0.68        31    2.1   0.0   227   269   471   514   462   519 0.83 -
37700at50557_34720_0:0020a5|STRG.7708.1:497-2713|+     -            739 23620at50557         -            502   6.4e-10   37.4   0.0   3   4      0.75        35    2.0   0.0   393   446   596   651   547   664 0.68 -
37700at50557_34720_0:0020a5|STRG.7708.1:497-2713|+     -            739 23620at50557         -            502   6.4e-10   37.4   0.0   4   4   1.2e-05   0.00056   17.8   0.0   239   280   663   705   658   722 0.87 -
78072at50557_7070_0:002a52|STRG.16420.1:1014-1856|+    -            281 23620at50557         -            502   6.4e-10   37.4   0.3   1   4       7.4   3.4e+02   -1.3   0.0   238   270    37    70    32    76 0.78 -
78072at50557_7070_0:002a52|STRG.16420.1:1014-1856|+    -            281 23620at50557         -            502   6.4e-10   37.4   0.3   2   4   2.7e-05    0.0012   16.7   0.0   235   292    75   139    68   149 0.79 -
78072at50557_7070_0:002a52|STRG.16420.1:1014-1856|+    -            281 23620at50557         -            502   6.4e-10   37.4   0.3   3   4   1.9e-05   0.00087   17.2   0.0   224   326   150   260   142   263 0.87 -
78072at50557_7070_0:002a52|STRG.16420.1:1014-1856|+    -            281 23620at50557         -            502   6.4e-10   37.4   0.3   4   4       1.7        77    0.8   0.0   239   267   252   281   250   281 0.83 -
78072at50557_7070_0:002a52|STRG.16420.2:1143-1985|+    -            281 23620at50557         -            502   6.4e-10   37.4   0.3   1   4       7.4   3.4e+02   -1.3   0.0   238   270    37    70    32    76 0.78 -
78072at50557_7070_0:002a52|STRG.16420.2:1143-1985|+    -            281 23620at50557         -            502   6.4e-10   37.4   0.3   2   4   2.7e-05    0.0012   16.7   0.0   235   292    75   139    68   149 0.79 -
78072at50557_7070_0:002a52|STRG.16420.2:1143-1985|+    -            281 23620at50557         -            502   6.4e-10   37.4   0.3   3   4   1.9e-05   0.00087   17.2   0.0   224   326   150   260   142   263 0.87 -
78072at50557_7070_0:002a52|STRG.16420.2:1143-1985|+    -            281 23620at50557         -            502   6.4e-10   37.4   0.3   4   4       1.7        77    0.8   0.0   239   267   252   281   250   281 0.83 -
37700at50557_34720_0:0020a5|STRG.7708.2:511-2733|+     -            741 23620at50557         -            502   6.5e-10   37.4   0.0   1   4    0.0045      0.21    9.3   0.0   236   270   429   464   422   471 0.87 -
37700at50557_34720_0:0020a5|STRG.7708.2:511-2733|+     -            741 23620at50557         -            502   6.5e-10   37.4   0.0   2   4      0.68        31    2.1   0.0   227   269   473   516   464   521 0.83 -
37700at50557_34720_0:0020a5|STRG.7708.2:511-2733|+     -            741 23620at50557         -            502   6.5e-10   37.4   0.0   3   4      0.76        35    2.0   0.0   393   446   598   653   549   666 0.68 -
37700at50557_34720_0:0020a5|STRG.7708.2:511-2733|+     -            741 23620at50557         -            502   6.5e-10   37.4   0.0   4   4   1.2e-05   0.00057   17.8   0.0   239   280   665   707   660   724 0.87 -
49370at50557_2015173_0:001990|STRG.15772.1:604-1590|+  -            329 23620at50557         -            502   7.3e-10   37.2   1.2   1   6     0.067       3.1    5.4   0.1   231   285    31    86    24    92 0.81 -
49370at50557_2015173_0:001990|STRG.15772.1:604-1590|+  -            329 23620at50557         -            502   7.3e-10   37.2   1.2   2   6      0.23        10    3.7   0.0   238   276   126   165   103   167 0.79 -
49370at50557_2015173_0:001990|STRG.15772.1:604-1590|+  -            329 23620at50557         -            502   7.3e-10   37.2   1.2   3   6    0.0037      0.17    9.6   0.0   235   277   165   210   162   211 0.84 -
49370at50557_2015173_0:001990|STRG.15772.1:604-1590|+  -            329 23620at50557         -            502   7.3e-10   37.2   1.2   4   6     0.002     0.093   10.5   0.0   236   280   210   255   209   269 0.85 -
49370at50557_2015173_0:001990|STRG.15772.1:604-1590|+  -            329 23620at50557         -            502   7.3e-10   37.2   1.2   5   6       5.3   2.4e+02   -0.8   0.0   251   273   270   292   264   298 0.82 -
49370at50557_2015173_0:001990|STRG.15772.1:604-1590|+  -            329 23620at50557         -            502   7.3e-10   37.2   1.2   6   6      0.33        15    3.2   0.0   237   267   297   328   287   329 0.89 -
78072at50557_286306_0:00290a|STRG.13119.1:313-2259|+   -            605 23620at50557         -            502   7.6e-10   37.2   4.5   1   5      0.36        16    3.1   0.0   237   276    12    52     6    58 0.78 -
78072at50557_286306_0:00290a|STRG.13119.1:313-2259|+   -            605 23620at50557         -            502   7.6e-10   37.2   4.5   2   5     0.012      0.54    8.0   0.0   237   272    57    93    45    97 0.85 -
78072at50557_286306_0:00290a|STRG.13119.1:313-2259|+   -            605 23620at50557         -            502   7.6e-10   37.2   4.5   3   5   0.00011    0.0051   14.6   0.1   235   291    99   164    93   185 0.74 -
78072at50557_286306_0:00290a|STRG.13119.1:313-2259|+   -            605 23620at50557         -            502   7.6e-10   37.2   4.5   4   5     0.005      0.23    9.2   0.1   235   268   189   223   180   231 0.87 -
78072at50557_286306_0:00290a|STRG.13119.1:313-2259|+   -            605 23620at50557         -            502   7.6e-10   37.2   4.5   5   5       4.5   2.1e+02   -0.6   0.1   255   308   320   377   301   397 0.63 -
48053at50557_104421_0:0017a2|STRG.3533.1:31-1551|+     -            507 23620at50557         -            502   1.2e-09   36.5   0.0   1   5    0.0002    0.0092   13.8   0.1   235   274   259   299   250   306 0.85 -
48053at50557_104421_0:0017a2|STRG.3533.1:31-1551|+     -            507 23620at50557         -            502   1.2e-09   36.5   0.0   2   5      0.21       9.7    3.8   0.0   248   279   315   346   302   357 0.85 -
48053at50557_104421_0:0017a2|STRG.3533.1:31-1551|+     -            507 23620at50557         -            502   1.2e-09   36.5   0.0   3   5       9.8   4.5e+02   -1.7   0.0   247   272   359   384   349   390 0.73 -
48053at50557_104421_0:0017a2|STRG.3533.1:31-1551|+     -            507 23620at50557         -            502   1.2e-09   36.5   0.0   4   5   0.00048     0.022   12.5   0.0   232   279   385   433   371   473 0.80 -
48053at50557_104421_0:0017a2|STRG.3533.1:31-1551|+     -            507 23620at50557         -            502   1.2e-09   36.5   0.0   5   5       2.2     1e+02    0.4   0.0   248   268   485   505   463   507 0.72 -
48053at50557_13249_0:0016bb|STRG.3351.1:750-1724|+     -            325 23620at50557         -            502   1.4e-09   36.3   0.6   1   4    0.0031      0.14    9.9   0.0   235   277    64   109    55   110 0.84 -
48053at50557_13249_0:0016bb|STRG.3351.1:750-1724|+     -            325 23620at50557         -            502   1.4e-09   36.3   0.6   2   4   7.5e-07   3.5e-05   21.8   0.0   229   302   102   183   101   204 0.76 -
