#                                                                                                              --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                          accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                  ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
37475at50557_103372_0:00039a|STRG.12616.1:2-1201|+     -            400 37475at50557         -            589   2.1e-94  315.9   8.0   1   1   1.5e-94   6.6e-93  311.0   8.0   257   566     7   400     4   400 0.86 -
80377at50557_30019_0:0008bb|STRG.5952.2:190-957|+      -            256 37475at50557         -            589   1.2e-09   36.1   5.1   2   2      0.11       4.8    4.4   0.5   153   187   217   251   175   255 0.78 -
22030at50557_2015173_0:001d52|STRG.9561.1:514-1719|+   -            402 37475at50557         -            589   2.6e-09   34.9   5.1   1   3     4e-07   1.7e-05   22.3   0.7    79   190    28   154    16   164 0.80 -
22030at50557_2015173_0:001d52|STRG.9561.1:514-1719|+   -            402 37475at50557         -            589   2.6e-09   34.9   5.1   2   3      0.11       4.6    4.4   0.0   153   181   168   196   157   206 0.87 -
22030at50557_2015173_0:001d52|STRG.9561.1:514-1719|+   -            402 37475at50557         -            589   2.6e-09   34.9   5.1   3   3     0.012       0.5    7.6   0.1    79   109   207   237   201   244 0.89 -
80377at50557_30019_0:0008bb|STRG.3220.1:1374-2234|+    -            287 37475at50557         -            589   3.2e-09   34.7  11.9   1   7   0.00079     0.034   11.4   0.0   146   182     9    44     3    53 0.83 -
80377at50557_30019_0:0008bb|STRG.3220.1:1374-2234|+    -            287 37475at50557         -            589   3.2e-09   34.7  11.9   2   7     0.039       1.7    5.8   0.1   163   189    65    91    52    98 0.81 -
80377at50557_30019_0:0008bb|STRG.3220.1:1374-2234|+    -            287 37475at50557         -            589   3.2e-09   34.7  11.9   3   7      0.56        25    2.0   0.0   163   183   105   125    92   133 0.81 -
80377at50557_30019_0:0008bb|STRG.3220.1:1374-2234|+    -            287 37475at50557         -            589   3.2e-09   34.7  11.9   4   7     0.039       1.7    5.8   0.0   163   188   145   170   132   179 0.80 -
80377at50557_30019_0:0008bb|STRG.3220.1:1374-2234|+    -            287 37475at50557         -            589   3.2e-09   34.7  11.9   5   7       2.3        99    0.0   0.0   166   182   188   204   169   208 0.75 -
80377at50557_30019_0:0008bb|STRG.3220.1:1374-2234|+    -            287 37475at50557         -            589   3.2e-09   34.7  11.9   6   7    0.0048      0.21    8.9   0.1   161   189   223   251   210   260 0.83 -
80377at50557_30019_0:0008bb|STRG.3220.1:1374-2234|+    -            287 37475at50557         -            589   3.2e-09   34.7  11.9   7   7      0.31        13    2.9   0.0    80   180   258   285   248   287 0.57 -
80377at50557_30019_0:0008bb|STRG.3220.2:1148-2008|+    -            287 37475at50557         -            589   3.2e-09   34.7  11.9   1   7   0.00079     0.034   11.4   0.0   146   182     9    44     3    53 0.83 -
80377at50557_30019_0:0008bb|STRG.3220.2:1148-2008|+    -            287 37475at50557         -            589   3.2e-09   34.7  11.9   2   7     0.039       1.7    5.8   0.1   163   189    65    91    52    98 0.81 -
80377at50557_30019_0:0008bb|STRG.3220.2:1148-2008|+    -            287 37475at50557         -            589   3.2e-09   34.7  11.9   3   7      0.56        25    2.0   0.0   163   183   105   125    92   133 0.81 -
80377at50557_30019_0:0008bb|STRG.3220.2:1148-2008|+    -            287 37475at50557         -            589   3.2e-09   34.7  11.9   4   7     0.039       1.7    5.8   0.0   163   188   145   170   132   179 0.80 -
80377at50557_30019_0:0008bb|STRG.3220.2:1148-2008|+    -            287 37475at50557         -            589   3.2e-09   34.7  11.9   5   7       2.3        99    0.0   0.0   166   182   188   204   169   208 0.75 -
80377at50557_30019_0:0008bb|STRG.3220.2:1148-2008|+    -            287 37475at50557         -            589   3.2e-09   34.7  11.9   6   7    0.0048      0.21    8.9   0.1   161   189   223   251   210   260 0.83 -
80377at50557_30019_0:0008bb|STRG.3220.2:1148-2008|+    -            287 37475at50557         -            589   3.2e-09   34.7  11.9   7   7      0.31        13    2.9   0.0    80   180   258   285   248   287 0.57 -
80377at50557_30019_0:0008bb|STRG.3220.3:1374-2234|+    -            287 37475at50557         -            589   3.2e-09   34.7  11.9   1   7   0.00079     0.034   11.4   0.0   146   182     9    44     3    53 0.83 -
80377at50557_30019_0:0008bb|STRG.3220.3:1374-2234|+    -            287 37475at50557         -            589   3.2e-09   34.7  11.9   2   7     0.039       1.7    5.8   0.1   163   189    65    91    52    98 0.81 -
80377at50557_30019_0:0008bb|STRG.3220.3:1374-2234|+    -            287 37475at50557         -            589   3.2e-09   34.7  11.9   3   7      0.56        25    2.0   0.0   163   183   105   125    92   133 0.81 -
80377at50557_30019_0:0008bb|STRG.3220.3:1374-2234|+    -            287 37475at50557         -            589   3.2e-09   34.7  11.9   4   7     0.039       1.7    5.8   0.0   163   188   145   170   132   179 0.80 -
80377at50557_30019_0:0008bb|STRG.3220.3:1374-2234|+    -            287 37475at50557         -            589   3.2e-09   34.7  11.9   5   7       2.3        99    0.0   0.0   166   182   188   204   169   208 0.75 -
80377at50557_30019_0:0008bb|STRG.3220.3:1374-2234|+    -            287 37475at50557         -            589   3.2e-09   34.7  11.9   6   7    0.0048      0.21    8.9   0.1   161   189   223   251   210   260 0.83 -
80377at50557_30019_0:0008bb|STRG.3220.3:1374-2234|+    -            287 37475at50557         -            589   3.2e-09   34.7  11.9   7   7      0.31        13    2.9   0.0    80   180   258   285   248   287 0.57 -
33043at50557_103372_0:000263|STRG.1342.1:112-2508|+    -            799 37475at50557         -            589   3.7e-09   34.4  21.5   1   8       4.4   1.9e+02   -1.0   0.2   120   184    26    97    24   104 0.70 -
33043at50557_103372_0:000263|STRG.1342.1:112-2508|+    -            799 37475at50557         -            589   3.7e-09   34.4  21.5   2   8    0.0035      0.15    9.3   0.3   145   183   100   139    69   151 0.81 -
33043at50557_103372_0:000263|STRG.1342.1:112-2508|+    -            799 37475at50557         -            589   3.7e-09   34.4  21.5   3   8      0.31        13    2.9   0.0   149   189   191   231   148   246 0.77 -
33043at50557_103372_0:000263|STRG.1342.1:112-2508|+    -            799 37475at50557         -            589   3.7e-09   34.4  21.5   4   8      0.31        14    2.9   0.1    91   109   258   276   242   281 0.83 -
33043at50557_103372_0:000263|STRG.1342.1:112-2508|+    -            799 37475at50557         -            589   3.7e-09   34.4  21.5   5   8     0.075       3.3    4.9   0.1   124   186   354   418   346   443 0.75 -
33043at50557_103372_0:000263|STRG.1342.1:112-2508|+    -            799 37475at50557         -            589   3.7e-09   34.4  21.5   6   8      0.11       4.9    4.3   0.0    76   181   478   512   467   518 0.60 -
33043at50557_103372_0:000263|STRG.1342.1:112-2508|+    -            799 37475at50557         -            589   3.7e-09   34.4  21.5   7   8   0.00023      0.01   13.2   0.0    52   109   537   595   531   599 0.88 -
33043at50557_103372_0:000263|STRG.1342.1:112-2508|+    -            799 37475at50557         -            589   3.7e-09   34.4  21.5   8   8     0.058       2.5    5.3   0.4   148   182   605   639   596   649 0.86 -
43553at50557_79782_0:002ee3|STRG.2177.1:267-1127|+     -            287 37475at50557         -            589     4e-09   34.3   4.6   1   4    0.0024       0.1    9.8   0.3   143   205     6    78     2    94 0.80 -
43553at50557_79782_0:002ee3|STRG.2177.1:267-1127|+     -            287 37475at50557         -            589     4e-09   34.3   4.6   2   4     4e-05    0.0018   15.7   0.1   125   185   117   179   107   184 0.83 -
43553at50557_79782_0:002ee3|STRG.2177.1:267-1127|+     -            287 37475at50557         -            589     4e-09   34.3   4.6   3   4     0.021      0.92    6.7   0.0   147   188   183   224   177   232 0.87 -
43553at50557_79782_0:002ee3|STRG.2177.1:267-1127|+     -            287 37475at50557         -            589     4e-09   34.3   4.6   4   4       1.1        50    1.0   0.0   165   186   245   266   238   276 0.85 -
80377at50557_454923_0:001015|STRG.13365.1:148-927|+    -            260 37475at50557         -            589   5.1e-09   34.0   8.7   1   5       1.6        70    0.5   0.0   149   185     2    39     1    45 0.81 -
80377at50557_454923_0:001015|STRG.13365.1:148-927|+    -            260 37475at50557         -            589   5.1e-09   34.0   8.7   2   5      0.11       4.7    4.4   0.1   145   182    46    83    25    88 0.91 -
80377at50557_454923_0:001015|STRG.13365.1:148-927|+    -            260 37475at50557         -            589   5.1e-09   34.0   8.7   3   5   1.6e-05   0.00068   17.1   0.0   144   185    87   128    82   133 0.90 -
80377at50557_454923_0:001015|STRG.13365.1:148-927|+    -            260 37475at50557         -            589   5.1e-09   34.0   8.7   4   5     0.047       2.1    5.6   0.2   151   181   137   169   131   174 0.78 -
80377at50557_454923_0:001015|STRG.13365.1:148-927|+    -            260 37475at50557         -            589   5.1e-09   34.0   8.7   5   5    0.0055      0.24    8.6   0.1   150   192   180   222   172   250 0.80 -
57752at50557_69319_0:000ee5|STRG.14283.1:195-998|+     -            268 37475at50557         -            589   1.2e-08   32.8   2.2   1   5       3.7   1.6e+02   -0.7   0.0   158   185    36    63    13    68 0.76 -
57752at50557_69319_0:000ee5|STRG.14283.1:195-998|+     -            268 37475at50557         -            589   1.2e-08   32.8   2.2   2   5    0.0046       0.2    8.9   0.3   146   183    66   103    31   111 0.81 -
57752at50557_69319_0:000ee5|STRG.14283.1:195-998|+     -            268 37475at50557         -            589   1.2e-08   32.8   2.2   3   5      0.43        19    2.4   0.0   148   181   111   145   106   154 0.83 -
57752at50557_69319_0:000ee5|STRG.14283.1:195-998|+     -            268 37475at50557         -            589   1.2e-08   32.8   2.2   4   5    0.0014      0.06   10.6   0.0   149   189   155   197   147   203 0.82 -
57752at50557_69319_0:000ee5|STRG.14283.1:195-998|+     -            268 37475at50557         -            589   1.2e-08   32.8   2.2   5   5     0.013      0.58    7.4   0.0    80   115   201   235   196   240 0.80 -
80377at50557_116153_0:0002e6|STRG.5952.1:180-1013|+    -            278 37475at50557         -            589   1.2e-08   32.7   5.1   1   2   2.8e-09   1.2e-07   29.4   0.3    81   189     1   124     1   143 0.82 -
80377at50557_116153_0:0002e6|STRG.5952.1:180-1013|+    -            278 37475at50557         -            589   1.2e-08   32.7   5.1   2   2     0.085       3.7    4.7   0.4   153   189   212   248   170   259 0.80 -
40115at50557_144034_0:000898|STRG.1523.1:1234-2103|+   -            290 37475at50557         -            589   1.6e-08   32.4   3.2   1   4   0.00062     0.027   11.8   0.3   150   191     4    45     1    71 0.80 -
40115at50557_144034_0:000898|STRG.1523.1:1234-2103|+   -            290 37475at50557         -            589   1.6e-08   32.4   3.2   2   4      0.63        28    1.8   0.0   148   189    90   130    83   132 0.74 -
40115at50557_144034_0:000898|STRG.1523.1:1234-2103|+   -            290 37475at50557         -            589   1.6e-08   32.4   3.2   3   4    0.0047       0.2    8.9   0.0   150   203   133   196   129   211 0.78 -
40115at50557_144034_0:000898|STRG.1523.1:1234-2103|+   -            290 37475at50557         -            589   1.6e-08   32.4   3.2   4   4     0.014      0.59    7.4   0.0   149   183   215   252   206   260 0.83 -
40115at50557_144034_0:000898|STRG.1523.2:1420-2289|+   -            290 37475at50557         -            589   1.6e-08   32.4   3.2   1   4   0.00062     0.027   11.8   0.3   150   191     4    45     1    71 0.80 -
40115at50557_144034_0:000898|STRG.1523.2:1420-2289|+   -            290 37475at50557         -            589   1.6e-08   32.4   3.2   2   4      0.63        28    1.8   0.0   148   189    90   130    83   132 0.74 -
40115at50557_144034_0:000898|STRG.1523.2:1420-2289|+   -            290 37475at50557         -            589   1.6e-08   32.4   3.2   3   4    0.0047       0.2    8.9   0.0   150   203   133   196   129   211 0.78 -
40115at50557_144034_0:000898|STRG.1523.2:1420-2289|+   -            290 37475at50557         -            589   1.6e-08   32.4   3.2   4   4     0.014      0.59    7.4   0.0   149   183   215   252   206   260 0.83 -
71739at50557_7213_0:002b67|STRG.12964.1:279-1157|+     -            293 37475at50557         -            589   1.6e-08   32.3   0.1   1   3   0.00058     0.025   11.9   0.1   148   204    56   121    53   131 0.73 -
71739at50557_7213_0:002b67|STRG.12964.1:279-1157|+     -            293 37475at50557         -            589   1.6e-08   32.3   0.1   2   3     0.001     0.044   11.1   0.0   120   192   108   184   104   194 0.78 -
71739at50557_7213_0:002b67|STRG.12964.1:279-1157|+     -            293 37475at50557         -            589   1.6e-08   32.3   0.1   3   3     0.014       0.6    7.3   0.0    16   106   197   292   187   293 0.71 -
80377at50557_77166_0:002f29|STRG.8999.1:1027-1941|+    -            305 37475at50557         -            589     2e-08   32.0   5.1   1   3   2.3e-06    0.0001   19.8   0.6    77   111    18    52    11   154 0.63 -
80377at50557_77166_0:002f29|STRG.8999.1:1027-1941|+    -            305 37475at50557         -            589     2e-08   32.0   5.1   2   3    0.0046       0.2    8.9   0.2   165   257   163   272   155   286 0.70 -
80377at50557_77166_0:002f29|STRG.8999.1:1027-1941|+    -            305 37475at50557         -            589     2e-08   32.0   5.1   3   3         9   3.9e+02   -2.0   0.0   185   200   280   295   276   298 0.81 -
40115at50557_110193_0:00292f|STRG.6409.1:914-1648|+    -            245 37475at50557         -            589   2.1e-08   32.0   8.3   1   3       2.8   1.2e+02   -0.3   0.1   187   251     1    67     1    74 0.54 -
40115at50557_110193_0:00292f|STRG.6409.1:914-1648|+    -            245 37475at50557         -            589   2.1e-08   32.0   8.3   2   3   7.4e-07   3.2e-05   21.4   0.1    73   110    73   110    51   120 0.85 -
40115at50557_110193_0:00292f|STRG.6409.1:914-1648|+    -            245 37475at50557         -            589   2.1e-08   32.0   8.3   3   3   0.00024      0.01   13.1   1.8    76   179   124   244   117   245 0.81 -
40115at50557_110193_0:00292f|STRG.6409.2:791-1525|+    -            245 37475at50557         -            589   2.1e-08   32.0   8.3   1   3       2.8   1.2e+02   -0.3   0.1   187   251     1    67     1    74 0.54 -
40115at50557_110193_0:00292f|STRG.6409.2:791-1525|+    -            245 37475at50557         -            589   2.1e-08   32.0   8.3   2   3   7.4e-07   3.2e-05   21.4   0.1    73   110    73   110    51   120 0.85 -
40115at50557_110193_0:00292f|STRG.6409.2:791-1525|+    -            245 37475at50557         -            589   2.1e-08   32.0   8.3   3   3   0.00024      0.01   13.1   1.8    76   179   124   244   117   245 0.81 -
31374at50557_197043_0:003de5|STRG.11659.1:192-809|+    -            206 37475at50557         -            589   2.2e-08   31.9   0.2   1   3    0.0056      0.24    8.6   0.0   175   248     8    87     2   100 0.65 -
31374at50557_197043_0:003de5|STRG.11659.1:192-809|+    -            206 37475at50557         -            589   2.2e-08   31.9   0.2   2   3     0.047       2.1    5.6   0.0    78   108   100   130    97   133 0.73 -
31374at50557_197043_0:003de5|STRG.11659.1:192-809|+    -            206 37475at50557         -            589   2.2e-08   31.9   0.2   3   3     9e-05    0.0039   14.5   0.0   146   194   139   187   131   194 0.85 -
78072at50557_34720_0:000cf9|STRG.13119.3:196-1209|+    -            338 37475at50557         -            589   4.3e-08   30.9  24.7   1   7    0.0017     0.074   10.3   0.6    74   112    11    49     5    54 0.84 -
78072at50557_34720_0:000cf9|STRG.13119.3:196-1209|+    -            338 37475at50557         -            589   4.3e-08   30.9  24.7   2   7   0.00023      0.01   13.2   0.3   150   201    61   124    52   126 0.79 -
78072at50557_34720_0:000cf9|STRG.13119.3:196-1209|+    -            338 37475at50557         -            589   4.3e-08   30.9  24.7   3   7     0.019      0.81    6.9   1.2   148   190   103   146    95   154 0.81 -
78072at50557_34720_0:000cf9|STRG.13119.3:196-1209|+    -            338 37475at50557         -            589   4.3e-08   30.9  24.7   4   7     0.059       2.6    5.2   0.0    77   180   147   179   141   195 0.62 -
78072at50557_34720_0:000cf9|STRG.13119.3:196-1209|+    -            338 37475at50557         -            589   4.3e-08   30.9  24.7   5   7     0.016      0.72    7.1   1.0   148   182   193   227   187   236 0.85 -
78072at50557_34720_0:000cf9|STRG.13119.3:196-1209|+    -            338 37475at50557         -            589   4.3e-08   30.9  24.7   6   7       2.8   1.2e+02   -0.3   0.0   151   180   254   283   247   290 0.63 -
78072at50557_34720_0:000cf9|STRG.13119.3:196-1209|+    -            338 37475at50557         -            589   4.3e-08   30.9  24.7   7   7     0.057       2.5    5.3   0.0    78   108   303   334   296   337 0.66 -
78072at50557_34720_0:000cf9|STRG.13119.4:229-1245|+    -            339 37475at50557         -            589   4.4e-08   30.9  24.7   1   7    0.0017     0.075   10.3   0.6    74   112    12    50     6    55 0.84 -
78072at50557_34720_0:000cf9|STRG.13119.4:229-1245|+    -            339 37475at50557         -            589   4.4e-08   30.9  24.7   2   7   0.00023      0.01   13.2   0.3   150   201    62   125    53   127 0.79 -
78072at50557_34720_0:000cf9|STRG.13119.4:229-1245|+    -            339 37475at50557         -            589   4.4e-08   30.9  24.7   3   7     0.019      0.81    6.9   1.2   148   190   104   147    96   155 0.81 -
78072at50557_34720_0:000cf9|STRG.13119.4:229-1245|+    -            339 37475at50557         -            589   4.4e-08   30.9  24.7   4   7      0.06       2.6    5.2   0.0    77   180   148   180   142   196 0.62 -
78072at50557_34720_0:000cf9|STRG.13119.4:229-1245|+    -            339 37475at50557         -            589   4.4e-08   30.9  24.7   5   7     0.017      0.72    7.1   1.0   148   182   194   228   188   237 0.85 -
78072at50557_34720_0:000cf9|STRG.13119.4:229-1245|+    -            339 37475at50557         -            589   4.4e-08   30.9  24.7   6   7       2.8   1.2e+02   -0.3   0.0   151   180   255   284   248   291 0.63 -
78072at50557_34720_0:000cf9|STRG.13119.4:229-1245|+    -            339 37475at50557         -            589   4.4e-08   30.9  24.7   7   7     0.057       2.5    5.3   0.0    78   108   304   335   297   338 0.66 -
14512at50557_103372_0:0005b9|STRG.15079.1:353-2929|+   -            859 37475at50557         -            589   5.6e-08   30.5   0.8   1   4      0.15       6.6    3.9   0.0   147   191    13    58     5    62 0.86 -
14512at50557_103372_0:0005b9|STRG.15079.1:353-2929|+   -            859 37475at50557         -            589   5.6e-08   30.5   0.8   2   4     0.062       2.7    5.2   0.0   146   187    97   138    81   142 0.85 -
14512at50557_103372_0:0005b9|STRG.15079.1:353-2929|+   -            859 37475at50557         -            589   5.6e-08   30.5   0.8   3   4    0.0012     0.054   10.8   0.1    79   109   143   173   140   179 0.89 -
14512at50557_103372_0:0005b9|STRG.15079.1:353-2929|+   -            859 37475at50557         -            589   5.6e-08   30.5   0.8   4   4      0.38        17    2.6   0.0   149   209   184   255   175   261 0.70 -
14512at50557_103372_0:0005b9|STRG.15079.2:353-2986|+   -            878 37475at50557         -            589   6.2e-08   30.4   0.8   1   5      0.15       6.5    3.9   0.0   147   191    13    58     5    63 0.86 -
14512at50557_103372_0:0005b9|STRG.15079.2:353-2986|+   -            878 37475at50557         -            589   6.2e-08   30.4   0.8   2   5      0.43        19    2.4   0.0   151   182    60    91    57    99 0.88 -
14512at50557_103372_0:0005b9|STRG.15079.2:353-2986|+   -            878 37475at50557         -            589   6.2e-08   30.4   0.8   3   5     0.054       2.3    5.4   0.0   145   187    96   138    80   142 0.82 -
14512at50557_103372_0:0005b9|STRG.15079.2:353-2986|+   -            878 37475at50557         -            589   6.2e-08   30.4   0.8   4   5    0.0012     0.051   10.9   0.1    79   109   143   173   139   181 0.89 -
14512at50557_103372_0:0005b9|STRG.15079.2:353-2986|+   -            878 37475at50557         -            589   6.2e-08   30.4   0.8   5   5      0.38        17    2.6   0.0   149   209   184   255   174   261 0.70 -
80377at50557_37344_0:0017d3|STRG.13748.1:892-1851|+    -            320 37475at50557         -            589   9.3e-08   29.8   5.6   1   4    0.0056      0.25    8.6   0.3   148   185   110   147   105   155 0.80 -
80377at50557_37344_0:0017d3|STRG.13748.1:892-1851|+    -            320 37475at50557         -            589   9.3e-08   29.8   5.6   2   4     0.012       0.5    7.6   0.3   155   184   175   204   168   223 0.77 -
80377at50557_37344_0:0017d3|STRG.13748.1:892-1851|+    -            320 37475at50557         -            589   9.3e-08   29.8   5.6   3   4      0.12       5.1    4.3   0.0   151   192   213   255   206   265 0.70 -
80377at50557_37344_0:0017d3|STRG.13748.1:892-1851|+    -            320 37475at50557         -            589   9.3e-08   29.8   5.6   4   4    0.0037      0.16    9.2   0.0   225   249   265   289   257   297 0.89 -
80377at50557_37344_0:0017d3|STRG.13748.2:892-1851|+    -            320 37475at50557         -            589   9.3e-08   29.8   5.6   1   4    0.0056      0.25    8.6   0.3   148   185   110   147   105   155 0.80 -
80377at50557_37344_0:0017d3|STRG.13748.2:892-1851|+    -            320 37475at50557         -            589   9.3e-08   29.8   5.6   2   4     0.012       0.5    7.6   0.3   155   184   175   204   168   223 0.77 -
80377at50557_37344_0:0017d3|STRG.13748.2:892-1851|+    -            320 37475at50557         -            589   9.3e-08   29.8   5.6   3   4      0.12       5.1    4.3   0.0   151   192   213   255   206   265 0.70 -
80377at50557_37344_0:0017d3|STRG.13748.2:892-1851|+    -            320 37475at50557         -            589   9.3e-08   29.8   5.6   4   4    0.0037      0.16    9.2   0.0   225   249   265   289   257   297 0.89 -
80377at50557_37344_0:0017d3|STRG.13748.3:892-1851|+    -            320 37475at50557         -            589   9.3e-08   29.8   5.6   1   4    0.0056      0.25    8.6   0.3   148   185   110   147   105   155 0.80 -
80377at50557_37344_0:0017d3|STRG.13748.3:892-1851|+    -            320 37475at50557         -            589   9.3e-08   29.8   5.6   2   4     0.012       0.5    7.6   0.3   155   184   175   204   168   223 0.77 -
80377at50557_37344_0:0017d3|STRG.13748.3:892-1851|+    -            320 37475at50557         -            589   9.3e-08   29.8   5.6   3   4      0.12       5.1    4.3   0.0   151   192   213   255   206   265 0.70 -
80377at50557_37344_0:0017d3|STRG.13748.3:892-1851|+    -            320 37475at50557         -            589   9.3e-08   29.8   5.6   4   4    0.0037      0.16    9.2   0.0   225   249   265   289   257   297 0.89 -
49370at50557_79782_0:001886|STRG.4583.1:1568-2554|+    -            329 37475at50557         -            589   1.2e-07   29.4   2.4   1   3       1.8        80    0.3   0.0   141   185    32    77    17    89 0.77 -
49370at50557_79782_0:001886|STRG.4583.1:1568-2554|+    -            329 37475at50557         -            589   1.2e-07   29.4   2.4   2   3   1.6e-05   0.00072   17.0   0.2    83   139    88   145    56   158 0.74 -
49370at50557_79782_0:001886|STRG.4583.1:1568-2554|+    -            329 37475at50557         -            589   1.2e-07   29.4   2.4   3   3    0.0022     0.097    9.9   0.2    97   205   208   317   199   325 0.68 -
80377at50557_568069_0:004eea|STRG.3544.1:64-918|+      -            285 37475at50557         -            589   1.2e-07   29.4   1.2   1   3      0.24        11    3.2   0.1   184   206     8    30     4    41 0.72 -
80377at50557_568069_0:004eea|STRG.3544.1:64-918|+      -            285 37475at50557         -            589   1.2e-07   29.4   1.2   2   3   8.8e-05    0.0038   14.6   0.5   147   237    47   150    30   161 0.68 -
80377at50557_568069_0:004eea|STRG.3544.1:64-918|+      -            285 37475at50557         -            589   1.2e-07   29.4   1.2   3   3    0.0027      0.12    9.6   0.0   120   205   142   240   139   283 0.68 -
13553at50557_34720_0:0020c1|STRG.5042.1:97-2760|+      -            888 37475at50557         -            589   1.2e-07   29.4   0.1   1   4      0.35        15    2.7   0.1     8    68   113   170   107   191 0.81 -
13553at50557_34720_0:0020c1|STRG.5042.1:97-2760|+      -            888 37475at50557         -            589   1.2e-07   29.4   0.1   2   4      0.67        29    1.7   0.0   144   179   262   297   230   305 0.76 -
13553at50557_34720_0:0020c1|STRG.5042.1:97-2760|+      -            888 37475at50557         -            589   1.2e-07   29.4   0.1   3   4      0.48        21    2.2   0.0    71   110   306   346   298   359 0.76 -
13553at50557_34720_0:0020c1|STRG.5042.1:97-2760|+      -            888 37475at50557         -            589   1.2e-07   29.4   0.1   4   4     0.035       1.5    6.0   0.0   149   187   475   513   468   524 0.83 -
80377at50557_217634_0:002edc|STRG.8858.1:288-881|+     -            198 37475at50557         -            589   2.8e-07   28.2   2.2   1   3   4.6e-07     2e-05   22.1   0.5    14   117    17   127     7   131 0.84 -
80377at50557_217634_0:002edc|STRG.8858.1:288-881|+     -            198 37475at50557         -            589   2.8e-07   28.2   2.2   2   3     0.078       3.4    4.8   0.1   148   181   131   164   120   172 0.88 -
80377at50557_217634_0:002edc|STRG.8858.1:288-881|+     -            198 37475at50557         -            589   2.8e-07   28.2   2.2   3   3       0.6        26    1.9   0.1    55   102   150   197   147   198 0.82 -
80377at50557_38123_0:002ff9|STRG.10661.1:126-1727|+    -            534 37475at50557         -            589   3.1e-07   28.1   6.2   1   5       1.2        51    0.9   0.0   148   188    89   129    55   132 0.81 -
80377at50557_38123_0:002ff9|STRG.10661.1:126-1727|+    -            534 37475at50557         -            589   3.1e-07   28.1   6.2   2   5     2e-05   0.00087   16.7   0.9   146   188   129   171   112   184 0.85 -
80377at50557_38123_0:002ff9|STRG.10661.1:126-1727|+    -            534 37475at50557         -            589   3.1e-07   28.1   6.2   3   5       1.2        53    0.9   0.0   144   180   169   205   166   209 0.89 -
80377at50557_38123_0:002ff9|STRG.10661.1:126-1727|+    -            534 37475at50557         -            589   3.1e-07   28.1   6.2   4   5       2.4     1e+02   -0.1   0.0    75   113   379   418   371   436 0.74 -
80377at50557_38123_0:002ff9|STRG.10661.1:126-1727|+    -            534 37475at50557         -            589   3.1e-07   28.1   6.2   5   5    0.0028      0.12    9.6   0.1    53   109   439   496   386   499 0.83 -
80377at50557_38123_0:002ff9|STRG.10661.2:120-1721|+    -            534 37475at50557         -            589   3.1e-07   28.1   6.2   1   5       1.2        51    0.9   0.0   148   188    89   129    55   132 0.81 -
80377at50557_38123_0:002ff9|STRG.10661.2:120-1721|+    -            534 37475at50557         -            589   3.1e-07   28.1   6.2   2   5     2e-05   0.00087   16.7   0.9   146   188   129   171   112   184 0.85 -
80377at50557_38123_0:002ff9|STRG.10661.2:120-1721|+    -            534 37475at50557         -            589   3.1e-07   28.1   6.2   3   5       1.2        53    0.9   0.0   144   180   169   205   166   209 0.89 -
80377at50557_38123_0:002ff9|STRG.10661.2:120-1721|+    -            534 37475at50557         -            589   3.1e-07   28.1   6.2   4   5       2.4     1e+02   -0.1   0.0    75   113   379   418   371   436 0.74 -
80377at50557_38123_0:002ff9|STRG.10661.2:120-1721|+    -            534 37475at50557         -            589   3.1e-07   28.1   6.2   5   5    0.0028      0.12    9.6   0.1    53   109   439   496   386   499 0.83 -
80377at50557_38123_0:002ff9|STRG.10661.3:243-1844|+    -            534 37475at50557         -            589   3.1e-07   28.1   6.2   1   5       1.2        51    0.9   0.0   148   188    89   129    55   132 0.81 -
80377at50557_38123_0:002ff9|STRG.10661.3:243-1844|+    -            534 37475at50557         -            589   3.1e-07   28.1   6.2   2   5     2e-05   0.00087   16.7   0.9   146   188   129   171   112   184 0.85 -
80377at50557_38123_0:002ff9|STRG.10661.3:243-1844|+    -            534 37475at50557         -            589   3.1e-07   28.1   6.2   3   5       1.2        53    0.9   0.0   144   180   169   205   166   209 0.89 -
80377at50557_38123_0:002ff9|STRG.10661.3:243-1844|+    -            534 37475at50557         -            589   3.1e-07   28.1   6.2   4   5       2.4     1e+02   -0.1   0.0    75   113   379   418   371   436 0.74 -
80377at50557_38123_0:002ff9|STRG.10661.3:243-1844|+    -            534 37475at50557         -            589   3.1e-07   28.1   6.2   5   5    0.0028      0.12    9.6   0.1    53   109   439   496   386   499 0.83 -
80377at50557_38123_0:002ff9|STRG.10661.4:125-1726|+    -            534 37475at50557         -            589   3.1e-07   28.1   6.2   1   5       1.2        51    0.9   0.0   148   188    89   129    55   132 0.81 -
80377at50557_38123_0:002ff9|STRG.10661.4:125-1726|+    -            534 37475at50557         -            589   3.1e-07   28.1   6.2   2   5     2e-05   0.00087   16.7   0.9   146   188   129   171   112   184 0.85 -
80377at50557_38123_0:002ff9|STRG.10661.4:125-1726|+    -            534 37475at50557         -            589   3.1e-07   28.1   6.2   3   5       1.2        53    0.9   0.0   144   180   169   205   166   209 0.89 -
