#                                                                                                              --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                          accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                  ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
34006at50557_520822_0:000571|STRG.11457.1:155-2122|+   -            656 34006at50557         -            414  1.3e-228  757.7   5.0   1   1  1.1e-229  4.9e-228  755.8   5.0     1   414   175   640   175   640 0.93 -
78072at50557_7070_0:002a52|STRG.16420.2:1143-1985|+    -            281 34006at50557         -            414   2.3e-09   35.5   1.0   1   2   1.2e-08   5.3e-07   27.7   0.4    19   227     4   207     1   227 0.60 -
78072at50557_7070_0:002a52|STRG.16420.2:1143-1985|+    -            281 34006at50557         -            414   2.3e-09   35.5   1.0   2   2       0.3        13    3.4   0.1   114   142   213   241   200   281 0.62 -
80377at50557_30019_0:0008bb|STRG.5952.2:190-957|+      -            256 34006at50557         -            414   3.2e-09   35.0   4.4   1   3     0.083       3.6    5.2   0.1   128   182    22    77     8    87 0.71 -
80377at50557_30019_0:0008bb|STRG.5952.2:190-957|+      -            256 34006at50557         -            414   3.2e-09   35.0   4.4   2   3   6.5e-08   2.9e-06   25.3   0.4   122   218    58   163    34   171 0.83 -
80377at50557_30019_0:0008bb|STRG.5952.2:190-957|+      -            256 34006at50557         -            414   3.2e-09   35.0   4.4   3   3    0.0001    0.0046   14.8   0.2   126   220   146   249   144   255 0.74 -
77772at50557_121845_0:003bba|STRG.11923.5:1653-2559|-  -            300 34006at50557         -            414   3.5e-09   34.9   0.1   1   3     0.026       1.1    6.9   0.1    46   107     4    68     2    92 0.77 -
77772at50557_121845_0:003bba|STRG.11923.5:1653-2559|-  -            300 34006at50557         -            414   3.5e-09   34.9   0.1   2   3   2.2e-07   9.8e-06   23.6   0.0   111   247   104   245    93   256 0.76 -
77772at50557_121845_0:003bba|STRG.11923.5:1653-2559|-  -            300 34006at50557         -            414   3.5e-09   34.9   0.1   3   3      0.11         5    4.8   0.0   155   204   227   285   211   294 0.66 -
77772at50557_121845_0:003bba|STRG.11925.1:3-909|+      -            300 34006at50557         -            414   3.5e-09   34.9   0.1   1   3     0.026       1.1    6.9   0.1    46   107     4    68     2    92 0.77 -
77772at50557_121845_0:003bba|STRG.11925.1:3-909|+      -            300 34006at50557         -            414   3.5e-09   34.9   0.1   2   3   2.2e-07   9.8e-06   23.6   0.0   111   247   104   245    93   256 0.76 -
77772at50557_121845_0:003bba|STRG.11925.1:3-909|+      -            300 34006at50557         -            414   3.5e-09   34.9   0.1   3   3      0.11         5    4.8   0.0   155   204   227   285   211   294 0.66 -
57752at50557_103372_0:000c5a|STRG.2346.1:163-1527|+    -            455 34006at50557         -            414   4.9e-09   34.4   0.8   1   2    0.0013     0.057   11.2   0.1   124   217   157   259   129   266 0.44 -
57752at50557_103372_0:000c5a|STRG.2346.1:163-1527|+    -            455 34006at50557         -            414   4.9e-09   34.4   0.8   2   2   2.9e-06   0.00013   19.9   0.1   111   261   269   434   262   449 0.65 -
57752at50557_103372_0:000c5a|STRG.2346.3:163-1527|+    -            455 34006at50557         -            414   4.9e-09   34.4   0.8   1   2    0.0013     0.057   11.2   0.1   124   217   157   259   129   266 0.44 -
57752at50557_103372_0:000c5a|STRG.2346.3:163-1527|+    -            455 34006at50557         -            414   4.9e-09   34.4   0.8   2   2   2.9e-06   0.00013   19.9   0.1   111   261   269   434   262   449 0.65 -
80377at50557_217634_0:002edc|STRG.8858.1:288-881|+     -            198 34006at50557         -            414   5.3e-09   34.3   2.7   1   2     4e-06   0.00017   19.4   0.2   120   218    14   122     2   129 0.74 -
80377at50557_217634_0:002edc|STRG.8858.1:288-881|+     -            198 34006at50557         -            414   5.3e-09   34.3   2.7   2   2   6.6e-07   2.9e-05   22.0   0.2   153   245    92   194    86   198 0.73 -
74508at50557_7394_0:0023c7|STRG.4734.1:0-980|+         -            327 34006at50557         -            414   5.4e-09   34.3   0.8   1   2   8.7e-08   3.8e-06   24.9   0.2   122   229    41   161    29   190 0.70 -
74508at50557_7394_0:0023c7|STRG.4734.1:0-980|+         -            327 34006at50557         -            414   5.4e-09   34.3   0.8   2   2     0.013      0.56    7.9   0.0   119   172   268   321   261   326 0.85 -
74508at50557_7394_0:0023c7|STRG.4734.2:276-1256|+      -            327 34006at50557         -            414   5.4e-09   34.3   0.8   1   2   8.7e-08   3.8e-06   24.9   0.2   122   229    41   161    29   190 0.70 -
74508at50557_7394_0:0023c7|STRG.4734.2:276-1256|+      -            327 34006at50557         -            414   5.4e-09   34.3   0.8   2   2     0.013      0.56    7.9   0.0   119   172   268   321   261   326 0.85 -
33043at50557_103372_0:000263|STRG.1342.1:112-2508|+    -            799 34006at50557         -            414   8.4e-09   33.7   3.7   1   4    0.0048      0.21    9.3   0.1   127   243    80   210    66   235 0.56 -
33043at50557_103372_0:000263|STRG.1342.1:112-2508|+    -            799 34006at50557         -            414   8.4e-09   33.7   3.7   2   4     0.012      0.54    7.9   0.0   131   253   127   260   112   291 0.59 -
33043at50557_103372_0:000263|STRG.1342.1:112-2508|+    -            799 34006at50557         -            414   8.4e-09   33.7   3.7   3   4       1.5        64    1.1   0.1   161   235   307   390   290   432 0.55 -
33043at50557_103372_0:000263|STRG.1342.1:112-2508|+    -            799 34006at50557         -            414   8.4e-09   33.7   3.7   4   4   6.4e-06   0.00028   18.8   0.2   185   291   479   594   381   618 0.76 -
57752at50557_69319_0:000ee5|STRG.14283.1:195-998|+     -            268 34006at50557         -            414   8.7e-09   33.6   0.7   1   2    0.0008     0.035   11.9   0.3   128   218    88   191    64   196 0.55 -
57752at50557_69319_0:000ee5|STRG.14283.1:195-998|+     -            268 34006at50557         -            414   8.7e-09   33.6   0.7   2   2   6.2e-07   2.7e-05   22.1   0.0    61   177   159   268   153   268 0.76 -
40115at50557_123851_0:00295a|STRG.10159.1:1958-2926|+  -            323 34006at50557         -            414   1.4e-08   32.9   0.5   1   2   9.7e-09   4.3e-07   28.0   0.1    10   217    63   280    55   289 0.75 -
40115at50557_123851_0:00295a|STRG.10159.1:1958-2926|+  -            323 34006at50557         -            414   1.4e-08   32.9   0.5   2   2    0.0018      0.08   10.7   0.0    15    87   210   276   200   323 0.61 -
40115at50557_123851_0:00295a|STRG.10159.2:588-1556|+   -            323 34006at50557         -            414   1.4e-08   32.9   0.5   1   2   9.7e-09   4.3e-07   28.0   0.1    10   217    63   280    55   289 0.75 -
40115at50557_123851_0:00295a|STRG.10159.2:588-1556|+   -            323 34006at50557         -            414   1.4e-08   32.9   0.5   2   2    0.0018      0.08   10.7   0.0    15    87   210   276   200   323 0.61 -
40115at50557_123851_0:00295a|STRG.10159.3:1807-2775|+  -            323 34006at50557         -            414   1.4e-08   32.9   0.5   1   2   9.7e-09   4.3e-07   28.0   0.1    10   217    63   280    55   289 0.75 -
40115at50557_123851_0:00295a|STRG.10159.3:1807-2775|+  -            323 34006at50557         -            414   1.4e-08   32.9   0.5   2   2    0.0018      0.08   10.7   0.0    15    87   210   276   200   323 0.61 -
40115at50557_123851_0:00295a|STRG.10159.4:103-1071|+   -            323 34006at50557         -            414   1.4e-08   32.9   0.5   1   2   9.7e-09   4.3e-07   28.0   0.1    10   217    63   280    55   289 0.75 -
40115at50557_123851_0:00295a|STRG.10159.4:103-1071|+   -            323 34006at50557         -            414   1.4e-08   32.9   0.5   2   2    0.0018      0.08   10.7   0.0    15    87   210   276   200   323 0.61 -
40115at50557_123851_0:00295a|STRG.10159.5:803-1771|+   -            323 34006at50557         -            414   1.4e-08   32.9   0.5   1   2   9.7e-09   4.3e-07   28.0   0.1    10   217    63   280    55   289 0.75 -
40115at50557_123851_0:00295a|STRG.10159.5:803-1771|+   -            323 34006at50557         -            414   1.4e-08   32.9   0.5   2   2    0.0018      0.08   10.7   0.0    15    87   210   276   200   323 0.61 -
48053at50557_13249_0:0016bb|STRG.3351.1:750-1724|+     -            325 34006at50557         -            414   1.5e-08   32.8   2.9   1   2   8.8e-06   0.00039   18.3   0.4   110   184    67   145    60   189 0.83 -
48053at50557_13249_0:0016bb|STRG.3351.1:750-1724|+     -            325 34006at50557         -            414   1.5e-08   32.8   2.9   2   2   0.00013    0.0056   14.5   0.2   123   188   211   278   172   323 0.81 -
12735at50557_34720_0:000d5c|STRG.12078.3:192-3116|+    -            975 34006at50557         -            414   2.7e-08   32.0   1.7   1   3      0.71        31    2.1   0.0   193   251   562   624   555   644 0.78 -
12735at50557_34720_0:000d5c|STRG.12078.3:192-3116|+    -            975 34006at50557         -            414   2.7e-08   32.0   1.7   2   3      0.24        11    3.7   0.1   110   142   650   682   625   691 0.82 -
12735at50557_34720_0:000d5c|STRG.12078.3:192-3116|+    -            975 34006at50557         -            414   2.7e-08   32.0   1.7   3   3   4.8e-07   2.1e-05   22.5   0.1   118   247   700   852   691   872 0.73 -
78072at50557_7038_0:0021a3|STRG.15086.1:417-1265|+     -            283 34006at50557         -            414   2.8e-08   31.9   0.1   1   2     2e-09   8.6e-08   30.3   0.0   110   260    44   212    18   231 0.69 -
78072at50557_7038_0:0021a3|STRG.15086.1:417-1265|+     -            283 34006at50557         -            414   2.8e-08   31.9   0.1   2   2       6.9     3e+02   -1.1   0.0   126   150   244   269   232   279 0.58 -
78072at50557_7038_0:0021a3|STRG.15086.2:325-1173|+     -            283 34006at50557         -            414   2.8e-08   31.9   0.1   1   2     2e-09   8.6e-08   30.3   0.0   110   260    44   212    18   231 0.69 -
78072at50557_7038_0:0021a3|STRG.15086.2:325-1173|+     -            283 34006at50557         -            414   2.8e-08   31.9   0.1   2   2       6.9     3e+02   -1.1   0.0   126   150   244   269   232   279 0.58 -
12735at50557_34720_0:000d5c|STRG.12078.2:192-3080|+    -            963 34006at50557         -            414   3.1e-08   31.8   1.7   1   3      0.68        30    2.2   0.0   193   251   550   612   542   632 0.78 -
12735at50557_34720_0:000d5c|STRG.12078.2:192-3080|+    -            963 34006at50557         -            414   3.1e-08   31.8   1.7   2   3      0.25        11    3.6   0.1   110   142   638   670   621   679 0.82 -
12735at50557_34720_0:000d5c|STRG.12078.2:192-3080|+    -            963 34006at50557         -            414   3.1e-08   31.8   1.7   3   3   4.8e-07   2.1e-05   22.5   0.1   118   247   688   840   679   860 0.73 -
12735at50557_34720_0:000d5c|STRG.12078.1:192-3203|+    -           1004 34006at50557         -            414   3.4e-08   31.7   1.6   1   3      0.77        34    2.0   0.0   193   250   591   652   583   668 0.78 -
12735at50557_34720_0:000d5c|STRG.12078.1:192-3203|+    -           1004 34006at50557         -            414   3.4e-08   31.7   1.6   2   3       0.3        13    3.4   0.1   110   142   679   711   670   718 0.80 -
12735at50557_34720_0:000d5c|STRG.12078.1:192-3203|+    -           1004 34006at50557         -            414   3.4e-08   31.7   1.6   3   3     5e-07   2.2e-05   22.4   0.1   118   247   729   881   720   901 0.73 -
76755at50557_64793_0:0021c2|STRG.1211.1:129-1100|+     -            324 34006at50557         -            414   5.4e-08   31.0   1.2   1   3      0.33        15    3.2   0.0   125   184    16    75     5    82 0.73 -
76755at50557_64793_0:0021c2|STRG.1211.1:129-1100|+     -            324 34006at50557         -            414   5.4e-08   31.0   1.2   2   3   0.00049     0.022   12.5   0.0   150   222    85   166    77   191 0.73 -
76755at50557_64793_0:0021c2|STRG.1211.1:129-1100|+     -            324 34006at50557         -            414   5.4e-08   31.0   1.2   3   3   0.00052     0.023   12.5   0.2   124   186   235   299   218   318 0.78 -
80377at50557_39758_0:001a6c|STRG.909.5:1512-2213|+     -            234 34006at50557         -            414   5.9e-08   30.9   1.7   1   2   6.2e-07   2.7e-05   22.1   0.1   133   221    17   116     9   129 0.75 -
80377at50557_39758_0:001a6c|STRG.909.5:1512-2213|+     -            234 34006at50557         -            414   5.9e-08   30.9   1.7   2   2   8.1e-05    0.0035   15.1   0.3   110   250    79   228    75   233 0.81 -
71739at50557_103372_0:00145d|STRG.6295.1:109-1086|+    -            326 34006at50557         -            414   5.9e-08   30.9   0.1   1   3   0.00024     0.011   13.6   0.0   153   263    10   131     1   138 0.71 -
71739at50557_103372_0:00145d|STRG.6295.1:109-1086|+    -            326 34006at50557         -            414   5.9e-08   30.9   0.1   2   3   0.00022    0.0098   13.7   0.0   125   184   160   220   150   259 0.66 -
71739at50557_103372_0:00145d|STRG.6295.1:109-1086|+    -            326 34006at50557         -            414   5.9e-08   30.9   0.1   3   3       9.7   4.3e+02   -1.6   0.0   105   138   278   312   274   316 0.75 -
43121at50557_103372_0:001d6c|STRG.7934.1:0-1529|+      -            510 34006at50557         -            414   6.2e-08   30.8   0.4   1   3     0.072       3.2    5.4   0.0   149   182   210   243   202   253 0.69 -
43121at50557_103372_0:001d6c|STRG.7934.1:0-1529|+      -            510 34006at50557         -            414   6.2e-08   30.8   0.4   2   3     9e-05     0.004   15.0   0.1   155   220   266   340   248   343 0.73 -
43121at50557_103372_0:001d6c|STRG.7934.1:0-1529|+      -            510 34006at50557         -            414   6.2e-08   30.8   0.4   3   3   0.00025     0.011   13.5   0.1   110   184   304   380   300   390 0.82 -
71739at50557_7213_0:002b67|STRG.12964.1:279-1157|+     -            293 34006at50557         -            414   8.3e-08   30.4   0.3   1   1   3.2e-08   1.4e-06   26.4   0.3    14   196    61   232    53   287 0.72 -
80377at50557_39758_0:001a6c|STRG.872.2:2813-3583|+     -            257 34006at50557         -            414     9e-08   30.3   1.1   1   2   6.5e-07   2.9e-05   22.0   0.1   132   221    39   139    31   152 0.75 -
80377at50557_39758_0:001a6c|STRG.872.2:2813-3583|+     -            257 34006at50557         -            414     9e-08   30.3   1.1   2   2   0.00015    0.0064   14.3   0.2   110   250   102   251    99   256 0.81 -
80377at50557_39758_0:001a6c|STRG.872.3:2808-3578|+     -            257 34006at50557         -            414     9e-08   30.3   1.1   1   2   6.5e-07   2.9e-05   22.0   0.1   132   221    39   139    31   152 0.75 -
80377at50557_39758_0:001a6c|STRG.872.3:2808-3578|+     -            257 34006at50557         -            414     9e-08   30.3   1.1   2   2   0.00015    0.0064   14.3   0.2   110   250   102   251    99   256 0.81 -
80377at50557_39758_0:001a6c|STRG.872.4:2786-3556|+     -            257 34006at50557         -            414     9e-08   30.3   1.1   1   2   6.5e-07   2.9e-05   22.0   0.1   132   221    39   139    31   152 0.75 -
80377at50557_39758_0:001a6c|STRG.872.4:2786-3556|+     -            257 34006at50557         -            414     9e-08   30.3   1.1   2   2   0.00015    0.0064   14.3   0.2   110   250   102   251    99   256 0.81 -
80377at50557_39758_0:001a6c|STRG.872.6:2827-3597|+     -            257 34006at50557         -            414     9e-08   30.3   1.1   1   2   6.5e-07   2.9e-05   22.0   0.1   132   221    39   139    31   152 0.75 -
80377at50557_39758_0:001a6c|STRG.872.6:2827-3597|+     -            257 34006at50557         -            414     9e-08   30.3   1.1   2   2   0.00015    0.0064   14.3   0.2   110   250   102   251    99   256 0.81 -
80377at50557_116153_0:0002e6|STRG.872.5:2834-3547|+    -            238 34006at50557         -            414   9.7e-08   30.2   1.2   1   2   5.7e-07   2.5e-05   22.2   0.1   132   221    21   121    14   134 0.75 -
80377at50557_116153_0:0002e6|STRG.872.5:2834-3547|+    -            238 34006at50557         -            414   9.7e-08   30.2   1.2   2   2   0.00018     0.008   14.0   0.1   111   250    85   233    83   237 0.81 -
40115at50557_123851_0:00295a|STRG.10159.6:292-1278|+   -            329 34006at50557         -            414   9.9e-08   30.1   0.7   1   2   1.7e-06   7.5e-05   20.7   0.2    10   215    63   284    55   285 0.68 -
40115at50557_123851_0:00295a|STRG.10159.6:292-1278|+   -            329 34006at50557         -            414   9.9e-08   30.1   0.7   2   2    0.0012     0.051   11.3   0.0    14    87   215   282   202   329 0.60 -
80377at50557_39758_0:001a6c|STRG.909.1:1981-2742|+     -            254 34006at50557         -            414   1.1e-07   30.0   1.5   1   2   7.3e-07   3.2e-05   21.9   0.1   133   221    37   136    28   149 0.75 -
80377at50557_39758_0:001a6c|STRG.909.1:1981-2742|+     -            254 34006at50557         -            414   1.1e-07   30.0   1.5   2   2   0.00013    0.0056   14.5   0.2   110   250    99   248    97   253 0.81 -
80377at50557_39758_0:001a6c|STRG.909.2:931-1692|+      -            254 34006at50557         -            414   1.1e-07   30.0   1.5   1   2   7.3e-07   3.2e-05   21.9   0.1   133   221    37   136    28   149 0.75 -
80377at50557_39758_0:001a6c|STRG.909.2:931-1692|+      -            254 34006at50557         -            414   1.1e-07   30.0   1.5   2   2   0.00013    0.0056   14.5   0.2   110   250    99   248    97   253 0.81 -
80377at50557_39758_0:001a6c|STRG.909.3:1592-2353|+     -            254 34006at50557         -            414   1.1e-07   30.0   1.5   1   2   7.3e-07   3.2e-05   21.9   0.1   133   221    37   136    28   149 0.75 -
80377at50557_39758_0:001a6c|STRG.909.3:1592-2353|+     -            254 34006at50557         -            414   1.1e-07   30.0   1.5   2   2   0.00013    0.0056   14.5   0.2   110   250    99   248    97   253 0.81 -
80377at50557_39758_0:001a6c|STRG.909.4:1798-2559|+     -            254 34006at50557         -            414   1.1e-07   30.0   1.5   1   2   7.3e-07   3.2e-05   21.9   0.1   133   221    37   136    28   149 0.75 -
80377at50557_39758_0:001a6c|STRG.909.4:1798-2559|+     -            254 34006at50557         -            414   1.1e-07   30.0   1.5   2   2   0.00013    0.0056   14.5   0.2   110   250    99   248    97   253 0.81 -
80377at50557_39758_0:001a6c|STRG.909.6:1692-2453|+     -            254 34006at50557         -            414   1.1e-07   30.0   1.5   1   2   7.3e-07   3.2e-05   21.9   0.1   133   221    37   136    28   149 0.75 -
80377at50557_39758_0:001a6c|STRG.909.6:1692-2453|+     -            254 34006at50557         -            414   1.1e-07   30.0   1.5   2   2   0.00013    0.0056   14.5   0.2   110   250    99   248    97   253 0.81 -
80377at50557_454923_0:001015|STRG.13365.1:148-927|+    -            260 34006at50557         -            414   1.2e-07   29.8   2.8   1   2   3.7e-06   0.00016   19.5   0.7   118   223    12   132     2   151 0.71 -
80377at50557_454923_0:001015|STRG.13365.1:148-927|+    -            260 34006at50557         -            414   1.2e-07   29.8   2.8   2   2     0.001     0.045   11.5   0.2   110   217   135   252   128   257 0.71 -
31374at50557_217634_0:001dc6|STRG.14278.4:255-656|+    -            134 34006at50557         -            414   1.4e-07   29.6   0.0   1   1     3e-08   1.3e-06   26.5   0.0   111   222     3   124     1   126 0.75 -
25500at50557_13686_0:0020f5|STRG.4579.1:202-2007|+     -            602 34006at50557         -            414   1.4e-07   29.6   0.2   1   6   7.1e-06   0.00031   18.6   0.0    16   217    61   263    48   271 0.70 -
25500at50557_13686_0:0020f5|STRG.4579.1:202-2007|+     -            602 34006at50557         -            414   1.4e-07   29.6   0.2   2   6      0.27        12    3.5   0.0   118   142   240   263   229   305 0.74 -
25500at50557_13686_0:0020f5|STRG.4579.1:202-2007|+     -            602 34006at50557         -            414   1.4e-07   29.6   0.2   3   6       3.6   1.6e+02   -0.2   0.0   157   216   323   389   310   403 0.62 -
25500at50557_13686_0:0020f5|STRG.4579.1:202-2007|+     -            602 34006at50557         -            414   1.4e-07   29.6   0.2   4   6       5.8   2.6e+02   -0.9   0.0    15    37   420   442   412   455 0.87 -
25500at50557_13686_0:0020f5|STRG.4579.1:202-2007|+     -            602 34006at50557         -            414   1.4e-07   29.6   0.2   5   6       3.8   1.7e+02   -0.3   0.0   227   266   483   519   441   531 0.71 -
25500at50557_13686_0:0020f5|STRG.4579.1:202-2007|+     -            602 34006at50557         -            414   1.4e-07   29.6   0.2   6   6      0.51        22    2.6   0.1   154   183   528   557   511   602 0.58 -
69548at50557_116153_0:002191|STRG.4014.1:466-1164|+    -            233 34006at50557         -            414   2.4e-07   28.9   0.0   1   1   7.3e-09   3.2e-07   28.4   0.0   110   249    62   227    56   233 0.65 -
69548at50557_116153_0:002191|STRG.4014.2:493-1191|+    -            233 34006at50557         -            414   2.4e-07   28.9   0.0   1   1   7.3e-09   3.2e-07   28.4   0.0   110   249    62   227    56   233 0.65 -
69548at50557_116153_0:002191|STRG.4014.3:640-1338|+    -            233 34006at50557         -            414   2.4e-07   28.9   0.0   1   1   7.3e-09   3.2e-07   28.4   0.0   110   249    62   227    56   233 0.65 -
69548at50557_116153_0:002191|STRG.4014.4:703-1401|+    -            233 34006at50557         -            414   2.4e-07   28.9   0.0   1   1   7.3e-09   3.2e-07   28.4   0.0   110   249    62   227    56   233 0.65 -
43553at50557_103372_0:0013d1|STRG.6288.1:355-1868|+    -            494 34006at50557         -            414   2.4e-07   28.9   0.9   1   2      0.16       6.9    4.3   0.0   128   195   178   246   158   261 0.84 -
43553at50557_103372_0:0013d1|STRG.6288.1:355-1868|+    -            494 34006at50557         -            414   2.4e-07   28.9   0.9   2   2   3.2e-07   1.4e-05   23.0   0.2   124   239   298   422   280   444 0.72 -
43553at50557_103372_0:0013d1|STRG.6288.2:735-2248|+    -            494 34006at50557         -            414   2.4e-07   28.9   0.9   1   2      0.16       6.9    4.3   0.0   128   195   178   246   158   261 0.84 -
43553at50557_103372_0:0013d1|STRG.6288.2:735-2248|+    -            494 34006at50557         -            414   2.4e-07   28.9   0.9   2   2   3.2e-07   1.4e-05   23.0   0.2   124   239   298   422   280   444 0.72 -
43719at50557_456900_0:000a8d|STRG.10013.1:494-2578|+   -            695 34006at50557         -            414   2.4e-07   28.8   0.1   1   1   1.2e-08   5.2e-07   27.8   0.1   160   274    64   187    55   231 0.64 -
80377at50557_166361_0:002fc1|STRG.872.1:2699-3577|+    -            293 34006at50557         -            414   2.5e-07   28.8   1.2   1   2   9.2e-07     4e-05   21.5   0.1   132   221    75   175    66   187 0.75 -
80377at50557_166361_0:002fc1|STRG.872.1:2699-3577|+    -            293 34006at50557         -            414   2.5e-07   28.8   1.2   2   2   0.00023      0.01   13.6   0.1   110   250   138   287   136   292 0.81 -
80377at50557_7237_0:001b62|STRG.10707.2:809-1666|+     -            286 34006at50557         -            414   5.2e-07   27.8   1.2   1   3   4.3e-07   1.9e-05   22.6   0.1   158   216     1    67     1    71 0.77 -
80377at50557_7237_0:001b62|STRG.10707.2:809-1666|+     -            286 34006at50557         -            414   5.2e-07   27.8   1.2   2   3     0.019      0.85    7.3   0.1    14    47    39    73    30   207 0.82 -
80377at50557_7237_0:001b62|STRG.10707.2:809-1666|+     -            286 34006at50557         -            414   5.2e-07   27.8   1.2   3   3      0.69        30    2.2   0.2   157   182   173   198   109   260 0.56 -
25500at50557_121845_0:000041|STRG.12145.1:349-1062|+   -            238 34006at50557         -            414   6.8e-07   27.4   1.0   1   3   0.00091      0.04   11.7   0.1   163   239     7    97     2   106 0.64 -
25500at50557_121845_0:000041|STRG.12145.1:349-1062|+   -            238 34006at50557         -            414   6.8e-07   27.4   1.0   2   3    0.0011     0.048   11.4   0.0   166   217    99   159    96   174 0.76 -
25500at50557_121845_0:000041|STRG.12145.1:349-1062|+   -            238 34006at50557         -            414   6.8e-07   27.4   1.0   3   3     0.014       0.6    7.8   0.1   119   187   137   208   136   228 0.69 -
56099at50557_103372_0:001a7e|STRG.15538.1:74-1405|+    -            444 34006at50557         -            414   1.6e-06   26.2   2.5   1   3    0.0079      0.35    8.6   0.1   110   183    63   139    46   152 0.81 -
56099at50557_103372_0:001a7e|STRG.15538.1:74-1405|+    -            444 34006at50557         -            414   1.6e-06   26.2   2.5   2   3     0.025       1.1    6.9   0.0   261   296   150   185   144   197 0.85 -
56099at50557_103372_0:001a7e|STRG.15538.1:74-1405|+    -            444 34006at50557         -            414   1.6e-06   26.2   2.5   3   3     0.014      0.62    7.7   0.1   119   245   203   342   191   363 0.62 -
31374at50557_133901_0:001035|STRG.14278.2:1079-2605|+  -            509 34006at50557         -            414   1.7e-06   26.1   0.2   1   3       8.7   3.8e+02   -1.4   0.0   219   228   297   306   276   339 0.43 -
31374at50557_133901_0:001035|STRG.14278.2:1079-2605|+  -            509 34006at50557         -            414   1.7e-06   26.1   0.2   2   3   7.2e-07   3.2e-05   21.9   0.0   111   222   347   468   342   470 0.74 -
31374at50557_133901_0:001035|STRG.14278.2:1079-2605|+  -            509 34006at50557         -            414   1.7e-06   26.1   0.2   3   3      0.15       6.5    4.4   0.0   151   185   431   465   426   483 0.74 -
31374at50557_133901_0:001035|STRG.14278.1:1137-2681|+  -            515 34006at50557         -            414   1.7e-06   26.0   0.1   1   3     0.011      0.48    8.1   0.0   135   215   294   383   268   408 0.50 -
31374at50557_133901_0:001035|STRG.14278.1:1137-2681|+  -            515 34006at50557         -            414   1.7e-06   26.0   0.1   2   3   7.4e-07   3.2e-05   21.9   0.0   111   222   353   474   348   476 0.74 -
31374at50557_133901_0:001035|STRG.14278.1:1137-2681|+  -            515 34006at50557         -            414   1.7e-06   26.0   0.1   3   3      0.15       6.4    4.4   0.0   151   185   437   471   432   493 0.75 -
31374at50557_133901_0:001035|STRG.14278.3:356-1900|+   -            515 34006at50557         -            414   1.7e-06   26.0   0.1   1   3     0.011      0.48    8.1   0.0   135   215   294   383   268   408 0.50 -
31374at50557_133901_0:001035|STRG.14278.3:356-1900|+   -            515 34006at50557         -            414   1.7e-06   26.0   0.1   2   3   7.4e-07   3.2e-05   21.9   0.0   111   222   353   474   348   476 0.74 -
31374at50557_133901_0:001035|STRG.14278.3:356-1900|+   -            515 34006at50557         -            414   1.7e-06   26.0   0.1   3   3      0.15       6.4    4.4   0.0   151   185   437   471   432   493 0.75 -
76755at50557_64793_0:0021c2|STRG.1211.2:14-848|+       -            273 34006at50557         -            414   2.1e-06   25.8   1.9   1   2   0.00064     0.028   12.2   0.1   126   223    17   116     5   149 0.69 -
76755at50557_64793_0:0021c2|STRG.1211.2:14-848|+       -            273 34006at50557         -            414   2.1e-06   25.8   1.9   2   2   0.00036     0.016   13.0   0.2   124   186   184   248   167   268 0.78 -
78072at50557_34720_0:000cf9|STRG.13119.3:196-1209|+    -            338 34006at50557         -            414   2.9e-06   25.3   8.5   1   3    0.0018     0.078   10.7   0.1    16    92    21    95    10   101 0.54 -
78072at50557_34720_0:000cf9|STRG.13119.3:196-1209|+    -            338 34006at50557         -            414   2.9e-06   25.3   8.5   2   3   3.7e-06   0.00016   19.6   0.8    98   214    48   178    38   185 0.72 -
78072at50557_34720_0:000cf9|STRG.13119.3:196-1209|+    -            338 34006at50557         -            414   2.9e-06   25.3   8.5   3   3     0.018      0.81    7.4   0.9     8   139   192   334   186   337 0.72 -
78072at50557_34720_0:000cf9|STRG.13119.4:229-1245|+    -            339 34006at50557         -            414   3.2e-06   25.2   8.6   1   3    0.0024       0.1   10.3   0.1    16   183    22    94    11   100 0.50 -
78072at50557_34720_0:000cf9|STRG.13119.4:229-1245|+    -            339 34006at50557         -            414   3.2e-06   25.2   8.6   2   3   3.8e-06   0.00017   19.5   0.8    98   214    49   179    39   186 0.72 -
78072at50557_34720_0:000cf9|STRG.13119.4:229-1245|+    -            339 34006at50557         -            414   3.2e-06   25.2   8.6   3   3     0.018       0.8    7.4   0.9     8   139   193   335   187   338 0.72 -
55830at50557_103372_0:000f54|STRG.11664.1:261-1655|+   -            465 34006at50557         -            414   4.3e-06   24.8   0.8   1   2   2.9e-06   0.00013   19.9   0.3    14   184   143   307   134   350 0.75 -
55830at50557_103372_0:000f54|STRG.11664.1:261-1655|+   -            465 34006at50557         -            414   4.3e-06   24.8   0.8   2   2      0.36        16    3.1   0.0   120   187   326   403   315   414 0.70 -
27737at50557_103372_0:000a01|STRG.8506.1:47-1879|+     -            611 34006at50557         -            414   5.4e-06   24.4   0.5   1   2   2.3e-06    0.0001   20.2   0.8   164   277    66   192    46   201 0.72 -
