#                                                                                                              --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                          accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                  ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
83902at50557_13686_0:0017a1|STRG.4010.1:104-955|+      -            284 83902at50557         -            211  7.9e-106  351.1  11.0   1   1  4.7e-107  3.4e-105  349.1  11.0     1   211    15   256    15   256 0.93 -
109776at50557_13249_0:0026b7|STRG.11923.8:200-817|+    -            206 83902at50557         -            211   1.3e-18   66.2  10.9   3   3   1.5e-09   1.1e-07   30.5   0.2    32    85   143   196   142   203 0.94 -
8280at50557_121225_0:0005bf|STRG.7675.1:160-1965|+     -            602 83902at50557         -            211   3.6e-18   64.7  24.8   1   4    0.0009     0.065   11.6   1.4    74   154    29   110     5   137 0.65 -
8280at50557_121225_0:0005bf|STRG.7675.1:160-1965|+     -            602 83902at50557         -            211   3.6e-18   64.7  24.8   2   4   3.7e-08   2.7e-06   26.0   3.9    41   180   241   384   207   388 0.80 -
8280at50557_121225_0:0005bf|STRG.7675.1:160-1965|+     -            602 83902at50557         -            211   3.6e-18   64.7  24.8   3   4   1.7e-08   1.2e-06   27.1   3.2    32   135   413   522   395   532 0.82 -
8280at50557_121225_0:0005bf|STRG.7675.1:160-1965|+     -            602 83902at50557         -            211   3.6e-18   64.7  24.8   4   4    0.0019      0.14   10.5   0.0    30    71   529   569   522   579 0.83 -
25718at50557_166361_0:002b27|STRG.8501.1:497-3064|+    -            856 83902at50557         -            211   9.4e-18   63.4  43.8   1   9      0.12       8.9    4.6   0.1   138   175    64   102    38   115 0.68 -
25718at50557_166361_0:002b27|STRG.8501.1:497-3064|+    -            856 83902at50557         -            211   9.4e-18   63.4  43.8   2   9   1.7e-05    0.0012   17.3   3.0    43   180    75   213    63   220 0.79 -
25718at50557_166361_0:002b27|STRG.8501.1:497-3064|+    -            856 83902at50557         -            211   9.4e-18   63.4  43.8   3   9   1.4e-06   9.8e-05   20.8   7.7    30   177   144   308   136   312 0.80 -
25718at50557_166361_0:002b27|STRG.8501.1:497-3064|+    -            856 83902at50557         -            211   9.4e-18   63.4  43.8   4   9   1.3e-07   9.1e-06   24.2   7.4    38   184   200   363   196   365 0.79 -
25718at50557_166361_0:002b27|STRG.8501.1:497-3064|+    -            856 83902at50557         -            211   9.4e-18   63.4  43.8   5   9   1.2e-09   8.8e-08   30.8   4.5    30   174   290   448   286   451 0.85 -
25718at50557_166361_0:002b27|STRG.8501.1:497-3064|+    -            856 83902at50557         -            211   9.4e-18   63.4  43.8   6   9     0.059       4.3    5.7   0.4    97   179   438   522   432   529 0.69 -
25718at50557_166361_0:002b27|STRG.8501.1:497-3064|+    -            856 83902at50557         -            211   9.4e-18   63.4  43.8   7   9      0.53        39    2.6   0.3    26    71   519   566   504   588 0.50 -
25718at50557_166361_0:002b27|STRG.8501.1:497-3064|+    -            856 83902at50557         -            211   9.4e-18   63.4  43.8   8   9   4.3e-06   0.00031   19.2   2.5   105   175   714   789   702   799 0.84 -
25718at50557_166361_0:002b27|STRG.8501.1:497-3064|+    -            856 83902at50557         -            211   9.4e-18   63.4  43.8   9   9       2.4   1.7e+02    0.4   0.0   138   172   799   834   793   853 0.72 -
109776at50557_29053_0:002e6b|STRG.2709.3:333-824|+     -            164 83902at50557         -            211   3.2e-17   61.7   4.6   1   2   1.2e-14   8.9e-13   47.1   0.6    74   184     3   113     1   117 0.91 -
109776at50557_29053_0:002e6b|STRG.2709.3:333-824|+     -            164 83902at50557         -            211   3.2e-17   61.7   4.6   2   2   1.5e-05    0.0011   17.4   0.3   138   184   113   158   112   162 0.89 -
109776at50557_29053_0:002e6b|STRG.2709.1:267-857|+     -            197 83902at50557         -            211   6.4e-17   60.6   5.0   1   2     4e-14   2.9e-12   45.5   0.8    79   184    41   146    27   149 0.90 -
109776at50557_29053_0:002e6b|STRG.2709.1:267-857|+     -            197 83902at50557         -            211   6.4e-17   60.6   5.0   2   2   2.1e-05    0.0015   17.0   0.3   138   184   146   191   145   195 0.89 -
109776at50557_29053_0:002e6b|STRG.2709.2:267-857|+     -            197 83902at50557         -            211   6.4e-17   60.6   5.0   1   2     4e-14   2.9e-12   45.5   0.8    79   184    41   146    27   149 0.90 -
109776at50557_29053_0:002e6b|STRG.2709.2:267-857|+     -            197 83902at50557         -            211   6.4e-17   60.6   5.0   2   2   2.1e-05    0.0015   17.0   0.3   138   184   146   191   145   195 0.89 -
25718at50557_197043_0:00510d|STRG.14236.1:858-2123|+   -            422 83902at50557         -            211   2.2e-16   58.9  34.5   1   6     0.016       1.2    7.5   0.4   138   178    24    65     4    69 0.74 -
25718at50557_197043_0:00510d|STRG.14236.1:858-2123|+   -            422 83902at50557         -            211   2.2e-16   58.9  34.5   2   6   4.1e-05    0.0029   16.0   1.4    32    71    70   110    64   127 0.83 -
25718at50557_197043_0:00510d|STRG.14236.1:858-2123|+   -            422 83902at50557         -            211   2.2e-16   58.9  34.5   3   6    0.0068      0.49    8.8   2.1    33    84   119   171   113   173 0.84 -
25718at50557_197043_0:00510d|STRG.14236.1:858-2123|+   -            422 83902at50557         -            211   2.2e-16   58.9  34.5   4   6   3.4e-07   2.4e-05   22.8   8.7    31   141   141   260   131   279 0.79 -
25718at50557_197043_0:00510d|STRG.14236.1:858-2123|+   -            422 83902at50557         -            211   2.2e-16   58.9  34.5   5   6   8.3e-05     0.006   15.0   0.2    24    71   276   325   259   331 0.72 -
25718at50557_197043_0:00510d|STRG.14236.1:858-2123|+   -            422 83902at50557         -            211   2.2e-16   58.9  34.5   6   6   0.00044     0.032   12.6   0.6    34    82   338   391   329   396 0.78 -
25718at50557_197043_0:00510d|STRG.14236.2:568-1833|+   -            422 83902at50557         -            211   2.2e-16   58.9  34.5   1   6     0.016       1.2    7.5   0.4   138   178    24    65     4    69 0.74 -
25718at50557_197043_0:00510d|STRG.14236.2:568-1833|+   -            422 83902at50557         -            211   2.2e-16   58.9  34.5   2   6   4.1e-05    0.0029   16.0   1.4    32    71    70   110    64   127 0.83 -
25718at50557_197043_0:00510d|STRG.14236.2:568-1833|+   -            422 83902at50557         -            211   2.2e-16   58.9  34.5   3   6    0.0068      0.49    8.8   2.1    33    84   119   171   113   173 0.84 -
25718at50557_197043_0:00510d|STRG.14236.2:568-1833|+   -            422 83902at50557         -            211   2.2e-16   58.9  34.5   4   6   3.4e-07   2.4e-05   22.8   8.7    31   141   141   260   131   279 0.79 -
25718at50557_197043_0:00510d|STRG.14236.2:568-1833|+   -            422 83902at50557         -            211   2.2e-16   58.9  34.5   5   6   8.3e-05     0.006   15.0   0.2    24    71   276   325   259   331 0.72 -
25718at50557_197043_0:00510d|STRG.14236.2:568-1833|+   -            422 83902at50557         -            211   2.2e-16   58.9  34.5   6   6   0.00044     0.032   12.6   0.6    34    82   338   391   329   396 0.78 -
109776at50557_456900_0:0015c4|STRG.3827.1:783-1496|+   -            238 83902at50557         -            211   3.4e-16   58.3   6.8   1   3   7.4e-08   5.3e-06   25.0   0.0   126   185    21    84     3    88 0.79 -
109776at50557_456900_0:0015c4|STRG.3827.1:783-1496|+   -            238 83902at50557         -            211   3.4e-16   58.3   6.8   2   3   1.8e-07   1.3e-05   23.7   0.4    38    85    89   136    83   137 0.91 -
109776at50557_456900_0:0015c4|STRG.3827.1:783-1496|+   -            238 83902at50557         -            211   3.4e-16   58.3   6.8   3   3   7.3e-05    0.0053   15.2   0.5    34    85   131   181   127   235 0.73 -
109776at50557_456900_0:0015c4|STRG.3827.2:174-887|+    -            238 83902at50557         -            211   3.4e-16   58.3   6.8   1   3   7.4e-08   5.3e-06   25.0   0.0   126   185    21    84     3    88 0.79 -
109776at50557_456900_0:0015c4|STRG.3827.2:174-887|+    -            238 83902at50557         -            211   3.4e-16   58.3   6.8   2   3   1.8e-07   1.3e-05   23.7   0.4    38    85    89   136    83   137 0.91 -
109776at50557_456900_0:0015c4|STRG.3827.2:174-887|+    -            238 83902at50557         -            211   3.4e-16   58.3   6.8   3   3   7.3e-05    0.0053   15.2   0.5    34    85   131   181   127   235 0.73 -
109776at50557_456900_0:0015c4|STRG.3827.3:411-1124|+   -            238 83902at50557         -            211   3.4e-16   58.3   6.8   1   3   7.4e-08   5.3e-06   25.0   0.0   126   185    21    84     3    88 0.79 -
109776at50557_456900_0:0015c4|STRG.3827.3:411-1124|+   -            238 83902at50557         -            211   3.4e-16   58.3   6.8   2   3   1.8e-07   1.3e-05   23.7   0.4    38    85    89   136    83   137 0.91 -
109776at50557_456900_0:0015c4|STRG.3827.3:411-1124|+   -            238 83902at50557         -            211   3.4e-16   58.3   6.8   3   3   7.3e-05    0.0053   15.2   0.5    34    85   131   181   127   235 0.73 -
7376at50557_38123_0:000ed3|STRG.5846.1:1025-2122|+     -            366 83902at50557         -            211   3.5e-16   58.2   8.8   1   5      0.18        13    4.1   0.0    34    72    31    70    15    78 0.82 -
7376at50557_38123_0:000ed3|STRG.5846.1:1025-2122|+     -            366 83902at50557         -            211   3.5e-16   58.2   8.8   2   5    0.0056      0.41    9.0   0.2    35    73    80   119    75   128 0.81 -
7376at50557_38123_0:000ed3|STRG.5846.1:1025-2122|+     -            366 83902at50557         -            211   3.5e-16   58.2   8.8   3   5   7.7e-09   5.6e-07   28.2   0.0    82   136   112   167   112   193 0.81 -
7376at50557_38123_0:000ed3|STRG.5846.1:1025-2122|+     -            366 83902at50557         -            211   3.5e-16   58.2   8.8   4   5   6.2e-05    0.0045   15.4   0.1    82   174   184   282   169   286 0.76 -
7376at50557_38123_0:000ed3|STRG.5846.1:1025-2122|+     -            366 83902at50557         -            211   3.5e-16   58.2   8.8   5   5     0.014      0.99    7.8   0.2    94   175   269   356   259   362 0.69 -
7376at50557_38123_0:000ed3|STRG.5846.3:1057-2154|+     -            366 83902at50557         -            211   3.5e-16   58.2   8.8   1   5      0.18        13    4.1   0.0    34    72    31    70    15    78 0.82 -
7376at50557_38123_0:000ed3|STRG.5846.3:1057-2154|+     -            366 83902at50557         -            211   3.5e-16   58.2   8.8   2   5    0.0056      0.41    9.0   0.2    35    73    80   119    75   128 0.81 -
7376at50557_38123_0:000ed3|STRG.5846.3:1057-2154|+     -            366 83902at50557         -            211   3.5e-16   58.2   8.8   3   5   7.7e-09   5.6e-07   28.2   0.0    82   136   112   167   112   193 0.81 -
7376at50557_38123_0:000ed3|STRG.5846.3:1057-2154|+     -            366 83902at50557         -            211   3.5e-16   58.2   8.8   4   5   6.2e-05    0.0045   15.4   0.1    82   174   184   282   169   286 0.76 -
7376at50557_38123_0:000ed3|STRG.5846.3:1057-2154|+     -            366 83902at50557         -            211   3.5e-16   58.2   8.8   5   5     0.014      0.99    7.8   0.2    94   175   269   356   259   362 0.69 -
8280at50557_74869_0:001375|STRG.868.1:1959-3203|+      -            415 83902at50557         -            211   6.2e-16   57.4  16.1   1   6     0.016       1.2    7.5   0.0   139   190    21    71     4    85 0.79 -
8280at50557_74869_0:001375|STRG.868.1:1959-3203|+      -            415 83902at50557         -            211   6.2e-16   57.4  16.1   2   6    0.0006     0.044   12.2   0.8    83   181    32   133    25   137 0.84 -
8280at50557_74869_0:001375|STRG.868.1:1959-3203|+      -            415 83902at50557         -            211   6.2e-16   57.4  16.1   3   6   3.8e-05    0.0027   16.1   0.1   134   178   133   177   130   184 0.91 -
8280at50557_74869_0:001375|STRG.868.1:1959-3203|+      -            415 83902at50557         -            211   6.2e-16   57.4  16.1   4   6    0.0032      0.23    9.8   0.7    97   134   186   223   182   226 0.92 -
8280at50557_74869_0:001375|STRG.868.1:1959-3203|+      -            415 83902at50557         -            211   6.2e-16   57.4  16.1   5   6     0.031       2.2    6.6   0.0    35    71   242   279   234   290 0.84 -
8280at50557_74869_0:001375|STRG.868.1:1959-3203|+      -            415 83902at50557         -            211   6.2e-16   57.4  16.1   6   6   4.3e-06   0.00031   19.2   0.0    30   112   321   414   296   415 0.76 -
8280at50557_74869_0:001375|STRG.868.2:1894-3138|+      -            415 83902at50557         -            211   6.2e-16   57.4  16.1   1   6     0.016       1.2    7.5   0.0   139   190    21    71     4    85 0.79 -
8280at50557_74869_0:001375|STRG.868.2:1894-3138|+      -            415 83902at50557         -            211   6.2e-16   57.4  16.1   2   6    0.0006     0.044   12.2   0.8    83   181    32   133    25   137 0.84 -
8280at50557_74869_0:001375|STRG.868.2:1894-3138|+      -            415 83902at50557         -            211   6.2e-16   57.4  16.1   3   6   3.8e-05    0.0027   16.1   0.1   134   178   133   177   130   184 0.91 -
8280at50557_74869_0:001375|STRG.868.2:1894-3138|+      -            415 83902at50557         -            211   6.2e-16   57.4  16.1   4   6    0.0032      0.23    9.8   0.7    97   134   186   223   182   226 0.92 -
8280at50557_74869_0:001375|STRG.868.2:1894-3138|+      -            415 83902at50557         -            211   6.2e-16   57.4  16.1   5   6     0.031       2.2    6.6   0.0    35    71   242   279   234   290 0.84 -
8280at50557_74869_0:001375|STRG.868.2:1894-3138|+      -            415 83902at50557         -            211   6.2e-16   57.4  16.1   6   6   4.3e-06   0.00031   19.2   0.0    30   112   321   414   296   415 0.76 -
109776at50557_69004_0:002548|STRG.9193.1:232-732|+     -            167 83902at50557         -            211   1.5e-15   56.2   5.0   1   1   1.5e-16   1.1e-14   53.4   5.1    38   183     1   155     1   162 0.88 -
109776at50557_69004_0:002548|STRG.9193.2:232-732|+     -            167 83902at50557         -            211   1.5e-15   56.2   5.0   1   1   1.5e-16   1.1e-14   53.4   5.1    38   183     1   155     1   162 0.88 -
8280at50557_74869_0:001375|STRG.2849.1:443-2005|+      -            521 83902at50557         -            211     1e-14   53.4  29.0   1   5     0.065       4.7    5.5   0.1   129   178     7    57     4    66 0.78 -
8280at50557_74869_0:001375|STRG.2849.1:443-2005|+      -            521 83902at50557         -            211     1e-14   53.4  29.0   2   5   1.1e-06   8.1e-05   21.1   3.5    89   181   130   228    71   249 0.77 -
8280at50557_74869_0:001375|STRG.2849.1:443-2005|+      -            521 83902at50557         -            211     1e-14   53.4  29.0   3   5   1.2e-06   8.7e-05   21.0   0.6    29   111   255   348   241   353 0.79 -
8280at50557_74869_0:001375|STRG.2849.1:443-2005|+      -            521 83902at50557         -            211     1e-14   53.4  29.0   4   5   4.4e-05    0.0032   15.9   0.6    95   179   356   447   351   480 0.74 -
8280at50557_74869_0:001375|STRG.2849.1:443-2005|+      -            521 83902at50557         -            211     1e-14   53.4  29.0   5   5     0.081       5.9    5.2   0.7    33    69   481   519   477   521 0.79 -
8280at50557_74869_0:001375|STRG.2849.3:220-1782|+      -            521 83902at50557         -            211     1e-14   53.4  29.0   1   5     0.065       4.7    5.5   0.1   129   178     7    57     4    66 0.78 -
8280at50557_74869_0:001375|STRG.2849.3:220-1782|+      -            521 83902at50557         -            211     1e-14   53.4  29.0   2   5   1.1e-06   8.1e-05   21.1   3.5    89   181   130   228    71   249 0.77 -
8280at50557_74869_0:001375|STRG.2849.3:220-1782|+      -            521 83902at50557         -            211     1e-14   53.4  29.0   3   5   1.2e-06   8.7e-05   21.0   0.6    29   111   255   348   241   353 0.79 -
8280at50557_74869_0:001375|STRG.2849.3:220-1782|+      -            521 83902at50557         -            211     1e-14   53.4  29.0   4   5   4.4e-05    0.0032   15.9   0.6    95   179   356   447   351   480 0.74 -
8280at50557_74869_0:001375|STRG.2849.3:220-1782|+      -            521 83902at50557         -            211     1e-14   53.4  29.0   5   5     0.081       5.9    5.2   0.7    33    69   481   519   477   521 0.79 -
8280at50557_74869_0:001375|STRG.2849.4:609-2171|+      -            521 83902at50557         -            211     1e-14   53.4  29.0   1   5     0.065       4.7    5.5   0.1   129   178     7    57     4    66 0.78 -
8280at50557_74869_0:001375|STRG.2849.4:609-2171|+      -            521 83902at50557         -            211     1e-14   53.4  29.0   2   5   1.1e-06   8.1e-05   21.1   3.5    89   181   130   228    71   249 0.77 -
8280at50557_74869_0:001375|STRG.2849.4:609-2171|+      -            521 83902at50557         -            211     1e-14   53.4  29.0   3   5   1.2e-06   8.7e-05   21.0   0.6    29   111   255   348   241   353 0.79 -
8280at50557_74869_0:001375|STRG.2849.4:609-2171|+      -            521 83902at50557         -            211     1e-14   53.4  29.0   4   5   4.4e-05    0.0032   15.9   0.6    95   179   356   447   351   480 0.74 -
8280at50557_74869_0:001375|STRG.2849.4:609-2171|+      -            521 83902at50557         -            211     1e-14   53.4  29.0   5   5     0.081       5.9    5.2   0.7    33    69   481   519   477   521 0.79 -
8280at50557_74869_0:001375|STRG.2849.2:60-1850|+       -            597 83902at50557         -            211   1.6e-14   52.8  28.3   1   5     0.067       4.8    5.5   0.1   128   178    82   133    72   141 0.80 -
8280at50557_74869_0:001375|STRG.2849.2:60-1850|+       -            597 83902at50557         -            211   1.6e-14   52.8  28.3   2   5   1.3e-06   9.3e-05   20.9   3.3    89   180   206   303   136   323 0.78 -
8280at50557_74869_0:001375|STRG.2849.2:60-1850|+       -            597 83902at50557         -            211   1.6e-14   52.8  28.3   3   5   1.4e-06    0.0001   20.8   0.6    29   111   331   424   317   431 0.79 -
8280at50557_74869_0:001375|STRG.2849.2:60-1850|+       -            597 83902at50557         -            211   1.6e-14   52.8  28.3   4   5   5.1e-05    0.0037   15.7   0.4    95   179   432   523   428   556 0.74 -
8280at50557_74869_0:001375|STRG.2849.2:60-1850|+       -            597 83902at50557         -            211   1.6e-14   52.8  28.3   5   5     0.085       6.2    5.2   1.0    33    69   557   595   538   597 0.76 -
8280at50557_7160_0:00112a|STRG.4746.1:1047-2225|+      -            393 83902at50557         -            211   4.2e-14   51.5  12.8   1   3   1.1e-07   8.2e-06   24.4   0.2    91   179    19   112     7   117 0.86 -
8280at50557_7160_0:00112a|STRG.4746.1:1047-2225|+      -            393 83902at50557         -            211   4.2e-14   51.5  12.8   2   3    0.0015      0.11   10.9   0.0   139   181    95   138    89   140 0.84 -
8280at50557_7160_0:00112a|STRG.4746.1:1047-2225|+      -            393 83902at50557         -            211   4.2e-14   51.5  12.8   3   3   3.3e-09   2.4e-07   29.4   7.5    36   186   122   287   117   302 0.76 -
966at50557_456900_0:00249f|STRG.3671.1:612-8066|+      -           2485 83902at50557         -            211   1.3e-13   49.8  17.2   1   4   2.2e-05    0.0016   16.9   0.2    28    72   568   612   553   623 0.87 -
966at50557_456900_0:00249f|STRG.3671.1:612-8066|+      -           2485 83902at50557         -            211   1.3e-13   49.8  17.2   2   4   8.6e-06   0.00062   18.2   0.5    38    86   629   677   621   687 0.77 -
966at50557_456900_0:00249f|STRG.3671.1:612-8066|+      -           2485 83902at50557         -            211   1.3e-13   49.8  17.2   3   4      0.13       9.6    4.5   0.1    27    69   783   824   749   848 0.54 -
966at50557_456900_0:00249f|STRG.3671.1:612-8066|+      -           2485 83902at50557         -            211   1.3e-13   49.8  17.2   4   4   7.5e-06   0.00055   18.4   0.2    33    86   939   993   925   997 0.87 -
966at50557_456900_0:00249f|STRG.3671.2:553-8007|+      -           2485 83902at50557         -            211   1.3e-13   49.8  17.2   1   4   2.2e-05    0.0016   16.9   0.2    28    72   568   612   553   623 0.87 -
966at50557_456900_0:00249f|STRG.3671.2:553-8007|+      -           2485 83902at50557         -            211   1.3e-13   49.8  17.2   2   4   8.6e-06   0.00062   18.2   0.5    38    86   629   677   621   687 0.77 -
966at50557_456900_0:00249f|STRG.3671.2:553-8007|+      -           2485 83902at50557         -            211   1.3e-13   49.8  17.2   3   4      0.13       9.6    4.5   0.1    27    69   783   824   749   848 0.54 -
966at50557_456900_0:00249f|STRG.3671.2:553-8007|+      -           2485 83902at50557         -            211   1.3e-13   49.8  17.2   4   4   7.5e-06   0.00055   18.4   0.2    33    86   939   993   925   997 0.87 -
25718at50557_136037_0:000614|STRG.9366.1:1296-3854|+   -            853 83902at50557         -            211   2.2e-13   49.1  44.1   1   5   1.6e-07   1.2e-05   23.8   3.5    32   179    53   218    41   230 0.76 -
25718at50557_136037_0:000614|STRG.9366.1:1296-3854|+   -            853 83902at50557         -            211   2.2e-13   49.1  44.1   2   5   2.6e-06   0.00019   19.9   7.4    34   147   252   375   246   389 0.79 -
25718at50557_136037_0:000614|STRG.9366.1:1296-3854|+   -            853 83902at50557         -            211   2.2e-13   49.1  44.1   3   5     0.044       3.2    6.1   5.5    55   204   401   557   375   565 0.67 -
25718at50557_136037_0:000614|STRG.9366.1:1296-3854|+   -            853 83902at50557         -            211   2.2e-13   49.1  44.1   4   5   0.00011    0.0081   14.6   0.3   123   177   711   770   697   776 0.82 -
25718at50557_136037_0:000614|STRG.9366.1:1296-3854|+   -            853 83902at50557         -            211   2.2e-13   49.1  44.1   5   5      0.74        53    2.1   0.5   118   152   778   816   772   837 0.65 -
109776at50557_83485_0:00245b|STRG.282.1:20-1051|+      -            344 83902at50557         -            211   3.4e-13   48.5  15.6   1   4      0.14       9.9    4.5   0.2    55   113    57   118    53   126 0.80 -
109776at50557_83485_0:00245b|STRG.282.1:20-1051|+      -            344 83902at50557         -            211   3.4e-13   48.5  15.6   2   4   5.8e-08   4.2e-06   25.3   0.3    95   176   121   208   115   211 0.82 -
109776at50557_83485_0:00245b|STRG.282.1:20-1051|+      -            344 83902at50557         -            211   3.4e-13   48.5  15.6   3   4   4.3e-08   3.1e-06   25.7   2.4    88   176   187   280   178   284 0.85 -
109776at50557_83485_0:00245b|STRG.282.1:20-1051|+      -            344 83902at50557         -            211   3.4e-13   48.5  15.6   4   4   0.00043     0.031   12.7   0.3    91   135   286   330   282   341 0.89 -
8280at50557_1155016_0:002e71|STRG.8903.1:388-1362|+    -            325 83902at50557         -            211   3.5e-12   45.2  15.4   1   5     0.076       5.5    5.3   0.1    37    85    19    72     9    75 0.68 -
8280at50557_1155016_0:002e71|STRG.8903.1:388-1362|+    -            325 83902at50557         -            211   3.5e-12   45.2  15.4   2   5   2.6e-09   1.9e-07   29.7   0.5    35   132    68   175    65   181 0.85 -
8280at50557_1155016_0:002e71|STRG.8903.1:388-1362|+    -            325 83902at50557         -            211   3.5e-12   45.2  15.4   3   5       4.3   3.1e+02   -0.4   0.0    33    68   186   222   179   229 0.71 -
8280at50557_1155016_0:002e71|STRG.8903.1:388-1362|+    -            325 83902at50557         -            211   3.5e-12   45.2  15.4   4   5   0.00023     0.016   13.6   0.3    27    71   227   272   210   280 0.82 -
8280at50557_1155016_0:002e71|STRG.8903.1:388-1362|+    -            325 83902at50557         -            211   3.5e-12   45.2  15.4   5   5     0.072       5.2    5.4   0.6    37    72   285   321   277   324 0.72 -
25718at50557_156304_0:0008da|STRG.13990.1:2-2834|+     -            883 83902at50557         -            211   3.6e-12   45.1  14.5   1   3   5.8e-06   0.00042   18.8   0.3    93   182    11   105     4   108 0.84 -
25718at50557_156304_0:0008da|STRG.13990.1:2-2834|+     -            883 83902at50557         -            211   3.6e-12   45.1  14.5   2   3     4e-06   0.00029   19.3   1.7    82   179    95   197    94   207 0.69 -
25718at50557_156304_0:0008da|STRG.13990.1:2-2834|+     -            883 83902at50557         -            211   3.6e-12   45.1  14.5   3   3   5.5e-06   0.00039   18.9   1.0    54   160   210   321   207   343 0.77 -
7376at50557_1507135_0:001a56|STRG.4199.1:568-3036|+    -            823 83902at50557         -            211   4.2e-12   44.9   2.3   1   4      0.11       7.9    4.8   0.0   107   136   106   135    27   156 0.74 -
7376at50557_1507135_0:001a56|STRG.4199.1:568-3036|+    -            823 83902at50557         -            211   4.2e-12   44.9   2.3   2   4    0.0023      0.16   10.3   0.0    88   172   275   365   252   369 0.80 -
7376at50557_1507135_0:001a56|STRG.4199.1:568-3036|+    -            823 83902at50557         -            211   4.2e-12   44.9   2.3   3   4     4e-06   0.00029   19.3   0.1    18    85   512   585   502   597 0.81 -
7376at50557_1507135_0:001a56|STRG.4199.1:568-3036|+    -            823 83902at50557         -            211   4.2e-12   44.9   2.3   4   4     0.032       2.3    6.6   0.0   109   136   775   802   719   823 0.53 -
7376at50557_1507135_0:001a56|STRG.4199.2:662-3130|+    -            823 83902at50557         -            211   4.2e-12   44.9   2.3   1   4      0.11       7.9    4.8   0.0   107   136   106   135    27   156 0.74 -
7376at50557_1507135_0:001a56|STRG.4199.2:662-3130|+    -            823 83902at50557         -            211   4.2e-12   44.9   2.3   2   4    0.0023      0.16   10.3   0.0    88   172   275   365   252   369 0.80 -
7376at50557_1507135_0:001a56|STRG.4199.2:662-3130|+    -            823 83902at50557         -            211   4.2e-12   44.9   2.3   3   4     4e-06   0.00029   19.3   0.1    18    85   512   585   502   597 0.81 -
7376at50557_1507135_0:001a56|STRG.4199.2:662-3130|+    -            823 83902at50557         -            211   4.2e-12   44.9   2.3   4   4     0.032       2.3    6.6   0.0   109   136   775   802   719   823 0.53 -
7376at50557_1507135_0:001a56|STRG.4199.3:1202-3670|+   -            823 83902at50557         -            211   4.2e-12   44.9   2.3   1   4      0.11       7.9    4.8   0.0   107   136   106   135    27   156 0.74 -
7376at50557_1507135_0:001a56|STRG.4199.3:1202-3670|+   -            823 83902at50557         -            211   4.2e-12   44.9   2.3   2   4    0.0023      0.16   10.3   0.0    88   172   275   365   252   369 0.80 -
7376at50557_1507135_0:001a56|STRG.4199.3:1202-3670|+   -            823 83902at50557         -            211   4.2e-12   44.9   2.3   3   4     4e-06   0.00029   19.3   0.1    18    85   512   585   502   597 0.81 -
7376at50557_1507135_0:001a56|STRG.4199.3:1202-3670|+   -            823 83902at50557         -            211   4.2e-12   44.9   2.3   4   4     0.032       2.3    6.6   0.0   109   136   775   802   719   823 0.53 -
7376at50557_1507135_0:001a56|STRG.4199.4:1426-3894|+   -            823 83902at50557         -            211   4.2e-12   44.9   2.3   1   4      0.11       7.9    4.8   0.0   107   136   106   135    27   156 0.74 -
7376at50557_1507135_0:001a56|STRG.4199.4:1426-3894|+   -            823 83902at50557         -            211   4.2e-12   44.9   2.3   2   4    0.0023      0.16   10.3   0.0    88   172   275   365   252   369 0.80 -
7376at50557_1507135_0:001a56|STRG.4199.4:1426-3894|+   -            823 83902at50557         -            211   4.2e-12   44.9   2.3   3   4     4e-06   0.00029   19.3   0.1    18    85   512   585   502   597 0.81 -
7376at50557_1507135_0:001a56|STRG.4199.4:1426-3894|+   -            823 83902at50557         -            211   4.2e-12   44.9   2.3   4   4     0.032       2.3    6.6   0.0   109   136   775   802   719   823 0.53 -
7376at50557_1507135_0:001a56|STRG.4199.5:275-2743|+    -            823 83902at50557         -            211   4.2e-12   44.9   2.3   1   4      0.11       7.9    4.8   0.0   107   136   106   135    27   156 0.74 -
7376at50557_1507135_0:001a56|STRG.4199.5:275-2743|+    -            823 83902at50557         -            211   4.2e-12   44.9   2.3   2   4    0.0023      0.16   10.3   0.0    88   172   275   365   252   369 0.80 -
7376at50557_1507135_0:001a56|STRG.4199.5:275-2743|+    -            823 83902at50557         -            211   4.2e-12   44.9   2.3   3   4     4e-06   0.00029   19.3   0.1    18    85   512   585   502   597 0.81 -
7376at50557_1507135_0:001a56|STRG.4199.5:275-2743|+    -            823 83902at50557         -            211   4.2e-12   44.9   2.3   4   4     0.032       2.3    6.6   0.0   109   136   775   802   719   823 0.53 -
7376at50557_1507135_0:001a56|STRG.4199.6:1154-3622|+   -            823 83902at50557         -            211   4.2e-12   44.9   2.3   1   4      0.11       7.9    4.8   0.0   107   136   106   135    27   156 0.74 -
7376at50557_1507135_0:001a56|STRG.4199.6:1154-3622|+   -            823 83902at50557         -            211   4.2e-12   44.9   2.3   2   4    0.0023      0.16   10.3   0.0    88   172   275   365   252   369 0.80 -
7376at50557_1507135_0:001a56|STRG.4199.6:1154-3622|+   -            823 83902at50557         -            211   4.2e-12   44.9   2.3   3   4     4e-06   0.00029   19.3   0.1    18    85   512   585   502   597 0.81 -
