#                                                                                                              --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                          accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                  ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
109797at50557_83485_0:000ec1|STRG.11019.1:371-1276|+   -            302 109797at50557        -            227  3.9e-140  463.7   0.0   1   1    8e-142  4.9e-140  463.4   0.0     1   222    21   246    21   251 0.98 -
118237at50557_121845_0:0047c3|STRG.11737.2:312-830|+   -            173 109797at50557        -            227   0.00022   19.7   0.0   1   1   4.7e-06   0.00029   19.3   0.0     7    88    18    96    15   117 0.85 -
118237at50557_28612_0:004a80|STRG.16267.1:498-1037|+   -            180 109797at50557        -            227   0.00051   18.5   0.0   1   1   1.1e-05   0.00066   18.1   0.0     7   101    18   109    15   130 0.81 -
108755at50557_7070_0:0026e1|STRG.16026.1:302-890|+     -            173 109797at50557        -            227    0.0012   17.2   0.1   1   2    0.0001    0.0064   14.9   0.0     8    63     1    60     1    64 0.70 -
108755at50557_7070_0:0026e1|STRG.16026.1:302-890|+     -            173 109797at50557        -            227    0.0012   17.2   0.1   2   2       1.7     1e+02    1.1   0.0    88   162    60   138    59   155 0.70 -
111939at50557_69319_0:001fe2|STRG.5044.2:210-515|+     -            102 109797at50557        -            227    0.0013   17.1   0.0   1   1   2.6e-05    0.0016   16.9   0.0     7    88     1    90     1   101 0.70 -
111939at50557_69319_0:001fe2|STRG.5044.3:210-515|+     -            102 109797at50557        -            227    0.0013   17.1   0.0   1   1   2.6e-05    0.0016   16.9   0.0     7    88     1    90     1   101 0.70 -
118237at50557_7070_0:00080a|STRG.12030.1:1510-1986|+   -            159 109797at50557        -            227    0.0013   17.1   0.0   1   1   2.8e-05    0.0017   16.7   0.0    10    98     4    90     1   105 0.78 -
118237at50557_7070_0:00080a|STRG.12030.2:1510-1986|+   -            159 109797at50557        -            227    0.0013   17.1   0.0   1   1   2.8e-05    0.0017   16.7   0.0    10    98     4    90     1   105 0.78 -
115559at50557_51655_0:001474|STRG.7379.1:1-372|+       -            124 109797at50557        -            227    0.0042   15.5   0.0   1   1   7.3e-05    0.0045   15.4   0.0    18   131     3   121     1   124 0.79 -
104262at50557_378494_0:000a18|STRG.16692.1:647-874|+   -             76 109797at50557        -            227    0.0042   15.5   0.0   1   1   7.4e-05    0.0045   15.3   0.0   112   166    12    66     3    72 0.87 -
104262at50557_378494_0:000a18|STRG.16692.2:734-961|+   -             76 109797at50557        -            227    0.0042   15.5   0.0   1   1   7.4e-05    0.0045   15.3   0.0   112   166    12    66     3    72 0.87 -
104262at50557_2015173_0:0022de|STRG.8472.1:144-596|+   -            151 109797at50557        -            227    0.0053   15.1   0.1   1   1   8.9e-05    0.0054   15.1   0.1     8   117     2   119     1   149 0.71 -
104262at50557_2015173_0:0022de|STRG.8472.2:353-805|+   -            151 109797at50557        -            227    0.0053   15.1   0.1   1   1   8.9e-05    0.0054   15.1   0.1     8   117     2   119     1   149 0.71 -
104262at50557_2015173_0:0022de|STRG.8472.3:447-899|+   -            151 109797at50557        -            227    0.0053   15.1   0.1   1   1   8.9e-05    0.0054   15.1   0.1     8   117     2   119     1   149 0.71 -
118237at50557_121845_0:0047c3|STRG.1828.1:150-674|+    -            175 109797at50557        -            227    0.0067   14.8   0.1   1   1   0.00013    0.0081   14.5   0.1     8   122    13   126    10   155 0.67 -
108271at50557_34740_0:0010fd|STRG.9181.2:1467-2105|+   -            213 109797at50557        -            227     0.007   14.7   0.1   1   1   0.00022     0.014   13.8   0.1    71   160   111   207    36   212 0.69 -
107216at50557_28612_0:00371f|STRG.1934.1:1259-1612|+   -            118 109797at50557        -            227     0.012   14.0   0.1   1   1    0.0041      0.25    9.7   0.1    84   137    38    97     2   118 0.74 -
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /data/projet1/projet_tutore/busco_downloads/lineages/insecta_odb10/hmms/109797at50557.hmm
# Target file:     annotation_analysis/annotation_gcf/T_zeteki/busco_output/run_insecta_odb10/metaeuk_output/initial_results/assembled_transcripts.fasta.modified.fas
# Option settings: hmmsearch --domtblout annotation_analysis/annotation_gcf/T_zeteki/busco_output/run_insecta_odb10/hmmer_output/initial_run_results/109797at50557.out --cpu 1 /data/projet1/projet_tutore/busco_downloads/lineages/insecta_odb10/hmms/109797at50557.hmm annotation_analysis/annotation_gcf/T_zeteki/busco_output/run_insecta_odb10/metaeuk_output/initial_results/assembled_transcripts.fasta.modified.fas 
# Current dir:     /data/projet1/projet_tutore
# Date:            Sun Dec  1 20:21:33 2024
# [ok]
