#                                                                                                              --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                          accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                  ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
54603at50557_103372_0:00290d|STRG.13380.1:75-1919|+    -            615 54603at50557         -            483  5.8e-232  769.4  24.3   1   1  1.1e-233  7.4e-232  769.0  24.3     1   481    96   613    96   615 0.95 -
8280at50557_121225_0:0005bf|STRG.7675.1:160-1965|+     -            602 54603at50557         -            483   6.2e-21   73.4  33.5   3   6   1.8e-06   0.00013   19.6   1.2   336   419   275   360   266   363 0.87 -
8280at50557_121225_0:0005bf|STRG.7675.1:160-1965|+     -            602 54603at50557         -            483   6.2e-21   73.4  33.5   4   6   0.00079     0.054   11.0   0.0   277   314   350   387   341   392 0.88 -
8280at50557_121225_0:0005bf|STRG.7675.1:160-1965|+     -            602 54603at50557         -            483   6.2e-21   73.4  33.5   5   6   5.2e-07   3.6e-05   21.4   0.4    83   146   393   458   388   461 0.84 -
8280at50557_121225_0:0005bf|STRG.7675.1:160-1965|+     -            602 54603at50557         -            483   6.2e-21   73.4  33.5   6   6   7.4e-06   0.00051   17.6   1.7   103   185   483   578   458   598 0.67 -
8280at50557_74869_0:001375|STRG.868.1:1959-3203|+      -            415 54603at50557         -            483   9.4e-21   72.8  18.6   1   3   4.1e-08   2.8e-06   25.1   1.0   339   435    26   125    22   133 0.85 -
8280at50557_74869_0:001375|STRG.868.1:1959-3203|+      -            415 54603at50557         -            483   9.4e-21   72.8  18.6   2   3   1.1e-09   7.6e-08   30.3   9.1    44   218   146   336   132   338 0.52 -
8280at50557_74869_0:001375|STRG.868.1:1959-3203|+      -            415 54603at50557         -            483   9.4e-21   72.8  18.6   3   3   3.2e-06   0.00022   18.9   0.3    59   138   302   385   300   395 0.82 -
8280at50557_74869_0:001375|STRG.868.2:1894-3138|+      -            415 54603at50557         -            483   9.4e-21   72.8  18.6   1   3   4.1e-08   2.8e-06   25.1   1.0   339   435    26   125    22   133 0.85 -
8280at50557_74869_0:001375|STRG.868.2:1894-3138|+      -            415 54603at50557         -            483   9.4e-21   72.8  18.6   2   3   1.1e-09   7.6e-08   30.3   9.1    44   218   146   336   132   338 0.52 -
8280at50557_74869_0:001375|STRG.868.2:1894-3138|+      -            415 54603at50557         -            483   9.4e-21   72.8  18.6   3   3   3.2e-06   0.00022   18.9   0.3    59   138   302   385   300   395 0.82 -
8280at50557_43041_0:001bfd|STRG.6272.1:948-2333|+      -            462 54603at50557         -            483   1.1e-20   72.6  20.6   1   5      0.35        24    2.2   0.1   163   198    62    98    28   111 0.45 -
8280at50557_43041_0:001bfd|STRG.6272.1:948-2333|+      -            462 54603at50557         -            483   1.1e-20   72.6  20.6   2   5   2.7e-15   1.8e-13   48.8   8.1   271   438   114   290   112   302 0.83 -
8280at50557_43041_0:001bfd|STRG.6272.1:948-2333|+      -            462 54603at50557         -            483   1.1e-20   72.6  20.6   3   5    0.0097      0.67    7.4   0.0   273   309   309   345   294   349 0.83 -
8280at50557_43041_0:001bfd|STRG.6272.1:948-2333|+      -            462 54603at50557         -            483   1.1e-20   72.6  20.6   4   5   9.2e-06   0.00063   17.3   0.5   337   415   332   415   325   420 0.65 -
8280at50557_43041_0:001bfd|STRG.6272.1:948-2333|+      -            462 54603at50557         -            483   1.1e-20   72.6  20.6   5   5     0.054       3.7    4.9   0.0   136   173   420   461   416   462 0.78 -
8280at50557_43041_0:001bfd|STRG.6272.2:861-2246|+      -            462 54603at50557         -            483   1.1e-20   72.6  20.6   1   5      0.35        24    2.2   0.1   163   198    62    98    28   111 0.45 -
8280at50557_43041_0:001bfd|STRG.6272.2:861-2246|+      -            462 54603at50557         -            483   1.1e-20   72.6  20.6   2   5   2.7e-15   1.8e-13   48.8   8.1   271   438   114   290   112   302 0.83 -
8280at50557_43041_0:001bfd|STRG.6272.2:861-2246|+      -            462 54603at50557         -            483   1.1e-20   72.6  20.6   3   5    0.0097      0.67    7.4   0.0   273   309   309   345   294   349 0.83 -
8280at50557_43041_0:001bfd|STRG.6272.2:861-2246|+      -            462 54603at50557         -            483   1.1e-20   72.6  20.6   4   5   9.2e-06   0.00063   17.3   0.5   337   415   332   415   325   420 0.65 -
8280at50557_43041_0:001bfd|STRG.6272.2:861-2246|+      -            462 54603at50557         -            483   1.1e-20   72.6  20.6   5   5     0.054       3.7    4.9   0.0   136   173   420   461   416   462 0.78 -
8280at50557_43041_0:001bfd|STRG.6272.3:714-2099|+      -            462 54603at50557         -            483   1.1e-20   72.6  20.6   1   5      0.35        24    2.2   0.1   163   198    62    98    28   111 0.45 -
8280at50557_43041_0:001bfd|STRG.6272.3:714-2099|+      -            462 54603at50557         -            483   1.1e-20   72.6  20.6   2   5   2.7e-15   1.8e-13   48.8   8.1   271   438   114   290   112   302 0.83 -
8280at50557_43041_0:001bfd|STRG.6272.3:714-2099|+      -            462 54603at50557         -            483   1.1e-20   72.6  20.6   3   5    0.0097      0.67    7.4   0.0   273   309   309   345   294   349 0.83 -
8280at50557_43041_0:001bfd|STRG.6272.3:714-2099|+      -            462 54603at50557         -            483   1.1e-20   72.6  20.6   4   5   9.2e-06   0.00063   17.3   0.5   337   415   332   415   325   420 0.65 -
8280at50557_43041_0:001bfd|STRG.6272.3:714-2099|+      -            462 54603at50557         -            483   1.1e-20   72.6  20.6   5   5     0.054       3.7    4.9   0.0   136   173   420   461   416   462 0.78 -
8280at50557_43041_0:001bfd|STRG.6272.4:680-2065|+      -            462 54603at50557         -            483   1.1e-20   72.6  20.6   1   5      0.35        24    2.2   0.1   163   198    62    98    28   111 0.45 -
8280at50557_43041_0:001bfd|STRG.6272.4:680-2065|+      -            462 54603at50557         -            483   1.1e-20   72.6  20.6   2   5   2.7e-15   1.8e-13   48.8   8.1   271   438   114   290   112   302 0.83 -
8280at50557_43041_0:001bfd|STRG.6272.4:680-2065|+      -            462 54603at50557         -            483   1.1e-20   72.6  20.6   3   5    0.0097      0.67    7.4   0.0   273   309   309   345   294   349 0.83 -
8280at50557_43041_0:001bfd|STRG.6272.4:680-2065|+      -            462 54603at50557         -            483   1.1e-20   72.6  20.6   4   5   9.2e-06   0.00063   17.3   0.5   337   415   332   415   325   420 0.65 -
8280at50557_43041_0:001bfd|STRG.6272.4:680-2065|+      -            462 54603at50557         -            483   1.1e-20   72.6  20.6   5   5     0.054       3.7    4.9   0.0   136   173   420   461   416   462 0.78 -
109776at50557_29053_0:002e6b|STRG.2709.3:333-824|+     -            164 54603at50557         -            483   1.3e-20   72.4   5.3   1   3   8.1e-05    0.0055   14.2   0.1   163   206     2    45     1    46 0.84 -
109776at50557_29053_0:002e6b|STRG.2709.3:333-824|+     -            164 54603at50557         -            483   1.3e-20   72.4   5.3   2   3   1.5e-15     1e-13   49.7   0.2   344   429    33   119    33   119 0.94 -
109776at50557_29053_0:002e6b|STRG.2709.3:333-824|+     -            164 54603at50557         -            483   1.3e-20   72.4   5.3   3   3   3.4e-07   2.3e-05   22.1   0.4   350   404   108   162   108   164 0.95 -
109776at50557_29053_0:002e6b|STRG.2709.1:267-857|+     -            197 54603at50557         -            483   1.9e-20   71.8   5.3   1   3   6.8e-05    0.0047   14.5   0.1   162   206    34    78    24    80 0.83 -
109776at50557_29053_0:002e6b|STRG.2709.1:267-857|+     -            197 54603at50557         -            483   1.9e-20   71.8   5.3   2   3   9.4e-15   6.4e-13   47.0   0.2   352   429    75   152    71   152 0.96 -
109776at50557_29053_0:002e6b|STRG.2709.1:267-857|+     -            197 54603at50557         -            483   1.9e-20   71.8   5.3   3   3   4.8e-07   3.3e-05   21.6   0.4   350   404   141   195   141   197 0.95 -
109776at50557_29053_0:002e6b|STRG.2709.2:267-857|+     -            197 54603at50557         -            483   1.9e-20   71.8   5.3   1   3   6.8e-05    0.0047   14.5   0.1   162   206    34    78    24    80 0.83 -
109776at50557_29053_0:002e6b|STRG.2709.2:267-857|+     -            197 54603at50557         -            483   1.9e-20   71.8   5.3   2   3   9.4e-15   6.4e-13   47.0   0.2   352   429    75   152    71   152 0.96 -
109776at50557_29053_0:002e6b|STRG.2709.2:267-857|+     -            197 54603at50557         -            483   1.9e-20   71.8   5.3   3   3   4.8e-07   3.3e-05   21.6   0.4   350   404   141   195   141   197 0.95 -
25718at50557_197043_0:00510d|STRG.14236.1:858-2123|+   -            422 54603at50557         -            483   1.2e-19   69.2  38.2   1   2   4.9e-07   3.3e-05   21.5   5.3    50   141    42   134    28   142 0.83 -
25718at50557_197043_0:00510d|STRG.14236.1:858-2123|+   -            422 54603at50557         -            483   1.2e-19   69.2  38.2   2   2   1.8e-14   1.2e-12   46.1  24.9    59   302   121   394   117   399 0.74 -
25718at50557_197043_0:00510d|STRG.14236.2:568-1833|+   -            422 54603at50557         -            483   1.2e-19   69.2  38.2   1   2   4.9e-07   3.3e-05   21.5   5.3    50   141    42   134    28   142 0.83 -
25718at50557_197043_0:00510d|STRG.14236.2:568-1833|+   -            422 54603at50557         -            483   1.2e-19   69.2  38.2   2   2   1.8e-14   1.2e-12   46.1  24.9    59   302   121   394   117   399 0.74 -
7376at50557_38123_0:000ed3|STRG.5846.1:1025-2122|+     -            366 54603at50557         -            483   1.5e-19   68.9   6.4   1   3   8.5e-09   5.8e-07   27.3   0.6   217   320    20   129    12   134 0.84 -
7376at50557_38123_0:000ed3|STRG.5846.1:1025-2122|+     -            366 54603at50557         -            483   1.5e-19   68.9   6.4   2   3   1.8e-12   1.2e-10   39.5   0.1   269   438   126   309   120   319 0.82 -
7376at50557_38123_0:000ed3|STRG.5846.1:1025-2122|+     -            366 54603at50557         -            483   1.5e-19   68.9   6.4   3   3    0.0035      0.24    8.8   0.7    57   115   295   355   291   360 0.69 -
7376at50557_38123_0:000ed3|STRG.5846.3:1057-2154|+     -            366 54603at50557         -            483   1.5e-19   68.9   6.4   1   3   8.5e-09   5.8e-07   27.3   0.6   217   320    20   129    12   134 0.84 -
7376at50557_38123_0:000ed3|STRG.5846.3:1057-2154|+     -            366 54603at50557         -            483   1.5e-19   68.9   6.4   2   3   1.8e-12   1.2e-10   39.5   0.1   269   438   126   309   120   319 0.82 -
7376at50557_38123_0:000ed3|STRG.5846.3:1057-2154|+     -            366 54603at50557         -            483   1.5e-19   68.9   6.4   3   3    0.0035      0.24    8.8   0.7    57   115   295   355   291   360 0.69 -
109776at50557_456900_0:0015c4|STRG.3827.1:783-1496|+   -            238 54603at50557         -            483   3.6e-18   64.3   8.2   1   2   1.1e-14   7.5e-13   46.8   1.4   339   444    19   127    10   132 0.87 -
109776at50557_456900_0:0015c4|STRG.3827.1:783-1496|+   -            238 54603at50557         -            483   3.6e-18   64.3   8.2   2   2   3.8e-07   2.6e-05   21.9   1.1   355   416   129   190   127   211 0.80 -
109776at50557_456900_0:0015c4|STRG.3827.2:174-887|+    -            238 54603at50557         -            483   3.6e-18   64.3   8.2   1   2   1.1e-14   7.5e-13   46.8   1.4   339   444    19   127    10   132 0.87 -
109776at50557_456900_0:0015c4|STRG.3827.2:174-887|+    -            238 54603at50557         -            483   3.6e-18   64.3   8.2   2   2   3.8e-07   2.6e-05   21.9   1.1   355   416   129   190   127   211 0.80 -
109776at50557_456900_0:0015c4|STRG.3827.3:411-1124|+   -            238 54603at50557         -            483   3.6e-18   64.3   8.2   1   2   1.1e-14   7.5e-13   46.8   1.4   339   444    19   127    10   132 0.87 -
109776at50557_456900_0:0015c4|STRG.3827.3:411-1124|+   -            238 54603at50557         -            483   3.6e-18   64.3   8.2   2   2   3.8e-07   2.6e-05   21.9   1.1   355   416   129   190   127   211 0.80 -
8280at50557_1155016_0:002e71|STRG.8903.1:388-1362|+    -            325 54603at50557         -            483   6.5e-18   63.5  13.3   1   4     3e-06   0.00021   18.9   0.3    58   121    16    84     1   105 0.77 -
8280at50557_1155016_0:002e71|STRG.8903.1:388-1362|+    -            325 54603at50557         -            483   6.5e-18   63.5  13.3   2   4   0.00033     0.022   12.2   0.1   272   312   117   157    95   165 0.86 -
8280at50557_1155016_0:002e71|STRG.8903.1:388-1362|+    -            325 54603at50557         -            483   6.5e-18   63.5  13.3   3   4    0.0004     0.027   12.0   0.0   273   337   166   231   157   237 0.85 -
8280at50557_1155016_0:002e71|STRG.8903.1:388-1362|+    -            325 54603at50557         -            483   6.5e-18   63.5  13.3   4   4   1.4e-08   9.7e-07   26.6   2.1   272   350   236   321   229   324 0.81 -
7376at50557_1507135_0:001a56|STRG.4199.1:568-3036|+    -            823 54603at50557         -            483   1.7e-17   62.1   2.6   1   4      0.14       9.4    3.6   0.0    55   118    68   133    40   153 0.66 -
7376at50557_1507135_0:001a56|STRG.4199.1:568-3036|+    -            823 54603at50557         -            483   1.7e-17   62.1   2.6   2   4   3.1e-05    0.0021   15.6   0.0    41   129   263   358   246   368 0.65 -
7376at50557_1507135_0:001a56|STRG.4199.1:568-3036|+    -            823 54603at50557         -            483   1.7e-17   62.1   2.6   3   4   7.2e-09   4.9e-07   27.6   0.7   325   435   475   590   461   602 0.79 -
7376at50557_1507135_0:001a56|STRG.4199.1:568-3036|+    -            823 54603at50557         -            483   1.7e-17   62.1   2.6   4   4   0.00075     0.051   11.0   0.0   335   414   739   822   728   823 0.63 -
7376at50557_1507135_0:001a56|STRG.4199.2:662-3130|+    -            823 54603at50557         -            483   1.7e-17   62.1   2.6   1   4      0.14       9.4    3.6   0.0    55   118    68   133    40   153 0.66 -
7376at50557_1507135_0:001a56|STRG.4199.2:662-3130|+    -            823 54603at50557         -            483   1.7e-17   62.1   2.6   2   4   3.1e-05    0.0021   15.6   0.0    41   129   263   358   246   368 0.65 -
7376at50557_1507135_0:001a56|STRG.4199.2:662-3130|+    -            823 54603at50557         -            483   1.7e-17   62.1   2.6   3   4   7.2e-09   4.9e-07   27.6   0.7   325   435   475   590   461   602 0.79 -
7376at50557_1507135_0:001a56|STRG.4199.2:662-3130|+    -            823 54603at50557         -            483   1.7e-17   62.1   2.6   4   4   0.00075     0.051   11.0   0.0   335   414   739   822   728   823 0.63 -
7376at50557_1507135_0:001a56|STRG.4199.3:1202-3670|+   -            823 54603at50557         -            483   1.7e-17   62.1   2.6   1   4      0.14       9.4    3.6   0.0    55   118    68   133    40   153 0.66 -
7376at50557_1507135_0:001a56|STRG.4199.3:1202-3670|+   -            823 54603at50557         -            483   1.7e-17   62.1   2.6   2   4   3.1e-05    0.0021   15.6   0.0    41   129   263   358   246   368 0.65 -
7376at50557_1507135_0:001a56|STRG.4199.3:1202-3670|+   -            823 54603at50557         -            483   1.7e-17   62.1   2.6   3   4   7.2e-09   4.9e-07   27.6   0.7   325   435   475   590   461   602 0.79 -
7376at50557_1507135_0:001a56|STRG.4199.3:1202-3670|+   -            823 54603at50557         -            483   1.7e-17   62.1   2.6   4   4   0.00075     0.051   11.0   0.0   335   414   739   822   728   823 0.63 -
7376at50557_1507135_0:001a56|STRG.4199.4:1426-3894|+   -            823 54603at50557         -            483   1.7e-17   62.1   2.6   1   4      0.14       9.4    3.6   0.0    55   118    68   133    40   153 0.66 -
7376at50557_1507135_0:001a56|STRG.4199.4:1426-3894|+   -            823 54603at50557         -            483   1.7e-17   62.1   2.6   2   4   3.1e-05    0.0021   15.6   0.0    41   129   263   358   246   368 0.65 -
7376at50557_1507135_0:001a56|STRG.4199.4:1426-3894|+   -            823 54603at50557         -            483   1.7e-17   62.1   2.6   3   4   7.2e-09   4.9e-07   27.6   0.7   325   435   475   590   461   602 0.79 -
7376at50557_1507135_0:001a56|STRG.4199.4:1426-3894|+   -            823 54603at50557         -            483   1.7e-17   62.1   2.6   4   4   0.00075     0.051   11.0   0.0   335   414   739   822   728   823 0.63 -
7376at50557_1507135_0:001a56|STRG.4199.5:275-2743|+    -            823 54603at50557         -            483   1.7e-17   62.1   2.6   1   4      0.14       9.4    3.6   0.0    55   118    68   133    40   153 0.66 -
7376at50557_1507135_0:001a56|STRG.4199.5:275-2743|+    -            823 54603at50557         -            483   1.7e-17   62.1   2.6   2   4   3.1e-05    0.0021   15.6   0.0    41   129   263   358   246   368 0.65 -
7376at50557_1507135_0:001a56|STRG.4199.5:275-2743|+    -            823 54603at50557         -            483   1.7e-17   62.1   2.6   3   4   7.2e-09   4.9e-07   27.6   0.7   325   435   475   590   461   602 0.79 -
7376at50557_1507135_0:001a56|STRG.4199.5:275-2743|+    -            823 54603at50557         -            483   1.7e-17   62.1   2.6   4   4   0.00075     0.051   11.0   0.0   335   414   739   822   728   823 0.63 -
7376at50557_1507135_0:001a56|STRG.4199.6:1154-3622|+   -            823 54603at50557         -            483   1.7e-17   62.1   2.6   1   4      0.14       9.4    3.6   0.0    55   118    68   133    40   153 0.66 -
7376at50557_1507135_0:001a56|STRG.4199.6:1154-3622|+   -            823 54603at50557         -            483   1.7e-17   62.1   2.6   2   4   3.1e-05    0.0021   15.6   0.0    41   129   263   358   246   368 0.65 -
7376at50557_1507135_0:001a56|STRG.4199.6:1154-3622|+   -            823 54603at50557         -            483   1.7e-17   62.1   2.6   3   4   7.2e-09   4.9e-07   27.6   0.7   325   435   475   590   461   602 0.79 -
7376at50557_1507135_0:001a56|STRG.4199.6:1154-3622|+   -            823 54603at50557         -            483   1.7e-17   62.1   2.6   4   4   0.00075     0.051   11.0   0.0   335   414   739   822   728   823 0.63 -
7376at50557_1507135_0:001a56|STRG.4199.7:1149-3617|+   -            823 54603at50557         -            483   1.7e-17   62.1   2.6   1   4      0.14       9.4    3.6   0.0    55   118    68   133    40   153 0.66 -
7376at50557_1507135_0:001a56|STRG.4199.7:1149-3617|+   -            823 54603at50557         -            483   1.7e-17   62.1   2.6   2   4   3.1e-05    0.0021   15.6   0.0    41   129   263   358   246   368 0.65 -
7376at50557_1507135_0:001a56|STRG.4199.7:1149-3617|+   -            823 54603at50557         -            483   1.7e-17   62.1   2.6   3   4   7.2e-09   4.9e-07   27.6   0.7   325   435   475   590   461   602 0.79 -
7376at50557_1507135_0:001a56|STRG.4199.7:1149-3617|+   -            823 54603at50557         -            483   1.7e-17   62.1   2.6   4   4   0.00075     0.051   11.0   0.0   335   414   739   822   728   823 0.63 -
25718at50557_13249_0:001bb5|STRG.6268.1:413-1618|+     -            402 54603at50557         -            483     9e-17   59.7  29.9   1   3   1.2e-07   8.4e-06   23.5   8.1    62   200     4   130     1   151 0.54 -
25718at50557_13249_0:001bb5|STRG.6268.1:413-1618|+     -            402 54603at50557         -            483     9e-17   59.7  29.9   2   3    0.0012      0.08   10.4   0.8   326   441    61   176    55   197 0.68 -
25718at50557_13249_0:001bb5|STRG.6268.1:413-1618|+     -            402 54603at50557         -            483     9e-17   59.7  29.9   3   3   1.1e-11   7.4e-10   36.9  14.0    35   220   183   381   168   393 0.84 -
83902at50557_7260_0:0016c5|STRG.10441.1:730-1257|+     -            176 54603at50557         -            483   1.5e-16   59.0  13.7   1   2   4.7e-09   3.2e-07   28.2   0.7   382   435    14    67    10    84 0.88 -
83902at50557_7260_0:0016c5|STRG.10441.1:730-1257|+     -            176 54603at50557         -            483   1.5e-16   59.0  13.7   2   2   2.8e-11   1.9e-09   35.5   6.5   141   219    86   167    70   174 0.88 -
83902at50557_7260_0:0016c5|STRG.10441.2:821-1348|+     -            176 54603at50557         -            483   1.5e-16   59.0  13.7   1   2   4.7e-09   3.2e-07   28.2   0.7   382   435    14    67    10    84 0.88 -
83902at50557_7260_0:0016c5|STRG.10441.2:821-1348|+     -            176 54603at50557         -            483   1.5e-16   59.0  13.7   2   2   2.8e-11   1.9e-09   35.5   6.5   141   219    86   167    70   174 0.88 -
109776at50557_83485_0:00245b|STRG.282.1:20-1051|+      -            344 54603at50557         -            483   2.6e-16   58.2   9.6   1   2   1.9e-07   1.3e-05   22.9   0.2    34   140    48   159    41   169 0.81 -
109776at50557_83485_0:00245b|STRG.282.1:20-1051|+      -            344 54603at50557         -            483   2.6e-16   58.2   9.6   2   2   1.4e-11   9.3e-10   36.6   5.2   272   417   173   330   163   341 0.82 -
83902at50557_7217_0:000c07|STRG.10939.1:1-540|+        -            180 54603at50557         -            483   6.4e-16   56.9   4.7   1   1   2.8e-17   1.9e-15   55.3   4.7   271   428     2   172     1   179 0.80 -
8280at50557_74869_0:001375|STRG.2849.1:443-2005|+      -            521 54603at50557         -            483   8.4e-16   56.5  29.2   1   4   9.7e-11   6.6e-09   33.8   5.4   269   435    19   195    13   209 0.84 -
8280at50557_74869_0:001375|STRG.2849.1:443-2005|+      -            521 54603at50557         -            483   8.4e-16   56.5  29.2   2   4    0.0024      0.16    9.4   0.9    38   114   211   295   208   305 0.73 -
8280at50557_74869_0:001375|STRG.2849.1:443-2005|+      -            521 54603at50557         -            483   8.4e-16   56.5  29.2   3   4   1.3e-05   0.00087   16.9   1.6    55   174   282   417   280   418 0.75 -
8280at50557_74869_0:001375|STRG.2849.1:443-2005|+      -            521 54603at50557         -            483   8.4e-16   56.5  29.2   4   4   0.00046     0.032   11.7   3.8   267   395   378   498   365   521 0.43 -
8280at50557_74869_0:001375|STRG.2849.3:220-1782|+      -            521 54603at50557         -            483   8.4e-16   56.5  29.2   1   4   9.7e-11   6.6e-09   33.8   5.4   269   435    19   195    13   209 0.84 -
8280at50557_74869_0:001375|STRG.2849.3:220-1782|+      -            521 54603at50557         -            483   8.4e-16   56.5  29.2   2   4    0.0024      0.16    9.4   0.9    38   114   211   295   208   305 0.73 -
8280at50557_74869_0:001375|STRG.2849.3:220-1782|+      -            521 54603at50557         -            483   8.4e-16   56.5  29.2   3   4   1.3e-05   0.00087   16.9   1.6    55   174   282   417   280   418 0.75 -
8280at50557_74869_0:001375|STRG.2849.3:220-1782|+      -            521 54603at50557         -            483   8.4e-16   56.5  29.2   4   4   0.00046     0.032   11.7   3.8   267   395   378   498   365   521 0.43 -
8280at50557_74869_0:001375|STRG.2849.4:609-2171|+      -            521 54603at50557         -            483   8.4e-16   56.5  29.2   1   4   9.7e-11   6.6e-09   33.8   5.4   269   435    19   195    13   209 0.84 -
8280at50557_74869_0:001375|STRG.2849.4:609-2171|+      -            521 54603at50557         -            483   8.4e-16   56.5  29.2   2   4    0.0024      0.16    9.4   0.9    38   114   211   295   208   305 0.73 -
8280at50557_74869_0:001375|STRG.2849.4:609-2171|+      -            521 54603at50557         -            483   8.4e-16   56.5  29.2   3   4   1.3e-05   0.00087   16.9   1.6    55   174   282   417   280   418 0.75 -
8280at50557_74869_0:001375|STRG.2849.4:609-2171|+      -            521 54603at50557         -            483   8.4e-16   56.5  29.2   4   4   0.00046     0.032   11.7   3.8   267   395   378   498   365   521 0.43 -
25718at50557_156304_0:0008da|STRG.13990.1:2-2834|+     -            883 54603at50557         -            483   9.4e-16   56.3  15.3   1   2   5.2e-10   3.6e-08   31.3   6.8    56   157    36   148    16   177 0.51 -
25718at50557_156304_0:0008da|STRG.13990.1:2-2834|+     -            883 54603at50557         -            483   9.4e-16   56.3  15.3   2   2   7.4e-08   5.1e-06   24.2   2.8   270   412   181   336   159   347 0.78 -
109776at50557_378494_0:004f86|STRG.11923.8:1261-1614|+ -            118 54603at50557         -            483   1.3e-15   55.9   1.7   1   2   3.5e-14   2.4e-12   45.1   0.1    61   146     3    89     1    90 0.91 -
109776at50557_378494_0:004f86|STRG.11923.8:1261-1614|+ -            118 54603at50557         -            483   1.3e-15   55.9   1.7   2   2   2.4e-05    0.0016   16.0   0.5   275   425    75   117    73   118 0.43 -
7376at50557_67767_0:001053|STRG.8902.1:207-1181|+      -            325 54603at50557         -            483   1.7e-15   55.5  22.0   1   3   1.1e-08   7.6e-07   27.0   9.1    82   201     4   142     3   174 0.70 -
7376at50557_67767_0:001053|STRG.8902.1:207-1181|+      -            325 54603at50557         -            483   1.7e-15   55.5  22.0   2   3   1.7e-05    0.0012   16.4   0.1    83   139   156   214   141   220 0.67 -
7376at50557_67767_0:001053|STRG.8902.1:207-1181|+      -            325 54603at50557         -            483   1.7e-15   55.5  22.0   3   3   3.4e-05    0.0023   15.5   0.9   334   374   226   268   216   276 0.86 -
8280at50557_74869_0:001375|STRG.2849.2:60-1850|+       -            597 54603at50557         -            483     3e-15   54.7  29.8   1   3     0.005      0.34    8.3   0.1   167   221    79   132    74   147 0.75 -
8280at50557_74869_0:001375|STRG.2849.2:60-1850|+       -            597 54603at50557         -            483     3e-15   54.7  29.8   2   3   1.9e-10   1.3e-08   32.8   5.7   269   435    95   271    92   283 0.84 -
8280at50557_74869_0:001375|STRG.2849.2:60-1850|+       -            597 54603at50557         -            483     3e-15   54.7  29.8   3   3   7.8e-06   0.00053   17.6  12.1    37   306   286   570   282   572 0.66 -
83902at50557_7217_0:000c07|STRG.10939.2:1-480|+        -            160 54603at50557         -            483     3e-15   54.7   5.2   1   1   2.6e-16   1.8e-14   52.1   5.2   270   417     1   160     1   160 0.84 -
8280at50557_74869_0:001375|STRG.5465.1:585-1664|+      -            360 54603at50557         -            483     3e-15   54.7  15.7   1   3   1.2e-06   8.3e-05   20.2   1.1    80   141   107   170    82   180 0.82 -
8280at50557_74869_0:001375|STRG.5465.1:585-1664|+      -            360 54603at50557         -            483     3e-15   54.7  15.7   2   3   1.7e-08   1.2e-06   26.3   0.6    58   141   182   268   175   280 0.74 -
8280at50557_74869_0:001375|STRG.5465.1:585-1664|+      -            360 54603at50557         -            483     3e-15   54.7  15.7   3   3   6.2e-07   4.2e-05   21.2   2.5    55   140   251   341   248   359 0.83 -
8280at50557_74869_0:001375|STRG.5465.2:655-1734|+      -            360 54603at50557         -            483     3e-15   54.7  15.7   1   3   1.2e-06   8.3e-05   20.2   1.1    80   141   107   170    82   180 0.82 -
8280at50557_74869_0:001375|STRG.5465.2:655-1734|+      -            360 54603at50557         -            483     3e-15   54.7  15.7   2   3   1.7e-08   1.2e-06   26.3   0.6    58   141   182   268   175   280 0.74 -
8280at50557_74869_0:001375|STRG.5465.2:655-1734|+      -            360 54603at50557         -            483     3e-15   54.7  15.7   3   3   6.2e-07   4.2e-05   21.2   2.5    55   140   251   341   248   359 0.83 -
8280at50557_74869_0:001375|STRG.5465.3:793-1872|+      -            360 54603at50557         -            483     3e-15   54.7  15.7   1   3   1.2e-06   8.3e-05   20.2   1.1    80   141   107   170    82   180 0.82 -
8280at50557_74869_0:001375|STRG.5465.3:793-1872|+      -            360 54603at50557         -            483     3e-15   54.7  15.7   2   3   1.7e-08   1.2e-06   26.3   0.6    58   141   182   268   175   280 0.74 -
8280at50557_74869_0:001375|STRG.5465.3:793-1872|+      -            360 54603at50557         -            483     3e-15   54.7  15.7   3   3   6.2e-07   4.2e-05   21.2   2.5    55   140   251   341   248   359 0.83 -
8280at50557_74869_0:001375|STRG.5465.4:425-1504|+      -            360 54603at50557         -            483     3e-15   54.7  15.7   1   3   1.2e-06   8.3e-05   20.2   1.1    80   141   107   170    82   180 0.82 -
8280at50557_74869_0:001375|STRG.5465.4:425-1504|+      -            360 54603at50557         -            483     3e-15   54.7  15.7   2   3   1.7e-08   1.2e-06   26.3   0.6    58   141   182   268   175   280 0.74 -
8280at50557_74869_0:001375|STRG.5465.4:425-1504|+      -            360 54603at50557         -            483     3e-15   54.7  15.7   3   3   6.2e-07   4.2e-05   21.2   2.5    55   140   251   341   248   359 0.83 -
8280at50557_74869_0:001375|STRG.5465.5:1470-2549|+     -            360 54603at50557         -            483     3e-15   54.7  15.7   1   3   1.2e-06   8.3e-05   20.2   1.1    80   141   107   170    82   180 0.82 -
8280at50557_74869_0:001375|STRG.5465.5:1470-2549|+     -            360 54603at50557         -            483     3e-15   54.7  15.7   2   3   1.7e-08   1.2e-06   26.3   0.6    58   141   182   268   175   280 0.74 -
