#                                                                                                              --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                          accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                  ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
48053at50557_104421_0:0017a2|STRG.3533.1:31-1551|+     -            507 48053at50557         -            417  3.2e-232  769.6   8.4   1   1  6.7e-232    4e-230  762.7   8.4     1   417     9   504     9   504 0.93 -
49370at50557_2015173_0:001990|STRG.15772.1:604-1590|+  -            329 48053at50557         -            417   5.8e-11   40.7   0.0   5   5    0.0001    0.0061   14.3   0.0   185   246   261   328   254   329 0.80 -
76755at50557_64793_0:0021c2|STRG.1211.1:129-1100|+     -            324 48053at50557         -            417   6.4e-11   40.6   0.8   1   3      0.36        21    2.6   0.0   289   342    13    72     3    85 0.60 -
76755at50557_64793_0:0021c2|STRG.1211.1:129-1100|+     -            324 48053at50557         -            417   6.4e-11   40.6   0.8   2   3   5.1e-09     3e-07   28.5   0.0   278   380    87   199    82   204 0.80 -
76755at50557_64793_0:0021c2|STRG.1211.1:129-1100|+     -            324 48053at50557         -            417   6.4e-11   40.6   0.8   3   3      0.13       7.6    4.1   0.0   189   233   274   318   263   323 0.84 -
76755at50557_64793_0:0021c2|STRG.1211.2:14-848|+       -            273 48053at50557         -            417   6.8e-11   40.5   0.4   1   3   1.6e-05   0.00093   17.0   0.0   288   357    12    79     2    87 0.78 -
76755at50557_64793_0:0021c2|STRG.1211.2:14-848|+       -            273 48053at50557         -            417   6.8e-11   40.5   0.4   2   3   0.00019     0.011   13.4   0.0   330   380    96   148    80   155 0.79 -
76755at50557_64793_0:0021c2|STRG.1211.2:14-848|+       -            273 48053at50557         -            417   6.8e-11   40.5   0.4   3   3      0.12         7    4.2   0.0   190   233   224   267   221   272 0.83 -
33043at50557_454923_0:001231|STRG.11504.1:3494-4864|+  -            457 48053at50557         -            417   7.7e-11   40.3   2.3   1   3       1.1        64    1.1   0.0   283   376     6   107     4   143 0.68 -
33043at50557_454923_0:001231|STRG.11504.1:3494-4864|+  -            457 48053at50557         -            417   7.7e-11   40.3   2.3   2   3   1.1e-06   6.4e-05   20.8   0.0   186   254   181   255   170   274 0.85 -
33043at50557_454923_0:001231|STRG.11504.1:3494-4864|+  -            457 48053at50557         -            417   7.7e-11   40.3   2.3   3   3   4.5e-05    0.0027   15.5   0.8   175   256   337   422   334   436 0.83 -
80377at50557_123851_0:001311|STRG.4282.1:494-1288|+    -            265 48053at50557         -            417   2.5e-10   38.6   0.1   1   3      0.19        11    3.5   0.0   317   345     8    36     2    42 0.67 -
80377at50557_123851_0:001311|STRG.4282.1:494-1288|+    -            265 48053at50557         -            417   2.5e-10   38.6   0.1   2   3     0.078       4.6    4.8   0.0   282   321    68   107    57   112 0.87 -
80377at50557_123851_0:001311|STRG.4282.1:494-1288|+    -            265 48053at50557         -            417   2.5e-10   38.6   0.1   3   3   1.2e-08   7.1e-07   27.3   0.1   247   344   110   228   102   236 0.76 -
31374at50557_133901_0:001035|STRG.14278.2:1079-2605|+  -            509 48053at50557         -            417   3.1e-10   38.3   0.2   1   1     1e-11     6e-10   37.4   0.2   292   416   320   459   254   460 0.79 -
31374at50557_133901_0:001035|STRG.14278.1:1137-2681|+  -            515 48053at50557         -            417   3.1e-10   38.3   0.2   1   1   1.1e-11   6.5e-10   37.3   0.2   292   416   326   465   271   466 0.79 -
31374at50557_133901_0:001035|STRG.14278.3:356-1900|+   -            515 48053at50557         -            417   3.1e-10   38.3   0.2   1   1   1.1e-11   6.5e-10   37.3   0.2   292   416   326   465   271   466 0.79 -
78072at50557_7070_0:002a52|STRG.16420.1:1014-1856|+    -            281 48053at50557         -            417   4.4e-10   37.8   0.4   1   5       3.9   2.3e+02   -0.8   0.0   195   236    12    53     7    69 0.83 -
78072at50557_7070_0:002a52|STRG.16420.1:1014-1856|+    -            281 48053at50557         -            417   4.4e-10   37.8   0.4   2   5    0.0017       0.1   10.3   0.0   296   347    57   114    43   123 0.73 -
78072at50557_7070_0:002a52|STRG.16420.1:1014-1856|+    -            281 48053at50557         -            417   4.4e-10   37.8   0.4   3   5     4e-07   2.4e-05   22.2   0.0   286   348   130   201   124   208 0.79 -
78072at50557_7070_0:002a52|STRG.16420.1:1014-1856|+    -            281 48053at50557         -            417   4.4e-10   37.8   0.4   4   5       1.3        75    0.8   0.0   214   248   201   240   199   262 0.74 -
78072at50557_7070_0:002a52|STRG.16420.1:1014-1856|+    -            281 48053at50557         -            417   4.4e-10   37.8   0.4   5   5       6.1   3.6e+02   -1.4   0.0   283   306   258   281   243   281 0.84 -
78072at50557_7070_0:002a52|STRG.16420.2:1143-1985|+    -            281 48053at50557         -            417   4.4e-10   37.8   0.4   1   5       3.9   2.3e+02   -0.8   0.0   195   236    12    53     7    69 0.83 -
78072at50557_7070_0:002a52|STRG.16420.2:1143-1985|+    -            281 48053at50557         -            417   4.4e-10   37.8   0.4   2   5    0.0017       0.1   10.3   0.0   296   347    57   114    43   123 0.73 -
78072at50557_7070_0:002a52|STRG.16420.2:1143-1985|+    -            281 48053at50557         -            417   4.4e-10   37.8   0.4   3   5     4e-07   2.4e-05   22.2   0.0   286   348   130   201   124   208 0.79 -
78072at50557_7070_0:002a52|STRG.16420.2:1143-1985|+    -            281 48053at50557         -            417   4.4e-10   37.8   0.4   4   5       1.3        75    0.8   0.0   214   248   201   240   199   262 0.74 -
78072at50557_7070_0:002a52|STRG.16420.2:1143-1985|+    -            281 48053at50557         -            417   4.4e-10   37.8   0.4   5   5       6.1   3.6e+02   -1.4   0.0   283   306   258   281   243   281 0.84 -
80377at50557_116153_0:0002e6|STRG.872.5:2834-3547|+    -            238 48053at50557         -            417   4.6e-10   37.8   0.1   1   3     0.079       4.7    4.8   0.0   285   330     7    52     2    60 0.74 -
80377at50557_116153_0:0002e6|STRG.872.5:2834-3547|+    -            238 48053at50557         -            417   4.6e-10   37.8   0.1   2   3   8.5e-08     5e-06   24.5   0.0   288   414    54   193    47   196 0.79 -
80377at50557_116153_0:0002e6|STRG.872.5:2834-3547|+    -            238 48053at50557         -            417   4.6e-10   37.8   0.1   3   3     0.013      0.79    7.3   0.0   163   208   190   237   186   238 0.79 -
80377at50557_166361_0:002fc1|STRG.872.1:2699-3577|+    -            293 48053at50557         -            417     5e-10   37.6   0.3   1   4       6.8     4e+02   -1.6   0.0   319   343    12    35     9    39 0.74 -
80377at50557_166361_0:002fc1|STRG.872.1:2699-3577|+    -            293 48053at50557         -            417     5e-10   37.6   0.3   2   4       0.1       6.1    4.4   0.0   285   330    61   106    55   114 0.74 -
80377at50557_166361_0:002fc1|STRG.872.1:2699-3577|+    -            293 48053at50557         -            417     5e-10   37.6   0.3   3   4   1.4e-07   8.3e-06   23.7   0.0   288   414   108   247    99   250 0.79 -
80377at50557_166361_0:002fc1|STRG.872.1:2699-3577|+    -            293 48053at50557         -            417     5e-10   37.6   0.3   4   4     0.017      0.98    7.0   0.0   164   209   245   292   241   293 0.79 -
80377at50557_39758_0:001a6c|STRG.872.2:2813-3583|+     -            257 48053at50557         -            417   5.3e-10   37.6   0.1   1   3     0.085         5    4.7   0.0   285   330    25    70    19    78 0.74 -
80377at50557_39758_0:001a6c|STRG.872.2:2813-3583|+     -            257 48053at50557         -            417   5.3e-10   37.6   0.1   2   3   1.1e-07   6.3e-06   24.1   0.0   288   414    72   211    66   214 0.79 -
80377at50557_39758_0:001a6c|STRG.872.2:2813-3583|+     -            257 48053at50557         -            417   5.3e-10   37.6   0.1   3   3     0.013      0.75    7.4   0.0   163   209   208   256   204   257 0.79 -
80377at50557_39758_0:001a6c|STRG.872.3:2808-3578|+     -            257 48053at50557         -            417   5.3e-10   37.6   0.1   1   3     0.085         5    4.7   0.0   285   330    25    70    19    78 0.74 -
80377at50557_39758_0:001a6c|STRG.872.3:2808-3578|+     -            257 48053at50557         -            417   5.3e-10   37.6   0.1   2   3   1.1e-07   6.3e-06   24.1   0.0   288   414    72   211    66   214 0.79 -
80377at50557_39758_0:001a6c|STRG.872.3:2808-3578|+     -            257 48053at50557         -            417   5.3e-10   37.6   0.1   3   3     0.013      0.75    7.4   0.0   163   209   208   256   204   257 0.79 -
80377at50557_39758_0:001a6c|STRG.872.4:2786-3556|+     -            257 48053at50557         -            417   5.3e-10   37.6   0.1   1   3     0.085         5    4.7   0.0   285   330    25    70    19    78 0.74 -
80377at50557_39758_0:001a6c|STRG.872.4:2786-3556|+     -            257 48053at50557         -            417   5.3e-10   37.6   0.1   2   3   1.1e-07   6.3e-06   24.1   0.0   288   414    72   211    66   214 0.79 -
80377at50557_39758_0:001a6c|STRG.872.4:2786-3556|+     -            257 48053at50557         -            417   5.3e-10   37.6   0.1   3   3     0.013      0.75    7.4   0.0   163   209   208   256   204   257 0.79 -
80377at50557_39758_0:001a6c|STRG.872.6:2827-3597|+     -            257 48053at50557         -            417   5.3e-10   37.6   0.1   1   3     0.085         5    4.7   0.0   285   330    25    70    19    78 0.74 -
80377at50557_39758_0:001a6c|STRG.872.6:2827-3597|+     -            257 48053at50557         -            417   5.3e-10   37.6   0.1   2   3   1.1e-07   6.3e-06   24.1   0.0   288   414    72   211    66   214 0.79 -
80377at50557_39758_0:001a6c|STRG.872.6:2827-3597|+     -            257 48053at50557         -            417   5.3e-10   37.6   0.1   3   3     0.013      0.75    7.4   0.0   163   209   208   256   204   257 0.79 -
80377at50557_38123_0:002ff9|STRG.10661.1:126-1727|+    -            534 48053at50557         -            417     9e-10   36.8   2.9   1   3   2.8e-05    0.0016   16.2   0.4   188   251    58   125    39   134 0.86 -
80377at50557_38123_0:002ff9|STRG.10661.1:126-1727|+    -            534 48053at50557         -            417     9e-10   36.8   2.9   2   3    0.0083      0.49    8.0   0.1   325   380   146   203   135   223 0.64 -
80377at50557_38123_0:002ff9|STRG.10661.1:126-1727|+    -            534 48053at50557         -            417     9e-10   36.8   2.9   3   3    0.0013     0.077   10.7   0.0   315   415   388   493   374   497 0.75 -
80377at50557_38123_0:002ff9|STRG.10661.2:120-1721|+    -            534 48053at50557         -            417     9e-10   36.8   2.9   1   3   2.8e-05    0.0016   16.2   0.4   188   251    58   125    39   134 0.86 -
80377at50557_38123_0:002ff9|STRG.10661.2:120-1721|+    -            534 48053at50557         -            417     9e-10   36.8   2.9   2   3    0.0083      0.49    8.0   0.1   325   380   146   203   135   223 0.64 -
80377at50557_38123_0:002ff9|STRG.10661.2:120-1721|+    -            534 48053at50557         -            417     9e-10   36.8   2.9   3   3    0.0013     0.077   10.7   0.0   315   415   388   493   374   497 0.75 -
80377at50557_38123_0:002ff9|STRG.10661.3:243-1844|+    -            534 48053at50557         -            417     9e-10   36.8   2.9   1   3   2.8e-05    0.0016   16.2   0.4   188   251    58   125    39   134 0.86 -
80377at50557_38123_0:002ff9|STRG.10661.3:243-1844|+    -            534 48053at50557         -            417     9e-10   36.8   2.9   2   3    0.0083      0.49    8.0   0.1   325   380   146   203   135   223 0.64 -
80377at50557_38123_0:002ff9|STRG.10661.3:243-1844|+    -            534 48053at50557         -            417     9e-10   36.8   2.9   3   3    0.0013     0.077   10.7   0.0   315   415   388   493   374   497 0.75 -
80377at50557_38123_0:002ff9|STRG.10661.4:125-1726|+    -            534 48053at50557         -            417     9e-10   36.8   2.9   1   3   2.8e-05    0.0016   16.2   0.4   188   251    58   125    39   134 0.86 -
80377at50557_38123_0:002ff9|STRG.10661.4:125-1726|+    -            534 48053at50557         -            417     9e-10   36.8   2.9   2   3    0.0083      0.49    8.0   0.1   325   380   146   203   135   223 0.64 -
80377at50557_38123_0:002ff9|STRG.10661.4:125-1726|+    -            534 48053at50557         -            417     9e-10   36.8   2.9   3   3    0.0013     0.077   10.7   0.0   315   415   388   493   374   497 0.75 -
80377at50557_77166_0:002f29|STRG.8999.1:1027-1941|+    -            305 48053at50557         -            417   1.9e-09   35.7   5.1   1   2   8.5e-05     0.005   14.6   0.3   319   416    27   134    18   153 0.64 -
80377at50557_77166_0:002f29|STRG.8999.1:1027-1941|+    -            305 48053at50557         -            417   1.9e-09   35.7   5.1   2   2   7.7e-06   0.00045   18.0   0.7   296   414   167   303   155   305 0.74 -
31374at50557_217634_0:001dc6|STRG.14278.4:255-656|+    -            134 48053at50557         -            417   2.1e-09   35.6   0.1   1   1   4.5e-11   2.6e-09   35.3   0.1   316   416     7   115     4   116 0.80 -
43553at50557_103372_0:0013d1|STRG.6288.1:355-1868|+    -            494 48053at50557         -            417   3.6e-09   34.8   2.8   1   3      0.02       1.2    6.8   0.0   195   248   176   233   132   240 0.88 -
43553at50557_103372_0:0013d1|STRG.6288.1:355-1868|+    -            494 48053at50557         -            417   3.6e-09   34.8   2.8   2   3   5.7e-06   0.00034   18.5   0.1   194   247   299   356   285   361 0.90 -
43553at50557_103372_0:0013d1|STRG.6288.1:355-1868|+    -            494 48053at50557         -            417   3.6e-09   34.8   2.8   3   3    0.0065      0.39    8.4   0.1   216   248   364   399   358   405 0.83 -
43553at50557_103372_0:0013d1|STRG.6288.2:735-2248|+    -            494 48053at50557         -            417   3.6e-09   34.8   2.8   1   3      0.02       1.2    6.8   0.0   195   248   176   233   132   240 0.88 -
43553at50557_103372_0:0013d1|STRG.6288.2:735-2248|+    -            494 48053at50557         -            417   3.6e-09   34.8   2.8   2   3   5.7e-06   0.00034   18.5   0.1   194   247   299   356   285   361 0.90 -
43553at50557_103372_0:0013d1|STRG.6288.2:735-2248|+    -            494 48053at50557         -            417   3.6e-09   34.8   2.8   3   3    0.0065      0.39    8.4   0.1   216   248   364   399   358   405 0.83 -
40115at50557_108931_0:001d6b|STRG.7947.1:815-1852|+    -            346 48053at50557         -            417     8e-09   33.7   5.9   1   4       0.5        30    2.2   0.0   289   316    22    49    12    56 0.80 -
40115at50557_108931_0:001d6b|STRG.7947.1:815-1852|+    -            346 48053at50557         -            417     8e-09   33.7   5.9   2   4   4.5e-06   0.00027   18.8   0.8   280   416    68   217    65   218 0.83 -
40115at50557_108931_0:001d6b|STRG.7947.1:815-1852|+    -            346 48053at50557         -            417     8e-09   33.7   5.9   3   4     0.028       1.7    6.3   0.0   279   320   191   232   181   238 0.72 -
40115at50557_108931_0:001d6b|STRG.7947.1:815-1852|+    -            346 48053at50557         -            417     8e-09   33.7   5.9   4   4     0.001      0.06   11.0   0.1   297   344   260   314   253   346 0.71 -
80377at50557_454923_0:001015|STRG.13365.1:148-927|+    -            260 48053at50557         -            417   8.5e-09   33.6   0.6   1   2      0.22        13    3.4   0.0   219   261    49    95    19   104 0.74 -
80377at50557_454923_0:001015|STRG.13365.1:148-927|+    -            260 48053at50557         -            417   8.5e-09   33.6   0.6   2   2   5.5e-07   3.2e-05   21.8   0.4   187   344   101   252    93   259 0.73 -
77772at50557_121845_0:003bba|STRG.11923.5:1653-2559|-  -            300 48053at50557         -            417   1.2e-08   33.0   0.1   1   4     0.024       1.4    6.5   0.0   312   362    18    70     7    91 0.82 -
77772at50557_121845_0:003bba|STRG.11923.5:1653-2559|-  -            300 48053at50557         -            417   1.2e-08   33.0   0.1   2   4      0.46        27    2.3   0.0   217   248   100   135    85   138 0.76 -
77772at50557_121845_0:003bba|STRG.11923.5:1653-2559|-  -            300 48053at50557         -            417   1.2e-08   33.0   0.1   3   4   8.7e-06   0.00052   17.8   0.0   282   343   149   209   107   219 0.76 -
77772at50557_121845_0:003bba|STRG.11923.5:1653-2559|-  -            300 48053at50557         -            417   1.2e-08   33.0   0.1   4   4      0.44        26    2.4   0.0   284   311   230   257   211   291 0.70 -
77772at50557_121845_0:003bba|STRG.11925.1:3-909|+      -            300 48053at50557         -            417   1.2e-08   33.0   0.1   1   4     0.024       1.4    6.5   0.0   312   362    18    70     7    91 0.82 -
77772at50557_121845_0:003bba|STRG.11925.1:3-909|+      -            300 48053at50557         -            417   1.2e-08   33.0   0.1   2   4      0.46        27    2.3   0.0   217   248   100   135    85   138 0.76 -
77772at50557_121845_0:003bba|STRG.11925.1:3-909|+      -            300 48053at50557         -            417   1.2e-08   33.0   0.1   3   4   8.7e-06   0.00052   17.8   0.0   282   343   149   209   107   219 0.76 -
77772at50557_121845_0:003bba|STRG.11925.1:3-909|+      -            300 48053at50557         -            417   1.2e-08   33.0   0.1   4   4      0.44        26    2.4   0.0   284   311   230   257   211   291 0.70 -
78072at50557_34720_0:000cf9|STRG.13119.3:196-1209|+    -            338 48053at50557         -            417   5.3e-08   31.0   1.1   1   3   7.9e-08   4.7e-06   24.6   0.1   287   417    26   178    21   178 0.76 -
78072at50557_34720_0:000cf9|STRG.13119.3:196-1209|+    -            338 48053at50557         -            417   5.3e-08   31.0   1.1   2   3       0.4        24    2.5   0.0   317   344   200   227   187   239 0.76 -
78072at50557_34720_0:000cf9|STRG.13119.3:196-1209|+    -            338 48053at50557         -            417   5.3e-08   31.0   1.1   3   3         2   1.2e+02    0.2   0.0   235   246   323   334   242   337 0.62 -
78072at50557_34720_0:000cf9|STRG.13119.4:229-1245|+    -            339 48053at50557         -            417   5.4e-08   30.9   1.1   1   3   7.9e-08   4.7e-06   24.6   0.1   287   417    27   179    22   179 0.76 -
78072at50557_34720_0:000cf9|STRG.13119.4:229-1245|+    -            339 48053at50557         -            417   5.4e-08   30.9   1.1   2   3       0.4        24    2.5   0.0   317   344   201   228   188   240 0.76 -
78072at50557_34720_0:000cf9|STRG.13119.4:229-1245|+    -            339 48053at50557         -            417   5.4e-08   30.9   1.1   3   3         2   1.2e+02    0.2   0.0   235   246   324   335   243   338 0.62 -
71739at50557_7213_0:002b67|STRG.12964.1:279-1157|+     -            293 48053at50557         -            417   1.4e-07   29.5   0.6   1   3      0.11       6.5    4.3   0.1   197   256    34    97    13   111 0.71 -
71739at50557_7213_0:002b67|STRG.12964.1:279-1157|+     -            293 48053at50557         -            417   1.4e-07   29.5   0.6   2   3   0.00067      0.04   11.6   0.0   289   345    70   132    62   139 0.85 -
71739at50557_7213_0:002b67|STRG.12964.1:279-1157|+     -            293 48053at50557         -            417   1.4e-07   29.5   0.6   3   3   3.2e-06   0.00019   19.3   0.1   187   337   107   290    96   293 0.64 -
14512at50557_56086_0:000590|STRG.6561.1:586-1053|+     -            156 48053at50557         -            417   2.3e-07   28.9   0.0   1   1   3.4e-07     2e-05   22.5   0.0   319   417     6   112     2   112 0.82 -
31374at50557_197043_0:003de5|STRG.11659.1:192-809|+    -            206 48053at50557         -            417   4.7e-07   27.8   0.0   1   2   1.1e-06   6.6e-05   20.8   0.0   282   417    21   172     8   172 0.77 -
31374at50557_197043_0:003de5|STRG.11659.1:192-809|+    -            206 48053at50557         -            417   4.7e-07   27.8   0.0   2   2   0.00055     0.033   11.9   0.0   281   319   147   185   142   200 0.84 -
49370at50557_79782_0:001886|STRG.4583.1:1568-2554|+    -            329 48053at50557         -            417   4.9e-07   27.8   2.9   1   2   0.00025     0.015   13.1   0.0   285   348    92   162    86   177 0.79 -
49370at50557_79782_0:001886|STRG.4583.1:1568-2554|+    -            329 48053at50557         -            417   4.9e-07   27.8   2.9   2   2   0.00023     0.013   13.2   0.5   236   343   209   325   199   328 0.80 -
14512at50557_197043_0:0050fb|STRG.8740.2:403-696|+     -             98 48053at50557         -            417     6e-07   27.5   0.0   1   1   1.1e-08   6.8e-07   27.3   0.0   286   371     2    96     1    98 0.83 -
78072at50557_286306_0:00290a|STRG.13119.1:313-2259|+   -            605 48053at50557         -            417   6.5e-07   27.4   0.1   1   2   2.2e-07   1.3e-05   23.1   0.0   287   417    24   176    12   177 0.76 -
78072at50557_286306_0:00290a|STRG.13119.1:313-2259|+   -            605 48053at50557         -            417   6.5e-07   27.4   0.1   2   2       0.9        53    1.3   0.0   317   344   198   225   187   235 0.76 -
40115at50557_123851_0:00295a|STRG.10159.1:1958-2926|+  -            323 48053at50557         -            417   1.1e-06   26.7   0.0   1   2    0.0075      0.44    8.2   0.0   317   416    69   185     8   186 0.61 -
40115at50557_123851_0:00295a|STRG.10159.1:1958-2926|+  -            323 48053at50557         -            417   1.1e-06   26.7   0.0   2   2   0.00011    0.0063   14.3   0.0   290   380   170   276   160   277 0.74 -
40115at50557_123851_0:00295a|STRG.10159.2:588-1556|+   -            323 48053at50557         -            417   1.1e-06   26.7   0.0   1   2    0.0075      0.44    8.2   0.0   317   416    69   185     8   186 0.61 -
40115at50557_123851_0:00295a|STRG.10159.2:588-1556|+   -            323 48053at50557         -            417   1.1e-06   26.7   0.0   2   2   0.00011    0.0063   14.3   0.0   290   380   170   276   160   277 0.74 -
40115at50557_123851_0:00295a|STRG.10159.3:1807-2775|+  -            323 48053at50557         -            417   1.1e-06   26.7   0.0   1   2    0.0075      0.44    8.2   0.0   317   416    69   185     8   186 0.61 -
40115at50557_123851_0:00295a|STRG.10159.3:1807-2775|+  -            323 48053at50557         -            417   1.1e-06   26.7   0.0   2   2   0.00011    0.0063   14.3   0.0   290   380   170   276   160   277 0.74 -
40115at50557_123851_0:00295a|STRG.10159.4:103-1071|+   -            323 48053at50557         -            417   1.1e-06   26.7   0.0   1   2    0.0075      0.44    8.2   0.0   317   416    69   185     8   186 0.61 -
40115at50557_123851_0:00295a|STRG.10159.4:103-1071|+   -            323 48053at50557         -            417   1.1e-06   26.7   0.0   2   2   0.00011    0.0063   14.3   0.0   290   380   170   276   160   277 0.74 -
40115at50557_123851_0:00295a|STRG.10159.5:803-1771|+   -            323 48053at50557         -            417   1.1e-06   26.7   0.0   1   2    0.0075      0.44    8.2   0.0   317   416    69   185     8   186 0.61 -
40115at50557_123851_0:00295a|STRG.10159.5:803-1771|+   -            323 48053at50557         -            417   1.1e-06   26.7   0.0   2   2   0.00011    0.0063   14.3   0.0   290   380   170   276   160   277 0.74 -
40115at50557_123851_0:00295a|STRG.10159.6:292-1278|+   -            329 48053at50557         -            417   1.6e-06   26.1   0.0   1   3    0.0078      0.46    8.1   0.0   317   416    69   185     8   186 0.61 -
40115at50557_123851_0:00295a|STRG.10159.6:292-1278|+   -            329 48053at50557         -            417   1.6e-06   26.1   0.0   2   3     0.033         2    6.0   0.0   290   316   170   196   162   202 0.85 -
40115at50557_123851_0:00295a|STRG.10159.6:292-1278|+   -            329 48053at50557         -            417   1.6e-06   26.1   0.0   3   3    0.0022      0.13   10.0   0.0   288   343   223   285   214   291 0.73 -
42371at50557_520822_0:00190c|STRG.10436.2:510-2330|+   -            607 48053at50557         -            417   1.8e-06   26.0   0.0   1   2     0.002      0.12   10.0   0.0   285   310   293   318   288   345 0.83 -
42371at50557_520822_0:00190c|STRG.10436.2:510-2330|+   -            607 48053at50557         -            417   1.8e-06   26.0   0.0   2   2   0.00019     0.012   13.4   0.0   191   246   515   575   481   580 0.81 -
42371at50557_520822_0:00190c|STRG.10436.3:496-2337|+   -            607 48053at50557         -            417   1.8e-06   26.0   0.0   1   2     0.002      0.12   10.0   0.0   285   310   293   318   288   345 0.83 -
42371at50557_520822_0:00190c|STRG.10436.3:496-2337|+   -            607 48053at50557         -            417   1.8e-06   26.0   0.0   2   2   0.00019     0.012   13.4   0.0   191   246   515   575   481   580 0.81 -
42371at50557_520822_0:00190c|STRG.10436.1:510-2333|+   -            608 48053at50557         -            417   1.8e-06   25.9   0.0   1   2     0.002      0.12   10.0   0.0   285   310   294   319   289   346 0.83 -
42371at50557_520822_0:00190c|STRG.10436.1:510-2333|+   -            608 48053at50557         -            417   1.8e-06   25.9   0.0   2   2   0.00019     0.012   13.4   0.0   191   246   516   576   482   581 0.81 -
58729at50557_103372_0:00194e|STRG.940.1:143-1714|+     -            524 48053at50557         -            417   2.7e-06   25.3   0.9   1   3    0.0016     0.095   10.4   0.0   196   261    95   167    87   183 0.76 -
58729at50557_103372_0:00194e|STRG.940.1:143-1714|+     -            524 48053at50557         -            417   2.7e-06   25.3   0.9   2   3   0.00041     0.024   12.3   0.0   334   417   185   275   177   275 0.82 -
58729at50557_103372_0:00194e|STRG.940.1:143-1714|+     -            524 48053at50557         -            417   2.7e-06   25.3   0.9   3   3       9.3   5.5e+02   -2.0   0.2   107   153   350   397   303   403 0.62 -
43121at50557_103372_0:001d6c|STRG.7934.1:0-1529|+      -            510 48053at50557         -            417   4.1e-06   24.8   0.6   1   2   5.7e-07   3.4e-05   21.7   0.1   283   416   218   375   208   376 0.75 -
43121at50557_103372_0:001d6c|STRG.7934.1:0-1529|+      -            510 48053at50557         -            417   4.1e-06   24.8   0.6   2   2    0.0028      0.17    9.6   0.0   192   250   318   380   308   399 0.60 -
22030at50557_2015173_0:001d52|STRG.9561.1:514-1719|+   -            402 48053at50557         -            417     5e-06   24.5   3.1   1   3      0.87        52    1.4   0.0   305   348    21    64     9    76 0.80 -
22030at50557_2015173_0:001d52|STRG.9561.1:514-1719|+   -            402 48053at50557         -            417     5e-06   24.5   3.1   2   3   5.7e-05    0.0033   15.2   0.7   299   394    50   155    33   178 0.69 -
22030at50557_2015173_0:001d52|STRG.9561.1:514-1719|+   -            402 48053at50557         -            417     5e-06   24.5   3.1   3   3     0.008      0.47    8.1   0.1   194   262   180   257   156   280 0.63 -
80377at50557_7222_0:00003c|STRG.3282.1:5-457|+         -            151 48053at50557         -            417   7.5e-06   23.9   0.6   1   3    0.0089      0.53    7.9   0.0   198   252     1    59     1    61 0.89 -
80377at50557_7222_0:00003c|STRG.3282.1:5-457|+         -            151 48053at50557         -            417   7.5e-06   23.9   0.6   2   3   2.4e-05    0.0014   16.4   0.1   193   248    38    97    25   100 0.86 -
80377at50557_7222_0:00003c|STRG.3282.1:5-457|+         -            151 48053at50557         -            417   7.5e-06   23.9   0.6   3   3      0.15       9.1    3.8   0.0    85   413   104   133    96   148 0.54 -
71739at50557_103372_0:00145d|STRG.6295.1:109-1086|+    -            326 48053at50557         -            417   9.5e-06   23.5   0.1   1   3       1.3        78    0.8   0.0   218   252     5    43     4    68 0.84 -
71739at50557_103372_0:00145d|STRG.6295.1:109-1086|+    -            326 48053at50557         -            417   9.5e-06   23.5   0.1   2   3   2.4e-05    0.0014   16.4   0.1   290   377   121   212    49   229 0.64 -
71739at50557_103372_0:00145d|STRG.6295.1:109-1086|+    -            326 48053at50557         -            417   9.5e-06   23.5   0.1   3   3       1.3        77    0.8   0.0   286   308   293   315   276   320 0.85 -
13553at50557_34720_0:0020c1|STRG.5042.1:97-2760|+      -            888 48053at50557         -            417   1.1e-05   23.3   0.2   1   5      0.92        54    1.3   0.1   299   315   117   133   114   144 0.75 -
13553at50557_34720_0:0020c1|STRG.5042.1:97-2760|+      -            888 48053at50557         -            417   1.1e-05   23.3   0.2   2   5       0.2        12    3.5   0.0   284   416   145   296   139   297 0.63 -
13553at50557_34720_0:0020c1|STRG.5042.1:97-2760|+      -            888 48053at50557         -            417   1.1e-05   23.3   0.2   3   5       4.2   2.5e+02   -0.9   0.0   330   348   494   512   485   527 0.61 -
13553at50557_34720_0:0020c1|STRG.5042.1:97-2760|+      -            888 48053at50557         -            417   1.1e-05   23.3   0.2   4   5   0.00086     0.051   11.3   0.0   207   248   549   594   532   601 0.89 -
13553at50557_34720_0:0020c1|STRG.5042.1:97-2760|+      -            888 48053at50557         -            417   1.1e-05   23.3   0.2   5   5     0.014      0.85    7.2   0.0   283   353   569   646   568   654 0.79 -
48053at50557_13249_0:0016bb|STRG.3351.1:750-1724|+     -            325 48053at50557         -            417   2.1e-05   22.4   0.5   1   3    0.0094      0.55    7.9   0.0   298   343    90   143    61   153 0.67 -
48053at50557_13249_0:0016bb|STRG.3351.1:750-1724|+     -            325 48053at50557         -            417   2.1e-05   22.4   0.5   2   3     0.001      0.06   11.0   0.0   283   379   159   268   142   290 0.69 -
