#                                                                                                              --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                          accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                  ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
25500at50557_13686_0:0020f5|STRG.4579.1:202-2007|+     -            602 25500at50557         -            513  3.1e-292  968.8   7.5   1   1  3.1e-291  1.5e-289  959.9   7.5     1   513     6   599     6   599 0.91 -
40115at50557_144034_0:000898|STRG.1523.1:1234-2103|+   -            290 25500at50557         -            513   1.7e-10   39.2   1.4   2   2   4.9e-06   0.00024   18.9   0.0   194   331   149   290   134   290 0.74 -
40115at50557_144034_0:000898|STRG.1523.2:1420-2289|+   -            290 25500at50557         -            513   1.7e-10   39.2   1.4   1   2    0.0012     0.061   11.0   0.1   193   259    61   129    47   141 0.73 -
40115at50557_144034_0:000898|STRG.1523.2:1420-2289|+   -            290 25500at50557         -            513   1.7e-10   39.2   1.4   2   2   4.9e-06   0.00024   18.9   0.0   194   331   149   290   134   290 0.74 -
56099at50557_103372_0:001a7e|STRG.15538.1:74-1405|+    -            444 25500at50557         -            513   2.4e-10   38.7   0.5   1   4       1.1        53    1.3   0.0   300   336    62    99    55   105 0.82 -
56099at50557_103372_0:001a7e|STRG.15538.1:74-1405|+    -            444 25500at50557         -            513   2.4e-10   38.7   0.5   2   4     0.072       3.6    5.1   0.0   222   251   107   137   104   154 0.83 -
56099at50557_103372_0:001a7e|STRG.15538.1:74-1405|+    -            444 25500at50557         -            513   2.4e-10   38.7   0.5   3   4      0.52        26    2.3   0.0   407   435   197   226   187   234 0.81 -
56099at50557_103372_0:001a7e|STRG.15538.1:74-1405|+    -            444 25500at50557         -            513   2.4e-10   38.7   0.5   4   4   1.6e-07   8.1e-06   23.8   0.1   399   482   275   365   256   376 0.85 -
14512at50557_56086_0:000590|STRG.6561.1:586-1053|+     -            156 25500at50557         -            513   2.5e-10   38.7   0.3   1   2   2.1e-07   1.1e-05   23.4   0.0   272   349    12    88     5    91 0.90 -
14512at50557_56086_0:000590|STRG.6561.1:586-1053|+     -            156 25500at50557         -            513   2.5e-10   38.7   0.3   2   2   0.00017    0.0087   13.8   0.2   445   511    89   155    82   156 0.79 -
80377at50557_77166_0:002f29|STRG.8999.1:1027-1941|+    -            305 25500at50557         -            513   4.8e-10   37.7   0.7   1   2   0.00026     0.013   13.2   0.1   220   355    18   158     9   183 0.56 -
80377at50557_77166_0:002f29|STRG.8999.1:1027-1941|+    -            305 25500at50557         -            513   4.8e-10   37.7   0.7   2   2   1.2e-06   5.9e-05   20.9   0.1   406   499   192   293   185   304 0.74 -
55830at50557_103372_0:000f54|STRG.11664.1:261-1655|+   -            465 25500at50557         -            513   1.9e-09   35.7   0.4   1   4   4.5e-05    0.0022   15.7   0.0   284   338   124   176    66   194 0.72 -
55830at50557_103372_0:000f54|STRG.11664.1:261-1655|+   -            465 25500at50557         -            513   1.9e-09   35.7   0.4   2   4    0.0067      0.33    8.6   0.0   292   351   222   281   191   285 0.78 -
55830at50557_103372_0:000f54|STRG.11664.1:261-1655|+   -            465 25500at50557         -            513   1.9e-09   35.7   0.4   3   4     0.013      0.63    7.6   0.0   439   511   274   345   269   347 0.81 -
55830at50557_103372_0:000f54|STRG.11664.1:261-1655|+   -            465 25500at50557         -            513   1.9e-09   35.7   0.4   4   4       2.1   1.1e+02    0.3   0.0   451   473   379   401   369   443 0.60 -
48053at50557_104421_0:0017a2|STRG.3533.1:31-1551|+     -            507 25500at50557         -            513   2.8e-09   35.2   0.3   1   1   3.6e-08   1.8e-06   25.9   0.3   199   465   242   501   236   507 0.65 -
80377at50557_454923_0:001015|STRG.13365.1:148-927|+    -            260 25500at50557         -            513   3.1e-09   35.1   0.2   1   3      0.86        43    1.6   0.0   458   474    23    39     3    82 0.42 -
80377at50557_454923_0:001015|STRG.13365.1:148-927|+    -            260 25500at50557         -            513   3.1e-09   35.1   0.2   2   3   7.5e-07   3.8e-05   21.6   0.1   407   512    55   168    48   169 0.73 -
80377at50557_454923_0:001015|STRG.13365.1:148-927|+    -            260 25500at50557         -            513   3.1e-09   35.1   0.2   3   3   0.00011    0.0054   14.5   0.0   142   256   140   255   135   259 0.68 -
77772at50557_121845_0:003bba|STRG.11923.5:1653-2559|-  -            300 25500at50557         -            513   3.2e-09   35.0   0.0   1   3     0.013      0.66    7.6   0.1   407   440    22    55     8   100 0.59 -
77772at50557_121845_0:003bba|STRG.11923.5:1653-2559|-  -            300 25500at50557         -            513   3.2e-09   35.0   0.0   2   3     0.007      0.35    8.5   0.0   440   480   105   145    84   151 0.82 -
77772at50557_121845_0:003bba|STRG.11923.5:1653-2559|-  -            300 25500at50557         -            513   3.2e-09   35.0   0.0   3   3   5.2e-05    0.0026   15.5   0.0   390   484   165   268   143   282 0.59 -
77772at50557_121845_0:003bba|STRG.11925.1:3-909|+      -            300 25500at50557         -            513   3.2e-09   35.0   0.0   1   3     0.013      0.66    7.6   0.1   407   440    22    55     8   100 0.59 -
77772at50557_121845_0:003bba|STRG.11925.1:3-909|+      -            300 25500at50557         -            513   3.2e-09   35.0   0.0   2   3     0.007      0.35    8.5   0.0   440   480   105   145    84   151 0.82 -
77772at50557_121845_0:003bba|STRG.11925.1:3-909|+      -            300 25500at50557         -            513   3.2e-09   35.0   0.0   3   3   5.2e-05    0.0026   15.5   0.0   390   484   165   268   143   282 0.59 -
40115at50557_597456_0:00265e|STRG.4355.1:1850-2719|+   -            290 25500at50557         -            513     4e-09   34.7   5.4   1   2   0.00029     0.014   13.1   0.6   269   341    56   127     1   131 0.78 -
40115at50557_597456_0:00265e|STRG.4355.1:1850-2719|+   -            290 25500at50557         -            513     4e-09   34.7   5.4   2   2   2.2e-07   1.1e-05   23.3   0.4   181   331   140   289   129   290 0.87 -
71739at50557_66420_0:0008cd|STRG.15094.1:772-1353|+    -            194 25500at50557         -            513   5.1e-09   34.3   0.7   1   2    0.0033      0.16    9.6   0.0   440   473     2    36     1    59 0.78 -
71739at50557_66420_0:0008cd|STRG.15094.1:772-1353|+    -            194 25500at50557         -            513   5.1e-09   34.3   0.7   2   2   2.1e-09     1e-07   30.0   0.1   191   334    15   162    13   166 0.81 -
22030at50557_2015173_0:001d52|STRG.9561.1:514-1719|+   -            402 25500at50557         -            513   6.3e-09   34.0   3.7   1   3      0.13       6.5    4.3   0.0   299   356    25    84    20    88 0.77 -
22030at50557_2015173_0:001d52|STRG.9561.1:514-1719|+   -            402 25500at50557         -            513   6.3e-09   34.0   3.7   2   3   0.00014    0.0071   14.1   0.1   156   247    89   190    86   203 0.68 -
22030at50557_2015173_0:001d52|STRG.9561.1:514-1719|+   -            402 25500at50557         -            513   6.3e-09   34.0   3.7   3   3   8.5e-05    0.0043   14.8   0.2   222   336   207   326   200   340 0.82 -
80377at50557_217634_0:002edc|STRG.8858.1:288-881|+     -            198 25500at50557         -            513     1e-08   33.4   0.6   1   2   3.1e-07   1.5e-05   22.9   0.1   222   338     4   125     2   129 0.85 -
80377at50557_217634_0:002edc|STRG.8858.1:288-881|+     -            198 25500at50557         -            513     1e-08   33.4   0.6   2   2    0.0023      0.11   10.1   0.0   295   336   126   167   122   185 0.85 -
71739at50557_103372_0:00145d|STRG.6295.1:109-1086|+    -            326 25500at50557         -            513   1.1e-08   33.3   1.7   1   2   1.9e-09   9.3e-08   30.2   1.4   221   355    49   198     7   239 0.73 -
71739at50557_103372_0:00145d|STRG.6295.1:109-1086|+    -            326 25500at50557         -            513   1.1e-08   33.3   1.7   2   2       4.1     2e+02   -0.6   0.0   300   329   282   311   264   324 0.60 -
80377at50557_568069_0:004eea|STRG.3544.1:64-918|+      -            285 25500at50557         -            513   1.2e-08   33.1   0.0   1   2   1.4e-07   7.2e-06   24.0   0.3   179   329     4   160     2   164 0.80 -
80377at50557_568069_0:004eea|STRG.3544.1:64-918|+      -            285 25500at50557         -            513   1.2e-08   33.1   0.0   2   2    0.0073      0.36    8.4   0.0    27   116   150   239   144   258 0.80 -
13553at50557_34720_0:0020c1|STRG.5042.1:97-2760|+      -            888 25500at50557         -            513   1.3e-08   33.0   0.1   1   3    0.0052      0.26    8.9   0.1   204   344    43   182    23   204 0.73 -
13553at50557_34720_0:0020c1|STRG.5042.1:97-2760|+      -            888 25500at50557         -            513   1.3e-08   33.0   0.1   2   3     0.021         1    6.9   0.0   448   511   233   297   218   299 0.83 -
13553at50557_34720_0:0020c1|STRG.5042.1:97-2760|+      -            888 25500at50557         -            513   1.3e-08   33.0   0.1   3   3    0.0003     0.015   13.0   0.0   220   334   474   595   426   599 0.79 -
31374at50557_197043_0:003de5|STRG.11659.1:192-809|+    -            206 25500at50557         -            513   3.2e-08   31.7   0.4   1   2   2.3e-05    0.0012   16.7   0.1   142   248    20   127    15   131 0.83 -
31374at50557_197043_0:003de5|STRG.11659.1:192-809|+    -            206 25500at50557         -            513   3.2e-08   31.7   0.4   2   2   0.00035     0.018   12.8   0.0    48    84   140   177   135   201 0.76 -
69548at50557_609295_0:0005e7|STRG.1258.2:282-1139|+    -            286 25500at50557         -            513   4.2e-08   31.3   0.3   1   3   0.00093     0.046   11.4   0.0   219   253    10    45     4    57 0.89 -
69548at50557_609295_0:0005e7|STRG.1258.2:282-1139|+    -            286 25500at50557         -            513   4.2e-08   31.3   0.3   2   3     0.064       3.2    5.3   0.0   307   336    63    92    48   106 0.66 -
69548at50557_609295_0:0005e7|STRG.1258.2:282-1139|+    -            286 25500at50557         -            513   4.2e-08   31.3   0.3   3   3    0.0044      0.22    9.2   0.0   436   495   221   279   184   286 0.77 -
31374at50557_133901_0:001035|STRG.14278.2:1079-2605|+  -            509 25500at50557         -            513   5.6e-08   30.9   0.1   1   3      0.39        19    2.7   0.0   274   332   278   335   269   340 0.85 -
31374at50557_133901_0:001035|STRG.14278.2:1079-2605|+  -            509 25500at50557         -            513   5.6e-08   30.9   0.1   2   3     0.053       2.7    5.6   0.0    48    80   344   377   339   385 0.75 -
31374at50557_133901_0:001035|STRG.14278.2:1079-2605|+  -            509 25500at50557         -            513   5.6e-08   30.9   0.1   3   3   6.2e-06   0.00031   18.6   0.0   401   471   387   463   378   470 0.73 -
31374at50557_133901_0:001035|STRG.14278.1:1137-2681|+  -            515 25500at50557         -            513   5.7e-08   30.9   0.1   1   3      0.38        19    2.8   0.0   274   332   284   341   275   347 0.85 -
31374at50557_133901_0:001035|STRG.14278.1:1137-2681|+  -            515 25500at50557         -            513   5.7e-08   30.9   0.1   2   3     0.067       3.3    5.3   0.0    48    80   350   383   347   388 0.79 -
31374at50557_133901_0:001035|STRG.14278.1:1137-2681|+  -            515 25500at50557         -            513   5.7e-08   30.9   0.1   3   3   5.6e-06   0.00028   18.7   0.0   401   472   393   470   384   485 0.75 -
31374at50557_133901_0:001035|STRG.14278.3:356-1900|+   -            515 25500at50557         -            513   5.7e-08   30.9   0.1   1   3      0.38        19    2.8   0.0   274   332   284   341   275   347 0.85 -
31374at50557_133901_0:001035|STRG.14278.3:356-1900|+   -            515 25500at50557         -            513   5.7e-08   30.9   0.1   2   3     0.067       3.3    5.3   0.0    48    80   350   383   347   388 0.79 -
31374at50557_133901_0:001035|STRG.14278.3:356-1900|+   -            515 25500at50557         -            513   5.7e-08   30.9   0.1   3   3   5.6e-06   0.00028   18.7   0.0   401   472   393   470   384   485 0.75 -
40115at50557_110193_0:00292f|STRG.6409.1:914-1648|+    -            245 25500at50557         -            513   6.5e-08   30.7   3.4   1   2   2.1e-06   0.00011   20.1   0.3   228   340     2   117     1   121 0.79 -
40115at50557_110193_0:00292f|STRG.6409.1:914-1648|+    -            245 25500at50557         -            513   6.5e-08   30.7   3.4   2   2   0.00085     0.042   11.5   0.2   222   331   127   244   121   245 0.73 -
40115at50557_110193_0:00292f|STRG.6409.2:791-1525|+    -            245 25500at50557         -            513   6.5e-08   30.7   3.4   1   2   2.1e-06   0.00011   20.1   0.3   228   340     2   117     1   121 0.79 -
40115at50557_110193_0:00292f|STRG.6409.2:791-1525|+    -            245 25500at50557         -            513   6.5e-08   30.7   3.4   2   2   0.00085     0.042   11.5   0.2   222   331   127   244   121   245 0.73 -
57752at50557_69319_0:000ee5|STRG.14283.1:195-998|+     -            268 25500at50557         -            513   7.6e-08   30.5   0.2   1   2     4e-08     2e-06   25.8   0.2   125   334    15   232     7   237 0.78 -
57752at50557_69319_0:000ee5|STRG.14283.1:195-998|+     -            268 25500at50557         -            513   7.6e-08   30.5   0.2   2   2    0.0026      0.13    9.9   0.0   119   175   181   236   174   260 0.83 -
49370at50557_79782_0:001886|STRG.4583.1:1568-2554|+    -            329 25500at50557         -            513   7.8e-08   30.4   1.8   1   4         3   1.5e+02   -0.2   0.0   239   263     4    29     1    39 0.76 -
49370at50557_79782_0:001886|STRG.4583.1:1568-2554|+    -            329 25500at50557         -            513   7.8e-08   30.4   1.8   2   4   2.6e-06   0.00013   19.8   0.1   183   259    43   122    33   169 0.64 -
49370at50557_79782_0:001886|STRG.4583.1:1568-2554|+    -            329 25500at50557         -            513   7.8e-08   30.4   1.8   3   4     6e-05     0.003   15.3   0.0    55   162    88   197    81   205 0.69 -
49370at50557_79782_0:001886|STRG.4583.1:1568-2554|+    -            329 25500at50557         -            513   7.8e-08   30.4   1.8   4   4      0.05       2.5    5.7   0.0   441   471   295   326   248   328 0.61 -
14512at50557_103372_0:0005b9|STRG.15079.1:353-2929|+   -            859 25500at50557         -            513     8e-08   30.4   0.4   1   2    0.0016     0.079   10.6   0.0   222   333    16   132    11   137 0.78 -
14512at50557_103372_0:0005b9|STRG.15079.1:353-2929|+   -            859 25500at50557         -            513     8e-08   30.4   0.4   2   2   0.00036     0.018   12.7   0.0    49    81   141   174   136   189 0.88 -
14512at50557_103372_0:0005b9|STRG.15079.2:353-2986|+   -            878 25500at50557         -            513   8.5e-08   30.3   0.3   1   3   0.00014    0.0071   14.1   0.1   222   350    16   149    11   150 0.82 -
14512at50557_103372_0:0005b9|STRG.15079.2:353-2986|+   -            878 25500at50557         -            513   8.5e-08   30.3   0.3   2   3   0.00042     0.021   12.5   0.0    49    81   141   174   136   183 0.90 -
14512at50557_103372_0:0005b9|STRG.15079.2:353-2986|+   -            878 25500at50557         -            513   8.5e-08   30.3   0.3   3   3      0.52        26    2.3   0.0   139   190   186   237   174   280 0.59 -
31374at50557_217634_0:001dc6|STRG.14278.4:255-656|+    -            134 25500at50557         -            513   8.6e-08   30.3   0.1   1   2     0.035       1.7    6.2   0.0    51    80     3    33     1    40 0.79 -
31374at50557_217634_0:001dc6|STRG.14278.4:255-656|+    -            134 25500at50557         -            513   8.6e-08   30.3   0.1   2   2   4.4e-07   2.2e-05   22.4   0.0   401   472    43   120    35   126 0.73 -
22030at50557_77166_0:00007a|STRG.2805.1:441-926|+      -            162 25500at50557         -            513     1e-07   30.1   0.1   1   1   2.6e-09   1.3e-07   29.7   0.1   222   355     4   143     2   151 0.87 -
69548at50557_103372_0:0010c7|STRG.11560.1:140-1468|+   -            443 25500at50557         -            513   1.1e-07   29.9   7.9   1   4      0.26        13    3.3   0.2   455   511   141   198   127   202 0.60 -
69548at50557_103372_0:0010c7|STRG.11560.1:140-1468|+   -            443 25500at50557         -            513   1.1e-07   29.9   7.9   2   4    0.0016     0.077   10.7   0.1   291   343   204   256   199   263 0.89 -
69548at50557_103372_0:0010c7|STRG.11560.1:140-1468|+   -            443 25500at50557         -            513   1.1e-07   29.9   7.9   3   4    0.0042      0.21    9.2   0.3   291   335   268   311   257   323 0.84 -
69548at50557_103372_0:0010c7|STRG.11560.1:140-1468|+   -            443 25500at50557         -            513   1.1e-07   29.9   7.9   4   4    0.0056      0.28    8.8   0.0   410   511   326   436   317   439 0.47 -
78072at50557_123851_0:000487|STRG.4718.1:423-1310|+    -            296 25500at50557         -            513   1.1e-07   29.9   0.5   1   3      0.27        14    3.3   0.0   441   471    17    47    10    63 0.85 -
78072at50557_123851_0:000487|STRG.4718.1:423-1310|+    -            296 25500at50557         -            513   1.1e-07   29.9   0.5   2   3    0.0074      0.37    8.4   0.1   441   475    73   109    60   116 0.78 -
78072at50557_123851_0:000487|STRG.4718.1:423-1310|+    -            296 25500at50557         -            513   1.1e-07   29.9   0.5   3   3   1.3e-06   6.7e-05   20.8   0.1    33   112    96   181    95   190 0.83 -
76755at50557_64793_0:0021c2|STRG.1211.1:129-1100|+     -            324 25500at50557         -            513   1.6e-07   29.4   1.6   1   3    0.0014     0.068   10.8   0.2   156   333    18   202     7   210 0.68 -
76755at50557_64793_0:0021c2|STRG.1211.1:129-1100|+     -            324 25500at50557         -            513   1.6e-07   29.4   1.6   2   3       1.5        73    0.8   0.0   226   468   225   250   215   274 0.54 -
76755at50557_64793_0:0021c2|STRG.1211.1:129-1100|+     -            324 25500at50557         -            513   1.6e-07   29.4   1.6   3   3   8.6e-05    0.0043   14.8   0.0   310   354   272   316   254   322 0.83 -
40115at50557_103372_0:0021d6|STRG.13166.2:3978-4955|+  -            326 25500at50557         -            513   1.8e-07   29.2   0.2   1   3   0.00063     0.031   11.9   0.0   297   356    18    75     5   101 0.87 -
40115at50557_103372_0:0021d6|STRG.13166.2:3978-4955|+  -            326 25500at50557         -            513   1.8e-07   29.2   0.2   2   3    0.0017     0.084   10.5   0.0   221   335   126   242   117   263 0.82 -
40115at50557_103372_0:0021d6|STRG.13166.2:3978-4955|+  -            326 25500at50557         -            513   1.8e-07   29.2   0.2   3   3      0.23        12    3.5   0.0   304   331   299   326   261   326 0.79 -
40115at50557_411798_0:002bfa|STRG.16114.1:1087-1872|+  -            262 25500at50557         -            513     2e-07   29.1   0.2   1   3    0.0054      0.27    8.9   0.2   305   354    22    71     6    90 0.82 -
40115at50557_411798_0:002bfa|STRG.16114.1:1087-1872|+  -            262 25500at50557         -            513     2e-07   29.1   0.2   2   3     0.033       1.6    6.3   0.0   438   471   101   135    84   144 0.67 -
40115at50557_411798_0:002bfa|STRG.16114.1:1087-1872|+  -            262 25500at50557         -            513     2e-07   29.1   0.2   3   3    0.0021      0.11   10.2   0.0    48   165   142   259   136   262 0.70 -
80377at50557_104688_0:000c4b|STRG.16082.2:190-741|+    -            184 25500at50557         -            513   2.1e-07   29.0   0.8   1   3      0.11       5.3    4.6   0.0   441   471    34    65    23    71 0.56 -
80377at50557_104688_0:000c4b|STRG.16082.2:190-741|+    -            184 25500at50557         -            513   2.1e-07   29.0   0.8   2   3   1.3e-05   0.00064   17.5   0.1   444   481    96   133    78   135 0.87 -
80377at50557_104688_0:000c4b|STRG.16082.2:190-741|+    -            184 25500at50557         -            513   2.1e-07   29.0   0.8   3   3     0.087       4.3    4.9   0.0   223   257   134   169   132   178 0.83 -
80377at50557_104688_0:000c4b|STRG.16082.3:190-741|+    -            184 25500at50557         -            513   2.1e-07   29.0   0.8   1   3      0.11       5.3    4.6   0.0   441   471    34    65    23    71 0.56 -
80377at50557_104688_0:000c4b|STRG.16082.3:190-741|+    -            184 25500at50557         -            513   2.1e-07   29.0   0.8   2   3   1.3e-05   0.00064   17.5   0.1   444   481    96   133    78   135 0.87 -
80377at50557_104688_0:000c4b|STRG.16082.3:190-741|+    -            184 25500at50557         -            513   2.1e-07   29.0   0.8   3   3     0.087       4.3    4.9   0.0   223   257   134   169   132   178 0.83 -
58729at50557_103372_0:00194e|STRG.940.1:143-1714|+     -            524 25500at50557         -            513   2.8e-07   28.6   0.2   1   1   1.3e-08   6.3e-07   27.4   0.1   137   332   119   317    88   330 0.79 -
25500at50557_121845_0:000041|STRG.12145.1:349-1062|+   -            238 25500at50557         -            513   3.2e-07   28.4   0.4   1   2       7.3   3.6e+02   -1.5   0.0   314   334     7    27     1    38 0.50 -
25500at50557_121845_0:000041|STRG.12145.1:349-1062|+   -            238 25500at50557         -            513   3.2e-07   28.4   0.4   2   2   1.4e-08   7.2e-07   27.2   0.1   140   312    42   225    37   238 0.71 -
43719at50557_456900_0:000a8d|STRG.10013.1:494-2578|+   -            695 25500at50557         -            513   3.9e-07   28.1   0.0   1   2   5.2e-07   2.6e-05   22.1   0.0   139   244    99   207    92   222 0.83 -
43719at50557_456900_0:000a8d|STRG.10013.1:494-2578|+   -            695 25500at50557         -            513   3.9e-07   28.1   0.0   2   2       2.6   1.3e+02    0.0   0.0   425   465   648   688   626   693 0.52 -
48053at50557_13249_0:0016bb|STRG.3351.1:750-1724|+     -            325 25500at50557         -            513   8.5e-07   27.0   0.1   1   3   0.00097     0.048   11.3   0.0   274   337    84   147    62   155 0.90 -
48053at50557_13249_0:0016bb|STRG.3351.1:750-1724|+     -            325 25500at50557         -            513   8.5e-07   27.0   0.1   2   3     0.022       1.1    6.8   0.0   192   253   170   230   158   246 0.77 -
48053at50557_13249_0:0016bb|STRG.3351.1:750-1724|+     -            325 25500at50557         -            513   8.5e-07   27.0   0.1   3   3     0.078       3.9    5.0   0.0   187   211   294   321   242   325 0.47 -
80377at50557_34740_0:001fa0|STRG.16082.1:128-676|+     -            183 25500at50557         -            513   1.2e-06   26.6   0.5   1   3       9.2   4.6e+02   -1.8   0.0   455   472    24    41    20    56 0.83 -
80377at50557_34740_0:001fa0|STRG.16082.1:128-676|+     -            183 25500at50557         -            513   1.2e-06   26.6   0.5   2   3      0.11       5.4    4.6   0.0   441   471    58    89    48    95 0.55 -
80377at50557_34740_0:001fa0|STRG.16082.1:128-676|+     -            183 25500at50557         -            513   1.2e-06   26.6   0.5   3   3   4.4e-06   0.00022   19.1   0.1   444   483   120   159   101   181 0.84 -
40115at50557_103372_0:0021d6|STRG.13166.3:3978-4988|+  -            337 25500at50557         -            513   1.2e-06   26.5   0.1   1   3   0.00066     0.033   11.9   0.0   297   356    18    75     5   101 0.87 -
40115at50557_103372_0:0021d6|STRG.13166.3:3978-4988|+  -            337 25500at50557         -            513   1.2e-06   26.5   0.1   2   3    0.0017     0.086   10.5   0.0   221   335   126   242   117   265 0.82 -
40115at50557_103372_0:0021d6|STRG.13166.3:3978-4988|+  -            337 25500at50557         -            513   1.2e-06   26.5   0.1   3   3       1.9        97    0.4   0.0   304   332   299   327   260   333 0.76 -
69548at50557_116153_0:002191|STRG.4014.1:466-1164|+    -            233 25500at50557         -            513   1.6e-06   26.1   0.0   1   3       4.6   2.3e+02   -0.8   0.0   399   426     6    33     2    48 0.73 -
69548at50557_116153_0:002191|STRG.4014.1:466-1164|+    -            233 25500at50557         -            513   1.6e-06   26.1   0.0   2   3   3.4e-05    0.0017   16.1   0.0   222   332    63   190    51   192 0.73 -
69548at50557_116153_0:002191|STRG.4014.1:466-1164|+    -            233 25500at50557         -            513   1.6e-06   26.1   0.0   3   3   0.00012    0.0062   14.3   0.0   137   205   158   231   111   233 0.79 -
69548at50557_116153_0:002191|STRG.4014.2:493-1191|+    -            233 25500at50557         -            513   1.6e-06   26.1   0.0   1   3       4.6   2.3e+02   -0.8   0.0   399   426     6    33     2    48 0.73 -
69548at50557_116153_0:002191|STRG.4014.2:493-1191|+    -            233 25500at50557         -            513   1.6e-06   26.1   0.0   2   3   3.4e-05    0.0017   16.1   0.0   222   332    63   190    51   192 0.73 -
69548at50557_116153_0:002191|STRG.4014.2:493-1191|+    -            233 25500at50557         -            513   1.6e-06   26.1   0.0   3   3   0.00012    0.0062   14.3   0.0   137   205   158   231   111   233 0.79 -
69548at50557_116153_0:002191|STRG.4014.3:640-1338|+    -            233 25500at50557         -            513   1.6e-06   26.1   0.0   1   3       4.6   2.3e+02   -0.8   0.0   399   426     6    33     2    48 0.73 -
69548at50557_116153_0:002191|STRG.4014.3:640-1338|+    -            233 25500at50557         -            513   1.6e-06   26.1   0.0   2   3   3.4e-05    0.0017   16.1   0.0   222   332    63   190    51   192 0.73 -
69548at50557_116153_0:002191|STRG.4014.3:640-1338|+    -            233 25500at50557         -            513   1.6e-06   26.1   0.0   3   3   0.00012    0.0062   14.3   0.0   137   205   158   231   111   233 0.79 -
69548at50557_116153_0:002191|STRG.4014.4:703-1401|+    -            233 25500at50557         -            513   1.6e-06   26.1   0.0   1   3       4.6   2.3e+02   -0.8   0.0   399   426     6    33     2    48 0.73 -
69548at50557_116153_0:002191|STRG.4014.4:703-1401|+    -            233 25500at50557         -            513   1.6e-06   26.1   0.0   2   3   3.4e-05    0.0017   16.1   0.0   222   332    63   190    51   192 0.73 -
69548at50557_116153_0:002191|STRG.4014.4:703-1401|+    -            233 25500at50557         -            513   1.6e-06   26.1   0.0   3   3   0.00012    0.0062   14.3   0.0   137   205   158   231   111   233 0.79 -
80377at50557_123851_0:001311|STRG.4282.1:494-1288|+    -            265 25500at50557         -            513   1.9e-06   25.8   0.2   1   2      0.42        21    2.6   0.0   448   472    12    36     3    47 0.86 -
80377at50557_123851_0:001311|STRG.4282.1:494-1288|+    -            265 25500at50557         -            513   1.9e-06   25.8   0.2   2   2   2.2e-06   0.00011   20.1   0.0   142   257   111   232   104   239 0.77 -
78072at50557_156304_0:001dd8|STRG.4182.1:1645-2361|+   -            239 25500at50557         -            513   3.6e-06   24.9   0.4   1   2   0.00014    0.0069   14.1   0.1   404   474     5    77     2   120 0.67 -
78072at50557_156304_0:001dd8|STRG.4182.1:1645-2361|+   -            239 25500at50557         -            513   3.6e-06   24.9   0.4   2   2    0.0029      0.15    9.7   0.0    23   121   115   221    94   231 0.71 -
78072at50557_156304_0:001dd8|STRG.4182.3:1821-2537|+   -            239 25500at50557         -            513   3.6e-06   24.9   0.4   1   2   0.00014    0.0069   14.1   0.1   404   474     5    77     2   120 0.67 -
78072at50557_156304_0:001dd8|STRG.4182.3:1821-2537|+   -            239 25500at50557         -            513   3.6e-06   24.9   0.4   2   2    0.0029      0.15    9.7   0.0    23   121   115   221    94   231 0.71 -
33043at50557_103372_0:000263|STRG.1342.1:112-2508|+    -            799 25500at50557         -            513   3.7e-06   24.9  12.9   1   3      0.18         9    3.8   0.1   277   472    81   139    16   156 0.60 -
33043at50557_103372_0:000263|STRG.1342.1:112-2508|+    -            799 25500at50557         -            513   3.7e-06   24.9  12.9   2   3    0.0096      0.48    8.0   2.8    62   358   117   438   105   456 0.65 -
33043at50557_103372_0:000263|STRG.1342.1:112-2508|+    -            799 25500at50557         -            513   3.7e-06   24.9  12.9   3   3   3.5e-05    0.0018   16.1   1.2   182   343   482   648   474   658 0.70 -
76755at50557_64793_0:0021c2|STRG.1211.2:14-848|+       -            273 25500at50557         -            513   4.7e-06   24.6   1.1   1   3     0.091       4.5    4.8   0.1   310   396     9    94     2   118 0.79 -
76755at50557_64793_0:0021c2|STRG.1211.2:14-848|+       -            273 25500at50557         -            513   4.7e-06   24.6   1.1   2   3       1.2        60    1.1   0.0   227   468   175   199   163   222 0.55 -
76755at50557_64793_0:0021c2|STRG.1211.2:14-848|+       -            273 25500at50557         -            513   4.7e-06   24.6   1.1   3   3   6.3e-05    0.0031   15.2   0.0   310   354   221   265   202   271 0.82 -
101659at50557_103372_0:00088b|STRG.5088.1:138-1730|+   -            531 25500at50557         -            513   6.9e-06   24.0   0.0   1   1   2.3e-07   1.1e-05   23.3   0.0   183   325   320   470   298   476 0.76 -
74508at50557_7394_0:0023c7|STRG.12727.1:260-1135|+     -            292 25500at50557         -            513   9.8e-06   23.5   0.6   1   3    0.0031      0.16    9.6   0.0   226   334    11   121     3   128 0.74 -
74508at50557_7394_0:0023c7|STRG.12727.1:260-1135|+     -            292 25500at50557         -            513   9.8e-06   23.5   0.6   2   3       1.3        62    1.1   0.0   235   291   143   206   125   225 0.57 -
74508at50557_7394_0:0023c7|STRG.12727.1:260-1135|+     -            292 25500at50557         -            513   9.8e-06   23.5   0.6   3   3    0.0025      0.13    9.9   0.1    49   109   225   284   216   290 0.76 -
