#                                                                                                             --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                         accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                 ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
63645at50557_34720_0:0006b0|STRG.13627.1:384-1424|+   -            347 63645at50557         -            280  6.5e-182  601.6   2.8   1   1  3.2e-183  3.7e-181  599.2   2.8     1   280    10   324    10   324 0.94 -
80377at50557_108931_0:002353|STRG.9836.2:1851-2471|+  -            207 63645at50557         -            280   0.00045   18.2   0.0   1   1     5e-06   0.00057   17.8   0.0   100   203    47   150    38   181 0.78 -
80377at50557_108931_0:002353|STRG.9836.3:2372-2992|+  -            207 63645at50557         -            280   0.00045   18.2   0.0   1   1     5e-06   0.00057   17.8   0.0   100   203    47   150    38   181 0.78 -
43553at50557_79782_0:002ee3|STRG.2177.1:267-1127|+    -            287 63645at50557         -            280   0.00046   18.2   3.4   1   3      0.52        61    1.4   0.0   221   257    10    45     2    58 0.79 -
43553at50557_79782_0:002ee3|STRG.2177.1:267-1127|+    -            287 63645at50557         -            280   0.00046   18.2   3.4   2   3      0.68        78    1.0   0.0   104   130    70    96    54   105 0.83 -
43553at50557_79782_0:002ee3|STRG.2177.1:267-1127|+    -            287 63645at50557         -            280   0.00046   18.2   3.4   3   3   0.00024     0.028   12.3   0.4    68   169   119   217   112   221 0.72 -
48053at50557_104421_0:0017a2|STRG.3533.1:31-1551|+    -            507 63645at50557         -            280   0.00046   18.2   1.6   1   4       0.6        69    1.2   0.0    95   131   227   263   218   277 0.75 -
48053at50557_104421_0:0017a2|STRG.3533.1:31-1551|+    -            507 63645at50557         -            280   0.00046   18.2   1.6   2   4      0.05       5.8    4.7   0.1   104   135   278   305   272   320 0.81 -
48053at50557_104421_0:0017a2|STRG.3533.1:31-1551|+    -            507 63645at50557         -            280   0.00046   18.2   1.6   3   4       3.2   3.7e+02   -1.2   0.0    60    83   306   329   303   336 0.82 -
48053at50557_104421_0:0017a2|STRG.3533.1:31-1551|+    -            507 63645at50557         -            280   0.00046   18.2   1.6   4   4    0.0034      0.39    8.5   0.0   155   251   367   461   361   487 0.69 -
78072at50557_79782_0:000650|STRG.16090.7:728-1375|+   -            216 63645at50557         -            280    0.0014   16.6   0.1   1   2   3.4e-05    0.0039   15.1   0.1   182   259     4    79     1    94 0.85 -
78072at50557_79782_0:000650|STRG.16090.7:728-1375|+   -            216 63645at50557         -            280    0.0014   16.6   0.1   2   2       4.3     5e+02   -1.7   0.0   136   178    88   127    80   133 0.72 -
40115at50557_7370_0:002473|STRG.851.2:242-1281|+      -            265 63645at50557         -            280    0.0022   16.0   1.4   1   2      0.11        13    3.6   0.0   223   257    45    78    38    83 0.82 -
40115at50557_7370_0:002473|STRG.851.2:242-1281|+      -            265 63645at50557         -            280    0.0022   16.0   1.4   2   2    0.0018       0.2    9.5   0.4   102   258   101   251    82   264 0.69 -
80377at50557_166361_0:002fc1|STRG.9790.1:511-1272|+   -            254 63645at50557         -            280    0.0038   15.1   0.1   1   2     0.012       1.4    6.7   0.1   219   253    16    48     7    60 0.75 -
80377at50557_166361_0:002fc1|STRG.9790.1:511-1272|+   -            254 63645at50557         -            280    0.0038   15.1   0.1   2   2     0.018       2.1    6.2   0.0   130   171   105   144    85   216 0.67 -
80377at50557_166361_0:002fc1|STRG.9790.2:511-1272|+   -            254 63645at50557         -            280    0.0038   15.1   0.1   1   2     0.012       1.4    6.7   0.1   219   253    16    48     7    60 0.75 -
80377at50557_166361_0:002fc1|STRG.9790.2:511-1272|+   -            254 63645at50557         -            280    0.0038   15.1   0.1   2   2     0.018       2.1    6.2   0.0   130   171   105   144    85   216 0.67 -
37475at50557_29031_0:002211|STRG.9531.3:673-1098|+    -            142 63645at50557         -            280    0.0045   14.9   1.3   1   2   0.00026     0.031   12.2   0.3   182   256     3    82     1    91 0.77 -
37475at50557_29031_0:002211|STRG.9531.3:673-1098|+    -            142 63645at50557         -            280    0.0045   14.9   1.3   2   2       4.6   5.3e+02   -1.7   0.0   220   249    89   118    84   125 0.73 -
43121at50557_7159_0:0008d1|STRG.3170.1:1074-1838|+    -            255 63645at50557         -            280    0.0054   14.6   1.3   1   3   0.00095      0.11   10.3   0.4   225   264     4    43     1    59 0.77 -
43121at50557_7159_0:0008d1|STRG.3170.1:1074-1838|+    -            255 63645at50557         -            280    0.0054   14.6   1.3   2   3       1.1   1.2e+02    0.3   0.0   109   154   130   175   124   195 0.85 -
43121at50557_7159_0:0008d1|STRG.3170.1:1074-1838|+    -            255 63645at50557         -            280    0.0054   14.6   1.3   3   3       1.3   1.6e+02    0.0   0.0   108   126   209   227   200   241 0.82 -
57752at50557_319348_0:00350b|STRG.9531.2:405-1064|+   -            220 63645at50557         -            280    0.0065   14.4   0.8   1   1   0.00064     0.074   10.9   0.5   181   257     8    89     6   105 0.77 -
40115at50557_77166_0:00051d|STRG.8742.2:0-308|+       -            103 63645at50557         -            280    0.0085   14.0   0.0   1   1   8.3e-05    0.0097   13.8   0.0   154   254     5   102     2   103 0.79 -
80377at50557_121845_0:0030d4|STRG.6377.1:283-858|+    -            192 63645at50557         -            280     0.011   13.6   0.1   1   1   0.00014     0.017   13.0   0.1   197   258    77   138    64   144 0.83 -
69548at50557_7375_0:00230f|STRG.9531.1:425-1069|+     -            215 63645at50557         -            280     0.011   13.6   1.0   1   1   0.00064     0.074   10.9   0.4   181   256     3    83     1    92 0.76 -
80377at50557_7091_0:0009ff|STRG.15860.1:411-995|+     -            195 63645at50557         -            280     0.011   13.6   0.2   1   2    0.0027      0.32    8.8   0.1   221   256    13    47    10    56 0.85 -
80377at50557_7091_0:0009ff|STRG.15860.1:411-995|+     -            195 63645at50557         -            280     0.011   13.6   0.2   2   2      0.17        19    3.0   0.0   154   232    77   153    53   178 0.61 -
80377at50557_7091_0:0009ff|STRG.15860.2:396-980|+     -            195 63645at50557         -            280     0.011   13.6   0.2   1   2    0.0027      0.32    8.8   0.1   221   256    13    47    10    56 0.85 -
80377at50557_7091_0:0009ff|STRG.15860.2:396-980|+     -            195 63645at50557         -            280     0.011   13.6   0.2   2   2      0.17        19    3.0   0.0   154   232    77   153    53   178 0.61 -
80377at50557_7091_0:0009ff|STRG.15860.3:342-926|+     -            195 63645at50557         -            280     0.011   13.6   0.2   1   2    0.0027      0.32    8.8   0.1   221   256    13    47    10    56 0.85 -
80377at50557_7091_0:0009ff|STRG.15860.3:342-926|+     -            195 63645at50557         -            280     0.011   13.6   0.2   2   2      0.17        19    3.0   0.0   154   232    77   153    53   178 0.61 -
80377at50557_7091_0:0009ff|STRG.15860.4:295-879|+     -            195 63645at50557         -            280     0.011   13.6   0.2   1   2    0.0027      0.32    8.8   0.1   221   256    13    47    10    56 0.85 -
80377at50557_7091_0:0009ff|STRG.15860.4:295-879|+     -            195 63645at50557         -            280     0.011   13.6   0.2   2   2      0.17        19    3.0   0.0   154   232    77   153    53   178 0.61 -
80377at50557_77166_0:002f29|STRG.12291.1:645-1487|+   -            281 63645at50557         -            280     0.014   13.3   0.0   1   3    0.0024      0.28    9.0   0.0   221   261    80   120    72   139 0.84 -
80377at50557_77166_0:002f29|STRG.12291.1:645-1487|+   -            281 63645at50557         -            280     0.014   13.3   0.0   2   3       4.7   5.5e+02   -1.8   0.0   217   258   124   164   117   171 0.69 -
80377at50557_77166_0:002f29|STRG.12291.1:645-1487|+   -            281 63645at50557         -            280     0.014   13.3   0.0   3   3      0.47        54    1.5   0.0   206   244   238   275   195   280 0.71 -
80377at50557_568069_0:004eea|STRG.3544.1:64-918|+     -            285 63645at50557         -            280     0.014   13.3   0.3   1   1   0.00026      0.03   12.2   0.2    96   197    58   151    42   210 0.80 -
42371at50557_520822_0:00190c|STRG.10436.2:510-2330|+  -            607 63645at50557         -            280     0.017   13.0   2.2   1   3     0.085       9.8    3.9   0.1   213   257   274   317   265   324 0.90 -
42371at50557_520822_0:00190c|STRG.10436.2:510-2330|+  -            607 63645at50557         -            280     0.017   13.0   2.2   2   3     0.052       6.1    4.6   0.0   205   257   309   365   298   372 0.69 -
42371at50557_520822_0:00190c|STRG.10436.2:510-2330|+  -            607 63645at50557         -            280     0.017   13.0   2.2   3   3     0.043         5    4.9   0.1   217   255   538   576   463   588 0.78 -
42371at50557_520822_0:00190c|STRG.10436.3:496-2337|+  -            607 63645at50557         -            280     0.017   13.0   2.2   1   3     0.085       9.8    3.9   0.1   213   257   274   317   265   324 0.90 -
42371at50557_520822_0:00190c|STRG.10436.3:496-2337|+  -            607 63645at50557         -            280     0.017   13.0   2.2   2   3     0.052       6.1    4.6   0.0   205   257   309   365   298   372 0.69 -
42371at50557_520822_0:00190c|STRG.10436.3:496-2337|+  -            607 63645at50557         -            280     0.017   13.0   2.2   3   3     0.043         5    4.9   0.1   217   255   538   576   463   588 0.78 -
42371at50557_520822_0:00190c|STRG.10436.1:510-2333|+  -            608 63645at50557         -            280     0.018   13.0   2.1   1   3     0.085       9.9    3.9   0.1   214   257   276   318   271   327 0.90 -
42371at50557_520822_0:00190c|STRG.10436.1:510-2333|+  -            608 63645at50557         -            280     0.018   13.0   2.1   2   3     0.037       4.3    5.1   0.1   204   257   309   366   292   377 0.70 -
42371at50557_520822_0:00190c|STRG.10436.1:510-2333|+  -            608 63645at50557         -            280     0.018   13.0   2.1   3   3     0.043         5    4.9   0.1   217   255   539   577   464   589 0.78 -
14512at50557_1218281_0:002752|STRG.13358.1:983-1363|+ -            127 63645at50557         -            280     0.026   12.4   0.0   1   1   0.00028     0.032   12.1   0.0   217   263    20    65     8    81 0.87 -
80377at50557_7222_0:00003c|STRG.3282.1:5-457|+        -            151 63645at50557         -            280     0.027   12.3   7.0   1   4      0.26        30    2.3   0.1   108   146     1    35     1    40 0.83 -
80377at50557_7222_0:00003c|STRG.3282.1:5-457|+        -            151 63645at50557         -            280     0.027   12.3   7.0   2   4    0.0082      0.95    7.3   0.7   106   140    41    71    37    99 0.72 -
80377at50557_7222_0:00003c|STRG.3282.1:5-457|+        -            151 63645at50557         -            280     0.027   12.3   7.0   3   4      0.35        41    1.9   0.1    94   123    72   100    66   119 0.73 -
80377at50557_7222_0:00003c|STRG.3282.1:5-457|+        -            151 63645at50557         -            280     0.027   12.3   7.0   4   4      0.11        13    3.5   0.1   100   120   119   139   111   147 0.85 -
34006at50557_520822_0:000571|STRG.11457.1:155-2122|+  -            656 63645at50557         -            280     0.052   11.4   0.3   1   3       0.5        58    1.4   0.0   206   263   167   223   143   227 0.81 -
34006at50557_520822_0:000571|STRG.11457.1:155-2122|+  -            656 63645at50557         -            280     0.052   11.4   0.3   2   3     0.016       1.9    6.3   0.0   216   257   278   319   260   335 0.85 -
34006at50557_520822_0:000571|STRG.11457.1:155-2122|+  -            656 63645at50557         -            280     0.052   11.4   0.3   3   3     0.019       2.2    6.1   0.1   217   257   279   319   276   394 0.74 -
78072at50557_37001_0:000457|STRG.6861.1:703-1293|+    -            197 63645at50557         -            280     0.064   11.1   1.8   1   2     0.028       3.3    5.5   0.2   182   257     2    74     1    87 0.76 -
78072at50557_37001_0:000457|STRG.6861.1:703-1293|+    -            197 63645at50557         -            280     0.064   11.1   1.8   2   2     0.036       4.2    5.1   0.1   225   257    92   124    81   135 0.74 -
31374at50557_217634_0:002f47|STRG.3281.1:31-246|+     -             72 63645at50557         -            280      0.14   10.1   2.8   1   2    0.0065      0.76    7.6   0.1   107   149    19    57     6    60 0.85 -
31374at50557_217634_0:002f47|STRG.3281.1:31-246|+     -             72 63645at50557         -            280      0.14   10.1   2.8   2   2      0.14        16    3.2   0.7   106   118    60    72    58    72 0.89 -
66691at50557_456900_0:002b0f|STRG.1398.1:336-1436|+   -            367 63645at50557         -            280      0.16    9.8   3.9   1   3    0.0026       0.3    8.9   0.1   221   256    48    82    16    91 0.87 -
66691at50557_456900_0:002b0f|STRG.1398.1:336-1436|+   -            367 63645at50557         -            280      0.16    9.8   3.9   2   3       5.2   6.1e+02   -1.9   0.0    61    78   152   169   141   180 0.74 -
66691at50557_456900_0:002b0f|STRG.1398.1:336-1436|+   -            367 63645at50557         -            280      0.16    9.8   3.9   3   3      0.67        78    1.0   0.0   225   263   326   362   264   365 0.81 -
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /data/projet1/projet_tutore/busco_downloads/lineages/insecta_odb10/hmms/63645at50557.hmm
# Target file:     annotation_analysis/annotation_gcf/T_zeteki/busco_output/run_insecta_odb10/metaeuk_output/initial_results/assembled_transcripts.fasta.modified.fas
# Option settings: hmmsearch --domtblout annotation_analysis/annotation_gcf/T_zeteki/busco_output/run_insecta_odb10/hmmer_output/initial_run_results/63645at50557.out --cpu 1 /data/projet1/projet_tutore/busco_downloads/lineages/insecta_odb10/hmms/63645at50557.hmm annotation_analysis/annotation_gcf/T_zeteki/busco_output/run_insecta_odb10/metaeuk_output/initial_results/assembled_transcripts.fasta.modified.fas 
# Current dir:     /data/projet1/projet_tutore
# Date:            Sun Dec  1 20:29:09 2024
# [ok]
