#                                                                                                              --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                          accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                  ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
28600at50557_520822_0:000c07|STRG.16357.1:661-2541|+   -            627 28600at50557         -            507  2.2e-241  800.9  16.5   1   1  1.4e-241  9.7e-240  795.5  16.5     1   497    10   609    10   620 0.87 -
104262at50557_13164_0:00360e|STRG.9955.2:1483-1995|+   -            171 28600at50557         -            507     0.018   12.8   0.0   1   1   0.00029      0.02   12.6   0.0    63   119    54   117    36   155 0.74 -
105221at50557_166361_0:00208a|STRG.13597.4:753-1076|+  -            108 28600at50557         -            507     0.019   12.7   0.9   1   2       1.3        88    0.5   0.1   428   446     4    22     1    35 0.67 -
105221at50557_166361_0:00208a|STRG.13597.4:753-1076|+  -            108 28600at50557         -            507     0.019   12.7   0.9   2   2    0.0009     0.062   10.9   0.2    75   148    24   105    17   107 0.73 -
119324at50557_454923_0:001f56|STRG.6209.4:201-500|+    -            100 28600at50557         -            507     0.026   12.2   0.0   1   2     0.023       1.6    6.3   0.0   163   188    21    46    10    66 0.68 -
119324at50557_454923_0:001f56|STRG.6209.4:201-500|+    -            100 28600at50557         -            507     0.026   12.2   0.0   2   2     0.055       3.8    5.1   0.0   148   188    59    96    46   100 0.62 -
119324at50557_609295_0:001eaf|STRG.2587.1:201-710|+    -            170 28600at50557         -            507     0.043   11.5   1.1   1   2       1.6   1.1e+02    0.3   0.0   281   307    24    50    12    62 0.83 -
119324at50557_609295_0:001eaf|STRG.2587.1:201-710|+    -            170 28600at50557         -            507     0.043   11.5   1.1   2   2    0.0031      0.21    9.2   0.3   167   210    92   137    73   158 0.69 -
104262at50557_6973_0:00268c|STRG.16692.1:417-943|+     -            170 28600at50557         -            507     0.078   10.6   0.0   1   2      0.38        26    2.3   0.0     3    23    13    33    11    44 0.83 -
104262at50557_6973_0:00268c|STRG.16692.1:417-943|+     -            170 28600at50557         -            507     0.078   10.6   0.0   2   2     0.019       1.3    6.6   0.0    99   145    80   127    53   147 0.71 -
104262at50557_6973_0:00268c|STRG.16692.2:504-1030|+    -            170 28600at50557         -            507     0.078   10.6   0.0   1   2      0.38        26    2.3   0.0     3    23    13    33    11    44 0.83 -
104262at50557_6973_0:00268c|STRG.16692.2:504-1030|+    -            170 28600at50557         -            507     0.078   10.6   0.0   2   2     0.019       1.3    6.6   0.0    99   145    80   127    53   147 0.71 -
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /data/projet1/projet_tutore/busco_downloads/lineages/insecta_odb10/hmms/28600at50557.hmm
# Target file:     annotation_analysis/annotation_gcf/T_zeteki/busco_output/run_insecta_odb10/metaeuk_output/initial_results/assembled_transcripts.fasta.modified.fas
# Option settings: hmmsearch --domtblout annotation_analysis/annotation_gcf/T_zeteki/busco_output/run_insecta_odb10/hmmer_output/initial_run_results/28600at50557.out --cpu 1 /data/projet1/projet_tutore/busco_downloads/lineages/insecta_odb10/hmms/28600at50557.hmm annotation_analysis/annotation_gcf/T_zeteki/busco_output/run_insecta_odb10/metaeuk_output/initial_results/assembled_transcripts.fasta.modified.fas 
# Current dir:     /data/projet1/projet_tutore
# Date:            Sun Dec  1 20:25:24 2024
# [ok]
