#                                                                                                              --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                          accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                  ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
84764at50557_13686_0:002310|STRG.13516.1:140-1153|+    -            338 84764at50557         -            287    5e-160  530.2   4.0   1   1  2.9e-160  4.7e-159  527.0   4.0     1   286     7   324     7   325 0.93 -
17813at50557_378494_0:006207|STRG.12695.3:978-1598|+   -            207 84764at50557         -            287   3.1e-21   74.7   0.1   1   1   2.2e-22   3.6e-21   74.5   0.1     4   191     8   200     5   205 0.85 -
57980at50557_104421_0:00216f|STRG.6760.3:131-847|+     -            239 84764at50557         -            287   3.7e-21   74.4   0.1   1   1   2.5e-22     4e-21   74.3   0.1    41   232    24   218     1   235 0.82 -
65033at50557_35570_0:001139|STRG.10498.1:222-1043|+    -            274 84764at50557         -            287   5.7e-21   73.8   0.1   1   1   4.6e-22   7.4e-21   73.5   0.1     8   193    28   215    21   225 0.80 -
65033at50557_35570_0:001139|STRG.10498.2:219-1040|+    -            274 84764at50557         -            287   5.7e-21   73.8   0.1   1   1   4.6e-22   7.4e-21   73.5   0.1     8   193    28   215    21   225 0.80 -
65033at50557_35570_0:001139|STRG.10498.3:213-1034|+    -            274 84764at50557         -            287   5.7e-21   73.8   0.1   1   1   4.6e-22   7.4e-21   73.5   0.1     8   193    28   215    21   225 0.80 -
65033at50557_35570_0:001139|STRG.10498.4:163-984|+     -            274 84764at50557         -            287   5.7e-21   73.8   0.1   1   1   4.6e-22   7.4e-21   73.5   0.1     8   193    28   215    21   225 0.80 -
65033at50557_39758_0:002fd0|STRG.10498.7:47-874|+      -            276 84764at50557         -            287   5.8e-21   73.8   0.1   1   1   4.7e-22   7.5e-21   73.4   0.1     8   193    31   218    24   228 0.80 -
65033at50557_35570_0:001139|STRG.10498.5:196-1035|+    -            280 84764at50557         -            287     6e-21   73.8   0.1   1   1     5e-22   7.9e-21   73.4   0.1     8   193    34   221    27   231 0.80 -
65033at50557_39758_0:002fd0|STRG.10498.6:63-905|+      -            281 84764at50557         -            287   6.1e-21   73.7   0.1   1   1     5e-22     8e-21   73.4   0.1     8   193    36   223    29   233 0.80 -
125117at50557_54969_0:0029cc|STRG.11956.2:460-1608|+   -            383 84764at50557         -            287   8.2e-21   73.3   0.0   1   1     7e-22   1.1e-20   72.9   0.0     4   211    12   225     9   234 0.84 -
125117at50557_54969_0:0029cc|STRG.11956.1:313-1587|+   -            425 84764at50557         -            287   1.1e-20   72.9   0.0   1   1   9.2e-22   1.5e-20   72.5   0.0     4   211    54   267    51   276 0.84 -
17813at50557_7397_0:001703|STRG.6836.1:1569-2468|+     -            300 84764at50557         -            287   1.4e-20   72.6   0.0   1   1   1.1e-21   1.7e-20   72.3   0.0     1   230    27   256    27   282 0.80 -
17813at50557_7397_0:001703|STRG.6836.2:1568-2467|+     -            300 84764at50557         -            287   1.4e-20   72.6   0.0   1   1   1.1e-21   1.7e-20   72.3   0.0     1   230    27   256    27   282 0.80 -
63962at50557_116153_0:001347|STRG.5106.2:479-1225|+    -            249 84764at50557         -            287   1.9e-20   72.1   0.0   1   1   1.8e-21   2.8e-20   71.6   0.0     8   200    14   209     9   221 0.82 -
63962at50557_441921_0:002083|STRG.3318.1:676-1845|+    -            390 84764at50557         -            287   2.6e-20   71.7   0.0   1   1   2.2e-21   3.5e-20   71.3   0.0     7   198    10   207     5   239 0.81 -
84764at50557_217634_0:0001b6|STRG.7839.1:1043-1684|+   -            214 84764at50557         -            287   2.6e-20   71.7   0.0   1   1   1.9e-21     3e-20   71.5   0.0     1   201     6   212     6   214 0.83 -
84764at50557_217634_0:0001b6|STRG.7839.2:1262-1903|+   -            214 84764at50557         -            287   2.6e-20   71.7   0.0   1   1   1.9e-21     3e-20   71.5   0.0     1   201     6   212     6   214 0.83 -
57980at50557_13249_0:00295e|STRG.5106.1:518-1346|+     -            253 84764at50557         -            287   3.2e-20   71.4   0.0   1   1   2.7e-21   4.3e-20   71.0   0.0     8   200     1   196     1   209 0.82 -
57980at50557_286706_0:000fec|STRG.16405.1:626-1477|+   -            284 84764at50557         -            287   5.9e-20   70.5   0.0   1   1   4.4e-21   6.9e-20   70.3   0.0    20   193    19   188     1   207 0.83 -
57980at50557_286706_0:000fec|STRG.16405.2:527-1378|+   -            284 84764at50557         -            287   5.9e-20   70.5   0.0   1   1   4.4e-21   6.9e-20   70.3   0.0    20   193    19   188     1   207 0.83 -
57980at50557_286706_0:000fec|STRG.16405.3:197-1048|+   -            284 84764at50557         -            287   5.9e-20   70.5   0.0   1   1   4.4e-21   6.9e-20   70.3   0.0    20   193    19   188     1   207 0.83 -
57980at50557_286706_0:000fec|STRG.8289.1:115-873|+     -            253 84764at50557         -            287   7.4e-20   70.2   0.0   1   1   5.8e-21   9.2e-20   69.9   0.0     6   192     5   192     1   214 0.88 -
57980at50557_286706_0:000fec|STRG.8289.2:115-873|+     -            253 84764at50557         -            287   7.4e-20   70.2   0.0   1   1   5.8e-21   9.2e-20   69.9   0.0     6   192     5   192     1   214 0.88 -
125117at50557_54969_0:0029cc|STRG.13184.1:372-1304|+   -            311 84764at50557         -            287   8.7e-20   69.9   0.0   1   1   6.7e-21   1.1e-19   69.7   0.0     2   221    10   233     9   254 0.82 -
125117at50557_54969_0:0029cc|STRG.4655.1:2174-3166|+   -            331 84764at50557         -            287   1.5e-19   69.2   0.0   1   1   1.2e-20   1.9e-19   68.8   0.0     5   204     9   212     5   221 0.78 -
125117at50557_54969_0:0029cc|STRG.4655.2:2282-3274|+   -            331 84764at50557         -            287   1.5e-19   69.2   0.0   1   1   1.2e-20   1.9e-19   68.8   0.0     5   204     9   212     5   221 0.78 -
125117at50557_54969_0:0029cc|STRG.5540.1:690-1775|+    -            362 84764at50557         -            287   1.6e-19   69.1   0.0   1   1   1.4e-20   2.2e-19   68.6   0.0     2   200    38   239    37   248 0.87 -
47at50557_43041_0:001354|STRG.9312.1:20358-25340|+     -           1661 84764at50557         -            287   1.7e-19   69.0   0.0   1   1   1.7e-20   2.6e-19   68.4   0.0     1   227  1124  1351  1122  1376 0.83 -
47at50557_43041_0:001354|STRG.9312.2:20118-25100|+     -           1661 84764at50557         -            287   1.7e-19   69.0   0.0   1   1   1.7e-20   2.6e-19   68.4   0.0     1   227  1124  1351  1122  1376 0.83 -
47at50557_43041_0:001354|STRG.9312.3:23172-28154|+     -           1661 84764at50557         -            287   1.7e-19   69.0   0.0   1   1   1.7e-20   2.6e-19   68.4   0.0     1   227  1124  1351  1122  1376 0.83 -
47at50557_43041_0:001354|STRG.9312.4:19911-24893|+     -           1661 84764at50557         -            287   1.7e-19   69.0   0.0   1   1   1.7e-20   2.6e-19   68.4   0.0     1   227  1124  1351  1122  1376 0.83 -
47at50557_43041_0:001354|STRG.9312.5:19917-24899|+     -           1661 84764at50557         -            287   1.7e-19   69.0   0.0   1   1   1.7e-20   2.6e-19   68.4   0.0     1   227  1124  1351  1122  1376 0.83 -
47at50557_43041_0:001354|STRG.9312.6:17291-22273|+     -           1661 84764at50557         -            287   1.7e-19   69.0   0.0   1   1   1.7e-20   2.6e-19   68.4   0.0     1   227  1124  1351  1122  1376 0.83 -
57980at50557_69004_0:0023c9|STRG.2948.1:105-929|+      -            275 84764at50557         -            287   2.3e-19   68.6   0.0   1   1   1.9e-20   2.9e-19   68.2   0.0     7   208    11   213     6   242 0.81 -
57980at50557_286706_0:000fec|STRG.11597.3:171-803|+    -            211 84764at50557         -            287   5.8e-19   67.3   0.0   1   1     4e-20   6.3e-19   67.1   0.0    49   211     1   167     1   204 0.78 -
57980at50557_28612_0:0052c4|STRG.5305.1:438-1184|+     -            249 84764at50557         -            287     9e-19   66.6   0.0   1   1   9.5e-20   1.5e-18   65.9   0.0     7   192     6   192     1   208 0.87 -
57980at50557_28612_0:0052c4|STRG.5305.2:464-1210|+     -            249 84764at50557         -            287     9e-19   66.6   0.0   1   1   9.5e-20   1.5e-18   65.9   0.0     7   192     6   192     1   208 0.87 -
84269at50557_7217_0:001194|STRG.15308.1:921-1691|+     -            257 84764at50557         -            287   1.4e-18   66.0   0.0   1   1   1.1e-19   1.7e-18   65.7   0.0     6   192    20   207    17   226 0.85 -
84269at50557_7217_0:001194|STRG.15308.3:1893-2663|+    -            257 84764at50557         -            287   1.4e-18   66.0   0.0   1   1   1.1e-19   1.7e-18   65.7   0.0     6   192    20   207    17   226 0.85 -
84269at50557_7217_0:001194|STRG.15308.4:2058-2828|+    -            257 84764at50557         -            287   1.4e-18   66.0   0.0   1   1   1.1e-19   1.7e-18   65.7   0.0     6   192    20   207    17   226 0.85 -
8547at50557_74869_0:0028a5|STRG.15308.1:948-1742|+     -            265 84764at50557         -            287   1.4e-18   66.0   0.0   1   1   1.1e-19   1.7e-18   65.7   0.0     6   192    11   198     8   231 0.86 -
8547at50557_74869_0:0028a5|STRG.15308.3:1920-2714|+    -            265 84764at50557         -            287   1.4e-18   66.0   0.0   1   1   1.1e-19   1.7e-18   65.7   0.0     6   192    11   198     8   231 0.86 -
8547at50557_74869_0:0028a5|STRG.15308.4:2085-2879|+    -            265 84764at50557         -            287   1.4e-18   66.0   0.0   1   1   1.1e-19   1.7e-18   65.7   0.0     6   192    11   198     8   231 0.86 -
125117at50557_54969_0:0029cc|STRG.3943.1:365-1423|+    -            353 84764at50557         -            287   1.4e-18   66.0   0.0   1   1   1.3e-19     2e-18   65.5   0.0     5   211    47   259    43   276 0.82 -
125117at50557_54969_0:0029cc|STRG.3943.2:364-1422|+    -            353 84764at50557         -            287   1.4e-18   66.0   0.0   1   1   1.3e-19     2e-18   65.5   0.0     5   211    47   259    43   276 0.82 -
8547at50557_45779_0:000864|STRG.15308.2:1142-2024|+    -            259 84764at50557         -            287   1.6e-18   65.8   0.0   1   1   1.3e-19     2e-18   65.5   0.0     6   192     5   192     3   226 0.86 -
63962at50557_110193_0:0022f8|STRG.13759.1:802-1644|+   -            281 84764at50557         -            287   2.8e-18   65.0   0.0   1   1   2.1e-19   3.4e-18   64.7   0.0     6   191    17   207    12   231 0.80 -
63962at50557_110193_0:0022f8|STRG.13759.2:828-1670|+   -            281 84764at50557         -            287   2.8e-18   65.0   0.0   1   1   2.1e-19   3.4e-18   64.7   0.0     6   191    17   207    12   231 0.80 -
8547at50557_74869_0:0028a5|STRG.2422.2:1156-1950|+     -            265 84764at50557         -            287     3e-18   64.9   0.2   1   2   2.5e-15     4e-14   51.4   0.3     8   150     2   144     1   161 0.85 -
8547at50557_74869_0:0028a5|STRG.2422.2:1156-1950|+     -            265 84764at50557         -            287     3e-18   64.9   0.2   2   2    0.0028     0.044   11.8   0.0   152   212   168   232   156   246 0.75 -
8547at50557_74869_0:0028a5|STRG.2422.3:1478-2272|+     -            265 84764at50557         -            287     3e-18   64.9   0.2   1   2   2.5e-15     4e-14   51.4   0.3     8   150     2   144     1   161 0.85 -
8547at50557_74869_0:0028a5|STRG.2422.3:1478-2272|+     -            265 84764at50557         -            287     3e-18   64.9   0.2   2   2    0.0028     0.044   11.8   0.0   152   212   168   232   156   246 0.75 -
8547at50557_74869_0:0028a5|STRG.2422.4:1682-2476|+     -            265 84764at50557         -            287     3e-18   64.9   0.2   1   2   2.5e-15     4e-14   51.4   0.3     8   150     2   144     1   161 0.85 -
8547at50557_74869_0:0028a5|STRG.2422.4:1682-2476|+     -            265 84764at50557         -            287     3e-18   64.9   0.2   2   2    0.0028     0.044   11.8   0.0   152   212   168   232   156   246 0.75 -
125117at50557_54969_0:0029cc|STRG.13720.1:819-1943|+   -            375 84764at50557         -            287   4.1e-18   64.5   0.0   1   1   3.3e-19   5.2e-18   64.1   0.0     2   201    52   256    51   276 0.82 -
125117at50557_54969_0:0029cc|STRG.13720.2:906-2030|+   -            375 84764at50557         -            287   4.1e-18   64.5   0.0   1   1   3.3e-19   5.2e-18   64.1   0.0     2   201    52   256    51   276 0.82 -
125117at50557_54969_0:0029cc|STRG.13720.3:868-1992|+   -            375 84764at50557         -            287   4.1e-18   64.5   0.0   1   1   3.3e-19   5.2e-18   64.1   0.0     2   201    52   256    51   276 0.82 -
125117at50557_54969_0:0029cc|STRG.13720.4:795-1919|+   -            375 84764at50557         -            287   4.1e-18   64.5   0.0   1   1   3.3e-19   5.2e-18   64.1   0.0     2   201    52   256    51   276 0.82 -
125117at50557_54969_0:0029cc|STRG.13720.5:451-1575|+   -            375 84764at50557         -            287   4.1e-18   64.5   0.0   1   1   3.3e-19   5.2e-18   64.1   0.0     2   201    52   256    51   276 0.82 -
17813at50557_103372_0:00172b|STRG.9218.1:544-3234|+    -            897 84764at50557         -            287   4.2e-18   64.4   0.0   1   1   4.7e-19   7.4e-18   63.6   0.0     4   232    30   260    27   269 0.85 -
17813at50557_103372_0:00172b|STRG.9218.2:284-2974|+    -            897 84764at50557         -            287   4.2e-18   64.4   0.0   1   1   4.7e-19   7.4e-18   63.6   0.0     4   232    30   260    27   269 0.85 -
17813at50557_103372_0:00172b|STRG.9218.3:685-3375|+    -            897 84764at50557         -            287   4.2e-18   64.4   0.0   1   1   4.7e-19   7.4e-18   63.6   0.0     4   232    30   260    27   269 0.85 -
17813at50557_103372_0:00172b|STRG.9218.4:153-2843|+    -            897 84764at50557         -            287   4.2e-18   64.4   0.0   1   1   4.7e-19   7.4e-18   63.6   0.0     4   232    30   260    27   269 0.85 -
63962at50557_286706_0:0004e9|STRG.5869.1:291-1139|+    -            283 84764at50557         -            287   5.8e-18   64.0   0.0   1   1   4.6e-19   7.3e-18   63.6   0.0     2   196    10   203     9   238 0.82 -
57980at50557_211228_0:0018dc|STRG.4411.4:253-1017|+    -            255 84764at50557         -            287   1.2e-17   62.9   0.0   1   1   9.4e-19   1.5e-17   62.6   0.0    26   197    21   196     5   231 0.79 -
84764at50557_69319_0:000569|STRG.2897.10:1145-2128|+   -            328 84764at50557         -            287   1.2e-17   62.9   0.3   1   1   1.3e-17     2e-16   58.9   0.3     1   220     1   241     1   256 0.72 -
84764at50557_69319_0:000569|STRG.2897.11:807-1790|+    -            328 84764at50557         -            287   1.2e-17   62.9   0.3   1   1   1.3e-17     2e-16   58.9   0.3     1   220     1   241     1   256 0.72 -
84764at50557_69319_0:000569|STRG.2897.12:1176-2159|+   -            328 84764at50557         -            287   1.2e-17   62.9   0.3   1   1   1.3e-17     2e-16   58.9   0.3     1   220     1   241     1   256 0.72 -
84764at50557_69319_0:000569|STRG.2897.13:1370-2353|+   -            328 84764at50557         -            287   1.2e-17   62.9   0.3   1   1   1.3e-17     2e-16   58.9   0.3     1   220     1   241     1   256 0.72 -
84764at50557_69319_0:000569|STRG.2897.2:790-1773|+     -            328 84764at50557         -            287   1.2e-17   62.9   0.3   1   1   1.3e-17     2e-16   58.9   0.3     1   220     1   241     1   256 0.72 -
84764at50557_69319_0:000569|STRG.2897.5:3781-4764|+    -            328 84764at50557         -            287   1.2e-17   62.9   0.3   1   1   1.3e-17     2e-16   58.9   0.3     1   220     1   241     1   256 0.72 -
84764at50557_69319_0:000569|STRG.2897.7:3098-4081|+    -            328 84764at50557         -            287   1.2e-17   62.9   0.3   1   1   1.3e-17     2e-16   58.9   0.3     1   220     1   241     1   256 0.72 -
84764at50557_286706_0:000034|STRG.2897.1:1176-2153|+   -            326 84764at50557         -            287   1.2e-17   62.9   0.3   1   2   1.9e-08     3e-07   28.8   0.2     1   131     1   136     1   142 0.76 -
84764at50557_286706_0:000034|STRG.2897.1:1176-2153|+   -            326 84764at50557         -            287   1.2e-17   62.9   0.3   2   2     2e-09   3.1e-08   32.0   0.0   137   220   166   246   154   261 0.84 -
57980at50557_7493_0:0030d1|STRG.4411.1:403-1128|+      -            242 84764at50557         -            287   1.4e-17   62.7   0.0   1   1   1.1e-18   1.8e-17   62.4   0.0    26   194    21   192     5   209 0.79 -
57980at50557_7493_0:0030d1|STRG.4411.2:402-1127|+      -            242 84764at50557         -            287   1.4e-17   62.7   0.0   1   1   1.1e-18   1.8e-17   62.4   0.0    26   194    21   192     5   209 0.79 -
57980at50557_7493_0:0030d1|STRG.4411.3:253-978|+       -            242 84764at50557         -            287   1.4e-17   62.7   0.0   1   1   1.1e-18   1.8e-17   62.4   0.0    26   194    21   192     5   209 0.79 -
84269at50557_286706_0:002294|STRG.6028.5:233-1096|+    -            288 84764at50557         -            287   1.6e-17   62.5   0.1   1   2       0.1       1.6    6.7   0.1     8    60     9    62     3    78 0.81 -
84269at50557_286706_0:002294|STRG.6028.5:233-1096|+    -            288 84764at50557         -            287   1.6e-17   62.5   0.1   2   2   4.4e-16     7e-15   53.9   0.0    55   202    83   232    75   275 0.82 -
57980at50557_456900_0:001387|STRG.6891.4:184-822|+     -            213 84764at50557         -            287   1.7e-17   62.4   0.1   1   1   1.2e-18   1.9e-17   62.3   0.1     1   171    22   198    22   213 0.78 -
63962at50557_7539_0:002c1b|STRG.11002.1:583-1383|+     -            267 84764at50557         -            287   2.6e-17   61.8   0.1   1   1   2.1e-18   3.3e-17   61.5   0.1     3   193     4   195     2   206 0.85 -
63962at50557_7539_0:002c1b|STRG.11002.2:623-1423|+     -            267 84764at50557         -            287   2.6e-17   61.8   0.1   1   1   2.1e-18   3.3e-17   61.5   0.1     3   193     4   195     2   206 0.85 -
57980at50557_7536_0:003723|STRG.13846.1:373-1221|+     -            283 84764at50557         -            287   2.7e-17   61.8   0.0   1   1   4.8e-18   7.6e-17   60.3   0.0    56   213    80   239    76   272 0.82 -
57980at50557_7237_0:0026c2|STRG.15411.1:1502-2323|+    -            274 84764at50557         -            287   3.3e-17   61.5   0.0   1   1   2.5e-18     4e-17   61.2   0.0     8   192     2   209     1   244 0.76 -
57980at50557_7237_0:0026c2|STRG.15411.2:3067-3888|+    -            274 84764at50557         -            287   3.3e-17   61.5   0.0   1   1   2.5e-18     4e-17   61.2   0.0     8   192     2   209     1   244 0.76 -
57980at50557_7237_0:0026c2|STRG.15411.3:2190-3011|+    -            274 84764at50557         -            287   3.3e-17   61.5   0.0   1   1   2.5e-18     4e-17   61.2   0.0     8   192     2   209     1   244 0.76 -
57980at50557_7237_0:0026c2|STRG.15411.4:2853-3674|+    -            274 84764at50557         -            287   3.3e-17   61.5   0.0   1   1   2.5e-18     4e-17   61.2   0.0     8   192     2   209     1   244 0.76 -
57980at50557_7237_0:0026c2|STRG.15411.5:2073-2894|+    -            274 84764at50557         -            287   3.3e-17   61.5   0.0   1   1   2.5e-18     4e-17   61.2   0.0     8   192     2   209     1   244 0.76 -
57980at50557_7237_0:0026c2|STRG.15411.6:1491-2312|+    -            274 84764at50557         -            287   3.3e-17   61.5   0.0   1   1   2.5e-18     4e-17   61.2   0.0     8   192     2   209     1   244 0.76 -
57980at50557_7237_0:0026c2|STRG.15411.7:2042-2863|+    -            274 84764at50557         -            287   3.3e-17   61.5   0.0   1   1   2.5e-18     4e-17   61.2   0.0     8   192     2   209     1   244 0.76 -
125117at50557_54969_0:0029cc|STRG.7957.1:1377-2363|+   -            329 84764at50557         -            287   3.7e-17   61.3   0.0   1   1     3e-18   4.8e-17   61.0   0.0     3   206    12   220    10   234 0.80 -
125117at50557_54969_0:0029cc|STRG.7957.2:2287-3273|+   -            329 84764at50557         -            287   3.7e-17   61.3   0.0   1   1     3e-18   4.8e-17   61.0   0.0     3   206    12   220    10   234 0.80 -
125117at50557_54969_0:0029cc|STRG.7957.4:2326-3312|+   -            329 84764at50557         -            287   3.7e-17   61.3   0.0   1   1     3e-18   4.8e-17   61.0   0.0     3   206    12   220    10   234 0.80 -
57980at50557_54969_0:001077|STRG.11707.2:131-775|+     -            215 84764at50557         -            287   5.6e-17   60.7   0.0   1   1   4.4e-18   6.9e-17   60.4   0.0   110   204    26   120     3   138 0.83 -
57980at50557_54969_0:001077|STRG.11707.6:689-1348|+    -            220 84764at50557         -            287   5.9e-17   60.7   0.0   1   1   4.6e-18   7.4e-17   60.3   0.0   110   204    26   120     3   138 0.83 -
57980at50557_28612_0:0052c4|STRG.9793.10:74-982|+      -            303 84764at50557         -            287   6.1e-17   60.6   0.0   1   1   5.1e-18   8.1e-17   60.2   0.0     6   196     9   203     4   218 0.75 -
57980at50557_28612_0:0052c4|STRG.9793.12:74-982|+      -            303 84764at50557         -            287   6.1e-17   60.6   0.0   1   1   5.1e-18   8.1e-17   60.2   0.0     6   196     9   203     4   218 0.75 -
57980at50557_28612_0:0052c4|STRG.9793.3:74-982|+       -            303 84764at50557         -            287   6.1e-17   60.6   0.0   1   1   5.1e-18   8.1e-17   60.2   0.0     6   196     9   203     4   218 0.75 -
57980at50557_28612_0:0052c4|STRG.9793.4:74-982|+       -            303 84764at50557         -            287   6.1e-17   60.6   0.0   1   1   5.1e-18   8.1e-17   60.2   0.0     6   196     9   203     4   218 0.75 -
57980at50557_28612_0:0052c4|STRG.9793.5:74-982|+       -            303 84764at50557         -            287   6.1e-17   60.6   0.0   1   1   5.1e-18   8.1e-17   60.2   0.0     6   196     9   203     4   218 0.75 -
57980at50557_28612_0:0052c4|STRG.9793.6:68-976|+       -            303 84764at50557         -            287   6.1e-17   60.6   0.0   1   1   5.1e-18   8.1e-17   60.2   0.0     6   196     9   203     4   218 0.75 -
57980at50557_28612_0:0052c4|STRG.9793.9:74-982|+       -            303 84764at50557         -            287   6.1e-17   60.6   0.0   1   1   5.1e-18   8.1e-17   60.2   0.0     6   196     9   203     4   218 0.75 -
57980at50557_28612_0:0052c4|STRG.9793.11:68-994|+      -            309 84764at50557         -            287   6.4e-17   60.5   0.0   1   1   5.4e-18   8.6e-17   60.1   0.0     6   196     9   203     4   218 0.75 -
57980at50557_28612_0:0052c4|STRG.9793.7:68-994|+       -            309 84764at50557         -            287   6.4e-17   60.5   0.0   1   1   5.4e-18   8.6e-17   60.1   0.0     6   196     9   203     4   218 0.75 -
57980at50557_28612_0:0052c4|STRG.9793.8:68-994|+       -            309 84764at50557         -            287   6.4e-17   60.5   0.0   1   1   5.4e-18   8.6e-17   60.1   0.0     6   196     9   203     4   218 0.75 -
84764at50557_286706_0:000034|STRG.2897.9:2963-3952|+   -            330 84764at50557         -            287     7e-17   60.4   0.2   1   2   9.2e-08   1.5e-06   26.5   0.1     5   131     9   140     5   165 0.77 -
84764at50557_286706_0:000034|STRG.2897.9:2963-3952|+   -            330 84764at50557         -            287     7e-17   60.4   0.2   2   2   2.1e-09   3.3e-08   31.9   0.0   137   220   170   250   161   265 0.84 -
57980at50557_224129_0:002c37|STRG.6837.1:413-979|+     -            189 84764at50557         -            287   8.1e-17   60.2   0.0   1   1   9.2e-18   1.5e-16   59.4   0.0    11   192     7   187     1   188 0.74 -
125117at50557_54969_0:0029cc|STRG.7061.1:878-1801|+    -            308 84764at50557         -            287   8.8e-17   60.1   0.1   1   1   1.8e-17   2.8e-16   58.4   0.1     2   200     2   217     1   243 0.74 -
125117at50557_54969_0:0029cc|STRG.7061.2:878-1801|+    -            308 84764at50557         -            287   8.8e-17   60.1   0.1   1   1   1.8e-17   2.8e-16   58.4   0.1     2   200     2   217     1   243 0.74 -
57980at50557_7038_0:000334|STRG.6837.2:370-1146|+      -            259 84764at50557         -            287   1.1e-16   59.8   0.0   1   1   1.3e-17   2.1e-16   58.8   0.0     8   192    12   198    10   206 0.74 -
57980at50557_7038_0:000334|STRG.6837.3:360-1136|+      -            259 84764at50557         -            287   1.1e-16   59.8   0.0   1   1   1.3e-17   2.1e-16   58.8   0.0     8   192    12   198    10   206 0.74 -
125117at50557_54969_0:0029cc|STRG.7717.1:1168-2097|+   -            310 84764at50557         -            287   1.1e-16   59.7   0.0   1   1   1.1e-17   1.7e-16   59.1   0.0    43   196    43   195     4   211 0.79 -
8547at50557_45779_0:000864|STRG.14463.1:2352-3182|+    -            277 84764at50557         -            287   1.2e-16   59.7   0.0   1   1   3.1e-17   4.9e-16   57.6   0.0     7   191    14   218     9   221 0.72 -
8547at50557_45779_0:000864|STRG.14463.2:1555-2385|+    -            277 84764at50557         -            287   1.2e-16   59.7   0.0   1   1   3.1e-17   4.9e-16   57.6   0.0     7   191    14   218     9   221 0.72 -
57980at50557_7220_0:000304|STRG.9920.1:436-1302|+      -            289 84764at50557         -            287     2e-16   58.9   0.0   1   1   1.6e-17   2.6e-16   58.6   0.0     8   192    11   205     5   226 0.85 -
125117at50557_54969_0:0029cc|STRG.8280.1:1784-2692|+   -            303 84764at50557         -            287     2e-16   58.9   0.0   1   1   1.7e-17   2.8e-16   58.5   0.0     5   197    11   207     7   215 0.80 -
125117at50557_54969_0:0029cc|STRG.8280.3:4507-5415|+   -            303 84764at50557         -            287     2e-16   58.9   0.0   1   1   1.7e-17   2.8e-16   58.5   0.0     5   197    11   207     7   215 0.80 -
125117at50557_54969_0:0029cc|STRG.8280.4:4609-5517|+   -            303 84764at50557         -            287     2e-16   58.9   0.0   1   1   1.7e-17   2.8e-16   58.5   0.0     5   197    11   207     7   215 0.80 -
125117at50557_54969_0:0029cc|STRG.8280.5:457-1365|+    -            303 84764at50557         -            287     2e-16   58.9   0.0   1   1   1.7e-17   2.8e-16   58.5   0.0     5   197    11   207     7   215 0.80 -
17813at50557_378494_0:006207|STRG.13087.2:997-1578|+   -            194 84764at50557         -            287   2.5e-16   58.6   0.0   1   1   5.7e-17     9e-16   56.8   0.0     4   192    12   189     9   193 0.88 -
17813at50557_378494_0:006207|STRG.13087.4:862-1443|+   -            194 84764at50557         -            287   2.5e-16   58.6   0.0   1   1   5.7e-17     9e-16   56.8   0.0     4   192    12   189     9   193 0.88 -
17813at50557_378494_0:006207|STRG.13087.5:871-1452|+   -            194 84764at50557         -            287   2.5e-16   58.6   0.0   1   1   5.7e-17     9e-16   56.8   0.0     4   192    12   189     9   193 0.88 -
17813at50557_378494_0:006207|STRG.13087.6:871-1452|+   -            194 84764at50557         -            287   2.5e-16   58.6   0.0   1   1   5.7e-17     9e-16   56.8   0.0     4   192    12   189     9   193 0.88 -
17813at50557_378494_0:006207|STRG.13087.8:837-1418|+   -            194 84764at50557         -            287   2.5e-16   58.6   0.0   1   1   5.7e-17     9e-16   56.8   0.0     4   192    12   189     9   193 0.88 -
17813at50557_378494_0:006207|STRG.13087.9:804-1385|+   -            194 84764at50557         -            287   2.5e-16   58.6   0.0   1   1   5.7e-17     9e-16   56.8   0.0     4   192    12   189     9   193 0.88 -
84764at50557_286706_0:000034|STRG.2897.8:637-1593|+    -            319 84764at50557         -            287   2.9e-16   58.4   0.2   1   2     4e-07   6.4e-06   24.5   0.1     8   131     1   129     1   153 0.77 -
84764at50557_286706_0:000034|STRG.2897.8:637-1593|+    -            319 84764at50557         -            287   2.9e-16   58.4   0.2   2   2     2e-09   3.1e-08   32.0   0.0   137   220   159   239   150   254 0.84 -
84764at50557_69319_0:000569|STRG.2897.3:2518-3480|+    -            321 84764at50557         -            287     3e-16   58.4   0.2   1   1   3.1e-16   4.9e-15   54.4   0.2     8   220     1   234     1   249 0.72 -
84764at50557_69319_0:000569|STRG.2897.4:2860-3822|+    -            321 84764at50557         -            287     3e-16   58.4   0.2   1   1   3.1e-16   4.9e-15   54.4   0.2     8   220     1   234     1   249 0.72 -
84764at50557_69319_0:000569|STRG.2897.6:629-1591|+     -            321 84764at50557         -            287     3e-16   58.4   0.2   1   1   3.1e-16   4.9e-15   54.4   0.2     8   220     1   234     1   249 0.72 -
17813at50557_378494_0:006207|STRG.13087.10:421-969|+   -            183 84764at50557         -            287   3.5e-16   58.1   0.0   1   1   8.2e-17   1.3e-15   56.3   0.0     5   192     2   178     1   180 0.87 -
