#                                                                                                              --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                          accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                  ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
83902at50557_13686_0:0017a1|STRG.12660.1:0-851|+       -            284 83902at50557         -            211  3.7e-106  352.4  11.3   1   1  2.1e-107  1.6e-105  350.3  11.3     1   211    15   256    15   256 0.93 -
8280at50557_103372_0:001996|STRG.11738.1:460-4302|+    -           1281 83902at50557         -            211   3.9e-29  100.7  60.4   8  12     2e-06   0.00016   20.3   2.5    96   178   702   790   672   793 0.78 -
8280at50557_103372_0:001996|STRG.11738.1:460-4302|+    -           1281 83902at50557         -            211   3.9e-29  100.7  60.4   9  12    0.0004      0.03   12.9   0.2   136   180   771   816   766   820 0.86 -
8280at50557_103372_0:001996|STRG.11738.1:460-4302|+    -           1281 83902at50557         -            211   3.9e-29  100.7  60.4  10  12   1.6e-05    0.0012   17.4   1.2    34   130   799   907   787   914 0.66 -
8280at50557_103372_0:001996|STRG.11738.1:460-4302|+    -           1281 83902at50557         -            211   3.9e-29  100.7  60.4  11  12   7.7e-07   5.9e-05   21.7   5.7    34   198   822  1011   816  1025 0.72 -
8280at50557_103372_0:001996|STRG.11738.1:460-4302|+    -           1281 83902at50557         -            211   3.9e-29  100.7  60.4  12  12   0.00013    0.0097   14.5   1.3    26    86   937   998   934  1110 0.78 -
54603at50557_224129_0:0029b4|STRG.12557.1:97-1227|+    -            377 83902at50557         -            211   4.2e-29  100.6  25.5   1   4    0.0001    0.0079   14.8   0.2   140   185     9    54     4    73 0.81 -
54603at50557_224129_0:0029b4|STRG.12557.1:97-1227|+    -            377 83902at50557         -            211   4.2e-29  100.6  25.5   2   4   3.9e-07     3e-05   22.7   1.4    23    75    69   121    57   129 0.87 -
54603at50557_224129_0:0029b4|STRG.12557.1:97-1227|+    -            377 83902at50557         -            211   4.2e-29  100.6  25.5   3   4   4.3e-06   0.00033   19.3   1.0    34    87   127   178   122   181 0.80 -
54603at50557_224129_0:0029b4|STRG.12557.1:97-1227|+    -            377 83902at50557         -            211   4.2e-29  100.6  25.5   4   4   2.9e-17   2.2e-15   55.8   6.8    33   184   173   337   171   346 0.84 -
25718at50557_219809_0:00105d|STRG.13708.1:327-2951|+   -            875 83902at50557         -            211   2.7e-26   91.5  49.5   1   8       1.6   1.3e+02    1.0   0.1   120   180    98   166    89   171 0.61 -
25718at50557_219809_0:00105d|STRG.13708.1:327-2951|+   -            875 83902at50557         -            211   2.7e-26   91.5  49.5   2   8   1.1e-07   8.1e-06   24.5   0.3    32   132   171   281   166   288 0.85 -
25718at50557_219809_0:00105d|STRG.13708.1:327-2951|+   -            875 83902at50557         -            211   2.7e-26   91.5  49.5   3   8    0.0004     0.031   12.9   0.3    27    71   333   378   316   387 0.82 -
25718at50557_219809_0:00105d|STRG.13708.1:327-2951|+   -            875 83902at50557         -            211   2.7e-26   91.5  49.5   4   8   3.2e-10   2.4e-08   32.8   4.1    23   156   401   544   380   547 0.80 -
25718at50557_219809_0:00105d|STRG.13708.1:327-2951|+   -            875 83902at50557         -            211   2.7e-26   91.5  49.5   5   8   2.2e-06   0.00017   20.2   2.5    67   175   521   638   519   643 0.84 -
25718at50557_219809_0:00105d|STRG.13708.1:327-2951|+   -            875 83902at50557         -            211   2.7e-26   91.5  49.5   6   8    0.0015      0.11   11.0   2.0    88   141   642   695   635   718 0.83 -
25718at50557_219809_0:00105d|STRG.13708.1:327-2951|+   -            875 83902at50557         -            211   2.7e-26   91.5  49.5   7   8    0.0049      0.37    9.3   0.1    33    71   752   791   729   801 0.81 -
25718at50557_219809_0:00105d|STRG.13708.1:327-2951|+   -            875 83902at50557         -            211   2.7e-26   91.5  49.5   8   8    0.0045      0.34    9.4   1.1    20    68   791   837   787   847 0.81 -
25718at50557_34720_0:000a06|STRG.4050.3:282-3287|+     -           1002 83902at50557         -            211   5.2e-26   90.5  44.3   1   7     0.037       2.8    6.4   2.8    32   172    99   254    81   259 0.66 -
25718at50557_34720_0:000a06|STRG.4050.3:282-3287|+     -           1002 83902at50557         -            211   5.2e-26   90.5  44.3   2   7   0.00033     0.025   13.1   0.9    69   178   267   386   205   387 0.66 -
25718at50557_34720_0:000a06|STRG.4050.3:282-3287|+     -           1002 83902at50557         -            211   5.2e-26   90.5  44.3   3   7   2.6e-09     2e-07   29.8   4.6    42   181   358   509   344   517 0.82 -
25718at50557_34720_0:000a06|STRG.4050.3:282-3287|+     -           1002 83902at50557         -            211   5.2e-26   90.5  44.3   4   7   2.4e-07   1.9e-05   23.4   2.9    38   183   495   654   491   662 0.82 -
25718at50557_34720_0:000a06|STRG.4050.3:282-3287|+     -           1002 83902at50557         -            211   5.2e-26   90.5  44.3   5   7   6.2e-06   0.00048   18.8   0.9    97   175   659   741   653   749 0.81 -
25718at50557_34720_0:000a06|STRG.4050.3:282-3287|+     -           1002 83902at50557         -            211   5.2e-26   90.5  44.3   6   7   1.7e-06   0.00013   20.6   2.8    52   175   756   885   737   888 0.82 -
25718at50557_34720_0:000a06|STRG.4050.3:282-3287|+     -           1002 83902at50557         -            211   5.2e-26   90.5  44.3   7   7   1.3e-06    0.0001   20.9   0.5    55   191   807   947   804   956 0.75 -
25718at50557_34720_0:000a06|STRG.4050.5:431-4768|+     -           1446 83902at50557         -            211   7.8e-25   86.7  43.5   1   6     0.038       2.9    6.4   2.3    32   172    99   254    77   260 0.67 -
25718at50557_34720_0:000a06|STRG.4050.5:431-4768|+     -           1446 83902at50557         -            211   7.8e-25   86.7  43.5   2   6   0.00056     0.043   12.4   0.7    69   178   267   386   217   387 0.66 -
25718at50557_34720_0:000a06|STRG.4050.5:431-4768|+     -           1446 83902at50557         -            211   7.8e-25   86.7  43.5   3   6   2.7e-09   2.1e-07   29.7   4.3    41   182   357   510   343   522 0.82 -
25718at50557_34720_0:000a06|STRG.4050.5:431-4768|+     -           1446 83902at50557         -            211   7.8e-25   86.7  43.5   4   6   6.8e-07   5.2e-05   21.9   2.8    41   182   498   653   495   660 0.81 -
25718at50557_34720_0:000a06|STRG.4050.5:431-4768|+     -           1446 83902at50557         -            211   7.8e-25   86.7  43.5   5   6   1.2e-05   0.00088   17.9   0.9    97   175   659   741   655   749 0.81 -
25718at50557_34720_0:000a06|STRG.4050.5:431-4768|+     -           1446 83902at50557         -            211   7.8e-25   86.7  43.5   6   6   8.4e-08   6.4e-06   24.9   0.8    38   191   781   947   777   956 0.74 -
25718at50557_219809_0:00105d|STRG.13708.2:327-2948|+   -            874 83902at50557         -            211   9.1e-25   86.5  49.9   1   8       1.7   1.3e+02    1.0   0.1   120   180    98   166    89   169 0.61 -
25718at50557_219809_0:00105d|STRG.13708.2:327-2948|+   -            874 83902at50557         -            211   9.1e-25   86.5  49.9   2   8     1e-07   7.9e-06   24.6   0.3    32   132   171   281   165   287 0.85 -
25718at50557_219809_0:00105d|STRG.13708.2:327-2948|+   -            874 83902at50557         -            211   9.1e-25   86.5  49.9   3   8   0.00038     0.029   12.9   0.3    27    71   333   378   313   388 0.82 -
25718at50557_219809_0:00105d|STRG.13708.2:327-2948|+   -            874 83902at50557         -            211   9.1e-25   86.5  49.9   4   8   2.2e-07   1.7e-05   23.5   3.5    25   115   403   503   387   513 0.76 -
25718at50557_219809_0:00105d|STRG.13708.2:327-2948|+   -            874 83902at50557         -            211   9.1e-25   86.5  49.9   5   8   1.3e-06   9.7e-05   21.0   2.7    66   174   519   636   502   640 0.82 -
25718at50557_219809_0:00105d|STRG.13708.2:327-2948|+   -            874 83902at50557         -            211   9.1e-25   86.5  49.9   6   8    0.0015      0.11   11.0   2.0    88   141   641   694   634   717 0.83 -
25718at50557_219809_0:00105d|STRG.13708.2:327-2948|+   -            874 83902at50557         -            211   9.1e-25   86.5  49.9   7   8    0.0048      0.37    9.3   0.1    33    71   751   790   728   800 0.81 -
25718at50557_219809_0:00105d|STRG.13708.2:327-2948|+   -            874 83902at50557         -            211   9.1e-25   86.5  49.9   8   8    0.0045      0.34    9.4   1.1    20    68   790   836   786   846 0.81 -
25718at50557_34720_0:000a06|STRG.4050.2:282-4847|+     -           1522 83902at50557         -            211   1.3e-24   86.0  43.6   1   6     0.042       3.3    6.2   2.3    32   172    99   254    79   260 0.67 -
25718at50557_34720_0:000a06|STRG.4050.2:282-4847|+     -           1522 83902at50557         -            211   1.3e-24   86.0  43.6   2   6   0.00074     0.056   12.0   0.7    69   178   267   386   217   386 0.66 -
25718at50557_34720_0:000a06|STRG.4050.2:282-4847|+     -           1522 83902at50557         -            211   1.3e-24   86.0  43.6   3   6   4.3e-09   3.3e-07   29.1   4.8    41   181   357   509   343   521 0.82 -
25718at50557_34720_0:000a06|STRG.4050.2:282-4847|+     -           1522 83902at50557         -            211   1.3e-24   86.0  43.6   4   6     7e-07   5.4e-05   21.9   2.8    41   183   498   654   495   662 0.81 -
25718at50557_34720_0:000a06|STRG.4050.2:282-4847|+     -           1522 83902at50557         -            211   1.3e-24   86.0  43.6   5   6   2.3e-06   0.00017   20.2   7.9    30   155   678   816   655   839 0.59 -
25718at50557_34720_0:000a06|STRG.4050.2:282-4847|+     -           1522 83902at50557         -            211   1.3e-24   86.0  43.6   6   6   5.4e-08   4.1e-06   25.5   1.0    35   191   778   947   765   957 0.74 -
25718at50557_34720_0:000a06|STRG.4050.4:262-4827|+     -           1522 83902at50557         -            211   1.3e-24   86.0  43.6   1   6     0.042       3.3    6.2   2.3    32   172    99   254    79   260 0.67 -
25718at50557_34720_0:000a06|STRG.4050.4:262-4827|+     -           1522 83902at50557         -            211   1.3e-24   86.0  43.6   2   6   0.00074     0.056   12.0   0.7    69   178   267   386   217   386 0.66 -
25718at50557_34720_0:000a06|STRG.4050.4:262-4827|+     -           1522 83902at50557         -            211   1.3e-24   86.0  43.6   3   6   4.3e-09   3.3e-07   29.1   4.8    41   181   357   509   343   521 0.82 -
25718at50557_34720_0:000a06|STRG.4050.4:262-4827|+     -           1522 83902at50557         -            211   1.3e-24   86.0  43.6   4   6     7e-07   5.4e-05   21.9   2.8    41   183   498   654   495   662 0.81 -
25718at50557_34720_0:000a06|STRG.4050.4:262-4827|+     -           1522 83902at50557         -            211   1.3e-24   86.0  43.6   5   6   2.3e-06   0.00017   20.2   7.9    30   155   678   816   655   839 0.59 -
25718at50557_34720_0:000a06|STRG.4050.4:262-4827|+     -           1522 83902at50557         -            211   1.3e-24   86.0  43.6   6   6   5.4e-08   4.1e-06   25.5   1.0    35   191   778   947   765   957 0.74 -
25718at50557_54969_0:001d6b|STRG.15869.1:938-3388|+    -            817 83902at50557         -            211   2.7e-24   84.9  30.1   1   6   1.4e-10   1.1e-08   34.0   1.4    82   181    39   143     1   157 0.78 -
25718at50557_54969_0:001d6b|STRG.15869.1:938-3388|+    -            817 83902at50557         -            211   2.7e-24   84.9  30.1   2   6   1.7e-05    0.0013   17.3   0.2    91   179   170   263   163   267 0.87 -
25718at50557_54969_0:001d6b|STRG.15869.1:938-3388|+    -            817 83902at50557         -            211   2.7e-24   84.9  30.1   3   6   4.8e-05    0.0037   15.8   1.3    31   105   268   351   265   353 0.83 -
25718at50557_54969_0:001d6b|STRG.15869.1:938-3388|+    -            817 83902at50557         -            211   2.7e-24   84.9  30.1   4   6    0.0005     0.038   12.5   0.5    35   129   319   398   312   427 0.60 -
25718at50557_54969_0:001d6b|STRG.15869.1:938-3388|+    -            817 83902at50557         -            211   2.7e-24   84.9  30.1   5   6      0.27        21    3.6   0.4    26    74   449   499   438   525 0.71 -
25718at50557_54969_0:001d6b|STRG.15869.1:938-3388|+    -            817 83902at50557         -            211   2.7e-24   84.9  30.1   6   6   5.7e-05    0.0044   15.6   0.3    88   154   676   746   659   757 0.84 -
8280at50557_30069_0:0032d2|STRG.15901.1:777-3263|+     -            829 83902at50557         -            211   3.5e-24   84.5  33.8   1   6   1.3e-10     1e-08   34.0   0.6    32   181    64   209    53   216 0.82 -
8280at50557_30069_0:0032d2|STRG.15901.1:777-3263|+     -            829 83902at50557         -            211   3.5e-24   84.5  33.8   2   6   6.7e-06   0.00052   18.6   2.1    94   177   213   303   208   304 0.82 -
8280at50557_30069_0:0032d2|STRG.15901.1:777-3263|+     -            829 83902at50557         -            211   3.5e-24   84.5  33.8   3   6   2.2e-11   1.7e-09   36.5   5.1    32   184   287   453   283   463 0.84 -
8280at50557_30069_0:0032d2|STRG.15901.1:777-3263|+     -            829 83902at50557         -            211   3.5e-24   84.5  33.8   4   6       0.4        31    3.0   0.5    34   125   455   553   445   571 0.52 -
8280at50557_30069_0:0032d2|STRG.15901.1:777-3263|+     -            829 83902at50557         -            211   3.5e-24   84.5  33.8   5   6   0.00014     0.011   14.3   0.4   105   177   711   788   703   795 0.84 -
8280at50557_30069_0:0032d2|STRG.15901.1:777-3263|+     -            829 83902at50557         -            211   3.5e-24   84.5  33.8   6   6    0.0052       0.4    9.2   2.2   123   177   729   788   727   815 0.48 -
25718at50557_133901_0:003073|STRG.7139.1:104-1729|+    -            542 83902at50557         -            211   3.6e-24   84.5  29.4   1   4   1.2e-06   8.9e-05   21.1   1.6    91   176    34   124    22   129 0.83 -
25718at50557_133901_0:003073|STRG.7139.1:104-1729|+    -            542 83902at50557         -            211   3.6e-24   84.5  29.4   2   4    0.0028      0.21   10.1   1.2   117   180   155   223   128   228 0.76 -
25718at50557_133901_0:003073|STRG.7139.1:104-1729|+    -            542 83902at50557         -            211   3.6e-24   84.5  29.4   3   4   6.5e-10     5e-08   31.8   2.5    34   177   230   391   224   395 0.74 -
25718at50557_133901_0:003073|STRG.7139.1:104-1729|+    -            542 83902at50557         -            211   3.6e-24   84.5  29.4   4   4   1.8e-10   1.4e-08   33.5   2.1    38   156   405   536   398   540 0.80 -
83902at50557_43151_0:00286a|STRG.4265.2:231-719|+      -            163 83902at50557         -            211     1e-20   73.2   3.8   1   2   0.00018     0.014   14.0   0.0   135   184     4    54     2    62 0.88 -
83902at50557_43151_0:00286a|STRG.4265.2:231-719|+      -            163 83902at50557         -            211     1e-20   73.2   3.8   2   2   3.4e-18   2.6e-16   58.8   2.2    82   178    65   163    55   163 0.92 -
83902at50557_7165_0:002695|STRG.4265.1:263-751|+       -            163 83902at50557         -            211     1e-20   73.2   3.8   1   2   0.00018     0.014   14.0   0.0   135   184     4    54     2    62 0.88 -
83902at50557_7165_0:002695|STRG.4265.1:263-751|+       -            163 83902at50557         -            211     1e-20   73.2   3.8   2   2   3.4e-18   2.6e-16   58.8   2.2    82   178    65   163    55   163 0.92 -
83902at50557_7165_0:002695|STRG.4265.3:15-503|+        -            163 83902at50557         -            211     1e-20   73.2   3.8   1   2   0.00018     0.014   14.0   0.0   135   184     4    54     2    62 0.88 -
83902at50557_7165_0:002695|STRG.4265.3:15-503|+        -            163 83902at50557         -            211     1e-20   73.2   3.8   2   2   3.4e-18   2.6e-16   58.8   2.2    82   178    65   163    55   163 0.92 -
25718at50557_2015173_0:002260|STRG.12532.1:533-3088|+  -            852 83902at50557         -            211   4.5e-19   67.8  41.4   1   7   3.3e-07   2.5e-05   22.9   1.4    37   180    70   215    60   221 0.81 -
25718at50557_2015173_0:002260|STRG.12532.1:533-3088|+  -            852 83902at50557         -            211   4.5e-19   67.8  41.4   2   7     9e-09   6.9e-07   28.0   6.5    37   184   201   365   198   367 0.79 -
25718at50557_2015173_0:002260|STRG.12532.1:533-3088|+  -            852 83902at50557         -            211   4.5e-19   67.8  41.4   3   7   5.2e-10     4e-08   32.1   4.8    30   175   292   451   288   454 0.86 -
25718at50557_2015173_0:002260|STRG.12532.1:533-3088|+  -            852 83902at50557         -            211   4.5e-19   67.8  41.4   4   7     0.082       6.3    5.3   1.3    97   179   440   524   434   561 0.71 -
25718at50557_2015173_0:002260|STRG.12532.1:533-3088|+  -            852 83902at50557         -            211   4.5e-19   67.8  41.4   5   7       0.9        69    1.9   0.3    26    72   521   569   506   590 0.52 -
25718at50557_2015173_0:002260|STRG.12532.1:533-3088|+  -            852 83902at50557         -            211   4.5e-19   67.8  41.4   6   7   4.3e-06   0.00033   19.3   2.4   105   175   716   791   705   801 0.84 -
25718at50557_2015173_0:002260|STRG.12532.1:533-3088|+  -            852 83902at50557         -            211   4.5e-19   67.8  41.4   7   7   4.2e-05    0.0032   16.1   1.5    89   172   748   836   748   848 0.78 -
83902at50557_69319_0:00175e|STRG.10090.4:374-856|+     -            161 83902at50557         -            211   1.1e-17   63.3  10.9   1   3   7.8e-06    0.0006   18.4   1.8    38    85     4    51     1    53 0.89 -
83902at50557_69319_0:00175e|STRG.10090.4:374-856|+     -            161 83902at50557         -            211   1.1e-17   63.3  10.9   2   3     2e-07   1.5e-05   23.6   0.7   138   185    44    91    43    95 0.74 -
83902at50557_69319_0:00175e|STRG.10090.4:374-856|+     -            161 83902at50557         -            211   1.1e-17   63.3  10.9   3   3   2.9e-10   2.3e-08   32.9   0.2    32    85    90   143    88   155 0.93 -
7376at50557_64793_0:000e0b|STRG.13936.2:1051-5574|+    -           1508 83902at50557         -            211   2.4e-17   62.2  37.6   1   7   6.8e-06   0.00052   18.6   2.4    84   179    82   182    75   183 0.80 -
7376at50557_64793_0:000e0b|STRG.13936.2:1051-5574|+    -           1508 83902at50557         -            211   2.4e-17   62.2  37.6   2   7   7.6e-07   5.8e-05   21.7  10.8    52   174   113   249    98   254 0.69 -
7376at50557_64793_0:000e0b|STRG.13936.2:1051-5574|+    -           1508 83902at50557         -            211   2.4e-17   62.2  37.6   3   7       3.1   2.4e+02    0.2   0.0   143   180   322   357   319   361 0.88 -
7376at50557_64793_0:000e0b|STRG.13936.2:1051-5574|+    -           1508 83902at50557         -            211   2.4e-17   62.2  37.6   4   7   5.4e-06   0.00041   19.0   4.0    33   131   363   471   330   483 0.73 -
7376at50557_64793_0:000e0b|STRG.13936.2:1051-5574|+    -           1508 83902at50557         -            211   2.4e-17   62.2  37.6   5   7    0.0037      0.28    9.7   0.3    38   128   569   670   547   676 0.53 -
7376at50557_64793_0:000e0b|STRG.13936.2:1051-5574|+    -           1508 83902at50557         -            211   2.4e-17   62.2  37.6   6   7      0.27        20    3.6   0.3    36    73   762   800   752   812 0.55 -
7376at50557_64793_0:000e0b|STRG.13936.2:1051-5574|+    -           1508 83902at50557         -            211   2.4e-17   62.2  37.6   7   7   0.00012    0.0095   14.5   0.7    18    73   788   848   783   864 0.72 -
83902at50557_39758_0:004660|STRG.12557.1:628-1152|+    -            175 83902at50557         -            211   3.3e-17   61.7   3.6   1   1   1.3e-18   9.8e-17   60.2   3.6    44   184     9   160     3   169 0.87 -
83902at50557_69319_0:00175e|STRG.12300.1:598-1056|+    -            153 83902at50557         -            211   5.5e-17   61.0   4.6   1   1   2.2e-17   1.7e-15   56.1   4.6    38   176     4   153     1   153 0.88 -
83902at50557_69319_0:00175e|STRG.12300.2:509-967|+     -            153 83902at50557         -            211   5.5e-17   61.0   4.6   1   1   2.2e-17   1.7e-15   56.1   4.6    38   176     4   153     1   153 0.88 -
109776at50557_7176_0:003c1e|STRG.13901.2:264-890|+     -            209 83902at50557         -            211   7.9e-17   60.5   4.8   1   2     5e-14   3.9e-12   45.2   0.7    79   184    41   146    29   151 0.90 -
109776at50557_7176_0:003c1e|STRG.13901.2:264-890|+     -            209 83902at50557         -            211   7.9e-17   60.5   4.8   2   2   2.1e-05    0.0016   17.0   0.3   138   184   146   191   145   202 0.89 -
109776at50557_7176_0:003c1e|STRG.13901.3:264-890|+     -            209 83902at50557         -            211   7.9e-17   60.5   4.8   1   2     5e-14   3.9e-12   45.2   0.7    79   184    41   146    29   151 0.90 -
109776at50557_7176_0:003c1e|STRG.13901.3:264-890|+     -            209 83902at50557         -            211   7.9e-17   60.5   4.8   2   2   2.1e-05    0.0016   17.0   0.3   138   184   146   191   145   202 0.89 -
109776at50557_7176_0:003c1e|STRG.13901.4:264-890|+     -            209 83902at50557         -            211   7.9e-17   60.5   4.8   1   2     5e-14   3.9e-12   45.2   0.7    79   184    41   146    29   151 0.90 -
109776at50557_7176_0:003c1e|STRG.13901.4:264-890|+     -            209 83902at50557         -            211   7.9e-17   60.5   4.8   2   2   2.1e-05    0.0016   17.0   0.3   138   184   146   191   145   202 0.89 -
109776at50557_7176_0:003c1e|STRG.13901.5:270-896|+     -            209 83902at50557         -            211   7.9e-17   60.5   4.8   1   2     5e-14   3.9e-12   45.2   0.7    79   184    41   146    29   151 0.90 -
109776at50557_7176_0:003c1e|STRG.13901.5:270-896|+     -            209 83902at50557         -            211   7.9e-17   60.5   4.8   2   2   2.1e-05    0.0016   17.0   0.3   138   184   146   191   145   202 0.89 -
7376at50557_38123_0:000ed3|STRG.4574.1:790-1887|+      -            366 83902at50557         -            211     4e-16   58.2   8.8   1   4      0.22        17    3.9   0.0    34    72    31    70    17    75 0.82 -
7376at50557_38123_0:000ed3|STRG.4574.1:790-1887|+      -            366 83902at50557         -            211     4e-16   58.2   8.8   2   4   1.4e-09   1.1e-07   30.7   0.4    75   136   101   167    73   180 0.71 -
7376at50557_38123_0:000ed3|STRG.4574.1:790-1887|+      -            366 83902at50557         -            211     4e-16   58.2   8.8   3   4   6.7e-05    0.0051   15.4   0.1    82   174   184   282   172   287 0.76 -
7376at50557_38123_0:000ed3|STRG.4574.1:790-1887|+      -            366 83902at50557         -            211     4e-16   58.2   8.8   4   4     0.019       1.5    7.4   0.1    97   175   272   356   264   362 0.61 -
25718at50557_197043_0:00510d|STRG.8428.1:484-1749|+    -            422 83902at50557         -            211   5.6e-16   57.7  35.3   1   6     0.016       1.2    7.6   0.2   138   179    24    66     8    71 0.76 -
25718at50557_197043_0:00510d|STRG.8428.1:484-1749|+    -            422 83902at50557         -            211   5.6e-16   57.7  35.3   2   6   0.00011    0.0081   14.7   2.5    32    72    70   111    67   135 0.82 -
25718at50557_197043_0:00510d|STRG.8428.1:484-1749|+    -            422 83902at50557         -            211   5.6e-16   57.7  35.3   3   6      0.01      0.77    8.3   1.9    33    78   119   165   108   169 0.82 -
25718at50557_197043_0:00510d|STRG.8428.1:484-1749|+    -            422 83902at50557         -            211   5.6e-16   57.7  35.3   4   6   2.7e-06    0.0002   20.0  10.6    25   140   134   259   128   277 0.80 -
25718at50557_197043_0:00510d|STRG.8428.1:484-1749|+    -            422 83902at50557         -            211   5.6e-16   57.7  35.3   5   6   5.5e-05    0.0042   15.7   0.2    25    71   277   325   259   339 0.71 -
25718at50557_197043_0:00510d|STRG.8428.1:484-1749|+    -            422 83902at50557         -            211   5.6e-16   57.7  35.3   6   6   0.00051     0.039   12.5   0.6    34    82   338   391   327   397 0.77 -
8280at50557_74869_0:001375|STRG.5199.2:632-1876|+      -            415 83902at50557         -            211   6.8e-16   57.5  16.4   1   5     0.001     0.079   11.5   0.5    94   180    44   132     1   136 0.53 -
8280at50557_74869_0:001375|STRG.5199.2:632-1876|+      -            415 83902at50557         -            211   6.8e-16   57.5  16.4   2   5   4.1e-05    0.0031   16.1   0.3   134   178   133   177   119   183 0.88 -
8280at50557_74869_0:001375|STRG.5199.2:632-1876|+      -            415 83902at50557         -            211   6.8e-16   57.5  16.4   3   5    0.0036      0.27    9.7   0.8    97   134   186   223   181   226 0.92 -
8280at50557_74869_0:001375|STRG.5199.2:632-1876|+      -            415 83902at50557         -            211   6.8e-16   57.5  16.4   4   5     0.011      0.84    8.2   0.1    35    71   242   279   234   290 0.85 -
8280at50557_74869_0:001375|STRG.5199.2:632-1876|+      -            415 83902at50557         -            211   6.8e-16   57.5  16.4   5   5     3e-06   0.00023   19.8   0.0    30   112   321   414   296   415 0.76 -
109776at50557_199890_0:001686|STRG.11237.3:241-741|+   -            167 83902at50557         -            211   1.1e-15   56.7   5.1   1   3   3.4e-10   2.6e-08   32.7   0.9    38   134     1   102     1   104 0.83 -
109776at50557_199890_0:001686|STRG.11237.3:241-741|+   -            167 83902at50557         -            211   1.1e-15   56.7   5.1   2   3   0.00021     0.016   13.8   0.2   140   184    88   133    81   134 0.77 -
109776at50557_199890_0:001686|STRG.11237.3:241-741|+   -            167 83902at50557         -            211   1.1e-15   56.7   5.1   3   3   9.2e-07   7.1e-05   21.5   0.2    31    84   109   162   104   167 0.90 -
109776at50557_199890_0:001686|STRG.11237.7:241-741|+   -            167 83902at50557         -            211   1.1e-15   56.7   5.1   1   3   3.4e-10   2.6e-08   32.7   0.9    38   134     1   102     1   104 0.83 -
109776at50557_199890_0:001686|STRG.11237.7:241-741|+   -            167 83902at50557         -            211   1.1e-15   56.7   5.1   2   3   0.00021     0.016   13.8   0.2   140   184    88   133    81   134 0.77 -
109776at50557_199890_0:001686|STRG.11237.7:241-741|+   -            167 83902at50557         -            211   1.1e-15   56.7   5.1   3   3   9.2e-07   7.1e-05   21.5   0.2    31    84   109   162   104   167 0.90 -
109776at50557_199890_0:001686|STRG.11237.8:410-910|+   -            167 83902at50557         -            211   1.1e-15   56.7   5.1   1   3   3.4e-10   2.6e-08   32.7   0.9    38   134     1   102     1   104 0.83 -
109776at50557_199890_0:001686|STRG.11237.8:410-910|+   -            167 83902at50557         -            211   1.1e-15   56.7   5.1   2   3   0.00021     0.016   13.8   0.2   140   184    88   133    81   134 0.77 -
109776at50557_199890_0:001686|STRG.11237.8:410-910|+   -            167 83902at50557         -            211   1.1e-15   56.7   5.1   3   3   9.2e-07   7.1e-05   21.5   0.2    31    84   109   162   104   167 0.90 -
109776at50557_103372_0:0011f7|STRG.17026.1:284-997|+   -            238 83902at50557         -            211   1.2e-15   56.7   6.0   1   3   8.9e-08   6.8e-06   24.8   0.0   131   185    26    84     4    87 0.79 -
109776at50557_103372_0:0011f7|STRG.17026.1:284-997|+   -            238 83902at50557         -            211   1.2e-15   56.7   6.0   2   3   1.8e-06   0.00013   20.6   0.3    37    84    88   135    82   136 0.89 -
109776at50557_103372_0:0011f7|STRG.17026.1:284-997|+   -            238 83902at50557         -            211   1.2e-15   56.7   6.0   3   3     7e-05    0.0054   15.3   0.4    37    85   134   181   129   233 0.75 -
109776at50557_103372_0:0011f7|STRG.17026.2:198-911|+   -            238 83902at50557         -            211   1.2e-15   56.7   6.0   1   3   8.9e-08   6.8e-06   24.8   0.0   131   185    26    84     4    87 0.79 -
109776at50557_103372_0:0011f7|STRG.17026.2:198-911|+   -            238 83902at50557         -            211   1.2e-15   56.7   6.0   2   3   1.8e-06   0.00013   20.6   0.3    37    84    88   135    82   136 0.89 -
109776at50557_103372_0:0011f7|STRG.17026.2:198-911|+   -            238 83902at50557         -            211   1.2e-15   56.7   6.0   3   3     7e-05    0.0054   15.3   0.4    37    85   134   181   129   233 0.75 -
109776at50557_103372_0:0011f7|STRG.17026.3:177-890|+   -            238 83902at50557         -            211   1.2e-15   56.7   6.0   1   3   8.9e-08   6.8e-06   24.8   0.0   131   185    26    84     4    87 0.79 -
109776at50557_103372_0:0011f7|STRG.17026.3:177-890|+   -            238 83902at50557         -            211   1.2e-15   56.7   6.0   2   3   1.8e-06   0.00013   20.6   0.3    37    84    88   135    82   136 0.89 -
109776at50557_103372_0:0011f7|STRG.17026.3:177-890|+   -            238 83902at50557         -            211   1.2e-15   56.7   6.0   3   3     7e-05    0.0054   15.3   0.4    37    85   134   181   129   233 0.75 -
8280at50557_113334_0:00096f|STRG.4617.1:269-1855|+     -            529 83902at50557         -            211   2.8e-15   55.4  26.9   1   5      0.18        14    4.2   0.1   139   178     8    46     3    55 0.84 -
8280at50557_113334_0:00096f|STRG.4617.1:269-1855|+     -            529 83902at50557         -            211   2.8e-15   55.4  26.9   2   5   8.5e-07   6.5e-05   21.6   2.7    89   181   119   217    61   238 0.83 -
