#                                                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
30467at50557_144034_0:0022a4|STRG.9424.1:3-2189|+    -            729 30467at50557         -            614         0 1059.9   8.1   1   1         0         0 1059.5   8.1     8   614    50   727    43   727 0.92 -
80377at50557_37344_0:0017d3|STRG.15493.4:881-1840|+  -            320 30467at50557         -            614     0.015   12.9   0.4   1   3    0.0073      0.99    6.8   0.1   472   505   170   203   163   215 0.84 -
80377at50557_37344_0:0017d3|STRG.15493.4:881-1840|+  -            320 30467at50557         -            614     0.015   12.9   0.4   2   3       1.4   1.9e+02   -0.7   0.0   218   258   216   255   203   262 0.76 -
80377at50557_37344_0:0017d3|STRG.15493.4:881-1840|+  -            320 30467at50557         -            614     0.015   12.9   0.4   3   3      0.16        22    2.4   0.0   186   209   267   290   251   310 0.79 -
80377at50557_37344_0:0017d3|STRG.15493.5:881-1840|+  -            320 30467at50557         -            614     0.015   12.9   0.4   1   3    0.0073      0.99    6.8   0.1   472   505   170   203   163   215 0.84 -
80377at50557_37344_0:0017d3|STRG.15493.5:881-1840|+  -            320 30467at50557         -            614     0.015   12.9   0.4   2   3       1.4   1.9e+02   -0.7   0.0   218   258   216   255   203   262 0.76 -
80377at50557_37344_0:0017d3|STRG.15493.5:881-1840|+  -            320 30467at50557         -            614     0.015   12.9   0.4   3   3      0.16        22    2.4   0.0   186   209   267   290   251   310 0.79 -
80377at50557_37344_0:0017d3|STRG.15493.6:881-1840|+  -            320 30467at50557         -            614     0.015   12.9   0.4   1   3    0.0073      0.99    6.8   0.1   472   505   170   203   163   215 0.84 -
80377at50557_37344_0:0017d3|STRG.15493.6:881-1840|+  -            320 30467at50557         -            614     0.015   12.9   0.4   2   3       1.4   1.9e+02   -0.7   0.0   218   258   216   255   203   262 0.76 -
80377at50557_37344_0:0017d3|STRG.15493.6:881-1840|+  -            320 30467at50557         -            614     0.015   12.9   0.4   3   3      0.16        22    2.4   0.0   186   209   267   290   251   310 0.79 -
80377at50557_166361_0:002fc1|STRG.1990.1:437-1150|+  -            238 30467at50557         -            614     0.015   12.9   0.1   1   2      0.24        33    1.8   0.0   217   259    66   106    59   108 0.85 -
80377at50557_166361_0:002fc1|STRG.1990.1:437-1150|+  -            238 30467at50557         -            614     0.015   12.9   0.1   2   2    0.0015      0.21    9.1   0.0   398   503   110   227   105   235 0.76 -
33043at50557_7038_0:0032a9|STRG.13656.1:347-2239|+   -            631 30467at50557         -            614     0.017   12.7   0.4   1   3    0.0013      0.17    9.4   0.0   189   249    38   110    11   119 0.69 -
33043at50557_7038_0:0032a9|STRG.13656.1:347-2239|+   -            631 30467at50557         -            614     0.017   12.7   0.4   2   3       5.6   7.6e+02   -2.7   0.0   218   253   428   461   422   467 0.73 -
33043at50557_7038_0:0032a9|STRG.13656.1:347-2239|+   -            631 30467at50557         -            614     0.017   12.7   0.4   3   3      0.99   1.3e+02   -0.2   0.0   477   508   599   630   555   631 0.69 -
129956at50557_7536_0:0043e4|STRG.2308.10:125-478|+   -            118 30467at50557         -            614     0.022   12.3   0.0   1   1   0.00016     0.022   12.3   0.0    87   124    37    75    19   111 0.87 -
129956at50557_7536_0:0043e4|STRG.2308.3:125-478|+    -            118 30467at50557         -            614     0.022   12.3   0.0   1   1   0.00016     0.022   12.3   0.0    87   124    37    75    19   111 0.87 -
129956at50557_7536_0:0043e4|STRG.2308.7:125-478|+    -            118 30467at50557         -            614     0.022   12.3   0.0   1   1   0.00016     0.022   12.3   0.0    87   124    37    75    19   111 0.87 -
78072at50557_123851_0:000487|STRG.3138.1:547-1410|+  -            288 30467at50557         -            614     0.043   11.3   0.6   1   3      0.01       1.4    6.4   0.1   441   502    70   137    34   145 0.72 -
78072at50557_123851_0:000487|STRG.3138.1:547-1410|+  -            288 30467at50557         -            614     0.043   11.3   0.6   2   3      0.32        44    1.4   0.0   443   456   163   176   157   181 0.63 -
78072at50557_123851_0:000487|STRG.3138.1:547-1410|+  -            288 30467at50557         -            614     0.043   11.3   0.6   3   3      0.98   1.3e+02   -0.2   0.0   179   207   256   286   238   288 0.68 -
78072at50557_123851_0:000487|STRG.3138.2:362-1225|+  -            288 30467at50557         -            614     0.043   11.3   0.6   1   3      0.01       1.4    6.4   0.1   441   502    70   137    34   145 0.72 -
78072at50557_123851_0:000487|STRG.3138.2:362-1225|+  -            288 30467at50557         -            614     0.043   11.3   0.6   2   3      0.32        44    1.4   0.0   443   456   163   176   157   181 0.63 -
78072at50557_123851_0:000487|STRG.3138.2:362-1225|+  -            288 30467at50557         -            614     0.043   11.3   0.6   3   3      0.98   1.3e+02   -0.2   0.0   179   207   256   286   238   288 0.68 -
40115at50557_411798_0:002bfa|STRG.649.1:1078-1863|+  -            262 30467at50557         -            614     0.051   11.1   0.0   1   2   0.00075       0.1   10.1   0.0   253   305   104   158    18   164 0.74 -
40115at50557_411798_0:002bfa|STRG.649.1:1078-1863|+  -            262 30467at50557         -            614     0.051   11.1   0.0   2   2       5.6   7.6e+02   -2.7   0.0   203   215   216   228   184   261 0.42 -
56752at50557_144034_0:000a3e|STRG.13403.6:250-2091|+ -            614 30467at50557         -            614     0.073   10.6   0.1   1   1   0.00085      0.12    9.9   0.1   441   506   206   276   176   290 0.70 -
56752at50557_144034_0:000a3e|STRG.13403.3:300-2231|+ -            644 30467at50557         -            614     0.079   10.5   0.1   1   1   0.00091      0.12    9.8   0.1   441   506   236   306   206   320 0.70 -
56752at50557_144034_0:000a3e|STRG.13403.4:300-2231|+ -            644 30467at50557         -            614     0.079   10.5   0.1   1   1   0.00091      0.12    9.8   0.1   441   506   236   306   206   320 0.70 -
56752at50557_144034_0:000a3e|STRG.13403.5:300-2231|+ -            644 30467at50557         -            614     0.079   10.5   0.1   1   1   0.00091      0.12    9.8   0.1   441   506   236   306   206   320 0.70 -
56752at50557_144034_0:000a3e|STRG.13403.2:300-2237|+ -            646 30467at50557         -            614     0.079   10.5   0.1   1   1   0.00091      0.12    9.8   0.1   441   506   236   306   206   320 0.70 -
56752at50557_144034_0:000a3e|STRG.13403.1:300-2327|+ -            676 30467at50557         -            614     0.085   10.4   0.1   1   1   0.00097      0.13    9.7   0.1   441   506   236   306   206   320 0.70 -
14512at50557_103372_0:0005b9|STRG.9027.1:361-2940|+  -            860 30467at50557         -            614      0.11   10.0   0.0   1   2       4.1   5.5e+02   -2.2   0.0   215   249   102   134    96   142 0.85 -
14512at50557_103372_0:0005b9|STRG.9027.1:361-2940|+  -            860 30467at50557         -            614      0.11   10.0   0.0   2   2    0.0027      0.37    8.3   0.0   183   250   147   219   126   278 0.64 -
14512at50557_103372_0:0005b9|STRG.9027.2:361-2997|+  -            879 30467at50557         -            614      0.12    9.9   0.0   1   2       4.2   5.7e+02   -2.3   0.0   215   249   102   134    96   142 0.85 -
14512at50557_103372_0:0005b9|STRG.9027.2:361-2997|+  -            879 30467at50557         -            614      0.12    9.9   0.0   2   2    0.0028      0.38    8.2   0.0   183   250   147   219   126   278 0.64 -
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /data/projet1/projet_tutore/busco_downloads/lineages/insecta_odb10/hmms/30467at50557.hmm
# Target file:     annotation_analysis/annotation_gcf/T_septentrionalis/busco_output/run_insecta_odb10/metaeuk_output/initial_results/assembled_transcripts.fasta.modified.fas
# Option settings: hmmsearch --domtblout annotation_analysis/annotation_gcf/T_septentrionalis/busco_output/run_insecta_odb10/hmmer_output/initial_run_results/30467at50557.out --cpu 1 /data/projet1/projet_tutore/busco_downloads/lineages/insecta_odb10/hmms/30467at50557.hmm annotation_analysis/annotation_gcf/T_septentrionalis/busco_output/run_insecta_odb10/metaeuk_output/initial_results/assembled_transcripts.fasta.modified.fas 
# Current dir:     /data/projet1/projet_tutore
# Date:            Sun Oct 13 10:08:43 2024
# [ok]
