#                                                                                                              --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                          accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                  ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
54603at50557_103372_0:00290d|STRG.12718.1:75-1919|+    -            615 54603at50557         -            483    2e-232  771.0  24.8   1   1  3.7e-234  2.6e-232  770.7  24.8     1   481    96   613    96   615 0.95 -
25718at50557_34720_0:000a06|STRG.4050.5:431-4768|+     -           1446 54603at50557         -            483   1.2e-34  118.8  34.9   1   4   1.5e-05    0.0011   16.7   1.2   271   435    79   255    72   272 0.79 -
25718at50557_34720_0:000a06|STRG.4050.5:431-4768|+     -           1446 54603at50557         -            483   1.2e-34  118.8  34.9   2   4   2.3e-08   1.6e-06   26.0   0.4   271   416   272   433   267   436 0.78 -
25718at50557_34720_0:000a06|STRG.4050.5:431-4768|+     -           1446 54603at50557         -            483   1.2e-34  118.8  34.9   3   4   3.7e-10   2.6e-08   32.0   1.2   274   431   375   542   371   548 0.79 -
25718at50557_34720_0:000a06|STRG.4050.5:431-4768|+     -           1446 54603at50557         -            483   1.2e-34  118.8  34.9   4   4   1.6e-09   1.1e-07   29.9   5.0    56   139   656   741   654   770 0.87 -
25718at50557_34720_0:000a06|STRG.4050.2:282-4847|+     -           1522 54603at50557         -            483   1.8e-34  118.2  34.8   1   4   1.8e-05    0.0013   16.5   1.4   271   435    79   255    74   273 0.79 -
25718at50557_34720_0:000a06|STRG.4050.2:282-4847|+     -           1522 54603at50557         -            483   1.8e-34  118.2  34.8   2   4   1.8e-08   1.3e-06   26.4   0.6   270   416   271   433   246   436 0.78 -
25718at50557_34720_0:000a06|STRG.4050.2:282-4847|+     -           1522 54603at50557         -            483   1.8e-34  118.2  34.8   3   4   6.7e-10   4.7e-08   31.1   0.5   274   417   375   531   368   540 0.81 -
25718at50557_34720_0:000a06|STRG.4050.2:282-4847|+     -           1522 54603at50557         -            483   1.8e-34  118.2  34.8   4   4   1.3e-20   9.1e-19   66.4  16.3    59   414   537   934   530   937 0.82 -
25718at50557_34720_0:000a06|STRG.4050.4:262-4827|+     -           1522 54603at50557         -            483   1.8e-34  118.2  34.8   1   4   1.8e-05    0.0013   16.5   1.4   271   435    79   255    74   273 0.79 -
25718at50557_34720_0:000a06|STRG.4050.4:262-4827|+     -           1522 54603at50557         -            483   1.8e-34  118.2  34.8   2   4   1.8e-08   1.3e-06   26.4   0.6   270   416   271   433   246   436 0.78 -
25718at50557_34720_0:000a06|STRG.4050.4:262-4827|+     -           1522 54603at50557         -            483   1.8e-34  118.2  34.8   3   4   6.7e-10   4.7e-08   31.1   0.5   274   417   375   531   368   540 0.81 -
25718at50557_34720_0:000a06|STRG.4050.4:262-4827|+     -           1522 54603at50557         -            483   1.8e-34  118.2  34.8   4   4   1.3e-20   9.1e-19   66.4  16.3    59   414   537   934   530   937 0.82 -
25718at50557_133901_0:003073|STRG.7139.1:104-1729|+    -            542 54603at50557         -            483   5.2e-34  116.7  28.8   1   5   7.2e-08   5.1e-06   24.4   2.3   334   420    14   105     7   109 0.85 -
25718at50557_133901_0:003073|STRG.7139.1:104-1729|+    -            542 54603at50557         -            483   5.2e-34  116.7  28.8   2   5   0.00041     0.029   12.0   0.1   271   311   112   152   106   172 0.93 -
25718at50557_133901_0:003073|STRG.7139.1:104-1729|+    -            542 54603at50557         -            483   5.2e-34  116.7  28.8   3   5   1.2e-11   8.6e-10   36.8   1.3   253   371   165   292   158   297 0.83 -
25718at50557_133901_0:003073|STRG.7139.1:104-1729|+    -            542 54603at50557         -            483   5.2e-34  116.7  28.8   4   5   5.3e-09   3.8e-07   28.1   0.4   103   202   229   343   228   368 0.79 -
25718at50557_133901_0:003073|STRG.7139.1:104-1729|+    -            542 54603at50557         -            483   5.2e-34  116.7  28.8   5   5   3.3e-13   2.4e-11   42.0   4.0    43   178   383   536   360   540 0.83 -
25718at50557_2015173_0:002260|STRG.12532.1:533-3088|+  -            852 54603at50557         -            483     2e-33  114.8  36.2   1   5   6.7e-07   4.7e-05   21.2   0.4    92   200    55   165     8   168 0.84 -
25718at50557_2015173_0:002260|STRG.12532.1:533-3088|+  -            852 54603at50557         -            483     2e-33  114.8  36.2   2   5   3.5e-14   2.5e-12   45.2  11.5    41   230   129   344   129   345 0.81 -
25718at50557_2015173_0:002260|STRG.12532.1:533-3088|+  -            852 54603at50557         -            483     2e-33  114.8  36.2   3   5   1.4e-13     1e-11   43.2   7.1   271   439   199   381   195   383 0.81 -
25718at50557_2015173_0:002260|STRG.12532.1:533-3088|+  -            852 54603at50557         -            483     2e-33  114.8  36.2   4   5   6.9e-09   4.9e-07   27.8   8.5    81   307   344   567   340   573 0.62 -
25718at50557_2015173_0:002260|STRG.12532.1:533-3088|+  -            852 54603at50557         -            483     2e-33  114.8  36.2   5   5   5.6e-10   3.9e-08   31.4   0.6    40   173   689   824   681   832 0.85 -
25718at50557_54969_0:001d6b|STRG.15869.1:938-3388|+    -            817 54603at50557         -            483   8.1e-31  106.2  38.9   1   7   8.8e-10   6.2e-08   30.7   7.6   295   434     1   158     1   165 0.80 -
25718at50557_54969_0:001d6b|STRG.15869.1:938-3388|+    -            817 54603at50557         -            483   8.1e-31  106.2  38.9   2   7   6.1e-07   4.3e-05   21.3   2.3    54   136    97   184    88   186 0.82 -
25718at50557_54969_0:001d6b|STRG.15869.1:938-3388|+    -            817 54603at50557         -            483   8.1e-31  106.2  38.9   3   7   3.6e-07   2.6e-05   22.1   4.5    57   153   124   234   121   238 0.75 -
25718at50557_54969_0:001d6b|STRG.15869.1:938-3388|+    -            817 54603at50557         -            483   8.1e-31  106.2  38.9   4   7   1.2e-09   8.7e-08   30.2   2.3    41   139   227   330   224   334 0.83 -
25718at50557_54969_0:001d6b|STRG.15869.1:938-3388|+    -            817 54603at50557         -            483   8.1e-31  106.2  38.9   5   7   6.6e-06   0.00047   17.9   1.0   340   415   323   402   318   446 0.79 -
25718at50557_54969_0:001d6b|STRG.15869.1:938-3388|+    -            817 54603at50557         -            483   8.1e-31  106.2  38.9   6   7    0.0012     0.084   10.5   0.3   270   309   458   497   453   507 0.92 -
25718at50557_54969_0:001d6b|STRG.15869.1:938-3388|+    -            817 54603at50557         -            483   8.1e-31  106.2  38.9   7   7   1.4e-06    0.0001   20.1   0.1    40   153   618   743   613   750 0.81 -
7376at50557_64793_0:000e0b|STRG.13936.2:1051-5574|+    -           1508 54603at50557         -            483   2.1e-29  101.5  33.9   1   4   2.1e-08   1.5e-06   26.2   7.2   332   435   139   248   136   256 0.80 -
7376at50557_64793_0:000e0b|STRG.13936.2:1051-5574|+    -           1508 54603at50557         -            483   2.1e-29  101.5  33.9   2   4   1.8e-12   1.2e-10   39.6   0.3    35   171   317   469   312   473 0.84 -
7376at50557_64793_0:000e0b|STRG.13936.2:1051-5574|+    -           1508 54603at50557         -            483   2.1e-29  101.5  33.9   3   4   2.3e-06   0.00017   19.4   0.8   327   415   555   651   547   674 0.69 -
7376at50557_64793_0:000e0b|STRG.13936.2:1051-5574|+    -           1508 54603at50557         -            483   2.1e-29  101.5  33.9   4   4   1.5e-08   1.1e-06   26.7   0.7   339   429   764   857   737   868 0.80 -
83902at50557_13686_0:0017a1|STRG.12660.1:0-851|+       -            284 54603at50557         -            483   2.6e-25   88.0  19.9   1   2   1.4e-09   9.6e-08   30.1   3.0    38   141    30   137    11   140 0.63 -
83902at50557_13686_0:0017a1|STRG.12660.1:0-851|+       -            284 54603at50557         -            483   2.6e-25   88.0  19.9   2   2   5.3e-22   3.8e-20   71.0   9.2   265   425    49   217    42   226 0.89 -
83902at50557_43151_0:00286a|STRG.4265.2:231-719|+      -            163 54603at50557         -            483   2.2e-24   85.0  10.4   1   2   1.8e-14   1.3e-12   46.2   0.8    57   138    32   113    25   114 0.96 -
83902at50557_43151_0:00286a|STRG.4265.2:231-719|+      -            163 54603at50557         -            483   2.2e-24   85.0  10.4   2   2   1.4e-15   9.7e-14   49.9   3.0   356   435    78   158    77   162 0.95 -
83902at50557_7165_0:002695|STRG.4265.1:263-751|+       -            163 54603at50557         -            483   2.2e-24   85.0  10.4   1   2   1.8e-14   1.3e-12   46.2   0.8    57   138    32   113    25   114 0.96 -
83902at50557_7165_0:002695|STRG.4265.1:263-751|+       -            163 54603at50557         -            483   2.2e-24   85.0  10.4   2   2   1.4e-15   9.7e-14   49.9   3.0   356   435    78   158    77   162 0.95 -
83902at50557_7165_0:002695|STRG.4265.3:15-503|+        -            163 54603at50557         -            483   2.2e-24   85.0  10.4   1   2   1.8e-14   1.3e-12   46.2   0.8    57   138    32   113    25   114 0.96 -
83902at50557_7165_0:002695|STRG.4265.3:15-503|+        -            163 54603at50557         -            483   2.2e-24   85.0  10.4   2   2   1.4e-15   9.7e-14   49.9   3.0   356   435    78   158    77   162 0.95 -
109776at50557_199890_0:001686|STRG.11237.3:241-741|+   -            167 54603at50557         -            483   4.3e-24   84.0   5.4   1   2   1.4e-09     1e-07   30.0   0.1   368   423     8    64     1    70 0.69 -
109776at50557_199890_0:001686|STRG.11237.3:241-741|+   -            167 54603at50557         -            483   4.3e-24   84.0   5.4   2   2   3.9e-18   2.7e-16   58.3   1.3   330   434    61   167    59   167 0.94 -
109776at50557_199890_0:001686|STRG.11237.7:241-741|+   -            167 54603at50557         -            483   4.3e-24   84.0   5.4   1   2   1.4e-09     1e-07   30.0   0.1   368   423     8    64     1    70 0.69 -
109776at50557_199890_0:001686|STRG.11237.7:241-741|+   -            167 54603at50557         -            483   4.3e-24   84.0   5.4   2   2   3.9e-18   2.7e-16   58.3   1.3   330   434    61   167    59   167 0.94 -
109776at50557_199890_0:001686|STRG.11237.8:410-910|+   -            167 54603at50557         -            483   4.3e-24   84.0   5.4   1   2   1.4e-09     1e-07   30.0   0.1   368   423     8    64     1    70 0.69 -
109776at50557_199890_0:001686|STRG.11237.8:410-910|+   -            167 54603at50557         -            483   4.3e-24   84.0   5.4   2   2   3.9e-18   2.7e-16   58.3   1.3   330   434    61   167    59   167 0.94 -
8280at50557_7160_0:00112a|STRG.12157.1:1334-2518|+     -            395 54603at50557         -            483   8.8e-24   83.0   3.2   1   3   3.6e-15   2.5e-13   48.5   0.0   275   418     7   162     2   164 0.85 -
8280at50557_7160_0:00112a|STRG.12157.1:1334-2518|+     -            395 54603at50557         -            483   8.8e-24   83.0   3.2   2   3   7.9e-06   0.00055   17.7   0.1    58   110   122   176   115   177 0.72 -
8280at50557_7160_0:00112a|STRG.12157.1:1334-2518|+     -            395 54603at50557         -            483   8.8e-24   83.0   3.2   3   3   7.7e-10   5.5e-08   30.9   1.4   268   389   168   299   165   307 0.84 -
25718at50557_7536_0:0032ee|STRG.15897.2:699-2444|+     -            582 54603at50557         -            483   3.9e-23   80.9  28.9   1   3    0.0026      0.18    9.4   0.1    59   155     8   114     3   122 0.59 -
25718at50557_7536_0:0032ee|STRG.15897.2:699-2444|+     -            582 54603at50557         -            483   3.9e-23   80.9  28.9   2   3   7.3e-09   5.2e-07   27.7   1.0   162   312    61   201    31   210 0.61 -
25718at50557_7536_0:0032ee|STRG.15897.2:699-2444|+     -            582 54603at50557         -            483   3.9e-23   80.9  28.9   3   3   1.3e-17   9.1e-16   56.5  21.9    39   391   185   574   183   580 0.79 -
83902at50557_69319_0:00175e|STRG.10090.4:374-856|+     -            161 54603at50557         -            483   1.4e-22   79.0  15.6   1   2   3.7e-20   2.6e-18   65.0  11.8   329   434    17   124     1   125 0.87 -
83902at50557_69319_0:00175e|STRG.10090.4:374-856|+     -            161 54603at50557         -            483   1.4e-22   79.0  15.6   2   2   3.2e-07   2.3e-05   22.3   0.1    72   119   106   153   105   157 0.92 -
109776at50557_7176_0:003c1e|STRG.13901.2:264-890|+     -            209 54603at50557         -            483   2.3e-22   78.3   7.4   1   3   8.1e-05    0.0057   14.3   0.0   162   206    34    78    23    80 0.83 -
109776at50557_7176_0:003c1e|STRG.13901.2:264-890|+     -            209 54603at50557         -            483   2.3e-22   78.3   7.4   2   3   1.6e-16   1.1e-14   53.0   0.5   336   429    58   152    58   152 0.95 -
109776at50557_7176_0:003c1e|STRG.13901.2:264-890|+     -            209 54603at50557         -            483   2.3e-22   78.3   7.4   3   3   9.6e-09   6.8e-07   27.3   0.2   350   415   141   206   141   209 0.95 -
109776at50557_7176_0:003c1e|STRG.13901.3:264-890|+     -            209 54603at50557         -            483   2.3e-22   78.3   7.4   1   3   8.1e-05    0.0057   14.3   0.0   162   206    34    78    23    80 0.83 -
109776at50557_7176_0:003c1e|STRG.13901.3:264-890|+     -            209 54603at50557         -            483   2.3e-22   78.3   7.4   2   3   1.6e-16   1.1e-14   53.0   0.5   336   429    58   152    58   152 0.95 -
109776at50557_7176_0:003c1e|STRG.13901.3:264-890|+     -            209 54603at50557         -            483   2.3e-22   78.3   7.4   3   3   9.6e-09   6.8e-07   27.3   0.2   350   415   141   206   141   209 0.95 -
109776at50557_7176_0:003c1e|STRG.13901.4:264-890|+     -            209 54603at50557         -            483   2.3e-22   78.3   7.4   1   3   8.1e-05    0.0057   14.3   0.0   162   206    34    78    23    80 0.83 -
109776at50557_7176_0:003c1e|STRG.13901.4:264-890|+     -            209 54603at50557         -            483   2.3e-22   78.3   7.4   2   3   1.6e-16   1.1e-14   53.0   0.5   336   429    58   152    58   152 0.95 -
109776at50557_7176_0:003c1e|STRG.13901.4:264-890|+     -            209 54603at50557         -            483   2.3e-22   78.3   7.4   3   3   9.6e-09   6.8e-07   27.3   0.2   350   415   141   206   141   209 0.95 -
109776at50557_7176_0:003c1e|STRG.13901.5:270-896|+     -            209 54603at50557         -            483   2.3e-22   78.3   7.4   1   3   8.1e-05    0.0057   14.3   0.0   162   206    34    78    23    80 0.83 -
109776at50557_7176_0:003c1e|STRG.13901.5:270-896|+     -            209 54603at50557         -            483   2.3e-22   78.3   7.4   2   3   1.6e-16   1.1e-14   53.0   0.5   336   429    58   152    58   152 0.95 -
109776at50557_7176_0:003c1e|STRG.13901.5:270-896|+     -            209 54603at50557         -            483   2.3e-22   78.3   7.4   3   3   9.6e-09   6.8e-07   27.3   0.2   350   415   141   206   141   209 0.95 -
83902at50557_69319_0:00175e|STRG.12300.1:598-1056|+    -            153 54603at50557         -            483   5.6e-21   73.7   5.5   1   1   3.4e-22   2.4e-20   71.7   5.5   295   435     1   150     1   152 0.92 -
83902at50557_69319_0:00175e|STRG.12300.2:509-967|+     -            153 54603at50557         -            483   5.6e-21   73.7   5.5   1   1   3.4e-22   2.4e-20   71.7   5.5   295   435     1   150     1   152 0.92 -
8280at50557_74869_0:001108|STRG.6346.1:128-1273|+      -            382 54603at50557         -            483   1.7e-20   72.1  26.1   1   4   0.00084     0.059   11.0   6.7   336   435     4   103     1   114 0.48 -
8280at50557_74869_0:001108|STRG.6346.1:128-1273|+      -            382 54603at50557         -            483   1.7e-20   72.1  26.1   2   4   3.1e-05    0.0022   15.7   0.5   142   201   113   174    89   179 0.68 -
8280at50557_74869_0:001108|STRG.6346.1:128-1273|+      -            382 54603at50557         -            483   1.7e-20   72.1  26.1   3   4     1e-11   7.2e-10   37.1   1.3   335   461   158   298   152   302 0.82 -
8280at50557_74869_0:001108|STRG.6346.1:128-1273|+      -            382 54603at50557         -            483   1.7e-20   72.1  26.1   4   4   2.4e-08   1.7e-06   26.0   0.6    58   119   305   365   300   379 0.80 -
8280at50557_121225_0:0005bf|STRG.13172.1:938-2797|+    -            620 54603at50557         -            483   3.4e-20   71.2  42.7   1   5     0.027       1.9    6.0   0.6   380   416     2    39     1    44 0.81 -
8280at50557_121225_0:0005bf|STRG.13172.1:938-2797|+    -            620 54603at50557         -            483   3.4e-20   71.2  42.7   2   5     5e-13   3.5e-11   41.4  13.7   270   430    48   223    39   225 0.84 -
8280at50557_121225_0:0005bf|STRG.13172.1:938-2797|+    -            620 54603at50557         -            483   3.4e-20   71.2  42.7   3   5   1.3e-08   9.5e-07   26.8   5.9   248   346   196   301   191   305 0.86 -
8280at50557_121225_0:0005bf|STRG.13172.1:938-2797|+    -            620 54603at50557         -            483   3.4e-20   71.2  42.7   4   5    0.0023      0.16    9.6   0.1    52   117   319   386   315   396 0.57 -
8280at50557_121225_0:0005bf|STRG.13172.1:938-2797|+    -            620 54603at50557         -            483   3.4e-20   71.2  42.7   5   5   0.00025     0.018   12.7   0.8   302   387   498   596   493   601 0.70 -
8280at50557_74869_0:001375|STRG.5199.2:632-1876|+      -            415 54603at50557         -            483   4.3e-20   70.8  20.1   1   4   5.3e-08   3.7e-06   24.9   0.8   339   435    26   125    22   133 0.85 -
8280at50557_74869_0:001375|STRG.5199.2:632-1876|+      -            415 54603at50557         -            483   4.3e-20   70.8  20.1   2   4   3.1e-09   2.2e-07   28.9   1.8    58   120   139   201   131   224 0.86 -
8280at50557_74869_0:001375|STRG.5199.2:632-1876|+      -            415 54603at50557         -            483   4.3e-20   70.8  20.1   3   4   4.7e-05    0.0033   15.1   3.7    97   195   234   335   206   336 0.49 -
8280at50557_74869_0:001375|STRG.5199.2:632-1876|+      -            415 54603at50557         -            483   4.3e-20   70.8  20.1   4   4   1.4e-05     0.001   16.8   0.3    59   138   302   385   300   392 0.80 -
25718at50557_197043_0:00510d|STRG.8428.1:484-1749|+    -            422 54603at50557         -            483   7.8e-20   70.0  37.5   1   2   1.6e-06   0.00011   20.0   7.3    50   141    42   134    13   141 0.78 -
25718at50557_197043_0:00510d|STRG.8428.1:484-1749|+    -            422 54603at50557         -            483   7.8e-20   70.0  37.5   2   2   1.7e-13   1.2e-11   43.0  24.5    59   308   121   376   119   382 0.82 -
8280at50557_113334_0:00096f|STRG.1672.1:930-2243|+     -            438 54603at50557         -            483   8.4e-20   69.9  23.3   1   5      0.39        27    2.2   0.1   163   198    38    74     8    90 0.47 -
8280at50557_113334_0:00096f|STRG.1672.1:930-2243|+     -            438 54603at50557         -            483   8.4e-20   69.9  23.3   2   5   4.1e-15   2.9e-13   48.3   8.3   271   437    90   265    86   271 0.84 -
8280at50557_113334_0:00096f|STRG.1672.1:930-2243|+     -            438 54603at50557         -            483   8.4e-20   69.9  23.3   3   5    0.0043       0.3    8.7   0.0   274   309   286   321   275   325 0.83 -
8280at50557_113334_0:00096f|STRG.1672.1:930-2243|+     -            438 54603at50557         -            483   8.4e-20   69.9  23.3   4   5   0.00032     0.023   12.4   0.6   353   416   326   392   323   396 0.85 -
8280at50557_113334_0:00096f|STRG.1672.1:930-2243|+     -            438 54603at50557         -            483   8.4e-20   69.9  23.3   5   5      0.16        11    3.5   0.0   136   173   396   437   392   438 0.78 -
8280at50557_113334_0:00096f|STRG.1672.2:784-2097|+     -            438 54603at50557         -            483   8.4e-20   69.9  23.3   1   5      0.39        27    2.2   0.1   163   198    38    74     8    90 0.47 -
8280at50557_113334_0:00096f|STRG.1672.2:784-2097|+     -            438 54603at50557         -            483   8.4e-20   69.9  23.3   2   5   4.1e-15   2.9e-13   48.3   8.3   271   437    90   265    86   271 0.84 -
8280at50557_113334_0:00096f|STRG.1672.2:784-2097|+     -            438 54603at50557         -            483   8.4e-20   69.9  23.3   3   5    0.0043       0.3    8.7   0.0   274   309   286   321   275   325 0.83 -
8280at50557_113334_0:00096f|STRG.1672.2:784-2097|+     -            438 54603at50557         -            483   8.4e-20   69.9  23.3   4   5   0.00032     0.023   12.4   0.6   353   416   326   392   323   396 0.85 -
8280at50557_113334_0:00096f|STRG.1672.2:784-2097|+     -            438 54603at50557         -            483   8.4e-20   69.9  23.3   5   5      0.16        11    3.5   0.0   136   173   396   437   392   438 0.78 -
8280at50557_113334_0:00096f|STRG.1672.3:898-2211|+     -            438 54603at50557         -            483   8.4e-20   69.9  23.3   1   5      0.39        27    2.2   0.1   163   198    38    74     8    90 0.47 -
8280at50557_113334_0:00096f|STRG.1672.3:898-2211|+     -            438 54603at50557         -            483   8.4e-20   69.9  23.3   2   5   4.1e-15   2.9e-13   48.3   8.3   271   437    90   265    86   271 0.84 -
8280at50557_113334_0:00096f|STRG.1672.3:898-2211|+     -            438 54603at50557         -            483   8.4e-20   69.9  23.3   3   5    0.0043       0.3    8.7   0.0   274   309   286   321   275   325 0.83 -
8280at50557_113334_0:00096f|STRG.1672.3:898-2211|+     -            438 54603at50557         -            483   8.4e-20   69.9  23.3   4   5   0.00032     0.023   12.4   0.6   353   416   326   392   323   396 0.85 -
8280at50557_113334_0:00096f|STRG.1672.3:898-2211|+     -            438 54603at50557         -            483   8.4e-20   69.9  23.3   5   5      0.16        11    3.5   0.0   136   173   396   437   392   438 0.78 -
8280at50557_113334_0:00096f|STRG.1672.4:774-2087|+     -            438 54603at50557         -            483   8.4e-20   69.9  23.3   1   5      0.39        27    2.2   0.1   163   198    38    74     8    90 0.47 -
8280at50557_113334_0:00096f|STRG.1672.4:774-2087|+     -            438 54603at50557         -            483   8.4e-20   69.9  23.3   2   5   4.1e-15   2.9e-13   48.3   8.3   271   437    90   265    86   271 0.84 -
8280at50557_113334_0:00096f|STRG.1672.4:774-2087|+     -            438 54603at50557         -            483   8.4e-20   69.9  23.3   3   5    0.0043       0.3    8.7   0.0   274   309   286   321   275   325 0.83 -
8280at50557_113334_0:00096f|STRG.1672.4:774-2087|+     -            438 54603at50557         -            483   8.4e-20   69.9  23.3   4   5   0.00032     0.023   12.4   0.6   353   416   326   392   323   396 0.85 -
8280at50557_113334_0:00096f|STRG.1672.4:774-2087|+     -            438 54603at50557         -            483   8.4e-20   69.9  23.3   5   5      0.16        11    3.5   0.0   136   173   396   437   392   438 0.78 -
8280at50557_121225_0:0005bf|STRG.15071.1:160-1971|+    -            604 54603at50557         -            483   1.1e-19   69.5  36.0   1   4   1.9e-06   0.00013   19.8   6.5   341   439     9   110     3   123 0.72 -
8280at50557_121225_0:0005bf|STRG.15071.1:160-1971|+    -            604 54603at50557         -            483   1.1e-19   69.5  36.0   2   4   7.9e-08   5.6e-06   24.3   7.2   162   307   251   406   247   409 0.82 -
8280at50557_121225_0:0005bf|STRG.15071.1:160-1971|+    -            604 54603at50557         -            483   1.1e-19   69.5  36.0   3   4   1.7e-07   1.2e-05   23.2   0.8    82   146   394   460   390   463 0.84 -
8280at50557_121225_0:0005bf|STRG.15071.1:160-1971|+    -            604 54603at50557         -            483   1.1e-19   69.5  36.0   4   4   1.3e-05   0.00091   17.0   1.3   107   185   489   580   464   601 0.66 -
7376at50557_38123_0:000ed3|STRG.4574.1:790-1887|+      -            366 54603at50557         -            483   1.2e-19   69.3   5.8   1   3   4.1e-09   2.9e-07   28.5   0.8   217   326    20   136    17   136 0.83 -
7376at50557_38123_0:000ed3|STRG.4574.1:790-1887|+      -            366 54603at50557         -            483   1.2e-19   69.3   5.8   2   3   1.7e-12   1.2e-10   39.6   0.1   268   438   125   309   118   317 0.82 -
7376at50557_38123_0:000ed3|STRG.4574.1:790-1887|+      -            366 54603at50557         -            483   1.2e-19   69.3   5.8   3   3    0.0062      0.44    8.1   0.8    57   115   295   355   293   361 0.71 -
109776at50557_103372_0:0011f7|STRG.17026.1:284-997|+   -            238 54603at50557         -            483   1.8e-19   68.8   8.2   1   2     1e-15   7.3e-14   50.3   1.2   339   444    19   127    13   129 0.87 -
109776at50557_103372_0:0011f7|STRG.17026.1:284-997|+   -            238 54603at50557         -            483   1.8e-19   68.8   8.2   2   2   2.9e-07     2e-05   22.4   0.9   355   415   129   189   127   207 0.76 -
109776at50557_103372_0:0011f7|STRG.17026.2:198-911|+   -            238 54603at50557         -            483   1.8e-19   68.8   8.2   1   2     1e-15   7.3e-14   50.3   1.2   339   444    19   127    13   129 0.87 -
109776at50557_103372_0:0011f7|STRG.17026.2:198-911|+   -            238 54603at50557         -            483   1.8e-19   68.8   8.2   2   2   2.9e-07     2e-05   22.4   0.9   355   415   129   189   127   207 0.76 -
109776at50557_103372_0:0011f7|STRG.17026.3:177-890|+   -            238 54603at50557         -            483   1.8e-19   68.8   8.2   1   2     1e-15   7.3e-14   50.3   1.2   339   444    19   127    13   129 0.87 -
109776at50557_103372_0:0011f7|STRG.17026.3:177-890|+   -            238 54603at50557         -            483   1.8e-19   68.8   8.2   2   2   2.9e-07     2e-05   22.4   0.9   355   415   129   189   127   207 0.76 -
8280at50557_1218281_0:0023d1|STRG.3132.1:473-1369|+    -            299 54603at50557         -            483   5.1e-19   67.3  23.7   1   4       0.2        14    3.2   0.1    31    56    20    45    10    49 0.61 -
8280at50557_1218281_0:0023d1|STRG.3132.1:473-1369|+    -            299 54603at50557         -            483   5.1e-19   67.3  23.7   2   4   1.8e-13   1.3e-11   42.9  11.2   332   469    47   193    25   200 0.81 -
8280at50557_1218281_0:0023d1|STRG.3132.1:473-1369|+    -            299 54603at50557         -            483   5.1e-19   67.3  23.7   3   4   1.6e-05    0.0011   16.7   3.2   336   393   193   252   192   253 0.83 -
8280at50557_1218281_0:0023d1|STRG.3132.1:473-1369|+    -            299 54603at50557         -            483   5.1e-19   67.3  23.7   4   4   1.9e-05    0.0013   16.4   0.6   336   386   239   293   233   297 0.76 -
8280at50557_1218281_0:0023d1|STRG.3132.2:419-1315|+    -            299 54603at50557         -            483   5.1e-19   67.3  23.7   1   4       0.2        14    3.2   0.1    31    56    20    45    10    49 0.61 -
8280at50557_1218281_0:0023d1|STRG.3132.2:419-1315|+    -            299 54603at50557         -            483   5.1e-19   67.3  23.7   2   4   1.8e-13   1.3e-11   42.9  11.2   332   469    47   193    25   200 0.81 -
8280at50557_1218281_0:0023d1|STRG.3132.2:419-1315|+    -            299 54603at50557         -            483   5.1e-19   67.3  23.7   3   4   1.6e-05    0.0011   16.7   3.2   336   393   193   252   192   253 0.83 -
8280at50557_1218281_0:0023d1|STRG.3132.2:419-1315|+    -            299 54603at50557         -            483   5.1e-19   67.3  23.7   4   4   1.9e-05    0.0013   16.4   0.6   336   386   239   293   233   297 0.76 -
25718at50557_13249_0:001bb5|STRG.1670.1:410-1618|+     -            403 54603at50557         -            483   5.2e-19   67.2  29.9   1   3   5.1e-11   3.6e-09   34.8   5.4    62   200     4   131     1   151 0.66 -
25718at50557_13249_0:001bb5|STRG.1670.1:410-1618|+     -            403 54603at50557         -            483   5.2e-19   67.2  29.9   2   3     0.037       2.6    5.6   0.3   335   403   116   185   100   198 0.60 -
25718at50557_13249_0:001bb5|STRG.1670.1:410-1618|+     -            403 54603at50557         -            483   5.2e-19   67.2  29.9   3   3   2.5e-11   1.7e-09   35.8  15.5    37   220   186   382   179   394 0.84 -
83902at50557_39758_0:004660|STRG.12557.1:628-1152|+    -            175 54603at50557         -            483   1.8e-18   65.5   8.9   1   2   1.4e-12   9.9e-11   39.9   4.0   346   438    10   103     6   109 0.86 -
83902at50557_39758_0:004660|STRG.12557.1:628-1152|+    -            175 54603at50557         -            483   1.8e-18   65.5   8.9   2   2   1.3e-08   8.9e-07   26.9   0.1   352   411   111   171   107   174 0.44 -
7376at50557_1507135_0:001a56|STRG.949.1:523-2919|+     -            799 54603at50557         -            483   1.9e-17   62.1   0.8   1   4      0.39        27    2.2   0.0    78   118    67   108    13   130 0.62 -
7376at50557_1507135_0:001a56|STRG.949.1:523-2919|+     -            799 54603at50557         -            483   1.9e-17   62.1   0.8   2   4   0.00014      0.01   13.5   0.0   353   435   255   342   202   346 0.80 -
7376at50557_1507135_0:001a56|STRG.949.1:523-2919|+     -            799 54603at50557         -            483   1.9e-17   62.1   0.8   3   4   4.7e-09   3.3e-07   28.3   0.6   325   434   450   564   442   577 0.80 -
7376at50557_1507135_0:001a56|STRG.949.1:523-2919|+     -            799 54603at50557         -            483   1.9e-17   62.1   0.8   4   4   0.00031     0.022   12.4   0.0   332   414   712   798   696   799 0.75 -
