#                                                                                                              --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                          accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                  ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
96662at50557_286306_0:0043a3|STRG.13757.1:278-2271|+   -            461 96662at50557         -            445  1.4e-179  596.8   0.2   1   1  4.2e-181  1.6e-179  596.7   0.2     1   411    22   460    22   461 0.97 -
2648at50557_454923_0:001379|STRG.13665.1:720-3614|+    -            965 96662at50557         -            445   1.7e-58  197.8  17.0   7  14    0.0016     0.059   11.4   0.0   366   428   457   524   456   540 0.81 -
2648at50557_454923_0:001379|STRG.13665.1:720-3614|+    -            965 96662at50557         -            445   1.7e-58  197.8  17.0   8  14    0.0012     0.046   11.7   0.0   372   442   546   618   531   621 0.86 -
2648at50557_454923_0:001379|STRG.13665.1:720-3614|+    -            965 96662at50557         -            445   1.7e-58  197.8  17.0   9  14       0.1       3.8    5.4   0.0   376   441   617   686   612   690 0.80 -
2648at50557_454923_0:001379|STRG.13665.1:720-3614|+    -            965 96662at50557         -            445   1.7e-58  197.8  17.0  10  14     1e-05   0.00037   18.6   0.1   386   442   697   755   679   759 0.84 -
2648at50557_454923_0:001379|STRG.13665.1:720-3614|+    -            965 96662at50557         -            445   1.7e-58  197.8  17.0  11  14   0.00058     0.022   12.8   0.0   355   429   733   807   727   827 0.82 -
2648at50557_454923_0:001379|STRG.13665.1:720-3614|+    -            965 96662at50557         -            445   1.7e-58  197.8  17.0  12  14      0.11         4    5.4   0.0   366   427   776   841   760   860 0.78 -
2648at50557_454923_0:001379|STRG.13665.1:720-3614|+    -            965 96662at50557         -            445   1.7e-58  197.8  17.0  13  14   8.3e-05    0.0031   15.6   0.1   369   431   853   915   845   927 0.84 -
2648at50557_454923_0:001379|STRG.13665.1:720-3614|+    -            965 96662at50557         -            445   1.7e-58  197.8  17.0  14  14      0.29        11    3.9   0.0   392   429   927   964   916   965 0.87 -
2648at50557_454923_0:001379|STRG.13665.2:561-3455|+    -            965 96662at50557         -            445   1.7e-58  197.8  17.0   1  14   1.6e-09     6e-08   31.1   0.1   342   444     2   104     1   105 0.92 -
2648at50557_454923_0:001379|STRG.13665.2:561-3455|+    -            965 96662at50557         -            445   1.7e-58  197.8  17.0   2  14   3.8e-07   1.4e-05   23.3   0.1   366   433    91   158    89   164 0.91 -
2648at50557_454923_0:001379|STRG.13665.2:561-3455|+    -            965 96662at50557         -            445   1.7e-58  197.8  17.0   3  14   1.3e-08   4.9e-07   28.1   0.1   366   444   157   237   155   238 0.92 -
2648at50557_454923_0:001379|STRG.13665.2:561-3455|+    -            965 96662at50557         -            445   1.7e-58  197.8  17.0   4  14   2.3e-05   0.00087   17.4   0.0   374   444   232   304   229   305 0.88 -
2648at50557_454923_0:001379|STRG.13665.2:561-3455|+    -            965 96662at50557         -            445   1.7e-58  197.8  17.0   5  14   2.1e-05   0.00078   17.6   0.0   363   444   288   370   281   371 0.89 -
2648at50557_454923_0:001379|STRG.13665.2:561-3455|+    -            965 96662at50557         -            445   1.7e-58  197.8  17.0   6  14   8.3e-09   3.1e-07   28.8   0.0   353   444   378   470   372   471 0.93 -
2648at50557_454923_0:001379|STRG.13665.2:561-3455|+    -            965 96662at50557         -            445   1.7e-58  197.8  17.0   7  14    0.0016     0.059   11.4   0.0   366   428   457   524   456   540 0.81 -
2648at50557_454923_0:001379|STRG.13665.2:561-3455|+    -            965 96662at50557         -            445   1.7e-58  197.8  17.0   8  14    0.0012     0.046   11.7   0.0   372   442   546   618   531   621 0.86 -
2648at50557_454923_0:001379|STRG.13665.2:561-3455|+    -            965 96662at50557         -            445   1.7e-58  197.8  17.0   9  14       0.1       3.8    5.4   0.0   376   441   617   686   612   690 0.80 -
2648at50557_454923_0:001379|STRG.13665.2:561-3455|+    -            965 96662at50557         -            445   1.7e-58  197.8  17.0  10  14     1e-05   0.00037   18.6   0.1   386   442   697   755   679   759 0.84 -
2648at50557_454923_0:001379|STRG.13665.2:561-3455|+    -            965 96662at50557         -            445   1.7e-58  197.8  17.0  11  14   0.00058     0.022   12.8   0.0   355   429   733   807   727   827 0.82 -
2648at50557_454923_0:001379|STRG.13665.2:561-3455|+    -            965 96662at50557         -            445   1.7e-58  197.8  17.0  12  14      0.11         4    5.4   0.0   366   427   776   841   760   860 0.78 -
2648at50557_454923_0:001379|STRG.13665.2:561-3455|+    -            965 96662at50557         -            445   1.7e-58  197.8  17.0  13  14   8.3e-05    0.0031   15.6   0.1   369   431   853   915   845   927 0.84 -
2648at50557_454923_0:001379|STRG.13665.2:561-3455|+    -            965 96662at50557         -            445   1.7e-58  197.8  17.0  14  14      0.29        11    3.9   0.0   392   429   927   964   916   965 0.87 -
2648at50557_64793_0:001655|STRG.5801.1:3027-4748|+     -            574 96662at50557         -            445   1.1e-44  152.2  25.7   1   8   4.4e-06   0.00016   19.8   0.1   365   430     8    75     2    80 0.86 -
2648at50557_64793_0:001655|STRG.5801.1:3027-4748|+     -            574 96662at50557         -            445   1.1e-44  152.2  25.7   2   8   2.9e-07   1.1e-05   23.7   0.9   366   440    77   152    74   153 0.92 -
2648at50557_64793_0:001655|STRG.5801.1:3027-4748|+     -            574 96662at50557         -            445   1.1e-44  152.2  25.7   3   8   3.4e-09   1.3e-07   30.1   0.1   366   444   143   227   141   228 0.94 -
2648at50557_64793_0:001655|STRG.5801.1:3027-4748|+     -            574 96662at50557         -            445   1.1e-44  152.2  25.7   4   8   2.9e-05    0.0011   17.1   0.0   367   438   215   287   214   288 0.92 -
2648at50557_64793_0:001655|STRG.5801.1:3027-4748|+     -            574 96662at50557         -            445   1.1e-44  152.2  25.7   5   8   4.5e-10   1.7e-08   33.0   0.2   367   441   281   356   277   359 0.91 -
2648at50557_64793_0:001655|STRG.5801.1:3027-4748|+     -            574 96662at50557         -            445   1.1e-44  152.2  25.7   6   8   1.1e-06   4.3e-05   21.7   0.5   339   426   353   440   349   444 0.81 -
2648at50557_64793_0:001655|STRG.5801.1:3027-4748|+     -            574 96662at50557         -            445   1.1e-44  152.2  25.7   7   8   2.2e-08   8.1e-07   27.4   0.1   345   430   426   512   420   515 0.90 -
2648at50557_64793_0:001655|STRG.5801.1:3027-4748|+     -            574 96662at50557         -            445   1.1e-44  152.2  25.7   8   8   0.00075     0.028   12.4   0.2   369   424   517   572   512   574 0.93 -
2648at50557_64793_0:001655|STRG.5801.2:3027-4748|+     -            574 96662at50557         -            445   1.1e-44  152.2  25.7   1   8   4.4e-06   0.00016   19.8   0.1   365   430     8    75     2    80 0.86 -
2648at50557_64793_0:001655|STRG.5801.2:3027-4748|+     -            574 96662at50557         -            445   1.1e-44  152.2  25.7   2   8   2.9e-07   1.1e-05   23.7   0.9   366   440    77   152    74   153 0.92 -
2648at50557_64793_0:001655|STRG.5801.2:3027-4748|+     -            574 96662at50557         -            445   1.1e-44  152.2  25.7   3   8   3.4e-09   1.3e-07   30.1   0.1   366   444   143   227   141   228 0.94 -
2648at50557_64793_0:001655|STRG.5801.2:3027-4748|+     -            574 96662at50557         -            445   1.1e-44  152.2  25.7   4   8   2.9e-05    0.0011   17.1   0.0   367   438   215   287   214   288 0.92 -
2648at50557_64793_0:001655|STRG.5801.2:3027-4748|+     -            574 96662at50557         -            445   1.1e-44  152.2  25.7   5   8   4.5e-10   1.7e-08   33.0   0.2   367   441   281   356   277   359 0.91 -
2648at50557_64793_0:001655|STRG.5801.2:3027-4748|+     -            574 96662at50557         -            445   1.1e-44  152.2  25.7   6   8   1.1e-06   4.3e-05   21.7   0.5   339   426   353   440   349   444 0.81 -
2648at50557_64793_0:001655|STRG.5801.2:3027-4748|+     -            574 96662at50557         -            445   1.1e-44  152.2  25.7   7   8   2.2e-08   8.1e-07   27.4   0.1   345   430   426   512   420   515 0.90 -
2648at50557_64793_0:001655|STRG.5801.2:3027-4748|+     -            574 96662at50557         -            445   1.1e-44  152.2  25.7   8   8   0.00075     0.028   12.4   0.2   369   424   517   572   512   574 0.93 -
2648at50557_64793_0:001655|STRG.5801.3:3027-4748|+     -            574 96662at50557         -            445   1.1e-44  152.2  25.7   1   8   4.4e-06   0.00016   19.8   0.1   365   430     8    75     2    80 0.86 -
2648at50557_64793_0:001655|STRG.5801.3:3027-4748|+     -            574 96662at50557         -            445   1.1e-44  152.2  25.7   2   8   2.9e-07   1.1e-05   23.7   0.9   366   440    77   152    74   153 0.92 -
2648at50557_64793_0:001655|STRG.5801.3:3027-4748|+     -            574 96662at50557         -            445   1.1e-44  152.2  25.7   3   8   3.4e-09   1.3e-07   30.1   0.1   366   444   143   227   141   228 0.94 -
2648at50557_64793_0:001655|STRG.5801.3:3027-4748|+     -            574 96662at50557         -            445   1.1e-44  152.2  25.7   4   8   2.9e-05    0.0011   17.1   0.0   367   438   215   287   214   288 0.92 -
2648at50557_64793_0:001655|STRG.5801.3:3027-4748|+     -            574 96662at50557         -            445   1.1e-44  152.2  25.7   5   8   4.5e-10   1.7e-08   33.0   0.2   367   441   281   356   277   359 0.91 -
2648at50557_64793_0:001655|STRG.5801.3:3027-4748|+     -            574 96662at50557         -            445   1.1e-44  152.2  25.7   6   8   1.1e-06   4.3e-05   21.7   0.5   339   426   353   440   349   444 0.81 -
2648at50557_64793_0:001655|STRG.5801.3:3027-4748|+     -            574 96662at50557         -            445   1.1e-44  152.2  25.7   7   8   2.2e-08   8.1e-07   27.4   0.1   345   430   426   512   420   515 0.90 -
2648at50557_64793_0:001655|STRG.5801.3:3027-4748|+     -            574 96662at50557         -            445   1.1e-44  152.2  25.7   8   8   0.00075     0.028   12.4   0.2   369   424   517   572   512   574 0.93 -
2648at50557_64793_0:001655|STRG.5801.4:3027-4748|+     -            574 96662at50557         -            445   1.1e-44  152.2  25.7   1   8   4.4e-06   0.00016   19.8   0.1   365   430     8    75     2    80 0.86 -
2648at50557_64793_0:001655|STRG.5801.4:3027-4748|+     -            574 96662at50557         -            445   1.1e-44  152.2  25.7   2   8   2.9e-07   1.1e-05   23.7   0.9   366   440    77   152    74   153 0.92 -
2648at50557_64793_0:001655|STRG.5801.4:3027-4748|+     -            574 96662at50557         -            445   1.1e-44  152.2  25.7   3   8   3.4e-09   1.3e-07   30.1   0.1   366   444   143   227   141   228 0.94 -
2648at50557_64793_0:001655|STRG.5801.4:3027-4748|+     -            574 96662at50557         -            445   1.1e-44  152.2  25.7   4   8   2.9e-05    0.0011   17.1   0.0   367   438   215   287   214   288 0.92 -
2648at50557_64793_0:001655|STRG.5801.4:3027-4748|+     -            574 96662at50557         -            445   1.1e-44  152.2  25.7   5   8   4.5e-10   1.7e-08   33.0   0.2   367   441   281   356   277   359 0.91 -
2648at50557_64793_0:001655|STRG.5801.4:3027-4748|+     -            574 96662at50557         -            445   1.1e-44  152.2  25.7   6   8   1.1e-06   4.3e-05   21.7   0.5   339   426   353   440   349   444 0.81 -
2648at50557_64793_0:001655|STRG.5801.4:3027-4748|+     -            574 96662at50557         -            445   1.1e-44  152.2  25.7   7   8   2.2e-08   8.1e-07   27.4   0.1   345   430   426   512   420   515 0.90 -
2648at50557_64793_0:001655|STRG.5801.4:3027-4748|+     -            574 96662at50557         -            445   1.1e-44  152.2  25.7   8   8   0.00075     0.028   12.4   0.2   369   424   517   572   512   574 0.93 -
2648at50557_64793_0:001655|STRG.5801.5:3027-4748|+     -            574 96662at50557         -            445   1.1e-44  152.2  25.7   1   8   4.4e-06   0.00016   19.8   0.1   365   430     8    75     2    80 0.86 -
2648at50557_64793_0:001655|STRG.5801.5:3027-4748|+     -            574 96662at50557         -            445   1.1e-44  152.2  25.7   2   8   2.9e-07   1.1e-05   23.7   0.9   366   440    77   152    74   153 0.92 -
2648at50557_64793_0:001655|STRG.5801.5:3027-4748|+     -            574 96662at50557         -            445   1.1e-44  152.2  25.7   3   8   3.4e-09   1.3e-07   30.1   0.1   366   444   143   227   141   228 0.94 -
2648at50557_64793_0:001655|STRG.5801.5:3027-4748|+     -            574 96662at50557         -            445   1.1e-44  152.2  25.7   4   8   2.9e-05    0.0011   17.1   0.0   367   438   215   287   214   288 0.92 -
2648at50557_64793_0:001655|STRG.5801.5:3027-4748|+     -            574 96662at50557         -            445   1.1e-44  152.2  25.7   5   8   4.5e-10   1.7e-08   33.0   0.2   367   441   281   356   277   359 0.91 -
2648at50557_64793_0:001655|STRG.5801.5:3027-4748|+     -            574 96662at50557         -            445   1.1e-44  152.2  25.7   6   8   1.1e-06   4.3e-05   21.7   0.5   339   426   353   440   349   444 0.81 -
2648at50557_64793_0:001655|STRG.5801.5:3027-4748|+     -            574 96662at50557         -            445   1.1e-44  152.2  25.7   7   8   2.2e-08   8.1e-07   27.4   0.1   345   430   426   512   420   515 0.90 -
2648at50557_64793_0:001655|STRG.5801.5:3027-4748|+     -            574 96662at50557         -            445   1.1e-44  152.2  25.7   8   8   0.00075     0.028   12.4   0.2   369   424   517   572   512   574 0.93 -
2648at50557_64793_0:001655|STRG.5801.6:2505-4226|+     -            574 96662at50557         -            445   1.1e-44  152.2  25.7   1   8   4.4e-06   0.00016   19.8   0.1   365   430     8    75     2    80 0.86 -
2648at50557_64793_0:001655|STRG.5801.6:2505-4226|+     -            574 96662at50557         -            445   1.1e-44  152.2  25.7   2   8   2.9e-07   1.1e-05   23.7   0.9   366   440    77   152    74   153 0.92 -
2648at50557_64793_0:001655|STRG.5801.6:2505-4226|+     -            574 96662at50557         -            445   1.1e-44  152.2  25.7   3   8   3.4e-09   1.3e-07   30.1   0.1   366   444   143   227   141   228 0.94 -
2648at50557_64793_0:001655|STRG.5801.6:2505-4226|+     -            574 96662at50557         -            445   1.1e-44  152.2  25.7   4   8   2.9e-05    0.0011   17.1   0.0   367   438   215   287   214   288 0.92 -
2648at50557_64793_0:001655|STRG.5801.6:2505-4226|+     -            574 96662at50557         -            445   1.1e-44  152.2  25.7   5   8   4.5e-10   1.7e-08   33.0   0.2   367   441   281   356   277   359 0.91 -
2648at50557_64793_0:001655|STRG.5801.6:2505-4226|+     -            574 96662at50557         -            445   1.1e-44  152.2  25.7   6   8   1.1e-06   4.3e-05   21.7   0.5   339   426   353   440   349   444 0.81 -
2648at50557_64793_0:001655|STRG.5801.6:2505-4226|+     -            574 96662at50557         -            445   1.1e-44  152.2  25.7   7   8   2.2e-08   8.1e-07   27.4   0.1   345   430   426   512   420   515 0.90 -
2648at50557_64793_0:001655|STRG.5801.6:2505-4226|+     -            574 96662at50557         -            445   1.1e-44  152.2  25.7   8   8   0.00075     0.028   12.4   0.2   369   424   517   572   512   574 0.93 -
2648at50557_456900_0:000bce|STRG.2647.1:2-2728|+       -            909 96662at50557         -            445   7.2e-43  146.2  12.4   1  10    0.0025     0.093   10.7   0.1   371   443     1    75     1    77 0.84 -
2648at50557_456900_0:000bce|STRG.2647.1:2-2728|+       -            909 96662at50557         -            445   7.2e-43  146.2  12.4   2  10   0.00014    0.0051   14.9   0.0   342   443    72   175    66   177 0.81 -
2648at50557_456900_0:000bce|STRG.2647.1:2-2728|+       -            909 96662at50557         -            445   7.2e-43  146.2  12.4   3  10    0.0057      0.21    9.5   0.0   387   444   185   243   170   244 0.79 -
2648at50557_456900_0:000bce|STRG.2647.1:2-2728|+       -            909 96662at50557         -            445   7.2e-43  146.2  12.4   4  10      0.27        10    4.0   0.1   364   425   271   342   248   353 0.66 -
2648at50557_456900_0:000bce|STRG.2647.1:2-2728|+       -            909 96662at50557         -            445   7.2e-43  146.2  12.4   5  10     2e-08   7.3e-07   27.6   0.0   342   431   365   454   360   465 0.88 -
2648at50557_456900_0:000bce|STRG.2647.1:2-2728|+       -            909 96662at50557         -            445   7.2e-43  146.2  12.4   6  10   1.4e-06   5.4e-05   21.4   0.1   374   432   463   521   457   530 0.91 -
2648at50557_456900_0:000bce|STRG.2647.1:2-2728|+       -            909 96662at50557         -            445   7.2e-43  146.2  12.4   7  10   0.00056     0.021   12.9   0.2   370   444   526   604   522   605 0.82 -
2648at50557_456900_0:000bce|STRG.2647.1:2-2728|+       -            909 96662at50557         -            445   7.2e-43  146.2  12.4   8  10      0.27        10    4.0   0.0   369   426   594   651   591   664 0.82 -
2648at50557_456900_0:000bce|STRG.2647.1:2-2728|+       -            909 96662at50557         -            445   7.2e-43  146.2  12.4   9  10   0.00021     0.008   14.2   0.0   369   436   673   742   665   745 0.90 -
2648at50557_456900_0:000bce|STRG.2647.1:2-2728|+       -            909 96662at50557         -            445   7.2e-43  146.2  12.4  10  10   2.4e-10   9.1e-09   33.8   0.0   357   441   730   815   727   819 0.91 -
2648at50557_7536_0:00180e|STRG.13301.2:231-1643|+      -            471 96662at50557         -            445     6e-40  136.6   8.0   1   6     3e-09   1.1e-07   30.2   0.0   376   444     1    70     1    71 0.97 -
2648at50557_7536_0:00180e|STRG.13301.2:231-1643|+      -            471 96662at50557         -            445     6e-40  136.6   8.0   2   6     4e-07   1.5e-05   23.3   0.1   365   444   118   198   104   199 0.85 -
2648at50557_7536_0:00180e|STRG.13301.2:231-1643|+      -            471 96662at50557         -            445     6e-40  136.6   8.0   3   6   4.6e-05    0.0017   16.5   0.0   370   429   189   248   184   251 0.91 -
2648at50557_7536_0:00180e|STRG.13301.2:231-1643|+      -            471 96662at50557         -            445     6e-40  136.6   8.0   4   6   1.3e-07   4.9e-06   24.8   0.0   368   429   253   314   249   319 0.94 -
2648at50557_7536_0:00180e|STRG.13301.2:231-1643|+      -            471 96662at50557         -            445     6e-40  136.6   8.0   5   6   3.8e-05    0.0014   16.7   0.0   370   429   321   380   315   382 0.90 -
2648at50557_7536_0:00180e|STRG.13301.2:231-1643|+      -            471 96662at50557         -            445     6e-40  136.6   8.0   6   6   2.8e-07   1.1e-05   23.7   0.1   372   444   389   462   382   463 0.89 -
2648at50557_456900_0:000bce|STRG.2647.2:2-2740|+       -            905 96662at50557         -            445     1e-39  135.9  12.0   1   9    0.0011     0.043   11.9   0.0   327   422    23   119     3   131 0.77 -
2648at50557_456900_0:000bce|STRG.2647.2:2-2740|+       -            905 96662at50557         -            445     1e-39  135.9  12.0   2   9   0.00092     0.035   12.2   0.0   368   444   140   219   123   220 0.85 -
2648at50557_456900_0:000bce|STRG.2647.2:2-2740|+       -            905 96662at50557         -            445     1e-39  135.9  12.0   3   9      0.23       8.8    4.2   0.1   364   425   267   338   239   350 0.67 -
2648at50557_456900_0:000bce|STRG.2647.2:2-2740|+       -            905 96662at50557         -            445     1e-39  135.9  12.0   4   9   2.2e-08   8.2e-07   27.4   0.1   342   430   361   449   346   457 0.89 -
2648at50557_456900_0:000bce|STRG.2647.2:2-2740|+       -            905 96662at50557         -            445     1e-39  135.9  12.0   5   9   5.2e-07   1.9e-05   22.9   0.2   374   442   459   529   453   532 0.86 -
2648at50557_456900_0:000bce|STRG.2647.2:2-2740|+       -            905 96662at50557         -            445     1e-39  135.9  12.0   6   9   0.00054      0.02   12.9   0.2   370   444   522   600   517   601 0.82 -
2648at50557_456900_0:000bce|STRG.2647.2:2-2740|+       -            905 96662at50557         -            445     1e-39  135.9  12.0   7   9      0.26       9.6    4.1   0.0   369   426   590   647   586   659 0.82 -
2648at50557_456900_0:000bce|STRG.2647.2:2-2740|+       -            905 96662at50557         -            445     1e-39  135.9  12.0   8   9   0.00023    0.0087   14.1   0.0   369   436   669   738   661   740 0.90 -
2648at50557_456900_0:000bce|STRG.2647.2:2-2740|+       -            905 96662at50557         -            445     1e-39  135.9  12.0   9   9   2.4e-10     9e-09   33.8   0.0   357   441   726   811   723   815 0.91 -
12555at50557_51655_0:003c27|STRG.10596.1:378-1397|+    -            340 96662at50557         -            445   1.2e-38  132.4   9.2   1   4   4.1e-16   1.5e-14   52.9   0.1   344   434     3    92     1   102 0.89 -
12555at50557_51655_0:003c27|STRG.10596.1:378-1397|+    -            340 96662at50557         -            445   1.2e-38  132.4   9.2   2   4      0.02      0.76    7.7   0.2   378   426   102   152    91   160 0.71 -
12555at50557_51655_0:003c27|STRG.10596.1:378-1397|+    -            340 96662at50557         -            445   1.2e-38  132.4   9.2   3   4   4.1e-13   1.5e-11   43.0   0.2   362   444   155   238   145   239 0.91 -
12555at50557_51655_0:003c27|STRG.10596.1:378-1397|+    -            340 96662at50557         -            445   1.2e-38  132.4   9.2   4   4   1.8e-10   6.6e-09   34.3   0.1   360   444   252   337   238   338 0.89 -
12555at50557_51655_0:003c27|STRG.10596.2:378-1397|+    -            340 96662at50557         -            445   1.2e-38  132.4   9.2   1   4   4.1e-16   1.5e-14   52.9   0.1   344   434     3    92     1   102 0.89 -
12555at50557_51655_0:003c27|STRG.10596.2:378-1397|+    -            340 96662at50557         -            445   1.2e-38  132.4   9.2   2   4      0.02      0.76    7.7   0.2   378   426   102   152    91   160 0.71 -
12555at50557_51655_0:003c27|STRG.10596.2:378-1397|+    -            340 96662at50557         -            445   1.2e-38  132.4   9.2   3   4   4.1e-13   1.5e-11   43.0   0.2   362   444   155   238   145   239 0.91 -
12555at50557_51655_0:003c27|STRG.10596.2:378-1397|+    -            340 96662at50557         -            445   1.2e-38  132.4   9.2   4   4   1.8e-10   6.6e-09   34.3   0.1   360   444   252   337   238   338 0.89 -
12555at50557_51655_0:003c27|STRG.10596.4:378-1397|+    -            340 96662at50557         -            445   1.2e-38  132.4   9.2   1   4   4.1e-16   1.5e-14   52.9   0.1   344   434     3    92     1   102 0.89 -
12555at50557_51655_0:003c27|STRG.10596.4:378-1397|+    -            340 96662at50557         -            445   1.2e-38  132.4   9.2   2   4      0.02      0.76    7.7   0.2   378   426   102   152    91   160 0.71 -
12555at50557_51655_0:003c27|STRG.10596.4:378-1397|+    -            340 96662at50557         -            445   1.2e-38  132.4   9.2   3   4   4.1e-13   1.5e-11   43.0   0.2   362   444   155   238   145   239 0.91 -
12555at50557_51655_0:003c27|STRG.10596.4:378-1397|+    -            340 96662at50557         -            445   1.2e-38  132.4   9.2   4   4   1.8e-10   6.6e-09   34.3   0.1   360   444   252   337   238   338 0.89 -
2648at50557_7536_0:00180e|STRG.13301.5:756-1994|+      -            413 96662at50557         -            445   5.3e-37  126.9   2.5   1   5   2.5e-09   9.3e-08   30.5   0.1   376   444     1    70     1    71 0.97 -
2648at50557_7536_0:00180e|STRG.13301.5:756-1994|+      -            413 96662at50557         -            445   5.3e-37  126.9   2.5   2   5   2.4e-07     9e-06   24.0   0.1   365   444   118   198   100   199 0.83 -
2648at50557_7536_0:00180e|STRG.13301.5:756-1994|+      -            413 96662at50557         -            445   5.3e-37  126.9   2.5   3   5   3.5e-05    0.0013   16.8   0.0   370   429   189   248   184   252 0.91 -
2648at50557_7536_0:00180e|STRG.13301.5:756-1994|+      -            413 96662at50557         -            445   5.3e-37  126.9   2.5   4   5   9.9e-09   3.7e-07   28.5   0.0   367   444   252   330   245   331 0.91 -
2648at50557_7536_0:00180e|STRG.13301.5:756-1994|+      -            413 96662at50557         -            445   5.3e-37  126.9   2.5   5   5   3.2e-07   1.2e-05   23.6   0.0   348   429   332   413   326   413 0.93 -
12555at50557_51655_0:003c27|STRG.10596.3:392-1387|+    -            332 96662at50557         -            445   1.1e-36  125.9  10.5   1   4   3.9e-16   1.5e-14   52.9   0.1   344   434     3    92     1   102 0.89 -
12555at50557_51655_0:003c27|STRG.10596.3:392-1387|+    -            332 96662at50557         -            445   1.1e-36  125.9  10.5   2   4     0.019      0.71    7.8   0.2   377   426   101   152    90   160 0.71 -
12555at50557_51655_0:003c27|STRG.10596.3:392-1387|+    -            332 96662at50557         -            445   1.1e-36  125.9  10.5   3   4   3.8e-13   1.4e-11   43.1   0.2   362   444   155   238   145   240 0.91 -
12555at50557_51655_0:003c27|STRG.10596.3:392-1387|+    -            332 96662at50557         -            445   1.1e-36  125.9  10.5   4   4   8.7e-09   3.2e-07   28.7   0.3   360   436   252   328   239   332 0.88 -
2648at50557_67767_0:000c37|STRG.11041.1:244-1893|+     -            550 96662at50557         -            445   1.5e-32  112.2   7.5   1   6     5e-08   1.9e-06   26.2   0.0   319   441    48   171    34   175 0.87 -
2648at50557_67767_0:000c37|STRG.11041.1:244-1893|+     -            550 96662at50557         -            445   1.5e-32  112.2   7.5   2   6   2.4e-05   0.00091   17.4   0.0   371   434   166   229   161   241 0.85 -
2648at50557_67767_0:000c37|STRG.11041.1:244-1893|+     -            550 96662at50557         -            445   1.5e-32  112.2   7.5   3   6   9.2e-08   3.5e-06   25.3   0.0   345   442   241   338   231   341 0.84 -
2648at50557_67767_0:000c37|STRG.11041.1:244-1893|+     -            550 96662at50557         -            445   1.5e-32  112.2   7.5   4   6   1.7e-06   6.2e-05   21.2   0.0   357   431   318   393   309   402 0.88 -
2648at50557_67767_0:000c37|STRG.11041.1:244-1893|+     -            550 96662at50557         -            445   1.5e-32  112.2   7.5   5   6   3.9e-08   1.5e-06   26.6   0.1   376   441   401   467   396   471 0.88 -
2648at50557_67767_0:000c37|STRG.11041.1:244-1893|+     -            550 96662at50557         -            445   1.5e-32  112.2   7.5   6   6     0.077       2.9    5.8   0.0   369   435   460   530   457   537 0.76 -
2648at50557_67767_0:000c37|STRG.11041.2:719-2368|+     -            550 96662at50557         -            445   1.5e-32  112.2   7.5   1   6     5e-08   1.9e-06   26.2   0.0   319   441    48   171    34   175 0.87 -
2648at50557_67767_0:000c37|STRG.11041.2:719-2368|+     -            550 96662at50557         -            445   1.5e-32  112.2   7.5   2   6   2.4e-05   0.00091   17.4   0.0   371   434   166   229   161   241 0.85 -
2648at50557_67767_0:000c37|STRG.11041.2:719-2368|+     -            550 96662at50557         -            445   1.5e-32  112.2   7.5   3   6   9.2e-08   3.5e-06   25.3   0.0   345   442   241   338   231   341 0.84 -
2648at50557_67767_0:000c37|STRG.11041.2:719-2368|+     -            550 96662at50557         -            445   1.5e-32  112.2   7.5   4   6   1.7e-06   6.2e-05   21.2   0.0   357   431   318   393   309   402 0.88 -
2648at50557_67767_0:000c37|STRG.11041.2:719-2368|+     -            550 96662at50557         -            445   1.5e-32  112.2   7.5   5   6   3.9e-08   1.5e-06   26.6   0.1   376   441   401   467   396   471 0.88 -
2648at50557_67767_0:000c37|STRG.11041.2:719-2368|+     -            550 96662at50557         -            445   1.5e-32  112.2   7.5   6   6     0.077       2.9    5.8   0.0   369   435   460   530   457   537 0.76 -
2648at50557_1155016_0:001301|STRG.8358.2:1079-3574|+   -            832 96662at50557         -            445   1.9e-30  105.3  19.2   1   9      0.23       8.5    4.3   0.0   365   426     7    68     1    74 0.74 -
2648at50557_1155016_0:001301|STRG.8358.2:1079-3574|+   -            832 96662at50557         -            445   1.9e-30  105.3  19.2   2   9    0.0069      0.26    9.3   0.1   361   441    89   174    69   178 0.70 -
2648at50557_1155016_0:001301|STRG.8358.2:1079-3574|+   -            832 96662at50557         -            445   1.9e-30  105.3  19.2   3   9   7.8e-05    0.0029   15.7   0.0   341   444   208   317   197   318 0.79 -
2648at50557_1155016_0:001301|STRG.8358.2:1079-3574|+   -            832 96662at50557         -            445   1.9e-30  105.3  19.2   4   9   3.1e-06   0.00012   20.3   0.1   357   429   332   403   323   407 0.83 -
2648at50557_1155016_0:001301|STRG.8358.2:1079-3574|+   -            832 96662at50557         -            445   1.9e-30  105.3  19.2   5   9     0.035       1.3    7.0   0.0   379   431   414   470   403   476 0.83 -
2648at50557_1155016_0:001301|STRG.8358.2:1079-3574|+   -            832 96662at50557         -            445   1.9e-30  105.3  19.2   6   9   8.5e-05    0.0032   15.6   0.0   371   441   488   560   482   564 0.79 -
2648at50557_1155016_0:001301|STRG.8358.2:1079-3574|+   -            832 96662at50557         -            445   1.9e-30  105.3  19.2   7   9   5.7e-07   2.1e-05   22.7   0.1   353   443   571   664   562   665 0.84 -
