#                                                                                                               --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                           accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                   ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
106896at50557_34720_0:0025d6|STRG.15267.1:527-1954|+    -            476 106896at50557        -             70   2.2e-34  116.3   4.0   1   1   7.7e-36   2.2e-34  116.3   4.0    12    70   376   435   369   435 0.93 -
14133at50557_7536_0:001741|STRG.16397.3:501-1643|+      -            381 106896at50557        -             70   5.5e-10   38.2  56.7   5   9   4.2e-05    0.0012   17.9   5.5     9    67   157   214   150   217 0.83 -
14133at50557_7536_0:001741|STRG.16397.3:501-1643|+      -            381 106896at50557        -             70   5.5e-10   38.2  56.7   6   9    0.0042      0.12   11.5   2.8    19    68   194   243   188   245 0.83 -
14133at50557_7536_0:001741|STRG.16397.3:501-1643|+      -            381 106896at50557        -             70   5.5e-10   38.2  56.7   7   9    0.0077      0.22   10.6   3.6    18    67   249   297   234   300 0.88 -
14133at50557_7536_0:001741|STRG.16397.3:501-1643|+      -            381 106896at50557        -             70   5.5e-10   38.2  56.7   8   9   8.5e-05    0.0024   16.9   2.3    18    68   304   354   299   356 0.92 -
14133at50557_7536_0:001741|STRG.16397.3:501-1643|+      -            381 106896at50557        -             70   5.5e-10   38.2  56.7   9   9       5.2   1.5e+02    1.5   0.4    50    67   364   381   357   381 0.82 -
14133at50557_7536_0:001741|STRG.16397.4:624-1766|+      -            381 106896at50557        -             70   5.5e-10   38.2  56.7   1   9     0.039       1.1    8.3   1.1    20    68     1    47     1    49 0.88 -
14133at50557_7536_0:001741|STRG.16397.4:624-1766|+      -            381 106896at50557        -             70   5.5e-10   38.2  56.7   2   9      0.12       3.3    6.8   0.1    20    40    55    75    48    79 0.89 -
14133at50557_7536_0:001741|STRG.16397.4:624-1766|+      -            381 106896at50557        -             70   5.5e-10   38.2  56.7   3   9      0.11       3.3    6.9   1.2    13    67   103   158    95   160 0.79 -
14133at50557_7536_0:001741|STRG.16397.4:624-1766|+      -            381 106896at50557        -             70   5.5e-10   38.2  56.7   4   9     0.048       1.4    8.1   4.5     4    68   123   187   120   188 0.82 -
14133at50557_7536_0:001741|STRG.16397.4:624-1766|+      -            381 106896at50557        -             70   5.5e-10   38.2  56.7   5   9   4.2e-05    0.0012   17.9   5.5     9    67   157   214   150   217 0.83 -
14133at50557_7536_0:001741|STRG.16397.4:624-1766|+      -            381 106896at50557        -             70   5.5e-10   38.2  56.7   6   9    0.0042      0.12   11.5   2.8    19    68   194   243   188   245 0.83 -
14133at50557_7536_0:001741|STRG.16397.4:624-1766|+      -            381 106896at50557        -             70   5.5e-10   38.2  56.7   7   9    0.0077      0.22   10.6   3.6    18    67   249   297   234   300 0.88 -
14133at50557_7536_0:001741|STRG.16397.4:624-1766|+      -            381 106896at50557        -             70   5.5e-10   38.2  56.7   8   9   8.5e-05    0.0024   16.9   2.3    18    68   304   354   299   356 0.92 -
14133at50557_7536_0:001741|STRG.16397.4:624-1766|+      -            381 106896at50557        -             70   5.5e-10   38.2  56.7   9   9       5.2   1.5e+02    1.5   0.4    50    67   364   381   357   381 0.82 -
14133at50557_7536_0:001741|STRG.16397.5:490-1632|+      -            381 106896at50557        -             70   5.5e-10   38.2  56.7   1   9     0.039       1.1    8.3   1.1    20    68     1    47     1    49 0.88 -
14133at50557_7536_0:001741|STRG.16397.5:490-1632|+      -            381 106896at50557        -             70   5.5e-10   38.2  56.7   2   9      0.12       3.3    6.8   0.1    20    40    55    75    48    79 0.89 -
14133at50557_7536_0:001741|STRG.16397.5:490-1632|+      -            381 106896at50557        -             70   5.5e-10   38.2  56.7   3   9      0.11       3.3    6.9   1.2    13    67   103   158    95   160 0.79 -
14133at50557_7536_0:001741|STRG.16397.5:490-1632|+      -            381 106896at50557        -             70   5.5e-10   38.2  56.7   4   9     0.048       1.4    8.1   4.5     4    68   123   187   120   188 0.82 -
14133at50557_7536_0:001741|STRG.16397.5:490-1632|+      -            381 106896at50557        -             70   5.5e-10   38.2  56.7   5   9   4.2e-05    0.0012   17.9   5.5     9    67   157   214   150   217 0.83 -
14133at50557_7536_0:001741|STRG.16397.5:490-1632|+      -            381 106896at50557        -             70   5.5e-10   38.2  56.7   6   9    0.0042      0.12   11.5   2.8    19    68   194   243   188   245 0.83 -
14133at50557_7536_0:001741|STRG.16397.5:490-1632|+      -            381 106896at50557        -             70   5.5e-10   38.2  56.7   7   9    0.0077      0.22   10.6   3.6    18    67   249   297   234   300 0.88 -
14133at50557_7536_0:001741|STRG.16397.5:490-1632|+      -            381 106896at50557        -             70   5.5e-10   38.2  56.7   8   9   8.5e-05    0.0024   16.9   2.3    18    68   304   354   299   356 0.92 -
14133at50557_7536_0:001741|STRG.16397.5:490-1632|+      -            381 106896at50557        -             70   5.5e-10   38.2  56.7   9   9       5.2   1.5e+02    1.5   0.4    50    67   364   381   357   381 0.82 -
14133at50557_7536_0:001741|STRG.16397.6:730-1872|+      -            381 106896at50557        -             70   5.5e-10   38.2  56.7   1   9     0.039       1.1    8.3   1.1    20    68     1    47     1    49 0.88 -
14133at50557_7536_0:001741|STRG.16397.6:730-1872|+      -            381 106896at50557        -             70   5.5e-10   38.2  56.7   2   9      0.12       3.3    6.8   0.1    20    40    55    75    48    79 0.89 -
14133at50557_7536_0:001741|STRG.16397.6:730-1872|+      -            381 106896at50557        -             70   5.5e-10   38.2  56.7   3   9      0.11       3.3    6.9   1.2    13    67   103   158    95   160 0.79 -
14133at50557_7536_0:001741|STRG.16397.6:730-1872|+      -            381 106896at50557        -             70   5.5e-10   38.2  56.7   4   9     0.048       1.4    8.1   4.5     4    68   123   187   120   188 0.82 -
14133at50557_7536_0:001741|STRG.16397.6:730-1872|+      -            381 106896at50557        -             70   5.5e-10   38.2  56.7   5   9   4.2e-05    0.0012   17.9   5.5     9    67   157   214   150   217 0.83 -
14133at50557_7536_0:001741|STRG.16397.6:730-1872|+      -            381 106896at50557        -             70   5.5e-10   38.2  56.7   6   9    0.0042      0.12   11.5   2.8    19    68   194   243   188   245 0.83 -
14133at50557_7536_0:001741|STRG.16397.6:730-1872|+      -            381 106896at50557        -             70   5.5e-10   38.2  56.7   7   9    0.0077      0.22   10.6   3.6    18    67   249   297   234   300 0.88 -
14133at50557_7536_0:001741|STRG.16397.6:730-1872|+      -            381 106896at50557        -             70   5.5e-10   38.2  56.7   8   9   8.5e-05    0.0024   16.9   2.3    18    68   304   354   299   356 0.92 -
14133at50557_7536_0:001741|STRG.16397.6:730-1872|+      -            381 106896at50557        -             70   5.5e-10   38.2  56.7   9   9       5.2   1.5e+02    1.5   0.4    50    67   364   381   357   381 0.82 -
39871at50557_74873_0:00210c|STRG.12018.1:557-808|+      -             84 106896at50557        -             70   1.2e-09   37.2   7.8   1   2   6.2e-08   1.8e-06   26.9   2.7    19    67     2    50     1    54 0.96 -
39871at50557_74873_0:00210c|STRG.12018.1:557-808|+      -             84 106896at50557        -             70   1.2e-09   37.2   7.8   2   2   0.00092     0.027   13.6   0.3    18    44    58    84    51    84 0.89 -
39871at50557_74873_0:00210c|STRG.12018.2:557-808|+      -             84 106896at50557        -             70   1.2e-09   37.2   7.8   1   2   6.2e-08   1.8e-06   26.9   2.7    19    67     2    50     1    54 0.96 -
39871at50557_74873_0:00210c|STRG.12018.2:557-808|+      -             84 106896at50557        -             70   1.2e-09   37.2   7.8   2   2   0.00092     0.027   13.6   0.3    18    44    58    84    51    84 0.89 -
45419at50557_51655_0:002e4f|STRG.15405.1:101-358|+      -             86 106896at50557        -             70   4.5e-09   35.3   8.7   1   2   5.8e-08   1.7e-06   27.0   0.8    18    68     7    57     2    59 0.93 -
45419at50557_51655_0:002e4f|STRG.15405.1:101-358|+      -             86 106896at50557        -             70   4.5e-09   35.3   8.7   2   2   3.6e-05     0.001   18.1   1.7    18    68    35    85    34    86 0.92 -
57812at50557_139723_0:0023b3|STRG.10708.1:294-599|+     -            102 106896at50557        -             70   6.8e-09   34.7  10.9   1   2   3.3e-05   0.00096   18.2   1.8    23    69     1    47     1    48 0.97 -
57812at50557_139723_0:0023b3|STRG.10708.1:294-599|+     -            102 106896at50557        -             70   6.8e-09   34.7  10.9   2   2   1.1e-05   0.00033   19.7   1.9    17    68    50   102    46   102 0.91 -
106896at50557_1049336_0:0046e6|STRG.15559.1:4303-4809|+ -            169 106896at50557        -             70   7.8e-09   34.5  15.9   1   4   3.5e-08     1e-06   27.7   1.5    21    69     7    56     3    62 0.92 -
106896at50557_1049336_0:0046e6|STRG.15559.1:4303-4809|+ -            169 106896at50557        -             70   7.8e-09   34.5  15.9   2   4      0.36        10    5.3   0.0    46    69    83   106    77   107 0.88 -
106896at50557_1049336_0:0046e6|STRG.15559.1:4303-4809|+ -            169 106896at50557        -             70   7.8e-09   34.5  15.9   3   4     0.046       1.3    8.1   0.2    48    69   119   140   112   141 0.87 -
106896at50557_1049336_0:0046e6|STRG.15559.1:4303-4809|+ -            169 106896at50557        -             70   7.8e-09   34.5  15.9   4   4       0.1         3    7.0   4.6    22    60   121   157   119   166 0.86 -
106896at50557_1049336_0:0046e6|STRG.15559.2:3678-4184|+ -            169 106896at50557        -             70   7.8e-09   34.5  15.9   1   4   3.5e-08     1e-06   27.7   1.5    21    69     7    56     3    62 0.92 -
106896at50557_1049336_0:0046e6|STRG.15559.2:3678-4184|+ -            169 106896at50557        -             70   7.8e-09   34.5  15.9   2   4      0.36        10    5.3   0.0    46    69    83   106    77   107 0.88 -
106896at50557_1049336_0:0046e6|STRG.15559.2:3678-4184|+ -            169 106896at50557        -             70   7.8e-09   34.5  15.9   3   4     0.046       1.3    8.1   0.2    48    69   119   140   112   141 0.87 -
106896at50557_1049336_0:0046e6|STRG.15559.2:3678-4184|+ -            169 106896at50557        -             70   7.8e-09   34.5  15.9   4   4       0.1         3    7.0   4.6    22    60   121   157   119   166 0.86 -
66842at50557_286706_0:0023e2|STRG.1222.1:1699-2277|+    -            193 106896at50557        -             70   8.9e-09   34.3  26.8   1   5     0.051       1.5    8.0   2.9    19    59     1    42     1    45 0.90 -
66842at50557_286706_0:0023e2|STRG.1222.1:1699-2277|+    -            193 106896at50557        -             70   8.9e-09   34.3  26.8   2   5   0.00043     0.012   14.6   1.7    19    68    30    79    27    81 0.84 -
66842at50557_286706_0:0023e2|STRG.1222.1:1699-2277|+    -            193 106896at50557        -             70   8.9e-09   34.3  26.8   3   5    0.0058      0.17   11.0   0.2     4    44    72   111    70   116 0.80 -
66842at50557_286706_0:0023e2|STRG.1222.1:1699-2277|+    -            193 106896at50557        -             70   8.9e-09   34.3  26.8   4   5   0.00023    0.0065   15.5   5.1    16    68   113   164   109   166 0.89 -
66842at50557_286706_0:0023e2|STRG.1222.1:1699-2277|+    -            193 106896at50557        -             70   8.9e-09   34.3  26.8   5   5      0.77        22    4.2   0.1    16    33   168   185   155   192 0.67 -
45419at50557_168631_0:000720|STRG.8791.1:1131-1874|+    -            248 106896at50557        -             70   9.5e-09   34.2  29.1   1   5   1.5e-06   4.4e-05   22.5   3.4     6    70    14    79     9    79 0.91 -
45419at50557_168631_0:000720|STRG.8791.1:1131-1874|+    -            248 106896at50557        -             70   9.5e-09   34.2  29.1   2   5     0.003     0.088   11.9   5.4    16    68    53   105    45   107 0.85 -
45419at50557_168631_0:000720|STRG.8791.1:1131-1874|+    -            248 106896at50557        -             70   9.5e-09   34.2  29.1   3   5     0.068         2    7.6   4.2    18    59    83   125    78   137 0.88 -
45419at50557_168631_0:000720|STRG.8791.1:1131-1874|+    -            248 106896at50557        -             70   9.5e-09   34.2  29.1   4   5      0.93        27    3.9   3.5    17    63   111   155   106   161 0.70 -
45419at50557_168631_0:000720|STRG.8791.1:1131-1874|+    -            248 106896at50557        -             70   9.5e-09   34.2  29.1   5   5   6.2e-05    0.0018   17.3   2.3    16    69   164   217   151   218 0.80 -
39871at50557_1155016_0:0008ce|STRG.2757.7:1610-1828|+   -             73 106896at50557        -             70   1.1e-08   34.1   1.3   1   1   5.4e-10   1.6e-08   33.5   0.1    23    68     1    46     1    48 0.95 -
14133at50557_34720_0:002a26|STRG.17086.1:806-5956|+     -           1717 106896at50557        -             70   1.2e-08   33.9  51.7   1   7      0.79        23    4.2   0.5    49    68   103   122    71   124 0.75 -
14133at50557_34720_0:002a26|STRG.17086.1:806-5956|+     -           1717 106896at50557        -             70   1.2e-08   33.9  51.7   2   7      0.36        10    5.3   0.4    19    45   101   127    87   137 0.75 -
14133at50557_34720_0:002a26|STRG.17086.1:806-5956|+     -           1717 106896at50557        -             70   1.2e-08   33.9  51.7   3   7    0.0045      0.13   11.4   0.6     4    67   208   268   205   270 0.87 -
14133at50557_34720_0:002a26|STRG.17086.1:806-5956|+     -           1717 106896at50557        -             70   1.2e-08   33.9  51.7   4   7    0.0055      0.16   11.1   1.1    18    69   528   579   499   587 0.85 -
14133at50557_34720_0:002a26|STRG.17086.1:806-5956|+     -           1717 106896at50557        -             70   1.2e-08   33.9  51.7   5   7       1.7        49    3.1   2.4    50    69   955   974   947   977 0.87 -
14133at50557_34720_0:002a26|STRG.17086.1:806-5956|+     -           1717 106896at50557        -             70   1.2e-08   33.9  51.7   6   7   2.3e-05   0.00067   18.7   4.0    17    70  1242  1295  1228  1295 0.87 -
14133at50557_34720_0:002a26|STRG.17086.1:806-5956|+     -           1717 106896at50557        -             70   1.2e-08   33.9  51.7   7   7    0.0039      0.11   11.6   3.0    18    67  1517  1566  1513  1569 0.90 -
57812at50557_139723_0:0023b3|STRG.5243.1:1124-1600|+    -            159 106896at50557        -             70   1.9e-08   33.2  27.8   1   4    0.0009     0.026   13.6   4.5    23    67     2    46     1    49 0.94 -
57812at50557_139723_0:0023b3|STRG.5243.1:1124-1600|+    -            159 106896at50557        -             70   1.9e-08   33.2  27.8   2   4     0.011      0.32   10.1   0.6    16    39    52    75    45    76 0.80 -
57812at50557_139723_0:0023b3|STRG.5243.1:1124-1600|+    -            159 106896at50557        -             70   1.9e-08   33.2  27.8   3   4   1.7e-05   0.00048   19.1   4.8    10    68    74   132    72   134 0.90 -
57812at50557_139723_0:0023b3|STRG.5243.1:1124-1600|+    -            159 106896at50557        -             70   1.9e-08   33.2  27.8   4   4    0.0074      0.21   10.7   4.0    19    67   111   159   105   159 0.90 -
14133at50557_286706_0:001942|STRG.922.1:1505-2848|+     -            448 106896at50557        -             70   4.6e-08   32.0  40.5   1   6   0.00068      0.02   14.0   2.3    15    69     6    60     2    61 0.90 -
14133at50557_286706_0:001942|STRG.922.1:1505-2848|+     -            448 106896at50557        -             70   4.6e-08   32.0  40.5   2   6   3.2e-05   0.00094   18.2   0.7    18    70    37    89    33    89 0.92 -
14133at50557_286706_0:001942|STRG.922.1:1505-2848|+     -            448 106896at50557        -             70   4.6e-08   32.0  40.5   3   6    0.0032     0.091   11.9   0.9    22    70    69   121    64   121 0.85 -
14133at50557_286706_0:001942|STRG.922.1:1505-2848|+     -            448 106896at50557        -             70   4.6e-08   32.0  40.5   4   6       0.6        17    4.6   0.1    50    68   243   261   213   263 0.82 -
14133at50557_286706_0:001942|STRG.922.1:1505-2848|+     -            448 106896at50557        -             70   4.6e-08   32.0  40.5   5   6     6e-06   0.00017   20.6   3.6    17    67   266   316   262   319 0.86 -
14133at50557_286706_0:001942|STRG.922.1:1505-2848|+     -            448 106896at50557        -             70   4.6e-08   32.0  40.5   6   6       2.3        66    2.7   0.1    16    41   319   344   317   348 0.83 -
19336at50557_67767_0:002e7c|STRG.16049.1:445-669|+      -             75 106896at50557        -             70   6.5e-08   31.5   3.0   1   2   7.8e-08   2.3e-06   26.6   0.4    23    69     1    47     1    48 0.90 -
19336at50557_67767_0:002e7c|STRG.16049.1:445-669|+      -             75 106896at50557        -             70   6.5e-08   31.5   3.0   2   2      0.27       7.9    5.7   0.1    19    35    53    69    48    75 0.69 -
39871at50557_74873_0:00210c|STRG.16761.1:1738-1998|+    -             87 106896at50557        -             70   7.2e-08   31.4  13.6   1   2     4e-06   0.00012   21.1   3.8    17    68     5    56     1    58 0.90 -
39871at50557_74873_0:00210c|STRG.16761.1:1738-1998|+    -             87 106896at50557        -             70   7.2e-08   31.4  13.6   2   2   3.2e-06   9.3e-05   21.4   2.2    18    70    34    86    31    86 0.92 -
39871at50557_74873_0:00210c|STRG.16761.2:1701-1961|+    -             87 106896at50557        -             70   7.2e-08   31.4  13.6   1   2     4e-06   0.00012   21.1   3.8    17    68     5    56     1    58 0.90 -
39871at50557_74873_0:00210c|STRG.16761.2:1701-1961|+    -             87 106896at50557        -             70   7.2e-08   31.4  13.6   2   2   3.2e-06   9.3e-05   21.4   2.2    18    70    34    86    31    86 0.92 -
39871at50557_74873_0:00210c|STRG.16761.3:1735-1995|+    -             87 106896at50557        -             70   7.2e-08   31.4  13.6   1   2     4e-06   0.00012   21.1   3.8    17    68     5    56     1    58 0.90 -
39871at50557_74873_0:00210c|STRG.16761.3:1735-1995|+    -             87 106896at50557        -             70   7.2e-08   31.4  13.6   2   2   3.2e-06   9.3e-05   21.4   2.2    18    70    34    86    31    86 0.92 -
14133at50557_34720_0:002a26|STRG.17086.2:806-5380|+     -           1525 106896at50557        -             70   1.4e-07   30.4  40.4   1   6      0.69        20    4.4   0.6    49    68   103   122    68   124 0.74 -
14133at50557_34720_0:002a26|STRG.17086.2:806-5380|+     -           1525 106896at50557        -             70   1.4e-07   30.4  40.4   2   6      0.35        10    5.3   0.5    19    45   101   127    92   137 0.73 -
14133at50557_34720_0:002a26|STRG.17086.2:806-5380|+     -           1525 106896at50557        -             70   1.4e-07   30.4  40.4   3   6    0.0039      0.11   11.6   0.6     4    67   208   268   205   270 0.87 -
14133at50557_34720_0:002a26|STRG.17086.2:806-5380|+     -           1525 106896at50557        -             70   1.4e-07   30.4  40.4   4   6    0.0043      0.12   11.4   0.7    17    69   527   579   513   581 0.86 -
14133at50557_34720_0:002a26|STRG.17086.2:806-5380|+     -           1525 106896at50557        -             70   1.4e-07   30.4  40.4   5   6       1.5        43    3.3   2.4    50    69   955   974   947   977 0.87 -
14133at50557_34720_0:002a26|STRG.17086.2:806-5380|+     -           1525 106896at50557        -             70   1.4e-07   30.4  40.4   6   6     2e-05   0.00058   18.9   4.0    17    70  1242  1295  1228  1295 0.87 -
92708at50557_378494_0:006da2|STRG.9773.1:2305-2571|+    -             89 106896at50557        -             70   7.3e-07   28.2   8.1   1   2   2.2e-05   0.00063   18.8   1.7    25    67    11    55     3    58 0.86 -
92708at50557_378494_0:006da2|STRG.9773.1:2305-2571|+    -             89 106896at50557        -             70   7.3e-07   28.2   8.1   2   2   2.1e-05    0.0006   18.8   3.8    24    69    40    85    32    86 0.88 -
45419at50557_51655_0:002e4f|STRG.8028.1:1268-1525|+     -             86 106896at50557        -             70   9.1e-07   27.9   9.0   1   2    0.0015     0.043   12.9   4.1    18    68     7    57     2    59 0.91 -
45419at50557_51655_0:002e4f|STRG.8028.1:1268-1525|+     -             86 106896at50557        -             70   9.1e-07   27.9   9.0   2   2   3.6e-05     0.001   18.1   0.2    16    41    61    86    58    86 0.95 -
45419at50557_51655_0:002e4f|STRG.8028.2:1231-1488|+     -             86 106896at50557        -             70   9.1e-07   27.9   9.0   1   2    0.0015     0.043   12.9   4.1    18    68     7    57     2    59 0.91 -
45419at50557_51655_0:002e4f|STRG.8028.2:1231-1488|+     -             86 106896at50557        -             70   9.1e-07   27.9   9.0   2   2   3.6e-05     0.001   18.1   0.2    16    41    61    86    58    86 0.95 -
45419at50557_51655_0:002e4f|STRG.8028.3:1232-1489|+     -             86 106896at50557        -             70   9.1e-07   27.9   9.0   1   2    0.0015     0.043   12.9   4.1    18    68     7    57     2    59 0.91 -
45419at50557_51655_0:002e4f|STRG.8028.3:1232-1489|+     -             86 106896at50557        -             70   9.1e-07   27.9   9.0   2   2   3.6e-05     0.001   18.1   0.2    16    41    61    86    58    86 0.95 -
45419at50557_51655_0:002e4f|STRG.8028.4:1268-1525|+     -             86 106896at50557        -             70   9.1e-07   27.9   9.0   1   2    0.0015     0.043   12.9   4.1    18    68     7    57     2    59 0.91 -
45419at50557_51655_0:002e4f|STRG.8028.4:1268-1525|+     -             86 106896at50557        -             70   9.1e-07   27.9   9.0   2   2   3.6e-05     0.001   18.1   0.2    16    41    61    86    58    86 0.95 -
150919at50557_91411_0:0004a9|STRG.17005.5:805-1032|+    -             76 106896at50557        -             70   1.1e-06   27.6   5.2   1   1   5.6e-08   1.6e-06   27.1   5.2    18    67    27    76    13    76 0.90 -
39871at50557_1155016_0:0008ce|STRG.1157.1:699-983|+     -             95 106896at50557        -             70   1.5e-06   27.2  15.7   1   2   5.7e-06   0.00016   20.6   6.5    18    68     5    55     1    57 0.93 -
39871at50557_1155016_0:0008ce|STRG.1157.1:699-983|+     -             95 106896at50557        -             70   1.5e-06   27.2  15.7   2   2   4.5e-05    0.0013   17.8   1.7    18    68    33    83    29    85 0.89 -
150919at50557_286306_0:0041d9|STRG.17005.2:858-2439|+   -             95 106896at50557        -             70   1.5e-06   27.2   5.6   1   1   6.8e-08     2e-06   26.8   5.3    18    67    21    70     8    73 0.90 -
39871at50557_1155016_0:0008ce|STRG.15540.1:1959-2192|+  -             78 106896at50557        -             70   1.5e-06   27.2   7.1   1   2    0.0031     0.088   11.9   0.7    50    69     5    24     3    25 0.92 -
39871at50557_1155016_0:0008ce|STRG.15540.1:1959-2192|+  -             78 106896at50557        -             70   1.5e-06   27.2   7.1   2   2   1.9e-05   0.00055   19.0   1.2    18    67    29    78    24    78 0.94 -
39871at50557_1155016_0:0008ce|STRG.15540.2:1846-2079|+  -             78 106896at50557        -             70   1.5e-06   27.2   7.1   1   2    0.0031     0.088   11.9   0.7    50    69     5    24     3    25 0.92 -
39871at50557_1155016_0:0008ce|STRG.15540.2:1846-2079|+  -             78 106896at50557        -             70   1.5e-06   27.2   7.1   2   2   1.9e-05   0.00055   19.0   1.2    18    67    29    78    24    78 0.94 -
39871at50557_1155016_0:0008ce|STRG.15540.3:1464-1697|+  -             78 106896at50557        -             70   1.5e-06   27.2   7.1   1   2    0.0031     0.088   11.9   0.7    50    69     5    24     3    25 0.92 -
39871at50557_1155016_0:0008ce|STRG.15540.3:1464-1697|+  -             78 106896at50557        -             70   1.5e-06   27.2   7.1   2   2   1.9e-05   0.00055   19.0   1.2    18    67    29    78    24    78 0.94 -
150919at50557_222816_0:001fb0|STRG.17005.1:805-1819|+   -             99 106896at50557        -             70   1.5e-06   27.1   5.1   1   1   8.1e-08   2.3e-06   26.6   5.1    19    67    28    76    15    79 0.90 -
150919at50557_222816_0:001fb0|STRG.17005.3:805-1101|+   -             99 106896at50557        -             70   1.5e-06   27.1   5.1   1   1   8.1e-08   2.3e-06   26.6   5.1    19    67    28    76    15    79 0.90 -
150919at50557_222816_0:001fb0|STRG.17005.4:805-1723|+   -             99 106896at50557        -             70   1.5e-06   27.1   5.1   1   1   8.1e-08   2.3e-06   26.6   5.1    19    67    28    76    15    79 0.90 -
14133at50557_7395_0:000a8f|STRG.14319.1:625-1668|+      -            348 106896at50557        -             70   2.9e-06   26.2  43.6   1   9       2.4        69    2.6   0.1    39    68    29    58     9    60 0.80 -
14133at50557_7395_0:000a8f|STRG.14319.1:625-1668|+      -            348 106896at50557        -             70   2.9e-06   26.2  43.6   2   9     0.017       0.5    9.5   1.5    20    69    68   118    61   119 0.87 -
14133at50557_7395_0:000a8f|STRG.14319.1:625-1668|+      -            348 106896at50557        -             70   2.9e-06   26.2  43.6   3   9    0.0015     0.043   12.9   2.2     8    69    85   146    79   148 0.86 -
14133at50557_7395_0:000a8f|STRG.14319.1:625-1668|+      -            348 106896at50557        -             70   2.9e-06   26.2  43.6   4   9     0.039       1.1    8.3   5.3    13    67   145   201   141   205 0.82 -
14133at50557_7395_0:000a8f|STRG.14319.1:625-1668|+      -            348 106896at50557        -             70   2.9e-06   26.2  43.6   5   9      0.03      0.87    8.7   2.7    12    67   174   229   172   231 0.86 -
14133at50557_7395_0:000a8f|STRG.14319.1:625-1668|+      -            348 106896at50557        -             70   2.9e-06   26.2  43.6   6   9    0.0027     0.078   12.1   0.7    17    66   207   256   200   257 0.87 -
14133at50557_7395_0:000a8f|STRG.14319.1:625-1668|+      -            348 106896at50557        -             70   2.9e-06   26.2  43.6   7   9   7.9e-05    0.0023   17.0   4.4    14    69   232   288   229   289 0.88 -
14133at50557_7395_0:000a8f|STRG.14319.1:625-1668|+      -            348 106896at50557        -             70   2.9e-06   26.2  43.6   8   9     0.042       1.2    8.3   4.8    16    67   263   315   258   319 0.89 -
14133at50557_7395_0:000a8f|STRG.14319.1:625-1668|+      -            348 106896at50557        -             70   2.9e-06   26.2  43.6   9   9       5.8   1.7e+02    1.4   1.9    19    68   295   346   289   347 0.71 -
14133at50557_7395_0:000a8f|STRG.14319.2:1092-2135|+     -            348 106896at50557        -             70   2.9e-06   26.2  43.6   1   9       2.4        69    2.6   0.1    39    68    29    58     9    60 0.80 -
14133at50557_7395_0:000a8f|STRG.14319.2:1092-2135|+     -            348 106896at50557        -             70   2.9e-06   26.2  43.6   2   9     0.017       0.5    9.5   1.5    20    69    68   118    61   119 0.87 -
14133at50557_7395_0:000a8f|STRG.14319.2:1092-2135|+     -            348 106896at50557        -             70   2.9e-06   26.2  43.6   3   9    0.0015     0.043   12.9   2.2     8    69    85   146    79   148 0.86 -
14133at50557_7395_0:000a8f|STRG.14319.2:1092-2135|+     -            348 106896at50557        -             70   2.9e-06   26.2  43.6   4   9     0.039       1.1    8.3   5.3    13    67   145   201   141   205 0.82 -
14133at50557_7395_0:000a8f|STRG.14319.2:1092-2135|+     -            348 106896at50557        -             70   2.9e-06   26.2  43.6   5   9      0.03      0.87    8.7   2.7    12    67   174   229   172   231 0.86 -
14133at50557_7395_0:000a8f|STRG.14319.2:1092-2135|+     -            348 106896at50557        -             70   2.9e-06   26.2  43.6   6   9    0.0027     0.078   12.1   0.7    17    66   207   256   200   257 0.87 -
14133at50557_7395_0:000a8f|STRG.14319.2:1092-2135|+     -            348 106896at50557        -             70   2.9e-06   26.2  43.6   7   9   7.9e-05    0.0023   17.0   4.4    14    69   232   288   229   289 0.88 -
14133at50557_7395_0:000a8f|STRG.14319.2:1092-2135|+     -            348 106896at50557        -             70   2.9e-06   26.2  43.6   8   9     0.042       1.2    8.3   4.8    16    67   263   315   258   319 0.89 -
14133at50557_7395_0:000a8f|STRG.14319.2:1092-2135|+     -            348 106896at50557        -             70   2.9e-06   26.2  43.6   9   9       5.8   1.7e+02    1.4   1.9    19    68   295   346   289   347 0.71 -
70122at50557_286706_0:000bf4|STRG.7765.5:347-1552|+     -            402 106896at50557        -             70   3.2e-06   26.1   1.9   1   1   1.1e-07   3.2e-06   26.1   1.9    22    67   351   397   340   399 0.91 -
70122at50557_7091_0:0008c7|STRG.7765.4:368-1615|+       -            416 106896at50557        -             70   3.4e-06   26.0   1.9   1   1   1.2e-07   3.4e-06   26.0   1.9    22    67   365   411   354   413 0.91 -
70122at50557_7091_0:0008c7|STRG.7765.7:349-1596|+       -            416 106896at50557        -             70   3.4e-06   26.0   1.9   1   1   1.2e-07   3.4e-06   26.0   1.9    22    67   365   411   354   413 0.91 -
70122at50557_79782_0:0022b6|STRG.7765.3:353-1612|+      -            420 106896at50557        -             70   3.4e-06   26.0   1.9   1   1   1.2e-07   3.4e-06   26.0   1.9    22    67   369   415   358   417 0.91 -
70122at50557_79782_0:0022b6|STRG.7765.6:334-1593|+      -            420 106896at50557        -             70   3.4e-06   26.0   1.9   1   1   1.2e-07   3.4e-06   26.0   1.9    22    67   369   415   358   417 0.91 -
