#                                                                                                              --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                          accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                  ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
129956at50557_34720_0:00189a|STRG.9820.1:157-573|+     -            139 129956at50557        -            110     6e-63  208.8   0.2   1   1   1.5e-64   7.1e-63  208.5   0.2     1   108     1   112     1   117 0.94 -
59099at50557_64793_0:000fa7|STRG.5160.4:117-1835|+     -            573 129956at50557        -            110   4.3e-12   45.0   0.1   1   2   1.4e-05   0.00063   18.7   0.0    31   104    55   128    40   133 0.89 -
59099at50557_64793_0:000fa7|STRG.5160.4:117-1835|+     -            573 129956at50557        -            110   4.3e-12   45.0   0.1   2   2   4.7e-07   2.2e-05   23.4   0.0    32   103   225   295   222   304 0.89 -
59099at50557_64793_0:000fa7|STRG.5160.2:188-1933|+     -            582 129956at50557        -            110   4.5e-12   45.0   0.1   1   2   1.4e-05   0.00064   18.7   0.0    31   104    55   128    40   133 0.89 -
59099at50557_64793_0:000fa7|STRG.5160.2:188-1933|+     -            582 129956at50557        -            110   4.5e-12   45.0   0.1   2   2   4.9e-07   2.2e-05   23.4   0.0    32   103   225   295   222   304 0.89 -
129956at50557_38123_0:0017f4|STRG.5328.1:517-669|+     -             51 129956at50557        -            110   6.2e-12   44.5   0.2   1   1   1.4e-13   6.6e-12   44.4   0.2    32    81     1    50     1    51 0.97 -
129956at50557_38123_0:0017f4|STRG.5328.2:517-669|+     -             51 129956at50557        -            110   6.2e-12   44.5   0.2   1   1   1.4e-13   6.6e-12   44.4   0.2    32    81     1    50     1    51 0.97 -
129956at50557_38123_0:0017f4|STRG.5328.3:516-668|+     -             51 129956at50557        -            110   6.2e-12   44.5   0.2   1   1   1.4e-13   6.6e-12   44.4   0.2    32    81     1    50     1    51 0.97 -
59099at50557_286306_0:003cfb|STRG.5160.3:188-2173|+    -            604 129956at50557        -            110   6.6e-12   44.4   0.1   1   2   1.5e-05   0.00068   18.6   0.0    31   104    55   128    40   133 0.89 -
59099at50557_286306_0:003cfb|STRG.5160.3:188-2173|+    -            604 129956at50557        -            110   6.6e-12   44.4   0.1   2   2   5.1e-07   2.4e-05   23.3   0.0    32   103   225   295   222   304 0.89 -
59099at50557_286306_0:003cfb|STRG.5160.1:188-2109|+    -            605 129956at50557        -            110   6.8e-12   44.4   0.1   1   2   1.5e-05   0.00068   18.6   0.0    31   104    55   128    40   133 0.89 -
59099at50557_286306_0:003cfb|STRG.5160.1:188-2109|+    -            605 129956at50557        -            110   6.8e-12   44.4   0.1   2   2   5.1e-07   2.4e-05   23.3   0.0    32   103   225   295   222   304 0.89 -
129956at50557_7425_0:001fb1|STRG.9613.1:808-1050|+     -             81 129956at50557        -            110   9.1e-12   44.0   0.0   1   1   2.2e-13     1e-11   43.8   0.0    32   105     1    74     1    78 0.96 -
129956at50557_7425_0:001fb1|STRG.9613.2:820-1062|+     -             81 129956at50557        -            110   9.1e-12   44.0   0.0   1   1   2.2e-13     1e-11   43.8   0.0    32   105     1    74     1    78 0.96 -
129956at50557_7425_0:001fb1|STRG.9613.4:1008-1250|+    -             81 129956at50557        -            110   9.1e-12   44.0   0.0   1   1   2.2e-13     1e-11   43.8   0.0    32   105     1    74     1    78 0.96 -
129956at50557_38123_0:0017f4|STRG.5736.1:707-859|+     -             51 129956at50557        -            110   1.2e-11   43.6   0.2   1   1   2.7e-13   1.2e-11   43.6   0.2    32    81     1    50     1    51 0.97 -
129956at50557_38123_0:0017f4|STRG.5736.5:548-700|+     -             51 129956at50557        -            110   1.2e-11   43.6   0.2   1   1   2.7e-13   1.2e-11   43.6   0.2    32    81     1    50     1    51 0.97 -
129956at50557_38123_0:0017f4|STRG.5736.7:546-698|+     -             51 129956at50557        -            110   1.2e-11   43.6   0.2   1   1   2.7e-13   1.2e-11   43.6   0.2    32    81     1    50     1    51 0.97 -
129956at50557_199890_0:001386|STRG.1278.1:855-1139|+   -             95 129956at50557        -            110   2.9e-11   42.4   0.0   1   1   6.8e-13   3.1e-11   42.3   0.0    28   102    20    94     9    95 0.93 -
129956at50557_199890_0:001386|STRG.1278.2:772-1056|+   -             95 129956at50557        -            110   2.9e-11   42.4   0.0   1   1   6.8e-13   3.1e-11   42.3   0.0    28   102    20    94     9    95 0.93 -
129956at50557_7160_0:003f5c|STRG.16935.1:571-783|+     -             71 129956at50557        -            110   3.6e-11   42.1   0.1   1   1   8.3e-13   3.8e-11   42.0   0.1    36   104     3    71     1    71 0.96 -
129956at50557_7160_0:003f5c|STRG.16935.2:571-783|+     -             71 129956at50557        -            110   3.6e-11   42.1   0.1   1   1   8.3e-13   3.8e-11   42.0   0.1    36   104     3    71     1    71 0.96 -
129956at50557_7160_0:003f5c|STRG.16935.3:572-784|+     -             71 129956at50557        -            110   3.6e-11   42.1   0.1   1   1   8.3e-13   3.8e-11   42.0   0.1    36   104     3    71     1    71 0.96 -
129956at50557_29053_0:00060a|STRG.10587.2:415-669|+    -             85 129956at50557        -            110   4.1e-11   41.9   0.0   1   1     1e-12   4.6e-11   41.7   0.0    32    96     1    69     1    79 0.86 -
129956at50557_29053_0:00060a|STRG.10587.3:415-669|+    -             85 129956at50557        -            110   4.1e-11   41.9   0.0   1   1     1e-12   4.6e-11   41.7   0.0    32    96     1    69     1    79 0.86 -
129956at50557_29053_0:00060a|STRG.10587.4:415-669|+    -             85 129956at50557        -            110   4.1e-11   41.9   0.0   1   1     1e-12   4.6e-11   41.7   0.0    32    96     1    69     1    79 0.86 -
129956at50557_51655_0:0033b8|STRG.1662.1:637-948|+     -            104 129956at50557        -            110   3.9e-10   38.7   0.0   1   1   9.7e-12   4.5e-10   38.5   0.0    26    92     2    70     1    82 0.88 -
129956at50557_51655_0:0033b8|STRG.1662.2:636-947|+     -            104 129956at50557        -            110   3.9e-10   38.7   0.0   1   1   9.7e-12   4.5e-10   38.5   0.0    26    92     2    70     1    82 0.88 -
24138at50557_7004_0:0051ca|STRG.7111.9:812-1162|+      -            117 129956at50557        -            110     4e-10   38.7   0.0   1   2     0.018      0.83    8.7   0.0    54    83     2    31     1    54 0.81 -
24138at50557_7004_0:0051ca|STRG.7111.9:812-1162|+      -            117 129956at50557        -            110     4e-10   38.7   0.0   2   2   1.3e-08   6.1e-07   28.4   0.0    29    80    65   116    55   117 0.93 -
129956at50557_7176_0:003daf|STRG.6894.1:1319-1558|+    -             80 129956at50557        -            110   4.9e-10   38.4   0.0   1   1   1.2e-11   5.5e-10   38.3   0.0    32   104     1    73     1    79 0.95 -
117816at50557_121225_0:000cee|STRG.6894.2:80-601|+     -            174 129956at50557        -            110   6.2e-10   38.1   0.0   1   1     2e-11   9.1e-10   37.5   0.0    27   104    62   139    53   146 0.92 -
129956at50557_7176_0:003daf|STRG.6122.21:2367-2582|+   -             72 129956at50557        -            110   1.2e-09   37.2   0.0   1   1   2.7e-11   1.2e-09   37.1   0.0    32   103     1    72     1    72 0.96 -
129956at50557_7176_0:003daf|STRG.6122.22:366-581|+     -             72 129956at50557        -            110   1.2e-09   37.2   0.0   1   1   2.7e-11   1.2e-09   37.1   0.0    32   103     1    72     1    72 0.96 -
129956at50557_7176_0:003daf|STRG.6122.23:2397-2612|+   -             72 129956at50557        -            110   1.2e-09   37.2   0.0   1   1   2.7e-11   1.2e-09   37.1   0.0    32   103     1    72     1    72 0.96 -
129956at50557_7176_0:003daf|STRG.6122.8:2409-2624|+    -             72 129956at50557        -            110   1.2e-09   37.2   0.0   1   1   2.7e-11   1.2e-09   37.1   0.0    32   103     1    72     1    72 0.96 -
129956at50557_7176_0:003daf|STRG.6122.9:3199-3414|+    -             72 129956at50557        -            110   1.2e-09   37.2   0.0   1   1   2.7e-11   1.2e-09   37.1   0.0    32   103     1    72     1    72 0.96 -
117816at50557_13249_0:002086|STRG.4669.1:46-462|+      -            139 129956at50557        -            110     2e-09   36.4   0.0   1   2      0.02      0.93    8.5   0.0    61    90     3    34     1    57 0.76 -
117816at50557_13249_0:002086|STRG.4669.1:46-462|+      -            139 129956at50557        -            110     2e-09   36.4   0.0   2   2   5.5e-08   2.6e-06   26.4   0.0    31    81    62   112    51   136 0.88 -
129956at50557_7176_0:003daf|STRG.10587.1:160-366|+     -             69 129956at50557        -            110   2.8e-09   36.0   0.0   1   1   6.4e-11     3e-09   35.9   0.0    32    90     1    59     1    68 0.94 -
129956at50557_29031_0:001f45|STRG.8529.1:679-822|+     -             48 129956at50557        -            110   2.9e-09   35.9   0.1   1   1   6.8e-11   3.1e-09   35.8   0.1    32    79     1    48     1    48 0.98 -
129956at50557_29031_0:001f45|STRG.8529.2:678-821|+     -             48 129956at50557        -            110   2.9e-09   35.9   0.1   1   1   6.8e-11   3.1e-09   35.8   0.1    32    79     1    48     1    48 0.98 -
135254at50557_103372_0:002a85|STRG.583.1:124-498|+     -            125 129956at50557        -            110   7.1e-09   34.7   0.2   1   1   2.2e-10     1e-08   34.2   0.2    32   109    22    96    19    97 0.92 -
129956at50557_441921_0:0017da|STRG.6302.1:1171-1401|+  -             77 129956at50557        -            110   7.3e-09   34.6   0.0   1   1   1.7e-10   7.9e-09   34.5   0.0    32    98     1    66     1    76 0.89 -
129956at50557_37344_0:0029cb|STRG.3698.3:396-611|+     -             72 129956at50557        -            110   7.4e-09   34.6   0.0   1   1   1.6e-10   7.6e-09   34.6   0.0    32    99     1    68     1    72 0.90 -
101501at50557_1218281_0:0033ae|STRG.14069.2:239-457|+  -             73 129956at50557        -            110   1.3e-08   33.8   0.0   1   1   2.9e-10   1.4e-08   33.8   0.0    37   105     2    70     1    73 0.95 -
117816at50557_307658_0:0005e3|STRG.6339.1:295-1179|+   -            295 129956at50557        -            110   1.8e-08   33.4   0.0   1   2   7.3e-07   3.4e-05   22.8   0.0    32    96    10    75     8    88 0.90 -
117816at50557_307658_0:0005e3|STRG.6339.1:295-1179|+   -            295 129956at50557        -            110   1.8e-08   33.4   0.0   2   2     0.026       1.2    8.2   0.0    32    95   103   166    98   178 0.74 -
129956at50557_441921_0:0017da|STRG.6301.1:1188-1418|+  -             77 129956at50557        -            110   1.9e-08   33.3   0.0   1   1   4.5e-10   2.1e-08   33.2   0.0    32    98     1    66     1    76 0.88 -
129956at50557_37344_0:0029cb|STRG.1561.3:472-714|+     -             81 129956at50557        -            110   2.5e-08   32.9   0.0   1   1     6e-10   2.8e-08   32.8   0.0    32   107     1    76     1    79 0.96 -
129956at50557_7536_0:0043e4|STRG.2308.10:125-478|+     -            118 129956at50557        -            110   4.8e-08   32.0   0.0   1   1   1.7e-09     8e-08   31.3   0.0    32   103     1    73     1    79 0.90 -
129956at50557_7536_0:0043e4|STRG.2308.3:125-478|+      -            118 129956at50557        -            110   4.8e-08   32.0   0.0   1   1   1.7e-09     8e-08   31.3   0.0    32   103     1    73     1    79 0.90 -
129956at50557_7536_0:0043e4|STRG.2308.7:125-478|+      -            118 129956at50557        -            110   4.8e-08   32.0   0.0   1   1   1.7e-09     8e-08   31.3   0.0    32   103     1    73     1    79 0.90 -
129956at50557_411798_0:003661|STRG.16858.1:365-613|+   -             83 129956at50557        -            110   4.8e-08   32.0   0.1   1   1   1.2e-09   5.5e-08   31.8   0.1    27   104     1    78     1    81 0.96 -
129956at50557_411798_0:003661|STRG.16858.2:215-463|+   -             83 129956at50557        -            110   4.8e-08   32.0   0.1   1   1   1.2e-09   5.5e-08   31.8   0.1    27   104     1    78     1    81 0.96 -
117816at50557_7397_0:002a90|STRG.13752.4:892-1050|+    -             53 129956at50557        -            110   8.5e-08   31.2   0.0   1   1   1.9e-09   8.7e-08   31.2   0.0    32    81     1    49     1    53 0.93 -
129956at50557_7176_0:003daf|STRG.9818.1:1532-1855|+    -            108 129956at50557        -            110   9.8e-08   31.0   0.1   1   1   2.5e-09   1.1e-07   30.8   0.1    27   103    33   108     5   108 0.90 -
129956at50557_7176_0:003daf|STRG.9818.2:1610-1933|+    -            108 129956at50557        -            110   9.8e-08   31.0   0.1   1   1   2.5e-09   1.1e-07   30.8   0.1    27   103    33   108     5   108 0.90 -
129956at50557_7176_0:003daf|STRG.9818.3:1508-1831|+    -            108 129956at50557        -            110   9.8e-08   31.0   0.1   1   1   2.5e-09   1.1e-07   30.8   0.1    27   103    33   108     5   108 0.90 -
83433at50557_1507135_0:0010eb|STRG.13730.15:105-986|+  -            294 129956at50557        -            110   1.6e-07   30.4   0.0   1   2   6.2e-06   0.00029   19.8   0.0    32   108    12    80     8    82 0.92 -
83433at50557_1507135_0:0010eb|STRG.13730.15:105-986|+  -            294 129956at50557        -            110   1.6e-07   30.4   0.0   2   2     0.029       1.3    8.0   0.0    31    74    90   125    85   159 0.77 -
83433at50557_156304_0:001c1d|STRG.13730.14:105-1058|+  -            318 129956at50557        -            110     2e-07   30.0   0.0   1   2   7.1e-06   0.00033   19.6   0.0    32   108    12    80     8    82 0.92 -
83433at50557_156304_0:001c1d|STRG.13730.14:105-1058|+  -            318 129956at50557        -            110     2e-07   30.0   0.0   2   2     0.033       1.5    7.9   0.0    31    74    90   125    85   159 0.77 -
83433at50557_13686_0:000d60|STRG.13730.11:127-1125|+   -            333 129956at50557        -            110   2.1e-07   29.9   0.0   1   2   7.7e-06   0.00036   19.5   0.0    32   108    12    80     8    82 0.92 -
83433at50557_13686_0:000d60|STRG.13730.11:127-1125|+   -            333 129956at50557        -            110   2.1e-07   29.9   0.0   2   2     0.035       1.6    7.8   0.0    31    74    90   125    85   159 0.77 -
83433at50557_286306_0:001317|STRG.13730.12:109-1098|+  -            330 129956at50557        -            110   2.3e-07   29.8   0.0   1   2   7.6e-06   0.00035   19.6   0.0    32   108    18    86    14    88 0.92 -
83433at50557_286306_0:001317|STRG.13730.12:109-1098|+  -            330 129956at50557        -            110   2.3e-07   29.8   0.0   2   2     0.035       1.6    7.8   0.0    31    74    96   131    91   165 0.77 -
83433at50557_13686_0:000d60|STRG.13730.10:127-1230|+   -            340 129956at50557        -            110   2.6e-07   29.7   0.0   1   2     8e-06   0.00037   19.5   0.0    32   108    12    80     8    82 0.92 -
83433at50557_13686_0:000d60|STRG.13730.10:127-1230|+   -            340 129956at50557        -            110   2.6e-07   29.7   0.0   2   2     0.038       1.7    7.7   0.0    31    74    90   125    85   158 0.77 -
83433at50557_286306_0:001317|STRG.13730.5:111-1145|+   -            345 129956at50557        -            110   2.7e-07   29.6   0.0   1   2   8.2e-06   0.00038   19.5   0.0    32   108    18    86    14    88 0.92 -
83433at50557_286306_0:001317|STRG.13730.5:111-1145|+   -            345 129956at50557        -            110   2.7e-07   29.6   0.0   2   2     0.038       1.8    7.6   0.0    31    74    96   131    91   164 0.77 -
83433at50557_286306_0:001317|STRG.13730.8:110-1150|+   -            347 129956at50557        -            110   2.7e-07   29.6   0.0   1   2   8.3e-06   0.00038   19.4   0.0    32   108    18    86    14    88 0.92 -
83433at50557_286306_0:001317|STRG.13730.8:110-1150|+   -            347 129956at50557        -            110   2.7e-07   29.6   0.0   2   2     0.039       1.8    7.6   0.0    31    74    96   131    91   164 0.77 -
83433at50557_13686_0:000d60|STRG.13730.6:129-1193|+    -            355 129956at50557        -            110   2.8e-07   29.5   0.0   1   2   8.6e-06    0.0004   19.4   0.0    32   108    12    80     8    82 0.92 -
83433at50557_13686_0:000d60|STRG.13730.6:129-1193|+    -            355 129956at50557        -            110   2.8e-07   29.5   0.0   2   2      0.04       1.9    7.6   0.0    31    74    90   125    85   158 0.77 -
83433at50557_286306_0:001317|STRG.13730.9:109-1255|+   -            353 129956at50557        -            110   2.9e-07   29.5   0.0   1   2   8.5e-06   0.00039   19.4   0.0    32   108    18    86    14    88 0.92 -
83433at50557_286306_0:001317|STRG.13730.9:109-1255|+   -            353 129956at50557        -            110   2.9e-07   29.5   0.0   2   2      0.04       1.8    7.6   0.0    31    74    96   131    91   164 0.77 -
83433at50557_286306_0:001317|STRG.13730.4:111-1178|+   -            356 129956at50557        -            110     3e-07   29.4   0.0   1   2   8.6e-06    0.0004   19.4   0.0    32   108    18    86    14    88 0.92 -
83433at50557_286306_0:001317|STRG.13730.4:111-1178|+   -            356 129956at50557        -            110     3e-07   29.4   0.0   2   2      0.04       1.9    7.6   0.0    31    74    96   131    91   164 0.77 -
83433at50557_156304_0:001c1d|STRG.13730.7:128-1195|+   -            356 129956at50557        -            110     3e-07   29.4   0.0   1   2   8.6e-06    0.0004   19.4   0.0    32   108    12    80     8    82 0.92 -
83433at50557_156304_0:001c1d|STRG.13730.7:128-1195|+   -            356 129956at50557        -            110     3e-07   29.4   0.0   2   2      0.04       1.9    7.6   0.0    31    74    90   125    85   158 0.77 -
83433at50557_13686_0:000d60|STRG.13730.1:131-1240|+    -            370 129956at50557        -            110   3.1e-07   29.4   0.0   1   2   9.2e-06   0.00042   19.3   0.0    32   108    12    80     8    82 0.92 -
83433at50557_13686_0:000d60|STRG.13730.1:131-1240|+    -            370 129956at50557        -            110   3.1e-07   29.4   0.0   2   2     0.043         2    7.5   0.0    31    73    90   124    85   158 0.77 -
83433at50557_13686_0:000d60|STRG.13730.16:256-1368|+   -            371 129956at50557        -            110   3.1e-07   29.4   0.0   1   2   9.2e-06   0.00043   19.3   0.0    32   108    12    80     8    82 0.92 -
83433at50557_13686_0:000d60|STRG.13730.16:256-1368|+   -            371 129956at50557        -            110   3.1e-07   29.4   0.0   2   2     0.043         2    7.5   0.0    31    73    90   124    85   158 0.77 -
83433at50557_13686_0:000d60|STRG.13730.2:130-1242|+    -            371 129956at50557        -            110   3.1e-07   29.4   0.0   1   2   9.2e-06   0.00043   19.3   0.0    32   108    12    80     8    82 0.92 -
83433at50557_13686_0:000d60|STRG.13730.2:130-1242|+    -            371 129956at50557        -            110   3.1e-07   29.4   0.0   2   2     0.043         2    7.5   0.0    31    73    90   124    85   158 0.77 -
83433at50557_13686_0:000d60|STRG.13730.3:130-1242|+    -            371 129956at50557        -            110   3.1e-07   29.4   0.0   1   2   9.2e-06   0.00043   19.3   0.0    32   108    12    80     8    82 0.92 -
83433at50557_13686_0:000d60|STRG.13730.3:130-1242|+    -            371 129956at50557        -            110   3.1e-07   29.4   0.0   2   2     0.043         2    7.5   0.0    31    73    90   124    85   158 0.77 -
83433at50557_286306_0:001317|STRG.13730.13:87-1314|+   -            380 129956at50557        -            110   3.3e-07   29.3   0.0   1   2   9.6e-06   0.00044   19.2   0.0    32   108    18    86    14    88 0.92 -
83433at50557_286306_0:001317|STRG.13730.13:87-1314|+   -            380 129956at50557        -            110   3.3e-07   29.3   0.0   2   2     0.045       2.1    7.4   0.0    31    73    96   130    91   164 0.77 -
83433at50557_286306_0:001317|STRG.13730.17:210-1437|+  -            380 129956at50557        -            110   3.3e-07   29.3   0.0   1   2   9.6e-06   0.00044   19.2   0.0    32   108    18    86    14    88 0.92 -
83433at50557_286306_0:001317|STRG.13730.17:210-1437|+  -            380 129956at50557        -            110   3.3e-07   29.3   0.0   2   2     0.045       2.1    7.4   0.0    31    73    96   130    91   164 0.77 -
129956at50557_307658_0:002521|STRG.3698.3:645-863|+    -             73 129956at50557        -            110   3.4e-07   29.3   0.0   1   1   7.4e-09   3.4e-07   29.2   0.0    27    94     3    69     1    73 0.90 -
129956at50557_307658_0:002521|STRG.3698.4:586-804|+    -             73 129956at50557        -            110   3.4e-07   29.3   0.0   1   1   7.4e-09   3.4e-07   29.2   0.0    27    94     3    69     1    73 0.90 -
129956at50557_121225_0:0029b4|STRG.5806.1:248-490|+    -             81 129956at50557        -            110   3.8e-07   29.1   0.1   1   1   8.6e-09     4e-07   29.0   0.1    33   103     1    70     1    77 0.82 -
129956at50557_121225_0:0029b4|STRG.5806.2:242-484|+    -             81 129956at50557        -            110   3.8e-07   29.1   0.1   1   1   8.6e-09     4e-07   29.0   0.1    33   103     1    70     1    77 0.82 -
117816at50557_217634_0:001779|STRG.13752.1:892-1344|+  -            151 129956at50557        -            110   5.9e-07   28.5   0.0   1   1   1.6e-08   7.5e-07   28.2   0.0    32    84     1    52     1    74 0.87 -
117816at50557_217634_0:001779|STRG.13752.2:901-1353|+  -            151 129956at50557        -            110   5.9e-07   28.5   0.0   1   1   1.6e-08   7.5e-07   28.2   0.0    32    84     1    52     1    74 0.87 -
117816at50557_217634_0:001779|STRG.13752.3:901-1353|+  -            151 129956at50557        -            110   5.9e-07   28.5   0.0   1   1   1.6e-08   7.5e-07   28.2   0.0    32    84     1    52     1    74 0.87 -
135254at50557_123851_0:002e9e|STRG.1984.12:77-268|+    -             64 129956at50557        -            110   7.1e-07   28.2   0.0   1   1   3.7e-08   1.7e-06   27.0   0.0    32   101     1    62     1    64 0.91 -
104832at50557_315563_0:002a5b|STRG.3271.2:1792-2415|+  -            208 129956at50557        -            110   1.2e-06   27.5   0.0   1   2   1.5e-05   0.00068   18.6   0.0    28   102    52   123    41   131 0.85 -
104832at50557_315563_0:002a5b|STRG.3271.2:1792-2415|+  -            208 129956at50557        -            110   1.2e-06   27.5   0.0   2   2     0.062       2.8    7.0   0.0    32   105   135   202   127   206 0.79 -
104832at50557_315563_0:002a5b|STRG.3271.3:1792-2415|+  -            208 129956at50557        -            110   1.2e-06   27.5   0.0   1   2   1.5e-05   0.00068   18.6   0.0    28   102    52   123    41   131 0.85 -
104832at50557_315563_0:002a5b|STRG.3271.3:1792-2415|+  -            208 129956at50557        -            110   1.2e-06   27.5   0.0   2   2     0.062       2.8    7.0   0.0    32   105   135   202   127   206 0.79 -
104832at50557_315563_0:002a5b|STRG.3271.4:1792-2415|+  -            208 129956at50557        -            110   1.2e-06   27.5   0.0   1   2   1.5e-05   0.00068   18.6   0.0    28   102    52   123    41   131 0.85 -
104832at50557_315563_0:002a5b|STRG.3271.4:1792-2415|+  -            208 129956at50557        -            110   1.2e-06   27.5   0.0   2   2     0.062       2.8    7.0   0.0    32   105   135   202   127   206 0.79 -
104832at50557_315563_0:002a5b|STRG.3271.5:1792-2415|+  -            208 129956at50557        -            110   1.2e-06   27.5   0.0   1   2   1.5e-05   0.00068   18.6   0.0    28   102    52   123    41   131 0.85 -
104832at50557_315563_0:002a5b|STRG.3271.5:1792-2415|+  -            208 129956at50557        -            110   1.2e-06   27.5   0.0   2   2     0.062       2.8    7.0   0.0    32   105   135   202   127   206 0.79 -
104832at50557_315563_0:002a5b|STRG.3271.6:3359-3982|+  -            208 129956at50557        -            110   1.2e-06   27.5   0.0   1   2   1.5e-05   0.00068   18.6   0.0    28   102    52   123    41   131 0.85 -
104832at50557_315563_0:002a5b|STRG.3271.6:3359-3982|+  -            208 129956at50557        -            110   1.2e-06   27.5   0.0   2   2     0.062       2.8    7.0   0.0    32   105   135   202   127   206 0.79 -
129956at50557_7160_0:003f5c|STRG.9003.1:299-580|+      -             94 129956at50557        -            110   1.3e-06   27.4   0.0   1   1   3.3e-08   1.5e-06   27.2   0.0    42   103     2    65     1    71 0.87 -
129956at50557_7160_0:003f5c|STRG.9003.2:299-580|+      -             94 129956at50557        -            110   1.3e-06   27.4   0.0   1   1   3.3e-08   1.5e-06   27.2   0.0    42   103     2    65     1    71 0.87 -
129956at50557_7160_0:003f5c|STRG.9003.3:102-383|+      -             94 129956at50557        -            110   1.3e-06   27.4   0.0   1   1   3.3e-08   1.5e-06   27.2   0.0    42   103     2    65     1    71 0.87 -
117816at50557_13249_0:002086|STRG.8946.1:342-881|+     -            180 129956at50557        -            110   1.4e-06   27.3   0.0   1   1   4.3e-08     2e-06   26.8   0.0    31    83   118   170    83   177 0.85 -
117816at50557_13249_0:002086|STRG.8946.2:342-881|+     -            180 129956at50557        -            110   1.4e-06   27.3   0.0   1   1   4.3e-08     2e-06   26.8   0.0    31    83   118   170    83   177 0.85 -
117816at50557_13249_0:002086|STRG.8946.3:299-838|+     -            180 129956at50557        -            110   1.4e-06   27.3   0.0   1   1   4.3e-08     2e-06   26.8   0.0    31    83   118   170    83   177 0.85 -
117816at50557_680683_0:00163d|STRG.12226.1:3011-3517|+ -            169 129956at50557        -            110   3.5e-06   26.0   0.0   1   2   1.8e-05   0.00081   18.4   0.0    32    89     2    61     1    66 0.80 -
117816at50557_680683_0:00163d|STRG.12226.1:3011-3517|+ -            169 129956at50557        -            110   3.5e-06   26.0   0.0   2   2      0.15       6.9    5.7   0.0    32    88   110   167   104   169 0.91 -
117816at50557_680683_0:00163d|STRG.12226.2:2625-3131|+ -            169 129956at50557        -            110   3.5e-06   26.0   0.0   1   2   1.8e-05   0.00081   18.4   0.0    32    89     2    61     1    66 0.80 -
117816at50557_680683_0:00163d|STRG.12226.2:2625-3131|+ -            169 129956at50557        -            110   3.5e-06   26.0   0.0   2   2      0.15       6.9    5.7   0.0    32    88   110   167   104   169 0.91 -
117816at50557_680683_0:00163d|STRG.12226.3:355-861|+   -            169 129956at50557        -            110   3.5e-06   26.0   0.0   1   2   1.8e-05   0.00081   18.4   0.0    32    89     2    61     1    66 0.80 -
117816at50557_680683_0:00163d|STRG.12226.3:355-861|+   -            169 129956at50557        -            110   3.5e-06   26.0   0.0   2   2      0.15       6.9    5.7   0.0    32    88   110   167   104   169 0.91 -
117816at50557_680683_0:00163d|STRG.12226.4:328-834|+   -            169 129956at50557        -            110   3.5e-06   26.0   0.0   1   2   1.8e-05   0.00081   18.4   0.0    32    89     2    61     1    66 0.80 -
117816at50557_680683_0:00163d|STRG.12226.4:328-834|+   -            169 129956at50557        -            110   3.5e-06   26.0   0.0   2   2      0.15       6.9    5.7   0.0    32    88   110   167   104   169 0.91 -
129956at50557_441921_0:0017da|STRG.5249.1:140-382|+    -             81 129956at50557        -            110     1e-05   24.5   0.0   1   1   2.7e-07   1.2e-05   24.2   0.0    23   104     5    81     1    81 0.91 -
129956at50557_441921_0:0017da|STRG.5249.2:140-382|+    -             81 129956at50557        -            110     1e-05   24.5   0.0   1   1   2.7e-07   1.2e-05   24.2   0.0    23   104     5    81     1    81 0.91 -
129956at50557_441921_0:0017da|STRG.5249.4:140-382|+    -             81 129956at50557        -            110     1e-05   24.5   0.0   1   1   2.7e-07   1.2e-05   24.2   0.0    23   104     5    81     1    81 0.91 -
129956at50557_441921_0:0017da|STRG.5249.6:140-382|+    -             81 129956at50557        -            110     1e-05   24.5   0.0   1   1   2.7e-07   1.2e-05   24.2   0.0    23   104     5    81     1    81 0.91 -
129956at50557_441921_0:0017da|STRG.5249.7:140-382|+    -             81 129956at50557        -            110     1e-05   24.5   0.0   1   1   2.7e-07   1.2e-05   24.2   0.0    23   104     5    81     1    81 0.91 -
129956at50557_441921_0:0017da|STRG.5249.8:140-382|+    -             81 129956at50557        -            110     1e-05   24.5   0.0   1   1   2.7e-07   1.2e-05   24.2   0.0    23   104     5    81     1    81 0.91 -
134150at50557_166423_0:002eec|STRG.5745.3:236-1447|+   -            404 129956at50557        -            110   1.6e-05   23.9   0.0   1   1   6.6e-07   3.1e-05   23.0   0.0    32   105   155   236   148   241 0.82 -
135254at50557_103372_0:002a85|STRG.7593.1:1091-1294|+  -             68 129956at50557        -            110   1.7e-05   23.8   0.0   1   1   3.9e-07   1.8e-05   23.7   0.0    33    95     2    67     1    68 0.89 -
135254at50557_103372_0:002a85|STRG.7593.2:1001-1204|+  -             68 129956at50557        -            110   1.7e-05   23.8   0.0   1   1   3.9e-07   1.8e-05   23.7   0.0    33    95     2    67     1    68 0.89 -
134150at50557_166423_0:002eec|STRG.5745.2:236-1489|+   -            418 129956at50557        -            110   1.7e-05   23.8   0.0   1   1     7e-07   3.2e-05   22.9   0.0    32   105   169   250   162   255 0.82 -
