#                                                                                                              --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                          accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                  ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
25500at50557_13686_0:0020f5|STRG.10457.1:163-1968|+    -            602 25500at50557         -            513  1.9e-291  966.3   7.4   1   1  2.2e-290  9.9e-289  957.4   7.4     1   513     6   599     6   599 0.91 -
43121at50557_103372_0:001d6c|STRG.14418.1:108-1705|+   -            510 25500at50557         -            513   5.1e-11   41.1   0.1   3   4   0.00028     0.013   13.4   0.0   300   356   303   359   296   368 0.93 -
43121at50557_103372_0:001d6c|STRG.14418.1:108-1705|+   -            510 25500at50557         -            513   5.1e-11   41.1   0.1   4   4      0.15       6.9    4.4   0.0   142   245   396   502   380   509 0.80 -
43121at50557_103372_0:001d6c|STRG.14418.2:0-1529|+     -            510 25500at50557         -            513   6.4e-11   40.8   0.1   1   4    0.0024      0.11   10.4   0.0   297   338   207   248   186   251 0.81 -
43121at50557_103372_0:001d6c|STRG.14418.2:0-1529|+     -            510 25500at50557         -            513   6.4e-11   40.8   0.1   2   4   0.00054     0.024   12.5   0.0   427   510   249   333   247   334 0.77 -
43121at50557_103372_0:001d6c|STRG.14418.2:0-1529|+     -            510 25500at50557         -            513   6.4e-11   40.8   0.1   3   4   0.00028     0.013   13.4   0.0   300   356   303   359   296   368 0.93 -
43121at50557_103372_0:001d6c|STRG.14418.2:0-1529|+     -            510 25500at50557         -            513   6.4e-11   40.8   0.1   4   4      0.21       9.3    3.9   0.0   142   245   396   502   383   509 0.79 -
13553at50557_34720_0:0020c1|STRG.13322.1:95-1969|+     -            625 25500at50557         -            513   6.4e-11   40.8   0.3   1   3    0.0014     0.064   11.1   0.1   201   347    40   185    22   205 0.74 -
13553at50557_34720_0:0020c1|STRG.13322.1:95-1969|+     -            625 25500at50557         -            513   6.4e-11   40.8   0.3   2   3     0.015       0.7    7.7   0.0   448   511   233   297   223   299 0.82 -
13553at50557_34720_0:0020c1|STRG.13322.1:95-1969|+     -            625 25500at50557         -            513   6.4e-11   40.8   0.3   3   3     1e-05   0.00046   18.2   0.0   220   334   474   595   424   599 0.80 -
80377at50557_38123_0:002ff9|STRG.2371.1:358-1752|+     -            465 25500at50557         -            513   8.6e-11   40.3   1.5   1   3   0.00014    0.0065   14.4   0.0   296   355    23    82    12    85 0.93 -
80377at50557_38123_0:002ff9|STRG.2371.1:358-1752|+     -            465 25500at50557         -            513   8.6e-11   40.3   1.5   2   3    0.0001    0.0046   14.9   0.2   454   512    86   143    80   144 0.82 -
80377at50557_38123_0:002ff9|STRG.2371.1:358-1752|+     -            465 25500at50557         -            513   8.6e-11   40.3   1.5   3   3     0.012      0.56    8.0   0.0   217   260   360   403   342   461 0.75 -
40115at50557_1629725_0:001335|STRG.7122.1:1532-2335|+  -            268 25500at50557         -            513   8.8e-11   40.3   2.5   1   2   1.3e-05   0.00059   17.8   0.3   292   375    18   105     2   124 0.70 -
40115at50557_1629725_0:001335|STRG.7122.1:1532-2335|+  -            268 25500at50557         -            513   8.8e-11   40.3   2.5   2   2     6e-07   2.7e-05   22.2   0.1   233   333   120   220   110   230 0.80 -
40115at50557_1629725_0:001335|STRG.7122.2:1532-2335|+  -            268 25500at50557         -            513   8.8e-11   40.3   2.5   1   2   1.3e-05   0.00059   17.8   0.3   292   375    18   105     2   124 0.70 -
40115at50557_1629725_0:001335|STRG.7122.2:1532-2335|+  -            268 25500at50557         -            513   8.8e-11   40.3   2.5   2   2     6e-07   2.7e-05   22.2   0.1   233   333   120   220   110   230 0.80 -
48053at50557_104421_0:0017a2|STRG.1224.1:20-1552|+     -            511 25500at50557         -            513   1.1e-10   40.0   0.4   1   1   1.4e-09   6.2e-08   30.9   0.4   199   466   248   506   241   511 0.69 -
40115at50557_144034_0:000898|STRG.16274.1:736-1605|+   -            290 25500at50557         -            513   1.9e-10   39.2   1.4   1   2    0.0015     0.069   11.0   0.1   193   259    61   129    47   141 0.73 -
40115at50557_144034_0:000898|STRG.16274.1:736-1605|+   -            290 25500at50557         -            513   1.9e-10   39.2   1.4   2   2     6e-06   0.00027   18.9   0.0   194   331   149   290   134   290 0.74 -
40115at50557_144034_0:000898|STRG.16274.2:769-1638|+   -            290 25500at50557         -            513   1.9e-10   39.2   1.4   1   2    0.0015     0.069   11.0   0.1   193   259    61   129    47   141 0.73 -
40115at50557_144034_0:000898|STRG.16274.2:769-1638|+   -            290 25500at50557         -            513   1.9e-10   39.2   1.4   2   2     6e-06   0.00027   18.9   0.0   194   331   149   290   134   290 0.74 -
13553at50557_64793_0:0003df|STRG.13322.2:95-2661|+     -            854 25500at50557         -            513   2.8e-10   38.7   0.4   1   3    0.0023      0.11   10.4   0.1   202   347    41   185    22   205 0.74 -
13553at50557_64793_0:0003df|STRG.13322.2:95-2661|+     -            854 25500at50557         -            513   2.8e-10   38.7   0.4   2   3      0.02      0.89    7.3   0.0   447   511   232   297   204   299 0.84 -
13553at50557_64793_0:0003df|STRG.13322.2:95-2661|+     -            854 25500at50557         -            513   2.8e-10   38.7   0.4   3   3   1.7e-05   0.00079   17.4   0.0   220   334   474   595   426   599 0.80 -
14512at50557_56086_0:000590|STRG.5472.1:620-1087|+     -            156 25500at50557         -            513   2.8e-10   38.7   0.3   1   2   2.6e-07   1.2e-05   23.4   0.0   272   349    12    88     5    91 0.90 -
14512at50557_56086_0:000590|STRG.5472.1:620-1087|+     -            156 25500at50557         -            513   2.8e-10   38.7   0.3   2   2   0.00022    0.0098   13.8   0.2   445   511    89   155    82   156 0.79 -
13553at50557_34720_0:0020c1|STRG.13322.3:72-2735|+     -            888 25500at50557         -            513   3.3e-10   38.4   0.4   1   3    0.0025      0.11   10.3   0.1   202   347    41   185    22   205 0.74 -
13553at50557_34720_0:0020c1|STRG.13322.3:72-2735|+     -            888 25500at50557         -            513   3.3e-10   38.4   0.4   2   3     0.024       1.1    7.0   0.0   448   511   233   297   223   299 0.82 -
13553at50557_34720_0:0020c1|STRG.13322.3:72-2735|+     -            888 25500at50557         -            513   3.3e-10   38.4   0.4   3   3   1.8e-05   0.00084   17.3   0.0   220   334   474   595   426   599 0.80 -
80377at50557_77166_0:002f29|STRG.13804.1:1091-2005|+   -            305 25500at50557         -            513     4e-10   38.2   0.7   1   2   0.00027     0.012   13.5   0.1   221   354    19   157     9   167 0.56 -
80377at50557_77166_0:002f29|STRG.13804.1:1091-2005|+   -            305 25500at50557         -            513     4e-10   38.2   0.7   2   2   1.2e-06   5.2e-05   21.3   0.1   405   499   191   293   171   304 0.75 -
56099at50557_34720_0:001a91|STRG.10950.2:86-1417|+     -            444 25500at50557         -            513   4.3e-10   38.0   0.5   1   4       1.1        52    1.5   0.0   300   353    62   116    54   118 0.76 -
56099at50557_34720_0:001a91|STRG.10950.2:86-1417|+     -            444 25500at50557         -            513   4.3e-10   38.0   0.5   2   4     0.035       1.6    6.5   0.0   222   251   107   137    84   154 0.83 -
56099at50557_34720_0:001a91|STRG.10950.2:86-1417|+     -            444 25500at50557         -            513   4.3e-10   38.0   0.5   3   4      0.27        12    3.6   0.0   407   436   197   227   185   268 0.82 -
56099at50557_34720_0:001a91|STRG.10950.2:86-1417|+     -            444 25500at50557         -            513   4.3e-10   38.0   0.5   4   4   4.6e-07   2.1e-05   22.6   0.1   399   480   275   363   259   375 0.85 -
40115at50557_597456_0:00265e|STRG.4779.1:2245-3114|+   -            290 25500at50557         -            513   1.7e-09   36.1   4.8   1   2   0.00033     0.015   13.2   0.8   269   341    56   127     1   131 0.77 -
40115at50557_597456_0:00265e|STRG.4779.1:2245-3114|+   -            290 25500at50557         -            513   1.7e-09   36.1   4.8   2   2   1.1e-07   5.2e-06   24.6   0.2   181   331   140   289   127   290 0.87 -
40115at50557_597456_0:00265e|STRG.4779.2:1888-2757|+   -            290 25500at50557         -            513   1.7e-09   36.1   4.8   1   2   0.00033     0.015   13.2   0.8   269   341    56   127     1   131 0.77 -
40115at50557_597456_0:00265e|STRG.4779.2:1888-2757|+   -            290 25500at50557         -            513   1.7e-09   36.1   4.8   2   2   1.1e-07   5.2e-06   24.6   0.2   181   331   140   289   127   290 0.87 -
40115at50557_597456_0:00265e|STRG.4779.3:1844-2713|+   -            290 25500at50557         -            513   1.7e-09   36.1   4.8   1   2   0.00033     0.015   13.2   0.8   269   341    56   127     1   131 0.77 -
40115at50557_597456_0:00265e|STRG.4779.3:1844-2713|+   -            290 25500at50557         -            513   1.7e-09   36.1   4.8   2   2   1.1e-07   5.2e-06   24.6   0.2   181   331   140   289   127   290 0.87 -
55830at50557_103372_0:000f54|STRG.7727.1:81-1475|+     -            465 25500at50557         -            513     3e-09   35.2   1.2   1   4   0.00014    0.0065   14.4   0.0   300   338   138   176    82   194 0.83 -
55830at50557_103372_0:000f54|STRG.7727.1:81-1475|+     -            465 25500at50557         -            513     3e-09   35.2   1.2   2   4     0.051       2.3    5.9   0.1   292   351   222   281   192   286 0.71 -
55830at50557_103372_0:000f54|STRG.7727.1:81-1475|+     -            465 25500at50557         -            513     3e-09   35.2   1.2   3   4    0.0011     0.049   11.5   0.0   438   511   273   345   266   347 0.84 -
55830at50557_103372_0:000f54|STRG.7727.1:81-1475|+     -            465 25500at50557         -            513     3e-09   35.2   1.2   4   4       2.3     1e+02    0.5   0.0   451   475   379   403   372   445 0.57 -
80377at50557_454923_0:001015|STRG.2792.1:139-918|+     -            260 25500at50557         -            513   3.4e-09   35.1   0.2   1   3       1.1        48    1.6   0.0   458   474    23    39     3    82 0.42 -
80377at50557_454923_0:001015|STRG.2792.1:139-918|+     -            260 25500at50557         -            513   3.4e-09   35.1   0.2   2   3   9.3e-07   4.2e-05   21.6   0.1   407   512    55   168    48   169 0.73 -
80377at50557_454923_0:001015|STRG.2792.1:139-918|+     -            260 25500at50557         -            513   3.4e-09   35.1   0.2   3   3   0.00013    0.0061   14.5   0.0   142   256   140   255   135   259 0.68 -
56099at50557_56086_0:002294|STRG.10950.1:102-1414|+    -            411 25500at50557         -            513   3.7e-09   35.0   0.1   1   2    0.0051      0.23    9.2   0.0   300   436    61   198    47   230 0.77 -
56099at50557_56086_0:002294|STRG.10950.1:102-1414|+    -            411 25500at50557         -            513   3.7e-09   35.0   0.1   2   2   3.3e-07   1.5e-05   23.0   0.1   399   481   246   335   225   350 0.85 -
40115at50557_104421_0:0011ee|STRG.16711.2:893-1756|+   -            288 25500at50557         -            513   4.4e-09   34.7   3.6   1   2   1.2e-07   5.3e-06   24.6   0.4   200   340    18   160     2   166 0.78 -
40115at50557_104421_0:0011ee|STRG.16711.2:893-1756|+   -            288 25500at50557         -            513   4.4e-09   34.7   3.6   2   2    0.0012     0.053   11.3   0.2   222   331   170   287   164   288 0.76 -
40115at50557_103372_0:0021d6|STRG.3129.1:4049-5035|+   -            329 25500at50557         -            513   7.4e-09   34.0   0.4   1   3   0.00035     0.016   13.1   0.0   297   356    18    75     9    84 0.86 -
40115at50557_103372_0:0021d6|STRG.3129.1:4049-5035|+   -            329 25500at50557         -            513   7.4e-09   34.0   0.4   2   3    0.0013     0.061   11.2   0.0   221   335   126   242   117   271 0.82 -
40115at50557_103372_0:0021d6|STRG.3129.1:4049-5035|+   -            329 25500at50557         -            513   7.4e-09   34.0   0.4   3   3      0.04       1.8    6.3   0.1   305   333   300   328   280   329 0.82 -
40115at50557_103372_0:0021d6|STRG.3129.2:4797-5783|+   -            329 25500at50557         -            513   7.4e-09   34.0   0.4   1   3   0.00035     0.016   13.1   0.0   297   356    18    75     9    84 0.86 -
40115at50557_103372_0:0021d6|STRG.3129.2:4797-5783|+   -            329 25500at50557         -            513   7.4e-09   34.0   0.4   2   3    0.0013     0.061   11.2   0.0   221   335   126   242   117   271 0.82 -
40115at50557_103372_0:0021d6|STRG.3129.2:4797-5783|+   -            329 25500at50557         -            513   7.4e-09   34.0   0.4   3   3      0.04       1.8    6.3   0.1   305   333   300   328   280   329 0.82 -
80377at50557_30019_0:0008bb|STRG.7719.3:370-972|+      -            201 25500at50557         -            513   9.2e-09   33.7   0.4   1   1   5.6e-10   2.5e-08   32.2   0.4   139   331     5   201     2   201 0.82 -
80377at50557_7070_0:0023da|STRG.13987.1:1378-2109|+    -            244 25500at50557         -            513   9.3e-09   33.7   0.5   1   1   2.9e-10   1.3e-08   33.2   0.5   193   350    61   221    34   232 0.85 -
77772at50557_103372_0:001ea3|STRG.10089.1:0-944|+      -            315 25500at50557         -            513   9.6e-09   33.6   0.2   1   3     0.017      0.77    7.5   0.1   406   440    22    56     6   100 0.60 -
77772at50557_103372_0:001ea3|STRG.10089.1:0-944|+      -            315 25500at50557         -            513   9.6e-09   33.6   0.2   2   3     0.007      0.32    8.8   0.0   439   480   105   146    64   154 0.80 -
77772at50557_103372_0:001ea3|STRG.10089.1:0-944|+      -            315 25500at50557         -            513   9.6e-09   33.6   0.2   3   3   0.00027     0.012   13.5   0.0   295   338   227   273   191   291 0.66 -
71739at50557_103372_0:00145d|STRG.15110.1:94-1071|+    -            326 25500at50557         -            513     2e-08   32.6   2.1   1   2   3.5e-09   1.6e-07   29.6   1.7   221   363    49   204     8   242 0.72 -
71739at50557_103372_0:00145d|STRG.15110.1:94-1071|+    -            326 25500at50557         -            513     2e-08   32.6   2.1   2   2         5   2.3e+02   -0.6   0.0   300   329   282   311   264   324 0.60 -
58729at50557_103372_0:00194e|STRG.5131.1:48-1529|+     -            494 25500at50557         -            513     2e-08   32.5   0.2   1   2       4.7   2.1e+02   -0.5   0.0   403   474     6    83     4   108 0.69 -
58729at50557_103372_0:00194e|STRG.5131.1:48-1529|+     -            494 25500at50557         -            513     2e-08   32.5   0.2   2   2   1.4e-09   6.4e-08   30.9   0.1   137   332    89   287    61   299 0.78 -
40115at50557_110193_0:00292f|STRG.16711.1:1332-2066|+  -            245 25500at50557         -            513   3.2e-08   31.9   3.6   1   2   1.2e-06   5.4e-05   21.2   0.4   228   340     2   117     1   122 0.81 -
40115at50557_110193_0:00292f|STRG.16711.1:1332-2066|+  -            245 25500at50557         -            513   3.2e-08   31.9   3.6   2   2   0.00084     0.038   11.8   0.2   222   331   127   244   122   245 0.76 -
40115at50557_110193_0:00292f|STRG.16711.3:1004-1738|+  -            245 25500at50557         -            513   3.2e-08   31.9   3.6   1   2   1.2e-06   5.4e-05   21.2   0.4   228   340     2   117     1   122 0.81 -
40115at50557_110193_0:00292f|STRG.16711.3:1004-1738|+  -            245 25500at50557         -            513   3.2e-08   31.9   3.6   2   2   0.00084     0.038   11.8   0.2   222   331   127   244   122   245 0.76 -
80377at50557_568069_0:004eea|STRG.1214.1:96-950|+      -            285 25500at50557         -            513   3.3e-08   31.8   0.0   1   2   3.9e-07   1.7e-05   22.8   0.3   179   329     4   160     2   166 0.80 -
80377at50557_568069_0:004eea|STRG.1214.1:96-950|+      -            285 25500at50557         -            513   3.3e-08   31.8   0.0   2   2     0.009      0.41    8.4   0.0    27   116   150   239   144   258 0.80 -
58729at50557_103372_0:00194e|STRG.5131.2:96-1487|+     -            464 25500at50557         -            513   3.3e-08   31.8   0.1   1   1   1.1e-09   4.8e-08   31.3   0.1   136   332    58   257    28   274 0.78 -
71739at50557_66420_0:0008cd|STRG.9011.1:820-1407|+     -            196 25500at50557         -            513   4.7e-08   31.3   0.2   1   1   7.7e-09   3.5e-07   28.5   0.1   190   335    14   163    12   176 0.80 -
69548at50557_609295_0:0005e7|STRG.5753.1:321-1145|+    -            275 25500at50557         -            513   4.8e-08   31.3   0.1   1   4    0.0034      0.16    9.8   0.0   222   253     2    34     1    42 0.90 -
69548at50557_609295_0:0005e7|STRG.5753.1:321-1145|+    -            275 25500at50557         -            513   4.8e-08   31.3   0.1   2   4      0.05       2.3    6.0   0.0   295   335    39    80    32    86 0.73 -
69548at50557_609295_0:0005e7|STRG.5753.1:321-1145|+    -            275 25500at50557         -            513   4.8e-08   31.3   0.1   3   4      0.16       7.1    4.3   0.0   308   335    53    80    44   146 0.71 -
69548at50557_609295_0:0005e7|STRG.5753.1:321-1145|+    -            275 25500at50557         -            513   4.8e-08   31.3   0.1   4   4    0.0016     0.071   10.9   0.0   436   495   210   268   173   275 0.79 -
57752at50557_69319_0:000ee5|STRG.8887.1:190-993|+      -            268 25500at50557         -            513   5.5e-08   31.1   0.2   1   2   3.5e-08   1.6e-06   26.3   0.2   125   333    15   231     7   236 0.78 -
57752at50557_69319_0:000ee5|STRG.8887.1:190-993|+      -            268 25500at50557         -            513   5.5e-08   31.1   0.2   2   2    0.0031      0.14   10.0   0.0   119   176   181   237   174   262 0.83 -
33043at50557_103372_0:000263|STRG.13563.2:174-2570|+   -            799 25500at50557         -            513     6e-08   31.0   9.1   1   5     0.063       2.9    5.6   0.0   445   511   112   177    99   181 0.68 -
33043at50557_103372_0:000263|STRG.13563.2:174-2570|+   -            799 25500at50557         -            513     6e-08   31.0   9.1   2   5      0.83        38    1.9   0.0   404   433   193   222   188   229 0.86 -
33043at50557_103372_0:000263|STRG.13563.2:174-2570|+   -            799 25500at50557         -            513     6e-08   31.0   9.1   3   5       1.4        63    1.2   0.0   285   337   229   281   203   288 0.65 -
33043at50557_103372_0:000263|STRG.13563.2:174-2570|+   -            799 25500at50557         -            513     6e-08   31.0   9.1   4   5     0.099       4.5    5.0   0.1   220   250   479   510   347   515 0.67 -
33043at50557_103372_0:000263|STRG.13563.2:174-2570|+   -            799 25500at50557         -            513     6e-08   31.0   9.1   5   5   1.7e-06   7.7e-05   20.7   0.6   179   344   479   649   473   722 0.80 -
22030at50557_411798_0:00363d|STRG.9805.1:587-2773|+    -            690 25500at50557         -            513   7.7e-08   30.6   3.3   1   3      0.25        11    3.7   0.0   299   357    25    85    14    89 0.79 -
22030at50557_411798_0:00363d|STRG.9805.1:587-2773|+    -            690 25500at50557         -            513   7.7e-08   30.6   3.3   2   3    0.0004     0.018   12.9   0.1   156   247    89   190    86   205 0.68 -
22030at50557_411798_0:00363d|STRG.9805.1:587-2773|+    -            690 25500at50557         -            513   7.7e-08   30.6   3.3   3   3   0.00036     0.017   13.0   0.2   223   336   208   325   203   338 0.82 -
33043at50557_103372_0:000263|STRG.13563.1:192-2943|+   -            797 25500at50557         -            513   8.1e-08   30.5   9.4   1   5     0.063       2.8    5.6   0.0   445   511   112   177    99   181 0.68 -
33043at50557_103372_0:000263|STRG.13563.1:192-2943|+   -            797 25500at50557         -            513   8.1e-08   30.5   9.4   2   5      0.57        26    2.5   0.0   403   434   192   223   180   240 0.83 -
33043at50557_103372_0:000263|STRG.13563.1:192-2943|+   -            797 25500at50557         -            513   8.1e-08   30.5   9.4   3   5       1.4        63    1.2   0.0   285   337   229   281   203   288 0.65 -
33043at50557_103372_0:000263|STRG.13563.1:192-2943|+   -            797 25500at50557         -            513   8.1e-08   30.5   9.4   4   5     0.092       4.2    5.1   0.2   220   250   479   510   342   516 0.66 -
33043at50557_103372_0:000263|STRG.13563.1:192-2943|+   -            797 25500at50557         -            513   8.1e-08   30.5   9.4   5   5     2e-06   9.1e-05   20.5   0.7   177   342   477   647   467   679 0.82 -
22030at50557_77166_0:00007a|STRG.14632.1:433-918|+     -            162 25500at50557         -            513   8.5e-08   30.5   0.1   1   1   2.4e-09   1.1e-07   30.1   0.1   222   356     4   144     2   150 0.87 -
14512at50557_103372_0:0005b9|STRG.9027.1:361-2940|+    -            860 25500at50557         -            513   8.5e-08   30.5   0.4   1   2   0.00017    0.0079   14.1   0.1   222   350    16   149    11   150 0.82 -
14512at50557_103372_0:0005b9|STRG.9027.1:361-2940|+    -            860 25500at50557         -            513   8.5e-08   30.5   0.4   2   2   0.00049     0.022   12.6   0.0    49    81   141   174   136   184 0.90 -
56099at50557_34720_0:001a91|STRG.10950.1:560-1426|+    -            289 25500at50557         -            513   9.3e-08   30.3   0.1   1   2      0.21       9.5    3.9   0.0   407   435    42    71    33    85 0.81 -
56099at50557_34720_0:001a91|STRG.10950.1:560-1426|+    -            289 25500at50557         -            513   9.3e-08   30.3   0.1   2   2   1.8e-07   8.4e-06   23.9   0.1   399   481   120   209   104   224 0.85 -
14512at50557_103372_0:0005b9|STRG.9027.2:361-2997|+    -            879 25500at50557         -            513   9.3e-08   30.3   0.4   1   2   4.1e-05    0.0018   16.2   0.1   222   354    16   153    12   154 0.83 -
14512at50557_103372_0:0005b9|STRG.9027.2:361-2997|+    -            879 25500at50557         -            513   9.3e-08   30.3   0.4   2   2   0.00054     0.024   12.5   0.0    49    80   141   173   136   181 0.90 -
76755at50557_64793_0:0021c2|STRG.13528.1:257-1228|+    -            324 25500at50557         -            513   9.6e-08   30.3   1.2   1   3    0.0014     0.065   11.1   0.2   156   333    18   202    11   209 0.70 -
76755at50557_64793_0:0021c2|STRG.13528.1:257-1228|+    -            324 25500at50557         -            513   9.6e-08   30.3   1.2   2   3       2.3     1e+02    0.5   0.0   226   468   225   250   216   273 0.53 -
76755at50557_64793_0:0021c2|STRG.13528.1:257-1228|+    -            324 25500at50557         -            513   9.6e-08   30.3   1.2   3   3   6.6e-05     0.003   15.5   0.0   298   354   259   316   252   322 0.81 -
80377at50557_166361_0:002fc1|STRG.830.1:195-746|+      -            184 25500at50557         -            513   1.2e-07   30.0   0.9   1   3     0.074       3.4    5.4   0.0    52   471    34    65    23    71 0.54 -
80377at50557_166361_0:002fc1|STRG.830.1:195-746|+      -            184 25500at50557         -            513   1.2e-07   30.0   0.9   2   3   2.3e-05     0.001   17.0   0.1   444   481    96   133    75   135 0.86 -
80377at50557_166361_0:002fc1|STRG.830.1:195-746|+      -            184 25500at50557         -            513   1.2e-07   30.0   0.9   3   3     0.058       2.6    5.8   0.0   223   258   134   170   131   178 0.86 -
80377at50557_166361_0:002fc1|STRG.830.2:224-775|+      -            184 25500at50557         -            513   1.2e-07   30.0   0.9   1   3     0.074       3.4    5.4   0.0    52   471    34    65    23    71 0.54 -
80377at50557_166361_0:002fc1|STRG.830.2:224-775|+      -            184 25500at50557         -            513   1.2e-07   30.0   0.9   2   3   2.3e-05     0.001   17.0   0.1   444   481    96   133    75   135 0.86 -
80377at50557_166361_0:002fc1|STRG.830.2:224-775|+      -            184 25500at50557         -            513   1.2e-07   30.0   0.9   3   3     0.058       2.6    5.8   0.0   223   258   134   170   131   178 0.86 -
80377at50557_166361_0:002fc1|STRG.830.3:195-746|+      -            184 25500at50557         -            513   1.2e-07   30.0   0.9   1   3     0.074       3.4    5.4   0.0    52   471    34    65    23    71 0.54 -
80377at50557_166361_0:002fc1|STRG.830.3:195-746|+      -            184 25500at50557         -            513   1.2e-07   30.0   0.9   2   3   2.3e-05     0.001   17.0   0.1   444   481    96   133    75   135 0.86 -
80377at50557_166361_0:002fc1|STRG.830.3:195-746|+      -            184 25500at50557         -            513   1.2e-07   30.0   0.9   3   3     0.058       2.6    5.8   0.0   223   258   134   170   131   178 0.86 -
80377at50557_166361_0:002fc1|STRG.830.4:224-775|+      -            184 25500at50557         -            513   1.2e-07   30.0   0.9   1   3     0.074       3.4    5.4   0.0    52   471    34    65    23    71 0.54 -
80377at50557_166361_0:002fc1|STRG.830.4:224-775|+      -            184 25500at50557         -            513   1.2e-07   30.0   0.9   2   3   2.3e-05     0.001   17.0   0.1   444   481    96   133    75   135 0.86 -
80377at50557_166361_0:002fc1|STRG.830.4:224-775|+      -            184 25500at50557         -            513   1.2e-07   30.0   0.9   3   3     0.058       2.6    5.8   0.0   223   258   134   170   131   178 0.86 -
78072at50557_123851_0:000487|STRG.3138.1:547-1410|+    -            288 25500at50557         -            513   1.3e-07   29.9   0.6   1   3      0.35        16    3.2   0.0   441   471     9    39     4    52 0.84 -
78072at50557_123851_0:000487|STRG.3138.1:547-1410|+    -            288 25500at50557         -            513   1.3e-07   29.9   0.6   2   3    0.0074      0.34    8.7   0.1   441   477    65   103    50   109 0.78 -
78072at50557_123851_0:000487|STRG.3138.1:547-1410|+    -            288 25500at50557         -            513   1.3e-07   29.9   0.6   3   3     1e-06   4.6e-05   21.4   0.1    33   113    88   174    85   212 0.85 -
78072at50557_123851_0:000487|STRG.3138.2:362-1225|+    -            288 25500at50557         -            513   1.3e-07   29.9   0.6   1   3      0.35        16    3.2   0.0   441   471     9    39     4    52 0.84 -
78072at50557_123851_0:000487|STRG.3138.2:362-1225|+    -            288 25500at50557         -            513   1.3e-07   29.9   0.6   2   3    0.0074      0.34    8.7   0.1   441   477    65   103    50   109 0.78 -
78072at50557_123851_0:000487|STRG.3138.2:362-1225|+    -            288 25500at50557         -            513   1.3e-07   29.9   0.6   3   3     1e-06   4.6e-05   21.4   0.1    33   113    88   174    85   212 0.85 -
49370at50557_79782_0:001886|STRG.10460.1:1564-2550|+   -            329 25500at50557         -            513   1.5e-07   29.7   1.0   1   3       5.6   2.5e+02   -0.8   0.0   239   262     4    28     1    39 0.72 -
49370at50557_79782_0:001886|STRG.10460.1:1564-2550|+   -            329 25500at50557         -            513   1.5e-07   29.7   1.0   2   3   5.2e-06   0.00023   19.1   0.1   184   288    44   155    35   196 0.64 -
49370at50557_79782_0:001886|STRG.10460.1:1564-2550|+   -            329 25500at50557         -            513   1.5e-07   29.7   1.0   3   3     0.058       2.6    5.8   0.0   441   471   295   326   246   328 0.60 -
40115at50557_103372_0:0021d6|STRG.3129.4:4049-5059|+   -            337 25500at50557         -            513   1.5e-07   29.7   0.2   1   3   0.00037     0.017   13.0   0.0   297   356    18    75     9    84 0.86 -
40115at50557_103372_0:0021d6|STRG.3129.4:4049-5059|+   -            337 25500at50557         -            513   1.5e-07   29.7   0.2   2   3    0.0016     0.072   10.9   0.0   221   335   126   242   117   263 0.82 -
40115at50557_103372_0:0021d6|STRG.3129.4:4049-5059|+   -            337 25500at50557         -            513   1.5e-07   29.7   0.2   3   3       1.2        52    1.5   0.0   305   332   300   327   289   333 0.78 -
69548at50557_103372_0:0010c7|STRG.3696.1:132-1457|+    -            442 25500at50557         -            513   1.6e-07   29.5   8.8   1   4       0.2       8.9    4.0   0.2   454   512   140   199   123   202 0.60 -
69548at50557_103372_0:0010c7|STRG.3696.1:132-1457|+    -            442 25500at50557         -            513   1.6e-07   29.5   8.8   2   4    0.0022     0.098   10.5   0.1   291   343   204   256   199   262 0.89 -
69548at50557_103372_0:0010c7|STRG.3696.1:132-1457|+    -            442 25500at50557         -            513   1.6e-07   29.5   8.8   3   4    0.0063      0.29    8.9   0.3   291   335   268   311   265   323 0.83 -
69548at50557_103372_0:0010c7|STRG.3696.1:132-1457|+    -            442 25500at50557         -            513   1.6e-07   29.5   8.8   4   4    0.0065      0.29    8.9   0.0   410   511   326   436   314   439 0.48 -
40115at50557_411798_0:002bfa|STRG.649.1:1078-1863|+    -            262 25500at50557         -            513     2e-07   29.2   0.2   1   3    0.0066       0.3    8.9   0.2   305   354    22    71     6    90 0.82 -
40115at50557_411798_0:002bfa|STRG.649.1:1078-1863|+    -            262 25500at50557         -            513     2e-07   29.2   0.2   2   3     0.036       1.6    6.5   0.0   438   471   101   135    80   143 0.64 -
40115at50557_411798_0:002bfa|STRG.649.1:1078-1863|+    -            262 25500at50557         -            513     2e-07   29.2   0.2   3   3    0.0011      0.05   11.4   0.0    39   165   133   259   124   262 0.71 -
31374at50557_1155016_0:001371|STRG.8891.2:390-1844|+   -            485 25500at50557         -            513   2.5e-07   28.9   0.1   1   3      0.45        20    2.8   0.0   274   332   289   346   280   351 0.85 -
31374at50557_1155016_0:001371|STRG.8891.2:390-1844|+   -            485 25500at50557         -            513   2.5e-07   28.9   0.1   2   3     0.067         3    5.5   0.0    48    80   355   388   351   395 0.76 -
