#                                                                                                              --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                          accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                  ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
68325at50557_34720_0:0013d3|STRG.8229.1:2-1162|+       -            387 68325at50557         -            295  2.1e-154  512.0   0.2   1   1    4e-152  1.8e-150  499.1   0.2     2   295    35   386    34   386 0.89 -
80377at50557_30019_0:0008bb|STRG.9983.5:175-942|+      -            256 68325at50557         -            295     2e-07   29.5   7.7   2   4   4.9e-05    0.0022   16.3   0.3   100   163   104   166    99   183 0.76 -
80377at50557_30019_0:0008bb|STRG.9983.5:175-942|+      -            256 68325at50557         -            295     2e-07   29.5   7.7   3   4      0.04       1.8    6.7   0.0    97   129   143   175   124   200 0.78 -
80377at50557_30019_0:0008bb|STRG.9983.5:175-942|+      -            256 68325at50557         -            295     2e-07   29.5   7.7   4   4      0.15       6.8    4.8   0.1    95   122   225   251   186   255 0.79 -
78072at50557_7070_0:002a52|STRG.1939.1:1066-1908|+     -            281 68325at50557         -            295   2.6e-07   29.2   1.6   1   2      0.97        43    2.2   0.1    64   115    11    69     1    79 0.50 -
78072at50557_7070_0:002a52|STRG.1939.1:1066-1908|+     -            281 68325at50557         -            295   2.6e-07   29.2   1.6   2   2   4.3e-08   1.9e-06   26.3   1.0    63   256    52   246    43   275 0.70 -
78072at50557_7070_0:002a52|STRG.1939.2:1025-1867|+     -            281 68325at50557         -            295   2.6e-07   29.2   1.6   1   2      0.97        43    2.2   0.1    64   115    11    69     1    79 0.50 -
78072at50557_7070_0:002a52|STRG.1939.2:1025-1867|+     -            281 68325at50557         -            295   2.6e-07   29.2   1.6   2   2   4.3e-08   1.9e-06   26.3   1.0    63   256    52   246    43   275 0.70 -
78072at50557_7038_0:0021a3|STRG.9020.1:609-1457|+      -            283 68325at50557         -            295   3.1e-07   28.9   0.4   1   1   3.3e-08   1.5e-06   26.7   0.4    79   288    42   257    11   261 0.70 -
78072at50557_7038_0:0021a3|STRG.9020.2:625-1473|+      -            283 68325at50557         -            295   3.1e-07   28.9   0.4   1   1   3.3e-08   1.5e-06   26.7   0.4    79   288    42   257    11   261 0.70 -
78072at50557_7038_0:0021a3|STRG.9020.3:510-1358|+      -            283 68325at50557         -            295   3.1e-07   28.9   0.4   1   1   3.3e-08   1.5e-06   26.7   0.4    79   288    42   257    11   261 0.70 -
78072at50557_7038_0:0021a3|STRG.9020.4:510-1358|+      -            283 68325at50557         -            295   3.1e-07   28.9   0.4   1   1   3.3e-08   1.5e-06   26.7   0.4    79   288    42   257    11   261 0.70 -
78072at50557_7038_0:0021a3|STRG.9020.5:494-1342|+      -            283 68325at50557         -            295   3.1e-07   28.9   0.4   1   1   3.3e-08   1.5e-06   26.7   0.4    79   288    42   257    11   261 0.70 -
78072at50557_7038_0:0021a3|STRG.9020.6:510-1358|+      -            283 68325at50557         -            295   3.1e-07   28.9   0.4   1   1   3.3e-08   1.5e-06   26.7   0.4    79   288    42   257    11   261 0.70 -
40115at50557_1629725_0:001335|STRG.7122.1:1532-2335|+  -            268 68325at50557         -            295   6.1e-07   27.9  14.1   1   5      0.31        14    3.8   0.1   100   115     2    17     1    28 0.87 -
40115at50557_1629725_0:001335|STRG.7122.1:1532-2335|+  -            268 68325at50557         -            295   6.1e-07   27.9  14.1   2   5    0.0056      0.25    9.5   0.1    99   132    41    74    21    82 0.87 -
40115at50557_1629725_0:001335|STRG.7122.1:1532-2335|+  -            268 68325at50557         -            295   6.1e-07   27.9  14.1   3   5     0.059       2.6    6.2   0.6   101   162    83   144    78   166 0.56 -
40115at50557_1629725_0:001335|STRG.7122.1:1532-2335|+  -            268 68325at50557         -            295   6.1e-07   27.9  14.1   4   5       1.3        56    1.8   0.2   100   115   165   180   129   185 0.80 -
40115at50557_1629725_0:001335|STRG.7122.1:1532-2335|+  -            268 68325at50557         -            295   6.1e-07   27.9  14.1   5   5   0.00035     0.016   13.5   0.2    62   121   171   226   164   239 0.78 -
40115at50557_1629725_0:001335|STRG.7122.2:1532-2335|+  -            268 68325at50557         -            295   6.1e-07   27.9  14.1   1   5      0.31        14    3.8   0.1   100   115     2    17     1    28 0.87 -
40115at50557_1629725_0:001335|STRG.7122.2:1532-2335|+  -            268 68325at50557         -            295   6.1e-07   27.9  14.1   2   5    0.0056      0.25    9.5   0.1    99   132    41    74    21    82 0.87 -
40115at50557_1629725_0:001335|STRG.7122.2:1532-2335|+  -            268 68325at50557         -            295   6.1e-07   27.9  14.1   3   5     0.059       2.6    6.2   0.6   101   162    83   144    78   166 0.56 -
40115at50557_1629725_0:001335|STRG.7122.2:1532-2335|+  -            268 68325at50557         -            295   6.1e-07   27.9  14.1   4   5       1.3        56    1.8   0.2   100   115   165   180   129   185 0.80 -
40115at50557_1629725_0:001335|STRG.7122.2:1532-2335|+  -            268 68325at50557         -            295   6.1e-07   27.9  14.1   5   5   0.00035     0.016   13.5   0.2    62   121   171   226   164   239 0.78 -
40115at50557_144034_0:000898|STRG.16274.1:736-1605|+   -            290 68325at50557         -            295   7.5e-07   27.7   3.7   1   3    0.0017     0.075   11.2   0.1    95   150    15    70     4    90 0.76 -
40115at50557_144034_0:000898|STRG.16274.1:736-1605|+   -            290 68325at50557         -            295   7.5e-07   27.7   3.7   2   3     0.061       2.7    6.1   0.1    56   117    99   166    93   185 0.58 -
40115at50557_144034_0:000898|STRG.16274.1:736-1605|+   -            290 68325at50557         -            295   7.5e-07   27.7   3.7   3   3    0.0049      0.22    9.7   0.1   101   157   192   249   172   270 0.82 -
40115at50557_144034_0:000898|STRG.16274.2:769-1638|+   -            290 68325at50557         -            295   7.5e-07   27.7   3.7   1   3    0.0017     0.075   11.2   0.1    95   150    15    70     4    90 0.76 -
40115at50557_144034_0:000898|STRG.16274.2:769-1638|+   -            290 68325at50557         -            295   7.5e-07   27.7   3.7   2   3     0.061       2.7    6.1   0.1    56   117    99   166    93   185 0.58 -
40115at50557_144034_0:000898|STRG.16274.2:769-1638|+   -            290 68325at50557         -            295   7.5e-07   27.7   3.7   3   3    0.0049      0.22    9.7   0.1   101   157   192   249   172   270 0.82 -
57752at50557_38123_0:002253|STRG.8750.1:560-1105|+     -            182 68325at50557         -            295     9e-07   27.4   1.9   1   3   1.5e-06   6.6e-05   21.3   0.5   189   287     3    99     1   103 0.84 -
57752at50557_38123_0:002253|STRG.8750.1:560-1105|+     -            182 68325at50557         -            295     9e-07   27.4   1.9   2   3     0.075       3.3    5.8   0.1   100   116    87   103    84   119 0.84 -
57752at50557_38123_0:002253|STRG.8750.1:560-1105|+     -            182 68325at50557         -            295     9e-07   27.4   1.9   3   3       0.4        18    3.4   0.0   107   132   139   164   130   175 0.82 -
57752at50557_38123_0:002253|STRG.8750.2:560-1105|+     -            182 68325at50557         -            295     9e-07   27.4   1.9   1   3   1.5e-06   6.6e-05   21.3   0.5   189   287     3    99     1   103 0.84 -
57752at50557_38123_0:002253|STRG.8750.2:560-1105|+     -            182 68325at50557         -            295     9e-07   27.4   1.9   2   3     0.075       3.3    5.8   0.1   100   116    87   103    84   119 0.84 -
57752at50557_38123_0:002253|STRG.8750.2:560-1105|+     -            182 68325at50557         -            295     9e-07   27.4   1.9   3   3       0.4        18    3.4   0.0   107   132   139   164   130   175 0.82 -
57752at50557_38123_0:002253|STRG.8750.3:823-1368|+     -            182 68325at50557         -            295     9e-07   27.4   1.9   1   3   1.5e-06   6.6e-05   21.3   0.5   189   287     3    99     1   103 0.84 -
57752at50557_38123_0:002253|STRG.8750.3:823-1368|+     -            182 68325at50557         -            295     9e-07   27.4   1.9   2   3     0.075       3.3    5.8   0.1   100   116    87   103    84   119 0.84 -
57752at50557_38123_0:002253|STRG.8750.3:823-1368|+     -            182 68325at50557         -            295     9e-07   27.4   1.9   3   3       0.4        18    3.4   0.0   107   132   139   164   130   175 0.82 -
57752at50557_38123_0:002253|STRG.8750.4:664-1209|+     -            182 68325at50557         -            295     9e-07   27.4   1.9   1   3   1.5e-06   6.6e-05   21.3   0.5   189   287     3    99     1   103 0.84 -
57752at50557_38123_0:002253|STRG.8750.4:664-1209|+     -            182 68325at50557         -            295     9e-07   27.4   1.9   2   3     0.075       3.3    5.8   0.1   100   116    87   103    84   119 0.84 -
57752at50557_38123_0:002253|STRG.8750.4:664-1209|+     -            182 68325at50557         -            295     9e-07   27.4   1.9   3   3       0.4        18    3.4   0.0   107   132   139   164   130   175 0.82 -
33043at50557_454923_0:001231|STRG.4979.1:3017-4387|+   -            457 68325at50557         -            295   9.2e-07   27.4   7.0   1   7      0.66        29    2.7   0.0   232   252    13    33     5    75 0.62 -
33043at50557_454923_0:001231|STRG.4979.1:3017-4387|+   -            457 68325at50557         -            295   9.2e-07   27.4   7.0   2   7      0.04       1.8    6.7   0.0   189   251   101   157    94   206 0.63 -
33043at50557_454923_0:001231|STRG.4979.1:3017-4387|+   -            457 68325at50557         -            295   9.2e-07   27.4   7.0   3   7      0.13         6    5.0   0.1    69   144   196   277   183   287 0.65 -
33043at50557_454923_0:001231|STRG.4979.1:3017-4387|+   -            457 68325at50557         -            295   9.2e-07   27.4   7.0   4   7       1.8        82    1.3   0.0   237   288   277   327   253   331 0.60 -
33043at50557_454923_0:001231|STRG.4979.1:3017-4387|+   -            457 68325at50557         -            295   9.2e-07   27.4   7.0   5   7      0.25        11    4.1   0.0    94   114   350   370   310   378 0.78 -
33043at50557_454923_0:001231|STRG.4979.1:3017-4387|+   -            457 68325at50557         -            295   9.2e-07   27.4   7.0   6   7     0.018       0.8    7.9   0.6    49   116   340   415   330   424 0.66 -
33043at50557_454923_0:001231|STRG.4979.1:3017-4387|+   -            457 68325at50557         -            295   9.2e-07   27.4   7.0   7   7       7.1   3.2e+02   -0.7   0.0   101   115   442   456   419   457 0.75 -
33043at50557_454923_0:001231|STRG.4979.2:2369-3739|+   -            457 68325at50557         -            295   9.2e-07   27.4   7.0   1   7      0.66        29    2.7   0.0   232   252    13    33     5    75 0.62 -
33043at50557_454923_0:001231|STRG.4979.2:2369-3739|+   -            457 68325at50557         -            295   9.2e-07   27.4   7.0   2   7      0.04       1.8    6.7   0.0   189   251   101   157    94   206 0.63 -
33043at50557_454923_0:001231|STRG.4979.2:2369-3739|+   -            457 68325at50557         -            295   9.2e-07   27.4   7.0   3   7      0.13         6    5.0   0.1    69   144   196   277   183   287 0.65 -
33043at50557_454923_0:001231|STRG.4979.2:2369-3739|+   -            457 68325at50557         -            295   9.2e-07   27.4   7.0   4   7       1.8        82    1.3   0.0   237   288   277   327   253   331 0.60 -
33043at50557_454923_0:001231|STRG.4979.2:2369-3739|+   -            457 68325at50557         -            295   9.2e-07   27.4   7.0   5   7      0.25        11    4.1   0.0    94   114   350   370   310   378 0.78 -
33043at50557_454923_0:001231|STRG.4979.2:2369-3739|+   -            457 68325at50557         -            295   9.2e-07   27.4   7.0   6   7     0.018       0.8    7.9   0.6    49   116   340   415   330   424 0.66 -
33043at50557_454923_0:001231|STRG.4979.2:2369-3739|+   -            457 68325at50557         -            295   9.2e-07   27.4   7.0   7   7       7.1   3.2e+02   -0.7   0.0   101   115   442   456   419   457 0.75 -
13553at50557_34720_0:0020c1|STRG.13322.1:95-1969|+     -            625 68325at50557         -            295   1.5e-06   26.7   0.9   1   3    0.0014     0.063   11.5   0.2   149   254   117   217   112   225 0.81 -
13553at50557_34720_0:0020c1|STRG.13322.1:95-1969|+     -            625 68325at50557         -            295   1.5e-06   26.7   0.9   2   3      0.15       6.5    4.9   0.0   145   251   200   300   187   308 0.70 -
13553at50557_34720_0:0020c1|STRG.13322.1:95-1969|+     -            625 68325at50557         -            295   1.5e-06   26.7   0.9   3   3     0.028       1.2    7.2   0.0   101   163   493   557   490   568 0.71 -
55830at50557_103372_0:000f54|STRG.7727.1:81-1475|+     -            465 68325at50557         -            295   1.9e-06   26.3   3.1   1   4      0.18       8.1    4.6   0.0    78   120   136   176   118   182 0.74 -
55830at50557_103372_0:000f54|STRG.7727.1:81-1475|+     -            465 68325at50557         -            295   1.9e-06   26.3   3.1   2   4       0.7        31    2.6   0.0    76   115   226   263   191   269 0.82 -
55830at50557_103372_0:000f54|STRG.7727.1:81-1475|+     -            465 68325at50557         -            295   1.9e-06   26.3   3.1   3   4     0.028       1.2    7.2   0.0    79   118   271   308   263   314 0.83 -
55830at50557_103372_0:000f54|STRG.7727.1:81-1475|+     -            465 68325at50557         -            295   1.9e-06   26.3   3.1   4   4   0.00011    0.0051   15.1   0.6    62   172   287   416   275   424 0.67 -
90358at50557_34720_0:001602|STRG.9029.1:180-1436|+     -            419 68325at50557         -            295     3e-06   25.7   1.9   1   2   1.9e-05   0.00084   17.7   0.3    55   163   122   235   104   242 0.86 -
90358at50557_34720_0:001602|STRG.9029.1:180-1436|+     -            419 68325at50557         -            295     3e-06   25.7   1.9   2   2     0.049       2.2    6.4   0.0    72   210   325   381   278   417 0.68 -
13553at50557_64793_0:0003df|STRG.13322.2:95-2661|+     -            854 68325at50557         -            295   4.4e-06   25.1   0.7   1   3    0.0022     0.098   10.9   0.2   149   254   117   217   112   225 0.81 -
13553at50557_64793_0:0003df|STRG.13322.2:95-2661|+     -            854 68325at50557         -            295   4.4e-06   25.1   0.7   2   3     0.035       1.5    6.9   0.0   102   251   158   300   157   306 0.73 -
13553at50557_64793_0:0003df|STRG.13322.2:95-2661|+     -            854 68325at50557         -            295   4.4e-06   25.1   0.7   3   3     0.034       1.5    7.0   0.0   100   163   492   557   489   598 0.76 -
69548at50557_103372_0:0010c7|STRG.3696.1:132-1457|+    -            442 68325at50557         -            295   4.9e-06   25.0   3.9   1   3      0.48        21    3.2   0.4    91   149   133   192   124   254 0.68 -
69548at50557_103372_0:0010c7|STRG.3696.1:132-1457|+    -            442 68325at50557         -            295   4.9e-06   25.0   3.9   2   3   0.00011    0.0047   15.2   0.1    80   161   277   353   255   363 0.80 -
69548at50557_103372_0:0010c7|STRG.3696.1:132-1457|+    -            442 68325at50557         -            295   4.9e-06   25.0   3.9   3   3      0.16       7.3    4.7   0.0   102   125   383   406   378   437 0.81 -
13553at50557_34720_0:0020c1|STRG.13322.3:72-2735|+     -            888 68325at50557         -            295   5.3e-06   24.9   0.7   1   3    0.0023       0.1   10.8   0.2   149   254   117   217   112   225 0.81 -
13553at50557_34720_0:0020c1|STRG.13322.3:72-2735|+     -            888 68325at50557         -            295   5.3e-06   24.9   0.7   2   3     0.037       1.7    6.8   0.0   102   251   158   300   157   305 0.73 -
13553at50557_34720_0:0020c1|STRG.13322.3:72-2735|+     -            888 68325at50557         -            295   5.3e-06   24.9   0.7   3   3     0.035       1.6    6.9   0.0   100   163   492   557   489   598 0.76 -
74508at50557_7394_0:0023c7|STRG.9382.1:243-1118|+      -            292 68325at50557         -            295   6.2e-06   24.6   0.3   1   3    0.0011      0.05   11.8   0.0    71   117    70   122    11   131 0.68 -
74508at50557_7394_0:0023c7|STRG.9382.1:243-1118|+      -            292 68325at50557         -            295   6.2e-06   24.6   0.3   2   3       3.6   1.6e+02    0.3   0.0    96   117   141   161   133   168 0.66 -
74508at50557_7394_0:0023c7|STRG.9382.1:243-1118|+      -            292 68325at50557         -            295   6.2e-06   24.6   0.3   3   3     0.023         1    7.5   0.0    86   120   228   263   206   289 0.78 -
40115at50557_7370_0:002473|STRG.5214.2:613-1482|+      -            290 68325at50557         -            295   6.5e-06   24.6   1.3   1   3      0.01      0.45    8.7   0.1    98   117   101   120    16   130 0.70 -
40115at50557_7370_0:002473|STRG.5214.2:613-1482|+      -            290 68325at50557         -            295   6.5e-06   24.6   1.3   2   3   0.00087     0.039   12.2   0.1    53   158    91   203    88   218 0.69 -
40115at50557_7370_0:002473|STRG.5214.2:613-1482|+      -            290 68325at50557         -            295   6.5e-06   24.6   1.3   3   3     0.017      0.77    7.9   0.1    92   145   225   277   205   289 0.75 -
40115at50557_7370_0:002473|STRG.5214.3:431-1300|+      -            290 68325at50557         -            295   6.5e-06   24.6   1.3   1   3      0.01      0.45    8.7   0.1    98   117   101   120    16   130 0.70 -
40115at50557_7370_0:002473|STRG.5214.3:431-1300|+      -            290 68325at50557         -            295   6.5e-06   24.6   1.3   2   3   0.00087     0.039   12.2   0.1    53   158    91   203    88   218 0.69 -
40115at50557_7370_0:002473|STRG.5214.3:431-1300|+      -            290 68325at50557         -            295   6.5e-06   24.6   1.3   3   3     0.017      0.77    7.9   0.1    92   145   225   277   205   289 0.75 -
40115at50557_7370_0:002473|STRG.5214.4:227-1096|+      -            290 68325at50557         -            295   6.5e-06   24.6   1.3   1   3      0.01      0.45    8.7   0.1    98   117   101   120    16   130 0.70 -
40115at50557_7370_0:002473|STRG.5214.4:227-1096|+      -            290 68325at50557         -            295   6.5e-06   24.6   1.3   2   3   0.00087     0.039   12.2   0.1    53   158    91   203    88   218 0.69 -
40115at50557_7370_0:002473|STRG.5214.4:227-1096|+      -            290 68325at50557         -            295   6.5e-06   24.6   1.3   3   3     0.017      0.77    7.9   0.1    92   145   225   277   205   289 0.75 -
49370at50557_456900_0:00265d|STRG.16305.1:416-1981|+   -            522 68325at50557         -            295   6.7e-06   24.5   2.0   1   2      0.78        35    2.5   0.1   100   124   294   318   212   322 0.77 -
49370at50557_456900_0:00265d|STRG.16305.1:416-1981|+   -            522 68325at50557         -            295   6.7e-06   24.5   2.0   2   2   5.7e-06   0.00026   19.3   0.2    59   182   332   462   324   490 0.72 -
49370at50557_456900_0:00265d|STRG.16305.2:214-1782|+   -            523 68325at50557         -            295   6.7e-06   24.5   2.0   1   2      0.78        35    2.5   0.1   100   124   294   318   212   322 0.77 -
49370at50557_456900_0:00265d|STRG.16305.2:214-1782|+   -            523 68325at50557         -            295   6.7e-06   24.5   2.0   2   2   4.5e-06    0.0002   19.7   0.2    59   200   332   478   324   520 0.74 -
69548at50557_609295_0:0005e7|STRG.5753.1:321-1145|+    -            275 68325at50557         -            295   8.1e-06   24.3   0.1   1   4       0.3        14    3.8   0.0    18    69     7    54     1    63 0.54 -
69548at50557_609295_0:0005e7|STRG.5753.1:321-1145|+    -            275 68325at50557         -            295   8.1e-06   24.3   0.1   2   4    0.0017     0.074   11.3   0.0   102   128    65    91    59   106 0.80 -
69548at50557_609295_0:0005e7|STRG.5753.1:321-1145|+    -            275 68325at50557         -            295   8.1e-06   24.3   0.1   3   4      0.22       9.8    4.3   0.0   102   118   131   147   117   167 0.82 -
69548at50557_609295_0:0005e7|STRG.5753.1:321-1145|+    -            275 68325at50557         -            295   8.1e-06   24.3   0.1   4   4       6.5   2.9e+02   -0.5   0.0    99   125   228   254   183   269 0.68 -
80377at50557_77166_0:002f29|STRG.13804.1:1091-2005|+   -            305 68325at50557         -            295   8.9e-06   24.1   3.0   1   3     0.098       4.4    5.4   0.0   215   255    17    56    11   100 0.63 -
80377at50557_77166_0:002f29|STRG.13804.1:1091-2005|+   -            305 68325at50557         -            295   8.9e-06   24.1   3.0   2   3   0.00026     0.012   13.9   0.2   100   204   122   222   107   231 0.70 -
80377at50557_77166_0:002f29|STRG.13804.1:1091-2005|+   -            305 68325at50557         -            295   8.9e-06   24.1   3.0   3   3       1.9        87    1.2   0.0   101   115   252   266   241   278 0.85 -
80377at50557_38123_0:002ff9|STRG.2371.2:329-1870|+     -            514 68325at50557         -            295   9.6e-06   24.0   2.2   1   3    0.0042      0.19    9.9   0.0   108   160    11    62     3    84 0.73 -
80377at50557_38123_0:002ff9|STRG.2371.2:329-1870|+     -            514 68325at50557         -            295   9.6e-06   24.0   2.2   2   3     0.053       2.4    6.3   0.4   186   258   128   194    98   212 0.62 -
80377at50557_38123_0:002ff9|STRG.2371.2:329-1870|+     -            514 68325at50557         -            295   9.6e-06   24.0   2.2   3   3       2.1        93    1.1   0.0    57   116   412   478   381   508 0.67 -
80377at50557_38123_0:002ff9|STRG.2371.3:180-1721|+     -            514 68325at50557         -            295   9.6e-06   24.0   2.2   1   3    0.0042      0.19    9.9   0.0   108   160    11    62     3    84 0.73 -
80377at50557_38123_0:002ff9|STRG.2371.3:180-1721|+     -            514 68325at50557         -            295   9.6e-06   24.0   2.2   2   3     0.053       2.4    6.3   0.4   186   258   128   194    98   212 0.62 -
80377at50557_38123_0:002ff9|STRG.2371.3:180-1721|+     -            514 68325at50557         -            295   9.6e-06   24.0   2.2   3   3       2.1        93    1.1   0.0    57   116   412   478   381   508 0.67 -
80377at50557_38123_0:002ff9|STRG.2371.4:183-1724|+     -            514 68325at50557         -            295   9.6e-06   24.0   2.2   1   3    0.0042      0.19    9.9   0.0   108   160    11    62     3    84 0.73 -
80377at50557_38123_0:002ff9|STRG.2371.4:183-1724|+     -            514 68325at50557         -            295   9.6e-06   24.0   2.2   2   3     0.053       2.4    6.3   0.4   186   258   128   194    98   212 0.62 -
80377at50557_38123_0:002ff9|STRG.2371.4:183-1724|+     -            514 68325at50557         -            295   9.6e-06   24.0   2.2   3   3       2.1        93    1.1   0.0    57   116   412   478   381   508 0.67 -
40115at50557_103372_0:0021d6|STRG.3129.1:4049-5035|+   -            329 68325at50557         -            295   1.2e-05   23.7   0.8   1   5      0.15       6.6    4.9   0.0   101   115    38    52     5    60 0.86 -
40115at50557_103372_0:0021d6|STRG.3129.1:4049-5035|+   -            329 68325at50557         -            295   1.2e-05   23.7   0.8   2   5       2.9   1.3e+02    0.6   0.0   107   123    85   101    66   120 0.80 -
40115at50557_103372_0:0021d6|STRG.3129.1:4049-5035|+   -            329 68325at50557         -            295   1.2e-05   23.7   0.8   3   5       6.2   2.8e+02   -0.5   0.0   100   117   143   159   132   187 0.81 -
40115at50557_103372_0:0021d6|STRG.3129.1:4049-5035|+   -            329 68325at50557         -            295   1.2e-05   23.7   0.8   4   5       1.4        61    1.7   0.1   100   119   225   244   210   283 0.65 -
40115at50557_103372_0:0021d6|STRG.3129.1:4049-5035|+   -            329 68325at50557         -            295   1.2e-05   23.7   0.8   5   5    0.0034      0.15   10.2   0.1    76   115   293   328   245   329 0.81 -
40115at50557_103372_0:0021d6|STRG.3129.2:4797-5783|+   -            329 68325at50557         -            295   1.2e-05   23.7   0.8   1   5      0.15       6.6    4.9   0.0   101   115    38    52     5    60 0.86 -
40115at50557_103372_0:0021d6|STRG.3129.2:4797-5783|+   -            329 68325at50557         -            295   1.2e-05   23.7   0.8   2   5       2.9   1.3e+02    0.6   0.0   107   123    85   101    66   120 0.80 -
40115at50557_103372_0:0021d6|STRG.3129.2:4797-5783|+   -            329 68325at50557         -            295   1.2e-05   23.7   0.8   3   5       6.2   2.8e+02   -0.5   0.0   100   117   143   159   132   187 0.81 -
40115at50557_103372_0:0021d6|STRG.3129.2:4797-5783|+   -            329 68325at50557         -            295   1.2e-05   23.7   0.8   4   5       1.4        61    1.7   0.1   100   119   225   244   210   283 0.65 -
40115at50557_103372_0:0021d6|STRG.3129.2:4797-5783|+   -            329 68325at50557         -            295   1.2e-05   23.7   0.8   5   5    0.0034      0.15   10.2   0.1    76   115   293   328   245   329 0.81 -
80377at50557_38123_0:002ff9|STRG.2371.1:358-1752|+     -            465 68325at50557         -            295   1.4e-05   23.5   1.9   1   4    0.0036      0.16   10.1   0.0   108   160    11    62     3    84 0.73 -
80377at50557_38123_0:002ff9|STRG.2371.1:358-1752|+     -            465 68325at50557         -            295   1.4e-05   23.5   1.9   2   4       0.1       4.6    5.4   0.5   101   158    88   144    73   154 0.55 -
80377at50557_38123_0:002ff9|STRG.2371.1:358-1752|+     -            465 68325at50557         -            295   1.4e-05   23.5   1.9   3   4      0.13         6    5.0   0.0   197   259   139   195   128   212 0.69 -
80377at50557_38123_0:002ff9|STRG.2371.1:358-1752|+     -            465 68325at50557         -            295   1.4e-05   23.5   1.9   4   4       7.4   3.3e+02   -0.7   0.0    57    82   412   437   381   447 0.83 -
80377at50557_30019_0:0008bb|STRG.10204.1:1108-1968|+   -            287 68325at50557         -            295   1.5e-05   23.4  10.5   1   4       1.2        53    1.9   0.0    99   114    27    42    11    49 0.79 -
80377at50557_30019_0:0008bb|STRG.10204.1:1108-1968|+   -            287 68325at50557         -            295   1.5e-05   23.4  10.5   2   4    0.0034      0.15   10.2   2.1    60   181    72   187    61   206 0.67 -
80377at50557_30019_0:0008bb|STRG.10204.1:1108-1968|+   -            287 68325at50557         -            295   1.5e-05   23.4  10.5   3   4      0.38        17    3.5   0.1   101   115   229   243   216   249 0.89 -
80377at50557_30019_0:0008bb|STRG.10204.1:1108-1968|+   -            287 68325at50557         -            295   1.5e-05   23.4  10.5   4   4     0.034       1.5    6.9   0.0   100   115   271   286   254   287 0.82 -
80377at50557_30019_0:0008bb|STRG.10204.2:1031-1891|+   -            287 68325at50557         -            295   1.5e-05   23.4  10.5   1   4       1.2        53    1.9   0.0    99   114    27    42    11    49 0.79 -
80377at50557_30019_0:0008bb|STRG.10204.2:1031-1891|+   -            287 68325at50557         -            295   1.5e-05   23.4  10.5   2   4    0.0034      0.15   10.2   2.1    60   181    72   187    61   206 0.67 -
80377at50557_30019_0:0008bb|STRG.10204.2:1031-1891|+   -            287 68325at50557         -            295   1.5e-05   23.4  10.5   3   4      0.38        17    3.5   0.1   101   115   229   243   216   249 0.89 -
80377at50557_30019_0:0008bb|STRG.10204.2:1031-1891|+   -            287 68325at50557         -            295   1.5e-05   23.4  10.5   4   4     0.034       1.5    6.9   0.0   100   115   271   286   254   287 0.82 -
80377at50557_30019_0:0008bb|STRG.10204.3:1031-1891|+   -            287 68325at50557         -            295   1.5e-05   23.4  10.5   1   4       1.2        53    1.9   0.0    99   114    27    42    11    49 0.79 -
80377at50557_30019_0:0008bb|STRG.10204.3:1031-1891|+   -            287 68325at50557         -            295   1.5e-05   23.4  10.5   2   4    0.0034      0.15   10.2   2.1    60   181    72   187    61   206 0.67 -
80377at50557_30019_0:0008bb|STRG.10204.3:1031-1891|+   -            287 68325at50557         -            295   1.5e-05   23.4  10.5   3   4      0.38        17    3.5   0.1   101   115   229   243   216   249 0.89 -
80377at50557_30019_0:0008bb|STRG.10204.3:1031-1891|+   -            287 68325at50557         -            295   1.5e-05   23.4  10.5   4   4     0.034       1.5    6.9   0.0   100   115   271   286   254   287 0.82 -
40115at50557_103372_0:0021d6|STRG.7491.2:2-1190|+      -            374 68325at50557         -            295   1.6e-05   23.3   3.4   1   5      0.94        42    2.2   0.0    99   117    44    62    18    90 0.76 -
40115at50557_103372_0:0021d6|STRG.7491.2:2-1190|+      -            374 68325at50557         -            295   1.6e-05   23.3   3.4   2   5      0.87        39    2.3   0.4   101   120   118   137   111   156 0.83 -
40115at50557_103372_0:0021d6|STRG.7491.2:2-1190|+      -            374 68325at50557         -            295   1.6e-05   23.3   3.4   3   5       7.7   3.4e+02   -0.8   0.1    87   114   148   172   140   176 0.70 -
40115at50557_103372_0:0021d6|STRG.7491.2:2-1190|+      -            374 68325at50557         -            295   1.6e-05   23.3   3.4   4   5     0.026       1.2    7.3   0.0    96   145   228   277   221   289 0.77 -
40115at50557_103372_0:0021d6|STRG.7491.2:2-1190|+      -            374 68325at50557         -            295   1.6e-05   23.3   3.4   5   5    0.0076      0.34    9.1   0.0   101   164   276   338   257   354 0.77 -
43121at50557_103372_0:001d6c|STRG.14418.1:108-1705|+   -            510 68325at50557         -            295   2.2e-05   22.8   1.8   1   3   0.00016    0.0071   14.6   0.2   101   211   229   345   223   359 0.74 -
43121at50557_103372_0:001d6c|STRG.14418.1:108-1705|+   -            510 68325at50557         -            295   2.2e-05   22.8   1.8   2   3     0.058       2.6    6.2   0.1    79   117   344   380   324   388 0.73 -
