#                                                                                                              --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                          accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                  ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
31374at50557_103372_0:0017b9|STRG.16521.1:92-2047|+    -            652 31374at50557         -            569  4.5e-290  962.0  17.0   1   1  3.9e-290  1.1e-288  957.5  17.0     1   569     4   647     4   647 0.94 -
40115at50557_123851_0:00295a|STRG.10321.10:1035-2003|+ -            323 31374at50557         -            569     3e-22   77.8   5.1   2   5     8e-05    0.0022   15.5   0.0   501   541    63   103    53   118 0.70 -
40115at50557_123851_0:00295a|STRG.10321.10:1035-2003|+ -            323 31374at50557         -            569     3e-22   77.8   5.1   3   5       4.4   1.2e+02   -0.1   0.0   501   534   110   148    95   155 0.66 -
40115at50557_123851_0:00295a|STRG.10321.10:1035-2003|+ -            323 31374at50557         -            569     3e-22   77.8   5.1   4   5   1.1e-05    0.0003   18.3   0.2   341   384   154   196   133   208 0.84 -
40115at50557_123851_0:00295a|STRG.10321.10:1035-2003|+ -            323 31374at50557         -            569     3e-22   77.8   5.1   5   5   2.3e-11   6.3e-10   37.1   0.2   349   458   210   323   202   323 0.89 -
40115at50557_123851_0:00295a|STRG.10321.2:3422-4390|+  -            323 31374at50557         -            569     3e-22   77.8   5.1   1   5      0.39        11    3.3   0.0   434   459    14    39     6    53 0.68 -
40115at50557_123851_0:00295a|STRG.10321.2:3422-4390|+  -            323 31374at50557         -            569     3e-22   77.8   5.1   2   5     8e-05    0.0022   15.5   0.0   501   541    63   103    53   118 0.70 -
40115at50557_123851_0:00295a|STRG.10321.2:3422-4390|+  -            323 31374at50557         -            569     3e-22   77.8   5.1   3   5       4.4   1.2e+02   -0.1   0.0   501   534   110   148    95   155 0.66 -
40115at50557_123851_0:00295a|STRG.10321.2:3422-4390|+  -            323 31374at50557         -            569     3e-22   77.8   5.1   4   5   1.1e-05    0.0003   18.3   0.2   341   384   154   196   133   208 0.84 -
40115at50557_123851_0:00295a|STRG.10321.2:3422-4390|+  -            323 31374at50557         -            569     3e-22   77.8   5.1   5   5   2.3e-11   6.3e-10   37.1   0.2   349   458   210   323   202   323 0.89 -
40115at50557_123851_0:00295a|STRG.10321.4:1961-2929|+  -            323 31374at50557         -            569     3e-22   77.8   5.1   1   5      0.39        11    3.3   0.0   434   459    14    39     6    53 0.68 -
40115at50557_123851_0:00295a|STRG.10321.4:1961-2929|+  -            323 31374at50557         -            569     3e-22   77.8   5.1   2   5     8e-05    0.0022   15.5   0.0   501   541    63   103    53   118 0.70 -
40115at50557_123851_0:00295a|STRG.10321.4:1961-2929|+  -            323 31374at50557         -            569     3e-22   77.8   5.1   3   5       4.4   1.2e+02   -0.1   0.0   501   534   110   148    95   155 0.66 -
40115at50557_123851_0:00295a|STRG.10321.4:1961-2929|+  -            323 31374at50557         -            569     3e-22   77.8   5.1   4   5   1.1e-05    0.0003   18.3   0.2   341   384   154   196   133   208 0.84 -
40115at50557_123851_0:00295a|STRG.10321.4:1961-2929|+  -            323 31374at50557         -            569     3e-22   77.8   5.1   5   5   2.3e-11   6.3e-10   37.1   0.2   349   458   210   323   202   323 0.89 -
40115at50557_123851_0:00295a|STRG.10321.5:1999-2967|+  -            323 31374at50557         -            569     3e-22   77.8   5.1   1   5      0.39        11    3.3   0.0   434   459    14    39     6    53 0.68 -
40115at50557_123851_0:00295a|STRG.10321.5:1999-2967|+  -            323 31374at50557         -            569     3e-22   77.8   5.1   2   5     8e-05    0.0022   15.5   0.0   501   541    63   103    53   118 0.70 -
40115at50557_123851_0:00295a|STRG.10321.5:1999-2967|+  -            323 31374at50557         -            569     3e-22   77.8   5.1   3   5       4.4   1.2e+02   -0.1   0.0   501   534   110   148    95   155 0.66 -
40115at50557_123851_0:00295a|STRG.10321.5:1999-2967|+  -            323 31374at50557         -            569     3e-22   77.8   5.1   4   5   1.1e-05    0.0003   18.3   0.2   341   384   154   196   133   208 0.84 -
40115at50557_123851_0:00295a|STRG.10321.5:1999-2967|+  -            323 31374at50557         -            569     3e-22   77.8   5.1   5   5   2.3e-11   6.3e-10   37.1   0.2   349   458   210   323   202   323 0.89 -
40115at50557_123851_0:00295a|STRG.10321.6:864-1832|+   -            323 31374at50557         -            569     3e-22   77.8   5.1   1   5      0.39        11    3.3   0.0   434   459    14    39     6    53 0.68 -
40115at50557_123851_0:00295a|STRG.10321.6:864-1832|+   -            323 31374at50557         -            569     3e-22   77.8   5.1   2   5     8e-05    0.0022   15.5   0.0   501   541    63   103    53   118 0.70 -
40115at50557_123851_0:00295a|STRG.10321.6:864-1832|+   -            323 31374at50557         -            569     3e-22   77.8   5.1   3   5       4.4   1.2e+02   -0.1   0.0   501   534   110   148    95   155 0.66 -
40115at50557_123851_0:00295a|STRG.10321.6:864-1832|+   -            323 31374at50557         -            569     3e-22   77.8   5.1   4   5   1.1e-05    0.0003   18.3   0.2   341   384   154   196   133   208 0.84 -
40115at50557_123851_0:00295a|STRG.10321.6:864-1832|+   -            323 31374at50557         -            569     3e-22   77.8   5.1   5   5   2.3e-11   6.3e-10   37.1   0.2   349   458   210   323   202   323 0.89 -
40115at50557_123851_0:00295a|STRG.10321.7:1482-2450|+  -            323 31374at50557         -            569     3e-22   77.8   5.1   1   5      0.39        11    3.3   0.0   434   459    14    39     6    53 0.68 -
40115at50557_123851_0:00295a|STRG.10321.7:1482-2450|+  -            323 31374at50557         -            569     3e-22   77.8   5.1   2   5     8e-05    0.0022   15.5   0.0   501   541    63   103    53   118 0.70 -
40115at50557_123851_0:00295a|STRG.10321.7:1482-2450|+  -            323 31374at50557         -            569     3e-22   77.8   5.1   3   5       4.4   1.2e+02   -0.1   0.0   501   534   110   148    95   155 0.66 -
40115at50557_123851_0:00295a|STRG.10321.7:1482-2450|+  -            323 31374at50557         -            569     3e-22   77.8   5.1   4   5   1.1e-05    0.0003   18.3   0.2   341   384   154   196   133   208 0.84 -
40115at50557_123851_0:00295a|STRG.10321.7:1482-2450|+  -            323 31374at50557         -            569     3e-22   77.8   5.1   5   5   2.3e-11   6.3e-10   37.1   0.2   349   458   210   323   202   323 0.89 -
40115at50557_123851_0:00295a|STRG.10321.8:102-1070|+   -            323 31374at50557         -            569     3e-22   77.8   5.1   1   5      0.39        11    3.3   0.0   434   459    14    39     6    53 0.68 -
40115at50557_123851_0:00295a|STRG.10321.8:102-1070|+   -            323 31374at50557         -            569     3e-22   77.8   5.1   2   5     8e-05    0.0022   15.5   0.0   501   541    63   103    53   118 0.70 -
40115at50557_123851_0:00295a|STRG.10321.8:102-1070|+   -            323 31374at50557         -            569     3e-22   77.8   5.1   3   5       4.4   1.2e+02   -0.1   0.0   501   534   110   148    95   155 0.66 -
40115at50557_123851_0:00295a|STRG.10321.8:102-1070|+   -            323 31374at50557         -            569     3e-22   77.8   5.1   4   5   1.1e-05    0.0003   18.3   0.2   341   384   154   196   133   208 0.84 -
40115at50557_123851_0:00295a|STRG.10321.8:102-1070|+   -            323 31374at50557         -            569     3e-22   77.8   5.1   5   5   2.3e-11   6.3e-10   37.1   0.2   349   458   210   323   202   323 0.89 -
40115at50557_123851_0:00295a|STRG.10321.9:1042-2010|+  -            323 31374at50557         -            569     3e-22   77.8   5.1   1   5      0.39        11    3.3   0.0   434   459    14    39     6    53 0.68 -
40115at50557_123851_0:00295a|STRG.10321.9:1042-2010|+  -            323 31374at50557         -            569     3e-22   77.8   5.1   2   5     8e-05    0.0022   15.5   0.0   501   541    63   103    53   118 0.70 -
40115at50557_123851_0:00295a|STRG.10321.9:1042-2010|+  -            323 31374at50557         -            569     3e-22   77.8   5.1   3   5       4.4   1.2e+02   -0.1   0.0   501   534   110   148    95   155 0.66 -
40115at50557_123851_0:00295a|STRG.10321.9:1042-2010|+  -            323 31374at50557         -            569     3e-22   77.8   5.1   4   5   1.1e-05    0.0003   18.3   0.2   341   384   154   196   133   208 0.84 -
40115at50557_123851_0:00295a|STRG.10321.9:1042-2010|+  -            323 31374at50557         -            569     3e-22   77.8   5.1   5   5   2.3e-11   6.3e-10   37.1   0.2   349   458   210   323   202   323 0.89 -
12735at50557_34720_0:000d5c|STRG.5505.1:204-3125|+     -            974 31374at50557         -            569     1e-21   76.1   4.8   1   3   1.2e-05   0.00034   18.2   0.0   388   417   556   585   546   595 0.93 -
12735at50557_34720_0:000d5c|STRG.5505.1:204-3125|+     -            974 31374at50557         -            569     1e-21   76.1   4.8   2   3   9.9e-12   2.7e-10   38.3   1.4   343   452   648   758   643   785 0.55 -
12735at50557_34720_0:000d5c|STRG.5505.1:204-3125|+     -            974 31374at50557         -            569     1e-21   76.1   4.8   3   3   9.2e-06   0.00025   18.6   0.0   361   421   801   863   790   898 0.87 -
12735at50557_34720_0:000d5c|STRG.5505.3:204-3089|+     -            962 31374at50557         -            569     1e-21   76.0   4.8   1   3   1.2e-05   0.00033   18.2   0.0   388   417   544   573   534   583 0.93 -
12735at50557_34720_0:000d5c|STRG.5505.3:204-3089|+     -            962 31374at50557         -            569     1e-21   76.0   4.8   2   3   9.7e-12   2.7e-10   38.3   1.4   343   452   636   746   631   773 0.55 -
12735at50557_34720_0:000d5c|STRG.5505.3:204-3089|+     -            962 31374at50557         -            569     1e-21   76.0   4.8   3   3     9e-06   0.00025   18.6   0.0   361   421   789   851   778   886 0.87 -
80377at50557_166361_0:002fc1|STRG.1990.1:437-1150|+    -            238 31374at50557         -            569   1.1e-21   76.0   1.0   1   3     0.011      0.31    8.4   0.0   503   535     4    36     1    46 0.87 -
80377at50557_166361_0:002fc1|STRG.1990.1:437-1150|+    -            238 31374at50557         -            569   1.1e-21   76.0   1.0   2   3   1.1e-05    0.0003   18.3   0.0   423   465    57    99    50   109 0.67 -
80377at50557_166361_0:002fc1|STRG.1990.1:437-1150|+    -            238 31374at50557         -            569   1.1e-21   76.0   1.0   3   3   8.7e-14   2.4e-12   45.1   0.8   348   464   110   231   100   238 0.88 -
12735at50557_34720_0:000d5c|STRG.5505.2:204-3212|+     -           1003 31374at50557         -            569   1.1e-21   75.9   4.8   1   3   1.3e-05   0.00035   18.1   0.0   388   417   585   614   575   624 0.93 -
12735at50557_34720_0:000d5c|STRG.5505.2:204-3212|+     -           1003 31374at50557         -            569   1.1e-21   75.9   4.8   2   3     1e-11   2.8e-10   38.3   1.4   343   452   677   787   672   814 0.55 -
12735at50557_34720_0:000d5c|STRG.5505.2:204-3212|+     -           1003 31374at50557         -            569   1.1e-21   75.9   4.8   3   3   9.5e-06   0.00026   18.6   0.0   361   421   830   892   819   927 0.87 -
80377at50557_38123_0:002ff9|STRG.2371.1:358-1752|+     -            465 31374at50557         -            569   1.2e-21   75.9   1.9   1   3   1.4e-06   3.9e-05   21.3   0.1   372   462    14   104     5   108 0.74 -
80377at50557_38123_0:002ff9|STRG.2371.1:358-1752|+     -            465 31374at50557         -            569   1.2e-21   75.9   1.9   2   3   4.5e-12   1.2e-10   39.4   0.1   340   417   108   185   104   194 0.95 -
80377at50557_38123_0:002ff9|STRG.2371.1:358-1752|+     -            465 31374at50557         -            569   1.2e-21   75.9   1.9   3   3   0.00079     0.022   12.2   0.0   386   476   364   451   334   457 0.74 -
40115at50557_110193_0:00292f|STRG.16711.1:1332-2066|+  -            245 31374at50557         -            569   6.9e-21   73.3   6.9   1   2   1.3e-08   3.7e-07   28.0   0.3   445   531    12   108     1   108 0.80 -
40115at50557_110193_0:00292f|STRG.16711.1:1332-2066|+  -            245 31374at50557         -            569   6.9e-21   73.3   6.9   2   2   7.1e-17   1.9e-15   55.3   1.7   386   531    78   244    72   245 0.79 -
40115at50557_110193_0:00292f|STRG.16711.3:1004-1738|+  -            245 31374at50557         -            569   6.9e-21   73.3   6.9   1   2   1.3e-08   3.7e-07   28.0   0.3   445   531    12   108     1   108 0.80 -
40115at50557_110193_0:00292f|STRG.16711.3:1004-1738|+  -            245 31374at50557         -            569   6.9e-21   73.3   6.9   2   2   7.1e-17   1.9e-15   55.3   1.7   386   531    78   244    72   245 0.79 -
80377at50557_30019_0:0008bb|STRG.9983.1:229-996|+      -            256 31374at50557         -            569   3.5e-20   71.0   3.1   1   2   3.4e-21   9.3e-20   69.6   0.8   347   533     6   201     2   208 0.90 -
80377at50557_30019_0:0008bb|STRG.9983.1:229-996|+      -            256 31374at50557         -            569   3.5e-20   71.0   3.1   2   2       1.3        35    1.6   0.0   519   537   231   249   202   256 0.53 -
80377at50557_30019_0:0008bb|STRG.9983.2:216-983|+      -            256 31374at50557         -            569   3.5e-20   71.0   3.1   1   2   3.4e-21   9.3e-20   69.6   0.8   347   533     6   201     2   208 0.90 -
80377at50557_30019_0:0008bb|STRG.9983.2:216-983|+      -            256 31374at50557         -            569   3.5e-20   71.0   3.1   2   2       1.3        35    1.6   0.0   519   537   231   249   202   256 0.53 -
80377at50557_30019_0:0008bb|STRG.9983.3:140-907|+      -            256 31374at50557         -            569   3.5e-20   71.0   3.1   1   2   3.4e-21   9.3e-20   69.6   0.8   347   533     6   201     2   208 0.90 -
80377at50557_30019_0:0008bb|STRG.9983.3:140-907|+      -            256 31374at50557         -            569   3.5e-20   71.0   3.1   2   2       1.3        35    1.6   0.0   519   537   231   249   202   256 0.53 -
80377at50557_30019_0:0008bb|STRG.9983.4:175-942|+      -            256 31374at50557         -            569   3.5e-20   71.0   3.1   1   2   3.4e-21   9.3e-20   69.6   0.8   347   533     6   201     2   208 0.90 -
80377at50557_30019_0:0008bb|STRG.9983.4:175-942|+      -            256 31374at50557         -            569   3.5e-20   71.0   3.1   2   2       1.3        35    1.6   0.0   519   537   231   249   202   256 0.53 -
80377at50557_30019_0:0008bb|STRG.9983.5:175-942|+      -            256 31374at50557         -            569   3.5e-20   71.0   3.1   1   2   3.4e-21   9.3e-20   69.6   0.8   347   533     6   201     2   208 0.90 -
80377at50557_30019_0:0008bb|STRG.9983.5:175-942|+      -            256 31374at50557         -            569   3.5e-20   71.0   3.1   2   2       1.3        35    1.6   0.0   519   537   231   249   202   256 0.53 -
76755at50557_64793_0:0021c2|STRG.13528.2:53-733|+      -            227 31374at50557         -            569   4.1e-20   70.7   1.4   1   2   3.5e-07   9.5e-06   23.3   0.0   401   469     3    72     1   108 0.85 -
76755at50557_64793_0:0021c2|STRG.13528.2:53-733|+      -            227 31374at50557         -            569   4.1e-20   70.7   1.4   2   2   3.1e-14   8.4e-13   46.6   0.4   341   440   120   220   114   224 0.90 -
77772at50557_103372_0:001ea3|STRG.10089.1:0-944|+      -            315 31374at50557         -            569   7.6e-20   69.9   0.2   1   3   8.3e-05    0.0023   15.4   0.0   422   473    12    63     7    70 0.90 -
77772at50557_103372_0:001ea3|STRG.10089.1:0-944|+      -            315 31374at50557         -            569   7.6e-20   69.9   0.2   2   3   1.7e-06   4.6e-05   21.0   0.0   367   459    85   175    65   187 0.61 -
77772at50557_103372_0:001ea3|STRG.10089.1:0-944|+      -            315 31374at50557         -            569   7.6e-20   69.9   0.2   3   3   3.7e-09     1e-07   29.8   0.0   395   484   200   296   186   307 0.84 -
80377at50557_568069_0:004eea|STRG.1214.1:96-950|+      -            285 31374at50557         -            569     1e-19   69.4   0.5   1   2   3.5e-10   9.6e-09   33.2   0.2   386   463     5    85     3   103 0.89 -
80377at50557_568069_0:004eea|STRG.1214.1:96-950|+      -            285 31374at50557         -            569     1e-19   69.4   0.5   2   2   1.3e-10   3.5e-09   34.6   0.0   352   466   140   254   108   267 0.85 -
13553at50557_34720_0:0020c1|STRG.13322.1:95-1969|+     -            625 31374at50557         -            569   1.4e-19   68.9   0.0   1   4    0.0015     0.042   11.3   0.0   385   541    95   264    93   269 0.76 -
13553at50557_34720_0:0020c1|STRG.13322.1:95-1969|+     -            625 31374at50557         -            569   1.4e-19   68.9   0.0   2   4   1.6e-05   0.00043   17.8   0.0   344   419   267   347   258   355 0.80 -
13553at50557_34720_0:0020c1|STRG.13322.1:95-1969|+     -            625 31374at50557         -            569   1.4e-19   68.9   0.0   3   4     0.016      0.43    7.9   0.0   503   540   477   515   459   526 0.83 -
13553at50557_34720_0:0020c1|STRG.13322.1:95-1969|+     -            625 31374at50557         -            569   1.4e-19   68.9   0.0   4   4   2.8e-08   7.7e-07   26.9   0.0   320   400   539   617   530   624 0.70 -
33043at50557_1507135_0:0016cf|STRG.2371.1:1758-2336|+  -            193 31374at50557         -            569   1.5e-19   68.9   1.5   1   2      0.17       4.8    4.5   0.0   280   308    40    68    18    71 0.88 -
33043at50557_1507135_0:0016cf|STRG.2371.1:1758-2336|+  -            193 31374at50557         -            569   1.5e-19   68.9   1.5   2   2   1.8e-19   4.9e-18   63.9   0.7   342   460    72   190    65   193 0.96 -
56099at50557_56086_0:002294|STRG.10950.1:102-1414|+    -            411 31374at50557         -            569   1.7e-19   68.7   0.8   1   2   4.7e-07   1.3e-05   22.9   0.1   343   462    61   198    55   212 0.75 -
56099at50557_56086_0:002294|STRG.10950.1:102-1414|+    -            411 31374at50557         -            569   1.7e-19   68.7   0.8   2   2   5.7e-13   1.6e-11   42.4   0.1   352   471   213   335   210   346 0.88 -
22030at50557_411798_0:00363d|STRG.9805.1:587-2773|+    -            690 31374at50557         -            569     5e-19   67.1   5.9   1   2   8.5e-10   2.3e-08   31.9   1.3   430   543    29   155    23   167 0.58 -
22030at50557_411798_0:00363d|STRG.9805.1:587-2773|+    -            690 31374at50557         -            569     5e-19   67.1   5.9   2   2   2.4e-09   6.4e-08   30.5   0.1   340   415   202   277   197   326 0.78 -
13553at50557_34720_0:0020c1|STRG.13322.3:72-2735|+     -            888 31374at50557         -            569   5.9e-19   66.9   0.0   1   4    0.0026     0.071   10.5   0.0   384   541    94   264    91   269 0.76 -
13553at50557_34720_0:0020c1|STRG.13322.3:72-2735|+     -            888 31374at50557         -            569   5.9e-19   66.9   0.0   2   4   3.2e-05   0.00088   16.8   0.0   345   419   268   347   261   355 0.80 -
13553at50557_34720_0:0020c1|STRG.13322.3:72-2735|+     -            888 31374at50557         -            569   5.9e-19   66.9   0.0   3   4     0.025      0.69    7.3   0.0   503   540   477   515   461   525 0.82 -
13553at50557_34720_0:0020c1|STRG.13322.3:72-2735|+     -            888 31374at50557         -            569   5.9e-19   66.9   0.0   4   4   2.7e-08   7.3e-07   27.0   0.1   320   406   539   623   530   641 0.75 -
13553at50557_64793_0:0003df|STRG.13322.2:95-2661|+     -            854 31374at50557         -            569   7.3e-19   66.6   0.0   1   4    0.0024     0.067   10.6   0.0   384   541    94   264    91   269 0.76 -
13553at50557_64793_0:0003df|STRG.13322.2:95-2661|+     -            854 31374at50557         -            569   7.3e-19   66.6   0.0   2   4   2.4e-05   0.00066   17.2   0.0   344   419   267   347   258   355 0.80 -
13553at50557_64793_0:0003df|STRG.13322.2:95-2661|+     -            854 31374at50557         -            569   7.3e-19   66.6   0.0   3   4     0.023      0.64    7.4   0.0   503   540   477   515   461   526 0.82 -
13553at50557_64793_0:0003df|STRG.13322.2:95-2661|+     -            854 31374at50557         -            569   7.3e-19   66.6   0.0   4   4   3.9e-08   1.1e-06   26.5   0.0   320   403   539   620   530   625 0.71 -
58729at50557_34720_0:000c0a|STRG.5131.4:96-806|+       -            237 31374at50557         -            569   9.6e-19   66.2   0.2   1   1   4.5e-20   1.2e-18   65.9   0.2   350   533    23   217    18   227 0.88 -
58729at50557_34720_0:000c0a|STRG.5131.3:146-1102|+     -            319 31374at50557         -            569   1.3e-18   65.8   0.7   1   1   6.7e-20   1.8e-18   65.3   0.4   348   533    81   277    55   288 0.86 -
69548at50557_116153_0:002191|STRG.12656.1:471-1169|+   -            233 31374at50557         -            569   1.6e-18   65.5   0.7   1   2   7.1e-19   1.9e-17   61.9   0.2   341   462    59   193    54   208 0.83 -
69548at50557_116153_0:002191|STRG.12656.1:471-1169|+   -            233 31374at50557         -            569   1.6e-18   65.5   0.7   2   2      0.65        18    2.6   0.0   385   416   201   233   196   233 0.65 -
69548at50557_116153_0:002191|STRG.12656.2:727-1425|+   -            233 31374at50557         -            569   1.6e-18   65.5   0.7   1   2   7.1e-19   1.9e-17   61.9   0.2   341   462    59   193    54   208 0.83 -
69548at50557_116153_0:002191|STRG.12656.2:727-1425|+   -            233 31374at50557         -            569   1.6e-18   65.5   0.7   2   2      0.65        18    2.6   0.0   385   416   201   233   196   233 0.65 -
69548at50557_116153_0:002191|STRG.12656.3:498-1196|+   -            233 31374at50557         -            569   1.6e-18   65.5   0.7   1   2   7.1e-19   1.9e-17   61.9   0.2   341   462    59   193    54   208 0.83 -
69548at50557_116153_0:002191|STRG.12656.3:498-1196|+   -            233 31374at50557         -            569   1.6e-18   65.5   0.7   2   2      0.65        18    2.6   0.0   385   416   201   233   196   233 0.65 -
69548at50557_116153_0:002191|STRG.12656.4:645-1343|+   -            233 31374at50557         -            569   1.6e-18   65.5   0.7   1   2   7.1e-19   1.9e-17   61.9   0.2   341   462    59   193    54   208 0.83 -
69548at50557_116153_0:002191|STRG.12656.4:645-1343|+   -            233 31374at50557         -            569   1.6e-18   65.5   0.7   2   2      0.65        18    2.6   0.0   385   416   201   233   196   233 0.65 -
69548at50557_116153_0:002191|STRG.12656.5:700-1398|+   -            233 31374at50557         -            569   1.6e-18   65.5   0.7   1   2   7.1e-19   1.9e-17   61.9   0.2   341   462    59   193    54   208 0.83 -
69548at50557_116153_0:002191|STRG.12656.5:700-1398|+   -            233 31374at50557         -            569   1.6e-18   65.5   0.7   2   2      0.65        18    2.6   0.0   385   416   201   233   196   233 0.65 -
40115at50557_104421_0:0011ee|STRG.16711.2:893-1756|+   -            288 31374at50557         -            569   2.2e-18   65.0   5.7   1   2    0.0033     0.091   10.2   0.2   437   486    47    99    21   121 0.73 -
40115at50557_104421_0:0011ee|STRG.16711.2:893-1756|+   -            288 31374at50557         -            569   2.2e-18   65.0   5.7   2   2   9.6e-17   2.6e-15   54.9   1.5   386   531   121   287   115   288 0.79 -
58729at50557_103372_0:00194e|STRG.5131.1:48-1529|+     -            494 31374at50557         -            569   2.4e-18   64.9   0.2   1   1   1.8e-19     5e-18   63.9   0.2   348   533    51   247    10   258 0.86 -
58729at50557_103372_0:00194e|STRG.5131.2:96-1487|+     -            464 31374at50557         -            569   4.1e-18   64.1   0.2   1   1     3e-19   8.3e-18   63.1   0.2   350   533    23   217    18   228 0.88 -
78072at50557_123851_0:000487|STRG.3138.1:547-1410|+    -            288 31374at50557         -            569   4.6e-18   64.0   9.1   1   4      0.11         3    5.2   0.0   387   430     8    50     2    53 0.71 -
78072at50557_123851_0:000487|STRG.3138.1:547-1410|+    -            288 31374at50557         -            569   4.6e-18   64.0   9.1   2   4   7.3e-14     2e-12   45.3   2.3   375   462    52   140    50   149 0.91 -
78072at50557_123851_0:000487|STRG.3138.1:547-1410|+    -            288 31374at50557         -            569   4.6e-18   64.0   9.1   3   4     3e-09   8.3e-08   30.1   0.6   343   442   105   214   103   244 0.84 -
78072at50557_123851_0:000487|STRG.3138.1:547-1410|+    -            288 31374at50557         -            569   4.6e-18   64.0   9.1   4   4     0.052       1.4    6.2   0.5   366   413   236   284   230   287 0.80 -
78072at50557_123851_0:000487|STRG.3138.2:362-1225|+    -            288 31374at50557         -            569   4.6e-18   64.0   9.1   1   4      0.11         3    5.2   0.0   387   430     8    50     2    53 0.71 -
78072at50557_123851_0:000487|STRG.3138.2:362-1225|+    -            288 31374at50557         -            569   4.6e-18   64.0   9.1   2   4   7.3e-14     2e-12   45.3   2.3   375   462    52   140    50   149 0.91 -
78072at50557_123851_0:000487|STRG.3138.2:362-1225|+    -            288 31374at50557         -            569   4.6e-18   64.0   9.1   3   4     3e-09   8.3e-08   30.1   0.6   343   442   105   214   103   244 0.84 -
78072at50557_123851_0:000487|STRG.3138.2:362-1225|+    -            288 31374at50557         -            569   4.6e-18   64.0   9.1   4   4     0.052       1.4    6.2   0.5   366   413   236   284   230   287 0.80 -
37700at50557_34720_0:0020a5|STRG.13286.1:537-2756|+    -            740 31374at50557         -            569   8.5e-18   63.1   2.7   1   3   6.2e-05    0.0017   15.9   0.1   340   416   426   513   401   520 0.71 -
37700at50557_34720_0:0020a5|STRG.13286.1:537-2756|+    -            740 31374at50557         -            569   8.5e-18   63.1   2.7   2   3     0.025      0.68    7.3   0.1   341   378   533   568   527   576 0.84 -
37700at50557_34720_0:0020a5|STRG.13286.1:537-2756|+    -            740 31374at50557         -            569   8.5e-18   63.1   2.7   3   3   2.2e-11   5.9e-10   37.2   0.0   350   455   627   736   609   739 0.88 -
37700at50557_34720_0:0020a5|STRG.13286.2:537-2759|+    -            741 31374at50557         -            569   8.5e-18   63.1   2.7   1   3   6.2e-05    0.0017   15.9   0.1   340   416   427   514   402   521 0.71 -
37700at50557_34720_0:0020a5|STRG.13286.2:537-2759|+    -            741 31374at50557         -            569   8.5e-18   63.1   2.7   2   3     0.025      0.68    7.3   0.1   341   378   534   569   528   577 0.84 -
37700at50557_34720_0:0020a5|STRG.13286.2:537-2759|+    -            741 31374at50557         -            569   8.5e-18   63.1   2.7   3   3   2.2e-11   5.9e-10   37.2   0.0   350   455   628   737   610   740 0.88 -
37700at50557_34720_0:0020a5|STRG.13286.3:665-2887|+    -            741 31374at50557         -            569   8.5e-18   63.1   2.7   1   3   6.2e-05    0.0017   15.9   0.1   340   416   427   514   402   521 0.71 -
37700at50557_34720_0:0020a5|STRG.13286.3:665-2887|+    -            741 31374at50557         -            569   8.5e-18   63.1   2.7   2   3     0.025      0.68    7.3   0.1   341   378   534   569   528   577 0.84 -
37700at50557_34720_0:0020a5|STRG.13286.3:665-2887|+    -            741 31374at50557         -            569   8.5e-18   63.1   2.7   3   3   2.2e-11   5.9e-10   37.2   0.0   350   455   628   737   610   740 0.88 -
40115at50557_411798_0:002bfa|STRG.649.1:1078-1863|+    -            262 31374at50557         -            569     7e-17   60.1   5.0   1   2    0.0014     0.037   11.5   0.3   415   487     3    80     1    88 0.78 -
40115at50557_411798_0:002bfa|STRG.649.1:1078-1863|+    -            262 31374at50557         -            569     7e-17   60.1   5.0   2   2     3e-15   8.3e-14   49.9   0.6   387   531   103   262    93   262 0.80 -
42371at50557_34720_0:000328|STRG.1318.4:313-1506|+     -            398 31374at50557         -            569   2.4e-16   58.3   3.4   1   2   2.6e-07   7.1e-06   23.7   0.2   384   453    74   148    68   159 0.78 -
42371at50557_34720_0:000328|STRG.1318.4:313-1506|+     -            398 31374at50557         -            569   2.4e-16   58.3   3.4   2   2   2.5e-10     7e-09   33.7   0.3   349   459   254   368   244   375 0.86 -
80377at50557_7070_0:0023da|STRG.13987.1:1378-2109|+    -            244 31374at50557         -            569   5.3e-16   57.2   5.6   1   2   4.1e-09   1.1e-07   29.7   2.8   353   461    53   163    45   168 0.85 -
80377at50557_7070_0:0023da|STRG.13987.1:1378-2109|+    -            244 31374at50557         -            569   5.3e-16   57.2   5.6   2   2   1.2e-08   3.2e-07   28.2   0.0   381   456   168   242   164   244 0.92 -
56099at50557_34720_0:001a91|STRG.10950.1:560-1426|+    -            289 31374at50557         -            569     1e-15   56.2   0.1   1   2    0.0023     0.062   10.7   0.0   404   462    14    72    11    86 0.77 -
56099at50557_34720_0:001a91|STRG.10950.1:560-1426|+    -            289 31374at50557         -            569     1e-15   56.2   0.1   2   2   2.7e-13   7.3e-12   43.5   0.1   352   471    87   209    83   220 0.88 -
80377at50557_166361_0:002fc1|STRG.830.1:195-746|+      -            184 31374at50557         -            569   1.3e-15   55.9   2.8   1   3       5.3   1.5e+02   -0.4   0.0   446   462     1    17     1    22 0.66 -
