#                                                                                                              --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                          accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                  ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
34006at50557_34720_0:00248d|STRG.14891.1:159-2135|+    -            659 34006at50557         -            414  6.1e-229  758.9   4.6   1   1  6.7e-230  2.6e-228  756.8   4.6     1   414   178   643   178   643 0.93 -
80377at50557_77166_0:002f29|STRG.13804.1:1091-2005|+   -            305 34006at50557         -            414   1.1e-10   40.0   2.7   1   1   2.3e-10   9.2e-09   33.7   2.6     1   247    10   257    10   291 0.72 -
40115at50557_108931_0:001d6b|STRG.14427.1:951-1988|+   -            346 34006at50557         -            414   1.2e-10   39.9   6.0   1   3    0.0004     0.016   13.2   0.5   107   216     6   137     2   147 0.64 -
40115at50557_108931_0:001d6b|STRG.14427.1:951-1988|+   -            346 34006at50557         -            414   1.2e-10   39.9   6.0   2   3    0.0012     0.046   11.6   0.4   121   186   158   224   141   245 0.83 -
40115at50557_108931_0:001d6b|STRG.14427.1:951-1988|+   -            346 34006at50557         -            414   1.2e-10   39.9   6.0   3   3   4.2e-05    0.0017   16.4   0.0   117   184   247   315   238   329 0.86 -
69548at50557_609295_0:0005e7|STRG.5753.1:321-1145|+    -            275 34006at50557         -            414   1.3e-10   39.8   0.4   1   2   7.9e-07   3.1e-05   22.1   0.1   119   202    12   101     3   112 0.68 -
69548at50557_609295_0:0005e7|STRG.5753.1:321-1145|+    -            275 34006at50557         -            414   1.3e-10   39.8   0.4   2   2     9e-05    0.0035   15.3   0.0   157   207   119   171   107   188 0.79 -
33043at50557_454923_0:001231|STRG.4979.1:3017-4387|+   -            457 34006at50557         -            414   2.5e-10   38.8   5.5   1   4    0.0018     0.073   11.0   0.1    16    43     5    32     2   215 0.89 -
33043at50557_454923_0:001231|STRG.4979.1:3017-4387|+   -            457 34006at50557         -            414   2.5e-10   38.8   5.5   2   4   3.1e-05    0.0012   16.8   0.1   109   182   216   290   210   301 0.91 -
33043at50557_454923_0:001231|STRG.4979.1:3017-4387|+   -            457 34006at50557         -            414   2.5e-10   38.8   5.5   3   4      0.18       7.1    4.4   0.0     9    45   339   374   331   380 0.82 -
33043at50557_454923_0:001231|STRG.4979.1:3017-4387|+   -            457 34006at50557         -            414   2.5e-10   38.8   5.5   4   4      0.29        11    3.8   0.1   111   182   382   456   377   457 0.77 -
33043at50557_454923_0:001231|STRG.4979.2:2369-3739|+   -            457 34006at50557         -            414   2.5e-10   38.8   5.5   1   4    0.0018     0.073   11.0   0.1    16    43     5    32     2   215 0.89 -
33043at50557_454923_0:001231|STRG.4979.2:2369-3739|+   -            457 34006at50557         -            414   2.5e-10   38.8   5.5   2   4   3.1e-05    0.0012   16.8   0.1   109   182   216   290   210   301 0.91 -
33043at50557_454923_0:001231|STRG.4979.2:2369-3739|+   -            457 34006at50557         -            414   2.5e-10   38.8   5.5   3   4      0.18       7.1    4.4   0.0     9    45   339   374   331   380 0.82 -
33043at50557_454923_0:001231|STRG.4979.2:2369-3739|+   -            457 34006at50557         -            414   2.5e-10   38.8   5.5   4   4      0.29        11    3.8   0.1   111   182   382   456   377   457 0.77 -
69548at50557_103372_0:0010c7|STRG.3696.1:132-1457|+    -            442 34006at50557         -            414   3.8e-10   38.3   5.7   1   2   0.00021    0.0083   14.1   0.8   124   183   183   247   163   271 0.78 -
69548at50557_103372_0:0010c7|STRG.3696.1:132-1457|+    -            442 34006at50557         -            414   3.8e-10   38.3   5.7   2   2   4.3e-08   1.7e-06   26.2   0.3   107   226   275   405   252   440 0.77 -
76755at50557_315563_0:0012ae|STRG.15668.3:448-3182|+   -            236 34006at50557         -            414   1.3e-09   36.5   0.5   1   3   5.1e-05     0.002   16.1   0.2   117   188    45   116    36   122 0.83 -
76755at50557_315563_0:0012ae|STRG.15668.3:448-3182|+   -            236 34006at50557         -            414   1.3e-09   36.5   0.5   2   3      0.44        17    3.1   0.0   164   182   109   127   108   136 0.86 -
76755at50557_315563_0:0012ae|STRG.15668.3:448-3182|+   -            236 34006at50557         -            414   1.3e-09   36.5   0.5   3   3     3e-05    0.0012   16.9   0.0   116   188   152   229   141   234 0.80 -
80377at50557_7070_0:0023da|STRG.13987.1:1378-2109|+    -            244 34006at50557         -            414   1.3e-09   36.5   3.1   1   2   1.2e-06   4.8e-05   21.5   1.7   117   223    53   169    11   172 0.78 -
80377at50557_7070_0:0023da|STRG.13987.1:1378-2109|+    -            244 34006at50557         -            414   1.3e-09   36.5   3.1   2   2   0.00028     0.011   13.7   0.0   110   179   173   243   169   244 0.89 -
14512at50557_56086_0:000590|STRG.5472.1:620-1087|+     -            156 34006at50557         -            414   1.4e-09   36.4   0.0   1   2   7.1e-07   2.8e-05   22.2   0.0   158   218     6    74     2    78 0.78 -
14512at50557_56086_0:000590|STRG.5472.1:620-1087|+     -            156 34006at50557         -            414   1.4e-09   36.4   0.0   2   2   0.00072     0.028   12.3   0.0   111   180    83   155    74   156 0.64 -
49370at50557_79782_0:001886|STRG.10460.1:1564-2550|+   -            329 34006at50557         -            414   1.4e-09   36.3   1.5   1   2   1.4e-07   5.4e-06   24.6   0.5   128   281    59   228    39   259 0.73 -
49370at50557_79782_0:001886|STRG.10460.1:1564-2550|+   -            329 34006at50557         -            414   1.4e-09   36.3   1.5   2   2    0.0011     0.045   11.7   0.1   110   182   250   325   228   329 0.78 -
80377at50557_38123_0:002ff9|STRG.2371.2:329-1870|+     -            514 34006at50557         -            414   1.5e-09   36.3   1.6   1   5     0.065       2.6    5.9   0.0   127   182     4    60     1    66 0.88 -
80377at50557_38123_0:002ff9|STRG.2371.2:329-1870|+     -            514 34006at50557         -            414   1.5e-09   36.3   1.6   2   5   0.00051      0.02   12.8   0.0     6    43    65   103    60   110 0.84 -
80377at50557_38123_0:002ff9|STRG.2371.2:329-1870|+     -            514 34006at50557         -            414   1.5e-09   36.3   1.6   3   5     0.042       1.6    6.5   0.1   150   216   112   186   108   193 0.56 -
80377at50557_38123_0:002ff9|STRG.2371.2:329-1870|+     -            514 34006at50557         -            414   1.5e-09   36.3   1.6   4   5      0.49        19    3.0   0.0   110   148   154   193   145   211 0.82 -
80377at50557_38123_0:002ff9|STRG.2371.2:329-1870|+     -            514 34006at50557         -            414   1.5e-09   36.3   1.6   5   5     0.085       3.3    5.5   0.0   124   220   379   481   355   485 0.61 -
80377at50557_38123_0:002ff9|STRG.2371.3:180-1721|+     -            514 34006at50557         -            414   1.5e-09   36.3   1.6   1   5     0.065       2.6    5.9   0.0   127   182     4    60     1    66 0.88 -
80377at50557_38123_0:002ff9|STRG.2371.3:180-1721|+     -            514 34006at50557         -            414   1.5e-09   36.3   1.6   2   5   0.00051      0.02   12.8   0.0     6    43    65   103    60   110 0.84 -
80377at50557_38123_0:002ff9|STRG.2371.3:180-1721|+     -            514 34006at50557         -            414   1.5e-09   36.3   1.6   3   5     0.042       1.6    6.5   0.1   150   216   112   186   108   193 0.56 -
80377at50557_38123_0:002ff9|STRG.2371.3:180-1721|+     -            514 34006at50557         -            414   1.5e-09   36.3   1.6   4   5      0.49        19    3.0   0.0   110   148   154   193   145   211 0.82 -
80377at50557_38123_0:002ff9|STRG.2371.3:180-1721|+     -            514 34006at50557         -            414   1.5e-09   36.3   1.6   5   5     0.085       3.3    5.5   0.0   124   220   379   481   355   485 0.61 -
80377at50557_38123_0:002ff9|STRG.2371.4:183-1724|+     -            514 34006at50557         -            414   1.5e-09   36.3   1.6   1   5     0.065       2.6    5.9   0.0   127   182     4    60     1    66 0.88 -
80377at50557_38123_0:002ff9|STRG.2371.4:183-1724|+     -            514 34006at50557         -            414   1.5e-09   36.3   1.6   2   5   0.00051      0.02   12.8   0.0     6    43    65   103    60   110 0.84 -
80377at50557_38123_0:002ff9|STRG.2371.4:183-1724|+     -            514 34006at50557         -            414   1.5e-09   36.3   1.6   3   5     0.042       1.6    6.5   0.1   150   216   112   186   108   193 0.56 -
80377at50557_38123_0:002ff9|STRG.2371.4:183-1724|+     -            514 34006at50557         -            414   1.5e-09   36.3   1.6   4   5      0.49        19    3.0   0.0   110   148   154   193   145   211 0.82 -
80377at50557_38123_0:002ff9|STRG.2371.4:183-1724|+     -            514 34006at50557         -            414   1.5e-09   36.3   1.6   5   5     0.085       3.3    5.5   0.0   124   220   379   481   355   485 0.61 -
74508at50557_7394_0:0023c7|STRG.12171.1:277-1257|+     -            327 34006at50557         -            414   1.5e-09   36.3   0.4   1   2   1.4e-08   5.5e-07   27.8   0.1   121   227    40   159    28   189 0.72 -
74508at50557_7394_0:0023c7|STRG.12171.1:277-1257|+     -            327 34006at50557         -            414   1.5e-09   36.3   0.4   2   2     0.036       1.4    6.8   0.0   120   172   269   321   262   326 0.84 -
78072at50557_7070_0:002a52|STRG.1939.1:1066-1908|+     -            281 34006at50557         -            414   2.6e-09   35.5   1.0   1   2   1.5e-08   5.9e-07   27.7   0.4    19   227     4   207     1   227 0.60 -
78072at50557_7070_0:002a52|STRG.1939.1:1066-1908|+     -            281 34006at50557         -            414   2.6e-09   35.5   1.0   2   2      0.38        15    3.4   0.1   114   142   213   241   200   281 0.62 -
78072at50557_7070_0:002a52|STRG.1939.2:1025-1867|+     -            281 34006at50557         -            414   2.6e-09   35.5   1.0   1   2   1.5e-08   5.9e-07   27.7   0.4    19   227     4   207     1   227 0.60 -
78072at50557_7070_0:002a52|STRG.1939.2:1025-1867|+     -            281 34006at50557         -            414   2.6e-09   35.5   1.0   2   2      0.38        15    3.4   0.1   114   142   213   241   200   281 0.62 -
57752at50557_69319_0:000ee5|STRG.8887.1:190-993|+      -            268 34006at50557         -            414   7.2e-09   34.1   0.8   1   2   0.00071     0.028   12.3   0.3   128   218    88   191    66   196 0.56 -
57752at50557_69319_0:000ee5|STRG.8887.1:190-993|+      -            268 34006at50557         -            414   7.2e-09   34.1   0.8   2   2   8.9e-07   3.5e-05   21.9   0.0    62   177   160   268   155   268 0.75 -
80377at50557_38123_0:002ff9|STRG.2371.1:358-1752|+     -            465 34006at50557         -            414   1.1e-08   33.5   1.3   1   4     0.059       2.3    6.0   0.0   127   182     4    60     1    65 0.88 -
80377at50557_38123_0:002ff9|STRG.2371.1:358-1752|+     -            465 34006at50557         -            414   1.1e-08   33.5   1.3   2   4   0.00044     0.017   13.1   0.0     6    43    65   103    60   111 0.84 -
80377at50557_38123_0:002ff9|STRG.2371.1:358-1752|+     -            465 34006at50557         -            414   1.1e-08   33.5   1.3   3   4     0.027       1.1    7.1   0.0   150   216   112   186   106   199 0.55 -
80377at50557_38123_0:002ff9|STRG.2371.1:358-1752|+     -            465 34006at50557         -            414   1.1e-08   33.5   1.3   4   4      0.75        29    2.4   0.0   188   244   366   423   353   438 0.63 -
33043at50557_103372_0:000263|STRG.13563.1:192-2943|+   -            797 34006at50557         -            414   1.1e-08   33.4   4.5   1   5    0.0058      0.23    9.4   0.1   127   243    80   210    65   234 0.56 -
33043at50557_103372_0:000263|STRG.13563.1:192-2943|+   -            797 34006at50557         -            414   1.1e-08   33.4   4.5   2   5     0.013      0.52    8.2   0.0   131   237   127   244   107   289 0.57 -
33043at50557_103372_0:000263|STRG.13563.1:192-2943|+   -            797 34006at50557         -            414   1.1e-08   33.4   4.5   3   5       1.2        48    1.7   0.1   161   267   307   423   293   432 0.61 -
33043at50557_103372_0:000263|STRG.13563.1:192-2943|+   -            797 34006at50557         -            414   1.1e-08   33.4   4.5   4   5    0.0049      0.19    9.6   0.2   183   254   424   509   385   517 0.57 -
33043at50557_103372_0:000263|STRG.13563.1:192-2943|+   -            797 34006at50557         -            414   1.1e-08   33.4   4.5   5   5   3.3e-05    0.0013   16.8   0.0   185   291   479   594   466   614 0.73 -
33043at50557_103372_0:000263|STRG.13563.2:174-2570|+   -            799 34006at50557         -            414   1.5e-08   33.0   4.9   1   5     0.006      0.23    9.3   0.1   127   243    80   210    66   234 0.56 -
33043at50557_103372_0:000263|STRG.13563.2:174-2570|+   -            799 34006at50557         -            414   1.5e-08   33.0   4.9   2   5     0.013      0.53    8.1   0.0   131   237   127   244   107   289 0.57 -
33043at50557_103372_0:000263|STRG.13563.2:174-2570|+   -            799 34006at50557         -            414   1.5e-08   33.0   4.9   3   5       1.5        57    1.4   0.1   161   265   307   421   293   430 0.59 -
33043at50557_103372_0:000263|STRG.13563.2:174-2570|+   -            799 34006at50557         -            414   1.5e-08   33.0   4.9   4   5    0.0061      0.24    9.3   0.3   183   253   424   508   385   514 0.56 -
33043at50557_103372_0:000263|STRG.13563.2:174-2570|+   -            799 34006at50557         -            414   1.5e-08   33.0   4.9   5   5   3.1e-05    0.0012   16.8   0.0   185   291   479   594   463   614 0.73 -
40115at50557_123851_0:00295a|STRG.10321.10:1035-2003|+ -            323 34006at50557         -            414   1.6e-08   32.9   0.5   1   2   1.2e-08   4.8e-07   28.0   0.1    10   217    63   280    55   289 0.75 -
40115at50557_123851_0:00295a|STRG.10321.10:1035-2003|+ -            323 34006at50557         -            414   1.6e-08   32.9   0.5   2   2    0.0023      0.09   10.7   0.0    15    87   210   276   200   323 0.61 -
40115at50557_123851_0:00295a|STRG.10321.2:3422-4390|+  -            323 34006at50557         -            414   1.6e-08   32.9   0.5   1   2   1.2e-08   4.8e-07   28.0   0.1    10   217    63   280    55   289 0.75 -
40115at50557_123851_0:00295a|STRG.10321.2:3422-4390|+  -            323 34006at50557         -            414   1.6e-08   32.9   0.5   2   2    0.0023      0.09   10.7   0.0    15    87   210   276   200   323 0.61 -
40115at50557_123851_0:00295a|STRG.10321.4:1961-2929|+  -            323 34006at50557         -            414   1.6e-08   32.9   0.5   1   2   1.2e-08   4.8e-07   28.0   0.1    10   217    63   280    55   289 0.75 -
40115at50557_123851_0:00295a|STRG.10321.4:1961-2929|+  -            323 34006at50557         -            414   1.6e-08   32.9   0.5   2   2    0.0023      0.09   10.7   0.0    15    87   210   276   200   323 0.61 -
40115at50557_123851_0:00295a|STRG.10321.5:1999-2967|+  -            323 34006at50557         -            414   1.6e-08   32.9   0.5   1   2   1.2e-08   4.8e-07   28.0   0.1    10   217    63   280    55   289 0.75 -
40115at50557_123851_0:00295a|STRG.10321.5:1999-2967|+  -            323 34006at50557         -            414   1.6e-08   32.9   0.5   2   2    0.0023      0.09   10.7   0.0    15    87   210   276   200   323 0.61 -
40115at50557_123851_0:00295a|STRG.10321.6:864-1832|+   -            323 34006at50557         -            414   1.6e-08   32.9   0.5   1   2   1.2e-08   4.8e-07   28.0   0.1    10   217    63   280    55   289 0.75 -
40115at50557_123851_0:00295a|STRG.10321.6:864-1832|+   -            323 34006at50557         -            414   1.6e-08   32.9   0.5   2   2    0.0023      0.09   10.7   0.0    15    87   210   276   200   323 0.61 -
40115at50557_123851_0:00295a|STRG.10321.7:1482-2450|+  -            323 34006at50557         -            414   1.6e-08   32.9   0.5   1   2   1.2e-08   4.8e-07   28.0   0.1    10   217    63   280    55   289 0.75 -
40115at50557_123851_0:00295a|STRG.10321.7:1482-2450|+  -            323 34006at50557         -            414   1.6e-08   32.9   0.5   2   2    0.0023      0.09   10.7   0.0    15    87   210   276   200   323 0.61 -
40115at50557_123851_0:00295a|STRG.10321.8:102-1070|+   -            323 34006at50557         -            414   1.6e-08   32.9   0.5   1   2   1.2e-08   4.8e-07   28.0   0.1    10   217    63   280    55   289 0.75 -
40115at50557_123851_0:00295a|STRG.10321.8:102-1070|+   -            323 34006at50557         -            414   1.6e-08   32.9   0.5   2   2    0.0023      0.09   10.7   0.0    15    87   210   276   200   323 0.61 -
40115at50557_123851_0:00295a|STRG.10321.9:1042-2010|+  -            323 34006at50557         -            414   1.6e-08   32.9   0.5   1   2   1.2e-08   4.8e-07   28.0   0.1    10   217    63   280    55   289 0.75 -
40115at50557_123851_0:00295a|STRG.10321.9:1042-2010|+  -            323 34006at50557         -            414   1.6e-08   32.9   0.5   2   2    0.0023      0.09   10.7   0.0    15    87   210   276   200   323 0.61 -
57752at50557_103372_0:000c5a|STRG.9911.1:169-1530|+    -            454 34006at50557         -            414     2e-08   32.6   1.2   1   2   0.00076      0.03   12.2   0.1   123   218   155   259   135   272 0.56 -
57752at50557_103372_0:000c5a|STRG.9911.1:169-1530|+    -            454 34006at50557         -            414     2e-08   32.6   1.2   2   2   1.4e-05   0.00055   18.0   0.2   110   260   267   432   258   448 0.66 -
22030at50557_411798_0:00363d|STRG.9805.1:587-2773|+    -            690 34006at50557         -            414     2e-08   32.6   3.9   1   3      0.11       4.2    5.2   0.0   190   233    31    76     5    89 0.80 -
22030at50557_411798_0:00363d|STRG.9805.1:587-2773|+    -            690 34006at50557         -            414     2e-08   32.6   3.9   2   3   2.5e-05   0.00098   17.1   0.4   126   198    88   161    83   170 0.80 -
22030at50557_411798_0:00363d|STRG.9805.1:587-2773|+    -            690 34006at50557         -            414     2e-08   32.6   3.9   3   3     0.011      0.43    8.4   0.1   129   184   184   240   176   251 0.79 -
12735at50557_34720_0:000d5c|STRG.5505.1:204-3125|+     -            974 34006at50557         -            414   3.4e-08   31.8   1.8   1   3         1        40    1.9   0.0   193   250   561   622   554   638 0.78 -
12735at50557_34720_0:000d5c|STRG.5505.1:204-3125|+     -            974 34006at50557         -            414   3.4e-08   31.8   1.8   2   3      0.32        13    3.6   0.1   110   142   649   681   632   690 0.82 -
12735at50557_34720_0:000d5c|STRG.5505.1:204-3125|+     -            974 34006at50557         -            414   3.4e-08   31.8   1.8   3   3   6.1e-07   2.4e-05   22.5   0.1   118   247   699   851   690   871 0.73 -
77772at50557_103372_0:001ea3|STRG.10089.1:0-944|+      -            315 34006at50557         -            414   3.9e-08   31.6   0.0   1   3     0.034       1.3    6.8   0.1    46   107     5    69     2    90 0.77 -
77772at50557_103372_0:001ea3|STRG.10089.1:0-944|+      -            315 34006at50557         -            414   3.9e-08   31.6   0.0   2   3    0.0001    0.0041   15.1   0.0   121   184   117   178    93   190 0.85 -
77772at50557_103372_0:001ea3|STRG.10089.1:0-944|+      -            315 34006at50557         -            414   3.9e-08   31.6   0.0   3   3      0.12       4.6    5.0   0.0   153   204   239   299   207   309 0.68 -
12735at50557_34720_0:000d5c|STRG.5505.3:204-3089|+     -            962 34006at50557         -            414     4e-08   31.6   1.8   1   3         1        40    2.0   0.0   193   250   549   610   542   626 0.78 -
12735at50557_34720_0:000d5c|STRG.5505.3:204-3089|+     -            962 34006at50557         -            414     4e-08   31.6   1.8   2   3      0.32        13    3.6   0.1   110   142   637   669   620   678 0.82 -
12735at50557_34720_0:000d5c|STRG.5505.3:204-3089|+     -            962 34006at50557         -            414     4e-08   31.6   1.8   3   3     6e-07   2.3e-05   22.5   0.1   118   247   687   839   678   859 0.73 -
12735at50557_34720_0:000d5c|STRG.5505.2:204-3212|+     -           1003 34006at50557         -            414   4.7e-08   31.4   1.8   1   3       1.1        42    1.9   0.0   193   250   590   651   583   667 0.78 -
12735at50557_34720_0:000d5c|STRG.5505.2:204-3212|+     -           1003 34006at50557         -            414   4.7e-08   31.4   1.8   2   3      0.37        15    3.4   0.1   110   142   678   710   672   719 0.79 -
12735at50557_34720_0:000d5c|STRG.5505.2:204-3212|+     -           1003 34006at50557         -            414   4.7e-08   31.4   1.8   3   3   6.4e-07   2.5e-05   22.4   0.1   118   247   728   880   719   900 0.73 -
78072at50557_7038_0:0021a3|STRG.9020.1:609-1457|+      -            283 34006at50557         -            414   5.7e-08   31.1   0.1   1   1   4.2e-09   1.7e-07   29.6   0.0   110   261    44   213    18   229 0.69 -
78072at50557_7038_0:0021a3|STRG.9020.2:625-1473|+      -            283 34006at50557         -            414   5.7e-08   31.1   0.1   1   1   4.2e-09   1.7e-07   29.6   0.0   110   261    44   213    18   229 0.69 -
78072at50557_7038_0:0021a3|STRG.9020.3:510-1358|+      -            283 34006at50557         -            414   5.7e-08   31.1   0.1   1   1   4.2e-09   1.7e-07   29.6   0.0   110   261    44   213    18   229 0.69 -
78072at50557_7038_0:0021a3|STRG.9020.4:510-1358|+      -            283 34006at50557         -            414   5.7e-08   31.1   0.1   1   1   4.2e-09   1.7e-07   29.6   0.0   110   261    44   213    18   229 0.69 -
78072at50557_7038_0:0021a3|STRG.9020.5:494-1342|+      -            283 34006at50557         -            414   5.7e-08   31.1   0.1   1   1   4.2e-09   1.7e-07   29.6   0.0   110   261    44   213    18   229 0.69 -
78072at50557_7038_0:0021a3|STRG.9020.6:510-1358|+      -            283 34006at50557         -            414   5.7e-08   31.1   0.1   1   1   4.2e-09   1.7e-07   29.6   0.0   110   261    44   213    18   229 0.69 -
71739at50557_30019_0:000544|STRG.9601.1:294-1151|+     -            286 34006at50557         -            414   5.8e-08   31.1   0.3   1   1     2e-08     8e-07   27.3   0.3    14   195    54   224    46   280 0.74 -
43121at50557_103372_0:001d6c|STRG.14418.1:108-1705|+   -            510 34006at50557         -            414   7.3e-08   30.7   0.4   1   3     0.039       1.5    6.6   0.0     7    43   207   244   201   254 0.62 -
43121at50557_103372_0:001d6c|STRG.14418.1:108-1705|+   -            510 34006at50557         -            414   7.3e-08   30.7   0.4   2   3   0.00027     0.011   13.7   0.1   155   219   266   339   247   342 0.72 -
43121at50557_103372_0:001d6c|STRG.14418.1:108-1705|+   -            510 34006at50557         -            414   7.3e-08   30.7   0.4   3   3    0.0007     0.028   12.4   0.1   112   184   306   380   299   397 0.58 -
43121at50557_103372_0:001d6c|STRG.14418.2:0-1529|+     -            510 34006at50557         -            414   7.5e-08   30.7   0.4   1   3     0.039       1.5    6.6   0.0     7    43   207   244   201   254 0.62 -
43121at50557_103372_0:001d6c|STRG.14418.2:0-1529|+     -            510 34006at50557         -            414   7.5e-08   30.7   0.4   2   3   0.00027     0.011   13.7   0.1   155   219   266   339   247   342 0.72 -
43121at50557_103372_0:001d6c|STRG.14418.2:0-1529|+     -            510 34006at50557         -            414   7.5e-08   30.7   0.4   3   3    0.0007     0.028   12.4   0.1   112   184   306   380   299   397 0.58 -
80377at50557_39758_0:001a6c|STRG.5194.1:3617-4387|+    -            257 34006at50557         -            414     1e-07   30.3   1.1   1   2   8.2e-07   3.2e-05   22.0   0.1   132   221    39   139    31   152 0.75 -
80377at50557_39758_0:001a6c|STRG.5194.1:3617-4387|+    -            257 34006at50557         -            414     1e-07   30.3   1.1   2   2   0.00018    0.0072   14.3   0.2   110   250   102   251    99   256 0.81 -
80377at50557_39758_0:001a6c|STRG.5194.2:995-1765|+     -            257 34006at50557         -            414     1e-07   30.3   1.1   1   2   8.2e-07   3.2e-05   22.0   0.1   132   221    39   139    31   152 0.75 -
80377at50557_39758_0:001a6c|STRG.5194.2:995-1765|+     -            257 34006at50557         -            414     1e-07   30.3   1.1   2   2   0.00018    0.0072   14.3   0.2   110   250   102   251    99   256 0.81 -
80377at50557_39758_0:001a6c|STRG.5194.3:3681-4451|+    -            257 34006at50557         -            414     1e-07   30.3   1.1   1   2   8.2e-07   3.2e-05   22.0   0.1   132   221    39   139    31   152 0.75 -
80377at50557_39758_0:001a6c|STRG.5194.3:3681-4451|+    -            257 34006at50557         -            414     1e-07   30.3   1.1   2   2   0.00018    0.0072   14.3   0.2   110   250   102   251    99   256 0.81 -
80377at50557_39758_0:001a6c|STRG.5194.4:2814-3584|+    -            257 34006at50557         -            414     1e-07   30.3   1.1   1   2   8.2e-07   3.2e-05   22.0   0.1   132   221    39   139    31   152 0.75 -
80377at50557_39758_0:001a6c|STRG.5194.4:2814-3584|+    -            257 34006at50557         -            414     1e-07   30.3   1.1   2   2   0.00018    0.0072   14.3   0.2   110   250   102   251    99   256 0.81 -
80377at50557_39758_0:001a6c|STRG.5194.5:2814-3584|+    -            257 34006at50557         -            414     1e-07   30.3   1.1   1   2   8.2e-07   3.2e-05   22.0   0.1   132   221    39   139    31   152 0.75 -
80377at50557_39758_0:001a6c|STRG.5194.5:2814-3584|+    -            257 34006at50557         -            414     1e-07   30.3   1.1   2   2   0.00018    0.0072   14.3   0.2   110   250   102   251    99   256 0.81 -
76755at50557_64793_0:0021c2|STRG.13528.1:257-1228|+    -            324 34006at50557         -            414     1e-07   30.3   1.1   1   3      0.42        16    3.2   0.0   125   184    16    75     5    82 0.73 -
76755at50557_64793_0:0021c2|STRG.13528.1:257-1228|+    -            324 34006at50557         -            414     1e-07   30.3   1.1   2   3   0.00052      0.02   12.8   0.0   150   222    85   166    77   191 0.73 -
76755at50557_64793_0:0021c2|STRG.13528.1:257-1228|+    -            324 34006at50557         -            414     1e-07   30.3   1.1   3   3    0.0014     0.054   11.4   0.1   124   186   235   299   218   318 0.76 -
80377at50557_39758_0:001a6c|STRG.5163.1:2236-2997|+    -            254 34006at50557         -            414   1.2e-07   30.0   1.5   1   2   9.1e-07   3.6e-05   21.9   0.1   133   221    37   136    28   149 0.75 -
80377at50557_39758_0:001a6c|STRG.5163.1:2236-2997|+    -            254 34006at50557         -            414   1.2e-07   30.0   1.5   2   2   0.00016    0.0063   14.5   0.2   110   250    99   248    97   253 0.81 -
80377at50557_39758_0:001a6c|STRG.5163.2:1992-2753|+    -            254 34006at50557         -            414   1.2e-07   30.0   1.5   1   2   9.1e-07   3.6e-05   21.9   0.1   133   221    37   136    28   149 0.75 -
80377at50557_39758_0:001a6c|STRG.5163.2:1992-2753|+    -            254 34006at50557         -            414   1.2e-07   30.0   1.5   2   2   0.00016    0.0063   14.5   0.2   110   250    99   248    97   253 0.81 -
80377at50557_39758_0:001a6c|STRG.5163.3:1270-2031|+    -            254 34006at50557         -            414   1.2e-07   30.0   1.5   1   2   9.1e-07   3.6e-05   21.9   0.1   133   221    37   136    28   149 0.75 -
80377at50557_39758_0:001a6c|STRG.5163.3:1270-2031|+    -            254 34006at50557         -            414   1.2e-07   30.0   1.5   2   2   0.00016    0.0063   14.5   0.2   110   250    99   248    97   253 0.81 -
80377at50557_39758_0:001a6c|STRG.5163.4:1938-2699|+    -            254 34006at50557         -            414   1.2e-07   30.0   1.5   1   2   9.1e-07   3.6e-05   21.9   0.1   133   221    37   136    28   149 0.75 -
80377at50557_39758_0:001a6c|STRG.5163.4:1938-2699|+    -            254 34006at50557         -            414   1.2e-07   30.0   1.5   2   2   0.00016    0.0063   14.5   0.2   110   250    99   248    97   253 0.81 -
80377at50557_39758_0:001a6c|STRG.5163.6:758-1519|+     -            254 34006at50557         -            414   1.2e-07   30.0   1.5   1   2   9.1e-07   3.6e-05   21.9   0.1   133   221    37   136    28   149 0.75 -
80377at50557_39758_0:001a6c|STRG.5163.6:758-1519|+     -            254 34006at50557         -            414   1.2e-07   30.0   1.5   2   2   0.00016    0.0063   14.5   0.2   110   250    99   248    97   253 0.81 -
80377at50557_39758_0:001a6c|STRG.5163.7:750-1511|+     -            254 34006at50557         -            414   1.2e-07   30.0   1.5   1   2   9.1e-07   3.6e-05   21.9   0.1   133   221    37   136    28   149 0.75 -
80377at50557_39758_0:001a6c|STRG.5163.7:750-1511|+     -            254 34006at50557         -            414   1.2e-07   30.0   1.5   2   2   0.00016    0.0063   14.5   0.2   110   250    99   248    97   253 0.81 -
80377at50557_39758_0:001a6c|STRG.5163.8:1931-2692|+    -            254 34006at50557         -            414   1.2e-07   30.0   1.5   1   2   9.1e-07   3.6e-05   21.9   0.1   133   221    37   136    28   149 0.75 -
80377at50557_39758_0:001a6c|STRG.5163.8:1931-2692|+    -            254 34006at50557         -            414   1.2e-07   30.0   1.5   2   2   0.00016    0.0063   14.5   0.2   110   250    99   248    97   253 0.81 -
80377at50557_454923_0:001015|STRG.2792.1:139-918|+     -            260 34006at50557         -            414   1.4e-07   29.8   2.8   1   2   4.6e-06   0.00018   19.5   0.7   118   223    12   132     2   151 0.71 -
