#                                                                                                             --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                         accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                 ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
48053at50557_7536_0:0009dd|STRG.4090.1:36-437|+       -            134 48053at50557         -            417   1.1e-74  248.3   0.3   1   1     8e-76   1.2e-74  248.2   0.3     2   130     1   133     1   134 0.97 -
48053at50557_166423_0:00101b|STRG.10610.1:689-1513|+  -            275 48053at50557         -            417   7.5e-10   34.8   7.2   4   4   0.00054    0.0083   11.6   0.8   195   246   219   274   216   275 0.84 -
48053at50557_166423_0:00101b|STRG.1353.1:27-737|+     -            237 48053at50557         -            417   1.1e-09   34.2   0.1   1   2       0.4       6.2    2.1   0.0   292   309     3    20     1    70 0.58 -
48053at50557_166423_0:00101b|STRG.1353.1:27-737|+     -            237 48053at50557         -            417   1.1e-09   34.2   0.1   2   2   1.8e-09   2.7e-08   29.6   0.0   278   380    74   186    68   196 0.81 -
48053at50557_1155016_0:001034|STRG.9325.1:345-1220|+  -            292 48053at50557         -            417   3.8e-09   32.5   6.3   1   3   3.5e-06   5.4e-05   18.8   2.2   280   416    45   194     6   195 0.82 -
48053at50557_1155016_0:001034|STRG.9325.1:345-1220|+  -            292 48053at50557         -            417   3.8e-09   32.5   6.3   2   3     0.017      0.26    6.6   0.0   280   320   169   209   159   216 0.72 -
48053at50557_1155016_0:001034|STRG.9325.1:345-1220|+  -            292 48053at50557         -            417   3.8e-09   32.5   6.3   3   3    0.0015     0.023   10.1   0.1   298   342   238   289   232   292 0.67 -
48053at50557_79782_0:00090a|STRG.955.1:2666-3427|+    -            254 48053at50557         -            417   8.4e-09   31.3   0.0   1   3       3.9        60   -1.1   0.0   319   343    16    39    11    44 0.76 -
48053at50557_79782_0:00090a|STRG.955.1:2666-3427|+    -            254 48053at50557         -            417   8.4e-09   31.3   0.0   2   3     0.059       0.9    4.9   0.0   285   331    65   111    59   120 0.75 -
48053at50557_79782_0:00090a|STRG.955.1:2666-3427|+    -            254 48053at50557         -            417   8.4e-09   31.3   0.0   3   3   7.9e-08   1.2e-06   24.2   0.0   288   414   112   251   105   254 0.79 -
48053at50557_79782_0:00090a|STRG.955.2:2660-3421|+    -            254 48053at50557         -            417   8.4e-09   31.3   0.0   1   3       3.9        60   -1.1   0.0   319   343    16    39    11    44 0.76 -
48053at50557_79782_0:00090a|STRG.955.2:2660-3421|+    -            254 48053at50557         -            417   8.4e-09   31.3   0.0   2   3     0.059       0.9    4.9   0.0   285   331    65   111    59   120 0.75 -
48053at50557_79782_0:00090a|STRG.955.2:2660-3421|+    -            254 48053at50557         -            417   8.4e-09   31.3   0.0   3   3   7.9e-08   1.2e-06   24.2   0.0   288   414   112   251   105   254 0.79 -
48053at50557_79782_0:00090a|STRG.955.3:2771-3532|+    -            254 48053at50557         -            417   8.4e-09   31.3   0.0   1   3       3.9        60   -1.1   0.0   319   343    16    39    11    44 0.76 -
48053at50557_79782_0:00090a|STRG.955.3:2771-3532|+    -            254 48053at50557         -            417   8.4e-09   31.3   0.0   2   3     0.059       0.9    4.9   0.0   285   331    65   111    59   120 0.75 -
48053at50557_79782_0:00090a|STRG.955.3:2771-3532|+    -            254 48053at50557         -            417   8.4e-09   31.3   0.0   3   3   7.9e-08   1.2e-06   24.2   0.0   288   414   112   251   105   254 0.79 -
48053at50557_79782_0:00090a|STRG.955.5:2636-3397|+    -            254 48053at50557         -            417   8.4e-09   31.3   0.0   1   3       3.9        60   -1.1   0.0   319   343    16    39    11    44 0.76 -
48053at50557_79782_0:00090a|STRG.955.5:2636-3397|+    -            254 48053at50557         -            417   8.4e-09   31.3   0.0   2   3     0.059       0.9    4.9   0.0   285   331    65   111    59   120 0.75 -
48053at50557_79782_0:00090a|STRG.955.5:2636-3397|+    -            254 48053at50557         -            417   8.4e-09   31.3   0.0   3   3   7.9e-08   1.2e-06   24.2   0.0   288   414   112   251   105   254 0.79 -
48053at50557_79782_0:00090a|STRG.955.6:1461-2222|+    -            254 48053at50557         -            417   8.4e-09   31.3   0.0   1   3       3.9        60   -1.1   0.0   319   343    16    39    11    44 0.76 -
48053at50557_79782_0:00090a|STRG.955.6:1461-2222|+    -            254 48053at50557         -            417   8.4e-09   31.3   0.0   2   3     0.059       0.9    4.9   0.0   285   331    65   111    59   120 0.75 -
48053at50557_79782_0:00090a|STRG.955.6:1461-2222|+    -            254 48053at50557         -            417   8.4e-09   31.3   0.0   3   3   7.9e-08   1.2e-06   24.2   0.0   288   414   112   251   105   254 0.79 -
48053at50557_79782_0:00090a|STRG.955.7:1546-2307|+    -            254 48053at50557         -            417   8.4e-09   31.3   0.0   1   3       3.9        60   -1.1   0.0   319   343    16    39    11    44 0.76 -
48053at50557_79782_0:00090a|STRG.955.7:1546-2307|+    -            254 48053at50557         -            417   8.4e-09   31.3   0.0   2   3     0.059       0.9    4.9   0.0   285   331    65   111    59   120 0.75 -
48053at50557_79782_0:00090a|STRG.955.7:1546-2307|+    -            254 48053at50557         -            417   8.4e-09   31.3   0.0   3   3   7.9e-08   1.2e-06   24.2   0.0   288   414   112   251   105   254 0.79 -
48053at50557_56086_0:003c0d|STRG.5325.1:614-1480|+    -            289 48053at50557         -            417   1.5e-08   30.5   1.0   1   3     0.019      0.29    6.5   0.0   195   256    23    93     6    97 0.71 -
48053at50557_56086_0:003c0d|STRG.5325.1:614-1480|+    -            289 48053at50557         -            417   1.5e-08   30.5   1.0   2   3   3.6e-05   0.00056   15.4   0.0   284   365   104   192    96   213 0.79 -
48053at50557_56086_0:003c0d|STRG.5325.1:614-1480|+    -            289 48053at50557         -            417   1.5e-08   30.5   1.0   3   3     0.052       0.8    5.1   0.1   376   414   249   285   203   288 0.61 -
48053at50557_1155016_0:001034|STRG.15839.1:179-880|+  -            234 48053at50557         -            417   8.1e-08   28.1   0.2   1   2      0.14       2.2    3.6   0.0   219   261    42    88    12    97 0.73 -
48053at50557_1155016_0:001034|STRG.15839.1:179-880|+  -            234 48053at50557         -            417   8.1e-08   28.1   0.2   2   2   2.3e-05   0.00036   16.1   0.1   187   331    94   233    85   234 0.70 -
48053at50557_307658_0:00145d|STRG.17188.2:1847-2434|+ -            196 48053at50557         -            417   8.2e-08   28.1   0.1   1   2     3e-05   0.00045   15.7   0.0   292   348    32    95    24    98 0.79 -
48053at50557_307658_0:00145d|STRG.17188.2:1847-2434|+ -            196 48053at50557         -            417   8.2e-08   28.1   0.1   2   2   0.00075     0.012   11.1   0.0   216   255    97   139    94   155 0.83 -
48053at50557_168631_0:000bf2|STRG.15382.1:330-881|+   -            184 48053at50557         -            417   1.2e-07   27.5   0.0   1   1   2.4e-07   3.8e-06   22.6   0.0   192   341     2   184     1   184 0.70 -
48053at50557_168631_0:000bf2|STRG.4714.1:382-738|+    -            119 48053at50557         -            417   1.4e-07   27.3   3.5   1   3   2.1e-06   3.2e-05   19.5   0.3   356   417     7    75     4    75 0.78 -
48053at50557_168631_0:000bf2|STRG.4714.1:382-738|+    -            119 48053at50557         -            417   1.4e-07   27.3   3.5   2   3   5.8e-05   0.00089   14.8   0.2   215   255    40    84    33    93 0.83 -
48053at50557_168631_0:000bf2|STRG.4714.1:382-738|+    -            119 48053at50557         -            417   1.4e-07   27.3   3.5   3   3      0.53       8.1    1.7   0.1   236   248   107   119    81   119 0.58 -
48053at50557_7070_0:002a86|STRG.13550.1:666-1436|+    -            257 48053at50557         -            417   3.2e-07   26.1   0.0   1   1   3.5e-07   5.5e-06   22.1   0.0   200   348    43   196     4   227 0.78 -
48053at50557_211228_0:000308|STRG.12074.1:1815-2930|+ -            372 48053at50557         -            417   4.3e-07   25.7   0.0   1   2     0.012      0.19    7.1   0.0   317   415   115   230    54   231 0.60 -
48053at50557_211228_0:000308|STRG.12074.1:1815-2930|+ -            372 48053at50557         -            417   4.3e-07   25.7   0.0   2   2   9.3e-05    0.0014   14.1   0.0   290   380   216   322   207   324 0.74 -
48053at50557_211228_0:000308|STRG.12074.2:1737-2852|+ -            372 48053at50557         -            417   4.3e-07   25.7   0.0   1   2     0.012      0.19    7.1   0.0   317   415   115   230    54   231 0.60 -
48053at50557_211228_0:000308|STRG.12074.2:1737-2852|+ -            372 48053at50557         -            417   4.3e-07   25.7   0.0   2   2   9.3e-05    0.0014   14.1   0.0   290   380   216   322   207   324 0.74 -
48053at50557_79782_0:00090a|STRG.5325.1:1742-2650|+   -            303 48053at50557         -            417   4.5e-07   25.7   0.5   1   3   0.00089     0.014   10.9   0.0   218   348     5   140     1   144 0.79 -
48053at50557_79782_0:00090a|STRG.5325.1:1742-2650|+   -            303 48053at50557         -            417   4.5e-07   25.7   0.5   2   3   0.00019    0.0029   13.1   0.1   286   348   113   182   108   196 0.78 -
48053at50557_79782_0:00090a|STRG.5325.1:1742-2650|+   -            303 48053at50557         -            417   4.5e-07   25.7   0.5   3   3      0.06      0.92    4.9   0.0   236   261   229   254   215   303 0.60 -
48053at50557_37344_0:000a08|STRG.12074.4:1978-2769|+  -            264 48053at50557         -            417     1e-06   24.5   0.0   1   2      0.24       3.7    2.8   0.0   321   380    11    82     5    97 0.56 -
48053at50557_37344_0:000a08|STRG.12074.4:1978-2769|+  -            264 48053at50557         -            417     1e-06   24.5   0.0   2   2   1.5e-05   0.00023   16.7   0.0   290   383   108   217    99   261 0.75 -
37475at50557_411798_0:00107d|STRG.4993.1:456-1001|+   -            182 48053at50557         -            417   1.8e-06   23.6   0.1   1   3     0.086       1.3    4.3   0.0   316   345     7    36     2    42 0.67 -
37475at50557_411798_0:00107d|STRG.4993.1:456-1001|+   -            182 48053at50557         -            417   1.8e-06   23.6   0.1   2   3     0.032      0.49    5.7   0.0   282   321    68   107    57   113 0.87 -
37475at50557_411798_0:00107d|STRG.4993.1:456-1001|+   -            182 48053at50557         -            417   1.8e-06   23.6   0.1   3   3    0.0013     0.019   10.4   0.1   248   307   111   182   100   182 0.57 -
48053at50557_29053_0:00114c|STRG.3888.1:798-1589|+    -            264 48053at50557         -            417     2e-06   23.5   0.6   1   3    0.0059     0.091    8.2   0.0   298   343    28    81     8    95 0.67 -
48053at50557_29053_0:00114c|STRG.3888.1:798-1589|+    -            264 48053at50557         -            417     2e-06   23.5   0.6   2   3   0.00056    0.0086   11.5   0.0   283   379    97   206    84   228 0.69 -
48053at50557_29053_0:00114c|STRG.3888.1:798-1589|+    -            264 48053at50557         -            417     2e-06   23.5   0.6   3   3      0.99        15    0.8   0.0   274   310   223   259   203   262 0.86 -
48053at50557_64793_0:0029f1|STRG.14135.1:3038-3634|-  -            199 48053at50557         -            417   4.4e-06   22.4   0.0   1   3    0.0081      0.12    7.7   0.0   312   362    41    93    27   116 0.81 -
48053at50557_64793_0:0029f1|STRG.14135.1:3038-3634|-  -            199 48053at50557         -            417   4.4e-06   22.4   0.0   2   3      0.17       2.6    3.4   0.0   217   248   123   158   108   167 0.78 -
48053at50557_64793_0:0029f1|STRG.14135.1:3038-3634|-  -            199 48053at50557         -            417   4.4e-06   22.4   0.0   3   3    0.0071      0.11    7.9   0.0   285   309   175   199   165   199 0.92 -
48053at50557_64793_0:0029f1|STRG.14137.1:4967-5563|-  -            199 48053at50557         -            417   4.4e-06   22.4   0.0   1   3    0.0081      0.12    7.7   0.0   312   362    41    93    27   116 0.81 -
48053at50557_64793_0:0029f1|STRG.14137.1:4967-5563|-  -            199 48053at50557         -            417   4.4e-06   22.4   0.0   2   3      0.17       2.6    3.4   0.0   217   248   123   158   108   167 0.78 -
48053at50557_64793_0:0029f1|STRG.14137.1:4967-5563|-  -            199 48053at50557         -            417   4.4e-06   22.4   0.0   3   3    0.0071      0.11    7.9   0.0   285   309   175   199   165   199 0.92 -
48053at50557_29053_0:00114c|STRG.4684.2:631-1503|+    -            291 48053at50557         -            417   5.3e-06   22.1   0.1   1   3       1.2        18    0.6   0.0   325   344    74    92    67   106 0.78 -
48053at50557_29053_0:00114c|STRG.4684.2:631-1503|+    -            291 48053at50557         -            417   5.3e-06   22.1   0.1   2   3     6e-06   9.2e-05   18.0   0.0   293   380   126   228   110   243 0.68 -
48053at50557_29053_0:00114c|STRG.4684.2:631-1503|+    -            291 48053at50557         -            417   5.3e-06   22.1   0.1   3   3       6.7     1e+02   -1.9   0.0   217   247   252   287   247   289 0.77 -
48053at50557_568069_0:0022d9|STRG.4684.1:484-1341|+   -            286 48053at50557         -            417   8.2e-06   21.5   0.1   1   2       1.1        17    0.7   0.0   325   344    74    92    67   107 0.78 -
48053at50557_568069_0:0022d9|STRG.4684.1:484-1341|+   -            286 48053at50557         -            417   8.2e-06   21.5   0.1   2   2   5.4e-06   8.3e-05   18.2   0.0   293   380   126   228   106   243 0.69 -
48053at50557_568069_0:0022d9|STRG.4684.3:511-1368|+   -            286 48053at50557         -            417   8.2e-06   21.5   0.1   1   2       1.1        17    0.7   0.0   325   344    74    92    67   107 0.78 -
48053at50557_568069_0:0022d9|STRG.4684.3:511-1368|+   -            286 48053at50557         -            417   8.2e-06   21.5   0.1   2   2   5.4e-06   8.3e-05   18.2   0.0   293   380   126   228   106   243 0.69 -
48053at50557_568069_0:0022d9|STRG.4684.4:500-1357|+   -            286 48053at50557         -            417   8.2e-06   21.5   0.1   1   2       1.1        17    0.7   0.0   325   344    74    92    67   107 0.78 -
48053at50557_568069_0:0022d9|STRG.4684.4:500-1357|+   -            286 48053at50557         -            417   8.2e-06   21.5   0.1   2   2   5.4e-06   8.3e-05   18.2   0.0   293   380   126   228   106   243 0.69 -
48053at50557_568069_0:0022d9|STRG.4684.5:866-1723|+   -            286 48053at50557         -            417   8.2e-06   21.5   0.1   1   2       1.1        17    0.7   0.0   325   344    74    92    67   107 0.78 -
48053at50557_568069_0:0022d9|STRG.4684.5:866-1723|+   -            286 48053at50557         -            417   8.2e-06   21.5   0.1   2   2   5.4e-06   8.3e-05   18.2   0.0   293   380   126   228   106   243 0.69 -
48053at50557_568069_0:0022d9|STRG.4684.6:606-1463|+   -            286 48053at50557         -            417   8.2e-06   21.5   0.1   1   2       1.1        17    0.7   0.0   325   344    74    92    67   107 0.78 -
48053at50557_568069_0:0022d9|STRG.4684.6:606-1463|+   -            286 48053at50557         -            417   8.2e-06   21.5   0.1   2   2   5.4e-06   8.3e-05   18.2   0.0   293   380   126   228   106   243 0.69 -
48053at50557_197043_0:005df8|STRG.12385.1:1387-2223|+ -            279 48053at50557         -            417   1.1e-05   21.1   0.1   1   2      0.11       1.7    4.0   0.0   290   310     1    21     1    49 0.79 -
48053at50557_197043_0:005df8|STRG.12385.1:1387-2223|+ -            279 48053at50557         -            417   1.1e-05   21.1   0.1   2   2   5.8e-05   0.00089   14.8   0.0   191   246   218   278   193   279 0.79 -
48053at50557_197043_0:005df8|STRG.12385.2:1390-2226|+ -            279 48053at50557         -            417   1.1e-05   21.1   0.1   1   2      0.11       1.7    4.0   0.0   290   310     1    21     1    49 0.79 -
48053at50557_197043_0:005df8|STRG.12385.2:1390-2226|+ -            279 48053at50557         -            417   1.1e-05   21.1   0.1   2   2   5.8e-05   0.00089   14.8   0.0   191   246   218   278   193   279 0.79 -
48053at50557_197043_0:005df8|STRG.12385.3:1411-2247|+ -            279 48053at50557         -            417   1.1e-05   21.1   0.1   1   2      0.11       1.7    4.0   0.0   290   310     1    21     1    49 0.79 -
48053at50557_197043_0:005df8|STRG.12385.3:1411-2247|+ -            279 48053at50557         -            417   1.1e-05   21.1   0.1   2   2   5.8e-05   0.00089   14.8   0.0   191   246   218   278   193   279 0.79 -
48053at50557_197043_0:005df8|STRG.12385.4:1387-2223|+ -            279 48053at50557         -            417   1.1e-05   21.1   0.1   1   2      0.11       1.7    4.0   0.0   290   310     1    21     1    49 0.79 -
48053at50557_197043_0:005df8|STRG.12385.4:1387-2223|+ -            279 48053at50557         -            417   1.1e-05   21.1   0.1   2   2   5.8e-05   0.00089   14.8   0.0   191   246   218   278   193   279 0.79 -
48053at50557_197043_0:005df8|STRG.12385.5:736-1572|+  -            279 48053at50557         -            417   1.1e-05   21.1   0.1   1   2      0.11       1.7    4.0   0.0   290   310     1    21     1    49 0.79 -
48053at50557_197043_0:005df8|STRG.12385.5:736-1572|+  -            279 48053at50557         -            417   1.1e-05   21.1   0.1   2   2   5.8e-05   0.00089   14.8   0.0   191   246   218   278   193   279 0.79 -
48053at50557_108931_0:0019fa|STRG.15605.3:415-1239|+  -            275 48053at50557         -            417   1.5e-05   20.6   0.2   1   3    0.0057     0.088    8.2   0.1   293   348    19    79     6    87 0.69 -
48053at50557_108931_0:0019fa|STRG.15605.3:415-1239|+  -            275 48053at50557         -            417   1.5e-05   20.6   0.2   2   3     0.029      0.45    5.9   0.0   319   349   115   144   104   172 0.80 -
48053at50557_108931_0:0019fa|STRG.15605.3:415-1239|+  -            275 48053at50557         -            417   1.5e-05   20.6   0.2   3   3      0.27       4.1    2.7   0.0   329   353   207   231   199   270 0.80 -
48053at50557_108931_0:0019fa|STRG.15605.4:415-1239|+  -            275 48053at50557         -            417   1.5e-05   20.6   0.2   1   3    0.0057     0.088    8.2   0.1   293   348    19    79     6    87 0.69 -
48053at50557_108931_0:0019fa|STRG.15605.4:415-1239|+  -            275 48053at50557         -            417   1.5e-05   20.6   0.2   2   3     0.029      0.45    5.9   0.0   319   349   115   144   104   172 0.80 -
48053at50557_108931_0:0019fa|STRG.15605.4:415-1239|+  -            275 48053at50557         -            417   1.5e-05   20.6   0.2   3   3      0.27       4.1    2.7   0.0   329   353   207   231   199   270 0.80 -
48053at50557_307658_0:00145d|STRG.7372.1:0-617|+      -            206 48053at50557         -            417   1.7e-05   20.5   0.1   1   2      0.83        13    1.1   0.0   218   251     1    38     1    45 0.81 -
48053at50557_307658_0:00145d|STRG.7372.1:0-617|+      -            206 48053at50557         -            417   1.7e-05   20.5   0.1   2   2   2.6e-05    0.0004   15.9   0.1   237   375    66   206    43   206 0.67 -
48053at50557_307658_0:00145d|STRG.7372.2:122-739|+    -            206 48053at50557         -            417   1.7e-05   20.5   0.1   1   2      0.83        13    1.1   0.0   218   251     1    38     1    45 0.81 -
48053at50557_307658_0:00145d|STRG.7372.2:122-739|+    -            206 48053at50557         -            417   1.7e-05   20.5   0.1   2   2   2.6e-05    0.0004   15.9   0.1   237   375    66   206    43   206 0.67 -
37475at50557_39758_0:000c43|STRG.14307.1:2036-2764|+  -            243 48053at50557         -            417     3e-05   19.6   0.1   1   3     0.034      0.53    5.6   0.0   319   346     7    34     1    58 0.86 -
37475at50557_39758_0:000c43|STRG.14307.1:2036-2764|+  -            243 48053at50557         -            417     3e-05   19.6   0.1   2   3      0.01      0.15    7.4   0.0   379   417    85   123    71   123 0.88 -
37475at50557_39758_0:000c43|STRG.14307.1:2036-2764|+  -            243 48053at50557         -            417     3e-05   19.6   0.1   3   3      0.19       2.9    3.2   0.0   282   347   140   215   134   227 0.59 -
37475at50557_39758_0:000c43|STRG.14307.2:1913-2641|+  -            243 48053at50557         -            417     3e-05   19.6   0.1   1   3     0.034      0.53    5.6   0.0   319   346     7    34     1    58 0.86 -
37475at50557_39758_0:000c43|STRG.14307.2:1913-2641|+  -            243 48053at50557         -            417     3e-05   19.6   0.1   2   3      0.01      0.15    7.4   0.0   379   417    85   123    71   123 0.88 -
37475at50557_39758_0:000c43|STRG.14307.2:1913-2641|+  -            243 48053at50557         -            417     3e-05   19.6   0.1   3   3      0.19       2.9    3.2   0.0   282   347   140   215   134   227 0.59 -
37475at50557_39758_0:000c43|STRG.14307.3:1638-2366|+  -            243 48053at50557         -            417     3e-05   19.6   0.1   1   3     0.034      0.53    5.6   0.0   319   346     7    34     1    58 0.86 -
37475at50557_39758_0:000c43|STRG.14307.3:1638-2366|+  -            243 48053at50557         -            417     3e-05   19.6   0.1   2   3      0.01      0.15    7.4   0.0   379   417    85   123    71   123 0.88 -
37475at50557_39758_0:000c43|STRG.14307.3:1638-2366|+  -            243 48053at50557         -            417     3e-05   19.6   0.1   3   3      0.19       2.9    3.2   0.0   282   347   140   215   134   227 0.59 -
48053at50557_1629725_0:001d98|STRG.10431.1:258-878|+  -            207 48053at50557         -            417   4.3e-05   19.1   3.7   1   3      0.51       7.8    1.8   0.0   293   340    31    84    15    89 0.72 -
48053at50557_1629725_0:001d98|STRG.10431.1:258-878|+  -            207 48053at50557         -            417   4.3e-05   19.1   3.7   2   3   9.1e-06   0.00014   17.4   1.2   166   251    82   177    76   183 0.71 -
48053at50557_1629725_0:001d98|STRG.10431.1:258-878|+  -            207 48053at50557         -            417   4.3e-05   19.1   3.7   3   3       4.8        74   -1.4   0.0   282   298   189   206   179   207 0.74 -
37475at50557_29031_0:002211|STRG.954.1:1559-1972|+    -            138 48053at50557         -            417   4.6e-05   19.0   0.0   1   3       1.4        21    0.4   0.0   319   344     7    31     4    45 0.76 -
37475at50557_29031_0:002211|STRG.954.1:1559-1972|+    -            138 48053at50557         -            417   4.6e-05   19.0   0.0   2   3    0.0046      0.07    8.5   0.0   284   331    55   102    47   109 0.76 -
37475at50557_29031_0:002211|STRG.954.1:1559-1972|+    -            138 48053at50557         -            417   4.6e-05   19.0   0.0   3   3    0.0092      0.14    7.5   0.0   288   318   103   133    96   136 0.88 -
48053at50557_29053_0:00114c|STRG.14386.1:334-1224|+   -            297 48053at50557         -            417   5.3e-05   18.8   1.1   1   2   0.00014    0.0021   13.5   0.3   290   416    64   211    43   212 0.68 -
48053at50557_29053_0:00114c|STRG.14386.1:334-1224|+   -            297 48053at50557         -            417   5.3e-05   18.8   1.1   2   2    0.0053     0.082    8.3   0.0   285   345   191   261   187   264 0.66 -
48053at50557_29053_0:00114c|STRG.14386.2:21-911|+     -            297 48053at50557         -            417   5.3e-05   18.8   1.1   1   2   0.00014    0.0021   13.5   0.3   290   416    64   211    43   212 0.68 -
48053at50557_29053_0:00114c|STRG.14386.2:21-911|+     -            297 48053at50557         -            417   5.3e-05   18.8   1.1   2   2    0.0053     0.082    8.3   0.0   285   345   191   261   187   264 0.66 -
48053at50557_121225_0:000002|STRG.17926.1:442-1164|+  -            241 48053at50557         -            417   6.7e-05   18.5   0.0   1   1   1.2e-05   0.00018   17.1   0.0   278   381     9   124     2   148 0.65 -
48053at50557_121225_0:000002|STRG.17926.2:442-1164|+  -            241 48053at50557         -            417   6.7e-05   18.5   0.0   1   1   1.2e-05   0.00018   17.1   0.0   278   381     9   124     2   148 0.65 -
48053at50557_121225_0:000002|STRG.17926.3:322-1044|+  -            241 48053at50557         -            417   6.7e-05   18.5   0.0   1   1   1.2e-05   0.00018   17.1   0.0   278   381     9   124     2   148 0.65 -
48053at50557_121225_0:000002|STRG.17926.4:322-1044|+  -            241 48053at50557         -            417   6.7e-05   18.5   0.0   1   1   1.2e-05   0.00018   17.1   0.0   278   381     9   124     2   148 0.65 -
48053at50557_121225_0:000002|STRG.17926.5:442-1164|+  -            241 48053at50557         -            417   6.7e-05   18.5   0.0   1   1   1.2e-05   0.00018   17.1   0.0   278   381     9   124     2   148 0.65 -
48053at50557_121225_0:000002|STRG.5928.1:684-1781|+   -            366 48053at50557         -            417   6.8e-05   18.5   0.0   1   4       1.4        21    0.4   0.0   385   416    36    68     4    70 0.70 -
48053at50557_121225_0:000002|STRG.5928.1:684-1781|+   -            366 48053at50557         -            417   6.8e-05   18.5   0.0   2   4       9.5   1.5e+02   -2.4   0.0   323   342    98   117    88   125 0.76 -
48053at50557_121225_0:000002|STRG.5928.1:684-1781|+   -            366 48053at50557         -            417   6.8e-05   18.5   0.0   3   4      0.86        13    1.0   0.0   330   349   266   285   255   322 0.68 -
48053at50557_121225_0:000002|STRG.5928.1:684-1781|+   -            366 48053at50557         -            417   6.8e-05   18.5   0.0   4   4   0.00037    0.0057   12.1   0.0   207   248   321   366   305   366 0.89 -
37475at50557_136037_0:002606|STRG.5321.1:249-1877|+   -            543 48053at50557         -            417   9.3e-05   18.0   0.1   1   4      0.11       1.6    4.0   0.0   284   313    52    81    38    91 0.81 -
37475at50557_136037_0:002606|STRG.5321.1:249-1877|+   -            543 48053at50557         -            417   9.3e-05   18.0   0.1   2   4     0.099       1.5    4.1   0.0   279   343   178   251   168   262 0.67 -
37475at50557_136037_0:002606|STRG.5321.1:249-1877|+   -            543 48053at50557         -            417   9.3e-05   18.0   0.1   3   4      0.11       1.7    3.9   0.0   213   251   298   340   292   349 0.85 -
37475at50557_136037_0:002606|STRG.5321.1:249-1877|+   -            543 48053at50557         -            417   9.3e-05   18.0   0.1   4   4       6.4        99   -1.8   0.0   357   414   475   540   439   543 0.57 -
48053at50557_29053_0:002b2d|STRG.9037.1:1784-2578|+   -            265 48053at50557         -            417   9.6e-05   18.0   0.8   1   2     0.033      0.51    5.7   0.0   222   344     4    35     1    66 0.67 -
48053at50557_29053_0:002b2d|STRG.9037.1:1784-2578|+   -            265 48053at50557         -            417   9.6e-05   18.0   0.8   2   2     0.007      0.11    7.9   0.4   204   266   176   258   155   264 0.66 -
48053at50557_29053_0:002b2d|STRG.9037.2:1781-2575|+   -            265 48053at50557         -            417   9.6e-05   18.0   0.8   1   2     0.033      0.51    5.7   0.0   222   344     4    35     1    66 0.67 -
48053at50557_29053_0:002b2d|STRG.9037.2:1781-2575|+   -            265 48053at50557         -            417   9.6e-05   18.0   0.8   2   2     0.007      0.11    7.9   0.4   204   266   176   258   155   264 0.66 -
48053at50557_64793_0:0029f1|STRG.6991.1:195-887|+     -            231 48053at50557         -            417   0.00024   16.7   0.1   1   2    0.0037     0.056    8.9   0.0   192   247     3    62     1   156 0.76 -
48053at50557_64793_0:0029f1|STRG.6991.1:195-887|+     -            231 48053at50557         -            417   0.00024   16.7   0.1   2   2     0.053      0.81    5.0   0.1   190   221   169   200   151   219 0.67 -
48053at50557_64793_0:0029f1|STRG.6991.2:333-1025|+    -            231 48053at50557         -            417   0.00024   16.7   0.1   1   2    0.0037     0.056    8.9   0.0   192   247     3    62     1   156 0.76 -
48053at50557_64793_0:0029f1|STRG.6991.2:333-1025|+    -            231 48053at50557         -            417   0.00024   16.7   0.1   2   2     0.053      0.81    5.0   0.1   190   221   169   200   151   219 0.67 -
48053at50557_319348_0:001158|STRG.13807.1:845-1579|+  -            245 48053at50557         -            417   0.00025   16.6   0.2   1   3   0.00067      0.01   11.3   0.0   191   248    14    76     3    79 0.76 -
48053at50557_319348_0:001158|STRG.13807.1:845-1579|+  -            245 48053at50557         -            417   0.00025   16.6   0.2   2   3    0.0011     0.018   10.5   0.0   192   250    58   120    52   135 0.81 -
48053at50557_319348_0:001158|STRG.13807.1:845-1579|+  -            245 48053at50557         -            417   0.00025   16.6   0.2   3   3       8.4   1.3e+02   -2.2   0.0   325   359   193   226   185   235 0.68 -
48053at50557_319348_0:001158|STRG.13807.2:507-1241|+  -            245 48053at50557         -            417   0.00025   16.6   0.2   1   3   0.00067      0.01   11.3   0.0   191   248    14    76     3    79 0.76 -
48053at50557_319348_0:001158|STRG.13807.2:507-1241|+  -            245 48053at50557         -            417   0.00025   16.6   0.2   2   3    0.0011     0.018   10.5   0.0   192   250    58   120    52   135 0.81 -
48053at50557_319348_0:001158|STRG.13807.2:507-1241|+  -            245 48053at50557         -            417   0.00025   16.6   0.2   3   3       8.4   1.3e+02   -2.2   0.0   325   359   193   226   185   235 0.68 -
48053at50557_45779_0:002781|STRG.12385.6:136-879|+    -            248 48053at50557         -            417   0.00036   16.1   0.0   1   1   4.6e-05   0.00071   15.1   0.0   191   246   187   247   162   248 0.78 -
48053at50557_121225_0:000002|STRG.15109.3:177-875|+   -            233 48053at50557         -            417   0.00074   15.1   0.1   1   2     0.068         1    4.7   0.0   297   346    55   108    50   120 0.53 -
