#                                                                                                             --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                         accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                 ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
37475at50557_103372_0:00039a|STRG.14964.1:2-1201|+    -            400 37475at50557         -            589   4.3e-95  315.9   8.0   1   1   1.2e-94   1.3e-93  311.0   8.0   257   566     7   400     4   400 0.86 -
48053at50557_315563_0:00236c|STRG.1509.1:453-2027|+   -            525 37475at50557         -            589   2.1e-09   33.0  16.4   1   7     0.096       1.1    4.2   0.1   148   189    79   120     6   135 0.68 -
48053at50557_315563_0:00236c|STRG.1509.1:453-2027|+   -            525 37475at50557         -            589   2.1e-09   33.0  16.4   2   7      0.15       1.7    3.6   0.1    91   109   147   165   130   170 0.83 -
48053at50557_315563_0:00236c|STRG.1509.1:453-2027|+   -            525 37475at50557         -            589   2.1e-09   33.0  16.4   3   7     0.032      0.36    5.8   0.1   124   186   243   307   234   332 0.75 -
48053at50557_315563_0:00236c|STRG.1509.1:453-2027|+   -            525 37475at50557         -            589   2.1e-09   33.0  16.4   4   7     0.053       0.6    5.1   0.0    76   181   367   401   356   407 0.60 -
48053at50557_315563_0:00236c|STRG.1509.1:453-2027|+   -            525 37475at50557         -            589   2.1e-09   33.0  16.4   5   7      0.19       2.1    3.2   0.0    79   110   412   443   405   447 0.71 -
48053at50557_315563_0:00236c|STRG.1509.1:453-2027|+   -            525 37475at50557         -            589   2.1e-09   33.0  16.4   6   7   0.00011    0.0013   13.9   0.0    52   109   426   484   421   488 0.88 -
48053at50557_315563_0:00236c|STRG.1509.1:453-2027|+   -            525 37475at50557         -            589   2.1e-09   33.0  16.4   7   7      0.14       1.6    3.6   0.4   148   179   494   525   485   525 0.91 -
48053at50557_315563_0:00236c|STRG.1509.2:669-2243|+   -            525 37475at50557         -            589   2.1e-09   33.0  16.4   1   7     0.096       1.1    4.2   0.1   148   189    79   120     6   135 0.68 -
48053at50557_315563_0:00236c|STRG.1509.2:669-2243|+   -            525 37475at50557         -            589   2.1e-09   33.0  16.4   2   7      0.15       1.7    3.6   0.1    91   109   147   165   130   170 0.83 -
48053at50557_315563_0:00236c|STRG.1509.2:669-2243|+   -            525 37475at50557         -            589   2.1e-09   33.0  16.4   3   7     0.032      0.36    5.8   0.1   124   186   243   307   234   332 0.75 -
48053at50557_315563_0:00236c|STRG.1509.2:669-2243|+   -            525 37475at50557         -            589   2.1e-09   33.0  16.4   4   7     0.053       0.6    5.1   0.0    76   181   367   401   356   407 0.60 -
48053at50557_315563_0:00236c|STRG.1509.2:669-2243|+   -            525 37475at50557         -            589   2.1e-09   33.0  16.4   5   7      0.19       2.1    3.2   0.0    79   110   412   443   405   447 0.71 -
48053at50557_315563_0:00236c|STRG.1509.2:669-2243|+   -            525 37475at50557         -            589   2.1e-09   33.0  16.4   6   7   0.00011    0.0013   13.9   0.0    52   109   426   484   421   488 0.88 -
48053at50557_315563_0:00236c|STRG.1509.2:669-2243|+   -            525 37475at50557         -            589   2.1e-09   33.0  16.4   7   7      0.14       1.6    3.6   0.4   148   179   494   525   485   525 0.91 -
48053at50557_315563_0:00236c|STRG.1509.3:451-2025|+   -            525 37475at50557         -            589   2.1e-09   33.0  16.4   1   7     0.096       1.1    4.2   0.1   148   189    79   120     6   135 0.68 -
48053at50557_315563_0:00236c|STRG.1509.3:451-2025|+   -            525 37475at50557         -            589   2.1e-09   33.0  16.4   2   7      0.15       1.7    3.6   0.1    91   109   147   165   130   170 0.83 -
48053at50557_315563_0:00236c|STRG.1509.3:451-2025|+   -            525 37475at50557         -            589   2.1e-09   33.0  16.4   3   7     0.032      0.36    5.8   0.1   124   186   243   307   234   332 0.75 -
48053at50557_315563_0:00236c|STRG.1509.3:451-2025|+   -            525 37475at50557         -            589   2.1e-09   33.0  16.4   4   7     0.053       0.6    5.1   0.0    76   181   367   401   356   407 0.60 -
48053at50557_315563_0:00236c|STRG.1509.3:451-2025|+   -            525 37475at50557         -            589   2.1e-09   33.0  16.4   5   7      0.19       2.1    3.2   0.0    79   110   412   443   405   447 0.71 -
48053at50557_315563_0:00236c|STRG.1509.3:451-2025|+   -            525 37475at50557         -            589   2.1e-09   33.0  16.4   6   7   0.00011    0.0013   13.9   0.0    52   109   426   484   421   488 0.88 -
48053at50557_315563_0:00236c|STRG.1509.3:451-2025|+   -            525 37475at50557         -            589   2.1e-09   33.0  16.4   7   7      0.14       1.6    3.6   0.4   148   179   494   525   485   525 0.91 -
48053at50557_6973_0:001acf|STRG.13802.1:234-950|+     -            239 37475at50557         -            589   5.7e-09   31.5   0.0   1   3     0.021      0.23    6.4   0.0   147   178    42    73     2    85 0.54 -
48053at50557_6973_0:001acf|STRG.13802.1:234-950|+     -            239 37475at50557         -            589   5.7e-09   31.5   0.0   2   3   1.5e-06   1.7e-05   20.1   0.1    76   195    42   174    41   181 0.77 -
48053at50557_6973_0:001acf|STRG.13802.1:234-950|+     -            239 37475at50557         -            589   5.7e-09   31.5   0.0   3   3       1.4        15    0.4   0.0    78   106   211   239   197   239 0.89 -
48053at50557_307658_0:00145d|STRG.7372.1:0-617|+      -            206 37475at50557         -            589   8.5e-09   31.0   3.4   1   4     0.072      0.82    4.6   0.0   149   181     3    35     1    43 0.89 -
48053at50557_307658_0:00145d|STRG.7372.1:0-617|+      -            206 37475at50557         -            589   8.5e-09   31.0   3.4   2   4   0.00083    0.0094   11.0   0.3   148   190    44    86    35    94 0.88 -
48053at50557_307658_0:00145d|STRG.7372.1:0-617|+      -            206 37475at50557         -            589   8.5e-09   31.0   3.4   3   4   0.00049    0.0056   11.8   0.1   156   190   147   181   135   182 0.88 -
48053at50557_307658_0:00145d|STRG.7372.1:0-617|+      -            206 37475at50557         -            589   8.5e-09   31.0   3.4   4   4     0.089         1    4.3   0.0    71   102   175   206   172   206 0.88 -
48053at50557_307658_0:00145d|STRG.7372.2:122-739|+    -            206 37475at50557         -            589   8.5e-09   31.0   3.4   1   4     0.072      0.82    4.6   0.0   149   181     3    35     1    43 0.89 -
48053at50557_307658_0:00145d|STRG.7372.2:122-739|+    -            206 37475at50557         -            589   8.5e-09   31.0   3.4   2   4   0.00083    0.0094   11.0   0.3   148   190    44    86    35    94 0.88 -
48053at50557_307658_0:00145d|STRG.7372.2:122-739|+    -            206 37475at50557         -            589   8.5e-09   31.0   3.4   3   4   0.00049    0.0056   11.8   0.1   156   190   147   181   135   182 0.88 -
48053at50557_307658_0:00145d|STRG.7372.2:122-739|+    -            206 37475at50557         -            589   8.5e-09   31.0   3.4   4   4     0.089         1    4.3   0.0    71   102   175   206   172   206 0.88 -
48053at50557_121225_0:000002|STRG.2473.1:159-908|+    -            250 37475at50557         -            589   1.4e-08   30.2   3.0   1   3     0.023      0.26    6.2   0.3   149   205     3    69     1    80 0.75 -
48053at50557_121225_0:000002|STRG.2473.1:159-908|+    -            250 37475at50557         -            589   1.4e-08   30.2   3.0   2   3   2.5e-05   0.00029   16.0   0.1   125   185   108   170    99   175 0.83 -
48053at50557_121225_0:000002|STRG.2473.1:159-908|+    -            250 37475at50557         -            589   1.4e-08   30.2   3.0   3   3     0.013      0.15    7.1   0.0   147   188   174   215   167   223 0.87 -
48053at50557_121225_0:000002|STRG.16929.1:139-855|+   -            239 37475at50557         -            589   1.6e-08   30.1   2.4   1   5       1.5        17    0.3   0.0   157   189    45    77    15    80 0.74 -
48053at50557_121225_0:000002|STRG.16929.1:139-855|+   -            239 37475at50557         -            589   1.6e-08   30.1   2.4   2   5    0.0036     0.041    8.9   0.4   146   183    76   113    46   120 0.82 -
48053at50557_121225_0:000002|STRG.16929.1:139-855|+   -            239 37475at50557         -            589   1.6e-08   30.1   2.4   3   5       0.3       3.4    2.6   0.0   148   181   121   155   116   163 0.84 -
48053at50557_121225_0:000002|STRG.16929.1:139-855|+   -            239 37475at50557         -            589   1.6e-08   30.1   2.4   4   5   0.00086    0.0097   11.0   0.0   148   189   164   207   156   214 0.82 -
48053at50557_121225_0:000002|STRG.16929.1:139-855|+   -            239 37475at50557         -            589   1.6e-08   30.1   2.4   5   5     0.097       1.1    4.2   0.0    80   108   211   239   206   239 0.82 -
48053at50557_121225_0:000002|STRG.5928.1:684-1781|+   -            366 37475at50557         -            589   4.8e-08   28.5   0.0   1   4      0.22       2.5    3.0   0.0   144   179    34    69    16    75 0.80 -
48053at50557_121225_0:000002|STRG.5928.1:684-1781|+   -            366 37475at50557         -            589   4.8e-08   28.5   0.0   2   4      0.12       1.4    3.9   0.0    71   110    78   118    70   133 0.77 -
48053at50557_121225_0:000002|STRG.5928.1:684-1781|+   -            366 37475at50557         -            589   4.8e-08   28.5   0.0   3   4    0.0089       0.1    7.6   0.0   149   187   247   285   239   296 0.83 -
48053at50557_121225_0:000002|STRG.5928.1:684-1781|+   -            366 37475at50557         -            589   4.8e-08   28.5   0.0   4   4    0.0043     0.049    8.7   0.0    73   180   329   365   300   366 0.58 -
48053at50557_64793_0:0029f1|STRG.16923.1:1914-2534|+  -            207 37475at50557         -            589   5.1e-08   28.4   0.8   1   3         7        79   -2.0   0.0   150   190    10    49     8    62 0.73 -
48053at50557_64793_0:0029f1|STRG.16923.1:1914-2534|+  -            207 37475at50557         -            589   5.1e-08   28.4   0.8   2   3   0.00045     0.005   11.9   0.0   151   246    53   162    42   172 0.75 -
48053at50557_64793_0:0029f1|STRG.16923.1:1914-2534|+  -            207 37475at50557         -            589   5.1e-08   28.4   0.8   3   3     4e-07   4.5e-06   22.0   0.2    84   179    99   207    90   207 0.81 -
48053at50557_64793_0:0029f1|STRG.16923.2:1112-1732|+  -            207 37475at50557         -            589   5.1e-08   28.4   0.8   1   3         7        79   -2.0   0.0   150   190    10    49     8    62 0.73 -
48053at50557_64793_0:0029f1|STRG.16923.2:1112-1732|+  -            207 37475at50557         -            589   5.1e-08   28.4   0.8   2   3   0.00045     0.005   11.9   0.0   151   246    53   162    42   172 0.75 -
48053at50557_64793_0:0029f1|STRG.16923.2:1112-1732|+  -            207 37475at50557         -            589   5.1e-08   28.4   0.8   3   3     4e-07   4.5e-06   22.0   0.2    84   179    99   207    90   207 0.81 -
48053at50557_13249_0:0016bb|STRG.3746.1:1446-2237|+   -            264 37475at50557         -            589     6e-08   28.2  12.2   1   5    0.0019     0.022    9.8   2.2    93   182     4   102     1   110 0.72 -
48053at50557_13249_0:0016bb|STRG.3746.1:1446-2237|+   -            264 37475at50557         -            589     6e-08   28.2  12.2   2   5     0.027       0.3    6.0   0.0   163   189   123   149   110   158 0.80 -
48053at50557_13249_0:0016bb|STRG.3746.1:1446-2237|+   -            264 37475at50557         -            589     6e-08   28.2  12.2   3   5       1.5        17    0.3   0.0   166   182   166   182   148   191 0.77 -
48053at50557_13249_0:0016bb|STRG.3746.1:1446-2237|+   -            264 37475at50557         -            589     6e-08   28.2  12.2   4   5    0.0037     0.041    8.9   0.3   161   188   201   228   171   235 0.85 -
48053at50557_13249_0:0016bb|STRG.3746.1:1446-2237|+   -            264 37475at50557         -            589     6e-08   28.2  12.2   5   5      0.34       3.8    2.4   0.0    80   180   236   263   233   264 0.52 -
48053at50557_56086_0:003c0d|STRG.5325.1:614-1480|+    -            289 37475at50557         -            589   6.6e-08   28.0   2.4   1   5       7.7        87   -2.1   0.0   166   182    23    39    16    51 0.85 -
48053at50557_56086_0:003c0d|STRG.5325.1:614-1480|+    -            289 37475at50557         -            589   6.6e-08   28.0   2.4   2   5   1.6e-05   0.00018   16.7   0.0    54   109    69   127    55   137 0.82 -
48053at50557_56086_0:003c0d|STRG.5325.1:614-1480|+    -            289 37475at50557         -            589   6.6e-08   28.0   2.4   3   5    0.0038     0.042    8.8   0.0    75   114   135   174   128   188 0.88 -
48053at50557_56086_0:003c0d|STRG.5325.1:614-1480|+    -            289 37475at50557         -            589   6.6e-08   28.0   2.4   4   5       9.2     1e+02   -2.4   0.0    95   108   220   233   215   239 0.73 -
48053at50557_56086_0:003c0d|STRG.5325.1:614-1480|+    -            289 37475at50557         -            589   6.6e-08   28.0   2.4   5   5       3.1        35   -0.8   0.0    75   108   255   288   244   289 0.61 -
48053at50557_1629725_0:001d98|STRG.10431.1:258-878|+  -            207 37475at50557         -            589   7.2e-08   27.9   2.2   1   3   3.6e-07   4.1e-06   22.1   0.5    14   117    27   137    16   142 0.84 -
48053at50557_1629725_0:001d98|STRG.10431.1:258-878|+  -            207 37475at50557         -            589   7.2e-08   27.9   2.2   2   3     0.056      0.63    5.0   0.1   148   181   141   174   132   195 0.87 -
48053at50557_1629725_0:001d98|STRG.10431.1:258-878|+  -            207 37475at50557         -            589   7.2e-08   27.9   2.2   3   3      0.36         4    2.3   0.1    53   102   158   207   150   207 0.68 -
48053at50557_79782_0:00090a|STRG.5325.1:1742-2650|+   -            303 37475at50557         -            589   8.2e-08   27.7   2.5   1   3      0.44         5    2.0   0.0   146   184     4    41     2    44 0.84 -
48053at50557_79782_0:00090a|STRG.5325.1:1742-2650|+   -            303 37475at50557         -            589   8.2e-08   27.7   2.5   2   3   6.5e-06   7.3e-05   18.0   0.5    59   139    82   165    13   179 0.71 -
48053at50557_79782_0:00090a|STRG.5325.1:1742-2650|+   -            303 37475at50557         -            589   8.2e-08   27.7   2.5   3   3     0.052      0.58    5.1   0.1    97   180   228   302   219   303 0.67 -
48053at50557_211228_0:000308|STRG.12074.1:1815-2930|+ -            372 37475at50557         -            589   1.3e-07   27.1   0.2   1   5    0.0014     0.016   10.3   0.0   146   245   106   135    51   139 0.51 -
48053at50557_211228_0:000308|STRG.12074.1:1815-2930|+ -            372 37475at50557         -            589   1.3e-07   27.1   0.2   2   5      0.63       7.1    1.5   0.0   146   191   153   203   145   212 0.73 -
48053at50557_211228_0:000308|STRG.12074.1:1815-2930|+ -            372 37475at50557         -            589   1.3e-07   27.1   0.2   3   5      0.27       3.1    2.7   0.0   149   187   203   240   197   247 0.80 -
48053at50557_211228_0:000308|STRG.12074.1:1815-2930|+ -            372 37475at50557         -            589   1.3e-07   27.1   0.2   4   5      0.48       5.5    1.9   0.0    70   103   285   318   257   330 0.68 -
48053at50557_211228_0:000308|STRG.12074.1:1815-2930|+ -            372 37475at50557         -            589   1.3e-07   27.1   0.2   5   5       1.5        17    0.2   0.1    77   108   338   369   335   371 0.88 -
48053at50557_211228_0:000308|STRG.12074.2:1737-2852|+ -            372 37475at50557         -            589   1.3e-07   27.1   0.2   1   5    0.0014     0.016   10.3   0.0   146   245   106   135    51   139 0.51 -
48053at50557_211228_0:000308|STRG.12074.2:1737-2852|+ -            372 37475at50557         -            589   1.3e-07   27.1   0.2   2   5      0.63       7.1    1.5   0.0   146   191   153   203   145   212 0.73 -
48053at50557_211228_0:000308|STRG.12074.2:1737-2852|+ -            372 37475at50557         -            589   1.3e-07   27.1   0.2   3   5      0.27       3.1    2.7   0.0   149   187   203   240   197   247 0.80 -
48053at50557_211228_0:000308|STRG.12074.2:1737-2852|+ -            372 37475at50557         -            589   1.3e-07   27.1   0.2   4   5      0.48       5.5    1.9   0.0    70   103   285   318   257   330 0.68 -
48053at50557_211228_0:000308|STRG.12074.2:1737-2852|+ -            372 37475at50557         -            589   1.3e-07   27.1   0.2   5   5       1.5        17    0.2   0.1    77   108   338   369   335   371 0.88 -
48053at50557_108931_0:0019fa|STRG.1723.1:1012-1836|+  -            275 37475at50557         -            589   1.9e-07   26.5   2.1   1   4     0.067      0.75    4.7   0.1   165   191     4    30     1    57 0.76 -
48053at50557_108931_0:0019fa|STRG.1723.1:1012-1836|+  -            275 37475at50557         -            589   1.9e-07   26.5   2.1   2   4      0.42       4.8    2.1   0.0   147   189    74   115    61   117 0.76 -
48053at50557_108931_0:0019fa|STRG.1723.1:1012-1836|+  -            275 37475at50557         -            589   1.9e-07   26.5   2.1   3   4    0.0035     0.039    9.0   0.0   150   203   118   181   114   193 0.77 -
48053at50557_108931_0:0019fa|STRG.1723.1:1012-1836|+  -            275 37475at50557         -            589   1.9e-07   26.5   2.1   4   4     0.008     0.091    7.8   0.0   149   184   200   238   192   270 0.85 -
37475at50557_7029_0:0049bc|STRG.15555.1:361-708|+     -            116 37475at50557         -            589   1.9e-07   26.5   4.1   1   2    0.0003    0.0033   12.5   0.4    74   112     3    41     1    42 0.88 -
37475at50557_7029_0:0049bc|STRG.15555.1:361-708|+     -            116 37475at50557         -            589   1.9e-07   26.5   4.1   2   2     4e-05   0.00045   15.4   0.3   150   200    53   115    43   116 0.78 -
37475at50557_7029_0:0049bc|STRG.15555.2:168-515|+     -            116 37475at50557         -            589   1.9e-07   26.5   4.1   1   2    0.0003    0.0033   12.5   0.4    74   112     3    41     1    42 0.88 -
37475at50557_7029_0:0049bc|STRG.15555.2:168-515|+     -            116 37475at50557         -            589   1.9e-07   26.5   4.1   2   2     4e-05   0.00045   15.4   0.3   150   200    53   115    43   116 0.78 -
37475at50557_7029_0:0049bc|STRG.15555.3:39-386|+      -            116 37475at50557         -            589   1.9e-07   26.5   4.1   1   2    0.0003    0.0033   12.5   0.4    74   112     3    41     1    42 0.88 -
37475at50557_7029_0:0049bc|STRG.15555.3:39-386|+      -            116 37475at50557         -            589   1.9e-07   26.5   4.1   2   2     4e-05   0.00045   15.4   0.3   150   200    53   115    43   116 0.78 -
48053at50557_168631_0:000bf2|STRG.4714.1:382-738|+    -            119 37475at50557         -            589   2.2e-07   26.3   1.6   1   3    0.0046     0.052    8.6   0.0   149   185     2    38     1    41 0.91 -
48053at50557_168631_0:000bf2|STRG.4714.1:382-738|+    -            119 37475at50557         -            589   2.2e-07   26.3   1.6   2   3   3.3e-05   0.00038   15.6   0.1   145   190    41    86    36    92 0.91 -
48053at50557_168631_0:000bf2|STRG.4714.1:382-738|+    -            119 37475at50557         -            589   2.2e-07   26.3   1.6   3   3      0.49       5.5    1.9   0.1   146   180    84   118    82   119 0.84 -
37475at50557_39758_0:000c43|STRG.7497.1:1097-1693|+   -            199 37475at50557         -            589   2.5e-07   26.1   2.6   1   2   4.4e-07     5e-06   21.8   0.1    73   110    68   105    47   114 0.86 -
37475at50557_39758_0:000c43|STRG.7497.1:1097-1693|+   -            199 37475at50557         -            589   2.5e-07   26.1   2.6   2   2      0.12       1.4    3.9   0.4   149   186   121   161   110   184 0.72 -
48053at50557_108931_0:0019fa|STRG.18490.1:309-1139|+  -            277 37475at50557         -            589   2.6e-07   26.1   1.8   1   2   0.00056    0.0063   11.6   0.1    71   109    25    63     4    68 0.79 -
48053at50557_108931_0:0019fa|STRG.18490.1:309-1139|+  -            277 37475at50557         -            589   2.6e-07   26.1   1.8   2   2   0.00064    0.0072   11.4   0.1   118   241   137   269   132   274 0.71 -
48053at50557_224129_0:000b24|STRG.2670.1:453-1226|+   -            258 37475at50557         -            589   2.6e-07   26.1   1.0   1   3     0.033      0.38    5.7   0.0   151   187    14    50     6    53 0.82 -
48053at50557_224129_0:000b24|STRG.2670.1:453-1226|+   -            258 37475at50557         -            589   2.6e-07   26.1   1.0   2   3     0.016      0.18    6.8   0.0   146   189    51    94    45   101 0.88 -
48053at50557_224129_0:000b24|STRG.2670.1:453-1226|+   -            258 37475at50557         -            589   2.6e-07   26.1   1.0   3   3    0.0073     0.082    7.9   0.4    93   183   111   212    97   221 0.65 -
48053at50557_224129_0:000b24|STRG.4106.1:114-953|+    -            280 37475at50557         -            589   2.8e-07   25.9   0.2   1   2   4.6e-05   0.00052   15.2   0.3   146   241    28   136    10   146 0.68 -
48053at50557_224129_0:000b24|STRG.4106.1:114-953|+    -            280 37475at50557         -            589   2.8e-07   25.9   0.2   2   2    0.0018     0.021    9.9   0.0   120   205   124   222   119   266 0.68 -
48053at50557_307658_0:00145d|STRG.17188.2:1847-2434|+ -            196 37475at50557         -            589   3.2e-07   25.8   0.3   1   2   1.2e-05   0.00014   17.1   0.1   145   192    11    59     6    74 0.88 -
48053at50557_307658_0:00145d|STRG.17188.2:1847-2434|+ -            196 37475at50557         -            589   3.2e-07   25.8   0.3   2   2     0.014      0.16    7.0   0.0     6    34   106   134   100   151 0.86 -
37475at50557_83485_0:000559|STRG.16794.2:21-593|+     -            191 37475at50557         -            589   4.5e-07   25.3   4.7   1   4     0.012      0.13    7.2   0.0   157   179    12    34     7    47 0.88 -
37475at50557_83485_0:000559|STRG.16794.2:21-593|+     -            191 37475at50557         -            589   4.5e-07   25.3   4.7   2   4    0.0067     0.075    8.0   0.1    73   108    60    95    43    98 0.83 -
37475at50557_83485_0:000559|STRG.16794.2:21-593|+     -            191 37475at50557         -            589   4.5e-07   25.3   4.7   3   4     0.013      0.14    7.1   0.2   223   251   113   141    99   146 0.80 -
37475at50557_83485_0:000559|STRG.16794.2:21-593|+     -            191 37475at50557         -            589   4.5e-07   25.3   4.7   4   4      0.17       1.9    3.4   0.0   177   214   145   184   136   190 0.61 -
48053at50557_166423_0:00101b|STRG.1353.1:27-737|+     -            237 37475at50557         -            589   4.7e-07   25.2   0.1   1   2     1e-05   0.00012   17.3   0.2    96   246     5   184     1   190 0.68 -
48053at50557_166423_0:00101b|STRG.1353.1:27-737|+     -            237 37475at50557         -            589   4.7e-07   25.2   0.1   2   2     0.039      0.44    5.5   0.0    78   108   207   237   200   237 0.88 -
48053at50557_1155016_0:001034|STRG.1917.1:713-1441|+  -            243 37475at50557         -            589   5.2e-07   25.1   0.5   1   2   1.6e-06   1.8e-05   20.0   0.0    78   137    81   141    60   154 0.87 -
48053at50557_1155016_0:001034|STRG.1917.1:713-1441|+  -            243 37475at50557         -            589   5.2e-07   25.1   0.5   2   2      0.29       3.2    2.6   0.0   148   180   208   242   194   243 0.79 -
48053at50557_1155016_0:001034|STRG.1917.2:531-1259|+  -            243 37475at50557         -            589   5.2e-07   25.1   0.5   1   2   1.6e-06   1.8e-05   20.0   0.0    78   137    81   141    60   154 0.87 -
48053at50557_1155016_0:001034|STRG.1917.2:531-1259|+  -            243 37475at50557         -            589   5.2e-07   25.1   0.5   2   2      0.29       3.2    2.6   0.0   148   180   208   242   194   243 0.79 -
48053at50557_121225_0:000002|STRG.17926.1:442-1164|+  -            241 37475at50557         -            589   7.1e-07   24.6   2.5   1   3   0.00034    0.0039   12.3   0.1   145   191     3    51     1    58 0.81 -
48053at50557_121225_0:000002|STRG.17926.1:442-1164|+  -            241 37475at50557         -            589   7.1e-07   24.6   2.5   2   3    0.0044      0.05    8.6   0.2   158   183    59    84    56    97 0.77 -
48053at50557_121225_0:000002|STRG.17926.1:442-1164|+  -            241 37475at50557         -            589   7.1e-07   24.6   2.5   3   3      0.24       2.7    2.9   0.0   148   182    92   127    83   140 0.75 -
48053at50557_121225_0:000002|STRG.17926.2:442-1164|+  -            241 37475at50557         -            589   7.1e-07   24.6   2.5   1   3   0.00034    0.0039   12.3   0.1   145   191     3    51     1    58 0.81 -
48053at50557_121225_0:000002|STRG.17926.2:442-1164|+  -            241 37475at50557         -            589   7.1e-07   24.6   2.5   2   3    0.0044      0.05    8.6   0.2   158   183    59    84    56    97 0.77 -
48053at50557_121225_0:000002|STRG.17926.2:442-1164|+  -            241 37475at50557         -            589   7.1e-07   24.6   2.5   3   3      0.24       2.7    2.9   0.0   148   182    92   127    83   140 0.75 -
48053at50557_121225_0:000002|STRG.17926.3:322-1044|+  -            241 37475at50557         -            589   7.1e-07   24.6   2.5   1   3   0.00034    0.0039   12.3   0.1   145   191     3    51     1    58 0.81 -
48053at50557_121225_0:000002|STRG.17926.3:322-1044|+  -            241 37475at50557         -            589   7.1e-07   24.6   2.5   2   3    0.0044      0.05    8.6   0.2   158   183    59    84    56    97 0.77 -
48053at50557_121225_0:000002|STRG.17926.3:322-1044|+  -            241 37475at50557         -            589   7.1e-07   24.6   2.5   3   3      0.24       2.7    2.9   0.0   148   182    92   127    83   140 0.75 -
48053at50557_121225_0:000002|STRG.17926.4:322-1044|+  -            241 37475at50557         -            589   7.1e-07   24.6   2.5   1   3   0.00034    0.0039   12.3   0.1   145   191     3    51     1    58 0.81 -
48053at50557_121225_0:000002|STRG.17926.4:322-1044|+  -            241 37475at50557         -            589   7.1e-07   24.6   2.5   2   3    0.0044      0.05    8.6   0.2   158   183    59    84    56    97 0.77 -
48053at50557_121225_0:000002|STRG.17926.4:322-1044|+  -            241 37475at50557         -            589   7.1e-07   24.6   2.5   3   3      0.24       2.7    2.9   0.0   148   182    92   127    83   140 0.75 -
48053at50557_121225_0:000002|STRG.17926.5:442-1164|+  -            241 37475at50557         -            589   7.1e-07   24.6   2.5   1   3   0.00034    0.0039   12.3   0.1   145   191     3    51     1    58 0.81 -
48053at50557_121225_0:000002|STRG.17926.5:442-1164|+  -            241 37475at50557         -            589   7.1e-07   24.6   2.5   2   3    0.0044      0.05    8.6   0.2   158   183    59    84    56    97 0.77 -
48053at50557_121225_0:000002|STRG.17926.5:442-1164|+  -            241 37475at50557         -            589   7.1e-07   24.6   2.5   3   3      0.24       2.7    2.9   0.0   148   182    92   127    83   140 0.75 -
48053at50557_168631_0:000bf2|STRG.15382.1:330-881|+   -            184 37475at50557         -            589   8.5e-07   24.4   0.0   1   2    0.0013     0.015   10.4   0.0   148   192    30    74     2    84 0.85 -
48053at50557_168631_0:000bf2|STRG.15382.1:330-881|+   -            184 37475at50557         -            589   8.5e-07   24.4   0.0   2   2    0.0003    0.0034   12.5   0.0    16   108    87   184    78   184 0.73 -
48053at50557_29053_0:00114c|STRG.3888.1:798-1589|+    -            264 37475at50557         -            589   8.9e-07   24.3   2.0   1   3    0.0026     0.029    9.4   0.0   147   186     3    43     1    49 0.85 -
48053at50557_29053_0:00114c|STRG.3888.1:798-1589|+    -            264 37475at50557         -            589   8.9e-07   24.3   2.0   2   3      0.17       1.9    3.4   0.1    56   108   112   165    99   169 0.79 -
48053at50557_29053_0:00114c|STRG.3888.1:798-1589|+    -            264 37475at50557         -            589   8.9e-07   24.3   2.0   3   3     0.099       1.1    4.2   0.0   121   181   199   257   183   261 0.59 -
48053at50557_64793_0:0029f1|STRG.6991.1:195-887|+     -            231 37475at50557         -            589   9.6e-07   24.2   1.6   1   2   1.2e-05   0.00014   17.1   0.0   123   184     2    66     1    84 0.79 -
48053at50557_64793_0:0029f1|STRG.6991.1:195-887|+     -            231 37475at50557         -            589   9.6e-07   24.2   1.6   2   2     0.045      0.51    5.3   0.4   153   190   161   198   120   212 0.81 -
48053at50557_64793_0:0029f1|STRG.6991.2:333-1025|+    -            231 37475at50557         -            589   9.6e-07   24.2   1.6   1   2   1.2e-05   0.00014   17.1   0.0   123   184     2    66     1    84 0.79 -
48053at50557_64793_0:0029f1|STRG.6991.2:333-1025|+    -            231 37475at50557         -            589   9.6e-07   24.2   1.6   2   2     0.045      0.51    5.3   0.4   153   190   161   198   120   212 0.81 -
48053at50557_45779_0:002781|STRG.5543.1:339-1064|+    -            242 37475at50557         -            589   1.5e-06   23.5   2.8   1   2   2.7e-06   3.1e-05   19.2   1.4   148   255     9   138     5   158 0.74 -
48053at50557_45779_0:002781|STRG.5543.1:339-1064|+    -            242 37475at50557         -            589   1.5e-06   23.5   2.8   2   2       2.6        30   -0.5   0.0   222   254   207   239   203   241 0.83 -
48053at50557_45779_0:002781|STRG.5543.2:628-1353|+    -            242 37475at50557         -            589   1.5e-06   23.5   2.8   1   2   2.7e-06   3.1e-05   19.2   1.4   148   255     9   138     5   158 0.74 -
48053at50557_45779_0:002781|STRG.5543.2:628-1353|+    -            242 37475at50557         -            589   1.5e-06   23.5   2.8   2   2       2.6        30   -0.5   0.0   222   254   207   239   203   241 0.83 -
