#                                                                                                               --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                           accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                   ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
31374at50557_103372_0:0017b9|STRG.8335.1:0-1955|+       -            652 31374at50557         -            569  1.9e-291  966.2  18.7   1   1  5.7e-291  1.7e-289  959.7  18.7     1   569     4   646     4   646 0.94 -
13625at50557_103372_0:00203b|STRG.1917.2:0-2378|+       -            793 31374at50557         -            569   2.1e-24   84.5  20.5   2   4      0.83        25    1.7   0.8   205   304   109   205   101   219 0.67 -
13625at50557_103372_0:00203b|STRG.1917.2:0-2378|+       -            793 31374at50557         -            569   2.1e-24   84.5  20.5   3   4   1.1e-15   3.3e-14   50.9   0.7   361   473   233   345   220   371 0.86 -
13625at50557_103372_0:00203b|STRG.1917.2:0-2378|+       -            793 31374at50557         -            569   2.1e-24   84.5  20.5   4   4   3.3e-09     1e-07   29.5   0.0   360   532   359   523   349   540 0.79 -
78072at50557_110193_0:0018f8|STRG.17214.1:15-785|+      -            257 31374at50557         -            569   2.1e-24   84.5   5.0   1   3     6e-06   0.00018   18.7   0.1   404   477    25   106     5   110 0.74 -
78072at50557_110193_0:0018f8|STRG.17214.1:15-785|+      -            257 31374at50557         -            569   2.1e-24   84.5   5.0   2   3   2.3e-07   6.8e-06   23.4   0.7   387   473   100   185    95   188 0.81 -
78072at50557_110193_0:0018f8|STRG.17214.1:15-785|+      -            257 31374at50557         -            569   2.1e-24   84.5   5.0   3   3   8.5e-15   2.6e-13   47.9   0.1   341   418   179   255   173   257 0.91 -
76755at50557_64793_0:0021c2|STRG.1353.1:0-959|+         -            320 31374at50557         -            569   2.3e-24   84.4   5.6   1   3    0.0021     0.064   10.3   0.1   402   462    12    71     3    75 0.87 -
76755at50557_64793_0:0021c2|STRG.1353.1:0-959|+         -            320 31374at50557         -            569   2.3e-24   84.4   5.6   2   3   2.8e-09   8.5e-08   29.7   0.0   382   469    77   165    73   201 0.87 -
76755at50557_64793_0:0021c2|STRG.1353.1:0-959|+         -            320 31374at50557         -            569   2.3e-24   84.4   5.6   3   3   3.6e-14   1.1e-12   45.9   0.6   341   440   213   313   207   317 0.89 -
71739at50557_103372_0:00145d|STRG.7372.1:0-965|+        -            322 31374at50557         -            569   2.5e-24   84.3   0.0   1   3   7.6e-13   2.3e-11   41.5   0.1   386   502     3   119     1   151 0.89 -
71739at50557_103372_0:00145d|STRG.7372.1:0-965|+        -            322 31374at50557         -            569   2.5e-24   84.3   0.0   2   3     2e-09   5.9e-08   30.2   0.0   360   426   156   222   142   228 0.90 -
71739at50557_103372_0:00145d|STRG.7372.1:0-965|+        -            322 31374at50557         -            569   2.5e-24   84.3   0.0   3   3    0.0054      0.16    9.0   0.0   338   373   273   308   270   313 0.82 -
43553at50557_103372_0:0013d1|STRG.7364.1:0-1127|+       -            376 31374at50557         -            569   3.1e-24   84.0   5.4   1   3   2.7e-15     8e-14   49.6   0.1   384   460    38   115    29   130 0.92 -
43553at50557_103372_0:0013d1|STRG.7364.1:0-1127|+       -            376 31374at50557         -            569   3.1e-24   84.0   5.4   2   3   0.00053     0.016   12.3   0.0   422   478   159   215   156   220 0.93 -
43553at50557_103372_0:0013d1|STRG.7364.1:0-1127|+       -            376 31374at50557         -            569   3.1e-24   84.0   5.4   3   3   5.3e-09   1.6e-07   28.8   1.2   343   468   206   330   204   365 0.78 -
71739at50557_103372_0:00145d|STRG.7372.2:110-1042|+     -            311 31374at50557         -            569   4.1e-24   83.6   0.1   1   3   5.7e-13   1.7e-11   41.9   0.1   385   502     6   123     4   155 0.89 -
71739at50557_103372_0:00145d|STRG.7372.2:110-1042|+     -            311 31374at50557         -            569   4.1e-24   83.6   0.1   2   3   1.8e-09   5.5e-08   30.3   0.0   360   426   160   226   146   232 0.90 -
71739at50557_103372_0:00145d|STRG.7372.2:110-1042|+     -            311 31374at50557         -            569   4.1e-24   83.6   0.1   3   3     0.012      0.37    7.8   0.0   338   369   277   308   274   311 0.80 -
43553at50557_103372_0:0013d1|STRG.7364.2:0-1190|+       -            397 31374at50557         -            569   4.5e-24   83.4   5.2   1   3     3e-15     9e-14   49.4   0.1   384   460    81   158    71   172 0.92 -
43553at50557_103372_0:0013d1|STRG.7364.2:0-1190|+       -            397 31374at50557         -            569   4.5e-24   83.4   5.2   2   3   0.00061     0.018   12.1   0.0   422   478   202   258   199   262 0.93 -
43553at50557_103372_0:0013d1|STRG.7364.2:0-1190|+       -            397 31374at50557         -            569   4.5e-24   83.4   5.2   3   3   4.2e-09   1.3e-07   29.1   0.7   342   468   248   373   244   396 0.77 -
56099at50557_103372_0:001a7e|STRG.18490.1:87-1418|+     -            444 31374at50557         -            569   4.7e-23   80.1   0.8   1   3   1.7e-08   5.1e-07   27.1   0.0   343   418    62   138    56   174 0.88 -
56099at50557_103372_0:001a7e|STRG.18490.1:87-1418|+     -            444 31374at50557         -            569   4.7e-23   80.1   0.8   2   3    0.0011     0.033   11.3   0.0   404   469   169   235   165   245 0.77 -
56099at50557_103372_0:001a7e|STRG.18490.1:87-1418|+     -            444 31374at50557         -            569   4.7e-23   80.1   0.8   3   3   3.9e-12   1.2e-10   39.2   0.1   352   472   242   365   239   374 0.86 -
56099at50557_103372_0:001a7e|STRG.18490.2:87-1425|+     -            443 31374at50557         -            569   8.4e-23   79.2   0.8   1   3   1.8e-08   5.3e-07   27.1   0.1   343   418    62   138    56   173 0.89 -
56099at50557_103372_0:001a7e|STRG.18490.2:87-1425|+     -            443 31374at50557         -            569   8.4e-23   79.2   0.8   2   3    0.0022     0.066   10.3   0.0   404   469   169   234   165   242 0.83 -
56099at50557_103372_0:001a7e|STRG.18490.2:87-1425|+     -            443 31374at50557         -            569   8.4e-23   79.2   0.8   3   3   3.8e-12   1.1e-10   39.2   0.1   352   472   241   364   238   373 0.86 -
14512at50557_197043_0:0050fb|STRG.4714.1:382-726|+      -            115 31374at50557         -            569   1.4e-22   78.5   1.3   1   1   5.1e-24   1.5e-22   78.4   1.3   343   456     1   115     1   115 0.98 -
40115at50557_123851_0:00295a|STRG.12074.1:1953-2921|+   -            323 31374at50557         -            569   2.3e-22   77.8   5.1   1   5      0.28       8.3    3.3   0.0   434   459    14    39     6    53 0.68 -
40115at50557_123851_0:00295a|STRG.12074.1:1953-2921|+   -            323 31374at50557         -            569   2.3e-22   77.8   5.1   2   5   5.7e-05    0.0017   15.5   0.0   501   541    63   103    53   118 0.70 -
40115at50557_123851_0:00295a|STRG.12074.1:1953-2921|+   -            323 31374at50557         -            569   2.3e-22   77.8   5.1   3   5       3.1        92   -0.1   0.0   501   534   110   148    95   155 0.66 -
40115at50557_123851_0:00295a|STRG.12074.1:1953-2921|+   -            323 31374at50557         -            569   2.3e-22   77.8   5.1   4   5   7.8e-06   0.00023   18.3   0.2   341   384   154   196   133   208 0.84 -
40115at50557_123851_0:00295a|STRG.12074.1:1953-2921|+   -            323 31374at50557         -            569   2.3e-22   77.8   5.1   5   5   1.6e-11   4.9e-10   37.1   0.2   349   458   210   323   202   323 0.89 -
40115at50557_123851_0:00295a|STRG.12074.2:1875-2843|+   -            323 31374at50557         -            569   2.3e-22   77.8   5.1   1   5      0.28       8.3    3.3   0.0   434   459    14    39     6    53 0.68 -
40115at50557_123851_0:00295a|STRG.12074.2:1875-2843|+   -            323 31374at50557         -            569   2.3e-22   77.8   5.1   2   5   5.7e-05    0.0017   15.5   0.0   501   541    63   103    53   118 0.70 -
40115at50557_123851_0:00295a|STRG.12074.2:1875-2843|+   -            323 31374at50557         -            569   2.3e-22   77.8   5.1   3   5       3.1        92   -0.1   0.0   501   534   110   148    95   155 0.66 -
40115at50557_123851_0:00295a|STRG.12074.2:1875-2843|+   -            323 31374at50557         -            569   2.3e-22   77.8   5.1   4   5   7.8e-06   0.00023   18.3   0.2   341   384   154   196   133   208 0.84 -
40115at50557_123851_0:00295a|STRG.12074.2:1875-2843|+   -            323 31374at50557         -            569   2.3e-22   77.8   5.1   5   5   1.6e-11   4.9e-10   37.1   0.2   349   458   210   323   202   323 0.89 -
40115at50557_123851_0:00295a|STRG.12074.4:1792-2760|+   -            323 31374at50557         -            569   2.3e-22   77.8   5.1   1   5      0.28       8.3    3.3   0.0   434   459    14    39     6    53 0.68 -
40115at50557_123851_0:00295a|STRG.12074.4:1792-2760|+   -            323 31374at50557         -            569   2.3e-22   77.8   5.1   2   5   5.7e-05    0.0017   15.5   0.0   501   541    63   103    53   118 0.70 -
40115at50557_123851_0:00295a|STRG.12074.4:1792-2760|+   -            323 31374at50557         -            569   2.3e-22   77.8   5.1   3   5       3.1        92   -0.1   0.0   501   534   110   148    95   155 0.66 -
40115at50557_123851_0:00295a|STRG.12074.4:1792-2760|+   -            323 31374at50557         -            569   2.3e-22   77.8   5.1   4   5   7.8e-06   0.00023   18.3   0.2   341   384   154   196   133   208 0.84 -
40115at50557_123851_0:00295a|STRG.12074.4:1792-2760|+   -            323 31374at50557         -            569   2.3e-22   77.8   5.1   5   5   1.6e-11   4.9e-10   37.1   0.2   349   458   210   323   202   323 0.89 -
80377at50557_123851_0:001311|STRG.4993.1:456-1250|+     -            265 31374at50557         -            569   4.8e-22   76.7   0.9   1   3    0.0098      0.29    8.1   0.0   503   535     4    36     1    46 0.87 -
80377at50557_123851_0:001311|STRG.4993.1:456-1250|+     -            265 31374at50557         -            569   4.8e-22   76.7   0.9   2   3   1.1e-05   0.00032   17.9   0.0   424   465    58    99    50   109 0.61 -
80377at50557_123851_0:001311|STRG.4993.1:456-1250|+     -            265 31374at50557         -            569   4.8e-22   76.7   0.9   3   3   1.5e-14   4.5e-13   47.1   0.6   348   466   110   233    99   242 0.87 -
12735at50557_34720_0:000d5c|STRG.14307.2:281-3169|+     -            963 31374at50557         -            569   7.5e-22   76.1   4.8   1   3   8.5e-06   0.00026   18.2   0.0   388   417   545   574   535   584 0.93 -
12735at50557_34720_0:000d5c|STRG.14307.2:281-3169|+     -            963 31374at50557         -            569   7.5e-22   76.1   4.8   2   3   6.8e-12   2.1e-10   38.3   1.4   343   452   637   747   632   774 0.55 -
12735at50557_34720_0:000d5c|STRG.14307.2:281-3169|+     -            963 31374at50557         -            569   7.5e-22   76.1   4.8   3   3   6.4e-06   0.00019   18.6   0.0   361   421   790   852   779   887 0.87 -
12735at50557_34720_0:000d5c|STRG.14307.3:3-2894|+       -            964 31374at50557         -            569   7.7e-22   76.1   4.8   1   3   8.5e-06   0.00026   18.2   0.0   388   417   546   575   536   585 0.93 -
12735at50557_34720_0:000d5c|STRG.14307.3:3-2894|+       -            964 31374at50557         -            569   7.7e-22   76.1   4.8   2   3   6.8e-12   2.1e-10   38.3   1.4   343   452   638   748   633   775 0.55 -
12735at50557_34720_0:000d5c|STRG.14307.3:3-2894|+       -            964 31374at50557         -            569   7.7e-22   76.1   4.8   3   3   6.4e-06   0.00019   18.6   0.0   361   421   791   853   780   888 0.87 -
12735at50557_34720_0:000d5c|STRG.14307.1:281-3292|+     -           1004 31374at50557         -            569   8.1e-22   76.0   4.8   1   3   8.9e-06   0.00027   18.1   0.0   388   417   586   615   576   625 0.93 -
12735at50557_34720_0:000d5c|STRG.14307.1:281-3292|+     -           1004 31374at50557         -            569   8.1e-22   76.0   4.8   2   3   7.2e-12   2.2e-10   38.3   1.4   343   452   678   788   673   815 0.55 -
12735at50557_34720_0:000d5c|STRG.14307.1:281-3292|+     -           1004 31374at50557         -            569   8.1e-22   76.0   4.8   3   3   6.7e-06    0.0002   18.6   0.0   361   421   831   893   820   928 0.87 -
80377at50557_568069_0:004eea|STRG.4106.1:60-914|+       -            285 31374at50557         -            569   2.2e-20   71.3   0.5   1   2   6.5e-11     2e-09   35.1   0.1   386   463     5    85     3   104 0.89 -
80377at50557_568069_0:004eea|STRG.4106.1:60-914|+       -            285 31374at50557         -            569   2.2e-20   71.3   0.5   2   2   8.2e-11   2.5e-09   34.8   0.0   352   466   140   254   107   277 0.86 -
77772at50557_121845_0:003bba|STRG.14135.1:2659-3565|-   -            300 31374at50557         -            569   4.3e-20   70.3   0.3   1   3   5.3e-05    0.0016   15.6   0.0   422   473    11    62     6    70 0.90 -
77772at50557_121845_0:003bba|STRG.14135.1:2659-3565|-   -            300 31374at50557         -            569   4.3e-20   70.3   0.3   2   3   8.3e-07   2.5e-05   21.6   0.0   364   460    81   175    63   183 0.71 -
77772at50557_121845_0:003bba|STRG.14135.1:2659-3565|-   -            300 31374at50557         -            569   4.3e-20   70.3   0.3   3   3   2.7e-09   8.2e-08   29.7   0.0   395   484   186   282   181   292 0.83 -
77772at50557_121845_0:003bba|STRG.14137.1:4588-5494|-   -            300 31374at50557         -            569   4.3e-20   70.3   0.3   1   3   5.3e-05    0.0016   15.6   0.0   422   473    11    62     6    70 0.90 -
77772at50557_121845_0:003bba|STRG.14137.1:4588-5494|-   -            300 31374at50557         -            569   4.3e-20   70.3   0.3   2   3   8.3e-07   2.5e-05   21.6   0.0   364   460    81   175    63   183 0.71 -
77772at50557_121845_0:003bba|STRG.14137.1:4588-5494|-   -            300 31374at50557         -            569   4.3e-20   70.3   0.3   3   3   2.7e-09   8.2e-08   29.7   0.0   395   484   186   282   181   292 0.83 -
22030at50557_104452_0:001960|STRG.11310.1:0-965|+       -            242 31374at50557         -            569   6.3e-20   69.8   5.8   1   2   5.2e-12   1.6e-10   38.7   3.2   386   532    11   179     8   185 0.76 -
22030at50557_104452_0:001960|STRG.11310.1:0-965|+       -            242 31374at50557         -            569   6.3e-20   69.8   5.8   2   2   2.5e-09   7.5e-08   29.9   0.0   340   394   186   240   181   242 0.95 -
80377at50557_116153_0:0002e6|STRG.6991.2:180-1013|+     -            278 31374at50557         -            569   6.3e-20   69.7   2.9   1   2   4.8e-20   1.4e-18   65.3   1.3   347   532     1   195     1   201 0.89 -
80377at50557_116153_0:0002e6|STRG.6991.2:180-1013|+     -            278 31374at50557         -            569   6.3e-20   69.7   2.9   2   2     0.025      0.74    6.8   0.0   410   473   188   253   185   262 0.65 -
48053at50557_13249_0:0016bb|STRG.3888.1:612-1586|+      -            325 31374at50557         -            569   1.1e-19   68.9   7.3   1   3   1.3e-16   3.8e-15   53.9   1.0   344   464    67   191    59   194 0.85 -
48053at50557_13249_0:0016bb|STRG.3888.1:612-1586|+      -            325 31374at50557         -            569   1.1e-19   68.9   7.3   2   3   4.8e-07   1.4e-05   22.3   0.2   354   472   162   287   158   295 0.83 -
48053at50557_13249_0:0016bb|STRG.3888.1:612-1586|+      -            325 31374at50557         -            569   1.1e-19   68.9   7.3   3   3      0.47        14    2.5   0.0   510   535   296   321   285   324 0.70 -
13553at50557_34720_0:0020c1|STRG.5928.1:0-2663|+        -            888 31374at50557         -            569   1.7e-19   68.3   0.0   1   4    0.0025     0.075   10.1   0.0   384   540    94   263    93   269 0.75 -
13553at50557_34720_0:0020c1|STRG.5928.1:0-2663|+        -            888 31374at50557         -            569   1.7e-19   68.3   0.0   2   4   8.2e-08   2.5e-06   24.9   0.0   343   462   222   348   214   355 0.80 -
13553at50557_34720_0:0020c1|STRG.5928.1:0-2663|+        -            888 31374at50557         -            569   1.7e-19   68.3   0.0   3   4     0.094       2.8    4.9   0.0   503   535   477   509   464   530 0.85 -
13553at50557_34720_0:0020c1|STRG.5928.1:0-2663|+        -            888 31374at50557         -            569   1.7e-19   68.3   0.0   4   4   5.5e-09   1.7e-07   28.7   0.1   319   416   538   634   525   645 0.78 -
80377at50557_30019_0:0008bb|STRG.6991.1:27-794|+        -            256 31374at50557         -            569     2e-19   68.1   4.0   1   2   1.9e-20   5.7e-19   66.6   1.4   347   533     6   201     2   207 0.89 -
80377at50557_30019_0:0008bb|STRG.6991.1:27-794|+        -            256 31374at50557         -            569     2e-19   68.1   4.0   2   2     0.066         2    5.4   0.1   410   464   193   249   188   256 0.42 -
69548at50557_116153_0:002191|STRG.4684.1:472-1170|+     -            233 31374at50557         -            569   1.2e-18   65.5   0.7   1   2     5e-19   1.5e-17   61.9   0.2   341   462    59   193    54   208 0.83 -
69548at50557_116153_0:002191|STRG.4684.1:472-1170|+     -            233 31374at50557         -            569   1.2e-18   65.5   0.7   2   2      0.46        14    2.6   0.0   385   416   201   233   196   233 0.65 -
69548at50557_116153_0:002191|STRG.4684.2:619-1317|+     -            233 31374at50557         -            569   1.2e-18   65.5   0.7   1   2     5e-19   1.5e-17   61.9   0.2   341   462    59   193    54   208 0.83 -
69548at50557_116153_0:002191|STRG.4684.2:619-1317|+     -            233 31374at50557         -            569   1.2e-18   65.5   0.7   2   2      0.46        14    2.6   0.0   385   416   201   233   196   233 0.65 -
69548at50557_116153_0:002191|STRG.4684.3:499-1197|+     -            233 31374at50557         -            569   1.2e-18   65.5   0.7   1   2     5e-19   1.5e-17   61.9   0.2   341   462    59   193    54   208 0.83 -
69548at50557_116153_0:002191|STRG.4684.3:499-1197|+     -            233 31374at50557         -            569   1.2e-18   65.5   0.7   2   2      0.46        14    2.6   0.0   385   416   201   233   196   233 0.65 -
69548at50557_116153_0:002191|STRG.4684.4:488-1186|+     -            233 31374at50557         -            569   1.2e-18   65.5   0.7   1   2     5e-19   1.5e-17   61.9   0.2   341   462    59   193    54   208 0.83 -
69548at50557_116153_0:002191|STRG.4684.4:488-1186|+     -            233 31374at50557         -            569   1.2e-18   65.5   0.7   2   2      0.46        14    2.6   0.0   385   416   201   233   196   233 0.65 -
69548at50557_116153_0:002191|STRG.4684.5:854-1552|+     -            233 31374at50557         -            569   1.2e-18   65.5   0.7   1   2     5e-19   1.5e-17   61.9   0.2   341   462    59   193    54   208 0.83 -
69548at50557_116153_0:002191|STRG.4684.5:854-1552|+     -            233 31374at50557         -            569   1.2e-18   65.5   0.7   2   2      0.46        14    2.6   0.0   385   416   201   233   196   233 0.65 -
69548at50557_116153_0:002191|STRG.4684.6:594-1292|+     -            233 31374at50557         -            569   1.2e-18   65.5   0.7   1   2     5e-19   1.5e-17   61.9   0.2   341   462    59   193    54   208 0.83 -
69548at50557_116153_0:002191|STRG.4684.6:594-1292|+     -            233 31374at50557         -            569   1.2e-18   65.5   0.7   2   2      0.46        14    2.6   0.0   385   416   201   233   196   233 0.65 -
40115at50557_110193_0:00292f|STRG.7497.1:1082-1816|+    -            245 31374at50557         -            569   1.4e-18   65.3   5.5   1   2    0.0031     0.092    9.8   0.2   445   486    12    56     1    78 0.69 -
40115at50557_110193_0:00292f|STRG.7497.1:1082-1816|+    -            245 31374at50557         -            569   1.4e-18   65.3   5.5   2   2     3e-17   9.1e-16   56.0   1.4   386   531    78   244    72   245 0.79 -
80377at50557_7222_0:00003c|STRG.3809.1:5-457|+          -            151 31374at50557         -            569   1.6e-18   65.1   1.9   1   2     3e-17   8.9e-16   56.0   0.4   366   477     3   114     1   120 0.97 -
80377at50557_7222_0:00003c|STRG.3809.1:5-457|+          -            151 31374at50557         -            569   1.6e-18   65.1   1.9   2   2   7.9e-05    0.0024   15.0   0.1   339   388   102   151    98   151 0.90 -
78072at50557_123851_0:000487|STRG.5543.1:156-1043|+     -            296 31374at50557         -            569   6.6e-18   63.1  10.3   1   4     0.064       1.9    5.4   0.0   387   431    16    59     7    62 0.72 -
78072at50557_123851_0:000487|STRG.5543.1:156-1043|+     -            296 31374at50557         -            569   6.6e-18   63.1  10.3   2   4   5.8e-14   1.7e-12   45.2   2.4   375   462    60   148    58   157 0.91 -
78072at50557_123851_0:000487|STRG.5543.1:156-1043|+     -            296 31374at50557         -            569   6.6e-18   63.1  10.3   3   4   2.3e-09   6.9e-08   30.0   1.1   343   442   113   222   108   252 0.84 -
78072at50557_123851_0:000487|STRG.5543.1:156-1043|+     -            296 31374at50557         -            569   6.6e-18   63.1  10.3   4   4      0.04       1.2    6.1   0.6   366   413   244   292   236   295 0.80 -
78072at50557_123851_0:000487|STRG.5543.2:445-1332|+     -            296 31374at50557         -            569   6.6e-18   63.1  10.3   1   4     0.064       1.9    5.4   0.0   387   431    16    59     7    62 0.72 -
78072at50557_123851_0:000487|STRG.5543.2:445-1332|+     -            296 31374at50557         -            569   6.6e-18   63.1  10.3   2   4   5.8e-14   1.7e-12   45.2   2.4   375   462    60   148    58   157 0.91 -
78072at50557_123851_0:000487|STRG.5543.2:445-1332|+     -            296 31374at50557         -            569   6.6e-18   63.1  10.3   3   4   2.3e-09   6.9e-08   30.0   1.1   343   442   113   222   108   252 0.84 -
78072at50557_123851_0:000487|STRG.5543.2:445-1332|+     -            296 31374at50557         -            569   6.6e-18   63.1  10.3   4   4      0.04       1.2    6.1   0.6   366   413   244   292   236   295 0.80 -
25500at50557_121845_0:000041|STRG.14386.1:502-1215|+    -            238 31374at50557         -            569   6.7e-18   63.0   7.0   1   2   2.2e-15   6.7e-14   49.8   1.4   335   460    30   158    22   170 0.88 -
25500at50557_121845_0:000041|STRG.14386.1:502-1215|+    -            238 31374at50557         -            569   6.7e-18   63.0   7.0   2   2   2.3e-07   6.8e-06   23.4   0.4   345   416   127   201   125   208 0.51 -
25500at50557_121845_0:000041|STRG.14386.2:189-902|+     -            238 31374at50557         -            569   6.7e-18   63.0   7.0   1   2   2.2e-15   6.7e-14   49.8   1.4   335   460    30   158    22   170 0.88 -
25500at50557_121845_0:000041|STRG.14386.2:189-902|+     -            238 31374at50557         -            569   6.7e-18   63.0   7.0   2   2   2.3e-07   6.8e-06   23.4   0.4   345   416   127   201   125   208 0.51 -
37700at50557_34720_0:0020a5|STRG.9037.2:497-2716|+      -            740 31374at50557         -            569   8.1e-18   62.8   2.6   1   3   6.6e-05     0.002   15.3   0.1   342   416   428   513   414   519 0.73 -
37700at50557_34720_0:0020a5|STRG.9037.2:497-2716|+      -            740 31374at50557         -            569   8.1e-18   62.8   2.6   2   3     0.017       0.5    7.3   0.1   341   378   533   568   527   578 0.84 -
37700at50557_34720_0:0020a5|STRG.9037.2:497-2716|+      -            740 31374at50557         -            569   8.1e-18   62.8   2.6   3   3   1.5e-11   4.6e-10   37.2   0.0   350   455   627   736   609   739 0.88 -
37700at50557_34720_0:0020a5|STRG.9037.1:497-2719|+      -            741 31374at50557         -            569   9.4e-18   62.6   3.3   1   3   4.5e-05    0.0014   15.8   0.1   340   416   427   514   402   521 0.71 -
37700at50557_34720_0:0020a5|STRG.9037.1:497-2719|+      -            741 31374at50557         -            569   9.4e-18   62.6   3.3   2   3     0.016      0.49    7.4   0.1   341   378   534   569   527   579 0.84 -
37700at50557_34720_0:0020a5|STRG.9037.1:497-2719|+      -            741 31374at50557         -            569   9.4e-18   62.6   3.3   3   3   1.5e-11   4.6e-10   37.2   0.0   350   455   628   737   610   740 0.88 -
58729at50557_103372_0:00194e|STRG.1025.1:0-1571|+       -            524 31374at50557         -            569   1.5e-17   61.9   0.3   1   1     1e-18   3.1e-17   60.9   0.3   330   533    62   277    38   288 0.86 -
55830at50557_103372_0:000f54|STRG.13807.2:0-1340|+      -            447 31374at50557         -            569   2.6e-17   61.1   0.3   1   4   0.00091     0.027   11.5   0.0   501   536   121   156    95   165 0.86 -
55830at50557_103372_0:000f54|STRG.13807.2:0-1340|+      -            447 31374at50557         -            569   2.6e-17   61.1   0.3   2   4      0.93        28    1.6   0.0   505   527   174   196   170   202 0.88 -
55830at50557_103372_0:000f54|STRG.13807.2:0-1340|+      -            447 31374at50557         -            569   2.6e-17   61.1   0.3   3   4   1.9e-12   5.6e-11   40.2   0.0   340   463   209   332   196   341 0.88 -
55830at50557_103372_0:000f54|STRG.13807.2:0-1340|+      -            447 31374at50557         -            569   2.6e-17   61.1   0.3   4   4      0.59        18    2.2   0.0   441   463   361   383   348   415 0.74 -
55830at50557_103372_0:000f54|STRG.13807.1:284-1669|+    -            462 31374at50557         -            569   2.9e-17   61.0   0.3   1   4   0.00095     0.029   11.5   0.0   501   536   139   174   113   183 0.86 -
55830at50557_103372_0:000f54|STRG.13807.1:284-1669|+    -            462 31374at50557         -            569   2.9e-17   61.0   0.3   2   4      0.89        27    1.6   0.0   505   527   192   214   188   223 0.87 -
55830at50557_103372_0:000f54|STRG.13807.1:284-1669|+    -            462 31374at50557         -            569   2.9e-17   61.0   0.3   3   4   2.3e-12   6.8e-11   39.9   0.0   341   463   228   350   219   358 0.89 -
55830at50557_103372_0:000f54|STRG.13807.1:284-1669|+    -            462 31374at50557         -            569   2.9e-17   61.0   0.3   4   4      0.62        19    2.2   0.0   441   463   379   401   366   433 0.74 -
40115at50557_411798_0:002bfa|STRG.19236.1:627-1412|+    -            262 31374at50557         -            569   4.9e-17   60.2   5.0   1   2   0.00094     0.028   11.5   0.3   415   487     3    80     1    88 0.78 -
40115at50557_411798_0:002bfa|STRG.19236.1:627-1412|+    -            262 31374at50557         -            569   4.9e-17   60.2   5.0   2   2   2.1e-15   6.2e-14   50.0   0.7   387   531   103   262    93   262 0.80 -
90358at50557_7070_0:00173e|STRG.13622.4:2432-3028|+     -            199 31374at50557         -            569   7.4e-17   59.6   0.2   1   2   2.7e-13   8.1e-12   43.0   0.2   413   532     3   133     2   134 0.85 -
90358at50557_7070_0:00173e|STRG.13622.4:2432-3028|+     -            199 31374at50557         -            569   7.4e-17   59.6   0.2   2   2    0.0027      0.08   10.0   0.0   349   394   148   193   145   198 0.92 -
80377at50557_7070_0:0023da|STRG.17188.2:1631-2362|+     -            244 31374at50557         -            569   4.1e-16   57.2   5.6   1   2   2.9e-09   8.7e-08   29.7   2.8   353   461    53   163    45   168 0.85 -
80377at50557_7070_0:0023da|STRG.17188.2:1631-2362|+     -            244 31374at50557         -            569   4.1e-16   57.2   5.6   2   2   8.2e-09   2.5e-07   28.2   0.0   381   456   168   242   164   244 0.92 -
42371at50557_520822_0:00190c|STRG.12385.5:90-1665|+     -            467 31374at50557         -            569   1.1e-15   55.7   2.9   1   2     1e-07     3e-06   24.6   0.1   384   453   142   216   136   244 0.79 -
42371at50557_520822_0:00190c|STRG.12385.5:90-1665|+     -            467 31374at50557         -            569   1.1e-15   55.7   2.9   2   2   1.3e-09   3.8e-08   30.8   0.4   349   458   322   435   310   441 0.84 -
42371at50557_520822_0:00190c|STRG.12385.4:496-2316|+    -            607 31374at50557         -            569   1.8e-15   55.1   3.7   1   3       6.3   1.9e+02   -1.2   0.0     8    66    78   138    69   147 0.78 -
42371at50557_520822_0:00190c|STRG.12385.4:496-2316|+    -            607 31374at50557         -            569   1.8e-15   55.1   3.7   2   3   1.5e-07   4.6e-06   24.0   0.1   384   453   282   356   277   384 0.79 -
42371at50557_520822_0:00190c|STRG.12385.4:496-2316|+    -            607 31374at50557         -            569   1.8e-15   55.1   3.7   3   3     2e-09   6.1e-08   30.2   0.4   349   458   462   575   451   581 0.84 -
69548at50557_103372_0:0010c7|STRG.13687.1:0-1328|+      -            443 31374at50557         -            569   4.1e-15   53.8  14.1   1   3   4.1e-08   1.2e-06   25.9   5.4   361   462   141   248   131   251 0.87 -
69548at50557_103372_0:0010c7|STRG.13687.1:0-1328|+      -            443 31374at50557         -            569   4.1e-15   53.8  14.1   2   3   0.00033      0.01   13.0   0.1   384   460   276   350   266   360 0.85 -
69548at50557_103372_0:0010c7|STRG.13687.1:0-1328|+      -            443 31374at50557         -            569   4.1e-15   53.8  14.1   3   3   7.3e-09   2.2e-07   28.3   0.2   350   459   324   437   312   442 0.85 -
42371at50557_520822_0:00190c|STRG.12385.1:496-2316|+    -            607 31374at50557         -            569   8.5e-15   52.8   6.2   1   3       4.3   1.3e+02   -0.6   0.1     8    67    78   139    69   157 0.76 -
