#                                                                                                              --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                          accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                  ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
27737at50557_103372_0:000a01|STRG.9979.1:0-1832|+      -            611 27737at50557         -            506  7.2e-264  874.8  10.1   1   1  2.8e-265  2.6e-263  872.9  10.1     6   506    27   605    22   605 0.91 -
40115at50557_29031_0:00277e|STRG.18933.4:1235-2020|+   -            262 27737at50557         -            506     0.002   15.5   0.3   3   5   0.00093     0.085   10.2   0.0   189   222   152   185   139   193 0.78 -
40115at50557_29031_0:00277e|STRG.18933.4:1235-2020|+   -            262 27737at50557         -            506     0.002   15.5   0.3   4   5       2.7   2.5e+02   -1.2   0.0   190   214   198   222   189   235 0.69 -
40115at50557_29031_0:00277e|STRG.18933.4:1235-2020|+   -            262 27737at50557         -            506     0.002   15.5   0.3   5   5       2.7   2.5e+02   -1.2   0.0   183   207   233   257   225   259 0.80 -
56099at50557_103372_0:001a7e|STRG.18490.2:87-1425|+    -            443 27737at50557         -            506     0.003   15.0   0.3   1   3      0.68        62    0.7   0.0   180   208   109   137   100   143 0.79 -
56099at50557_103372_0:001a7e|STRG.18490.2:87-1425|+    -            443 27737at50557         -            506     0.003   15.0   0.3   2   3   0.00086     0.079   10.3   0.1   113   219   214   319   199   329 0.78 -
56099at50557_103372_0:001a7e|STRG.18490.2:87-1425|+    -            443 27737at50557         -            506     0.003   15.0   0.3   3   3       1.2   1.1e+02   -0.1   0.0    23    61   316   353   313   358 0.77 -
80377at50557_7222_0:00003c|STRG.3809.1:5-457|+         -            151 27737at50557         -            506    0.0034   14.8   0.1   1   2      0.34        31    1.7   0.0   187   213    33    59    25    65 0.88 -
80377at50557_7222_0:00003c|STRG.3809.1:5-457|+         -            151 27737at50557         -            506    0.0034   14.8   0.1   2   2   0.00059     0.054   10.8   0.0    42    96    79   139    67   146 0.74 -
56099at50557_103372_0:001a7e|STRG.18490.1:87-1418|+    -            444 27737at50557         -            506    0.0036   14.7   0.3   1   3      0.68        63    0.7   0.0   180   208   109   137   100   143 0.79 -
56099at50557_103372_0:001a7e|STRG.18490.1:87-1418|+    -            444 27737at50557         -            506    0.0036   14.7   0.3   2   3    0.0012      0.11    9.9   0.1   116   219   218   320   201   328 0.77 -
56099at50557_103372_0:001a7e|STRG.18490.1:87-1418|+    -            444 27737at50557         -            506    0.0036   14.7   0.3   3   3       1.3   1.2e+02   -0.2   0.0    23    61   317   354   315   359 0.77 -
80377at50557_38123_0:002ff9|STRG.12642.1:488-2089|+    -            534 27737at50557         -            506    0.0067   13.8   4.7   1   2      0.63        58    0.8   0.0   184   218    55    89    50    99 0.89 -
80377at50557_38123_0:002ff9|STRG.12642.1:488-2089|+    -            534 27737at50557         -            506    0.0067   13.8   4.7   2   2   0.00055     0.051   10.9   3.0    31   103   134   213   130   227 0.67 -
80377at50557_38123_0:002ff9|STRG.12642.2:42-1643|+     -            534 27737at50557         -            506    0.0067   13.8   4.7   1   2      0.63        58    0.8   0.0   184   218    55    89    50    99 0.89 -
80377at50557_38123_0:002ff9|STRG.12642.2:42-1643|+     -            534 27737at50557         -            506    0.0067   13.8   4.7   2   2   0.00055     0.051   10.9   3.0    31   103   134   213   130   227 0.67 -
56099at50557_34720_0:001a91|STRG.18490.2:727-1425|+    -            233 27737at50557         -            506     0.013   12.8   0.2   1   2   0.00055     0.051   10.9   0.1   136   219    23   109     3   118 0.75 -
56099at50557_34720_0:001a91|STRG.18490.2:727-1425|+    -            233 27737at50557         -            506     0.013   12.8   0.2   2   2      0.51        47    1.1   0.0    23    61   106   143   104   150 0.78 -
40115at50557_108931_0:001d6b|STRG.9325.1:276-1313|+    -            346 27737at50557         -            506     0.017   12.5   0.0   1   2       1.7   1.6e+02   -0.6   0.0    67    96   184   220   158   242 0.57 -
40115at50557_108931_0:001d6b|STRG.9325.1:276-1313|+    -            346 27737at50557         -            506     0.017   12.5   0.0   2   2    0.0023      0.22    8.9   0.0   185   218   289   322   277   330 0.89 -
70122at50557_56086_0:00188d|STRG.17613.1:629-976|+     -            116 27737at50557         -            506     0.019   12.3   0.0   1   1   0.00023     0.021   12.2   0.0   311   377    19    85     7   108 0.84 -
70122at50557_56086_0:00188d|STRG.17613.3:629-976|+     -            116 27737at50557         -            506     0.019   12.3   0.0   1   1   0.00023     0.021   12.2   0.0   311   377    19    85     7   108 0.84 -
70122at50557_56086_0:00188d|STRG.17613.4:779-1126|+    -            116 27737at50557         -            506     0.019   12.3   0.0   1   1   0.00023     0.021   12.2   0.0   311   377    19    85     7   108 0.84 -
48053at50557_13249_0:0016bb|STRG.3888.1:612-1586|+     -            325 27737at50557         -            506     0.021   12.2   0.1   1   4       1.1     1e+02   -0.0   0.0    44    75    84   115    69   119 0.81 -
48053at50557_13249_0:0016bb|STRG.3888.1:612-1586|+     -            325 27737at50557         -            506     0.021   12.2   0.1   2   4     0.014       1.3    6.3   0.0   184   215   118   149   109   164 0.85 -
48053at50557_13249_0:0016bb|STRG.3888.1:612-1586|+     -            325 27737at50557         -            506     0.021   12.2   0.1   3   4       5.8   5.3e+02   -2.3   0.0   195   223   173   201   162   211 0.79 -
48053at50557_13249_0:0016bb|STRG.3888.1:612-1586|+     -            325 27737at50557         -            506     0.021   12.2   0.1   4   4      0.56        52    1.0   0.0   185   210   205   230   192   256 0.79 -
80377at50557_454923_0:001015|STRG.15839.1:158-937|+    -            260 27737at50557         -            506     0.029   11.7   0.1   1   3     0.068       6.3    4.0   0.0   176   220    49    93    46   100 0.83 -
80377at50557_454923_0:001015|STRG.15839.1:158-937|+    -            260 27737at50557         -            506     0.029   11.7   0.1   2   3      0.17        16    2.7   0.1    33    98    97   171    94   181 0.60 -
80377at50557_454923_0:001015|STRG.15839.1:158-937|+    -            260 27737at50557         -            506     0.029   11.7   0.1   3   3      0.63        58    0.8   0.0   185   220   187   222   181   229 0.91 -
14512at50557_29053_0:0002b6|STRG.15815.1:12-722|+      -            237 27737at50557         -            506      0.03   11.7   0.4   1   2     0.024       2.2    5.5   0.2    40    98    59   123    31   130 0.68 -
14512at50557_29053_0:0002b6|STRG.15815.1:12-722|+      -            237 27737at50557         -            506      0.03   11.7   0.4   2   2     0.048       4.5    4.5   0.0    45    96   178   237   165   237 0.80 -
37475at50557_29031_0:002211|STRG.11276.3:673-1098|+    -            142 27737at50557         -            506     0.037   11.4   0.0   1   2      0.25        23    2.2   0.0   193   230    16    53     8    58 0.83 -
37475at50557_29031_0:002211|STRG.11276.3:673-1098|+    -            142 27737at50557         -            506     0.037   11.4   0.0   2   2    0.0077      0.71    7.1   0.0   188   215   103   130    93   138 0.86 -
80377at50557_108931_0:002353|STRG.11711.1:2268-2888|+  -            207 27737at50557         -            506     0.061   10.7   0.0   1   2     0.021         2    5.7   0.1    72    96    43    67    36    89 0.87 -
80377at50557_108931_0:002353|STRG.11711.1:2268-2888|+  -            207 27737at50557         -            506     0.061   10.7   0.0   2   2      0.16        14    2.8   0.0   182   208    87   113    72   119 0.84 -
80377at50557_108931_0:002353|STRG.11711.2:1851-2471|+  -            207 27737at50557         -            506     0.061   10.7   0.0   1   2     0.021         2    5.7   0.1    72    96    43    67    36    89 0.87 -
80377at50557_108931_0:002353|STRG.11711.2:1851-2471|+  -            207 27737at50557         -            506     0.061   10.7   0.0   2   2      0.16        14    2.8   0.0   182   208    87   113    72   119 0.84 -
80377at50557_108931_0:002353|STRG.11711.3:2372-2992|+  -            207 27737at50557         -            506     0.061   10.7   0.0   1   2     0.021         2    5.7   0.1    72    96    43    67    36    89 0.87 -
80377at50557_108931_0:002353|STRG.11711.3:2372-2992|+  -            207 27737at50557         -            506     0.061   10.7   0.0   2   2      0.16        14    2.8   0.0   182   208    87   113    72   119 0.84 -
31374at50557_217634_0:002f47|STRG.3808.1:31-246|+      -             72 27737at50557         -            506     0.067   10.5   0.1   1   2    0.0032       0.3    8.4   0.0   184   213     7    36     2    47 0.83 -
31374at50557_217634_0:002f47|STRG.3808.1:31-246|+      -             72 27737at50557         -            506     0.067   10.5   0.1   2   2      0.69        63    0.7   0.1    31    58    44    72    36    72 0.71 -
40115at50557_103372_0:0021d6|STRG.15605.2:3992-4969|+  -            326 27737at50557         -            506      0.07   10.5   0.5   1   3      0.28        26    2.0   0.1    39    65    31    57    22    93 0.69 -
40115at50557_103372_0:0021d6|STRG.15605.2:3992-4969|+  -            326 27737at50557         -            506      0.07   10.5   0.5   2   3       3.5   3.2e+02   -1.6   0.0   108   135   142   169    64   183 0.64 -
40115at50557_103372_0:0021d6|STRG.15605.2:3992-4969|+  -            326 27737at50557         -            506      0.07   10.5   0.5   3   3     0.025       2.3    5.5   0.1    38    58   306   326   297   326 0.84 -
57752at50557_103372_0:000c5a|STRG.2670.1:0-1301|+      -            434 27737at50557         -            506     0.076   10.4   0.0   1   4     0.079       7.3    3.8   0.0   188   216   132   160   127   170 0.83 -
57752at50557_103372_0:000c5a|STRG.2670.1:0-1301|+      -            434 27737at50557         -            506     0.076   10.4   0.0   2   4      0.49        45    1.2   0.0   172   223   158   209   157   223 0.75 -
57752at50557_103372_0:000c5a|STRG.2670.1:0-1301|+      -            434 27737at50557         -            506     0.076   10.4   0.0   3   4      0.62        57    0.9   0.0    46    96   181   237   173   258 0.73 -
57752at50557_103372_0:000c5a|STRG.2670.1:0-1301|+      -            434 27737at50557         -            506     0.076   10.4   0.0   4   4      0.63        58    0.8   0.0   123   123   320   320   219   414 0.57 -
69548at50557_103372_0:0010c7|STRG.13687.1:0-1328|+     -            443 27737at50557         -            506       0.5    7.7   5.8   1   3     0.034       3.1    5.0   0.1    10    61   107   157    99   199 0.85 -
69548at50557_103372_0:0010c7|STRG.13687.1:0-1328|+     -            443 27737at50557         -            506       0.5    7.7   5.8   2   3     0.078       7.2    3.8   0.7    31    60   280   309   272   349 0.82 -
69548at50557_103372_0:0010c7|STRG.13687.1:0-1328|+     -            443 27737at50557         -            506       0.5    7.7   5.8   3   3       2.3   2.1e+02   -1.0   0.0    44    85   334   377   327   396 0.67 -
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /data/projet1/projet_tutore/busco_downloads/lineages/insecta_odb10/hmms/27737at50557.hmm
# Target file:     annotation_analysis/annotation_gca/T_zeteki/busco_output/run_insecta_odb10/metaeuk_output/initial_results/assembled_transcripts.fasta.modified.fas
# Option settings: hmmsearch --domtblout annotation_analysis/annotation_gca/T_zeteki/busco_output/run_insecta_odb10/hmmer_output/initial_run_results/27737at50557.out --cpu 1 /data/projet1/projet_tutore/busco_downloads/lineages/insecta_odb10/hmms/27737at50557.hmm annotation_analysis/annotation_gca/T_zeteki/busco_output/run_insecta_odb10/metaeuk_output/initial_results/assembled_transcripts.fasta.modified.fas 
# Current dir:     /data/projet1/projet_tutore
# Date:            Sun Dec  1 17:34:23 2024
# [ok]
