#                                                                                                             --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                         accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                 ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
72085at50557_520822_0:002380|STRG.12245.3:0-1535|+    -            512 72085at50557         -            399  3.7e-167  554.8   0.0   1   1  6.8e-169  6.1e-167  554.1   0.0     1   399    35   505    35   505 0.91 -
96248at50557_74873_0:000ac6|STRG.5871.1:33-1508|+     -            492 72085at50557         -            399   2.1e-13   48.5   0.1   2   2   1.5e-13   1.3e-11   42.6   0.0   227   384   291   461   242   465 0.71 -
96248at50557_74873_0:000ac6|STRG.13847.2:591-2033|+   -            481 72085at50557         -            399   2.5e-13   48.2   0.0   1   2      0.37        33    1.8   0.0     7   106    18   110    13   152 0.69 -
96248at50557_74873_0:000ac6|STRG.13847.2:591-2033|+   -            481 72085at50557         -            399   2.5e-13   48.2   0.0   2   2   4.3e-14   3.8e-12   44.4   0.0   227   384   279   450   176   454 0.80 -
72085at50557_133901_0:001f34|STRG.11871.1:21-1181|+   -            387 72085at50557         -            399   5.5e-12   43.8   0.0   1   2       2.6   2.3e+02   -1.0   0.0    89   114    50    75    44   117 0.59 -
72085at50557_133901_0:001f34|STRG.11871.1:21-1181|+   -            387 72085at50557         -            399   5.5e-12   43.8   0.0   2   2     2e-13   1.8e-11   42.1   0.0   222   368   224   384   173   387 0.78 -
72085at50557_224129_0:0015e5|STRG.18377.1:149-589|+   -            147 72085at50557         -            399   9.3e-12   43.1   0.0   1   1   1.1e-13     1e-11   42.9   0.0   235   363     2   146     1   147 0.79 -
72085at50557_456900_0:0000eb|STRG.17992.1:381-686|+   -            102 72085at50557         -            399     1e-10   39.6   0.0   1   1   1.2e-12   1.1e-10   39.6   0.0   278   367     2    98     1   102 0.85 -
94143at50557_133901_0:0040c8|STRG.1720.1:138-1430|+   -            431 72085at50557         -            399   3.5e-10   37.9   0.0   1   2      0.47        42    1.4   0.0     7    44     3    33     1    61 0.80 -
94143at50557_133901_0:0040c8|STRG.1720.1:138-1430|+   -            431 72085at50557         -            399   3.5e-10   37.9   0.0   2   2   5.2e-11   4.7e-09   34.2   0.0   273   382   315   429   293   431 0.77 -
138762at50557_13249_0:0030f7|STRG.17028.3:371-1399|+  -            343 72085at50557         -            399   1.1e-09   36.3   0.3   1   2     0.017       1.6    6.1   0.1   118   194    65   138    16   192 0.75 -
138762at50557_13249_0:0030f7|STRG.17028.3:371-1399|+  -            343 72085at50557         -            399   1.1e-09   36.3   0.3   2   2   4.1e-09   3.7e-07   27.9   0.0   330   385   254   315   235   321 0.83 -
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /data/projet1/projet_tutore/busco_downloads/lineages/insecta_odb10/hmms/72085at50557.hmm
# Target file:     annotation_analysis/annotation_gca/T_zeteki/busco_output/run_insecta_odb10/metaeuk_output/initial_results/assembled_transcripts.fasta.modified.fas
# Option settings: hmmsearch --domtblout annotation_analysis/annotation_gca/T_zeteki/busco_output/run_insecta_odb10/hmmer_output/initial_run_results/72085at50557.out --cpu 1 /data/projet1/projet_tutore/busco_downloads/lineages/insecta_odb10/hmms/72085at50557.hmm annotation_analysis/annotation_gca/T_zeteki/busco_output/run_insecta_odb10/metaeuk_output/initial_results/assembled_transcripts.fasta.modified.fas 
# Current dir:     /data/projet1/projet_tutore
# Date:            Sun Dec  1 17:36:20 2024
# [ok]
