#                                                                                                              --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                          accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                  ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
22030at50557_104452_0:001960|STRG.11310.1:0-965|+      -            242 22030at50557         -            392    7e-141  468.5   7.4   1   1  2.5e-142  7.9e-141  468.4   7.4     4   233     1   242     1   242 0.97 -
37700at50557_34720_0:0020a5|STRG.9037.2:497-2716|+     -            740 22030at50557         -            392   1.3e-20   72.6   0.0   4   4   4.8e-12   1.5e-10   39.4   0.0    66   227   552   709   550   736 0.73 -
13625at50557_103372_0:00203b|STRG.1917.2:0-2378|+      -            793 22030at50557         -            392   2.5e-20   71.6   8.8   1   3      0.33        11    3.8   0.3    63   101    21    61     5    84 0.64 -
13625at50557_103372_0:00203b|STRG.1917.2:0-2378|+      -            793 22030at50557         -            392   2.5e-20   71.6   8.8   2   3   5.7e-16   1.8e-14   52.4   0.3   142   254   217   331   205   337 0.88 -
13625at50557_103372_0:00203b|STRG.1917.2:0-2378|+      -            793 22030at50557         -            392   2.5e-20   71.6   8.8   3   3   9.3e-06    0.0003   18.7   0.2    64   126   404   466   400   541 0.72 -
13625at50557_103372_0:00203b|STRG.1917.1:2-2560|+      -            853 22030at50557         -            392   3.3e-20   71.3   8.9   1   3      0.32        10    3.8   0.3    63   101    81   121    60   144 0.64 -
13625at50557_103372_0:00203b|STRG.1917.1:2-2560|+      -            853 22030at50557         -            392   3.3e-20   71.3   8.9   2   3   7.2e-16   2.3e-14   52.0   0.4   142   254   277   391   266   394 0.88 -
13625at50557_103372_0:00203b|STRG.1917.1:2-2560|+      -            853 22030at50557         -            392   3.3e-20   71.3   8.9   3   3   8.9e-06   0.00028   18.8   0.2    63   126   463   526   445   601 0.74 -
31374at50557_197043_0:003de5|STRG.13802.1:192-809|+    -            206 22030at50557         -            392   3.7e-20   71.1   0.0   1   2   2.2e-06   6.9e-05   20.8   0.0   140   229    15   106    10   110 0.86 -
31374at50557_197043_0:003de5|STRG.13802.1:192-809|+    -            206 22030at50557         -            392   3.7e-20   71.1   0.0   2   2   4.7e-15   1.5e-13   49.4   0.0   146   227   106   188   103   194 0.93 -
80377at50557_30019_0:0008bb|STRG.6991.1:27-794|+       -            256 22030at50557         -            392   4.8e-20   70.8   9.2   1   2   8.3e-17   2.7e-15   55.1   3.1    54   213     9   161     2   170 0.84 -
80377at50557_30019_0:0008bb|STRG.6991.1:27-794|+       -            256 22030at50557         -            392   4.8e-20   70.8   9.2   2   2   1.7e-05   0.00054   17.9   0.4   146   221   175   253   170   255 0.80 -
80377at50557_116153_0:0002e6|STRG.6991.2:180-1013|+    -            278 22030at50557         -            392     5e-20   70.7   8.6   1   2   1.4e-16   4.5e-15   54.4   3.0    55   213     5   156     2   166 0.84 -
80377at50557_116153_0:0002e6|STRG.6991.2:180-1013|+    -            278 22030at50557         -            392     5e-20   70.7   8.6   2   2   1.2e-05   0.00038   18.4   0.3   145   222   169   249   160   260 0.82 -
78072at50557_110193_0:0018f8|STRG.17214.1:15-785|+     -            257 22030at50557         -            392   1.7e-19   68.9   5.9   1   2      0.11       3.4    5.4   0.1   181   213     8    39     4    65 0.57 -
78072at50557_110193_0:0018f8|STRG.17214.1:15-785|+     -            257 22030at50557         -            392   1.7e-19   68.9   5.9   2   2   1.7e-08   5.4e-07   27.8   1.0   155   252    72   170    40   178 0.78 -
76755at50557_64793_0:0021c2|STRG.1353.1:0-959|+        -            320 22030at50557         -            392   2.4e-19   68.4   2.0   1   4   7.6e-13   2.4e-11   42.1   0.0    65   220    13   163     2   183 0.85 -
76755at50557_64793_0:0021c2|STRG.1353.1:0-959|+        -            320 22030at50557         -            392   2.4e-19   68.4   2.0   2   4    0.0028      0.09   10.6   0.0   150   214   134   199   124   206 0.88 -
76755at50557_64793_0:0021c2|STRG.1353.1:0-959|+        -            320 22030at50557         -            392   2.4e-19   68.4   2.0   3   4      0.22       6.9    4.4   0.1   178   222   213   257   168   262 0.69 -
76755at50557_64793_0:0021c2|STRG.1353.1:0-959|+        -            320 22030at50557         -            392   2.4e-19   68.4   2.0   4   4   2.9e-06   9.3e-05   20.4   0.1    45   103   255   314   247   320 0.87 -
71739at50557_103372_0:00145d|STRG.7372.1:0-965|+       -            322 22030at50557         -            392   2.7e-19   68.3   0.2   1   3   4.2e-08   1.3e-06   26.5   0.1   145   223     8    87     1    94 0.86 -
71739at50557_103372_0:00145d|STRG.7372.1:0-965|+       -            322 22030at50557         -            392   2.7e-19   68.3   0.2   2   3   3.4e-14   1.1e-12   46.5   0.6    66   249    63   249    62   258 0.82 -
71739at50557_103372_0:00145d|STRG.7372.1:0-965|+       -            322 22030at50557         -            392   2.7e-19   68.3   0.2   3   3         1        33    2.1   0.0   179   215   277   313   267   322 0.60 -
14512at50557_197043_0:0050fb|STRG.4714.1:382-726|+     -            115 22030at50557         -            392   2.8e-19   68.2   4.7   1   2   8.3e-10   2.7e-08   32.1   0.4    48   101     2    56     1    59 0.93 -
14512at50557_197043_0:0050fb|STRG.4714.1:382-726|+     -            115 22030at50557         -            392   2.8e-19   68.2   4.7   2   2   1.9e-13     6e-12   44.1   0.4    43   117    40   114    39   115 0.95 -
80377at50557_37344_0:0017d3|STRG.16297.1:1013-1972|+   -            320 22030at50557         -            392   3.4e-19   67.9   0.1   1   3      0.09       2.9    5.6   0.0   182   216     9    47     3    61 0.73 -
80377at50557_37344_0:0017d3|STRG.16297.1:1013-1972|+   -            320 22030at50557         -            392   3.4e-19   67.9   0.1   2   3   4.7e-08   1.5e-06   26.3   0.0   149   220    75   150    66   158 0.88 -
80377at50557_37344_0:0017d3|STRG.16297.1:1013-1972|+   -            320 22030at50557         -            392   3.4e-19   67.9   0.1   3   3   5.9e-10   1.9e-08   32.6   0.0    56   125   174   247   162   283 0.81 -
80377at50557_37344_0:0017d3|STRG.16297.2:1013-1972|+   -            320 22030at50557         -            392   3.4e-19   67.9   0.1   1   3      0.09       2.9    5.6   0.0   182   216     9    47     3    61 0.73 -
80377at50557_37344_0:0017d3|STRG.16297.2:1013-1972|+   -            320 22030at50557         -            392   3.4e-19   67.9   0.1   2   3   4.7e-08   1.5e-06   26.3   0.0   149   220    75   150    66   158 0.88 -
80377at50557_37344_0:0017d3|STRG.16297.2:1013-1972|+   -            320 22030at50557         -            392   3.4e-19   67.9   0.1   3   3   5.9e-10   1.9e-08   32.6   0.0    56   125   174   247   162   283 0.81 -
80377at50557_37344_0:0017d3|STRG.16297.3:1013-1972|+   -            320 22030at50557         -            392   3.4e-19   67.9   0.1   1   3      0.09       2.9    5.6   0.0   182   216     9    47     3    61 0.73 -
80377at50557_37344_0:0017d3|STRG.16297.3:1013-1972|+   -            320 22030at50557         -            392   3.4e-19   67.9   0.1   2   3   4.7e-08   1.5e-06   26.3   0.0   149   220    75   150    66   158 0.88 -
80377at50557_37344_0:0017d3|STRG.16297.3:1013-1972|+   -            320 22030at50557         -            392   3.4e-19   67.9   0.1   3   3   5.9e-10   1.9e-08   32.6   0.0    56   125   174   247   162   283 0.81 -
80377at50557_37344_0:0017d3|STRG.16297.4:1013-1972|+   -            320 22030at50557         -            392   3.4e-19   67.9   0.1   1   3      0.09       2.9    5.6   0.0   182   216     9    47     3    61 0.73 -
80377at50557_37344_0:0017d3|STRG.16297.4:1013-1972|+   -            320 22030at50557         -            392   3.4e-19   67.9   0.1   2   3   4.7e-08   1.5e-06   26.3   0.0   149   220    75   150    66   158 0.88 -
80377at50557_37344_0:0017d3|STRG.16297.4:1013-1972|+   -            320 22030at50557         -            392   3.4e-19   67.9   0.1   3   3   5.9e-10   1.9e-08   32.6   0.0    56   125   174   247   162   283 0.81 -
80377at50557_37344_0:0017d3|STRG.16297.5:1013-1972|+   -            320 22030at50557         -            392   3.4e-19   67.9   0.1   1   3      0.09       2.9    5.6   0.0   182   216     9    47     3    61 0.73 -
80377at50557_37344_0:0017d3|STRG.16297.5:1013-1972|+   -            320 22030at50557         -            392   3.4e-19   67.9   0.1   2   3   4.7e-08   1.5e-06   26.3   0.0   149   220    75   150    66   158 0.88 -
80377at50557_37344_0:0017d3|STRG.16297.5:1013-1972|+   -            320 22030at50557         -            392   3.4e-19   67.9   0.1   3   3   5.9e-10   1.9e-08   32.6   0.0    56   125   174   247   162   283 0.81 -
31374at50557_133901_0:001035|STRG.16923.1:1137-2681|+  -            515 22030at50557         -            392   3.4e-19   67.9   2.5   1   4       7.2   2.3e+02   -0.6   0.0   175   219   186   230   171   236 0.81 -
31374at50557_133901_0:001035|STRG.16923.1:1137-2681|+  -            515 22030at50557         -            392   3.4e-19   67.9   2.5   2   4   8.2e-07   2.6e-05   22.2   0.0   178   250   265   337   259   347 0.88 -
31374at50557_133901_0:001035|STRG.16923.1:1137-2681|+  -            515 22030at50557         -            392   3.4e-19   67.9   2.5   3   4   7.1e-10   2.3e-08   32.3   0.0    52   129   356   433   348   434 0.92 -
31374at50557_133901_0:001035|STRG.16923.1:1137-2681|+  -            515 22030at50557         -            392   3.4e-19   67.9   2.5   4   4    0.0021     0.066   11.0   0.0   178   221   433   474   429   488 0.77 -
31374at50557_133901_0:001035|STRG.16923.2:335-1879|+   -            515 22030at50557         -            392   3.4e-19   67.9   2.5   1   4       7.2   2.3e+02   -0.6   0.0   175   219   186   230   171   236 0.81 -
31374at50557_133901_0:001035|STRG.16923.2:335-1879|+   -            515 22030at50557         -            392   3.4e-19   67.9   2.5   2   4   8.2e-07   2.6e-05   22.2   0.0   178   250   265   337   259   347 0.88 -
31374at50557_133901_0:001035|STRG.16923.2:335-1879|+   -            515 22030at50557         -            392   3.4e-19   67.9   2.5   3   4   7.1e-10   2.3e-08   32.3   0.0    52   129   356   433   348   434 0.92 -
31374at50557_133901_0:001035|STRG.16923.2:335-1879|+   -            515 22030at50557         -            392   3.4e-19   67.9   2.5   4   4    0.0021     0.066   11.0   0.0   178   221   433   474   429   488 0.77 -
71739at50557_103372_0:00145d|STRG.7372.2:110-1042|+    -            311 22030at50557         -            392   8.8e-19   66.6   2.8   1   2   3.5e-08   1.1e-06   26.7   0.1   145   223    12    91     5   105 0.86 -
71739at50557_103372_0:00145d|STRG.7372.2:110-1042|+    -            311 22030at50557         -            392   8.8e-19   66.6   2.8   2   2   1.9e-14     6e-13   47.4   0.7    65   249    66   253    64   262 0.82 -
40115at50557_411798_0:002bfa|STRG.19236.1:627-1412|+   -            262 22030at50557         -            392   9.8e-18   63.1   1.2   1   3   2.2e-06   7.1e-05   20.8   0.3   142   205    20    82     3    85 0.80 -
40115at50557_411798_0:002bfa|STRG.19236.1:627-1412|+   -            262 22030at50557         -            392   9.8e-18   63.1   1.2   2   3   4.8e-07   1.5e-05   23.0   0.0   151   237    69   158    67   169 0.86 -
40115at50557_411798_0:002bfa|STRG.19236.1:627-1412|+   -            262 22030at50557         -            392   9.8e-18   63.1   1.2   3   3   1.5e-08   4.9e-07   27.9   0.1    77   211   131   262   131   262 0.83 -
55830at50557_103372_0:000f54|STRG.13807.2:0-1340|+     -            447 22030at50557         -            392     1e-17   63.1   4.2   1   3    0.0019     0.061   11.1   0.2   177   223   117   163   103   168 0.89 -
55830at50557_103372_0:000f54|STRG.13807.2:0-1340|+     -            447 22030at50557         -            392     1e-17   63.1   4.2   2   3   1.4e-14   4.4e-13   47.8   0.1   142   303   172   331   166   348 0.89 -
55830at50557_103372_0:000f54|STRG.13807.2:0-1340|+     -            447 22030at50557         -            392     1e-17   63.1   4.2   3   3      0.21       6.6    4.4   0.0   198   220   365   388   348   421 0.57 -
55830at50557_103372_0:000f54|STRG.13807.1:284-1669|+   -            462 22030at50557         -            392   1.2e-17   62.9   4.2   1   3    0.0021     0.067   11.0   0.2   177   223   135   181   123   186 0.89 -
55830at50557_103372_0:000f54|STRG.13807.1:284-1669|+   -            462 22030at50557         -            392   1.2e-17   62.9   4.2   2   3   1.5e-14   4.9e-13   47.7   0.1   142   303   190   349   185   366 0.89 -
55830at50557_103372_0:000f54|STRG.13807.1:284-1669|+   -            462 22030at50557         -            392   1.2e-17   62.9   4.2   3   3      0.24       7.7    4.2   0.0   198   220   383   406   370   439 0.57 -
49370at50557_456900_0:00265d|STRG.7846.1:253-1821|+    -            523 22030at50557         -            392   1.2e-17   62.8   2.2   1   4     0.097       3.1    5.5   0.2   153   213   234   309   219   320 0.64 -
49370at50557_456900_0:00265d|STRG.7846.1:253-1821|+    -            523 22030at50557         -            392   1.2e-17   62.8   2.2   2   4   8.1e-07   2.6e-05   22.2   0.0   147   230   328   412   317   417 0.90 -
49370at50557_456900_0:00265d|STRG.7846.1:253-1821|+    -            523 22030at50557         -            392   1.2e-17   62.8   2.2   3   4   7.8e-11   2.5e-09   35.5   0.0   146   227   369   451   366   459 0.92 -
49370at50557_456900_0:00265d|STRG.7846.1:253-1821|+    -            523 22030at50557         -            392   1.2e-17   62.8   2.2   4   4   0.00012    0.0038   15.1   0.0   154   211   462   520   456   522 0.62 -
49370at50557_456900_0:00265d|STRG.7846.2:0-1568|+      -            523 22030at50557         -            392   1.2e-17   62.8   2.2   1   4     0.097       3.1    5.5   0.2   153   213   234   309   219   320 0.64 -
49370at50557_456900_0:00265d|STRG.7846.2:0-1568|+      -            523 22030at50557         -            392   1.2e-17   62.8   2.2   2   4   8.1e-07   2.6e-05   22.2   0.0   147   230   328   412   317   417 0.90 -
49370at50557_456900_0:00265d|STRG.7846.2:0-1568|+      -            523 22030at50557         -            392   1.2e-17   62.8   2.2   3   4   7.8e-11   2.5e-09   35.5   0.0   146   227   369   451   366   459 0.92 -
49370at50557_456900_0:00265d|STRG.7846.2:0-1568|+      -            523 22030at50557         -            392   1.2e-17   62.8   2.2   4   4   0.00012    0.0038   15.1   0.0   154   211   462   520   456   522 0.62 -
40115at50557_110193_0:00292f|STRG.7497.1:1082-1816|+   -            245 22030at50557         -            392   2.1e-17   62.1   6.2   1   3   2.2e-06   6.9e-05   20.8   0.8   148   250     3   105     1   111 0.87 -
40115at50557_110193_0:00292f|STRG.7497.1:1082-1816|+   -            245 22030at50557         -            392   2.1e-17   62.1   6.2   2   3   3.2e-08     1e-06   26.9   0.2   152   244    90   191    86   195 0.81 -
40115at50557_110193_0:00292f|STRG.7497.1:1082-1816|+   -            245 22030at50557         -            392   2.1e-17   62.1   6.2   3   3   1.6e-07   5.1e-06   24.6   0.0   161   212   193   245   188   245 0.89 -
80377at50557_123851_0:001311|STRG.4993.1:456-1250|+    -            265 22030at50557         -            392   4.1e-17   61.1   0.0   1   3     0.089       2.8    5.6   0.0    91   130     3    42     1    95 0.63 -
80377at50557_123851_0:001311|STRG.4993.1:456-1250|+    -            265 22030at50557         -            392   4.1e-17   61.1   0.0   2   3      0.38        12    3.6   0.0   180   224    61   105    53   109 0.74 -
80377at50557_123851_0:001311|STRG.4993.1:456-1250|+    -            265 22030at50557         -            392   4.1e-17   61.1   0.0   3   3   4.3e-15   1.4e-13   49.5   0.1   139   256   105   228    95   235 0.87 -
49370at50557_79782_0:001886|STRG.5325.1:1802-2788|+    -            329 22030at50557         -            392   4.6e-17   60.9   3.3   1   4       7.2   2.3e+02   -0.6   0.0    66    80     4    18     1    22 0.53 -
49370at50557_79782_0:001886|STRG.5325.1:1802-2788|+    -            329 22030at50557         -            392   4.6e-17   60.9   3.3   2   4   1.6e-08   5.1e-07   27.9   0.0    37   128    28   121    20   123 0.89 -
49370at50557_79782_0:001886|STRG.5325.1:1802-2788|+    -            329 22030at50557         -            392   4.6e-17   60.9   3.3   3   4      0.12       3.7    5.3   0.0   180   220   124   165   119   226 0.68 -
49370at50557_79782_0:001886|STRG.5325.1:1802-2788|+    -            329 22030at50557         -            392   4.6e-17   60.9   3.3   4   4   5.6e-08   1.8e-06   26.1   0.1    62   122   265   325   238   328 0.88 -
58729at50557_103372_0:00194e|STRG.1025.1:0-1571|+      -            524 22030at50557         -            392   7.7e-17   60.2   0.2   1   2   9.9e-10   3.2e-08   31.8   0.0   141   256    78   195    63   198 0.88 -
58729at50557_103372_0:00194e|STRG.1025.1:0-1571|+      -            524 22030at50557         -            392   7.7e-17   60.2   0.2   2   2   1.4e-10   4.6e-09   34.6   0.1    90   246   161   309   158   320 0.75 -
40115at50557_103372_0:0021d6|STRG.15605.2:3992-4969|+  -            326 22030at50557         -            392   7.4e-16   57.0   8.0   1   2   1.1e-06   3.6e-05   21.8   0.4   145   222    25   103    13   110 0.71 -
40115at50557_103372_0:0021d6|STRG.15605.2:3992-4969|+  -            326 22030at50557         -            392   7.4e-16   57.0   8.0   2   2   3.4e-05    0.0011   16.9   0.1   143   211   254   326   252   326 0.79 -
40115at50557_103372_0:0021d6|STRG.15605.3:358-1368|+   -            337 22030at50557         -            392   2.1e-15   55.4   7.1   1   2   1.1e-06   3.5e-05   21.8   0.3   146   222    26   103    14   122 0.72 -
40115at50557_103372_0:0021d6|STRG.15605.3:358-1368|+   -            337 22030at50557         -            392   2.1e-15   55.4   7.1   2   2   6.1e-10     2e-08   32.5   1.7    53   245   131   320   122   327 0.82 -
80377at50557_7222_0:00003c|STRG.3809.1:5-457|+         -            151 22030at50557         -            392   3.7e-15   54.6   3.7   1   1   1.4e-15   4.6e-14   51.0   3.7    70   223     3   149     1   151 0.91 -
80377at50557_39758_0:001a6c|STRG.989.1:599-1360|+      -            254 22030at50557         -            392   4.7e-15   54.3   0.7   1   3   1.6e-12     5e-11   41.1   0.1   139   255    12   131     2   133 0.88 -
80377at50557_39758_0:001a6c|STRG.989.1:599-1360|+      -            254 22030at50557         -            392   4.7e-15   54.3   0.7   2   3    0.0028     0.088   10.6   0.1   179   220    97   138    93   144 0.90 -
80377at50557_39758_0:001a6c|STRG.989.1:599-1360|+      -            254 22030at50557         -            392   4.7e-15   54.3   0.7   3   3    0.0024     0.077   10.8   0.1   145   254   145   253   139   254 0.88 -
80377at50557_39758_0:001a6c|STRG.989.2:1048-1809|+     -            254 22030at50557         -            392   4.7e-15   54.3   0.7   1   3   1.6e-12     5e-11   41.1   0.1   139   255    12   131     2   133 0.88 -
80377at50557_39758_0:001a6c|STRG.989.2:1048-1809|+     -            254 22030at50557         -            392   4.7e-15   54.3   0.7   2   3    0.0028     0.088   10.6   0.1   179   220    97   138    93   144 0.90 -
80377at50557_39758_0:001a6c|STRG.989.2:1048-1809|+     -            254 22030at50557         -            392   4.7e-15   54.3   0.7   3   3    0.0024     0.077   10.8   0.1   145   254   145   253   139   254 0.88 -
80377at50557_39758_0:001a6c|STRG.989.3:931-1692|+      -            254 22030at50557         -            392   4.7e-15   54.3   0.7   1   3   1.6e-12     5e-11   41.1   0.1   139   255    12   131     2   133 0.88 -
80377at50557_39758_0:001a6c|STRG.989.3:931-1692|+      -            254 22030at50557         -            392   4.7e-15   54.3   0.7   2   3    0.0028     0.088   10.6   0.1   179   220    97   138    93   144 0.90 -
80377at50557_39758_0:001a6c|STRG.989.3:931-1692|+      -            254 22030at50557         -            392   4.7e-15   54.3   0.7   3   3    0.0024     0.077   10.8   0.1   145   254   145   253   139   254 0.88 -
80377at50557_39758_0:001a6c|STRG.989.4:856-1617|+      -            254 22030at50557         -            392   4.7e-15   54.3   0.7   1   3   1.6e-12     5e-11   41.1   0.1   139   255    12   131     2   133 0.88 -
80377at50557_39758_0:001a6c|STRG.989.4:856-1617|+      -            254 22030at50557         -            392   4.7e-15   54.3   0.7   2   3    0.0028     0.088   10.6   0.1   179   220    97   138    93   144 0.90 -
80377at50557_39758_0:001a6c|STRG.989.4:856-1617|+      -            254 22030at50557         -            392   4.7e-15   54.3   0.7   3   3    0.0024     0.077   10.8   0.1   145   254   145   253   139   254 0.88 -
80377at50557_39758_0:001a6c|STRG.989.5:823-1584|+      -            254 22030at50557         -            392   4.7e-15   54.3   0.7   1   3   1.6e-12     5e-11   41.1   0.1   139   255    12   131     2   133 0.88 -
80377at50557_39758_0:001a6c|STRG.989.5:823-1584|+      -            254 22030at50557         -            392   4.7e-15   54.3   0.7   2   3    0.0028     0.088   10.6   0.1   179   220    97   138    93   144 0.90 -
80377at50557_39758_0:001a6c|STRG.989.5:823-1584|+      -            254 22030at50557         -            392   4.7e-15   54.3   0.7   3   3    0.0024     0.077   10.8   0.1   145   254   145   253   139   254 0.88 -
80377at50557_7070_0:0023da|STRG.17188.2:1631-2362|+    -            244 22030at50557         -            392   4.9e-15   54.3   0.6   1   2   6.1e-08   1.9e-06   25.9   0.3    98   223     3   130     1   135 0.79 -
80377at50557_7070_0:0023da|STRG.17188.2:1631-2362|+    -            244 22030at50557         -            392   4.9e-15   54.3   0.6   2   2   2.2e-09   7.1e-08   30.7   0.0   132   247   121   238   119   244 0.79 -
80377at50557_39758_0:001a6c|STRG.955.1:2786-3556|+     -            257 22030at50557         -            392   5.4e-15   54.1   0.4   1   3   1.4e-12   4.6e-11   41.2   0.1   139   255    15   134     4   136 0.87 -
80377at50557_39758_0:001a6c|STRG.955.1:2786-3556|+     -            257 22030at50557         -            392   5.4e-15   54.1   0.4   2   3    0.0029     0.091   10.6   0.1   179   221   100   142    97   148 0.90 -
80377at50557_39758_0:001a6c|STRG.955.1:2786-3556|+     -            257 22030at50557         -            392   5.4e-15   54.1   0.4   3   3    0.0034      0.11   10.3   0.0   145   254   148   256   139   257 0.86 -
80377at50557_39758_0:001a6c|STRG.955.3:2891-3661|+     -            257 22030at50557         -            392   5.4e-15   54.1   0.4   1   3   1.4e-12   4.6e-11   41.2   0.1   139   255    15   134     4   136 0.87 -
80377at50557_39758_0:001a6c|STRG.955.3:2891-3661|+     -            257 22030at50557         -            392   5.4e-15   54.1   0.4   2   3    0.0029     0.091   10.6   0.1   179   221   100   142    97   148 0.90 -
80377at50557_39758_0:001a6c|STRG.955.3:2891-3661|+     -            257 22030at50557         -            392   5.4e-15   54.1   0.4   3   3    0.0034      0.11   10.3   0.0   145   254   148   256   139   257 0.86 -
80377at50557_39758_0:001a6c|STRG.955.5:2756-3526|+     -            257 22030at50557         -            392   5.4e-15   54.1   0.4   1   3   1.4e-12   4.6e-11   41.2   0.1   139   255    15   134     4   136 0.87 -
80377at50557_39758_0:001a6c|STRG.955.5:2756-3526|+     -            257 22030at50557         -            392   5.4e-15   54.1   0.4   2   3    0.0029     0.091   10.6   0.1   179   221   100   142    97   148 0.90 -
80377at50557_39758_0:001a6c|STRG.955.5:2756-3526|+     -            257 22030at50557         -            392   5.4e-15   54.1   0.4   3   3    0.0034      0.11   10.3   0.0   145   254   148   256   139   257 0.86 -
80377at50557_39758_0:001a6c|STRG.955.6:1581-2351|+     -            257 22030at50557         -            392   5.4e-15   54.1   0.4   1   3   1.4e-12   4.6e-11   41.2   0.1   139   255    15   134     4   136 0.87 -
80377at50557_39758_0:001a6c|STRG.955.6:1581-2351|+     -            257 22030at50557         -            392   5.4e-15   54.1   0.4   2   3    0.0029     0.091   10.6   0.1   179   221   100   142    97   148 0.90 -
80377at50557_39758_0:001a6c|STRG.955.6:1581-2351|+     -            257 22030at50557         -            392   5.4e-15   54.1   0.4   3   3    0.0034      0.11   10.3   0.0   145   254   148   256   139   257 0.86 -
80377at50557_39758_0:001a6c|STRG.955.7:1666-2436|+     -            257 22030at50557         -            392   5.4e-15   54.1   0.4   1   3   1.4e-12   4.6e-11   41.2   0.1   139   255    15   134     4   136 0.87 -
80377at50557_39758_0:001a6c|STRG.955.7:1666-2436|+     -            257 22030at50557         -            392   5.4e-15   54.1   0.4   2   3    0.0029     0.091   10.6   0.1   179   221   100   142    97   148 0.90 -
80377at50557_39758_0:001a6c|STRG.955.7:1666-2436|+     -            257 22030at50557         -            392   5.4e-15   54.1   0.4   3   3    0.0034      0.11   10.3   0.0   145   254   148   256   139   257 0.86 -
69548at50557_103372_0:0010c7|STRG.13687.1:0-1328|+     -            443 22030at50557         -            392   8.2e-15   53.5  13.4   1   3   7.9e-07   2.5e-05   22.3   4.2   150   251   134   242   128   247 0.71 -
69548at50557_103372_0:0010c7|STRG.13687.1:0-1328|+     -            443 22030at50557         -            392   8.2e-15   53.5  13.4   2   3     0.006      0.19    9.5   0.3   177   213   274   309   257   318 0.84 -
69548at50557_103372_0:0010c7|STRG.13687.1:0-1328|+     -            443 22030at50557         -            392   8.2e-15   53.5  13.4   3   3   7.3e-07   2.3e-05   22.4   0.0   140   250   318   433   312   441 0.77 -
90358at50557_7070_0:00173e|STRG.13622.4:2432-3028|+    -            199 22030at50557         -            392   8.2e-15   53.5   0.9   1   3   1.6e-08   5.2e-07   27.8   0.1   170   255     6    92     2    97 0.89 -
90358at50557_7070_0:00173e|STRG.13622.4:2432-3028|+    -            199 22030at50557         -            392   8.2e-15   53.5   0.9   2   3   2.4e-06   7.6e-05   20.7   0.1   177   255    98   175    94   177 0.86 -
90358at50557_7070_0:00173e|STRG.13622.4:2432-3028|+    -            199 22030at50557         -            392   8.2e-15   53.5   0.9   3   3      0.11       3.6    5.3   0.0    63   104   158   199   150   199 0.65 -
40115at50557_123851_0:00295a|STRG.12074.1:1953-2921|+  -            323 22030at50557         -            392   1.7e-14   52.5   0.0   1   2   0.00055     0.018   12.9   0.0   142   229    65   163    52   168 0.66 -
40115at50557_123851_0:00295a|STRG.12074.1:1953-2921|+  -            323 22030at50557         -            392   1.7e-14   52.5   0.0   2   2   1.5e-11   4.8e-10   37.8   0.0   150   256   166   280   144   300 0.83 -
40115at50557_123851_0:00295a|STRG.12074.2:1875-2843|+  -            323 22030at50557         -            392   1.7e-14   52.5   0.0   1   2   0.00055     0.018   12.9   0.0   142   229    65   163    52   168 0.66 -
40115at50557_123851_0:00295a|STRG.12074.2:1875-2843|+  -            323 22030at50557         -            392   1.7e-14   52.5   0.0   2   2   1.5e-11   4.8e-10   37.8   0.0   150   256   166   280   144   300 0.83 -
40115at50557_123851_0:00295a|STRG.12074.4:1792-2760|+  -            323 22030at50557         -            392   1.7e-14   52.5   0.0   1   2   0.00055     0.018   12.9   0.0   142   229    65   163    52   168 0.66 -
40115at50557_123851_0:00295a|STRG.12074.4:1792-2760|+  -            323 22030at50557         -            392   1.7e-14   52.5   0.0   2   2   1.5e-11   4.8e-10   37.8   0.0   150   256   166   280   144   300 0.83 -
56099at50557_103372_0:001a7e|STRG.18490.2:87-1425|+    -            443 22030at50557         -            392   2.5e-14   51.9   0.1   1   2   5.9e-10   1.9e-08   32.6   0.0    40   213    55   224    38   244 0.84 -
56099at50557_103372_0:001a7e|STRG.18490.2:87-1425|+    -            443 22030at50557         -            392   2.5e-14   51.9   0.1   2   2   4.3e-05    0.0014   16.6   0.0   122   235   259   372   251   381 0.78 -
80377at50557_116153_0:0002e6|STRG.955.2:2834-3547|+    -            238 22030at50557         -            392   2.9e-14   51.7   0.4   1   3   6.1e-12   1.9e-10   39.1   0.1   145   255     3   116     1   118 0.88 -
80377at50557_116153_0:0002e6|STRG.955.2:2834-3547|+    -            238 22030at50557         -            392   2.9e-14   51.7   0.4   2   3    0.0023     0.073   10.9   0.1   179   221    82   124    78   130 0.90 -
80377at50557_116153_0:0002e6|STRG.955.2:2834-3547|+    -            238 22030at50557         -            392   2.9e-14   51.7   0.4   3   3    0.0051      0.16    9.7   0.0   145   252   130   236   126   238 0.86 -
25500at50557_13686_0:0020f5|STRG.5321.1:216-2021|+     -            602 22030at50557         -            392   7.1e-14   50.4   0.2   1   4       3.7   1.2e+02    0.3   0.0   152   176    67    91    46   121 0.77 -
25500at50557_13686_0:0020f5|STRG.5321.1:216-2021|+     -            602 22030at50557         -            392   7.1e-14   50.4   0.2   2   4   6.1e-07   1.9e-05   22.7   0.0    65   209   161   301   155   308 0.83 -
