#                                                                                                               --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                           accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                   ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
109776at50557_456900_0:0015c4|STRG.4460.1:0-713|+       -            238 109776at50557        -            209   1.1e-86  288.3   7.0   1   1   2.1e-88   1.5e-86  287.8   7.0     1   209     1   234     1   234 0.93 -
109776at50557_13249_0:0026b7|STRG.14138.4:99-716|+      -            206 109776at50557        -            209   6.5e-22   76.7  22.6   3   3   3.2e-14   2.3e-12   45.5   5.8    31   127    99   206    97   206 0.85 -
109776at50557_29053_0:002e6b|STRG.3094.1:297-887|+      -            197 109776at50557        -            209   1.1e-21   75.9   6.9   1   3   3.7e-08   2.7e-06   25.7   0.1    12    78     2    84     1    84 0.76 -
109776at50557_29053_0:002e6b|STRG.3094.1:297-887|+      -            197 109776at50557        -            209   1.1e-21   75.9   6.9   2   3   2.3e-09   1.7e-07   29.6   0.2    31    79    80   130    77   140 0.83 -
109776at50557_29053_0:002e6b|STRG.3094.1:297-887|+      -            197 109776at50557        -            209   1.1e-21   75.9   6.9   3   3   5.3e-08   3.8e-06   25.1   0.5    25    75   142   194   136   197 0.90 -
109776at50557_29053_0:002e6b|STRG.3094.2:297-887|+      -            197 109776at50557        -            209   1.1e-21   75.9   6.9   1   3   3.7e-08   2.7e-06   25.7   0.1    12    78     2    84     1    84 0.76 -
109776at50557_29053_0:002e6b|STRG.3094.2:297-887|+      -            197 109776at50557        -            209   1.1e-21   75.9   6.9   2   3   2.3e-09   1.7e-07   29.6   0.2    31    79    80   130    77   140 0.83 -
109776at50557_29053_0:002e6b|STRG.3094.2:297-887|+      -            197 109776at50557        -            209   1.1e-21   75.9   6.9   3   3   5.3e-08   3.8e-06   25.1   0.5    25    75   142   194   136   197 0.90 -
109776at50557_29053_0:002e6b|STRG.3094.3:297-887|+      -            197 109776at50557        -            209   1.1e-21   75.9   6.9   1   3   3.7e-08   2.7e-06   25.7   0.1    12    78     2    84     1    84 0.76 -
109776at50557_29053_0:002e6b|STRG.3094.3:297-887|+      -            197 109776at50557        -            209   1.1e-21   75.9   6.9   2   3   2.3e-09   1.7e-07   29.6   0.2    31    79    80   130    77   140 0.83 -
109776at50557_29053_0:002e6b|STRG.3094.3:297-887|+      -            197 109776at50557        -            209   1.1e-21   75.9   6.9   3   3   5.3e-08   3.8e-06   25.1   0.5    25    75   142   194   136   197 0.90 -
8280at50557_74869_0:001375|STRG.949.1:384-1628|+        -            415 109776at50557        -            209   2.2e-21   74.9  16.0   1   5    0.0032      0.23    9.5   0.1   100   128    33    62    16    65 0.66 -
8280at50557_74869_0:001375|STRG.949.1:384-1628|+        -            415 109776at50557        -            209   2.2e-21   74.9  16.0   2   5   1.8e-11   1.3e-09   36.5   6.9    23   164    62   221    59   223 0.81 -
8280at50557_74869_0:001375|STRG.949.1:384-1628|+        -            415 109776at50557        -            209   2.2e-21   74.9  16.0   3   5   1.6e-06   0.00011   20.4   1.8    26   127   180   280   177   314 0.76 -
8280at50557_74869_0:001375|STRG.949.1:384-1628|+        -            415 109776at50557        -            209   2.2e-21   74.9  16.0   4   5   0.00027      0.02   13.0   0.2    77   127   311   365   288   389 0.74 -
8280at50557_74869_0:001375|STRG.949.1:384-1628|+        -            415 109776at50557        -            209   2.2e-21   74.9  16.0   5   5      0.78        56    1.7   0.0    13    45   380   412   367   415 0.85 -
25718at50557_197043_0:00510d|STRG.16873.1:222-1487|+    -            422 109776at50557        -            209   1.3e-20   72.4  35.4   1   4   5.3e-08   3.8e-06   25.2  14.2    20   168    15   161     5   165 0.72 -
25718at50557_197043_0:00510d|STRG.16873.1:222-1487|+    -            422 109776at50557        -            209   1.3e-20   72.4  35.4   2   4   2.7e-06   0.00019   19.6  11.4    32   163    97   226    96   228 0.63 -
25718at50557_197043_0:00510d|STRG.16873.1:222-1487|+    -            422 109776at50557        -            209   1.3e-20   72.4  35.4   3   4     8e-11   5.8e-09   34.4   9.2    29   164   165   323   162   330 0.75 -
25718at50557_197043_0:00510d|STRG.16873.1:222-1487|+    -            422 109776at50557        -            209   1.3e-20   72.4  35.4   4   4   0.00021     0.015   13.4   0.2    79   127   327   377   324   393 0.85 -
83902at50557_568069_0:000a01|STRG.11078.2:405-995|+     -            197 109776at50557        -            209   3.6e-20   71.0  11.9   1   2   2.4e-10   1.7e-08   32.8   1.1    34   130     3   111     1   115 0.80 -
83902at50557_568069_0:000a01|STRG.11078.2:405-995|+     -            197 109776at50557        -            209   3.6e-20   71.0  11.9   2   2   1.4e-15     1e-13   49.9   3.9    26   122    88   195    86   197 0.84 -
83902at50557_568069_0:000a01|STRG.11078.3:126-716|+     -            197 109776at50557        -            209   3.6e-20   71.0  11.9   1   2   2.4e-10   1.7e-08   32.8   1.1    34   130     3   111     1   115 0.80 -
83902at50557_568069_0:000a01|STRG.11078.3:126-716|+     -            197 109776at50557        -            209   3.6e-20   71.0  11.9   2   2   1.4e-15     1e-13   49.9   3.9    26   122    88   195    86   197 0.84 -
83902at50557_319348_0:0019ae|STRG.14336.1:471-1037|+    -            189 109776at50557        -            209   2.9e-19   68.0   9.6   1   2   0.00015     0.011   13.9   0.1    91   129     8    47     2    52 0.73 -
83902at50557_319348_0:0019ae|STRG.14336.1:471-1037|+    -            189 109776at50557        -            209   2.9e-19   68.0   9.6   2   2   7.9e-17   5.7e-15   54.0   6.0    26   147    48   186    45   189 0.83 -
8280at50557_378494_0:004440|STRG.16594.1:103-918|+      -            272 109776at50557        -            209   1.4e-18   65.8  12.6   1   3   7.4e-08   5.3e-06   24.7   0.6    35   128     2   110     2   113 0.70 -
8280at50557_378494_0:004440|STRG.16594.1:103-918|+      -            272 109776at50557        -            209   1.4e-18   65.8  12.6   2   3     1e-13   7.2e-12   43.8   2.4    31   165    46   202    41   207 0.78 -
8280at50557_378494_0:004440|STRG.16594.1:103-918|+      -            272 109776at50557        -            209   1.4e-18   65.8  12.6   3   3   0.00017     0.012   13.7   0.7    57   123   203   272   202   272 0.83 -
8280at50557_74869_0:001375|STRG.6419.1:51-1124|+        -            358 109776at50557        -            209     2e-18   65.3  13.0   1   4   1.5e-07   1.1e-05   23.7   1.2    84   163    99   191    59   193 0.73 -
8280at50557_74869_0:001375|STRG.6419.1:51-1124|+        -            358 109776at50557        -            209     2e-18   65.3  13.0   2   4   0.00073     0.052   11.6   0.4    30    66   179   219   158   224 0.62 -
8280at50557_74869_0:001375|STRG.6419.1:51-1124|+        -            358 109776at50557        -            209     2e-18   65.3  13.0   3   4   2.7e-09     2e-07   29.3   1.2    77   165   190   290   178   292 0.76 -
8280at50557_74869_0:001375|STRG.6419.1:51-1124|+        -            358 109776at50557        -            209     2e-18   65.3  13.0   4   4   1.7e-06   0.00013   20.2   0.3    21    79   291   355   290   357 0.84 -
8280at50557_121225_0:0005bf|STRG.9002.1:160-1965|+      -            602 109776at50557        -            209   4.4e-18   64.1  32.5   1   4   8.2e-09   5.9e-07   27.8   3.7    17   126     5   110     1   114 0.81 -
8280at50557_121225_0:0005bf|STRG.9002.1:160-1965|+      -            602 109776at50557        -            209   4.4e-18   64.1  32.5   2   4   3.4e-05    0.0025   16.0   4.4   100   173   245   316   185   337 0.78 -
8280at50557_121225_0:0005bf|STRG.9002.1:160-1965|+      -            602 109776at50557        -            209   4.4e-18   64.1  32.5   3   4   9.1e-08   6.5e-06   24.4   4.8    18   164   354   519   348   526 0.78 -
8280at50557_121225_0:0005bf|STRG.9002.1:160-1965|+      -            602 109776at50557        -            209   4.4e-18   64.1  32.5   4   4     0.027       1.9    6.5   0.1    29    66   529   570   520   582 0.65 -
8280at50557_121225_0:0005bf|STRG.9002.2:78-1883|+       -            602 109776at50557        -            209   4.4e-18   64.1  32.5   1   4   8.2e-09   5.9e-07   27.8   3.7    17   126     5   110     1   114 0.81 -
8280at50557_121225_0:0005bf|STRG.9002.2:78-1883|+       -            602 109776at50557        -            209   4.4e-18   64.1  32.5   2   4   3.4e-05    0.0025   16.0   4.4   100   173   245   316   185   337 0.78 -
8280at50557_121225_0:0005bf|STRG.9002.2:78-1883|+       -            602 109776at50557        -            209   4.4e-18   64.1  32.5   3   4   9.1e-08   6.5e-06   24.4   4.8    18   164   354   519   348   526 0.78 -
8280at50557_121225_0:0005bf|STRG.9002.2:78-1883|+       -            602 109776at50557        -            209   4.4e-18   64.1  32.5   4   4     0.027       1.9    6.5   0.1    29    66   529   570   520   582 0.65 -
25718at50557_13249_0:001bb5|STRG.18485.2:3-1163|+       -            387 109776at50557        -            209   8.9e-18   63.1   9.4   1   3   3.5e-07   2.5e-05   22.5   0.0    58   168     3   124     1   133 0.78 -
25718at50557_13249_0:001bb5|STRG.18485.2:3-1163|+       -            387 109776at50557        -            209   8.9e-18   63.1   9.4   2   3     1e-08   7.4e-07   27.5   4.9    21   127   168   286   162   291 0.78 -
25718at50557_13249_0:001bb5|STRG.18485.2:3-1163|+       -            387 109776at50557        -            209   8.9e-18   63.1   9.4   3   3    0.0016      0.12   10.5   0.1   129   161   354   387   325   387 0.91 -
83902at50557_568069_0:000a01|STRG.11078.1:405-1016|+    -            204 109776at50557        -            209   1.2e-17   62.8  12.2   1   2   1.4e-10     1e-08   33.6   0.9    34   133     3   114     1   121 0.80 -
83902at50557_568069_0:000a01|STRG.11078.1:405-1016|+    -            204 109776at50557        -            209   1.2e-17   62.8  12.2   2   2   3.1e-10   2.2e-08   32.5   5.6    50   122   122   202   113   204 0.84 -
25718at50557_108931_0:000584|STRG.16595.1:0-1292|+      -            431 109776at50557        -            209   2.5e-17   61.7   9.1   1   5     0.082       5.9    4.9   0.4   131   182     2    51     1    74 0.71 -
25718at50557_108931_0:000584|STRG.16595.1:0-1292|+      -            431 109776at50557        -            209   2.5e-17   61.7   9.1   2   5   8.5e-07   6.1e-05   21.2   0.1    25   162    85   248    78   261 0.75 -
25718at50557_108931_0:000584|STRG.16595.1:0-1292|+      -            431 109776at50557        -            209   2.5e-17   61.7   9.1   3   5   1.5e-06   0.00011   20.4   0.2   100   164   278   350   260   356 0.78 -
25718at50557_108931_0:000584|STRG.16595.1:0-1292|+      -            431 109776at50557        -            209   2.5e-17   61.7   9.1   4   5     0.023       1.7    6.7   0.0    26    47   357   378   351   382 0.82 -
25718at50557_108931_0:000584|STRG.16595.1:0-1292|+      -            431 109776at50557        -            209   2.5e-17   61.7   9.1   5   5    0.0026      0.19    9.8   0.0    23    65   378   424   375   428 0.72 -
8280at50557_1155016_0:002e71|STRG.10488.1:388-1362|+    -            325 109776at50557        -            209   5.1e-17   60.7  14.8   1   3   1.3e-09   9.6e-08   30.4   1.9    51   163    16   150     3   158 0.76 -
8280at50557_1155016_0:002e71|STRG.10488.1:388-1362|+    -            325 109776at50557        -            209   5.1e-17   60.7  14.8   2   3   1.1e-10   7.8e-09   33.9   2.3    24   164   108   270   105   279 0.76 -
8280at50557_1155016_0:002e71|STRG.10488.1:388-1362|+    -            325 109776at50557        -            209   5.1e-17   60.7  14.8   3   3    0.0076      0.54    8.3   0.4    95   128   291   322   272   325 0.57 -
7376at50557_38123_0:000ed3|STRG.6879.1:193-1290|+       -            366 109776at50557        -            209     6e-17   60.5   5.2   1   4   3.9e-09   2.8e-07   28.9   0.9    25   127    49   166    29   167 0.73 -
7376at50557_38123_0:000ed3|STRG.6879.1:193-1290|+       -            366 109776at50557        -            209     6e-17   60.5   5.2   2   4    0.0001    0.0072   14.5   0.0    21    88   141   213   138   238 0.68 -
7376at50557_38123_0:000ed3|STRG.6879.1:193-1290|+       -            366 109776at50557        -            209     6e-17   60.5   5.2   3   4   0.00011    0.0079   14.3   0.1    20    98   212   293   206   308 0.70 -
7376at50557_38123_0:000ed3|STRG.6879.1:193-1290|+       -            366 109776at50557        -            209     6e-17   60.5   5.2   4   4    0.0028       0.2    9.7   0.2    22    62   312   355   293   363 0.72 -
83902at50557_13686_0:0017a1|STRG.4680.1:0-851|+         -            284 109776at50557        -            209   6.5e-17   60.3   9.5   1   3   1.3e-06   9.4e-05   20.6   2.0    78   131    43    96    31    98 0.87 -
83902at50557_13686_0:0017a1|STRG.4680.1:0-851|+         -            284 109776at50557        -            209   6.5e-17   60.3   9.5   2   3   8.4e-09   6.1e-07   27.8   0.3    29    78   146   198   133   199 0.85 -
83902at50557_13686_0:0017a1|STRG.4680.1:0-851|+         -            284 109776at50557        -            209   6.5e-17   60.3   9.5   3   3   6.6e-06   0.00048   18.3   0.2    32    74   172   217   172   227 0.85 -
109776at50557_69004_0:002548|STRG.10819.1:147-647|+     -            167 109776at50557        -            209   1.1e-16   59.6   9.5   1   2   1.9e-09   1.4e-07   29.8   0.5    77   128     7    59     3    63 0.92 -
109776at50557_69004_0:002548|STRG.10819.1:147-647|+     -            167 109776at50557        -            209   1.1e-16   59.6   9.5   2   2   1.3e-10   9.5e-09   33.7   3.2    77   159    76   165    54   167 0.41 -
7376at50557_1507135_0:001a56|STRG.4903.1:644-3112|+     -            823 109776at50557        -            209   1.2e-16   59.4   2.9   1   5    0.0011     0.081   11.0   0.0    75   170    31   137    10   154 0.60 -
7376at50557_1507135_0:001a56|STRG.4903.1:644-3112|+     -            823 109776at50557        -            209   1.2e-16   59.4   2.9   2   5    0.0045      0.33    9.0   0.0    26    81   302   363   296   384 0.75 -
7376at50557_1507135_0:001a56|STRG.4903.1:644-3112|+     -            823 109776at50557        -            209   1.2e-16   59.4   2.9   3   5   9.4e-07   6.8e-05   21.1   1.0    77   150   518   593   470   599 0.53 -
7376at50557_1507135_0:001a56|STRG.4903.1:644-3112|+     -            823 109776at50557        -            209   1.2e-16   59.4   2.9   4   5     0.019       1.4    7.0   0.0    26    66   575   620   572   625 0.73 -
7376at50557_1507135_0:001a56|STRG.4903.1:644-3112|+     -            823 109776at50557        -            209   1.2e-16   59.4   2.9   5   5    0.0097       0.7    8.0   0.0    81   164   729   822   707   823 0.71 -
7376at50557_1507135_0:001a56|STRG.4903.2:336-2804|+     -            823 109776at50557        -            209   1.2e-16   59.4   2.9   1   5    0.0011     0.081   11.0   0.0    75   170    31   137    10   154 0.60 -
7376at50557_1507135_0:001a56|STRG.4903.2:336-2804|+     -            823 109776at50557        -            209   1.2e-16   59.4   2.9   2   5    0.0045      0.33    9.0   0.0    26    81   302   363   296   384 0.75 -
7376at50557_1507135_0:001a56|STRG.4903.2:336-2804|+     -            823 109776at50557        -            209   1.2e-16   59.4   2.9   3   5   9.4e-07   6.8e-05   21.1   1.0    77   150   518   593   470   599 0.53 -
7376at50557_1507135_0:001a56|STRG.4903.2:336-2804|+     -            823 109776at50557        -            209   1.2e-16   59.4   2.9   4   5     0.019       1.4    7.0   0.0    26    66   575   620   572   625 0.73 -
7376at50557_1507135_0:001a56|STRG.4903.2:336-2804|+     -            823 109776at50557        -            209   1.2e-16   59.4   2.9   5   5    0.0097       0.7    8.0   0.0    81   164   729   822   707   823 0.71 -
83902at50557_69004_0:0010e0|STRG.14763.1:275-685|+      -            137 109776at50557        -            209   8.2e-16   56.7  18.5   1   2   3.9e-10   2.8e-08   32.1   3.5    26    79    52   108     8   112 0.74 -
83902at50557_69004_0:0010e0|STRG.14763.1:275-685|+      -            137 109776at50557        -            209   8.2e-16   56.7  18.5   2   2   1.5e-11   1.1e-09   36.7   7.2    26   122    52   136    46   137 0.73 -
83902at50557_69004_0:0010e0|STRG.14763.2:275-685|+      -            137 109776at50557        -            209   8.2e-16   56.7  18.5   1   2   3.9e-10   2.8e-08   32.1   3.5    26    79    52   108     8   112 0.74 -
83902at50557_69004_0:0010e0|STRG.14763.2:275-685|+      -            137 109776at50557        -            209   8.2e-16   56.7  18.5   2   2   1.5e-11   1.1e-09   36.7   7.2    26   122    52   136    46   137 0.73 -
83902at50557_69004_0:0010e0|STRG.14763.3:275-685|+      -            137 109776at50557        -            209   8.2e-16   56.7  18.5   1   2   3.9e-10   2.8e-08   32.1   3.5    26    79    52   108     8   112 0.74 -
83902at50557_69004_0:0010e0|STRG.14763.3:275-685|+      -            137 109776at50557        -            209   8.2e-16   56.7  18.5   2   2   1.5e-11   1.1e-09   36.7   7.2    26   122    52   136    46   137 0.73 -
83902at50557_69004_0:0010e0|STRG.14763.4:275-685|+      -            137 109776at50557        -            209   8.2e-16   56.7  18.5   1   2   3.9e-10   2.8e-08   32.1   3.5    26    79    52   108     8   112 0.74 -
83902at50557_69004_0:0010e0|STRG.14763.4:275-685|+      -            137 109776at50557        -            209   8.2e-16   56.7  18.5   2   2   1.5e-11   1.1e-09   36.7   7.2    26   122    52   136    46   137 0.73 -
7376at50557_67767_0:001053|STRG.10487.1:207-1181|+      -            325 109776at50557        -            209   1.1e-15   56.4  18.6   1   3   9.2e-09   6.6e-07   27.6   7.0    31   163     3   160     1   167 0.73 -
7376at50557_67767_0:001053|STRG.10487.1:207-1181|+      -            325 109776at50557        -            209   1.1e-15   56.4  18.6   2   3    0.0027      0.19    9.8   0.0    90   130   154   196   144   198 0.79 -
7376at50557_67767_0:001053|STRG.10487.1:207-1181|+      -            325 109776at50557        -            209   1.1e-15   56.4  18.6   3   3   1.6e-07   1.2e-05   23.6   2.8   106   165   196   264   188   284 0.81 -
25718at50557_13249_0:001bb5|STRG.7337.1:429-1634|+      -            402 109776at50557        -            209   3.6e-15   54.6  31.1   1   6   7.9e-06   0.00057   18.0   5.3    34    98     3    78     1    81 0.60 -
25718at50557_13249_0:001bb5|STRG.7337.1:429-1634|+      -            402 109776at50557        -            209   3.6e-15   54.6  31.1   2   6   3.9e-05    0.0028   15.8   3.4    32   132    24   135    23   153 0.69 -
25718at50557_13249_0:001bb5|STRG.7337.1:429-1634|+      -            402 109776at50557        -            209   3.6e-15   54.6  31.1   3   6     0.062       4.5    5.3   0.1    23    83   107   169    99   196 0.70 -
25718at50557_13249_0:001bb5|STRG.7337.1:429-1634|+      -            402 109776at50557        -            209   3.6e-15   54.6  31.1   4   6   3.3e-05    0.0024   16.0   2.6    20    95   195   272   150   278 0.53 -
25718at50557_13249_0:001bb5|STRG.7337.1:429-1634|+      -            402 109776at50557        -            209   3.6e-15   54.6  31.1   5   6   6.1e-09   4.4e-07   28.2   7.7    20   164   195   334   187   337 0.87 -
25718at50557_13249_0:001bb5|STRG.7337.1:429-1634|+      -            402 109776at50557        -            209   3.6e-15   54.6  31.1   6   6    0.0063      0.45    8.6   0.6    14    45   351   382   341   402 0.72 -
25718at50557_13249_0:001bb5|STRG.7337.2:429-1634|+      -            402 109776at50557        -            209   3.6e-15   54.6  31.1   1   6   7.9e-06   0.00057   18.0   5.3    34    98     3    78     1    81 0.60 -
25718at50557_13249_0:001bb5|STRG.7337.2:429-1634|+      -            402 109776at50557        -            209   3.6e-15   54.6  31.1   2   6   3.9e-05    0.0028   15.8   3.4    32   132    24   135    23   153 0.69 -
25718at50557_13249_0:001bb5|STRG.7337.2:429-1634|+      -            402 109776at50557        -            209   3.6e-15   54.6  31.1   3   6     0.062       4.5    5.3   0.1    23    83   107   169    99   196 0.70 -
25718at50557_13249_0:001bb5|STRG.7337.2:429-1634|+      -            402 109776at50557        -            209   3.6e-15   54.6  31.1   4   6   3.3e-05    0.0024   16.0   2.6    20    95   195   272   150   278 0.53 -
25718at50557_13249_0:001bb5|STRG.7337.2:429-1634|+      -            402 109776at50557        -            209   3.6e-15   54.6  31.1   5   6   6.1e-09   4.4e-07   28.2   7.7    20   164   195   334   187   337 0.87 -
25718at50557_13249_0:001bb5|STRG.7337.2:429-1634|+      -            402 109776at50557        -            209   3.6e-15   54.6  31.1   6   6    0.0063      0.45    8.6   0.6    14    45   351   382   341   402 0.72 -
83902at50557_7165_0:002695|STRG.3556.1:165-677|+        -            171 109776at50557        -            209   9.7e-15   53.2   5.3   1   1   6.4e-15   4.6e-13   47.8   5.2    31   143    41   170     8   171 0.79 -
109776at50557_378494_0:004f86|STRG.14138.2:1350-1703|+  -            118 109776at50557        -            209   1.7e-13   49.2   2.9   1   1   2.2e-14   1.6e-12   46.0   2.9    30   113    23   118     4   118 0.78 -
109776at50557_378494_0:004f86|STRG.14138.4:1160-1513|+  -            118 109776at50557        -            209   1.7e-13   49.2   2.9   1   1   2.2e-14   1.6e-12   46.0   2.9    30   113    23   118     4   118 0.78 -
109776at50557_83485_0:00245b|STRG.275.1:22-1053|+       -            344 109776at50557        -            209   2.2e-13   48.8   9.4   1   4   2.4e-06   0.00017   19.8   1.8    48   162    56   181    45   182 0.82 -
109776at50557_83485_0:00245b|STRG.275.1:22-1053|+       -            344 109776at50557        -            209   2.2e-13   48.8   9.4   2   4     0.015       1.1    7.4   0.1   107   163   141   206   137   210 0.69 -
109776at50557_83485_0:00245b|STRG.275.1:22-1053|+       -            344 109776at50557        -            209   2.2e-13   48.8   9.4   3   4   8.6e-09   6.2e-07   27.7   4.5    30   161   170   324   156   332 0.74 -
109776at50557_83485_0:00245b|STRG.275.1:22-1053|+       -            344 109776at50557        -            209   2.2e-13   48.8   9.4   4   4      0.99        72    1.4   0.0    22    57   306   340   302   343 0.82 -
109776at50557_83485_0:00245b|STRG.276.1:41-1072|-       -            344 109776at50557        -            209   2.2e-13   48.8   9.4   1   4   2.4e-06   0.00017   19.8   1.8    48   162    56   181    45   182 0.82 -
109776at50557_83485_0:00245b|STRG.276.1:41-1072|-       -            344 109776at50557        -            209   2.2e-13   48.8   9.4   2   4     0.015       1.1    7.4   0.1   107   163   141   206   137   210 0.69 -
109776at50557_83485_0:00245b|STRG.276.1:41-1072|-       -            344 109776at50557        -            209   2.2e-13   48.8   9.4   3   4   8.6e-09   6.2e-07   27.7   4.5    30   161   170   324   156   332 0.74 -
109776at50557_83485_0:00245b|STRG.276.1:41-1072|-       -            344 109776at50557        -            209   2.2e-13   48.8   9.4   4   4      0.99        72    1.4   0.0    22    57   306   340   302   343 0.82 -
7376at50557_45779_0:000f73|STRG.2882.1:213-1220|+       -            336 109776at50557        -            209     3e-13   48.4  16.0   1   3   3.4e-06   0.00024   19.2   8.5    87   157    45   124    13   126 0.77 -
7376at50557_45779_0:000f73|STRG.2882.1:213-1220|+       -            336 109776at50557        -            209     3e-13   48.4  16.0   2   3     1e-06   7.4e-05   20.9   0.3    80   127   108   157    97   187 0.76 -
7376at50557_45779_0:000f73|STRG.2882.1:213-1220|+       -            336 109776at50557        -            209     3e-13   48.4  16.0   3   3   0.00068     0.049   11.7   0.2    90   131   195   238   186   274 0.77 -
83902at50557_7217_0:000c07|STRG.12938.1:1-540|+         -            180 109776at50557        -            209     3e-13   48.3   8.1   1   3   9.7e-08     7e-06   24.3   2.2    32    79     2    54     1    57 0.84 -
83902at50557_7217_0:000c07|STRG.12938.1:1-540|+         -            180 109776at50557        -            209     3e-13   48.3   8.1   2   3   0.00035     0.025   12.7   0.1    20    69    62   115    55   137 0.76 -
83902at50557_7217_0:000c07|STRG.12938.1:1-540|+         -            180 109776at50557        -            209     3e-13   48.3   8.1   3   3   0.00039     0.028   12.5   0.2    23    60   137   178   127   180 0.79 -
8280at50557_7160_0:00112a|STRG.3315.1:152-1180|+        -            343 109776at50557        -            209   3.6e-13   48.1  24.6   1   4   1.4e-08     1e-06   27.0  14.9    29   161    19   173    10   174 0.74 -
8280at50557_7160_0:00112a|STRG.3315.1:152-1180|+        -            343 109776at50557        -            209   3.6e-13   48.1  24.6   2   4     0.033       2.4    6.2   6.3    84   143   134   202   129   204 0.61 -
8280at50557_7160_0:00112a|STRG.3315.1:152-1180|+        -            343 109776at50557        -            209   3.6e-13   48.1  24.6   3   4     2e-06   0.00015   20.0   3.4    18    98   175   257   173   290 0.82 -
8280at50557_7160_0:00112a|STRG.3315.1:152-1180|+        -            343 109776at50557        -            209   3.6e-13   48.1  24.6   4   4   7.8e-06   0.00056   18.1   0.1    23   116   204   313   201   324 0.65 -
83902at50557_7260_0:0016c5|STRG.12391.2:1212-1739|+     -            176 109776at50557        -            209   4.3e-13   47.8  13.3   1   1   2.8e-13     2e-11   42.4  13.3    25   142    28   163    20   173 0.79 -
83902at50557_7260_0:0016c5|STRG.12391.3:423-950|+       -            176 109776at50557        -            209   4.3e-13   47.8  13.3   1   1   2.8e-13     2e-11   42.4  13.3    25   142    28   163    20   173 0.79 -
8280at50557_28612_0:005400|STRG.6436.1:281-856|+        -            192 109776at50557        -            209   2.4e-12   45.4   5.9   1   2   1.8e-12   1.3e-10   39.7   2.3    21   165     6   172     3   172 0.77 -
8280at50557_28612_0:005400|STRG.6436.1:281-856|+        -            192 109776at50557        -            209   2.4e-12   45.4   5.9   2   2   0.00014      0.01   13.9   0.1   104   146   127   176   124   192 0.54 -
25718at50557_38123_0:002c3f|STRG.12289.1:273-1058|+     -            262 109776at50557        -            209   4.5e-12   44.5  12.9   1   2     0.002      0.14   10.2   0.8    90   163    12    99     3   100 0.67 -
25718at50557_38123_0:002c3f|STRG.12289.1:273-1058|+     -            262 109776at50557        -            209   4.5e-12   44.5  12.9   2   2   5.8e-12   4.2e-10   38.1   7.9    18   169    75   247    60   261 0.75 -
83902at50557_7217_0:000c07|STRG.12938.2:1-480|+         -            160 109776at50557        -            209   1.1e-11   43.3   8.9   1   3   7.1e-08   5.1e-06   24.7   2.7    32    79     2    54     1    61 0.76 -
83902at50557_7217_0:000c07|STRG.12938.2:1-480|+         -            160 109776at50557        -            209   1.1e-11   43.3   8.9   2   3   0.00032     0.023   12.8   0.1    20    70    62   116    58   137 0.76 -
83902at50557_7217_0:000c07|STRG.12938.2:1-480|+         -            160 109776at50557        -            209   1.1e-11   43.3   8.9   3   3     0.016       1.1    7.3   0.3    23    46   137   160   127   160 0.79 -
8280at50557_43041_0:001bfd|STRG.7342.1:987-2372|+       -            462 109776at50557        -            209   1.3e-11   43.0  22.6   1   6      0.52        37    2.3   0.1    81   124    51    97    31   104 0.63 -
8280at50557_43041_0:001bfd|STRG.7342.1:987-2372|+       -            462 109776at50557        -            209   1.3e-11   43.0  22.6   2   6   0.00017     0.013   13.7   2.8    76   163   146   240   102   242 0.58 -
8280at50557_43041_0:001bfd|STRG.7342.1:987-2372|+       -            462 109776at50557        -            209   1.3e-11   43.0  22.6   3   6    0.0043      0.31    9.1   1.0    20    47   242   269   232   293 0.77 -
8280at50557_43041_0:001bfd|STRG.7342.1:987-2372|+       -            462 109776at50557        -            209   1.3e-11   43.0  22.6   4   6     7e-07     5e-05   21.5   2.1     9   128   271   394   269   400 0.84 -
8280at50557_43041_0:001bfd|STRG.7342.1:987-2372|+       -            462 109776at50557        -            209   1.3e-11   43.0  22.6   5   6       1.2        87    1.1   0.0    28    63   399   438   395   443 0.68 -
8280at50557_43041_0:001bfd|STRG.7342.1:987-2372|+       -            462 109776at50557        -            209   1.3e-11   43.0  22.6   6   6       1.6   1.2e+02    0.7   0.0    21    42   440   461   433   462 0.83 -
8280at50557_43041_0:001bfd|STRG.7342.2:698-2083|+       -            462 109776at50557        -            209   1.3e-11   43.0  22.6   1   6      0.52        37    2.3   0.1    81   124    51    97    31   104 0.63 -
8280at50557_43041_0:001bfd|STRG.7342.2:698-2083|+       -            462 109776at50557        -            209   1.3e-11   43.0  22.6   2   6   0.00017     0.013   13.7   2.8    76   163   146   240   102   242 0.58 -
8280at50557_43041_0:001bfd|STRG.7342.2:698-2083|+       -            462 109776at50557        -            209   1.3e-11   43.0  22.6   3   6    0.0043      0.31    9.1   1.0    20    47   242   269   232   293 0.77 -
8280at50557_43041_0:001bfd|STRG.7342.2:698-2083|+       -            462 109776at50557        -            209   1.3e-11   43.0  22.6   4   6     7e-07     5e-05   21.5   2.1     9   128   271   394   269   400 0.84 -
