#                                                                                                              --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                          accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                  ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
43121at50557_103372_0:001d6c|STRG.9312.1:248-1243|+    -            332 43121at50557         -            432  2.5e-162  539.6   2.0   1   1  3.3e-163  1.4e-161  537.1   2.0     1   290     1   332     1   332 0.92 -
49370at50557_456900_0:00265d|STRG.7846.1:253-1821|+    -            523 43121at50557         -            432   3.7e-14   51.4   0.4   4   4   3.4e-05    0.0015   16.4   0.0   263   332   448   521   443   523 0.81 -
49370at50557_456900_0:00265d|STRG.7846.2:0-1568|+      -            523 43121at50557         -            432   3.7e-14   51.4   0.4   1   4      0.61        26    2.4   0.0   185   227   220   262   182   269 0.70 -
49370at50557_456900_0:00265d|STRG.7846.2:0-1568|+      -            523 43121at50557         -            432   3.7e-14   51.4   0.4   2   4       2.9   1.3e+02    0.2   0.0   319   332   295   308   281   313 0.82 -
49370at50557_456900_0:00265d|STRG.7846.2:0-1568|+      -            523 43121at50557         -            432   3.7e-14   51.4   0.4   3   4   2.6e-08   1.1e-06   26.7   0.1   261   337   362   441   355   451 0.87 -
49370at50557_456900_0:00265d|STRG.7846.2:0-1568|+      -            523 43121at50557         -            432   3.7e-14   51.4   0.4   4   4   3.4e-05    0.0015   16.4   0.0   263   332   448   521   443   523 0.81 -
43553at50557_79782_0:002ee3|STRG.2473.1:132-992|+      -            287 43121at50557         -            432   3.7e-14   51.3   2.2   1   3   6.4e-12   2.7e-10   38.6   0.2   183   337     9   179     2   184 0.76 -
43553at50557_79782_0:002ee3|STRG.2473.1:132-992|+      -            287 43121at50557         -            432   3.7e-14   51.3   2.2   2   3    0.0029      0.13   10.0   0.0   181   222   180   221   174   229 0.86 -
43553at50557_79782_0:002ee3|STRG.2473.1:132-992|+      -            287 43121at50557         -            432   3.7e-14   51.3   2.2   3   3      0.01      0.45    8.2   0.1   279   357   202   284   187   286 0.75 -
57752at50557_103372_0:000c5a|STRG.2670.1:0-1301|+      -            434 43121at50557         -            432   8.9e-14   50.1   0.8   1   4    0.0076      0.33    8.7   0.0   187   227   122   162   106   167 0.80 -
57752at50557_103372_0:000c5a|STRG.2670.1:0-1301|+      -            434 43121at50557         -            432   8.9e-14   50.1   0.8   2   4   1.6e-07   7.1e-06   24.0   0.1   262   350   163   253   158   260 0.86 -
57752at50557_103372_0:000c5a|STRG.2670.1:0-1301|+      -            434 43121at50557         -            432   8.9e-14   50.1   0.8   3   4     0.022      0.96    7.1   0.0   276   315   261   300   248   321 0.66 -
57752at50557_103372_0:000c5a|STRG.2670.1:0-1301|+      -            434 43121at50557         -            432   8.9e-14   50.1   0.8   4   4    0.0024       0.1   10.3   0.0   263   334   290   362   285   368 0.82 -
40115at50557_144034_0:000898|STRG.1723.1:967-1836|+    -            290 43121at50557         -            432   1.3e-13   49.5   0.4   1   2   1.7e-08   7.2e-07   27.3   0.4   192   335     9   166     4   173 0.68 -
40115at50557_144034_0:000898|STRG.1723.1:967-1836|+    -            290 43121at50557         -            432   1.3e-13   49.5   0.4   2   2   5.3e-05    0.0023   15.8   0.0   185   291   173   289   168   290 0.86 -
80377at50557_77166_0:002f29|STRG.10610.1:593-1507|+    -            305 43121at50557         -            432   2.4e-13   48.7   4.2   1   3   1.1e-06   4.9e-05   21.3   0.5   238   337    27   141    12   168 0.80 -
80377at50557_77166_0:002f29|STRG.10610.1:593-1507|+    -            305 43121at50557         -            432   2.4e-13   48.7   4.2   2   3    0.0096      0.41    8.3   0.0   268   304   194   230   189   238 0.90 -
80377at50557_77166_0:002f29|STRG.10610.1:593-1507|+    -            305 43121at50557         -            432   2.4e-13   48.7   4.2   3   3   3.2e-05    0.0014   16.5   0.0   194   231   242   279   234   302 0.90 -
57752at50557_69319_0:000ee5|STRG.16929.1:169-972|+     -            268 43121at50557         -            432   2.4e-13   48.6   0.0   1   3      0.23       9.7    3.8   0.0   192   220    33    61    16    67 0.87 -
57752at50557_69319_0:000ee5|STRG.16929.1:169-972|+     -            268 43121at50557         -            432   2.4e-13   48.6   0.0   2   3   5.5e-07   2.3e-05   22.3   0.0   262   335    69   147    63   154 0.86 -
57752at50557_69319_0:000ee5|STRG.16929.1:169-972|+     -            268 43121at50557         -            432   2.4e-13   48.6   0.0   3   3   4.9e-06   0.00021   19.2   0.0   262   332   155   230   150   256 0.86 -
13625at50557_103372_0:00203b|STRG.1917.1:2-2560|+      -            853 43121at50557         -            432   8.1e-13   46.9   0.0   1   3     0.044       1.9    6.2   0.0   265   331    69   140     7   150 0.62 -
13625at50557_103372_0:00203b|STRG.1917.1:2-2560|+      -            853 43121at50557         -            432   8.1e-13   46.9   0.0   2   3   9.1e-11   3.9e-09   34.8   0.0   185   341   317   488   307   519 0.76 -
13625at50557_103372_0:00203b|STRG.1917.1:2-2560|+      -            853 43121at50557         -            432   8.1e-13   46.9   0.0   3   3       2.8   1.2e+02    0.2   0.0   261   303   551   593   526   606 0.79 -
77772at50557_121845_0:003bba|STRG.14135.1:2659-3565|-  -            300 43121at50557         -            432   9.5e-13   46.7   1.7   1   3      0.11       4.7    4.9   0.0   189   223    20    54     4    65 0.52 -
77772at50557_121845_0:003bba|STRG.14135.1:2659-3565|-  -            300 43121at50557         -            432   9.5e-13   46.7   1.7   2   3   2.6e-05    0.0011   16.8   0.1   264   339    61   141    54   152 0.79 -
77772at50557_121845_0:003bba|STRG.14135.1:2659-3565|-  -            300 43121at50557         -            432   9.5e-13   46.7   1.7   3   3   1.1e-06   4.6e-05   21.4   0.1   268   333   183   254   157   259 0.81 -
77772at50557_121845_0:003bba|STRG.14137.1:4588-5494|-  -            300 43121at50557         -            432   9.5e-13   46.7   1.7   1   3      0.11       4.7    4.9   0.0   189   223    20    54     4    65 0.52 -
77772at50557_121845_0:003bba|STRG.14137.1:4588-5494|-  -            300 43121at50557         -            432   9.5e-13   46.7   1.7   2   3   2.6e-05    0.0011   16.8   0.1   264   339    61   141    54   152 0.79 -
77772at50557_121845_0:003bba|STRG.14137.1:4588-5494|-  -            300 43121at50557         -            432   9.5e-13   46.7   1.7   3   3   1.1e-06   4.6e-05   21.4   0.1   268   333   183   254   157   259 0.81 -
13625at50557_103372_0:00203b|STRG.1917.2:0-2378|+      -            793 43121at50557         -            432   1.5e-12   46.0   0.1   1   3     0.086       3.7    5.2   0.1   267   333    11    82     3    90 0.72 -
13625at50557_103372_0:00203b|STRG.1917.2:0-2378|+      -            793 43121at50557         -            432   1.5e-12   46.0   0.1   2   3   7.7e-11   3.3e-09   35.0   0.0   185   341   257   428   245   459 0.76 -
13625at50557_103372_0:00203b|STRG.1917.2:0-2378|+      -            793 43121at50557         -            432   1.5e-12   46.0   0.1   3   3       2.7   1.2e+02    0.3   0.0   261   304   491   534   472   547 0.79 -
80377at50557_123851_0:001311|STRG.4993.1:456-1250|+    -            265 43121at50557         -            432   3.9e-12   44.7   0.2   1   2     0.021      0.92    7.2   0.0   188   218     4    34     2    41 0.85 -
80377at50557_123851_0:001311|STRG.4993.1:456-1250|+    -            265 43121at50557         -            432   3.9e-12   44.7   0.2   2   2   2.4e-09     1e-07   30.1   0.1   188   334    64   228    57   236 0.81 -
71739at50557_103372_0:00145d|STRG.7372.1:0-965|+       -            322 43121at50557         -            432   4.5e-12   44.5   0.4   1   3   5.2e-07   2.2e-05   22.4   0.0   262   334     3    78     1    91 0.88 -
71739at50557_103372_0:00145d|STRG.7372.1:0-965|+       -            322 43121at50557         -            432   4.5e-12   44.5   0.4   2   3   5.3e-06   0.00023   19.1   0.1   278   332   156   213   142   223 0.88 -
71739at50557_103372_0:00145d|STRG.7372.1:0-965|+       -            322 43121at50557         -            432   4.5e-12   44.5   0.4   3   3       8.1   3.5e+02   -1.3   0.0   192   220   285   313   278   317 0.84 -
71739at50557_103372_0:00145d|STRG.7372.2:110-1042|+    -            311 43121at50557         -            432   5.9e-12   44.1   0.3   1   2   3.4e-07   1.4e-05   23.0   0.0   262   334     7    82     2    96 0.87 -
71739at50557_103372_0:00145d|STRG.7372.2:110-1042|+    -            311 43121at50557         -            432   5.9e-12   44.1   0.3   2   2     5e-06   0.00022   19.2   0.1   278   332   160   217   146   227 0.88 -
14512at50557_29053_0:0002b6|STRG.15815.1:12-722|+      -            237 43121at50557         -            432     2e-11   42.3   0.1   1   2   2.7e-09   1.2e-07   29.9   0.0   241   334    16   122    11   130 0.77 -
14512at50557_29053_0:0002b6|STRG.15815.1:12-722|+      -            237 43121at50557         -            432     2e-11   42.3   0.1   2   2    0.0023     0.097   10.4   0.0   256   332   155   236   148   237 0.83 -
58729at50557_103372_0:00194e|STRG.1025.1:0-1571|+      -            524 43121at50557         -            432   2.5e-11   42.0   1.3   1   2   9.1e-07   3.9e-05   21.6   0.1   193   338    42   199    33   215 0.75 -
58729at50557_103372_0:00194e|STRG.1025.1:0-1571|+      -            524 43121at50557         -            432   2.5e-11   42.0   1.3   2   2   4.4e-07   1.9e-05   22.6   0.3   201   329   177   314   170   332 0.72 -
14512at50557_197043_0:0050fb|STRG.4714.1:382-726|+     -            115 43121at50557         -            432   2.8e-11   41.9   2.5   1   2   3.5e-08   1.5e-06   26.3   0.6   262   334     2    78     1    84 0.88 -
14512at50557_197043_0:0050fb|STRG.4714.1:382-726|+     -            115 43121at50557         -            432   2.8e-11   41.9   2.5   2   2     1e-06   4.3e-05   21.4   0.0   262   329    45   115    39   115 0.85 -
43553at50557_103372_0:0013d1|STRG.7364.3:48-1112|+     -            355 43121at50557         -            432   3.8e-11   41.4   2.9   1   3   1.7e-05   0.00075   17.4   0.0   263   332    42   115    33   122 0.83 -
43553at50557_103372_0:0013d1|STRG.7364.3:48-1112|+     -            355 43121at50557         -            432   3.8e-11   41.4   2.9   2   3   0.00019    0.0081   14.0   0.1   264   334   168   241   164   248 0.84 -
43553at50557_103372_0:0013d1|STRG.7364.3:48-1112|+     -            355 43121at50557         -            432   3.8e-11   41.4   2.9   3   3    0.0068      0.29    8.8   0.1   302   335   249   284   243   289 0.79 -
49370at50557_79782_0:001886|STRG.5325.1:1802-2788|+    -            329 43121at50557         -            432   4.4e-11   41.2   2.1   1   3    0.0047       0.2    9.4   0.0   188   224    42    78     1    82 0.68 -
49370at50557_79782_0:001886|STRG.5325.1:1802-2788|+    -            329 43121at50557         -            432   4.4e-11   41.2   2.1   2   3   0.00012    0.0053   14.6   0.0   266   348    87   174    82   181 0.85 -
49370at50557_79782_0:001886|STRG.5325.1:1802-2788|+    -            329 43121at50557         -            432   4.4e-11   41.2   2.1   3   3   0.00026     0.011   13.5   0.2   262   333   250   325   181   328 0.82 -
48053at50557_13249_0:0016bb|STRG.3888.1:612-1586|+     -            325 43121at50557         -            432   4.6e-11   41.1   0.1   1   3   5.6e-07   2.4e-05   22.3   0.0   262   333    67   143    60   148 0.88 -
48053at50557_13249_0:0016bb|STRG.3888.1:612-1586|+     -            325 43121at50557         -            432   4.6e-11   41.1   0.1   2   3     0.011      0.46    8.2   0.0   281   332   174   228   153   240 0.79 -
48053at50557_13249_0:0016bb|STRG.3888.1:612-1586|+     -            325 43121at50557         -            432   4.6e-11   41.1   0.1   3   3     0.028       1.2    6.8   0.0   196   223   297   324   278   325 0.91 -
43553at50557_103372_0:0013d1|STRG.7364.1:0-1127|+      -            376 43121at50557         -            432   4.8e-11   41.1   2.9   1   3   1.9e-05   0.00082   17.2   0.0   263   332    41   114    32   121 0.83 -
43553at50557_103372_0:0013d1|STRG.7364.1:0-1127|+      -            376 43121at50557         -            432   4.8e-11   41.1   2.9   2   3   0.00021    0.0091   13.8   0.1   264   334   167   240   164   247 0.84 -
43553at50557_103372_0:0013d1|STRG.7364.1:0-1127|+      -            376 43121at50557         -            432   4.8e-11   41.1   2.9   3   3    0.0071      0.31    8.8   0.1   302   335   248   283   241   288 0.79 -
31374at50557_133901_0:001035|STRG.16923.1:1137-2681|+  -            515 43121at50557         -            432   5.4e-11   40.9   0.0   1   3       1.1        49    1.5   0.0   303   334   267   301   254   306 0.82 -
31374at50557_133901_0:001035|STRG.16923.1:1137-2681|+  -            515 43121at50557         -            432   5.4e-11   40.9   0.0   2   3   0.00023    0.0099   13.7   0.0   262   334   310   385   305   394 0.86 -
31374at50557_133901_0:001035|STRG.16923.1:1137-2681|+  -            515 43121at50557         -            432   5.4e-11   40.9   0.0   3   3   1.4e-06   5.9e-05   21.0   0.0   262   333   395   468   387   477 0.85 -
31374at50557_133901_0:001035|STRG.16923.2:335-1879|+   -            515 43121at50557         -            432   5.4e-11   40.9   0.0   1   3       1.1        49    1.5   0.0   303   334   267   301   254   306 0.82 -
31374at50557_133901_0:001035|STRG.16923.2:335-1879|+   -            515 43121at50557         -            432   5.4e-11   40.9   0.0   2   3   0.00023    0.0099   13.7   0.0   262   334   310   385   305   394 0.86 -
31374at50557_133901_0:001035|STRG.16923.2:335-1879|+   -            515 43121at50557         -            432   5.4e-11   40.9   0.0   3   3   1.4e-06   5.9e-05   21.0   0.0   262   333   395   468   387   477 0.85 -
80377at50557_38123_0:002ff9|STRG.12642.1:488-2089|+    -            534 43121at50557         -            432   5.9e-11   40.8   6.0   1   3   0.00075     0.032   12.0   0.1   265   334    51   123    27   128 0.86 -
80377at50557_38123_0:002ff9|STRG.12642.1:488-2089|+    -            534 43121at50557         -            432   5.9e-11   40.8   6.0   2   3   4.2e-06   0.00018   19.4   0.3   263   334   133   207   126   216 0.86 -
80377at50557_38123_0:002ff9|STRG.12642.1:488-2089|+    -            534 43121at50557         -            432   5.9e-11   40.8   6.0   3   3    0.0029      0.13   10.0   0.1   238   335   392   499   376   516 0.71 -
80377at50557_38123_0:002ff9|STRG.12642.2:42-1643|+     -            534 43121at50557         -            432   5.9e-11   40.8   6.0   1   3   0.00075     0.032   12.0   0.1   265   334    51   123    27   128 0.86 -
80377at50557_38123_0:002ff9|STRG.12642.2:42-1643|+     -            534 43121at50557         -            432   5.9e-11   40.8   6.0   2   3   4.2e-06   0.00018   19.4   0.3   263   334   133   207   126   216 0.86 -
80377at50557_38123_0:002ff9|STRG.12642.2:42-1643|+     -            534 43121at50557         -            432   5.9e-11   40.8   6.0   3   3    0.0029      0.13   10.0   0.1   238   335   392   499   376   516 0.71 -
80377at50557_7222_0:00003c|STRG.3809.1:5-457|+         -            151 43121at50557         -            432   1.2e-10   39.8   0.7   1   3       1.8        78    0.8   0.0   283   308     2    27     1    31 0.87 -
80377at50557_7222_0:00003c|STRG.3809.1:5-457|+         -            151 43121at50557         -            432   1.2e-10   39.8   0.7   2   3   2.7e-11   1.1e-09   36.5   0.2   264   361    25   126    19   135 0.81 -
80377at50557_7222_0:00003c|STRG.3809.1:5-457|+         -            151 43121at50557         -            432   1.2e-10   39.8   0.7   3   3      0.82        35    2.0   0.1   315   335   121   141   107   146 0.75 -
43553at50557_103372_0:0013d1|STRG.7364.2:0-1190|+      -            397 43121at50557         -            432   1.7e-10   39.3   5.4   1   4       9.3     4e+02   -1.5   0.0   155   196    23    64    18    81 0.85 -
43553at50557_103372_0:0013d1|STRG.7364.2:0-1190|+      -            397 43121at50557         -            432   1.7e-10   39.3   5.4   2   4   2.2e-05   0.00092   17.1   0.0   263   332    84   157    75   163 0.83 -
43553at50557_103372_0:0013d1|STRG.7364.2:0-1190|+      -            397 43121at50557         -            432   1.7e-10   39.3   5.4   3   4   0.00023    0.0099   13.7   0.1   264   334   210   283   207   290 0.84 -
43553at50557_103372_0:0013d1|STRG.7364.2:0-1190|+      -            397 43121at50557         -            432   1.7e-10   39.3   5.4   4   4    0.0079      0.34    8.6   0.1   302   335   291   326   285   331 0.79 -
71739at50557_7375_0:001d21|STRG.15382.1:21-878|+       -            286 43121at50557         -            432     2e-10   39.1   0.3   1   2   1.5e-09   6.4e-08   30.8   0.2   187   348    51   222    47   228 0.79 -
71739at50557_7375_0:001d21|STRG.15382.1:21-878|+       -            286 43121at50557         -            432     2e-10   39.1   0.3   2   2     0.052       2.2    5.9   0.0   187   213   258   284   224   286 0.81 -
78072at50557_110193_0:0018f8|STRG.17214.1:15-785|+     -            257 43121at50557         -            432   3.1e-10   38.4   2.0   1   3       0.8        34    2.0   0.1   305   338     9    44     2    65 0.71 -
78072at50557_110193_0:0018f8|STRG.17214.1:15-785|+     -            257 43121at50557         -            432   3.1e-10   38.4   2.0   2   3     1e-06   4.4e-05   21.4   0.5   262   332    99   172    92   189 0.90 -
78072at50557_110193_0:0018f8|STRG.17214.1:15-785|+     -            257 43121at50557         -            432   3.1e-10   38.4   2.0   3   3   0.00052     0.022   12.5   0.0   278   331   197   253   182   256 0.86 -
43121at50557_7159_0:0008d1|STRG.3686.1:1074-1838|+     -            255 43121at50557         -            432   3.2e-10   38.4   0.3   1   3   0.00011    0.0047   14.7   0.1   303   340     1    41     1    46 0.86 -
43121at50557_7159_0:0008d1|STRG.3686.1:1074-1838|+     -            255 43121at50557         -            432   3.2e-10   38.4   0.3   2   3    0.0013     0.056   11.2   0.0   268   335    51   125    42   137 0.75 -
43121at50557_7159_0:0008d1|STRG.3686.1:1074-1838|+     -            255 43121at50557         -            432   3.2e-10   38.4   0.3   3   3    0.0086      0.37    8.5   0.0   194   224   197   227   176   242 0.82 -
90358at50557_7070_0:00173e|STRG.13622.4:2432-3028|+    -            199 43121at50557         -            432   8.2e-10   37.0   0.2   1   3   0.00054     0.023   12.5   0.0   294   335     8    52     2    67 0.60 -
90358at50557_7070_0:00173e|STRG.13622.4:2432-3028|+    -            199 43121at50557         -            432   8.2e-10   37.0   0.2   2   3   7.4e-05    0.0032   15.3   0.0   268   334    66   135    54   143 0.82 -
90358at50557_7070_0:00173e|STRG.13622.4:2432-3028|+    -            199 43121at50557         -            432   8.2e-10   37.0   0.2   3   3     0.037       1.6    6.4   0.0   268   310   149   191   144   197 0.91 -
76755at50557_64793_0:0021c2|STRG.1353.1:0-959|+        -            320 43121at50557         -            432   1.4e-09   36.3   0.0   1   3     0.074       3.2    5.4   0.0   276   342    10    78     3   156 0.75 -
76755at50557_64793_0:0021c2|STRG.1353.1:0-959|+        -            320 43121at50557         -            432   1.4e-09   36.3   0.0   2   3     0.011      0.46    8.2   0.0   176   220   205   250   200   262 0.80 -
76755at50557_64793_0:0021c2|STRG.1353.1:0-959|+        -            320 43121at50557         -            432   1.4e-09   36.3   0.0   3   3   4.4e-05    0.0019   16.1   0.0   186   306   259   303   251   320 0.60 -
40115at50557_29031_0:00277e|STRG.18933.1:1235-2020|+   -            262 43121at50557         -            432     3e-09   35.1   0.8   1   3      0.11       4.6    4.9   0.1   260   318    35   107     2   129 0.61 -
40115at50557_29031_0:00277e|STRG.18933.1:1235-2020|+   -            262 43121at50557         -            432     3e-09   35.1   0.8   2   3   0.00091     0.039   11.7   0.1   276   308   154   186   134   207 0.72 -
40115at50557_29031_0:00277e|STRG.18933.1:1235-2020|+   -            262 43121at50557         -            432     3e-09   35.1   0.8   3   3   2.8e-05    0.0012   16.7   0.0   280   333   203   259   190   262 0.82 -
40115at50557_29031_0:00277e|STRG.18933.4:1235-2020|+   -            262 43121at50557         -            432     3e-09   35.1   0.8   1   3      0.11       4.6    4.9   0.1   260   318    35   107     2   129 0.61 -
40115at50557_29031_0:00277e|STRG.18933.4:1235-2020|+   -            262 43121at50557         -            432     3e-09   35.1   0.8   2   3   0.00091     0.039   11.7   0.1   276   308   154   186   134   207 0.72 -
40115at50557_29031_0:00277e|STRG.18933.4:1235-2020|+   -            262 43121at50557         -            432     3e-09   35.1   0.8   3   3   2.8e-05    0.0012   16.7   0.0   280   333   203   259   190   262 0.82 -
40115at50557_597456_0:00265e|STRG.5080.1:1879-2748|+   -            290 43121at50557         -            432   3.9e-09   34.8   5.2   1   2   6.4e-05    0.0028   15.5   0.6   252   332    25   118    12   133 0.64 -
40115at50557_597456_0:00265e|STRG.5080.1:1879-2748|+   -            290 43121at50557         -            432   3.9e-09   34.8   5.2   2   2   2.9e-06   0.00012   19.9   0.2   250   336   122   213   119   233 0.83 -
40115at50557_597456_0:00265e|STRG.5080.2:1826-2695|+   -            290 43121at50557         -            432   3.9e-09   34.8   5.2   1   2   6.4e-05    0.0028   15.5   0.6   252   332    25   118    12   133 0.64 -
40115at50557_597456_0:00265e|STRG.5080.2:1826-2695|+   -            290 43121at50557         -            432   3.9e-09   34.8   5.2   2   2   2.9e-06   0.00012   19.9   0.2   250   336   122   213   119   233 0.83 -
40115at50557_597456_0:00265e|STRG.5080.3:1947-2816|+   -            290 43121at50557         -            432   3.9e-09   34.8   5.2   1   2   6.4e-05    0.0028   15.5   0.6   252   332    25   118    12   133 0.64 -
40115at50557_597456_0:00265e|STRG.5080.3:1947-2816|+   -            290 43121at50557         -            432   3.9e-09   34.8   5.2   2   2   2.9e-06   0.00012   19.9   0.2   250   336   122   213   119   233 0.83 -
40115at50557_597456_0:00265e|STRG.5080.4:1903-2772|+   -            290 43121at50557         -            432   3.9e-09   34.8   5.2   1   2   6.4e-05    0.0028   15.5   0.6   252   332    25   118    12   133 0.64 -
40115at50557_597456_0:00265e|STRG.5080.4:1903-2772|+   -            290 43121at50557         -            432   3.9e-09   34.8   5.2   2   2   2.9e-06   0.00012   19.9   0.2   250   336   122   213   119   233 0.83 -
40115at50557_597456_0:00265e|STRG.5080.5:2000-2869|+   -            290 43121at50557         -            432   3.9e-09   34.8   5.2   1   2   6.4e-05    0.0028   15.5   0.6   252   332    25   118    12   133 0.64 -
40115at50557_597456_0:00265e|STRG.5080.5:2000-2869|+   -            290 43121at50557         -            432   3.9e-09   34.8   5.2   2   2   2.9e-06   0.00012   19.9   0.2   250   336   122   213   119   233 0.83 -
40115at50557_597456_0:00265e|STRG.5080.6:2352-3221|+   -            290 43121at50557         -            432   3.9e-09   34.8   5.2   1   2   6.4e-05    0.0028   15.5   0.6   252   332    25   118    12   133 0.64 -
40115at50557_597456_0:00265e|STRG.5080.6:2352-3221|+   -            290 43121at50557         -            432   3.9e-09   34.8   5.2   2   2   2.9e-06   0.00012   19.9   0.2   250   336   122   213   119   233 0.83 -
40115at50557_597456_0:00265e|STRG.5080.7:2341-3210|+   -            290 43121at50557         -            432   3.9e-09   34.8   5.2   1   2   6.4e-05    0.0028   15.5   0.6   252   332    25   118    12   133 0.64 -
40115at50557_597456_0:00265e|STRG.5080.7:2341-3210|+   -            290 43121at50557         -            432   3.9e-09   34.8   5.2   2   2   2.9e-06   0.00012   19.9   0.2   250   336   122   213   119   233 0.83 -
69548at50557_103372_0:0010c7|STRG.13687.1:0-1328|+     -            443 43121at50557         -            432   5.2e-09   34.4   3.4   1   4   0.00039     0.017   12.9   0.3   280   344   142   213   137   231 0.76 -
69548at50557_103372_0:0010c7|STRG.13687.1:0-1328|+     -            443 43121at50557         -            432   5.2e-09   34.4   3.4   2   4       7.9   3.4e+02   -1.3   0.0   186   221   214   249   209   254 0.77 -
69548at50557_103372_0:0010c7|STRG.13687.1:0-1328|+     -            443 43121at50557         -            432   5.2e-09   34.4   3.4   3   4    0.0018     0.076   10.8   0.1   254   333   270   350   264   362 0.84 -
69548at50557_103372_0:0010c7|STRG.13687.1:0-1328|+     -            443 43121at50557         -            432   5.2e-09   34.4   3.4   4   4     0.007       0.3    8.8   0.0   262   331   363   436   353   440 0.72 -
78072at50557_34720_0:000cf9|STRG.15555.3:18-1028|+     -            337 43121at50557         -            432   5.7e-09   34.2   4.4   1   3   1.8e-06   7.9e-05   20.6   0.1   257   345    54   147    37   153 0.83 -
78072at50557_34720_0:000cf9|STRG.15555.3:18-1028|+     -            337 43121at50557         -            432   5.7e-09   34.2   4.4   2   3    0.0019     0.083   10.6   0.5   262   337   147   230   142   256 0.78 -
78072at50557_34720_0:000cf9|STRG.15555.3:18-1028|+     -            337 43121at50557         -            432   5.7e-09   34.2   4.4   3   3       0.2       8.4    4.0   0.0   256   292   296   333   275   336 0.70 -
78072at50557_34720_0:000cf9|STRG.15555.1:334-1350|+    -            339 43121at50557         -            432   5.8e-09   34.2   4.4   1   3     3e-06   0.00013   19.9   0.1   257   343    56   147    39   150 0.83 -
78072at50557_34720_0:000cf9|STRG.15555.1:334-1350|+    -            339 43121at50557         -            432   5.8e-09   34.2   4.4   2   3     0.002     0.084   10.6   0.5   262   337   149   232   144   258 0.78 -
78072at50557_34720_0:000cf9|STRG.15555.1:334-1350|+    -            339 43121at50557         -            432   5.8e-09   34.2   4.4   3   3       0.2       8.5    4.0   0.0   256   292   298   335   277   338 0.70 -
78072at50557_7070_0:002a52|STRG.19597.1:483-1325|+     -            281 43121at50557         -            432   7.4e-09   33.9   2.1   1   2   9.1e-07   3.9e-05   21.6   0.0   194   334     3   155     1   159 0.80 -
78072at50557_7070_0:002a52|STRG.19597.1:483-1325|+     -            281 43121at50557         -            432   7.4e-09   33.9   2.1   2   2    0.0012     0.049   11.4   0.2   262   334   164   241   158   249 0.81 -
80377at50557_568069_0:004eea|STRG.4106.1:60-914|+      -            285 43121at50557         -            432     8e-09   33.8   0.1   1   3     1e-06   4.5e-05   21.4   0.1   262   339     5    88     2   124 0.82 -
80377at50557_568069_0:004eea|STRG.4106.1:60-914|+      -            285 43121at50557         -            432     8e-09   33.8   0.1   2   3     0.014      0.61    7.8   0.0   191   219   179   207   147   238 0.81 -
80377at50557_568069_0:004eea|STRG.4106.1:60-914|+      -            285 43121at50557         -            432     8e-09   33.8   0.1   3   3         2        85    0.7   0.0   194   226   224   256   219   266 0.73 -
40115at50557_103372_0:0021d6|STRG.15605.2:3992-4969|+  -            326 43121at50557         -            432   8.2e-09   33.7   2.8   1   3   4.1e-05    0.0018   16.2   0.2   261   338    21    98     7   106 0.86 -
40115at50557_103372_0:0021d6|STRG.15605.2:3992-4969|+  -            326 43121at50557         -            432   8.2e-09   33.7   2.8   2   3      0.19       8.1    4.1   0.0   264   335   170   242   136   292 0.51 -
40115at50557_103372_0:0021d6|STRG.15605.2:3992-4969|+  -            326 43121at50557         -            432   8.2e-09   33.7   2.8   3   3    0.0007      0.03   12.1   0.0   301   331   295   326   289   326 0.87 -
80377at50557_7070_0:0023da|STRG.17188.2:1631-2362|+    -            244 43121at50557         -            432   8.6e-09   33.7   4.0   1   2   0.00061     0.026   12.3   0.3   262   335    44   122     2   129 0.80 -
80377at50557_7070_0:0023da|STRG.17188.2:1631-2362|+    -            244 43121at50557         -            432   8.6e-09   33.7   4.0   2   2   9.8e-09   4.2e-07   28.1   3.1   200   335    59   206    48   236 0.74 -
119132at50557_456900_0:001fe4|STRG.13700.1:0-992|+     -            331 43121at50557         -            432   1.3e-08   33.0   0.0   1   2     0.041       1.8    6.3   0.0   191   220    13    42     7    52 0.89 -
119132at50557_456900_0:001fe4|STRG.13700.1:0-992|+     -            331 43121at50557         -            432   1.3e-08   33.0   0.0   2   2   1.4e-07   5.8e-06   24.3   0.0   268   341   123   197   110   206 0.86 -
56099at50557_103372_0:001a7e|STRG.18490.2:87-1425|+    -            443 43121at50557         -            432   2.1e-08   32.4   0.6   1   3   4.5e-05    0.0019   16.0   0.0   263   340    64   145    44   165 0.79 -
56099at50557_103372_0:001a7e|STRG.18490.2:87-1425|+    -            443 43121at50557         -            432   2.1e-08   32.4   0.6   2   3      0.95        41    1.8   0.0   381   410   252   282   243   287 0.77 -
56099at50557_103372_0:001a7e|STRG.18490.2:87-1425|+    -            443 43121at50557         -            432   2.1e-08   32.4   0.6   3   3   0.00081     0.035   11.9   0.0   264   337   279   356   264   375 0.56 -
