#                                                                                                              --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                          accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                  ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
25500at50557_13686_0:0020f5|STRG.5321.1:216-2021|+     -            602 25500at50557         -            513  2.6e-292  968.8   7.5   1   1    3e-291  1.3e-289  959.9   7.5     1   513     6   599     6   599 0.91 -
40115at50557_597456_0:00265e|STRG.5080.5:2000-2869|+   -            290 25500at50557         -            513   3.5e-09   34.7   5.4   1   2   0.00028     0.012   13.1   0.6   269   341    56   127     1   131 0.78 -
40115at50557_597456_0:00265e|STRG.5080.5:2000-2869|+   -            290 25500at50557         -            513   3.5e-09   34.7   5.4   2   2   2.2e-07   9.5e-06   23.3   0.4   181   331   140   289   129   290 0.87 -
40115at50557_597456_0:00265e|STRG.5080.6:2352-3221|+   -            290 25500at50557         -            513   3.5e-09   34.7   5.4   1   2   0.00028     0.012   13.1   0.6   269   341    56   127     1   131 0.78 -
40115at50557_597456_0:00265e|STRG.5080.6:2352-3221|+   -            290 25500at50557         -            513   3.5e-09   34.7   5.4   2   2   2.2e-07   9.5e-06   23.3   0.4   181   331   140   289   129   290 0.87 -
40115at50557_597456_0:00265e|STRG.5080.7:2341-3210|+   -            290 25500at50557         -            513   3.5e-09   34.7   5.4   1   2   0.00028     0.012   13.1   0.6   269   341    56   127     1   131 0.78 -
40115at50557_597456_0:00265e|STRG.5080.7:2341-3210|+   -            290 25500at50557         -            513   3.5e-09   34.7   5.4   2   2   2.2e-07   9.5e-06   23.3   0.4   181   331   140   289   129   290 0.87 -
71739at50557_66420_0:0008cd|STRG.17936.1:657-1238|+    -            194 25500at50557         -            513   4.4e-09   34.3   0.7   1   2    0.0032      0.14    9.6   0.0   440   473     2    36     1    59 0.78 -
71739at50557_66420_0:0008cd|STRG.17936.1:657-1238|+    -            194 25500at50557         -            513   4.4e-09   34.3   0.7   2   2     2e-09   8.9e-08   30.0   0.1   191   334    15   162    13   166 0.81 -
71739at50557_66420_0:0008cd|STRG.17936.2:729-1310|+    -            194 25500at50557         -            513   4.4e-09   34.3   0.7   1   2    0.0032      0.14    9.6   0.0   440   473     2    36     1    59 0.78 -
71739at50557_66420_0:0008cd|STRG.17936.2:729-1310|+    -            194 25500at50557         -            513   4.4e-09   34.3   0.7   2   2     2e-09   8.9e-08   30.0   0.1   191   334    15   162    13   166 0.81 -
80377at50557_7070_0:0023da|STRG.17188.2:1631-2362|+    -            244 25500at50557         -            513   7.2e-09   33.7   0.5   1   1   2.3e-10     1e-08   33.2   0.5   193   350    61   221    34   232 0.85 -
80377at50557_217634_0:002edc|STRG.10431.1:288-881|+    -            198 25500at50557         -            513   8.7e-09   33.4   0.6   1   2     3e-07   1.3e-05   22.9   0.1   222   338     4   125     2   129 0.85 -
80377at50557_217634_0:002edc|STRG.10431.1:288-881|+    -            198 25500at50557         -            513   8.7e-09   33.4   0.6   2   2    0.0022     0.099   10.1   0.0   295   336   126   167   122   185 0.85 -
71739at50557_103372_0:00145d|STRG.7372.2:110-1042|+    -            311 25500at50557         -            513   9.4e-09   33.3   1.1   1   1   1.6e-09   7.1e-08   30.4   1.4   221   355    49   198     8   239 0.73 -
80377at50557_568069_0:004eea|STRG.4106.1:60-914|+      -            285 25500at50557         -            513     1e-08   33.1   0.0   1   2   1.4e-07   6.2e-06   24.0   0.3   179   329     4   160     2   164 0.80 -
80377at50557_568069_0:004eea|STRG.4106.1:60-914|+      -            285 25500at50557         -            513     1e-08   33.1   0.0   2   2    0.0072      0.32    8.4   0.0    27   116   150   239   144   258 0.80 -
71739at50557_103372_0:00145d|STRG.7372.1:0-965|+       -            322 25500at50557         -            513   1.1e-08   33.1   1.7   1   2   1.8e-09   7.8e-08   30.2   1.1   221   355    45   194     3   221 0.73 -
71739at50557_103372_0:00145d|STRG.7372.1:0-965|+       -            322 25500at50557         -            513   1.1e-08   33.1   1.7   2   2       3.9   1.7e+02   -0.6   0.0   300   329   278   307   260   320 0.60 -
13553at50557_34720_0:0020c1|STRG.5928.1:0-2663|+       -            888 25500at50557         -            513   1.1e-08   33.0   0.1   1   3    0.0051      0.23    8.9   0.1   204   344    43   182    23   204 0.73 -
13553at50557_34720_0:0020c1|STRG.5928.1:0-2663|+       -            888 25500at50557         -            513   1.1e-08   33.0   0.1   2   3      0.02       0.9    6.9   0.0   448   511   233   297   218   299 0.83 -
13553at50557_34720_0:0020c1|STRG.5928.1:0-2663|+       -            888 25500at50557         -            513   1.1e-08   33.0   0.1   3   3    0.0003     0.013   13.0   0.0   220   334   474   595   426   599 0.79 -
31374at50557_197043_0:003de5|STRG.13802.1:192-809|+    -            206 25500at50557         -            513   2.8e-08   31.7   0.4   1   2   2.3e-05     0.001   16.7   0.1   142   248    20   127    15   131 0.83 -
31374at50557_197043_0:003de5|STRG.13802.1:192-809|+    -            206 25500at50557         -            513   2.8e-08   31.7   0.4   2   2   0.00035     0.015   12.8   0.0    48    84   140   177   135   201 0.76 -
69548at50557_609295_0:0005e7|STRG.1420.2:222-1079|+    -            286 25500at50557         -            513   3.7e-08   31.3   0.3   1   3   0.00091      0.04   11.4   0.0   219   253    10    45     4    57 0.89 -
69548at50557_609295_0:0005e7|STRG.1420.2:222-1079|+    -            286 25500at50557         -            513   3.7e-08   31.3   0.3   2   3     0.062       2.7    5.3   0.0   307   336    63    92    48   106 0.66 -
69548at50557_609295_0:0005e7|STRG.1420.2:222-1079|+    -            286 25500at50557         -            513   3.7e-08   31.3   0.3   3   3    0.0043      0.19    9.2   0.0   436   495   221   279   184   286 0.77 -
31374at50557_133901_0:001035|STRG.16923.1:1137-2681|+  -            515 25500at50557         -            513     5e-08   30.9   0.1   1   3      0.38        17    2.8   0.0   274   332   284   341   275   347 0.85 -
31374at50557_133901_0:001035|STRG.16923.1:1137-2681|+  -            515 25500at50557         -            513     5e-08   30.9   0.1   2   3     0.065       2.9    5.3   0.0    48    80   350   383   347   388 0.79 -
31374at50557_133901_0:001035|STRG.16923.1:1137-2681|+  -            515 25500at50557         -            513     5e-08   30.9   0.1   3   3   5.5e-06   0.00024   18.7   0.0   401   472   393   470   384   485 0.75 -
31374at50557_133901_0:001035|STRG.16923.2:335-1879|+   -            515 25500at50557         -            513     5e-08   30.9   0.1   1   3      0.38        17    2.8   0.0   274   332   284   341   275   347 0.85 -
31374at50557_133901_0:001035|STRG.16923.2:335-1879|+   -            515 25500at50557         -            513     5e-08   30.9   0.1   2   3     0.065       2.9    5.3   0.0    48    80   350   383   347   388 0.79 -
31374at50557_133901_0:001035|STRG.16923.2:335-1879|+   -            515 25500at50557         -            513     5e-08   30.9   0.1   3   3   5.5e-06   0.00024   18.7   0.0   401   472   393   470   384   485 0.75 -
40115at50557_110193_0:00292f|STRG.7497.1:1082-1816|+   -            245 25500at50557         -            513   5.6e-08   30.7   3.4   1   2   2.1e-06   9.3e-05   20.1   0.3   228   340     2   117     1   121 0.79 -
40115at50557_110193_0:00292f|STRG.7497.1:1082-1816|+   -            245 25500at50557         -            513   5.6e-08   30.7   3.4   2   2   0.00083     0.037   11.5   0.2   222   331   127   244   121   245 0.73 -
57752at50557_69319_0:000ee5|STRG.16929.1:169-972|+     -            268 25500at50557         -            513   6.6e-08   30.5   0.2   1   2   3.9e-08   1.7e-06   25.8   0.2   125   334    15   232     7   237 0.78 -
57752at50557_69319_0:000ee5|STRG.16929.1:169-972|+     -            268 25500at50557         -            513   6.6e-08   30.5   0.2   2   2    0.0025      0.11    9.9   0.0   119   175   181   236   174   260 0.83 -
49370at50557_79782_0:001886|STRG.5325.1:1802-2788|+    -            329 25500at50557         -            513   6.7e-08   30.4   1.8   1   4         3   1.3e+02   -0.2   0.0   239   263     4    29     1    39 0.76 -
49370at50557_79782_0:001886|STRG.5325.1:1802-2788|+    -            329 25500at50557         -            513   6.7e-08   30.4   1.8   2   4   2.5e-06   0.00011   19.8   0.1   183   259    43   122    33   169 0.64 -
49370at50557_79782_0:001886|STRG.5325.1:1802-2788|+    -            329 25500at50557         -            513   6.7e-08   30.4   1.8   3   4   5.9e-05    0.0026   15.3   0.0    55   162    88   197    81   205 0.69 -
49370at50557_79782_0:001886|STRG.5325.1:1802-2788|+    -            329 25500at50557         -            513   6.7e-08   30.4   1.8   4   4     0.049       2.2    5.7   0.0   441   471   295   326   248   328 0.61 -
14512at50557_103372_0:0005b9|STRG.17919.1:396-2972|+   -            859 25500at50557         -            513     7e-08   30.4   0.4   1   2    0.0015     0.068   10.6   0.0   222   333    16   132    11   137 0.78 -
14512at50557_103372_0:0005b9|STRG.17919.1:396-2972|+   -            859 25500at50557         -            513     7e-08   30.4   0.4   2   2   0.00035     0.016   12.7   0.0    49    81   141   174   136   189 0.88 -
14512at50557_103372_0:0005b9|STRG.17919.2:396-3029|+   -            878 25500at50557         -            513   7.3e-08   30.3   0.3   1   3   0.00014    0.0062   14.1   0.1   222   350    16   149    11   150 0.82 -
14512at50557_103372_0:0005b9|STRG.17919.2:396-3029|+   -            878 25500at50557         -            513   7.3e-08   30.3   0.3   2   3   0.00041     0.018   12.5   0.0    49    81   141   174   136   183 0.90 -
14512at50557_103372_0:0005b9|STRG.17919.2:396-3029|+   -            878 25500at50557         -            513   7.3e-08   30.3   0.3   3   3       0.5        22    2.3   0.0   139   190   186   237   174   280 0.59 -
22030at50557_77166_0:00007a|STRG.3203.1:447-932|+      -            162 25500at50557         -            513   8.8e-08   30.1   0.1   1   1   2.5e-09   1.1e-07   29.7   0.1   222   355     4   143     2   151 0.87 -
69548at50557_103372_0:0010c7|STRG.13687.1:0-1328|+     -            443 25500at50557         -            513   9.6e-08   29.9   7.9   1   4      0.26        11    3.3   0.2   455   511   141   198   127   202 0.60 -
69548at50557_103372_0:0010c7|STRG.13687.1:0-1328|+     -            443 25500at50557         -            513   9.6e-08   29.9   7.9   2   4    0.0015     0.067   10.7   0.1   291   343   204   256   199   263 0.89 -
69548at50557_103372_0:0010c7|STRG.13687.1:0-1328|+     -            443 25500at50557         -            513   9.6e-08   29.9   7.9   3   4    0.0041      0.18    9.2   0.3   291   335   268   311   257   323 0.84 -
69548at50557_103372_0:0010c7|STRG.13687.1:0-1328|+     -            443 25500at50557         -            513   9.6e-08   29.9   7.9   4   4    0.0054      0.24    8.8   0.0   410   511   326   436   317   439 0.47 -
78072at50557_123851_0:000487|STRG.5543.1:156-1043|+    -            296 25500at50557         -            513   9.7e-08   29.9   0.5   1   3      0.27        12    3.3   0.0   441   471    17    47    10    63 0.85 -
78072at50557_123851_0:000487|STRG.5543.1:156-1043|+    -            296 25500at50557         -            513   9.7e-08   29.9   0.5   2   3    0.0072      0.32    8.4   0.1   441   475    73   109    60   116 0.78 -
78072at50557_123851_0:000487|STRG.5543.1:156-1043|+    -            296 25500at50557         -            513   9.7e-08   29.9   0.5   3   3   1.3e-06   5.8e-05   20.8   0.1    33   112    96   181    95   190 0.83 -
78072at50557_123851_0:000487|STRG.5543.2:445-1332|+    -            296 25500at50557         -            513   9.7e-08   29.9   0.5   1   3      0.27        12    3.3   0.0   441   471    17    47    10    63 0.85 -
78072at50557_123851_0:000487|STRG.5543.2:445-1332|+    -            296 25500at50557         -            513   9.7e-08   29.9   0.5   2   3    0.0072      0.32    8.4   0.1   441   475    73   109    60   116 0.78 -
78072at50557_123851_0:000487|STRG.5543.2:445-1332|+    -            296 25500at50557         -            513   9.7e-08   29.9   0.5   3   3   1.3e-06   5.8e-05   20.8   0.1    33   112    96   181    95   190 0.83 -
22030at50557_104452_0:001960|STRG.11310.1:0-965|+      -            242 25500at50557         -            513   1.3e-07   29.5   2.2   1   3     0.011      0.48    7.8   0.1   303   511    13    85     4    89 0.47 -
22030at50557_104452_0:001960|STRG.11310.1:0-965|+      -            242 25500at50557         -            513   1.3e-07   29.5   2.2   2   3     4e-05    0.0017   15.9   0.5   156   247    73   174    69   181 0.70 -
22030at50557_104452_0:001960|STRG.11310.1:0-965|+      -            242 25500at50557         -            513   1.3e-07   29.5   2.2   3   3     2e-06   8.7e-05   20.2   0.2   222   333    98   222    94   230 0.74 -
76755at50557_64793_0:0021c2|STRG.1353.1:0-959|+        -            320 25500at50557         -            513   1.4e-07   29.4   1.5   1   3    0.0016     0.071   10.6   0.2   157   333    15   198    11   205 0.69 -
76755at50557_64793_0:0021c2|STRG.1353.1:0-959|+        -            320 25500at50557         -            513   1.4e-07   29.4   1.5   2   3       1.4        62    0.9   0.0   226   468   221   246   211   270 0.54 -
76755at50557_64793_0:0021c2|STRG.1353.1:0-959|+        -            320 25500at50557         -            513   1.4e-07   29.4   1.5   3   3   8.2e-05    0.0036   14.8   0.0   310   354   268   312   250   318 0.83 -
40115at50557_103372_0:0021d6|STRG.15605.2:3992-4969|+  -            326 25500at50557         -            513   1.6e-07   29.2   0.2   1   3   0.00061     0.027   11.9   0.0   297   356    18    75     5   101 0.87 -
40115at50557_103372_0:0021d6|STRG.15605.2:3992-4969|+  -            326 25500at50557         -            513   1.6e-07   29.2   0.2   2   3    0.0017     0.073   10.5   0.0   221   335   126   242   117   263 0.82 -
40115at50557_103372_0:0021d6|STRG.15605.2:3992-4969|+  -            326 25500at50557         -            513   1.6e-07   29.2   0.2   3   3      0.23        10    3.5   0.0   304   331   299   326   261   326 0.79 -
40115at50557_411798_0:002bfa|STRG.19236.1:627-1412|+   -            262 25500at50557         -            513   1.7e-07   29.1   0.2   1   3    0.0053      0.23    8.9   0.2   305   354    22    71     6    90 0.82 -
40115at50557_411798_0:002bfa|STRG.19236.1:627-1412|+   -            262 25500at50557         -            513   1.7e-07   29.1   0.2   2   3     0.032       1.4    6.3   0.0   438   471   101   135    84   144 0.67 -
40115at50557_411798_0:002bfa|STRG.19236.1:627-1412|+   -            262 25500at50557         -            513   1.7e-07   29.1   0.2   3   3    0.0021     0.092   10.2   0.0    48   165   142   259   136   262 0.70 -
58729at50557_103372_0:00194e|STRG.1025.1:0-1571|+      -            524 25500at50557         -            513   2.4e-07   28.6   0.2   1   1   1.2e-08   5.4e-07   27.4   0.1   137   332   119   317    88   330 0.79 -
25500at50557_121845_0:000041|STRG.14386.1:502-1215|+   -            238 25500at50557         -            513   2.8e-07   28.4   0.4   1   2       7.1   3.1e+02   -1.5   0.0   314   334     7    27     1    38 0.50 -
25500at50557_121845_0:000041|STRG.14386.1:502-1215|+   -            238 25500at50557         -            513   2.8e-07   28.4   0.4   2   2   1.4e-08   6.3e-07   27.2   0.1   140   312    42   225    37   238 0.71 -
25500at50557_121845_0:000041|STRG.14386.2:189-902|+    -            238 25500at50557         -            513   2.8e-07   28.4   0.4   1   2       7.1   3.1e+02   -1.5   0.0   314   334     7    27     1    38 0.50 -
25500at50557_121845_0:000041|STRG.14386.2:189-902|+    -            238 25500at50557         -            513   2.8e-07   28.4   0.4   2   2   1.4e-08   6.3e-07   27.2   0.1   140   312    42   225    37   238 0.71 -
43719at50557_456900_0:000a8d|STRG.11910.1:0-2084|+     -            695 25500at50557         -            513   3.3e-07   28.1   0.0   1   2   5.1e-07   2.3e-05   22.1   0.0   139   244    99   207    92   222 0.83 -
43719at50557_456900_0:000a8d|STRG.11910.1:0-2084|+     -            695 25500at50557         -            513   3.3e-07   28.1   0.0   2   2       2.5   1.1e+02    0.0   0.0   425   465   648   688   626   693 0.52 -
48053at50557_13249_0:0016bb|STRG.3888.1:612-1586|+     -            325 25500at50557         -            513   7.4e-07   27.0   0.1   1   3   0.00095     0.042   11.3   0.0   274   337    84   147    62   155 0.90 -
48053at50557_13249_0:0016bb|STRG.3888.1:612-1586|+     -            325 25500at50557         -            513   7.4e-07   27.0   0.1   2   3     0.022      0.95    6.8   0.0   192   253   170   230   158   246 0.77 -
48053at50557_13249_0:0016bb|STRG.3888.1:612-1586|+     -            325 25500at50557         -            513   7.4e-07   27.0   0.1   3   3     0.076       3.4    5.0   0.0   187   211   294   321   242   325 0.47 -
33043at50557_103372_0:000263|STRG.1509.2:423-2690|+    -            756 25500at50557         -            513     8e-07   26.9  11.0   1   2    0.0064      0.28    8.6   2.5    62   360    88   411    76   431 0.66 -
33043at50557_103372_0:000263|STRG.1509.2:423-2690|+    -            756 25500at50557         -            513     8e-07   26.9  11.0   2   2   3.1e-05    0.0014   16.2   1.2   182   343   453   619   445   629 0.70 -
56099at50557_34720_0:001a91|STRG.18490.2:727-1425|+    -            233 25500at50557         -            513     1e-06   26.5   0.0   1   1   3.3e-08   1.5e-06   26.0   0.0   399   483    64   155    26   170 0.86 -
40115at50557_103372_0:0021d6|STRG.15605.3:358-1368|+   -            337 25500at50557         -            513     1e-06   26.5   0.1   1   3   0.00065     0.029   11.9   0.0   297   356    18    75     5   101 0.87 -
40115at50557_103372_0:0021d6|STRG.15605.3:358-1368|+   -            337 25500at50557         -            513     1e-06   26.5   0.1   2   3    0.0017     0.075   10.5   0.0   221   335   126   242   117   265 0.82 -
40115at50557_103372_0:0021d6|STRG.15605.3:358-1368|+   -            337 25500at50557         -            513     1e-06   26.5   0.1   3   3       1.9        84    0.4   0.0   304   332   299   327   260   333 0.76 -
69548at50557_116153_0:002191|STRG.4684.1:472-1170|+    -            233 25500at50557         -            513   1.4e-06   26.1   0.0   1   3       4.5     2e+02   -0.8   0.0   399   426     6    33     2    48 0.73 -
69548at50557_116153_0:002191|STRG.4684.1:472-1170|+    -            233 25500at50557         -            513   1.4e-06   26.1   0.0   2   3   3.4e-05    0.0015   16.1   0.0   222   332    63   190    51   192 0.73 -
69548at50557_116153_0:002191|STRG.4684.1:472-1170|+    -            233 25500at50557         -            513   1.4e-06   26.1   0.0   3   3   0.00012    0.0054   14.3   0.0   137   205   158   231   111   233 0.79 -
69548at50557_116153_0:002191|STRG.4684.2:619-1317|+    -            233 25500at50557         -            513   1.4e-06   26.1   0.0   1   3       4.5     2e+02   -0.8   0.0   399   426     6    33     2    48 0.73 -
69548at50557_116153_0:002191|STRG.4684.2:619-1317|+    -            233 25500at50557         -            513   1.4e-06   26.1   0.0   2   3   3.4e-05    0.0015   16.1   0.0   222   332    63   190    51   192 0.73 -
69548at50557_116153_0:002191|STRG.4684.2:619-1317|+    -            233 25500at50557         -            513   1.4e-06   26.1   0.0   3   3   0.00012    0.0054   14.3   0.0   137   205   158   231   111   233 0.79 -
69548at50557_116153_0:002191|STRG.4684.3:499-1197|+    -            233 25500at50557         -            513   1.4e-06   26.1   0.0   1   3       4.5     2e+02   -0.8   0.0   399   426     6    33     2    48 0.73 -
69548at50557_116153_0:002191|STRG.4684.3:499-1197|+    -            233 25500at50557         -            513   1.4e-06   26.1   0.0   2   3   3.4e-05    0.0015   16.1   0.0   222   332    63   190    51   192 0.73 -
69548at50557_116153_0:002191|STRG.4684.3:499-1197|+    -            233 25500at50557         -            513   1.4e-06   26.1   0.0   3   3   0.00012    0.0054   14.3   0.0   137   205   158   231   111   233 0.79 -
69548at50557_116153_0:002191|STRG.4684.4:488-1186|+    -            233 25500at50557         -            513   1.4e-06   26.1   0.0   1   3       4.5     2e+02   -0.8   0.0   399   426     6    33     2    48 0.73 -
69548at50557_116153_0:002191|STRG.4684.4:488-1186|+    -            233 25500at50557         -            513   1.4e-06   26.1   0.0   2   3   3.4e-05    0.0015   16.1   0.0   222   332    63   190    51   192 0.73 -
69548at50557_116153_0:002191|STRG.4684.4:488-1186|+    -            233 25500at50557         -            513   1.4e-06   26.1   0.0   3   3   0.00012    0.0054   14.3   0.0   137   205   158   231   111   233 0.79 -
69548at50557_116153_0:002191|STRG.4684.5:854-1552|+    -            233 25500at50557         -            513   1.4e-06   26.1   0.0   1   3       4.5     2e+02   -0.8   0.0   399   426     6    33     2    48 0.73 -
69548at50557_116153_0:002191|STRG.4684.5:854-1552|+    -            233 25500at50557         -            513   1.4e-06   26.1   0.0   2   3   3.4e-05    0.0015   16.1   0.0   222   332    63   190    51   192 0.73 -
69548at50557_116153_0:002191|STRG.4684.5:854-1552|+    -            233 25500at50557         -            513   1.4e-06   26.1   0.0   3   3   0.00012    0.0054   14.3   0.0   137   205   158   231   111   233 0.79 -
69548at50557_116153_0:002191|STRG.4684.6:594-1292|+    -            233 25500at50557         -            513   1.4e-06   26.1   0.0   1   3       4.5     2e+02   -0.8   0.0   399   426     6    33     2    48 0.73 -
69548at50557_116153_0:002191|STRG.4684.6:594-1292|+    -            233 25500at50557         -            513   1.4e-06   26.1   0.0   2   3   3.4e-05    0.0015   16.1   0.0   222   332    63   190    51   192 0.73 -
69548at50557_116153_0:002191|STRG.4684.6:594-1292|+    -            233 25500at50557         -            513   1.4e-06   26.1   0.0   3   3   0.00012    0.0054   14.3   0.0   137   205   158   231   111   233 0.79 -
33043at50557_103372_0:000263|STRG.1509.3:118-2418|+    -            767 25500at50557         -            513   1.7e-06   25.8  12.3   1   3      0.18       7.9    3.8   0.1   276   472    80   139    14   152 0.60 -
33043at50557_103372_0:000263|STRG.1509.3:118-2418|+    -            767 25500at50557         -            513   1.7e-06   25.8  12.3   2   3    0.0067       0.3    8.5   2.2    62   358   117   438   106   446 0.63 -
33043at50557_103372_0:000263|STRG.1509.3:118-2418|+    -            767 25500at50557         -            513   1.7e-06   25.8  12.3   3   3   3.3e-05    0.0014   16.1   1.2   182   343   482   648   474   656 0.70 -
80377at50557_123851_0:001311|STRG.4993.1:456-1250|+    -            265 25500at50557         -            513   1.7e-06   25.8   0.2   1   2      0.41        18    2.6   0.0   448   472    12    36     3    47 0.86 -
80377at50557_123851_0:001311|STRG.4993.1:456-1250|+    -            265 25500at50557         -            513   1.7e-06   25.8   0.2   2   2   2.1e-06   9.4e-05   20.1   0.0   142   257   111   232   104   239 0.77 -
33043at50557_103372_0:000263|STRG.1509.1:147-2474|+    -            776 25500at50557         -            513     2e-06   25.6  12.4   1   3      0.24        11    3.4   0.1   303   472    98   130    14   139 0.60 -
33043at50557_103372_0:000263|STRG.1509.1:147-2474|+    -            776 25500at50557         -            513     2e-06   25.6  12.4   2   3    0.0081      0.36    8.2   2.8    62   359   108   430    95   450 0.65 -
33043at50557_103372_0:000263|STRG.1509.1:147-2474|+    -            776 25500at50557         -            513     2e-06   25.6  12.4   3   3   3.2e-05    0.0014   16.2   1.2   182   343   473   639   464   647 0.70 -
78072at50557_156304_0:001dd8|STRG.4879.3:1678-2394|+   -            239 25500at50557         -            513   3.1e-06   24.9   0.4   1   2   0.00013    0.0059   14.1   0.1   404   474     5    77     2   120 0.67 -
78072at50557_156304_0:001dd8|STRG.4879.3:1678-2394|+   -            239 25500at50557         -            513   3.1e-06   24.9   0.4   2   2    0.0029      0.13    9.7   0.0    23   121   115   221    94   231 0.71 -
43121at50557_103372_0:001d6c|STRG.9312.1:248-1243|+    -            332 25500at50557         -            513   3.2e-06   24.9   0.0   1   2    0.0026      0.12    9.9   0.0   297   338   207   248   187   253 0.81 -
43121at50557_103372_0:001d6c|STRG.9312.1:248-1243|+    -            332 25500at50557         -            513   3.2e-06   24.9   0.0   2   2   0.00025     0.011   13.3   0.0   427   506   249   329   247   332 0.76 -
42371at50557_520822_0:00190c|STRG.12385.5:90-1665|+    -            467 25500at50557         -            513   3.3e-06   24.8   3.1   1   3   2.5e-05    0.0011   16.5   0.0    47   115   141   212   136   217 0.81 -
42371at50557_520822_0:00190c|STRG.12385.5:90-1665|+    -            467 25500at50557         -            513   3.3e-06   24.8   3.1   2   3      0.52        23    2.3   0.1   225   287   241   305   218   367 0.67 -
42371at50557_520822_0:00190c|STRG.12385.5:90-1665|+    -            467 25500at50557         -            513   3.3e-06   24.8   3.1   3   3     0.078       3.4    5.0   0.1   452   511   376   435   362   437 0.78 -
43553at50557_103372_0:0013d1|STRG.7364.3:48-1112|+     -            355 25500at50557         -            513   3.4e-06   24.8   1.3   1   2     0.085       3.8    4.9   0.0   196   263    63   127    54   131 0.76 -
43553at50557_103372_0:0013d1|STRG.7364.3:48-1112|+     -            355 25500at50557         -            513   3.4e-06   24.8   1.3   2   2   9.5e-06   0.00042   17.9   0.5   223   336   168   285   162   309 0.75 -
43553at50557_103372_0:0013d1|STRG.7364.1:0-1127|+      -            376 25500at50557         -            513   3.8e-06   24.7   1.2   1   2     0.084       3.7    4.9   0.0   196   263    62   126    53   136 0.78 -
43553at50557_103372_0:0013d1|STRG.7364.1:0-1127|+      -            376 25500at50557         -            513   3.8e-06   24.7   1.2   2   2     1e-05   0.00046   17.8   0.5   223   336   167   284   161   308 0.75 -
43553at50557_103372_0:0013d1|STRG.7364.2:0-1190|+      -            397 25500at50557         -            513     5e-06   24.3   1.3   1   2     0.021      0.94    6.9   0.1   196   335   105   242    96   243 0.66 -
43553at50557_103372_0:0013d1|STRG.7364.2:0-1190|+      -            397 25500at50557         -            513     5e-06   24.3   1.3   2   2   1.2e-05   0.00054   17.6   0.5   223   335   210   326   204   350 0.75 -
101659at50557_103372_0:00088b|STRG.5982.1:129-1721|+   -            531 25500at50557         -            513     6e-06   24.0   0.0   1   1   2.2e-07   9.9e-06   23.3   0.0   183   325   320   470   298   476 0.76 -
101659at50557_103372_0:00088b|STRG.5982.2:342-2083|+   -            531 25500at50557         -            513     6e-06   24.0   0.0   1   1   2.2e-07   9.9e-06   23.3   0.0   183   325   320   470   298   476 0.76 -
101659at50557_103372_0:00088b|STRG.5982.3:0-1592|+     -            531 25500at50557         -            513     6e-06   24.0   0.0   1   1   2.2e-07   9.9e-06   23.3   0.0   183   325   320   470   298   476 0.76 -
74508at50557_7394_0:0023c7|STRG.15109.3:15-890|+       -            292 25500at50557         -            513   8.5e-06   23.5   0.6   1   3    0.0031      0.14    9.6   0.0   226   334    11   121     3   128 0.74 -
74508at50557_7394_0:0023c7|STRG.15109.3:15-890|+       -            292 25500at50557         -            513   8.5e-06   23.5   0.6   2   3       1.2        54    1.1   0.0   235   291   143   206   125   225 0.57 -
74508at50557_7394_0:0023c7|STRG.15109.3:15-890|+       -            292 25500at50557         -            513   8.5e-06   23.5   0.6   3   3    0.0025      0.11    9.9   0.1    49   109   225   284   216   290 0.76 -
42371at50557_520822_0:00190c|STRG.12385.2:496-2319|+   -            608 25500at50557         -            513   1.1e-05   23.2   3.1   1   3   3.7e-05    0.0016   16.0   0.0    47   115   282   353   277   357 0.80 -
42371at50557_520822_0:00190c|STRG.12385.2:496-2319|+   -            608 25500at50557         -            513   1.1e-05   23.2   3.1   2   3      0.85        37    1.6   0.1   225   285   382   444   359   506 0.67 -
42371at50557_520822_0:00190c|STRG.12385.2:496-2319|+   -            608 25500at50557         -            513   1.1e-05   23.2   3.1   3   3      0.11       4.9    4.5   0.1   452   511   517   576   501   578 0.78 -
42371at50557_520822_0:00190c|STRG.12385.3:496-2340|+   -            608 25500at50557         -            513   1.1e-05   23.2   3.1   1   3   3.7e-05    0.0016   16.0   0.0    47   115   282   353   277   357 0.80 -
42371at50557_520822_0:00190c|STRG.12385.3:496-2340|+   -            608 25500at50557         -            513   1.1e-05   23.2   3.1   2   3      0.85        37    1.6   0.1   225   285   382   444   359   506 0.67 -
42371at50557_520822_0:00190c|STRG.12385.3:496-2340|+   -            608 25500at50557         -            513   1.1e-05   23.2   3.1   3   3      0.11       4.9    4.5   0.1   452   511   517   576   501   578 0.78 -
42371at50557_520822_0:00190c|STRG.12385.4:496-2316|+   -            607 25500at50557         -            513   1.1e-05   23.2   3.1   1   3   3.7e-05    0.0016   16.0   0.0    47   115   281   352   276   356 0.80 -
42371at50557_520822_0:00190c|STRG.12385.4:496-2316|+   -            607 25500at50557         -            513   1.1e-05   23.2   3.1   2   3      0.84        37    1.6   0.1   225   285   381   443   358   505 0.67 -
