#                                                                                                             --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                         accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                 ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
63645at50557_34720_0:0006b0|STRG.16132.1:0-1040|+     -            347 63645at50557         -            280  5.7e-182  601.6   2.8   1   1  3.2e-183  3.2e-181  599.2   2.8     1   280    10   324    10   324 0.94 -
80377at50557_108931_0:002353|STRG.11711.2:1851-2471|+ -            207 63645at50557         -            280   0.00039   18.2   0.0   1   1   5.1e-06    0.0005   17.8   0.0   100   203    47   150    38   181 0.78 -
80377at50557_108931_0:002353|STRG.11711.3:2372-2992|+ -            207 63645at50557         -            280   0.00039   18.2   0.0   1   1   5.1e-06    0.0005   17.8   0.0   100   203    47   150    38   181 0.78 -
43553at50557_79782_0:002ee3|STRG.2473.1:132-992|+     -            287 63645at50557         -            280    0.0004   18.2   3.4   1   3      0.54        53    1.4   0.0   221   257    10    45     2    58 0.79 -
43553at50557_79782_0:002ee3|STRG.2473.1:132-992|+     -            287 63645at50557         -            280    0.0004   18.2   3.4   2   3      0.69        68    1.0   0.0   104   130    70    96    54   105 0.83 -
43553at50557_79782_0:002ee3|STRG.2473.1:132-992|+     -            287 63645at50557         -            280    0.0004   18.2   3.4   3   3   0.00025     0.025   12.3   0.4    68   169   119   217   112   221 0.72 -
80377at50557_166361_0:002fc1|STRG.11661.2:78-839|+    -            254 63645at50557         -            280    0.0033   15.1   0.1   1   2     0.012       1.2    6.7   0.1   219   253    16    48     7    60 0.75 -
80377at50557_166361_0:002fc1|STRG.11661.2:78-839|+    -            254 63645at50557         -            280    0.0033   15.1   0.1   2   2     0.018       1.8    6.2   0.0   130   171   105   144    85   216 0.67 -
37475at50557_29031_0:002211|STRG.11276.3:673-1098|+   -            142 63645at50557         -            280    0.0039   14.9   1.3   1   2   0.00027     0.027   12.2   0.3   182   256     3    82     1    91 0.77 -
37475at50557_29031_0:002211|STRG.11276.3:673-1098|+   -            142 63645at50557         -            280    0.0039   14.9   1.3   2   2       4.7   4.6e+02   -1.7   0.0   220   249    89   118    84   125 0.73 -
43553at50557_103372_0:0013d1|STRG.7364.3:48-1112|+    -            355 63645at50557         -            280    0.0043   14.8   3.5   1   4    0.0067      0.66    7.6   0.1   215   259    33    77    20    93 0.80 -
43553at50557_103372_0:0013d1|STRG.7364.3:48-1112|+    -            355 63645at50557         -            280    0.0043   14.8   3.5   2   4       2.1     2e+02   -0.6   0.0   224   264    85   130    78   144 0.66 -
43553at50557_103372_0:0013d1|STRG.7364.3:48-1112|+    -            355 63645at50557         -            280    0.0043   14.8   3.5   3   4     0.018       1.7    6.2   0.1   160   260   189   286   178   299 0.78 -
43553at50557_103372_0:0013d1|STRG.7364.3:48-1112|+    -            355 63645at50557         -            280    0.0043   14.8   3.5   4   4       5.9   5.8e+02   -2.1   0.0   216   239   330   353   310   355 0.79 -
43121at50557_7159_0:0008d1|STRG.3686.1:1074-1838|+    -            255 63645at50557         -            280    0.0047   14.6   1.3   1   3   0.00098     0.096   10.3   0.4   225   264     4    43     1    59 0.77 -
43121at50557_7159_0:0008d1|STRG.3686.1:1074-1838|+    -            255 63645at50557         -            280    0.0047   14.6   1.3   2   3       1.1   1.1e+02    0.3   0.0   109   154   130   175   124   195 0.85 -
43121at50557_7159_0:0008d1|STRG.3686.1:1074-1838|+    -            255 63645at50557         -            280    0.0047   14.6   1.3   3   3       1.4   1.3e+02    0.0   0.0   108   126   209   227   200   241 0.82 -
43553at50557_103372_0:0013d1|STRG.7364.2:0-1190|+     -            397 63645at50557         -            280    0.0047   14.6   3.0   1   4    0.0076      0.74    7.4   0.1   215   259    75   119    60   135 0.80 -
43553at50557_103372_0:0013d1|STRG.7364.2:0-1190|+     -            397 63645at50557         -            280    0.0047   14.6   3.0   2   4       2.5   2.5e+02   -0.9   0.0   224   263   127   171   120   185 0.66 -
43553at50557_103372_0:0013d1|STRG.7364.2:0-1190|+     -            397 63645at50557         -            280    0.0047   14.6   3.0   3   4     0.022       2.1    5.9   0.1   160   260   231   328   220   341 0.78 -
43553at50557_103372_0:0013d1|STRG.7364.2:0-1190|+     -            397 63645at50557         -            280    0.0047   14.6   3.0   4   4         7   6.8e+02   -2.3   0.0   216   239   372   395   353   397 0.79 -
42371at50557_520822_0:00190c|STRG.12385.5:90-1665|+   -            467 63645at50557         -            280    0.0075   14.0   2.3   1   3     0.063       6.1    4.4   0.1   213   257   134   177   126   184 0.90 -
42371at50557_520822_0:00190c|STRG.12385.5:90-1665|+   -            467 63645at50557         -            280    0.0075   14.0   2.3   2   3     0.027       2.7    5.6   0.0   204   257   168   225   152   235 0.69 -
42371at50557_520822_0:00190c|STRG.12385.5:90-1665|+   -            467 63645at50557         -            280    0.0075   14.0   2.3   3   3     0.028       2.8    5.6   0.1   217   256   398   437   320   450 0.78 -
80377at50557_121845_0:0030d4|STRG.7459.1:283-858|+    -            192 63645at50557         -            280    0.0095   13.6   0.1   1   1   0.00015     0.014   13.0   0.1   197   258    77   138    64   144 0.83 -
69548at50557_7375_0:00230f|STRG.11276.1:397-1041|+    -            215 63645at50557         -            280    0.0096   13.6   1.0   1   1   0.00065     0.064   10.9   0.4   181   256     3    83     1    92 0.76 -
69548at50557_7375_0:00230f|STRG.11276.4:392-1036|+    -            215 63645at50557         -            280    0.0096   13.6   1.0   1   1   0.00065     0.064   10.9   0.4   181   256     3    83     1    92 0.76 -
69548at50557_7375_0:00230f|STRG.11276.5:234-878|+     -            215 63645at50557         -            280    0.0096   13.6   1.0   1   1   0.00065     0.064   10.9   0.4   181   256     3    83     1    92 0.76 -
80377at50557_7091_0:0009ff|STRG.18898.1:258-842|+     -            195 63645at50557         -            280    0.0098   13.6   0.2   1   2    0.0028      0.28    8.8   0.1   221   256    13    47    10    56 0.85 -
80377at50557_7091_0:0009ff|STRG.18898.1:258-842|+     -            195 63645at50557         -            280    0.0098   13.6   0.2   2   2      0.17        17    3.0   0.0   154   232    77   153    53   178 0.61 -
48053at50557_168631_0:000bf2|STRG.4091.1:213-581|+    -            123 63645at50557         -            280     0.011   13.4   2.0   1   3     0.081         8    4.0   0.1    95   131     6    42     2    56 0.75 -
48053at50557_168631_0:000bf2|STRG.4091.1:213-581|+    -            123 63645at50557         -            280     0.011   13.4   2.0   2   3    0.0069      0.67    7.6   0.1   104   136    57    85    52    98 0.81 -
48053at50557_168631_0:000bf2|STRG.4091.1:213-581|+    -            123 63645at50557         -            280     0.011   13.4   2.0   3   3      0.44        43    1.7   0.0    60    83    85   108    81   115 0.82 -
80377at50557_77166_0:002f29|STRG.14567.1:682-1524|+   -            281 63645at50557         -            280     0.012   13.3   0.0   1   3    0.0025      0.24    9.0   0.0   221   261    80   120    72   139 0.84 -
80377at50557_77166_0:002f29|STRG.14567.1:682-1524|+   -            281 63645at50557         -            280     0.012   13.3   0.0   2   3       4.8   4.7e+02   -1.8   0.0   217   258   124   164   117   171 0.69 -
80377at50557_77166_0:002f29|STRG.14567.1:682-1524|+   -            281 63645at50557         -            280     0.012   13.3   0.0   3   3      0.48        47    1.5   0.0   206   244   238   275   195   280 0.71 -
80377at50557_568069_0:004eea|STRG.4106.1:60-914|+     -            285 63645at50557         -            280     0.012   13.3   0.3   1   1   0.00026     0.026   12.2   0.2    96   197    58   151    42   210 0.80 -
42371at50557_520822_0:00190c|STRG.12385.1:496-2316|+  -            607 63645at50557         -            280     0.015   13.0   2.2   1   3     0.087       8.5    3.9   0.1   213   257   274   317   265   324 0.90 -
42371at50557_520822_0:00190c|STRG.12385.1:496-2316|+  -            607 63645at50557         -            280     0.015   13.0   2.2   2   3     0.054       5.3    4.6   0.0   205   257   309   365   298   372 0.69 -
42371at50557_520822_0:00190c|STRG.12385.1:496-2316|+  -            607 63645at50557         -            280     0.015   13.0   2.2   3   3     0.044       4.3    4.9   0.1   217   255   538   576   463   588 0.78 -
42371at50557_520822_0:00190c|STRG.12385.4:496-2316|+  -            607 63645at50557         -            280     0.015   13.0   2.1   1   3     0.087       8.6    3.9   0.1   214   257   275   317   270   326 0.90 -
42371at50557_520822_0:00190c|STRG.12385.4:496-2316|+  -            607 63645at50557         -            280     0.015   13.0   2.1   2   3     0.038       3.7    5.1   0.1   204   257   308   365   291   376 0.70 -
42371at50557_520822_0:00190c|STRG.12385.4:496-2316|+  -            607 63645at50557         -            280     0.015   13.0   2.1   3   3     0.044       4.3    4.9   0.1   217   255   538   576   463   588 0.78 -
42371at50557_520822_0:00190c|STRG.12385.2:496-2319|+  -            608 63645at50557         -            280     0.015   13.0   2.1   1   3     0.088       8.6    3.9   0.1   214   257   276   318   271   327 0.90 -
42371at50557_520822_0:00190c|STRG.12385.2:496-2319|+  -            608 63645at50557         -            280     0.015   13.0   2.1   2   3     0.038       3.7    5.1   0.1   204   257   309   366   292   377 0.70 -
42371at50557_520822_0:00190c|STRG.12385.2:496-2319|+  -            608 63645at50557         -            280     0.015   13.0   2.1   3   3     0.044       4.3    4.9   0.1   217   255   539   577   464   589 0.78 -
42371at50557_520822_0:00190c|STRG.12385.3:496-2340|+  -            608 63645at50557         -            280     0.015   13.0   2.1   1   3     0.088       8.6    3.9   0.1   214   257   276   318   271   327 0.90 -
42371at50557_520822_0:00190c|STRG.12385.3:496-2340|+  -            608 63645at50557         -            280     0.015   13.0   2.1   2   3     0.038       3.7    5.1   0.1   204   257   309   366   292   377 0.70 -
42371at50557_520822_0:00190c|STRG.12385.3:496-2340|+  -            608 63645at50557         -            280     0.015   13.0   2.1   3   3     0.044       4.3    4.9   0.1   217   255   539   577   464   589 0.78 -
49370at50557_1155016_0:000d9f|STRG.13802.2:14-331|+   -            106 63645at50557         -            280     0.016   12.9   0.0   1   1   0.00021     0.021   12.5   0.0   155   254    10   106     6   106 0.81 -
48053at50557_121845_0:002b56|STRG.4092.1:67-384|+     -            106 63645at50557         -            280      0.02   12.6   0.0   1   1   0.00036     0.035   11.8   0.0   155   213    13    70     9   104 0.83 -
14512at50557_1218281_0:002752|STRG.15828.1:672-1052|+ -            127 63645at50557         -            280     0.023   12.4   0.0   1   1   0.00029     0.028   12.1   0.0   217   263    20    65     8    81 0.87 -
14512at50557_1218281_0:002752|STRG.15828.2:842-1222|+ -            127 63645at50557         -            280     0.023   12.4   0.0   1   1   0.00029     0.028   12.1   0.0   217   263    20    65     8    81 0.87 -
14512at50557_1218281_0:002752|STRG.15828.4:707-1087|+ -            127 63645at50557         -            280     0.023   12.4   0.0   1   1   0.00029     0.028   12.1   0.0   217   263    20    65     8    81 0.87 -
80377at50557_7222_0:00003c|STRG.3809.1:5-457|+        -            151 63645at50557         -            280     0.024   12.3   7.0   1   4      0.27        26    2.3   0.1   108   146     1    35     1    40 0.83 -
80377at50557_7222_0:00003c|STRG.3809.1:5-457|+        -            151 63645at50557         -            280     0.024   12.3   7.0   2   4    0.0084      0.82    7.3   0.7   106   140    41    71    37    99 0.72 -
80377at50557_7222_0:00003c|STRG.3809.1:5-457|+        -            151 63645at50557         -            280     0.024   12.3   7.0   3   4      0.36        36    1.9   0.1    94   123    72   100    66   119 0.73 -
80377at50557_7222_0:00003c|STRG.3809.1:5-457|+        -            151 63645at50557         -            280     0.024   12.3   7.0   4   4      0.12        11    3.5   0.1   100   120   119   139   111   147 0.85 -
34006at50557_520822_0:000571|STRG.13550.1:0-1967|+    -            656 63645at50557         -            280     0.045   11.4   0.3   1   3      0.52        51    1.4   0.0   206   263   167   223   143   227 0.81 -
34006at50557_520822_0:000571|STRG.13550.1:0-1967|+    -            656 63645at50557         -            280     0.045   11.4   0.3   2   3     0.016       1.6    6.3   0.0   216   257   278   319   260   335 0.85 -
34006at50557_520822_0:000571|STRG.13550.1:0-1967|+    -            656 63645at50557         -            280     0.045   11.4   0.3   3   3     0.019       1.9    6.1   0.1   217   257   279   319   276   394 0.74 -
78072at50557_37001_0:000457|STRG.8039.1:724-1314|+    -            197 63645at50557         -            280     0.056   11.1   1.8   1   2     0.029       2.8    5.5   0.2   182   257     2    74     1    87 0.76 -
78072at50557_37001_0:000457|STRG.8039.1:724-1314|+    -            197 63645at50557         -            280     0.056   11.1   1.8   2   2     0.037       3.7    5.1   0.1   225   257    92   124    81   135 0.74 -
42371at50557_144034_0:001692|STRG.12385.6:106-1098|+  -            289 63645at50557         -            280     0.067   10.9   1.1   1   3       0.3        29    2.2   0.0   220   257     9    47     3    57 0.74 -
42371at50557_144034_0:001692|STRG.12385.6:106-1098|+  -            289 63645at50557         -            280     0.067   10.9   1.1   2   3       1.1     1e+02    0.4   0.1   166   206   130   167    43   224 0.56 -
42371at50557_144034_0:001692|STRG.12385.6:106-1098|+  -            289 63645at50557         -            280     0.067   10.9   1.1   3   3     0.014       1.4    6.6   0.1   217   256   220   259   146   270 0.77 -
31374at50557_217634_0:002f47|STRG.3808.1:31-246|+     -             72 63645at50557         -            280      0.12   10.1   2.8   1   2    0.0067      0.65    7.6   0.1   107   149    19    57     6    60 0.85 -
31374at50557_217634_0:002f47|STRG.3808.1:31-246|+     -             72 63645at50557         -            280      0.12   10.1   2.8   2   2      0.14        14    3.2   0.7   106   118    60    72    58    72 0.89 -
66691at50557_456900_0:002b0f|STRG.1574.1:0-1100|+     -            367 63645at50557         -            280      0.14    9.8   3.9   1   3    0.0026      0.26    8.9   0.1   221   256    48    82    16    91 0.87 -
66691at50557_456900_0:002b0f|STRG.1574.1:0-1100|+     -            367 63645at50557         -            280      0.14    9.8   3.9   2   3       5.4   5.2e+02   -1.9   0.0    61    78   152   169   141   180 0.74 -
66691at50557_456900_0:002b0f|STRG.1574.1:0-1100|+     -            367 63645at50557         -            280      0.14    9.8   3.9   3   3      0.69        68    1.0   0.0   225   263   326   362   264   365 0.81 -
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /data/projet1/projet_tutore/busco_downloads/lineages/insecta_odb10/hmms/63645at50557.hmm
# Target file:     annotation_analysis/annotation_gca/T_zeteki/busco_output/run_insecta_odb10/metaeuk_output/initial_results/assembled_transcripts.fasta.modified.fas
# Option settings: hmmsearch --domtblout annotation_analysis/annotation_gca/T_zeteki/busco_output/run_insecta_odb10/hmmer_output/initial_run_results/63645at50557.out --cpu 1 /data/projet1/projet_tutore/busco_downloads/lineages/insecta_odb10/hmms/63645at50557.hmm annotation_analysis/annotation_gca/T_zeteki/busco_output/run_insecta_odb10/metaeuk_output/initial_results/assembled_transcripts.fasta.modified.fas 
# Current dir:     /data/projet1/projet_tutore
# Date:            Sun Dec  1 17:36:03 2024
# [ok]
