#                                                                                                             --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                         accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                 ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
66691at50557_456900_0:002b0f|STRG.1574.1:0-1100|+     -            367 66691at50557         -            296  2.1e-144  478.9   8.7   1   1  8.3e-146  6.3e-144  477.3   8.7     1   290    15   355    15   360 0.89 -
14512at50557_56086_0:000590|STRG.7692.1:647-1114|+    -            156 66691at50557         -            296   1.1e-05   23.5   0.4   1   3     0.027       2.1    6.2   0.0   169   201     2    34     1    51 0.76 -
14512at50557_56086_0:000590|STRG.7692.1:647-1114|+    -            156 66691at50557         -            296   1.1e-05   23.5   0.4   2   3   0.00044     0.033   12.1   0.1   124   199    48   116    42   121 0.77 -
14512at50557_56086_0:000590|STRG.7692.1:647-1114|+    -            156 66691at50557         -            296   1.1e-05   23.5   0.4   3   3      0.21        16    3.3   0.0   160   194   119   154   113   156 0.62 -
42371at50557_520822_0:00190c|STRG.12385.5:90-1665|+   -            467 66691at50557         -            296   1.3e-05   23.2   1.2   1   3       1.5   1.1e+02    0.5   0.0   174   200   153   179   139   186 0.65 -
42371at50557_520822_0:00190c|STRG.12385.5:90-1665|+   -            467 66691at50557         -            296   1.3e-05   23.2   1.2   2   3   0.00025     0.019   12.8   0.1    15    92   179   259   166   284 0.78 -
42371at50557_520822_0:00190c|STRG.12385.5:90-1665|+   -            467 66691at50557         -            296   1.3e-05   23.2   1.2   3   3     0.012      0.88    7.4   0.1    48   146   384   435   352   467 0.56 -
33043at50557_6973_0:0036f9|STRG.8807.1:1713-2348|+    -            212 66691at50557         -            296   2.8e-05   22.2   0.5   1   2      0.17        13    3.6   0.2   118   133    65    80    46   118 0.81 -
33043at50557_6973_0:0036f9|STRG.8807.1:1713-2348|+    -            212 66691at50557         -            296   2.8e-05   22.2   0.5   2   2     2e-05    0.0015   16.4   0.0    20    89   132   200   114   211 0.79 -
33043at50557_6973_0:0036f9|STRG.8807.2:1488-2123|+    -            212 66691at50557         -            296   2.8e-05   22.2   0.5   1   2      0.17        13    3.6   0.2   118   133    65    80    46   118 0.81 -
33043at50557_6973_0:0036f9|STRG.8807.2:1488-2123|+    -            212 66691at50557         -            296   2.8e-05   22.2   0.5   2   2     2e-05    0.0015   16.4   0.0    20    89   132   200   114   211 0.79 -
33043at50557_6973_0:0036f9|STRG.8807.3:1416-2051|+    -            212 66691at50557         -            296   2.8e-05   22.2   0.5   1   2      0.17        13    3.6   0.2   118   133    65    80    46   118 0.81 -
33043at50557_6973_0:0036f9|STRG.8807.3:1416-2051|+    -            212 66691at50557         -            296   2.8e-05   22.2   0.5   2   2     2e-05    0.0015   16.4   0.0    20    89   132   200   114   211 0.79 -
42371at50557_520822_0:00190c|STRG.12385.4:496-2316|+  -            607 66691at50557         -            296   3.1e-05   22.0   1.0   1   2   0.00035     0.027   12.4   0.1    15    92   319   399   304   424 0.78 -
42371at50557_520822_0:00190c|STRG.12385.4:496-2316|+  -            607 66691at50557         -            296   3.1e-05   22.0   1.0   2   2     0.017       1.3    6.8   0.1    48   146   524   575   493   607 0.55 -
42371at50557_520822_0:00190c|STRG.12385.2:496-2319|+  -            608 66691at50557         -            296   3.1e-05   22.0   1.0   1   2   0.00035     0.027   12.3   0.1    15    92   320   400   305   425 0.78 -
42371at50557_520822_0:00190c|STRG.12385.2:496-2319|+  -            608 66691at50557         -            296   3.1e-05   22.0   1.0   2   2     0.017       1.3    6.8   0.1    48   146   525   576   494   608 0.55 -
42371at50557_520822_0:00190c|STRG.12385.3:496-2340|+  -            608 66691at50557         -            296   3.1e-05   22.0   1.0   1   2   0.00035     0.027   12.3   0.1    15    92   320   400   305   425 0.78 -
42371at50557_520822_0:00190c|STRG.12385.3:496-2340|+  -            608 66691at50557         -            296   3.1e-05   22.0   1.0   2   2     0.017       1.3    6.8   0.1    48   146   525   576   494   608 0.55 -
42371at50557_520822_0:00190c|STRG.12385.1:496-2316|+  -            607 66691at50557         -            296   3.2e-05   22.0   1.0   1   2   0.00035     0.027   12.4   0.1    15    92   319   399   304   424 0.78 -
42371at50557_520822_0:00190c|STRG.12385.1:496-2316|+  -            607 66691at50557         -            296   3.2e-05   22.0   1.0   2   2     0.017       1.3    6.8   0.1    48   146   524   575   493   607 0.55 -
48053at50557_121845_0:002b56|STRG.4092.1:67-384|+     -            106 66691at50557         -            296   3.2e-05   22.0   0.0   1   1   4.7e-07   3.6e-05   21.8   0.0   123   199     2    71     1    95 0.87 -
40115at50557_108931_0:001d6b|STRG.8807.1:1200-2348|+  -            383 66691at50557         -            296   7.6e-05   20.7   0.9   1   3       2.5   1.9e+02   -0.3   0.0   111   146   102   137    64   148 0.60 -
40115at50557_108931_0:001d6b|STRG.8807.1:1200-2348|+  -            383 66691at50557         -            296   7.6e-05   20.7   0.9   2   3      0.41        31    2.3   0.1   118   133   236   251   218   288 0.83 -
40115at50557_108931_0:001d6b|STRG.8807.1:1200-2348|+  -            383 66691at50557         -            296   7.6e-05   20.7   0.9   3   3   6.1e-05    0.0047   14.8   0.0    20    89   303   371   283   382 0.79 -
40115at50557_108931_0:001d6b|STRG.8807.2:975-2123|+   -            383 66691at50557         -            296   7.6e-05   20.7   0.9   1   3       2.5   1.9e+02   -0.3   0.0   111   146   102   137    64   148 0.60 -
40115at50557_108931_0:001d6b|STRG.8807.2:975-2123|+   -            383 66691at50557         -            296   7.6e-05   20.7   0.9   2   3      0.41        31    2.3   0.1   118   133   236   251   218   288 0.83 -
40115at50557_108931_0:001d6b|STRG.8807.2:975-2123|+   -            383 66691at50557         -            296   7.6e-05   20.7   0.9   3   3   6.1e-05    0.0047   14.8   0.0    20    89   303   371   283   382 0.79 -
40115at50557_108931_0:001d6b|STRG.8807.3:903-2051|+   -            383 66691at50557         -            296   7.6e-05   20.7   0.9   1   3       2.5   1.9e+02   -0.3   0.0   111   146   102   137    64   148 0.60 -
40115at50557_108931_0:001d6b|STRG.8807.3:903-2051|+   -            383 66691at50557         -            296   7.6e-05   20.7   0.9   2   3      0.41        31    2.3   0.1   118   133   236   251   218   288 0.83 -
40115at50557_108931_0:001d6b|STRG.8807.3:903-2051|+   -            383 66691at50557         -            296   7.6e-05   20.7   0.9   3   3   6.1e-05    0.0047   14.8   0.0    20    89   303   371   283   382 0.79 -
78072at50557_37001_0:000457|STRG.8039.1:724-1314|+    -            197 66691at50557         -            296   8.8e-05   20.5   0.2   1   2    0.0033      0.25    9.2   0.0   120   148     3    31     2    36 0.92 -
78072at50557_37001_0:000457|STRG.8039.1:724-1314|+    -            197 66691at50557         -            296   8.8e-05   20.5   0.2   2   2    0.0033      0.25    9.2   0.1    75   145    46   120    36   129 0.55 -
48053at50557_13249_0:0016bb|STRG.3888.1:612-1586|+    -            325 66691at50557         -            296   0.00022   19.2   2.9   1   2     0.011      0.81    7.5   0.0   122   211    73   159    64   164 0.80 -
48053at50557_13249_0:0016bb|STRG.3888.1:612-1586|+    -            325 66691at50557         -            296   0.00022   19.2   2.9   2   2     0.042       3.2    5.5   0.5    20    59   191   230   171   317 0.68 -
13625at50557_103372_0:00203b|STRG.1917.2:0-2378|+     -            793 66691at50557         -            296   0.00023   19.1   2.6   1   4    0.0065       0.5    8.2   0.1   122   147    12    37     2    65 0.82 -
13625at50557_103372_0:00203b|STRG.1917.2:0-2378|+     -            793 66691at50557         -            296   0.00023   19.1   2.6   2   4       3.6   2.7e+02   -0.8   0.1   103   142   159   199   148   253 0.62 -
13625at50557_103372_0:00203b|STRG.1917.2:0-2378|+     -            793 66691at50557         -            296   0.00023   19.1   2.6   3   4      0.69        53    1.5   0.1   118   196   260   331   228   356 0.75 -
13625at50557_103372_0:00203b|STRG.1917.2:0-2378|+     -            793 66691at50557         -            296   0.00023   19.1   2.6   4   4     0.035       2.7    5.8   0.0    26    92   386   452   380   465 0.76 -
49370at50557_456900_0:00265d|STRG.7846.1:253-1821|+   -            523 66691at50557         -            296   0.00025   19.0   0.6   1   3         2   1.5e+02    0.0   0.0   153   194   353   392   323   405 0.58 -
49370at50557_456900_0:00265d|STRG.7846.1:253-1821|+   -            523 66691at50557         -            296   0.00025   19.0   0.6   2   3     0.027       2.1    6.1   0.0    25    60   404   439   399   446 0.87 -
49370at50557_456900_0:00265d|STRG.7846.1:253-1821|+   -            523 66691at50557         -            296   0.00025   19.0   0.6   3   3    0.0082      0.63    7.9   0.0    18    57   482   521   472   523 0.86 -
49370at50557_456900_0:00265d|STRG.7846.2:0-1568|+     -            523 66691at50557         -            296   0.00025   19.0   0.6   1   3         2   1.5e+02    0.0   0.0   153   194   353   392   323   405 0.58 -
49370at50557_456900_0:00265d|STRG.7846.2:0-1568|+     -            523 66691at50557         -            296   0.00025   19.0   0.6   2   3     0.027       2.1    6.1   0.0    25    60   404   439   399   446 0.87 -
49370at50557_456900_0:00265d|STRG.7846.2:0-1568|+     -            523 66691at50557         -            296   0.00025   19.0   0.6   3   3    0.0082      0.63    7.9   0.0    18    57   482   521   472   523 0.86 -
40115at50557_110193_0:00292f|STRG.7497.1:1082-1816|+  -            245 66691at50557         -            296   0.00039   18.4   1.5   1   1   9.6e-06   0.00073   17.5   1.5    20   189    72   238    59   244 0.72 -
14512at50557_29053_0:0002b6|STRG.15815.1:12-722|+     -            237 66691at50557         -            296    0.0008   17.4   4.1   1   3     0.022       1.7    6.4   0.0   123   149    12    38     8    88 0.72 -
14512at50557_29053_0:0002b6|STRG.15815.1:12-722|+     -            237 66691at50557         -            296    0.0008   17.4   4.1   2   3     0.019       1.5    6.6   0.2    25    59    88   122    69   130 0.81 -
14512at50557_29053_0:0002b6|STRG.15815.1:12-722|+     -            237 66691at50557         -            296    0.0008   17.4   4.1   3   3     0.099       7.6    4.3   0.3    34    97   166   232   151   237 0.57 -
43553at50557_103372_0:0013d1|STRG.7364.3:48-1112|+    -            355 66691at50557         -            296    0.0011   16.9   4.0   1   4      0.12       9.2    4.0   0.2   121   151    89   119    38   130 0.67 -
43553at50557_103372_0:0013d1|STRG.7364.3:48-1112|+    -            355 66691at50557         -            296    0.0011   16.9   4.0   2   4      0.16        12    3.6   0.0   121   157    89   126    84   145 0.82 -
43553at50557_103372_0:0013d1|STRG.7364.3:48-1112|+    -            355 66691at50557         -            296    0.0011   16.9   4.0   3   4    0.0019      0.15    9.9   0.1    24    67   164   207   160   230 0.89 -
43553at50557_103372_0:0013d1|STRG.7364.3:48-1112|+    -            355 66691at50557         -            296    0.0011   16.9   4.0   4   4      0.72        55    1.5   0.0    26    60   251   284   241   307 0.74 -
43553at50557_103372_0:0013d1|STRG.7364.1:0-1127|+     -            376 66691at50557         -            296    0.0012   16.8   4.0   1   4      0.16        12    3.6   0.2    74   150    87   117    39   127 0.64 -
43553at50557_103372_0:0013d1|STRG.7364.1:0-1127|+     -            376 66691at50557         -            296    0.0012   16.8   4.0   2   4       0.2        15    3.3   0.0   121   156    88   124    85   139 0.82 -
43553at50557_103372_0:0013d1|STRG.7364.1:0-1127|+     -            376 66691at50557         -            296    0.0012   16.8   4.0   3   4    0.0022      0.17    9.7   0.1    24    67   163   206   160   229 0.89 -
43553at50557_103372_0:0013d1|STRG.7364.1:0-1127|+     -            376 66691at50557         -            296    0.0012   16.8   4.0   4   4      0.76        58    1.4   0.0    26    60   250   283   239   306 0.74 -
43121at50557_103372_0:001d6c|STRG.9312.1:248-1243|+   -            332 66691at50557         -            296    0.0015   16.4   0.0   1   1   3.2e-05    0.0025   15.8   0.0   110   212   205   310   195   327 0.86 -
43553at50557_103372_0:0013d1|STRG.7364.2:0-1190|+     -            397 66691at50557         -            296    0.0016   16.4   4.0   1   3       0.2        15    3.3   0.0   121   156   131   167   126   181 0.81 -
43553at50557_103372_0:0013d1|STRG.7364.2:0-1190|+     -            397 66691at50557         -            296    0.0016   16.4   4.0   2   3    0.0023      0.17    9.7   0.1    24    67   206   249   201   271 0.89 -
43553at50557_103372_0:0013d1|STRG.7364.2:0-1190|+     -            397 66691at50557         -            296    0.0016   16.4   4.0   3   3      0.75        57    1.4   0.0    25    60   292   326   275   349 0.76 -
43121at50557_7159_0:0008d1|STRG.3686.1:1074-1838|+    -            255 66691at50557         -            296    0.0016   16.4   2.0   1   3     0.013      0.96    7.3   0.2    28    97     4    73     1    75 0.76 -
43121at50557_7159_0:0008d1|STRG.3686.1:1074-1838|+    -            255 66691at50557         -            296    0.0016   16.4   2.0   2   3     0.018       1.4    6.8   0.0   119   184    48   111    37   120 0.77 -
43121at50557_7159_0:0008d1|STRG.3686.1:1074-1838|+    -            255 66691at50557         -            296    0.0016   16.4   2.0   3   3      0.23        17    3.1   0.0   116   134   236   254   188   255 0.79 -
58729at50557_103372_0:00194e|STRG.1025.1:0-1571|+     -            524 66691at50557         -            296    0.0016   16.4   0.2   1   2       6.5     5e+02   -1.6   0.0   159   197   113   151    94   175 0.70 -
58729at50557_103372_0:00194e|STRG.1025.1:0-1571|+     -            524 66691at50557         -            296    0.0016   16.4   0.2   2   2   6.7e-05    0.0051   14.7   0.0    22   101   241   317   224   337 0.85 -
25500at50557_121845_0:000041|STRG.14386.1:502-1215|+  -            238 66691at50557         -            296    0.0024   15.8   3.5   1   2      0.18        14    3.5   0.1   113   155    36    79     2   118 0.77 -
25500at50557_121845_0:000041|STRG.14386.1:502-1215|+  -            238 66691at50557         -            296    0.0024   15.8   3.5   2   2   0.00025     0.019   12.8   0.7    21    97   121   194    96   205 0.82 -
25500at50557_121845_0:000041|STRG.14386.2:189-902|+   -            238 66691at50557         -            296    0.0024   15.8   3.5   1   2      0.18        14    3.5   0.1   113   155    36    79     2   118 0.77 -
25500at50557_121845_0:000041|STRG.14386.2:189-902|+   -            238 66691at50557         -            296    0.0024   15.8   3.5   2   2   0.00025     0.019   12.8   0.7    21    97   121   194    96   205 0.82 -
78072at50557_123851_0:000487|STRG.5543.1:156-1043|+   -            296 66691at50557         -            296    0.0025   15.7   1.2   1   3       2.4   1.8e+02   -0.2   0.0    76    99    21    43     3    48 0.62 -
78072at50557_123851_0:000487|STRG.5543.1:156-1043|+   -            296 66691at50557         -            296    0.0025   15.7   1.2   2   3   3.3e-05    0.0025   15.7   1.2    23   136    68   182    59   187 0.80 -
78072at50557_123851_0:000487|STRG.5543.1:156-1043|+   -            296 66691at50557         -            296    0.0025   15.7   1.2   3   3       5.6   4.3e+02   -1.4   0.0    28    52   269   291   239   294 0.64 -
78072at50557_123851_0:000487|STRG.5543.2:445-1332|+   -            296 66691at50557         -            296    0.0025   15.7   1.2   1   3       2.4   1.8e+02   -0.2   0.0    76    99    21    43     3    48 0.62 -
78072at50557_123851_0:000487|STRG.5543.2:445-1332|+   -            296 66691at50557         -            296    0.0025   15.7   1.2   2   3   3.3e-05    0.0025   15.7   1.2    23   136    68   182    59   187 0.80 -
78072at50557_123851_0:000487|STRG.5543.2:445-1332|+   -            296 66691at50557         -            296    0.0025   15.7   1.2   3   3       5.6   4.3e+02   -1.4   0.0    28    52   269   291   239   294 0.64 -
14512at50557_197043_0:0050fb|STRG.4714.1:382-726|+    -            115 66691at50557         -            296    0.0027   15.6   1.0   1   3     0.083       6.4    4.6   0.0   170   207     7    44     1    46 0.85 -
14512at50557_197043_0:0050fb|STRG.4714.1:382-726|+    -            115 66691at50557         -            296    0.0027   15.6   1.0   2   3    0.0011     0.082   10.8   0.2    21    67    40    86    35   101 0.83 -
14512at50557_197043_0:0050fb|STRG.4714.1:382-726|+    -            115 66691at50557         -            296    0.0027   15.6   1.0   3   3     0.034       2.6    5.8   0.1   171   207    51    88    49   115 0.54 -
48053at50557_168631_0:000bf2|STRG.4091.1:213-581|+    -            123 66691at50557         -            296    0.0028   15.6   0.2   1   1    0.0005     0.038   11.8   0.1    39   104    12    75     4   108 0.65 -
63645at50557_34720_0:0006b0|STRG.16132.1:0-1040|+     -            347 66691at50557         -            296    0.0029   15.6   1.9   1   2       2.1   1.6e+02   -0.1   0.1    33    61   127   156   117   166 0.69 -
63645at50557_34720_0:0006b0|STRG.16132.1:0-1040|+     -            347 66691at50557         -            296    0.0029   15.6   1.9   2   2   0.00014     0.011   13.7   0.2    23    60   264   302   243   336 0.87 -
11478at50557_34720_0:00246d|STRG.16794.1:214-3762|+   -           1183 66691at50557         -            296    0.0032   15.4   0.4   1   1   4.2e-05    0.0032   15.4   0.4    18   138    64   179    53   190 0.84 -
11478at50557_34720_0:00246d|STRG.16794.2:0-3548|+     -           1183 66691at50557         -            296    0.0032   15.4   0.4   1   1   4.2e-05    0.0032   15.4   0.4    18   138    64   179    53   190 0.84 -
40115at50557_121225_0:000dac|STRG.2366.1:749-1819|+   -            357 66691at50557         -            296    0.0046   14.9   0.7   1   3      0.34        26    2.6   0.1   121   204     2    84     1   118 0.61 -
40115at50557_121225_0:000dac|STRG.2366.1:749-1819|+   -            357 66691at50557         -            296    0.0046   14.9   0.7   2   3       1.6   1.2e+02    0.4   0.0   155   184   202   231   194   253 0.77 -
40115at50557_121225_0:000dac|STRG.2366.1:749-1819|+   -            357 66691at50557         -            296    0.0046   14.9   0.7   3   3    0.0096      0.73    7.6   0.0    77   143   261   327   256   341 0.82 -
40115at50557_121225_0:000dac|STRG.2366.2:696-1766|+   -            357 66691at50557         -            296    0.0046   14.9   0.7   1   3      0.34        26    2.6   0.1   121   204     2    84     1   118 0.61 -
40115at50557_121225_0:000dac|STRG.2366.2:696-1766|+   -            357 66691at50557         -            296    0.0046   14.9   0.7   2   3       1.6   1.2e+02    0.4   0.0   155   184   202   231   194   253 0.77 -
40115at50557_121225_0:000dac|STRG.2366.2:696-1766|+   -            357 66691at50557         -            296    0.0046   14.9   0.7   3   3    0.0096      0.73    7.6   0.0    77   143   261   327   256   341 0.82 -
40115at50557_121225_0:000dac|STRG.2366.4:1296-2366|+  -            357 66691at50557         -            296    0.0046   14.9   0.7   1   3      0.34        26    2.6   0.1   121   204     2    84     1   118 0.61 -
40115at50557_121225_0:000dac|STRG.2366.4:1296-2366|+  -            357 66691at50557         -            296    0.0046   14.9   0.7   2   3       1.6   1.2e+02    0.4   0.0   155   184   202   231   194   253 0.77 -
40115at50557_121225_0:000dac|STRG.2366.4:1296-2366|+  -            357 66691at50557         -            296    0.0046   14.9   0.7   3   3    0.0096      0.73    7.6   0.0    77   143   261   327   256   341 0.82 -
77772at50557_121845_0:003bba|STRG.14135.1:2659-3565|- -            300 66691at50557         -            296    0.0064   14.4   0.1   1   3    0.0036      0.27    9.1   0.0    20    61    11    52     4   131 0.86 -
77772at50557_121845_0:003bba|STRG.14135.1:2659-3565|- -            300 66691at50557         -            296    0.0064   14.4   0.1   2   3         2   1.6e+02    0.0   0.0   173   200   185   212   175   222 0.87 -
77772at50557_121845_0:003bba|STRG.14135.1:2659-3565|- -            300 66691at50557         -            296    0.0064   14.4   0.1   3   3       1.5   1.1e+02    0.5   0.0   127   148   233   254   224   258 0.85 -
77772at50557_121845_0:003bba|STRG.14137.1:4588-5494|- -            300 66691at50557         -            296    0.0064   14.4   0.1   1   3    0.0036      0.27    9.1   0.0    20    61    11    52     4   131 0.86 -
77772at50557_121845_0:003bba|STRG.14137.1:4588-5494|- -            300 66691at50557         -            296    0.0064   14.4   0.1   2   3         2   1.6e+02    0.0   0.0   173   200   185   212   175   222 0.87 -
77772at50557_121845_0:003bba|STRG.14137.1:4588-5494|- -            300 66691at50557         -            296    0.0064   14.4   0.1   3   3       1.5   1.1e+02    0.5   0.0   127   148   233   254   224   258 0.85 -
58729at50557_64793_0:000fa2|STRG.8808.1:18-830|+      -            271 66691at50557         -            296     0.007   14.3   0.2   1   3       4.8   3.6e+02   -1.2   0.0    27    42    62    77    58    92 0.77 -
58729at50557_64793_0:000fa2|STRG.8808.1:18-830|+      -            271 66691at50557         -            296     0.007   14.3   0.2   2   3    0.0007     0.054   11.4   0.2   124   209    77   157    68   168 0.74 -
58729at50557_64793_0:000fa2|STRG.8808.1:18-830|+      -            271 66691at50557         -            296     0.007   14.3   0.2   3   3       1.4   1.1e+02    0.5   0.0   173   205   154   186   142   198 0.78 -
69548at50557_609295_0:0005e7|STRG.1420.2:222-1079|+   -            286 66691at50557         -            296    0.0076   14.2   0.6   1   3     0.035       2.7    5.8   0.1    26    63    12    49     2    86 0.79 -
69548at50557_609295_0:0005e7|STRG.1420.2:222-1079|+   -            286 66691at50557         -            296    0.0076   14.2   0.6   2   3      0.95        72    1.1   0.0   244   293   111   158   102   161 0.68 -
69548at50557_609295_0:0005e7|STRG.1420.2:222-1079|+   -            286 66691at50557         -            296    0.0076   14.2   0.6   3   3      0.67        51    1.6   0.0    19    84   217   280   207   286 0.60 -
71739at50557_568069_0:0043fc|STRG.6627.1:387-1298|+   -            304 66691at50557         -            296     0.009   13.9   0.7   1   2    0.0007     0.053   11.4   0.1    24    90    42   110    32   124 0.66 -
71739at50557_568069_0:0043fc|STRG.6627.1:387-1298|+   -            304 66691at50557         -            296     0.009   13.9   0.7   2   2       1.9   1.5e+02    0.1   0.1   166   195   135   164    88   177 0.72 -
56752at50557_144034_0:000a3e|STRG.17520.3:112-1869|+  -            586 66691at50557         -            296     0.013   13.4   0.5   1   4         1        79    1.0   0.0   119   137    69    89    65    95 0.62 -
56752at50557_144034_0:000a3e|STRG.17520.3:112-1869|+  -            586 66691at50557         -            296     0.013   13.4   0.5   2   4     0.038       2.9    5.7   0.1   167   216   141   192   120   203 0.78 -
56752at50557_144034_0:000a3e|STRG.17520.3:112-1869|+  -            586 66691at50557         -            296     0.013   13.4   0.5   3   4      0.37        29    2.4   0.0    77   104   188   215   183   221 0.87 -
56752at50557_144034_0:000a3e|STRG.17520.3:112-1869|+  -            586 66691at50557         -            296     0.013   13.4   0.5   4   4       2.6     2e+02   -0.3   0.0   272   293   298   319   271   322 0.82 -
69548at50557_103372_0:0010c7|STRG.13687.1:0-1328|+    -            443 66691at50557         -            296     0.013   13.3  15.3   1   4      0.13       9.9    3.9   5.9    42   152   140   250   126   269 0.86 -
69548at50557_103372_0:0010c7|STRG.13687.1:0-1328|+    -            443 66691at50557         -            296     0.013   13.3  15.3   2   4       0.2        15    3.3   0.3    25    59   277   310   256   319 0.84 -
69548at50557_103372_0:0010c7|STRG.13687.1:0-1328|+    -            443 66691at50557         -            296     0.013   13.3  15.3   3   4    0.0042      0.32    8.8   0.1   124   185   326   383   312   418 0.78 -
69548at50557_103372_0:0010c7|STRG.13687.1:0-1328|+    -            443 66691at50557         -            296     0.013   13.3  15.3   4   4      0.92        70    1.1   0.0   122   148   413   438   408   443 0.78 -
80377at50557_7237_0:001b62|STRG.12687.1:731-1588|+    -            286 66691at50557         -            296     0.016   13.1   0.7   1   2    0.0032      0.25    9.2   0.2    21    61    30    70     3    86 0.70 -
80377at50557_7237_0:001b62|STRG.12687.1:731-1588|+    -            286 66691at50557         -            296     0.016   13.1   0.7   2   2       1.2        92    0.7   0.0   134   185   184   239   156   260 0.66 -
86043at50557_520822_0:0026e8|STRG.18773.1:2-1207|+    -            402 66691at50557         -            296     0.017   13.0   0.0   1   2       8.6   6.6e+02   -2.1   0.0   132   146   159   173   150   176 0.80 -
86043at50557_520822_0:0026e8|STRG.18773.1:2-1207|+    -            402 66691at50557         -            296     0.017   13.0   0.0   2   2   0.00078     0.059   11.2   0.0    23    64   182   223   173   230 0.87 -
31374at50557_217634_0:002f47|STRG.3808.1:31-246|+     -             72 66691at50557         -            296     0.017   13.0   0.1   1   2    0.0096      0.73    7.6   0.0    28    61     2    35     1    37 0.90 -
31374at50557_217634_0:002f47|STRG.3808.1:31-246|+     -             72 66691at50557         -            296     0.017   13.0   0.1   2   2      0.13       9.7    4.0   0.1    22    56    38    72    36    72 0.88 -
37700at50557_1629725_0:002171|STRG.8808.2:384-1040|+  -            219 66691at50557         -            296     0.018   13.0   0.1   1   1    0.0012     0.093   10.6   0.1   140   209     7    71     1    99 0.56 -
56752at50557_144034_0:000a3e|STRG.17520.2:706-2637|+  -            644 66691at50557         -            296     0.019   12.8   0.5   1   4       1.1        88    0.8   0.0   119   137   159   179   155   185 0.62 -
56752at50557_144034_0:000a3e|STRG.17520.2:706-2637|+  -            644 66691at50557         -            296     0.019   12.8   0.5   2   4     0.037       2.8    5.7   0.0   167   216   231   282   210   296 0.78 -
56752at50557_144034_0:000a3e|STRG.17520.2:706-2637|+  -            644 66691at50557         -            296     0.019   12.8   0.5   3   4       0.4        31    2.3   0.0    77   104   278   305   270   311 0.87 -
56752at50557_144034_0:000a3e|STRG.17520.2:706-2637|+  -            644 66691at50557         -            296     0.019   12.8   0.5   4   4       2.9   2.2e+02   -0.5   0.0   272   293   388   409   362   412 0.82 -
14512at50557_56086_0:000590|STRG.14395.1:1648-2001|+  -            118 66691at50557         -            296     0.021   12.7   0.1   1   2     0.077       5.9    4.7   0.1   134   216     4    87     1    87 0.62 -
14512at50557_56086_0:000590|STRG.14395.1:1648-2001|+  -            118 66691at50557         -            296     0.021   12.7   0.1   2   2    0.0027       0.2    9.5   0.0    26    63    76   113    57   117 0.80 -
14512at50557_56086_0:000590|STRG.14395.2:1268-1621|+  -            118 66691at50557         -            296     0.021   12.7   0.1   1   2     0.077       5.9    4.7   0.1   134   216     4    87     1    87 0.62 -
14512at50557_56086_0:000590|STRG.14395.2:1268-1621|+  -            118 66691at50557         -            296     0.021   12.7   0.1   2   2    0.0027       0.2    9.5   0.0    26    63    76   113    57   117 0.80 -
14512at50557_56086_0:000590|STRG.14395.3:1642-1995|+  -            118 66691at50557         -            296     0.021   12.7   0.1   1   2     0.077       5.9    4.7   0.1   134   216     4    87     1    87 0.62 -
14512at50557_56086_0:000590|STRG.14395.3:1642-1995|+  -            118 66691at50557         -            296     0.021   12.7   0.1   2   2    0.0027       0.2    9.5   0.0    26    63    76   113    57   117 0.80 -
56752at50557_144034_0:000a3e|STRG.17520.1:706-2733|+  -            676 66691at50557         -            296     0.023   12.6   0.5   1   4       1.2        93    0.7   0.0   119   137   159   179   155   185 0.62 -
56752at50557_144034_0:000a3e|STRG.17520.1:706-2733|+  -            676 66691at50557         -            296     0.023   12.6   0.5   2   4     0.034       2.6    5.8   0.1   167   216   231   282   210   301 0.77 -
56752at50557_144034_0:000a3e|STRG.17520.1:706-2733|+  -            676 66691at50557         -            296     0.023   12.6   0.5   3   4      0.44        33    2.2   0.0    77   104   278   305   272   311 0.87 -
56752at50557_144034_0:000a3e|STRG.17520.1:706-2733|+  -            676 66691at50557         -            296     0.023   12.6   0.5   4   4       3.1   2.3e+02   -0.6   0.0   272   293   388   409   362   412 0.82 -
76755at50557_64793_0:0021c2|STRG.1353.1:0-959|+       -            320 66691at50557         -            296     0.029   12.2   1.9   1   4       1.1        80    0.9   0.0   120   196    42   112     9   126 0.62 -
76755at50557_64793_0:0021c2|STRG.1353.1:0-959|+       -            320 66691at50557         -            296     0.029   12.2   1.9   2   4      0.34        26    2.6   0.0    32    98    87   152    68   162 0.76 -
76755at50557_64793_0:0021c2|STRG.1353.1:0-959|+       -            320 66691at50557         -            296     0.029   12.2   1.9   3   4     0.019       1.5    6.6   0.0    24    60   214   250   207   259 0.84 -
76755at50557_64793_0:0021c2|STRG.1353.1:0-959|+       -            320 66691at50557         -            296     0.029   12.2   1.9   4   4       3.4   2.6e+02   -0.7   0.1   167   201   261   295   251   301 0.76 -
80377at50557_7091_0:0009ff|STRG.18898.1:258-842|+     -            195 66691at50557         -            296     0.056   11.3   0.0   1   1    0.0016      0.12   10.2   0.0    22   119    11   109     5   119 0.74 -
