#                                                                                                              --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                          accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                  ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
48053at50557_7536_0:0009dd|STRG.4090.1:36-437|+        -            134 48053at50557         -            417   4.7e-74  248.3   0.3   1   1     1e-75   5.2e-74  248.2   0.3     2   130     1   133     1   134 0.97 -
78072at50557_7070_0:002a52|STRG.19597.1:483-1325|+     -            281 48053at50557         -            417   3.8e-10   37.8   0.4   4   5       1.3        65    0.8   0.0   214   248   201   240   199   262 0.74 -
78072at50557_7070_0:002a52|STRG.19597.1:483-1325|+     -            281 48053at50557         -            417   3.8e-10   37.8   0.4   5   5       6.2   3.1e+02   -1.4   0.0   283   306   258   281   243   281 0.84 -
80377at50557_116153_0:0002e6|STRG.955.2:2834-3547|+    -            238 48053at50557         -            417     4e-10   37.8   0.1   1   3      0.08         4    4.8   0.0   285   330     7    52     2    60 0.74 -
80377at50557_116153_0:0002e6|STRG.955.2:2834-3547|+    -            238 48053at50557         -            417     4e-10   37.8   0.1   2   3   8.6e-08   4.3e-06   24.5   0.0   288   414    54   193    47   196 0.79 -
80377at50557_116153_0:0002e6|STRG.955.2:2834-3547|+    -            238 48053at50557         -            417     4e-10   37.8   0.1   3   3     0.014      0.69    7.3   0.0   163   208   190   237   186   238 0.79 -
80377at50557_39758_0:001a6c|STRG.955.1:2786-3556|+     -            257 48053at50557         -            417   4.6e-10   37.6   0.1   1   3     0.086       4.3    4.7   0.0   285   330    25    70    19    78 0.74 -
80377at50557_39758_0:001a6c|STRG.955.1:2786-3556|+     -            257 48053at50557         -            417   4.6e-10   37.6   0.1   2   3   1.1e-07   5.5e-06   24.1   0.0   288   414    72   211    66   214 0.79 -
80377at50557_39758_0:001a6c|STRG.955.1:2786-3556|+     -            257 48053at50557         -            417   4.6e-10   37.6   0.1   3   3     0.013      0.65    7.4   0.0   163   209   208   256   204   257 0.79 -
80377at50557_39758_0:001a6c|STRG.955.3:2891-3661|+     -            257 48053at50557         -            417   4.6e-10   37.6   0.1   1   3     0.086       4.3    4.7   0.0   285   330    25    70    19    78 0.74 -
80377at50557_39758_0:001a6c|STRG.955.3:2891-3661|+     -            257 48053at50557         -            417   4.6e-10   37.6   0.1   2   3   1.1e-07   5.5e-06   24.1   0.0   288   414    72   211    66   214 0.79 -
80377at50557_39758_0:001a6c|STRG.955.3:2891-3661|+     -            257 48053at50557         -            417   4.6e-10   37.6   0.1   3   3     0.013      0.65    7.4   0.0   163   209   208   256   204   257 0.79 -
80377at50557_39758_0:001a6c|STRG.955.5:2756-3526|+     -            257 48053at50557         -            417   4.6e-10   37.6   0.1   1   3     0.086       4.3    4.7   0.0   285   330    25    70    19    78 0.74 -
80377at50557_39758_0:001a6c|STRG.955.5:2756-3526|+     -            257 48053at50557         -            417   4.6e-10   37.6   0.1   2   3   1.1e-07   5.5e-06   24.1   0.0   288   414    72   211    66   214 0.79 -
80377at50557_39758_0:001a6c|STRG.955.5:2756-3526|+     -            257 48053at50557         -            417   4.6e-10   37.6   0.1   3   3     0.013      0.65    7.4   0.0   163   209   208   256   204   257 0.79 -
80377at50557_39758_0:001a6c|STRG.955.6:1581-2351|+     -            257 48053at50557         -            417   4.6e-10   37.6   0.1   1   3     0.086       4.3    4.7   0.0   285   330    25    70    19    78 0.74 -
80377at50557_39758_0:001a6c|STRG.955.6:1581-2351|+     -            257 48053at50557         -            417   4.6e-10   37.6   0.1   2   3   1.1e-07   5.5e-06   24.1   0.0   288   414    72   211    66   214 0.79 -
80377at50557_39758_0:001a6c|STRG.955.6:1581-2351|+     -            257 48053at50557         -            417   4.6e-10   37.6   0.1   3   3     0.013      0.65    7.4   0.0   163   209   208   256   204   257 0.79 -
80377at50557_39758_0:001a6c|STRG.955.7:1666-2436|+     -            257 48053at50557         -            417   4.6e-10   37.6   0.1   1   3     0.086       4.3    4.7   0.0   285   330    25    70    19    78 0.74 -
80377at50557_39758_0:001a6c|STRG.955.7:1666-2436|+     -            257 48053at50557         -            417   4.6e-10   37.6   0.1   2   3   1.1e-07   5.5e-06   24.1   0.0   288   414    72   211    66   214 0.79 -
80377at50557_39758_0:001a6c|STRG.955.7:1666-2436|+     -            257 48053at50557         -            417   4.6e-10   37.6   0.1   3   3     0.013      0.65    7.4   0.0   163   209   208   256   204   257 0.79 -
80377at50557_38123_0:002ff9|STRG.12642.1:488-2089|+    -            534 48053at50557         -            417   7.8e-10   36.8   2.9   1   3   2.8e-05    0.0014   16.2   0.4   188   251    58   125    39   134 0.86 -
80377at50557_38123_0:002ff9|STRG.12642.1:488-2089|+    -            534 48053at50557         -            417   7.8e-10   36.8   2.9   2   3    0.0084      0.43    8.0   0.1   325   380   146   203   135   223 0.64 -
80377at50557_38123_0:002ff9|STRG.12642.1:488-2089|+    -            534 48053at50557         -            417   7.8e-10   36.8   2.9   3   3    0.0013     0.066   10.7   0.0   315   415   388   493   374   497 0.75 -
80377at50557_38123_0:002ff9|STRG.12642.2:42-1643|+     -            534 48053at50557         -            417   7.8e-10   36.8   2.9   1   3   2.8e-05    0.0014   16.2   0.4   188   251    58   125    39   134 0.86 -
80377at50557_38123_0:002ff9|STRG.12642.2:42-1643|+     -            534 48053at50557         -            417   7.8e-10   36.8   2.9   2   3    0.0084      0.43    8.0   0.1   325   380   146   203   135   223 0.64 -
80377at50557_38123_0:002ff9|STRG.12642.2:42-1643|+     -            534 48053at50557         -            417   7.8e-10   36.8   2.9   3   3    0.0013     0.066   10.7   0.0   315   415   388   493   374   497 0.75 -
43553at50557_103372_0:0013d1|STRG.7364.3:48-1112|+     -            355 48053at50557         -            417   8.5e-10   36.7   2.8   1   3     0.012      0.62    7.5   0.0   195   248    59   116    17   123 0.88 -
43553at50557_103372_0:0013d1|STRG.7364.3:48-1112|+     -            355 48053at50557         -            417   8.5e-10   36.7   2.8   2   3   3.3e-06   0.00017   19.2   0.1   194   247   182   239   168   246 0.89 -
43553at50557_103372_0:0013d1|STRG.7364.3:48-1112|+     -            355 48053at50557         -            417   8.5e-10   36.7   2.8   3   3    0.0041      0.21    9.1   0.1   216   248   247   282   240   287 0.82 -
43553at50557_103372_0:0013d1|STRG.7364.1:0-1127|+      -            376 48053at50557         -            417   9.9e-10   36.5   2.7   1   3     0.014      0.69    7.3   0.0   195   248    58   115    18   122 0.88 -
43553at50557_103372_0:0013d1|STRG.7364.1:0-1127|+      -            376 48053at50557         -            417   9.9e-10   36.5   2.7   2   3   3.6e-06   0.00018   19.1   0.1   194   247   181   238   167   245 0.89 -
43553at50557_103372_0:0013d1|STRG.7364.1:0-1127|+      -            376 48053at50557         -            417   9.9e-10   36.5   2.7   3   3    0.0044      0.22    8.9   0.1   216   248   246   281   239   286 0.82 -
43553at50557_103372_0:0013d1|STRG.7364.2:0-1190|+      -            397 48053at50557         -            417   1.4e-09   35.9   2.9   1   3     0.014      0.73    7.2   0.0   195   248   101   158    56   165 0.88 -
43553at50557_103372_0:0013d1|STRG.7364.2:0-1190|+      -            397 48053at50557         -            417   1.4e-09   35.9   2.9   2   3   4.2e-06   0.00021   18.9   0.1   194   247   224   281   210   286 0.90 -
43553at50557_103372_0:0013d1|STRG.7364.2:0-1190|+      -            397 48053at50557         -            417   1.4e-09   35.9   2.9   3   3    0.0049      0.25    8.8   0.1   216   248   289   324   283   331 0.83 -
80377at50557_77166_0:002f29|STRG.10610.1:593-1507|+    -            305 48053at50557         -            417   1.7e-09   35.7   5.1   1   2   8.6e-05    0.0043   14.6   0.3   319   416    27   134    18   153 0.64 -
80377at50557_77166_0:002f29|STRG.10610.1:593-1507|+    -            305 48053at50557         -            417   1.7e-09   35.7   5.1   2   2   7.8e-06   0.00039   18.0   0.7   296   414   167   303   155   305 0.74 -
40115at50557_108931_0:001d6b|STRG.9325.1:276-1313|+    -            346 48053at50557         -            417     7e-09   33.7   5.9   1   4      0.51        26    2.2   0.0   289   316    22    49    12    56 0.80 -
40115at50557_108931_0:001d6b|STRG.9325.1:276-1313|+    -            346 48053at50557         -            417     7e-09   33.7   5.9   2   4   4.5e-06   0.00023   18.8   0.8   280   416    68   217    65   218 0.83 -
40115at50557_108931_0:001d6b|STRG.9325.1:276-1313|+    -            346 48053at50557         -            417     7e-09   33.7   5.9   3   4     0.029       1.4    6.3   0.0   279   320   191   232   181   238 0.72 -
40115at50557_108931_0:001d6b|STRG.9325.1:276-1313|+    -            346 48053at50557         -            417     7e-09   33.7   5.9   4   4     0.001     0.052   11.0   0.1   297   344   260   314   253   346 0.71 -
80377at50557_454923_0:001015|STRG.15839.1:158-937|+    -            260 48053at50557         -            417   7.3e-09   33.6   0.6   1   2      0.22        11    3.4   0.0   219   261    49    95    19   104 0.74 -
80377at50557_454923_0:001015|STRG.15839.1:158-937|+    -            260 48053at50557         -            417   7.3e-09   33.6   0.6   2   2   5.6e-07   2.8e-05   21.8   0.4   187   344   101   252    93   259 0.73 -
77772at50557_121845_0:003bba|STRG.14135.1:2659-3565|-  -            300 48053at50557         -            417   1.1e-08   33.0   0.1   1   4     0.024       1.2    6.5   0.0   312   362    18    70     7    91 0.82 -
77772at50557_121845_0:003bba|STRG.14135.1:2659-3565|-  -            300 48053at50557         -            417   1.1e-08   33.0   0.1   2   4      0.47        24    2.3   0.0   217   248   100   135    85   138 0.76 -
77772at50557_121845_0:003bba|STRG.14135.1:2659-3565|-  -            300 48053at50557         -            417   1.1e-08   33.0   0.1   3   4   8.8e-06   0.00045   17.8   0.0   282   343   149   209   107   219 0.76 -
77772at50557_121845_0:003bba|STRG.14135.1:2659-3565|-  -            300 48053at50557         -            417   1.1e-08   33.0   0.1   4   4      0.44        22    2.4   0.0   284   311   230   257   211   291 0.70 -
77772at50557_121845_0:003bba|STRG.14137.1:4588-5494|-  -            300 48053at50557         -            417   1.1e-08   33.0   0.1   1   4     0.024       1.2    6.5   0.0   312   362    18    70     7    91 0.82 -
77772at50557_121845_0:003bba|STRG.14137.1:4588-5494|-  -            300 48053at50557         -            417   1.1e-08   33.0   0.1   2   4      0.47        24    2.3   0.0   217   248   100   135    85   138 0.76 -
77772at50557_121845_0:003bba|STRG.14137.1:4588-5494|-  -            300 48053at50557         -            417   1.1e-08   33.0   0.1   3   4   8.8e-06   0.00045   17.8   0.0   282   343   149   209   107   219 0.76 -
77772at50557_121845_0:003bba|STRG.14137.1:4588-5494|-  -            300 48053at50557         -            417   1.1e-08   33.0   0.1   4   4      0.44        22    2.4   0.0   284   311   230   257   211   291 0.70 -
78072at50557_34720_0:000cf9|STRG.15555.3:18-1028|+     -            337 48053at50557         -            417   4.6e-08   31.0   1.1   1   3     8e-08     4e-06   24.6   0.1   287   417    25   177    20   177 0.76 -
78072at50557_34720_0:000cf9|STRG.15555.3:18-1028|+     -            337 48053at50557         -            417   4.6e-08   31.0   1.1   2   3      0.41        21    2.5   0.0   317   344   199   226   186   238 0.76 -
78072at50557_34720_0:000cf9|STRG.15555.3:18-1028|+     -            337 48053at50557         -            417   4.6e-08   31.0   1.1   3   3         2     1e+02    0.2   0.0   235   246   322   333   241   336 0.62 -
78072at50557_34720_0:000cf9|STRG.15555.1:334-1350|+    -            339 48053at50557         -            417   4.7e-08   30.9   1.1   1   3   8.1e-08   4.1e-06   24.6   0.1   287   417    27   179    22   179 0.76 -
78072at50557_34720_0:000cf9|STRG.15555.1:334-1350|+    -            339 48053at50557         -            417   4.7e-08   30.9   1.1   2   3      0.41        21    2.5   0.0   317   344   201   228   188   240 0.76 -
78072at50557_34720_0:000cf9|STRG.15555.1:334-1350|+    -            339 48053at50557         -            417   4.7e-08   30.9   1.1   3   3       2.1     1e+02    0.2   0.0   235   246   324   335   243   338 0.62 -
71739at50557_7375_0:001d21|STRG.15382.1:21-878|+       -            286 48053at50557         -            417   1.1e-07   29.7   0.6   1   3      0.11       5.6    4.3   0.1   197   256    27    90     7   104 0.71 -
71739at50557_7375_0:001d21|STRG.15382.1:21-878|+       -            286 48053at50557         -            417   1.1e-07   29.7   0.6   2   3   0.00067     0.034   11.6   0.0   289   345    63   125    56   132 0.84 -
71739at50557_7375_0:001d21|STRG.15382.1:21-878|+       -            286 48053at50557         -            417   1.1e-07   29.7   0.6   3   3   5.3e-06   0.00027   18.6   0.1   190   337   103   283    97   286 0.64 -
14512at50557_56086_0:000590|STRG.7692.1:647-1114|+     -            156 48053at50557         -            417     2e-07   28.9   0.0   1   1   3.5e-07   1.8e-05   22.5   0.0   319   417     6   112     2   112 0.82 -
80377at50557_7070_0:0023da|STRG.17188.2:1631-2362|+    -            244 48053at50557         -            417   2.6e-07   28.5   0.5   1   4       7.1   3.6e+02   -1.6   0.0   359   381     3    25     1    60 0.77 -
80377at50557_7070_0:0023da|STRG.17188.2:1631-2362|+    -            244 48053at50557         -            417   2.6e-07   28.5   0.5   2   4       3.5   1.8e+02   -0.6   0.0   230   253    57    82    31   106 0.75 -
80377at50557_7070_0:0023da|STRG.17188.2:1631-2362|+    -            244 48053at50557         -            417   2.6e-07   28.5   0.5   3   4   4.4e-05    0.0022   15.5   0.0   291   349   103   168    95   171 0.78 -
80377at50557_7070_0:0023da|STRG.17188.2:1631-2362|+    -            244 48053at50557         -            417   2.6e-07   28.5   0.5   4   4    0.0019     0.096   10.2   0.0   216   255   169   211   167   221 0.83 -
14512at50557_197043_0:0050fb|STRG.4714.1:382-726|+     -            115 48053at50557         -            417     4e-07   27.9   3.2   1   2   2.4e-06   0.00012   19.7   0.3   356   417     7    75     4    75 0.78 -
14512at50557_197043_0:0050fb|STRG.4714.1:382-726|+     -            115 48053at50557         -            417     4e-07   27.9   3.2   2   2   6.8e-05    0.0034   14.9   0.2   215   255    40    84    33    93 0.83 -
31374at50557_197043_0:003de5|STRG.13802.1:192-809|+    -            206 48053at50557         -            417   4.1e-07   27.8   0.0   1   2   1.1e-06   5.7e-05   20.8   0.0   282   417    21   172     8   172 0.77 -
31374at50557_197043_0:003de5|STRG.13802.1:192-809|+    -            206 48053at50557         -            417   4.1e-07   27.8   0.0   2   2   0.00056     0.028   11.9   0.0   281   319   147   185   142   200 0.84 -
49370at50557_79782_0:001886|STRG.5325.1:1802-2788|+    -            329 48053at50557         -            417   4.2e-07   27.8   2.9   1   2   0.00025     0.013   13.1   0.0   285   348    92   162    86   177 0.79 -
49370at50557_79782_0:001886|STRG.5325.1:1802-2788|+    -            329 48053at50557         -            417   4.2e-07   27.8   2.9   2   2   0.00023     0.012   13.2   0.5   236   343   209   325   199   328 0.80 -
78072at50557_286306_0:00290a|STRG.15555.2:150-2096|+   -            605 48053at50557         -            417   5.6e-07   27.4   0.1   1   2   2.3e-07   1.1e-05   23.1   0.0   287   417    24   176    12   177 0.76 -
78072at50557_286306_0:00290a|STRG.15555.2:150-2096|+   -            605 48053at50557         -            417   5.6e-07   27.4   0.1   2   2      0.91        46    1.3   0.0   317   344   198   225   187   235 0.76 -
42371at50557_520822_0:00190c|STRG.12385.5:90-1665|+    -            467 48053at50557         -            417   8.1e-07   26.9   0.0   1   2    0.0015     0.075   10.5   0.0   285   310   153   178   148   205 0.83 -
42371at50557_520822_0:00190c|STRG.12385.5:90-1665|+    -            467 48053at50557         -            417   8.1e-07   26.9   0.0   2   2   0.00013    0.0068   14.0   0.0   191   246   375   435   340   440 0.81 -
40115at50557_123851_0:00295a|STRG.12074.1:1953-2921|+  -            323 48053at50557         -            417   9.2e-07   26.7   0.0   1   2    0.0076      0.38    8.2   0.0   317   416    69   185     8   186 0.61 -
40115at50557_123851_0:00295a|STRG.12074.1:1953-2921|+  -            323 48053at50557         -            417   9.2e-07   26.7   0.0   2   2   0.00011    0.0054   14.3   0.0   290   380   170   276   160   277 0.74 -
40115at50557_123851_0:00295a|STRG.12074.2:1875-2843|+  -            323 48053at50557         -            417   9.2e-07   26.7   0.0   1   2    0.0076      0.38    8.2   0.0   317   416    69   185     8   186 0.61 -
40115at50557_123851_0:00295a|STRG.12074.2:1875-2843|+  -            323 48053at50557         -            417   9.2e-07   26.7   0.0   2   2   0.00011    0.0054   14.3   0.0   290   380   170   276   160   277 0.74 -
40115at50557_123851_0:00295a|STRG.12074.4:1792-2760|+  -            323 48053at50557         -            417   9.2e-07   26.7   0.0   1   2    0.0076      0.38    8.2   0.0   317   416    69   185     8   186 0.61 -
40115at50557_123851_0:00295a|STRG.12074.4:1792-2760|+  -            323 48053at50557         -            417   9.2e-07   26.7   0.0   2   2   0.00011    0.0054   14.3   0.0   290   380   170   276   160   277 0.74 -
42371at50557_520822_0:00190c|STRG.12385.4:496-2316|+   -            607 48053at50557         -            417   1.5e-06   26.0   0.0   1   2    0.0021       0.1   10.0   0.0   285   310   293   318   288   345 0.83 -
42371at50557_520822_0:00190c|STRG.12385.4:496-2316|+   -            607 48053at50557         -            417   1.5e-06   26.0   0.0   2   2    0.0002      0.01   13.4   0.0   191   246   515   575   481   580 0.81 -
42371at50557_520822_0:00190c|STRG.12385.1:496-2316|+   -            607 48053at50557         -            417   1.5e-06   26.0   0.0   1   2    0.0021       0.1   10.0   0.0   285   310   293   318   288   345 0.83 -
42371at50557_520822_0:00190c|STRG.12385.1:496-2316|+   -            607 48053at50557         -            417   1.5e-06   26.0   0.0   2   2    0.0002      0.01   13.4   0.0   191   246   515   575   481   580 0.81 -
42371at50557_520822_0:00190c|STRG.12385.2:496-2319|+   -            608 48053at50557         -            417   1.5e-06   25.9   0.0   1   2    0.0021       0.1   10.0   0.0   285   310   294   319   289   346 0.83 -
42371at50557_520822_0:00190c|STRG.12385.2:496-2319|+   -            608 48053at50557         -            417   1.5e-06   25.9   0.0   2   2    0.0002      0.01   13.4   0.0   191   246   516   576   482   581 0.81 -
42371at50557_520822_0:00190c|STRG.12385.3:496-2340|+   -            608 48053at50557         -            417   1.5e-06   25.9   0.0   1   2    0.0021       0.1   10.0   0.0   285   310   294   319   289   346 0.83 -
42371at50557_520822_0:00190c|STRG.12385.3:496-2340|+   -            608 48053at50557         -            417   1.5e-06   25.9   0.0   2   2    0.0002      0.01   13.4   0.0   191   246   516   576   482   581 0.81 -
58729at50557_103372_0:00194e|STRG.1025.1:0-1571|+      -            524 48053at50557         -            417   2.3e-06   25.3   0.9   1   3    0.0016     0.082   10.4   0.0   196   261    95   167    87   183 0.76 -
58729at50557_103372_0:00194e|STRG.1025.1:0-1571|+      -            524 48053at50557         -            417   2.3e-06   25.3   0.9   2   3   0.00042     0.021   12.3   0.0   334   417   185   275   177   275 0.82 -
58729at50557_103372_0:00194e|STRG.1025.1:0-1571|+      -            524 48053at50557         -            417   2.3e-06   25.3   0.9   3   3       9.4   4.8e+02   -2.0   0.2   107   153   350   397   303   403 0.62 -
22030at50557_104452_0:001960|STRG.11310.1:0-965|+      -            242 48053at50557         -            417   2.9e-06   25.1   1.9   1   3      0.78        40    1.5   0.0   307   348     7    48     2    57 0.76 -
22030at50557_104452_0:001960|STRG.11310.1:0-965|+      -            242 48053at50557         -            417   2.9e-06   25.1   1.9   2   3   5.9e-05     0.003   15.1   0.8   299   393    34   141    16   162 0.68 -
22030at50557_104452_0:001960|STRG.11310.1:0-965|+      -            242 48053at50557         -            417   2.9e-06   25.1   1.9   3   3    0.0036      0.18    9.3   0.1   175   248   139   222   129   239 0.71 -
80377at50557_7222_0:00003c|STRG.3809.1:5-457|+         -            151 48053at50557         -            417   6.5e-06   23.9   0.6   1   3    0.0091      0.46    7.9   0.0   198   252     1    59     1    61 0.89 -
80377at50557_7222_0:00003c|STRG.3809.1:5-457|+         -            151 48053at50557         -            417   6.5e-06   23.9   0.6   2   3   2.5e-05    0.0013   16.4   0.1   193   248    38    97    25   100 0.86 -
80377at50557_7222_0:00003c|STRG.3809.1:5-457|+         -            151 48053at50557         -            417   6.5e-06   23.9   0.6   3   3      0.16       7.9    3.8   0.0    85   413   104   133    96   148 0.54 -
13553at50557_34720_0:0020c1|STRG.5928.1:0-2663|+       -            888 48053at50557         -            417   9.5e-06   23.3   0.2   1   5      0.93        47    1.3   0.1   299   315   117   133   114   144 0.75 -
13553at50557_34720_0:0020c1|STRG.5928.1:0-2663|+       -            888 48053at50557         -            417   9.5e-06   23.3   0.2   2   5       0.2        10    3.5   0.0   284   416   145   296   139   297 0.63 -
13553at50557_34720_0:0020c1|STRG.5928.1:0-2663|+       -            888 48053at50557         -            417   9.5e-06   23.3   0.2   3   5       4.3   2.2e+02   -0.9   0.0   330   348   494   512   485   527 0.61 -
13553at50557_34720_0:0020c1|STRG.5928.1:0-2663|+       -            888 48053at50557         -            417   9.5e-06   23.3   0.2   4   5   0.00088     0.044   11.3   0.0   207   248   549   594   532   601 0.89 -
13553at50557_34720_0:0020c1|STRG.5928.1:0-2663|+       -            888 48053at50557         -            417   9.5e-06   23.3   0.2   5   5     0.015      0.74    7.2   0.0   283   353   569   646   568   654 0.79 -
71739at50557_103372_0:00145d|STRG.7372.1:0-965|+       -            322 48053at50557         -            417     1e-05   23.3   0.1   1   3       1.6        82    0.5   0.0   218   252     1    39     1    65 0.83 -
71739at50557_103372_0:00145d|STRG.7372.1:0-965|+       -            322 48053at50557         -            417     1e-05   23.3   0.1   2   3   1.9e-05   0.00095   16.8   0.1   289   377   116   208    23   225 0.65 -
71739at50557_103372_0:00145d|STRG.7372.1:0-965|+       -            322 48053at50557         -            417     1e-05   23.3   0.1   3   3       1.3        65    0.8   0.0   286   308   289   311   272   316 0.85 -
48053at50557_13249_0:0016bb|STRG.3888.1:612-1586|+     -            325 48053at50557         -            417   1.8e-05   22.4   0.5   1   3    0.0095      0.48    7.9   0.0   298   343    90   143    61   153 0.67 -
48053at50557_13249_0:0016bb|STRG.3888.1:612-1586|+     -            325 48053at50557         -            417   1.8e-05   22.4   0.5   2   3     0.001     0.052   11.0   0.0   283   379   159   268   142   290 0.69 -
48053at50557_13249_0:0016bb|STRG.3888.1:612-1586|+     -            325 48053at50557         -            417   1.8e-05   22.4   0.5   3   3       2.2   1.1e+02    0.1   0.0   274   310   285   321   280   323 0.82 -
34006at50557_520822_0:000571|STRG.13550.1:0-1967|+     -            656 48053at50557         -            417     2e-05   22.3   0.0   1   1     4e-06    0.0002   19.0   0.0   200   348   265   418   220   445 0.77 -
71739at50557_103372_0:00145d|STRG.7372.2:110-1042|+    -            311 48053at50557         -            417   2.7e-05   21.8   0.3   1   3       1.3        67    0.8   0.0   218   251     5    42     4    61 0.83 -
71739at50557_103372_0:00145d|STRG.7372.2:110-1042|+    -            311 48053at50557         -            417   2.7e-05   21.8   0.3   2   3   2.7e-05    0.0014   16.2   0.1   289   377   120   212    48   220 0.65 -
71739at50557_103372_0:00145d|STRG.7372.2:110-1042|+    -            311 48053at50557         -            417   2.7e-05   21.8   0.3   3   3       8.5   4.3e+02   -1.9   0.0   226   297   289   304   250   310 0.65 -
76755at50557_7224_0:001e1c|STRG.18933.1:14-712|+       -            233 48053at50557         -            417   2.8e-05   21.8   0.1   1   1   8.1e-07   4.1e-05   21.2   0.1   279   375    17   128     8   145 0.71 -
76755at50557_7224_0:001e1c|STRG.18933.4:14-712|+       -            233 48053at50557         -            417   2.8e-05   21.8   0.1   1   1   8.1e-07   4.1e-05   21.2   0.1   279   375    17   128     8   145 0.71 -
78072at50557_66420_0:0007fa|STRG.12625.1:111-863|+     -            251 48053at50557         -            417   3.1e-05   21.6   0.2   1   3     1e-05   0.00052   17.6   0.0   312   385     7    82     2    97 0.79 -
78072at50557_66420_0:0007fa|STRG.12625.1:111-863|+     -            251 48053at50557         -            417   3.1e-05   21.6   0.2   2   3       1.3        68    0.8   0.0   249   265    96   112    85   124 0.86 -
78072at50557_66420_0:0007fa|STRG.12625.1:111-863|+     -            251 48053at50557         -            417   3.1e-05   21.6   0.2   3   3       4.5   2.3e+02   -1.0   0.0   286   341   188   247   172   251 0.61 -
80377at50557_116153_0:0002e6|STRG.6991.2:180-1013|+    -            278 48053at50557         -            417   3.7e-05   21.4   0.4   1   3      0.16       7.9    3.8   0.0   318   351     5    38     2    51 0.84 -
80377at50557_116153_0:0002e6|STRG.6991.2:180-1013|+    -            278 48053at50557         -            417   3.7e-05   21.4   0.4   2   3    0.0041       0.2    9.1   0.0   191   247    53   113    40   209 0.78 -
80377at50557_116153_0:0002e6|STRG.6991.2:180-1013|+    -            278 48053at50557         -            417   3.7e-05   21.4   0.4   3   3     0.088       4.5    4.7   0.1   190   221   220   251   200   270 0.68 -
80377at50557_77166_0:002f29|STRG.14567.1:682-1524|+    -            281 48053at50557         -            417   3.8e-05   21.4   0.8   1   3      0.22        11    3.4   0.0   319   352    48    81    41   121 0.67 -
80377at50557_77166_0:002f29|STRG.14567.1:682-1524|+    -            281 48053at50557         -            417   3.8e-05   21.4   0.8   2   3   9.5e-05    0.0048   14.4   0.1   325   359   144   178    99   183 0.82 -
80377at50557_77166_0:002f29|STRG.14567.1:682-1524|+    -            281 48053at50557         -            417   3.8e-05   21.4   0.8   3   3         3   1.5e+02   -0.4   0.0   196   234   230   268   224   278 0.84 -
40115at50557_103372_0:0021d6|STRG.15605.2:3992-4969|+  -            326 48053at50557         -            417   4.1e-05   21.3   0.8   1   3      0.01      0.51    7.8   0.1   294   349    39    99    26   108 0.70 -
40115at50557_103372_0:0021d6|STRG.15605.2:3992-4969|+  -            326 48053at50557         -            417   4.1e-05   21.3   0.8   2   3     0.047       2.4    5.6   0.0   319   349   134   163   121   191 0.80 -
40115at50557_103372_0:0021d6|STRG.15605.2:3992-4969|+  -            326 48053at50557         -            417   4.1e-05   21.3   0.8   3   3      0.21        11    3.4   0.0   329   354   226   251   218   326 0.62 -
69548at50557_116153_0:002191|STRG.4684.1:472-1170|+    -            233 48053at50557         -            417   4.4e-05   21.2   0.1   1   2       1.1        55    1.1   0.0   325   344    78    96    70   110 0.78 -
69548at50557_116153_0:002191|STRG.4684.1:472-1170|+    -            233 48053at50557         -            417   4.4e-05   21.2   0.1   2   2   8.9e-06   0.00045   17.8   0.0   293   379   130   231   114   233 0.66 -
69548at50557_116153_0:002191|STRG.4684.2:619-1317|+    -            233 48053at50557         -            417   4.4e-05   21.2   0.1   1   2       1.1        55    1.1   0.0   325   344    78    96    70   110 0.78 -
69548at50557_116153_0:002191|STRG.4684.2:619-1317|+    -            233 48053at50557         -            417   4.4e-05   21.2   0.1   2   2   8.9e-06   0.00045   17.8   0.0   293   379   130   231   114   233 0.66 -
69548at50557_116153_0:002191|STRG.4684.3:499-1197|+    -            233 48053at50557         -            417   4.4e-05   21.2   0.1   1   2       1.1        55    1.1   0.0   325   344    78    96    70   110 0.78 -
69548at50557_116153_0:002191|STRG.4684.3:499-1197|+    -            233 48053at50557         -            417   4.4e-05   21.2   0.1   2   2   8.9e-06   0.00045   17.8   0.0   293   379   130   231   114   233 0.66 -
69548at50557_116153_0:002191|STRG.4684.4:488-1186|+    -            233 48053at50557         -            417   4.4e-05   21.2   0.1   1   2       1.1        55    1.1   0.0   325   344    78    96    70   110 0.78 -
69548at50557_116153_0:002191|STRG.4684.4:488-1186|+    -            233 48053at50557         -            417   4.4e-05   21.2   0.1   2   2   8.9e-06   0.00045   17.8   0.0   293   379   130   231   114   233 0.66 -
69548at50557_116153_0:002191|STRG.4684.5:854-1552|+    -            233 48053at50557         -            417   4.4e-05   21.2   0.1   1   2       1.1        55    1.1   0.0   325   344    78    96    70   110 0.78 -
69548at50557_116153_0:002191|STRG.4684.5:854-1552|+    -            233 48053at50557         -            417   4.4e-05   21.2   0.1   2   2   8.9e-06   0.00045   17.8   0.0   293   379   130   231   114   233 0.66 -
