#                                                                                                               --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                           accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                   ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
76755at50557_64793_0:0021c2|STRG.1353.1:0-959|+         -            320 76755at50557         -            264  2.8e-137  455.2   2.4   1   1  1.3e-138  4.1e-137  454.7   2.4     1   264    13   314    13   314 0.93 -
80377at50557_39758_0:001a6c|STRG.989.2:1048-1809|+      -            254 76755at50557         -            264   5.3e-16   57.6   0.2   2   2   3.8e-13   1.2e-11   43.3   0.3    28   206    63   253    51   254 0.76 -
80377at50557_39758_0:001a6c|STRG.989.3:931-1692|+       -            254 76755at50557         -            264   5.3e-16   57.6   0.2   1   2      0.05       1.6    6.9   0.0   103   132    18    47     9    59 0.81 -
80377at50557_39758_0:001a6c|STRG.989.3:931-1692|+       -            254 76755at50557         -            264   5.3e-16   57.6   0.2   2   2   3.8e-13   1.2e-11   43.3   0.3    28   206    63   253    51   254 0.76 -
80377at50557_39758_0:001a6c|STRG.989.4:856-1617|+       -            254 76755at50557         -            264   5.3e-16   57.6   0.2   1   2      0.05       1.6    6.9   0.0   103   132    18    47     9    59 0.81 -
80377at50557_39758_0:001a6c|STRG.989.4:856-1617|+       -            254 76755at50557         -            264   5.3e-16   57.6   0.2   2   2   3.8e-13   1.2e-11   43.3   0.3    28   206    63   253    51   254 0.76 -
80377at50557_39758_0:001a6c|STRG.989.5:823-1584|+       -            254 76755at50557         -            264   5.3e-16   57.6   0.2   1   2      0.05       1.6    6.9   0.0   103   132    18    47     9    59 0.81 -
80377at50557_39758_0:001a6c|STRG.989.5:823-1584|+       -            254 76755at50557         -            264   5.3e-16   57.6   0.2   2   2   3.8e-13   1.2e-11   43.3   0.3    28   206    63   253    51   254 0.76 -
13625at50557_103372_0:00203b|STRG.1917.1:2-2560|+       -            853 76755at50557         -            264   5.5e-16   57.6   0.1   1   4      0.14       4.6    5.4   1.1   182   213    73   104    59   150 0.64 -
13625at50557_103372_0:00203b|STRG.1917.1:2-2560|+       -            853 76755at50557         -            264   5.5e-16   57.6   0.1   2   4   1.3e-10   4.1e-09   35.0   0.2    67   251   201   399   188   408 0.78 -
13625at50557_103372_0:00203b|STRG.1917.1:2-2560|+       -            853 76755at50557         -            264   5.5e-16   57.6   0.1   3   4   1.4e-08   4.7e-07   28.3   0.0    60   209   317   482   314   497 0.75 -
13625at50557_103372_0:00203b|STRG.1917.1:2-2560|+       -            853 76755at50557         -            264   5.5e-16   57.6   0.1   4   4     0.024      0.78    7.9   0.0    28   135   409   527   401   535 0.68 -
80377at50557_39758_0:001a6c|STRG.955.1:2786-3556|+      -            257 76755at50557         -            264   1.2e-15   56.5   0.2   1   2     0.049       1.6    6.9   0.0   103   132    21    50    12    63 0.82 -
80377at50557_39758_0:001a6c|STRG.955.1:2786-3556|+      -            257 76755at50557         -            264   1.2e-15   56.5   0.2   2   2   1.1e-12   3.6e-11   41.8   0.3    29   206    67   256    56   257 0.75 -
80377at50557_39758_0:001a6c|STRG.955.3:2891-3661|+      -            257 76755at50557         -            264   1.2e-15   56.5   0.2   1   2     0.049       1.6    6.9   0.0   103   132    21    50    12    63 0.82 -
80377at50557_39758_0:001a6c|STRG.955.3:2891-3661|+      -            257 76755at50557         -            264   1.2e-15   56.5   0.2   2   2   1.1e-12   3.6e-11   41.8   0.3    29   206    67   256    56   257 0.75 -
80377at50557_39758_0:001a6c|STRG.955.5:2756-3526|+      -            257 76755at50557         -            264   1.2e-15   56.5   0.2   1   2     0.049       1.6    6.9   0.0   103   132    21    50    12    63 0.82 -
80377at50557_39758_0:001a6c|STRG.955.5:2756-3526|+      -            257 76755at50557         -            264   1.2e-15   56.5   0.2   2   2   1.1e-12   3.6e-11   41.8   0.3    29   206    67   256    56   257 0.75 -
80377at50557_39758_0:001a6c|STRG.955.6:1581-2351|+      -            257 76755at50557         -            264   1.2e-15   56.5   0.2   1   2     0.049       1.6    6.9   0.0   103   132    21    50    12    63 0.82 -
80377at50557_39758_0:001a6c|STRG.955.6:1581-2351|+      -            257 76755at50557         -            264   1.2e-15   56.5   0.2   2   2   1.1e-12   3.6e-11   41.8   0.3    29   206    67   256    56   257 0.75 -
80377at50557_39758_0:001a6c|STRG.955.7:1666-2436|+      -            257 76755at50557         -            264   1.2e-15   56.5   0.2   1   2     0.049       1.6    6.9   0.0   103   132    21    50    12    63 0.82 -
80377at50557_39758_0:001a6c|STRG.955.7:1666-2436|+      -            257 76755at50557         -            264   1.2e-15   56.5   0.2   2   2   1.1e-12   3.6e-11   41.8   0.3    29   206    67   256    56   257 0.75 -
80377at50557_30019_0:0008bb|STRG.3746.1:1380-2240|+     -            287 76755at50557         -            264   1.7e-15   55.9   4.9   1   4     0.061         2    6.6   0.0     2    25    29    52    28    56 0.91 -
80377at50557_30019_0:0008bb|STRG.3746.1:1380-2240|+     -            287 76755at50557         -            264   1.7e-15   55.9   4.9   2   4     0.015       0.5    8.5   0.1     2    25    69    92    67   110 0.84 -
80377at50557_30019_0:0008bb|STRG.3746.1:1380-2240|+     -            287 76755at50557         -            264   1.7e-15   55.9   4.9   3   4       0.5        16    3.6   0.0     2    24   109   131   108   139 0.86 -
80377at50557_30019_0:0008bb|STRG.3746.1:1380-2240|+     -            287 76755at50557         -            264   1.7e-15   55.9   4.9   4   4   1.6e-10   5.3e-09   34.7   0.5     2   131   149   287   148   287 0.84 -
80377at50557_116153_0:0002e6|STRG.955.2:2834-3547|+     -            238 76755at50557         -            264   2.6e-15   55.4   0.2   1   2     0.075       2.4    6.3   0.0   104   132     4    32     1    37 0.85 -
80377at50557_116153_0:0002e6|STRG.955.2:2834-3547|+     -            238 76755at50557         -            264   2.6e-15   55.4   0.2   2   2   1.3e-12   4.3e-11   41.6   0.3    28   206    48   238    35   238 0.76 -
14512at50557_56086_0:000590|STRG.7692.1:647-1114|+      -            156 76755at50557         -            264   5.6e-15   54.3   0.4   1   3     0.023      0.74    8.0   0.0   220   262     6    51     2    52 0.84 -
14512at50557_56086_0:000590|STRG.7692.1:647-1114|+      -            156 76755at50557         -            264   5.6e-15   54.3   0.4   2   3   7.4e-11   2.4e-09   35.8   0.1   181   259    46   132    37   137 0.78 -
14512at50557_56086_0:000590|STRG.7692.1:647-1114|+      -            156 76755at50557         -            264   5.6e-15   54.3   0.4   3   3   6.7e-06   0.00022   19.6   0.1   174   236    81   148    77   156 0.76 -
80377at50557_123851_0:001311|STRG.4993.1:456-1250|+     -            265 76755at50557         -            264   6.3e-14   50.8   0.0   1   3      0.62        20    3.3   0.0   185   207    12    34     1    42 0.49 -
80377at50557_123851_0:001311|STRG.4993.1:456-1250|+     -            265 76755at50557         -            264   6.3e-14   50.8   0.0   2   3   2.6e-05   0.00085   17.6   0.0    65   133    66   141    56   142 0.84 -
80377at50557_123851_0:001311|STRG.4993.1:456-1250|+     -            265 76755at50557         -            264   6.3e-14   50.8   0.0   3   3   1.4e-08   4.6e-07   28.3   0.0   160   252   139   235   138   242 0.81 -
22030at50557_104452_0:001960|STRG.11310.1:0-965|+       -            242 76755at50557         -            264   1.2e-13   49.9   0.5   1   2     0.068       2.2    6.4   0.0    67   100    17    50     4    70 0.77 -
22030at50557_104452_0:001960|STRG.11310.1:0-965|+       -            242 76755at50557         -            264   1.2e-13   49.9   0.5   2   2   3.6e-12   1.2e-10   40.1   0.2     4   133    75   225    72   235 0.78 -
71739at50557_103372_0:00145d|STRG.7372.1:0-965|+        -            322 76755at50557         -            264   9.4e-13   47.0   0.3   1   4   6.4e-06   0.00021   19.6   0.0   174   250     2    83     1    98 0.83 -
71739at50557_103372_0:00145d|STRG.7372.1:0-965|+        -            322 76755at50557         -            264   9.4e-13   47.0   0.3   2   4     0.018      0.58    8.3   0.0   114   148   156   190   140   192 0.75 -
71739at50557_103372_0:00145d|STRG.7372.1:0-965|+        -            322 76755at50557         -            264   9.4e-13   47.0   0.3   3   4   0.00074     0.024   12.9   0.0    62   118   183   243   176   255 0.59 -
71739at50557_103372_0:00145d|STRG.7372.1:0-965|+        -            322 76755at50557         -            264   9.4e-13   47.0   0.3   4   4      0.66        22    3.2   0.0    67    93   285   311   270   320 0.81 -
48053at50557_13249_0:0016bb|STRG.3888.1:612-1586|+      -            325 76755at50557         -            264   9.8e-13   46.9   1.2   1   2    0.0024     0.077   11.2   0.0   224   263    80   123    60   124 0.79 -
48053at50557_13249_0:0016bb|STRG.3888.1:612-1586|+      -            325 76755at50557         -            264   9.8e-13   46.9   1.2   2   2     5e-09   1.6e-07   29.8   0.2     4   174   131   324   128   325 0.67 -
69548at50557_609295_0:0005e7|STRG.1420.2:222-1079|+     -            286 76755at50557         -            264   1.2e-12   46.6   0.1   1   3   3.5e-06   0.00011   20.5   0.0   170   251     7    94     4   105 0.61 -
69548at50557_609295_0:0005e7|STRG.1420.2:222-1079|+     -            286 76755at50557         -            264   1.2e-12   46.6   0.1   2   3      0.11       3.7    5.7   0.0    66   100   128   162   115   173 0.73 -
69548at50557_609295_0:0005e7|STRG.1420.2:222-1079|+     -            286 76755at50557         -            264   1.2e-12   46.6   0.1   3   3   0.00021    0.0068   14.7   0.0   215   263   226   278   212   279 0.81 -
55830at50557_103372_0:000f54|STRG.13807.2:0-1340|+      -            447 76755at50557         -            264   1.7e-12   46.1   0.0   1   4     0.055       1.8    6.7   0.0   100   135   123   158   108   166 0.74 -
55830at50557_103372_0:000f54|STRG.13807.2:0-1340|+      -            447 76755at50557         -            264   1.7e-12   46.1   0.0   2   4   1.2e-08     4e-07   28.5   0.0    12   141   160   296   155   306 0.82 -
55830at50557_103372_0:000f54|STRG.13807.2:0-1340|+      -            447 76755at50557         -            264   1.7e-12   46.1   0.0   3   4     0.053       1.7    6.8   0.0    35    92   268   328   257   341 0.59 -
55830at50557_103372_0:000f54|STRG.13807.2:0-1340|+      -            447 76755at50557         -            264   1.7e-12   46.1   0.0   4   4      0.25         8    4.6   0.0     2    43   366   414   365   420 0.72 -
55830at50557_103372_0:000f54|STRG.13807.1:284-1669|+    -            462 76755at50557         -            264     2e-12   45.9   0.0   1   3      0.06         2    6.6   0.0   100   135   141   176   130   184 0.73 -
55830at50557_103372_0:000f54|STRG.13807.1:284-1669|+    -            462 76755at50557         -            264     2e-12   45.9   0.0   2   3     7e-09   2.3e-07   29.3   0.0    12   147   178   320   174   351 0.82 -
55830at50557_103372_0:000f54|STRG.13807.1:284-1669|+    -            462 76755at50557         -            264     2e-12   45.9   0.0   3   3      0.26       8.3    4.5   0.0     2    43   384   432   383   438 0.72 -
69548at50557_103372_0:0010c7|STRG.13687.1:0-1328|+      -            443 76755at50557         -            264   3.8e-12   45.0   4.0   1   3   0.00028    0.0092   14.2   1.7    76   171   139   248   132   253 0.75 -
69548at50557_103372_0:0010c7|STRG.13687.1:0-1328|+      -            443 76755at50557         -            264   3.8e-12   45.0   4.0   2   3   9.8e-08   3.2e-06   25.6   0.1     3    96   296   399   294   406 0.73 -
69548at50557_103372_0:0010c7|STRG.13687.1:0-1328|+      -            443 76755at50557         -            264   3.8e-12   45.0   4.0   3   3      0.73        24    3.0   0.0   174   208   406   439   400   443 0.84 -
71739at50557_103372_0:00145d|STRG.7372.2:110-1042|+     -            311 76755at50557         -            264     4e-12   44.9   0.1   1   4   3.5e-06   0.00012   20.5   0.0   173   250     5    87     1   102 0.83 -
71739at50557_103372_0:00145d|STRG.7372.2:110-1042|+     -            311 76755at50557         -            264     4e-12   44.9   0.1   2   4    0.0072      0.24    9.6   0.1   114   151   160   197   146   199 0.79 -
71739at50557_103372_0:00145d|STRG.7372.2:110-1042|+     -            311 76755at50557         -            264     4e-12   44.9   0.1   3   4   0.00081     0.026   12.7   0.0    63   118   188   247   182   259 0.59 -
71739at50557_103372_0:00145d|STRG.7372.2:110-1042|+     -            311 76755at50557         -            264     4e-12   44.9   0.1   4   4       8.8   2.9e+02   -0.5   0.0    67    86   289   308   276   311 0.63 -
43553at50557_103372_0:0013d1|STRG.7364.1:0-1127|+       -            376 76755at50557         -            264   5.4e-12   44.5   1.6   1   3   0.00016    0.0052   15.0   0.0   214   262    42    94     5    95 0.76 -
43553at50557_103372_0:0013d1|STRG.7364.1:0-1127|+       -            376 76755at50557         -            264   5.4e-12   44.5   1.6   2   3   2.7e-10   8.9e-09   33.9   2.5    81   262    61   261    58   264 0.76 -
43553at50557_103372_0:0013d1|STRG.7364.1:0-1127|+       -            376 76755at50557         -            264   5.4e-12   44.5   1.6   3   3      0.73        24    3.0   0.0     3    56   268   325   266   369 0.72 -
14512at50557_29053_0:0002b6|STRG.15815.1:12-722|+       -            237 76755at50557         -            264     6e-12   44.3   5.2   1   4     0.063         2    6.5   0.0    67   100    11    44     3    47 0.81 -
14512at50557_29053_0:0002b6|STRG.15815.1:12-722|+       -            237 76755at50557         -            264     6e-12   44.3   5.2   2   4     0.023      0.75    8.0   0.1    71    95    57    81    48    89 0.64 -
14512at50557_29053_0:0002b6|STRG.15815.1:12-722|+       -            237 76755at50557         -            264     6e-12   44.3   5.2   3   4   0.00026    0.0083   14.4   0.0   174   211    88   125    84   130 0.90 -
14512at50557_29053_0:0002b6|STRG.15815.1:12-722|+       -            237 76755at50557         -            264     6e-12   44.3   5.2   4   4   0.00018    0.0057   14.9   0.1    54   130   194   237   148   237 0.55 -
43553at50557_103372_0:0013d1|STRG.7364.3:48-1112|+      -            355 76755at50557         -            264   8.4e-12   43.9   2.3   1   3   0.00015    0.0047   15.2   0.0   214   262    43    95     6    96 0.76 -
43553at50557_103372_0:0013d1|STRG.7364.3:48-1112|+      -            355 76755at50557         -            264   8.4e-12   43.9   2.3   2   3   3.1e-07     1e-05   23.9   1.6   104   262    90   262    89   265 0.77 -
43553at50557_103372_0:0013d1|STRG.7364.3:48-1112|+      -            355 76755at50557         -            264   8.4e-12   43.9   2.3   3   3       1.1        37    2.4   0.0     3    54   269   324   267   330 0.71 -
40115at50557_116153_0:000cbb|STRG.8802.1:180-1076|+     -            299 76755at50557         -            264   9.8e-12   43.6   0.2   1   1   1.1e-11   3.7e-10   38.5   0.0    28   171     5   165     4   170 0.79 -
43553at50557_103372_0:0013d1|STRG.7364.2:0-1190|+       -            397 76755at50557         -            264   1.2e-11   43.4   3.6   1   3   0.00012    0.0039   15.5   0.0   212   262    83   137    38   138 0.70 -
43553at50557_103372_0:0013d1|STRG.7364.2:0-1190|+       -            397 76755at50557         -            264   1.2e-11   43.4   3.6   2   3   7.5e-11   2.4e-09   35.8   1.5    79   262   102   304    81   308 0.76 -
43553at50557_103372_0:0013d1|STRG.7364.2:0-1190|+       -            397 76755at50557         -            264   1.2e-11   43.4   3.6   3   3       1.3        44    2.2   0.0     3    54   311   366   309   372 0.70 -
80377at50557_568069_0:004eea|STRG.4106.1:60-914|+       -            285 76755at50557         -            264   1.5e-11   43.0   0.1   1   3      0.16       5.1    5.2   0.0    63    93     7    37     2    48 0.86 -
80377at50557_568069_0:004eea|STRG.4106.1:60-914|+       -            285 76755at50557         -            264   1.5e-11   43.0   0.1   2   3   2.9e-09   9.3e-08   30.6   0.0    79   244    68   248    63   250 0.74 -
80377at50557_568069_0:004eea|STRG.4106.1:60-914|+       -            285 76755at50557         -            264   1.5e-11   43.0   0.1   3   3     0.005      0.16   10.1   0.0    66   116   221   275   210   282 0.83 -
25500at50557_121845_0:000041|STRG.14386.1:502-1215|+    -            238 76755at50557         -            264   1.8e-11   42.8   2.8   1   1   3.9e-12   1.3e-10   40.0   2.4   101   245    42   204     8   226 0.79 -
25500at50557_121845_0:000041|STRG.14386.2:189-902|+     -            238 76755at50557         -            264   1.8e-11   42.8   2.8   1   1   3.9e-12   1.3e-10   40.0   2.4   101   245    42   204     8   226 0.79 -
49370at50557_1155016_0:000d9f|STRG.13802.2:14-331|+     -            106 76755at50557         -            264   1.9e-11   42.7   0.0   1   2   1.2e-07     4e-06   25.3   0.0    35   100     5    73     1    76 0.79 -
49370at50557_1155016_0:000d9f|STRG.13802.2:14-331|+     -            106 76755at50557         -            264   1.9e-11   42.7   0.0   2   2   2.5e-05   0.00081   17.7   0.0    56    91    71   106    67   106 0.93 -
80377at50557_30019_0:0008bb|STRG.6991.1:27-794|+        -            256 76755at50557         -            264   3.3e-11   41.9   0.1   1   3    0.0013     0.042   12.1   0.0   216   257     7    51     2    59 0.78 -
80377at50557_30019_0:0008bb|STRG.6991.1:27-794|+        -            256 76755at50557         -            264   3.3e-11   41.9   0.1   2   3   1.2e-05   0.00039   18.7   0.0    36   152    59   143    49   163 0.50 -
80377at50557_30019_0:0008bb|STRG.6991.1:27-794|+        -            256 76755at50557         -            264   3.3e-11   41.9   0.1   3   3    0.0011     0.036   12.3   0.1     3   134   106   249   105   254 0.73 -
68957at50557_103372_0:001943|STRG.1001.1:0-1235|+       -            412 76755at50557         -            264   4.4e-11   41.5   0.2   1   3      0.76        25    3.0   0.0   102   134    89   121    80   134 0.81 -
68957at50557_103372_0:001943|STRG.1001.1:0-1235|+       -            412 76755at50557         -            264   4.4e-11   41.5   0.2   2   3   2.1e-09   6.7e-08   31.1   0.1    49   214   113   295   103   299 0.72 -
68957at50557_103372_0:001943|STRG.1001.1:0-1235|+       -            412 76755at50557         -            264   4.4e-11   41.5   0.2   3   3    0.0043      0.14   10.3   0.0   151   245   270   374   259   386 0.76 -
68957at50557_103372_0:001943|STRG.1001.2:527-1774|+     -            416 76755at50557         -            264   4.6e-11   41.5   0.2   1   3       1.1        37    2.4   0.0   102   133   108   139   102   148 0.84 -
68957at50557_103372_0:001943|STRG.1001.2:527-1774|+     -            416 76755at50557         -            264   4.6e-11   41.5   0.2   2   3   3.6e-09   1.2e-07   30.3   0.1    59   213   146   313   131   317 0.72 -
68957at50557_103372_0:001943|STRG.1001.2:527-1774|+     -            416 76755at50557         -            264   4.6e-11   41.5   0.2   3   3    0.0044      0.14   10.3   0.0   151   245   289   393   277   404 0.76 -
68957at50557_103372_0:001943|STRG.1001.3:527-1872|+     -            416 76755at50557         -            264   4.6e-11   41.5   0.2   1   3       1.1        37    2.4   0.0   102   133   108   139   102   148 0.84 -
68957at50557_103372_0:001943|STRG.1001.3:527-1872|+     -            416 76755at50557         -            264   4.6e-11   41.5   0.2   2   3   3.6e-09   1.2e-07   30.3   0.1    59   213   146   313   131   317 0.72 -
68957at50557_103372_0:001943|STRG.1001.3:527-1872|+     -            416 76755at50557         -            264   4.6e-11   41.5   0.2   3   3    0.0044      0.14   10.3   0.0   151   245   289   393   277   404 0.76 -
80377at50557_116153_0:0002e6|STRG.6991.2:180-1013|+     -            278 76755at50557         -            264   7.5e-11   40.8   0.1   1   3    0.0024     0.076   11.2   0.0   218   257     4    46     1    54 0.78 -
80377at50557_116153_0:0002e6|STRG.6991.2:180-1013|+     -            278 76755at50557         -            264   7.5e-11   40.8   0.1   2   3   1.6e-07   5.1e-06   24.9   0.0     4   131    18   157    18   161 0.76 -
80377at50557_116153_0:0002e6|STRG.6991.2:180-1013|+     -            278 76755at50557         -            264   7.5e-11   40.8   0.1   3   3     0.017      0.55    8.4   0.0    37   134   140   244   133   250 0.73 -
40115at50557_110193_0:00292f|STRG.7497.1:1082-1816|+    -            245 76755at50557         -            264   7.5e-11   40.7   0.4   1   3      0.25         8    4.6   0.1    74   149     8    84     1    86 0.75 -
40115at50557_110193_0:00292f|STRG.7497.1:1082-1816|+    -            245 76755at50557         -            264   7.5e-11   40.7   0.4   2   3    0.0065      0.21    9.8   0.0    61   102    78   119    73   135 0.77 -
40115at50557_110193_0:00292f|STRG.7497.1:1082-1816|+    -            245 76755at50557         -            264   7.5e-11   40.7   0.4   3   3   2.1e-07   6.7e-06   24.5   0.0     5    91   150   244   144   245 0.82 -
77772at50557_121845_0:003bba|STRG.14135.1:2659-3565|-   -            300 76755at50557         -            264     9e-11   40.5   0.0   1   1   5.2e-10   1.7e-08   33.0   0.0     8   248     4   258     2   278 0.72 -
77772at50557_121845_0:003bba|STRG.14137.1:4588-5494|-   -            300 76755at50557         -            264     9e-11   40.5   0.0   1   1   5.2e-10   1.7e-08   33.0   0.0     8   248     4   258     2   278 0.72 -
31374at50557_197043_0:003de5|STRG.13802.1:192-809|+     -            206 76755at50557         -            264   4.2e-10   38.3   0.5   1   3      0.52        17    3.5   0.0    80    98    35    53    17    57 0.60 -
31374at50557_197043_0:003de5|STRG.13802.1:192-809|+     -            206 76755at50557         -            264   4.2e-10   38.3   0.5   2   3   0.00026    0.0083   14.4   0.0   173   243    56   131    53   148 0.78 -
31374at50557_197043_0:003de5|STRG.13802.1:192-809|+     -            206 76755at50557         -            264   4.2e-10   38.3   0.5   3   3   1.9e-05   0.00063   18.0   0.1   175   208   142   175   134   193 0.77 -
74508at50557_7394_0:0023c7|STRG.15109.3:15-890|+        -            292 76755at50557         -            264   6.3e-10   37.7   0.2   1   3       0.2       6.6    4.9   0.0   226   264    21    61    11    61 0.76 -
74508at50557_7394_0:0023c7|STRG.15109.3:15-890|+        -            292 76755at50557         -            264   6.3e-10   37.7   0.2   2   3   2.1e-08   6.8e-07   27.8   0.1     4   132    27   161    24   225 0.82 -
74508at50557_7394_0:0023c7|STRG.15109.3:15-890|+        -            292 76755at50557         -            264   6.3e-10   37.7   0.2   3   3     0.036       1.2    7.3   0.0    66   111   231   281   212   291 0.61 -
40115at50557_103372_0:0021d6|STRG.15605.3:358-1368|+    -            337 76755at50557         -            264   7.4e-10   37.5   0.2   1   3    0.0002    0.0066   14.7   0.0    61   135    22    98    14   118 0.79 -
40115at50557_103372_0:0021d6|STRG.15605.3:358-1368|+    -            337 76755at50557         -            264   7.4e-10   37.5   0.2   2   3      0.11       3.6    5.7   0.0   219   246   133   159   126   182 0.51 -
40115at50557_103372_0:0021d6|STRG.15605.3:358-1368|+    -            337 76755at50557         -            264   7.4e-10   37.5   0.2   3   3   0.00073     0.024   12.9   0.0    76   174   223   333   215   336 0.73 -
80377at50557_7222_0:00003c|STRG.3809.1:5-457|+          -            151 76755at50557         -            264   1.1e-09   36.9   1.9   1   2   2.5e-07     8e-06   24.3   0.2     4    98     1   102     1   107 0.86 -
80377at50557_7222_0:00003c|STRG.3809.1:5-457|+          -            151 76755at50557         -            264   1.1e-09   36.9   1.9   2   2    0.0015     0.048   11.9   0.1   176   208   108   140   102   146 0.86 -
12735at50557_34720_0:000d5c|STRG.14307.3:3-2894|+       -            964 76755at50557         -            264   1.6e-09   36.4   1.0   1   3     0.067       2.2    6.4   0.0   207   250   539   582   531   608 0.78 -
12735at50557_34720_0:000d5c|STRG.14307.3:3-2894|+       -            964 76755at50557         -            264   1.6e-09   36.4   1.0   2   3   0.00021    0.0067   14.7   0.1   177   263   641   736   634   737 0.74 -
12735at50557_34720_0:000d5c|STRG.14307.3:3-2894|+       -            964 76755at50557         -            264   1.6e-09   36.4   1.0   3   3     0.004      0.13   10.4   0.0    38    94   791   851   753   862 0.57 -
40115at50557_103372_0:0021d6|STRG.15605.2:3992-4969|+   -            326 76755at50557         -            264   1.7e-09   36.3   0.6   1   3   0.00019    0.0061   14.8   0.0    61   135    22    98    14   119 0.79 -
40115at50557_103372_0:0021d6|STRG.15605.2:3992-4969|+   -            326 76755at50557         -            264   1.7e-09   36.3   0.6   2   3      0.11       3.5    5.8   0.0   219   246   133   159   126   181 0.51 -
40115at50557_103372_0:0021d6|STRG.15605.2:3992-4969|+   -            326 76755at50557         -            264   1.7e-09   36.3   0.6   3   3     0.018      0.57    8.3   0.1    76   163   223   322   215   326 0.58 -
12735at50557_34720_0:000d5c|STRG.14307.2:281-3169|+     -            963 76755at50557         -            264   1.7e-09   36.3   1.0   1   3     0.067       2.2    6.4   0.0   207   250   538   581   530   607 0.78 -
12735at50557_34720_0:000d5c|STRG.14307.2:281-3169|+     -            963 76755at50557         -            264   1.7e-09   36.3   1.0   2   3   0.00022    0.0071   14.6   0.1   177   263   640   735   635   737 0.74 -
12735at50557_34720_0:000d5c|STRG.14307.2:281-3169|+     -            963 76755at50557         -            264   1.7e-09   36.3   1.0   3   3    0.0042      0.14   10.4   0.0    38    94   790   850   752   859 0.56 -
12735at50557_34720_0:000d5c|STRG.14307.1:281-3292|+     -           1004 76755at50557         -            264   1.9e-09   36.2   1.0   1   3      0.07       2.3    6.4   0.0   207   250   579   622   571   648 0.78 -
12735at50557_34720_0:000d5c|STRG.14307.1:281-3292|+     -           1004 76755at50557         -            264   1.9e-09   36.2   1.0   2   3   0.00023    0.0076   14.5   0.1   177   263   681   776   676   777 0.74 -
12735at50557_34720_0:000d5c|STRG.14307.1:281-3292|+     -           1004 76755at50557         -            264   1.9e-09   36.2   1.0   3   3    0.0045      0.15   10.3   0.0    38    94   831   891   793   900 0.56 -
90358at50557_108931_0:000131|STRG.683.1:297-923|+       -            209 76755at50557         -            264   3.4e-09   35.3   0.0   1   2   3.4e-06   0.00011   20.5   0.0    20   130    22   147     7   152 0.75 -
90358at50557_108931_0:000131|STRG.683.1:297-923|+       -            209 76755at50557         -            264   3.4e-09   35.3   0.0   2   2    0.0024     0.078   11.2   0.0    60    96   169   205   156   208 0.73 -
48053at50557_121845_0:002b56|STRG.4092.1:67-384|+       -            106 76755at50557         -            264   3.6e-09   35.2   0.0   1   3     0.011      0.36    9.0   0.0    70    96     4    30     1    35 0.81 -
48053at50557_121845_0:002b56|STRG.4092.1:67-384|+       -            106 76755at50557         -            264   3.6e-09   35.2   0.0   2   3     3e-07   9.6e-06   24.0   0.0    54    97    30    73    29    81 0.91 -
48053at50557_121845_0:002b56|STRG.4092.1:67-384|+       -            106 76755at50557         -            264   3.6e-09   35.2   0.0   3   3         5   1.6e+02    0.3   0.0   209   236    77   104    73   106 0.74 -
37700at50557_34720_0:0020a5|STRG.9037.1:497-2719|+      -            741 76755at50557         -            264   3.8e-09   35.2   0.2   1   2     0.067       2.2    6.4   0.1   194   246   413   465   400   476 0.66 -
37700at50557_34720_0:0020a5|STRG.9037.1:497-2719|+      -            741 76755at50557         -            264   3.8e-09   35.2   0.2   2   2   1.7e-07   5.6e-06   24.8   0.0    23   113   623   725   598   737 0.74 -
80377at50557_217634_0:002edc|STRG.10431.1:288-881|+     -            198 76755at50557         -            264   3.9e-09   35.1   0.5   1   1   5.8e-10   1.9e-08   32.9   0.5    38   199    20   197     3   198 0.77 -
37700at50557_34720_0:0020a5|STRG.9037.2:497-2716|+      -            740 76755at50557         -            264   4.2e-09   35.0   0.2   1   2     0.076       2.5    6.3   0.1   195   246   413   464   396   476 0.61 -
37700at50557_34720_0:0020a5|STRG.9037.2:497-2716|+      -            740 76755at50557         -            264   4.2e-09   35.0   0.2   2   2   1.7e-07   5.6e-06   24.8   0.0    23   113   622   724   597   736 0.74 -
58729at50557_103372_0:00194e|STRG.1025.1:0-1571|+       -            524 76755at50557         -            264   6.1e-09   34.5   0.0   1   2   0.00027    0.0088   14.3   0.0    22   150    35   171    21   179 0.74 -
58729at50557_103372_0:00194e|STRG.1025.1:0-1571|+       -            524 76755at50557         -            264   6.1e-09   34.5   0.0   2   2   3.3e-05    0.0011   17.3   0.0     2   128   180   316   179   335 0.76 -
43121at50557_7159_0:0008d1|STRG.3686.1:1074-1838|+      -            255 76755at50557         -            264   1.3e-08   33.4   0.8   1   4   5.4e-05    0.0018   16.6   0.6   176   263     3   104     1   105 0.68 -
43121at50557_7159_0:0008d1|STRG.3686.1:1074-1838|+      -            255 76755at50557         -            264   1.3e-08   33.4   0.8   2   4     0.015      0.47    8.6   0.0    79   135    64   128    58   150 0.73 -
