#                                                                                                              --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                          accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                  ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
37475at50557_103372_0:00039a|STRG.14964.1:2-1201|+     -            400 37475at50557         -            589   1.8e-94  315.9   8.0   1   1   1.4e-94   5.7e-93  311.0   8.0   257   566     7   400     4   400 0.86 -
33043at50557_103372_0:000263|STRG.1509.2:423-2690|+    -            756 37475at50557         -            589   8.6e-10   36.3  19.6   6   7    0.0002     0.008   13.3   0.0    52   109   508   566   502   573 0.88 -
33043at50557_103372_0:000263|STRG.1509.2:423-2690|+    -            756 37475at50557         -            589   8.6e-10   36.3  19.6   7   7     0.051       2.1    5.4   0.4   148   182   576   610   567   620 0.86 -
80377at50557_30019_0:0008bb|STRG.6991.1:27-794|+       -            256 37475at50557         -            589     1e-09   36.1   5.1   1   2   1.9e-10   7.9e-09   33.2   0.3    77   190     2   130     1   149 0.82 -
80377at50557_30019_0:0008bb|STRG.6991.1:27-794|+       -            256 37475at50557         -            589     1e-09   36.1   5.1   2   2       0.1       4.1    4.4   0.5   153   187   217   251   175   255 0.78 -
33043at50557_103372_0:000263|STRG.1509.3:118-2418|+    -            767 37475at50557         -            589   1.7e-09   35.3  21.1   1   8       3.8   1.5e+02   -0.8   0.1   120   183    26    96    24   101 0.69 -
33043at50557_103372_0:000263|STRG.1509.3:118-2418|+    -            767 37475at50557         -            589   1.7e-09   35.3  21.1   2   8    0.0032      0.13    9.3   0.3   145   183   100   139    71   151 0.82 -
33043at50557_103372_0:000263|STRG.1509.3:118-2418|+    -            767 37475at50557         -            589   1.7e-09   35.3  21.1   3   8      0.27        11    3.0   0.0   149   190   191   232   148   247 0.77 -
33043at50557_103372_0:000263|STRG.1509.3:118-2418|+    -            767 37475at50557         -            589   1.7e-09   35.3  21.1   4   8      0.28        11    2.9   0.1    91   109   258   276   243   281 0.83 -
33043at50557_103372_0:000263|STRG.1509.3:118-2418|+    -            767 37475at50557         -            589   1.7e-09   35.3  21.1   5   8     0.067       2.7    5.0   0.1   124   186   354   418   346   443 0.75 -
33043at50557_103372_0:000263|STRG.1509.3:118-2418|+    -            767 37475at50557         -            589   1.7e-09   35.3  21.1   6   8     0.097       3.9    4.4   0.0    76   181   478   512   468   521 0.62 -
33043at50557_103372_0:000263|STRG.1509.3:118-2418|+    -            767 37475at50557         -            589   1.7e-09   35.3  21.1   7   8    0.0002    0.0081   13.3   0.0    52   109   537   595   531   602 0.88 -
33043at50557_103372_0:000263|STRG.1509.3:118-2418|+    -            767 37475at50557         -            589   1.7e-09   35.3  21.1   8   8     0.052       2.1    5.3   0.4   148   182   605   639   596   649 0.86 -
33043at50557_103372_0:000263|STRG.1509.1:147-2474|+    -            776 37475at50557         -            589     2e-09   35.1  21.1   1   8       3.8   1.6e+02   -0.8   0.1   120   183    17    87    15    92 0.69 -
33043at50557_103372_0:000263|STRG.1509.1:147-2474|+    -            776 37475at50557         -            589     2e-09   35.1  21.1   2   8    0.0033      0.13    9.3   0.3   145   183    91   130    62   142 0.82 -
33043at50557_103372_0:000263|STRG.1509.1:147-2474|+    -            776 37475at50557         -            589     2e-09   35.1  21.1   3   8      0.27        11    2.9   0.0   149   190   182   223   139   238 0.77 -
33043at50557_103372_0:000263|STRG.1509.1:147-2474|+    -            776 37475at50557         -            589     2e-09   35.1  21.1   4   8      0.29        12    2.9   0.1    91   109   249   267   234   272 0.83 -
33043at50557_103372_0:000263|STRG.1509.1:147-2474|+    -            776 37475at50557         -            589     2e-09   35.1  21.1   5   8     0.068       2.7    4.9   0.1   124   186   345   409   337   434 0.75 -
33043at50557_103372_0:000263|STRG.1509.1:147-2474|+    -            776 37475at50557         -            589     2e-09   35.1  21.1   6   8     0.098         4    4.4   0.0    76   181   469   503   459   512 0.62 -
33043at50557_103372_0:000263|STRG.1509.1:147-2474|+    -            776 37475at50557         -            589     2e-09   35.1  21.1   7   8    0.0002    0.0083   13.3   0.0    52   109   528   586   522   593 0.88 -
33043at50557_103372_0:000263|STRG.1509.1:147-2474|+    -            776 37475at50557         -            589     2e-09   35.1  21.1   8   8     0.052       2.1    5.3   0.4   148   182   596   630   587   640 0.86 -
80377at50557_30019_0:0008bb|STRG.3746.1:1380-2240|+    -            287 37475at50557         -            589   2.8e-09   34.7  11.9   1   7   0.00074      0.03   11.4   0.0   146   182     9    44     3    53 0.83 -
80377at50557_30019_0:0008bb|STRG.3746.1:1380-2240|+    -            287 37475at50557         -            589   2.8e-09   34.7  11.9   2   7     0.037       1.5    5.8   0.1   163   189    65    91    52    98 0.81 -
80377at50557_30019_0:0008bb|STRG.3746.1:1380-2240|+    -            287 37475at50557         -            589   2.8e-09   34.7  11.9   3   7      0.53        21    2.0   0.0   163   183   105   125    92   133 0.81 -
80377at50557_30019_0:0008bb|STRG.3746.1:1380-2240|+    -            287 37475at50557         -            589   2.8e-09   34.7  11.9   4   7     0.037       1.5    5.8   0.0   163   188   145   170   132   179 0.80 -
80377at50557_30019_0:0008bb|STRG.3746.1:1380-2240|+    -            287 37475at50557         -            589   2.8e-09   34.7  11.9   5   7       2.1        85    0.0   0.0   166   182   188   204   169   208 0.75 -
80377at50557_30019_0:0008bb|STRG.3746.1:1380-2240|+    -            287 37475at50557         -            589   2.8e-09   34.7  11.9   6   7    0.0045      0.18    8.9   0.1   161   189   223   251   210   260 0.83 -
80377at50557_30019_0:0008bb|STRG.3746.1:1380-2240|+    -            287 37475at50557         -            589   2.8e-09   34.7  11.9   7   7      0.29        12    2.9   0.0    80   180   258   285   248   287 0.57 -
43553at50557_79782_0:002ee3|STRG.2473.1:132-992|+      -            287 37475at50557         -            589   3.5e-09   34.3   4.6   1   4    0.0022     0.091    9.8   0.3   143   205     6    78     2    94 0.80 -
43553at50557_79782_0:002ee3|STRG.2473.1:132-992|+      -            287 37475at50557         -            589   3.5e-09   34.3   4.6   2   4   3.8e-05    0.0015   15.7   0.1   125   185   117   179   107   184 0.83 -
43553at50557_79782_0:002ee3|STRG.2473.1:132-992|+      -            287 37475at50557         -            589   3.5e-09   34.3   4.6   3   4      0.02       0.8    6.7   0.0   147   188   183   224   177   232 0.87 -
43553at50557_79782_0:002ee3|STRG.2473.1:132-992|+      -            287 37475at50557         -            589   3.5e-09   34.3   4.6   4   4       1.1        43    1.0   0.0   165   186   245   266   238   276 0.85 -
80377at50557_454923_0:001015|STRG.15839.1:158-937|+    -            260 37475at50557         -            589   4.4e-09   34.0   8.7   1   5       1.5        60    0.5   0.0   149   185     2    39     1    45 0.81 -
80377at50557_454923_0:001015|STRG.15839.1:158-937|+    -            260 37475at50557         -            589   4.4e-09   34.0   8.7   2   5       0.1         4    4.4   0.1   145   182    46    83    25    88 0.91 -
80377at50557_454923_0:001015|STRG.15839.1:158-937|+    -            260 37475at50557         -            589   4.4e-09   34.0   8.7   3   5   1.5e-05   0.00059   17.1   0.0   144   185    87   128    82   133 0.90 -
80377at50557_454923_0:001015|STRG.15839.1:158-937|+    -            260 37475at50557         -            589   4.4e-09   34.0   8.7   4   5     0.044       1.8    5.6   0.2   151   181   137   169   131   174 0.78 -
80377at50557_454923_0:001015|STRG.15839.1:158-937|+    -            260 37475at50557         -            589   4.4e-09   34.0   8.7   5   5    0.0052      0.21    8.6   0.1   150   192   180   222   172   250 0.80 -
57752at50557_69319_0:000ee5|STRG.16929.1:169-972|+     -            268 37475at50557         -            589     1e-08   32.8   2.2   1   5       3.5   1.4e+02   -0.7   0.0   158   185    36    63    13    68 0.76 -
57752at50557_69319_0:000ee5|STRG.16929.1:169-972|+     -            268 37475at50557         -            589     1e-08   32.8   2.2   2   5    0.0043      0.17    8.9   0.3   146   183    66   103    31   111 0.81 -
57752at50557_69319_0:000ee5|STRG.16929.1:169-972|+     -            268 37475at50557         -            589     1e-08   32.8   2.2   3   5       0.4        16    2.4   0.0   148   181   111   145   106   154 0.83 -
57752at50557_69319_0:000ee5|STRG.16929.1:169-972|+     -            268 37475at50557         -            589     1e-08   32.8   2.2   4   5    0.0013     0.052   10.6   0.0   149   189   155   197   147   203 0.82 -
57752at50557_69319_0:000ee5|STRG.16929.1:169-972|+     -            268 37475at50557         -            589     1e-08   32.8   2.2   5   5     0.012       0.5    7.4   0.0    80   115   201   235   196   240 0.80 -
80377at50557_116153_0:0002e6|STRG.6991.2:180-1013|+    -            278 37475at50557         -            589   1.1e-08   32.7   5.1   1   2   2.7e-09   1.1e-07   29.4   0.3    81   189     1   124     1   143 0.82 -
80377at50557_116153_0:0002e6|STRG.6991.2:180-1013|+    -            278 37475at50557         -            589   1.1e-08   32.7   5.1   2   2     0.079       3.2    4.7   0.4   153   189   212   248   170   259 0.80 -
71739at50557_7375_0:001d21|STRG.15382.1:21-878|+       -            286 37475at50557         -            589   1.2e-08   32.5   0.1   1   3   0.00053     0.021   11.9   0.1   148   204    49   114    46   124 0.73 -
71739at50557_7375_0:001d21|STRG.15382.1:21-878|+       -            286 37475at50557         -            589   1.2e-08   32.5   0.1   2   3   0.00091     0.037   11.1   0.0   120   192   101   177    97   187 0.78 -
71739at50557_7375_0:001d21|STRG.15382.1:21-878|+       -            286 37475at50557         -            589   1.2e-08   32.5   0.1   3   3     0.013      0.52    7.3   0.0    17   106   191   285   182   286 0.71 -
40115at50557_144034_0:000898|STRG.1723.1:967-1836|+    -            290 37475at50557         -            589   1.4e-08   32.4   3.2   1   4   0.00058     0.024   11.8   0.3   150   191     4    45     1    71 0.80 -
40115at50557_144034_0:000898|STRG.1723.1:967-1836|+    -            290 37475at50557         -            589   1.4e-08   32.4   3.2   2   4      0.59        24    1.8   0.0   148   189    90   130    83   132 0.74 -
40115at50557_144034_0:000898|STRG.1723.1:967-1836|+    -            290 37475at50557         -            589   1.4e-08   32.4   3.2   3   4    0.0044      0.18    8.9   0.0   150   203   133   196   129   211 0.78 -
40115at50557_144034_0:000898|STRG.1723.1:967-1836|+    -            290 37475at50557         -            589   1.4e-08   32.4   3.2   4   4     0.013      0.51    7.4   0.0   149   183   215   252   206   260 0.83 -
80377at50557_77166_0:002f29|STRG.10610.1:593-1507|+    -            305 37475at50557         -            589   1.7e-08   32.0   5.1   1   3   2.2e-06   8.8e-05   19.8   0.6    77   111    18    52    11   154 0.63 -
80377at50557_77166_0:002f29|STRG.10610.1:593-1507|+    -            305 37475at50557         -            589   1.7e-08   32.0   5.1   2   3    0.0043      0.17    8.9   0.2   165   257   163   272   155   286 0.70 -
80377at50557_77166_0:002f29|STRG.10610.1:593-1507|+    -            305 37475at50557         -            589   1.7e-08   32.0   5.1   3   3       8.4   3.4e+02   -2.0   0.0   185   200   280   295   276   298 0.81 -
40115at50557_110193_0:00292f|STRG.7497.1:1082-1816|+   -            245 37475at50557         -            589   1.8e-08   32.0   8.3   1   3       2.6     1e+02   -0.3   0.1   187   251     1    67     1    74 0.54 -
40115at50557_110193_0:00292f|STRG.7497.1:1082-1816|+   -            245 37475at50557         -            589   1.8e-08   32.0   8.3   2   3   6.9e-07   2.8e-05   21.4   0.1    73   110    73   110    51   120 0.85 -
40115at50557_110193_0:00292f|STRG.7497.1:1082-1816|+   -            245 37475at50557         -            589   1.8e-08   32.0   8.3   3   3   0.00022     0.009   13.1   1.8    76   179   124   244   117   245 0.81 -
31374at50557_197043_0:003de5|STRG.13802.1:192-809|+    -            206 37475at50557         -            589   1.9e-08   31.9   0.2   1   3    0.0052      0.21    8.6   0.0   175   248     8    87     2   100 0.65 -
31374at50557_197043_0:003de5|STRG.13802.1:192-809|+    -            206 37475at50557         -            589   1.9e-08   31.9   0.2   2   3     0.044       1.8    5.6   0.0    78   108   100   130    97   133 0.73 -
31374at50557_197043_0:003de5|STRG.13802.1:192-809|+    -            206 37475at50557         -            589   1.9e-08   31.9   0.2   3   3   8.4e-05    0.0034   14.5   0.0   146   194   139   187   131   194 0.85 -
78072at50557_34720_0:000cf9|STRG.15555.3:18-1028|+     -            337 37475at50557         -            589   3.7e-08   30.9  24.7   1   7    0.0016     0.066   10.3   0.4    74   112    10    48     5    50 0.87 -
78072at50557_34720_0:000cf9|STRG.15555.3:18-1028|+     -            337 37475at50557         -            589   3.7e-08   30.9  24.7   2   7   0.00021    0.0085   13.2   0.2   150   201    60   123    53   125 0.78 -
78072at50557_34720_0:000cf9|STRG.15555.3:18-1028|+     -            337 37475at50557         -            589   3.7e-08   30.9  24.7   3   7     0.028       1.1    6.2   0.9   148   185   102   139    95   146 0.86 -
78072at50557_34720_0:000cf9|STRG.15555.3:18-1028|+     -            337 37475at50557         -            589   3.7e-08   30.9  24.7   4   7     0.061       2.5    5.1   0.0    77   179   146   177   141   190 0.59 -
78072at50557_34720_0:000cf9|STRG.15555.3:18-1028|+     -            337 37475at50557         -            589   3.7e-08   30.9  24.7   5   7     0.015       0.6    7.1   1.0   148   182   192   226   186   236 0.85 -
78072at50557_34720_0:000cf9|STRG.15555.3:18-1028|+     -            337 37475at50557         -            589   3.7e-08   30.9  24.7   6   7       2.6     1e+02   -0.3   0.0   151   180   253   282   246   289 0.63 -
78072at50557_34720_0:000cf9|STRG.15555.3:18-1028|+     -            337 37475at50557         -            589   3.7e-08   30.9  24.7   7   7     0.053       2.1    5.3   0.0    78   108   302   333   295   336 0.66 -
78072at50557_34720_0:000cf9|STRG.15555.1:334-1350|+    -            339 37475at50557         -            589   3.8e-08   30.9  24.7   1   7    0.0016     0.065   10.3   0.6    74   112    12    50     6    55 0.84 -
78072at50557_34720_0:000cf9|STRG.15555.1:334-1350|+    -            339 37475at50557         -            589   3.8e-08   30.9  24.7   2   7   0.00022    0.0088   13.2   0.3   150   201    62   125    53   127 0.79 -
78072at50557_34720_0:000cf9|STRG.15555.1:334-1350|+    -            339 37475at50557         -            589   3.8e-08   30.9  24.7   3   7     0.017       0.7    6.9   1.2   148   190   104   147    96   155 0.81 -
78072at50557_34720_0:000cf9|STRG.15555.1:334-1350|+    -            339 37475at50557         -            589   3.8e-08   30.9  24.7   4   7     0.056       2.3    5.2   0.0    77   180   148   180   142   196 0.62 -
78072at50557_34720_0:000cf9|STRG.15555.1:334-1350|+    -            339 37475at50557         -            589   3.8e-08   30.9  24.7   5   7     0.015      0.62    7.1   1.0   148   182   194   228   188   237 0.85 -
78072at50557_34720_0:000cf9|STRG.15555.1:334-1350|+    -            339 37475at50557         -            589   3.8e-08   30.9  24.7   6   7       2.6   1.1e+02   -0.3   0.0   151   180   255   284   248   291 0.63 -
78072at50557_34720_0:000cf9|STRG.15555.1:334-1350|+    -            339 37475at50557         -            589   3.8e-08   30.9  24.7   7   7     0.053       2.2    5.3   0.0    78   108   304   335   297   338 0.66 -
14512at50557_103372_0:0005b9|STRG.17919.1:396-2972|+   -            859 37475at50557         -            589   4.9e-08   30.5   0.8   1   4      0.14       5.7    3.9   0.0   147   191    13    58     5    62 0.86 -
14512at50557_103372_0:0005b9|STRG.17919.1:396-2972|+   -            859 37475at50557         -            589   4.9e-08   30.5   0.8   2   4     0.058       2.4    5.2   0.0   146   187    97   138    81   142 0.85 -
14512at50557_103372_0:0005b9|STRG.17919.1:396-2972|+   -            859 37475at50557         -            589   4.9e-08   30.5   0.8   3   4    0.0012     0.046   10.8   0.1    79   109   143   173   140   179 0.89 -
14512at50557_103372_0:0005b9|STRG.17919.1:396-2972|+   -            859 37475at50557         -            589   4.9e-08   30.5   0.8   4   4      0.36        15    2.6   0.0   149   209   184   255   175   261 0.70 -
14512at50557_103372_0:0005b9|STRG.17919.2:396-3029|+   -            878 37475at50557         -            589   5.4e-08   30.4   0.8   1   5      0.14       5.6    3.9   0.0   147   191    13    58     5    63 0.86 -
14512at50557_103372_0:0005b9|STRG.17919.2:396-3029|+   -            878 37475at50557         -            589   5.4e-08   30.4   0.8   2   5      0.41        16    2.4   0.0   151   182    60    91    57    99 0.88 -
14512at50557_103372_0:0005b9|STRG.17919.2:396-3029|+   -            878 37475at50557         -            589   5.4e-08   30.4   0.8   3   5      0.05         2    5.4   0.0   145   187    96   138    80   142 0.82 -
14512at50557_103372_0:0005b9|STRG.17919.2:396-3029|+   -            878 37475at50557         -            589   5.4e-08   30.4   0.8   4   5    0.0011     0.044   10.9   0.1    79   109   143   173   139   181 0.89 -
14512at50557_103372_0:0005b9|STRG.17919.2:396-3029|+   -            878 37475at50557         -            589   5.4e-08   30.4   0.8   5   5      0.36        15    2.6   0.0   149   209   184   255   174   261 0.70 -
80377at50557_37344_0:0017d3|STRG.16297.1:1013-1972|+   -            320 37475at50557         -            589     8e-08   29.8   5.6   1   4    0.0053      0.21    8.6   0.3   148   185   110   147   105   155 0.80 -
80377at50557_37344_0:0017d3|STRG.16297.1:1013-1972|+   -            320 37475at50557         -            589     8e-08   29.8   5.6   2   4     0.011      0.44    7.6   0.3   155   184   175   204   168   223 0.77 -
80377at50557_37344_0:0017d3|STRG.16297.1:1013-1972|+   -            320 37475at50557         -            589     8e-08   29.8   5.6   3   4      0.11       4.4    4.3   0.0   151   192   213   255   206   265 0.70 -
80377at50557_37344_0:0017d3|STRG.16297.1:1013-1972|+   -            320 37475at50557         -            589     8e-08   29.8   5.6   4   4    0.0034      0.14    9.2   0.0   225   249   265   289   257   297 0.89 -
80377at50557_37344_0:0017d3|STRG.16297.2:1013-1972|+   -            320 37475at50557         -            589     8e-08   29.8   5.6   1   4    0.0053      0.21    8.6   0.3   148   185   110   147   105   155 0.80 -
80377at50557_37344_0:0017d3|STRG.16297.2:1013-1972|+   -            320 37475at50557         -            589     8e-08   29.8   5.6   2   4     0.011      0.44    7.6   0.3   155   184   175   204   168   223 0.77 -
80377at50557_37344_0:0017d3|STRG.16297.2:1013-1972|+   -            320 37475at50557         -            589     8e-08   29.8   5.6   3   4      0.11       4.4    4.3   0.0   151   192   213   255   206   265 0.70 -
80377at50557_37344_0:0017d3|STRG.16297.2:1013-1972|+   -            320 37475at50557         -            589     8e-08   29.8   5.6   4   4    0.0034      0.14    9.2   0.0   225   249   265   289   257   297 0.89 -
80377at50557_37344_0:0017d3|STRG.16297.3:1013-1972|+   -            320 37475at50557         -            589     8e-08   29.8   5.6   1   4    0.0053      0.21    8.6   0.3   148   185   110   147   105   155 0.80 -
80377at50557_37344_0:0017d3|STRG.16297.3:1013-1972|+   -            320 37475at50557         -            589     8e-08   29.8   5.6   2   4     0.011      0.44    7.6   0.3   155   184   175   204   168   223 0.77 -
80377at50557_37344_0:0017d3|STRG.16297.3:1013-1972|+   -            320 37475at50557         -            589     8e-08   29.8   5.6   3   4      0.11       4.4    4.3   0.0   151   192   213   255   206   265 0.70 -
80377at50557_37344_0:0017d3|STRG.16297.3:1013-1972|+   -            320 37475at50557         -            589     8e-08   29.8   5.6   4   4    0.0034      0.14    9.2   0.0   225   249   265   289   257   297 0.89 -
80377at50557_37344_0:0017d3|STRG.16297.4:1013-1972|+   -            320 37475at50557         -            589     8e-08   29.8   5.6   1   4    0.0053      0.21    8.6   0.3   148   185   110   147   105   155 0.80 -
80377at50557_37344_0:0017d3|STRG.16297.4:1013-1972|+   -            320 37475at50557         -            589     8e-08   29.8   5.6   2   4     0.011      0.44    7.6   0.3   155   184   175   204   168   223 0.77 -
80377at50557_37344_0:0017d3|STRG.16297.4:1013-1972|+   -            320 37475at50557         -            589     8e-08   29.8   5.6   3   4      0.11       4.4    4.3   0.0   151   192   213   255   206   265 0.70 -
80377at50557_37344_0:0017d3|STRG.16297.4:1013-1972|+   -            320 37475at50557         -            589     8e-08   29.8   5.6   4   4    0.0034      0.14    9.2   0.0   225   249   265   289   257   297 0.89 -
80377at50557_37344_0:0017d3|STRG.16297.5:1013-1972|+   -            320 37475at50557         -            589     8e-08   29.8   5.6   1   4    0.0053      0.21    8.6   0.3   148   185   110   147   105   155 0.80 -
80377at50557_37344_0:0017d3|STRG.16297.5:1013-1972|+   -            320 37475at50557         -            589     8e-08   29.8   5.6   2   4     0.011      0.44    7.6   0.3   155   184   175   204   168   223 0.77 -
80377at50557_37344_0:0017d3|STRG.16297.5:1013-1972|+   -            320 37475at50557         -            589     8e-08   29.8   5.6   3   4      0.11       4.4    4.3   0.0   151   192   213   255   206   265 0.70 -
80377at50557_37344_0:0017d3|STRG.16297.5:1013-1972|+   -            320 37475at50557         -            589     8e-08   29.8   5.6   4   4    0.0034      0.14    9.2   0.0   225   249   265   289   257   297 0.89 -
49370at50557_79782_0:001886|STRG.5325.1:1802-2788|+    -            329 37475at50557         -            589   1.1e-07   29.4   2.4   1   3       1.7        69    0.3   0.0   141   185    32    77    17    89 0.77 -
49370at50557_79782_0:001886|STRG.5325.1:1802-2788|+    -            329 37475at50557         -            589   1.1e-07   29.4   2.4   2   3   1.5e-05   0.00062   17.0   0.2    83   139    88   145    56   158 0.74 -
49370at50557_79782_0:001886|STRG.5325.1:1802-2788|+    -            329 37475at50557         -            589   1.1e-07   29.4   2.4   3   3    0.0021     0.084    9.9   0.2    97   205   208   317   199   325 0.68 -
80377at50557_568069_0:004eea|STRG.4106.1:60-914|+      -            285 37475at50557         -            589   1.1e-07   29.4   1.2   1   3      0.23       9.1    3.2   0.1   184   206     8    30     4    41 0.72 -
80377at50557_568069_0:004eea|STRG.4106.1:60-914|+      -            285 37475at50557         -            589   1.1e-07   29.4   1.2   2   3   8.2e-05    0.0033   14.6   0.5   147   237    47   150    30   161 0.68 -
80377at50557_568069_0:004eea|STRG.4106.1:60-914|+      -            285 37475at50557         -            589   1.1e-07   29.4   1.2   3   3    0.0026       0.1    9.6   0.0   120   205   142   240   139   283 0.68 -
13553at50557_34720_0:0020c1|STRG.5928.1:0-2663|+       -            888 37475at50557         -            589   1.1e-07   29.4   0.1   1   4      0.32        13    2.7   0.1     8    68   113   170   107   191 0.81 -
13553at50557_34720_0:0020c1|STRG.5928.1:0-2663|+       -            888 37475at50557         -            589   1.1e-07   29.4   0.1   2   4      0.63        25    1.7   0.0   144   179   262   297   230   305 0.76 -
13553at50557_34720_0:0020c1|STRG.5928.1:0-2663|+       -            888 37475at50557         -            589   1.1e-07   29.4   0.1   3   4      0.45        18    2.2   0.0    71   110   306   346   298   359 0.76 -
13553at50557_34720_0:0020c1|STRG.5928.1:0-2663|+       -            888 37475at50557         -            589   1.1e-07   29.4   0.1   4   4     0.033       1.3    6.0   0.0   149   187   475   513   468   524 0.83 -
80377at50557_217634_0:002edc|STRG.10431.1:288-881|+    -            198 37475at50557         -            589   2.4e-07   28.2   2.2   1   3   4.3e-07   1.8e-05   22.1   0.5    14   117    17   127     7   131 0.84 -
80377at50557_217634_0:002edc|STRG.10431.1:288-881|+    -            198 37475at50557         -            589   2.4e-07   28.2   2.2   2   3     0.073         3    4.8   0.1   148   181   131   164   120   172 0.88 -
80377at50557_217634_0:002edc|STRG.10431.1:288-881|+    -            198 37475at50557         -            589   2.4e-07   28.2   2.2   3   3      0.56        23    1.9   0.1    55   102   150   197   147   198 0.82 -
80377at50557_38123_0:002ff9|STRG.12642.1:488-2089|+    -            534 37475at50557         -            589   2.7e-07   28.1   6.2   1   5       1.1        44    0.9   0.0   148   188    89   129    55   132 0.81 -
80377at50557_38123_0:002ff9|STRG.12642.1:488-2089|+    -            534 37475at50557         -            589   2.7e-07   28.1   6.2   2   5   1.9e-05   0.00075   16.7   0.9   146   188   129   171   112   184 0.85 -
80377at50557_38123_0:002ff9|STRG.12642.1:488-2089|+    -            534 37475at50557         -            589   2.7e-07   28.1   6.2   3   5       1.1        46    0.9   0.0   144   180   169   205   166   209 0.89 -
80377at50557_38123_0:002ff9|STRG.12642.1:488-2089|+    -            534 37475at50557         -            589   2.7e-07   28.1   6.2   4   5       2.3        91   -0.1   0.0    75   113   379   418   371   436 0.74 -
80377at50557_38123_0:002ff9|STRG.12642.1:488-2089|+    -            534 37475at50557         -            589   2.7e-07   28.1   6.2   5   5    0.0026      0.11    9.6   0.1    53   109   439   496   386   499 0.83 -
80377at50557_38123_0:002ff9|STRG.12642.2:42-1643|+     -            534 37475at50557         -            589   2.7e-07   28.1   6.2   1   5       1.1        44    0.9   0.0   148   188    89   129    55   132 0.81 -
80377at50557_38123_0:002ff9|STRG.12642.2:42-1643|+     -            534 37475at50557         -            589   2.7e-07   28.1   6.2   2   5   1.9e-05   0.00075   16.7   0.9   146   188   129   171   112   184 0.85 -
80377at50557_38123_0:002ff9|STRG.12642.2:42-1643|+     -            534 37475at50557         -            589   2.7e-07   28.1   6.2   3   5       1.1        46    0.9   0.0   144   180   169   205   166   209 0.89 -
80377at50557_38123_0:002ff9|STRG.12642.2:42-1643|+     -            534 37475at50557         -            589   2.7e-07   28.1   6.2   4   5       2.3        91   -0.1   0.0    75   113   379   418   371   436 0.74 -
80377at50557_38123_0:002ff9|STRG.12642.2:42-1643|+     -            534 37475at50557         -            589   2.7e-07   28.1   6.2   5   5    0.0026      0.11    9.6   0.1    53   109   439   496   386   499 0.83 -
40115at50557_123851_0:00295a|STRG.12074.1:1953-2921|+  -            323 37475at50557         -            589   3.6e-07   27.7   0.1   1   5    0.0008     0.032   11.3   0.0   146   246    60    90     8   103 0.53 -
40115at50557_123851_0:00295a|STRG.12074.1:1953-2921|+  -            323 37475at50557         -            589   3.6e-07   27.7   0.1   2   5      0.66        27    1.7   0.0   145   191   106   157    99   165 0.73 -
40115at50557_123851_0:00295a|STRG.12074.1:1953-2921|+  -            323 37475at50557         -            589   3.6e-07   27.7   0.1   3   5      0.29        12    2.8   0.0   149   187   157   194   153   201 0.80 -
40115at50557_123851_0:00295a|STRG.12074.1:1953-2921|+  -            323 37475at50557         -            589   3.6e-07   27.7   0.1   4   5      0.47        19    2.2   0.0    70   103   239   272   211   284 0.67 -
40115at50557_123851_0:00295a|STRG.12074.1:1953-2921|+  -            323 37475at50557         -            589   3.6e-07   27.7   0.1   5   5       2.7   1.1e+02   -0.3   0.1    77   108   292   323   289   323 0.85 -
40115at50557_123851_0:00295a|STRG.12074.2:1875-2843|+  -            323 37475at50557         -            589   3.6e-07   27.7   0.1   1   5    0.0008     0.032   11.3   0.0   146   246    60    90     8   103 0.53 -
40115at50557_123851_0:00295a|STRG.12074.2:1875-2843|+  -            323 37475at50557         -            589   3.6e-07   27.7   0.1   2   5      0.66        27    1.7   0.0   145   191   106   157    99   165 0.73 -
40115at50557_123851_0:00295a|STRG.12074.2:1875-2843|+  -            323 37475at50557         -            589   3.6e-07   27.7   0.1   3   5      0.29        12    2.8   0.0   149   187   157   194   153   201 0.80 -
40115at50557_123851_0:00295a|STRG.12074.2:1875-2843|+  -            323 37475at50557         -            589   3.6e-07   27.7   0.1   4   5      0.47        19    2.2   0.0    70   103   239   272   211   284 0.67 -
40115at50557_123851_0:00295a|STRG.12074.2:1875-2843|+  -            323 37475at50557         -            589   3.6e-07   27.7   0.1   5   5       2.7   1.1e+02   -0.3   0.1    77   108   292   323   289   323 0.85 -
40115at50557_123851_0:00295a|STRG.12074.4:1792-2760|+  -            323 37475at50557         -            589   3.6e-07   27.7   0.1   1   5    0.0008     0.032   11.3   0.0   146   246    60    90     8   103 0.53 -
40115at50557_123851_0:00295a|STRG.12074.4:1792-2760|+  -            323 37475at50557         -            589   3.6e-07   27.7   0.1   2   5      0.66        27    1.7   0.0   145   191   106   157    99   165 0.73 -
40115at50557_123851_0:00295a|STRG.12074.4:1792-2760|+  -            323 37475at50557         -            589   3.6e-07   27.7   0.1   3   5      0.29        12    2.8   0.0   149   187   157   194   153   201 0.80 -
40115at50557_123851_0:00295a|STRG.12074.4:1792-2760|+  -            323 37475at50557         -            589   3.6e-07   27.7   0.1   4   5      0.47        19    2.2   0.0    70   103   239   272   211   284 0.67 -
