#                                                                                                               --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                           accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                   ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
54603at50557_103372_0:00290d|STRG.15855.1:0-1844|+      -            615 54603at50557         -            483    5e-232  769.4  24.3   1   1  8.9e-234  6.4e-232  769.0  24.3     1   481    96   613    96   615 0.95 -
8280at50557_121225_0:0005bf|STRG.9002.2:78-1883|+       -            602 54603at50557         -            483   5.4e-21   73.4  33.5   4   6   0.00065     0.047   11.0   0.0   277   314   350   387   341   392 0.88 -
8280at50557_121225_0:0005bf|STRG.9002.2:78-1883|+       -            602 54603at50557         -            483   5.4e-21   73.4  33.5   5   6   4.3e-07   3.1e-05   21.4   0.4    83   146   393   458   388   461 0.84 -
8280at50557_121225_0:0005bf|STRG.9002.2:78-1883|+       -            602 54603at50557         -            483   5.4e-21   73.4  33.5   6   6   6.1e-06   0.00044   17.6   1.7   103   185   483   578   458   598 0.67 -
8280at50557_74869_0:001375|STRG.949.1:384-1628|+        -            415 54603at50557         -            483   8.2e-21   72.8  18.6   1   3   3.3e-08   2.4e-06   25.1   1.0   339   435    26   125    22   133 0.85 -
8280at50557_74869_0:001375|STRG.949.1:384-1628|+        -            415 54603at50557         -            483   8.2e-21   72.8  18.6   2   3   9.1e-10   6.6e-08   30.3   9.1    44   218   146   336   132   338 0.52 -
8280at50557_74869_0:001375|STRG.949.1:384-1628|+        -            415 54603at50557         -            483   8.2e-21   72.8  18.6   3   3   2.6e-06   0.00019   18.9   0.3    59   138   302   385   300   395 0.82 -
8280at50557_43041_0:001bfd|STRG.7342.1:987-2372|+       -            462 54603at50557         -            483   9.3e-21   72.6  20.6   1   5      0.29        21    2.2   0.1   163   198    62    98    28   111 0.45 -
8280at50557_43041_0:001bfd|STRG.7342.1:987-2372|+       -            462 54603at50557         -            483   9.3e-21   72.6  20.6   2   5   2.2e-15   1.6e-13   48.8   8.1   271   438   114   290   112   302 0.83 -
8280at50557_43041_0:001bfd|STRG.7342.1:987-2372|+       -            462 54603at50557         -            483   9.3e-21   72.6  20.6   3   5     0.008      0.58    7.4   0.0   273   309   309   345   294   349 0.83 -
8280at50557_43041_0:001bfd|STRG.7342.1:987-2372|+       -            462 54603at50557         -            483   9.3e-21   72.6  20.6   4   5   7.6e-06   0.00055   17.3   0.5   337   415   332   415   325   420 0.65 -
8280at50557_43041_0:001bfd|STRG.7342.1:987-2372|+       -            462 54603at50557         -            483   9.3e-21   72.6  20.6   5   5     0.044       3.2    4.9   0.0   136   173   420   461   416   462 0.78 -
8280at50557_43041_0:001bfd|STRG.7342.2:698-2083|+       -            462 54603at50557         -            483   9.3e-21   72.6  20.6   1   5      0.29        21    2.2   0.1   163   198    62    98    28   111 0.45 -
8280at50557_43041_0:001bfd|STRG.7342.2:698-2083|+       -            462 54603at50557         -            483   9.3e-21   72.6  20.6   2   5   2.2e-15   1.6e-13   48.8   8.1   271   438   114   290   112   302 0.83 -
8280at50557_43041_0:001bfd|STRG.7342.2:698-2083|+       -            462 54603at50557         -            483   9.3e-21   72.6  20.6   3   5     0.008      0.58    7.4   0.0   273   309   309   345   294   349 0.83 -
8280at50557_43041_0:001bfd|STRG.7342.2:698-2083|+       -            462 54603at50557         -            483   9.3e-21   72.6  20.6   4   5   7.6e-06   0.00055   17.3   0.5   337   415   332   415   325   420 0.65 -
8280at50557_43041_0:001bfd|STRG.7342.2:698-2083|+       -            462 54603at50557         -            483   9.3e-21   72.6  20.6   5   5     0.044       3.2    4.9   0.0   136   173   420   461   416   462 0.78 -
8280at50557_43041_0:001bfd|STRG.7342.3:626-2011|+       -            462 54603at50557         -            483   9.3e-21   72.6  20.6   1   5      0.29        21    2.2   0.1   163   198    62    98    28   111 0.45 -
8280at50557_43041_0:001bfd|STRG.7342.3:626-2011|+       -            462 54603at50557         -            483   9.3e-21   72.6  20.6   2   5   2.2e-15   1.6e-13   48.8   8.1   271   438   114   290   112   302 0.83 -
8280at50557_43041_0:001bfd|STRG.7342.3:626-2011|+       -            462 54603at50557         -            483   9.3e-21   72.6  20.6   3   5     0.008      0.58    7.4   0.0   273   309   309   345   294   349 0.83 -
8280at50557_43041_0:001bfd|STRG.7342.3:626-2011|+       -            462 54603at50557         -            483   9.3e-21   72.6  20.6   4   5   7.6e-06   0.00055   17.3   0.5   337   415   332   415   325   420 0.65 -
8280at50557_43041_0:001bfd|STRG.7342.3:626-2011|+       -            462 54603at50557         -            483   9.3e-21   72.6  20.6   5   5     0.044       3.2    4.9   0.0   136   173   420   461   416   462 0.78 -
109776at50557_29053_0:002e6b|STRG.3094.1:297-887|+      -            197 54603at50557         -            483   1.6e-20   71.8   5.3   1   3   5.6e-05     0.004   14.5   0.1   162   206    34    78    24    80 0.83 -
109776at50557_29053_0:002e6b|STRG.3094.1:297-887|+      -            197 54603at50557         -            483   1.6e-20   71.8   5.3   2   3   7.7e-15   5.5e-13   47.0   0.2   352   429    75   152    71   152 0.96 -
109776at50557_29053_0:002e6b|STRG.3094.1:297-887|+      -            197 54603at50557         -            483   1.6e-20   71.8   5.3   3   3   3.9e-07   2.8e-05   21.6   0.4   350   404   141   195   141   197 0.95 -
109776at50557_29053_0:002e6b|STRG.3094.2:297-887|+      -            197 54603at50557         -            483   1.6e-20   71.8   5.3   1   3   5.6e-05     0.004   14.5   0.1   162   206    34    78    24    80 0.83 -
109776at50557_29053_0:002e6b|STRG.3094.2:297-887|+      -            197 54603at50557         -            483   1.6e-20   71.8   5.3   2   3   7.7e-15   5.5e-13   47.0   0.2   352   429    75   152    71   152 0.96 -
109776at50557_29053_0:002e6b|STRG.3094.2:297-887|+      -            197 54603at50557         -            483   1.6e-20   71.8   5.3   3   3   3.9e-07   2.8e-05   21.6   0.4   350   404   141   195   141   197 0.95 -
109776at50557_29053_0:002e6b|STRG.3094.3:297-887|+      -            197 54603at50557         -            483   1.6e-20   71.8   5.3   1   3   5.6e-05     0.004   14.5   0.1   162   206    34    78    24    80 0.83 -
109776at50557_29053_0:002e6b|STRG.3094.3:297-887|+      -            197 54603at50557         -            483   1.6e-20   71.8   5.3   2   3   7.7e-15   5.5e-13   47.0   0.2   352   429    75   152    71   152 0.96 -
109776at50557_29053_0:002e6b|STRG.3094.3:297-887|+      -            197 54603at50557         -            483   1.6e-20   71.8   5.3   3   3   3.9e-07   2.8e-05   21.6   0.4   350   404   141   195   141   197 0.95 -
25718at50557_197043_0:00510d|STRG.16873.1:222-1487|+    -            422 54603at50557         -            483     1e-19   69.2  38.2   1   2     4e-07   2.9e-05   21.5   5.3    50   141    42   134    28   142 0.83 -
25718at50557_197043_0:00510d|STRG.16873.1:222-1487|+    -            422 54603at50557         -            483     1e-19   69.2  38.2   2   2   1.5e-14     1e-12   46.1  24.9    59   302   121   394   117   399 0.74 -
7376at50557_38123_0:000ed3|STRG.6879.1:193-1290|+       -            366 54603at50557         -            483   1.3e-19   68.9   6.4   1   3     7e-09     5e-07   27.3   0.6   217   320    20   129    12   134 0.84 -
7376at50557_38123_0:000ed3|STRG.6879.1:193-1290|+       -            366 54603at50557         -            483   1.3e-19   68.9   6.4   2   3   1.4e-12     1e-10   39.5   0.1   269   438   126   309   120   319 0.82 -
7376at50557_38123_0:000ed3|STRG.6879.1:193-1290|+       -            366 54603at50557         -            483   1.3e-19   68.9   6.4   3   3    0.0028       0.2    8.8   0.7    57   115   295   355   291   360 0.69 -
109776at50557_456900_0:0015c4|STRG.4460.1:0-713|+       -            238 54603at50557         -            483   3.1e-18   64.3   8.2   1   2   9.1e-15   6.5e-13   46.8   1.4   339   444    19   127    10   132 0.87 -
109776at50557_456900_0:0015c4|STRG.4460.1:0-713|+       -            238 54603at50557         -            483   3.1e-18   64.3   8.2   2   2   3.1e-07   2.2e-05   21.9   1.1   355   416   129   190   127   211 0.80 -
8280at50557_1155016_0:002e71|STRG.10488.1:388-1362|+    -            325 54603at50557         -            483   5.6e-18   63.5  13.3   1   4   2.5e-06   0.00018   18.9   0.3    58   121    16    84     1   105 0.77 -
8280at50557_1155016_0:002e71|STRG.10488.1:388-1362|+    -            325 54603at50557         -            483   5.6e-18   63.5  13.3   2   4   0.00027     0.019   12.2   0.1   272   312   117   157    95   165 0.86 -
8280at50557_1155016_0:002e71|STRG.10488.1:388-1362|+    -            325 54603at50557         -            483   5.6e-18   63.5  13.3   3   4   0.00032     0.023   12.0   0.0   273   337   166   231   157   237 0.85 -
8280at50557_1155016_0:002e71|STRG.10488.1:388-1362|+    -            325 54603at50557         -            483   5.6e-18   63.5  13.3   4   4   1.2e-08   8.4e-07   26.6   2.1   272   350   236   321   229   324 0.81 -
7376at50557_1507135_0:001a56|STRG.4903.1:644-3112|+     -            823 54603at50557         -            483   1.5e-17   62.1   2.6   1   4      0.11       8.1    3.6   0.0    55   118    68   133    40   153 0.66 -
7376at50557_1507135_0:001a56|STRG.4903.1:644-3112|+     -            823 54603at50557         -            483   1.5e-17   62.1   2.6   2   4   2.5e-05    0.0018   15.6   0.0    41   129   263   358   246   368 0.65 -
7376at50557_1507135_0:001a56|STRG.4903.1:644-3112|+     -            823 54603at50557         -            483   1.5e-17   62.1   2.6   3   4   5.9e-09   4.2e-07   27.6   0.7   325   435   475   590   461   602 0.79 -
7376at50557_1507135_0:001a56|STRG.4903.1:644-3112|+     -            823 54603at50557         -            483   1.5e-17   62.1   2.6   4   4   0.00062     0.044   11.0   0.0   335   414   739   822   728   823 0.63 -
7376at50557_1507135_0:001a56|STRG.4903.2:336-2804|+     -            823 54603at50557         -            483   1.5e-17   62.1   2.6   1   4      0.11       8.1    3.6   0.0    55   118    68   133    40   153 0.66 -
7376at50557_1507135_0:001a56|STRG.4903.2:336-2804|+     -            823 54603at50557         -            483   1.5e-17   62.1   2.6   2   4   2.5e-05    0.0018   15.6   0.0    41   129   263   358   246   368 0.65 -
7376at50557_1507135_0:001a56|STRG.4903.2:336-2804|+     -            823 54603at50557         -            483   1.5e-17   62.1   2.6   3   4   5.9e-09   4.2e-07   27.6   0.7   325   435   475   590   461   602 0.79 -
7376at50557_1507135_0:001a56|STRG.4903.2:336-2804|+     -            823 54603at50557         -            483   1.5e-17   62.1   2.6   4   4   0.00062     0.044   11.0   0.0   335   414   739   822   728   823 0.63 -
8280at50557_378494_0:004440|STRG.16594.1:103-918|+      -            272 54603at50557         -            483   1.7e-17   61.8  14.2   1   4   6.1e-08   4.4e-06   24.2   0.6    85   179     2   111     1   117 0.81 -
8280at50557_378494_0:004440|STRG.16594.1:103-918|+      -            272 54603at50557         -            483   1.7e-17   61.8  14.2   2   4   1.1e-10   7.7e-09   33.3   6.0    55   139    91   177    89   211 0.84 -
8280at50557_378494_0:004440|STRG.16594.1:103-918|+      -            272 54603at50557         -            483   1.7e-17   61.8  14.2   3   4    0.0028       0.2    8.8   0.1   357   412   189   247   180   251 0.58 -
8280at50557_378494_0:004440|STRG.16594.1:103-918|+      -            272 54603at50557         -            483   1.7e-17   61.8  14.2   4   4   8.8e-05    0.0064   13.8   0.1   249   305   216   272   202   272 0.90 -
25718at50557_13249_0:001bb5|STRG.7337.1:429-1634|+      -            402 54603at50557         -            483   7.8e-17   59.7  29.9   1   3     1e-07   7.3e-06   23.5   8.1    62   200     4   130     1   151 0.54 -
25718at50557_13249_0:001bb5|STRG.7337.1:429-1634|+      -            402 54603at50557         -            483   7.8e-17   59.7  29.9   2   3   0.00096     0.069   10.4   0.8   326   441    61   176    55   197 0.68 -
25718at50557_13249_0:001bb5|STRG.7337.1:429-1634|+      -            402 54603at50557         -            483   7.8e-17   59.7  29.9   3   3   8.9e-12   6.4e-10   36.9  14.0    35   220   183   381   168   393 0.84 -
25718at50557_13249_0:001bb5|STRG.7337.2:429-1634|+      -            402 54603at50557         -            483   7.8e-17   59.7  29.9   1   3     1e-07   7.3e-06   23.5   8.1    62   200     4   130     1   151 0.54 -
25718at50557_13249_0:001bb5|STRG.7337.2:429-1634|+      -            402 54603at50557         -            483   7.8e-17   59.7  29.9   2   3   0.00096     0.069   10.4   0.8   326   441    61   176    55   197 0.68 -
25718at50557_13249_0:001bb5|STRG.7337.2:429-1634|+      -            402 54603at50557         -            483   7.8e-17   59.7  29.9   3   3   8.9e-12   6.4e-10   36.9  14.0    35   220   183   381   168   393 0.84 -
83902at50557_7260_0:0016c5|STRG.12391.2:1212-1739|+     -            176 54603at50557         -            483   1.3e-16   59.0  13.7   1   2   3.9e-09   2.8e-07   28.2   0.7   382   435    14    67    10    84 0.88 -
83902at50557_7260_0:0016c5|STRG.12391.2:1212-1739|+     -            176 54603at50557         -            483   1.3e-16   59.0  13.7   2   2   2.3e-11   1.7e-09   35.5   6.5   141   219    86   167    70   174 0.88 -
83902at50557_7260_0:0016c5|STRG.12391.3:423-950|+       -            176 54603at50557         -            483   1.3e-16   59.0  13.7   1   2   3.9e-09   2.8e-07   28.2   0.7   382   435    14    67    10    84 0.88 -
83902at50557_7260_0:0016c5|STRG.12391.3:423-950|+       -            176 54603at50557         -            483   1.3e-16   59.0  13.7   2   2   2.3e-11   1.7e-09   35.5   6.5   141   219    86   167    70   174 0.88 -
109776at50557_83485_0:00245b|STRG.275.1:22-1053|+       -            344 54603at50557         -            483   2.3e-16   58.2   9.6   1   2   1.6e-07   1.1e-05   22.9   0.2    34   140    48   159    41   169 0.81 -
109776at50557_83485_0:00245b|STRG.275.1:22-1053|+       -            344 54603at50557         -            483   2.3e-16   58.2   9.6   2   2   1.1e-11   8.1e-10   36.6   5.2   272   417   173   330   163   341 0.82 -
109776at50557_83485_0:00245b|STRG.276.1:41-1072|-       -            344 54603at50557         -            483   2.3e-16   58.2   9.6   1   2   1.6e-07   1.1e-05   22.9   0.2    34   140    48   159    41   169 0.81 -
109776at50557_83485_0:00245b|STRG.276.1:41-1072|-       -            344 54603at50557         -            483   2.3e-16   58.2   9.6   2   2   1.1e-11   8.1e-10   36.6   5.2   272   417   173   330   163   341 0.82 -
83902at50557_7217_0:000c07|STRG.12938.1:1-540|+         -            180 54603at50557         -            483   5.5e-16   56.9   4.7   1   1   2.3e-17   1.6e-15   55.3   4.7   271   428     2   172     1   179 0.80 -
109776at50557_378494_0:004f86|STRG.14138.2:1350-1703|+  -            118 54603at50557         -            483   1.1e-15   55.9   1.7   1   2   2.9e-14   2.1e-12   45.1   0.1    61   146     3    89     1    90 0.91 -
109776at50557_378494_0:004f86|STRG.14138.2:1350-1703|+  -            118 54603at50557         -            483   1.1e-15   55.9   1.7   2   2     2e-05    0.0014   16.0   0.5   275   425    75   117    73   118 0.43 -
109776at50557_378494_0:004f86|STRG.14138.4:1160-1513|+  -            118 54603at50557         -            483   1.1e-15   55.9   1.7   1   2   2.9e-14   2.1e-12   45.1   0.1    61   146     3    89     1    90 0.91 -
109776at50557_378494_0:004f86|STRG.14138.4:1160-1513|+  -            118 54603at50557         -            483   1.1e-15   55.9   1.7   2   2     2e-05    0.0014   16.0   0.5   275   425    75   117    73   118 0.43 -
7376at50557_67767_0:001053|STRG.10487.1:207-1181|+      -            325 54603at50557         -            483   1.5e-15   55.5  22.0   1   3   9.2e-09   6.6e-07   27.0   9.1    82   201     4   142     3   174 0.70 -
7376at50557_67767_0:001053|STRG.10487.1:207-1181|+      -            325 54603at50557         -            483   1.5e-15   55.5  22.0   2   3   1.4e-05     0.001   16.4   0.1    83   139   156   214   141   220 0.67 -
7376at50557_67767_0:001053|STRG.10487.1:207-1181|+      -            325 54603at50557         -            483   1.5e-15   55.5  22.0   3   3   2.8e-05     0.002   15.5   0.9   334   374   226   268   216   276 0.86 -
83902at50557_7217_0:000c07|STRG.12938.2:1-480|+         -            160 54603at50557         -            483   2.6e-15   54.7   5.2   1   1   2.1e-16   1.5e-14   52.1   5.2   270   417     1   160     1   160 0.84 -
8280at50557_74869_0:001375|STRG.6419.1:51-1124|+        -            358 54603at50557         -            483   2.9e-15   54.5  15.9   1   3   9.6e-07     7e-05   20.3   0.9    80   140   105   167    81   173 0.82 -
8280at50557_74869_0:001375|STRG.6419.1:51-1124|+        -            358 54603at50557         -            483   2.9e-15   54.5  15.9   2   3   1.3e-08   9.6e-07   26.4   0.5    58   141   180   266   173   278 0.74 -
8280at50557_74869_0:001375|STRG.6419.1:51-1124|+        -            358 54603at50557         -            483   2.9e-15   54.5  15.9   3   3   6.3e-07   4.6e-05   20.9   3.0    55   140   249   339   246   358 0.82 -
83902at50557_69004_0:0010e0|STRG.14763.1:275-685|+      -            137 54603at50557         -            483   6.4e-15   53.4   7.3   1   1   1.5e-16   1.1e-14   52.6   7.2   328   435    25   136    15   137 0.90 -
83902at50557_69004_0:0010e0|STRG.14763.2:275-685|+      -            137 54603at50557         -            483   6.4e-15   53.4   7.3   1   1   1.5e-16   1.1e-14   52.6   7.2   328   435    25   136    15   137 0.90 -
83902at50557_69004_0:0010e0|STRG.14763.3:275-685|+      -            137 54603at50557         -            483   6.4e-15   53.4   7.3   1   1   1.5e-16   1.1e-14   52.6   7.2   328   435    25   136    15   137 0.90 -
83902at50557_69004_0:0010e0|STRG.14763.4:275-685|+      -            137 54603at50557         -            483   6.4e-15   53.4   7.3   1   1   1.5e-16   1.1e-14   52.6   7.2   328   435    25   136    15   137 0.90 -
8280at50557_113334_0:00096f|STRG.11175.2:189-1406|+     -            406 54603at50557         -            483   4.6e-14   50.6  36.1   1   4     1e-05   0.00075   16.9   0.6   271   316     2    50     1    87 0.62 -
8280at50557_113334_0:00096f|STRG.11175.2:189-1406|+     -            406 54603at50557         -            483   4.6e-14   50.6  36.1   2   4    0.0011     0.079   10.2  10.9   287   432    70   224    47   229 0.80 -
8280at50557_113334_0:00096f|STRG.11175.2:189-1406|+     -            406 54603at50557         -            483   4.6e-14   50.6  36.1   3   4   1.1e-06   7.9e-05   20.1   5.6   332   414   216   301   212   306 0.78 -
8280at50557_113334_0:00096f|STRG.11175.2:189-1406|+     -            406 54603at50557         -            483   4.6e-14   50.6  36.1   4   4   6.4e-06   0.00046   17.6   3.6    74   159   306   395   290   401 0.81 -
8280at50557_38123_0:003113|STRG.2404.1:159-1190|+       -            344 54603at50557         -            483   5.2e-14   50.4  15.6   1   3     1e-06   7.3e-05   20.2   1.3   265   363    34   128    15   131 0.66 -
8280at50557_38123_0:003113|STRG.2404.1:159-1190|+       -            344 54603at50557         -            483   5.2e-14   50.4  15.6   2   3   5.7e-08   4.1e-06   24.3   7.4   269   438    97   259    84   274 0.80 -
8280at50557_38123_0:003113|STRG.2404.1:159-1190|+       -            344 54603at50557         -            483   5.2e-14   50.4  15.6   3   3    0.0045      0.33    8.2   0.1   295   326   279   311   276   318 0.89 -
25718at50557_108931_0:000584|STRG.16595.1:0-1292|+      -            431 54603at50557         -            483   6.1e-14   50.2  12.8   1   3   3.5e-06   0.00025   18.5   2.5   271   434     1   173     1   191 0.69 -
25718at50557_108931_0:000584|STRG.16595.1:0-1292|+      -            431 54603at50557         -            483   6.1e-14   50.2  12.8   2   3   7.4e-08   5.3e-06   24.0   0.4   270   395   190   330   167   330 0.79 -
25718at50557_108931_0:000584|STRG.16595.1:0-1292|+      -            431 54603at50557         -            483   6.1e-14   50.2  12.8   3   3   1.7e-05    0.0012   16.2   0.5    58   141   314   400   308   406 0.87 -
7376at50557_456900_0:001c8a|STRG.17131.1:0-3320|+       -           1107 54603at50557         -            483   7.4e-14   49.9  16.3   1   3   0.00033     0.024   11.9   0.4   377   435    11    71     3    82 0.67 -
7376at50557_456900_0:001c8a|STRG.17131.1:0-3320|+       -           1107 54603at50557         -            483   7.4e-14   49.9  16.3   2   3   1.3e-06   9.1e-05   19.9   0.9   327   415   154   250   147   273 0.69 -
7376at50557_456900_0:001c8a|STRG.17131.1:0-3320|+       -           1107 54603at50557         -            483   7.4e-14   49.9  16.3   3   3   2.8e-08     2e-06   25.4   2.6   339   429   363   456   345   467 0.80 -
7376at50557_45779_0:000f73|STRG.2882.1:213-1220|+       -            336 54603at50557         -            483   1.5e-13   48.8  20.3   1   3   1.4e-11   9.9e-10   36.3   5.4    59   181    24   161     5   163 0.82 -
7376at50557_45779_0:000f73|STRG.2882.1:213-1220|+       -            336 54603at50557         -            483   1.5e-13   48.8  20.3   2   3   3.1e-06   0.00022   18.6   0.5   357   429    95   171    93   181 0.87 -
7376at50557_45779_0:000f73|STRG.2882.1:213-1220|+       -            336 54603at50557         -            483   1.5e-13   48.8  20.3   3   3   3.9e-06   0.00028   18.3   1.1    77   201   115   259   111   266 0.59 -
25718at50557_1629725_0:002070|STRG.11175.1:360-1544|+   -            395 54603at50557         -            483   2.6e-13   48.1  36.3   1   4   3.5e-05    0.0025   15.1   0.9   274   345     1    83     1    92 0.66 -
25718at50557_1629725_0:002070|STRG.11175.1:360-1544|+   -            395 54603at50557         -            483   2.6e-13   48.1  36.3   2   4    0.0014       0.1    9.8  10.2   288   419    67   208    61   220 0.78 -
25718at50557_1629725_0:002070|STRG.11175.1:360-1544|+   -            395 54603at50557         -            483   2.6e-13   48.1  36.3   3   4     1e-06   7.5e-05   20.2   5.7   332   414   212   297   205   303 0.79 -
25718at50557_1629725_0:002070|STRG.11175.1:360-1544|+   -            395 54603at50557         -            483   2.6e-13   48.1  36.3   4   4   6.6e-06   0.00048   17.5   3.5    74   159   302   391   286   394 0.81 -
25718at50557_13249_0:001bb5|STRG.18485.2:3-1163|+       -            387 54603at50557         -            483   2.8e-13   48.0   6.7   1   2   1.3e-14   9.3e-13   46.3   4.7    53   309     7   286     2   309 0.80 -
25718at50557_13249_0:001bb5|STRG.18485.2:3-1163|+       -            387 54603at50557         -            483   2.8e-13   48.0   6.7   2   2       2.2   1.6e+02   -0.7   0.0   288   315   348   375   327   387 0.68 -
8280at50557_43041_0:001bfd|STRG.3310.1:479-1828|-       -            450 54603at50557         -            483     3e-13   47.9  29.3   1   4   4.4e-07   3.2e-05   21.4   4.7   339   435     4   105     1   117 0.85 -
8280at50557_43041_0:001bfd|STRG.3310.1:479-1828|-       -            450 54603at50557         -            483     3e-13   47.9  29.3   2   4    0.0011     0.082   10.2   0.8    37   115   120   206   117   220 0.73 -
8280at50557_43041_0:001bfd|STRG.3310.1:479-1828|-       -            450 54603at50557         -            483     3e-13   47.9  29.3   3   4   1.1e-05    0.0008   16.8   2.0    54   173   191   326   185   327 0.76 -
8280at50557_43041_0:001bfd|STRG.3310.1:479-1828|-       -            450 54603at50557         -            483     3e-13   47.9  29.3   4   4    0.0006     0.043   11.1   5.0    83   223   293   433   290   446 0.49 -
25718at50557_38123_0:002c3f|STRG.12289.1:273-1058|+     -            262 54603at50557         -            483   6.4e-13   46.8  12.6   1   2     0.017       1.2    6.3   0.2   271   308    13    47     4    50 0.84 -
25718at50557_38123_0:002c3f|STRG.12289.1:273-1058|+     -            262 54603at50557         -            483   6.4e-13   46.8  12.6   2   2   1.5e-13   1.1e-11   42.7   6.8   234   414    52   242    47   246 0.84 -
8280at50557_7160_0:00112a|STRG.3315.1:152-1180|+        -            343 54603at50557         -            483   6.3e-12   43.5  21.3   1   3   0.00042     0.031   11.6   1.2   352   417    16    83     9    88 0.84 -
8280at50557_7160_0:00112a|STRG.3315.1:152-1180|+        -            343 54603at50557         -            483   6.3e-12   43.5  21.3   2   3   6.8e-07   4.9e-05   20.8   5.6    56   124    90   160    85   186 0.81 -
8280at50557_7160_0:00112a|STRG.3315.1:152-1180|+        -            343 54603at50557         -            483   6.3e-12   43.5  21.3   3   3   1.4e-06   9.8e-05   19.8   1.5   271   456   189   321   166   343 0.48 -
109776at50557_1155016_0:00292d|STRG.15602.1:1106-1627|+ -            174 54603at50557         -            483   9.4e-12   42.9  13.8   1   2   2.5e-12   1.8e-10   38.7   8.6   335   470     1   145     1   151 0.86 -
109776at50557_1155016_0:00292d|STRG.15602.1:1106-1627|+ -            174 54603at50557         -            483   9.4e-12   42.9  13.8   2   2    0.0037      0.27    8.5   0.5   336   366   144   174   143   174 0.71 -
109776at50557_168631_0:000c9d|STRG.12044.1:54-362|+     -            103 54603at50557         -            483   2.5e-11   41.6   4.7   1   1   5.9e-13   4.3e-11   40.8   4.7    41   136     1    99     1   103 0.93 -
8280at50557_28612_0:005400|STRG.6436.1:281-856|+        -            192 54603at50557         -            483   3.6e-11   41.0   8.7   1   1   9.9e-13   7.1e-11   40.0   8.7   270   434    16   192     1   192 0.81 -
8280at50557_7397_0:000dfd|STRG.15924.1:1955-2512|+      -            186 54603at50557         -            483   6.5e-11   40.2  17.1   1   1   5.9e-11   4.2e-09   34.2  16.4   275   416    10   155     9   170 0.63 -
8280at50557_7397_0:000dfd|STRG.15924.2:1262-1819|+      -            186 54603at50557         -            483   6.5e-11   40.2  17.1   1   1   5.9e-11   4.2e-09   34.2  16.4   275   416    10   155     9   170 0.63 -
8280at50557_7397_0:000dfd|STRG.15924.3:388-945|+        -            186 54603at50557         -            483   6.5e-11   40.2  17.1   1   1   5.9e-11   4.2e-09   34.2  16.4   275   416    10   155     9   170 0.63 -
54603at50557_1155016_0:0007f6|STRG.9313.2:481-954|+     -            158 54603at50557         -            483   8.8e-10   36.4   5.4   1   2   6.7e-06   0.00048   17.5   0.2   252   306     3    57     1    62 0.77 -
54603at50557_1155016_0:0007f6|STRG.9313.2:481-954|+     -            158 54603at50557         -            483   8.8e-10   36.4   5.4   2   2   6.9e-09     5e-07   27.4   1.3    39   113    47   126    44   134 0.86 -
109776at50557_34740_0:000e9a|STRG.9313.1:418-786|+      -            123 54603at50557         -            483   9.1e-10   36.4   9.0   1   2   5.1e-07   3.7e-05   21.2   1.6   156   222    12    81     3    87 0.66 -
109776at50557_34740_0:000e9a|STRG.9313.1:418-786|+      -            123 54603at50557         -            483   9.1e-10   36.4   9.0   2   2   2.2e-08   1.6e-06   25.7   1.0   251   320    47   116    45   123 0.89 -
8280at50557_168631_0:00267d|STRG.16572.1:1878-2255|+    -            126 54603at50557         -            483     3e-09   34.7   0.2   1   1   5.6e-11     4e-09   34.3   0.2   267   371    13   122     7   125 0.84 -
8280at50557_168631_0:00267d|STRG.16572.2:237-614|+      -            126 54603at50557         -            483     3e-09   34.7   0.2   1   1   5.6e-11     4e-09   34.3   0.2   267   371    13   122     7   125 0.84 -
54603at50557_1155016_0:00503d|STRG.15082.1:472-1050|+   -            193 54603at50557         -            483   7.5e-09   33.4   4.3   1   2   0.00013    0.0093   13.3   0.0    97   140    12    56     1    61 0.85 -
54603at50557_1155016_0:00503d|STRG.15082.1:472-1050|+   -            193 54603at50557         -            483   7.5e-09   33.4   4.3   2   2   8.1e-07   5.8e-05   20.5   2.0    55   118   101   166    88   180 0.83 -
25718at50557_319348_0:002427|STRG.18485.1:519-1085|+    -            189 54603at50557         -            483   1.5e-08   32.4   5.5   1   2   6.3e-05    0.0045   14.3   3.3    58   139    18   104     5   107 0.68 -
25718at50557_319348_0:002427|STRG.18485.1:519-1085|+    -            189 54603at50557         -            483   1.5e-08   32.4   5.5   2   2   7.5e-06   0.00054   17.4   0.0   355   414   114   176   108   183 0.85 -
25718at50557_38123_0:002c3f|STRG.8360.1:780-1712|+      -            311 54603at50557         -            483   1.7e-08   32.2  10.7   1   3    0.0002     0.015   12.6   0.9   354   418    24    91     4   109 0.84 -
25718at50557_38123_0:002c3f|STRG.8360.1:780-1712|+      -            311 54603at50557         -            483   1.7e-08   32.2  10.7   2   3    0.0067      0.49    7.6   0.7   122   179   151   212   133   216 0.72 -
25718at50557_38123_0:002c3f|STRG.8360.1:780-1712|+      -            311 54603at50557         -            483   1.7e-08   32.2  10.7   3   3   8.3e-06   0.00059   17.2   0.0   269   313   218   264   213   280 0.88 -
