#                                                                                                              --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                          accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                  ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
10915at50557_286306_0:002151|STRG.9826.1:1-3933|+      -           1065 10915at50557         -            974  3.9e-231  768.5   3.8   1   1  4.7e-232    2e-230  766.1   3.8   309   913     1   721     1   747 0.87 -
14512at50557_103372_0:0005b9|STRG.17919.1:396-2972|+   -            859 10915at50557         -            974   8.6e-12   42.5   0.0   3   3   6.6e-08   2.8e-06   24.2   0.0     9   103   141   240   134   259 0.81 -
14512at50557_103372_0:0005b9|STRG.17919.2:396-3029|+   -            878 10915at50557         -            974   9.2e-12   42.4   0.0   1   3       0.5        22    1.5   0.0    46   103    11    71     4    83 0.77 -
14512at50557_103372_0:0005b9|STRG.17919.2:396-3029|+   -            878 10915at50557         -            974   9.2e-12   42.4   0.0   2   3     3e-07   1.3e-05   22.0   0.0    28   109    75   161    64   162 0.82 -
14512at50557_103372_0:0005b9|STRG.17919.2:396-3029|+   -            878 10915at50557         -            974   9.2e-12   42.4   0.0   3   3   6.8e-08   2.9e-06   24.2   0.0     9   103   141   240   134   259 0.81 -
43553at50557_79782_0:002ee3|STRG.2473.1:132-992|+      -            287 10915at50557         -            974   9.4e-12   42.4   0.4   1   2   4.3e-05    0.0018   14.9   0.0    47   103     9    67     5    87 0.72 -
43553at50557_79782_0:002ee3|STRG.2473.1:132-992|+      -            287 10915at50557         -            974   9.4e-12   42.4   0.4   2   2   5.4e-08   2.4e-06   24.5   0.0    21   160   113   260   104   269 0.77 -
78072at50557_34720_0:000cf9|STRG.15555.3:18-1028|+     -            337 10915at50557         -            974   2.1e-11   41.2   6.1   1   4   9.5e-07   4.1e-05   20.4   0.0    45   121     9    91     4    97 0.84 -
78072at50557_34720_0:000cf9|STRG.15555.3:18-1028|+     -            337 10915at50557         -            974   2.1e-11   41.2   6.1   2   4   1.6e-07   6.8e-06   23.0   0.6    12   115    61   172    49   186 0.79 -
78072at50557_34720_0:000cf9|STRG.15555.3:18-1028|+     -            337 10915at50557         -            974   2.1e-11   41.2   6.1   3   4     0.031       1.4    5.4   0.1    42    82   185   225   175   232 0.90 -
78072at50557_34720_0:000cf9|STRG.15555.3:18-1028|+     -            337 10915at50557         -            974   2.1e-11   41.2   6.1   4   4       2.7   1.2e+02   -1.0   0.1    91   470   303   328   295   336 0.48 -
78072at50557_34720_0:000cf9|STRG.15555.1:334-1350|+    -            339 10915at50557         -            974   2.2e-11   41.2   6.1   1   4   9.6e-07   4.1e-05   20.4   0.0    45   121    11    93     6    99 0.84 -
78072at50557_34720_0:000cf9|STRG.15555.1:334-1350|+    -            339 10915at50557         -            974   2.2e-11   41.2   6.1   2   4   1.6e-07   6.9e-06   23.0   0.6    12   115    63   174    51   188 0.79 -
78072at50557_34720_0:000cf9|STRG.15555.1:334-1350|+    -            339 10915at50557         -            974   2.2e-11   41.2   6.1   3   4     0.032       1.4    5.4   0.1    42    82   187   227   177   234 0.90 -
78072at50557_34720_0:000cf9|STRG.15555.1:334-1350|+    -            339 10915at50557         -            974   2.2e-11   41.2   6.1   4   4       2.8   1.2e+02   -1.0   0.1    91   470   305   330   297   338 0.48 -
80377at50557_7222_0:00003c|STRG.3809.1:5-457|+         -            151 10915at50557         -            974   2.7e-11   40.9   0.1   1   3      0.24        10    2.6   0.0    37    80    10    53     1    67 0.67 -
80377at50557_7222_0:00003c|STRG.3809.1:5-457|+         -            151 10915at50557         -            974   2.7e-11   40.9   0.1   2   3   1.1e-06   4.8e-05   20.2   0.0    19    83    33    98    24   102 0.83 -
80377at50557_7222_0:00003c|STRG.3809.1:5-457|+         -            151 10915at50557         -            974   2.7e-11   40.9   0.1   3   3   3.6e-08   1.5e-06   25.1   0.0    14    88    70   145    65   148 0.92 -
57752at50557_103372_0:000c5a|STRG.2670.1:0-1301|+      -            434 10915at50557         -            974   3.6e-11   40.4   0.2   1   3   0.00024      0.01   12.5   0.0    46   129   117   203   114   208 0.81 -
57752at50557_103372_0:000c5a|STRG.2670.1:0-1301|+      -            434 10915at50557         -            974   3.6e-11   40.4   0.2   2   3   5.9e-08   2.5e-06   24.4   0.0    14   173   210   374   204   381 0.81 -
57752at50557_103372_0:000c5a|STRG.2670.1:0-1301|+      -            434 10915at50557         -            974   3.6e-11   40.4   0.2   3   3       1.7        71   -0.2   0.0    14    44   383   415   377   419 0.79 -
78072at50557_286306_0:00290a|STRG.15555.2:150-2096|+   -            605 10915at50557         -            974   1.6e-10   38.3   5.8   1   4   2.5e-06   0.00011   19.0   0.0    45   121     8    90     4    97 0.84 -
78072at50557_286306_0:00290a|STRG.15555.2:150-2096|+   -            605 10915at50557         -            974   1.6e-10   38.3   5.8   2   4   4.5e-07   1.9e-05   21.5   0.5    12   115    60   171    48   182 0.79 -
78072at50557_286306_0:00290a|STRG.15555.2:150-2096|+   -            605 10915at50557         -            974   1.6e-10   38.3   5.8   3   4     0.068       2.9    4.3   0.1    42    82   184   224   171   229 0.89 -
78072at50557_286306_0:00290a|STRG.15555.2:150-2096|+   -            605 10915at50557         -            974   1.6e-10   38.3   5.8   4   4       1.9        81   -0.4   0.1   442   488   299   345   295   366 0.76 -
13625at50557_103372_0:00203b|STRG.1917.1:2-2560|+      -            853 10915at50557         -            974   2.1e-10   37.9   2.2   1   5     0.023      0.97    5.9   0.0    17    90    25   106    12   140 0.73 -
13625at50557_103372_0:00203b|STRG.1917.1:2-2560|+      -            853 10915at50557         -            974   2.1e-10   37.9   2.2   2   5       5.8   2.5e+02   -2.0   0.0   125   155   229   259   222   264 0.87 -
13625at50557_103372_0:00203b|STRG.1917.1:2-2560|+      -            853 10915at50557         -            974   2.1e-10   37.9   2.2   3   5   8.1e-06   0.00035   17.3   0.0    13   113   279   383   268   393 0.85 -
13625at50557_103372_0:00203b|STRG.1917.1:2-2560|+      -            853 10915at50557         -            974   2.1e-10   37.9   2.2   4   5     0.017      0.72    6.4   0.0    68   154   421   515   387   533 0.57 -
13625at50557_103372_0:00203b|STRG.1917.1:2-2560|+      -            853 10915at50557         -            974   2.1e-10   37.9   2.2   5   5      0.19       8.2    2.9   0.0    12    48   554   592   545   606 0.75 -
71739at50557_103372_0:00145d|STRG.7372.2:110-1042|+    -            311 10915at50557         -            974   2.7e-10   37.5   0.0   1   2   6.3e-06   0.00027   17.7   0.0    13   140    10   101     3   117 0.52 -
71739at50557_103372_0:00145d|STRG.7372.2:110-1042|+    -            311 10915at50557         -            974   2.7e-10   37.5   0.0   2   2   6.8e-06   0.00029   17.6   0.0    34   109   170   246   149   263 0.86 -
71739at50557_103372_0:00145d|STRG.7372.1:0-965|+       -            322 10915at50557         -            974   3.5e-10   37.2   0.0   1   2   7.7e-06   0.00033   17.4   0.0    13   101     6    97     1   113 0.53 -
71739at50557_103372_0:00145d|STRG.7372.1:0-965|+       -            322 10915at50557         -            974   3.5e-10   37.2   0.0   2   2   7.3e-06   0.00031   17.5   0.0    34   109   166   242   145   259 0.86 -
31374at50557_217634_0:002f47|STRG.3808.1:31-246|+      -             72 10915at50557         -            974   4.6e-10   36.8   0.0   1   1   1.2e-11   5.3e-10   36.6   0.0    13    80     4    72     2    72 0.93 -
48053at50557_13249_0:0016bb|STRG.3888.1:612-1586|+     -            325 10915at50557         -            974   4.7e-10   36.8   0.0   1   2   1.8e-05   0.00079   16.2   0.0    41   103   102   165    67   174 0.80 -
48053at50557_13249_0:0016bb|STRG.3888.1:612-1586|+     -            325 10915at50557         -            974   4.7e-10   36.8   0.0   2   2     1e-06   4.4e-05   20.3   0.0    21   131   166   278   159   318 0.77 -
49370at50557_79782_0:001886|STRG.5325.1:1802-2788|+    -            329 10915at50557         -            974   1.4e-09   35.2   0.2   1   3   0.00027     0.012   12.3   0.0    91   148    41   102     4   107 0.73 -
49370at50557_79782_0:001886|STRG.5325.1:1802-2788|+    -            329 10915at50557         -            974   1.4e-09   35.2   0.2   2   3    0.0013     0.055   10.0   0.0    19    71    93   146    86   200 0.72 -
49370at50557_79782_0:001886|STRG.5325.1:1802-2788|+    -            329 10915at50557         -            974   1.4e-09   35.2   0.2   3   3   1.7e-05   0.00074   16.3   0.0    29    81   272   324   247   328 0.84 -
56099at50557_103372_0:001a7e|STRG.18490.2:87-1425|+    -            443 10915at50557         -            974   1.6e-09   35.0   0.2   1   3   0.00018    0.0076   12.9   0.0    12    84    66   140    58   180 0.83 -
56099at50557_103372_0:001a7e|STRG.18490.2:87-1425|+    -            443 10915at50557         -            974   1.6e-09   35.0   0.2   2   3      0.12       5.2    3.5   0.0    94   140   196   244   179   253 0.67 -
56099at50557_103372_0:001a7e|STRG.18490.2:87-1425|+    -            443 10915at50557         -            974   1.6e-09   35.0   0.2   3   3   6.2e-05    0.0027   14.4   0.1    34    84   260   311   236   354 0.73 -
49370at50557_1155016_0:000d9f|STRG.13802.2:14-331|+    -            106 10915at50557         -            974   2.9e-09   34.1   0.0   1   1   7.4e-11   3.2e-09   34.0   0.0    11    80    35   106    26   106 0.91 -
56099at50557_103372_0:001a7e|STRG.18490.1:87-1418|+    -            444 10915at50557         -            974   3.5e-09   33.9   0.2   1   3   0.00019     0.008   12.8   0.0    12    84    66   140    61   181 0.83 -
56099at50557_103372_0:001a7e|STRG.18490.1:87-1418|+    -            444 10915at50557         -            974   3.5e-09   33.9   0.2   2   3      0.04       1.7    5.1   0.0    68   124   211   268   188   275 0.83 -
56099at50557_103372_0:001a7e|STRG.18490.1:87-1418|+    -            444 10915at50557         -            974   3.5e-09   33.9   0.2   3   3   7.3e-05    0.0032   14.2   0.1    34    84   261   312   240   354 0.75 -
90358at50557_108931_0:000131|STRG.683.1:297-923|+      -            209 10915at50557         -            974   3.6e-09   33.8   0.1   1   2   3.7e-08   1.6e-06   25.1   0.0    28    81     2    55     1    63 0.95 -
90358at50557_108931_0:000131|STRG.683.1:297-923|+      -            209 10915at50557         -            974   3.6e-09   33.8   0.1   2   2     0.011      0.49    6.9   0.1    48    88   168   208   153   209 0.84 -
80377at50557_37344_0:0017d3|STRG.16297.1:1013-1972|+   -            320 10915at50557         -            974     4e-09   33.7   0.1   1   3      0.28        12    2.3   0.0    18    80    31    96     5   102 0.67 -
80377at50557_37344_0:0017d3|STRG.16297.1:1013-1972|+   -            320 10915at50557         -            974     4e-09   33.7   0.1   2   3     1e-05   0.00045   17.0   0.0    15    85    72   146    56   153 0.78 -
80377at50557_37344_0:0017d3|STRG.16297.1:1013-1972|+   -            320 10915at50557         -            974     4e-09   33.7   0.1   3   3    0.0001    0.0045   13.7   0.0    12    82   172   244   163   289 0.85 -
80377at50557_37344_0:0017d3|STRG.16297.2:1013-1972|+   -            320 10915at50557         -            974     4e-09   33.7   0.1   1   3      0.28        12    2.3   0.0    18    80    31    96     5   102 0.67 -
80377at50557_37344_0:0017d3|STRG.16297.2:1013-1972|+   -            320 10915at50557         -            974     4e-09   33.7   0.1   2   3     1e-05   0.00045   17.0   0.0    15    85    72   146    56   153 0.78 -
80377at50557_37344_0:0017d3|STRG.16297.2:1013-1972|+   -            320 10915at50557         -            974     4e-09   33.7   0.1   3   3    0.0001    0.0045   13.7   0.0    12    82   172   244   163   289 0.85 -
80377at50557_37344_0:0017d3|STRG.16297.3:1013-1972|+   -            320 10915at50557         -            974     4e-09   33.7   0.1   1   3      0.28        12    2.3   0.0    18    80    31    96     5   102 0.67 -
80377at50557_37344_0:0017d3|STRG.16297.3:1013-1972|+   -            320 10915at50557         -            974     4e-09   33.7   0.1   2   3     1e-05   0.00045   17.0   0.0    15    85    72   146    56   153 0.78 -
80377at50557_37344_0:0017d3|STRG.16297.3:1013-1972|+   -            320 10915at50557         -            974     4e-09   33.7   0.1   3   3    0.0001    0.0045   13.7   0.0    12    82   172   244   163   289 0.85 -
80377at50557_37344_0:0017d3|STRG.16297.4:1013-1972|+   -            320 10915at50557         -            974     4e-09   33.7   0.1   1   3      0.28        12    2.3   0.0    18    80    31    96     5   102 0.67 -
80377at50557_37344_0:0017d3|STRG.16297.4:1013-1972|+   -            320 10915at50557         -            974     4e-09   33.7   0.1   2   3     1e-05   0.00045   17.0   0.0    15    85    72   146    56   153 0.78 -
80377at50557_37344_0:0017d3|STRG.16297.4:1013-1972|+   -            320 10915at50557         -            974     4e-09   33.7   0.1   3   3    0.0001    0.0045   13.7   0.0    12    82   172   244   163   289 0.85 -
80377at50557_37344_0:0017d3|STRG.16297.5:1013-1972|+   -            320 10915at50557         -            974     4e-09   33.7   0.1   1   3      0.28        12    2.3   0.0    18    80    31    96     5   102 0.67 -
80377at50557_37344_0:0017d3|STRG.16297.5:1013-1972|+   -            320 10915at50557         -            974     4e-09   33.7   0.1   2   3     1e-05   0.00045   17.0   0.0    15    85    72   146    56   153 0.78 -
80377at50557_37344_0:0017d3|STRG.16297.5:1013-1972|+   -            320 10915at50557         -            974     4e-09   33.7   0.1   3   3    0.0001    0.0045   13.7   0.0    12    82   172   244   163   289 0.85 -
14512at50557_197043_0:0050fb|STRG.4714.1:382-726|+     -            115 10915at50557         -            974   4.3e-09   33.6   0.3   1   2   0.00068     0.029   11.0   0.1    49    83     1    35     1    47 0.87 -
14512at50557_197043_0:0050fb|STRG.4714.1:382-726|+     -            115 10915at50557         -            974   4.3e-09   33.6   0.3   2   2   4.1e-07   1.8e-05   21.6   0.0    12    77    48   114    37   115 0.83 -
13625at50557_103372_0:00203b|STRG.1917.2:0-2378|+      -            793 10915at50557         -            974     6e-09   33.1   3.1   1   5      0.52        23    1.4   0.1    54    84    10    40     3    76 0.68 -
13625at50557_103372_0:00203b|STRG.1917.2:0-2378|+      -            793 10915at50557         -            974     6e-09   33.1   3.1   2   5       5.3   2.3e+02   -1.9   0.0   125   155   169   199   162   204 0.87 -
13625at50557_103372_0:00203b|STRG.1917.2:0-2378|+      -            793 10915at50557         -            974     6e-09   33.1   3.1   3   5   7.4e-06   0.00032   17.5   0.0    13   113   219   323   207   329 0.85 -
13625at50557_103372_0:00203b|STRG.1917.2:0-2378|+      -            793 10915at50557         -            974     6e-09   33.1   3.1   4   5     0.015      0.65    6.5   0.0    68   154   361   455   327   473 0.57 -
13625at50557_103372_0:00203b|STRG.1917.2:0-2378|+      -            793 10915at50557         -            974     6e-09   33.1   3.1   5   5      0.17       7.5    3.0   0.0    12    48   494   532   485   546 0.75 -
40115at50557_597456_0:00265e|STRG.5080.1:1879-2748|+   -            290 10915at50557         -            974   9.8e-09   32.4   2.6   1   3     4e-06   0.00017   18.4   0.0    27    84    63   121    50   130 0.84 -
40115at50557_597456_0:00265e|STRG.5080.1:1879-2748|+   -            290 10915at50557         -            974   9.8e-09   32.4   2.6   2   3    0.0011     0.048   10.3   0.3    51   158   137   246   127   250 0.80 -
40115at50557_597456_0:00265e|STRG.5080.1:1879-2748|+   -            290 10915at50557         -            974   9.8e-09   32.4   2.6   3   3     0.086       3.7    4.0   0.0    35    81   244   290   233   290 0.90 -
40115at50557_597456_0:00265e|STRG.5080.2:1826-2695|+   -            290 10915at50557         -            974   9.8e-09   32.4   2.6   1   3     4e-06   0.00017   18.4   0.0    27    84    63   121    50   130 0.84 -
40115at50557_597456_0:00265e|STRG.5080.2:1826-2695|+   -            290 10915at50557         -            974   9.8e-09   32.4   2.6   2   3    0.0011     0.048   10.3   0.3    51   158   137   246   127   250 0.80 -
40115at50557_597456_0:00265e|STRG.5080.2:1826-2695|+   -            290 10915at50557         -            974   9.8e-09   32.4   2.6   3   3     0.086       3.7    4.0   0.0    35    81   244   290   233   290 0.90 -
40115at50557_597456_0:00265e|STRG.5080.3:1947-2816|+   -            290 10915at50557         -            974   9.8e-09   32.4   2.6   1   3     4e-06   0.00017   18.4   0.0    27    84    63   121    50   130 0.84 -
40115at50557_597456_0:00265e|STRG.5080.3:1947-2816|+   -            290 10915at50557         -            974   9.8e-09   32.4   2.6   2   3    0.0011     0.048   10.3   0.3    51   158   137   246   127   250 0.80 -
40115at50557_597456_0:00265e|STRG.5080.3:1947-2816|+   -            290 10915at50557         -            974   9.8e-09   32.4   2.6   3   3     0.086       3.7    4.0   0.0    35    81   244   290   233   290 0.90 -
40115at50557_597456_0:00265e|STRG.5080.4:1903-2772|+   -            290 10915at50557         -            974   9.8e-09   32.4   2.6   1   3     4e-06   0.00017   18.4   0.0    27    84    63   121    50   130 0.84 -
40115at50557_597456_0:00265e|STRG.5080.4:1903-2772|+   -            290 10915at50557         -            974   9.8e-09   32.4   2.6   2   3    0.0011     0.048   10.3   0.3    51   158   137   246   127   250 0.80 -
40115at50557_597456_0:00265e|STRG.5080.4:1903-2772|+   -            290 10915at50557         -            974   9.8e-09   32.4   2.6   3   3     0.086       3.7    4.0   0.0    35    81   244   290   233   290 0.90 -
40115at50557_597456_0:00265e|STRG.5080.5:2000-2869|+   -            290 10915at50557         -            974   9.8e-09   32.4   2.6   1   3     4e-06   0.00017   18.4   0.0    27    84    63   121    50   130 0.84 -
40115at50557_597456_0:00265e|STRG.5080.5:2000-2869|+   -            290 10915at50557         -            974   9.8e-09   32.4   2.6   2   3    0.0011     0.048   10.3   0.3    51   158   137   246   127   250 0.80 -
40115at50557_597456_0:00265e|STRG.5080.5:2000-2869|+   -            290 10915at50557         -            974   9.8e-09   32.4   2.6   3   3     0.086       3.7    4.0   0.0    35    81   244   290   233   290 0.90 -
40115at50557_597456_0:00265e|STRG.5080.6:2352-3221|+   -            290 10915at50557         -            974   9.8e-09   32.4   2.6   1   3     4e-06   0.00017   18.4   0.0    27    84    63   121    50   130 0.84 -
40115at50557_597456_0:00265e|STRG.5080.6:2352-3221|+   -            290 10915at50557         -            974   9.8e-09   32.4   2.6   2   3    0.0011     0.048   10.3   0.3    51   158   137   246   127   250 0.80 -
40115at50557_597456_0:00265e|STRG.5080.6:2352-3221|+   -            290 10915at50557         -            974   9.8e-09   32.4   2.6   3   3     0.086       3.7    4.0   0.0    35    81   244   290   233   290 0.90 -
40115at50557_597456_0:00265e|STRG.5080.7:2341-3210|+   -            290 10915at50557         -            974   9.8e-09   32.4   2.6   1   3     4e-06   0.00017   18.4   0.0    27    84    63   121    50   130 0.84 -
40115at50557_597456_0:00265e|STRG.5080.7:2341-3210|+   -            290 10915at50557         -            974   9.8e-09   32.4   2.6   2   3    0.0011     0.048   10.3   0.3    51   158   137   246   127   250 0.80 -
40115at50557_597456_0:00265e|STRG.5080.7:2341-3210|+   -            290 10915at50557         -            974   9.8e-09   32.4   2.6   3   3     0.086       3.7    4.0   0.0    35    81   244   290   233   290 0.90 -
55830at50557_103372_0:000f54|STRG.13807.2:0-1340|+     -            447 10915at50557         -            974   1.2e-08   32.1   0.3   1   4     0.015      0.63    6.6   0.1    48    89   119   160   102   166 0.84 -
55830at50557_103372_0:000f54|STRG.13807.2:0-1340|+     -            447 10915at50557         -            974   1.2e-08   32.1   0.3   2   4   8.6e-07   3.7e-05   20.6   0.0    14    96   175   261   169   268 0.82 -
55830at50557_103372_0:000f54|STRG.13807.2:0-1340|+     -            447 10915at50557         -            974   1.2e-08   32.1   0.3   3   4     0.057       2.5    4.6   0.0    34    93   239   298   238   307 0.89 -
55830at50557_103372_0:000f54|STRG.13807.2:0-1340|+     -            447 10915at50557         -            974   1.2e-08   32.1   0.3   4   4       1.7        72   -0.3   0.0    11    33   395   417   387   419 0.78 -
55830at50557_103372_0:000f54|STRG.13807.1:284-1669|+   -            462 10915at50557         -            974   1.4e-08   31.9   0.3   1   4     0.015      0.66    6.5   0.1    48    89   137   178   120   184 0.84 -
55830at50557_103372_0:000f54|STRG.13807.1:284-1669|+   -            462 10915at50557         -            974   1.4e-08   31.9   0.3   2   4   9.1e-07   3.9e-05   20.5   0.0    14    96   193   279   187   286 0.82 -
55830at50557_103372_0:000f54|STRG.13807.1:284-1669|+   -            462 10915at50557         -            974   1.4e-08   31.9   0.3   3   4      0.06       2.6    4.5   0.0    34    93   257   316   256   325 0.89 -
55830at50557_103372_0:000f54|STRG.13807.1:284-1669|+   -            462 10915at50557         -            974   1.4e-08   31.9   0.3   4   4       1.7        75   -0.3   0.0    11    33   413   435   405   437 0.78 -
40115at50557_121225_0:000dac|STRG.2366.1:749-1819|+    -            357 10915at50557         -            974   2.2e-08   31.2   0.0   1   3     0.012       0.5    6.9   0.0    94   205     1   120     1   134 0.68 -
40115at50557_121225_0:000dac|STRG.2366.1:749-1819|+    -            357 10915at50557         -            974   2.2e-08   31.2   0.0   2   3   1.5e-05   0.00065   16.4   0.0     4    80   207   284   142   285 0.88 -
40115at50557_121225_0:000dac|STRG.2366.1:749-1819|+    -            357 10915at50557         -            974   2.2e-08   31.2   0.0   3   3   9.7e-07   4.2e-05   20.4   0.0     4    92   207   295   204   314 0.88 -
40115at50557_121225_0:000dac|STRG.2366.2:696-1766|+    -            357 10915at50557         -            974   2.2e-08   31.2   0.0   1   3     0.012       0.5    6.9   0.0    94   205     1   120     1   134 0.68 -
40115at50557_121225_0:000dac|STRG.2366.2:696-1766|+    -            357 10915at50557         -            974   2.2e-08   31.2   0.0   2   3   1.5e-05   0.00065   16.4   0.0     4    80   207   284   142   285 0.88 -
40115at50557_121225_0:000dac|STRG.2366.2:696-1766|+    -            357 10915at50557         -            974   2.2e-08   31.2   0.0   3   3   9.7e-07   4.2e-05   20.4   0.0     4    92   207   295   204   314 0.88 -
40115at50557_121225_0:000dac|STRG.2366.4:1296-2366|+   -            357 10915at50557         -            974   2.2e-08   31.2   0.0   1   3     0.012       0.5    6.9   0.0    94   205     1   120     1   134 0.68 -
40115at50557_121225_0:000dac|STRG.2366.4:1296-2366|+   -            357 10915at50557         -            974   2.2e-08   31.2   0.0   2   3   1.5e-05   0.00065   16.4   0.0     4    80   207   284   142   285 0.88 -
40115at50557_121225_0:000dac|STRG.2366.4:1296-2366|+   -            357 10915at50557         -            974   2.2e-08   31.2   0.0   3   3   9.7e-07   4.2e-05   20.4   0.0     4    92   207   295   204   314 0.88 -
40115at50557_116153_0:000cbb|STRG.8802.1:180-1076|+    -            299 10915at50557         -            974   5.1e-08   30.0   0.0   1   3    0.0046       0.2    8.2   0.0    52   116     1    72     1    80 0.83 -
40115at50557_116153_0:000cbb|STRG.8802.1:180-1076|+    -            299 10915at50557         -            974   5.1e-08   30.0   0.0   2   3   1.8e-05   0.00078   16.2   0.0    12   109    89   193    83   198 0.87 -
40115at50557_116153_0:000cbb|STRG.8802.1:180-1076|+    -            299 10915at50557         -            974   5.1e-08   30.0   0.0   3   3      0.29        12    2.3   0.0    47    80   266   299   222   299 0.78 -
80377at50557_77166_0:002f29|STRG.10610.1:593-1507|+    -            305 10915at50557         -            974   5.9e-08   29.8   0.3   1   3      0.18       7.9    2.9   0.0    49    83    18    52    12    62 0.89 -
80377at50557_77166_0:002f29|STRG.10610.1:593-1507|+    -            305 10915at50557         -            974   5.9e-08   29.8   0.3   2   3   0.00021     0.009   12.7   0.0    15   147    69   206    62   224 0.72 -
80377at50557_77166_0:002f29|STRG.10610.1:593-1507|+    -            305 10915at50557         -            974   5.9e-08   29.8   0.3   3   3   0.00065     0.028   11.0   0.0    60   111   244   297   236   304 0.79 -
78072at50557_123851_0:000487|STRG.5543.1:156-1043|+    -            296 10915at50557         -            974   6.4e-08   29.7   0.0   1   2     0.013      0.55    6.7   0.0    44    81     9    45     3    53 0.86 -
78072at50557_123851_0:000487|STRG.5543.1:156-1043|+    -            296 10915at50557         -            974   6.4e-08   29.7   0.0   2   2   9.3e-07     4e-05   20.4   0.0    45   148    66   181    60   200 0.76 -
78072at50557_123851_0:000487|STRG.5543.2:445-1332|+    -            296 10915at50557         -            974   6.4e-08   29.7   0.0   1   2     0.013      0.55    6.7   0.0    44    81     9    45     3    53 0.86 -
78072at50557_123851_0:000487|STRG.5543.2:445-1332|+    -            296 10915at50557         -            974   6.4e-08   29.7   0.0   2   2   9.3e-07     4e-05   20.4   0.0    45   148    66   181    60   200 0.76 -
80377at50557_39758_0:001a6c|STRG.989.1:599-1360|+      -            254 10915at50557         -            974   6.5e-08   29.7   0.7   1   2   3.4e-06   0.00015   18.6   0.0    15    82    63   131    54   141 0.87 -
80377at50557_39758_0:001a6c|STRG.989.1:599-1360|+      -            254 10915at50557         -            974   6.5e-08   29.7   0.7   2   2    0.0012      0.05   10.2   0.2    53   150   143   243   129   251 0.82 -
80377at50557_39758_0:001a6c|STRG.989.2:1048-1809|+     -            254 10915at50557         -            974   6.5e-08   29.7   0.7   1   2   3.4e-06   0.00015   18.6   0.0    15    82    63   131    54   141 0.87 -
80377at50557_39758_0:001a6c|STRG.989.2:1048-1809|+     -            254 10915at50557         -            974   6.5e-08   29.7   0.7   2   2    0.0012      0.05   10.2   0.2    53   150   143   243   129   251 0.82 -
80377at50557_39758_0:001a6c|STRG.989.3:931-1692|+      -            254 10915at50557         -            974   6.5e-08   29.7   0.7   1   2   3.4e-06   0.00015   18.6   0.0    15    82    63   131    54   141 0.87 -
80377at50557_39758_0:001a6c|STRG.989.3:931-1692|+      -            254 10915at50557         -            974   6.5e-08   29.7   0.7   2   2    0.0012      0.05   10.2   0.2    53   150   143   243   129   251 0.82 -
80377at50557_39758_0:001a6c|STRG.989.4:856-1617|+      -            254 10915at50557         -            974   6.5e-08   29.7   0.7   1   2   3.4e-06   0.00015   18.6   0.0    15    82    63   131    54   141 0.87 -
80377at50557_39758_0:001a6c|STRG.989.4:856-1617|+      -            254 10915at50557         -            974   6.5e-08   29.7   0.7   2   2    0.0012      0.05   10.2   0.2    53   150   143   243   129   251 0.82 -
80377at50557_39758_0:001a6c|STRG.989.5:823-1584|+      -            254 10915at50557         -            974   6.5e-08   29.7   0.7   1   2   3.4e-06   0.00015   18.6   0.0    15    82    63   131    54   141 0.87 -
80377at50557_39758_0:001a6c|STRG.989.5:823-1584|+      -            254 10915at50557         -            974   6.5e-08   29.7   0.7   2   2    0.0012      0.05   10.2   0.2    53   150   143   243   129   251 0.82 -
80377at50557_116153_0:0002e6|STRG.955.2:2834-3547|+    -            238 10915at50557         -            974   7.2e-08   29.5   0.3   1   2   4.2e-06   0.00018   18.3   0.0    15    82    48   116    41   126 0.87 -
80377at50557_116153_0:0002e6|STRG.955.2:2834-3547|+    -            238 10915at50557         -            974   7.2e-08   29.5   0.3   2   2    0.0013     0.054   10.1   0.1    53   150   128   228   114   236 0.82 -
80377at50557_7237_0:001b62|STRG.12687.1:731-1588|+     -            286 10915at50557         -            974   8.8e-08   29.2   0.0   1   2   2.6e-06   0.00011   18.9   0.0    19   113     3   100     1   151 0.83 -
80377at50557_7237_0:001b62|STRG.12687.1:731-1588|+     -            286 10915at50557         -            974   8.8e-08   29.2   0.0   2   2    0.0091      0.39    7.2   0.0     8    56   217   268   210   274 0.77 -
71739at50557_66420_0:0008cd|STRG.17936.1:657-1238|+    -            194 10915at50557         -            974   8.9e-08   29.2   0.0   1   2   8.5e-09   3.7e-07   27.2   0.0    51   157     1   114     1   143 0.82 -
71739at50557_66420_0:0008cd|STRG.17936.1:657-1238|+    -            194 10915at50557         -            974   8.9e-08   29.2   0.0   2   2      0.77        33    0.8   0.0    47   103   125   184   112   189 0.57 -
71739at50557_66420_0:0008cd|STRG.17936.2:729-1310|+    -            194 10915at50557         -            974   8.9e-08   29.2   0.0   1   2   8.5e-09   3.7e-07   27.2   0.0    51   157     1   114     1   143 0.82 -
71739at50557_66420_0:0008cd|STRG.17936.2:729-1310|+    -            194 10915at50557         -            974   8.9e-08   29.2   0.0   2   2      0.77        33    0.8   0.0    47   103   125   184   112   189 0.57 -
