#                                                                                                               --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                           accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                   ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
83902at50557_13686_0:0017a1|STRG.4680.1:0-851|+         -            284 83902at50557         -            211  6.9e-106  351.1  11.0   1   1  3.8e-107  2.9e-105  349.1  11.0     1   211    15   256    15   256 0.93 -
109776at50557_29053_0:002e6b|STRG.3094.1:297-887|+      -            197 83902at50557         -            211   5.5e-17   60.6   5.0   2   2   1.7e-05    0.0013   17.0   0.3   138   184   146   191   145   195 0.89 -
109776at50557_29053_0:002e6b|STRG.3094.2:297-887|+      -            197 83902at50557         -            211   5.5e-17   60.6   5.0   1   2   3.3e-14   2.5e-12   45.5   0.8    79   184    41   146    27   149 0.90 -
109776at50557_29053_0:002e6b|STRG.3094.2:297-887|+      -            197 83902at50557         -            211   5.5e-17   60.6   5.0   2   2   1.7e-05    0.0013   17.0   0.3   138   184   146   191   145   195 0.89 -
109776at50557_29053_0:002e6b|STRG.3094.3:297-887|+      -            197 83902at50557         -            211   5.5e-17   60.6   5.0   1   2   3.3e-14   2.5e-12   45.5   0.8    79   184    41   146    27   149 0.90 -
109776at50557_29053_0:002e6b|STRG.3094.3:297-887|+      -            197 83902at50557         -            211   5.5e-17   60.6   5.0   2   2   1.7e-05    0.0013   17.0   0.3   138   184   146   191   145   195 0.89 -
25718at50557_197043_0:00510d|STRG.16873.1:222-1487|+    -            422 83902at50557         -            211   1.9e-16   58.9  34.5   1   6     0.013         1    7.5   0.4   138   178    24    65     4    69 0.74 -
25718at50557_197043_0:00510d|STRG.16873.1:222-1487|+    -            422 83902at50557         -            211   1.9e-16   58.9  34.5   2   6   3.3e-05    0.0026   16.0   1.4    32    71    70   110    64   127 0.83 -
25718at50557_197043_0:00510d|STRG.16873.1:222-1487|+    -            422 83902at50557         -            211   1.9e-16   58.9  34.5   3   6    0.0055      0.42    8.8   2.1    33    84   119   171   113   173 0.84 -
25718at50557_197043_0:00510d|STRG.16873.1:222-1487|+    -            422 83902at50557         -            211   1.9e-16   58.9  34.5   4   6   2.8e-07   2.1e-05   22.8   8.7    31   141   141   260   131   279 0.79 -
25718at50557_197043_0:00510d|STRG.16873.1:222-1487|+    -            422 83902at50557         -            211   1.9e-16   58.9  34.5   5   6   6.8e-05    0.0052   15.0   0.2    24    71   276   325   259   331 0.72 -
25718at50557_197043_0:00510d|STRG.16873.1:222-1487|+    -            422 83902at50557         -            211   1.9e-16   58.9  34.5   6   6   0.00036     0.028   12.6   0.6    34    82   338   391   329   396 0.78 -
109776at50557_456900_0:0015c4|STRG.4460.1:0-713|+       -            238 83902at50557         -            211     3e-16   58.3   6.8   1   3   6.1e-08   4.6e-06   25.0   0.0   126   185    21    84     3    88 0.79 -
109776at50557_456900_0:0015c4|STRG.4460.1:0-713|+       -            238 83902at50557         -            211     3e-16   58.3   6.8   2   3   1.4e-07   1.1e-05   23.7   0.4    38    85    89   136    83   137 0.91 -
109776at50557_456900_0:0015c4|STRG.4460.1:0-713|+       -            238 83902at50557         -            211     3e-16   58.3   6.8   3   3     6e-05    0.0046   15.2   0.5    34    85   131   181   127   235 0.73 -
7376at50557_38123_0:000ed3|STRG.6879.1:193-1290|+       -            366 83902at50557         -            211     3e-16   58.2   8.8   1   5      0.15        11    4.1   0.0    34    72    31    70    15    78 0.82 -
7376at50557_38123_0:000ed3|STRG.6879.1:193-1290|+       -            366 83902at50557         -            211     3e-16   58.2   8.8   2   5    0.0046      0.35    9.0   0.2    35    73    80   119    75   128 0.81 -
7376at50557_38123_0:000ed3|STRG.6879.1:193-1290|+       -            366 83902at50557         -            211     3e-16   58.2   8.8   3   5   6.3e-09   4.8e-07   28.2   0.0    82   136   112   167   112   193 0.81 -
7376at50557_38123_0:000ed3|STRG.6879.1:193-1290|+       -            366 83902at50557         -            211     3e-16   58.2   8.8   4   5   5.1e-05    0.0039   15.4   0.1    82   174   184   282   169   286 0.76 -
7376at50557_38123_0:000ed3|STRG.6879.1:193-1290|+       -            366 83902at50557         -            211     3e-16   58.2   8.8   5   5     0.011      0.86    7.8   0.2    94   175   269   356   259   362 0.69 -
8280at50557_74869_0:001375|STRG.949.1:384-1628|+        -            415 83902at50557         -            211   5.4e-16   57.4  16.1   1   6     0.013         1    7.5   0.0   139   190    21    71     4    85 0.79 -
8280at50557_74869_0:001375|STRG.949.1:384-1628|+        -            415 83902at50557         -            211   5.4e-16   57.4  16.1   2   6    0.0005     0.038   12.2   0.8    83   181    32   133    25   137 0.84 -
8280at50557_74869_0:001375|STRG.949.1:384-1628|+        -            415 83902at50557         -            211   5.4e-16   57.4  16.1   3   6   3.1e-05    0.0024   16.1   0.1   134   178   133   177   130   184 0.91 -
8280at50557_74869_0:001375|STRG.949.1:384-1628|+        -            415 83902at50557         -            211   5.4e-16   57.4  16.1   4   6    0.0026       0.2    9.8   0.7    97   134   186   223   182   226 0.92 -
8280at50557_74869_0:001375|STRG.949.1:384-1628|+        -            415 83902at50557         -            211   5.4e-16   57.4  16.1   5   6     0.025       1.9    6.6   0.0    35    71   242   279   234   290 0.84 -
8280at50557_74869_0:001375|STRG.949.1:384-1628|+        -            415 83902at50557         -            211   5.4e-16   57.4  16.1   6   6   3.5e-06   0.00027   19.2   0.0    30   112   321   414   296   415 0.76 -
109776at50557_69004_0:002548|STRG.10819.1:147-647|+     -            167 83902at50557         -            211   1.3e-15   56.2   5.0   1   1   1.2e-16   9.5e-15   53.4   5.1    38   183     1   155     1   162 0.88 -
8280at50557_43041_0:001bfd|STRG.3310.1:479-1828|-       -            450 83902at50557         -            211   1.2e-14   53.0  24.1   1   4   4.2e-07   3.2e-05   22.2   2.4    89   181    40   138     2   158 0.79 -
8280at50557_43041_0:001bfd|STRG.3310.1:479-1828|-       -            450 83902at50557         -            211   1.2e-14   53.0  24.1   2   4   7.6e-07   5.8e-05   21.4   0.6    29   111   165   258   151   263 0.79 -
8280at50557_43041_0:001bfd|STRG.3310.1:479-1828|-       -            450 83902at50557         -            211   1.2e-14   53.0  24.1   3   4   2.9e-05    0.0022   16.2   0.7    95   180   266   358   262   391 0.73 -
8280at50557_43041_0:001bfd|STRG.3310.1:479-1828|-       -            450 83902at50557         -            211   1.2e-14   53.0  24.1   4   4     0.031       2.4    6.3   1.2    33    71   391   431   385   447 0.77 -
8280at50557_7160_0:00112a|STRG.5577.1:1342-2520|+       -            393 83902at50557         -            211   3.6e-14   51.5  12.8   1   3   9.3e-08   7.1e-06   24.4   0.2    91   179    19   112     7   117 0.86 -
8280at50557_7160_0:00112a|STRG.5577.1:1342-2520|+       -            393 83902at50557         -            211   3.6e-14   51.5  12.8   2   3    0.0012     0.092   10.9   0.0   139   181    95   138    89   140 0.84 -
8280at50557_7160_0:00112a|STRG.5577.1:1342-2520|+       -            393 83902at50557         -            211   3.6e-14   51.5  12.8   3   3   2.7e-09   2.1e-07   29.4   7.5    36   186   122   287   117   302 0.76 -
8280at50557_7160_0:00112a|STRG.5577.2:312-1490|+        -            393 83902at50557         -            211   3.6e-14   51.5  12.8   1   3   9.3e-08   7.1e-06   24.4   0.2    91   179    19   112     7   117 0.86 -
8280at50557_7160_0:00112a|STRG.5577.2:312-1490|+        -            393 83902at50557         -            211   3.6e-14   51.5  12.8   2   3    0.0012     0.092   10.9   0.0   139   181    95   138    89   140 0.84 -
8280at50557_7160_0:00112a|STRG.5577.2:312-1490|+        -            393 83902at50557         -            211   3.6e-14   51.5  12.8   3   3   2.7e-09   2.1e-07   29.4   7.5    36   186   122   287   117   302 0.76 -
25718at50557_136037_0:000614|STRG.11039.1:1296-3854|+   -            853 83902at50557         -            211   1.9e-13   49.1  44.1   1   5   1.3e-07     1e-05   23.8   3.5    32   179    53   218    41   230 0.76 -
25718at50557_136037_0:000614|STRG.11039.1:1296-3854|+   -            853 83902at50557         -            211   1.9e-13   49.1  44.1   2   5   2.1e-06   0.00016   19.9   7.4    34   147   252   375   246   389 0.79 -
25718at50557_136037_0:000614|STRG.11039.1:1296-3854|+   -            853 83902at50557         -            211   1.9e-13   49.1  44.1   3   5     0.036       2.8    6.1   5.5    55   204   401   557   375   565 0.67 -
25718at50557_136037_0:000614|STRG.11039.1:1296-3854|+   -            853 83902at50557         -            211   1.9e-13   49.1  44.1   4   5   9.1e-05     0.007   14.6   0.3   123   177   711   770   697   776 0.82 -
25718at50557_136037_0:000614|STRG.11039.1:1296-3854|+   -            853 83902at50557         -            211   1.9e-13   49.1  44.1   5   5      0.61        46    2.1   0.5   118   152   778   816   772   837 0.65 -
25718at50557_136037_0:000614|STRG.11039.2:333-2891|+    -            853 83902at50557         -            211   1.9e-13   49.1  44.1   1   5   1.3e-07     1e-05   23.8   3.5    32   179    53   218    41   230 0.76 -
25718at50557_136037_0:000614|STRG.11039.2:333-2891|+    -            853 83902at50557         -            211   1.9e-13   49.1  44.1   2   5   2.1e-06   0.00016   19.9   7.4    34   147   252   375   246   389 0.79 -
25718at50557_136037_0:000614|STRG.11039.2:333-2891|+    -            853 83902at50557         -            211   1.9e-13   49.1  44.1   3   5     0.036       2.8    6.1   5.5    55   204   401   557   375   565 0.67 -
25718at50557_136037_0:000614|STRG.11039.2:333-2891|+    -            853 83902at50557         -            211   1.9e-13   49.1  44.1   4   5   9.1e-05     0.007   14.6   0.3   123   177   711   770   697   776 0.82 -
25718at50557_136037_0:000614|STRG.11039.2:333-2891|+    -            853 83902at50557         -            211   1.9e-13   49.1  44.1   5   5      0.61        46    2.1   0.5   118   152   778   816   772   837 0.65 -
109776at50557_83485_0:00245b|STRG.275.1:22-1053|+       -            344 83902at50557         -            211     3e-13   48.5  15.6   1   4      0.11       8.6    4.5   0.2    55   113    57   118    53   126 0.80 -
109776at50557_83485_0:00245b|STRG.275.1:22-1053|+       -            344 83902at50557         -            211     3e-13   48.5  15.6   2   4   4.7e-08   3.6e-06   25.3   0.3    95   176   121   208   115   211 0.82 -
109776at50557_83485_0:00245b|STRG.275.1:22-1053|+       -            344 83902at50557         -            211     3e-13   48.5  15.6   3   4   3.5e-08   2.7e-06   25.7   2.4    88   176   187   280   178   284 0.85 -
109776at50557_83485_0:00245b|STRG.275.1:22-1053|+       -            344 83902at50557         -            211     3e-13   48.5  15.6   4   4   0.00035     0.027   12.7   0.3    91   135   286   330   282   341 0.89 -
109776at50557_83485_0:00245b|STRG.276.1:41-1072|-       -            344 83902at50557         -            211     3e-13   48.5  15.6   1   4      0.11       8.6    4.5   0.2    55   113    57   118    53   126 0.80 -
109776at50557_83485_0:00245b|STRG.276.1:41-1072|-       -            344 83902at50557         -            211     3e-13   48.5  15.6   2   4   4.7e-08   3.6e-06   25.3   0.3    95   176   121   208   115   211 0.82 -
109776at50557_83485_0:00245b|STRG.276.1:41-1072|-       -            344 83902at50557         -            211     3e-13   48.5  15.6   3   4   3.5e-08   2.7e-06   25.7   2.4    88   176   187   280   178   284 0.85 -
109776at50557_83485_0:00245b|STRG.276.1:41-1072|-       -            344 83902at50557         -            211     3e-13   48.5  15.6   4   4   0.00035     0.027   12.7   0.3    91   135   286   330   282   341 0.89 -
8280at50557_1155016_0:002e71|STRG.10488.1:388-1362|+    -            325 83902at50557         -            211     3e-12   45.2  15.4   1   5     0.062       4.7    5.3   0.1    37    85    19    72     9    75 0.68 -
8280at50557_1155016_0:002e71|STRG.10488.1:388-1362|+    -            325 83902at50557         -            211     3e-12   45.2  15.4   2   5   2.1e-09   1.6e-07   29.7   0.5    35   132    68   175    65   181 0.85 -
8280at50557_1155016_0:002e71|STRG.10488.1:388-1362|+    -            325 83902at50557         -            211     3e-12   45.2  15.4   3   5       3.5   2.7e+02   -0.4   0.0    33    68   186   222   179   229 0.71 -
8280at50557_1155016_0:002e71|STRG.10488.1:388-1362|+    -            325 83902at50557         -            211     3e-12   45.2  15.4   4   5   0.00018     0.014   13.6   0.3    27    71   227   272   210   280 0.82 -
8280at50557_1155016_0:002e71|STRG.10488.1:388-1362|+    -            325 83902at50557         -            211     3e-12   45.2  15.4   5   5     0.059       4.5    5.4   0.6    37    72   285   321   277   324 0.72 -
83902at50557_104452_0:00349d|STRG.7338.2:183-458|+      -             92 83902at50557         -            211   3.6e-12   44.9   0.6   1   1   5.3e-14     4e-12   44.8   0.6    88   172     2    90     1    92 0.92 -
7376at50557_1507135_0:001a56|STRG.4903.1:644-3112|+     -            823 83902at50557         -            211   3.6e-12   44.9   2.3   1   4     0.089       6.8    4.8   0.0   107   136   106   135    27   156 0.74 -
7376at50557_1507135_0:001a56|STRG.4903.1:644-3112|+     -            823 83902at50557         -            211   3.6e-12   44.9   2.3   2   4    0.0019      0.14   10.3   0.0    88   172   275   365   252   369 0.80 -
7376at50557_1507135_0:001a56|STRG.4903.1:644-3112|+     -            823 83902at50557         -            211   3.6e-12   44.9   2.3   3   4   3.3e-06   0.00025   19.3   0.1    18    85   512   585   502   597 0.81 -
7376at50557_1507135_0:001a56|STRG.4903.1:644-3112|+     -            823 83902at50557         -            211   3.6e-12   44.9   2.3   4   4     0.026         2    6.6   0.0   109   136   775   802   719   823 0.53 -
7376at50557_1507135_0:001a56|STRG.4903.2:336-2804|+     -            823 83902at50557         -            211   3.6e-12   44.9   2.3   1   4     0.089       6.8    4.8   0.0   107   136   106   135    27   156 0.74 -
7376at50557_1507135_0:001a56|STRG.4903.2:336-2804|+     -            823 83902at50557         -            211   3.6e-12   44.9   2.3   2   4    0.0019      0.14   10.3   0.0    88   172   275   365   252   369 0.80 -
7376at50557_1507135_0:001a56|STRG.4903.2:336-2804|+     -            823 83902at50557         -            211   3.6e-12   44.9   2.3   3   4   3.3e-06   0.00025   19.3   0.1    18    85   512   585   502   597 0.81 -
7376at50557_1507135_0:001a56|STRG.4903.2:336-2804|+     -            823 83902at50557         -            211   3.6e-12   44.9   2.3   4   4     0.026         2    6.6   0.0   109   136   775   802   719   823 0.53 -
109776at50557_378494_0:004f86|STRG.14138.2:1350-1703|+  -            118 83902at50557         -            211   5.9e-12   44.2   1.2   1   1   7.3e-09   5.6e-07   28.0   0.0   132   185    16    69     3    81 0.84 -
109776at50557_378494_0:004f86|STRG.14138.4:1160-1513|+  -            118 83902at50557         -            211   5.9e-12   44.2   1.2   1   1   7.3e-09   5.6e-07   28.0   0.0   132   185    16    69     3    81 0.84 -
25718at50557_13249_0:001bb5|STRG.18485.2:3-1163|+       -            387 83902at50557         -            211   6.4e-12   44.1   8.9   1   3   8.3e-10   6.3e-08   31.1   0.3    32   185    10   174     2   194 0.77 -
25718at50557_13249_0:001bb5|STRG.18485.2:3-1163|+       -            387 83902at50557         -            211   6.4e-12   44.1   8.9   2   3   0.00026      0.02   13.1   2.3    91   178   197   286   187   296 0.82 -
25718at50557_13249_0:001bb5|STRG.18485.2:3-1163|+       -            387 83902at50557         -            211   6.4e-12   44.1   8.9   3   3      0.89        68    1.5   0.0    91   129   349   387   326   387 0.80 -
25718at50557_108931_0:000584|STRG.16595.1:0-1292|+      -            431 83902at50557         -            211   9.4e-12   43.6  17.4   1   3    0.0021      0.16   10.1   3.1    32   172    21   173     3   180 0.71 -
25718at50557_108931_0:000584|STRG.16595.1:0-1292|+      -            431 83902at50557         -            211   9.4e-12   43.6  17.4   2   3   8.4e-05    0.0064   14.7   0.9    69   178   186   305   135   305 0.65 -
25718at50557_108931_0:000584|STRG.16595.1:0-1292|+      -            431 83902at50557         -            211   9.4e-12   43.6  17.4   3   3   8.3e-10   6.3e-08   31.1   3.5    41   179   276   426   262   428 0.81 -
8280at50557_74869_0:001375|STRG.6419.1:51-1124|+        -            358 83902at50557         -            211   1.3e-11   43.2  18.0   1   3    0.0016      0.12   10.5   0.6    35    71   107   144    94   148 0.89 -
8280at50557_74869_0:001375|STRG.6419.1:51-1124|+        -            358 83902at50557         -            211   1.3e-11   43.2  18.0   2   3   7.9e-12   6.1e-10   37.7   4.5    36   180   156   318   145   321 0.81 -
8280at50557_74869_0:001375|STRG.6419.1:51-1124|+        -            358 83902at50557         -            211   1.3e-11   43.2  18.0   3   3      0.27        21    3.2   0.1    34    65   326   358   324   358 0.84 -
83902at50557_69004_0:0010e0|STRG.14763.1:275-685|+      -            137 83902at50557         -            211   2.6e-11   42.1   4.3   1   2   1.9e-08   1.5e-06   26.6   0.2   123   184    35   101     8   103 0.71 -
83902at50557_69004_0:0010e0|STRG.14763.1:275-685|+      -            137 83902at50557         -            211   2.6e-11   42.1   4.3   2   2   1.2e-05   0.00088   17.5   0.8    32    67   101   136    99   137 0.80 -
83902at50557_69004_0:0010e0|STRG.14763.2:275-685|+      -            137 83902at50557         -            211   2.6e-11   42.1   4.3   1   2   1.9e-08   1.5e-06   26.6   0.2   123   184    35   101     8   103 0.71 -
83902at50557_69004_0:0010e0|STRG.14763.2:275-685|+      -            137 83902at50557         -            211   2.6e-11   42.1   4.3   2   2   1.2e-05   0.00088   17.5   0.8    32    67   101   136    99   137 0.80 -
83902at50557_69004_0:0010e0|STRG.14763.3:275-685|+      -            137 83902at50557         -            211   2.6e-11   42.1   4.3   1   2   1.9e-08   1.5e-06   26.6   0.2   123   184    35   101     8   103 0.71 -
83902at50557_69004_0:0010e0|STRG.14763.3:275-685|+      -            137 83902at50557         -            211   2.6e-11   42.1   4.3   2   2   1.2e-05   0.00088   17.5   0.8    32    67   101   136    99   137 0.80 -
83902at50557_69004_0:0010e0|STRG.14763.4:275-685|+      -            137 83902at50557         -            211   2.6e-11   42.1   4.3   1   2   1.9e-08   1.5e-06   26.6   0.2   123   184    35   101     8   103 0.71 -
83902at50557_69004_0:0010e0|STRG.14763.4:275-685|+      -            137 83902at50557         -            211   2.6e-11   42.1   4.3   2   2   1.2e-05   0.00088   17.5   0.8    32    67   101   136    99   137 0.80 -
83902at50557_7260_0:0016c5|STRG.12391.2:1212-1739|+     -            176 83902at50557         -            211   3.2e-11   41.8   9.8   1   1   6.5e-06    0.0005   18.3   0.4   131   176    25    70    11    75 0.77 -
83902at50557_7260_0:0016c5|STRG.12391.3:423-950|+       -            176 83902at50557         -            211   3.2e-11   41.8   9.8   1   1   6.5e-06    0.0005   18.3   0.4   131   176    25    70    11    75 0.77 -
83902at50557_7217_0:000c07|STRG.12938.1:1-540|+         -            180 83902at50557         -            211   3.4e-11   41.8   6.1   1   3   2.7e-06   0.00021   19.6   0.4   140   179     1    41     1    46 0.78 -
83902at50557_7217_0:000c07|STRG.12938.1:1-540|+         -            180 83902at50557         -            211   3.4e-11   41.8   6.1   2   3   1.6e-07   1.3e-05   23.6   0.5    88   178    40   136    39   145 0.84 -
83902at50557_7217_0:000c07|STRG.12938.1:1-540|+         -            180 83902at50557         -            211   3.4e-11   41.8   6.1   3   3    0.0048      0.36    9.0   0.4    82   156   106   161    96   179 0.46 -
25718at50557_13249_0:001bb5|STRG.7337.1:429-1634|+      -            402 83902at50557         -            211   3.5e-11   41.7  26.7   1   4   3.7e-06   0.00028   19.1   0.9    37    85     3    50     1    54 0.93 -
25718at50557_13249_0:001bb5|STRG.7337.1:429-1634|+      -            402 83902at50557         -            211   3.5e-11   41.7  26.7   2   4       1.1        84    1.2   0.2    29   104    86   168    74   189 0.61 -
25718at50557_13249_0:001bb5|STRG.7337.1:429-1634|+      -            402 83902at50557         -            211   3.5e-11   41.7  26.7   3   4     0.014         1    7.5   3.5    87   176   196   291   160   296 0.60 -
25718at50557_13249_0:001bb5|STRG.7337.1:429-1634|+      -            402 83902at50557         -            211   3.5e-11   41.7  26.7   4   4   4.4e-08   3.4e-06   25.4   3.6    34   118   298   390   294   402 0.56 -
25718at50557_13249_0:001bb5|STRG.7337.2:429-1634|+      -            402 83902at50557         -            211   3.5e-11   41.7  26.7   1   4   3.7e-06   0.00028   19.1   0.9    37    85     3    50     1    54 0.93 -
25718at50557_13249_0:001bb5|STRG.7337.2:429-1634|+      -            402 83902at50557         -            211   3.5e-11   41.7  26.7   2   4       1.1        84    1.2   0.2    29   104    86   168    74   189 0.61 -
25718at50557_13249_0:001bb5|STRG.7337.2:429-1634|+      -            402 83902at50557         -            211   3.5e-11   41.7  26.7   3   4     0.014         1    7.5   3.5    87   176   196   291   160   296 0.60 -
25718at50557_13249_0:001bb5|STRG.7337.2:429-1634|+      -            402 83902at50557         -            211   3.5e-11   41.7  26.7   4   4   4.4e-08   3.4e-06   25.4   3.6    34   118   298   390   294   402 0.56 -
83902at50557_7217_0:000c07|STRG.12938.2:1-480|+         -            160 83902at50557         -            211   6.7e-11   40.8   6.1   1   1   2.5e-11   1.9e-09   36.0   4.5    57   178     1   136     1   141 0.83 -
8280at50557_378494_0:004440|STRG.16594.1:103-918|+      -            272 83902at50557         -            211   8.1e-11   40.5  13.8   1   4     0.024       1.8    6.7   0.0    38    69     2    34     1    38 0.86 -
8280at50557_378494_0:004440|STRG.16594.1:103-918|+      -            272 83902at50557         -            211   8.1e-11   40.5  13.8   2   4   5.3e-07   4.1e-05   21.9   0.4    91   182    41   137    33   141 0.84 -
8280at50557_378494_0:004440|STRG.16594.1:103-918|+      -            272 83902at50557         -            211   8.1e-11   40.5  13.8   3   4   1.1e-07   8.3e-06   24.1   1.6    39   135   123   228   118   229 0.67 -
8280at50557_378494_0:004440|STRG.16594.1:103-918|+      -            272 83902at50557         -            211   8.1e-11   40.5  13.8   4   4    0.0017      0.13   10.4   0.8    51   129   191   270   184   272 0.83 -
25718at50557_38123_0:002c3f|STRG.8360.1:780-1712|+      -            311 83902at50557         -            211   2.3e-10   39.0  12.6   1   3     0.028       2.2    6.4   0.7   105   177    12    89     1    95 0.76 -
25718at50557_38123_0:002c3f|STRG.8360.1:780-1712|+      -            311 83902at50557         -            211   2.3e-10   39.0  12.6   2   3    0.0041      0.31    9.2   0.0    91   128    94   131    89   136 0.93 -
25718at50557_38123_0:002c3f|STRG.8360.1:780-1712|+      -            311 83902at50557         -            211   2.3e-10   39.0  12.6   3   3   4.4e-09   3.3e-07   28.7   3.6    44   184   135   291   132   305 0.70 -
25718at50557_38123_0:002c3f|STRG.8360.2:965-1897|+      -            311 83902at50557         -            211   2.3e-10   39.0  12.6   1   3     0.028       2.2    6.4   0.7   105   177    12    89     1    95 0.76 -
25718at50557_38123_0:002c3f|STRG.8360.2:965-1897|+      -            311 83902at50557         -            211   2.3e-10   39.0  12.6   2   3    0.0041      0.31    9.2   0.0    91   128    94   131    89   136 0.93 -
25718at50557_38123_0:002c3f|STRG.8360.2:965-1897|+      -            311 83902at50557         -            211   2.3e-10   39.0  12.6   3   3   4.4e-09   3.3e-07   28.7   3.6    44   184   135   291   132   305 0.70 -
8280at50557_28612_0:005400|STRG.6436.1:281-856|+        -            192 83902at50557         -            211   6.6e-10   37.5   7.9   1   3     0.023       1.8    6.7   0.1    82   126     1    46     1    47 0.89 -
8280at50557_28612_0:005400|STRG.6436.1:281-856|+        -            192 83902at50557         -            211   6.6e-10   37.5   7.9   2   3   3.4e-09   2.6e-07   29.1   1.1    91   181    35   129    32   139 0.85 -
8280at50557_28612_0:005400|STRG.6436.1:281-856|+        -            192 83902at50557         -            211   6.6e-10   37.5   7.9   3   3    0.0016      0.12   10.5   0.4    94   145   133   188   127   192 0.70 -
8280at50557_7395_0:001be3|STRG.1578.2:845-1228|+        -            128 83902at50557         -            211   4.9e-09   34.7   0.3   1   2   2.7e-05    0.0021   16.3   0.0   100   153     1    58     1    62 0.87 -
8280at50557_7395_0:001be3|STRG.1578.2:845-1228|+        -            128 83902at50557         -            211   4.9e-09   34.7   0.3   2   2   9.3e-06   0.00071   17.8   0.1    83   137    55   110    54   116 0.89 -
109776at50557_1155016_0:00292d|STRG.15602.1:1106-1627|+ -            174 83902at50557         -            211   2.6e-08   32.3   8.6   1   1   1.5e-09   1.1e-07   30.2   8.6    38   179     5   159     1   172 0.81 -
25718at50557_38123_0:002c3f|STRG.12289.1:273-1058|+     -            262 83902at50557         -            211   3.7e-08   31.8   9.7   1   3     0.094       7.1    4.7   0.1   120   157    12    50     5    68 0.83 -
25718at50557_38123_0:002c3f|STRG.12289.1:273-1058|+     -            262 83902at50557         -            211   3.7e-08   31.8   9.7   2   3     0.064       4.9    5.3   0.2    97   135    89   127    57   137 0.66 -
25718at50557_38123_0:002c3f|STRG.12289.1:273-1058|+     -            262 83902at50557         -            211   3.7e-08   31.8   9.7   3   3   2.9e-08   2.2e-06   26.0   1.6    32   135   132   245   124   257 0.75 -
8280at50557_43041_0:001bfd|STRG.7342.1:987-2372|+       -            462 83902at50557         -            211     4e-08   31.7  19.8   1   3    0.0039       0.3    9.3   2.8    38   176    65   218    37   222 0.67 -
8280at50557_43041_0:001bfd|STRG.7342.1:987-2372|+       -            462 83902at50557         -            211     4e-08   31.7  19.8   2   3   1.7e-05    0.0013   16.9   3.6    35   150   162   287   158   302 0.82 -
8280at50557_43041_0:001bfd|STRG.7342.1:987-2372|+       -            462 83902at50557         -            211     4e-08   31.7  19.8   3   3     2e-06   0.00016   20.0   1.8    32   133   328   439   323   449 0.78 -
8280at50557_43041_0:001bfd|STRG.7342.2:698-2083|+       -            462 83902at50557         -            211     4e-08   31.7  19.8   1   3    0.0039       0.3    9.3   2.8    38   176    65   218    37   222 0.67 -
8280at50557_43041_0:001bfd|STRG.7342.2:698-2083|+       -            462 83902at50557         -            211     4e-08   31.7  19.8   2   3   1.7e-05    0.0013   16.9   3.6    35   150   162   287   158   302 0.82 -
8280at50557_43041_0:001bfd|STRG.7342.2:698-2083|+       -            462 83902at50557         -            211     4e-08   31.7  19.8   3   3     2e-06   0.00016   20.0   1.8    32   133   328   439   323   449 0.78 -
8280at50557_43041_0:001bfd|STRG.7342.3:626-2011|+       -            462 83902at50557         -            211     4e-08   31.7  19.8   1   3    0.0039       0.3    9.3   2.8    38   176    65   218    37   222 0.67 -
8280at50557_43041_0:001bfd|STRG.7342.3:626-2011|+       -            462 83902at50557         -            211     4e-08   31.7  19.8   2   3   1.7e-05    0.0013   16.9   3.6    35   150   162   287   158   302 0.82 -
8280at50557_43041_0:001bfd|STRG.7342.3:626-2011|+       -            462 83902at50557         -            211     4e-08   31.7  19.8   3   3     2e-06   0.00016   20.0   1.8    32   133   328   439   323   449 0.78 -
54603at50557_1155016_0:0007f6|STRG.9313.2:481-954|+     -            158 83902at50557         -            211   4.9e-08   31.4   3.2   1   1   1.1e-09   8.3e-08   30.7   2.5    26   131    12   128     1   134 0.80 -
109776at50557_168631_0:000c9d|STRG.12044.1:54-362|+     -            103 83902at50557         -            211   1.4e-07   29.9   2.5   1   2       0.5        38    2.4   0.1   150   179     7    37     1    43 0.63 -
109776at50557_168631_0:000c9d|STRG.12044.1:54-362|+     -            103 83902at50557         -            211   1.4e-07   29.9   2.5   2   2   1.3e-08   9.6e-07   27.2   0.4    32    84    42    94    38    97 0.86 -
8280at50557_168631_0:00267d|STRG.16572.1:1878-2255|+    -            126 83902at50557         -            211   1.9e-07   29.5   1.5   1   2       0.7        53    1.9   0.1   105   134     1    30     1    33 0.83 -
8280at50557_168631_0:00267d|STRG.16572.1:1878-2255|+    -            126 83902at50557         -            211   1.9e-07   29.5   1.5   2   2   1.3e-08     1e-06   27.1   0.2    91   176    35   121    28   125 0.78 -
8280at50557_168631_0:00267d|STRG.16572.2:237-614|+      -            126 83902at50557         -            211   1.9e-07   29.5   1.5   1   2       0.7        53    1.9   0.1   105   134     1    30     1    33 0.83 -
8280at50557_168631_0:00267d|STRG.16572.2:237-614|+      -            126 83902at50557         -            211   1.9e-07   29.5   1.5   2   2   1.3e-08     1e-06   27.1   0.2    91   176    35   121    28   125 0.78 -
