#                                                                                                              --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                          accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                  ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
31374at50557_103372_0:0017b9|STRG.5061.1:0-1955|+      -            652 31374at50557         -            569  1.9e-289  959.7  17.0   1   1  1.1e-289  3.3e-288  955.5  17.0     1   569     4   647     4   647 0.93 -
71739at50557_30019_0:000544|STRG.17058.1:21-878|+      -            286 31374at50557         -            569   2.2e-28   97.7   0.5   3   3   9.1e-09   2.7e-07   28.1   0.0   350   415   221   286   219   286 0.95 -
57752at50557_69319_0:000ee5|STRG.11571.1:79-882|+      -            268 31374at50557         -            569   2.3e-28   97.7   7.0   1   3   0.00015    0.0045   14.2   0.1   414   472    13    71     5    74 0.88 -
57752at50557_69319_0:000ee5|STRG.11571.1:79-882|+      -            268 31374at50557         -            569   2.3e-28   97.7   7.0   2   3   2.8e-22   8.3e-21   72.7   2.6   343   474    68   203    63   205 0.91 -
57752at50557_69319_0:000ee5|STRG.11571.1:79-882|+      -            268 31374at50557         -            569   2.3e-28   97.7   7.0   3   3   5.6e-06   0.00017   18.9   0.0   341   375   196   230   190   237 0.87 -
80377at50557_77166_0:002f29|STRG.17350.1:651-1520|+    -            290 31374at50557         -            569   4.4e-28   96.8   6.0   1   3   0.00024    0.0072   13.5   0.0   387   420     1    33     1    38 0.88 -
80377at50557_77166_0:002f29|STRG.17350.1:651-1520|+    -            290 31374at50557         -            569   4.4e-28   96.8   6.0   2   3   1.2e-12   3.5e-11   41.0   0.3   340   461    40   161    32   171 0.92 -
80377at50557_77166_0:002f29|STRG.17350.1:651-1520|+    -            290 31374at50557         -            569   4.4e-28   96.8   6.0   3   3   5.5e-14   1.6e-12   45.4   0.2   346   458   171   287   159   289 0.91 -
78072at50557_7070_0:002a52|STRG.22048.1:429-1271|+     -            281 31374at50557         -            569     6e-28   96.3   8.8   1   4   7.1e-05    0.0021   15.3   0.3   393   476     2    84     1    86 0.94 -
78072at50557_7070_0:002a52|STRG.22048.1:429-1271|+     -            281 31374at50557         -            569     6e-28   96.3   8.8   2   4   6.1e-21   1.8e-19   68.3   1.3   343   476    36   170    31   171 0.94 -
78072at50557_7070_0:002a52|STRG.22048.1:429-1271|+     -            281 31374at50557         -            569     6e-28   96.3   8.8   3   4     1e-09     3e-08   31.3   0.1   371   464   149   244   149   249 0.90 -
78072at50557_7070_0:002a52|STRG.22048.1:429-1271|+     -            281 31374at50557         -            569     6e-28   96.3   8.8   4   4    0.0094      0.28    8.3   0.2   387   416   252   281   248   281 0.90 -
78072at50557_315563_0:002315|STRG.8652.1:17-490|+      -            158 31374at50557         -            569   7.2e-28   96.0   0.9   1   2     2e-15   5.8e-14   50.1   0.1   345   442     1    99     1   100 0.95 -
78072at50557_315563_0:002315|STRG.8652.1:17-490|+      -            158 31374at50557         -            569   7.2e-28   96.0   0.9   2   2   9.9e-16   2.9e-14   51.1   0.1   383   458    82   157    77   158 0.79 -
14512at50557_56086_0:000590|STRG.9671.1:731-1198|+     -            156 31374at50557         -            569   5.9e-25   86.4   0.1   1   2   0.00024    0.0071   13.5   0.0   437   472     7    42     5    44 0.94 -
14512at50557_56086_0:000590|STRG.9671.1:731-1198|+     -            156 31374at50557         -            569   5.9e-25   86.4   0.1   2   2   1.4e-23     4e-22   77.1   0.1   343   459    39   156    36   156 0.96 -
14512at50557_56086_0:000590|STRG.9671.2:531-998|+      -            156 31374at50557         -            569   5.9e-25   86.4   0.1   1   2   0.00024    0.0071   13.5   0.0   437   472     7    42     5    44 0.94 -
14512at50557_56086_0:000590|STRG.9671.2:531-998|+      -            156 31374at50557         -            569   5.9e-25   86.4   0.1   2   2   1.4e-23     4e-22   77.1   0.1   343   459    39   156    36   156 0.96 -
76755at50557_64793_0:0021c2|STRG.20869.1:0-959|+       -            320 31374at50557         -            569   1.4e-24   85.2   5.0   1   3    0.0023     0.067   10.3   0.1   402   462    12    71     3    75 0.87 -
76755at50557_64793_0:0021c2|STRG.20869.1:0-959|+       -            320 31374at50557         -            569   1.4e-24   85.2   5.0   2   3   2.7e-09   7.9e-08   29.9   0.0   382   469    77   165    74   201 0.87 -
76755at50557_64793_0:0021c2|STRG.20869.1:0-959|+       -            320 31374at50557         -            569   1.4e-24   85.2   5.0   3   3   3.9e-14   1.1e-12   45.9   0.6   341   440   213   313   207   317 0.89 -
43121at50557_103372_0:001d6c|STRG.22490.1:761-2358|+   -            510 31374at50557         -            569     3e-24   84.1   2.3   1   3   3.1e-05   0.00091   16.5   0.0   425   464   208   247   198   255 0.89 -
43121at50557_103372_0:001d6c|STRG.22490.1:761-2358|+   -            510 31374at50557         -            569     3e-24   84.1   2.3   2   3   0.00074     0.022   11.9   0.0   502   534   262   294   251   304 0.84 -
43121at50557_103372_0:001d6c|STRG.22490.1:761-2358|+   -            510 31374at50557         -            569     3e-24   84.1   2.3   3   3   1.9e-15   5.6e-14   50.2   1.0   346   531   306   508   294   509 0.80 -
43553at50557_103372_0:0013d1|STRG.16625.2:2-1177|+     -            392 31374at50557         -            569   3.2e-24   84.0   4.3   1   3   1.8e-14   5.4e-13   46.9   0.1   385   461    81   158    72   183 0.93 -
43553at50557_103372_0:0013d1|STRG.16625.2:2-1177|+     -            392 31374at50557         -            569   3.2e-24   84.0   4.3   2   3    0.0006     0.018   12.2   0.0   422   478   201   257   198   262 0.93 -
43553at50557_103372_0:0013d1|STRG.16625.2:2-1177|+     -            392 31374at50557         -            569   3.2e-24   84.0   4.3   3   3   1.7e-09   5.1e-08   30.5   1.2   342   461   247   365   245   385 0.77 -
43553at50557_103372_0:0013d1|STRG.16625.1:0-1127|+     -            376 31374at50557         -            569   3.2e-24   84.0   5.1   1   3   1.7e-14     5e-13   47.0   0.1   385   461    39   116    30   141 0.93 -
43553at50557_103372_0:0013d1|STRG.16625.1:0-1127|+     -            376 31374at50557         -            569   3.2e-24   84.0   5.1   2   3   0.00056     0.017   12.3   0.0   422   478   159   215   156   220 0.93 -
43553at50557_103372_0:0013d1|STRG.16625.1:0-1127|+     -            376 31374at50557         -            569   3.2e-24   84.0   5.1   3   3   3.4e-10   9.9e-09   32.9   1.2   341   468   204   330   192   365 0.76 -
43121at50557_103372_0:001d6c|STRG.22490.2:0-1529|+     -            510 31374at50557         -            569   3.6e-24   83.8   2.2   1   3     3e-05   0.00088   16.5   0.0   425   464   208   247   197   255 0.89 -
43121at50557_103372_0:001d6c|STRG.22490.2:0-1529|+     -            510 31374at50557         -            569   3.6e-24   83.8   2.2   2   3   0.00082     0.024   11.8   0.0   502   534   262   294   251   301 0.85 -
43121at50557_103372_0:001d6c|STRG.22490.2:0-1529|+     -            510 31374at50557         -            569   3.6e-24   83.8   2.2   3   3   1.6e-15   4.9e-14   50.4   0.9   346   531   306   508   294   509 0.80 -
80377at50557_38123_0:002ff9|STRG.11460.1:102-1643|+    -            514 31374at50557         -            569   4.1e-24   83.7   5.8   1   3   1.4e-06   4.2e-05   20.9   0.1   371   462    13   104     4   108 0.73 -
80377at50557_38123_0:002ff9|STRG.11460.1:102-1643|+    -            514 31374at50557         -            569   4.1e-24   83.7   5.8   2   3   9.2e-12   2.7e-10   38.0   0.0   340   417   108   185   104   194 0.95 -
80377at50557_38123_0:002ff9|STRG.11460.1:102-1643|+    -            514 31374at50557         -            569   4.1e-24   83.7   5.8   3   3   6.2e-08   1.8e-06   25.4   0.0   427   535   363   479   347   505 0.82 -
40115at50557_2015173_0:000ce2|STRG.14884.1:18-776|+    -            253 31374at50557         -            569   8.7e-24   82.6   4.9   1   3   2.5e-07   7.6e-06   23.3   0.1   404   477    24   106     4   112 0.75 -
40115at50557_2015173_0:000ce2|STRG.14884.1:18-776|+    -            253 31374at50557         -            569   8.7e-24   82.6   4.9   2   3   2.2e-06   6.5e-05   20.3   1.1   386   472    99   184    95   188 0.82 -
40115at50557_2015173_0:000ce2|STRG.14884.1:18-776|+    -            253 31374at50557         -            569   8.7e-24   82.6   4.9   3   3   6.7e-14     2e-12   45.1   0.1   340   416   178   253   172   253 0.91 -
71739at50557_103372_0:00145d|STRG.16633.2:104-1069|+   -            322 31374at50557         -            569   3.2e-23   80.7   0.0   1   3   4.4e-13   1.3e-11   42.4   0.1   385   502     6   123     4   155 0.90 -
71739at50557_103372_0:00145d|STRG.16633.2:104-1069|+   -            322 31374at50557         -            569   3.2e-23   80.7   0.0   2   3   4.6e-08   1.4e-06   25.8   0.0   360   425   160   225   137   231 0.89 -
71739at50557_103372_0:00145d|STRG.16633.2:104-1069|+   -            322 31374at50557         -            569   3.2e-23   80.7   0.0   3   3    0.0058      0.17    9.0   0.0   338   373   277   312   274   317 0.82 -
71739at50557_103372_0:00145d|STRG.16633.1:0-965|+      -            322 31374at50557         -            569   4.3e-23   80.3   0.0   1   3   5.5e-13   1.6e-11   42.0   0.1   386   502     3   119     1   151 0.90 -
71739at50557_103372_0:00145d|STRG.16633.1:0-965|+      -            322 31374at50557         -            569   4.3e-23   80.3   0.0   2   3   4.8e-08   1.4e-06   25.7   0.0   360   426   156   222   142   230 0.90 -
71739at50557_103372_0:00145d|STRG.16633.1:0-965|+      -            322 31374at50557         -            569   4.3e-23   80.3   0.0   3   3    0.0058      0.17    9.0   0.0   338   373   273   308   270   313 0.82 -
80377at50557_133901_0:00057f|STRG.18791.2:57-986|+     -            310 31374at50557         -            569   6.2e-23   79.8   6.0   1   4   0.00019    0.0056   13.9   0.2   355   407     2    54     1    86 0.54 -
80377at50557_133901_0:00057f|STRG.18791.2:57-986|+     -            310 31374at50557         -            569   6.2e-23   79.8   6.0   2   4     0.015      0.43    7.6   0.4   345   375    34    64    30   134 0.91 -
80377at50557_133901_0:00057f|STRG.18791.2:57-986|+     -            310 31374at50557         -            569   6.2e-23   79.8   6.0   3   4   6.2e-15   1.8e-13   48.5   1.1   362   461   116   228   108   234 0.79 -
80377at50557_133901_0:00057f|STRG.18791.2:57-986|+     -            310 31374at50557         -            569   6.2e-23   79.8   6.0   4   4   1.9e-05   0.00057   17.1   0.0   340   376   274   309   255   310 0.87 -
22030at50557_286306_0:001c8f|STRG.12469.5:229-2510|+   -            695 31374at50557         -            569   9.5e-23   79.1  11.3   1   3   2.1e-10   6.1e-09   33.6   2.7   386   532    15   183    13   192 0.62 -
22030at50557_286306_0:001c8f|STRG.12469.5:229-2510|+   -            695 31374at50557         -            569   9.5e-23   79.1  11.3   2   3   2.2e-11   6.5e-10   36.8   0.2   336   474   144   282   138   288 0.92 -
22030at50557_286306_0:001c8f|STRG.12469.5:229-2510|+   -            695 31374at50557         -            569   9.5e-23   79.1  11.3   3   3     2e-09   6.1e-08   30.3   0.1   340   412   190   262   184   316 0.81 -
22030at50557_286306_0:001c8f|STRG.12469.4:229-2435|+   -            704 31374at50557         -            569   1.7e-22   78.3  12.0   1   3   2.3e-10   6.9e-09   33.4   2.8   386   532    15   183    13   189 0.61 -
22030at50557_286306_0:001c8f|STRG.12469.4:229-2435|+   -            704 31374at50557         -            569   1.7e-22   78.3  12.0   2   3   2.1e-11   6.3e-10   36.8   0.2   336   474   144   282   136   288 0.92 -
22030at50557_286306_0:001c8f|STRG.12469.4:229-2435|+   -            704 31374at50557         -            569   1.7e-22   78.3  12.0   3   3   2.2e-09   6.4e-08   30.2   0.1   340   412   190   262   185   316 0.81 -
40115at50557_123851_0:00295a|STRG.18638.1:136-1104|+   -            323 31374at50557         -            569   2.4e-22   77.8   5.1   1   5       0.3       8.8    3.3   0.0   434   459    14    39     6    53 0.68 -
40115at50557_123851_0:00295a|STRG.18638.1:136-1104|+   -            323 31374at50557         -            569   2.4e-22   77.8   5.1   2   5   6.1e-05    0.0018   15.5   0.0   501   541    63   103    53   118 0.70 -
40115at50557_123851_0:00295a|STRG.18638.1:136-1104|+   -            323 31374at50557         -            569   2.4e-22   77.8   5.1   3   5       3.3        98   -0.1   0.0   501   534   110   148    95   155 0.66 -
40115at50557_123851_0:00295a|STRG.18638.1:136-1104|+   -            323 31374at50557         -            569   2.4e-22   77.8   5.1   4   5   8.4e-06   0.00025   18.3   0.2   341   384   154   196   133   208 0.84 -
40115at50557_123851_0:00295a|STRG.18638.1:136-1104|+   -            323 31374at50557         -            569   2.4e-22   77.8   5.1   5   5   1.7e-11   5.2e-10   37.1   0.2   349   458   210   323   202   323 0.89 -
40115at50557_123851_0:00295a|STRG.18638.2:1782-2750|+  -            323 31374at50557         -            569   2.4e-22   77.8   5.1   1   5       0.3       8.8    3.3   0.0   434   459    14    39     6    53 0.68 -
40115at50557_123851_0:00295a|STRG.18638.2:1782-2750|+  -            323 31374at50557         -            569   2.4e-22   77.8   5.1   2   5   6.1e-05    0.0018   15.5   0.0   501   541    63   103    53   118 0.70 -
40115at50557_123851_0:00295a|STRG.18638.2:1782-2750|+  -            323 31374at50557         -            569   2.4e-22   77.8   5.1   3   5       3.3        98   -0.1   0.0   501   534   110   148    95   155 0.66 -
40115at50557_123851_0:00295a|STRG.18638.2:1782-2750|+  -            323 31374at50557         -            569   2.4e-22   77.8   5.1   4   5   8.4e-06   0.00025   18.3   0.2   341   384   154   196   133   208 0.84 -
40115at50557_123851_0:00295a|STRG.18638.2:1782-2750|+  -            323 31374at50557         -            569   2.4e-22   77.8   5.1   5   5   1.7e-11   5.2e-10   37.1   0.2   349   458   210   323   202   323 0.89 -
22030at50557_286306_0:001c8f|STRG.12469.2:229-2436|+   -            724 31374at50557         -            569   2.7e-22   77.6  11.9   1   3   3.3e-10   9.7e-09   32.9   2.8   387   532    16   183    15   189 0.59 -
22030at50557_286306_0:001c8f|STRG.12469.2:229-2436|+   -            724 31374at50557         -            569   2.7e-22   77.6  11.9   2   3   2.2e-11   6.6e-10   36.7   0.2   336   474   144   282   136   288 0.92 -
22030at50557_286306_0:001c8f|STRG.12469.2:229-2436|+   -            724 31374at50557         -            569   2.7e-22   77.6  11.9   3   3   2.3e-09   6.9e-08   30.1   0.1   340   412   190   262   186   316 0.81 -
56099at50557_34720_0:001a91|STRG.22631.1:0-1331|+      -            444 31374at50557         -            569   5.5e-22   76.6   1.6   1   3   2.6e-09   7.6e-08   29.9   0.1   343   449    62   173    56   192 0.77 -
56099at50557_34720_0:001a91|STRG.22631.1:0-1331|+      -            444 31374at50557         -            569   5.5e-22   76.6   1.6   2   3      0.23       6.8    3.7   0.0   404   461   169   226   160   241 0.68 -
56099at50557_34720_0:001a91|STRG.22631.1:0-1331|+      -            444 31374at50557         -            569   5.5e-22   76.6   1.6   3   3   6.3e-13   1.9e-11   41.9   0.1   352   472   242   365   239   375 0.87 -
80377at50557_166361_0:002fc1|STRG.22106.1:434-1147|+   -            238 31374at50557         -            569   7.2e-22   76.2   0.9   1   3    0.0087      0.26    8.4   0.0   503   535     4    36     1    46 0.87 -
80377at50557_166361_0:002fc1|STRG.22106.1:434-1147|+   -            238 31374at50557         -            569   7.2e-22   76.2   0.9   2   3   8.4e-06   0.00025   18.3   0.0   423   465    57    99    50   109 0.67 -
80377at50557_166361_0:002fc1|STRG.22106.1:434-1147|+   -            238 31374at50557         -            569   7.2e-22   76.2   0.9   3   3   5.4e-14   1.6e-12   45.4   0.6   348   464   110   231   100   238 0.88 -
12735at50557_34720_0:000d5c|STRG.14437.2:197-3085|+    -            963 31374at50557         -            569   8.6e-22   76.0   4.8   1   3   9.2e-06   0.00027   18.2   0.0   388   417   545   574   535   584 0.93 -
12735at50557_34720_0:000d5c|STRG.14437.2:197-3085|+    -            963 31374at50557         -            569   8.6e-22   76.0   4.8   2   3   7.3e-12   2.2e-10   38.3   1.4   343   452   637   747   632   774 0.55 -
12735at50557_34720_0:000d5c|STRG.14437.2:197-3085|+    -            963 31374at50557         -            569   8.6e-22   76.0   4.8   3   3   6.8e-06    0.0002   18.6   0.0   361   421   790   852   779   887 0.87 -
12735at50557_34720_0:000d5c|STRG.14437.1:197-3208|+    -           1004 31374at50557         -            569   9.3e-22   75.9   4.8   1   3   9.6e-06   0.00028   18.1   0.0   388   417   586   615   576   625 0.93 -
12735at50557_34720_0:000d5c|STRG.14437.1:197-3208|+    -           1004 31374at50557         -            569   9.3e-22   75.9   4.8   2   3   7.8e-12   2.3e-10   38.3   1.4   343   452   678   788   673   815 0.55 -
12735at50557_34720_0:000d5c|STRG.14437.1:197-3208|+    -           1004 31374at50557         -            569   9.3e-22   75.9   4.8   3   3   7.2e-06   0.00021   18.6   0.0   361   421   831   893   820   928 0.87 -
48126at50557_7004_0:00207c|STRG.16576.1:69-2308|+      -            742 31374at50557         -            569   3.2e-21   74.1  17.1   1   5      0.45        13    2.7   0.1   265   303   121   159   117   163 0.93 -
48126at50557_7004_0:00207c|STRG.16576.1:69-2308|+      -            742 31374at50557         -            569   3.2e-21   74.1  17.1   2   5    0.0016     0.047   10.8   0.0   426   461   176   214   167   221 0.74 -
48126at50557_7004_0:00207c|STRG.16576.1:69-2308|+      -            742 31374at50557         -            569   3.2e-21   74.1  17.1   3   5   3.3e-07   9.8e-06   23.0   0.2   341   458   247   381   228   392 0.79 -
48126at50557_7004_0:00207c|STRG.16576.1:69-2308|+      -            742 31374at50557         -            569   3.2e-21   74.1  17.1   4   5     1e-13   3.1e-12   44.4   0.6   338   463   501   637   491   672 0.79 -
48126at50557_7004_0:00207c|STRG.16576.1:69-2308|+      -            742 31374at50557         -            569   3.2e-21   74.1  17.1   5   5       1.5        46    1.0   0.0   318   374   682   738   678   742 0.71 -
48126at50557_7004_0:00207c|STRG.16576.2:9-2306|+       -            766 31374at50557         -            569   3.8e-21   73.9  12.7   1   4    0.0016     0.049   10.8   0.0   426   461   200   238   191   245 0.74 -
48126at50557_7004_0:00207c|STRG.16576.2:9-2306|+       -            766 31374at50557         -            569   3.8e-21   73.9  12.7   2   4   3.5e-07     1e-05   22.9   0.2   341   458   271   405   252   416 0.79 -
48126at50557_7004_0:00207c|STRG.16576.2:9-2306|+       -            766 31374at50557         -            569   3.8e-21   73.9  12.7   3   4   1.1e-13   3.3e-12   44.4   0.6   338   463   525   661   515   696 0.79 -
48126at50557_7004_0:00207c|STRG.16576.2:9-2306|+       -            766 31374at50557         -            569   3.8e-21   73.9  12.7   4   4       1.6        47    0.9   0.0   318   374   706   762   702   766 0.71 -
76755at50557_64793_0:0021c2|STRG.20869.2:1272-1952|+   -            227 31374at50557         -            569   3.2e-20   70.8   1.9   1   2   2.6e-07   7.7e-06   23.3   0.0   401   469     3    72     1   108 0.85 -
76755at50557_64793_0:0021c2|STRG.20869.2:1272-1952|+   -            227 31374at50557         -            569   3.2e-20   70.8   1.9   2   2   1.8e-14   5.5e-13   46.9   0.6   341   440   120   220   114   224 0.89 -
77772at50557_103372_0:001ea3|STRG.22449.2:0-944|+      -            315 31374at50557         -            569   6.2e-20   69.9   0.2   1   3   6.3e-05    0.0019   15.4   0.0   422   473    12    63     7    70 0.90 -
77772at50557_103372_0:001ea3|STRG.22449.2:0-944|+      -            315 31374at50557         -            569   6.2e-20   69.9   0.2   2   3   1.3e-06   3.8e-05   21.0   0.0   367   459    85   175    65   187 0.61 -
77772at50557_103372_0:001ea3|STRG.22449.2:0-944|+      -            315 31374at50557         -            569   6.2e-20   69.9   0.2   3   3   2.8e-09   8.4e-08   29.8   0.0   395   484   200   296   186   307 0.84 -
13553at50557_34720_0:0020c1|STRG.13054.1:0-2663|+      -            888 31374at50557         -            569   7.5e-20   69.6   0.1   1   4    0.0015     0.044   10.9   0.0   385   540    95   263    91   268 0.75 -
13553at50557_34720_0:0020c1|STRG.13054.1:0-2663|+      -            888 31374at50557         -            569   7.5e-20   69.6   0.1   2   4   8.9e-07   2.6e-05   21.6   0.0   334   419   257   347   256   355 0.86 -
13553at50557_34720_0:0020c1|STRG.13054.1:0-2663|+      -            888 31374at50557         -            569   7.5e-20   69.6   0.1   3   4     0.032      0.93    6.5   0.0   503   540   477   514   461   525 0.83 -
13553at50557_34720_0:0020c1|STRG.13054.1:0-2663|+      -            888 31374at50557         -            569   7.5e-20   69.6   0.1   4   4     2e-08   5.8e-07   27.0   0.1   320   406   539   623   530   641 0.75 -
80377at50557_568069_0:004eea|STRG.6000.1:60-914|+      -            285 31374at50557         -            569   8.3e-20   69.4   0.5   1   2   2.6e-10   7.8e-09   33.2   0.2   386   463     5    85     3   103 0.89 -
80377at50557_568069_0:004eea|STRG.6000.1:60-914|+      -            285 31374at50557         -            569   8.3e-20   69.4   0.5   2   2   9.7e-11   2.9e-09   34.6   0.0   352   466   140   254   108   267 0.85 -
48053at50557_13249_0:0016bb|STRG.8571.1:698-1672|+     -            325 31374at50557         -            569   1.2e-19   68.9   7.3   1   3   1.4e-16   4.1e-15   53.9   1.0   344   464    67   191    59   194 0.85 -
48053at50557_13249_0:0016bb|STRG.8571.1:698-1672|+     -            325 31374at50557         -            569   1.2e-19   68.9   7.3   2   3   5.2e-07   1.5e-05   22.3   0.2   354   472   162   287   158   295 0.83 -
48053at50557_13249_0:0016bb|STRG.8571.1:698-1672|+     -            325 31374at50557         -            569   1.2e-19   68.9   7.3   3   3      0.51        15    2.5   0.0   510   535   296   321   285   324 0.70 -
48053at50557_13249_0:0016bb|STRG.8571.2:606-1580|+     -            325 31374at50557         -            569   1.2e-19   68.9   7.3   1   3   1.4e-16   4.1e-15   53.9   1.0   344   464    67   191    59   194 0.85 -
48053at50557_13249_0:0016bb|STRG.8571.2:606-1580|+     -            325 31374at50557         -            569   1.2e-19   68.9   7.3   2   3   5.2e-07   1.5e-05   22.3   0.2   354   472   162   287   158   295 0.83 -
48053at50557_13249_0:0016bb|STRG.8571.2:606-1580|+     -            325 31374at50557         -            569   1.2e-19   68.9   7.3   3   3      0.51        15    2.5   0.0   510   535   296   321   285   324 0.70 -
80377at50557_30019_0:0008bb|STRG.1919.1:27-794|+       -            256 31374at50557         -            569   1.4e-19   68.7   3.0   1   2   3.3e-20   9.9e-19   65.9   1.1   347   530     6   198     2   205 0.88 -
80377at50557_30019_0:0008bb|STRG.1919.1:27-794|+       -            256 31374at50557         -            569   1.4e-19   68.7   3.0   2   2     0.096       2.8    4.9   0.1   330   378   196   247   187   256 0.52 -
22030at50557_411798_0:00363d|STRG.12469.1:597-2746|+   -            691 31374at50557         -            569   3.1e-19   67.5   6.0   1   2   2.8e-10   8.3e-09   33.1   2.6   387   532    28   195    27   198 0.58 -
22030at50557_411798_0:00363d|STRG.12469.1:597-2746|+   -            691 31374at50557         -            569   3.1e-19   67.5   6.0   2   2   2.2e-09   6.5e-08   30.2   0.1   340   412   202   274   197   325 0.82 -
22030at50557_286306_0:001c8f|STRG.12469.3:229-2330|+   -            681 31374at50557         -            569   4.8e-19   66.9   6.5   1   3   6.9e-10     2e-08   31.8   1.3   430   542    17   142    11   154 0.58 -
22030at50557_286306_0:001c8f|STRG.12469.3:229-2330|+   -            681 31374at50557         -            569   4.8e-19   66.9   6.5   2   3     0.072       2.1    5.3   0.0   505   532   156   183   148   192 0.85 -
22030at50557_286306_0:001c8f|STRG.12469.3:229-2330|+   -            681 31374at50557         -            569   4.8e-19   66.9   6.5   3   3     2e-09   5.9e-08   30.3   0.1   340   412   190   262   184   316 0.81 -
33043at50557_38123_0:000f44|STRG.11460.1:1515-2288|+   -            258 31374at50557         -            569     9e-19   66.0   1.2   1   2      0.23       6.9    3.7   0.0   280   308    37    65    25    69 0.90 -
33043at50557_38123_0:000f44|STRG.11460.1:1515-2288|+   -            258 31374at50557         -            569     9e-19   66.0   1.2   2   2   8.4e-19   2.5e-17   61.3   0.6   342   461    69   188    62   194 0.96 -
69548at50557_116153_0:002191|STRG.8782.1:477-1175|+    -            233 31374at50557         -            569   1.3e-18   65.5   0.7   1   2   5.3e-19   1.6e-17   61.9   0.2   341   462    59   193    54   208 0.83 -
69548at50557_116153_0:002191|STRG.8782.1:477-1175|+    -            233 31374at50557         -            569   1.3e-18   65.5   0.7   2   2       0.5        15    2.6   0.0   385   416   201   233   196   233 0.65 -
69548at50557_116153_0:002191|STRG.8782.2:504-1202|+    -            233 31374at50557         -            569   1.3e-18   65.5   0.7   1   2   5.3e-19   1.6e-17   61.9   0.2   341   462    59   193    54   208 0.83 -
69548at50557_116153_0:002191|STRG.8782.2:504-1202|+    -            233 31374at50557         -            569   1.3e-18   65.5   0.7   2   2       0.5        15    2.6   0.0   385   416   201   233   196   233 0.65 -
69548at50557_116153_0:002191|STRG.8782.3:648-1346|+    -            233 31374at50557         -            569   1.3e-18   65.5   0.7   1   2   5.3e-19   1.6e-17   61.9   0.2   341   462    59   193    54   208 0.83 -
69548at50557_116153_0:002191|STRG.8782.3:648-1346|+    -            233 31374at50557         -            569   1.3e-18   65.5   0.7   2   2       0.5        15    2.6   0.0   385   416   201   233   196   233 0.65 -
69548at50557_116153_0:002191|STRG.8782.4:1005-1703|+   -            233 31374at50557         -            569   1.3e-18   65.5   0.7   1   2   5.3e-19   1.6e-17   61.9   0.2   341   462    59   193    54   208 0.83 -
69548at50557_116153_0:002191|STRG.8782.4:1005-1703|+   -            233 31374at50557         -            569   1.3e-18   65.5   0.7   2   2       0.5        15    2.6   0.0   385   416   201   233   196   233 0.65 -
69548at50557_116153_0:002191|STRG.8782.5:555-1253|+    -            233 31374at50557         -            569   1.3e-18   65.5   0.7   1   2   5.3e-19   1.6e-17   61.9   0.2   341   462    59   193    54   208 0.83 -
69548at50557_116153_0:002191|STRG.8782.5:555-1253|+    -            233 31374at50557         -            569   1.3e-18   65.5   0.7   2   2       0.5        15    2.6   0.0   385   416   201   233   196   233 0.65 -
37700at50557_34720_0:0020a5|STRG.18914.2:1-1689|+      -            563 31374at50557         -            569   1.9e-18   64.9   2.7   1   3   3.3e-05   0.00097   16.4   0.1   340   416   249   336   224   342 0.71 -
37700at50557_34720_0:0020a5|STRG.18914.2:1-1689|+      -            563 31374at50557         -            569   1.9e-18   64.9   2.7   2   3     0.013      0.38    7.8   0.1   341   378   356   391   347   399 0.84 -
37700at50557_34720_0:0020a5|STRG.18914.2:1-1689|+      -            563 31374at50557         -            569   1.9e-18   64.9   2.7   3   3   1.1e-11   3.2e-10   37.8   0.0   350   455   450   559   432   562 0.88 -
37700at50557_34720_0:0020a5|STRG.18914.1:1-1692|+      -            564 31374at50557         -            569   1.9e-18   64.9   2.7   1   3   3.3e-05   0.00097   16.4   0.1   340   416   250   337   225   343 0.71 -
37700at50557_34720_0:0020a5|STRG.18914.1:1-1692|+      -            564 31374at50557         -            569   1.9e-18   64.9   2.7   2   3     0.013      0.38    7.8   0.1   341   378   357   392   348   400 0.84 -
37700at50557_34720_0:0020a5|STRG.18914.1:1-1692|+      -            564 31374at50557         -            569   1.9e-18   64.9   2.7   3   3   1.1e-11   3.2e-10   37.8   0.0   350   455   451   560   433   563 0.88 -
58729at50557_103372_0:00194e|STRG.1410.1:158-1806|+    -            524 31374at50557         -            569   2.3e-18   64.7   0.2   1   1   1.6e-19   4.7e-18   63.7   0.2   348   533    81   277    40   288 0.86 -
58729at50557_103372_0:00194e|STRG.1410.2:0-1571|+      -            524 31374at50557         -            569   2.3e-18   64.7   0.2   1   1   1.6e-19   4.7e-18   63.7   0.2   348   533    81   277    40   288 0.86 -
78072at50557_123851_0:000487|STRG.23957.1:180-1043|+   -            288 31374at50557         -            569   3.7e-18   64.0   9.1   1   4     0.082       2.4    5.2   0.0   387   430     8    50     2    53 0.71 -
78072at50557_123851_0:000487|STRG.23957.1:180-1043|+   -            288 31374at50557         -            569   3.7e-18   64.0   9.1   2   4   5.6e-14   1.6e-12   45.3   2.3   375   462    52   140    50   149 0.91 -
