#                                                                                                              --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                          accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                  ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
109776at50557_456900_0:0015c4|STRG.19571.1:0-713|+     -            238 109776at50557        -            209     3e-87  290.2   4.7   1   1     5e-89   4.2e-87  289.7   4.7     1   209     1   234     1   234 0.94 -
25718at50557_13249_0:001bb5|STRG.10255.2:102-1400|+    -            433 109776at50557        -            209     8e-18   63.4  30.8   5   6     1e-05   0.00082   17.6   1.6    19    71   313   373   304   390 0.43 -
25718at50557_13249_0:001bb5|STRG.10255.2:102-1400|+    -            433 109776at50557        -            209     8e-18   63.4  30.8   6   6    0.0069      0.57    8.3   0.2    15    44   383   412   377   432 0.80 -
7376at50557_139723_0:002c9a|STRG.15098.1:30-1910|+     -            627 109776at50557        -            209   1.2e-17   62.8  21.8   1   6   1.9e-10   1.6e-08   33.0   3.9    35   164     1   152     1   152 0.78 -
7376at50557_139723_0:002c9a|STRG.15098.1:30-1910|+     -            627 109776at50557        -            209   1.2e-17   62.8  21.8   2   6   0.00023     0.019   13.1   0.1    84   138   110   166   106   169 0.82 -
7376at50557_139723_0:002c9a|STRG.15098.1:30-1910|+     -            627 109776at50557        -            209   1.2e-17   62.8  21.8   3   6    0.0019      0.16   10.2   0.2    86   137   160   212   157   237 0.74 -
7376at50557_139723_0:002c9a|STRG.15098.1:30-1910|+     -            627 109776at50557        -            209   1.2e-17   62.8  21.8   4   6     0.033       2.7    6.1   0.8   111   164   232   291   208   303 0.52 -
7376at50557_139723_0:002c9a|STRG.15098.1:30-1910|+     -            627 109776at50557        -            209   1.2e-17   62.8  21.8   5   6       4.3   3.5e+02   -0.8   0.0   124   148   427   451   411   464 0.77 -
7376at50557_139723_0:002c9a|STRG.15098.1:30-1910|+     -            627 109776at50557        -            209   1.2e-17   62.8  21.8   6   6   0.00013     0.011   14.0   0.0    85   135   499   551   494   564 0.86 -
83902at50557_54969_0:002595|STRG.5281.1:919-1383|+     -            155 109776at50557        -            209   1.3e-17   62.7   2.4   1   2   6.6e-10   5.5e-08   31.2   0.4    76   132    14    71     4    74 0.89 -
83902at50557_54969_0:002595|STRG.5281.1:919-1383|+     -            155 109776at50557        -            209   1.3e-17   62.7   2.4   2   2   3.5e-10   2.9e-08   32.2   0.1    26    99    69   152    66   155 0.83 -
8280at50557_121225_0:0005bf|STRG.16582.1:72-1877|+     -            602 109776at50557        -            209   6.8e-17   60.3  42.0   1   4   5.5e-07   4.5e-05   21.7  11.2    15   126     3   110     1   178 0.87 -
8280at50557_121225_0:0005bf|STRG.16582.1:72-1877|+     -            602 109776at50557        -            209   6.8e-17   60.3  42.0   2   4   2.4e-06    0.0002   19.6   6.1   100   168   245   311   226   337 0.86 -
8280at50557_121225_0:0005bf|STRG.16582.1:72-1877|+     -            602 109776at50557        -            209   6.8e-17   60.3  42.0   3   4   5.1e-08   4.2e-06   25.1   5.3    18   164   354   519   341   523 0.80 -
8280at50557_121225_0:0005bf|STRG.16582.1:72-1877|+     -            602 109776at50557        -            209   6.8e-17   60.3  42.0   4   4     0.029       2.4    6.3   0.0    29    66   529   570   519   581 0.65 -
7376at50557_67767_0:001053|STRG.17468.1:168-1142|+     -            325 109776at50557        -            209   6.8e-17   60.3  15.3   1   2   1.1e-05   0.00091   17.5   0.6    89   162     2    85     1    89 0.77 -
7376at50557_67767_0:001053|STRG.17468.1:168-1142|+     -            325 109776at50557        -            209   6.8e-17   60.3  15.3   2   2   1.8e-12   1.5e-10   39.6   7.8    25   165    93   264    88   284 0.73 -
8280at50557_116153_0:002979|STRG.16582.2:162-1946|+    -            595 109776at50557        -            209   7.3e-17   60.2  42.1   1   4   4.5e-07   3.8e-05   22.0  10.9    15   126     3   110     1   178 0.87 -
8280at50557_116153_0:002979|STRG.16582.2:162-1946|+    -            595 109776at50557        -            209   7.3e-17   60.2  42.1   2   4   2.9e-06   0.00024   19.3   6.1   100   168   245   311   243   337 0.85 -
8280at50557_116153_0:002979|STRG.16582.2:162-1946|+    -            595 109776at50557        -            209   7.3e-17   60.2  42.1   3   4   1.7e-07   1.4e-05   23.4   7.1    18   164   354   519   317   523 0.82 -
8280at50557_116153_0:002979|STRG.16582.2:162-1946|+    -            595 109776at50557        -            209   7.3e-17   60.2  42.1   4   4     0.031       2.6    6.2   0.0    29    66   529   570   520   580 0.64 -
8280at50557_1155016_0:002e71|STRG.17712.1:148-915|+    -            256 109776at50557        -            209   7.7e-17   60.2   9.3   1   2   4.3e-10   3.5e-08   31.9   2.6    31   128     4   113     2   122 0.80 -
8280at50557_1155016_0:002e71|STRG.17712.1:148-915|+    -            256 109776at50557        -            209   7.7e-17   60.2   9.3   2   2   4.5e-10   3.7e-08   31.8   0.6    21   122   142   252   122   256 0.78 -
8280at50557_7160_0:00112a|STRG.11955.1:2070-3017|+     -            316 109776at50557        -            209   8.1e-17   60.1  16.7   1   3   5.9e-10   4.8e-08   31.4   5.5    32   164     1   151     1   152 0.77 -
8280at50557_7160_0:00112a|STRG.11955.1:2070-3017|+     -            316 109776at50557        -            209   8.1e-17   60.1  16.7   2   3   3.7e-07   3.1e-05   22.3   3.6    26   127   110   210   107   246 0.75 -
8280at50557_7160_0:00112a|STRG.11955.1:2070-3017|+     -            316 109776at50557        -            209   8.1e-17   60.1  16.7   3   3   0.00014     0.012   13.8   0.3    77   127   241   295   229   316 0.73 -
83902at50557_13686_0:0017a1|STRG.8777.1:0-851|+        -            284 109776at50557        -            209   1.1e-16   59.6   9.5   1   3   5.9e-09   4.8e-07   28.2   4.0    35   125    33   136    12   142 0.72 -
83902at50557_13686_0:0017a1|STRG.8777.1:0-851|+        -            284 109776at50557        -            209   1.1e-16   59.6   9.5   2   3   5.1e-09   4.2e-07   28.3   0.1    30    78   147   198   140   199 0.87 -
83902at50557_13686_0:0017a1|STRG.8777.1:0-851|+        -            284 109776at50557        -            209   1.1e-16   59.6   9.5   3   3   3.3e-06   0.00028   19.2   0.3    32    74   172   217   171   223 0.85 -
25718at50557_13249_0:001bb5|STRG.10255.1:428-1627|+    -            400 109776at50557        -            209   1.4e-16   59.4  29.5   1   6   4.1e-07   3.4e-05   22.1   4.3    35    93     1    62     1    94 0.76 -
25718at50557_13249_0:001bb5|STRG.10255.1:428-1627|+    -            400 109776at50557        -            209   1.4e-16   59.4  29.5   2   6     0.028       2.3    6.3   0.2    23    83   105   167    82   191 0.72 -
25718at50557_13249_0:001bb5|STRG.10255.1:428-1627|+    -            400 109776at50557        -            209   1.4e-16   59.4  29.5   3   6   3.1e-05    0.0026   16.0   3.5    20   126   193   266   144   272 0.49 -
25718at50557_13249_0:001bb5|STRG.10255.1:428-1627|+    -            400 109776at50557        -            209   1.4e-16   59.4  29.5   4   6   1.7e-08   1.4e-06   26.6   6.4    20   164   193   332   187   333 0.83 -
25718at50557_13249_0:001bb5|STRG.10255.1:428-1627|+    -            400 109776at50557        -            209   1.4e-16   59.4  29.5   5   6   2.6e-05    0.0022   16.2   1.2    23    66   312   357   307   359 0.85 -
25718at50557_13249_0:001bb5|STRG.10255.1:428-1627|+    -            400 109776at50557        -            209   1.4e-16   59.4  29.5   6   6    0.0063      0.52    8.5   0.2    15    44   350   379   344   399 0.80 -
7376at50557_1507135_0:001a56|STRG.5591.1:699-3095|+    -            799 109776at50557        -            209   3.1e-16   58.2   2.0   1   5    0.0057      0.47    8.6   0.0    15    56    78   120    70   137 0.82 -
7376at50557_1507135_0:001a56|STRG.5591.1:699-3095|+    -            799 109776at50557        -            209   3.1e-16   58.2   2.0   2   5    0.0025      0.21    9.8   0.0    26    81   278   339   272   360 0.77 -
7376at50557_1507135_0:001a56|STRG.5591.1:699-3095|+    -            799 109776at50557        -            209   3.1e-16   58.2   2.0   3   5   3.7e-07     3e-05   22.3   0.8    42   151   452   569   444   575 0.60 -
7376at50557_1507135_0:001a56|STRG.5591.1:699-3095|+    -            799 109776at50557        -            209   3.1e-16   58.2   2.0   4   5     0.013       1.1    7.4   0.0    24    66   548   595   545   602 0.74 -
7376at50557_1507135_0:001a56|STRG.5591.1:699-3095|+    -            799 109776at50557        -            209   3.1e-16   58.2   2.0   5   5    0.0073       0.6    8.2   0.0    78   164   702   798   681   799 0.72 -
8280at50557_168631_0:001eed|STRG.22447.2:491-949|+     -            153 109776at50557        -            209   8.2e-16   56.8  16.9   1   1     5e-17   4.1e-15   54.5  16.9    31   164     2   152     1   153 0.85 -
83902at50557_37344_0:000f03|STRG.5280.1:0-488|+        -            163 109776at50557        -            209   2.6e-14   51.9   2.9   1   2     0.003      0.25    9.5   0.0    88   130     2    45     1    49 0.72 -
83902at50557_37344_0:000f03|STRG.5280.1:0-488|+        -            163 109776at50557        -            209   2.6e-14   51.9   2.9   2   2     4e-13   3.3e-11   41.8   1.4    34   128    53   158    44   163 0.71 -
83902at50557_37344_0:000f03|STRG.5280.2:0-488|+        -            163 109776at50557        -            209   2.6e-14   51.9   2.9   1   2     0.003      0.25    9.5   0.0    88   130     2    45     1    49 0.72 -
83902at50557_37344_0:000f03|STRG.5280.2:0-488|+        -            163 109776at50557        -            209   2.6e-14   51.9   2.9   2   2     4e-13   3.3e-11   41.8   1.4    34   128    53   158    44   163 0.71 -
7376at50557_45779_0:000f73|STRG.12110.1:840-1847|+     -            336 109776at50557        -            209   3.9e-14   51.3  13.1   1   3     1e-07   8.3e-06   24.1   5.3    87   159    45   126     9   129 0.78 -
7376at50557_45779_0:000f73|STRG.12110.1:840-1847|+     -            336 109776at50557        -            209   3.9e-14   51.3  13.1   2   3   2.2e-06   0.00018   19.7   0.1    89   128   118   158   108   188 0.76 -
7376at50557_45779_0:000f73|STRG.12110.1:840-1847|+     -            336 109776at50557        -            209   3.9e-14   51.3  13.1   3   3   0.00036      0.03   12.5   0.3    90   145   195   259   181   283 0.69 -
7376at50557_45779_0:000f73|STRG.12110.2:213-1220|+     -            336 109776at50557        -            209   3.9e-14   51.3  13.1   1   3     1e-07   8.3e-06   24.1   5.3    87   159    45   126     9   129 0.78 -
7376at50557_45779_0:000f73|STRG.12110.2:213-1220|+     -            336 109776at50557        -            209   3.9e-14   51.3  13.1   2   3   2.2e-06   0.00018   19.7   0.1    89   128   118   158   108   188 0.76 -
7376at50557_45779_0:000f73|STRG.12110.2:213-1220|+     -            336 109776at50557        -            209   3.9e-14   51.3  13.1   3   3   0.00036      0.03   12.5   0.3    90   145   195   259   181   283 0.69 -
109776at50557_34740_0:000e9a|STRG.5461.1:63-530|+      -            156 109776at50557        -            209   6.4e-14   50.6   7.0   1   1   9.6e-14     8e-12   43.8   7.0    19   129     2   135     1   156 0.77 -
8280at50557_7160_0:00112a|STRG.4311.1:347-1375|+       -            343 109776at50557        -            209   6.9e-14   50.5  26.2   1   3   8.4e-09   6.9e-07   27.6  16.1    29   161    19   173    10   173 0.74 -
8280at50557_7160_0:00112a|STRG.4311.1:347-1375|+       -            343 109776at50557        -            209   6.9e-14   50.5  26.2   2   3     0.037       3.1    5.9   7.3    84   144   134   203   130   205 0.73 -
8280at50557_7160_0:00112a|STRG.4311.1:347-1375|+       -            343 109776at50557        -            209   6.9e-14   50.5  26.2   3   3   3.3e-06   0.00027   19.2   0.1    23   106   204   302   201   324 0.65 -
109776at50557_83485_0:00245b|STRG.16467.3:19-1029|+    -            337 109776at50557        -            209     1e-13   50.0  12.2   1   3   1.8e-06   0.00015   20.0   2.2    48   144    55   160    43   182 0.78 -
109776at50557_83485_0:00245b|STRG.16467.3:19-1029|+    -            337 109776at50557        -            209     1e-13   50.0  12.2   2   3   7.5e-09   6.2e-07   27.8   2.5    78   164   181   278   158   284 0.76 -
109776at50557_83485_0:00245b|STRG.16467.3:19-1029|+    -            337 109776at50557        -            209     1e-13   50.0  12.2   3   3     0.053       4.4    5.4   0.1   107   127   285   305   280   311 0.88 -
109776at50557_83485_0:00245b|STRG.16468.1:632-1642|-   -            337 109776at50557        -            209     1e-13   50.0  12.2   1   3   1.8e-06   0.00015   20.0   2.2    48   144    55   160    43   182 0.78 -
109776at50557_83485_0:00245b|STRG.16468.1:632-1642|-   -            337 109776at50557        -            209     1e-13   50.0  12.2   2   3   7.5e-09   6.2e-07   27.8   2.5    78   164   181   278   158   284 0.76 -
109776at50557_83485_0:00245b|STRG.16468.1:632-1642|-   -            337 109776at50557        -            209     1e-13   50.0  12.2   3   3     0.053       4.4    5.4   0.1   107   127   285   305   280   311 0.88 -
83902at50557_7222_0:0020fe|STRG.5881.1:1263-1754|+     -            164 109776at50557        -            209   3.8e-13   48.1   9.8   1   1     8e-14   6.6e-12   44.1   9.8    25   137    28   158    21   164 0.78 -
83902at50557_7222_0:0020fe|STRG.5881.2:426-917|+       -            164 109776at50557        -            209   3.8e-13   48.1   9.8   1   1     8e-14   6.6e-12   44.1   9.8    25   137    28   158    21   164 0.78 -
7376at50557_45779_0:000f73|STRG.4927.1:1-879|+         -            293 109776at50557        -            209   1.5e-12   46.1  13.4   1   4    0.0002     0.017   13.3   0.9   103   145    11    60     2    66 0.55 -
7376at50557_45779_0:000f73|STRG.4927.1:1-879|+         -            293 109776at50557        -            209   1.5e-12   46.1  13.4   2   4   5.4e-06   0.00044   18.5   4.8    27   161    64   149    61   150 0.44 -
7376at50557_45779_0:000f73|STRG.4927.1:1-879|+         -            293 109776at50557        -            209   1.5e-12   46.1  13.4   3   4   0.00064     0.053   11.7   0.0   115   163   224   277   221   279 0.76 -
7376at50557_45779_0:000f73|STRG.4927.1:1-879|+         -            293 109776at50557        -            209   1.5e-12   46.1  13.4   4   4     0.039       3.2    5.9   0.0    29    47   264   282   258   292 0.57 -
25718at50557_108931_0:000584|STRG.9013.1:320-1366|+    -            349 109776at50557        -            209   2.1e-12   45.7  22.2   1   3    0.0012     0.095   10.9   8.9    21   163    20   162    16   178 0.72 -
25718at50557_108931_0:000584|STRG.9013.1:320-1366|+    -            349 109776at50557        -            209   2.1e-12   45.7  22.2   2   3     0.015       1.3    7.2   4.5    26   124   124   218    80   222 0.47 -
25718at50557_108931_0:000584|STRG.9013.1:320-1366|+    -            349 109776at50557        -            209   2.1e-12   45.7  22.2   3   3   1.1e-10   8.7e-09   33.9   4.3    19   143   194   338   178   349 0.78 -
7376at50557_56086_0:0026c8|STRG.10420.1:159-896|+      -            246 109776at50557        -            209   5.6e-12   44.3   9.5   1   3   1.9e-07   1.5e-05   23.3   2.7    15   129    14   142     2   145 0.80 -
7376at50557_56086_0:0026c8|STRG.10420.1:159-896|+      -            246 109776at50557        -            209   5.6e-12   44.3   9.5   2   3   6.6e-05    0.0054   14.9   0.1    86   126   121   163   119   167 0.83 -
7376at50557_56086_0:0026c8|STRG.10420.1:159-896|+      -            246 109776at50557        -            209   5.6e-12   44.3   9.5   3   3   8.7e-07   7.2e-05   21.1   0.7    85   164   144   233   143   243 0.69 -
8280at50557_113334_0:00096f|STRG.10252.1:902-2122|+    -            407 109776at50557        -            209   5.6e-12   44.3  23.3   1   7       3.8   3.1e+02   -0.6   0.1   133   164     4    36     1    45 0.58 -
8280at50557_113334_0:00096f|STRG.10252.1:902-2122|+    -            407 109776at50557        -            209   5.6e-12   44.3  23.3   2   7   0.00013      0.01   14.0   3.1    76   163    85   179    41   182 0.62 -
8280at50557_113334_0:00096f|STRG.10252.1:902-2122|+    -            407 109776at50557        -            209   5.6e-12   44.3  23.3   3   7   4.2e-06   0.00035   18.8   4.3    23   124    92   204    89   209 0.76 -
8280at50557_113334_0:00096f|STRG.10252.1:902-2122|+    -            407 109776at50557        -            209   5.6e-12   44.3  23.3   4   7    0.0053      0.44    8.7   0.9    20    47   181   208   175   223 0.77 -
8280at50557_113334_0:00096f|STRG.10252.1:902-2122|+    -            407 109776at50557        -            209   5.6e-12   44.3  23.3   5   7   1.5e-07   1.2e-05   23.6   2.9     8   127   209   332   206   336 0.85 -
8280at50557_113334_0:00096f|STRG.10252.1:902-2122|+    -            407 109776at50557        -            209   5.6e-12   44.3  23.3   6   7      0.49        41    2.3   0.0    27    65   337   379   331   386 0.73 -
8280at50557_113334_0:00096f|STRG.10252.1:902-2122|+    -            407 109776at50557        -            209   5.6e-12   44.3  23.3   7   7      0.83        69    1.5   0.0    21    42   379   400   373   404 0.83 -
8280at50557_113334_0:00096f|STRG.10252.2:893-2113|+    -            407 109776at50557        -            209   5.6e-12   44.3  23.3   1   7       3.8   3.1e+02   -0.6   0.1   133   164     4    36     1    45 0.58 -
8280at50557_113334_0:00096f|STRG.10252.2:893-2113|+    -            407 109776at50557        -            209   5.6e-12   44.3  23.3   2   7   0.00013      0.01   14.0   3.1    76   163    85   179    41   182 0.62 -
8280at50557_113334_0:00096f|STRG.10252.2:893-2113|+    -            407 109776at50557        -            209   5.6e-12   44.3  23.3   3   7   4.2e-06   0.00035   18.8   4.3    23   124    92   204    89   209 0.76 -
8280at50557_113334_0:00096f|STRG.10252.2:893-2113|+    -            407 109776at50557        -            209   5.6e-12   44.3  23.3   4   7    0.0053      0.44    8.7   0.9    20    47   181   208   175   223 0.77 -
8280at50557_113334_0:00096f|STRG.10252.2:893-2113|+    -            407 109776at50557        -            209   5.6e-12   44.3  23.3   5   7   1.5e-07   1.2e-05   23.6   2.9     8   127   209   332   206   336 0.85 -
8280at50557_113334_0:00096f|STRG.10252.2:893-2113|+    -            407 109776at50557        -            209   5.6e-12   44.3  23.3   6   7      0.49        41    2.3   0.0    27    65   337   379   331   386 0.73 -
8280at50557_113334_0:00096f|STRG.10252.2:893-2113|+    -            407 109776at50557        -            209   5.6e-12   44.3  23.3   7   7      0.83        69    1.5   0.0    21    42   379   400   373   404 0.83 -
8280at50557_113334_0:00096f|STRG.10252.4:1157-2377|+   -            407 109776at50557        -            209   5.6e-12   44.3  23.3   1   7       3.8   3.1e+02   -0.6   0.1   133   164     4    36     1    45 0.58 -
8280at50557_113334_0:00096f|STRG.10252.4:1157-2377|+   -            407 109776at50557        -            209   5.6e-12   44.3  23.3   2   7   0.00013      0.01   14.0   3.1    76   163    85   179    41   182 0.62 -
8280at50557_113334_0:00096f|STRG.10252.4:1157-2377|+   -            407 109776at50557        -            209   5.6e-12   44.3  23.3   3   7   4.2e-06   0.00035   18.8   4.3    23   124    92   204    89   209 0.76 -
8280at50557_113334_0:00096f|STRG.10252.4:1157-2377|+   -            407 109776at50557        -            209   5.6e-12   44.3  23.3   4   7    0.0053      0.44    8.7   0.9    20    47   181   208   175   223 0.77 -
8280at50557_113334_0:00096f|STRG.10252.4:1157-2377|+   -            407 109776at50557        -            209   5.6e-12   44.3  23.3   5   7   1.5e-07   1.2e-05   23.6   2.9     8   127   209   332   206   336 0.85 -
8280at50557_113334_0:00096f|STRG.10252.4:1157-2377|+   -            407 109776at50557        -            209   5.6e-12   44.3  23.3   6   7      0.49        41    2.3   0.0    27    65   337   379   331   386 0.73 -
8280at50557_113334_0:00096f|STRG.10252.4:1157-2377|+   -            407 109776at50557        -            209   5.6e-12   44.3  23.3   7   7      0.83        69    1.5   0.0    21    42   379   400   373   404 0.83 -
8280at50557_113334_0:00096f|STRG.10252.5:883-2103|+    -            407 109776at50557        -            209   5.6e-12   44.3  23.3   1   7       3.8   3.1e+02   -0.6   0.1   133   164     4    36     1    45 0.58 -
8280at50557_113334_0:00096f|STRG.10252.5:883-2103|+    -            407 109776at50557        -            209   5.6e-12   44.3  23.3   2   7   0.00013      0.01   14.0   3.1    76   163    85   179    41   182 0.62 -
8280at50557_113334_0:00096f|STRG.10252.5:883-2103|+    -            407 109776at50557        -            209   5.6e-12   44.3  23.3   3   7   4.2e-06   0.00035   18.8   4.3    23   124    92   204    89   209 0.76 -
8280at50557_113334_0:00096f|STRG.10252.5:883-2103|+    -            407 109776at50557        -            209   5.6e-12   44.3  23.3   4   7    0.0053      0.44    8.7   0.9    20    47   181   208   175   223 0.77 -
8280at50557_113334_0:00096f|STRG.10252.5:883-2103|+    -            407 109776at50557        -            209   5.6e-12   44.3  23.3   5   7   1.5e-07   1.2e-05   23.6   2.9     8   127   209   332   206   336 0.85 -
8280at50557_113334_0:00096f|STRG.10252.5:883-2103|+    -            407 109776at50557        -            209   5.6e-12   44.3  23.3   6   7      0.49        41    2.3   0.0    27    65   337   379   331   386 0.73 -
8280at50557_113334_0:00096f|STRG.10252.5:883-2103|+    -            407 109776at50557        -            209   5.6e-12   44.3  23.3   7   7      0.83        69    1.5   0.0    21    42   379   400   373   404 0.83 -
8280at50557_74869_0:001375|STRG.4312.1:344-1906|+      -            521 109776at50557        -            209     6e-12   44.2  33.4   1   6     0.012      0.97    7.6   0.5    34   118    23   119     3   128 0.45 -
8280at50557_74869_0:001375|STRG.4312.1:344-1906|+      -            521 109776at50557        -            209     6e-12   44.2  33.4   2   6     0.001     0.083   11.1   4.9    51   127   113   200    76   245 0.48 -
8280at50557_74869_0:001375|STRG.4312.1:344-1906|+      -            521 109776at50557        -            209     6e-12   44.2  33.4   3   6   0.00035     0.029   12.6   4.6    32   165   162   298   155   305 0.46 -
8280at50557_74869_0:001375|STRG.4312.1:344-1906|+      -            521 109776at50557        -            209     6e-12   44.2  33.4   4   6   0.00017     0.014   13.5   2.9    15   124   218   345   217   353 0.60 -
8280at50557_74869_0:001375|STRG.4312.1:344-1906|+      -            521 109776at50557        -            209     6e-12   44.2  33.4   5   6   1.9e-06   0.00015   20.0   1.1    26   123   305   416   302   421 0.74 -
8280at50557_74869_0:001375|STRG.4312.1:344-1906|+      -            521 109776at50557        -            209     6e-12   44.2  33.4   6   6   2.5e-05    0.0021   16.3   8.6    26   164   352   519   349   520 0.71 -
8280at50557_74869_0:001375|STRG.4312.2:569-2131|+      -            521 109776at50557        -            209     6e-12   44.2  33.4   1   6     0.012      0.97    7.6   0.5    34   118    23   119     3   128 0.45 -
8280at50557_74869_0:001375|STRG.4312.2:569-2131|+      -            521 109776at50557        -            209     6e-12   44.2  33.4   2   6     0.001     0.083   11.1   4.9    51   127   113   200    76   245 0.48 -
8280at50557_74869_0:001375|STRG.4312.2:569-2131|+      -            521 109776at50557        -            209     6e-12   44.2  33.4   3   6   0.00035     0.029   12.6   4.6    32   165   162   298   155   305 0.46 -
8280at50557_74869_0:001375|STRG.4312.2:569-2131|+      -            521 109776at50557        -            209     6e-12   44.2  33.4   4   6   0.00017     0.014   13.5   2.9    15   124   218   345   217   353 0.60 -
8280at50557_74869_0:001375|STRG.4312.2:569-2131|+      -            521 109776at50557        -            209     6e-12   44.2  33.4   5   6   1.9e-06   0.00015   20.0   1.1    26   123   305   416   302   421 0.74 -
8280at50557_74869_0:001375|STRG.4312.2:569-2131|+      -            521 109776at50557        -            209     6e-12   44.2  33.4   6   6   2.5e-05    0.0021   16.3   8.6    26   164   352   519   349   520 0.71 -
8280at50557_74869_0:001375|STRG.4312.3:194-1756|+      -            521 109776at50557        -            209     6e-12   44.2  33.4   1   6     0.012      0.97    7.6   0.5    34   118    23   119     3   128 0.45 -
8280at50557_74869_0:001375|STRG.4312.3:194-1756|+      -            521 109776at50557        -            209     6e-12   44.2  33.4   2   6     0.001     0.083   11.1   4.9    51   127   113   200    76   245 0.48 -
8280at50557_74869_0:001375|STRG.4312.3:194-1756|+      -            521 109776at50557        -            209     6e-12   44.2  33.4   3   6   0.00035     0.029   12.6   4.6    32   165   162   298   155   305 0.46 -
8280at50557_74869_0:001375|STRG.4312.3:194-1756|+      -            521 109776at50557        -            209     6e-12   44.2  33.4   4   6   0.00017     0.014   13.5   2.9    15   124   218   345   217   353 0.60 -
8280at50557_74869_0:001375|STRG.4312.3:194-1756|+      -            521 109776at50557        -            209     6e-12   44.2  33.4   5   6   1.9e-06   0.00015   20.0   1.1    26   123   305   416   302   421 0.74 -
8280at50557_74869_0:001375|STRG.4312.3:194-1756|+      -            521 109776at50557        -            209     6e-12   44.2  33.4   6   6   2.5e-05    0.0021   16.3   8.6    26   164   352   519   349   520 0.71 -
8280at50557_1218281_0:0023d1|STRG.20514.1:608-1336|+   -            243 109776at50557        -            209   1.8e-11   42.6  22.3   1   4     0.013       1.1    7.4   0.1    92   126     5    41     1    47 0.50 -
8280at50557_1218281_0:0023d1|STRG.20514.1:608-1336|+   -            243 109776at50557        -            209   1.8e-11   42.6  22.3   2   4   1.9e-07   1.6e-05   23.2  10.2    24   163    44   180    40   181 0.68 -
8280at50557_1218281_0:0023d1|STRG.20514.1:608-1336|+   -            243 109776at50557        -            209   1.8e-11   42.6  22.3   3   4   4.1e-05    0.0034   15.6   3.1    28    88   166   226   161   229 0.69 -
8280at50557_1218281_0:0023d1|STRG.20514.1:608-1336|+   -            243 109776at50557        -            209   1.8e-11   42.6  22.3   4   4     3e-05    0.0025   16.0   0.8    25    77   185   242   181   243 0.78 -
109776at50557_34740_0:000e9a|STRG.22489.1:148-525|+    -            126 109776at50557        -            209   7.3e-11   40.6   8.6   1   2   6.8e-07   5.6e-05   21.4   0.6    83   129    14    62     3    64 0.80 -
109776at50557_34740_0:000e9a|STRG.22489.1:148-525|+    -            126 109776at50557        -            209   7.3e-11   40.6   8.6   2   2   3.1e-07   2.6e-05   22.5   1.8    23    82    61   122    58   126 0.77 -
109776at50557_168631_0:000c9d|STRG.15610.1:54-362|+    -            103 109776at50557        -            209   1.1e-10   40.0   5.6   1   2   1.7e-07   1.4e-05   23.4   0.8    78   132     8    64     3    65 0.87 -
109776at50557_168631_0:000c9d|STRG.15610.1:54-362|+    -            103 109776at50557        -            209   1.1e-10   40.0   5.6   2   2   7.1e-08   5.8e-06   24.6   0.7    77   124    54   102    53   103 0.91 -
8280at50557_7160_0:00112a|STRG.3047.1:102-1001|+       -            300 109776at50557        -            209   1.5e-10   39.6  21.2   1   2   1.1e-05   0.00094   17.4   7.5    39   165    30   144    15   151 0.48 -
8280at50557_7160_0:00112a|STRG.3047.1:102-1001|+       -            300 109776at50557        -            209   1.5e-10   39.6  21.2   2   2   1.3e-08     1e-06   27.1   5.9    23   129   147   268   144   282 0.70 -
109776at50557_609295_0:0019b5|STRG.5370.2:1632-2123|+  -            164 109776at50557        -            209   2.2e-10   39.1  18.9   1   3   8.5e-05     0.007   14.6   9.2    26    80     4    62     1    84 0.70 -
109776at50557_609295_0:0019b5|STRG.5370.2:1632-2123|+  -            164 109776at50557        -            209   2.2e-10   39.1  18.9   2   3   1.4e-06   0.00012   20.3   9.3    48   128    55   135    48   138 0.73 -
109776at50557_609295_0:0019b5|STRG.5370.2:1632-2123|+  -            164 109776at50557        -            209   2.2e-10   39.1  18.9   3   3      0.32        27    2.9   0.0    26    45   139   158   135   162 0.85 -
83902at50557_54969_0:002595|STRG.12947.1:249-761|+     -            171 109776at50557        -            209   8.4e-10   37.2   1.0   1   1   6.6e-10   5.4e-08   31.3   0.8    24   127    29   147    10   147 0.71 -
8280at50557_38123_0:003113|STRG.10709.1:348-1238|+     -            297 109776at50557        -            209   9.9e-10   36.9   8.8   1   4     0.014       1.1    7.3   0.1    20    44     5    29     2    38 0.85 -
8280at50557_38123_0:003113|STRG.10709.1:348-1238|+     -            297 109776at50557        -            209   9.9e-10   36.9   8.8   2   4   7.3e-08     6e-06   24.6   3.6    23   127    43   164    40   173 0.76 -
8280at50557_38123_0:003113|STRG.10709.1:348-1238|+     -            297 109776at50557        -            209   9.9e-10   36.9   8.8   3   4   3.9e-06   0.00032   19.0   1.7    28    79    99   154    92   198 0.70 -
8280at50557_38123_0:003113|STRG.10709.1:348-1238|+     -            297 109776at50557        -            209   9.9e-10   36.9   8.8   4   4     0.085       7.1    4.8   0.0    30    76   230   257   218   271 0.60 -
