#                                                                                                               --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                           accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                   ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
96662at50557_103372_0:0000f8|STRG.17400.1:0-767|+       -            256 96662at50557         -            445  5.3e-125  416.6   0.2   1   1  1.2e-126    6e-125  416.5   0.2     1   232    21   255    21   256 0.96 -
2648at50557_7536_0:00180e|STRG.17526.2:2-1660|+         -            553 96662at50557         -            445   2.4e-25   88.2   5.9   3   9   0.00035     0.017   12.9   0.0   372   442   139   211   122   214 0.86 -
2648at50557_7536_0:00180e|STRG.17526.2:2-1660|+         -            553 96662at50557         -            445   2.4e-25   88.2   5.9   4   9     0.038       1.9    6.2   0.1   377   441   211   279   208   283 0.79 -
2648at50557_7536_0:00180e|STRG.17526.2:2-1660|+         -            553 96662at50557         -            445   2.4e-25   88.2   5.9   5   9   1.9e-06   9.2e-05   20.3   0.1   386   442   290   348   283   351 0.86 -
2648at50557_7536_0:00180e|STRG.17526.2:2-1660|+         -            553 96662at50557         -            445   2.4e-25   88.2   5.9   6   9   0.00032     0.016   13.0   0.0   356   427   327   397   319   409 0.86 -
2648at50557_7536_0:00180e|STRG.17526.2:2-1660|+         -            553 96662at50557         -            445   2.4e-25   88.2   5.9   7   9      0.02      0.99    7.1   0.0   362   427   365   434   346   453 0.75 -
2648at50557_7536_0:00180e|STRG.17526.2:2-1660|+         -            553 96662at50557         -            445   2.4e-25   88.2   5.9   8   9   2.4e-05    0.0012   16.7   0.1   369   431   446   508   440   521 0.84 -
2648at50557_7536_0:00180e|STRG.17526.2:2-1660|+         -            553 96662at50557         -            445   2.4e-25   88.2   5.9   9   9       3.5   1.7e+02   -0.3   0.0   392   424   520   552   512   553 0.83 -
2648at50557_38123_0:000f4f|STRG.13085.2:474-1289|+      -            272 96662at50557         -            445   3.6e-24   84.3   4.8   1   4   4.1e-08     2e-06   25.8   0.1   347   444    23   117     4   118 0.82 -
2648at50557_38123_0:000f4f|STRG.13085.2:474-1289|+      -            272 96662at50557         -            445   3.6e-24   84.3   4.8   2   4   6.1e-10     3e-08   31.8   0.1   335   429   106   200   102   207 0.82 -
2648at50557_38123_0:000f4f|STRG.13085.2:474-1289|+      -            272 96662at50557         -            445   3.6e-24   84.3   4.8   3   4   4.4e-09   2.2e-07   29.0   0.0   368   444   172   249   169   250 0.92 -
2648at50557_38123_0:000f4f|STRG.13085.2:474-1289|+      -            272 96662at50557         -            445   3.6e-24   84.3   4.8   4   4     1e-05   0.00051   17.9   0.0   371   431   208   268   202   271 0.94 -
12555at50557_121225_0:000df9|STRG.19182.1:170-838|+     -            223 96662at50557         -            445   1.2e-22   79.3   2.2   1   2   5.4e-14   2.6e-12   45.2   0.2   354   444    10   100     2   101 0.85 -
12555at50557_121225_0:000df9|STRG.19182.1:170-838|+     -            223 96662at50557         -            445   1.2e-22   79.3   2.2   2   2   1.1e-10   5.4e-09   34.3   0.1   360   439   141   221   106   223 0.86 -
12555at50557_121225_0:000df9|STRG.19182.2:170-838|+     -            223 96662at50557         -            445   1.2e-22   79.3   2.2   1   2   5.4e-14   2.6e-12   45.2   0.2   354   444    10   100     2   101 0.85 -
12555at50557_121225_0:000df9|STRG.19182.2:170-838|+     -            223 96662at50557         -            445   1.2e-22   79.3   2.2   2   2   1.1e-10   5.4e-09   34.3   0.1   360   439   141   221   106   223 0.86 -
12555at50557_121225_0:000df9|STRG.19182.3:170-838|+     -            223 96662at50557         -            445   1.2e-22   79.3   2.2   1   2   5.4e-14   2.6e-12   45.2   0.2   354   444    10   100     2   101 0.85 -
12555at50557_121225_0:000df9|STRG.19182.3:170-838|+     -            223 96662at50557         -            445   1.2e-22   79.3   2.2   2   2   1.1e-10   5.4e-09   34.3   0.1   360   439   141   221   106   223 0.86 -
966at50557_1218281_0:0025fb|STRG.6436.1:555-1394|+      -            280 96662at50557         -            445   1.3e-21   75.9   0.1   1   3   1.5e-09   7.1e-08   30.6   0.0   349   443     8   103     1   105 0.87 -
966at50557_1218281_0:0025fb|STRG.6436.1:555-1394|+      -            280 96662at50557         -            445   1.3e-21   75.9   0.1   2   3   1.7e-08   8.2e-07   27.1   0.0   351   441   110   200    98   204 0.85 -
966at50557_1218281_0:0025fb|STRG.6436.1:555-1394|+      -            280 96662at50557         -            445   1.3e-21   75.9   0.1   3   3   4.9e-06   0.00024   19.0   0.0   369   444   193   268   189   269 0.90 -
2648at50557_123851_0:000d02|STRG.1237.1:1582-2469|+     -            296 96662at50557         -            445   2.6e-21   74.9   5.2   1   4   1.6e-07   7.7e-06   23.9   0.0   345   431     1    86     1    91 0.92 -
2648at50557_123851_0:000d02|STRG.1237.1:1582-2469|+     -            296 96662at50557         -            445   2.6e-21   74.9   5.2   2   4   9.1e-09   4.4e-07   28.0   0.2   369   444    90   166    86   166 0.94 -
2648at50557_123851_0:000d02|STRG.1237.1:1582-2469|+     -            296 96662at50557         -            445   2.6e-21   74.9   5.2   3   4   1.6e-07   7.6e-06   23.9   0.4   355   440   142   228   140   233 0.86 -
2648at50557_123851_0:000d02|STRG.1237.1:1582-2469|+     -            296 96662at50557         -            445   2.6e-21   74.9   5.2   4   4   5.9e-05    0.0029   15.4   0.1   343   439   197   293   196   296 0.85 -
2648at50557_123851_0:000d02|STRG.1237.2:1142-2029|+     -            296 96662at50557         -            445   2.6e-21   74.9   5.2   1   4   1.6e-07   7.7e-06   23.9   0.0   345   431     1    86     1    91 0.92 -
2648at50557_123851_0:000d02|STRG.1237.2:1142-2029|+     -            296 96662at50557         -            445   2.6e-21   74.9   5.2   2   4   9.1e-09   4.4e-07   28.0   0.2   369   444    90   166    86   166 0.94 -
2648at50557_123851_0:000d02|STRG.1237.2:1142-2029|+     -            296 96662at50557         -            445   2.6e-21   74.9   5.2   3   4   1.6e-07   7.6e-06   23.9   0.4   355   440   142   228   140   233 0.86 -
2648at50557_123851_0:000d02|STRG.1237.2:1142-2029|+     -            296 96662at50557         -            445   2.6e-21   74.9   5.2   4   4   5.9e-05    0.0029   15.4   0.1   343   439   197   293   196   296 0.85 -
2648at50557_123851_0:000d02|STRG.1237.3:370-1257|+      -            296 96662at50557         -            445   2.6e-21   74.9   5.2   1   4   1.6e-07   7.7e-06   23.9   0.0   345   431     1    86     1    91 0.92 -
2648at50557_123851_0:000d02|STRG.1237.3:370-1257|+      -            296 96662at50557         -            445   2.6e-21   74.9   5.2   2   4   9.1e-09   4.4e-07   28.0   0.2   369   444    90   166    86   166 0.94 -
2648at50557_123851_0:000d02|STRG.1237.3:370-1257|+      -            296 96662at50557         -            445   2.6e-21   74.9   5.2   3   4   1.6e-07   7.6e-06   23.9   0.4   355   440   142   228   140   233 0.86 -
2648at50557_123851_0:000d02|STRG.1237.3:370-1257|+      -            296 96662at50557         -            445   2.6e-21   74.9   5.2   4   4   5.9e-05    0.0029   15.4   0.1   343   439   197   293   196   296 0.85 -
2648at50557_123851_0:000d02|STRG.1237.4:1142-2029|+     -            296 96662at50557         -            445   2.6e-21   74.9   5.2   1   4   1.6e-07   7.7e-06   23.9   0.0   345   431     1    86     1    91 0.92 -
2648at50557_123851_0:000d02|STRG.1237.4:1142-2029|+     -            296 96662at50557         -            445   2.6e-21   74.9   5.2   2   4   9.1e-09   4.4e-07   28.0   0.2   369   444    90   166    86   166 0.94 -
2648at50557_123851_0:000d02|STRG.1237.4:1142-2029|+     -            296 96662at50557         -            445   2.6e-21   74.9   5.2   3   4   1.6e-07   7.6e-06   23.9   0.4   355   440   142   228   140   233 0.86 -
2648at50557_123851_0:000d02|STRG.1237.4:1142-2029|+     -            296 96662at50557         -            445   2.6e-21   74.9   5.2   4   4   5.9e-05    0.0029   15.4   0.1   343   439   197   293   196   296 0.85 -
2648at50557_6973_0:005209|STRG.12356.1:5137-6036|+      -            300 96662at50557         -            445   6.1e-21   73.7   0.1   1   4   5.5e-06   0.00027   18.8   0.0   388   444     7    65     2    66 0.84 -
2648at50557_6973_0:005209|STRG.12356.1:5137-6036|+      -            300 96662at50557         -            445   6.1e-21   73.7   0.1   2   4   1.9e-05   0.00091   17.1   0.0   353   434    72   155    62   168 0.84 -
2648at50557_6973_0:005209|STRG.12356.1:5137-6036|+      -            300 96662at50557         -            445   6.1e-21   73.7   0.1   3   4   1.1e-06   5.3e-05   21.1   0.0   344   431   132   219   127   226 0.93 -
2648at50557_6973_0:005209|STRG.12356.1:5137-6036|+      -            300 96662at50557         -            445   6.1e-21   73.7   0.1   4   4   8.7e-06   0.00042   18.2   0.0   374   436   230   293   224   299 0.90 -
2648at50557_6973_0:005209|STRG.12356.2:5137-6036|+      -            300 96662at50557         -            445   6.1e-21   73.7   0.1   1   4   5.5e-06   0.00027   18.8   0.0   388   444     7    65     2    66 0.84 -
2648at50557_6973_0:005209|STRG.12356.2:5137-6036|+      -            300 96662at50557         -            445   6.1e-21   73.7   0.1   2   4   1.9e-05   0.00091   17.1   0.0   353   434    72   155    62   168 0.84 -
2648at50557_6973_0:005209|STRG.12356.2:5137-6036|+      -            300 96662at50557         -            445   6.1e-21   73.7   0.1   3   4   1.1e-06   5.3e-05   21.1   0.0   344   431   132   219   127   226 0.93 -
2648at50557_6973_0:005209|STRG.12356.2:5137-6036|+      -            300 96662at50557         -            445   6.1e-21   73.7   0.1   4   4   8.7e-06   0.00042   18.2   0.0   374   436   230   293   224   299 0.90 -
2648at50557_6973_0:005209|STRG.12356.3:3571-4443|+      -            291 96662at50557         -            445   2.3e-20   71.8   0.1   1   4   5.2e-06   0.00025   18.9   0.0   388   444     7    65     2    66 0.84 -
2648at50557_6973_0:005209|STRG.12356.3:3571-4443|+      -            291 96662at50557         -            445   2.3e-20   71.8   0.1   2   4     2e-05   0.00097   17.0   0.0   353   434    72   155    65   168 0.84 -
2648at50557_6973_0:005209|STRG.12356.3:3571-4443|+      -            291 96662at50557         -            445   2.3e-20   71.8   0.1   3   4   1.1e-06   5.3e-05   21.1   0.0   345   431   133   219   128   226 0.93 -
2648at50557_6973_0:005209|STRG.12356.3:3571-4443|+      -            291 96662at50557         -            445   2.3e-20   71.8   0.1   4   4   3.7e-05    0.0018   16.1   0.0   374   431   230   287   225   291 0.94 -
12555at50557_93721_0:0043db|STRG.4685.1:74-769|+        -            232 96662at50557         -            445   2.6e-20   71.6   3.6   1   3   8.5e-06   0.00042   18.2   0.1   371   431    30    90    11    96 0.88 -
12555at50557_93721_0:0043db|STRG.4685.1:74-769|+        -            232 96662at50557         -            445   2.6e-20   71.6   3.6   2   3     8e-11   3.9e-09   34.8   0.1   374   444   100   171    95   174 0.94 -
12555at50557_93721_0:0043db|STRG.4685.1:74-769|+        -            232 96662at50557         -            445   2.6e-20   71.6   3.6   3   3   9.4e-08   4.6e-06   24.6   0.0   366   432   158   226   157   231 0.89 -
12555at50557_166423_0:002c53|STRG.12356.3:93-944|+      -            284 96662at50557         -            445   1.7e-19   68.9   2.3   1   4     5e-06   0.00025   18.9   0.0   374   442     4    73     1    76 0.89 -
12555at50557_166423_0:002c53|STRG.12356.3:93-944|+      -            284 96662at50557         -            445   1.7e-19   68.9   2.3   2   4   4.3e-06   0.00021   19.2   0.0   367   431    63   128    62   136 0.89 -
12555at50557_166423_0:002c53|STRG.12356.3:93-944|+      -            284 96662at50557         -            445   1.7e-19   68.9   2.3   3   4   7.9e-09   3.8e-07   28.2   0.1   376   441   136   202   129   208 0.88 -
12555at50557_166423_0:002c53|STRG.12356.3:93-944|+      -            284 96662at50557         -            445   1.7e-19   68.9   2.3   4   4     0.017      0.84    7.3   0.0   369   435   195   265   192   272 0.76 -
2648at50557_52612_0:00190f|STRG.20661.1:1487-2254|+     -            256 96662at50557         -            445     2e-19   68.7   5.6   1   3   5.1e-05    0.0025   15.6   0.0   375   436     5    66     2    70 0.90 -
2648at50557_52612_0:00190f|STRG.20661.1:1487-2254|+     -            256 96662at50557         -            445     2e-19   68.7   5.6   2   3   1.3e-06   6.5e-05   20.9   0.6   372   424    68   120    62   133 0.88 -
2648at50557_52612_0:00190f|STRG.20661.1:1487-2254|+     -            256 96662at50557         -            445     2e-19   68.7   5.6   3   3   1.1e-10   5.3e-09   34.3   0.4   344   444   141   245   121   246 0.84 -
117213at50557_88501_0:0001ba|STRG.12903.1:6-422|+       -            139 96662at50557         -            445   9.8e-18   63.1   0.2   1   2   7.4e-13   3.6e-11   41.5   0.0   342   430     2    90     1    91 0.97 -
117213at50557_88501_0:0001ba|STRG.12903.1:6-422|+       -            139 96662at50557         -            445   9.8e-18   63.1   0.2   2   2   1.9e-07   9.2e-06   23.6   0.0   392   444    85   138    83   139 0.94 -
12555at50557_7536_0:00436b|STRG.13085.1:649-1200|+      -            184 96662at50557         -            445   1.7e-17   62.3   0.2   1   2   2.1e-09     1e-07   30.1   0.0   357   444     2    90     1    91 0.94 -
12555at50557_7536_0:00436b|STRG.13085.1:649-1200|+      -            184 96662at50557         -            445   1.7e-17   62.3   0.2   2   2   1.2e-09   5.8e-08   30.9   0.1   350   429    95   173    89   177 0.85 -
12555at50557_7536_0:00436b|STRG.13085.3:674-1225|+      -            184 96662at50557         -            445   1.7e-17   62.3   0.2   1   2   2.1e-09     1e-07   30.1   0.0   357   444     2    90     1    91 0.94 -
12555at50557_7536_0:00436b|STRG.13085.3:674-1225|+      -            184 96662at50557         -            445   1.7e-17   62.3   0.2   2   2   1.2e-09   5.8e-08   30.9   0.1   350   429    95   173    89   177 0.85 -
12555at50557_7004_0:002cc8|STRG.4033.1:2030-2596|+      -            189 96662at50557         -            445   2.5e-17   61.8   1.4   1   3   8.7e-07   4.2e-05   21.5   0.0   391   444     2    56     1    57 0.95 -
12555at50557_7004_0:002cc8|STRG.4033.1:2030-2596|+      -            189 96662at50557         -            445   2.5e-17   61.8   1.4   2   3   1.1e-06   5.1e-05   21.2   0.1   368   438    45   120    43   122 0.82 -
12555at50557_7004_0:002cc8|STRG.4033.1:2030-2596|+      -            189 96662at50557         -            445   2.5e-17   61.8   1.4   3   3   1.4e-08     7e-07   27.3   0.1   369   431   116   178   113   188 0.91 -
12555at50557_7004_0:002cc8|STRG.4033.2:1855-2421|+      -            189 96662at50557         -            445   2.5e-17   61.8   1.4   1   3   8.7e-07   4.2e-05   21.5   0.0   391   444     2    56     1    57 0.95 -
12555at50557_7004_0:002cc8|STRG.4033.2:1855-2421|+      -            189 96662at50557         -            445   2.5e-17   61.8   1.4   2   3   1.1e-06   5.1e-05   21.2   0.1   368   438    45   120    43   122 0.82 -
12555at50557_7004_0:002cc8|STRG.4033.2:1855-2421|+      -            189 96662at50557         -            445   2.5e-17   61.8   1.4   3   3   1.4e-08     7e-07   27.3   0.1   369   431   116   178   113   188 0.91 -
12555at50557_7004_0:002cc8|STRG.4033.3:1939-2505|+      -            189 96662at50557         -            445   2.5e-17   61.8   1.4   1   3   8.7e-07   4.2e-05   21.5   0.0   391   444     2    56     1    57 0.95 -
12555at50557_7004_0:002cc8|STRG.4033.3:1939-2505|+      -            189 96662at50557         -            445   2.5e-17   61.8   1.4   2   3   1.1e-06   5.1e-05   21.2   0.1   368   438    45   120    43   122 0.82 -
12555at50557_7004_0:002cc8|STRG.4033.3:1939-2505|+      -            189 96662at50557         -            445   2.5e-17   61.8   1.4   3   3   1.4e-08     7e-07   27.3   0.1   369   431   116   178   113   188 0.91 -
117213at50557_217634_0:002f13|STRG.6340.3:250-912|+     -            221 96662at50557         -            445   4.3e-17   61.0   0.5   1   3   8.7e-05    0.0042   14.9   0.0   374   431     1    58     1    65 0.94 -
117213at50557_217634_0:002f13|STRG.6340.3:250-912|+     -            221 96662at50557         -            445   4.3e-17   61.0   0.5   2   3   5.6e-06   0.00027   18.8   0.0   370   433    66   129    59   139 0.90 -
117213at50557_217634_0:002f13|STRG.6340.3:250-912|+     -            221 96662at50557         -            445   4.3e-17   61.0   0.5   3   3   8.6e-08   4.2e-06   24.8   0.0   375   443   144   212   137   214 0.92 -
117213at50557_217634_0:002f13|STRG.6340.5:250-912|+     -            221 96662at50557         -            445   4.3e-17   61.0   0.5   1   3   8.7e-05    0.0042   14.9   0.0   374   431     1    58     1    65 0.94 -
117213at50557_217634_0:002f13|STRG.6340.5:250-912|+     -            221 96662at50557         -            445   4.3e-17   61.0   0.5   2   3   5.6e-06   0.00027   18.8   0.0   370   433    66   129    59   139 0.90 -
117213at50557_217634_0:002f13|STRG.6340.5:250-912|+     -            221 96662at50557         -            445   4.3e-17   61.0   0.5   3   3   8.6e-08   4.2e-06   24.8   0.0   375   443   144   212   137   214 0.92 -
117213at50557_217634_0:002f13|STRG.6340.6:250-912|+     -            221 96662at50557         -            445   4.3e-17   61.0   0.5   1   3   8.7e-05    0.0042   14.9   0.0   374   431     1    58     1    65 0.94 -
117213at50557_217634_0:002f13|STRG.6340.6:250-912|+     -            221 96662at50557         -            445   4.3e-17   61.0   0.5   2   3   5.6e-06   0.00027   18.8   0.0   370   433    66   129    59   139 0.90 -
117213at50557_217634_0:002f13|STRG.6340.6:250-912|+     -            221 96662at50557         -            445   4.3e-17   61.0   0.5   3   3   8.6e-08   4.2e-06   24.8   0.0   375   443   144   212   137   214 0.92 -
117213at50557_217634_0:002f13|STRG.6340.7:250-912|+     -            221 96662at50557         -            445   4.3e-17   61.0   0.5   1   3   8.7e-05    0.0042   14.9   0.0   374   431     1    58     1    65 0.94 -
117213at50557_217634_0:002f13|STRG.6340.7:250-912|+     -            221 96662at50557         -            445   4.3e-17   61.0   0.5   2   3   5.6e-06   0.00027   18.8   0.0   370   433    66   129    59   139 0.90 -
117213at50557_217634_0:002f13|STRG.6340.7:250-912|+     -            221 96662at50557         -            445   4.3e-17   61.0   0.5   3   3   8.6e-08   4.2e-06   24.8   0.0   375   443   144   212   137   214 0.92 -
2648at50557_38123_0:000f4f|STRG.9059.1:209-994|+        -            262 96662at50557         -            445   2.6e-16   58.4   2.6   1   3   0.00028     0.014   13.2   0.0   344   444     7   114     1   115 0.74 -
2648at50557_38123_0:000f4f|STRG.9059.1:209-994|+        -            262 96662at50557         -            445   2.6e-16   58.4   2.6   2   3   1.1e-08   5.3e-07   27.7   0.2   342   444   111   215    96   216 0.87 -
2648at50557_38123_0:000f4f|STRG.9059.1:209-994|+        -            262 96662at50557         -            445   2.6e-16   58.4   2.6   3   3     2e-09   9.7e-08   30.2   0.1   354   429   157   232   151   250 0.83 -
2648at50557_38123_0:000f4f|STRG.9059.2:135-920|+        -            262 96662at50557         -            445   2.6e-16   58.4   2.6   1   3   0.00028     0.014   13.2   0.0   344   444     7   114     1   115 0.74 -
2648at50557_38123_0:000f4f|STRG.9059.2:135-920|+        -            262 96662at50557         -            445   2.6e-16   58.4   2.6   2   3   1.1e-08   5.3e-07   27.7   0.2   342   444   111   215    96   216 0.87 -
2648at50557_38123_0:000f4f|STRG.9059.2:135-920|+        -            262 96662at50557         -            445   2.6e-16   58.4   2.6   3   3     2e-09   9.7e-08   30.2   0.1   354   429   157   232   151   250 0.83 -
12555at50557_93721_0:0043db|STRG.17526.1:11-964|+       -            318 96662at50557         -            445   3.8e-16   57.9   0.2   1   4    0.0008     0.039   11.7   0.0   388   444     3    60     1    61 0.86 -
12555at50557_93721_0:0043db|STRG.17526.1:11-964|+       -            318 96662at50557         -            445   3.8e-16   57.9   0.2   2   4   0.00021      0.01   13.6   0.0   366   428    47   114    46   123 0.80 -
12555at50557_93721_0:0043db|STRG.17526.1:11-964|+       -            318 96662at50557         -            445   3.8e-16   57.9   0.2   3   4   0.00015    0.0074   14.1   0.0   372   443   136   209   121   212 0.86 -
12555at50557_93721_0:0043db|STRG.17526.1:11-964|+       -            318 96662at50557         -            445   3.8e-16   57.9   0.2   4   4   9.7e-06   0.00047   18.0   0.1   350   444   215   313   202   314 0.85 -
2648at50557_38123_0:000f4f|STRG.22261.2:1004-1825|+     -            274 96662at50557         -            445   7.5e-16   56.9   0.0   1   4   6.5e-10   3.2e-08   31.8   0.0   372   436     2    66     1    77 0.91 -
2648at50557_38123_0:000f4f|STRG.22261.2:1004-1825|+     -            274 96662at50557         -            445   7.5e-16   56.9   0.0   2   4       3.6   1.8e+02   -0.4   0.0   408   430    80   102    72   106 0.87 -
2648at50557_38123_0:000f4f|STRG.22261.2:1004-1825|+     -            274 96662at50557         -            445   7.5e-16   56.9   0.0   3   4   7.1e-06   0.00035   18.5   0.0   356   444   125   219   119   220 0.80 -
2648at50557_38123_0:000f4f|STRG.22261.2:1004-1825|+     -            274 96662at50557         -            445   7.5e-16   56.9   0.0   4   4      0.37        18    2.9   0.0   374   417   214   257   207   273 0.76 -
2648at50557_38123_0:000f4f|STRG.22261.3:126-947|+       -            274 96662at50557         -            445   7.5e-16   56.9   0.0   1   4   6.5e-10   3.2e-08   31.8   0.0   372   436     2    66     1    77 0.91 -
2648at50557_38123_0:000f4f|STRG.22261.3:126-947|+       -            274 96662at50557         -            445   7.5e-16   56.9   0.0   2   4       3.6   1.8e+02   -0.4   0.0   408   430    80   102    72   106 0.87 -
2648at50557_38123_0:000f4f|STRG.22261.3:126-947|+       -            274 96662at50557         -            445   7.5e-16   56.9   0.0   3   4   7.1e-06   0.00035   18.5   0.0   356   444   125   219   119   220 0.80 -
2648at50557_38123_0:000f4f|STRG.22261.3:126-947|+       -            274 96662at50557         -            445   7.5e-16   56.9   0.0   4   4      0.37        18    2.9   0.0   374   417   214   257   207   273 0.76 -
12555at50557_29031_0:000522|STRG.3177.1:426-1157|+      -            244 96662at50557         -            445   1.3e-15   56.1   0.3   1   4   0.00013    0.0065   14.3   0.0   364   424     7    63     2    88 0.74 -
12555at50557_29031_0:000522|STRG.3177.1:426-1157|+      -            244 96662at50557         -            445   1.3e-15   56.1   0.3   2   4     0.095       4.7    4.8   0.0   357   406    66   115    59   121 0.79 -
12555at50557_29031_0:000522|STRG.3177.1:426-1157|+      -            244 96662at50557         -            445   1.3e-15   56.1   0.3   3   4   1.3e-09   6.2e-08   30.8   0.0   354   444   122   211   117   212 0.88 -
12555at50557_29031_0:000522|STRG.3177.1:426-1157|+      -            244 96662at50557         -            445   1.3e-15   56.1   0.3   4   4     9e-07   4.4e-05   21.4   0.0   371   431   170   230   168   244 0.90 -
2648at50557_38123_0:000f4f|STRG.23371.1:3488-4441|+     -            318 96662at50557         -            445   4.9e-15   54.2   0.1   1   2     0.033       1.6    6.4   0.0   337   425    48   137    24   152 0.63 -
2648at50557_38123_0:000f4f|STRG.23371.1:3488-4441|+     -            318 96662at50557         -            445   4.9e-15   54.2   0.1   2   2   4.6e-14   2.2e-12   45.5   0.0   342   443   167   268   148   270 0.85 -
2648at50557_38123_0:000f4f|STRG.23371.2:3665-4618|+     -            318 96662at50557         -            445   4.9e-15   54.2   0.1   1   2     0.033       1.6    6.4   0.0   337   425    48   137    24   152 0.63 -
2648at50557_38123_0:000f4f|STRG.23371.2:3665-4618|+     -            318 96662at50557         -            445   4.9e-15   54.2   0.1   2   2   4.6e-14   2.2e-12   45.5   0.0   342   443   167   268   148   270 0.85 -
117213at50557_52612_0:0016ab|STRG.12371.1:153-677|+     -            175 96662at50557         -            445   7.7e-15   53.6   0.0   1   2   6.3e-10   3.1e-08   31.8   0.0   347   442     4   103     1   106 0.85 -
117213at50557_52612_0:0016ab|STRG.12371.1:153-677|+     -            175 96662at50557         -            445   7.7e-15   53.6   0.0   2   2   2.2e-06   0.00011   20.2   0.0   366   413   125   172   110   175 0.85 -
117213at50557_52612_0:0016ab|STRG.12371.2:479-1003|+    -            175 96662at50557         -            445   7.7e-15   53.6   0.0   1   2   6.3e-10   3.1e-08   31.8   0.0   347   442     4   103     1   106 0.85 -
117213at50557_52612_0:0016ab|STRG.12371.2:479-1003|+    -            175 96662at50557         -            445   7.7e-15   53.6   0.0   2   2   2.2e-06   0.00011   20.2   0.0   366   413   125   172   110   175 0.85 -
117213at50557_197043_0:000cb8|STRG.9059.2:459-917|+     -            153 96662at50557         -            445   1.3e-14   52.8   1.2   1   2   3.1e-08   1.5e-06   26.2   0.1   343   435     4    98     1   102 0.90 -
117213at50557_197043_0:000cb8|STRG.9059.2:459-917|+     -            153 96662at50557         -            445   1.3e-14   52.8   1.2   2   2   5.5e-10   2.7e-08   32.0   0.1   354   430    49   125    43   142 0.82 -
117213at50557_103372_0:0001d1|STRG.698.1:57-701|+       -            215 96662at50557         -            445   1.5e-14   52.6   1.4   1   1   3.8e-16   1.9e-14   52.3   1.4   328   443    43   159     2   162 0.84 -
117213at50557_103372_0:0001d1|STRG.698.2:53-697|+       -            215 96662at50557         -            445   1.5e-14   52.6   1.4   1   1   3.8e-16   1.9e-14   52.3   1.4   328   443    43   159     2   162 0.84 -
117213at50557_103372_0:0001d1|STRG.698.3:0-638|+        -            213 96662at50557         -            445   1.6e-14   52.5   1.3   1   1   4.1e-16     2e-14   52.2   1.3   330   443    43   157     2   160 0.87 -
117213at50557_7539_0:002eaf|STRG.21599.1:228-716|+      -            163 96662at50557         -            445   3.2e-14   51.5   0.7   1   2     3e-09   1.5e-07   29.6   0.1   363   436    17    90     5    99 0.88 -
117213at50557_7539_0:002eaf|STRG.21599.1:228-716|+      -            163 96662at50557         -            445   3.2e-14   51.5   0.7   2   2   1.2e-06   5.9e-05   21.0   0.1   383   430   101   148    93   161 0.89 -
117213at50557_83485_0:001635|STRG.13503.1:884-1213|+    -            110 96662at50557         -            445   8.9e-14   50.1   0.0   1   1   2.2e-15     1e-13   49.8   0.0   342   432    15   104     4   108 0.90 -
117213at50557_83485_0:001635|STRG.13503.2:3852-4181|+   -            110 96662at50557         -            445   8.9e-14   50.1   0.0   1   1   2.2e-15     1e-13   49.8   0.0   342   432    15   104     4   108 0.90 -
117213at50557_83485_0:001635|STRG.13503.3:3536-3865|+   -            110 96662at50557         -            445   8.9e-14   50.1   0.0   1   1   2.2e-15     1e-13   49.8   0.0   342   432    15   104     4   108 0.90 -
117213at50557_83485_0:001635|STRG.13503.4:3252-3581|+   -            110 96662at50557         -            445   8.9e-14   50.1   0.0   1   1   2.2e-15     1e-13   49.8   0.0   342   432    15   104     4   108 0.90 -
117213at50557_286306_0:002ceb|STRG.18008.1:291-638|+    -            116 96662at50557         -            445   1.7e-13   49.2   0.2   1   2   4.1e-09     2e-07   29.1   0.1   370   436     5    71     1    73 0.93 -
117213at50557_286306_0:002ceb|STRG.18008.1:291-638|+    -            116 96662at50557         -            445   1.7e-13   49.2   0.2   2   2   8.4e-07   4.1e-05   21.5   0.0   396   444    66   115    64   116 0.94 -
117213at50557_286306_0:002ceb|STRG.18008.2:259-606|+    -            116 96662at50557         -            445   1.7e-13   49.2   0.2   1   2   4.1e-09     2e-07   29.1   0.1   370   436     5    71     1    73 0.93 -
117213at50557_286306_0:002ceb|STRG.18008.2:259-606|+    -            116 96662at50557         -            445   1.7e-13   49.2   0.2   2   2   8.4e-07   4.1e-05   21.5   0.0   396   444    66   115    64   116 0.94 -
117213at50557_35570_0:00266c|STRG.11733.1:13-363|+      -            117 96662at50557         -            445   2.7e-13   48.5   0.2   1   2   9.4e-13   4.6e-11   41.1   0.0   366   441     4    80     1    84 0.95 -
117213at50557_35570_0:00266c|STRG.11733.1:13-363|+      -            117 96662at50557         -            445   2.7e-13   48.5   0.2   2   2   0.00091     0.044   11.5   0.0   395   436    66   108    64   116 0.83 -
117213at50557_1218281_0:003320|STRG.12462.1:2191-2652|+ -            154 96662at50557         -            445   5.7e-13   47.4   0.1   1   2   3.1e-06   0.00015   19.6   0.0   368   427     4    64     1    75 0.81 -
