#                                                                                                              --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                          accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                  ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
56099at50557_34720_0:001a91|STRG.22631.1:0-1331|+      -            444 56099at50557         -            397  4.1e-204  676.6   1.9   1   1  1.4e-205  4.9e-204  676.3   1.9     1   397     1   440     1   440 0.95 -
80377at50557_30019_0:0008bb|STRG.7095.3:1343-2203|+    -            287 56099at50557         -            397   4.4e-14   50.8   6.0   2   4    0.0092      0.31    8.5   0.0    60    98    90   125    87   128 0.90 -
80377at50557_30019_0:0008bb|STRG.7095.3:1343-2203|+    -            287 56099at50557         -            397   4.4e-14   50.8   6.0   3   4   2.7e-08   9.1e-07   26.8   0.0   232   315   124   206   122   219 0.87 -
80377at50557_30019_0:0008bb|STRG.7095.3:1343-2203|+    -            287 56099at50557         -            397   4.4e-14   50.8   6.0   4   4     0.095       3.3    5.2   0.3    99   310   258   284   210   287 0.42 -
80377at50557_30019_0:0008bb|STRG.7095.4:921-1781|+     -            287 56099at50557         -            397   4.4e-14   50.8   6.0   1   4    0.0031      0.11   10.1   0.1   239   318    13    89     4    93 0.69 -
80377at50557_30019_0:0008bb|STRG.7095.4:921-1781|+     -            287 56099at50557         -            397   4.4e-14   50.8   6.0   2   4    0.0092      0.31    8.5   0.0    60    98    90   125    87   128 0.90 -
80377at50557_30019_0:0008bb|STRG.7095.4:921-1781|+     -            287 56099at50557         -            397   4.4e-14   50.8   6.0   3   4   2.7e-08   9.1e-07   26.8   0.0   232   315   124   206   122   219 0.87 -
80377at50557_30019_0:0008bb|STRG.7095.4:921-1781|+     -            287 56099at50557         -            397   4.4e-14   50.8   6.0   4   4     0.095       3.3    5.2   0.3    99   310   258   284   210   287 0.42 -
49370at50557_2015173_0:001990|STRG.14034.2:465-1451|+  -            329 56099at50557         -            397   5.2e-14   50.6   0.1   1   5   0.00058      0.02   12.5   0.1   284   320    42    78    28    91 0.82 -
49370at50557_2015173_0:001990|STRG.14034.2:465-1451|+  -            329 56099at50557         -            397   5.2e-14   50.6   0.1   2   5      0.72        25    2.3   0.0   247   316    86   162    78   168 0.72 -
49370at50557_2015173_0:001990|STRG.14034.2:465-1451|+  -            329 56099at50557         -            397   5.2e-14   50.6   0.1   3   5     0.012      0.41    8.1   0.0   239   270   166   199   162   204 0.85 -
49370at50557_2015173_0:001990|STRG.14034.2:465-1451|+  -            329 56099at50557         -            397   5.2e-14   50.6   0.1   4   5   0.00014    0.0049   14.5   0.0   231   318   200   294   197   298 0.76 -
49370at50557_2015173_0:001990|STRG.14034.2:465-1451|+  -            329 56099at50557         -            397   5.2e-14   50.6   0.1   5   5    0.0097      0.33    8.4   0.0    59    94   294   328   292   329 0.74 -
49370at50557_2015173_0:001990|STRG.14034.4:60-1046|+   -            329 56099at50557         -            397   5.2e-14   50.6   0.1   1   5   0.00058      0.02   12.5   0.1   284   320    42    78    28    91 0.82 -
49370at50557_2015173_0:001990|STRG.14034.4:60-1046|+   -            329 56099at50557         -            397   5.2e-14   50.6   0.1   2   5      0.72        25    2.3   0.0   247   316    86   162    78   168 0.72 -
49370at50557_2015173_0:001990|STRG.14034.4:60-1046|+   -            329 56099at50557         -            397   5.2e-14   50.6   0.1   3   5     0.012      0.41    8.1   0.0   239   270   166   199   162   204 0.85 -
49370at50557_2015173_0:001990|STRG.14034.4:60-1046|+   -            329 56099at50557         -            397   5.2e-14   50.6   0.1   4   5   0.00014    0.0049   14.5   0.0   231   318   200   294   197   298 0.76 -
49370at50557_2015173_0:001990|STRG.14034.4:60-1046|+   -            329 56099at50557         -            397   5.2e-14   50.6   0.1   5   5    0.0097      0.33    8.4   0.0    59    94   294   328   292   329 0.74 -
40115at50557_123851_0:00295a|STRG.18638.1:136-1104|+   -            323 56099at50557         -            397   1.7e-13   48.9   0.0   1   5   2.2e-05   0.00077   17.1   0.0   241   315     8    98     2   106 0.72 -
40115at50557_123851_0:00295a|STRG.18638.1:136-1104|+   -            323 56099at50557         -            397   1.7e-13   48.9   0.0   2   5       1.2        39    1.6   0.0    95   112   108   125   102   134 0.83 -
40115at50557_123851_0:00295a|STRG.18638.1:136-1104|+   -            323 56099at50557         -            397   1.7e-13   48.9   0.0   3   5   0.00051     0.017   12.7   0.0   223   270   137   185   126   192 0.84 -
40115at50557_123851_0:00295a|STRG.18638.1:136-1104|+   -            323 56099at50557         -            397   1.7e-13   48.9   0.0   4   5     0.012      0.43    8.1   0.0   221   268   225   274   212   283 0.87 -
40115at50557_123851_0:00295a|STRG.18638.1:136-1104|+   -            323 56099at50557         -            397   1.7e-13   48.9   0.0   5   5       1.2        40    1.6   0.0   236   267   288   319   282   322 0.86 -
40115at50557_123851_0:00295a|STRG.18638.2:1782-2750|+  -            323 56099at50557         -            397   1.7e-13   48.9   0.0   1   5   2.2e-05   0.00077   17.1   0.0   241   315     8    98     2   106 0.72 -
40115at50557_123851_0:00295a|STRG.18638.2:1782-2750|+  -            323 56099at50557         -            397   1.7e-13   48.9   0.0   2   5       1.2        39    1.6   0.0    95   112   108   125   102   134 0.83 -
40115at50557_123851_0:00295a|STRG.18638.2:1782-2750|+  -            323 56099at50557         -            397   1.7e-13   48.9   0.0   3   5   0.00051     0.017   12.7   0.0   223   270   137   185   126   192 0.84 -
40115at50557_123851_0:00295a|STRG.18638.2:1782-2750|+  -            323 56099at50557         -            397   1.7e-13   48.9   0.0   4   5     0.012      0.43    8.1   0.0   221   268   225   274   212   283 0.87 -
40115at50557_123851_0:00295a|STRG.18638.2:1782-2750|+  -            323 56099at50557         -            397   1.7e-13   48.9   0.0   5   5       1.2        40    1.6   0.0   236   267   288   319   282   322 0.86 -
40115at50557_144034_0:000898|STRG.15013.1:1204-2073|+  -            290 56099at50557         -            397   4.5e-13   47.5   0.3   1   5    0.0074      0.25    8.8   0.1   284   324     7    47     3    55 0.89 -
40115at50557_144034_0:000898|STRG.15013.1:1204-2073|+  -            290 56099at50557         -            397   4.5e-13   47.5   0.3   2   5      0.61        21    2.5   0.0   247   314    51   124    47   129 0.64 -
40115at50557_144034_0:000898|STRG.15013.1:1204-2073|+  -            290 56099at50557         -            397   4.5e-13   47.5   0.3   3   5     0.015      0.51    7.8   0.0   222   269   111   160   100   166 0.73 -
40115at50557_144034_0:000898|STRG.15013.1:1204-2073|+  -            290 56099at50557         -            397   4.5e-13   47.5   0.3   4   5   3.5e-08   1.2e-06   26.4   0.0   218   323   149   261   140   266 0.80 -
40115at50557_144034_0:000898|STRG.15013.1:1204-2073|+  -            290 56099at50557         -            397   4.5e-13   47.5   0.3   5   5       0.5        17    2.8   0.0    60    94   257   290   255   290 0.81 -
78072at50557_7070_0:002a52|STRG.22048.1:429-1271|+     -            281 56099at50557         -            397     5e-13   47.4   0.2   1   5       5.9     2e+02   -0.7   0.0    71    95     3    26     1    48 0.57 -
78072at50557_7070_0:002a52|STRG.22048.1:429-1271|+     -            281 56099at50557         -            397     5e-13   47.4   0.2   2   5   3.6e-09   1.2e-07   29.6   0.0   208   327    45   169    41   176 0.85 -
78072at50557_7070_0:002a52|STRG.22048.1:429-1271|+     -            281 56099at50557         -            397     5e-13   47.4   0.2   3   5      0.42        14    3.0   0.0   237   269   160   192   155   205 0.81 -
78072at50557_7070_0:002a52|STRG.22048.1:429-1271|+     -            281 56099at50557         -            397     5e-13   47.4   0.2   4   5    0.0017     0.057   11.0   0.1    60    99   204   243   201   250 0.90 -
78072at50557_7070_0:002a52|STRG.22048.1:429-1271|+     -            281 56099at50557         -            397     5e-13   47.4   0.2   5   5         2        69    0.8   0.0   239   267   249   277   244   280 0.86 -
80377at50557_37344_0:0017d3|STRG.9262.1:1313-2272|+    -            320 56099at50557         -            397   8.6e-13   46.6   2.5   1   4     0.011      0.39    8.2   0.0   235   310     2    96     1   103 0.73 -
80377at50557_37344_0:0017d3|STRG.9262.1:1313-2272|+    -            320 56099at50557         -            397   8.6e-13   46.6   2.5   2   4       0.1       3.5    5.1   0.0    63   272   111   142   104   157 0.58 -
80377at50557_37344_0:0017d3|STRG.9262.1:1313-2272|+    -            320 56099at50557         -            397   8.6e-13   46.6   2.5   3   4   0.00015    0.0052   14.4   0.1   280   322   169   211   165   212 0.92 -
80377at50557_37344_0:0017d3|STRG.9262.1:1313-2272|+    -            320 56099at50557         -            397   8.6e-13   46.6   2.5   4   4   1.8e-05   0.00061   17.4   0.0    61   102   209   250   205   259 0.90 -
80377at50557_37344_0:0017d3|STRG.9262.2:878-1837|+     -            320 56099at50557         -            397   8.6e-13   46.6   2.5   1   4     0.011      0.39    8.2   0.0   235   310     2    96     1   103 0.73 -
80377at50557_37344_0:0017d3|STRG.9262.2:878-1837|+     -            320 56099at50557         -            397   8.6e-13   46.6   2.5   2   4       0.1       3.5    5.1   0.0    63   272   111   142   104   157 0.58 -
80377at50557_37344_0:0017d3|STRG.9262.2:878-1837|+     -            320 56099at50557         -            397   8.6e-13   46.6   2.5   3   4   0.00015    0.0052   14.4   0.1   280   322   169   211   165   212 0.92 -
80377at50557_37344_0:0017d3|STRG.9262.2:878-1837|+     -            320 56099at50557         -            397   8.6e-13   46.6   2.5   4   4   1.8e-05   0.00061   17.4   0.0    61   102   209   250   205   259 0.90 -
80377at50557_37344_0:0017d3|STRG.9262.3:878-1837|+     -            320 56099at50557         -            397   8.6e-13   46.6   2.5   1   4     0.011      0.39    8.2   0.0   235   310     2    96     1   103 0.73 -
80377at50557_37344_0:0017d3|STRG.9262.3:878-1837|+     -            320 56099at50557         -            397   8.6e-13   46.6   2.5   2   4       0.1       3.5    5.1   0.0    63   272   111   142   104   157 0.58 -
80377at50557_37344_0:0017d3|STRG.9262.3:878-1837|+     -            320 56099at50557         -            397   8.6e-13   46.6   2.5   3   4   0.00015    0.0052   14.4   0.1   280   322   169   211   165   212 0.92 -
80377at50557_37344_0:0017d3|STRG.9262.3:878-1837|+     -            320 56099at50557         -            397   8.6e-13   46.6   2.5   4   4   1.8e-05   0.00061   17.4   0.0    61   102   209   250   205   259 0.90 -
80377at50557_37344_0:0017d3|STRG.9262.4:878-1837|+     -            320 56099at50557         -            397   8.6e-13   46.6   2.5   1   4     0.011      0.39    8.2   0.0   235   310     2    96     1   103 0.73 -
80377at50557_37344_0:0017d3|STRG.9262.4:878-1837|+     -            320 56099at50557         -            397   8.6e-13   46.6   2.5   2   4       0.1       3.5    5.1   0.0    63   272   111   142   104   157 0.58 -
80377at50557_37344_0:0017d3|STRG.9262.4:878-1837|+     -            320 56099at50557         -            397   8.6e-13   46.6   2.5   3   4   0.00015    0.0052   14.4   0.1   280   322   169   211   165   212 0.92 -
80377at50557_37344_0:0017d3|STRG.9262.4:878-1837|+     -            320 56099at50557         -            397   8.6e-13   46.6   2.5   4   4   1.8e-05   0.00061   17.4   0.0    61   102   209   250   205   259 0.90 -
31374at50557_103372_0:0017b9|STRG.5061.1:0-1955|+      -            652 56099at50557         -            397   9.8e-13   46.4   1.7   1   4      0.06       2.1    5.8   0.0    61   102   392   432   389   435 0.84 -
31374at50557_103372_0:0017b9|STRG.5061.1:0-1955|+      -            652 56099at50557         -            397   9.8e-13   46.4   1.7   2   4   1.3e-09   4.5e-08   31.0   0.1   222   319   415   517   403   523 0.79 -
31374at50557_103372_0:0017b9|STRG.5061.1:0-1955|+      -            652 56099at50557         -            397   9.8e-13   46.4   1.7   3   4      0.52        18    2.7   0.0    61   101   518   556   511   562 0.82 -
31374at50557_103372_0:0017b9|STRG.5061.1:0-1955|+      -            652 56099at50557         -            397   9.8e-13   46.4   1.7   4   4     0.019      0.66    7.4   0.1    59    96   558   594   554   606 0.83 -
14512at50557_56086_0:000590|STRG.9671.1:731-1198|+     -            156 56099at50557         -            397   1.1e-12   46.2   0.3   1   3   0.00018    0.0063   14.1   0.0   248   320     5    80     2    83 0.84 -
14512at50557_56086_0:000590|STRG.9671.1:731-1198|+     -            156 56099at50557         -            397   1.1e-12   46.2   0.3   2   3   8.5e-08   2.9e-06   25.1   0.0   205   283    46   125    27   127 0.78 -
14512at50557_56086_0:000590|STRG.9671.1:731-1198|+     -            156 56099at50557         -            397   1.1e-12   46.2   0.3   3   3   4.8e-05    0.0016   16.0   0.1   144   191   108   156   107   156 0.93 -
14512at50557_56086_0:000590|STRG.9671.2:531-998|+      -            156 56099at50557         -            397   1.1e-12   46.2   0.3   1   3   0.00018    0.0063   14.1   0.0   248   320     5    80     2    83 0.84 -
14512at50557_56086_0:000590|STRG.9671.2:531-998|+      -            156 56099at50557         -            397   1.1e-12   46.2   0.3   2   3   8.5e-08   2.9e-06   25.1   0.0   205   283    46   125    27   127 0.78 -
14512at50557_56086_0:000590|STRG.9671.2:531-998|+      -            156 56099at50557         -            397   1.1e-12   46.2   0.3   3   3   4.8e-05    0.0016   16.0   0.1   144   191   108   156   107   156 0.93 -
48053at50557_13249_0:0016bb|STRG.8571.1:698-1672|+     -            325 56099at50557         -            397     2e-12   45.4   3.1   1   4   9.6e-05    0.0033   15.0   0.0    56   104    60   108    54   109 0.90 -
48053at50557_13249_0:0016bb|STRG.8571.1:698-1672|+     -            325 56099at50557         -            397     2e-12   45.4   3.1   2   4   0.00057      0.02   12.5   0.0   231   270   101   140   100   151 0.91 -
48053at50557_13249_0:0016bb|STRG.8571.1:698-1672|+     -            325 56099at50557         -            397     2e-12   45.4   3.1   3   4   2.2e-05   0.00076   17.1   0.2   217   317   171   277   161   287 0.81 -
48053at50557_13249_0:0016bb|STRG.8571.1:698-1672|+     -            325 56099at50557         -            397     2e-12   45.4   3.1   4   4       1.3        45    1.4   0.0    76    97   299   320   271   323 0.66 -
48053at50557_13249_0:0016bb|STRG.8571.2:606-1580|+     -            325 56099at50557         -            397     2e-12   45.4   3.1   1   4   9.6e-05    0.0033   15.0   0.0    56   104    60   108    54   109 0.90 -
48053at50557_13249_0:0016bb|STRG.8571.2:606-1580|+     -            325 56099at50557         -            397     2e-12   45.4   3.1   2   4   0.00057      0.02   12.5   0.0   231   270   101   140   100   151 0.91 -
48053at50557_13249_0:0016bb|STRG.8571.2:606-1580|+     -            325 56099at50557         -            397     2e-12   45.4   3.1   3   4   2.2e-05   0.00076   17.1   0.2   217   317   171   277   161   287 0.81 -
48053at50557_13249_0:0016bb|STRG.8571.2:606-1580|+     -            325 56099at50557         -            397     2e-12   45.4   3.1   4   4       1.3        45    1.4   0.0    76    97   299   320   271   323 0.66 -
57752at50557_103372_0:000c5a|STRG.2014.1:555-1919|+    -            455 56099at50557         -            397   3.5e-12   44.6   3.7   1   4    0.0015     0.051   11.1   0.0    62   124   141   217   137   224 0.78 -
57752at50557_103372_0:000c5a|STRG.2014.1:555-1919|+    -            455 56099at50557         -            397   3.5e-12   44.6   3.7   2   4       3.2   1.1e+02    0.2   0.0    61    95   308   340   305   343 0.78 -
57752at50557_103372_0:000c5a|STRG.2014.1:555-1919|+    -            455 56099at50557         -            397   3.5e-12   44.6   3.7   3   4     0.002     0.067   10.7   0.0    58    96   346   382   343   390 0.92 -
57752at50557_103372_0:000c5a|STRG.2014.1:555-1919|+    -            455 56099at50557         -            397   3.5e-12   44.6   3.7   4   4      0.75        25    2.2   0.0   240   272   399   431   383   439 0.79 -
57752at50557_103372_0:000c5a|STRG.2014.2:0-1361|+      -            454 56099at50557         -            397   3.7e-12   44.5   3.8   1   4    0.0013     0.044   11.3   0.0    62   124   140   216   136   225 0.78 -
57752at50557_103372_0:000c5a|STRG.2014.2:0-1361|+      -            454 56099at50557         -            397   3.7e-12   44.5   3.8   2   4         3     1e+02    0.3   0.0    61    95   307   339   304   344 0.79 -
57752at50557_103372_0:000c5a|STRG.2014.2:0-1361|+      -            454 56099at50557         -            397   3.7e-12   44.5   3.8   3   4     0.002     0.067   10.7   0.0    58    96   345   381   342   389 0.92 -
57752at50557_103372_0:000c5a|STRG.2014.2:0-1361|+      -            454 56099at50557         -            397   3.7e-12   44.5   3.8   4   4      0.78        27    2.2   0.0   240   272   398   430   382   436 0.79 -
43121at50557_103372_0:001d6c|STRG.22490.1:761-2358|+   -            510 56099at50557         -            397   7.7e-12   43.5   0.3   1   3    0.0002    0.0069   14.0   0.0   225   321   195   302   184   308 0.72 -
43121at50557_103372_0:001d6c|STRG.22490.1:761-2358|+   -            510 56099at50557         -            397   7.7e-12   43.5   0.3   2   3   9.6e-08   3.3e-06   24.9   0.0   240   323   303   389   300   400 0.85 -
43121at50557_103372_0:001d6c|STRG.22490.1:761-2358|+   -            510 56099at50557         -            397   7.7e-12   43.5   0.3   3   3       1.8        61    1.0   0.0    61    94   476   508   474   509 0.93 -
43121at50557_103372_0:001d6c|STRG.22490.2:0-1529|+     -            510 56099at50557         -            397   8.9e-12   43.3   0.3   1   3    0.0002    0.0069   14.0   0.0   225   321   195   302   184   308 0.72 -
43121at50557_103372_0:001d6c|STRG.22490.2:0-1529|+     -            510 56099at50557         -            397   8.9e-12   43.3   0.3   2   3   9.6e-08   3.3e-06   24.9   0.0   240   323   303   389   300   400 0.85 -
43121at50557_103372_0:001d6c|STRG.22490.2:0-1529|+     -            510 56099at50557         -            397   8.9e-12   43.3   0.3   3   3       2.1        72    0.7   0.0    61    94   476   508   474   509 0.93 -
49370at50557_456900_0:00265d|STRG.24170.1:236-1804|+   -            523 56099at50557         -            397   1.5e-11   42.5   0.1   1   3       7.3   2.5e+02   -1.0   0.0    79    94   292   307   256   311 0.60 -
49370at50557_456900_0:00265d|STRG.24170.1:236-1804|+   -            523 56099at50557         -            397   1.5e-11   42.5   0.1   2   3     0.011      0.39    8.2   0.0   246   317   326   400   313   408 0.79 -
49370at50557_456900_0:00265d|STRG.24170.1:236-1804|+   -            523 56099at50557         -            397   1.5e-11   42.5   0.1   3   3   4.2e-09   1.4e-07   29.4   0.1   211   311   416   521   408   523 0.81 -
49370at50557_456900_0:00265d|STRG.24170.2:212-1780|+   -            523 56099at50557         -            397   1.5e-11   42.5   0.1   1   3       7.3   2.5e+02   -1.0   0.0    79    94   292   307   256   311 0.60 -
49370at50557_456900_0:00265d|STRG.24170.2:212-1780|+   -            523 56099at50557         -            397   1.5e-11   42.5   0.1   2   3     0.011      0.39    8.2   0.0   246   317   326   400   313   408 0.79 -
49370at50557_456900_0:00265d|STRG.24170.2:212-1780|+   -            523 56099at50557         -            397   1.5e-11   42.5   0.1   3   3   4.2e-09   1.4e-07   29.4   0.1   211   311   416   521   408   523 0.81 -
49370at50557_456900_0:00265d|STRG.24170.3:0-1568|+     -            523 56099at50557         -            397   1.5e-11   42.5   0.1   1   3       7.3   2.5e+02   -1.0   0.0    79    94   292   307   256   311 0.60 -
49370at50557_456900_0:00265d|STRG.24170.3:0-1568|+     -            523 56099at50557         -            397   1.5e-11   42.5   0.1   2   3     0.011      0.39    8.2   0.0   246   317   326   400   313   408 0.79 -
49370at50557_456900_0:00265d|STRG.24170.3:0-1568|+     -            523 56099at50557         -            397   1.5e-11   42.5   0.1   3   3   4.2e-09   1.4e-07   29.4   0.1   211   311   416   521   408   523 0.81 -
33043at50557_103372_0:000263|STRG.20912.1:0-1922|+     -            641 56099at50557         -            397   1.7e-11   42.3   0.6   1   2      0.19       6.4    4.2   0.0   219   268    12    63     3   133 0.82 -
33043at50557_103372_0:000263|STRG.20912.1:0-1922|+     -            641 56099at50557         -            397   1.7e-11   42.3   0.6   2   2   4.2e-09   1.5e-07   29.4   0.3    62   319   224   490   216   542 0.72 -
80377at50557_166361_0:002fc1|STRG.22106.1:434-1147|+   -            238 56099at50557         -            397   1.9e-11   42.1   0.1   1   3       5.1   1.7e+02   -0.5   0.0   252   271    13    32     4    40 0.68 -
80377at50557_166361_0:002fc1|STRG.22106.1:434-1147|+   -            238 56099at50557         -            397   1.9e-11   42.1   0.1   2   3    0.0004     0.014   13.0   0.0    56   119    55   113    50   120 0.79 -
80377at50557_166361_0:002fc1|STRG.22106.1:434-1147|+   -            238 56099at50557         -            397   1.9e-11   42.1   0.1   3   3   6.3e-08   2.2e-06   25.5   0.0   240   318   150   233   113   237 0.77 -
48126at50557_7004_0:00207c|STRG.16576.2:9-2306|+       -            766 56099at50557         -            397     2e-11   42.1   3.2   1   4     0.056       1.9    5.9   0.0    62   191    45   183    38   197 0.63 -
48126at50557_7004_0:00207c|STRG.16576.2:9-2306|+       -            766 56099at50557         -            397     2e-11   42.1   3.2   2   4      0.18       6.1    4.3   0.0    59    97   198   238   189   244 0.76 -
48126at50557_7004_0:00207c|STRG.16576.2:9-2306|+       -            766 56099at50557         -            397     2e-11   42.1   3.2   3   4    0.0013     0.044   11.3   0.0   241   320   375   465   358   476 0.72 -
48126at50557_7004_0:00207c|STRG.16576.2:9-2306|+       -            766 56099at50557         -            397     2e-11   42.1   3.2   4   4   0.00014    0.0046   14.5   0.9   237   317   574   663   555   681 0.70 -
78072at50557_34720_0:000cf9|STRG.17034.1:162-1169|+    -            336 56099at50557         -            397   3.5e-11   41.3   3.3   1   5   8.6e-05    0.0029   15.2   0.0   241   314    15    94     9   101 0.80 -
78072at50557_34720_0:000cf9|STRG.17034.1:162-1169|+    -            336 56099at50557         -            397   3.5e-11   41.3   3.3   2   5   0.00012    0.0042   14.7   0.1   240   315    59   139    51   144 0.82 -
78072at50557_34720_0:000cf9|STRG.17034.1:162-1169|+    -            336 56099at50557         -            397   3.5e-11   41.3   3.3   3   5   0.00026    0.0087   13.6   0.2   241   316   104   184    96   187 0.83 -
78072at50557_34720_0:000cf9|STRG.17034.1:162-1169|+    -            336 56099at50557         -            397   3.5e-11   41.3   3.3   4   5   6.6e-05    0.0022   15.6   0.7   239   320   146   235   135   251 0.71 -
78072at50557_34720_0:000cf9|STRG.17034.1:162-1169|+    -            336 56099at50557         -            397   3.5e-11   41.3   3.3   5   5      0.48        17    2.9   0.0    63    94   303   334   295   335 0.77 -
78072at50557_34720_0:000cf9|STRG.17034.2:9-1019|+      -            337 56099at50557         -            397   3.5e-11   41.3   3.5   1   3   8.7e-05     0.003   15.2   0.0   241   314    14    93     8   100 0.80 -
78072at50557_34720_0:000cf9|STRG.17034.2:9-1019|+      -            337 56099at50557         -            397   3.5e-11   41.3   3.5   2   3   5.9e-05     0.002   15.7   1.7   236   313   142   226   107   249 0.62 -
78072at50557_34720_0:000cf9|STRG.17034.2:9-1019|+      -            337 56099at50557         -            397   3.5e-11   41.3   3.5   3   3      0.39        13    3.2   0.0    63    94   302   333   293   336 0.78 -
40115at50557_597456_0:00265e|STRG.3361.1:2366-3235|+   -            290 56099at50557         -            397   2.2e-10   38.7   2.9   1   2      0.14       4.9    4.6   0.0    65    98     1    34     1    52 0.88 -
40115at50557_597456_0:00265e|STRG.3361.1:2366-3235|+   -            290 56099at50557         -            397   2.2e-10   38.7   2.9   2   2     1e-08   3.5e-07   28.1   1.1    59   240    83   256    81   288 0.71 -
40115at50557_597456_0:00265e|STRG.3361.2:2461-3330|+   -            290 56099at50557         -            397   2.2e-10   38.7   2.9   1   2      0.14       4.9    4.6   0.0    65    98     1    34     1    52 0.88 -
40115at50557_597456_0:00265e|STRG.3361.2:2461-3330|+   -            290 56099at50557         -            397   2.2e-10   38.7   2.9   2   2     1e-08   3.5e-07   28.1   1.1    59   240    83   256    81   288 0.71 -
40115at50557_597456_0:00265e|STRG.3361.3:1791-2660|+   -            290 56099at50557         -            397   2.2e-10   38.7   2.9   1   2      0.14       4.9    4.6   0.0    65    98     1    34     1    52 0.88 -
40115at50557_597456_0:00265e|STRG.3361.3:1791-2660|+   -            290 56099at50557         -            397   2.2e-10   38.7   2.9   2   2     1e-08   3.5e-07   28.1   1.1    59   240    83   256    81   288 0.71 -
40115at50557_597456_0:00265e|STRG.3361.4:807-1676|+    -            290 56099at50557         -            397   2.2e-10   38.7   2.9   1   2      0.14       4.9    4.6   0.0    65    98     1    34     1    52 0.88 -
40115at50557_597456_0:00265e|STRG.3361.4:807-1676|+    -            290 56099at50557         -            397   2.2e-10   38.7   2.9   2   2     1e-08   3.5e-07   28.1   1.1    59   240    83   256    81   288 0.71 -
48126at50557_7004_0:00207c|STRG.16576.1:69-2308|+      -            742 56099at50557         -            397   3.7e-10   37.9   3.2   1   4       1.6        55    1.1   0.0    62    95    57    94    44   109 0.69 -
48126at50557_7004_0:00207c|STRG.16576.1:69-2308|+      -            742 56099at50557         -            397   3.7e-10   37.9   3.2   2   4      0.17       5.8    4.3   0.0    59    97   174   214   165   220 0.76 -
48126at50557_7004_0:00207c|STRG.16576.1:69-2308|+      -            742 56099at50557         -            397   3.7e-10   37.9   3.2   3   4    0.0012     0.042   11.4   0.0   241   320   351   441   334   452 0.72 -
48126at50557_7004_0:00207c|STRG.16576.1:69-2308|+      -            742 56099at50557         -            397   3.7e-10   37.9   3.2   4   4   0.00013    0.0043   14.6   0.8   237   317   550   639   531   657 0.70 -
14512at50557_103372_0:0005b9|STRG.3816.1:368-2947|+    -            860 56099at50557         -            397   3.9e-10   37.9   0.1   1   4       3.6   1.2e+02   -0.0   0.0    64    96    16    48    11    54 0.78 -
14512at50557_103372_0:0005b9|STRG.3816.1:368-2947|+    -            860 56099at50557         -            397   3.9e-10   37.9   0.1   2   4       0.3        10    3.6   0.0    59    99    54    92    48   100 0.84 -
14512at50557_103372_0:0005b9|STRG.3816.1:368-2947|+    -            860 56099at50557         -            397   3.9e-10   37.9   0.1   3   4   2.9e-07   9.9e-06   23.3   0.0   240   321    99   183    96   192 0.83 -
14512at50557_103372_0:0005b9|STRG.3816.1:368-2947|+    -            860 56099at50557         -            397   3.9e-10   37.9   0.1   4   4     0.082       2.8    5.4   0.0    62   100   183   220   179   225 0.88 -
14512at50557_103372_0:0005b9|STRG.3816.2:368-3004|+    -            879 56099at50557         -            397   4.3e-10   37.7   0.1   1   4       2.9        99    0.3   0.0    64    97    16    49    11    56 0.77 -
14512at50557_103372_0:0005b9|STRG.3816.2:368-3004|+    -            879 56099at50557         -            397   4.3e-10   37.7   0.1   2   4       0.3        10    3.5   0.0    59    99    54    92    48   100 0.84 -
14512at50557_103372_0:0005b9|STRG.3816.2:368-3004|+    -            879 56099at50557         -            397   4.3e-10   37.7   0.1   3   4   2.6e-07     9e-06   23.5   0.0   240   321    99   183    94   192 0.83 -
14512at50557_103372_0:0005b9|STRG.3816.2:368-3004|+    -            879 56099at50557         -            397   4.3e-10   37.7   0.1   4   4     0.084       2.9    5.4   0.0    62   100   183   220   179   225 0.88 -
80377at50557_568069_0:004eea|STRG.6000.1:60-914|+      -            285 56099at50557         -            397   4.6e-10   37.6   0.0   1   2     0.009      0.31    8.6   0.0   244   308     8    33     2    40 0.55 -
80377at50557_568069_0:004eea|STRG.6000.1:60-914|+      -            285 56099at50557         -            397   4.6e-10   37.6   0.0   2   2   3.5e-08   1.2e-06   26.4   0.0   138   320    70   256    53   267 0.84 -
13625at50557_34720_0:001854|STRG.23081.1:24-2051|+     -            676 56099at50557         -            397   4.8e-10   37.5   0.2   1   5         5   1.7e+02   -0.5   0.0   246   297    52   105    25   111 0.76 -
13625at50557_34720_0:001854|STRG.23081.1:24-2051|+     -            676 56099at50557         -            397   4.8e-10   37.5   0.2   2   5      0.13       4.3    4.8   0.0   285   311   142   168   134   176 0.89 -
13625at50557_34720_0:001854|STRG.23081.1:24-2051|+     -            676 56099at50557         -            397   4.8e-10   37.5   0.2   3   5    0.0011     0.038   11.5   0.0   276   312   382   421   330   426 0.76 -
13625at50557_34720_0:001854|STRG.23081.1:24-2051|+     -            676 56099at50557         -            397   4.8e-10   37.5   0.2   4   5       0.4        14    3.1   0.0    64    99   432   466   425   474 0.65 -
