#                                                                                                              --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                          accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                  ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
69548at50557_378494_0:000ec9|STRG.13704.1:101-673|-    -            125 69548at50557         -            348   6.2e-56  188.8   2.7   1   1   2.2e-57   6.9e-56  188.7   2.7   188   306     1   125     1   125 0.98 -
31374at50557_133901_0:001035|STRG.11576.1:443-1987|+   -            515 69548at50557         -            348   4.9e-17   60.9   0.1   1   1   3.3e-18     1e-16   59.8   0.1   114   306   266   469   257   475 0.82 -
31374at50557_133901_0:001035|STRG.11576.2:539-2083|+   -            515 69548at50557         -            348   4.9e-17   60.9   0.1   1   1   3.3e-18     1e-16   59.8   0.1   114   306   266   469   257   475 0.82 -
31374at50557_133901_0:001035|STRG.11576.3:443-1987|+   -            515 69548at50557         -            348   4.9e-17   60.9   0.1   1   1   3.3e-18     1e-16   59.8   0.1   114   306   266   469   257   475 0.82 -
33043at50557_103372_0:000263|STRG.20912.1:0-1922|+     -            641 69548at50557         -            348   5.3e-17   60.8  13.3   1   4       0.4        13    3.6   0.1   284   342     5    63     3    69 0.64 -
33043at50557_103372_0:000263|STRG.20912.1:0-1922|+     -            641 69548at50557         -            348   5.3e-17   60.8  13.3   2   4   0.00021    0.0065   14.4   0.2   207   304   160   257   148   271 0.76 -
33043at50557_103372_0:000263|STRG.20912.1:0-1922|+     -            641 69548at50557         -            348   5.3e-17   60.8  13.3   3   4      0.15       4.7    5.1   0.0   271   305   271   305   257   317 0.87 -
33043at50557_103372_0:000263|STRG.20912.1:0-1922|+     -            641 69548at50557         -            348   5.3e-17   60.8  13.3   4   4   6.1e-13   1.9e-11   42.5   4.3   130   304   291   482   290   495 0.78 -
76755at50557_315563_0:0012ae|STRG.9463.2:625-3362|+    -            237 69548at50557         -            348   9.8e-17   59.9   0.7   1   2   7.7e-08   2.5e-06   25.7   0.3   246   345     5   108     2   111 0.77 -
76755at50557_315563_0:0012ae|STRG.9463.2:625-3362|+    -            237 69548at50557         -            348   9.8e-17   59.9   0.7   2   2   6.3e-10     2e-08   32.6   0.0   248   346   115   223   108   225 0.76 -
14512at50557_56086_0:000590|STRG.9671.1:731-1198|+     -            156 69548at50557         -            348   1.3e-16   59.5   0.1   1   1   5.1e-18   1.6e-16   59.2   0.1   204   345    14   155    10   156 0.87 -
14512at50557_56086_0:000590|STRG.9671.2:531-998|+      -            156 69548at50557         -            348   1.3e-16   59.5   0.1   1   1   5.1e-18   1.6e-16   59.2   0.1   204   345    14   155    10   156 0.87 -
80377at50557_77166_0:002f29|STRG.17350.1:651-1520|+    -            290 69548at50557         -            348   2.2e-16   58.7   2.8   1   2     5e-15   1.6e-13   49.3   0.5   117   309     1   205     1   216 0.76 -
80377at50557_77166_0:002f29|STRG.17350.1:651-1520|+    -            290 69548at50557         -            348   2.2e-16   58.7   2.8   2   2     0.011      0.34    8.8   0.1    93   143   233   288   229   290 0.75 -
25500at50557_121845_0:000041|STRG.2667.1:325-1038|+    -            238 69548at50557         -            348   2.8e-16   58.4   7.1   1   3   4.8e-05    0.0015   16.5   0.2   244   308    10    75     1    78 0.79 -
25500at50557_121845_0:000041|STRG.2667.1:325-1038|+    -            238 69548at50557         -            348   2.8e-16   58.4   7.1   2   3   6.2e-10     2e-08   32.6   0.0   246   328    58   138    55   142 0.93 -
25500at50557_121845_0:000041|STRG.2667.1:325-1038|+    -            238 69548at50557         -            348   2.8e-16   58.4   7.1   3   3   3.9e-06   0.00012   20.1   0.6   245   337   143   236   139   238 0.84 -
69548at50557_609295_0:0005e7|STRG.6601.1:207-1064|+    -            286 69548at50557         -            348   4.4e-16   57.8   0.8   1   3    0.0013      0.04   11.9   0.0   187   227     5    51     2    53 0.82 -
69548at50557_609295_0:0005e7|STRG.6601.1:207-1064|+    -            286 69548at50557         -            348   4.4e-16   57.8   0.8   2   3   2.8e-06   8.8e-05   20.6   0.2   242   308    26    92    13    96 0.81 -
69548at50557_609295_0:0005e7|STRG.6601.1:207-1064|+    -            286 69548at50557         -            348   4.4e-16   57.8   0.8   3   3   2.6e-10   8.3e-09   33.8   0.0   206   329   141   279   112   284 0.68 -
40115at50557_77166_0:00051d|STRG.21442.1:283-705|+     -            141 69548at50557         -            348   5.3e-16   57.5   1.8   1   1   3.7e-16   1.2e-14   53.0   1.8   171   303     3   141     2   141 0.70 -
25500at50557_121845_0:000041|STRG.2667.2:143-772|+     -            210 69548at50557         -            348   5.5e-16   57.4   4.6   1   3   0.00085     0.027   12.4   0.0   269   309     8    48     2    51 0.91 -
25500at50557_121845_0:000041|STRG.2667.2:143-772|+     -            210 69548at50557         -            348   5.5e-16   57.4   4.6   2   3   1.1e-11   3.6e-10   38.3   2.1   244   344    28   127    13   128 0.87 -
25500at50557_121845_0:000041|STRG.2667.2:143-772|+     -            210 69548at50557         -            348   5.5e-16   57.4   4.6   3   3   6.1e-06   0.00019   19.5   0.7   246   337   116   208   115   210 0.85 -
43121at50557_103372_0:001d6c|STRG.22490.1:761-2358|+   -            510 69548at50557         -            348   5.5e-16   57.4   3.8   1   3       1.5        49    1.7   0.0   162   193    42    73     3    82 0.64 -
43121at50557_103372_0:001d6c|STRG.22490.1:761-2358|+   -            510 69548at50557         -            348   5.5e-16   57.4   3.8   2   3   3.3e-11     1e-09   36.8   0.5   204   346   227   377   205   379 0.81 -
43121at50557_103372_0:001d6c|STRG.22490.1:761-2358|+   -            510 69548at50557         -            348   5.5e-16   57.4   3.8   3   3   4.2e-09   1.3e-07   29.9   0.2   208   344   281   421   276   425 0.71 -
43121at50557_103372_0:001d6c|STRG.22490.2:0-1529|+     -            510 69548at50557         -            348   5.5e-16   57.4   3.8   1   3       1.5        49    1.7   0.0   162   193    42    73     3    82 0.64 -
43121at50557_103372_0:001d6c|STRG.22490.2:0-1529|+     -            510 69548at50557         -            348   5.5e-16   57.4   3.8   2   3   3.3e-11     1e-09   36.8   0.5   204   346   227   377   205   379 0.81 -
43121at50557_103372_0:001d6c|STRG.22490.2:0-1529|+     -            510 69548at50557         -            348   5.5e-16   57.4   3.8   3   3   4.2e-09   1.3e-07   29.9   0.2   208   344   281   421   276   425 0.71 -
40115at50557_123851_0:00295a|STRG.18638.1:136-1104|+   -            323 69548at50557         -            348   7.5e-16   57.0   0.0   1   4      0.04       1.3    6.9   0.0   310   346    56    94    31    97 0.74 -
40115at50557_123851_0:00295a|STRG.18638.1:136-1104|+   -            323 69548at50557         -            348   7.5e-16   57.0   0.0   2   4   2.8e-06   8.9e-05   20.6   0.0   244   345    79   186    74   191 0.75 -
40115at50557_123851_0:00295a|STRG.18638.1:136-1104|+   -            323 69548at50557         -            348   7.5e-16   57.0   0.0   3   4   7.8e-05    0.0025   15.8   0.0   233   307   119   190   105   238 0.58 -
40115at50557_123851_0:00295a|STRG.18638.1:136-1104|+   -            323 69548at50557         -            348   7.5e-16   57.0   0.0   4   4   1.3e-09   4.1e-08   31.6   0.0   178   343   140   321   135   323 0.72 -
40115at50557_123851_0:00295a|STRG.18638.2:1782-2750|+  -            323 69548at50557         -            348   7.5e-16   57.0   0.0   1   4      0.04       1.3    6.9   0.0   310   346    56    94    31    97 0.74 -
40115at50557_123851_0:00295a|STRG.18638.2:1782-2750|+  -            323 69548at50557         -            348   7.5e-16   57.0   0.0   2   4   2.8e-06   8.9e-05   20.6   0.0   244   345    79   186    74   191 0.75 -
40115at50557_123851_0:00295a|STRG.18638.2:1782-2750|+  -            323 69548at50557         -            348   7.5e-16   57.0   0.0   3   4   7.8e-05    0.0025   15.8   0.0   233   307   119   190   105   238 0.58 -
40115at50557_123851_0:00295a|STRG.18638.2:1782-2750|+  -            323 69548at50557         -            348   7.5e-16   57.0   0.0   4   4   1.3e-09   4.1e-08   31.6   0.0   178   343   140   321   135   323 0.72 -
69548at50557_609295_0:0005e7|STRG.6601.2:310-1152|+    -            281 69548at50557         -            348   7.6e-16   57.0   1.0   1   2   2.6e-06   8.3e-05   20.7   0.2   242   308    21    87     8    91 0.81 -
69548at50557_609295_0:0005e7|STRG.6601.2:310-1152|+    -            281 69548at50557         -            348   7.6e-16   57.0   1.0   2   2   2.5e-10   7.9e-09   33.9   0.0   206   329   136   274   107   279 0.68 -
14512at50557_29053_0:0002b6|STRG.14034.3:998-1678|+    -            227 69548at50557         -            348   1.5e-15   56.0   0.9   1   2   4.4e-11   1.4e-09   36.4   0.0   224   346    19   142     2   144 0.81 -
14512at50557_29053_0:0002b6|STRG.14034.3:998-1678|+    -            227 69548at50557         -            348   1.5e-15   56.0   0.9   2   2   1.1e-07   3.4e-06   25.2   0.2   217   345    98   227    98   227 0.81 -
40115at50557_411798_0:002bfa|STRG.15736.1:627-1412|+   -            262 69548at50557         -            348   1.7e-15   55.8   0.8   1   2   6.3e-12     2e-10   39.2   0.2   182   344     3   176     1   179 0.82 -
40115at50557_411798_0:002bfa|STRG.15736.1:627-1412|+   -            262 69548at50557         -            348   1.7e-15   55.8   0.8   2   2   0.00011    0.0035   15.3   0.0   251   344   170   261   168   262 0.76 -
71739at50557_103372_0:00145d|STRG.16633.2:104-1069|+   -            322 69548at50557         -            348   2.2e-15   55.4   2.3   1   2     3e-11   9.6e-10   36.9   0.5   156   325     5   195     2   200 0.78 -
71739at50557_103372_0:00145d|STRG.16633.2:104-1069|+   -            322 69548at50557         -            348   2.2e-15   55.4   2.3   2   2   7.7e-08   2.4e-06   25.7   0.0   206   299   162   254   136   278 0.79 -
78072at50557_315563_0:002315|STRG.8652.1:17-490|+      -            158 69548at50557         -            348   2.5e-15   55.3   1.0   1   1   9.1e-17   2.9e-15   55.1   1.0   203   345    15   157     1   158 0.82 -
78072at50557_43151_0:001a65|STRG.10815.1:27-851|+      -            275 69548at50557         -            348   3.9e-15   54.6   7.9   1   2   1.6e-12   5.2e-11   41.1   0.2   246   346    19   123     6   125 0.90 -
78072at50557_43151_0:001a65|STRG.10815.1:27-851|+      -            275 69548at50557         -            348   3.9e-15   54.6   7.9   2   2   5.8e-05    0.0018   16.3   2.4   245   344   168   272   153   275 0.63 -
48053at50557_13249_0:0016bb|STRG.8571.1:698-1672|+     -            325 69548at50557         -            348   4.3e-15   54.5   7.0   1   4   1.3e-06   4.1e-05   21.7   0.1   269   329    64   124    55   127 0.91 -
48053at50557_13249_0:0016bb|STRG.8571.1:698-1672|+     -            325 69548at50557         -            348   4.3e-15   54.5   7.0   2   4   2.3e-05   0.00071   17.6   0.0   268   307   107   145   101   155 0.87 -
48053at50557_13249_0:0016bb|STRG.8571.1:698-1672|+     -            325 69548at50557         -            348   4.3e-15   54.5   7.0   3   4     0.033         1    7.2   0.0   286   309   168   191   149   198 0.86 -
48053at50557_13249_0:0016bb|STRG.8571.1:698-1672|+     -            325 69548at50557         -            348   4.3e-15   54.5   7.0   4   4     1e-05   0.00031   18.8   2.0    93   197   173   288   166   324 0.70 -
48053at50557_13249_0:0016bb|STRG.8571.2:606-1580|+     -            325 69548at50557         -            348   4.3e-15   54.5   7.0   1   4   1.3e-06   4.1e-05   21.7   0.1   269   329    64   124    55   127 0.91 -
48053at50557_13249_0:0016bb|STRG.8571.2:606-1580|+     -            325 69548at50557         -            348   4.3e-15   54.5   7.0   2   4   2.3e-05   0.00071   17.6   0.0   268   307   107   145   101   155 0.87 -
48053at50557_13249_0:0016bb|STRG.8571.2:606-1580|+     -            325 69548at50557         -            348   4.3e-15   54.5   7.0   3   4     0.033         1    7.2   0.0   286   309   168   191   149   198 0.86 -
48053at50557_13249_0:0016bb|STRG.8571.2:606-1580|+     -            325 69548at50557         -            348   4.3e-15   54.5   7.0   4   4     1e-05   0.00031   18.8   2.0    93   197   173   288   166   324 0.70 -
22030at50557_286306_0:001c8f|STRG.12469.3:229-2330|+   -            681 69548at50557         -            348     6e-15   54.0   5.6   1   2     0.031      0.97    7.3   0.0   272   329    15    66     2    76 0.66 -
22030at50557_286306_0:001c8f|STRG.12469.3:229-2330|+   -            681 69548at50557         -            348     6e-15   54.0   5.6   2   2   1.6e-14   5.1e-13   47.7   3.0   166   343    72   264    67   268 0.79 -
22030at50557_411798_0:00363d|STRG.12469.1:597-2746|+   -            691 69548at50557         -            348   6.2e-15   54.0   5.6   1   2      0.03      0.96    7.3   0.0   272   329    27    78    13    88 0.66 -
22030at50557_411798_0:00363d|STRG.12469.1:597-2746|+   -            691 69548at50557         -            348   6.2e-15   54.0   5.6   2   2   1.8e-14   5.7e-13   47.5   2.9   167   343    85   276    81   280 0.79 -
22030at50557_286306_0:001c8f|STRG.12469.5:229-2510|+   -            695 69548at50557         -            348   7.1e-15   53.8   5.7   1   2     0.031      0.99    7.3   0.0   272   329    15    66     2    76 0.66 -
22030at50557_286306_0:001c8f|STRG.12469.5:229-2510|+   -            695 69548at50557         -            348   7.1e-15   53.8   5.7   2   2   1.8e-14   5.8e-13   47.5   3.0   166   343    72   264    68   268 0.79 -
22030at50557_286306_0:001c8f|STRG.12469.4:229-2435|+   -            704 69548at50557         -            348   7.4e-15   53.7   5.7   1   2     0.032         1    7.2   0.0   272   329    15    66     2    76 0.66 -
22030at50557_286306_0:001c8f|STRG.12469.4:229-2435|+   -            704 69548at50557         -            348   7.4e-15   53.7   5.7   2   2   1.9e-14   5.9e-13   47.5   3.0   166   343    72   264    68   268 0.79 -
22030at50557_286306_0:001c8f|STRG.12469.2:229-2436|+   -            724 69548at50557         -            348   8.1e-15   53.6   5.7   1   2     0.033         1    7.2   0.0   272   329    15    66     2    76 0.66 -
22030at50557_286306_0:001c8f|STRG.12469.2:229-2436|+   -            724 69548at50557         -            348   8.1e-15   53.6   5.7   2   2   2.1e-14   6.6e-13   47.3   3.2   166   343    72   264    67   268 0.79 -
71739at50557_103372_0:00145d|STRG.16633.1:0-965|+      -            322 69548at50557         -            348   1.1e-14   53.2   2.5   1   2   1.3e-10   4.1e-09   34.8   0.5   157   322     2   188     1   189 0.78 -
71739at50557_103372_0:00145d|STRG.16633.1:0-965|+      -            322 69548at50557         -            348   1.1e-14   53.2   2.5   2   2   7.6e-08   2.4e-06   25.7   0.1   206   299   158   250   131   274 0.78 -
40115at50557_108931_0:001d6b|STRG.9772.1:1620-2768|+   -            383 69548at50557         -            348   1.5e-14   52.7   0.6   1   3     0.033         1    7.2   0.0   264   323    50   109    29   140 0.79 -
40115at50557_108931_0:001d6b|STRG.9772.1:1620-2768|+   -            383 69548at50557         -            348   1.5e-14   52.7   0.6   2   3       5.2   1.7e+02   -0.0   0.0   280   330   114   165   109   186 0.64 -
40115at50557_108931_0:001d6b|STRG.9772.1:1620-2768|+   -            383 69548at50557         -            348   1.5e-14   52.7   0.6   3   3   6.9e-13   2.2e-11   42.3   0.1   261   345   298   383   266   383 0.78 -
40115at50557_108931_0:001d6b|STRG.9772.2:903-2051|+    -            383 69548at50557         -            348   1.5e-14   52.7   0.6   1   3     0.033         1    7.2   0.0   264   323    50   109    29   140 0.79 -
40115at50557_108931_0:001d6b|STRG.9772.2:903-2051|+    -            383 69548at50557         -            348   1.5e-14   52.7   0.6   2   3       5.2   1.7e+02   -0.0   0.0   280   330   114   165   109   186 0.64 -
40115at50557_108931_0:001d6b|STRG.9772.2:903-2051|+    -            383 69548at50557         -            348   1.5e-14   52.7   0.6   3   3   6.9e-13   2.2e-11   42.3   0.1   261   345   298   383   266   383 0.78 -
37700at50557_34720_0:0020a5|STRG.18914.2:1-1689|+      -            563 69548at50557         -            348   2.4e-14   52.1   0.5   1   3   0.00083     0.026   12.4   0.2   167   221   230   286   224   298 0.79 -
37700at50557_34720_0:0020a5|STRG.18914.2:1-1689|+      -            563 69548at50557         -            348   2.4e-14   52.1   0.5   2   3       0.9        28    2.5   0.0   190   218   355   387   295   388 0.38 -
37700at50557_34720_0:0020a5|STRG.18914.2:1-1689|+      -            563 69548at50557         -            348   2.4e-14   52.1   0.5   3   3     2e-10   6.4e-09   34.2   0.0   155   345   356   562   348   563 0.74 -
37700at50557_34720_0:0020a5|STRG.18914.1:1-1692|+      -            564 69548at50557         -            348   2.4e-14   52.1   0.5   1   3   0.00083     0.026   12.4   0.2   167   221   231   287   225   299 0.79 -
37700at50557_34720_0:0020a5|STRG.18914.1:1-1692|+      -            564 69548at50557         -            348   2.4e-14   52.1   0.5   2   3       0.9        28    2.5   0.0   190   218   356   388   296   389 0.38 -
37700at50557_34720_0:0020a5|STRG.18914.1:1-1692|+      -            564 69548at50557         -            348   2.4e-14   52.1   0.5   3   3     2e-10   6.4e-09   34.2   0.0   155   345   357   563   349   564 0.74 -
78072at50557_39758_0:003b38|STRG.9545.1:660-1199|+     -            180 69548at50557         -            348   4.5e-14   51.2   1.5   1   3      0.21       6.6    4.6   0.0   311   346     3    40     1    42 0.89 -
78072at50557_39758_0:003b38|STRG.9545.1:660-1199|+     -            180 69548at50557         -            348   4.5e-14   51.2   1.5   2   3   2.7e-09   8.6e-08   30.5   0.6   269   345    53   135    40   138 0.78 -
78072at50557_39758_0:003b38|STRG.9545.1:660-1199|+     -            180 69548at50557         -            348   4.5e-14   51.2   1.5   3   3   0.00033      0.01   13.8   0.0   269   299   149   179   135   180 0.86 -
78072at50557_39758_0:003b38|STRG.9545.2:926-1465|+     -            180 69548at50557         -            348   4.5e-14   51.2   1.5   1   3      0.21       6.6    4.6   0.0   311   346     3    40     1    42 0.89 -
78072at50557_39758_0:003b38|STRG.9545.2:926-1465|+     -            180 69548at50557         -            348   4.5e-14   51.2   1.5   2   3   2.7e-09   8.6e-08   30.5   0.6   269   345    53   135    40   138 0.78 -
78072at50557_39758_0:003b38|STRG.9545.2:926-1465|+     -            180 69548at50557         -            348   4.5e-14   51.2   1.5   3   3   0.00033      0.01   13.8   0.0   269   299   149   179   135   180 0.86 -
76755at50557_64793_0:0021c2|STRG.20869.1:0-959|+       -            320 69548at50557         -            348   4.5e-14   51.1   3.5   1   2   2.2e-10   6.8e-09   34.1   0.0   205   320    13   128     3   155 0.78 -
76755at50557_64793_0:0021c2|STRG.20869.1:0-959|+       -            320 69548at50557         -            348   4.5e-14   51.1   3.5   2   2   0.00011    0.0034   15.4   2.6   205   280   233   309   144   317 0.56 -
31374at50557_116153_0:0023e9|STRG.21446.2:60-665|+     -            202 69548at50557         -            348   5.4e-14   50.9   2.3   1   3   1.8e-05   0.00056   17.9   0.0   272   345     2    76     1    79 0.89 -
31374at50557_116153_0:0023e9|STRG.21446.2:60-665|+     -            202 69548at50557         -            348   5.4e-14   50.9   2.3   2   3   6.6e-05    0.0021   16.1   0.1    95   169    66   140    63   141 0.84 -
31374at50557_116153_0:0023e9|STRG.21446.2:60-665|+     -            202 69548at50557         -            348   5.4e-14   50.9   2.3   3   3     1e-08   3.2e-07   28.6   0.0   240   309    99   165    97   176 0.88 -
13625at50557_34720_0:001854|STRG.23081.1:24-2051|+     -            676 69548at50557         -            348   1.8e-13   49.2   3.1   1   3     0.016      0.52    8.2   0.3   266   332   131   197   125   211 0.79 -
13625at50557_34720_0:001854|STRG.23081.1:24-2051|+     -            676 69548at50557         -            348   1.8e-13   49.2   3.1   2   3   5.3e-08   1.7e-06   26.2   0.1   127   221   363   464   354   476 0.83 -
13625at50557_34720_0:001854|STRG.23081.1:24-2051|+     -            676 69548at50557         -            348   1.8e-13   49.2   3.1   3   3   0.00047     0.015   13.3   0.0   171   230   492   561   481   599 0.68 -
33043at50557_136037_0:0027b0|STRG.17540.1:51-1817|+    -            589 69548at50557         -            348   1.8e-13   49.1   5.0   1   4       0.7        22    2.8   0.1   248   316   105   173    32   198 0.63 -
33043at50557_136037_0:0027b0|STRG.17540.1:51-1817|+    -            589 69548at50557         -            348   1.8e-13   49.1   5.0   2   4       5.4   1.7e+02   -0.1   0.0   267   307   341   380   316   387 0.80 -
33043at50557_136037_0:0027b0|STRG.17540.1:51-1817|+    -            589 69548at50557         -            348   1.8e-13   49.1   5.0   3   4   7.9e-06   0.00025   19.1   0.2   243   325   403   484   371   491 0.79 -
33043at50557_136037_0:0027b0|STRG.17540.1:51-1817|+    -            589 69548at50557         -            348   1.8e-13   49.1   5.0   4   4   2.6e-08   8.2e-07   27.3   0.0   201   303   488   589   467   589 0.83 -
40115at50557_103372_0:0021d6|STRG.21207.1:4323-5300|+  -            326 69548at50557         -            348   2.5e-13   48.7   3.8   1   4    0.0087      0.27    9.1   0.1   151   184    15    51     8    54 0.78 -
40115at50557_103372_0:0021d6|STRG.21207.1:4323-5300|+  -            326 69548at50557         -            348   2.5e-13   48.7   3.8   2   4   8.1e-08   2.6e-06   25.6   0.3   243   313    35   101    26   123 0.87 -
40115at50557_103372_0:0021d6|STRG.21207.1:4323-5300|+  -            326 69548at50557         -            348   2.5e-13   48.7   3.8   3   4   4.5e-05    0.0014   16.6   0.0   209   337   147   273   141   283 0.78 -
40115at50557_103372_0:0021d6|STRG.21207.1:4323-5300|+  -            326 69548at50557         -            348   2.5e-13   48.7   3.8   4   4     0.088       2.8    5.8   0.0   173   218   271   326   268   326 0.73 -
43719at50557_456900_0:000a8d|STRG.5392.1:505-2589|+    -            695 69548at50557         -            348   3.1e-13   48.4   1.9   1   2   4.9e-10   1.5e-08   32.9   0.1   240   342    66   166    43   172 0.87 -
43719at50557_456900_0:000a8d|STRG.5392.1:505-2589|+    -            695 69548at50557         -            348   3.1e-13   48.4   1.9   2   2   3.5e-07   1.1e-05   23.6   0.2   247   321   115   189   113   211 0.81 -
49370at50557_79782_0:001886|STRG.18791.1:930-1919|+    -            330 69548at50557         -            348   5.5e-13   47.6   2.1   1   2   2.4e-05   0.00076   17.5   0.4   157   299    40   200     3   236 0.53 -
49370at50557_79782_0:001886|STRG.18791.1:930-1919|+    -            330 69548at50557         -            348   5.5e-13   47.6   2.1   2   2   1.1e-07   3.4e-06   25.2   0.1   268   346   247   325   230   327 0.89 -
40115at50557_597456_0:00265e|STRG.3361.1:2366-3235|+   -            290 69548at50557         -            348   6.2e-13   47.4   9.1   1   2   2.8e-10     9e-09   33.7   1.0   240   346    12   118     5   120 0.88 -
40115at50557_597456_0:00265e|STRG.3361.1:2366-3235|+   -            290 69548at50557         -            348   6.2e-13   47.4   9.1   2   2      0.16       4.9    5.0   0.1    87   142   229   289   220   290 0.69 -
40115at50557_597456_0:00265e|STRG.3361.2:2461-3330|+   -            290 69548at50557         -            348   6.2e-13   47.4   9.1   1   2   2.8e-10     9e-09   33.7   1.0   240   346    12   118     5   120 0.88 -
40115at50557_597456_0:00265e|STRG.3361.2:2461-3330|+   -            290 69548at50557         -            348   6.2e-13   47.4   9.1   2   2      0.16       4.9    5.0   0.1    87   142   229   289   220   290 0.69 -
40115at50557_597456_0:00265e|STRG.3361.3:1791-2660|+   -            290 69548at50557         -            348   6.2e-13   47.4   9.1   1   2   2.8e-10     9e-09   33.7   1.0   240   346    12   118     5   120 0.88 -
40115at50557_597456_0:00265e|STRG.3361.3:1791-2660|+   -            290 69548at50557         -            348   6.2e-13   47.4   9.1   2   2      0.16       4.9    5.0   0.1    87   142   229   289   220   290 0.69 -
40115at50557_597456_0:00265e|STRG.3361.4:807-1676|+    -            290 69548at50557         -            348   6.2e-13   47.4   9.1   1   2   2.8e-10     9e-09   33.7   1.0   240   346    12   118     5   120 0.88 -
40115at50557_597456_0:00265e|STRG.3361.4:807-1676|+    -            290 69548at50557         -            348   6.2e-13   47.4   9.1   2   2      0.16       4.9    5.0   0.1    87   142   229   289   220   290 0.69 -
80377at50557_108931_0:002353|STRG.19738.2:564-1088|+   -            175 69548at50557         -            348   7.5e-13   47.1   1.8   1   2   3.5e-10   1.1e-08   33.4   0.3   241   311     9    79     3    88 0.81 -
80377at50557_108931_0:002353|STRG.19738.2:564-1088|+   -            175 69548at50557         -            348   7.5e-13   47.1   1.8   2   2    0.0003    0.0093   13.9   0.1   158   230    83   165    74   174 0.77 -
71739at50557_66420_0:0008cd|STRG.3829.1:663-1250|+     -            196 69548at50557         -            348     2e-12   45.7   1.2   1   2   2.3e-12   7.2e-11   40.6   1.2   195   345     1   159     1   162 0.85 -
71739at50557_66420_0:0008cd|STRG.3829.1:663-1250|+     -            196 69548at50557         -            348     2e-12   45.7   1.2   2   2     0.058       1.8    6.4   0.0   203   223   144   164   136   178 0.75 -
33043at50557_6973_0:0036f9|STRG.9772.1:2133-2768|+     -            212 69548at50557         -            348   3.3e-12   45.0   0.3   1   1   1.8e-13   5.8e-12   44.2   0.1   259   345   125   212    90   212 0.78 -
33043at50557_6973_0:0036f9|STRG.9772.2:1416-2051|+     -            212 69548at50557         -            348   3.3e-12   45.0   0.3   1   1   1.8e-13   5.8e-12   44.2   0.1   259   345   125   212    90   212 0.78 -
40115at50557_103372_0:0021d6|STRG.21207.3:4656-5666|+  -            337 69548at50557         -            348   3.4e-12   45.0   3.5   1   4    0.0091      0.29    9.0   0.1   151   184    15    51     8    54 0.78 -
40115at50557_103372_0:0021d6|STRG.21207.3:4656-5666|+  -            337 69548at50557         -            348   3.4e-12   45.0   3.5   2   4   8.2e-08   2.6e-06   25.6   0.3   243   312    35   100    25   123 0.86 -
40115at50557_103372_0:0021d6|STRG.21207.3:4656-5666|+  -            337 69548at50557         -            348   3.4e-12   45.0   3.5   3   4   4.6e-05    0.0015   16.6   0.0   208   337   146   273   130   281 0.80 -
40115at50557_103372_0:0021d6|STRG.21207.3:4656-5666|+  -            337 69548at50557         -            348   3.4e-12   45.0   3.5   4   4       2.6        83    0.9   0.0   179   219   277   327   269   335 0.58 -
40115at50557_103372_0:0021d6|STRG.21207.4:3363-4373|+  -            337 69548at50557         -            348   3.4e-12   45.0   3.5   1   4    0.0091      0.29    9.0   0.1   151   184    15    51     8    54 0.78 -
40115at50557_103372_0:0021d6|STRG.21207.4:3363-4373|+  -            337 69548at50557         -            348   3.4e-12   45.0   3.5   2   4   8.2e-08   2.6e-06   25.6   0.3   243   312    35   100    25   123 0.86 -
40115at50557_103372_0:0021d6|STRG.21207.4:3363-4373|+  -            337 69548at50557         -            348   3.4e-12   45.0   3.5   3   4   4.6e-05    0.0015   16.6   0.0   208   337   146   273   130   281 0.80 -
40115at50557_103372_0:0021d6|STRG.21207.4:3363-4373|+  -            337 69548at50557         -            348   3.4e-12   45.0   3.5   4   4       2.6        83    0.9   0.0   179   219   277   327   269   335 0.58 -
58729at50557_103372_0:00194e|STRG.1410.1:158-1806|+    -            524 69548at50557         -            348     4e-12   44.7   0.6   1   2   1.4e-08   4.4e-07   28.1   0.2   207   310    96   199    69   207 0.82 -
58729at50557_103372_0:00194e|STRG.1410.1:158-1806|+    -            524 69548at50557         -            348     4e-12   44.7   0.6   2   2   0.00023    0.0073   14.3   0.0   252   344   226   315   216   319 0.79 -
58729at50557_103372_0:00194e|STRG.1410.2:0-1571|+      -            524 69548at50557         -            348     4e-12   44.7   0.6   1   2   1.4e-08   4.4e-07   28.1   0.2   207   310    96   199    69   207 0.82 -
58729at50557_103372_0:00194e|STRG.1410.2:0-1571|+      -            524 69548at50557         -            348     4e-12   44.7   0.6   2   2   0.00023    0.0073   14.3   0.0   252   344   226   315   216   319 0.79 -
71739at50557_30019_0:000544|STRG.17058.1:21-878|+      -            286 69548at50557         -            348   7.9e-12   43.8   0.1   1   2   1.4e-09   4.4e-08   31.4   0.1   192   308    48   169     4   176 0.86 -
71739at50557_30019_0:000544|STRG.17058.1:21-878|+      -            286 69548at50557         -            348   7.9e-12   43.8   0.1   2   2   2.1e-05   0.00067   17.7   0.0   206   343   152   285   150   286 0.81 -
