#                                                                                                              --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                          accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                  ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
68043at50557_34720_0:001307|STRG.4770.1:0-1676|+       -            559 68043at50557         -            302  2.1e-145  482.2   0.0   1   1  8.3e-147  7.3e-145  480.5   0.0     8   302   144   481   138   481 0.91 -
68043at50557_286306_0:0022d4|STRG.13516.1:56-1162|+    -            369 68043at50557         -            302   2.8e-06   25.4   0.1   2   3       1.4   1.3e+02    0.3   0.0    58    83   223   252   216   297 0.73 -
68043at50557_286306_0:0022d4|STRG.13516.1:56-1162|+    -            369 68043at50557         -            302   2.8e-06   25.4   0.1   3   3     3e-05    0.0026   15.7   0.0   233   297   301   369   285   369 0.89 -
68043at50557_286306_0:0022d4|STRG.13516.2:56-1162|+    -            369 68043at50557         -            302   2.8e-06   25.4   0.1   1   3     0.044       3.8    5.3   0.1    31    57     1    27     1   129 0.63 -
68043at50557_286306_0:0022d4|STRG.13516.2:56-1162|+    -            369 68043at50557         -            302   2.8e-06   25.4   0.1   2   3       1.4   1.3e+02    0.3   0.0    58    83   223   252   216   297 0.73 -
68043at50557_286306_0:0022d4|STRG.13516.2:56-1162|+    -            369 68043at50557         -            302   2.8e-06   25.4   0.1   3   3     3e-05    0.0026   15.7   0.0   233   297   301   369   285   369 0.89 -
68043at50557_7200_0:000154|STRG.562.1:107-1252|+       -            382 68043at50557         -            302   0.00025   19.0   1.3   1   2   7.8e-05    0.0068   14.3   0.2    24   136     8   147     1   167 0.61 -
68043at50557_7200_0:000154|STRG.562.1:107-1252|+       -            382 68043at50557         -            302   0.00025   19.0   1.3   2   2      0.61        54    1.5   0.0   230   274   307   351   243   355 0.81 -
19244at50557_7536_0:001656|STRG.8944.1:775-2022|+      -            416 68043at50557         -            302    0.0024   15.8   0.1   1   2     0.085       7.4    4.3   0.1    34   137    36   157    24   171 0.64 -
19244at50557_7536_0:001656|STRG.8944.1:775-2022|+      -            416 68043at50557         -            302    0.0024   15.8   0.1   2   2    0.0031      0.27    9.0   0.0   231   298   326   397   306   400 0.83 -
4831at50557_168631_0:000351|STRG.11222.1:752-2209|+    -            486 68043at50557         -            302      0.02   12.8   0.1   1   1   0.00042     0.036   11.9   0.1   186   295   336   452   319   457 0.76 -
19244at50557_378494_0:0048b7|STRG.3397.2:468-1262|+    -            265 68043at50557         -            302      0.03   12.2   0.0   1   2    0.0022      0.19    9.6   0.1    33    97     2    66     1   138 0.69 -
19244at50557_378494_0:0048b7|STRG.3397.2:468-1262|+    -            265 68043at50557         -            302      0.03   12.2   0.0   2   2       2.6   2.3e+02   -0.5   0.0   193   246   202   256   193   260 0.72 -
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /home/justine/projet_tutore/busco_downloads/lineages/insecta_odb10/hmms/68043at50557.hmm
# Target file:     annotation_analysis/annotation_gca/T_cornetzi/busco_output/run_insecta_odb10/metaeuk_output/initial_results/assembled_transcripts.fasta.modified.fas
# Option settings: hmmsearch --domtblout annotation_analysis/annotation_gca/T_cornetzi/busco_output/run_insecta_odb10/hmmer_output/initial_run_results/68043at50557.out --cpu 1 /home/justine/projet_tutore/busco_downloads/lineages/insecta_odb10/hmms/68043at50557.hmm annotation_analysis/annotation_gca/T_cornetzi/busco_output/run_insecta_odb10/metaeuk_output/initial_results/assembled_transcripts.fasta.modified.fas 
# Current dir:     /home/justine/projet_tutore
# Date:            Sun Dec  1 22:19:29 2024
# [ok]
