#                                                                                                              --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                          accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                  ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
83902at50557_13686_0:0017a1|STRG.8777.1:0-851|+        -            284 83902at50557         -            211  2.4e-106  352.7  11.0   1   1  1.3e-107    1e-105  350.6  11.0     1   211    15   256    15   256 0.93 -
8280at50557_74869_0:001375|STRG.4312.2:569-2131|+      -            521 83902at50557         -            211   3.8e-14   51.5  29.1   1   5     0.057       4.6    5.4   0.1   129   178     7    57     4    63 0.78 -
8280at50557_74869_0:001375|STRG.4312.2:569-2131|+      -            521 83902at50557         -            211   3.8e-14   51.5  29.1   2   5   6.5e-06   0.00053   18.3   4.0    38   157    94   227    86   252 0.56 -
8280at50557_74869_0:001375|STRG.4312.2:569-2131|+      -            521 83902at50557         -            211   3.8e-14   51.5  29.1   3   5   1.2e-06   9.6e-05   20.7   0.6    29   111   255   348   245   353 0.78 -
8280at50557_74869_0:001375|STRG.4312.2:569-2131|+      -            521 83902at50557         -            211   3.8e-14   51.5  29.1   4   5   2.7e-05    0.0021   16.3   0.6    95   205   356   476   351   481 0.75 -
8280at50557_74869_0:001375|STRG.4312.2:569-2131|+      -            521 83902at50557         -            211   3.8e-14   51.5  29.1   5   5     0.048       3.9    5.7   1.4    32    69   480   519   460   521 0.63 -
8280at50557_74869_0:001375|STRG.4312.3:194-1756|+      -            521 83902at50557         -            211   3.8e-14   51.5  29.1   1   5     0.057       4.6    5.4   0.1   129   178     7    57     4    63 0.78 -
8280at50557_74869_0:001375|STRG.4312.3:194-1756|+      -            521 83902at50557         -            211   3.8e-14   51.5  29.1   2   5   6.5e-06   0.00053   18.3   4.0    38   157    94   227    86   252 0.56 -
8280at50557_74869_0:001375|STRG.4312.3:194-1756|+      -            521 83902at50557         -            211   3.8e-14   51.5  29.1   3   5   1.2e-06   9.6e-05   20.7   0.6    29   111   255   348   245   353 0.78 -
8280at50557_74869_0:001375|STRG.4312.3:194-1756|+      -            521 83902at50557         -            211   3.8e-14   51.5  29.1   4   5   2.7e-05    0.0021   16.3   0.6    95   205   356   476   351   481 0.75 -
8280at50557_74869_0:001375|STRG.4312.3:194-1756|+      -            521 83902at50557         -            211   3.8e-14   51.5  29.1   5   5     0.048       3.9    5.7   1.4    32    69   480   519   460   521 0.63 -
83902at50557_7165_0:002695|STRG.15847.2:167-604|+      -            146 83902at50557         -            211   9.8e-14   50.1   1.9   1   3     6e-05    0.0049   15.2   0.0   134   184    22    73    16    81 0.87 -
83902at50557_7165_0:002695|STRG.15847.2:167-604|+      -            146 83902at50557         -            211   9.8e-14   50.1   1.9   2   3   8.9e-08   7.2e-06   24.4   0.0    28    85    46   103    37   104 0.91 -
83902at50557_7165_0:002695|STRG.15847.2:167-604|+      -            146 83902at50557         -            211   9.8e-14   50.1   1.9   3   3     1e-06   8.1e-05   21.0   0.1    32    74    96   138    95   145 0.94 -
25718at50557_13249_0:001bb5|STRG.10255.2:102-1400|+    -            433 83902at50557         -            211   1.6e-13   49.5  26.0   1   4   2.5e-08     2e-06   26.2   1.1    21    85    16    81     6    88 0.84 -
25718at50557_13249_0:001bb5|STRG.10255.2:102-1400|+    -            433 83902at50557         -            211   1.6e-13   49.5  26.0   2   4      0.41        33    2.7   0.3    29   105   117   200   108   220 0.66 -
25718at50557_13249_0:001bb5|STRG.10255.2:102-1400|+    -            433 83902at50557         -            211   1.6e-13   49.5  26.0   3   4     0.018       1.4    7.1   1.4    90   156   231   301   210   326 0.49 -
25718at50557_13249_0:001bb5|STRG.10255.2:102-1400|+    -            433 83902at50557         -            211   1.6e-13   49.5  26.0   4   4   7.7e-08   6.2e-06   24.6  10.7    34   187   261   424   257   433 0.77 -
8280at50557_116153_0:002979|STRG.16582.2:162-1946|+    -            595 83902at50557         -            211   2.3e-13   48.9  32.0   1   4   0.00027     0.022   13.1   4.7    69   156    24   112     3   141 0.72 -
8280at50557_116153_0:002979|STRG.16582.2:162-1946|+    -            595 83902at50557         -            211   2.3e-13   48.9  32.0   2   4   1.2e-05   0.00099   17.4   5.9    41   180   241   384   200   388 0.78 -
8280at50557_116153_0:002979|STRG.16582.2:162-1946|+    -            595 83902at50557         -            211   2.3e-13   48.9  32.0   3   4     0.016       1.3    7.3   0.0    34    71   391   429   387   432 0.85 -
8280at50557_116153_0:002979|STRG.16582.2:162-1946|+    -            595 83902at50557         -            211   2.3e-13   48.9  32.0   4   4   3.2e-08   2.6e-06   25.9   4.1    32   172   413   564   402   569 0.76 -
8280at50557_121225_0:0005bf|STRG.16582.1:72-1877|+     -            602 83902at50557         -            211   2.4e-13   48.8  32.1   1   5   0.00027     0.022   13.0   4.7    69   156    24   112     3   141 0.72 -
8280at50557_121225_0:0005bf|STRG.16582.1:72-1877|+     -            602 83902at50557         -            211   2.4e-13   48.8  32.1   2   5   1.5e-05    0.0012   17.1   6.3    41   181   241   385   200   391 0.78 -
8280at50557_121225_0:0005bf|STRG.16582.1:72-1877|+     -            602 83902at50557         -            211   2.4e-13   48.8  32.1   3   5   2.3e-05    0.0019   16.5   2.8    68   175   337   451   328   454 0.76 -
8280at50557_121225_0:0005bf|STRG.16582.1:72-1877|+     -            602 83902at50557         -            211   2.4e-13   48.8  32.1   4   5   6.5e-07   5.3e-05   21.6   2.6    32   134   413   521   402   525 0.80 -
8280at50557_121225_0:0005bf|STRG.16582.1:72-1877|+     -            602 83902at50557         -            211   2.4e-13   48.8  32.1   5   5    0.0087      0.71    8.1   0.0    30    71   529   569   521   578 0.83 -
109776at50557_34740_0:000e9a|STRG.5461.1:63-530|+      -            156 83902at50557         -            211   3.1e-13   48.5   4.0   1   2   1.3e-12   1.1e-10   40.2   4.0    82   179     7   110     2   118 0.89 -
109776at50557_34740_0:000e9a|STRG.5461.1:63-530|+      -            156 83902at50557         -            211   3.1e-13   48.5   4.0   2   2   0.00011    0.0092   14.3   0.0    82   134   103   156   103   156 0.92 -
7376at50557_139723_0:002c9a|STRG.15098.1:30-1910|+     -            627 83902at50557         -            211   5.8e-13   47.6  27.4   1   5   4.3e-10   3.5e-08   32.0   5.6    28   174    15   175     1   178 0.82 -
7376at50557_139723_0:002c9a|STRG.15098.1:30-1910|+     -            627 83902at50557         -            211   5.8e-13   47.6  27.4   2   5     0.059       4.8    5.4   1.8    97   179   165   249   159   286 0.71 -
7376at50557_139723_0:002c9a|STRG.15098.1:30-1910|+     -            627 83902at50557         -            211   5.8e-13   47.6  27.4   3   5      0.99        80    1.4   0.3    35    71   256   293   235   313 0.56 -
7376at50557_139723_0:002c9a|STRG.15098.1:30-1910|+     -            627 83902at50557         -            211   5.8e-13   47.6  27.4   4   5   2.2e-06   0.00018   19.9   2.3   105   175   441   516   430   525 0.84 -
7376at50557_139723_0:002c9a|STRG.15098.1:30-1910|+     -            627 83902at50557         -            211   5.8e-13   47.6  27.4   5   5   1.4e-05    0.0012   17.2   2.2    89   176   473   565   472   586 0.79 -
25718at50557_13249_0:001bb5|STRG.10255.1:428-1627|+    -            400 83902at50557         -            211   6.2e-13   47.5  24.8   1   4   2.4e-07     2e-05   23.0   0.6    38    85     1    48     1    54 0.96 -
25718at50557_13249_0:001bb5|STRG.10255.1:428-1627|+    -            400 83902at50557         -            211   6.2e-13   47.5  24.8   2   4      0.34        27    2.9   0.3    28   105    83   167    74   187 0.66 -
25718at50557_13249_0:001bb5|STRG.10255.1:428-1627|+    -            400 83902at50557         -            211   6.2e-13   47.5  24.8   3   4     0.015       1.2    7.4   1.2    90   156   198   268   178   292 0.49 -
25718at50557_13249_0:001bb5|STRG.10255.1:428-1627|+    -            400 83902at50557         -            211   6.2e-13   47.5  24.8   4   4   5.2e-08   4.2e-06   25.2  10.5    34   187   228   391   223   400 0.77 -
7376at50557_56086_0:0026c8|STRG.10420.1:159-896|+      -            246 83902at50557         -            211   1.3e-12   46.5  14.2   1   3   8.2e-06   0.00066   18.0   0.9    54   126    11    84     2    85 0.92 -
7376at50557_56086_0:0026c8|STRG.10420.1:159-896|+      -            246 83902at50557         -            211   1.3e-12   46.5  14.2   2   3   3.5e-09   2.8e-07   29.0   0.7    91   181    73   167    71   176 0.86 -
7376at50557_56086_0:0026c8|STRG.10420.1:159-896|+      -            246 83902at50557         -            211   1.3e-12   46.5  14.2   3   3   0.00034     0.028   12.7   1.9    94   153   171   234   165   245 0.79 -
83902at50557_54969_0:002595|STRG.12947.1:249-761|+     -            171 83902at50557         -            211   3.6e-12   45.0   1.4   1   2     0.064       5.2    5.3   0.0    34    72    12    51     4    56 0.83 -
83902at50557_54969_0:002595|STRG.12947.1:249-761|+     -            171 83902at50557         -            211   3.6e-12   45.0   1.4   2   2   1.7e-10   1.4e-08   33.3   0.4    75   136    82   148    54   171 0.70 -
83902at50557_7222_0:0020fe|STRG.5881.1:1263-1754|+     -            164 83902at50557         -            211   2.3e-11   42.4   7.8   1   2     4e-06   0.00032   19.0   0.3   130   178    24    72    11    77 0.84 -
83902at50557_7222_0:0020fe|STRG.5881.1:1263-1754|+     -            164 83902at50557         -            211   2.3e-11   42.4   7.8   2   2     3e-08   2.4e-06   26.0   2.0   121   186    88   156    83   162 0.85 -
83902at50557_7222_0:0020fe|STRG.5881.2:426-917|+       -            164 83902at50557         -            211   2.3e-11   42.4   7.8   1   2     4e-06   0.00032   19.0   0.3   130   178    24    72    11    77 0.84 -
83902at50557_7222_0:0020fe|STRG.5881.2:426-917|+       -            164 83902at50557         -            211   2.3e-11   42.4   7.8   2   2     3e-08   2.4e-06   26.0   2.0   121   186    88   156    83   162 0.85 -
7376at50557_1507135_0:001a56|STRG.5591.1:699-3095|+    -            799 83902at50557         -            211   2.4e-11   42.3   4.4   1   4      0.16        13    4.0   0.0   112   136    86   110    24   131 0.65 -
7376at50557_1507135_0:001a56|STRG.5591.1:699-3095|+    -            799 83902at50557         -            211   2.4e-11   42.3   4.4   2   4   0.00038      0.03   12.6   0.0    88   172   251   341   214   345 0.82 -
7376at50557_1507135_0:001a56|STRG.5591.1:699-3095|+    -            799 83902at50557         -            211   2.4e-11   42.3   4.4   3   4   1.4e-05    0.0011   17.2   0.3    18    85   487   560   443   576 0.68 -
7376at50557_1507135_0:001a56|STRG.5591.1:699-3095|+    -            799 83902at50557         -            211   2.4e-11   42.3   4.4   4   4     0.027       2.2    6.5   0.1   105   136   748   778   701   799 0.50 -
25718at50557_7536_0:0032ee|STRG.21023.1:1047-2792|+    -            582 83902at50557         -            211   3.3e-11   41.9  31.1   1   3     6e-07   4.9e-05   21.7   3.9    33   180    60   225    50   247 0.74 -
25718at50557_7536_0:0032ee|STRG.21023.1:1047-2792|+    -            582 83902at50557         -            211   3.3e-11   41.9  31.1   2   3   1.1e-06   8.7e-05   20.9   7.2    34   147   258   381   252   394 0.79 -
25718at50557_7536_0:0032ee|STRG.21023.1:1047-2792|+    -            582 83902at50557         -            211   3.3e-11   41.9  31.1   3   3     0.012         1    7.6   5.2    55   177   407   530   380   570 0.70 -
25718at50557_7536_0:0032ee|STRG.21023.2:315-2060|+     -            582 83902at50557         -            211   3.3e-11   41.9  31.1   1   3     6e-07   4.9e-05   21.7   3.9    33   180    60   225    50   247 0.74 -
25718at50557_7536_0:0032ee|STRG.21023.2:315-2060|+     -            582 83902at50557         -            211   3.3e-11   41.9  31.1   2   3   1.1e-06   8.7e-05   20.9   7.2    34   147   258   381   252   394 0.79 -
25718at50557_7536_0:0032ee|STRG.21023.2:315-2060|+     -            582 83902at50557         -            211   3.3e-11   41.9  31.1   3   3     0.012         1    7.6   5.2    55   177   407   530   380   570 0.70 -
25718at50557_13249_0:001bb5|STRG.7524.1:417-1703|+     -            429 83902at50557         -            211   5.9e-11   41.1  12.9   1   4      0.97        79    1.4   0.2    38    73     7    46     1    58 0.54 -
25718at50557_13249_0:001bb5|STRG.7524.1:417-1703|+     -            429 83902at50557         -            211   5.9e-11   41.1  12.9   2   4   1.5e-09   1.2e-07   30.2   0.4    31   177    51   210    29   234 0.75 -
25718at50557_13249_0:001bb5|STRG.7524.1:417-1703|+     -            429 83902at50557         -            211   5.9e-11   41.1  12.9   3   4   0.00019     0.015   13.5   2.6    90   178   238   328   227   334 0.78 -
25718at50557_13249_0:001bb5|STRG.7524.1:417-1703|+     -            429 83902at50557         -            211   5.9e-11   41.1  12.9   4   4       1.2        99    1.1   0.0    92   129   392   429   368   429 0.79 -
8280at50557_1218281_0:0023d1|STRG.20514.1:608-1336|+   -            243 83902at50557         -            211   6.4e-11   40.9  17.2   1   2   1.1e-08   8.5e-07   27.5   3.6   100   178     7    89     2    99 0.91 -
8280at50557_1218281_0:0023d1|STRG.20514.1:608-1336|+   -            243 83902at50557         -            211   6.4e-11   40.9  17.2   2   2   1.5e-05    0.0012   17.2   5.5    31   136   119   231   110   243 0.77 -
109776at50557_108931_0:001894|STRG.13448.1:1359-1802|- -            148 83902at50557         -            211   1.1e-10   40.2   9.4   1   3   2.9e-07   2.3e-05   22.7   2.3   100   174     1    79     1    80 0.86 -
109776at50557_108931_0:001894|STRG.13448.1:1359-1802|- -            148 83902at50557         -            211   1.1e-10   40.2   9.4   2   3   6.5e-09   5.2e-07   28.1   0.7    91   177    40   127    37   135 0.81 -
109776at50557_108931_0:001894|STRG.13448.1:1359-1802|- -            148 83902at50557         -            211   1.1e-10   40.2   9.4   3   3      0.36        30    2.8   0.0    34    68   113   148   104   148 0.77 -
109776at50557_83485_0:00245b|STRG.16467.3:19-1029|+    -            337 83902at50557         -            211     3e-10   38.7  16.4   1   3       1.1        88    1.3   0.1    56   111    57   115    49   125 0.65 -
109776at50557_83485_0:00245b|STRG.16467.3:19-1029|+    -            337 83902at50557         -            211     3e-10   38.7  16.4   2   3   3.5e-08   2.8e-06   25.7   0.4    95   180   120   211   114   215 0.83 -
109776at50557_83485_0:00245b|STRG.16467.3:19-1029|+    -            337 83902at50557         -            211     3e-10   38.7  16.4   3   3   2.4e-05    0.0019   16.5   5.7    38   132   222   326   216   333 0.82 -
109776at50557_83485_0:00245b|STRG.16468.1:632-1642|-   -            337 83902at50557         -            211     3e-10   38.7  16.4   1   3       1.1        88    1.3   0.1    56   111    57   115    49   125 0.65 -
109776at50557_83485_0:00245b|STRG.16468.1:632-1642|-   -            337 83902at50557         -            211     3e-10   38.7  16.4   2   3   3.5e-08   2.8e-06   25.7   0.4    95   180   120   211   114   215 0.83 -
109776at50557_83485_0:00245b|STRG.16468.1:632-1642|-   -            337 83902at50557         -            211     3e-10   38.7  16.4   3   3   2.4e-05    0.0019   16.5   5.7    38   132   222   326   216   333 0.82 -
8280at50557_7160_0:00112a|STRG.11955.1:2070-3017|+     -            316 83902at50557         -            211   3.8e-10   38.4  17.9   1   4      0.08       6.5    5.0   0.1   144   180    26    62     1    67 0.59 -
8280at50557_7160_0:00112a|STRG.11955.1:2070-3017|+     -            316 83902at50557         -            211   3.8e-10   38.4  17.9   2   4     1e-05   0.00082   17.7   1.9   110   178    35   107    21   114 0.78 -
8280at50557_7160_0:00112a|STRG.11955.1:2070-3017|+     -            316 83902at50557         -            211   3.8e-10   38.4  17.9   3   4     0.002      0.16   10.2   0.8    97   134   116   153   113   156 0.92 -
8280at50557_7160_0:00112a|STRG.11955.1:2070-3017|+     -            316 83902at50557         -            211   3.8e-10   38.4  17.9   4   4   2.6e-05    0.0021   16.4   1.6    51   178   165   295   161   314 0.87 -
7376at50557_45779_0:000f73|STRG.4927.1:1-879|+         -            293 83902at50557         -            211   7.2e-10   37.5  14.3   1   5   4.3e-05    0.0035   15.6   1.7    31    84    17    72     1    72 0.85 -
7376at50557_45779_0:000f73|STRG.4927.1:1-879|+         -            293 83902at50557         -            211   7.2e-10   37.5  14.3   2   5   0.00022     0.018   13.3   0.3    31    69    65   104    60   108 0.85 -
7376at50557_45779_0:000f73|STRG.4927.1:1-879|+         -            293 83902at50557         -            211   7.2e-10   37.5  14.3   3   5   5.9e-05    0.0048   15.2   1.4   119   173    91   150    88   155 0.81 -
7376at50557_45779_0:000f73|STRG.4927.1:1-879|+         -            293 83902at50557         -            211   7.2e-10   37.5  14.3   4   5      0.31        25    3.0   0.0   143   180   224   259   219   263 0.88 -
7376at50557_45779_0:000f73|STRG.4927.1:1-879|+         -            293 83902at50557         -            211   7.2e-10   37.5  14.3   5   5       1.8   1.4e+02    0.6   0.0    35    50   267   282   263   292 0.75 -
8280at50557_7160_0:00112a|STRG.4311.1:347-1375|+       -            343 83902at50557         -            211   6.8e-09   34.3  24.5   1   2   3.4e-07   2.8e-05   22.5  11.4    26   158    12   158     5   166 0.79 -
8280at50557_7160_0:00112a|STRG.4311.1:347-1375|+       -            343 83902at50557         -            211   6.8e-09   34.3  24.5   2   2     6e-06   0.00048   18.4  10.6    31   180   137   302   136   314 0.81 -
109776at50557_34740_0:000e9a|STRG.22489.1:148-525|+    -            126 83902at50557         -            211   9.2e-09   33.9   3.0   1   1     2e-10   1.6e-08   33.1   3.0    30   129    17   126     1   126 0.81 -
7376at50557_67767_0:001053|STRG.17468.1:168-1142|+     -            325 83902at50557         -            211   2.3e-08   32.6  17.7   1   4   1.4e-05    0.0012   17.2   3.8    56   157     2   116     1   122 0.80 -
7376at50557_67767_0:001053|STRG.17468.1:168-1142|+     -            325 83902at50557         -            211   2.3e-08   32.6  17.7   2   4      0.93        75    1.5   0.0    34    49   126   141   120   148 0.83 -
7376at50557_67767_0:001053|STRG.17468.1:168-1142|+     -            325 83902at50557         -            211   2.3e-08   32.6  17.7   3   4    0.0014      0.11   10.7   0.1    33    71   177   216   156   219 0.82 -
7376at50557_67767_0:001053|STRG.17468.1:168-1142|+     -            325 83902at50557         -            211   2.3e-08   32.6  17.7   4   4    0.0016      0.13   10.5   0.8    19    68   215   262   211   272 0.86 -
8280at50557_7200_0:000e97|STRG.5083.1:806-1744|+       -            313 83902at50557         -            211   2.6e-08   32.4  11.3   1   3     0.014       1.1    7.4   1.2    93   177    37   126     9   131 0.83 -
8280at50557_7200_0:000e97|STRG.5083.1:806-1744|+       -            313 83902at50557         -            211   2.6e-08   32.4  11.3   2   3    0.0017      0.13   10.5   0.1    91   129   131   169   127   193 0.81 -
8280at50557_7200_0:000e97|STRG.5083.1:806-1744|+       -            313 83902at50557         -            211   2.6e-08   32.4  11.3   3   3   9.6e-07   7.8e-05   21.0   1.4    44   155   172   297   168   312 0.65 -
8280at50557_7200_0:000e97|STRG.5083.2:878-1816|+       -            313 83902at50557         -            211   2.6e-08   32.4  11.3   1   3     0.014       1.1    7.4   1.2    93   177    37   126     9   131 0.83 -
8280at50557_7200_0:000e97|STRG.5083.2:878-1816|+       -            313 83902at50557         -            211   2.6e-08   32.4  11.3   2   3    0.0017      0.13   10.5   0.1    91   129   131   169   127   193 0.81 -
8280at50557_7200_0:000e97|STRG.5083.2:878-1816|+       -            313 83902at50557         -            211   2.6e-08   32.4  11.3   3   3   9.6e-07   7.8e-05   21.0   1.4    44   155   172   297   168   312 0.65 -
8280at50557_113334_0:00096f|STRG.10252.1:902-2122|+    -            407 83902at50557         -            211   7.6e-08   30.9  19.5   1   3       1.1        87    1.3   0.1    33    73    51    92    33   105 0.74 -
8280at50557_113334_0:00096f|STRG.10252.1:902-2122|+    -            407 83902at50557         -            211   7.6e-08   30.9  19.5   2   3   8.9e-06   0.00072   17.9   4.3    34   150   100   226    93   245 0.82 -
8280at50557_113334_0:00096f|STRG.10252.1:902-2122|+    -            407 83902at50557         -            211   7.6e-08   30.9  19.5   3   3   4.1e-06   0.00034   19.0   2.5    32   129   267   374   262   383 0.77 -
8280at50557_113334_0:00096f|STRG.10252.2:893-2113|+    -            407 83902at50557         -            211   7.6e-08   30.9  19.5   1   3       1.1        87    1.3   0.1    33    73    51    92    33   105 0.74 -
8280at50557_113334_0:00096f|STRG.10252.2:893-2113|+    -            407 83902at50557         -            211   7.6e-08   30.9  19.5   2   3   8.9e-06   0.00072   17.9   4.3    34   150   100   226    93   245 0.82 -
8280at50557_113334_0:00096f|STRG.10252.2:893-2113|+    -            407 83902at50557         -            211   7.6e-08   30.9  19.5   3   3   4.1e-06   0.00034   19.0   2.5    32   129   267   374   262   383 0.77 -
8280at50557_113334_0:00096f|STRG.10252.4:1157-2377|+   -            407 83902at50557         -            211   7.6e-08   30.9  19.5   1   3       1.1        87    1.3   0.1    33    73    51    92    33   105 0.74 -
8280at50557_113334_0:00096f|STRG.10252.4:1157-2377|+   -            407 83902at50557         -            211   7.6e-08   30.9  19.5   2   3   8.9e-06   0.00072   17.9   4.3    34   150   100   226    93   245 0.82 -
8280at50557_113334_0:00096f|STRG.10252.4:1157-2377|+   -            407 83902at50557         -            211   7.6e-08   30.9  19.5   3   3   4.1e-06   0.00034   19.0   2.5    32   129   267   374   262   383 0.77 -
8280at50557_113334_0:00096f|STRG.10252.5:883-2103|+    -            407 83902at50557         -            211   7.6e-08   30.9  19.5   1   3       1.1        87    1.3   0.1    33    73    51    92    33   105 0.74 -
8280at50557_113334_0:00096f|STRG.10252.5:883-2103|+    -            407 83902at50557         -            211   7.6e-08   30.9  19.5   2   3   8.9e-06   0.00072   17.9   4.3    34   150   100   226    93   245 0.82 -
8280at50557_113334_0:00096f|STRG.10252.5:883-2103|+    -            407 83902at50557         -            211   7.6e-08   30.9  19.5   3   3   4.1e-06   0.00034   19.0   2.5    32   129   267   374   262   383 0.77 -
8280at50557_1218281_0:0023d1|STRG.20514.2:308-922|+    -            205 83902at50557         -            211   1.8e-07   29.7   7.7   1   1   3.1e-09   2.5e-07   29.2   7.7    33   178     3   160     1   181 0.80 -
109776at50557_13164_0:002971|STRG.6821.1:729-1238|+    -            170 83902at50557         -            211   1.9e-07   29.6  15.5   1   2   4.6e-06   0.00037   18.8   2.7    99   176     3    81     1    84 0.89 -
109776at50557_13164_0:002971|STRG.6821.1:729-1238|+    -            170 83902at50557         -            211   1.9e-07   29.6  15.5   2   2   2.3e-07   1.9e-05   23.1   5.1    34   143    46   162    39   170 0.75 -
109776at50557_168631_0:000c9d|STRG.15610.1:54-362|+    -            103 83902at50557         -            211   2.3e-07   29.3   2.6   1   2      0.37        30    2.8   0.1   150   179     7    37     1    43 0.55 -
109776at50557_168631_0:000c9d|STRG.15610.1:54-362|+    -            103 83902at50557         -            211   2.3e-07   29.3   2.6   2   2   1.6e-08   1.3e-06   26.8   0.6    32    85    42    95    33   101 0.84 -
7376at50557_456900_0:001c8a|STRG.4928.1:2-3328|+       -           1109 83902at50557         -            211   4.8e-07   28.3  11.7   1   4     0.031       2.5    6.3   0.1   114   172     9    72     1    96 0.66 -
7376at50557_456900_0:001c8a|STRG.4928.1:2-3328|+       -           1109 83902at50557         -            211   4.8e-07   28.3  11.7   2   4    0.0019      0.16   10.2   0.3    38   128   170   271   148   277 0.53 -
7376at50557_456900_0:001c8a|STRG.4928.1:2-3328|+       -           1109 83902at50557         -            211   4.8e-07   28.3  11.7   3   4     0.033       2.7    6.2   0.9    18    68   367   420   359   421 0.66 -
7376at50557_456900_0:001c8a|STRG.4928.1:2-3328|+       -           1109 83902at50557         -            211   4.8e-07   28.3  11.7   4   4   8.3e-05    0.0067   14.7   0.5    18    73   389   449   387   467 0.72 -
102553at50557_74869_0:000218|STRG.6097.1:825-1307|+    -            161 83902at50557         -            211   6.1e-07   27.9   3.3   1   2   1.8e-05    0.0015   16.9   1.1    38    91     1    53     1    57 0.82 -
102553at50557_74869_0:000218|STRG.6097.1:825-1307|+    -            161 83902at50557         -            211   6.1e-07   27.9   3.3   2   2    0.0067      0.54    8.5   0.0    33    84    65   117    61   129 0.81 -
8280at50557_7200_0:000e9a|STRG.12290.1:207-1349|+      -            381 83902at50557         -            211   9.3e-07   27.3  30.5   1   4      0.57        46    2.2   0.5   134   154    70    90     2   106 0.76 -
8280at50557_7200_0:000e9a|STRG.12290.1:207-1349|+      -            381 83902at50557         -            211   9.3e-07   27.3  30.5   2   4      0.49        40    2.4   5.5    91   150   114   174    76   191 0.69 -
8280at50557_7200_0:000e9a|STRG.12290.1:207-1349|+      -            381 83902at50557         -            211   9.3e-07   27.3  30.5   3   4    0.0058      0.47    8.7   1.0    31    71   193   234   182   243 0.82 -
8280at50557_7200_0:000e9a|STRG.12290.1:207-1349|+      -            381 83902at50557         -            211   9.3e-07   27.3  30.5   4   4   4.6e-08   3.7e-06   25.4   6.1    31   136   241   355   236   378 0.81 -
8280at50557_7160_0:00112a|STRG.3047.1:102-1001|+       -            300 83902at50557         -            211     1e-06   27.2  17.6   1   3     0.016       1.3    7.3   0.2   128   175    47    95    25   100 0.78 -
8280at50557_7160_0:00112a|STRG.3047.1:102-1001|+       -            300 83902at50557         -            211     1e-06   27.2  17.6   2   3   1.2e-05     0.001   17.4   7.5    94   178   105   194    96   219 0.73 -
8280at50557_7160_0:00112a|STRG.3047.1:102-1001|+       -            300 83902at50557         -            211     1e-06   27.2  17.6   3   3     0.006      0.48    8.7   0.3   140   179   203   243   195   254 0.48 -
7376at50557_45779_0:000f73|STRG.12110.1:840-1847|+     -            336 83902at50557         -            211   1.1e-06   27.1  10.1   1   2   7.7e-06   0.00062   18.1   2.3    26   178    61   157    11   168 0.56 -
7376at50557_45779_0:000f73|STRG.12110.1:840-1847|+     -            336 83902at50557         -            211   1.1e-06   27.1  10.1   2   2   0.00014     0.011   14.0   1.6    37   180   122   260   114   271 0.75 -
7376at50557_45779_0:000f73|STRG.12110.2:213-1220|+     -            336 83902at50557         -            211   1.1e-06   27.1  10.1   1   2   7.7e-06   0.00062   18.1   2.3    26   178    61   157    11   168 0.56 -
7376at50557_45779_0:000f73|STRG.12110.2:213-1220|+     -            336 83902at50557         -            211   1.1e-06   27.1  10.1   2   2   0.00014     0.011   14.0   1.6    37   180   122   260   114   271 0.75 -
109776at50557_7004_0:001269|STRG.6821.3:288-656|+      -            123 83902at50557         -            211   2.1e-06   26.2   9.8   1   2   5.1e-07   4.1e-05   22.0   2.5    96   175    24   104     5   106 0.85 -
109776at50557_7004_0:001269|STRG.6821.3:288-656|+      -            123 83902at50557         -            211   2.1e-06   26.2   9.8   2   2   7.8e-05    0.0063   14.8   0.8    34    82    70   119    68   123 0.84 -
8280at50557_38123_0:003113|STRG.10709.1:348-1238|+     -            297 83902at50557         -            211   9.6e-06   24.0   8.8   1   2   5.3e-07   4.3e-05   21.9   6.7    53   172    47   183    12   208 0.75 -
8280at50557_38123_0:003113|STRG.10709.1:348-1238|+     -            297 83902at50557         -            211   9.6e-06   24.0   8.8   2   2       4.7   3.8e+02   -0.8   0.0    59    82   233   257   227   266 0.60 -
8280at50557_38123_0:003113|STRG.10709.2:336-1226|+     -            297 83902at50557         -            211   9.6e-06   24.0   8.8   1   2   5.3e-07   4.3e-05   21.9   6.7    53   172    47   183    12   208 0.75 -
8280at50557_38123_0:003113|STRG.10709.2:336-1226|+     -            297 83902at50557         -            211   9.6e-06   24.0   8.8   2   2       4.7   3.8e+02   -0.8   0.0    59    82   233   257   227   266 0.60 -
7376at50557_45779_0:000f73|STRG.4848.1:78-836|+        -            253 83902at50557         -            211   1.2e-05   23.7   0.6   1   1   6.7e-06   0.00055   18.3   0.2    27    85    57   117    29   193 0.65 -
46658at50557_88501_0:0030f3|STRG.6287.1:246-1904|+     -            553 83902at50557         -            211   3.6e-05   22.1   0.6   1   1   7.6e-07   6.2e-05   21.4   0.6    37   136     1   110     1   146 0.80 -
8280at50557_38123_0:003113|STRG.16091.1:265-1182|+     -            306 83902at50557         -            211   5.8e-05   21.5  12.9   1   3     0.025         2    6.6   0.0    31    71     2    42     1    48 0.91 -
