#                                                                                                              --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                          accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                  ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
54603at50557_103372_0:00290d|STRG.8711.1:0-1844|+      -            615 54603at50557         -            483  5.3e-232  769.4  24.4   1   1  8.5e-234  6.8e-232  769.0  24.4     1   481    96   613    96   615 0.95 -
8280at50557_113334_0:00096f|STRG.10252.4:1157-2377|+   -            407 54603at50557         -            483     3e-19   67.8  21.8   2   3   1.2e-15   9.6e-14   49.6   8.2   271   437    53   228    50   245 0.84 -
8280at50557_113334_0:00096f|STRG.10252.4:1157-2377|+   -            407 54603at50557         -            483     3e-19   67.8  21.8   3   3   5.6e-07   4.4e-05   21.0   2.4   250   370   273   402   269   405 0.78 -
8280at50557_113334_0:00096f|STRG.10252.5:883-2103|+    -            407 54603at50557         -            483     3e-19   67.8  21.8   1   3       1.6   1.3e+02   -0.3   0.1   274   306     4    36     1    41 0.76 -
8280at50557_113334_0:00096f|STRG.10252.5:883-2103|+    -            407 54603at50557         -            483     3e-19   67.8  21.8   2   3   1.2e-15   9.6e-14   49.6   8.2   271   437    53   228    50   245 0.84 -
8280at50557_113334_0:00096f|STRG.10252.5:883-2103|+    -            407 54603at50557         -            483     3e-19   67.8  21.8   3   3   5.6e-07   4.4e-05   21.0   2.4   250   370   273   402   269   405 0.78 -
8280at50557_1155016_0:002e71|STRG.17712.1:148-915|+    -            256 54603at50557         -            483   3.1e-19   67.7  11.9   1   2   1.4e-12   1.1e-10   39.5   2.7   335   461    27   167    12   171 0.80 -
8280at50557_1155016_0:002e71|STRG.17712.1:148-915|+    -            256 54603at50557         -            483   3.1e-19   67.7  11.9   2   2   7.6e-09     6e-07   27.2   0.7    58   120   174   235   168   252 0.79 -
25718at50557_13249_0:001bb5|STRG.10255.1:428-1627|+    -            400 54603at50557         -            483   3.5e-19   67.5  26.6   1   3   4.1e-10   3.3e-08   31.3   4.2    64   198     3   126     1   133 0.68 -
25718at50557_13249_0:001bb5|STRG.10255.1:428-1627|+    -            400 54603at50557         -            483   3.5e-19   67.5  26.6   2   3     0.044       3.5    4.9   0.1   335   395   113   174   106   184 0.66 -
25718at50557_13249_0:001bb5|STRG.10255.1:428-1627|+    -            400 54603at50557         -            483   3.5e-19   67.5  26.6   3   3   2.8e-12   2.2e-10   38.5  12.8    36   220   182   379   175   387 0.84 -
109776at50557_83485_0:00245b|STRG.16467.3:19-1029|+    -            337 54603at50557         -            483   3.7e-19   67.4  11.5   1   2   8.5e-09   6.7e-07   27.0   0.1    33   141    46   159    14   169 0.77 -
109776at50557_83485_0:00245b|STRG.16467.3:19-1029|+    -            337 54603at50557         -            483   3.7e-19   67.4  11.5   2   2   1.8e-11   1.4e-09   35.8   7.4   272   412   172   324   161   324 0.83 -
109776at50557_83485_0:00245b|STRG.16468.1:632-1642|-   -            337 54603at50557         -            483   3.7e-19   67.4  11.5   1   2   8.5e-09   6.7e-07   27.0   0.1    33   141    46   159    14   169 0.77 -
109776at50557_83485_0:00245b|STRG.16468.1:632-1642|-   -            337 54603at50557         -            483   3.7e-19   67.4  11.5   2   2   1.8e-11   1.4e-09   35.8   7.4   272   412   172   324   161   324 0.83 -
8280at50557_121225_0:0005bf|STRG.16582.1:72-1877|+     -            602 54603at50557         -            483   4.8e-19   67.1  38.3   1   4   1.6e-06   0.00012   19.5   6.9   341   439     9   110     3   127 0.69 -
8280at50557_121225_0:0005bf|STRG.16582.1:72-1877|+     -            602 54603at50557         -            483   4.8e-19   67.1  38.3   2   4   3.4e-05    0.0027   15.1   5.3   327   418   268   359   226   361 0.80 -
8280at50557_121225_0:0005bf|STRG.16582.1:72-1877|+     -            602 54603at50557         -            483   4.8e-19   67.1  38.3   3   4   8.4e-09   6.7e-07   27.0   2.1    61   146   370   458   367   463 0.82 -
8280at50557_121225_0:0005bf|STRG.16582.1:72-1877|+     -            602 54603at50557         -            483   4.8e-19   67.1  38.3   4   4   1.4e-05    0.0011   16.4   1.0   107   183   487   576   461   597 0.64 -
8280at50557_7200_0:000e97|STRG.18179.1:117-1196|+      -            360 54603at50557         -            483   5.2e-19   67.0  20.6   1   4   5.5e-07   4.4e-05   21.0   1.4    80   141    83   146    58   152 0.83 -
8280at50557_7200_0:000e97|STRG.18179.1:117-1196|+      -            360 54603at50557         -            483   5.2e-19   67.0  20.6   2   4   4.2e-08   3.4e-06   24.7   0.7    58   140   158   243   152   256 0.57 -
8280at50557_7200_0:000e97|STRG.18179.1:117-1196|+      -            360 54603at50557         -            483   5.2e-19   67.0  20.6   3   4   1.3e-07     1e-05   23.1   0.5    55   120   227   295   225   299 0.88 -
8280at50557_7200_0:000e97|STRG.18179.1:117-1196|+      -            360 54603at50557         -            483   5.2e-19   67.0  20.6   4   4   1.7e-05    0.0013   16.2   0.9   270   313   304   347   298   355 0.88 -
8280at50557_116153_0:002979|STRG.16582.2:162-1946|+    -            595 54603at50557         -            483     6e-19   66.7  38.4   1   4   1.5e-06   0.00012   19.6   6.9   341   439     9   110     3   127 0.69 -
8280at50557_116153_0:002979|STRG.16582.2:162-1946|+    -            595 54603at50557         -            483     6e-19   66.7  38.4   2   4   4.1e-05    0.0033   14.8   5.3   336   418   275   359   243   361 0.80 -
8280at50557_116153_0:002979|STRG.16582.2:162-1946|+    -            595 54603at50557         -            483     6e-19   66.7  38.4   3   4   7.8e-09   6.2e-07   27.1   2.4    59   146   368   458   364   461 0.82 -
8280at50557_116153_0:002979|STRG.16582.2:162-1946|+    -            595 54603at50557         -            483     6e-19   66.7  38.4   4   4   2.1e-05    0.0017   15.8   1.0   108   181   488   574   466   595 0.63 -
7376at50557_1507135_0:001a56|STRG.5591.1:699-3095|+    -            799 54603at50557         -            483   6.8e-18   63.3   2.1   1   4      0.11         9    3.5   0.0    62   118    50   108    24   128 0.64 -
7376at50557_1507135_0:001a56|STRG.5591.1:699-3095|+    -            799 54603at50557         -            483   6.8e-18   63.3   2.1   2   4   2.7e-05    0.0022   15.4   0.0    41   129   239   334   199   344 0.66 -
7376at50557_1507135_0:001a56|STRG.5591.1:699-3095|+    -            799 54603at50557         -            483   6.8e-18   63.3   2.1   3   4   4.4e-09   3.5e-07   27.9   0.7   324   434   449   564   441   577 0.81 -
7376at50557_1507135_0:001a56|STRG.5591.1:699-3095|+    -            799 54603at50557         -            483   6.8e-18   63.3   2.1   4   4   0.00027     0.021   12.2   0.0   332   414   712   798   696   799 0.75 -
8280at50557_74869_0:001375|STRG.4312.1:344-1906|+      -            521 54603at50557         -            483   4.8e-17   60.5  29.1   1   4   3.3e-11   2.6e-09   35.0   5.0   269   435    19   195     4   209 0.84 -
8280at50557_74869_0:001375|STRG.4312.1:344-1906|+      -            521 54603at50557         -            483   4.8e-17   60.5  29.1   2   4    0.0017      0.13    9.6   1.1    37   114   210   295   204   308 0.73 -
8280at50557_74869_0:001375|STRG.4312.1:344-1906|+      -            521 54603at50557         -            483   4.8e-17   60.5  29.1   3   4   0.00012    0.0095   13.3   0.3    54   118   281   347   279   365 0.79 -
8280at50557_74869_0:001375|STRG.4312.1:344-1906|+      -            521 54603at50557         -            483   4.8e-17   60.5  29.1   4   4   8.5e-05    0.0067   13.8   4.5   266   415   377   520   368   521 0.72 -
8280at50557_74869_0:001375|STRG.4312.2:569-2131|+      -            521 54603at50557         -            483   4.8e-17   60.5  29.1   1   4   3.3e-11   2.6e-09   35.0   5.0   269   435    19   195     4   209 0.84 -
8280at50557_74869_0:001375|STRG.4312.2:569-2131|+      -            521 54603at50557         -            483   4.8e-17   60.5  29.1   2   4    0.0017      0.13    9.6   1.1    37   114   210   295   204   308 0.73 -
8280at50557_74869_0:001375|STRG.4312.2:569-2131|+      -            521 54603at50557         -            483   4.8e-17   60.5  29.1   3   4   0.00012    0.0095   13.3   0.3    54   118   281   347   279   365 0.79 -
8280at50557_74869_0:001375|STRG.4312.2:569-2131|+      -            521 54603at50557         -            483   4.8e-17   60.5  29.1   4   4   8.5e-05    0.0067   13.8   4.5   266   415   377   520   368   521 0.72 -
8280at50557_74869_0:001375|STRG.4312.3:194-1756|+      -            521 54603at50557         -            483   4.8e-17   60.5  29.1   1   4   3.3e-11   2.6e-09   35.0   5.0   269   435    19   195     4   209 0.84 -
8280at50557_74869_0:001375|STRG.4312.3:194-1756|+      -            521 54603at50557         -            483   4.8e-17   60.5  29.1   2   4    0.0017      0.13    9.6   1.1    37   114   210   295   204   308 0.73 -
8280at50557_74869_0:001375|STRG.4312.3:194-1756|+      -            521 54603at50557         -            483   4.8e-17   60.5  29.1   3   4   0.00012    0.0095   13.3   0.3    54   118   281   347   279   365 0.79 -
8280at50557_74869_0:001375|STRG.4312.3:194-1756|+      -            521 54603at50557         -            483   4.8e-17   60.5  29.1   4   4   8.5e-05    0.0067   13.8   4.5   266   415   377   520   368   521 0.72 -
7376at50557_67767_0:001053|STRG.17468.1:168-1142|+     -            325 54603at50557         -            483   9.1e-17   59.6  20.2   1   3     1e-09   8.2e-08   30.0   7.7    82   201     4   142     3   172 0.78 -
7376at50557_67767_0:001053|STRG.17468.1:168-1142|+     -            325 54603at50557         -            483   9.1e-17   59.6  20.2   2   3   3.4e-05    0.0027   15.1   0.1   158   201   174   218   153   223 0.61 -
7376at50557_67767_0:001053|STRG.17468.1:168-1142|+     -            325 54603at50557         -            483   9.1e-17   59.6  20.2   3   3     1e-05    0.0008   16.9   1.0   334   372   226   266   222   274 0.86 -
25718at50557_13249_0:001bb5|STRG.7524.1:417-1703|+     -            429 54603at50557         -            483   8.4e-16   56.4  11.2   1   3   2.2e-07   1.7e-05   22.4   0.5   336   419     4    95     2    99 0.85 -
25718at50557_13249_0:001bb5|STRG.7524.1:417-1703|+     -            429 54603at50557         -            483   8.4e-16   56.4  11.2   2   3   5.2e-14   4.1e-12   44.2   3.4    83   309    80   328    79   343 0.82 -
25718at50557_13249_0:001bb5|STRG.7524.1:417-1703|+     -            429 54603at50557         -            483   8.4e-16   56.4  11.2   3   3       1.5   1.2e+02   -0.2   0.0   287   325   389   428   380   429 0.69 -
8280at50557_7160_0:00112a|STRG.11955.1:2070-3017|+     -            316 54603at50557         -            483   9.3e-16   56.2  21.3   1   4   1.5e-05    0.0012   16.3   0.9   370   435    14    79     1    80 0.81 -
8280at50557_7160_0:00112a|STRG.11955.1:2070-3017|+     -            316 54603at50557         -            483   9.3e-16   56.2  21.3   2   4   1.3e-09     1e-07   29.7   1.5    58   120    69   131    63   154 0.86 -
8280at50557_7160_0:00112a|STRG.11955.1:2070-3017|+     -            316 54603at50557         -            483   9.3e-16   56.2  21.3   3   4    0.0013       0.1    9.9   1.6   335   371   171   209   166   213 0.83 -
8280at50557_7160_0:00112a|STRG.11955.1:2070-3017|+     -            316 54603at50557         -            483   9.3e-16   56.2  21.3   4   4   7.4e-06   0.00059   17.3   0.3    59   137   232   314   230   316 0.78 -
8280at50557_1218281_0:0023d1|STRG.20514.1:608-1336|+   -            243 54603at50557         -            483   1.1e-15   56.0  21.1   1   2   2.1e-12   1.7e-10   38.9  12.6   332   469    24   170     2   176 0.80 -
8280at50557_1218281_0:0023d1|STRG.20514.1:608-1336|+   -            243 54603at50557         -            483   1.1e-15   56.0  21.1   2   2   6.6e-07   5.2e-05   20.8   2.0   336   394   170   230   168   243 0.77 -
83902at50557_7222_0:0020fe|STRG.5881.1:1263-1754|+     -            164 54603at50557         -            483   1.1e-15   56.0  10.1   1   3   9.6e-08   7.6e-06   23.5   0.6   382   435    14    67    10    71 0.88 -
83902at50557_7222_0:0020fe|STRG.5881.1:1263-1754|+     -            164 54603at50557         -            483   1.1e-15   56.0  10.1   2   3   2.7e-09   2.2e-07   28.6   1.3   379   426    87   134    75   135 0.93 -
83902at50557_7222_0:0020fe|STRG.5881.1:1263-1754|+     -            164 54603at50557         -            483   1.1e-15   56.0  10.1   3   3   1.2e-05   0.00097   16.6   0.1   351   387   127   163   126   164 0.91 -
83902at50557_7222_0:0020fe|STRG.5881.2:426-917|+       -            164 54603at50557         -            483   1.1e-15   56.0  10.1   1   3   9.6e-08   7.6e-06   23.5   0.6   382   435    14    67    10    71 0.88 -
83902at50557_7222_0:0020fe|STRG.5881.2:426-917|+       -            164 54603at50557         -            483   1.1e-15   56.0  10.1   2   3   2.7e-09   2.2e-07   28.6   1.3   379   426    87   134    75   135 0.93 -
83902at50557_7222_0:0020fe|STRG.5881.2:426-917|+       -            164 54603at50557         -            483   1.1e-15   56.0  10.1   3   3   1.2e-05   0.00097   16.6   0.1   351   387   127   163   126   164 0.91 -
25718at50557_108931_0:000584|STRG.9013.1:320-1366|+    -            349 54603at50557         -            483   3.8e-15   54.2  23.1   1   4    0.0089       0.7    7.2   0.5   270   306     6    42     3    51 0.89 -
25718at50557_108931_0:000584|STRG.9013.1:320-1366|+    -            349 54603at50557         -            483   3.8e-15   54.2  23.1   2   4     0.071       5.7    4.2   1.5    80   139    53   118    49   124 0.72 -
25718at50557_108931_0:000584|STRG.9013.1:320-1366|+    -            349 54603at50557         -            483   3.8e-15   54.2  23.1   3   4    0.0072      0.57    7.5   0.2   271   308   131   165   122   169 0.86 -
25718at50557_108931_0:000584|STRG.9013.1:320-1366|+    -            349 54603at50557         -            483   3.8e-15   54.2  23.1   4   4   4.3e-15   3.4e-13   47.8   2.5   234   395   170   340   166   349 0.86 -
7376at50557_456900_0:001c8a|STRG.4928.1:2-3328|+       -           1109 54603at50557         -            483   7.8e-15   53.2  13.2   1   3   0.00021     0.017   12.5   0.4   376   434    12    72     1    84 0.58 -
7376at50557_456900_0:001c8a|STRG.4928.1:2-3328|+       -           1109 54603at50557         -            483   7.8e-15   53.2  13.2   2   3   1.2e-06   9.7e-05   19.9   0.9   327   415   156   252   149   275 0.69 -
7376at50557_456900_0:001c8a|STRG.4928.1:2-3328|+       -           1109 54603at50557         -            483   7.8e-15   53.2  13.2   3   3   6.4e-09     5e-07   27.4   0.6   339   429   365   458   337   469 0.80 -
8280at50557_7200_0:000e9a|STRG.12290.1:207-1349|+      -            381 54603at50557         -            483   5.2e-14   50.5  31.4   1   3   7.3e-05    0.0058   14.0   0.1   272   305     2    35     1    46 0.93 -
8280at50557_7200_0:000e9a|STRG.12290.1:207-1349|+      -            381 54603at50557         -            483   5.2e-14   50.5  31.4   2   3    0.0033      0.26    8.6  10.2   288   432    70   225    51   229 0.74 -
8280at50557_7200_0:000e9a|STRG.12290.1:207-1349|+      -            381 54603at50557         -            483   5.2e-14   50.5  31.4   3   3   1.4e-09   1.1e-07   29.6  13.3    81   217   220   373   215   379 0.78 -
7376at50557_56086_0:0026c8|STRG.10420.1:159-896|+      -            246 54603at50557         -            483   8.2e-14   49.8  18.4   1   2   6.3e-07     5e-05   20.8   2.0    46   142    18   117     6   125 0.84 -
7376at50557_56086_0:0026c8|STRG.10420.1:159-896|+      -            246 54603at50557         -            483   8.2e-14   49.8  18.4   2   2   3.1e-13   2.5e-11   41.6   8.8   271   447    55   243    52   246 0.78 -
83902at50557_54969_0:002595|STRG.12947.1:249-761|+     -            171 54603at50557         -            483   1.1e-13   49.4   0.9   1   1   7.3e-15   5.8e-13   47.0   0.9   270   417    12   171     6   171 0.88 -
83902at50557_7165_0:002695|STRG.15847.2:167-604|+      -            146 54603at50557         -            483   2.2e-13   48.4   0.1   1   1   3.4e-15   2.7e-13   48.1   0.1    57   139    51   133    41   140 0.95 -
109776at50557_34740_0:000e9a|STRG.5461.1:63-530|+      -            156 54603at50557         -            483   2.3e-13   48.3   5.2   1   3   2.3e-05    0.0018   15.7   0.0   338   397     1    64     1    68 0.70 -
109776at50557_34740_0:000e9a|STRG.5461.1:63-530|+      -            156 54603at50557         -            483   2.3e-13   48.3   5.2   2   3     1e-09   8.1e-08   30.0   1.5   269   315    69   115    65   122 0.87 -
109776at50557_34740_0:000e9a|STRG.5461.1:63-530|+      -            156 54603at50557         -            483   2.3e-13   48.3   5.2   3   3     0.083       6.5    4.0   0.1   159   198   115   155   110   156 0.51 -
7376at50557_45779_0:000f73|STRG.4927.1:1-879|+         -            293 54603at50557         -            483   4.1e-13   47.5   9.3   1   3   9.4e-06   0.00074   17.0   0.9   269   311    19    61     2    69 0.86 -
7376at50557_45779_0:000f73|STRG.4927.1:1-879|+         -            293 54603at50557         -            483   4.1e-13   47.5   9.3   2   3   1.3e-09     1e-07   29.7   6.7   333   435    42   150    40   157 0.84 -
7376at50557_45779_0:000f73|STRG.4927.1:1-879|+         -            293 54603at50557         -            483   4.1e-13   47.5   9.3   3   3   0.00037      0.03   11.7   0.0   270   314   242   286   218   292 0.78 -
8280at50557_7160_0:00112a|STRG.4311.1:347-1375|+       -            343 54603at50557         -            483   3.4e-12   44.5  21.7   1   3   0.00036     0.028   11.8   1.0   352   417    16    83    11    89 0.84 -
8280at50557_7160_0:00112a|STRG.4311.1:347-1375|+       -            343 54603at50557         -            483   3.4e-12   44.5  21.7   2   3   7.5e-07   5.9e-05   20.6   6.3    55   122    89   158    82   176 0.83 -
8280at50557_7160_0:00112a|STRG.4311.1:347-1375|+       -            343 54603at50557         -            483   3.4e-12   44.5  21.7   3   3   6.7e-07   5.3e-05   20.8   1.2   332   458   185   323   171   337 0.74 -
7376at50557_45779_0:000f73|STRG.12110.1:840-1847|+     -            336 54603at50557         -            483   3.6e-12   44.4  11.6   1   2   4.6e-11   3.7e-09   34.5   5.4    60   181    25   161     4   165 0.77 -
7376at50557_45779_0:000f73|STRG.12110.1:840-1847|+     -            336 54603at50557         -            483   3.6e-12   44.4  11.6   2   2   2.5e-06    0.0002   18.9   1.3    77   201   115   259   111   268 0.64 -
7376at50557_45779_0:000f73|STRG.12110.2:213-1220|+     -            336 54603at50557         -            483   3.6e-12   44.4  11.6   1   2   4.6e-11   3.7e-09   34.5   5.4    60   181    25   161     4   165 0.77 -
7376at50557_45779_0:000f73|STRG.12110.2:213-1220|+     -            336 54603at50557         -            483   3.6e-12   44.4  11.6   2   2   2.5e-06    0.0002   18.9   1.3    77   201   115   259   111   268 0.64 -
109776at50557_168631_0:000c9d|STRG.15610.1:54-362|+    -            103 54603at50557         -            483   6.7e-12   43.5   4.0   1   1   1.1e-13   9.1e-12   43.1   4.0    41   136     1    99     1   103 0.93 -
8280at50557_7160_0:00112a|STRG.3047.1:102-1001|+       -            300 54603at50557         -            483   9.5e-12   43.0  23.2   1   2   8.3e-11   6.6e-09   33.6  14.8   267   417    80   242    78   242 0.85 -
8280at50557_7160_0:00112a|STRG.3047.1:102-1001|+       -            300 54603at50557         -            483   9.5e-12   43.0  23.2   2   2     3e-07   2.4e-05   21.9   1.2    55   119   200   266   193   294 0.66 -
8280at50557_1218281_0:0023d1|STRG.20514.2:308-922|+    -            205 54603at50557         -            483   1.7e-10   38.9   9.6   1   2   2.5e-08     2e-06   25.5   5.9   317   417    12   112     5   115 0.87 -
8280at50557_1218281_0:0023d1|STRG.20514.2:308-922|+    -            205 54603at50557         -            483   1.7e-10   38.9   9.6   2   2   3.5e-07   2.7e-05   21.7   1.1   336   404    98   168    93   183 0.77 -
109776at50557_13164_0:002971|STRG.6821.1:729-1238|+    -            170 54603at50557         -            483   2.9e-10   38.1  14.4   1   2   2.1e-11   1.6e-09   35.6  13.4   274   413     4   147     1   154 0.80 -
109776at50557_13164_0:002971|STRG.6821.1:729-1238|+    -            170 54603at50557         -            483   2.9e-10   38.1  14.4   2   2      0.14        11    3.2   0.1   335   357   136   158   131   168 0.77 -
8280at50557_38123_0:003113|STRG.10709.1:348-1238|+     -            297 54603at50557         -            483   3.6e-10   37.8  14.8   1   3   0.00031     0.024   12.0   1.3   279   366     1    84     1    84 0.79 -
8280at50557_38123_0:003113|STRG.10709.1:348-1238|+     -            297 54603at50557         -            483   3.6e-10   37.8  14.8   2   3   5.8e-08   4.6e-06   24.3   5.6   268   436    49   210    37   225 0.81 -
8280at50557_38123_0:003113|STRG.10709.1:348-1238|+     -            297 54603at50557         -            483   3.6e-10   37.8  14.8   3   3    0.0088      0.69    7.2   0.2   295   326   232   264   227   272 0.89 -
8280at50557_38123_0:003113|STRG.10709.2:336-1226|+     -            297 54603at50557         -            483   3.6e-10   37.8  14.8   1   3   0.00031     0.024   12.0   1.3   279   366     1    84     1    84 0.79 -
8280at50557_38123_0:003113|STRG.10709.2:336-1226|+     -            297 54603at50557         -            483   3.6e-10   37.8  14.8   2   3   5.8e-08   4.6e-06   24.3   5.6   268   436    49   210    37   225 0.81 -
8280at50557_38123_0:003113|STRG.10709.2:336-1226|+     -            297 54603at50557         -            483   3.6e-10   37.8  14.8   3   3    0.0088      0.69    7.2   0.2   295   326   232   264   227   272 0.89 -
109776at50557_108931_0:001894|STRG.13448.1:1359-1802|- -            148 54603at50557         -            483   5.9e-10   37.1   2.0   1   1   1.7e-11   1.4e-09   35.9   2.0    80   194    20   146     2   148 0.75 -
109776at50557_34740_0:000e9a|STRG.22489.1:148-525|+    -            126 54603at50557         -            483   2.2e-09   35.2   6.2   1   2   3.3e-05    0.0026   15.2   0.2   253   306     4    57     1    64 0.69 -
109776at50557_34740_0:000e9a|STRG.22489.1:148-525|+    -            126 54603at50557         -            483   2.2e-09   35.2   6.2   2   2   3.1e-09   2.5e-07   28.4   1.7    39   113    47   126    43   126 0.86 -
109776at50557_609295_0:0019b5|STRG.5370.2:1632-2123|+  -            164 54603at50557         -            483   2.6e-09   35.0  13.2   1   1   4.7e-11   3.8e-09   34.4  13.2    81   205     9   139     4   160 0.84 -
7376at50557_45779_0:000f73|STRG.4848.1:78-836|+        -            253 54603at50557         -            483   2.7e-08   31.6   1.5   1   2   1.3e-08     1e-06   26.4   1.7   344   463    26   150    21   153 0.85 -
7376at50557_45779_0:000f73|STRG.4848.1:78-836|+        -            253 54603at50557         -            483   2.7e-08   31.6   1.5   2   2   0.00051      0.04   11.3   0.2   142   203   112   178   109   197 0.81 -
109776at50557_7004_0:001269|STRG.6821.3:288-656|+      -            123 54603at50557         -            483   4.2e-08   31.0   7.6   1   2   0.00014     0.011   13.2   0.3   334   370    23    61     5    69 0.47 -
109776at50557_7004_0:001269|STRG.6821.3:288-656|+      -            123 54603at50557         -            483   4.2e-08   31.0   7.6   2   2   5.6e-07   4.4e-05   21.0   2.2   335   385    70   120    60   123 0.82 -
109776at50557_7130_0:000f15|STRG.5370.3:858-1313|+     -            152 54603at50557         -            483     9e-08   29.9  19.9   1   1   4.4e-09   3.5e-07   28.0  19.9    76   204    18   152     1   152 0.83 -
8280at50557_7200_0:000e97|STRG.5083.1:806-1744|+       -            313 54603at50557         -            483   9.1e-08   29.9  11.7   1   3   0.00019     0.015   12.7   1.4   353   418    60   128    15   146 0.81 -
8280at50557_7200_0:000e97|STRG.5083.1:806-1744|+       -            313 54603at50557         -            483   9.1e-08   29.9  11.7   2   3    0.0067      0.53    7.6   0.5   122   179   188   249   169   253 0.73 -
8280at50557_7200_0:000e97|STRG.5083.1:806-1744|+       -            313 54603at50557         -            483   9.1e-08   29.9  11.7   3   3   2.9e-05    0.0023   15.4   0.1   269   313   255   301   250   306 0.88 -
8280at50557_7200_0:000e97|STRG.5083.2:878-1816|+       -            313 54603at50557         -            483   9.1e-08   29.9  11.7   1   3   0.00019     0.015   12.7   1.4   353   418    60   128    15   146 0.81 -
8280at50557_7200_0:000e97|STRG.5083.2:878-1816|+       -            313 54603at50557         -            483   9.1e-08   29.9  11.7   2   3    0.0067      0.53    7.6   0.5   122   179   188   249   169   253 0.73 -
8280at50557_7200_0:000e97|STRG.5083.2:878-1816|+       -            313 54603at50557         -            483   9.1e-08   29.9  11.7   3   3   2.9e-05    0.0023   15.4   0.1   269   313   255   301   250   306 0.88 -
8280at50557_38123_0:003113|STRG.16091.1:265-1182|+     -            306 54603at50557         -            483   2.3e-07   28.5  19.4   1   2   9.7e-09   7.7e-07   26.8   6.4   138   224     1    93     1    98 0.85 -
8280at50557_38123_0:003113|STRG.16091.1:265-1182|+     -            306 54603at50557         -            483   2.3e-07   28.5  19.4   2   2     0.043       3.4    4.9   7.5    67   191    85   221    79   261 0.59 -
102553at50557_74869_0:000218|STRG.6097.1:825-1307|+    -            161 54603at50557         -            483   2.5e-07   28.5   5.1   1   1   7.3e-09   5.8e-07   27.2   5.1    85   200     1   128     1   135 0.76 -
8280at50557_7395_0:001be3|STRG.12750.1:302-748|+       -            149 54603at50557         -            483   5.9e-07   27.2   0.7   1   2       4.5   3.6e+02   -1.8   0.0   195   213    12    30    10    37 0.79 -
8280at50557_7395_0:001be3|STRG.12750.1:302-748|+       -            149 54603at50557         -            483   5.9e-07   27.2   0.7   2   2   1.5e-08   1.2e-06   26.2   0.4    78   148    65   137    52   147 0.89 -
8280at50557_7395_0:001be1|STRG.12135.2:309-1426|+      -            289 54603at50557         -            483   2.4e-06   25.2   1.1   1   1   4.1e-08   3.3e-06   24.8   1.1    80   168     7    96     5   171 0.84 -
102553at50557_7029_0:000362|STRG.3819.1:130-507|+      -            126 54603at50557         -            483   2.8e-06   25.0   2.1   1   1     4e-08   3.2e-06   24.8   2.1   143   429    21    94     2   107 0.57 -
109776at50557_7159_0:00072f|STRG.7524.1:1014-1490|+    -            159 54603at50557         -            483   3.6e-06   24.6   3.9   1   1   8.8e-08     7e-06   23.7   3.9   255   373     6   130     1   152 0.52 -
8280at50557_28612_0:005400|STRG.9692.1:2671-3063|+     -            131 54603at50557         -            483   3.8e-06   24.5   0.3   1   2   7.1e-06   0.00057   17.4   0.0    81   151    26    98    12   101 0.82 -
8280at50557_28612_0:005400|STRG.9692.1:2671-3063|+     -            131 54603at50557         -            483   3.8e-06   24.5   0.3   2   2     0.011       0.9    6.8   0.4   268   303    96   131    93   131 0.91 -
8280at50557_28612_0:005400|STRG.9692.3:2575-2967|+     -            131 54603at50557         -            483   3.8e-06   24.5   0.3   1   2   7.1e-06   0.00057   17.4   0.0    81   151    26    98    12   101 0.82 -
8280at50557_28612_0:005400|STRG.9692.3:2575-2967|+     -            131 54603at50557         -            483   3.8e-06   24.5   0.3   2   2     0.011       0.9    6.8   0.4   268   303    96   131    93   131 0.91 -
8280at50557_28612_0:005400|STRG.9692.7:156-548|+       -            131 54603at50557         -            483   3.8e-06   24.5   0.3   1   2   7.1e-06   0.00057   17.4   0.0    81   151    26    98    12   101 0.82 -
8280at50557_28612_0:005400|STRG.9692.7:156-548|+       -            131 54603at50557         -            483   3.8e-06   24.5   0.3   2   2     0.011       0.9    6.8   0.4   268   303    96   131    93   131 0.91 -
102553at50557_116153_0:00114a|STRG.1078.2:744-1136|+   -            131 54603at50557         -            483   1.1e-05   23.0   5.7   1   1     2e-07   1.6e-05   22.5   5.7   340   435     2    98     1   116 0.84 -
109776at50557_13249_0:0026b7|STRG.2982.2:265-690|+     -            142 54603at50557         -            483   1.2e-05   22.9   4.0   1   2   9.6e-05    0.0076   13.7   1.2   379   435    11    69     6    76 0.78 -
109776at50557_13249_0:0026b7|STRG.2982.2:265-690|+     -            142 54603at50557         -            483   1.2e-05   22.9   4.0   2   2   0.00099     0.078   10.3   0.1   241   305    78   141    70   142 0.85 -
8280at50557_7395_0:001be1|STRG.12135.1:0-1088|+        -            337 54603at50557         -            483   1.4e-05   22.7   2.7   1   1   1.8e-07   1.4e-05   22.7   2.7    69   149    13    95     2   117 0.76 -
102553at50557_38123_0:0035fb|STRG.21795.1:198-557|+    -            120 54603at50557         -            483     2e-05   22.2   5.2   1   2   6.6e-06   0.00052   17.5   0.9    99   148    23    71     1    90 0.54 -
