#                                                                                                             --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                         accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                 ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
72085at50557_520822_0:002380|STRG.18971.1:93-1544|+   -            484 72085at50557         -            399  1.6e-161  536.3   0.1   1   1  4.6e-163  3.2e-161  535.4   0.1     1   384    35   483    35   484 0.90 -
138762at50557_13249_0:0030f7|STRG.21680.1:104-1471|+  -            456 72085at50557         -            399   4.8e-18   63.9   0.1   2   2   7.8e-19   5.3e-17   60.4   0.0   221   385   271   450   218   453 0.85 -
138762at50557_13249_0:0030f7|STRG.19109.1:142-1602|+  -            487 72085at50557         -            399   6.4e-18   63.5   0.0   1   1   1.7e-19   1.2e-17   62.6   0.0   217   386   268   453   235   461 0.83 -
138762at50557_13249_0:0030f7|STRG.19109.2:261-1721|+  -            487 72085at50557         -            399   6.4e-18   63.5   0.0   1   1   1.7e-19   1.2e-17   62.6   0.0   217   386   268   453   235   461 0.83 -
138762at50557_13249_0:0030f7|STRG.3792.1:85-1545|+    -            487 72085at50557         -            399     9e-18   63.0   0.1   1   2       9.8   6.6e+02   -2.4   0.1   185   276    81   174    51   179 0.63 -
138762at50557_13249_0:0030f7|STRG.3792.1:85-1545|+    -            487 72085at50557         -            399     9e-18   63.0   0.1   2   2   2.9e-19   1.9e-17   61.9   0.0   220   393   273   465   229   470 0.82 -
72085at50557_286306_0:003fb5|STRG.4232.1:132-935|+    -            268 72085at50557         -            399   9.4e-18   62.9   0.1   1   1   2.3e-19   1.6e-17   62.2   0.1   219   390    56   243    49   252 0.84 -
138762at50557_13249_0:0030f7|STRG.13002.1:110-1585|+  -            492 72085at50557         -            399   9.7e-18   62.9   0.1   1   3       2.1   1.5e+02   -0.3   0.0   115   160   149   193   133   204 0.74 -
138762at50557_13249_0:0030f7|STRG.13002.1:110-1585|+  -            492 72085at50557         -            399   9.7e-18   62.9   0.1   2   3       4.2   2.8e+02   -1.2   0.0   112   136   245   269   236   278 0.84 -
138762at50557_13249_0:0030f7|STRG.13002.1:110-1585|+  -            492 72085at50557         -            399   9.7e-18   62.9   0.1   3   3   2.6e-18   1.7e-16   58.7   0.0   230   386   288   460   274   474 0.83 -
138762at50557_13249_0:0030f7|STRG.13002.3:27-1502|+   -            492 72085at50557         -            399   9.7e-18   62.9   0.1   1   3       2.1   1.5e+02   -0.3   0.0   115   160   149   193   133   204 0.74 -
138762at50557_13249_0:0030f7|STRG.13002.3:27-1502|+   -            492 72085at50557         -            399   9.7e-18   62.9   0.1   2   3       4.2   2.8e+02   -1.2   0.0   112   136   245   269   236   278 0.84 -
138762at50557_13249_0:0030f7|STRG.13002.3:27-1502|+   -            492 72085at50557         -            399   9.7e-18   62.9   0.1   3   3   2.6e-18   1.7e-16   58.7   0.0   230   386   288   460   274   474 0.83 -
138762at50557_13249_0:0030f7|STRG.7976.2:57-1427|+    -            457 72085at50557         -            399   1.4e-17   62.3   0.0   1   1   1.4e-18   9.6e-17   59.6   0.0   227   385   283   456   130   457 0.75 -
138762at50557_13249_0:0030f7|STRG.1475.1:588-2003|-   -            472 72085at50557         -            399   3.4e-17   61.1   0.0   1   2       1.2        79    0.6   0.0   121   157   140   176   127   190 0.82 -
138762at50557_13249_0:0030f7|STRG.1475.1:588-2003|-   -            472 72085at50557         -            399   3.4e-17   61.1   0.0   2   2     5e-18   3.4e-16   57.8   0.0   220   380   260   438   241   446 0.84 -
72085at50557_224129_0:0015e5|STRG.1488.1:743-1234|+   -            164 72085at50557         -            399   3.7e-17   60.9   0.0   1   1   6.5e-19   4.4e-17   60.7   0.0   235   377     2   163     1   164 0.80 -
138762at50557_13249_0:0030f7|STRG.19111.1:177-1646|+  -            490 72085at50557         -            399   5.1e-17   60.5   0.0   1   1   1.4e-18   9.4e-17   59.6   0.0   217   386   271   456   235   464 0.85 -
138762at50557_13249_0:0030f7|STRG.22729.1:9-1394|+    -            462 72085at50557         -            399   6.7e-17   60.1   0.0   1   2       2.3   1.6e+02   -0.4   0.0   101   157   141   198    79   232 0.74 -
138762at50557_13249_0:0030f7|STRG.22729.1:9-1394|+    -            462 72085at50557         -            399   6.7e-17   60.1   0.0   2   2   4.9e-18   3.3e-16   57.8   0.0   221   378   284   461   279   462 0.83 -
72085at50557_37001_0:00073c|STRG.19506.1:330-1127|+   -            266 72085at50557         -            399     1e-16   59.5   0.0   1   1   1.9e-18   1.3e-16   59.2   0.0   228   384    75   245    43   247 0.84 -
138762at50557_13249_0:0030f7|STRG.3794.1:48-1505|+    -            486 72085at50557         -            399   1.1e-16   59.4   0.0   1   1   3.5e-18   2.3e-16   58.3   0.0   186   393   234   463   197   468 0.74 -
138762at50557_13249_0:0030f7|STRG.8350.1:133-1359|+   -            409 72085at50557         -            399   5.1e-16   57.2   0.0   1   1   1.1e-16   7.5e-15   53.4   0.0   116   383    72   378    52   383 0.72 -
96248at50557_74873_0:000ac6|STRG.19505.1:94-1527|+    -            478 72085at50557         -            399   5.5e-16   57.1   0.0   1   2      0.11       7.3    4.0   0.0     7   149     7   153     1   160 0.53 -
96248at50557_74873_0:000ac6|STRG.19505.1:94-1527|+    -            478 72085at50557         -            399   5.5e-16   57.1   0.0   2   2   5.6e-16   3.8e-14   51.0   0.0   222   394   265   451   214   453 0.81 -
28429at50557_568069_0:004765|STRG.4808.1:49-1728|+    -            560 72085at50557         -            399   5.7e-16   57.0   0.1   1   3      0.12       7.9    3.9   0.0     7    66    25    87    20   129 0.80 -
28429at50557_568069_0:004765|STRG.4808.1:49-1728|+    -            560 72085at50557         -            399   5.7e-16   57.0   0.1   2   3      0.93        63    0.9   0.1   260   339   144   225   138   235 0.86 -
28429at50557_568069_0:004765|STRG.4808.1:49-1728|+    -            560 72085at50557         -            399   5.7e-16   57.0   0.1   3   3   3.9e-15   2.7e-13   48.3   0.0   162   385   301   536   271   544 0.78 -
138762at50557_13249_0:0030f7|STRG.1477.1:130-1545|-   -            472 72085at50557         -            399   5.8e-16   57.0   0.0   1   2     0.089       6.1    4.3   0.0   113   157   132   176   118   193 0.90 -
138762at50557_13249_0:0030f7|STRG.1477.1:130-1545|-   -            472 72085at50557         -            399   5.8e-16   57.0   0.0   2   2   8.8e-16     6e-14   50.4   0.0   220   380   260   438   242   446 0.83 -
96248at50557_74873_0:000ac6|STRG.14737.1:72-1529|+    -            486 72085at50557         -            399   7.1e-16   56.7   0.0   1   2       0.2        14    3.1   0.0     5    65    27    85    23   140 0.75 -
96248at50557_74873_0:000ac6|STRG.14737.1:72-1529|+    -            486 72085at50557         -            399   7.1e-16   56.7   0.0   2   2   3.9e-16   2.7e-14   51.5   0.0   227   381   286   453   273   460 0.81 -
96248at50557_74873_0:000ac6|STRG.19505.2:0-1412|+     -            471 72085at50557         -            399   1.6e-15   55.5   0.0   1   2      0.32        22    2.4   0.0    88   149    83   146     2   153 0.76 -
96248at50557_74873_0:000ac6|STRG.19505.2:0-1412|+     -            471 72085at50557         -            399   1.6e-15   55.5   0.0   2   2   5.4e-16   3.7e-14   51.1   0.0   222   394   258   444   207   446 0.81 -
138762at50557_13249_0:0030f7|STRG.1479.1:24-1487|-    -            488 72085at50557         -            399   2.5e-15   54.9   0.0   1   1   5.7e-16   3.9e-14   51.0   0.0   129   385   150   446   128   454 0.65 -
72085at50557_7227_0:001699|STRG.18063.2:243-1133|+    -            297 72085at50557         -            399   2.8e-15   54.8   0.0   1   1   4.8e-17   3.3e-15   54.5   0.0   220   383   118   295    75   297 0.80 -
138762at50557_13249_0:0030f7|STRG.7976.1:293-1609|+   -            439 72085at50557         -            399     3e-15   54.6   0.0   1   1   3.3e-16   2.2e-14   51.8   0.0   227   366   283   437   130   438 0.73 -
138762at50557_13249_0:0030f7|STRG.15145.1:161-1474|+  -            438 72085at50557         -            399   3.7e-15   54.4   1.3   1   2      0.14       9.2    3.7   0.6     6    66    27    89    23   270 0.68 -
138762at50557_13249_0:0030f7|STRG.15145.1:161-1474|+  -            438 72085at50557         -            399   3.7e-15   54.4   1.3   2   2   4.9e-15   3.3e-13   47.9   0.0   229   362   288   437   276   438 0.82 -
72085at50557_7213_0:002045|STRG.14737.2:1107-1886|+   -            260 72085at50557         -            399   4.2e-15   54.2   0.0   1   1   8.1e-17   5.5e-15   53.8   0.0   227   381    66   233    52   240 0.81 -
72085at50557_7213_0:002045|STRG.14737.3:548-1327|+    -            260 72085at50557         -            399   4.2e-15   54.2   0.0   1   1   8.1e-17   5.5e-15   53.8   0.0   227   381    66   233    52   240 0.81 -
138762at50557_13249_0:0030f7|STRG.8351.1:413-1837|+   -            475 72085at50557         -            399   4.5e-15   54.1   0.0   1   1   3.3e-16   2.2e-14   51.8   0.0   119   383   140   444   118   452 0.73 -
96248at50557_74873_0:000ac6|STRG.11583.2:144-1619|+   -            492 72085at50557         -            399     6e-15   53.7   0.0   1   2    0.0054      0.37    8.3   0.1     7   132    19   144    13   152 0.78 -
96248at50557_74873_0:000ac6|STRG.11583.2:144-1619|+   -            492 72085at50557         -            399     6e-15   53.7   0.0   2   2   1.1e-13   7.5e-12   43.5   0.0   254   384   321   461   248   465 0.77 -
72085at50557_7176_0:00239c|STRG.21681.3:171-1040|+    -            290 72085at50557         -            399   1.9e-14   52.1   0.9   1   3       8.6   5.9e+02   -2.3   0.1   114   137    20    43    17    48 0.84 -
72085at50557_7176_0:00239c|STRG.21681.3:171-1040|+    -            290 72085at50557         -            399   1.9e-14   52.1   0.9   2   3   3.5e-06   0.00024   18.8   0.2   220   287    62   135    52   148 0.83 -
72085at50557_7176_0:00239c|STRG.21681.3:171-1040|+    -            290 72085at50557         -            399   1.9e-14   52.1   0.9   3   3   6.6e-10   4.5e-08   31.0   0.0   288   385   177   283   152   287 0.80 -
96248at50557_74873_0:000ac6|STRG.11583.1:214-1623|+   -            470 72085at50557         -            399   2.2e-14   51.8   0.1   1   2     0.023       1.6    6.2   0.1    22   132    10   122     2   130 0.76 -
96248at50557_74873_0:000ac6|STRG.11583.1:214-1623|+   -            470 72085at50557         -            399   2.2e-14   51.8   0.1   2   2     1e-13   6.8e-12   43.6   0.0   254   384   299   439   226   443 0.77 -
138762at50557_13249_0:0030f7|STRG.3791.1:22-1401|+    -            460 72085at50557         -            399   4.6e-14   50.8   0.0   1   1   1.3e-15   8.8e-14   49.8   0.0   197   387   245   457   194   460 0.73 -
138762at50557_13249_0:0030f7|STRG.13002.2:110-1420|+  -            437 72085at50557         -            399   8.2e-14   49.9   0.1   1   3       1.8   1.2e+02   -0.0   0.0   115   160   149   193   133   204 0.74 -
138762at50557_13249_0:0030f7|STRG.13002.2:110-1420|+  -            437 72085at50557         -            399   8.2e-14   49.9   0.1   2   3       3.8   2.6e+02   -1.1   0.0   112   136   245   269   236   275 0.84 -
138762at50557_13249_0:0030f7|STRG.13002.2:110-1420|+  -            437 72085at50557         -            399   8.2e-14   49.9   0.1   3   3   2.7e-14   1.8e-12   45.5   0.0   231   362   289   436   275   437 0.81 -
96248at50557_74873_0:000ac6|STRG.15010.1:105-1430|+   -            442 72085at50557         -            399   1.8e-10   38.9   0.0   1   2      0.52        36    1.7   0.0     7    44    14    44     9    72 0.80 -
96248at50557_74873_0:000ac6|STRG.15010.1:105-1430|+   -            442 72085at50557         -            399   1.8e-10   38.9   0.0   2   2   4.3e-11   2.9e-09   34.9   0.0   274   369   327   427   304   442 0.78 -
72085at50557_1041015_0:000150|STRG.18063.1:647-1228|+ -            194 72085at50557         -            399   2.3e-10   38.6   0.0   1   1   3.7e-12   2.5e-10   38.5   0.0   220   357    43   194    16   194 0.77 -
138762at50557_13249_0:0030f7|STRG.6185.2:193-1152|+   -            320 72085at50557         -            399   1.1e-09   36.3   0.3   1   2     0.028       1.9    5.9   0.1   118   193    42   114    22   165 0.81 -
138762at50557_13249_0:0030f7|STRG.6185.2:193-1152|+   -            320 72085at50557         -            399   1.1e-09   36.3   0.3   2   2   3.7e-09   2.5e-07   28.6   0.0   330   385   231   292   212   300 0.84 -
72085at50557_456900_0:0000eb|STRG.2729.1:21-350|+     -            110 72085at50557         -            399   3.7e-09   34.6   0.0   1   1   6.1e-11   4.2e-09   34.4   0.0   310   386     2    85     1    94 0.75 -
94143at50557_319348_0:0009e2|STRG.6185.3:2218-2577|+  -            120 72085at50557         -            399   2.6e-08   31.8   0.0   1   1   4.3e-10   2.9e-08   31.7   0.0   330   385    45   106    25   115 0.84 -
72085at50557_91411_0:002418|STRG.17282.1:147-1208|+   -            354 72085at50557         -            399   1.2e-06   26.3   0.1   1   2      0.13       9.1    3.7   0.1    51   105    41    92     1   207 0.78 -
72085at50557_91411_0:002418|STRG.17282.1:147-1208|+   -            354 72085at50557         -            399   1.2e-06   26.3   0.1   2   2   9.3e-07   6.3e-05   20.7   0.0   233   306   273   353   247   354 0.81 -
138762at50557_13249_0:0030f7|STRG.6185.3:1139-2248|+  -            370 72085at50557         -            399   1.3e-06   26.2   0.4   1   2     0.024       1.6    6.2   0.1   118   193   147   219   101   267 0.75 -
138762at50557_13249_0:0030f7|STRG.6185.3:1139-2248|+  -            370 72085at50557         -            399   1.3e-06   26.2   0.4   2   2   5.7e-06   0.00039   18.1   0.0   220   291   290   366   284   368 0.80 -
72085at50557_224129_0:0015e5|STRG.19112.1:8-373|+     -            122 72085at50557         -            399   2.1e-06   25.6   0.0   1   1   3.4e-08   2.3e-06   25.4   0.0   274   384     3   122     1   122 0.75 -
94143at50557_93721_0:004549|STRG.2927.6:92-586|+      -            165 72085at50557         -            399     0.015   12.9   0.0   1   1   0.00024     0.017   12.7   0.0     4   142     7   143     4   161 0.74 -
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /home/justine/projet_tutore/busco_downloads/lineages/insecta_odb10/hmms/72085at50557.hmm
# Target file:     annotation_analysis/annotation_gca/T_cornetzi/busco_output/run_insecta_odb10/metaeuk_output/initial_results/assembled_transcripts.fasta.modified.fas
# Option settings: hmmsearch --domtblout annotation_analysis/annotation_gca/T_cornetzi/busco_output/run_insecta_odb10/hmmer_output/initial_run_results/72085at50557.out --cpu 1 /home/justine/projet_tutore/busco_downloads/lineages/insecta_odb10/hmms/72085at50557.hmm annotation_analysis/annotation_gca/T_cornetzi/busco_output/run_insecta_odb10/metaeuk_output/initial_results/assembled_transcripts.fasta.modified.fas 
# Current dir:     /home/justine/projet_tutore
# Date:            Sun Dec  1 22:19:41 2024
# [ok]
